state,name,lat,lon,eclipse_1,eclipse_2,eclipse_3,eclipse_4,eclipse_5
AZ,Cibecue,34.030367,-110.49196,17:11:10,17:45:50,18:23:20,19:01:50,19:38:50
AZ,Cibola,33.374084,-114.676283,17:06:40,17:39:00,18:16:10,18:54:30,19:29:20
AZ,Cienega Springs,34.19974,-114.212713,17:09:00,17:41:10,18:18:20,18:56:40,19:31:10
AZ,Circle City,33.814877,-112.580993,17:09:10,17:42:40,18:20:00,18:58:30,19:34:20
AZ,Citrus Park,33.533598,-112.446326,17:08:30,17:42:20,18:19:40,18:58:10,19:34:20
AZ,Clacks Canyon,35.220358,-114.072299,17:11:30,17:43:10,18:20:20,18:58:20,19:32:30
AZ,Clarkdale,34.747979,-112.058699,17:11:40,17:45:00,18:22:20,19:00:40,19:36:20
AZ,Claypool,33.406101,-110.841873,17:09:30,17:44:20,18:21:50,19:00:20,19:37:30
AZ,Clay Springs,34.359259,-110.304334,17:12:00,17:46:40,18:24:10,19:02:40,19:39:30
AZ,Clifton,33.02957,-109.284039,17:09:50,17:46:00,18:23:30,19:01:50,19:40:20
AZ,Colorado City,36.970109,-112.985312,17:16:20,17:47:50,18:24:40,19:02:40,19:36:10
AZ,Comobabi,32.055397,-111.798824,17:05:30,17:40:30,18:18:00,18:56:30,19:34:00
AZ,Concho,34.473838,-109.608266,17:12:50,17:47:50,18:25:20,19:03:50,19:41:00
AZ,Congress,34.153356,-112.865555,17:09:40,17:42:50,18:20:10,18:58:30,19:34:00
AZ,Coolidge,32.933616,-111.523585,17:07:50,17:42:30,18:20:00,18:58:30,19:35:40
AZ,Copper Hill,33.430941,-110.746483,17:09:30,17:44:30,18:21:50,19:00:30,19:37:40
AZ,Cordes Lakes,34.3103,-112.107334,17:10:30,17:44:00,18:21:30,18:59:50,19:35:40
AZ,Cornfields,35.651242,-109.675658,17:15:30,17:49:50,18:27:20,19:05:40,19:42:00
AZ,Cornville,34.739244,-111.90683,17:11:40,17:45:10,18:22:30,19:01:00,19:36:40
AZ,Corona de Tucson,31.948571,-110.781868,17:06:10,17:42:00,18:19:20,18:57:50,19:36:10
AZ,Cottonwood,36.072152,-109.890109,17:16:10,17:50:10,18:27:40,19:06:00,19:41:50
AZ,Cottonwood,34.750834,-111.984004,17:11:40,17:45:00,18:22:20,19:00:50,19:36:20
AZ,Cowlic,31.804747,-111.987629,17:04:50,17:39:50,18:17:10,18:55:50,19:33:20
AZ,Crozier,35.422807,-113.648641,17:12:10,17:44:10,18:21:10,18:59:20,19:33:30
AZ,Crystal Beach,34.571382,-114.392634,17:09:40,17:41:30,18:18:40,18:56:50,19:31:10
AZ,Cutter,33.35838,-110.659327,17:09:30,17:44:30,18:22:00,19:00:30,19:37:50
AZ,Dateland,32.820903,-113.542177,17:06:00,17:39:30,18:16:50,18:55:20,19:31:10
AZ,Deer Creek,34.068786,-111.35185,17:10:40,17:44:50,18:22:10,19:00:40,19:37:10
AZ,Del Muerto,36.187393,-109.435935,17:16:50,17:51:00,18:28:30,19:06:50,19:42:50
AZ,Dennehotso,36.828998,-109.875694,17:18:00,17:51:30,18:29:00,19:07:10,19:42:30
AZ,Desert Hills,34.546463,-114.377956,17:09:40,17:41:40,18:18:40,18:56:50,19:31:10
AZ,Dewey-Humboldt,34.517396,-112.24965,17:11:00,17:44:20,18:21:40,19:00:00,19:35:40
AZ,Dilkon,35.352905,-110.307232,17:14:20,17:48:20,18:25:50,19:04:20,19:40:30
AZ,Dolan Springs,35.590453,-114.285179,17:12:10,17:43:40,18:20:30,18:58:40,19:32:20
AZ,Doney Park,35.265638,-111.518951,17:13:10,17:46:40,18:24:00,19:02:20,19:37:50
AZ,Donovan Estates,32.709358,-114.678148,17:05:10,17:37:50,18:15:00,18:53:20,19:28:40
AZ,Douglas,31.399274,-109.541292,17:06:00,17:42:50,18:20:10,18:58:30,19:38:00
AZ,Dragoon,32.021545,-110.034657,17:06:50,17:43:10,18:20:30,18:59:00,19:37:40
AZ,Drexel Heights,32.14526,-111.048061,17:06:20,17:41:50,18:19:20,18:57:50,19:35:50
AZ,Dripping Springs,33.104917,-110.754943,17:08:50,17:43:50,18:21:20,18:59:50,19:37:20
AZ,Drysdale,32.645241,-114.706769,17:04:50,17:37:30,18:14:40,18:53:10,19:28:30
AZ,Dudleyville,32.860011,-110.716494,17:08:10,17:43:30,18:21:00,18:59:30,19:37:10
AZ,Duncan,32.749981,-109.0884,17:09:20,17:45:50,18:23:20,19:01:40,19:40:20
AZ,Eagar,34.10678,-109.301221,17:12:20,17:47:50,18:25:20,19:03:40,19:41:20
AZ,East Fork,33.810682,-109.920953,17:11:00,17:46:20,18:23:50,19:02:20,19:39:50
AZ,East Globe,33.351132,-110.706186,17:09:20,17:44:20,18:21:50,19:00:20,19:37:40
AZ,East Verde Estates,34.298272,-111.364552,17:11:00,17:45:10,18:22:30,19:01:00,19:37:20
AZ,Ehrenberg,33.614208,-114.483007,17:07:20,17:39:40,18:16:50,18:55:10,19:30:00
AZ,El Capitan,33.238318,-110.78327,17:09:10,17:44:10,18:21:40,19:00:10,19:37:30
AZ,Elephant Head,31.766786,-110.991286,17:05:30,17:41:10,18:18:40,18:57:10,19:35:30
AZ,Elfrida,31.679238,-109.686879,17:06:20,17:43:10,18:20:30,18:58:50,19:38:00
AZ,Elgin,31.666552,-110.532704,17:05:40,17:41:50,18:19:10,18:57:40,19:36:20
AZ,El Mirage,33.590224,-112.327102,17:08:40,17:42:30,18:19:50,18:58:20,19:34:30
AZ,Eloy,32.741255,-111.594015,17:07:20,17:42:00,18:19:30,18:58:00,19:35:20
AZ,El Prado Estates,32.706214,-114.521481,17:05:10,17:38:00,18:15:10,18:53:40,19:29:00
AZ,First Mesa,35.831663,-110.368892,17:15:20,17:49:10,18:26:40,19:05:00,19:40:40
AZ,Flagstaff,35.185212,-111.620698,17:13:00,17:46:20,18:23:40,19:02:10,19:37:40
AZ,Florence,33.069367,-111.413992,17:08:10,17:42:50,18:20:20,18:58:50,19:36:00
AZ,Flowing Springs,34.309304,-111.334731,17:11:10,17:45:10,18:22:40,19:01:00,19:37:20
AZ,Flowing Wells,32.293767,-111.011055,17:06:40,17:42:00,18:19:30,18:58:00,19:36:00
AZ,Forest Lakes,34.329935,-110.810653,17:11:40,17:46:00,18:23:30,19:02:00,19:38:30
AZ,Fort Apache,33.790071,-109.988614,17:11:00,17:46:10,18:23:40,19:02:10,19:39:40
AZ,Fort Defiance,35.747502,-109.068018,17:16:10,17:50:50,18:28:20,19:06:50,19:43:20
AZ,Fort Mohave,35.000432000000004,-114.574864,17:10:40,17:42:10,18:19:10,18:57:10,19:31:10
AZ,Fort Thomas,33.030364,-109.961258,17:09:10,17:45:00,18:22:20,19:00:50,19:38:50
AZ,Fortuna Foothills,32.661586,-114.39737,17:05:10,17:38:00,18:15:20,18:53:40,19:29:10
AZ,Fort Valley,35.322667,-111.739777,17:13:10,17:46:20,18:23:40,19:02:10,19:37:30
AZ,Fountain Hills,33.607799,-111.738398,17:09:10,17:43:20,18:20:50,18:59:20,19:35:50
AZ,Franklin,32.677031,-109.072064,17:09:10,17:45:50,18:23:10,19:01:30,19:40:20
AZ,Fredonia,36.961626,-112.516363,17:16:30,17:48:20,18:25:20,19:03:30,19:37:10
AZ,Freedom Acres,34.319886,-111.305152,17:11:10,17:45:10,18:22:40,19:01:10,19:37:30
AZ,Gadsden,32.556359,-114.781032,17:04:40,17:37:20,18:14:30,18:53:00,19:28:20
AZ,Ganado,35.691875,-109.555727,17:15:40,17:50:00,18:27:30,19:06:00,19:42:10
AZ,Geronimo Estates,34.369106,-111.361802,17:11:20,17:45:10,18:22:40,19:01:10,19:37:20
AZ,Gila Bend,32.966242,-112.715465,17:07:00,17:40:50,18:18:20,18:56:50,19:33:10
AZ,Gila Crossing,33.273015,-112.162668,17:08:10,17:42:10,18:19:40,18:58:10,19:34:40
AZ,Gilbert,33.310345,-111.743121,17:08:30,17:42:50,18:20:20,18:58:50,19:35:30
AZ,Gisela,34.101818,-111.288021,17:10:40,17:44:50,18:22:20,19:00:50,19:37:20
AZ,Glendale,33.533111,-112.189901,17:08:50,17:42:40,18:20:00,18:58:30,19:34:50
AZ,Globe,33.393642,-110.741106,17:09:30,17:44:30,18:21:50,19:00:20,19:37:40
AZ,Gold Canyon,33.363903,-111.42298,17:08:50,17:43:20,18:20:50,18:59:20,19:36:20
AZ,Golden Shores,34.781881,-114.477749,17:10:10,17:41:50,18:18:50,18:57:00,19:31:10
AZ,Golden Valley,35.206066,-114.232753,17:11:20,17:43:00,18:20:00,18:58:10,19:32:00
AZ,Goodyear,33.254031,-112.366472,17:07:50,17:41:50,18:19:20,18:57:50,19:34:10
AZ,Goodyear Village,33.197313,-111.872344,17:08:10,17:42:30,18:19:50,18:58:30,19:35:10
AZ,Grand Canyon Village,36.059483,-112.157912,17:14:40,17:47:10,18:24:20,19:02:40,19:37:10
AZ,Grand Canyon West,36.004418,-113.804103,17:13:30,17:45:00,18:22:00,19:00:00,19:33:40
AZ,Greasewood,35.52864,-109.860867,17:15:00,17:49:20,18:26:50,19:05:20,19:41:30
AZ,Greenehaven,36.99597,-111.556564,17:17:10,17:49:30,18:26:50,19:04:50,19:39:10
AZ,Green Valley,31.840843,-111.004482,17:05:40,17:41:20,18:18:50,18:57:20,19:35:30
AZ,Greer,34.005751,-109.460586,17:11:50,17:47:20,18:24:50,19:03:20,19:41:00
AZ,Guadalupe,33.366453,-111.963156,17:08:30,17:42:40,18:20:10,18:58:40,19:35:10
AZ,Gu Oidak,31.920289,-112.024057,17:05:00,17:40:00,18:17:20,18:56:00,19:33:30
AZ,Hackberry,35.340096,-113.725629,17:12:00,17:43:50,18:21:00,18:59:10,19:33:20
AZ,Haigler Creek,34.219634,-110.971427,17:11:10,17:45:30,18:23:00,19:01:30,19:38:00
AZ,Haivana Nakya,32.005154,-111.712418,17:05:30,17:40:30,18:18:00,18:56:30,19:34:10
AZ,Hard Rock,36.030238,-110.504157,17:15:40,17:49:20,18:26:40,19:05:00,19:40:40
AZ,Hayden,32.99495,-110.779898,17:08:30,17:43:40,18:21:10,18:59:40,19:37:10
AZ,Heber-Overgaard,34.414141,-110.569561,17:12:00,17:46:30,18:23:50,19:02:20,19:39:00
AZ,Holbrook,34.904624,-110.16721,17:13:20,17:47:50,18:25:20,19:03:50,19:40:20
AZ,Hondah,34.094297,-109.934383,17:11:40,17:46:50,18:24:20,19:02:50,19:40:00
AZ,Hotevilla-Bacavi,35.920744,-110.640714,17:15:20,17:49:00,18:26:20,19:04:40,19:40:20
AZ,Houck,35.269308,-109.22344,17:15:00,17:49:50,18:27:20,19:05:40,19:42:30
AZ,Huachuca City,31.630804,-110.342193,17:05:40,17:42:00,18:19:20,18:57:50,19:36:40
AZ,Hunter Creek,34.306974,-111.016516,17:11:20,17:45:30,18:23:00,19:01:30,19:38:00
AZ,Icehouse Canyon,33.34613,-110.801154,17:09:20,17:44:10,18:21:40,19:00:10,19:37:30
AZ,Indian Wells,35.40925,-110.114439,17:14:30,17:48:50,18:26:20,19:04:40,19:40:50
AZ,Jakes Corner,34.008227,-111.320226,17:10:20,17:44:40,18:22:00,19:00:30,19:37:00
AZ,Jeddito,35.768199,-110.12782,17:15:20,17:49:20,18:26:50,19:05:10,19:41:10
AZ,Jerome,34.747088,-112.107515,17:11:30,17:44:50,18:22:10,19:00:40,19:36:10
AZ,Joseph City,34.963693,-110.329039,17:13:20,17:47:40,18:25:10,19:03:40,19:40:00
AZ,J-Six Ranchettes,31.9666,-110.466357,17:06:30,17:42:20,18:19:50,18:58:20,19:36:50
AZ,Kachina Village,35.092432,-111.695974,17:12:40,17:46:00,18:23:30,19:01:50,19:37:20
AZ,Kaibab,36.879665,-112.725597,17:16:10,17:48:00,18:25:00,19:03:00,19:36:40
AZ,Kaibab Estates West,35.274797,-112.498543,17:12:30,17:45:20,18:22:40,19:00:50,19:35:50
AZ,Kaibito,36.592003,-111.107135,17:16:30,17:49:30,18:26:50,19:05:00,19:39:50
AZ,Kaka,32.512294,-112.313845,17:06:10,17:40:40,18:18:00,18:56:30,19:33:30
AZ,Katherine,35.22077,-114.561326,17:11:10,17:42:40,18:19:30,18:57:40,19:31:20
AZ,Kayenta,36.717169,-110.260459,17:17:30,17:50:50,18:28:10,19:06:30,19:41:40
AZ,Keams Canyon,35.820837,-110.203743,17:15:30,17:49:20,18:26:50,19:05:10,19:41:10
AZ,Kearny,33.056392,-110.907091,17:08:40,17:43:40,18:21:10,18:59:40,19:37:00
AZ,Kingman,35.216992,-114.010529,17:11:30,17:43:20,18:20:20,18:58:30,19:32:30
AZ,Kino Springs,31.364128,-110.809745,17:04:40,17:40:50,18:18:10,18:56:40,19:35:20
AZ,Klagetoh,35.499997,-109.530457,17:15:10,17:49:40,18:27:10,19:05:40,19:42:10
AZ,Kleindale,32.268112,-110.91458,17:06:50,17:42:20,18:19:40,18:58:10,19:36:10
AZ,Kohatk,32.578281,-112.003013,17:06:40,17:41:10,18:18:40,18:57:10,19:34:20
AZ,Kohls Ranch,34.321053,-111.083889,17:11:20,17:45:30,18:23:00,19:01:30,19:37:50
AZ,Komatke,33.296773,-112.162475,17:08:10,17:42:10,18:19:40,18:58:10,19:34:40
AZ,Ko Vaya,32.081502,-111.895875,17:05:40,17:40:30,18:17:50,18:56:30,19:34:00
AZ,Kykotsmovi Village,35.810245,-110.656849,17:15:00,17:48:40,18:26:00,19:04:30,19:40:00
AZ,Lake Havasu City,34.499809,-114.310943,17:09:40,17:41:40,18:18:40,18:56:50,19:31:10
AZ,Lake Montezuma,34.636908,-111.800945,17:11:30,17:45:10,18:22:30,19:01:00,19:36:40
AZ,Lake of the Woods,34.152635,-109.994275,17:11:50,17:46:50,18:24:20,19:02:50,19:40:00
AZ,La Paz Valley,33.558215,-114.243451,17:07:20,17:39:50,18:17:10,18:55:30,19:30:30
AZ,Lazy,35.136913,-113.968463,17:11:20,17:43:10,18:20:10,18:58:20,19:32:30
AZ,LeChee,36.860892,-111.424438,17:17:00,17:49:30,18:26:40,19:05:00,19:39:20
AZ,Leupp,35.296609,-111.003626,17:13:40,17:47:20,18:24:50,19:03:10,19:39:00
AZ,Linden,34.269579,-110.136392,17:11:50,17:46:50,18:24:20,19:02:40,19:39:50
AZ,Litchfield Park,33.501761,-112.35947,17:08:30,17:42:20,18:19:40,18:58:10,19:34:30
AZ,Littlefield,36.865925,-113.935976,17:15:20,17:46:20,18:23:10,19:01:00,19:34:10
AZ,Lower Santan Village,33.142838,-111.785284,17:08:10,17:42:30,18:20:00,18:58:30,19:35:20
AZ,Low Mountain,35.948058,-110.100455,17:15:50,17:49:50,18:27:10,19:05:30,19:41:20
AZ,Lukachukai,36.411233,-109.225538,17:17:30,17:51:40,18:29:10,19:07:30,19:43:30
AZ,Lupton,35.354743,-109.052817,17:15:20,17:50:10,18:27:40,19:06:10,19:43:00
AZ,McConnico,35.163594,-114.089738,17:11:20,17:43:10,18:20:10,18:58:20,19:32:20
AZ,McNary,34.092153,-109.851376,17:11:40,17:47:00,18:24:20,19:02:50,19:40:10
AZ,McNeal,31.610078,-109.658267,17:06:20,17:43:00,18:20:20,18:58:40,19:38:00
AZ,Maish Vaya,32.170295,-112.134196,17:05:40,17:40:20,18:17:40,18:56:20,19:33:30
AZ,Mammoth,32.68517,-110.729286,17:07:50,17:43:10,18:20:40,18:59:10,19:37:00
AZ,Many Farms,36.342893,-109.637623,17:17:10,17:51:10,18:28:30,19:06:50,19:42:40
AZ,Marana,32.465939,-111.135401,17:07:00,17:42:10,18:19:40,18:58:10,19:36:00
AZ,Maricopa,33.041942,-111.999259,17:07:40,17:42:00,18:19:20,18:58:00,19:34:40
AZ,Maricopa Colony,33.36259,-112.226809,17:08:20,17:42:20,18:19:40,18:58:10,19:34:40
AZ,Martinez Lake,32.975468,-114.468228,17:05:50,17:38:30,18:15:50,18:54:10,19:29:30
AZ,Mayer,34.423271,-112.240747,17:10:40,17:44:10,18:21:30,18:59:50,19:35:30
AZ,Mead Ranch,34.346131,-111.142799,17:11:20,17:45:30,18:23:00,19:01:20,19:37:50
AZ,Meadview,35.953156,-114.078871,17:13:10,17:44:40,18:21:30,18:59:30,19:33:10
AZ,Mesa,33.400626,-111.716487,17:08:50,17:43:00,18:20:30,18:59:00,19:35:40
AZ,Mesa del Caballo,34.285904,-111.295227,17:11:10,17:45:10,18:22:40,19:01:10,19:37:30
AZ,Mescal,31.96743,-110.436582,17:06:30,17:42:20,18:19:50,18:58:20,19:36:50
AZ,Mesquite Creek,34.960658,-114.571402,17:10:30,17:42:10,18:19:00,18:57:10,19:31:00
AZ,Miami,33.395065,-110.872382,17:09:20,17:44:10,18:21:40,19:00:10,19:37:30
AZ,Miracle Valley,31.382924,-110.14853,17:05:20,17:42:00,18:19:20,18:57:40,19:36:50
AZ,Moccasin,36.909836,-112.754507,17:16:10,17:48:00,18:25:00,19:03:00,19:36:40
AZ,Moenkopi,36.112484,-111.221242,17:15:20,17:48:30,18:25:50,19:04:10,19:39:10
AZ,Mohave Valley,34.902431,-114.571389,17:10:20,17:42:00,18:19:00,18:57:10,19:31:00
AZ,Mojave Ranch Estates,34.944901,-114.590643,17:10:30,17:42:10,18:19:00,18:57:10,19:31:00
AZ,Morenci,33.058381,-109.333177,17:09:50,17:46:00,18:23:30,19:01:50,19:40:20
AZ,Mormon Lake,34.91161,-111.448078,17:12:30,17:46:00,18:23:30,19:01:50,19:37:40
AZ,Morristown,33.855895,-112.612886,17:09:10,17:42:40,18:20:00,18:58:30,19:34:20
AZ,Mountainaire,35.093767,-111.645195,17:12:40,17:46:10,18:23:30,19:01:50,19:37:30
AZ,Mountain View Ranches,35.233569,-111.472767,17:13:10,17:46:40,18:24:00,19:02:20,19:38:00
AZ,Munds Park,34.937966,-111.628239,17:12:20,17:45:50,18:23:20,19:01:40,19:37:20
AZ,Naco,31.345999,-109.927089,17:05:30,17:42:10,18:19:30,18:57:50,19:37:10
AZ,Nazlini,35.911225,-109.474672,17:16:10,17:50:30,18:28:00,19:06:20,19:42:40
AZ,Nelson,32.429828,-111.26489,17:06:50,17:42:00,18:19:30,18:58:00,19:35:40
AZ,New Kingman-Butler,35.264487,-114.009073,17:11:30,17:43:20,18:20:20,18:58:30,19:32:40
AZ,New River,33.882591,-112.086107,17:09:40,17:43:20,18:20:50,18:59:20,19:35:30
AZ,Nogales,31.361928,-110.93482,17:04:40,17:40:40,18:18:00,18:56:30,19:35:10
AZ,Nolic,32.034183,-111.955021,17:05:20,17:40:20,18:17:40,18:56:10,19:33:40
AZ,North Fork,34.01057,-109.959543,17:11:30,17:46:30,18:24:00,19:02:30,19:39:50
AZ,Nutrioso,33.95127,-109.206202,17:12:00,17:47:40,18:25:10,19:03:30,19:41:20
AZ,Oak Creek Canyon,34.948928,-111.750429,17:12:20,17:45:50,18:23:10,19:01:30,19:37:10
AZ,Oak Springs,35.47602,-109.13182,17:15:30,17:50:20,18:27:50,19:06:10,19:43:00
AZ,Oatman,35.027375,-114.38386,17:10:50,17:42:30,18:19:30,18:57:40,19:31:40
AZ,Oljato-Monument Valley,36.987248,-110.209642,17:18:10,17:51:20,18:28:40,19:07:00,19:42:00
AZ,Oracle,32.608424,-110.782344,17:07:40,17:43:00,18:20:30,18:59:00,19:36:50
AZ,Orange Grove Mobile Manor,32.598451,-114.660588,17:04:50,17:37:30,18:14:40,18:53:10,19:28:30
AZ,Oro Valley,32.420713,-110.977,17:07:00,17:42:20,18:19:50,18:58:20,19:36:10
AZ,Oxbow Estates,34.18035,-111.343015,17:10:50,17:45:00,18:22:20,19:00:50,19:37:10
AZ,Padre Ranchitos,32.649591,-114.641584,17:05:00,17:37:40,18:14:50,18:53:20,19:28:40
AZ,Page,36.941815,-111.513283,17:17:10,17:49:30,18:26:50,19:04:50,19:39:20
AZ,Palominas,31.387556,-110.115065,17:05:30,17:42:00,18:19:20,18:57:40,19:36:50
AZ,Paradise Valley,33.552157,-111.96133,17:08:50,17:43:00,18:20:20,18:58:50,19:35:20
AZ,Parker,34.034006,-114.228109,17:08:30,17:40:50,18:18:00,18:56:10,19:31:00
AZ,Parker Strip,34.270721,-114.129689,17:09:10,17:41:20,18:18:30,18:56:40,19:31:20
AZ,Parks,35.285249,-111.967182,17:12:50,17:46:00,18:23:20,19:01:40,19:37:00
AZ,Patagonia,31.544744,-110.745463,17:05:10,17:41:10,18:18:30,18:57:00,19:35:40
AZ,Paulden,34.889655,-112.493724,17:11:40,17:44:40,18:22:00,19:00:20,19:35:30
AZ,Payson,34.243841,-111.318964,17:11:00,17:45:00,18:22:30,19:01:00,19:37:20
AZ,Peach Springs,35.53145,-113.43198,17:12:30,17:44:30,18:21:40,18:59:50,19:34:00
AZ,Peeples Valley,34.277224,-112.765341,17:10:00,17:43:10,18:20:20,18:58:50,19:34:20
AZ,Peoria,33.786186,-112.308042,17:09:10,17:42:50,18:20:20,18:58:50,19:34:50
AZ,Peridot,33.303346,-110.459033,17:09:30,17:44:40,18:22:10,19:00:40,19:38:10
AZ,Phoenix,33.572154,-112.090132,17:08:50,17:42:50,18:20:10,18:58:40,19:35:00
AZ,Picacho,32.710196,-111.494296,17:07:20,17:42:10,18:19:30,18:58:10,19:35:20
AZ,Picture Rocks,32.324713,-111.259861,17:06:40,17:41:50,18:19:20,18:57:50,19:35:30
AZ,Pima,32.891886,-109.844268,17:09:00,17:45:00,18:22:20,19:00:50,19:39:00
AZ,Pinal,33.380145,-110.757245,17:09:20,17:44:20,18:21:50,19:00:20,19:37:40
AZ,Pine,34.380348,-111.460476,17:11:10,17:45:10,18:22:30,19:01:00,19:37:10
AZ,Pinedale,34.320724,-110.259901,17:11:50,17:46:40,18:24:10,19:02:40,19:39:30
AZ,Pine Lake,35.088699,-113.873928,17:11:10,17:43:10,18:20:20,18:58:30,19:32:40
AZ,Pinetop Country Club,34.116435,-109.891009,17:11:50,17:47:00,18:24:30,19:02:50,19:40:10
AZ,Pinetop-Lakeside,34.148424,-109.965998,17:11:50,17:46:50,18:24:20,19:02:50,19:40:00
AZ,Pinion Pines,35.14663,-113.905814,17:11:20,17:43:20,18:20:20,18:58:30,19:32:40
AZ,Pinon,36.098856,-110.219116,17:16:00,17:49:50,18:27:10,19:05:30,19:41:10
AZ,Pirtleville,31.360894,-109.566052,17:05:50,17:42:50,18:20:00,18:58:20,19:37:50
AZ,Pisinemo,32.034917,-112.319228,17:05:10,17:39:40,18:17:10,18:55:40,19:33:00
AZ,Poston,33.99209,-114.404454,17:08:20,17:40:30,18:17:40,18:55:50,19:30:30
AZ,Prescott,34.592241,-112.446733,17:11:00,17:44:10,18:21:30,19:00:00,19:35:20
AZ,Prescott Valley,34.59793,-112.318497,17:11:10,17:44:20,18:21:40,19:00:10,19:35:40
AZ,Quartzsite,33.667507,-114.217041,17:07:40,17:40:10,18:17:20,18:55:40,19:30:40
AZ,Queen Creek,33.239425,-111.613319,17:08:30,17:43:00,18:20:20,18:58:50,19:35:50
AZ,Queen Valley,33.283043,-111.304973,17:08:50,17:43:30,18:20:50,18:59:30,19:36:30
AZ,Rainbow City,33.873031,-109.976277,17:11:10,17:46:20,18:23:50,19:02:20,19:39:40
AZ,Rancho Mesa Verde,32.594385,-114.655084,17:04:50,17:37:30,18:14:40,18:53:10,19:28:30
AZ,Red Lake,35.361487,-112.172127,17:13:00,17:45:50,18:23:10,19:01:30,19:36:40
AZ,Red Mesa,36.971111,-109.36982,17:18:40,17:52:30,18:30:00,19:08:10,19:43:40
AZ,Red Rock,36.601117,-109.064539,17:18:00,17:52:20,18:29:40,19:08:00,19:44:00
AZ,Red Rock,32.561182,-111.374004,17:07:00,17:42:00,18:19:30,18:58:00,19:35:30
AZ,Rillito,32.415531,-111.154822,17:06:50,17:42:10,18:19:30,18:58:00,19:35:50
AZ,Rincon Valley,32.109993,-110.688976,17:06:30,17:42:20,18:19:40,18:58:10,19:36:30
AZ,Rio Rico,31.498168,-110.987798,17:04:50,17:40:50,18:18:10,18:56:40,19:35:10
AZ,Rio Verde,33.726592,-111.675849,17:09:30,17:43:40,18:21:10,18:59:40,19:36:00
AZ,Rock House,33.630654,-110.941078,17:09:50,17:44:30,18:22:00,19:00:30,19:37:30
AZ,Rock Point,36.696848,-109.619491,17:18:00,17:51:40,18:29:10,19:07:20,19:43:00
AZ,Roosevelt,33.657393,-111.127051,17:09:40,17:44:20,18:21:50,19:00:20,19:37:10
AZ,Roosevelt Estates,33.62019,-110.999784,17:09:50,17:44:30,18:22:00,19:00:30,19:37:30
AZ,Rough Rock,36.409489,-109.868403,17:17:00,17:50:50,18:28:10,19:06:30,19:42:10
AZ,Round Rock,36.504256,-109.463156,17:17:30,17:51:30,18:29:00,19:07:20,19:43:10
AZ,Round Valley,34.187758,-111.301801,17:10:50,17:45:00,18:22:30,19:00:50,19:37:20
AZ,Rye,34.097775,-111.354263,17:10:40,17:44:50,18:22:10,19:00:40,19:37:10
AZ,Sacate Village,33.13986,-111.977566,17:08:00,17:42:10,18:19:40,18:58:10,19:34:50
AZ,Sacaton,33.077548,-111.762914,17:08:00,17:42:20,18:19:50,18:58:20,19:35:10
AZ,Sacaton Flats Village,33.05664,-111.661002,17:08:00,17:42:30,18:20:00,18:58:30,19:35:30
AZ,Saddlebrooke,32.556421,-110.874676,17:07:20,17:42:40,18:20:10,18:58:40,19:36:30
AZ,Safford,32.833298,-109.697418,17:09:00,17:45:00,18:22:30,19:01:00,19:39:20
AZ,Sahuarita,31.932238,-110.965395,17:05:50,17:41:30,18:19:00,18:57:30,19:35:40
AZ,St. David,31.886037,-110.221485,17:06:30,17:42:40,18:20:00,18:58:30,19:37:10
AZ,St. Johns,34.500368,-109.37691,17:13:10,17:48:20,18:25:50,19:04:20,19:41:40
AZ,St. Johns,33.308487,-112.197381,17:08:10,17:42:10,18:19:30,18:58:00,19:34:30
AZ,St. Michaels,35.660559,-109.096174,17:16:00,17:50:40,18:28:10,19:06:30,19:43:10
AZ,Salome,33.777771,-113.606047,17:08:20,17:41:10,18:18:20,18:56:50,19:32:00
AZ,San Carlos,33.344561,-110.477712,17:09:30,17:44:40,18:22:10,19:00:40,19:38:10
AZ,Sanders,35.209217,-109.319118,17:14:50,17:49:40,18:27:10,19:05:30,19:42:20
AZ,San Jose,32.817963,-109.5948,17:09:00,17:45:10,18:22:40,19:01:00,19:39:30
AZ,San Luis,32.485678,-114.721947,17:04:30,17:37:20,18:14:30,18:52:50,19:28:20
AZ,San Manuel,32.609095,-110.641513,17:07:50,17:43:20,18:20:40,18:59:10,19:37:10
AZ,San Miguel,31.629493,-111.780134,17:04:30,17:39:50,18:17:10,18:55:50,19:33:40
AZ,San Simon,32.268169,-109.2302,17:08:10,17:44:50,18:22:10,19:00:30,19:39:40
AZ,Santa Cruz,33.232701,-112.159368,17:08:00,17:42:10,18:19:30,18:58:00,19:34:30
AZ,San Tan Valley,33.178592,-111.562823,17:08:20,17:42:50,18:20:20,18:58:50,19:35:50
AZ,Santa Rosa,32.332488,-112.046255,17:06:00,17:40:40,18:18:10,18:56:40,19:33:50
AZ,Sawmill,35.886227,-109.158016,17:16:20,17:51:00,18:28:30,19:06:50,19:43:20
AZ,Scenic,36.793589,-114.012752,17:15:10,17:46:10,18:23:00,19:00:50,19:33:50
AZ,Scottsdale,33.684272,-111.861448,17:09:20,17:43:20,18:20:50,18:59:20,19:35:40
AZ,Seba Dalkai,35.478933,-110.4511,17:14:30,17:48:30,18:25:50,19:04:20,19:40:20
AZ,Second Mesa,35.851387,-110.49799,17:15:20,17:49:00,18:26:20,19:04:50,19:40:30
AZ,Sedona,34.858517,-111.793057,17:12:10,17:45:30,18:23:00,19:01:20,19:37:00
