state,name,lat,lon,eclipse_1,eclipse_2,eclipse_3,eclipse_4,eclipse_5,eclipse_6
IN,Brookville,39.423273,-85.01016,17:52:10,18:36:30,19:07:49,19:10:55,19:41:50,20:24:30
IN,Brownsburg,39.834436,-86.385693,17:50:30,18:35:00,19:05:57,19:09:26,19:40:20,20:22:50
IN,Browns Crossing,39.40681,-86.501828,17:49:50,18:34:10,19:05:09,19:09:09,19:39:50,20:22:30
IN,Brownstown,38.879079,-86.047693,17:49:40,18:34:20,19:05:45,19:08:56,19:40:00,20:22:50
IN,Brownsville,39.664797,-85.003392,17:52:20,18:36:50,19:07:43,19:11:25,19:42:00,20:24:30
IN,Bruceville,38.75802,-87.4154,17:47:30,18:32:00,19:03:07,19:07:14,19:38:00,20:21:00
IN,Bryant,40.535832,-84.963342,17:53:40,18:37:50,19:08:36,19:12:07,19:42:40,20:24:50
IN,Buckskin,38.225499,-87.414776,17:46:40,18:31:30,19:02:52,19:06:25,19:37:30,20:20:50
IN,Burnett,39.543967,-87.299173,17:48:50,18:33:10,19:04:39,19:07:34,19:38:40,20:21:40
IN,Burney,39.318098,-85.639796,17:51:00,18:35:30,19:06:28,19:10:11,19:41:00,20:23:40
IN,Burns City,38.817097,-86.89374,17:48:20,18:33:00,19:04:00,19:07:59,19:38:50,20:21:50
IN,Butlerville,39.032589,-85.512923,17:50:50,18:35:20,19:06:55,19:09:35,19:40:50,20:23:40
IN,Cadiz,39.950923,-85.486891,17:52:00,18:36:20,19:07:08,19:11:06,19:41:30,20:24:00
IN,Cambridge City,39.812084,-85.17082,17:52:20,18:36:40,19:07:28,19:11:26,19:41:50,20:24:20
IN,Campbellsburg,38.652317,-86.264603,17:49:10,18:33:50,19:05:24,19:08:10,19:39:30,20:22:30
IN,Cannelburg,38.667901,-86.997585,17:48:00,18:32:40,19:03:44,19:07:38,19:38:30,20:21:30
IN,Canton,38.625918,-86.034966,17:49:30,18:34:10,19:06:05,19:08:05,19:39:50,20:22:50
IN,Carbon,39.599219,-87.107745,17:49:10,18:33:30,19:04:54,19:07:58,19:39:00,20:21:50
IN,Carlisle,38.960778,-87.401424,17:47:50,18:32:20,19:03:23,19:07:22,19:38:10,20:21:10
IN,Carmel,39.965479,-86.148369,17:51:10,18:35:20,19:06:26,19:09:53,19:40:40,20:23:10
IN,Carrollton,39.705525,-85.819868,17:51:20,18:35:40,19:06:25,19:10:27,19:41:00,20:23:30
IN,Cartersburg,39.6988,-86.4664,17:50:20,18:34:40,19:05:38,19:09:16,19:40:00,20:22:40
IN,Carthage,39.736817,-85.571422,17:51:40,18:36:00,19:06:48,19:10:50,19:41:20,20:23:50
IN,Cass,39.087607,-87.277283,17:48:10,18:32:40,19:03:43,19:07:38,19:38:30,20:21:20
IN,Cedar Grove,39.355949,-84.937076,17:52:10,18:36:40,19:08:02,19:10:45,19:41:50,20:24:30
IN,Celestine,38.386497,-86.773151,17:48:00,18:32:40,19:04:19,19:07:11,19:38:40,20:21:40
IN,Centenary,39.659114,-87.471433,17:48:40,18:33:10,19:05:05,19:06:45,19:38:30,20:21:30
IN,Center,40.436781,-86.059566,17:51:50,18:36:10,19:07:54,19:09:23,19:41:00,20:23:30
IN,Center Point,39.415766,-87.075574,17:49:00,18:33:20,19:04:30,19:08:05,19:39:00,20:21:50
IN,Centerton,39.516103,-86.395697,17:50:10,18:34:30,19:05:25,19:09:23,19:40:00,20:22:50
IN,Centerville,39.821987,-84.99925,17:52:40,18:37:00,19:07:45,19:11:39,19:42:10,20:24:40
IN,Chandler,38.037298,-87.374075,17:46:30,18:31:20,19:03:03,19:05:56,19:37:30,20:20:40
IN,Charlottesville,39.790879,-85.611941,17:51:40,18:36:00,19:06:47,19:10:49,19:41:20,20:23:50
IN,Chesterfield,40.113022,-85.594339,17:52:10,18:36:20,19:07:15,19:10:56,19:41:30,20:24:00
IN,Chrisney,38.010613,-87.030996,17:47:00,18:31:50,19:04:14,19:05:40,19:37:50,20:21:10
IN,Cicero,40.121932,-86.034042,17:51:30,18:35:40,19:06:52,19:10:05,19:40:50,20:23:30
IN,Clarksburg,39.435016,-85.349205,17:51:30,18:36:00,19:07:03,19:10:41,19:41:20,20:24:00
IN,Clay City,39.276986,-87.11271,17:48:40,18:33:10,19:04:13,19:07:59,19:38:50,20:21:40
IN,Clayton,39.688392,-86.521856,17:50:10,18:34:30,19:05:34,19:09:10,19:40:00,20:22:40
IN,Clermont,39.816523,-86.320678,17:50:40,18:35:00,19:06:00,19:09:33,19:40:20,20:23:00
IN,Clifford,39.282638,-85.869051,17:50:40,18:35:10,19:06:02,19:09:52,19:40:40,20:23:20
IN,Clinton,39.660965,-87.404659,17:48:50,18:33:10,19:05:03,19:07:03,19:38:40,20:21:30
IN,Cloverdale,39.521221,-86.798689,17:49:30,18:33:50,19:04:59,19:08:37,19:39:30,20:22:10
IN,Cloverland,39.504261,-87.225697,17:48:50,18:33:20,19:04:35,19:07:45,19:38:50,20:21:40
IN,Coal City,39.228267,-87.044257,17:48:40,18:33:10,19:04:13,19:08:07,19:38:50,20:21:50
IN,Coalmont,39.189623,-87.219495,17:48:20,18:32:50,19:03:57,19:07:46,19:38:40,20:21:30
IN,Coatesville,39.688449,-86.669388,17:50:00,18:34:20,19:05:25,19:08:53,19:39:40,20:22:30
IN,Colfax,40.194182,-86.666942,17:50:40,18:34:50,19:07:20,19:08:00,19:40:00,20:22:40
IN,Columbus,39.208684,-85.919059,17:50:20,18:34:50,19:05:55,19:09:42,19:40:30,20:23:10
IN,Commiskey,38.860521,-85.642958,17:50:20,18:35:00,19:06:49,19:08:58,19:40:40,20:23:20
IN,Connersville,39.658023,-85.141747,17:52:10,18:36:40,19:07:27,19:11:15,19:41:50,20:24:20
IN,Converse,40.578913,-85.87537,17:52:20,18:36:30,19:08:37,19:09:16,19:41:20,20:23:50
IN,Cordry Sweetwater Lakes,39.30693,-86.123805,17:50:20,18:34:40,19:05:36,19:09:36,19:40:20,20:23:00
IN,Cortland,38.973747,-85.962878,17:50:00,18:34:30,19:05:54,19:09:14,19:40:10,20:23:00
IN,Cory,39.381256,-87.203888,17:48:40,18:33:10,19:04:19,19:07:49,19:38:50,20:21:40
IN,Country Club Heights,40.124512,-85.687788,17:52:00,18:36:20,19:07:10,19:10:46,19:41:30,20:23:50
IN,Country Squire Lakes,39.037942,-85.685283,17:50:30,18:35:10,19:06:31,19:09:32,19:40:40,20:23:30
IN,Cowan,40.105751,-85.390762,17:52:20,18:36:40,19:07:27,19:11:18,19:41:50,20:24:10
IN,Craigville,40.776877,-85.091312,17:53:40,18:37:50,19:09:04,19:11:42,19:42:30,20:24:50
IN,Crane,38.894296,-86.901258,17:48:30,18:33:00,19:04:02,19:08:05,19:38:50,20:21:50
IN,Crawfordsville,40.041861,-86.897624,17:50:10,18:34:30,19:06:41,19:07:16,19:39:40,20:22:20
IN,Cross Plains,38.939295,-85.205671,17:51:10,18:35:50,19:08:30,19:09:00,19:41:20,20:24:00
IN,Crothersville,38.794455,-85.840023,17:50:00,18:34:30,19:06:21,19:08:44,19:40:10,20:23:00
IN,Crows Nest,39.856481,-86.169064,17:50:50,18:35:20,19:06:13,19:09:51,19:40:30,20:23:10
IN,Cumberland,39.786773,-85.944598,17:51:10,18:35:30,19:06:21,19:10:15,19:40:50,20:23:30
IN,Cynthiana,38.187258,-87.70853,17:46:10,18:31:00,19:02:13,19:06:03,19:37:10,20:20:20
IN,Dale,38.184861,-86.970411,17:47:20,18:32:00,19:03:59,19:06:31,19:38:10,20:21:20
IN,Daleville,40.118872,-85.556247,17:52:10,18:36:30,19:07:18,19:11:01,19:41:40,20:24:00
IN,Danville,39.758812,-86.495282,17:50:20,18:34:40,19:05:43,19:09:13,19:40:00,20:22:40
IN,Darlington,40.107313,-86.776738,17:50:20,18:34:40,19:06:56,19:07:30,19:39:50,20:22:30
IN,Darmstadt,38.091371,-87.576844,17:46:20,18:31:00,19:02:32,19:06:00,19:37:10,20:20:30
IN,Decatur,40.828854,-84.927813,17:54:00,18:38:10,19:09:17,19:12:02,19:42:50,20:25:00
IN,Decker,38.518472,-87.52408,17:47:00,18:31:40,19:02:44,19:06:46,19:37:40,20:20:50
IN,Delaware,39.145656,-85.206038,17:51:30,18:36:00,19:07:36,19:10:01,19:41:20,20:24:00
IN,Deputy,38.795115,-85.652724,17:50:10,18:34:50,19:07:02,19:08:37,19:40:30,20:23:20
IN,Dover Hill,38.719172,-86.801256,17:48:20,18:33:00,19:04:08,19:07:57,19:38:50,20:21:50
IN,Dresser,39.463328,-87.423929,17:48:30,18:33:00,19:04:21,19:07:19,19:38:30,20:21:30
IN,Dublin,39.812537,-85.205175,17:52:20,18:36:40,19:07:25,19:11:24,19:41:50,20:24:20
IN,Dubois,38.446328,-86.797466,17:48:00,18:32:40,19:04:13,19:07:22,19:38:40,20:21:40
IN,Dugger,39.070367,-87.259038,17:48:10,18:32:40,19:03:43,19:07:40,19:38:30,20:21:30
IN,Dunkirk,40.374326,-85.208209,17:53:00,18:37:20,19:08:05,19:11:40,19:42:10,20:24:30
IN,Dunreith,39.802817,-85.436633,17:51:50,18:36:20,19:07:04,19:11:05,19:41:30,20:24:00
IN,Dupont,38.891464,-85.516724,17:50:40,18:35:10,19:07:12,19:09:02,19:40:50,20:23:30
IN,East Germantown,39.813163,-85.137025,17:52:20,18:36:40,19:07:31,19:11:29,19:42:00,20:24:20
IN,East Oolitic,38.899675,-86.512212,17:49:10,18:33:40,19:04:43,19:08:33,19:39:30,20:22:20
IN,Eaton,40.326892,-85.357029,17:52:40,18:37:00,19:07:51,19:11:23,19:42:00,20:24:20
IN,Eckerty,38.322045,-86.612352,17:48:10,18:32:50,19:04:50,19:07:00,19:38:50,20:21:50
IN,Economy,39.977296,-85.086846,17:52:40,18:37:00,19:07:44,19:11:45,19:42:10,20:24:30
IN,Eden,39.902507,-85.769033,17:51:40,18:36:00,19:06:43,19:10:36,19:41:10,20:23:40
IN,Edgewood,40.103211,-85.737462,17:51:50,18:36:10,19:07:05,19:10:40,19:41:20,20:23:50
IN,Edinburgh,39.350889,-85.962485,17:50:30,18:35:00,19:05:53,19:09:51,19:40:30,20:23:10
IN,Edwardsport,38.812566,-87.251254,17:47:50,18:32:30,19:03:25,19:07:31,19:38:20,20:21:20
IN,Elberfeld,38.16165,-87.448155,17:46:40,18:31:20,19:02:48,19:06:16,19:37:30,20:20:40
IN,Elizabethtown,39.135079,-85.812438,17:50:30,18:35:00,19:06:10,19:09:41,19:40:30,20:23:20
IN,Elizaville,40.12402,-86.377322,17:51:00,18:35:20,19:06:42,19:09:16,19:40:30,20:23:00
IN,Ellettsville,39.232212,-86.624136,17:49:20,18:33:50,19:04:46,19:08:51,19:39:30,20:22:20
IN,Elnora,38.876196,-87.084637,17:48:10,18:32:40,19:03:45,19:07:50,19:38:30,20:21:30
IN,Elrod,39.055904,-85.163118,17:51:20,18:36:00,19:08:00,19:09:34,19:41:20,20:24:00
IN,Elwood,40.273823,-85.837288,17:52:00,18:36:10,19:07:22,19:10:26,19:41:20,20:23:40
IN,Eminence,39.521484,-86.642394,17:49:50,18:34:10,19:05:09,19:08:55,19:39:40,20:22:30
IN,Emison,38.797786,-87.461371,17:47:30,18:32:00,19:03:05,19:07:11,19:38:00,20:21:00
IN,English,38.340763,-86.459156,17:48:20,18:33:10,19:05:25,19:06:55,19:39:00,20:22:00
IN,Evansville,37.987737,-87.534705,17:46:20,18:31:00,19:02:41,19:05:43,19:37:10,20:20:30
IN,Everton,39.566356,-85.0934,17:52:10,18:36:30,19:07:33,19:11:09,19:41:50,20:24:20
IN,Fairbanks,39.218205,-87.522917,17:48:00,18:32:30,19:03:41,19:07:11,19:38:10,20:21:10
IN,Fairland,39.584783,-85.862391,17:51:00,18:35:30,19:06:14,19:10:17,19:40:50,20:23:30
IN,Fairmount,40.417256,-85.647716,17:52:30,18:36:40,19:07:49,19:10:46,19:41:40,20:24:00
IN,Fairview,40.298509,-85.198243,17:53:00,18:37:10,19:07:58,19:11:41,19:42:10,20:24:30
IN,Fairview Park,39.682072,-87.414255,17:48:50,18:33:10,19:05:09,19:06:55,19:38:40,20:21:30
IN,Farmersburg,39.252519,-87.380728,17:48:20,18:32:40,19:03:54,19:07:28,19:38:30,20:21:20
IN,Farmland,40.189537,-85.127331,17:52:50,18:37:10,19:07:53,19:11:47,19:42:10,20:24:30
IN,Ferdinand,38.227952,-86.862459,17:47:40,18:32:20,19:04:14,19:06:40,19:38:20,20:21:30
IN,Fillmore,39.669724,-86.753173,17:49:50,18:34:10,19:05:18,19:08:42,19:39:30,20:22:20
IN,Fishers,39.96183,-85.968364,17:51:20,18:35:40,19:06:36,19:10:14,19:40:50,20:23:30
IN,Fishersburg,40.071511,-85.860512,17:51:40,18:36:00,19:06:54,19:10:26,19:41:10,20:23:40
IN,Flat Rock,39.361858,-85.831424,17:50:40,18:35:10,19:06:07,19:10:02,19:40:40,20:23:20
IN,Folsomville,38.130019,-87.16188,17:47:00,18:31:40,19:03:32,19:06:17,19:37:50,20:21:00
IN,Fontanet,39.571364,-87.245581,17:48:50,18:33:20,19:04:45,19:07:40,19:38:50,20:21:40
IN,Forest,40.373861,-86.33227,17:51:20,18:35:40,19:07:50,19:08:50,19:40:40,20:23:10
IN,Fort Branch,38.245827,-87.573215,17:46:30,18:31:20,19:02:30,19:06:18,19:37:20,20:20:40
IN,Fortville,39.924807,-85.846348,17:51:30,18:35:50,19:06:40,19:10:27,19:41:00,20:23:40
IN,Fountain City,39.954741,-84.919137,17:53:00,18:37:10,19:07:57,19:11:56,19:42:20,20:24:40
IN,Fountaintown,39.69404,-85.782009,17:51:20,18:35:40,19:06:27,19:10:30,19:41:00,20:23:30
IN,Fowlerton,40.409608,-85.572755,17:52:30,18:36:40,19:07:51,19:10:56,19:41:40,20:24:10
IN,Foxcliff Estates,39.479404,-86.393733,17:50:10,18:34:30,19:05:22,19:09:22,19:40:00,20:22:50
IN,Francisco,38.33268,-87.447985,17:46:50,18:31:30,19:02:46,19:06:35,19:37:40,20:20:50
IN,Frankfort,40.281025,-86.521254,17:51:00,18:35:20,19:07:30,19:08:30,19:40:20,20:23:00
IN,Franklin,39.494903,-86.05057,17:50:30,18:35:00,19:05:52,19:09:56,19:40:30,20:23:10
IN,Frankton,40.221014,-85.771983,17:52:00,18:36:20,19:07:16,19:10:35,19:41:20,20:23:50
IN,Fredericksburg,38.435541,-86.196183,17:48:50,18:33:40,19:06:13,19:06:48,19:39:30,20:22:30
IN,Freelandville,38.865345,-87.310217,17:47:50,18:32:20,19:03:23,19:07:29,19:38:20,20:21:20
IN,Freetown,38.979118,-86.130113,17:49:50,18:34:20,19:05:31,19:09:05,19:40:00,20:22:50
IN,French Lick,38.545551,-86.619132,17:48:20,18:33:00,19:04:36,19:07:44,19:39:00,20:22:00
IN,Gas City,40.48865,-85.594335,17:52:40,18:36:50,19:08:03,19:10:49,19:41:50,20:24:10
IN,Gaston,40.314005,-85.501005,17:52:30,18:36:50,19:07:41,19:11:06,19:41:50,20:24:10
IN,Geneva,40.596721,-84.957252,17:53:40,18:37:50,19:08:43,19:12:06,19:42:40,20:24:50
IN,Geneva,39.391154,-85.71749,17:51:00,18:35:30,19:06:20,19:10:13,19:40:50,20:23:30
IN,Gentryville,38.110003,-87.033965,17:47:10,18:32:00,19:03:54,19:06:14,19:38:00,20:21:10
IN,Glenwood,39.625586,-85.302437,17:51:50,18:36:20,19:07:09,19:11:02,19:41:30,20:24:10
IN,Glezen,38.417314,-87.309967,17:47:10,18:31:50,19:03:03,19:06:52,19:37:50,20:21:00
IN,Goldsmith,40.29072,-86.150662,17:51:30,18:35:50,19:07:18,19:09:38,19:40:50,20:23:20
IN,Gosport,39.350685,-86.666456,17:49:30,18:33:50,19:04:51,19:08:50,19:39:30,20:22:20
IN,Grammer,39.152641,-85.725931,17:50:40,18:35:10,19:06:21,19:09:48,19:40:40,20:23:20
IN,Grandview,37.936029,-86.983432,17:47:00,18:31:50,19:04:50,19:05:20,19:38:00,20:21:10
IN,Grandview Lake,39.151634,-86.03957,17:50:10,18:34:40,19:05:41,19:09:29,19:40:20,20:23:00
IN,Grantsburg,38.291314,-86.470519,17:48:20,18:33:00,19:05:35,19:06:23,19:39:00,20:22:00
IN,Grayford,38.963369,-85.577908,17:50:40,18:35:10,19:06:50,19:09:20,19:40:40,20:23:30
IN,Graysville,39.118006,-87.555694,17:47:50,18:32:20,19:03:29,19:07:07,19:38:10,20:21:10
IN,Greencastle,39.641841,-86.846339,17:49:40,18:34:00,19:05:10,19:08:31,19:39:30,20:22:10
IN,Greendale,39.147725,-84.829924,17:52:00,18:36:30,19:09:20,19:09:40,19:41:50,20:24:30
IN,Greenfield,39.793283,-85.772548,17:51:30,18:35:50,19:06:34,19:10:33,19:41:10,20:23:40
IN,Greensboro,39.878548,-85.463972,17:52:00,18:36:20,19:07:05,19:11:06,19:41:30,20:24:00
IN,Greensburg,39.351019,-85.501189,17:51:10,18:35:40,19:06:46,19:10:23,19:41:10,20:23:50
IN,Greens Fork,39.891458,-85.03915,17:52:40,18:37:00,19:07:43,19:11:42,19:42:10,20:24:30
IN,Greentown,40.4775,-85.962546,17:52:00,18:36:20,19:08:02,19:09:37,19:41:10,20:23:40
IN,Greenwood,39.60299,-86.108505,17:50:40,18:35:00,19:05:54,19:09:54,19:40:30,20:23:10
IN,Griffin,38.204304,-87.91492,17:46:00,18:30:40,19:01:50,19:05:50,19:36:50,20:20:10
IN,Groveland,39.762392,-86.72292,17:50:00,18:34:20,19:05:33,19:08:45,19:39:40,20:22:30
IN,Gwynneville,39.662009,-85.649119,17:51:30,18:35:50,19:06:38,19:10:40,19:41:10,20:23:50
IN,Hagerstown,39.914581,-85.15425,17:52:30,18:36:50,19:07:35,19:11:35,19:42:00,20:24:30
IN,Hamburg,39.38169,-85.252283,17:51:40,18:36:10,19:07:18,19:10:40,19:41:30,20:24:10
IN,Hardinsburg,38.466505,-86.276354,17:48:50,18:33:30,19:05:41,19:07:27,19:39:20,20:22:20
IN,Harmony,39.533682,-87.073125,17:49:10,18:33:30,19:04:45,19:08:04,19:39:00,20:21:50
IN,Harrison Lake,39.184514,-86.026232,17:50:10,18:34:40,19:05:42,19:09:33,19:40:20,20:23:00
IN,Harrodsburg,39.01708,-86.554103,17:49:10,18:33:40,19:04:41,19:08:40,19:39:30,20:22:20
IN,Hartford City,40.453659,-85.373184,17:52:50,18:37:10,19:08:05,19:11:19,19:42:00,20:24:20
IN,Hartsville,39.266964,-85.699189,17:50:50,18:35:20,19:06:21,19:10:02,19:40:50,20:23:30
IN,Hashtown,39.023928,-86.923187,17:48:40,18:33:10,19:04:08,19:08:13,19:39:00,20:21:50
IN,Hatfield,37.904019,-87.220719,17:46:40,18:31:30,19:03:49,19:05:19,19:37:30,20:20:50
IN,Haubstadt,38.203242,-87.574735,17:46:30,18:31:10,19:02:30,19:06:13,19:37:20,20:20:40
IN,Hayden,38.971424,-85.738896,17:50:20,18:34:50,19:06:26,19:09:19,19:40:30,20:23:20
IN,Haysville,38.490103,-86.905855,17:47:50,18:32:30,19:03:57,19:07:25,19:38:30,20:21:40
IN,Hazleton,38.488401,-87.539426,17:46:50,18:31:30,19:02:40,19:06:43,19:37:30,20:20:40
IN,Helmsburg,39.267793,-86.296334,17:50:00,18:34:20,19:05:18,19:09:20,19:40:00,20:22:50
IN,Heltonville,38.930162,-86.373715,17:49:20,18:33:50,19:05:00,19:08:45,19:39:40,20:22:30
IN,Hemlock,40.419233,-86.041934,17:51:50,18:36:10,19:07:48,19:09:35,19:41:10,20:23:30
IN,Herbst,40.513774,-85.787411,17:52:20,18:36:30,19:08:07,19:10:14,19:41:30,20:23:50
IN,Heritage Lake,39.737093,-86.70723,17:50:00,18:34:20,19:05:29,19:08:47,19:39:40,20:22:30
IN,Hessen Cassel,40.977048,-85.072275,17:54:00,18:38:10,19:09:59,19:10:53,19:42:40,20:25:00
IN,Hidden Valley,39.168288,-84.844952,17:52:00,18:36:40,19:08:53,19:09:31,19:41:50,20:24:30
IN,Highland,38.046149,-87.561715,17:46:10,18:31:00,19:02:35,19:05:53,19:37:10,20:20:30
IN,Hillisburg,40.286195,-86.339856,17:51:20,18:35:30,19:07:22,19:08:50,19:40:30,20:23:10
IN,Hillsdale,39.784557,-87.391752,17:49:00,18:33:20,19:05:50,19:06:10,19:38:50,20:21:40
IN,Hoagland,40.951963,-84.995472,17:54:00,18:38:10,19:09:44,19:11:33,19:42:50,20:25:00
IN,Hobbs,40.284952,-85.952728,17:51:50,18:36:00,19:07:19,19:10:10,19:41:10,20:23:40
IN,Holland,38.246024,-87.038284,17:47:20,18:32:10,19:03:46,19:06:40,19:38:10,20:21:20
IN,Holton,39.07525,-85.384652,17:51:10,18:35:40,19:07:13,19:09:45,19:41:10,20:23:50
IN,Homecroft,39.669584,-86.131174,17:50:40,18:35:10,19:05:57,19:09:53,19:40:30,20:23:10
IN,Homer,39.578441,-85.5774,17:51:20,18:35:50,19:06:40,19:10:38,19:41:10,20:23:50
IN,Hope,39.299263,-85.765976,17:50:50,18:35:20,19:06:13,19:10:01,19:40:50,20:23:30
IN,Hortonville,40.088907,-86.156409,17:51:20,18:35:30,19:06:42,19:09:50,19:40:40,20:23:20
IN,Huntingburg,38.300925,-86.961909,17:47:30,18:32:20,19:03:55,19:06:53,19:38:20,20:21:30
IN,Huron,38.72102,-86.67087,17:48:40,18:33:10,19:04:23,19:08:05,19:39:00,20:22:00
IN,Hymera,39.185877,-87.298928,17:48:20,18:32:50,19:03:52,19:07:37,19:38:30,20:21:30
IN,Indianapolis city (balance),39.776664,-86.145935,17:50:50,18:35:10,19:06:06,19:09:53,19:40:30,20:23:10
IN,Ingalls,39.95895,-85.805753,17:51:40,18:36:00,19:06:46,19:10:32,19:41:10,20:23:40
IN,Ireland,38.414399,-86.998844,17:47:40,18:32:20,19:03:46,19:07:11,19:38:20,20:21:30
IN,Jalapa,40.624826,-85.741206,17:52:30,18:36:40,19:08:38,19:09:47,19:41:30,20:24:00
IN,Jamestown,39.928634,-86.626033,17:50:20,18:34:40,19:06:01,19:08:52,19:40:00,20:22:40
IN,Jasonville,39.161476,-87.199616,17:48:20,18:32:50,19:03:56,19:07:48,19:38:40,20:21:30
IN,Jasper,38.393152,-86.940575,17:47:40,18:32:20,19:03:55,19:07:09,19:38:20,20:21:30
IN,Jerome,40.456596,-85.932874,17:52:00,18:36:20,19:07:55,19:09:53,19:41:10,20:23:40
IN,Johnson,38.274042,-87.748101,17:46:20,18:31:00,19:02:10,19:06:08,19:37:10,20:20:20
IN,Jonesboro,40.479731,-85.630385,17:52:30,18:36:50,19:08:00,19:10:44,19:41:40,20:24:10
IN,Jonesville,39.059813,-85.887855,17:50:10,18:34:50,19:06:02,19:09:29,19:40:20,20:23:10
IN,Judah,38.959599,-86.54239,17:49:10,18:33:40,19:04:41,19:08:36,19:39:20,20:22:20
IN,Judson,39.813527,-87.135947,17:49:30,18:33:50,19:05:36,19:07:34,19:39:10,20:22:00
IN,Kempton,40.287826,-86.229634,17:51:20,18:35:40,19:07:18,19:09:24,19:40:40,20:23:10
IN,Kennard,39.906345,-85.522131,17:52:00,18:36:20,19:07:03,19:11:02,19:41:30,20:24:00
IN,Keystone,40.592152,-85.262463,17:53:10,18:37:20,19:08:29,19:11:30,19:42:10,20:24:30
IN,Kirklin,40.192783,-86.359192,17:51:00,18:35:20,19:06:57,19:09:12,19:40:30,20:23:00
IN,Knightstown,39.795537,-85.530811,17:51:50,18:36:10,19:06:55,19:10:57,19:41:20,20:24:00
IN,Knightsville,39.525352,-87.089134,17:49:10,18:33:30,19:04:43,19:08:02,19:39:00,20:21:50
IN,Kokomo,40.464011,-86.127349,17:51:50,18:36:00,19:08:15,19:08:41,19:41:00,20:23:30
IN,Ladoga,39.916642,-86.799029,17:50:00,18:34:20,19:05:57,19:08:26,19:39:40,20:22:20
IN,La Fontaine,40.673893,-85.722023,17:52:40,18:36:50,19:09:01,19:09:27,19:41:40,20:24:00
IN,Lake Holiday,39.963522,-86.959925,17:50:00,18:34:20,19:06:13,19:07:33,19:39:30,20:22:10
IN,Lake Santee,39.410327,-85.307703,17:51:30,18:36:00,19:07:09,19:10:41,19:41:20,20:24:00
IN,Lakeshore Resort,39.513186,-85.021009,17:52:10,18:36:40,19:07:45,19:11:08,19:42:00,20:24:30
IN,Lake View,39.481411,-85.248328,17:51:50,18:36:20,19:07:16,19:10:52,19:41:40,20:24:10
IN,Lakewood,39.396513,-87.302043,17:48:40,18:33:00,19:04:16,19:07:37,19:38:40,20:21:30
IN,Landess,40.612611,-85.559291,17:52:50,18:37:00,19:08:28,19:10:43,19:41:50,20:24:10
IN,Lapel,40.033364,-85.84056,17:51:40,18:35:50,19:06:51,19:10:28,19:41:10,20:23:40
IN,Laurel,39.502037,-85.187882,17:51:50,18:36:20,19:07:23,19:10:57,19:41:40,20:24:10
IN,Lawrence,39.865956,-85.989646,17:51:10,18:35:30,19:06:25,19:10:11,19:40:50,20:23:30
IN,Lawrenceport,38.747134,-86.390128,17:49:00,18:33:40,19:05:02,19:08:24,19:39:30,20:22:20
IN,Lebanon,40.033106,-86.448155,17:50:40,18:35:00,19:06:24,19:09:13,19:40:10,20:22:50
IN,Letts,39.233996,-85.568531,17:51:00,18:35:30,19:06:40,19:10:06,19:41:00,20:23:40
IN,Lewis,39.260111,-87.255305,17:48:30,18:33:00,19:04:03,19:07:43,19:38:40,20:21:30
IN,Lewisville,39.806604,-85.353095,17:52:00,18:36:20,19:07:11,19:11:13,19:41:40,20:24:10
IN,Liberty,39.634857,-84.927304,17:52:30,18:36:50,19:07:53,19:11:27,19:42:10,20:24:40
IN,Liberty Center,40.703669,-85.273829,17:53:20,18:37:30,19:08:49,19:11:20,19:42:20,20:24:40
IN,Libertyville,39.604992,-87.5182,17:48:40,18:33:00,19:04:51,19:06:49,19:38:30,20:21:20
IN,Linn Grove,40.644952,-85.034704,17:53:40,18:37:40,19:08:46,19:11:56,19:42:30,20:24:50
IN,Linnsburg,40.000507,-86.798351,17:50:10,18:34:30,19:06:17,19:08:13,19:39:40,20:22:30
IN,Linton,39.035534,-87.157128,17:48:20,18:32:50,19:03:48,19:07:50,19:38:40,20:21:30
IN,Little York,38.699306,-85.904558,17:49:50,18:34:20,19:06:19,19:08:22,19:40:10,20:23:00
IN,Livonia,38.550552,-86.276315,17:49:00,18:33:40,19:05:28,19:07:50,19:39:30,20:22:20
IN,Lizton,39.883595,-86.542171,17:50:20,18:34:40,19:05:58,19:09:06,19:40:00,20:22:40
IN,London,39.627394,-85.916714,17:51:00,18:35:20,19:06:12,19:10:15,19:40:40,20:23:20
IN,Loogootee,38.675652,-86.914124,17:48:10,18:32:50,19:03:53,19:07:44,19:38:40,20:21:40
IN,Losantville,40.023528,-85.183459,17:52:30,18:36:50,19:07:38,19:11:38,19:42:00,20:24:30
IN,Lyford,39.646788,-87.369026,17:48:50,18:33:10,19:04:58,19:07:13,19:38:40,20:21:30
IN,Lynn,40.048718,-84.942455,17:53:00,18:37:20,19:08:00,19:12:01,19:42:20,20:24:50
IN,Lynnville,38.19907,-87.317486,17:46:50,18:31:40,19:03:06,19:06:26,19:37:40,20:21:00
IN,Lyons,38.988368,-87.081166,17:48:20,18:32:50,19:03:51,19:07:57,19:38:40,20:21:40
IN,McCordsville,39.897302,-85.91738,17:51:20,18:35:40,19:06:33,19:10:19,19:40:50,20:23:30
IN,Mace,40.008957,-86.797814,17:50:10,18:34:30,19:06:19,19:08:10,19:39:40,20:22:30
IN,Mackey,38.252045,-87.391015,17:46:50,18:31:30,19:02:55,19:06:29,19:37:40,20:20:50
IN,Manilla,39.572711,-85.622005,17:51:20,18:35:50,19:06:35,19:10:34,19:41:10,20:23:40
