species,date,geo_group,region,median,q1,q3
rainbowtrout,2022-04-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",1.8,1.09,2.86
rainbowtrout,2022-05-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",1.01,0.56,1.25
rainbowtrout,2022-06-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.99,0.83,1.65
rainbowtrout,2022-07-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.78,0.35,1.96
rainbowtrout,2022-08-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",1.04,0.8,1.46
rainbowtrout,2022-09-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",1.83,1.6,2.71
rainbowtrout,2022-10-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",2.09,1.61,11.9
rainbowtrout,2022-11-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.89,0.64,1.3
rainbowtrout,2022-12-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",1.24,0.87,1.86
rainbowtrout,2023-01-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.58,0.4,1.39
rainbowtrout,2023-02-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.36,0.3,0.4
rainbowtrout,2023-03-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.56,0.4,0.76
rainbowtrout,2023-04-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.67,0.35,1.18
rainbowtrout,2023-05-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.48,0.21,1.07
rainbowtrout,2023-06-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.71,0.26,1.04
rainbowtrout,2023-07-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.54,0.44,0.62
rainbowtrout,2023-08-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.7,0.51,1.58
rainbowtrout,2023-09-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.85,0.56,1.17
rainbowtrout,2023-10-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",1.01,0.53,4.58
rainbowtrout,2023-11-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",1.22,0.79,1.74
rainbowtrout,2023-12-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",1,0.34,1.37
rainbowtrout,2024-01-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",1.2,0.44,1.28
rainbowtrout,2024-02-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.48,0.31,0.65
rainbowtrout,2024-03-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.46,0.25,0.61
rainbowtrout,2024-04-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.31,0.22,1.38
rainbowtrout,2024-05-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.65,0.59,1.35
rainbowtrout,2024-06-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.84,0.42,2.72
rainbowtrout,2024-07-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.72,0.31,0.87
rainbowtrout,2024-08-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.55,0.32,0.97
rainbowtrout,2024-09-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.5,0.3,1.45
rainbowtrout,2024-10-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.65,0.19,0.89
rainbowtrout,2024-11-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.54,0.18,4.79
rainbowtrout,2024-12-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",1.07,0.62,2.68
rainbowtrout,2025-01-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.64,0.45,1.34
rainbowtrout,2025-02-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.78,0.74,0.97
rainbowtrout,2025-03-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.47,0.14,1.5
rainbowtrout,2025-04-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.57,0.21,1.29
rainbowtrout,2025-05-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.29,0.26,0.44
rainbowtrout,2025-06-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.37,0.27,0.44
rainbowtrout,2025-07-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.98,0.86,2.62
rainbowtrout,2025-08-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.54,0.34,1.26
rainbowtrout,2025-09-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",1.12,0.46,2.91
rainbowtrout,2025-10-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.78,0.56,1.1
rainbowtrout,2025-11-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.61,0.34,0.93
rainbowtrout,2025-12-01,county,"Møre og Romsdal, Trøndelag,  Nordland, & Troms",0.52,0.16,0.83
salmon,2020-01-01,area,1 & 2,0.4,0.2,1.62
salmon,2020-02-01,area,1 & 2,0.51,0.21,1.08
salmon,2020-03-01,area,1 & 2,0.49,0.29,2.04
salmon,2020-04-01,area,1 & 2,0.41,0.27,1.04
salmon,2020-05-01,area,1 & 2,0.41,0.25,0.98
salmon,2020-06-01,area,1 & 2,0.51,0.36,1.29
salmon,2020-07-01,area,1 & 2,0.45,0.15,0.81
salmon,2020-08-01,area,1 & 2,0.98,0.49,1.55
salmon,2020-09-01,area,1 & 2,0.69,0.27,1.73
salmon,2020-10-01,area,1 & 2,0.88,0.31,1.88
salmon,2020-11-01,area,1 & 2,0.62,0.26,1.33
salmon,2020-12-01,area,1 & 2,0.87,0.28,1.57
salmon,2021-01-01,area,1 & 2,0.69,0.22,1.4
salmon,2021-02-01,area,1 & 2,0.8,0.24,1.85
salmon,2021-03-01,area,1 & 2,0.75,0.27,2.95
salmon,2021-04-01,area,1 & 2,1.18,0.29,1.86
salmon,2021-05-01,area,1 & 2,0.82,0.22,2.03
salmon,2021-06-01,area,1 & 2,0.79,0.28,4.53
salmon,2021-07-01,area,1 & 2,1.24,0.59,2.29
salmon,2021-08-01,area,1 & 2,0.93,0.38,1.92
salmon,2021-09-01,area,1 & 2,0.89,0.49,1.62
salmon,2021-10-01,area,1 & 2,0.51,0.27,1.46
salmon,2021-11-01,area,1 & 2,0.49,0.22,1.16
salmon,2021-12-01,area,1 & 2,0.69,0.33,1.82
salmon,2022-01-01,area,1 & 2,0.87,0.33,2.14
salmon,2022-02-01,area,1 & 2,1.04,0.3,2.53
salmon,2022-03-01,area,1 & 2,0.87,0.28,2.01
salmon,2022-04-01,area,1 & 2,0.62,0.23,1.88
salmon,2022-05-01,area,1 & 2,0.46,0.21,0.79
salmon,2022-06-01,area,1 & 2,0.74,0.37,1.66
salmon,2022-07-01,area,1 & 2,0.8,0.35,1.57
salmon,2022-08-01,area,1 & 2,1.29,0.52,3.15
salmon,2022-09-01,area,1 & 2,1.55,0.44,3.53
salmon,2022-10-01,area,1 & 2,1.02,0.25,2.11
salmon,2022-11-01,area,1 & 2,0.5,0.24,1.64
salmon,2022-12-01,area,1 & 2,0.56,0.35,2.02
salmon,2023-01-01,area,1 & 2,0.93,0.32,2.15
salmon,2023-02-01,area,1 & 2,0.75,0.46,1.44
salmon,2023-03-01,area,1 & 2,0.72,0.41,1.51
salmon,2023-04-01,area,1 & 2,0.59,0.2,0.96
salmon,2023-05-01,area,1 & 2,0.6,0.27,0.97
salmon,2023-06-01,area,1 & 2,0.83,0.4,1.57
salmon,2023-07-01,area,1 & 2,0.42,0.22,1.37
salmon,2023-08-01,area,1 & 2,0.93,0.4,1.75
salmon,2023-09-01,area,1 & 2,1.14,0.59,2.54
salmon,2023-10-01,area,1 & 2,0.87,0.44,1.57
salmon,2023-11-01,area,1 & 2,0.63,0.29,1.4
salmon,2023-12-01,area,1 & 2,0.83,0.28,2.08
salmon,2024-01-01,area,1 & 2,0.69,0.3,1.73
salmon,2024-02-01,area,1 & 2,0.57,0.27,1.32
salmon,2024-03-01,area,1 & 2,0.5,0.24,1.16
salmon,2024-04-01,area,1 & 2,0.54,0.25,0.79
salmon,2024-05-01,area,1 & 2,0.31,0.2,0.73
salmon,2024-06-01,area,1 & 2,0.29,0.17,0.65
salmon,2024-07-01,area,1 & 2,0.57,0.26,1.71
salmon,2024-08-01,area,1 & 2,0.73,0.26,2.74
salmon,2024-09-01,area,1 & 2,0.93,0.33,1.91
salmon,2024-10-01,area,1 & 2,0.52,0.27,0.99
salmon,2024-11-01,area,1 & 2,0.46,0.24,1.1
salmon,2024-12-01,area,1 & 2,0.55,0.28,1.35
salmon,2025-01-01,area,1 & 2,0.52,0.23,0.9
salmon,2025-02-01,area,1 & 2,0.59,0.21,1.13
salmon,2025-03-01,area,1 & 2,0.51,0.21,1.12
salmon,2025-04-01,area,1 & 2,0.54,0.26,1.21
salmon,2025-05-01,area,1 & 2,0.48,0.17,1.3
salmon,2025-06-01,area,1 & 2,0.64,0.28,1.62
salmon,2025-07-01,area,1 & 2,0.75,0.38,1.37
salmon,2025-08-01,area,1 & 2,0.87,0.36,2.42
salmon,2025-09-01,area,1 & 2,0.93,0.59,2.29
salmon,2025-10-01,area,1 & 2,1.05,0.42,2.75
salmon,2025-11-01,area,1 & 2,0.61,0.33,1.24
salmon,2025-12-01,area,1 & 2,0.45,0.3,1.12
salmon,2020-01-01,area,3,0.9,0.27,2.6
salmon,2020-02-01,area,3,0.72,0.21,1.65
salmon,2020-03-01,area,3,0.83,0.4,1.66
salmon,2020-04-01,area,3,0.71,0.28,2.08
salmon,2020-05-01,area,3,0.49,0.21,1.47
salmon,2020-06-01,area,3,0.57,0.24,2.13
salmon,2020-07-01,area,3,0.76,0.23,2.2
salmon,2020-08-01,area,3,0.68,0.29,2.12
salmon,2020-09-01,area,3,0.56,0.27,1.26
salmon,2020-10-01,area,3,0.69,0.27,1.71
salmon,2020-11-01,area,3,0.62,0.26,1.94
salmon,2020-12-01,area,3,0.63,0.32,2.05
salmon,2021-01-01,area,3,0.85,0.35,1.82
salmon,2021-02-01,area,3,0.96,0.38,2.47
salmon,2021-03-01,area,3,1.37,0.69,2.67
salmon,2021-04-01,area,3,1.57,0.6,3.27
salmon,2021-05-01,area,3,1.15,0.29,2.91
salmon,2021-06-01,area,3,0.8,0.25,2.69
salmon,2021-07-01,area,3,0.73,0.27,1.62
salmon,2021-08-01,area,3,0.7,0.3,2.02
salmon,2021-09-01,area,3,0.69,0.37,1.69
salmon,2021-10-01,area,3,0.6,0.37,2.21
salmon,2021-11-01,area,3,0.42,0.27,1.46
salmon,2021-12-01,area,3,0.88,0.41,2.13
salmon,2022-01-01,area,3,1.14,0.48,2.22
salmon,2022-02-01,area,3,1.06,0.42,2.38
salmon,2022-03-01,area,3,1.03,0.51,2.29
salmon,2022-04-01,area,3,0.99,0.39,2.48
salmon,2022-05-01,area,3,0.65,0.24,2.28
salmon,2022-06-01,area,3,0.61,0.23,1.81
salmon,2022-07-01,area,3,0.68,0.35,1.7
salmon,2022-08-01,area,3,0.73,0.29,2.08
salmon,2022-09-01,area,3,0.74,0.33,2.3
salmon,2022-10-01,area,3,0.95,0.5,2.68
salmon,2022-11-01,area,3,1.4,0.54,3.2
salmon,2022-12-01,area,3,1.55,0.6,5.01
salmon,2023-01-01,area,3,2.18,1.04,3.6
salmon,2023-02-01,area,3,1.61,0.8,2.84
salmon,2023-03-01,area,3,1.48,0.7,3.23
salmon,2023-04-01,area,3,1.06,0.44,2.46
salmon,2023-05-01,area,3,0.93,0.33,3
salmon,2023-06-01,area,3,0.75,0.19,2.77
salmon,2023-07-01,area,3,0.51,0.19,1.84
salmon,2023-08-01,area,3,0.4,0.18,2.12
salmon,2023-09-01,area,3,0.65,0.24,2.79
salmon,2023-10-01,area,3,0.71,0.26,2.17
salmon,2023-11-01,area,3,0.99,0.37,3.98
salmon,2023-12-01,area,3,1.35,0.57,4.96
salmon,2024-01-01,area,3,0.99,0.44,2.54
salmon,2024-02-01,area,3,1.03,0.36,2.06
salmon,2024-03-01,area,3,1.01,0.39,1.96
salmon,2024-04-01,area,3,0.98,0.4,1.5
salmon,2024-05-01,area,3,0.42,0.17,1.49
salmon,2024-06-01,area,3,0.34,0.17,0.92
salmon,2024-07-01,area,3,0.47,0.23,1.05
salmon,2024-08-01,area,3,0.56,0.31,1.7
salmon,2024-09-01,area,3,0.57,0.32,1.43
salmon,2024-10-01,area,3,0.76,0.41,1.87
salmon,2024-11-01,area,3,0.6,0.33,1.32
salmon,2024-12-01,area,3,0.57,0.3,1.15
salmon,2025-01-01,area,3,0.54,0.33,1.33
salmon,2025-02-01,area,3,0.61,0.34,1.58
salmon,2025-03-01,area,3,0.7,0.38,1.43
salmon,2025-04-01,area,3,0.66,0.37,1.27
salmon,2025-05-01,area,3,0.5,0.16,1.43
salmon,2025-06-01,area,3,0.54,0.25,1.01
salmon,2025-07-01,area,3,0.67,0.23,1.59
salmon,2025-08-01,area,3,0.76,0.27,1.63
salmon,2025-09-01,area,3,0.97,0.41,2.38
salmon,2025-10-01,area,3,0.78,0.38,1.4
salmon,2025-11-01,area,3,0.7,0.27,1.36
salmon,2025-12-01,area,3,0.61,0.3,1.43
salmon,2020-01-01,area,4,0.94,0.34,2.04
salmon,2020-02-01,area,4,0.83,0.43,1.74
salmon,2020-03-01,area,4,1.15,0.57,2.43
salmon,2020-04-01,area,4,0.99,0.42,2.21
salmon,2020-05-01,area,4,0.64,0.26,1.85
salmon,2020-06-01,area,4,0.54,0.22,1.56
salmon,2020-07-01,area,4,0.55,0.19,1.32
salmon,2020-08-01,area,4,0.86,0.4,1.99
salmon,2020-09-01,area,4,0.86,0.33,1.54
salmon,2020-10-01,area,4,1.09,0.36,4.13
salmon,2020-11-01,area,4,0.89,0.35,4.84
salmon,2020-12-01,area,4,1.44,0.5,3.43
salmon,2021-01-01,area,4,1.44,0.35,2.73
salmon,2021-02-01,area,4,1.18,0.42,2.35
salmon,2021-03-01,area,4,1.53,0.64,3.19
salmon,2021-04-01,area,4,1.02,0.42,1.74
salmon,2021-05-01,area,4,0.73,0.3,2.57
salmon,2021-06-01,area,4,0.59,0.22,2.41
salmon,2021-07-01,area,4,0.51,0.19,1.43
salmon,2021-08-01,area,4,0.71,0.31,2.11
salmon,2021-09-01,area,4,0.77,0.34,1.78
salmon,2021-10-01,area,4,0.62,0.25,1.8
salmon,2021-11-01,area,4,0.71,0.24,2.49
salmon,2021-12-01,area,4,1.13,0.4,3.34
salmon,2022-01-01,area,4,1.17,0.69,3.01
salmon,2022-02-01,area,4,0.91,0.52,2.05
salmon,2022-03-01,area,4,1.18,0.46,3.31
salmon,2022-04-01,area,4,0.95,0.49,2.68
salmon,2022-05-01,area,4,0.73,0.28,2.23
salmon,2022-06-01,area,4,0.57,0.31,1.76
salmon,2022-07-01,area,4,0.59,0.24,1.21
salmon,2022-08-01,area,4,0.57,0.31,1.69
salmon,2022-09-01,area,4,0.72,0.36,2.11
salmon,2022-10-01,area,4,0.68,0.29,1.93
salmon,2022-11-01,area,4,0.84,0.27,2.83
salmon,2022-12-01,area,4,0.92,0.43,1.95
salmon,2023-01-01,area,4,1.23,0.6,2.63
salmon,2023-02-01,area,4,0.97,0.33,2.07
salmon,2023-03-01,area,4,1.09,0.43,2.5
salmon,2023-04-01,area,4,0.92,0.39,1.6
salmon,2023-05-01,area,4,0.59,0.36,1.15
salmon,2023-06-01,area,4,0.4,0.2,0.87
salmon,2023-07-01,area,4,0.31,0.15,0.78
salmon,2023-08-01,area,4,0.61,0.21,1.27
salmon,2023-09-01,area,4,0.63,0.26,2.13
salmon,2023-10-01,area,4,0.61,0.3,2.18
salmon,2023-11-01,area,4,1.13,0.38,1.98
salmon,2023-12-01,area,4,1.2,0.39,2.92
salmon,2024-01-01,area,4,1.53,0.64,2.19
salmon,2024-02-01,area,4,1.11,0.57,2.29
salmon,2024-03-01,area,4,1.12,0.58,1.95
salmon,2024-04-01,area,4,0.94,0.51,1.92
salmon,2024-05-01,area,4,0.57,0.27,1.54
salmon,2024-06-01,area,4,0.42,0.15,1.36
salmon,2024-07-01,area,4,0.5,0.2,0.93
salmon,2024-08-01,area,4,0.42,0.22,1.1
salmon,2024-09-01,area,4,0.5,0.27,1.71
salmon,2024-10-01,area,4,0.49,0.32,1.09
salmon,2024-11-01,area,4,0.5,0.29,1.1
salmon,2024-12-01,area,4,0.65,0.38,1.33
salmon,2025-01-01,area,4,0.7,0.32,1.69
salmon,2025-02-01,area,4,0.68,0.35,1.33
salmon,2025-03-01,area,4,0.56,0.3,1.79
salmon,2025-04-01,area,4,0.77,0.31,1.29
salmon,2025-05-01,area,4,0.52,0.35,1.11
salmon,2025-06-01,area,4,0.6,0.26,1.55
salmon,2025-07-01,area,4,0.68,0.28,1.94
salmon,2025-08-01,area,4,0.56,0.33,1.33
salmon,2025-09-01,area,4,0.84,0.32,2.3
salmon,2025-10-01,area,4,0.95,0.4,2.07
salmon,2025-11-01,area,4,0.85,0.4,2.68
salmon,2025-12-01,area,4,0.8,0.36,2.4
salmon,2020-01-01,area,5,0.48,0.18,0.73
salmon,2020-02-01,area,5,0.37,0.13,0.57
salmon,2020-03-01,area,5,0.39,0.21,0.91
salmon,2020-04-01,area,5,0.68,0.36,1.75
salmon,2020-05-01,area,5,0.47,0.22,0.95
salmon,2020-06-01,area,5,0.22,0.12,0.54
salmon,2020-07-01,area,5,0.25,0.15,0.48
salmon,2020-08-01,area,5,0.31,0.2,0.7
salmon,2020-09-01,area,5,0.44,0.17,0.86
salmon,2020-10-01,area,5,0.67,0.25,1.52
salmon,2020-11-01,area,5,0.49,0.27,0.86
salmon,2020-12-01,area,5,0.9,0.43,1.54
salmon,2021-01-01,area,5,0.73,0.32,2.01
salmon,2021-02-01,area,5,0.77,0.4,1.87
salmon,2021-03-01,area,5,0.95,0.51,2.69
salmon,2021-04-01,area,5,0.76,0.49,1.52
salmon,2021-05-01,area,5,0.83,0.5,1.47
salmon,2021-06-01,area,5,0.46,0.24,1.56
salmon,2021-07-01,area,5,0.56,0.3,1.88
salmon,2021-08-01,area,5,0.87,0.3,1.57
salmon,2021-09-01,area,5,0.63,0.35,1.13
salmon,2021-10-01,area,5,0.58,0.31,1.26
salmon,2021-11-01,area,5,0.56,0.26,1.19
salmon,2021-12-01,area,5,0.87,0.44,1.81
salmon,2022-01-01,area,5,0.64,0.31,2.05
salmon,2022-02-01,area,5,1.2,0.47,3.34
salmon,2022-03-01,area,5,0.99,0.62,2.75
salmon,2022-04-01,area,5,1.38,0.42,2.18
salmon,2022-05-01,area,5,0.68,0.36,1.27
salmon,2022-06-01,area,5,0.39,0.24,0.79
salmon,2022-07-01,area,5,0.56,0.27,1.07
salmon,2022-08-01,area,5,0.63,0.33,0.92
salmon,2022-09-01,area,5,0.41,0.26,0.92
salmon,2022-10-01,area,5,0.36,0.23,0.96
salmon,2022-11-01,area,5,0.65,0.32,1.59
salmon,2022-12-01,area,5,0.56,0.29,1.34
salmon,2023-01-01,area,5,0.79,0.51,1.83
salmon,2023-02-01,area,5,0.87,0.61,1.65
salmon,2023-03-01,area,5,1.17,0.71,2.08
salmon,2023-04-01,area,5,1.27,0.64,1.93
salmon,2023-05-01,area,5,0.73,0.45,1.55
salmon,2023-06-01,area,5,1.02,0.3,1.86
salmon,2023-07-01,area,5,0.65,0.32,1.35
salmon,2023-08-01,area,5,0.6,0.31,1.12
salmon,2023-09-01,area,5,0.86,0.41,1.77
salmon,2023-10-01,area,5,1.04,0.39,2.37
salmon,2023-11-01,area,5,0.76,0.47,1.99
salmon,2023-12-01,area,5,0.7,0.33,1.5
salmon,2024-01-01,area,5,0.77,0.28,1.21
salmon,2024-02-01,area,5,0.44,0.18,0.82
salmon,2024-03-01,area,5,0.65,0.33,1.45
salmon,2024-04-01,area,5,0.88,0.53,1.65
salmon,2024-05-01,area,5,0.55,0.24,0.94
salmon,2024-06-01,area,5,0.39,0.19,0.62
salmon,2024-07-01,area,5,0.4,0.21,0.78
salmon,2024-08-01,area,5,0.64,0.41,0.86
salmon,2024-09-01,area,5,0.53,0.3,1.03
salmon,2024-10-01,area,5,0.83,0.4,1.52
salmon,2024-11-01,area,5,0.81,0.32,1.55
salmon,2024-12-01,area,5,0.84,0.37,0.95
salmon,2025-01-01,area,5,0.71,0.5,1.65
salmon,2025-02-01,area,5,1.25,0.52,1.65
salmon,2025-03-01,area,5,0.93,0.49,1.44
salmon,2025-04-01,area,5,1.07,0.59,2.23
salmon,2025-05-01,area,5,0.78,0.34,1.83
salmon,2025-06-01,area,5,0.59,0.28,1.62
salmon,2025-07-01,area,5,0.96,0.36,2.61
salmon,2025-08-01,area,5,0.82,0.44,1.83
salmon,2025-09-01,area,5,0.58,0.37,1.6
salmon,2025-10-01,area,5,0.73,0.3,2.05
salmon,2025-11-01,area,5,0.66,0.37,1.33
salmon,2025-12-01,area,5,0.68,0.31,1.03
salmon,2020-01-01,area,6,0.67,0.22,1.43
salmon,2020-02-01,area,6,0.56,0.15,1.73
salmon,2020-03-01,area,6,0.44,0.15,1.05
salmon,2020-04-01,area,6,0.67,0.26,1.18
salmon,2020-05-01,area,6,0.56,0.2,0.99
salmon,2020-06-01,area,6,0.33,0.13,0.9
salmon,2020-07-01,area,6,0.44,0.23,1.55
salmon,2020-08-01,area,6,0.79,0.26,1.64
salmon,2020-09-01,area,6,0.59,0.24,1.27
salmon,2020-10-01,area,6,0.44,0.21,1.07
salmon,2020-11-01,area,6,0.54,0.21,1.12
salmon,2020-12-01,area,6,0.59,0.22,1.47
salmon,2021-01-01,area,6,0.63,0.29,1.63
salmon,2021-02-01,area,6,0.65,0.27,2.14
salmon,2021-03-01,area,6,0.85,0.3,1.7
salmon,2021-04-01,area,6,0.89,0.29,1.93
salmon,2021-05-01,area,6,0.53,0.22,1.47
salmon,2021-06-01,area,6,0.36,0.15,0.85
salmon,2021-07-01,area,6,0.45,0.19,1.09
salmon,2021-08-01,area,6,0.42,0.23,1.26
salmon,2021-09-01,area,6,0.58,0.32,1.22
salmon,2021-10-01,area,6,0.7,0.33,1.34
salmon,2021-11-01,area,6,0.41,0.23,0.84
salmon,2021-12-01,area,6,0.66,0.26,1.45
salmon,2022-01-01,area,6,0.67,0.38,1.19
salmon,2022-02-01,area,6,0.57,0.3,1.11
salmon,2022-03-01,area,6,0.77,0.28,1.68
salmon,2022-04-01,area,6,0.72,0.33,1.65
salmon,2022-05-01,area,6,0.54,0.27,1.14
salmon,2022-06-01,area,6,0.45,0.2,0.94
salmon,2022-07-01,area,6,0.64,0.31,1.3
salmon,2022-08-01,area,6,0.62,0.26,1.28
salmon,2022-09-01,area,6,0.66,0.31,1.3
salmon,2022-10-01,area,6,0.74,0.27,1.45
salmon,2022-11-01,area,6,1,0.32,2.1
salmon,2022-12-01,area,6,0.81,0.37,1.85
salmon,2023-01-01,area,6,1.17,0.48,2.11
salmon,2023-02-01,area,6,0.86,0.38,1.64
salmon,2023-03-01,area,6,0.86,0.41,1.56
salmon,2023-04-01,area,6,0.83,0.46,1.41
salmon,2023-05-01,area,6,0.67,0.37,1.48
salmon,2023-06-01,area,6,0.75,0.28,1.68
salmon,2023-07-01,area,6,0.6,0.17,1.1
salmon,2023-08-01,area,6,0.59,0.3,1.43
salmon,2023-09-01,area,6,1.11,0.49,2.13
salmon,2023-10-01,area,6,0.67,0.35,1.47
salmon,2023-11-01,area,6,0.83,0.36,1.46
salmon,2023-12-01,area,6,1.05,0.46,2.01
salmon,2024-01-01,area,6,0.86,0.42,2.01
salmon,2024-02-01,area,6,1.24,0.55,2.24
salmon,2024-03-01,area,6,0.77,0.44,1.63
salmon,2024-04-01,area,6,0.66,0.39,1.15
salmon,2024-05-01,area,6,0.6,0.29,1.13
salmon,2024-06-01,area,6,0.44,0.22,0.98
salmon,2024-07-01,area,6,0.84,0.36,1.34
salmon,2024-08-01,area,6,1.05,0.44,2.03
salmon,2024-09-01,area,6,0.87,0.3,1.65
salmon,2024-10-01,area,6,0.65,0.25,1.28
salmon,2024-11-01,area,6,0.66,0.27,2.07
salmon,2024-12-01,area,6,0.66,0.33,1.73
salmon,2025-01-01,area,6,1,0.44,1.75
salmon,2025-02-01,area,6,0.73,0.38,1.42
salmon,2025-03-01,area,6,0.7,0.35,1.18
salmon,2025-04-01,area,6,0.85,0.34,1.51
salmon,2025-05-01,area,6,0.62,0.2,1.26
salmon,2025-06-01,area,6,0.52,0.21,1.25
salmon,2025-07-01,area,6,0.85,0.51,1.39
salmon,2025-08-01,area,6,1.07,0.63,1.82
salmon,2025-09-01,area,6,1.01,0.49,1.75
salmon,2025-10-01,area,6,0.94,0.5,1.42
salmon,2025-11-01,area,6,0.86,0.34,1.56
salmon,2025-12-01,area,6,0.82,0.35,1.52
salmon,2020-01-01,area,7,0.55,0.35,0.94
salmon,2020-02-01,area,7,0.74,0.48,1.84
salmon,2020-03-01,area,7,0.56,0.38,1.18
salmon,2020-04-01,area,7,0.6,0.41,1.3
salmon,2020-05-01,area,7,0.7,0.46,1.42
salmon,2020-06-01,area,7,0.65,0.31,0.95
salmon,2020-07-01,area,7,0.5,0.22,0.93
salmon,2020-08-01,area,7,0.42,0.27,0.93
salmon,2020-09-01,area,7,0.53,0.19,0.7
salmon,2020-10-01,area,7,0.28,0.18,0.56
salmon,2020-11-01,area,7,0.27,0.19,0.46
salmon,2020-12-01,area,7,0.38,0.23,0.74
salmon,2021-01-01,area,7,0.4,0.18,0.87
salmon,2021-02-01,area,7,0.33,0.19,0.75
salmon,2021-03-01,area,7,0.43,0.16,1.04
salmon,2021-04-01,area,7,0.69,0.28,1.91
salmon,2021-05-01,area,7,0.57,0.32,1.66
salmon,2021-06-01,area,7,0.44,0.23,0.82
salmon,2021-07-01,area,7,0.57,0.32,0.8
salmon,2021-08-01,area,7,0.47,0.27,0.87
salmon,2021-09-01,area,7,0.42,0.26,0.69
salmon,2021-10-01,area,7,0.39,0.21,0.76
salmon,2021-11-01,area,7,0.35,0.2,0.77
salmon,2021-12-01,area,7,0.44,0.2,0.98
salmon,2022-01-01,area,7,0.3,0.21,0.96
salmon,2022-02-01,area,7,0.58,0.23,1.19
salmon,2022-03-01,area,7,0.53,0.22,1.37
salmon,2022-04-01,area,7,0.54,0.28,1.81
salmon,2022-05-01,area,7,0.69,0.34,1.45
salmon,2022-06-01,area,7,0.34,0.22,0.47
salmon,2022-07-01,area,7,0.36,0.21,0.71
salmon,2022-08-01,area,7,0.54,0.24,0.91
salmon,2022-09-01,area,7,0.43,0.2,0.74
salmon,2022-10-01,area,7,0.31,0.2,0.82
salmon,2022-11-01,area,7,0.34,0.2,0.69
salmon,2022-12-01,area,7,0.48,0.24,0.77
salmon,2023-01-01,area,7,0.68,0.3,1.01
salmon,2023-02-01,area,7,0.54,0.23,0.78
salmon,2023-03-01,area,7,0.51,0.23,0.91
salmon,2023-04-01,area,7,0.44,0.29,0.86
salmon,2023-05-01,area,7,0.58,0.35,0.96
salmon,2023-06-01,area,7,0.35,0.19,0.93
salmon,2023-07-01,area,7,0.36,0.21,0.68
salmon,2023-08-01,area,7,0.52,0.33,0.9
salmon,2023-09-01,area,7,0.53,0.36,0.85
salmon,2023-10-01,area,7,0.62,0.37,0.78
salmon,2023-11-01,area,7,0.53,0.16,0.91
salmon,2023-12-01,area,7,0.78,0.5,1.34
salmon,2024-01-01,area,7,0.85,0.41,1.77
salmon,2024-02-01,area,7,1.19,0.84,2.47
