id,celebrate,main_dish,main_dish_other,main_prep,main_prep_other,stuffing,stuffing_other,cranberry,cranberry_other,gravy,side1,side2,side3,side4,side5,side6,side7,side8,side9,side10,side11,side12,side13,side14,side15,pie1,pie2,pie3,pie4,pie5,pie6,pie7,pie8,pie9,pie10,pie11,pie12,pie13,dessert1,dessert2,dessert3,dessert4,dessert5,dessert6,dessert7,dessert8,dessert9,dessert10,dessert11,dessert12,prayer,travel,watch_program,kids_table_age,hometown_friends,friendsgiving,black_friday,work_retail,work_black_friday,community_type,age,gender,family_income,us_region
4337027180,Yes,Turkey,NA,Roasted,NA,None,NA,Canned,NA,No,NA,NA,NA,NA,NA,Fruit salad,NA,NA,Mashed potatoes,NA,Squash,NA,Yams/sweet potato casserole,NA,NA,NA,NA,Cherry,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,No,Thanksgiving is happening at my home--I won't travel at all,NA,12,No,No,No,No,NA,Suburban,60+,Female,"$10,000 to $24,999",East South Central
4337025357,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Homemade,NA,Yes,Brussel sprouts,NA,NA,Corn,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,Cherry,NA,NA,NA,NA,NA,Pumpkin,NA,NA,Other (please specify),rhubarb,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,NA,Urban,60+,Female,"$25,000 to $49,999",West North Central
4337024057,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Homemade,NA,Yes,Brussel sprouts,Carrots,NA,NA,NA,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,NA,Vegetable salad,Yams/sweet potato casserole,Other (please specify),Turnip greens,NA,NA,NA,Chocolate,NA,Key lime,NA,Pecan,Pumpkin,Sweet Potato,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is local--it will take place in the town I live in,NA,12,No,No,No,No,NA,Suburban,60+,Male,"$0 to $9,999",East South Central
4337023697,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Homemade,NA,Yes,NA,NA,NA,Corn,Cornbread,NA,Green beans/green bean casserole,NA,Mashed potatoes,NA,NA,Vegetable salad,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,Sweet Potato,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,NA,Suburban,60+,Male,"$125,000 to $149,999",Middle Atlantic
4337022132,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Canned,NA,Yes,NA,Carrots,NA,Corn,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,Yes,No,No,NA,Suburban,60+,Female,"$150,000 to $174,999",West South Central
4337021828,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,Other (please specify),minced meat,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,No,No,NA,Rural,60+,Male,Prefer not to answer,Pacific
4337021725,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Homemade,NA,Yes,NA,NA,NA,Corn,NA,NA,NA,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other (please specify),pumpkin and pecan pies,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,No,No,NA,Rural,60+,Male,"$25,000 to $49,999",East North Central
4337019638,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Canned,NA,Yes,Brussel sprouts,Carrots,Cauliflower,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,Apple cobbler,Blondies,Brownies,Carrot cake,Cheesecake,Cookies,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,21 or older,No,No,No,No,NA,Suburban,18 - 29,Female,Prefer not to answer,New England
4337019287,Yes,Turkey,NA,Other (please specify),smoked,Bread-based,NA,Homemade,NA,Yes,NA,NA,NA,Corn,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,NA,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,No,Thanksgiving is happening at my home--I won't travel at all,NA,10 or younger,No,No,No,No,NA,Suburban,60+,Male,"$175,000 to $199,999",Middle Atlantic
4337019220,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Homemade,NA,Yes,Brussel sprouts,NA,NA,NA,NA,NA,NA,NA,Mashed potatoes,Rolls/biscuits,Squash,NA,NA,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,No,Thanksgiving is happening at my home--I won't travel at all,NA,21 or older,Yes,Yes,Yes,Yes,No,Urban,18 - 29,Male,"$75,000 to $99,999",Middle Atlantic
4337019080,Yes,Turkey,NA,Fried,NA,Bread-based,NA,Homemade,NA,Yes,NA,NA,NA,Corn,NA,NA,NA,NA,Mashed potatoes,Rolls/biscuits,NA,Vegetable salad,NA,NA,NA,Apple,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,No,Thanksgiving is happening at my home--I won't travel at all,NA,10 or younger,Yes,Yes,No,No,NA,Suburban,30 - 44,Male,"$75,000 to $99,999",East South Central
4337013286,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Homemade,NA,Yes,NA,NA,NA,Corn,NA,Fruit salad,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,Vegetable salad,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,Other (please specify),Shoo Fly Pie,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,Yes,No,No,NA,Suburban,18 - 29,Female,"$0 to $9,999",Middle Atlantic
4337008702,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Other (please specify),Canned and homemade,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Mashed potatoes,Rolls/biscuits,NA,NA,NA,Other (please specify),Broccoli,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cookies,NA,NA,NA,NA,NA,NA,No,Thanksgiving is local--it will take place in the town I live in,NA,21 or older,Yes,No,No,No,NA,Suburban,18 - 29,Female,"$200,000 and up",New England
4337008598,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,No,NA,NA,Cauliflower,Corn,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,NA,NA,NA,Yams/sweet potato casserole,Other (please specify),Antipasta,NA,NA,Cherry,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peach cobbler,NA,NA,NA,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,21 or older,Yes,Yes,Yes,No,NA,Suburban,18 - 29,Male,"$25,000 to $49,999",Middle Atlantic
4337008258,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,Vegetable salad,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,NA,Suburban,45 - 59,Male,"$125,000 to $149,999",Mountain
4337006937,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Homemade,NA,Yes,NA,NA,NA,Corn,NA,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,NA,NA,NA,Vegetable salad,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,Chocolate,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,No,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,No,No,NA,Rural,60+,Male,"$50,000 to $74,999",West South Central
4337004476,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,Cornbread,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,Squash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,14,No,Yes,No,No,NA,Suburban,30 - 44,Female,"$50,000 to $74,999",East North Central
4337002367,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Canned,NA,Yes,NA,Carrots,NA,Corn,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,NA,NA,NA,NA,Other (please specify),Rice,Apple,NA,NA,Chocolate,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cookies,NA,Ice cream,NA,NA,Other (please specify),Pies,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,NA,Urban,30 - 44,Female,"$0 to $9,999",New England
4337002262,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,Peach,Pecan,NA,Sweet Potato,NA,NA,NA,Apple cobbler,NA,NA,NA,NA,NA,NA,NA,Peach cobbler,NA,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,No,No,NA,Suburban,60+,Female,"$50,000 to $74,999",East South Central
4336999913,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,Cornbread,NA,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pecan,NA,NA,NA,NA,NA,NA,NA,Brownies,NA,NA,Cookies,NA,NA,NA,NA,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,13,No,No,No,No,NA,Urban,18 - 29,Female,"$75,000 to $99,999",South Atlantic
4336998647,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Canned,NA,Yes,NA,Carrots,NA,Corn,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,Sweet Potato,NA,NA,NA,NA,NA,NA,NA,NA,Cookies,NA,NA,NA,NA,NA,NA,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,16,No,No,Yes,No,NA,Suburban,45 - 59,Male,"$100,000 to $124,999",East South Central
4336998552,Yes,Turkey,NA,Baked,NA,Bread-based,NA,None,NA,Yes,NA,NA,NA,NA,Cornbread,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,Apple cobbler,NA,NA,NA,NA,Cookies,NA,NA,NA,NA,NA,NA,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,12,Yes,No,Yes,No,NA,Urban,18 - 29,Male,"$125,000 to $149,999",West North Central
4336997445,Yes,Tofurkey,NA,Baked,NA,Bread-based,NA,None,NA,No,NA,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,NA,NA,Squash,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pecan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other (please specify),Pecan pie,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,No,No,NA,Urban,30 - 44,Male,"$100,000 to $124,999",Middle Atlantic
4336997200,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,Corn,Cornbread,NA,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,Other (please specify),collard greens,Apple,NA,NA,NA,NA,NA,NA,NA,NA,Sweet Potato,NA,NA,NA,NA,NA,Brownies,NA,Cheesecake,NA,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is local--it will take place in the town I live in,NA,10 or younger,No,Yes,No,No,NA,Rural,30 - 44,Female,"$25,000 to $49,999",South Atlantic
4336996479,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Canned,NA,Yes,NA,Carrots,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cookies,NA,NA,NA,NA,NA,NA,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,Yes,No,No,No,NA,Urban,30 - 44,Female,"$200,000 and up",Middle Atlantic
4336995888,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,Corn,Cornbread,NA,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,Sweet Potato,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peach cobbler,NA,NA,NA,No,Thanksgiving is happening at my home--I won't travel at all,NA,10 or younger,No,No,No,No,NA,Suburban,60+,Male,"$150,000 to $174,999",South Atlantic
4336995004,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,Carrots,NA,Corn,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,No,No,NA,Rural,30 - 44,Male,"$50,000 to $74,999",West North Central
4336994435,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,Cornbread,NA,NA,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,NA,Sweet Potato,NA,NA,NA,Apple cobbler,NA,NA,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is local--it will take place in the town I live in,NA,16,No,No,Yes,No,NA,Suburban,18 - 29,Female,"$25,000 to $49,999",New England
4336994408,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Homemade,NA,Yes,NA,NA,NA,NA,NA,Fruit salad,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,Vegetable salad,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4336993856,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,Carrots,NA,Corn,NA,Fruit salad,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,Vegetable salad,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,Brownies,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,13,Yes,Yes,No,No,NA,Suburban,45 - 59,Male,"$150,000 to $174,999",South Atlantic
4336993552,Yes,Turkey,NA,Fried,NA,Bread-based,NA,Canned,NA,Yes,Brussel sprouts,NA,NA,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,Coconut cream,NA,NA,NA,Pumpkin,Sweet Potato,NA,NA,NA,NA,NA,NA,NA,Cheesecake,NA,NA,Ice cream,Peach cobbler,NA,NA,NA,Yes,Thanksgiving is local--it will take place in the town I live in,NA,12,Yes,No,No,No,NA,Suburban,60+,Female,"$25,000 to $49,999",South Atlantic
4336993307,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is local--it will take place in the town I live in,NA,21 or older,No,No,No,No,NA,Rural,18 - 29,Female,"$50,000 to $74,999",West North Central
4336993268,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Homemade,NA,No,Brussel sprouts,Carrots,Cauliflower,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,Vegetable salad,NA,NA,NA,Apple,NA,Cherry,NA,NA,NA,Peach,NA,NA,NA,NA,NA,NA,NA,NA,Brownies,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,Yes,Yes,Yes,Yes,Rural,60+,Male,"$10,000 to $24,999",South Atlantic
4336989544,Yes,Turkey,NA,Roasted,NA,Other (please specify),cornbread,Homemade,NA,Yes,Brussel sprouts,NA,NA,NA,NA,Fruit salad,NA,Macaroni and cheese,Mashed potatoes,NA,NA,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pecan,NA,Sweet Potato,NA,NA,NA,NA,NA,NA,NA,Cheesecake,NA,NA,NA,Peach cobbler,NA,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,No,No,NA,Urban,60+,Male,"$25,000 to $49,999",Middle Atlantic
4336988874,Yes,Turkey,NA,Other (please specify),roulade,Bread-based,NA,Homemade,NA,Yes,Brussel sprouts,NA,NA,NA,NA,NA,NA,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,Sweet Potato,NA,Other (please specify),Squash,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,12,No,No,No,No,NA,Suburban,18 - 29,Female,Prefer not to answer,East North Central
4336986755,Yes,Turkey,NA,Other (please specify),smoked,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,Corn,NA,Fruit salad,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,NA,10 or younger,No,No,Yes,No,NA,Rural,30 - 44,Female,"$75,000 to $99,999",West South Central
4336986628,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,Corn,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,NA,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,Cherry,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is happening at my home--I won't travel at all,NA,10 or younger,No,No,No,No,NA,Urban,45 - 59,Male,"$200,000 and up",Mountain
4336985910,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Homemade,NA,Yes,NA,Carrots,NA,NA,NA,NA,NA,NA,Mashed potatoes,NA,NA,NA,NA,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,Yes,No,NA,Suburban,30 - 44,Female,Prefer not to answer,South Atlantic
4336985361,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Homemade,NA,Yes,NA,NA,NA,NA,NA,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,NA,NA,Vegetable salad,Yams/sweet potato casserole,NA,NA,NA,Buttermilk,NA,Chocolate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,NA,10 or younger,No,No,Yes,No,NA,Suburban,18 - 29,Female,"$25,000 to $49,999",South Atlantic
4336984164,Yes,Turkey,NA,Roasted,NA,Other (please specify),Fruit based,Homemade,NA,Yes,NA,Carrots,NA,NA,Cornbread,NA,NA,NA,Mashed potatoes,NA,Squash,NA,Yams/sweet potato casserole,Other (please specify),"I love brussel sprouts, but my mother doesn't- so no brussels at thanksgiving.",Apple,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,NA,21 or older,No,Yes,No,No,NA,Rural,30 - 44,Male,Prefer not to answer,New England
4336983931,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,NA,NA,Corn,Cornbread,NA,Green beans/green bean casserole,NA,NA,NA,NA,NA,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cheesecake,Cookies,NA,Ice cream,NA,NA,NA,NA,No,Thanksgiving is local--it will take place in the town I live in,NA,10 or younger,Yes,No,No,No,NA,Suburban,30 - 44,Female,Prefer not to answer,Middle Atlantic
4336983885,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,Carrots,NA,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,NA,Vegetable salad,Yams/sweet potato casserole,NA,NA,Apple,NA,NA,NA,Coconut cream,NA,NA,NA,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,Cheesecake,NA,NA,NA,NA,NA,Other (please specify),Flan,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,Yes,No,Yes,No,NA,Urban,45 - 59,Male,"$25,000 to $49,999",Middle Atlantic
4336983528,Yes,Turkey,NA,Roasted,NA,Bread-based,NA,Homemade,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4336983016,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,NA,Carrots,Cauliflower,NA,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,NA,NA,Apple,Buttermilk,NA,Chocolate,NA,Key lime,NA,Pecan,Pumpkin,Sweet Potato,NA,NA,NA,Apple cobbler,Blondies,Brownies,Carrot cake,Cheesecake,Cookies,Fudge,Ice cream,Peach cobbler,NA,NA,NA,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,14,Yes,No,No,No,NA,Suburban,30 - 44,Female,"$25,000 to $49,999",South Atlantic
4336982929,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Canned,NA,Yes,Brussel sprouts,NA,Cauliflower,NA,NA,NA,Green beans/green bean casserole,NA,Mashed potatoes,Rolls/biscuits,Squash,NA,Yams/sweet potato casserole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pumpkin,Sweet Potato,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ice cream,NA,NA,NA,NA,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,Yes,No,NA,Rural,60+,Female,"$200,000 and up",East South Central
4336982760,Yes,Turkey,NA,Baked,NA,Bread-based,NA,Homemade,NA,Yes,Brussel sprouts,NA,NA,NA,NA,NA,NA,NA,Mashed potatoes,NA,NA,NA,Yams/sweet potato casserole,Other (please specify),broccoli,NA,NA,NA,NA,NA,NA,NA,Pecan,Pumpkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,Yes,No,No,NA,Rural,30 - 44,Female,"$75,000 to $99,999",Mountain
4336979521,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 - 29,Female,Prefer not to answer,West North Central
