num,id,name,year,rank,average,bayes_average,users_rated,url,thumbnail
21780,2956,Dirty Minds: The Game of Naughty Clues,1990,21781,4.06,5.127,586,/boardgame/2956/dirty-minds-game-naughty-clues,https://cf.geekdo-images.com/MB0vxo01As5behq_NCmzrA__micro/img/5hojXWF7HRJf9Dn3MRy6wyilbz8=/fit-in/64x64/filters:strip_icc()/pic431806.jpg
11669,193,Fill or Bust,1981,11670,5.7,5.539,586,/boardgame/193/fill-or-bust,https://cf.geekdo-images.com/9X6ax_bIQ4zbHAnervx6LA__micro/img/PrvWpvENuoAYuN4hx4PpmUVIIh8=/fit-in/64x64/filters:strip_icc()/pic1512955.jpg
3955,122690,Star Trek Deck Building Game: The Original Series,2012,3956,6.67,5.79,586,/boardgame/122690/star-trek-deck-building-game-original-series,https://cf.geekdo-images.com/YBfYwCtnYcRLqCXW5dbiig__micro/img/Dfy0AOV6ic4f9RGOb3ixvPZeR7M=/fit-in/64x64/filters:strip_icc()/pic1537370.jpg
21585,21239,Rocketville,2006,21586,5.1,5.393,586,/boardgame/21239/rocketville,https://cf.geekdo-images.com/dkv_j_59yIRIl4dmM_3vvQ__micro/img/ac61IfjM27NnrB3T-nEyJzqWEO0=/fit-in/64x64/filters:strip_icc()/pic106858.jpg
5131,164159,BUS,2015,5132,6.26,5.693,586,/boardgame/164159/bus,https://cf.geekdo-images.com/MC-emOkpWJYRLD0dOHXBtA__micro/img/BwlRK3icZTzfId_-C8IkJ-3neMo=/fit-in/64x64/filters:strip_icc()/pic2559563.jpg
7604,19646,Cowabunga,2005,7605,5.89,5.596,585,/boardgame/19646/cowabunga,https://cf.geekdo-images.com/5g_Sz2thqdHatQmiXySCxQ__micro/img/suBYwCgWRtjhR_D1PF_wX5fhUJg=/fit-in/64x64/filters:strip_icc()/pic460486.jpg
4812,165477,Orcs Orcs Orcs,2014,4813,6.38,5.715,584,/boardgame/165477/orcs-orcs-orcs,https://cf.geekdo-images.com/3QKkydzyjgjinieLplDUHg__micro/img/CpvLwzNpOeR0PEvghtYk-VdXUwQ=/fit-in/64x64/filters:strip_icc()/pic2335552.jpg
3877,203204,Magic: The Gathering – Arena of the Planeswalkers: Shadows over Innistrad,2016,3878,6.79,5.797,584,/boardgame/203204/magic-gathering-arena-planeswalkers-shadows-over-i,https://cf.geekdo-images.com/Bp9CFqjqXQmvcrgdKqaB1g__micro/img/f_HGfD13GGNHPXYTZ-BjCPiQolA=/fit-in/64x64/filters:strip_icc()/pic3084733.jpg
3104,178044,Small Star Empires,2016,3105,7.17,5.896,584,/boardgame/178044/small-star-empires,https://cf.geekdo-images.com/tKCSfNGn8DFs2zMkHWU3YA__micro/img/vD5SOf6yt1fSA8_6ylK_d_0Gwuc=/fit-in/64x64/filters:strip_icc()/pic3979248.jpg
3446,1338,Volldampf,2001,3447,6.85,5.849,584,/boardgame/1338/volldampf,https://cf.geekdo-images.com/DLxFcWeC9DxP6pfy8og5XA__micro/img/P1jNxlnSaVgv6-YphCPQelJJJdo=/fit-in/64x64/filters:strip_icc()/pic83711.jpg
5198,11182,Super Scrabble,2004,5199,6.38,5.689,583,/boardgame/11182/super-scrabble,https://cf.geekdo-images.com/1yKLxxIN-LqBRou5LaNyCQ__micro/img/zYQvnZenh79xGC9r1gddgCkqWqk=/fit-in/64x64/filters:strip_icc()/pic3001929.jpg
5019,63975,Level X,2010,5020,6.26,5.7,583,/boardgame/63975/level-x,https://cf.geekdo-images.com/nXlJRcmP9PcHm7907U2Utw__micro/img/Voyxbp2indY15okyfOWXjJkhnGc=/fit-in/64x64/filters:strip_icc()/pic1437079.jpg
2865,287742,TIME Stories Revolution: The Hadal Project,2020,2866,7.25,5.938,583,/boardgame/287742/time-stories-revolution-hadal-project,https://cf.geekdo-images.com/CeiI2n0O3JTanYjHDthCAg__micro/img/l8n3TXWg3PBM4tD8rmXGJWDOYXk=/fit-in/64x64/filters:strip_icc()/pic5009115.jpg
18007,2940,A Dog's Life,2001,18008,5.53,5.5,583,/boardgame/2940/dogs-life,https://cf.geekdo-images.com/mEoqvO2u-RJ5l_N60cnKEA__micro/img/iGbgFKzd1M7wpp5wBxsWappU3Xk=/fit-in/64x64/filters:strip_icc()/pic193532.jpg
4548,43320,Tomb: Cryptmaster,2009,4549,6.5,5.735,583,/boardgame/43320/tomb-cryptmaster,https://cf.geekdo-images.com/kPfOnXY4br1kgh4L7U526A__micro/img/7RyuO5PQmngJBgdKMYs89tI_Zmg=/fit-in/64x64/filters:strip_icc()/pic644214.jpg
4602,159143,HUE,2015,4603,6.38,5.731,583,/boardgame/159143/hue,https://cf.geekdo-images.com/C3xr7Ia0WYjMeeLan5OAFA__micro/img/RIXjX_kTdMA1pI-4NnqjNxd446k=/fit-in/64x64/filters:strip_icc()/pic2559566.jpg
2002,22143,EastFront: The War in Russia 1941-45 – Second Edition,2006,2003,8.08,6.131,582,/boardgame/22143/eastfront-war-russia-1941-45-second-edition,https://cf.geekdo-images.com/I0R8xnHbqOFAoHbB4uPVLA__micro/img/3ecJWN9hYhvoa5scpN7Z1qqHCX4=/fit-in/64x64/filters:strip_icc()/pic291046.jpg
2281,176524,Hoplomachus: Origins,2015,2282,7.76,6.055,582,/boardgame/176524/hoplomachus-origins,https://cf.geekdo-images.com/vq-fgzFqKMbvb9WvJ5vZZg__micro/img/Fokk5VJ7zePkKCTavTYneQJjvzM=/fit-in/64x64/filters:strip_icc()/pic5283232.jpg
21732,2318,Scrabble Junior,1958,21733,4.7,5.286,582,/boardgame/2318/scrabble-junior,https://cf.geekdo-images.com/dISaMQ8bx4njVOFl2EFh3Q__micro/img/gWoncFgKelL6ckTyIaggAcSUawY=/fit-in/64x64/filters:strip_icc()/pic176233.jpg
7187,1163,"Ciao, Ciao...",1997,7188,5.96,5.606,582,/boardgame/1163/ciao-ciao,https://cf.geekdo-images.com/_e075d2_F_bjPqyus7blQA__micro/img/pVztWfJ4ESZ95JBWSydn1UeL0-M=/fit-in/64x64/filters:strip_icc()/pic3057503.jpg
4065,103091,Catan Histories: Merchants of Europe,2011,4066,6.65,5.779,582,/boardgame/103091/catan-histories-merchants-europe,https://cf.geekdo-images.com/hobICjUVwQJOM3tbzTUjlg__micro/img/cAjN9vWidrKF770j3Ea4LQTa6Zw=/fit-in/64x64/filters:strip_icc()/pic1421257.jpg
2040,162009,The U.S. Civil War,2015,2041,8.23,6.122,582,/boardgame/162009/us-civil-war,https://cf.geekdo-images.com/alKLALtb686BUx28AIBVFw__micro/img/f8-1_ALLGYdqFNmYE1-OV0nFyd8=/fit-in/64x64/filters:strip_icc()/pic2641714.jpg
2467,130486,Small City,2015,2468,7.5,6.015,582,/boardgame/130486/small-city,https://cf.geekdo-images.com/hSVr6FTe04le0qie2mZ4gg__micro/img/f1wEaiq7b7vAdypsvHnabPp2JZU=/fit-in/64x64/filters:strip_icc()/pic2552981.jpg
3564,73313,Elements,2010,3565,6.82,5.834,581,/boardgame/73313/elements,https://cf.geekdo-images.com/s9cyLy_G_0fAQBQxYZcBLA__micro/img/ZG-Hez4q88zoKJluxz6W2kdJZTU=/fit-in/64x64/filters:strip_icc()/pic2875108.jpg
2380,23817,1861: The Railways of the Russian Empire,2006,2381,7.55,6.032,581,/boardgame/23817/1861-railways-russian-empire,https://cf.geekdo-images.com/E9McUmVzBattf7ZAqg9R5w__micro/img/saaP-AaIJCpwwoPZX1YM_58-41Y=/fit-in/64x64/filters:strip_icc()/pic1162673.jpg
3692,178892,Vs System 2PCG: The Marvel Battles,2015,3693,6.95,5.82,581,/boardgame/178892/vs-system-2pcg-marvel-battles,https://cf.geekdo-images.com/wkklUy1fStAnTUDE-rGRSA__micro/img/xRpJJ-1ZV7TVFuGOMKdrPxANDDc=/fit-in/64x64/filters:strip_icc()/pic2630832.jpg
4353,12283,Manifest Destiny,2005,4354,6.5,5.752,580,/boardgame/12283/manifest-destiny,https://cf.geekdo-images.com/MS2xFXOTVpfPPmPl1kAEhQ__micro/img/lUSb3oxcUvyRRd4FN93-L4gm4Ts=/fit-in/64x64/filters:strip_icc()/pic72411.jpg
2173,266967,Dice Throne: Season Two – Cursed Pirate v. Artificer,2018,2174,7.91,6.085,580,/boardgame/266967/dice-throne-season-two-cursed-pirate-v-artificer,https://cf.geekdo-images.com/-nz9-f2sOJoafon2frlawg__micro/img/eKC43uSKIaakgnhdz3r3OCTolho=/fit-in/64x64/filters:strip_icc()/pic4457038.jpg
2841,174155,Lignum,2015,2842,7.23,5.943,580,/boardgame/174155/lignum,https://cf.geekdo-images.com/6JGC3gqeKjCmdlycnynpcw__micro/img/HEBrOqDtl_JDqSaMtGSOGVKuxSw=/fit-in/64x64/filters:strip_icc()/pic2435028.jpg
3679,257582,Periodic: A Game of The Elements,2019,3680,6.82,5.821,580,/boardgame/257582/periodic-game-elements,https://cf.geekdo-images.com/Uz8cUUr0yP4E6OI1PCUswg__micro/img/-DMqszno2M_FXTjlaM8urOAmIK8=/fit-in/64x64/filters:strip_icc()/pic4673672.jpg
2513,295905,Cosmic Frog,2020,2514,7.53,6.005,580,/boardgame/295905/cosmic-frog,https://cf.geekdo-images.com/AIpQGJA6fG1ArnX-5F1tsA__micro/img/xMOf_zfHpSSxOLDaSmTaeqz15TY=/fit-in/64x64/filters:strip_icc()/pic5278075.png
6907,142432,Continental Express,2014,6908,6.02,5.615,580,/boardgame/142432/continental-express,https://cf.geekdo-images.com/Zj7Nh-CH6v-xEMydFzKD6A__micro/img/snFP5JTVLUgUwItJB2dWImtQFUU=/fit-in/64x64/filters:strip_icc()/pic1650677.jpg
3120,10819,Navia Dratp,2004,3121,7.18,5.893,580,/boardgame/10819/navia-dratp,https://cf.geekdo-images.com/gmE9hrygbE_wii2We5zWeQ__micro/img/xmmOT0wWuqn6ClpdHc8HwjMTYgw=/fit-in/64x64/filters:strip_icc()/pic1628164.jpg
2949,313262,Shamans,2021,2950,7.26,5.924,579,/boardgame/313262/shamans,https://cf.geekdo-images.com/BNmYPPip0PZBPx9qJCEUxA__micro/img/NIGBXHbLNrZi4wiJL5c7seCzIiY=/fit-in/64x64/filters:strip_icc()/pic6021323.jpg
2586,331050,Disney Villainous: Despicable Plots,2021,2587,7.69,5.991,579,/boardgame/331050/disney-villainous-despicable-plots,https://cf.geekdo-images.com/Cjb2U8tHS1N1RCDThguFIg__micro/img/LaTcYxyXGyCKWU_98-9ZjdzZ6Zg=/fit-in/64x64/filters:strip_icc()/pic5974997.png
3656,156,Wildlife Adventure,1985,3657,6.8,5.824,579,/boardgame/156/wildlife-adventure,https://cf.geekdo-images.com/5K6nKzyg5H9qJMz5tLNEEA__micro/img/BcmqOwDh2weMqPw0ouvif5Ijz38=/fit-in/64x64/filters:strip_icc()/pic7096.jpg
7051,10164,Fliegen klatschen,2004,7052,5.98,5.61,579,/boardgame/10164/fliegen-klatschen,https://cf.geekdo-images.com/lIO5CLRxqJO5kqw6Hj6ZlA__micro/img/kw06UhtWS5_x4XKx-oGCHFiJqt4=/fit-in/64x64/filters:strip_icc()/pic2823944.jpg
2769,142854,Infection: Humanity's Last Gasp,2013,2770,7.31,5.958,579,/boardgame/142854/infection-humanitys-last-gasp,https://cf.geekdo-images.com/2GfjLaYMUNrH3zKjJTknEQ__micro/img/p1jPRb7WXGUHUYBwlOtPWVuODag=/fit-in/64x64/filters:strip_icc()/pic1666140.jpg
2956,4090,2nd Fleet: Modern Naval Combat in the North Atlantic,1986,2957,7.3,5.923,578,/boardgame/4090/2nd-fleet-modern-naval-combat-north-atlantic,https://cf.geekdo-images.com/oAtROeOVkKTeUYqHbj9vgA__micro/img/rMLnbB0pdwygcrv-H2ExyfwVw3A=/fit-in/64x64/filters:strip_icc()/pic147226.jpg
4725,160409,Too Many Cinderellas,2014,4726,6.37,5.722,578,/boardgame/160409/too-many-cinderellas,https://cf.geekdo-images.com/y6qhClpfrc2nPjSnXA_nvA__micro/img/KoTzkX-v5IZq4JCdY1sHrAMixrY=/fit-in/64x64/filters:strip_icc()/pic2294265.jpg
21547,5758,Monopoly: Pokémon,1995,21548,5.34,5.404,578,/boardgame/5758/monopoly-pokemon,https://cf.geekdo-images.com/WaLhyJxt9IzC_WronAzsKA__micro/img/drwzMLCMngNnIMd301klRnIaAuE=/fit-in/64x64/filters:strip_icc()/pic1538114.jpg
2237,306882,Railroad Ink Challenge: Shining Yellow Edition,2021,2238,7.78,6.068,578,/boardgame/306882/railroad-ink-challenge-shining-yellow-edition,https://cf.geekdo-images.com/yE1xMCPzckKh9V9CStNFEw__micro/img/Isdi3y2JJh4i8TGwTMGSnRQw2kE=/fit-in/64x64/filters:strip_icc()/pic5350626.jpg
3964,21985,Giro Galoppo,2006,3965,6.66,5.789,578,/boardgame/21985/giro-galoppo,https://cf.geekdo-images.com/RAN6TmiCCBSggCSadzom0Q__micro/img/dNXwixH9x1N4CxUXmIcOIftfUv8=/fit-in/64x64/filters:strip_icc()/pic1428926.jpg
6840,1253,Limits,2001,6841,5.97,5.617,577,/boardgame/1253/limits,https://cf.geekdo-images.com/7FJGgwCaff0C1SFf8yGu-g__micro/img/Vqu3pRv9SdxCXK43AHKtMGB4lTI=/fit-in/64x64/filters:strip_icc()/pic184047.jpg
5451,2114,"Duck, Duck, Bruce",1997,5452,6.18,5.675,577,/boardgame/2114/duck-duck-bruce,https://cf.geekdo-images.com/l-6UIdOTcXEeiK4KTgS_QQ__micro/img/huza9bt1LAOvQ_VjIbxGE7ZhsZY=/fit-in/64x64/filters:strip_icc()/pic191734.jpg
10583,233149,Pulp Detective,2018,10584,5.76,5.548,577,/boardgame/233149/pulp-detective,https://cf.geekdo-images.com/pGtjhxncL1qC-aEskz1XqQ__micro/img/Hc8weAuhZ1l_E6nu96al0V5dwZ0=/fit-in/64x64/filters:strip_icc()/pic3851928.jpg
6545,79282,Era of Inventions,2010,6546,6.03,5.626,577,/boardgame/79282/era-inventions,https://cf.geekdo-images.com/3rll3ro6q83NA5u3RG3vZg__micro/img/97ANy8bUIjwdQpEhpgUm74rMv_I=/fit-in/64x64/filters:strip_icc()/pic3627463.jpg
5301,178209,Adventure Time Fluxx,2015,5302,6.47,5.683,577,/boardgame/178209/adventure-time-fluxx,https://cf.geekdo-images.com/IPr53af3EdSKDkevOBMCzA__micro/img/AD-nAbgQtpDPaaXL-6Yr7zHZ2gU=/fit-in/64x64/filters:strip_icc()/pic2529972.png
12005,140796,Fluxx: The Board Game,2013,12006,5.69,5.536,577,/boardgame/140796/fluxx-board-game,https://cf.geekdo-images.com/PnKGdzqOaQ0pOLjQq36M8Q__micro/img/PAA5obM8kkwXP1Gc820TXP6TpMg=/fit-in/64x64/filters:strip_icc()/pic1631065.jpg
7578,3706,Batik,1997,7579,5.92,5.596,576,/boardgame/3706/batik,https://cf.geekdo-images.com/s07CRIf-dQpvo3VQ_FN5cg__micro/img/Q0fesYkwyvnPfbT93PbLu0LDZQQ=/fit-in/64x64/filters:strip_icc()/pic1316291.jpg
5708,8017,Feurio!,2003,5709,6.13,5.66,576,/boardgame/8017/feurio,https://cf.geekdo-images.com/mmMpDrU9fUTC6cFx5YMm_w__micro/img/A55ipZj7TQ95nAJ6mELGPLgtAn8=/fit-in/64x64/filters:strip_icc()/pic32854.jpg
3196,180325,Elfenroads,2015,3197,7.03,5.881,576,/boardgame/180325/elfenroads,https://cf.geekdo-images.com/09vlLOV9Brex09klGgs5gg__micro/img/KEqauHBm_LKQpnsBuHrLHylP1Tc=/fit-in/64x64/filters:strip_icc()/pic2578236.jpg
6902,2133,Rage,1995,6903,6.09,5.615,576,/boardgame/2133/rage,https://cf.geekdo-images.com/sbNH13JZqKh2d2P72IMnIg__micro/img/ZeeTYeh8BUqD2AgVVl5pNNzzkK0=/fit-in/64x64/filters:strip_icc()/pic181293.jpg
4387,4562,Mogul,2002,4388,6.47,5.749,576,/boardgame/4562/mogul,https://cf.geekdo-images.com/oLZrVG0rTL7ELP7z5WbTEw__micro/img/PPsWipxO5O49kkUvpN06joj0OZY=/fit-in/64x64/filters:strip_icc()/pic293980.jpg
6771,121615,Shadows over the Empire,2013,6772,5.98,5.619,576,/boardgame/121615/shadows-over-empire,https://cf.geekdo-images.com/yOn6ksDd2D083mw2xlO19w__micro/img/N7PEiDQgqgPT40pEK3bmXkqcn90=/fit-in/64x64/filters:strip_icc()/pic1801604.jpg
3357,298572,Cosmic Encounter Duel,2020,3358,6.98,5.86,576,/boardgame/298572/cosmic-encounter-duel,https://cf.geekdo-images.com/kroYzAvfIIwlO5N824qPzA__micro/img/Inm9sgj95XrMBPjFYUhibAKx34Q=/fit-in/64x64/filters:strip_icc()/pic6352686.jpg
3795,3137,Anno Domini: Erfindungen,1999,3796,6.73,5.808,576,/boardgame/3137/anno-domini-erfindungen,https://cf.geekdo-images.com/kfRdIgwzadnKLNnNy0ffVQ__micro/img/iaogqIiGHL6JFgML_WrZFnKl7uo=/fit-in/64x64/filters:strip_icc()/pic249392.jpg
3270,193668,The Red Dragon Inn: Battle for Greyport,2016,3271,7.17,5.871,576,/boardgame/193668/red-dragon-inn-battle-greyport,https://cf.geekdo-images.com/FWc5Q9GGg60MifdaLf4Kxw__micro/img/xrvvW11LTfnnyB7N1JGcoSbhPWM=/fit-in/64x64/filters:strip_icc()/pic3246529.jpg
4098,217321,Déjà Vu,2017,4099,6.58,5.775,575,/boardgame/217321/deja-vu,https://cf.geekdo-images.com/6bHF65Wp4lAzI4mUelKc9w__micro/img/BAaOE8zIhKMbNqaxvFzqkSHHMrI=/fit-in/64x64/filters:strip_icc()/pic4703200.jpg
5199,5455,Tobruk:  Tank Battles in North Africa 1942,1975,5200,6.42,5.689,575,/boardgame/5455/tobruk-tank-battles-north-africa-1942,https://cf.geekdo-images.com/iESv5X19pI-dXJJRLIYctg__micro/img/kfnvjOcJsvkxjXYwyyDO4bYiYHg=/fit-in/64x64/filters:strip_icc()/pic216384.jpg
3766,254088,Gravity Superstar,2018,3767,6.76,5.811,574,/boardgame/254088/gravity-superstar,https://cf.geekdo-images.com/p5Z3SJlMbuKS6KWVqlkGaw__micro/img/MG1KeljV9LItUg6AAVWo5Rtpvqw=/fit-in/64x64/filters:strip_icc()/pic4185608.jpg
4023,275469,Floor Plan,2020,4024,6.68,5.783,574,/boardgame/275469/floor-plan,https://cf.geekdo-images.com/qvxqdDExm7fR2dlB_VikBA__micro/img/po2pEWNAd1pGvdlAXCx1Z0kFlQg=/fit-in/64x64/filters:strip_icc()/pic5811654.png
21240,8127,Lucky Loop,2003,21241,5.31,5.446,574,/boardgame/8127/lucky-loop,https://cf.geekdo-images.com/plLbeYfZ-XdlEyX89-KLxA__micro/img/tSN49Qnp6YN7BC9LTq6u5YRKgko=/fit-in/64x64/filters:strip_icc()/pic90156.jpg
3449,275089,Mental Blocks,2019,3450,6.91,5.848,573,/boardgame/275089/mental-blocks,https://cf.geekdo-images.com/m3gVlphyZszzXynPC908Fg__micro/img/aQKapd5whOclVCVF3r4x3FiiArA=/fit-in/64x64/filters:strip_icc()/pic4949468.png
3628,302917,King of 12,2020,3629,6.85,5.826,573,/boardgame/302917/king-12,https://cf.geekdo-images.com/scEKDr-EcEK5a70OydyDKg__micro/img/ou95eCldANPwo7XUNE_GWfcccLg=/fit-in/64x64/filters:strip_icc()/pic5399079.jpg
4161,207208,Armageddon,2016,4162,6.59,5.768,573,/boardgame/207208/armageddon,https://cf.geekdo-images.com/yATSwZSNh36JJ_9-6Mk5gw__micro/img/v_AAGv6gl_7TELNVwp5YMDdbnps=/fit-in/64x64/filters:strip_icc()/pic3169845.jpg
4143,2079,"NATO: The Next War in Europe",1983,4144,6.7,5.77,573,/boardgame/2079/nato-next-war-europe,https://cf.geekdo-images.com/V2M1XaG6GE8NiUzDaqfLsg__micro/img/1lyuxyATtaapZiM83fiV70efZQo=/fit-in/64x64/filters:strip_icc()/pic621687.jpg
4261,137237,Bremerhaven,2013,4262,6.55,5.759,573,/boardgame/137237/bremerhaven,https://cf.geekdo-images.com/cLQmiXlD0VbcytRZTcX9WA__micro/img/QG3TpN_SUcqZVg3Ur2T2reU4qLk=/fit-in/64x64/filters:strip_icc()/pic1777742.jpg
4140,230852,BONK,2017,4141,6.58,5.77,573,/boardgame/230852/bonk,https://cf.geekdo-images.com/JROTtMoPzxCky9bjinCCvw__micro/img/iZcLmxcmVqi6Jxent0LaYq4vqM4=/fit-in/64x64/filters:strip_icc()/pic3617143.jpg
6020,96,Broadsides & Boarding Parties,1982,6021,6.18,5.647,573,/boardgame/96/broadsides-boarding-parties,https://cf.geekdo-images.com/92yhg_m_GRgyk4kDHYJHwA__micro/img/qOrsV_PsBwYCkmYWJ_t_bxz_DQk=/fit-in/64x64/filters:strip_icc()/pic1021646.jpg
4673,84869,Felinia,2010,4674,6.45,5.727,572,/boardgame/84869/felinia,https://cf.geekdo-images.com/_vlBksJ7w_5Fbgd6ugsyGw__micro/img/sNcRFbTL9Rzxsfwar4bXBrpPDig=/fit-in/64x64/filters:strip_icc()/pic826530.jpg
8921,16144,Fruit Spy,2005,8922,5.8,5.57,572,/boardgame/16144/fruit-spy,https://cf.geekdo-images.com/8BWu5l37A5abVsAKc02MGg__micro/img/BfoGRB3A8pTZyOKaJIyDSCYwSZo=/fit-in/64x64/filters:strip_icc()/pic2922352.jpg
6359,55833,Tarantel Tango,2009,6360,6.1,5.633,572,/boardgame/55833/tarantel-tango,https://cf.geekdo-images.com/pH7LU9dJd6hC5hPCZEqSBg__micro/img/PFMjPVfKmRjhKIti1TfBimR8rMs=/fit-in/64x64/filters:strip_icc()/pic588138.jpg
5675,352,Trumpet,1990,5676,6.18,5.662,572,/boardgame/352/trumpet,https://cf.geekdo-images.com/8mhr2TRO2JpKAKDO2uaDYQ__micro/img/81R33dvGtvd2Ba5fyBIjJwJ9utE=/fit-in/64x64/filters:strip_icc()/pic3501076.jpg
5819,9615,Station Master,2004,5820,6.14,5.655,572,/boardgame/9615/station-master,https://cf.geekdo-images.com/Y1nA7RWPOFn3dEl6QzIfKw__micro/img/1hyWwtfFxCjGu3peoCy-2hM3Va8=/fit-in/64x64/filters:strip_icc()/pic49425.jpg
2777,264196,Dungeons & Dragons: Waterdeep – Dungeon of the Mad Mage Board Game,2019,2778,7.81,5.955,572,/boardgame/264196/dungeons-dragons-waterdeep-dungeon-mad-mage-board,https://cf.geekdo-images.com/9A9UNdTEDZcDQ7vwERuxLA__micro/img/oDBGeB5TKg9ktkAxJH__V0TRpNk=/fit-in/64x64/filters:strip_icc()/pic4409330.jpg
4496,30328,Battleground: Crossbows & Catapults,2007,4497,6.58,5.74,571,/boardgame/30328/battleground-crossbows-catapults,https://cf.geekdo-images.com/vbWhXsB-FHNxJWrUAFEjTg__micro/img/Mzrqr_7n6ebBy-k3zcEd8SE0sKE=/fit-in/64x64/filters:strip_icc()/pic231219.jpg
4562,264806,We're Doomed!,2019,4563,6.59,5.735,571,/boardgame/264806/were-doomed,https://cf.geekdo-images.com/NCcmCG2X-ssnAA5kyR386g__micro/img/dvzut_RrlvQLi7hasYAfVyYt-jQ=/fit-in/64x64/filters:strip_icc()/pic4420866.jpg
4895,220988,Criss Cross,2017,4896,6.38,5.709,570,/boardgame/220988/criss-cross,https://cf.geekdo-images.com/AW89h064a5hruvSf6oF2ng__micro/img/vetYboMH-eXFjAUZrPG9aJu5DFE=/fit-in/64x64/filters:strip_icc()/pic3680034.jpg
5973,13347,Plunder,2004,5974,6.14,5.649,570,/boardgame/13347/plunder,https://cf.geekdo-images.com/bAHEuNBSIghk_h2uwiwREw__micro/img/tQ-RtZey1FtFL8C9NXkzJAPm8tw=/fit-in/64x64/filters:strip_icc()/pic82155.jpg
10292,123370,Nox,2012,10293,5.76,5.551,570,/boardgame/123370/nox,https://cf.geekdo-images.com/aCr5qkpGBhny9FT4522L-A__micro/img/TcMbx-YxLpBECiwZxlHbiOmt0_o=/fit-in/64x64/filters:strip_icc()/pic1874718.jpg
3405,262733,Reichbusters: Projekt Vril,2020,3406,7.72,5.855,570,/boardgame/262733/reichbusters-projekt-vril,https://cf.geekdo-images.com/8u1aHWfQzE57na8wsshZ1A__micro/img/fVKQcn-REkjUwn9rcyPRqcn8xCI=/fit-in/64x64/filters:strip_icc()/pic4511709.jpg
3811,302809,Betrayal at Mystery Mansion,2020,3812,6.78,5.805,570,/boardgame/302809/betrayal-mystery-mansion,https://cf.geekdo-images.com/asu4Cos6n6pkXE6MXiBWFA__micro/img/wa0X91rY3Q50tvbqRLZarJspvDM=/fit-in/64x64/filters:strip_icc()/pic5249205.png
3875,230089,Okanagan: Valley of the Lakes,2017,3876,6.74,5.798,570,/boardgame/230089/okanagan-valley-lakes,https://cf.geekdo-images.com/qSp8FGaFE-6gu8p37MRNhA__micro/img/MGVJvNB4ZNj3ZH9E1_YUD5feVSU=/fit-in/64x64/filters:strip_icc()/pic3606137.png
4132,216974,King's Road,2017,4133,6.6,5.771,570,/boardgame/216974/kings-road,https://cf.geekdo-images.com/2klqIXBeuaRtIHWsI5WLlg__micro/img/DI-o-Dt3QAZll20ATH1bxTJ92OQ=/fit-in/64x64/filters:strip_icc()/pic3327070.jpg
4985,766,Regatta,1967,4986,6.35,5.703,570,/boardgame/766/regatta,https://cf.geekdo-images.com/Qcp_rcAvhVi9oEEjEyoxyA__micro/img/IuP6ceQ0SqCDeuTo0uqj367NwcI=/fit-in/64x64/filters:strip_icc()/pic1514950.jpg
4879,24416,Santy Anno,2006,4880,6.33,5.71,570,/boardgame/24416/santy-anno,https://cf.geekdo-images.com/4BaD8UTxFp_n7ecr7vVBEg__micro/img/Ds8_3pK2W_wvWKxgT66RShUwKJ8=/fit-in/64x64/filters:strip_icc()/pic147180.jpg
3210,179933,Agility,2016,3211,7.07,5.879,569,/boardgame/179933/agility,https://cf.geekdo-images.com/FcFvHNXSxM-wspj9GhvWbQ__micro/img/ykp0Dyeu5BkkFpM_d8RcjbaWz0U=/fit-in/64x64/filters:strip_icc()/pic2635191.png
4233,1143,Warrior Knights,1985,4234,6.64,5.762,569,/boardgame/1143/warrior-knights,https://cf.geekdo-images.com/AaLiw1eXcS-dehtj3rTH0w__micro/img/3AYNfRVGR8HabUx8vQIkORilqRk=/fit-in/64x64/filters:strip_icc()/pic115311.jpg
3215,1710,The Siege of Jerusalem (Third Edition),1989,3216,7.1,5.877,569,/boardgame/1710/siege-jerusalem-third-edition,https://cf.geekdo-images.com/Vg0pL7W_IapI3iiORVKkrg__micro/img/ZSe4Rbepcse7Q4D7iESN2WAwIIw=/fit-in/64x64/filters:strip_icc()/pic252228.jpg
4637,164158,SHH,2015,4638,6.41,5.729,568,/boardgame/164158/shh,https://cf.geekdo-images.com/WakoY3lZRwbwcYnbIj8ezA__micro/img/fGqVit9Z-WlbPnlqZ8IZdMlgAgc=/fit-in/64x64/filters:strip_icc()/pic2559568.jpg
3111,149787,Perdition's Mouth: Abyssal Rift,2016,3112,7.48,5.895,568,/boardgame/149787/perditions-mouth-abyssal-rift,https://cf.geekdo-images.com/qTzhzcqGC8Nd80ZbKXVNPg__micro/img/dUYq0AnVucjwKYf5TEX4Ft_Pr7o=/fit-in/64x64/filters:strip_icc()/pic4408846.jpg
6276,256390,Architectura,2018,6277,6.09,5.636,567,/boardgame/256390/architectura,https://cf.geekdo-images.com/OAep7OjH2iPei5yK09-pxA__micro/img/gEUh4xGMcxwLMa1UtrNCZMbo0Xg=/fit-in/64x64/filters:strip_icc()/pic4224397.jpg
5844,458,Sherlock Holmes: The Card Game,1991,5845,6.2,5.654,567,/boardgame/458/sherlock-holmes-card-game,https://cf.geekdo-images.com/pNRBdy7XrBnvnMXYD8TJ7Q__micro/img/NG86idke-Dbmt4vHTFbOfodwGc4=/fit-in/64x64/filters:strip_icc()/pic2653765.jpg
