source,report,title,available_globally,release_date,hours_viewed,runtime,views
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Rebelde: Season 1,Yes,2022-01-05,1500000,5H 22M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Ridley Jones: Season 5,Yes,2023-03-06,1500000,5H 7M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Running Errands: Season 2 // Ayak İşleri: 2. Sezon,No,NA,1500000,4H 28M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Skylanders Academy: Season 2,Yes,2017-10-06,1500000,5H 14M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Skylanders Academy: Season 3,Yes,2018-09-28,1500000,5H 12M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Suburra: Blood on Rome: Season 3 // Suburra: La serie: Stagione 3,Yes,2020-10-30,1500000,4H 46M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Summertime: Season 1,Yes,2020-04-29,1500000,5H 40M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Surviving Death: Limited Series,Yes,2021-01-06,1500000,5H 14M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,SWORDGAI The Animation: Part I // ソードガイ The Animation: パートI,Yes,2018-03-23,1500000,4H 31M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Adventures of Puss in Boots: Season 3,No,2016-07-15,1500000,5H 7M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Angel Next Door Spoils Me Rotten // お隣の天使様にいつの間にか駄目人間にされていた件: シーズン1,No,NA,1500000,4H 43M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The House of Flowers: Season 2 // La casa de las flores: Temporada 2,Yes,2019-10-18,1500000,4H 57M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Story of Angkasa: Season 1 // Dia Angkasa: Season 1,No,NA,1500000,4H 55M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The World’s Best Assassin: To Reincarnate in a Different World Aristocrat: Season 1 // 世界最高の暗殺者、異世界貴族に転生する: シーズン1,No,NA,1500000,4H 44M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Toilet-bound Hanako-kun: Season 2 // 地縛少年花子くん2,No,NA,1500000,4H 46M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Umamusume: Cinderella Gray: Season 1 // ウマ娘 シンデレラグレイ: シーズン1,No,NA,1500000,5H 8M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Wistoria: Wand and Sword: Season 1 // 杖と剣のウィストリア: シーズン1,No,NA,1500000,4H 46M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,World Trigger: Season 3 // ワールドトリガー: 3rdシーズン,No,NA,1500000,5H 26M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Archer (2009): Season 14,No,NA,1400000,4H 7M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Arifureta: From Commonplace to World's Strongest: 2nd season // ありふれた職業で世界最強: 2nd season,No,NA,1400000,NA,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Demon Lord 2099: Season 1 // 魔王2099: シーズン1,No,NA,1400000,4H 44M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Fate/Apocrypha: Part 1,Yes,2017-07-02,1400000,4H 49M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,GOOD NIGHT WORLD: Season 1 // グッド・ナイト・ワールド: シーズン1,Yes,2023-10-12,1400000,4H 56M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Hacks: Season 2,No,NA,1400000,4H 23M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Haters Back Off: Season 1,Yes,2016-10-14,1400000,4H 18M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,How to Get Rich: Season 1,Yes,2023-04-18,1400000,4H 46M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Inhuman Resources: Limited Series // Dérapages: Mini-série,Yes,2020-05-15,1400000,5H 13M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Invisible City: Season 1 // Cidade Invisível: Temporada 1,Yes,2021-02-05,1400000,4H 15M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Jailbirds: Season 1,Yes,2019-05-10,1400000,4H 3M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,My Dress-Up Darling: Season 1 // その着せ替え人形は恋をする: シーズン1,No,NA,1400000,4H 44M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,My Home Hero // マイホームヒーロー,No,NA,1400000,4H 44M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Natsume's Book of Friends Seven // 夏目友人帳 漆,No,NA,1400000,4H 46M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Parallel World Pharmacy: Season 1 // 異世界薬局: シーズン1,No,NA,1400000,4H 44M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Power Players: Season 1 (Batch A),No,NA,1400000,5H 6M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Ronja the Robber's Daughter: Part 1 // Ronja Rövardotter: Del 1,No,2024-03-28,1400000,4H 32M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Secrets and Lies: Season 1 (2014),No,NA,1400000,4H 34M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Selection Day: Season 1 // सिलेक्शन डे: सीज़न 1,Yes,2018-12-28,1400000,4H 54M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Selling The OC: Season 2,No,2023-09-08,1400000,4H 38M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Skip and Loafer: Season 1 // スキップとローファー: シーズン1,No,NA,1400000,4H 44M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Slam Dunk: Season 4,No,NA,1400000,5H 21M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Super Crooks: Season 1 // スーパー・クルックス: シーズン1,Yes,2021-11-25,1400000,5H 28M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Exchange: Season 1 // الصفقة: موسم 1,Yes,2023-02-08,1400000,5H 8M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Grimm Variations: Season 1 // グリム組曲: シーズン1,Yes,2024-04-17,1400000,4H 12M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The House of Flowers: Season 3 // La casa de las flores: Temporada 3,Yes,2020-04-23,1400000,5H 32M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Lost Pirate Kingdom: Limited Series,Yes,2021-03-15,1400000,4H 20M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Misfit of Demon King Academy: Season 1 // 魔王学院の不適合者 ～史上最強の魔王の始祖、転生して子孫たちの学校へ通う～: シーズン1,No,NA,1400000,5H 8M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Upin&Ipin: Season 6,No,NA,1400000,4H 33M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Upin&Ipin: Season 18,No,NA,1400000,4H 8M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Victorious: Season 2,No,NA,1400000,5H 7M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,"Wake Up, Carlo!: Season 1 // Acorda, Carlo!: Temporada 1",No,2023-07-06,1400000,4H 50M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,World of Winx: Season 2,Yes,2017-06-16,1400000,5H 18M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Agents of Mystery: Season 1 // 미스터리 수사단: 시즌 1,No,2024-06-18,1300000,4H 31M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Ballers: Season 4,No,NA,1300000,4H 17M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Ben 10 (2005): Season 4,No,NA,1300000,4H 59M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.: Season 1 // 痛いのは嫌なので防御力に極振りしたいと思います。: シーズン1",No,NA,1300000,4H 44M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Call My Agent!: Season 1 // Dix pour cent: Saison 1,No,2016-12-20,1300000,5H 11M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,First Wives Club: Season 2,No,NA,1300000,4H 46M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Season 3 // ダンジョンに出会いを求めるのは間違っているだろうか: 第3期,No,NA,1300000,NA,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Kohrra: Season 1,Yes,2023-07-15,1300000,4H 50M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,LEGO Friends: Girls on a Mission: Season 3,No,NA,1300000,NA,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Love & Anarchy: Season 1 // Kärlek & Anarki: Säsong 1,Yes,2020-11-04,1300000,3H 55M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Luna Park: Season 1,Yes,2021-09-30,1300000,5H 0M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Miraculous: Tales of Ladybug & Cat Noir: Season 5 Part 1,No,NA,1300000,5H 2M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Murder Mountain: Limited Series,Yes,2018-12-28,1300000,4H 18M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,"Rich House, Poor House: Season 6",No,NA,1300000,4H 17M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Royal Rumble: 2018,No,2025-01-01,1300000,4H 9M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Samurai Rabbit: The Usagi Chronicles: Season 2,Yes,2022-09-01,1300000,4H 7M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Slam Dunk: Season 5,No,NA,1300000,4H 57M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Confession Killer: Limited Series,Yes,2019-12-06,1300000,4H 0M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Crew: Season 1,Yes,2021-02-15,1300000,4H 30M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Reason We Fall in Love: Season 1 // 私たちが恋する理由: シーズン1,No,NA,1300000,3H 56M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Together: Treble Winners: Limited Series,Yes,NA,1300000,4H 31M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Unforgotten: Season 1,No,NA,1300000,4H 31M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Viral Hit: Season 1 // 喧嘩独学: シーズン1,No,NA,1300000,4H 34M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Wakfu: Season 3,Yes,2017-10-29,1300000,4H 55M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,You Can’t Ask That: Season 3,No,NA,1300000,3H 59M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,​Carol & The End of The World: Limited Series,Yes,2023-12-15,1300000,4H 51M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Ackley Bridge: Series 1,No,NA,1200000,4H 37M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Biohackers: Season 1,Yes,2020-08-20,1200000,4H 24M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,C.I.D (2025): Episodes (51-75),No,NA,1200000,4H 32M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Centaurworld: Season 2,Yes,2021-12-07,1200000,4H 30M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Classroom of the Elite: Season 1 // ようこそ実力至上主義の教室へ: 1st Season,No,NA,1200000,4H 48M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Down for Love: Season 1,No,2023-08-11,1200000,3H 55M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Food Wars!: Shokugeki no Soma: The Fourth Plate // 食戟のソーマ: 神ノ皿,No,NA,1200000,4H 43M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Freeridge: Season 1,Yes,2023-02-02,1200000,3H 44M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Heist: Season 1,Yes,2021-07-14,1200000,4H 20M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,How to Change Your Mind: Limited Series,No,2022-07-12,1200000,3H 34M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Mulligan: Part 1,Yes,2023-05-12,1200000,4H 33M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,My Unique Skill Makes Me OP Even at Level 1: Season 1 // レベル1だけどユニークスキルで最強です: シーズン1,No,NA,1200000,4H 44M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Pokémon Horizons: Season 2: The Search for Laqua: Part 3,No,2025-06-27,1200000,4H 8M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Russian Doll: Season 1,Yes,2019-02-01,1200000,3H 33M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Somebody Feed Phil: Season 6,Yes,2022-10-18,1200000,4H 36M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,StoryBots: Answer Time: Season 1,Yes,2022-11-21,1200000,3H 49M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Banished Former Hero Lives as He Pleases: Season 1 // 出来損ないと呼ばれた元英雄は、実家から追放されたので好き勝手に生きることにした: シーズン1,No,NA,1200000,4H 46M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Batman: Season 1,No,NA,1200000,4H 29M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Elusive Samurai: Season 1 // 逃げ上手の若君: シーズン1,No,NA,1200000,4H 44M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Greatest Demon Lord Is Reborn as a Typical Nobody: Season 1 // 史上最強の大魔王、村人Aに転生する: シーズン1,No,NA,1200000,4H 44M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Saintʼs Magic Power Is Omnipotent: Season 1 // 聖女の魔力は万能です: シーズン1,No,NA,1200000,4H 44M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Weakest Tamer Began a Journey to Pick Up Trash: Season 1 // 最弱テイマーはゴミ拾いの旅を始めました。: シーズン1,No,NA,1200000,4H 44M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Thomas & Friends: All Engines Go: Season 3,No,NA,1200000,NA,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Tiger King 2,Yes,2021-11-17,1200000,3H 35M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Time Hustler: Season 1 // O Cangaceiro do Futuro: Temporada 1,Yes,2022-12-25,1200000,4H 3M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Trinkets: Season 1,Yes,2019-06-14,1200000,4H 21M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Truth: Season 1 // 正体: シーズン1,No,NA,1200000,3H 30M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Upper Middle Bogan: Season 2,No,NA,1200000,3H 29M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,World Trigger: Season 2 // ワールドトリガー: 2ndシーズン,No,NA,1200000,4H 39M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Zenshu: Season 1 // 全修。: シーズン1,No,NA,1200000,4H 47M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,28 Days Haunted: Season 1,No,2022-10-21,1100000,3H 31M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,ARA San Juan: The Submarine that Disappeared: Limited Series // ARA San Juan: El submarino que desapareció: Miniserie,Yes,2024-03-07,1100000,3H 48M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Ballers: Season 5,No,NA,1100000,3H 45M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Blown Away: Season 1,No,2019-07-12,1100000,3H 55M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Boruto: Naruto Next Generations: Season 19 // BORUTO ボルト NEXT GENERATIONS: 迷宮遊戯編,No,NA,1100000,3H 11M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Chappelle's Show: Season 2,No,NA,1100000,4H 2M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,DOTA: Dragon's Blood: Book 3,Yes,2022-08-11,1100000,3H 35M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Family Business: Season 3,Yes,2021-10-08,1100000,3H 34M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Fast & Furious Spy Racers: Season 3: Sahara,Yes,2020-12-26,1100000,3H 11M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Holi-Day: Season 1 // 拜六禮拜: 第 1 季 // 拜六礼拜: 第 1 季,No,NA,1100000,3H 57M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Kath and Kim: Season 3,Yes,NA,1100000,3H 20M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Lopez vs. Lopez: Season 2,No,NA,1100000,3H 35M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Mary Kills People (2017): Season 2,No,NA,1100000,4H 20M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Nailed It!: Season 6,No,2021-09-15,1100000,3H 22M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Nothing to See Here: Season 1 // Ojitos de Huevo: Temporada 1,Yes,2023-11-17,1100000,3H 23M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Pirate Gold of Adak Island: Season 1,Yes,2022-06-29,1100000,3H 56M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Saudi Pro League: Kickoff: Season 1 // الدوري السعودي: موسم 1,Yes,2024-11-21,1100000,4H 23M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Spy Kids: Mission Critical: Season 1,Yes,2018-04-20,1100000,4H 5M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Team Zenko Go: Season 2,Yes,2022-08-08,1100000,4H 3M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Chosen One: Season 1 // El Elegido: Temporada 1,Yes,2023-08-16,1100000,4H 19M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Upin&Ipin: Season 16,No,NA,1100000,4H 19M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Upper Middle Bogan: Season 3,No,NA,1100000,3H 40M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Ushijima The Loan Shark: Season 2 // 闇金ウシジマくん: シーズン2,No,NA,1100000,3H 31M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Wellmania: Season 1,Yes,2023-03-29,1100000,4H 9M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,5 Ways To Socially Exclude My Husband: Season 1 // 夫を社会的に抹殺する5つの方法: シーズン1,No,NA,1000000,3H 52M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Bad Education: Season 2,No,NA,1000000,3H 22M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Chicago Party Aunt: Part 2,Yes,2022-12-30,1000000,3H 23M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Crims (2020): Season 0,No,NA,1000000,3H 39M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Evening Drink Style: Season 1 // 晩酌の流儀: シーズン1,No,NA,1000000,3H 40M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Far From Home: Season 1,Yes,2022-12-16,1000000,3H 36M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Fast & Furious Spy Racers: Season 4: Mexico,Yes,2021-04-16,1000000,3H 11M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Girls5eva: Season 1,No,2023-02-01,1000000,3H 48M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,McGREGOR FOREVER: Limited Series,Yes,2023-05-17,1000000,3H 27M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Norsemen: Season 1,Yes,2017-08-17,1000000,3H 5M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Reporting for Duty: Season 1 // B.O.: Temporada 1,Yes,2023-09-06,1000000,3H 47M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Solo Camping for Two: Season 1 // ふたりソロキャンプ: シーズン1,No,NA,1000000,3H 18M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Supa Team 4: Season 2,Yes,2023-12-21,1000000,3H 38M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Kominsky Method: Season 2,Yes,2019-10-25,1000000,3H 23M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Pharmacist: Limited Series,Yes,2020-02-05,1000000,3H 35M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Trailer Park Boys: Jail: Season 1,No,NA,1000000,3H 54M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,"Ada Twist, Scientist: Season 1",Yes,2021-09-28,900000,2H 57M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Capital: Season 1,No,NA,900000,3H 1M 0S,300000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Captive Heart: Season 1 // ใจขังเจ้า: ซีซั่น 1,No,NA,900000,2H 57M 0S,300000
