source,report,title,available_globally,release_date,hours_viewed,runtime,views
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Snack Shack,No,NA,5900000,1H 52M 0S,3200000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Kemah Terlarang: Kesurupan Massal,No,NA,5800000,1H 50M 0S,3200000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Room Next Door (2024),No,NA,5700000,1H 46M 0S,3200000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Hubie Halloween,Yes,2020-10-07,5600000,1H 44M 0S,3200000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Tall Girl 2,Yes,2022-02-11,5500000,1H 42M 0S,3200000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Bruce Almighty,No,NA,5400000,1H 41M 0S,3200000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Charlotte's Web (2006),No,NA,5200000,1H 38M 0S,3200000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Final Destination,No,NA,5200000,1H 38M 0S,3200000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Boy in the Striped Pajamas,No,NA,5100000,1H 35M 0S,3200000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Ritual,No,2018-02-09,5100000,1H 35M 0S,3200000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Platform // El hoyo,No,2020-03-20,5000000,1H 34M 0S,3200000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Slender Man,No,NA,4900000,1H 33M 0S,3200000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Pangolin: Kulu’s Journey,Yes,2025-04-21,4800000,1H 30M 0S,3200000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,American Gangster (2007),No,NA,8200000,2H 37M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,El infierno,No,NA,7800000,2H 29M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Bad Boys II,No,NA,7500000,2H 27M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Flash (2022),No,NA,7500000,2H 24M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,GoodFellas,No,NA,7400000,2H 25M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Cabrini,No,NA,7300000,2H 22M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Unbroken (2014),No,NA,7200000,2H 18M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Day After Tomorrow,No,NA,6500000,2H 4M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Frida (2002),No,NA,6400000,2H 3M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,6 Bullets,No,NA,6000000,1H 55M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Luckiest Girl Alive,Yes,2022-10-07,6000000,1H 55M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Bricklayer (2023),No,NA,5700000,1H 50M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Gelin Takımı,No,NA,5600000,1H 49M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Spaceman,Yes,2024-03-01,5600000,1H 49M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Frozen Ground,No,NA,5400000,1H 45M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Tourist (2010),No,NA,5300000,1H 44M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Four Good Days,No,NA,5200000,1H 41M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Two Weeks Notice,No,NA,5200000,1H 41M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Don't Tell Mom the Babysitter's Dead (2024),No,NA,5100000,1H 39M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Little Rascals Save the Day,No,NA,5100000,1H 38M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Clifford the Big Red Dog (2021),No,NA,5000000,1H 37M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Daddy's Home (2015),No,NA,5000000,1H 37M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Underdogs // Metegol,No,NA,5000000,1H 37M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Curse of the Seven Seas // Santet Segoro Pitu,Yes,NA,4800000,1H 34M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,American Pie Presents: Band Camp,No,NA,4700000,1H 31M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Goosebumps 2: Haunted Halloween,No,NA,4700000,1H 30M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Barbie & Chelsea: The Lost Birthday,No,NA,3200000,1H 2M 0S,3100000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Saripodhaa Sanivaaram,No,NA,8700000,2H 52M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Mission: Impossible - Ghost Protocol,No,NA,6800000,2H 14M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Karate Kid (1984),No,NA,6400000,2H 7M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,20th Century Girl // 20세기 소녀,Yes,2022-10-21,6000000,2H 1M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,That's My Boy (2012),No,NA,5800000,1H 55M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Night School (2018),No,NA,5600000,1H 51M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Rifle Club,No,NA,5600000,1H 52M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Last Mercenary // Le dernier mercenaire,Yes,2021-07-30,5600000,1H 52M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Five Nights at Freddy's,No,NA,5500000,1H 49M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Ghost Rider,No,NA,5500000,1H 50M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Next Gen,Yes,2018-09-07,5300000,1H 46M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Aloha,No,NA,5200000,1H 45M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,"The Haunted Apartment ""Miss K"" // Panggonan Wingit 2 ""Miss K""",Yes,NA,5200000,1H 43M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Invitation (2022),No,NA,5200000,1H 45M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Resort to Love,Yes,2021-07-29,5100000,1H 42M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Happy Feet Two,No,NA,5000000,1H 39M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Tenor // Ténor,No,NA,5000000,1H 41M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Kingdom: Ashin of the North // 킹덤: 아신전,Yes,2021-07-23,4700000,1H 34M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,River Runs Red,No,NA,4700000,1H 34M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Pig (2021),No,NA,4600000,1H 31M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Gifted Hands: The Ben Carson Story,No,NA,4500000,1H 30M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Non Negotiable // No negociable,Yes,2024-07-26,4400000,1H 27M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,No One Gets Out Alive,Yes,2021-09-29,4300000,1H 27M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Avicii - My Last Show,No,2024-12-31,1500000,30M 0S,3000000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Fighter // फ़ाइटर,No,NA,7800000,2H 44M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Kingsman: The Golden Circle,No,NA,6900000,2H 22M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Missing (2003),No,NA,6600000,2H 17M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Sector 36 // सेक्टर 36,Yes,2024-09-13,5900000,2H 4M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Guillermo del Toro’s Pinocchio,Yes,2022-12-09,5800000,2H 2M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Outlaw King,Yes,2018-11-09,5800000,2H 2M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Hitman’s Bodyguard,No,2017-08-25,5800000,1H 58M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The In Between,No,2022-04-08,5700000,1H 58M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,RED 2,No,NA,5600000,1H 56M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Godzilla vs. Kong,No,NA,5500000,1H 53M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The 5th Wave,No,NA,5500000,1H 53M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Dampyr,No,NA,5400000,1H 50M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Dilemma,No,NA,5400000,1H 52M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Cells At Work! (2024) // はたらく細胞,Yes,NA,5300000,1H 51M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Girl Next Door (2004),No,NA,5300000,1H 50M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,"You, Me and Dupree",No,NA,5300000,1H 49M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,About Family // 대가족,No,NA,5200000,1H 47M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Unbearable Weight of Massive Talent,No,NA,5200000,1H 47M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Here (2024),No,NA,5100000,1H 44M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Thanksgiving (2023),No,NA,5100000,1H 46M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,In Good Hands 2 // Sen Büyümeye Bak,Yes,2024-05-23,4900000,1H 40M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Babysitter: Killer Queen,Yes,2020-09-10,4900000,1H 42M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Hangover: Part II,No,NA,4900000,1H 42M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Rim of the World,Yes,2019-05-24,4800000,1H 39M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Dog Gone,Yes,2023-01-13,4700000,1H 36M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Predestination,No,NA,4700000,1H 38M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Viking Wolf // Vikingulven,Yes,2023-02-03,4700000,1H 37M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Work It,Yes,2020-08-07,4600000,1H 34M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Marmaduke,No,2022-05-06,4400000,1H 30M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Fatal Affair,Yes,2020-07-16,4300000,1H 30M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Open Season: Scared Silly,No,NA,4100000,1H 25M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Babysitter,Yes,2017-10-13,4100000,1H 26M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Barbie Princess Adventure,Yes,NA,3500000,1H 12M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Ivy + Bean,Yes,2022-09-02,2800000,57M 0S,2900000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Animal // ऐनिमल,Yes,NA,9300000,3H 21M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Ghost (1990),No,NA,6000000,2H 7M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Accountant (2016),No,NA,5900000,2H 8M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Beautiful Game,Yes,2024-03-29,5900000,2H 6M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Poison Sangga: The Homewrecker's Curse // Racun Sangga: Santet Pemisah Rumah Tangga,No,NA,5500000,1H 58M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Rogue City // Bronx,No,2020-10-30,5500000,1H 56M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,In the Shadow of the Moon,Yes,2019-09-27,5400000,1H 56M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Home Sweet Loan,Yes,NA,5300000,1H 52M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,No Pressure // Nic na siłę,Yes,2024-03-27,5300000,1H 53M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Father Figures (2017),No,NA,5200000,1H 53M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,My Future You,Yes,NA,5200000,1H 50M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Sand Castle,Yes,2017-04-21,5200000,1H 53M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Interview (2014),No,NA,5200000,1H 52M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Long Game (2023),No,NA,5200000,1H 52M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,A True Gentleman // Tam Bir Centilmen,Yes,2024-09-26,5100000,1H 51M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Dirt,Yes,2019-03-22,5000000,1H 48M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Last Airbender,No,NA,4900000,1H 44M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Storied Life of A.J. Fikry,No,NA,4900000,1H 45M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Girl in the Picture,Yes,2022-07-06,4800000,1H 43M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Little Fockers,No,NA,4700000,1H 39M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Awake,Yes,2021-06-09,4600000,1H 37M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Les Segpa,No,NA,4600000,1H 39M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,A Second Chance:  Rivals!,Yes,2021-07-23,4200000,1H 29M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Love is in the Air,Yes,2023-09-28,4100000,1H 29M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Jules (2023),No,NA,4000000,1H 27M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Problem Child (1990),No,NA,3800000,1H 21M 0S,2800000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Heat (1995),No,NA,7600000,2H 50M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Thangalaan,No,NA,6600000,2H 29M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Vicky Vidya ka Woh Wala Video // विकी विद्या का वो वाला वीडियो,Yes,NA,6500000,2H 22M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Maharaj // महाराज,Yes,2024-06-21,5800000,2H 11M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The First Slam Dunk,No,NA,5600000,2H 4M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Crew // क्रू,Yes,NA,5400000,2H 1M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,John Wick: Chapter 2,No,NA,5400000,2H 2M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Escape Plan,No,NA,5300000,1H 56M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Smile (2022),No,NA,5300000,1H 56M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Assassin's Creed,No,NA,5200000,1H 55M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Welcome Home Roscoe Jenkins,No,NA,5100000,1H 54M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Detective Conan: The Million-Dollar Pentagram // 劇場版 名探偵コナン 100万ドルの五稜星,No,NA,5000000,1H 50M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Rez Ball,Yes,2024-09-27,5000000,1H 53M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,My Hero Academia: You're Next // 僕のヒーローアカデミア THE MOVIE ユア ネクスト,No,NA,4900000,1H 50M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Deep End of the Ocean,No,NA,4900000,1H 49M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Happy Feet,No,NA,4800000,1H 48M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,When the Bough Breaks (2016),No,NA,4800000,1H 47M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Trollhunters: Rise of the Titans,Yes,2021-07-21,4700000,1H 46M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Larissa: The Other Side of Anitta // Larissa: O Outro Lado de Anitta,Yes,2025-03-06,4500000,1H 40M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,O Amor Dá Trabalho,No,NA,4500000,1H 41M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Unforgettable (2017),No,NA,4500000,1H 40M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Annabelle,No,NA,4400000,1H 39M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Nun (2018),No,NA,4400000,1H 37M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Wedding Season,Yes,2022-08-04,4400000,1H 39M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Obsessions // Takıntılar,No,NA,4300000,1H 37M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,See You on Venus,No,NA,4300000,1H 35M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,That's Amor,Yes,2022-08-25,4300000,1H 36M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Tout le bleu du ciel,No,2025-01-27,4300000,1H 37M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Underworld: Blood Wars,No,NA,4200000,1H 32M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Scarecrow // Espantaho,No,NA,4100000,1H 30M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,When in Rome (2010),No,NA,4100000,1H 31M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Zombieland,No,NA,4000000,1H 28M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Grave of the Fireflies // 火垂るの墓,No,NA,3900000,1H 28M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Haikyu!!: The Dumpster Battle // 劇場版ハイキュー!! ゴミ捨て場の決戦,No,NA,3800000,1H 24M 0S,2700000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Godfather (1972),No,NA,7700000,2H 58M 0S,2600000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,John Wick: Chapter 3 - Parabellum,No,NA,5700000,2H 11M 0S,2600000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Mauritanian,No,NA,5600000,2H 9M 0S,2600000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Golden Kamuy // ゴールデンカムイ,Yes,2024-05-19,5500000,2H 9M 0S,2600000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Rogue Agent,No,2022-07-27,5000000,1H 56M 0S,2600000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,RED (2010),No,NA,4900000,1H 51M 0S,2600000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Wonder,No,NA,4900000,1H 53M 0S,2600000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Afterlife of the Party,Yes,2021-09-02,4800000,1H 50M 0S,2600000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Dumplin',No,2018-12-07,4700000,1H 50M 0S,2600000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Stolen,Yes,2024-04-12,4700000,1H 47M 0S,2600000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,In the Tall Grass,Yes,2019-10-04,4500000,1H 42M 0S,2600000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Thaghut,No,NA,4500000,1H 43M 0S,2600000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Monster Hunter,No,NA,4400000,1H 43M 0S,2600000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Nobody Sleeps in the Woods Tonight // W lesie dziś nie zaśnie nikt,Yes,2020-03-20,4400000,1H 43M 0S,2600000
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Princess Switch,Yes,2018-11-16,4400000,1H 42M 0S,2600000
