gutenberg_id,language,total_languages
8917,de,1
8918,en,1
8919,de,1
8920,en,1
8921,de,1
8922,de,1
8923,de,1
8924,en,1
8925,de,1
8926,de,1
8927,de,1
8928,en,1
8929,en,1
8930,en,1
8931,en,1
8932,en,1
8933,en,1
8934,en,1
8935,en,1
8936,en,1
8937,en,1
8938,en,1
8939,en,1
8940,en,1
8941,en,1
8942,en,1
8943,en,1
8944,en,1
8945,en,1
8946,fr,1
8947,en,1
8948,en,1
8949,en,1
8950,en,1
8951,en,1
8952,en,1
8953,en,1
8954,en,1
8955,en,1
8956,en,1
8957,en,1
8958,en,1
8959,en,1
8960,en,1
8961,de,1
8962,en,1
8963,en,1
8964,de,1
8965,en,1
8966,en,1
8967,en,1
8968,en,1
8969,en,1
8970,en,1
8971,en,1
8972,en,1
8973,en,1
8974,en,1
8975,en,1
8976,en,1
8977,en,1
8978,en,1
8979,en,1
8980,en,1
8981,en,1
8982,en,1
8983,en,1
8984,en,1
8985,en,1
8986,en,1
8987,en,1
8988,en,1
8989,en,1
8990,en,1
8991,en,1
8992,en,1
8993,en,1
8994,en,1
8995,en,1
8996,en,1
8997,en,2
8997,la,2
8998,en,1
8999,de,1
9000,sa,1
9001,en,1
9002,en,1
9003,en,1
9004,en,1
9005,en,1
9006,en,1
9007,en,1
9008,en,1
9009,en,1
9010,en,1
9011,en,1
9012,en,1
9013,en,1
9014,en,1
9015,en,1
9016,en,1
9017,en,1
9018,en,1
9019,en,1
9020,en,1
9021,en,1
9022,en,1
9023,en,1
9024,en,1
9025,en,1
9026,en,1
9027,en,1
9028,en,1
9029,en,1
9030,en,1
9031,en,1
9032,en,1
9033,en,1
9034,en,1
9035,en,1
9036,en,1
9037,en,1
9038,en,1
9039,en,1
9040,en,1
9041,en,1
9042,en,1
9043,en,1
9044,de,1
9045,de,1
9046,de,1
9047,en,1
9048,en,1
9049,de,1
9050,en,1
9051,en,1
9052,en,1
9053,fr,1
9054,en,1
9055,en,1
9056,en,1
9057,en,1
9058,de,1
9059,de,1
9060,en,1
9061,en,1
9062,de,1
9063,en,1
9064,de,1
9065,de,1
9066,de,1
9067,en,1
9068,en,1
9069,en,1
9070,en,1
9071,en,1
9072,en,1
9073,en,1
9074,en,1
9075,en,1
9076,en,1
9077,en,1
9078,en,1
9079,en,1
9080,en,1
9081,en,1
9082,fi,1
9083,de,1
9084,de,1
9085,de,1
9086,de,1
9087,en,1
9088,en,1
9089,en,1
9090,en,2
9090,la,2
9091,en,1
9092,en,1
9093,en,1
9094,en,1
9095,en,1
9096,en,1
9097,en,1
9098,en,1
9099,de,1
9100,en,1
9101,en,1
9102,en,1
9103,en,1
9104,en,1
9105,en,1
9106,en,1
9107,en,1
9108,de,1
9109,en,1
9110,de,1
9111,en,1
9112,en,1
9113,en,1
9114,en,1
9115,en,1
9143,en,1
9145,en,1
9146,en,1
9147,en,1
9148,en,1
9149,en,1
9150,en,1
9151,en,1
9152,en,1
9153,en,1
9154,en,1
9155,en,1
9156,en,1
9157,de,1
9158,de,1
9159,de,1
9160,de,1
9161,en,1
9162,en,1
9163,en,1
9164,en,1
9165,en,1
9166,en,1
9167,en,1
9168,en,1
9169,en,1
9170,en,1
9171,en,1
9172,en,1
9173,en,1
9174,en,1
9175,en,2
9175,la,2
9176,en,1
9177,en,1
9178,de,1
9179,en,1
9180,en,1
9181,de,1
9182,en,1
9183,en,1
9184,en,1
9185,en,1
9186,de,1
9187,de,1
9188,en,1
9189,en,1
9190,en,1
9191,en,1
9192,en,1
9193,en,1
9194,en,1
9195,en,1
9196,en,1
9197,en,1
9198,en,1
9199,en,1
9200,de,1
9201,en,1
9202,en,1
9203,en,1
9204,en,1
9205,en,1
9206,en,1
9207,en,1
9208,en,1
9209,en,1
9210,en,1
9211,en,1
9212,en,1
9213,en,1
9214,en,1
9215,en,1
9216,en,1
9217,en,1
9218,en,1
9219,en,1
9220,en,1
9221,en,1
9222,en,1
9223,en,1
9224,en,1
9225,en,1
9226,en,1
9227,en,1
9228,en,1
9229,en,1
9230,en,1
9231,en,1
9232,en,1
9233,en,1
9234,en,1
9235,en,1
9236,en,1
9237,en,1
9238,en,1
9239,en,1
9240,en,1
9241,en,1
9242,en,1
9243,en,1
9244,en,1
9245,en,1
9246,en,1
9247,en,1
9248,en,1
9249,en,1
9250,en,1
9251,en,1
9252,en,1
9253,en,1
9254,en,1
9255,en,1
9256,en,1
9257,en,1
9258,en,1
9259,en,1
9260,de,1
9261,fr,1
9262,fr,1
9263,en,1
9264,da,1
9265,en,1
9266,en,1
9267,en,1
9268,en,1
9269,en,1
9270,en,1
9271,en,1
9272,en,1
9273,en,1
9274,en,1
9275,en,1
9276,en,1
9277,en,1
9278,en,1
9279,en,1
9280,en,1
9281,en,1
9282,en,1
9283,en,1
9284,en,1
9285,en,1
9286,en,1
9287,en,1
9288,en,1
9289,en,1
9290,en,1
9291,en,1
9292,en,1
9293,en,1
9294,en,1
9295,en,1
9296,en,1
9297,en,1
9298,en,1
9299,en,1
9300,en,1
9301,en,1
9302,it,1
9303,en,1
9304,en,1
9305,en,1
9306,en,1
9307,en,1
9308,en,1
9309,en,1
9310,en,1
9311,en,1
9312,en,1
9313,en,1
9314,en,1
9315,en,1
9316,en,1
9317,en,1
9318,en,1
9319,en,1
9320,en,1
9321,en,1
9322,en,1
9323,en,1
9324,en,1
9325,de,1
9326,de,1
9327,de,1
9328,en,1
9329,en,1
9330,en,1
9331,en,1
9332,en,1
9333,en,1
9334,en,1
9335,de,1
9336,en,1
9337,en,1
9338,en,1
9339,en,1
9340,en,1
9341,en,1
9342,en,1
9343,en,1
9344,en,1
9345,en,1
9346,en,1
9347,en,1
9348,en,1
9349,en,1
9350,en,1
9351,en,1
9352,en,1
9353,en,1
9354,en,1
9355,en,1
9356,en,1
9357,en,1
9358,en,1
9359,en,1
9360,en,1
9361,en,1
9362,en,1
9363,en,1
9364,en,1
9365,en,1
9366,en,1
9367,en,1
9368,en,1
9369,de,1
9370,en,1
9371,en,1
9372,en,1
9373,en,1
9374,en,1
9375,de,1
9376,en,1
9377,en,1
9378,en,1
9379,en,1
9380,en,1
9381,en,1
9382,en,1
9383,en,1
9384,en,1
9385,en,1
9386,en,1
9387,en,1
9388,en,1
9389,en,1
9390,en,1
9391,en,1
9392,en,1
9393,en,1
9394,en,1
9395,en,1
9396,en,1
9397,en,1
9398,en,1
9399,en,1
9400,en,1
9401,en,1
9402,en,1
9403,en,1
9404,en,1
9405,en,1
9406,en,1
9407,en,1
9408,en,1
9409,en,1
9410,en,1
9411,en,1
9412,en,1
9413,en,1
9414,en,1
9415,en,1
9416,en,1
9417,en,1
9418,en,1
9419,en,1
9420,en,1
9421,en,1
9422,en,1
9423,en,1
9424,en,1
9425,en,1
9426,en,1
9427,en,1
9428,en,1
9429,en,1
9430,en,1
9431,en,1
9432,en,1
9433,en,1
9434,en,1
9435,en,1
9436,en,1
9437,en,1
9438,en,1
9439,en,1
9440,en,1
9441,en,1
9442,en,1
9443,en,1
9444,en,1
9445,en,1
9446,en,1
9447,en,1
9448,en,1
9449,en,1
9450,en,1
9451,en,1
9452,en,1
9453,fr,1
9454,en,1
9455,en,1
9456,en,1
9457,en,1
9458,en,1
9459,en,1
9460,en,1
9461,en,1
9462,en,1
9463,en,1
9464,en,1
9465,en,1
9466,en,1
9467,en,1
9468,en,1
9469,en,1
9470,en,1
9471,en,1
9472,en,1
9473,en,1
9474,en,1
9475,en,1
9476,en,1
9477,en,1
9478,en,1
9479,en,1
9480,en,1
9481,en,1
9482,en,1
9483,en,1
9484,en,1
9485,en,1
9486,en,1
9487,en,1
9488,en,1
9489,en,1
9490,en,1
9491,de,1
9492,en,1
9493,en,1
9494,de,1
9495,de,1
9496,de,1
9497,en,1
9498,en,1
9499,en,1
9500,en,1
9501,en,1
9502,en,1
9503,en,1
9504,en,1
9505,en,1
9506,en,1
9507,en,1
9508,en,1
9509,en,1
9510,en,1
9511,en,1
9512,en,1
9513,en,1
9514,en,1
9515,en,1
9516,en,1
9517,en,1
9518,en,1
9519,en,1
9520,en,1
9521,en,1
9522,en,1
9523,en,1
9524,en,1
9525,en,1
9526,en,1
9527,en,1
9528,en,1
9529,en,1
9530,en,1
9531,en,1
9532,en,1
9533,en,1
9534,en,1
9535,en,1
9536,en,1
9537,en,1
9538,en,1
9539,en,1
9540,en,1
9541,en,1
9542,en,1
9543,en,1
9544,en,1
9545,en,1
9546,en,1
9547,en,1
9548,en,1
9549,en,1
9550,en,1
9551,en,1
9552,en,1
9553,en,1
9554,en,1
9555,en,1
9556,en,1
9557,en,1
9558,en,1
9559,en,1
9560,en,1
9561,en,1
9562,en,1
9563,en,1
9564,en,1
9565,en,1
9566,en,1
9567,en,1
9568,en,1
9569,en,1
9570,en,1
9571,en,1
9572,en,1
9573,en,1
9574,en,1
9575,en,1
9576,en,1
9577,en,1
9578,en,1
9579,en,1
9580,en,1
9581,en,1
9582,en,1
9583,en,1
9584,en,1
9585,en,1
9586,en,1
9587,en,1
9588,en,1
9589,en,1
9590,en,1
9591,en,1
9592,en,1
9593,en,1
9594,en,1
9595,en,1
9596,en,1
9597,en,1
9598,en,1
9599,en,1
9600,en,1
9601,en,1
9602,en,1
9603,en,1
9604,en,1
9605,en,1
9606,en,1
9607,en,1
9608,en,1
9609,en,1
9610,en,1
9611,en,1
9612,en,1
9613,en,1
9614,en,1
9615,en,1
9616,en,1
9617,en,1
9618,en,1
9619,en,1
9620,en,1
9621,en,1
9622,en,1
9623,de,1
9624,en,1
9625,en,1
9626,en,1
9627,en,1
9628,en,1
9629,en,1
9630,en,1
9631,en,1
9632,de,1
9633,en,1
9634,en,1
9635,en,1
9636,en,1
9637,fr,1
9638,fr,1
9639,fr,1
9640,en,1
9641,it,1
9642,it,1
9643,fr,1
9644,fr,1
9645,fr,1
9646,la,1
9647,en,1
9648,en,1
9649,en,1
9650,en,1
9651,en,1
9652,en,1
9653,en,1
9654,pt,1
9655,fr,1
9656,en,1
9657,en,1
9658,en,1
9659,en,1
9660,en,1
9661,en,1
9662,en,1
9663,en,1
9664,en,1
9665,en,1
9666,en,1
9667,en,1
9668,en,1
9669,en,1
9670,en,1
9671,en,1
9672,en,1
9673,en,1
9674,en,1
9675,en,1
9676,en,1
9677,en,1
9678,en,1
9679,en,1
9680,en,1
9681,en,1
9682,en,1
9683,en,1
9684,en,1
9685,en,1
9686,en,1
9687,en,1
9688,en,1
9689,en,1
9690,en,1
9691,en,1
9692,en,1
9693,en,1
9694,en,1
9695,en,1
9696,en,1
9697,en,1
9698,en,1
9699,en,1
9700,ang,2
9700,en,2
9701,ang,2
9701,en,2
9702,en,1
9703,en,1
9704,en,1
9705,en,1
9706,en,1
9707,en,1
9708,en,1
9709,en,1
9710,en,1
9711,en,1
9712,en,1
9713,en,1
9714,en,1
9715,en,1
9716,en,1
9717,en,1
9718,en,1
9719,en,1
9720,en,1
9721,en,1
9722,en,1
9723,en,1
9724,en,1
9725,en,1
9726,en,1
9727,en,1
9728,en,1
9729,en,1
9730,en,1
9731,en,1
9732,en,1
9733,en,1
9734,en,1
9735,en,1
9736,en,1
9737,en,1
9738,en,1
9739,en,1
9740,en,1
9741,en,1
9742,en,1
9743,en,1
9744,en,1
9745,en,1
9746,en,1
9747,en,1
9748,en,1
9749,en,1
9750,en,1
9751,en,1
9752,en,1
9753,en,1
9754,en,1
9755,en,1
9756,en,1
9757,en,1
9758,en,1
9759,en,1
9760,en,1
9761,en,1
9762,en,1
9763,en,1
9764,en,1
9765,en,1
9766,en,1
9767,en,1
9768,en,1
9769,en,1
9770,en,1
9771,en,1
9772,en,1
9773,en,1
9774,en,1
9775,en,1
9776,en,1
9777,en,1
9778,en,1
9779,en,1
9780,en,1
9781,en,1
9782,en,1
9783,en,1
9784,en,1
9785,en,1
9786,en,1
9787,en,1
9788,en,1
9789,en,1
9790,en,1
9791,en,1
9792,en,1
9793,en,1
9794,en,1
9795,en,1
9796,en,1
9797,en,1
9798,en,1
9799,en,1
9800,en,1
9801,en,1
9802,de,1
9803,en,1
9804,en,1
9805,en,1
9806,en,1
9807,en,1
9808,en,1
9809,en,1
9810,de,1
9811,en,1
9812,en,1
9813,en,1
9814,en,1
9815,en,1
9816,en,1
9817,en,1
9818,fr,1
9819,en,1
9820,en,1
9821,en,1
9822,en,1
9823,en,1
9824,fr,1
9825,en,1
9826,en,1
9827,sv,1
9828,sv,1
9829,en,1
9830,en,1
9831,en,1
9832,en,1
9833,en,1
9834,en,1
9835,en,1
9836,en,1
9837,en,1
9838,en,1
9839,en,1
9840,en,1
9841,en,1
9842,cy,2
9842,en,2
9843,da,1
9844,en,1
9845,en,1
9846,en,1
9847,en,1
9848,en,1
9849,en,1
9850,en,1
9851,en,1
9852,en,1
9853,en,1
9854,en,1
9855,en,1
9856,en,1
9857,en,1
9858,en,1
9859,de,1
9860,de,1
9861,de,1
9862,en,1
9863,en,1
9864,en,1
9865,en,1
9866,en,1
9867,en,1
9868,en,1
9869,en,1
9870,en,1
9871,en,1
9872,en,1
9873,en,1
9874,en,1
9875,de,1
9876,en,1
9877,en,1
9878,en,1
9879,en,1
9880,en,1
9881,en,1
9882,en,1
9883,en,1
9884,en,1
9885,en,1
9886,en,1
9887,en,1
9888,en,1
9889,en,1
9890,es,1
9891,fr,1
9892,fr,1
9893,fr,1
9894,fr,1
9895,es,1
9896,en,1
9897,en,1
9898,en,1
9899,en,1
9900,en,1
9901,en,1
9902,en,1
9903,en,1
9904,en,1
9905,en,1
9906,en,1
9907,en,1
9908,en,1
9909,en,1
9910,en,1
9911,en,1
9912,en,1
9913,en,1
9914,en,1
9915,en,1
9916,en,1
9917,en,1
9918,en,1
9919,en,1
9920,en,1
9921,en,1
9922,en,1
9923,en,1
9924,en,1
9925,en,1
9926,en,1
9927,en,1
9928,en,1
9929,en,1
9930,en,1
9931,en,1
9932,en,1
9933,en,1
9934,en,1
9935,en,1
9936,en,1
9937,en,1
9938,en,1
9939,en,1
9940,en,1
9941,en,1
9942,en,1
9943,en,1
9944,en,1
9945,fr,1
9946,en,1
9947,en,1
9948,en,1
9949,en,1
9950,de,1
9951,sv,1
9952,en,1
9953,en,1
9954,en,1
9955,en,1
9956,en,1
9957,en,1
9958,en,1
9959,en,1
9960,en,1
9961,en,1
9962,en,1
9963,en,1
9964,en,1
9965,en,1
9966,en,1
9967,en,1
9968,en,1
9969,en,1
9970,en,1
9971,en,1
9972,en,1
9973,en,1
9974,en,1
9975,en,1
9976,fr,1
9977,de,1
9978,en,1
9979,en,1
9980,es,1
9981,en,1
9982,en,1
9983,en,1
9984,en,1
9985,en,1
9986,en,1
9987,en,1
9988,en,1
9989,en,1
9990,en,1
9991,en,1
9992,en,1
9993,en,1
9994,en,1
9995,en,1
9996,en,1
9997,en,1
9998,en,1
9999,en,1
10000,en,1
10001,en,1
10002,en,1
10003,en,1
10004,en,1
10005,en,1
10006,en,1
10007,en,1
10008,en,1
10009,en,1
10010,en,1
10011,en,1
10012,en,1
10013,en,1
10014,en,1
10015,en,1
10016,en,1
10017,en,1
10018,en,1
10019,en,1
10020,en,1
10021,en,1
10022,en,1
10023,en,1
10024,en,1
10025,en,1
10026,en,1
10027,en,1
10028,en,1
10029,en,1
10030,en,1
10031,en,1
10032,en,1
10033,en,1
10034,en,1
10035,en,1
10036,en,1
10037,en,1
10038,en,1
10039,en,1
10040,ale,2
10040,en,2
10041,en,1
10042,en,1
10043,en,1
10044,en,1
10045,en,1
10046,en,1
10047,en,1
10048,en,1
10049,en,1
10050,en,1
10051,en,1
10052,en,1
10053,fr,1
10054,la,1
10055,de,1
10056,en,1
10057,en,1
10058,en,1
10059,en,1
10060,en,1
10061,fr,1
10062,en,1
10063,en,1
10064,en,1
10065,en,1
10066,en,1
10067,en,1
10068,en,1
10069,en,1
10070,en,1
10071,en,1
10072,en,1
10073,en,1
10074,en,1
10075,en,1
10076,en,1
10077,en,1
10078,en,1
10079,en,1
10080,en,1
10081,en,1
10082,en,1
10083,en,1
10084,en,1
10085,en,1
10086,en,1
10087,en,1
10088,en,1
10089,en,1
10090,en,1
10091,en,1
10092,en,1
10093,en,1
10094,en,1
10095,en,1
10096,en,1
10097,en,1
10098,en,1
10099,en,1
10100,en,1
10101,en,1
10102,en,1
10103,en,1
10104,en,1
10105,en,1
10106,en,1
10107,en,1
10108,en,1
10109,en,1
10110,en,1
10111,en,1
10112,en,1
10113,nl,1
10114,en,1
10115,en,1
10116,en,1
10117,sv,1
10118,en,1
10119,en,1
10120,en,1
10121,en,1
10122,en,1
10123,en,1
10124,en,1
10125,en,1
10126,en,1
10127,en,1
10128,en,1
10129,en,1
10130,en,1
10131,en,1
10132,en,1
10133,en,1
10134,en,1
10135,en,1
10136,en,1
10137,en,1
10138,en,1
10139,en,1
10140,en,1
10141,en,1
10142,en,1
10143,en,1
10144,en,1
10145,en,1
10146,en,1
10147,en,1
10148,en,1
10149,en,1
10150,en,1
10151,en,1
10152,en,1
10153,en,1
10154,en,1
10155,en,1
10156,it,1
10157,en,1
10158,en,1
10159,en,1
10160,fr,1
10161,en,1
10162,en,1
10163,en,1
10164,en,1
10165,en,1
10166,en,1
10167,en,1
10168,en,1
10169,en,1
10170,en,1
10171,en,1
10172,en,1
10173,en,1
10174,en,1
10175,en,1
10176,en,1
10177,en,1
10178,en,1
10179,en,1
10180,en,1
10181,en,1
10182,en,1
10183,en,1
10184,en,1
10185,en,1
10186,en,1
10187,en,1
10188,en,1
10189,en,1
10190,en,1
10191,en,1
10192,en,1
10193,en,1
10194,en,1
10195,en,1
10196,en,1
10197,en,1
10198,en,1
10199,en,1
10200,en,1
10201,en,1
10202,en,1
10203,en,1
10204,en,1
10205,en,1
10206,en,1
10207,en,1
10208,en,1
10209,en,1
10210,en,1
10211,en,1
10212,en,1
10213,en,1
10214,en,1
10215,it,1
10216,en,1
10217,en,1
10218,da,1
10219,en,1
10220,en,1
10221,en,1
10222,en,1
10223,de,1
10224,en,1
10225,en,1
10226,en,1
10227,en,1
10228,es,1
10229,en,1
10230,en,1
10231,en,1
10232,en,1
10233,en,1
10234,en,1
10235,en,1
10236,en,2
10236,es,2
10237,en,1
10238,en,1
10239,en,1
10240,en,1
10241,en,1
10242,en,1
10243,en,1
10244,en,1
10245,en,1
10246,en,1
10247,en,1
10248,en,1
10249,en,1
10250,en,1
10251,en,1
10252,en,1
10253,en,1
10254,en,1
10255,es,1
10256,de,1
10257,yi,1
10258,en,1
10259,en,1
10260,en,1
10261,es,1
10262,es,1
10263,fr,1
10264,lt,1
10265,fi,1
10266,en,1
10267,en,1
10268,en,1
10269,en,1
10270,en,1
10271,de,1
10272,it,1
10273,it,1
10274,en,1
10275,it,1
10276,la,1
10277,en,1
10278,it,1
10279,en,1
10280,en,1
10281,en,1
10282,en,1
10283,en,1
10284,en,1
10285,en,1
10286,en,1
10287,en,1
10288,en,1
10289,fr,1
10290,fr,1
10291,en,1
10292,en,1
10293,es,1
10294,en,1
10295,en,1
10296,en,1
10297,en,1
10298,en,1
10299,en,1
10300,en,1
10301,en,1
10302,en,1
10303,en,1
10304,en,1
10305,en,1
10306,en,1
10307,en,1
10308,en,1
10309,en,1
10310,en,1
10311,en,1
10312,en,1
10313,en,1
10314,en,1
10315,en,1
10316,en,1
10317,en,1
10318,en,1
10319,en,1
10320,en,1
10321,en,1
10322,en,1
10323,en,1
10324,en,1
10325,en,1
10326,en,1
10327,en,1
10328,en,1
10329,en,1
10330,en,1
10331,en,1
10332,en,1
10333,en,1
10334,nl,1
10335,en,1
10336,en,1
10337,en,1
10338,en,1
10339,en,1
10340,en,1
10341,en,1
10342,en,1
10343,en,1
10344,en,1
10345,en,1
10346,fr,1
10347,en,1
10348,en,1
10349,nl,1
10350,en,1
10351,en,1
10352,en,1
10353,de,1
10354,de,1
10355,en,1
10356,en,1
10357,en,1
10358,en,1
10359,en,1
10360,en,1
10361,en,1
10362,en,1
10363,en,1
10364,en,1
10365,en,1
10366,en,1
10367,en,1
10368,en,1
10369,en,1
10370,en,1
10371,en,1
10372,en,1
10373,en,1
10374,en,1
10375,en,1
10376,en,1
10377,en,1
10378,en,1
10379,en,1
10380,en,1
10381,en,1
10382,en,1
10383,en,1
10384,fr,1
10385,fr,1
10386,en,1
10387,en,1
10388,en,1
10389,en,1
10390,en,1
10391,en,1
10392,en,1
10393,en,1
10394,en,1
10395,en,1
10396,en,1
10397,en,1
10398,en,1
10399,en,1
10400,nl,1
10401,en,1
10402,en,1
10403,en,1
10404,en,1
10405,en,1
10406,en,1
10407,en,1
10408,en,1
10409,en,1
10410,en,1
10411,en,1
10412,en,1
10413,en,1
10414,en,1
10415,en,1
10416,en,1
10417,en,1
10418,en,1
10419,en,1
10420,en,1
10421,en,1
10422,en,1
10423,en,1
10424,en,1
10425,de,1
10426,de,1
10427,en,1
10428,de,1
10429,en,1
10430,en,1
10431,en,1
10432,en,1
10433,en,1
10434,en,1
10435,en,1
10436,en,1
10437,en,1
10438,en,1
10439,en,1
10440,en,1
10441,en,1
10442,fr,1
10443,en,1
10444,en,1
10445,en,1
10446,en,1
10447,en,1
10448,en,1
10449,en,1
10450,en,1
10451,en,1
10452,en,1
10453,en,1
10454,en,1
10455,en,1
10456,en,1
10457,en,1
10458,en,1
10459,en,1
10460,en,1
10461,en,1
10462,en,1
10463,en,1
10464,en,1
10465,en,1
10466,en,1
10467,en,1
10468,en,1
10469,en,1
10470,en,1
10471,en,1
10472,en,1
10473,en,1
10474,en,1
10475,en,1
10476,en,1
10477,en,1
10478,en,1
10479,en,1
10480,fi,1
10481,fi,1
10482,en,1
10483,en,1
10484,en,1
10485,en,1
10486,en,1
10487,en,1
10488,en,1
10489,en,1
10490,en,1
10491,en,1
10492,fi,1
10493,en,1
10494,en,1
10495,en,1
10496,en,1
10497,en,1
10498,en,1
10499,en,1
10500,en,1
10501,en,1
10502,it,1
10503,en,1
10504,en,1
10505,en,1
10506,es,1
10507,de,1
10508,en,1
10509,en,1
10510,en,1
10511,en,1
10512,nl,1
10513,en,1
10514,nl,1
10515,en,1
10516,en,1
10517,en,1
10518,en,1
10519,en,1
10520,en,1
10521,en,1
10522,en,1
10523,en,1
10524,en,1
10525,en,1
10526,en,1
10527,en,1
10528,en,1
10529,en,1
10530,en,1
10531,en,1
10532,en,1
10533,en,1
10534,en,1
10535,en,1
10536,en,1
10537,en,1
10538,en,1
10539,en,1
10540,en,1
10541,en,1
10542,en,1
10543,en,1
10544,en,1
10545,en,1
10546,en,1
10547,en,1
10548,en,1
10549,en,1
10550,en,1
10551,en,1
10552,en,1
10553,en,1
10554,en,1
10555,en,1
10556,en,1
10557,en,1
10558,en,1
10559,en,1
10560,en,1
10561,en,1
10562,en,1
10563,en,1
10564,en,1
10565,en,1
10566,en,1
10567,en,1
10568,en,1
10569,en,1
10570,en,1
10571,en,1
10572,en,1
10573,en,1
10574,en,1
10575,en,1
10576,en,1
10577,en,1
10578,en,1
10579,en,1
10580,en,1
10581,en,1
10582,en,1
10583,en,1
10584,en,1
10585,en,1
10586,en,1
10587,en,1
10588,en,1
10589,en,1
10590,en,1
10591,en,1
10592,en,1
10593,en,1
10594,en,1
10595,en,1
10596,en,1
10597,en,1
10598,en,1
10599,en,1
10600,en,1
10601,en,1
10602,en,1
10603,en,1
10604,fr,1
10605,en,1
10606,en,1
10607,en,1
10608,en,1
10609,en,1
10610,en,1
10611,en,1
10612,en,1
10613,en,1
10614,en,1
10615,en,1
10616,en,1
10617,en,1
10618,en,1
10619,en,1
10620,en,1
10621,en,1
10622,en,1
10623,en,1
10624,en,1
10625,en,1
10626,en,1
10627,en,1
10628,en,1
10629,en,1
10630,en,1
10631,en,1
10632,en,1
10633,en,1
10634,en,1
10635,en,1
10636,en,1
10637,en,1
10638,en,1
10639,en,1
10640,en,1
10641,en,1
10642,en,1
10643,en,1
10644,en,1
10645,en,1
10646,en,1
10647,en,1
10648,en,1
10649,en,1
10650,en,1
10651,en,1
10652,en,1
10653,en,1
10654,en,1
10655,en,1
10656,en,1
10657,en,1
10658,en,1
10659,en,1
10660,en,1
10661,en,1
10662,en,1
10663,en,1
10664,nl,1
10665,en,1
10666,en,1
10667,en,1
10668,en,1
10669,en,1
10670,en,1
10671,en,1
10672,en,1
10673,en,1
10674,en,1
10675,en,1
10676,en,1
10677,en,1
10678,fr,1
10679,en,1
10680,fr,1
10681,en,1
10682,fr,1
10683,fr,1
10684,en,1
10685,fr,1
10686,da,1
10687,fr,1
10688,en,1
10689,fr,1
10690,en,1
10691,en,1
10692,en,1
10693,en,1
10694,en,1
10695,en,1
10696,en,1
10697,fr,1
10698,en,1
10699,en,1
10700,en,1
10701,en,1
10702,en,1
10703,en,1
10704,en,1
10705,en,1
10706,en,1
10707,en,1
10708,en,1
10709,en,1
10710,en,1
10711,en,1
10712,en,1
10713,en,1
10714,en,1
10715,en,1
10716,en,1
10717,en,1
10718,en,1
10719,en,1
10720,en,1
10721,en,1
10722,en,1
10723,en,1
10724,en,1
10725,en,1
10726,en,1
10727,en,1
10728,en,1
10729,en,1
10730,en,1
10731,en,1
10732,en,1
10733,en,1
10734,en,1
10735,en,1
10736,en,1
10737,en,1
10738,en,1
10739,en,1
10740,en,1
10741,en,1
10742,en,1
10743,en,1
10744,en,1
10745,en,1
10746,fr,1
10747,en,1
10748,en,1
10749,en,1
10750,en,1
10751,en,1
10752,bg,1
10753,en,1
10754,en,1
10755,en,1
10756,en,1
10757,en,1
10758,en,1
10759,en,1
10760,en,1
10761,en,1
10762,en,1
10763,en,1
10764,fr,1
10765,en,1
10766,en,1
10767,en,1
10768,fr,1
10769,en,1
10770,en,1
10771,en,1
10772,en,1
10773,en,1
10774,fr,1
10775,fr,1
10776,en,1
10777,en,1
10778,en,1
10779,en,1
10780,en,1
10781,en,1
10782,en,1
10783,en,1
10784,en,1
10785,en,1
10786,en,1
10787,en,1
10788,en,1
10789,en,1
10790,en,1
10791,en,1
10792,en,1
10793,en,1
10794,en,1
10795,en,1
10796,en,1
10797,en,1
10798,en,1
10799,en,1
10800,en,1
10801,en,1
10802,en,1
10803,en,1
10804,en,1
10805,en,1
10806,en,1
10807,en,1
10808,en,1
10809,en,1
10810,en,1
10811,en,1
10812,en,1
10813,en,1
10814,en,2
10814,es,2
10815,en,1
10816,en,1
10817,en,1
10818,en,1
10819,nl,1
10820,nl,1
10821,es,1
10822,es,1
10823,de,1
10824,fr,1
10825,es,1
10826,en,1
10827,en,1
10828,en,1
10829,da,1
10830,en,1
10831,en,1
10832,en,1
10833,en,1
10834,en,1
10835,en,1
10836,en,1
10837,en,1
10838,en,1
10839,en,1
10840,en,1
10841,fr,1
10842,en,1
10843,en,1
10844,en,1
10845,en,1
10846,en,1
10847,en,1
10848,en,1
10849,en,1
10850,en,1
10851,en,1
10852,en,1
10853,en,1
10854,en,1
10855,en,1
10856,en,1
10857,en,1
10858,en,1
10859,en,1
10860,en,1
10861,en,1
10862,en,1
10863,fi,1
10864,en,1
10865,en,1
10866,en,1
10867,en,1
10868,en,1
10869,en,1
10870,en,1
10871,en,1
10872,en,1
10873,en,1
10874,en,1
10875,en,1
10876,en,1
10877,en,1
10878,en,1
10879,en,1
10880,en,1
10881,en,1
10882,en,1
10883,en,1
10884,en,1
10885,en,1
10886,en,1
10887,en,1
10888,en,1
10889,en,1
10890,en,1
10891,en,1
10892,en,1
10893,en,1
10894,en,1
10895,en,1
10896,en,1
10897,en,1
10898,en,1
10899,en,1
10900,en,1
10901,en,1
10902,en,1
10903,en,1
10904,en,1
10905,en,1
10906,fr,1
10907,en,1
10908,en,1
10909,es,1
10910,en,1
10911,en,1
10912,en,1
10913,en,1
10914,de,1
10915,en,1
10916,en,1
10917,de,1
10918,en,1
10919,en,1
10920,en,1
10921,en,1
10922,en,1
