type,language,band,percent,year
General_Training,Arabic,8,0.05660759493670886,2024-2025
General_Training,Arabic,8.5,0.02020253164556962,2024-2025
General_Training,Arabic,9,0.0010126582278481013,2024-2025
General_Training,Bengali,<4,0.022789598108747044,2024-2025
General_Training,Bengali,4,0.03451536643026005,2024-2025
General_Training,Bengali,4.5,0.06591016548463358,2024-2025
General_Training,Bengali,5,0.09739952718676122,2024-2025
General_Training,Bengali,5.5,0.1111111111111111,2024-2025
General_Training,Bengali,6,0.14174940898345154,2024-2025
General_Training,Bengali,6.5,0.15640661938534278,2024-2025
General_Training,Bengali,7,0.1408983451536643,2024-2025
General_Training,Bengali,7.5,0.113096926713948,2024-2025
General_Training,Bengali,8,0.07952718676122932,2024-2025
General_Training,Bengali,8.5,0.03451536643026005,2024-2025
General_Training,Bengali,9,0.0020803782505910166,2024-2025
General_Training,Chinese,<4,0.015336269875376018,2024-2025
General_Training,Chinese,4,0.024145896003437903,2024-2025
General_Training,Chinese,4.5,0.050413622690159,2024-2025
General_Training,Chinese,5,0.08559840996991834,2024-2025
General_Training,Chinese,5.5,0.1264503652771809,2024-2025
General_Training,Chinese,6,0.163327245380318,2024-2025
General_Training,Chinese,6.5,0.15811667382896433,2024-2025
General_Training,Chinese,7,0.14329071766222604,2024-2025
General_Training,Chinese,7.5,0.13295015040825095,2024-2025
General_Training,Chinese,8,0.08095186935969059,2024-2025
General_Training,Chinese,8.5,0.018666738289643315,2024-2025
General_Training,Chinese,9,7.520412548345509e-4,2024-2025
General_Training,Dari,<4,0.028962188254223652,2024-2025
General_Training,Dari,4,0.0756234915526951,2024-2025
General_Training,Dari,4.5,0.19710378117457764,2024-2025
General_Training,Dari,5,0.2823813354786806,2024-2025
General_Training,Dari,5.5,0.19629927594529362,2024-2025
General_Training,Dari,6,0.1166532582461786,2024-2025
General_Training,Dari,6.5,0.058728881737731296,2024-2025
General_Training,Dari,7,0.024939662107803698,2024-2025
General_Training,Dari,7.5,0.014481094127111826,2024-2025
General_Training,Dari,8,0.004022526146419952,2024-2025
General_Training,Dari,8.5,8.045052292839903e-4,2024-2025
General_Training,Dari,9,0,2024-2025
General_Training,English,<4,0.0031573131265293236,2024-2025
General_Training,English,4,0.0064837680276941465,2024-2025
General_Training,English,4.5,0.017286289367748047,2024-2025
General_Training,English,5,0.041315697484298,2024-2025
General_Training,English,5.5,0.08751395419640742,2024-2025
General_Training,English,6,0.1564899698927641,2024-2025
General_Training,English,6.5,0.18130870629094642,2024-2025
General_Training,English,7,0.16083127544174192,2024-2025
General_Training,English,7.5,0.1371175986378449,2024-2025
General_Training,English,8,0.1144977053099241,2024-2025
General_Training,English,8.5,0.08115422347011264,2024-2025
General_Training,English,9,0.012843498753988927,2024-2025
General_Training,Farsi,<4,0.013243313425084393,2024-2025
General_Training,Farsi,4,0.02609711763178395,2024-2025
General_Training,Farsi,4.5,0.06115294728641911,2024-2025
General_Training,Farsi,5,0.10529732537003376,2024-2025
General_Training,Farsi,5.5,0.12399376785250585,2024-2025
General_Training,Farsi,6,0.13840560893274473,2024-2025
General_Training,Farsi,6.5,0.1600882887561672,2024-2025
General_Training,Farsi,7,0.13736691768371853,2024-2025
General_Training,Farsi,7.5,0.1146455466112698,2024-2025
General_Training,Farsi,8,0.09088548428979486,2024-2025
General_Training,Farsi,8.5,0.028044663723708126,2024-2025
General_Training,Farsi,9,7.790184367696703e-4,2024-2025
General_Training,Filipino,<4,0.020267408796660415,2024-2025
General_Training,Filipino,4,0.0392643233105451,2024-2025
General_Training,Filipino,4.5,0.09462157420291609,2024-2025
General_Training,Filipino,5,0.14580434388045252,2024-2025
General_Training,Filipino,5.5,0.17139572871922076,2024-2025
General_Training,Filipino,6,0.17175872708572812,2024-2025
General_Training,Filipino,6.5,0.1353378909794906,2024-2025
General_Training,Filipino,7,0.1011555448000484,2024-2025
General_Training,Filipino,7.5,0.0700586847359187,2024-2025
General_Training,Filipino,8,0.0392643233105451,2024-2025
General_Training,Filipino,8.5,0.010647952084215621,2024-2025
General_Training,Filipino,9,4.234980942585759e-4,2024-2025
General_Training,French,<4,0.03934484600320456,2024-2025
General_Training,French,4,0.055011572013530345,2024-2025
General_Training,French,4.5,0.09827309951931636,2024-2025
General_Training,French,5,0.12524479259391133,2024-2025
General_Training,French,5.5,0.1490119280754851,2024-2025
General_Training,French,6,0.14224675093466263,2024-2025
General_Training,French,6.5,0.1154530888374577,2024-2025
General_Training,French,7,0.09266512373152928,2024-2025
General_Training,French,7.5,0.08750222538721736,2024-2025
General_Training,French,8,0.06782980238561509,2024-2025
General_Training,French,8.5,0.025636460744169486,2024-2025
General_Training,French,9,0.0017803097739006585,2024-2025
General_Training,German,<4,0.004291845493562232,2024-2025
General_Training,German,4,8.583690987124463e-4,2024-2025
General_Training,German,4.5,0.007725321888412017,2024-2025
General_Training,German,5,0.026180257510729613,2024-2025
General_Training,German,5.5,0.050643776824034335,2024-2025
General_Training,German,6,0.08927038626609442,2024-2025
General_Training,German,6.5,0.1446351931330472,2024-2025
General_Training,German,7,0.15236051502145923,2024-2025
General_Training,German,7.5,0.18326180257510727,2024-2025
General_Training,German,8,0.21373390557939914,2024-2025
General_Training,German,8.5,0.12145922746781115,2024-2025
General_Training,German,9,0.005579399141630901,2024-2025
General_Training,Gujarati,<4,0.007946878583428891,2024-2025
General_Training,Gujarati,4,0.015093735832955544,2024-2025
General_Training,Gujarati,4.5,0.0283207552201392,2024-2025
General_Training,Gujarati,5,0.05002800074668658,2024-2025
General_Training,Gujarati,5.5,0.07194858529560788,2024-2025
General_Training,Gujarati,6,0.1694711858982906,2024-2025
General_Training,Gujarati,6.5,0.2668604496119896,2024-2025
General_Training,Gujarati,7,0.2121923251286701,2024-2025
General_Training,Gujarati,7.5,0.12130990159737592,2024-2025
General_Training,Gujarati,8,0.04904130776820715,2024-2025
General_Training,Gujarati,8.5,0.0075202005386810315,2024-2025
General_Training,Gujarati,9,2.6667377796741243e-4,2024-2025
General_Training,Hindi,<4,0.00427040395713108,2024-2025
General_Training,Hindi,4,0.007023907666941468,2024-2025
General_Training,Hindi,4.5,0.013421269579554822,2024-2025
General_Training,Hindi,5,0.026859027205276175,2024-2025
General_Training,Hindi,5.5,0.05871393239901072,2024-2025
General_Training,Hindi,6,0.16619950535861502,2024-2025
General_Training,Hindi,6.5,0.2453091508656224,2024-2025
General_Training,Hindi,7,0.2193734542456719,2024-2025
General_Training,Hindi,7.5,0.14892003297609235,2024-2025
General_Training,Hindi,8,0.08646331409727948,2024-2025
General_Training,Hindi,8.5,0.02267106347897774,2024-2025
General_Training,Hindi,9,7.749381698268755e-4,2024-2025
General_Training,Ibo/Igbo,<4,0.004352921479993303,2024-2025
General_Training,Ibo/Igbo,4,0.0065293822199899544,2024-2025
General_Training,Ibo/Igbo,4.5,0.021597187343043694,2024-2025
General_Training,Ibo/Igbo,5,0.06864222333835593,2024-2025
General_Training,Ibo/Igbo,5.5,0.13393604553825547,2024-2025
General_Training,Ibo/Igbo,6,0.1767955801104972,2024-2025
General_Training,Ibo/Igbo,6.5,0.1774652603381885,2024-2025
General_Training,Ibo/Igbo,7,0.15436129248283945,2024-2025
General_Training,Ibo/Igbo,7.5,0.13661476644902057,2024-2025
General_Training,Ibo/Igbo,8,0.0977733132429265,2024-2025
General_Training,Ibo/Igbo,8.5,0.021429767286120876,2024-2025
General_Training,Ibo/Igbo,9,5.02260170768458e-4,2024-2025
General_Training,Indonesian,<4,0.017428700769578993,2024-2025
General_Training,Indonesian,4,0.043684925305568126,2024-2025
General_Training,Indonesian,4.5,0.09947940244454503,2024-2025
General_Training,Indonesian,5,0.1654594839293798,2024-2025
General_Training,Indonesian,5.5,0.19081032141240378,2024-2025
General_Training,Indonesian,6,0.15708465368945224,2024-2025
General_Training,Indonesian,6.5,0.1165685830692621,2024-2025
General_Training,Indonesian,7,0.0835219556360344,2024-2025
General_Training,Indonesian,7.5,0.06405613399728384,2024-2025
General_Training,Indonesian,8,0.04311905839746491,2024-2025
General_Training,Indonesian,8.5,0.017768220914440924,2024-2025
General_Training,Indonesian,9,0.0010185604345857855,2024-2025
General_Training,Italian,<4,0.007598282127518996,2024-2025
General_Training,Italian,4,0.005946481665014867,2024-2025
General_Training,Italian,4.5,0.02345556656755864,2024-2025
General_Training,Italian,5,0.06706309877766765,2024-2025
General_Training,Italian,5.5,0.096795507102742,2024-2025
General_Training,Italian,6,0.15592996366038983,2024-2025
General_Training,Italian,6.5,0.17509084902543773,2024-2025
General_Training,Italian,7,0.16848364717542122,2024-2025
General_Training,Italian,7.5,0.1443673604228609,2024-2025
General_Training,Italian,8,0.1212421539478031,2024-2025
General_Training,Italian,8.5,0.03303600925008259,2024-2025
General_Training,Italian,9,9.910802775024777e-4,2024-2025
General_Training,Japanese,<4,0.01587736107309061,2024-2025
General_Training,Japanese,4,0.03202846975088968,2024-2025
General_Training,Japanese,4.5,0.07856556255132768,2024-2025
General_Training,Japanese,5,0.16123733917328223,2024-2025
General_Training,Japanese,5.5,0.2173555981385163,2024-2025
General_Training,Japanese,6,0.20284697508896798,2024-2025
General_Training,Japanese,6.5,0.133041335888311,2024-2025
General_Training,Japanese,7,0.07473309608540926,2024-2025
General_Training,Japanese,7.5,0.052285792499315635,2024-2025
General_Training,Japanese,8,0.02272105119080208,2024-2025
General_Training,Japanese,8.5,0.008212428141253765,2024-2025
General_Training,Japanese,9,0.0010949904188338353,2024-2025
General_Training,Kannada,<4,0.003453038674033149,2024-2025
General_Training,Kannada,4,0.0048342541436464095,2024-2025
General_Training,Kannada,4.5,0.021408839779005526,2024-2025
General_Training,Kannada,5,0.041436464088397795,2024-2025
General_Training,Kannada,5.5,0.08356353591160222,2024-2025
General_Training,Kannada,6,0.12638121546961326,2024-2025
General_Training,Kannada,6.5,0.18991712707182323,2024-2025
General_Training,Kannada,7,0.2154696132596685,2024-2025
General_Training,Kannada,7.5,0.15883977900552487,2024-2025
General_Training,Kannada,8,0.11602209944751381,2024-2025
General_Training,Kannada,8.5,0.03798342541436464,2024-2025
General_Training,Kannada,9,6.906077348066299e-4,2024-2025
General_Training,Korean,<4,0.011499540018399264,2024-2025
General_Training,Korean,4,0.025758969641214352,2024-2025
General_Training,Korean,4.5,0.06209751609935602,2024-2025
General_Training,Korean,5,0.1140754369825207,2024-2025
General_Training,Korean,5.5,0.18077276908923642,2024-2025
General_Training,Korean,6,0.19480220791168354,2024-2025
General_Training,Korean,6.5,0.1501839926402944,2024-2025
General_Training,Korean,7,0.10855565777368906,2024-2025
General_Training,Korean,7.5,0.07819687212511499,2024-2025
General_Training,Korean,8,0.05128794848206072,2024-2025
General_Training,Korean,8.5,0.021159153633854646,2024-2025
General_Training,Korean,9,0.001609935602575897,2024-2025
General_Training,Malayalam,<4,0.0036812931070960096,2024-2025
General_Training,Malayalam,4,0.008039605636186688,2024-2025
General_Training,Malayalam,4.5,0.01878728896035205,2024-2025
General_Training,Malayalam,5,0.043159988152160114,2024-2025
General_Training,Malayalam,5.5,0.08670079972919224,2024-2025
General_Training,Malayalam,6,0.1717090509033978,2024-2025
General_Training,Malayalam,6.5,0.24313459992383532,2024-2025
General_Training,Malayalam,7,0.2106799813819659,2024-2025
General_Training,Malayalam,7.5,0.13523462954343501,2024-2025
General_Training,Malayalam,8,0.06512080565311218,2024-2025
General_Training,Malayalam,8.5,0.013286506156645369,2024-2025
General_Training,Malayalam,9,4.6545085262133455e-4,2024-2025
General_Training,Marathi,<4,0.004743551734361103,2024-2025
General_Training,Marathi,4,0.006818855618144085,2024-2025
General_Training,Marathi,4.5,0.01304476726949303,2024-2025
General_Training,Marathi,5,0.026682478505781204,2024-2025
General_Training,Marathi,5.5,0.053957900978357544,2024-2025
General_Training,Marathi,6,0.11503112955825674,2024-2025
General_Training,Marathi,6.5,0.17906907797213162,2024-2025
General_Training,Marathi,7,0.219389267714201,2024-2025
General_Training,Marathi,7.5,0.19833975689297362,2024-2025
General_Training,Marathi,8,0.13400533649570115,2024-2025
General_Training,Marathi,8.5,0.04802846131040616,2024-2025
General_Training,Marathi,9,8.894159501927068e-4,2024-2025
General_Training,Nepali,<4,0.015436524673133698,2024-2025
General_Training,Nepali,4,0.029354702657106702,2024-2025
General_Training,Nepali,4.5,0.05769717418810628,2024-2025
General_Training,Nepali,5,0.08511176718684099,2024-2025
General_Training,Nepali,5.5,0.10485027414592998,2024-2025
General_Training,Nepali,6,0.14955714888232813,2024-2025
General_Training,Nepali,6.5,0.20860396457191058,2024-2025
General_Training,Nepali,7,0.18279207085617885,2024-2025
General_Training,Nepali,7.5,0.11277941796710249,2024-2025
General_Training,Nepali,8,0.046900042176296924,2024-2025
General_Training,Nepali,8.5,0.006748207507380853,2024-2025
General_Training,Nepali,9,1.687051876845213e-4,2024-2025
General_Training,Other,<4,0.014240344227025921,2024-2025
General_Training,Other,4,0.02424614964313766,2024-2025
General_Training,Other,4.5,0.050507120172113514,2024-2025
General_Training,Other,5,0.0800464433288939,2024-2025
General_Training,Other,5.5,0.12648977222279137,2024-2025
General_Training,Other,6,0.18935901376225114,2024-2025
General_Training,Other,6.5,0.18604651162790697,2024-2025
General_Training,Other,7,0.14288153536181403,2024-2025
General_Training,Other,7.5,0.10214117406003483,2024-2025
General_Training,Other,8,0.06023972953590821,2024-2025
General_Training,Other,8.5,0.022026431718061675,2024-2025
General_Training,Other,9,0.001775774340060786,2024-2025
General_Training,Pashto,<4,0.06384284837323512,2024-2025
General_Training,Pashto,4,0.09576427255985268,2024-2025
General_Training,Pashto,4.5,0.17372621240024558,2024-2025
General_Training,Pashto,5,0.1810926949048496,2024-2025
General_Training,Pashto,5.5,0.14426028238182936,2024-2025
General_Training,Pashto,6,0.1172498465316145,2024-2025
General_Training,Pashto,6.5,0.08594229588704728,2024-2025
General_Training,Pashto,7,0.06813996316758747,2024-2025
General_Training,Pashto,7.5,0.04112952731737263,2024-2025
General_Training,Pashto,8,0.022099447513812157,2024-2025
General_Training,Pashto,8.5,0.006752608962553714,2024-2025
General_Training,Pashto,9,0,2024-2025
General_Training,Portuguese,<4,0.019824707846410685,2024-2025
General_Training,Portuguese,4,0.014190317195325543,2024-2025
General_Training,Portuguese,4.5,0.02671118530884808,2024-2025
General_Training,Portuguese,5,0.05321368948247079,2024-2025
General_Training,Portuguese,5.5,0.09119365609348914,2024-2025
General_Training,Portuguese,6,0.1396076794657763,2024-2025
General_Training,Portuguese,6.5,0.14503338898163606,2024-2025
General_Training,Portuguese,7,0.15818030050083473,2024-2025
General_Training,Portuguese,7.5,0.1540066777963272,2024-2025
General_Training,Portuguese,8,0.1448247078464107,2024-2025
General_Training,Portuguese,8.5,0.05133555926544241,2024-2025
General_Training,Portuguese,9,0.0018781302170283807,2024-2025
General_Training,Punjabi,<4,0.006826311861440667,2024-2025
General_Training,Punjabi,4,0.011857580358751318,2024-2025
General_Training,Punjabi,4.5,0.023013871374527116,2024-2025
General_Training,Punjabi,5,0.04232184677149548,2024-2025
General_Training,Punjabi,5.5,0.10236894253287696,2024-2025
General_Training,Punjabi,6,0.2533456005352961,2024-2025
General_Training,Punjabi,6.5,0.2744293177548447,2024-2025
General_Training,Punjabi,7,0.16967341791697763,2024-2025
General_Training,Punjabi,7.5,0.08467586277890728,2024-2025
General_Training,Punjabi,8,0.028328229147901278,2024-2025
General_Training,Punjabi,8.5,0.0031332835782484497,2024-2025
General_Training,Punjabi,9,2.5735388733046814e-5,2024-2025
General_Training,Russian,<4,0.005151843817787419,2024-2025
General_Training,Russian,4,0.010845986984815618,2024-2025
General_Training,Russian,4.5,0.023590021691973967,2024-2025
General_Training,Russian,5,0.050704989154013023,2024-2025
General_Training,Russian,5.5,0.09164859002169198,2024-2025
General_Training,Russian,6,0.11686550976138829,2024-2025
General_Training,Russian,6.5,0.13774403470715835,2024-2025
General_Training,Russian,7,0.15753796095444686,2024-2025
General_Training,Russian,7.5,0.16702819956616055,2024-2025
General_Training,Russian,8,0.1651301518438178,2024-2025
General_Training,Russian,8.5,0.06860086767895879,2024-2025
General_Training,Russian,9,0.005151843817787419,2024-2025
General_Training,Shona,<4,0.0026555386949924124,2024-2025
General_Training,Shona,4,0.00834597875569044,2024-2025
General_Training,Shona,4.5,0.026176024279210924,2024-2025
General_Training,Shona,5,0.07321699544764795,2024-2025
General_Training,Shona,5.5,0.1627465857359636,2024-2025
General_Training,Shona,6,0.21547799696509862,2024-2025
General_Training,Shona,6.5,0.2022003034901366,2024-2025
General_Training,Shona,7,0.1445371775417299,2024-2025
General_Training,Shona,7.5,0.09578907435508345,2024-2025
General_Training,Shona,8,0.05349013657056146,2024-2025
General_Training,Shona,8.5,0.01422610015174507,2024-2025
General_Training,Shona,9,0.0011380880121396055,2024-2025
General_Training,Sinhalese,<4,0.009690893901420217,2024-2025
General_Training,Sinhalese,4,0.024060150375939848,2024-2025
General_Training,Sinhalese,4.5,0.06098579782790309,2024-2025
General_Training,Sinhalese,5,0.11010860484544695,2024-2025
General_Training,Sinhalese,5.5,0.14753550543024227,2024-2025
General_Training,Sinhalese,6,0.16357560568086882,2024-2025
General_Training,Sinhalese,6.5,0.15722639933166246,2024-2025
General_Training,Sinhalese,7,0.1314954051796157,2024-2025
General_Training,Sinhalese,7.5,0.10543024227234753,2024-2025
General_Training,Sinhalese,8,0.06649958228905596,2024-2025
General_Training,Sinhalese,8.5,0.022389306599832914,2024-2025
General_Training,Sinhalese,9,0.0010025062656641604,2024-2025
General_Training,Spanish,<4,0.010666666666666666,2024-2025
General_Training,Spanish,4,0.02155191256830601,2024-2025
General_Training,Spanish,4.5,0.048087431693989074,2024-2025
General_Training,Spanish,5,0.09425136612021857,2024-2025
General_Training,Spanish,5.5,0.1417704918032787,2024-2025
General_Training,Spanish,6,0.1671693989071038,2024-2025
General_Training,Spanish,6.5,0.15540983606557376,2024-2025
General_Training,Spanish,7,0.13604371584699454,2024-2025
General_Training,Spanish,7.5,0.1153224043715847,2024-2025
General_Training,Spanish,8,0.07930054644808743,2024-2025
General_Training,Spanish,8.5,0.029027322404371586,2024-2025
General_Training,Spanish,9,0.0013989071038251367,2024-2025
General_Training,Swahili,<4,0.009109730848861283,2024-2025
General_Training,Swahili,4,0.024844720496894408,2024-2025
General_Training,Swahili,4.5,0.049275362318840575,2024-2025
General_Training,Swahili,5,0.0927536231884058,2024-2025
General_Training,Swahili,5.5,0.12877846790890268,2024-2025
General_Training,Swahili,6,0.18302277432712216,2024-2025
General_Training,Swahili,6.5,0.18302277432712216,2024-2025
General_Training,Swahili,7,0.14658385093167703,2024-2025
General_Training,Swahili,7.5,0.1031055900621118,2024-2025
General_Training,Swahili,8,0.06335403726708075,2024-2025
General_Training,Swahili,8.5,0.015320910973084887,2024-2025
General_Training,Swahili,9,8.281573498964803e-4,2024-2025
General_Training,Tagalog,<4,0.018507695304889927,2024-2025
General_Training,Tagalog,4,0.040132476134813945,2024-2025
General_Training,Tagalog,4.5,0.09848042080654587,2024-2025
General_Training,Tagalog,5,0.14932787843366452,2024-2025
General_Training,Tagalog,5.5,0.17855055523085914,2024-2025
General_Training,Tagalog,6,0.18010909799337618,2024-2025
General_Training,Tagalog,6.5,0.1398792129359049,2024-2025
General_Training,Tagalog,7,0.08961620884473018,2024-2025
General_Training,Tagalog,7.5,0.06234171050068186,2024-2025
General_Training,Tagalog,8,0.034872394311318916,2024-2025
General_Training,Tagalog,8.5,0.007890122735242547,2024-2025
General_Training,Tagalog,9,2.922267679719462e-4,2024-2025
General_Training,Tamil,<4,0.02915260592425947,2024-2025
General_Training,Tamil,4,0.052774653168353954,2024-2025
General_Training,Tamil,4.5,0.08764529433820772,2024-2025
General_Training,Tamil,5,0.09664416947881514,2024-2025
General_Training,Tamil,5.5,0.10442444694413199,2024-2025
General_Training,Tamil,6,0.12664041994750655,2024-2025
General_Training,Tamil,6.5,0.15363704536932885,2024-2025
General_Training,Tamil,7,0.14341957255343082,2024-2025
General_Training,Tamil,7.5,0.11079865016872892,2024-2025
General_Training,Tamil,8,0.06927259092613423,2024-2025
General_Training,Tamil,8.5,0.024184476940382456,2024-2025
General_Training,Tamil,9,0.0014060742407199101,2024-2025
General_Training,Telugu,<4,0.0029433406916850625,2024-2025
General_Training,Telugu,4,0.005886681383370125,2024-2025
General_Training,Telugu,4.5,0.013350152423000106,2024-2025
General_Training,Telugu,5,0.02964364553768527,2024-2025
General_Training,Telugu,5.5,0.05949752969620519,2024-2025
General_Training,Telugu,6,0.1510564490696941,2024-2025
General_Training,Telugu,6.5,0.25575528224534844,2024-2025
General_Training,Telugu,7,0.250078839482813,2024-2025
General_Training,Telugu,7.5,0.15336907389887522,2024-2025
General_Training,Telugu,8,0.06475349521707137,2024-2025
General_Training,Telugu,8.5,0.013350152423000106,2024-2025
General_Training,Telugu,9,3.1535793125197093e-4,2024-2025
General_Training,Thai,<4,0.05628517823639775,2024-2025
General_Training,Thai,4,0.08278611632270168,2024-2025
General_Training,Thai,4.5,0.1327392120075047,2024-2025
General_Training,Thai,5,0.17847091932457787,2024-2025
General_Training,Thai,5.5,0.20825515947467166,2024-2025
General_Training,Thai,6,0.16768292682926828,2024-2025
General_Training,Thai,6.5,0.0872420262664165,2024-2025
General_Training,Thai,7,0.04385553470919325,2024-2025
General_Training,Thai,7.5,0.023217636022514074,2024-2025
General_Training,Thai,8,0.014305816135084425,2024-2025
General_Training,Thai,8.5,0.004455909943714822,2024-2025
General_Training,Thai,9,7.035647279549719e-4,2024-2025
General_Training,Turkish,<4,0.04255725190839695,2024-2025
General_Training,Turkish,4,0.0648854961832061,2024-2025
General_Training,Turkish,4.5,0.09160305343511452,2024-2025
General_Training,Turkish,5,0.11851145038167939,2024-2025
General_Training,Turkish,5.5,0.13797709923664123,2024-2025
General_Training,Turkish,6,0.1568702290076336,2024-2025
General_Training,Turkish,6.5,0.12862595419847328,2024-2025
General_Training,Turkish,7,0.1017175572519084,2024-2025
General_Training,Turkish,7.5,0.07729007633587787,2024-2025
General_Training,Turkish,8,0.056297709923664126,2024-2025
General_Training,Turkish,8.5,0.02290076335877863,2024-2025
General_Training,Turkish,9,7.633587786259542e-4,2024-2025
General_Training,Ukrainian,<4,0.012717536813922356,2024-2025
General_Training,Ukrainian,4,0.014056224899598393,2024-2025
General_Training,Ukrainian,4.5,0.03413654618473896,2024-2025
General_Training,Ukrainian,5,0.07228915662650602,2024-2025
General_Training,Ukrainian,5.5,0.10240963855421686,2024-2025
General_Training,Ukrainian,6,0.13119143239625167,2024-2025
General_Training,Ukrainian,6.5,0.1539491298527443,2024-2025
General_Training,Ukrainian,7,0.142570281124498,2024-2025
General_Training,Ukrainian,7.5,0.15796519410977242,2024-2025
General_Training,Ukrainian,8,0.1358768406961178,2024-2025
General_Training,Ukrainian,8.5,0.040160642570281124,2024-2025
General_Training,Ukrainian,9,0.002677376171352075,2024-2025
General_Training,Urdu,<4,0.04277189472594944,2024-2025
General_Training,Urdu,4,0.07036666551688456,2024-2025
General_Training,Urdu,4.5,0.11603601117588216,2024-2025
General_Training,Urdu,5,0.13221344555206788,2024-2025
General_Training,Urdu,5.5,0.1274188541271429,2024-2025
General_Training,Urdu,6,0.11889896864544168,2024-2025
General_Training,Urdu,6.5,0.11658790659170087,2024-2025
General_Training,Urdu,7,0.10724017798627161,2024-2025
General_Training,Urdu,7.5,0.08537132213445553,2024-2025
General_Training,Urdu,8,0.060915456520989265,2024-2025
General_Training,Urdu,8.5,0.020799558483667345,2024-2025
General_Training,Urdu,9,0.001379738539546756,2024-2025
General_Training,Vietnamese,<4,0.051105398457583544,2024-2025
General_Training,Vietnamese,4,0.06848329048843187,2024-2025
General_Training,Vietnamese,4.5,0.1130077120822622,2024-2025
General_Training,Vietnamese,5,0.1420051413881748,2024-2025
General_Training,Vietnamese,5.5,0.1307969151670951,2024-2025
General_Training,Vietnamese,6,0.11928020565552698,2024-2025
General_Training,Vietnamese,6.5,0.11125964010282775,2024-2025
General_Training,Vietnamese,7,0.0900771208226221,2024-2025
General_Training,Vietnamese,7.5,0.09048843187660667,2024-2025
General_Training,Vietnamese,8,0.06395886889460153,2024-2025
General_Training,Vietnamese,8.5,0.018920308483290488,2024-2025
General_Training,Vietnamese,9,6.169665809768638e-4,2024-2025
General_Training,Yoruba,<4,0.004027777777777778,2024-2025
General_Training,Yoruba,4,0.011388888888888888,2024-2025
General_Training,Yoruba,4.5,0.035277777777777776,2024-2025
General_Training,Yoruba,5,0.07597222222222222,2024-2025
General_Training,Yoruba,5.5,0.13805555555555554,2024-2025
General_Training,Yoruba,6,0.1826388888888889,2024-2025
General_Training,Yoruba,6.5,0.19597222222222221,2024-2025
General_Training,Yoruba,7,0.15305555555555556,2024-2025
General_Training,Yoruba,7.5,0.11777777777777777,2024-2025
General_Training,Yoruba,8,0.06875,2024-2025
General_Training,Yoruba,8.5,0.016666666666666666,2024-2025
General_Training,Yoruba,9,4.1666666666666664e-4,2024-2025
Academic,Akan,<4,3.8955979742890534e-4,2023-2024
Academic,Akan,4,0.002077652252954162,2023-2024
Academic,Akan,4.5,0.005194130632385405,2023-2024
Academic,Akan,5,0.02558109336449812,2023-2024
Academic,Akan,5.5,0.0998571614076094,2023-2024
Academic,Akan,6,0.20581742630827166,2023-2024
Academic,Akan,6.5,0.28463835865472015,2023-2024
Academic,Akan,7,0.24425399298792366,2023-2024
Academic,Akan,7.5,0.10141540059732503,2023-2024
Academic,Akan,8,0.027009479288404106,2023-2024
Academic,Akan,8.5,0.003765744708479418,2023-2024
Academic,Akan,9,0,2023-2024
Academic,Arabic,<4,0.01829593369844424,2023-2024
Academic,Arabic,4,0.036428294479716954,2023-2024
Academic,Arabic,4.5,0.08409465419473658,2023-2024
Academic,Arabic,5,0.1415935637086221,2023-2024
Academic,Arabic,5.5,0.1747443415887171,2023-2024
Academic,Arabic,6,0.16279140212281298,2023-2024
Academic,Arabic,6.5,0.1347719672369505,2023-2024
Academic,Arabic,7,0.11149008869287064,2023-2024
Academic,Arabic,7.5,0.08218630349440216,2023-2024
Academic,Arabic,8,0.04500678524693452,2023-2024
Academic,Arabic,8.5,0.008530024717685263,2023-2024
Academic,Arabic,9,6.664081810691611e-5,2023-2024
Academic,Bengali,<4,0.012413091109845936,2023-2024
Academic,Bengali,4,0.035401894311888615,2023-2024
Academic,Bengali,4.5,0.08440729430843814,2023-2024
Academic,Bengali,5,0.14435070648517156,2023-2024
Academic,Bengali,5.5,0.2000069009540569,2023-2024
Academic,Bengali,6,0.20124044649172748,2023-2024
Academic,Bengali,6.5,0.14230629884581542,2023-2024
Academic,Bengali,7,0.08859962389800391,2023-2024
Academic,Bengali,7.5,0.056173766023152695,2023-2024
Academic,Bengali,8,0.029027138001828753,2023-2024
Academic,Bengali,8.5,0.0060297086072149475,2023-2024
Academic,Bengali,9,4.313096285561479e-5,2023-2024
Academic,Burmese,<4,5.553241704845203e-4,2023-2024
Academic,Burmese,4,4.1649312786339027e-4,2023-2024
Academic,Burmese,4.5,0.008885186727752325,2023-2024
Academic,Burmese,5,0.03776204359294738,2023-2024
Academic,Burmese,5.5,0.12133833125086771,2023-2024
Academic,Burmese,6,0.2031098153547133,2023-2024
Academic,Burmese,6.5,0.2089407191448008,2023-2024
Academic,Burmese,7,0.1832569762598917,2023-2024
Academic,Burmese,7.5,0.1402193530473414,2023-2024
Academic,Burmese,8,0.0834374566152992,2023-2024
Academic,Burmese,8.5,0.012078300708038316,2023-2024
Academic,Burmese,9,0,2023-2024
Academic,Chinese,<4,0.005324910207096824,2023-2024
Academic,Chinese,4,0.013603688514150343,2023-2024
Academic,Chinese,4.5,0.04285299437043075,2023-2024
Academic,Chinese,5,0.11300506915964031,2023-2024
Academic,Chinese,5.5,0.21505769671650918,2023-2024
Academic,Chinese,6,0.25865145069669104,2023-2024
