5,"t","Honey Bee Colonies: Released August 1, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
5,"t","Colonies, Maximum, Lost, Percent Lost, Added, Renovated, and Percent Renovated with Five or More Colonies – States and United States: January 1, 2018 and January-March 2018"
13,"d","Oregon",46.1,3.5,8.1,6.6,15.6,0.2
13,"d","Pennsylvania",31.3,16.0,2.2,2.0,1.6,1.9
13,"d","South Carolina",14.2,3.5,0.7,1.6,10.0,3.0
13,"d","South Dakota",55.1,40.4,7.3,3.8,37.5,"(Z)"
13,"d","Tennessee",30.0,22.9,3.0,3.4,6.2,2.5
13,"d","Texas",26.5,17.7,8.1,4.5,8.5,14.6
13,"d","Utah",43.5,3.7,2.0,1.7,1.4,1.9
13,"d","Vermont",21.8,1.5,0.7,16.7,1.8,0.1
13,"d","",,,,,,
13,"d","Virginia",22.7,18.8,3.2,1.3,23.1,1.5
13,"d","Washington",55.9,9.4,7.6,7.6,7.1,0.6
13,"d","West Virginia",13.8,7.5,0.9,2.9,13.6,7.9
13,"d","Wisconsin",32.1,16.9,18.3,27.1,29.5,0.8
13,"d","Wyoming",9.6,0.1,2.1,2.1,2.7,3.7
13,"d","",,,,,,
13,"d","Other States 4/",19.8,0.9,0.9,"(Z)",3.5,0.2
13,"d","",,,,,,
13,"d","United States",56.4,19.4,11.6,13.3,14.7,9.3
13,"c",""
13,"f","-  Represents zero."
13,"f","(Z)  Less than half of the unit shown."
13,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
13,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
13,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
13,"f","4/ Includes data for States not published in this table."
9,"t","Honey Bee Colonies: Released August 1, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
9,"t","Colony Health Stressors with Five or More Colonies – States and United States: July-September 2018"
9,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
9,"h","","","","","","",""
9,"h","","Varroa","Other pests","","","",""
9,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
9,"h","","","","","","",""
9,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
9,"d","Alabama",77.5,69.4,0.7,14.6,7.8,6.8
9,"d","Arizona",52.5,2.3,4.5,3.8,15.0,27.6
9,"d","Arkansas",29.9,7.8,0.1,17.6,0.5,0.6
9,"d","California",57.3,6.6,4.5,17.8,12.0,3.6
9,"d","Colorado",72.6,16.6,5.6,2.9,8.5,4.5
9,"d","Connecticut",13.0,-,-,1.4,2.5,1.2
9,"d","Florida",35.0,20.5,4.2,7.6,14.3,9.8
9,"d","Georgia",49.8,20.4,2.4,27.7,6.0,7.2
9,"d","Hawaii",88.3,89.4,0.1,0.1,0.1,-
9,"d","Idaho",83.6,5.4,14.6,26.5,13.8,5.7
9,"d","",,,,,,
9,"d","Illinois",21.2,10.6,2.1,5.1,1.5,7.0
9,"d","Indiana",29.5,12.2,1.4,20.6,5.0,0.5
9,"d","Iowa",29.9,9.8,8.5,0.4,1.9,0.4
9,"d","Kansas",76.8,51.1,6.6,8.0,23.7,7.9
9,"d","Kentucky",47.1,26.5,1.6,1.5,4.5,7.6
9,"d","Louisiana",31.3,29.9,0.2,1.7,1.0,1.6
9,"d","Maine",37.0,1.0,1.1,-,3.5,0.5
9,"d","Maryland",11.7,6.0,0.3,0.6,1.1,3.8
9,"d","Massachusetts",75.9,11.2,10.7,10.1,1.1,10.3
9,"d","Michigan",92.4,13.8,1.1,23.8,19.5,18.6
9,"d","",,,,,,
9,"d","Minnesota",44.5,12.4,6.0,28.4,9.3,8.1
9,"d","Mississippi",25.2,8.6,"(Z)",0.5,7.5,7.2
9,"d","Missouri",18.2,16.9,1.2,1.2,7.5,1.1
9,"d","Montana",43.8,18.5,18.0,6.8,21.8,2.7
9,"d","Nebraska",24.1,3.2,5.9,6.5,4.3,4.0
9,"d","New Jersey",12.3,5.1,0.2,0.1,1.0,0.4
9,"d","New Mexico",-,-,-,12.3,0.4,0.2
9,"d","New York",40.7,20.6,18.6,24.4,22.9,10.2
9,"d","North Carolina",66.0,17.9,11.4,8.4,11.4,3.1
9,"d","North Dakota",52.6,11.5,9.6,10.4,10.9,1.2
9,"d","",,,,,,
9,"d","Ohio",58.9,40.9,2.6,1.3,11.9,1.2
9,"d","Oklahoma",59.6,51.1,0.1,23.5,17.2,23.4
9,"d","Oregon",57.2,2.8,7.0,45.1,10.7,0.8
9,"d","Pennsylvania",23.5,8.1,1.9,1.6,1.7,2.6
9,"d","South Carolina",76.8,53.4,0.7,32.4,7.6,0.9
9,"d","South Dakota",54.7,32.9,3.3,8.5,45.0,1.6
9,"d","Tennessee",70.6,53.2,0.7,13.2,5.6,2.1
9,"d","Texas",18.8,4.4,0.4,6.2,2.8,0.9
9,"d","Utah",34.0,15.5,0.1,0.2,1.0,0.7
9,"d","Vermont",29.3,4.9,4.3,24.1,0.3,-
9,"d","",,,,,,
9,"d","Virginia",39.0,28.5,2.6,7.7,11.6,1.7
9,"d","Washington",7.1,0.6,0.6,2.7,9.9,2.8
9,"d","West Virginia",57.0,52.6,0.3,0.3,6.8,2.1
9,"d","Wisconsin",54.4,32.7,2.6,19.5,6.1,4.3
9,"d","Wyoming",35.4,2.8,2.2,9.0,3.3,4.0
9,"d","",,,,,,
9,"d","Other States 4/",22.8,2.4,1.3,2.9,4.9,0.7
9,"d","",,,,,,
9,"d","United States",53.8,15.2,6.4,15.7,13.9,4.7
9,"c",""
9,"f","-  Represents zero."
9,"f","(Z)  Less than half of the unit shown."
9,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
9,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
9,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
9,"f","4/ Includes data for States not published in this table."
10,"t","Honey Bee Colonies: Released August 1, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
10,"t","Colony Health Stressors with Five or More Colonies – States and United States: October-December 2018"
10,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
10,"h","","","","","","",""
10,"h","","Varroa","Other pests","","","",""
10,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
10,"h","","","","","","",""
10,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
10,"d","Alabama",20.6,20.5,1.3,1.5,3.4,7.5
10,"d","Arizona",20.6,8.3,3.1,"(Z)",7.1,3.0
10,"d","Arkansas",82.8,7.1,-,73.5,5.3,2.2
10,"d","California",44.1,16.6,9.8,11.6,9.3,7.1
10,"d","Colorado",73.2,5.9,1.0,"(Z)",6.1,1.2
10,"d","Connecticut",12.5,3.6,2.3,0.9,4.2,2.3
10,"d","Florida",46.7,22.4,9.0,14.1,8.0,6.7
10,"d","Georgia",41.4,17.4,9.2,6.9,5.6,7.8
10,"d","Hawaii",70.5,83.3,"(Z)",-,0.1,-
10,"d","Idaho",64.9,47.4,9.6,15.9,7.0,4.5
10,"d","",,,,,,
10,"d","Illinois",27.2,13.1,2.4,2.8,6.9,5.7
10,"d","Indiana",51.3,21.3,23.8,64.6,35.4,2.3
10,"d","Iowa",55.1,27.2,8.9,31.6,29.4,5.6
10,"d","Kansas",62.0,31.3,26.0,43.7,1.6,26.4
10,"d","Kentucky",57.1,41.9,1.2,6.8,5.5,4.3
10,"d","Louisiana",16.6,6.7,0.3,5.9,1.0,1.7
10,"d","Maine",9.3,5.1,"(Z)",-,1.2,0.1
10,"d","Maryland",16.6,5.3,0.3,1.2,4.9,1.7
10,"d","Massachusetts",33.2,9.2,8.1,9.4,3.4,5.3
10,"d","Michigan",52.0,31.2,15.6,15.1,2.4,6.6
10,"d","",,,,,,
10,"d","Minnesota",28.4,5.2,4.2,7.9,3.8,2.4
10,"d","Mississippi",26.5,6.7,0.2,0.5,3.0,4.5
10,"d","Missouri",37.0,10.0,1.1,2.3,1.9,4.1
10,"d","Montana",40.7,13.0,5.6,17.5,2.9,"(Z)"
10,"d","Nebraska",3.0,0.7,0.7,0.3,2.9,1.0
10,"d","New Jersey",14.0,3.2,0.1,-,5.4,0.3
10,"d","New Mexico",81.3,0.8,3.7,0.1,8.0,1.2
10,"d","New York",26.0,4.5,7.8,2.4,7.8,0.7
10,"d","North Carolina",53.0,10.4,3.8,2.0,11.1,5.2
10,"d","North Dakota",29.5,9.4,8.1,10.6,4.3,4.6
10,"d","",,,,,,
10,"d","Ohio",29.3,5.8,0.1,8.1,2.4,9.9
10,"d","Oklahoma",13.1,0.4,"(Z)",-,"(Z)",0.3
10,"d","Oregon",44.1,4.6,16.0,14.8,0.9,0.2
10,"d","Pennsylvania",26.9,10.7,6.7,13.0,7.8,5.4
10,"d","South Carolina",32.2,16.1,0.3,1.4,1.3,5.5
10,"d","South Dakota",12.8,1.3,7.0,1.6,2.1,2.5
10,"d","Tennessee",49.8,20.8,1.9,11.4,9.1,5.1
10,"d","Texas",18.6,18.5,5.5,3.0,6.2,3.7
10,"d","Utah",48.0,9.8,5.5,8.0,6.5,4.9
10,"d","Vermont",6.2,1.3,-,-,0.8,0.7
10,"d","",,,,,,
10,"d","Virginia",57.1,38.4,12.1,13.1,5.8,2.8
10,"d","Washington",34.5,0.5,11.7,4.9,3.3,1.3
10,"d","West Virginia",29.5,15.2,0.6,7.2,4.2,6.8
10,"d","Wisconsin",29.9,28.3,1.5,24.5,7.6,5.2
10,"d","Wyoming",43.9,7.9,2.6,6.8,1.0,1.4
10,"d","",,,,,,
10,"d","Other States 4/",12.7,0.2,0.2,5.4,1.5,5.4
10,"d","",,,,,,
10,"d","United States",50.5,20.3,10.4,13.8,8.4,6.5
10,"c",""
10,"f","-  Represents zero."
10,"f","(Z)  Less than half of the unit shown."
10,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
10,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
10,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
10,"f","4/ Includes data for States not published in this table."
12,"t","Honey Bee Colonies: Released August 1, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
12,"t","Colony Health Stressors with Five or More Colonies – States and United States: January-March 2019"
12,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
12,"h","","","","","","",""
12,"h","","Varroa","Other pests","","","",""
12,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
12,"h","","","","","","",""
12,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
12,"d","Alabama",27.2,22.7,1.8,0.3,3.1,9.0
12,"d","Arizona",25.8,7.9,6.5,16.2,8.4,0.2
12,"d","Arkansas",19.5,1.5,3.3,55.3,0.7,2.9
12,"d","California",43.5,13.4,6.4,12.3,8.7,5.6
12,"d","Colorado",11.2,0.3,-,-,2.5,0.6
12,"d","Connecticut",10.1,1.3,-,-,3.6,1.7
12,"d","Florida",46.9,24.8,5.5,22.9,7.4,5.5
12,"d","Georgia",69.6,17.8,7.4,9.6,10.6,4.9
12,"d","Hawaii",72.1,64.9,0.1,0.7,2.9,-
12,"d","Idaho",24.5,8.0,8.0,9.2,8.6,"(Z)"
12,"d","",,,,,,
12,"d","Illinois",33.3,14.7,3.1,0.7,15.5,10.1
12,"d","Indiana",15.6,8.8,2.6,5.5,7.1,1.7
12,"d","Iowa",34.8,1.7,0.6,0.3,7.7,3.5
12,"d","Kansas",102.0,7.8,2.5,12.2,21.6,4.0
12,"d","Kentucky",21.6,12.9,0.1,5.3,10.7,4.6
12,"d","Louisiana",57.8,1.3,0.1,0.3,1.0,0.7
12,"d","Maine",2.3,0.1,-,-,1.4,0.8
12,"d","Maryland",12.6,5.1,0.2,"(Z)",10.1,2.4
12,"d","Massachusetts",10.3,-,-,4.3,6.3,0.9
12,"d","Michigan",18.2,5.8,1.5,0.2,12.2,0.7
12,"d","",,,,,,
12,"d","Minnesota",1.3,0.2,1.9,-,2.0,0.8
12,"d","Mississippi",14.6,71.0,64.8,48.4,1.9,5.5
12,"d","Missouri",5.4,2.3,1.9,0.5,5.4,3.2
12,"d","Montana",15.1,"(Z)",-,0.8,0.8,1.1
12,"d","Nebraska",32.3,1.3,32.0,0.8,2.2,0.1
12,"d","New Jersey",15.3,4.4,-,-,3.5,0.6
12,"d","New Mexico",3.5,1.1,0.6,-,1.4,0.3
12,"d","New York",10.6,2.5,1.7,1.7,7.7,9.0
12,"d","North Carolina",16.4,2.0,0.2,0.7,2.2,3.4
12,"d","North Dakota",6.9,-,-,6.5,0.4,1.3
12,"d","",,,,,,
12,"d","Ohio",49.3,9.9,11.1,1.1,6.7,3.1
12,"d","Oklahoma",7.7,0.3,-,-,"(Z)","(Z)"
12,"d","Oregon",18.0,0.1,0.2,0.2,2.7,0.5
12,"d","Pennsylvania",15.3,4.6,3.7,4.0,7.5,9.5
12,"d","South Carolina",18.5,14.5,"(Z)",1.7,12.4,1.0
12,"d","South Dakota",0.8,"(Z)",-,2.5,0.8,2.2
12,"d","Tennessee",62.8,23.6,5.1,0.9,7.7,7.1
12,"d","Texas",26.1,6.5,5.3,8.3,6.9,3.0
12,"d","Utah",22.9,-,0.1,-,0.3,8.8
12,"d","Vermont",6.2,0.1,2.4,-,0.2,1.2
12,"d","",,,,,,
12,"d","Virginia",16.6,12.8,0.8,0.3,3.9,9.3
12,"d","Washington",22.3,0.8,0.6,0.3,0.8,0.2
12,"d","West Virginia",10.3,3.2,1.1,0.2,5.0,1.3
12,"d","Wisconsin",15.9,3.2,0.7,1.1,13.8,5.0
12,"d","Wyoming",0.7,-,0.1,-,0.5,2.3
12,"d","",,,,,,
12,"d","Other States 4/",6.9,1.8,0.3,-,2.1,1.6
12,"d","",,,,,,
12,"d","United States",45.6,14.8,7.1,13.6,9.0,5.2
12,"c",""
12,"f","-  Represents zero."
12,"f","(Z)  Less than half of the unit shown."
12,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
12,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
12,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
12,"f","4/ Includes data for States not published in this table."
3,"t","Honey Bee Colonies: Released August 1, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
3,"t","Colonies Lost with Colony Collapse Disorder Symptoms with Five or More Colonies – United States: Quarterly January-December 2018 and 2019"
3,"t","[Loss reported that met all of the following criteria: 1) Little to no build-up of dead bees in the hive or at the hive entrance 2) Rapid loss of adult honey bee population despite the presence of queen, capped brood, and food reserves 3) Absence or delayed robbing of the food reserves 4) Loss not attributable to varroa or nosema loads. Blank cells indicate estimation period has not yet begun]"
3,"h","","","","",""
3,"h","Year","January-","April-","July-","October-"
3,"h","","March","June","September","December"
3,"h","","","","",""
3,"u","","(number)","(number)","(number)","(number)"
3,"d","2018",81140,49030,78270,122240
3,"d","2019",59940
3,"c",""
