city,country,description,location,state,state_abbrev,longitude,latitude,city_longitude,city_latitude 
Lennox,United States,Nyman Hall - reports of a former drama teacher seen looking for his students. & there is a lady that only comes out when you go up to the stage. You can see here up where the lights are.,Hawthorne High School,California,CA,-118.3631462,33.9173288,-118.3525752,33.9380695
Lincoln,United States,Very few people have seen the ghost of a 4 year old boy on a big wheel.,Teal Hallow,California,CA,-121.3301885,38.9037726,-121.2930079,38.891565
Livermore,United States,"Supposedly, a class of children were taking a field trip. On the way, the bus broke down. Everyone got out of the bus and tried pushing it. The bus then rolled backwards and crushed all the students. Now, if you go to the marker(157) put your car in neutral the students try to push you. While they push you their finger prints appear on your car and you hear footsteps on the gravel beneath.",Paterson's Pass,California,CA,-121.6660364,37.6899307,-121.7680088,37.6818745
Livermore,United States,One night in 1789 a groundskeeper for the tuberculosis hospital went crazy and shot all the children. They are screams can be heard constantly.,The Sanitarium,California,CA,,,-121.7680088,37.6818745
Loma Linda,United States,Witnesses report a ghost dressed in white at 2:00 am and don't look at the gate but you will hear something behind you like a voice. But if you turn back at the gate it disappears and at Halloween you see a fog at night.,Monticito grave yard,California,CA,-117.2774587,34.0514382,-117.2611527,34.0483474
Lomita,United States,"The students share a legend of a haunting by saying that one of the bathrooms is haunted. Someone supposedly died there and now you can see her face in the mirror. - March 2007 update/correction. The school was built in the 1920's and it was a six-year school when the new high school was built it took the name Narbone so the old school had to come up with a new name. This is probably all urban myth. There are other stories one is about a elevator that went up to the third floor, but there is no elevator. One thing is that the school was built in the 1920's and that the school's name was changed to honor Alexander Fleming. The submitter does not remember the school's original name but the name change occurred in the 1940's. The third floor can only be reached by a rather steep set of stairs. The third floor was seldom used because of this fact. There is one hallway up there with about 20 rooms in total, 10 on each side of the hall. Some classes where held on the third floor but it was mostly unused.",Fleming Middle School,California,CA,-118.3138226,33.7923726,-118.3150722,33.7922392
Lompoc,United States,"long ago an boy went and hung himself in the ladies restroom. When the store is about to close, a seat ends up in the bathroom the very spot where he hung himself, but tipped over as if he kicked it so he could be hanged. A worker saw a white ghostly figure standing in and staring at the other workers who were closing up. When the last person leaves you can hear a loud banging on the bathroom door, then when check it no one is there. There is said to be cold spot when you sit at the table behind the straw despiser.",Burger King,California,CA,-120.45798,34.6569424,-120.4579409,34.6391501
Lompoc,United States,"The large chapel definitely has two separate presences. One is of a priest. The other chapel presence is a young girl. She was more than likely baptized at and lived at the mission. Her presence is strongest in the back by the baptismal font. It is one of happiness and a youthful playfulness, she was possibly a pre-teen.",Mission La Purisma,California,CA,-120.4206238,34.6697472,-120.4579409,34.6391501
Lompoc,United States,"Supposedly built on an Indian burial site (Chumash) there have been voices and strange occurrences. Including hearing a faint voice in one of the apartment closets of a man playing guitar, two men 'stealing' goods from the pantry, and scratches on resident's faces in the middle of the night.",Tahitian Village,California,CA,,,-120.4579409,34.6391501
Lone Pine,United States,Eerie darkness in the baggage compartment. And reports of a little girl behind the ticket counter with a doll in her arms.,Train Depot off 395,California,CA,,,-118.0628654,36.6060444
Long Beach,United States,The college was built on the site of an old Navy hospital that existed during WWII. The hospital took in all the soldiers that were wounded in the Pacific. The hospital was torn down and the dorms for Cal State Long Beach were built. Many students report seeing men in Navy garb. A man in a Doctor's coat is also reported.,Brooks College,California,CA,-118.1431022,33.7898243,-118.1937395,33.7700504
Long Beach,United States,"Downtown on 6th St. - Casa Bonita is an extremely old building that's recently been refurbished and restored in Downtown Long Beach. It used to be a hotel a long time ago. Residents and visitors share stories of strange noises being heard in the basement where the laundry room is located. A woman screaming in the hallway where there was no one there for the screams to have come from, cold spots in apartments and hallways. Hanging lamps swinging when there is no breeze.",Casa Bonita,California,CA,-118.1670035,33.8542373,-118.1937395,33.7700504
Long Beach,United States,Black Figures seen floating around...moaning heard and children laughing...cold spots and screaming heard. Especially by the end towards the riverbed trail.,DeForest Nature Trail,California,CA,-118.1917985,33.8678992,-118.1937395,33.7700504
Long Beach,United States,There's cold spots. Voices saying help me and saying peoples names. Rapid footsteps. Spots where there are no sounds and then all of a sudden a whoosh of extremely cold air. Whispering of more than one voice at late night there is thick fog with in the forest and a beam of light within the fog...,Deforest park,California,CA,-118.1917985,33.8678992,-118.1937395,33.7700504
Long Beach,United States,Many people who live on campus have seen an older woman wearing a white wedding dress walking the halls of there dorm rooms late at night.,Long Beach Job Corps,California,CA,-118.2158259,33.792449,-118.1937395,33.7700504
Long Beach,United States,"Close to 300 people died there of a plague, and it is haunted by the founder and builder Don Juan Temple, the bathroom is a hot spot of activity with many cold spats around it, and a lady in white has been seen in the Men's bathroom.",Los Ceritos Ranchos,California,CA,-118.1954809,33.8397104,-118.1937395,33.7700504
Long Beach,United States,Room 217 -  Several tries more than necessary to turn the television off; on several occasions while sitting on the bed you can feel something or someone tugging at the bedspread; the feeling of being touched by someone's hand at the top of your back as well as the sense of a presence in the room. Very eerie and experienced by several people on different occasions.,Marriott Hotel,California,CA,-118.138074,33.811516,-118.1937395,33.7700504
Long Beach,United States,"It is said that a male ghost has been seen in the engine room where he was killed while the ship was still in service, there have also been reports of the sound of children playing in the pool; sounds of splashing water in the empty pool area, accompanied by wet feet prints & apparitions around the surrounding pool area. The most accessible haunted area is near door 13 in the engine room, where a young man was crushed trying to escape a fire. Another haunting area is the front desk of what is now the hotel portion of the ship. Sightings include a mysterious woman in white & and a couple walking though the hallway.",The Queen Mary,California,CA,-118.1903235,33.7526356,-118.1937395,33.7700504
Long Beach,United States,This is the room now closed by management due to unexplained events which occurred to guests. B340 is located in an abandoned area of the ship's long hallway corridor. Lights mysteriously flicker and a very cold feeling surrounds the area. It is also said the door knocks on occasion to those who knock.,The Queen Mary- Room B340,California,CA,-118.1903235,33.7526356,-118.1937395,33.7700504
Los Angeles,United States,"Last year, during the filming of VH-1's ""Random Play"" several crewmembers reported seeing a ghostly figure appear in a fourth story window, lean and out and then disappear. Also, lights would inexplicably turn on and off. Strange cold spots were felt and ""shooting lights"" were seen in hallways.",Ambassador Hotel,California,CA,-118.297101,34.059646,-118.2436849,34.0522342
Los Angeles,United States,"Formerly Pabst Blue Ribbon, this complex houses one of largest artist colony in the world. Upon ascending the stairs in the main building leading up to the rooftop, many voices could be heard. It sounds like a hundred muted conversations going on at the same time. The sound of trains and freeway traffic are audible until reaching the rooftop. Once on the roof, even the visible freeway traffic and rail yard is dead silent.",Angel City Brewery,California,CA,-118.237693,34.0462613,-118.2436849,34.0522342
Los Angeles,United States,"Late at night or in the morning, teachers and even some students claim that in the main building on the third floor they hear whispers and footsteps behind them and when they look back there is no one there. Also, in the gym during physical education the lights suddenly go on and off. Besides that, the janitor claims that all of a sudden the ropes to climb will move by itself and the volleyball nets outside shake very hard.",Bancroft Middle school,California,CA,-118.3370631,34.0878273,-118.2436849,34.0522342
Los Angeles,United States,Suva Intermediate School - A Janitor who committed suicide is said to haunt the 2 story building also one the art class there are many cold spots and out of the corner of your eye you can see someone standing,Bell Gardens,California,CA,-118.1514588,33.9652918,-118.2436849,34.0522342
Los Angeles,United States,"The spirit of a young girl by the name of ""Arabella"" haunts the Belmont auditorium. She has reported to follow actors and crew around the stage during rehearsals, flickering lights, moving curtains, turning on and off the faucets in the dressing rooms, and occasionally is heard opening and shutting doors. Legend has it, she is the spirit of a young girl who attended the once ""Private Belmont School for Girls"" during the 1900s and died there shortly after a fire destroyed the school.",Belmont High School,California,CA,-118.2629339,34.0614573,-118.2436849,34.0522342
Los Angeles,United States,It was a hospital in WWII. Reports include voices at night and cold spots.,Birmingham High School,California,CA,-118.5048967,34.1889407,-118.2436849,34.0522342
Los Angeles,United States,"Roosevelt High School - R Building - biggest from all the rest and the building is 3 stories high and it long, a couple decades ago the building wasn't 3 stories high it was four and it was to believe that there was a fire and some student died...here's the story, three students were in a class room and it was a dance night in Roosevelt and one of the students was spying on his girlfriend because he believed that she was cheating on him, so he was just looking out the window down into the other students, and his other friends the one's inside the classroom with him left and one of them was smoking a cigarette and when he was going out the door he threw the cigarette in the trash and the whole floor burned and one student died the one that was looking out the window and that's what people believe that cause the fire...now to this day teachers claim that when they stay late at night in the 3rd floor of the ""R"" building they will hear footsteps, doors opening and closing and TV's turning on and off by themselves and the same with the auditorium it's apart of the ""R"" building as well...some students will say that they'll hear claps and whispers when trying to skip classes eventually run out of there.",Boyle Heights,California,CA,-118.2117257,34.0297895,-118.2436849,34.0522342
Los Angeles,United States,Our Lady of Talpa Catholic School - In the school's auditorium you can hear footsteps and movement from behind the stage curtains. In the hallways and bathrooms you can also hear footsteps like someone is running only to look and no one is there. It is said that a Nun who was a teacher there died during one of her classes of heart attack or old age. She played the piano and sometimes the piano in the auditorium will play on its own.,Boyle Heights,California,CA,-118.2117257,34.0297895,-118.2436849,34.0522342
Los Angeles,United States,"In the phase two section of the dorms at CSULA, there is a storage room that is haunted. Once a room till the year 1999 it is has been known to emanate loud moans and screams, as well as residents in that dorm and the dorm next door, being disturbed at all hours of the day and night by persistent knocking and voices. The ghost of a blonde lady has been seen in the area and has been known to ask residents of ""her"" dorm ""Do you think I would not know."" The story goes that she came in to find her roommate sleeping with her boyfriend, distraught and emotionally exhausted from midterms she hanged herself in the hallway directly outside her roommates room for an eerie surprise.",Cal State L.A. Phase II,California,CA,-118.2885195,34.0261465,-118.2436849,34.0522342
Los Angeles,United States,"ARCO Refinery - Dark figures walking around, valves turning by themselves. In the early years of the refinery, when safety was not emphasized and the refinery was a much more dangerous place to work, many have perished and died.",Carson,California,CA,-118.281693,33.8316745,-118.2436849,34.0522342
Los Angeles,United States,"The Cold spots near the senior patio. In the Yearbook/Newspaper room, the staff has heard noises on floor above them, even though they were the only ones on campus. The yearbook newspaper room used to be a chapel (still has the stained glass windows), said to have a negative energy in the room. School was built over a graveyard. Coffin nails are still being found in the football field. When it rains, there is a spot on the field that never gets wet. Strange occurrences during theatre productions held in the gym have also been reported, including a chair flying across the floor.",Cathedral High School,California,CA,-118.2345963,34.0698258,-118.2436849,34.0522342
Los Angeles,United States,Apartment on Centennial St - Footsteps in the living room -doors opening with out the wind blowing and noises by the baby's crib and it feels like someone is standing right next to you when your sleeping in the living room by yourself.,Chinatown,California,CA,-118.2383309,34.0623339,-118.2436849,34.0522342
Los Angeles,United States,Puente Hills Mall - Reports of phenomenon happen inside the corridors. Voices being heard during the graveyard shifts. Lights flickering on and off during the night hours. Noises coming from the ceiling like someone was climbing threw the air shafts. Cold spots inside some of the corridors. A suicide happen in 2004 in the lower level women's restroom by Sears. She shot herself in the head. Sightings of a dark image inside the corridors and restroom's mirror where the suicide took place. AMC theaters sightings of children seen running thru the walls. Robinsons May motion censers security alarm goes off for no apparent reasons. We thought it was mice or rats running around. Exterminator was hired. He said there were no signs of rats or mice inside.,City Industry,California,CA,-117.9586754,34.0197335,-118.2436849,34.0522342
Los Angeles,United States,"In the 1960s a man fell off the top floor of the sports complex to his death. Many people thought that he had been pushed, but the court ruled it an accidental death. On night games towards the end of the game an apparition of a man is seen on the top floor of the complex as well as the sounds of screaming and a loud CRUNCH.",The Coliseum,California,CA,-118.2878754,34.0140526,-118.2436849,34.0522342
Los Angeles,United States,"This library opened in 1924,Over the years several ghost sightings have been witnessed by numerous people. A ex worker there once spotted a translucent male floating near the old fireplace. Ghostly whispers can sometimes be heard in the men's room. Cold spots can be felt near the occult section and fireplace.",Cypress Park Branch Library,California,CA,-118.2274469,34.0944557,-118.2436849,34.0522342
Los Angeles,United States,"Cabin The First Interstate Bldg. (now called the AON building) - The building on Wilshire burned down on may 4, 1988. An engineer was riding the elevator when the doors opened on the 12th floor, the place where the fire was taking place. When they found his body it was shriveled and burnt. Janitors have reported hearing noises and lights switching on and off on the eleventh floor as well as the 32nd floor. Also, a couple of people committed suicide by jumping off the top. One man jumped 'cause his wife left him. Another lady a couple of years back, in the 90's. Her intestines were hanging off the trees. But many claim the entire building is damned.",Downtown,California,CA,-118.2467693,34.040713,-118.2436849,34.0522342
Los Angeles,United States,"Throughout the park there have been sightings dating back to before Dodger Stadium and even before the 110 Fwy went through there. Many families lived and died in the hills and valleys in this green area just north of downtown L.A. The story of the White Lady is about a woman who drowned her children in the river and wanders the park crying for them. Other versions of the White Lady story include visions of headless dogs near the sighting of the White Lady. Human figures have seen entering the tunnel under the 110 fwy at Solano Ave., but not emerging on the other side. In the Lodge area light flicker along the hillsides. Street lights often go on and off when couples park under them at night and talk about the spirits in the park. Elysian Park hosts Dodger Stadium which removed many long time residents whose families dated back to colonial times. The anger of these forcefully r emoved families or the return of spirits to the beauty of the area are the fuel for the legends. On the eastside of the park there was a cemetery that was dug up for the construction of the 110 and Cathedral High School which has its own stories of unexplained events.",Elysian Park,California,CA,-118.2365812,34.0838043,-118.2436849,34.0522342
Los Angeles,United States,"in the rotunda shadows have been seen and cold spots have been felt. A number of students felt the urge to jump off the 3rd floor balcony ""when I walked past the entrance to the 3rd floor balcony, I felt the sudden urge to brake through the gate and jump off"". two people killed by hanging themselves and jumping off. Cold spots have also been felt and light flicker in the auditorium. One person died falling off fixing lights.",Fairfax high School,California,CA,-118.3597627,34.0821574,-118.2436849,34.0522342
Los Angeles,United States,Sometimes the elevator will stop on certain floors for no reason. When the doors open no one is there. Strange sounds throughout the hallways and in the rooms. Televisions turn on in the middle of the night by them selves and will not shut off.,Figueroa hotel,California,CA,-118.2639248,34.0454836,-118.2436849,34.0522342
Los Angeles,United States,"This school is haunted by a former student who died when she fell off a balcony on the fourth floor overlooking the quad. Some students claim that if you go to the balcony today and look down on the quad, you will feel the presence of someone standing next to you. If you look over quickly, you will catch a glimpse of the dead girl staring down--before she disappears.",Franklin High School,California,CA,-118.1987917,34.1154172,-118.2436849,34.0522342
Los Angeles,United States,The stage in the auditorium. -  Strange shadows and feelings.,Fremont High School,California,CA,-118.2691485,33.9698447,-118.2436849,34.0522342
Los Angeles,United States,this old park known to a lot of people is known for its tragedy history. History has it that previous owners of the park were dying mysteriously. Today the parks camp road has been closed because of strange happenings. Some people report to see sacrifices and other witch like ceremonies been held there. but when they go the next day they would find no sign of such happenings.,Griffith park,California,CA,-118.2942,34.13655440000001,-118.2436849,34.0522342
Los Angeles,United States,Franklin High School - The ghost of a deceased student haunts the auditorium and the surrounding classrooms. The student had died in the 50's and continues to be heard and seen by faculty and students alike. loud unexplained noises are heard.,Highland Park,California,CA,-118.1854042,34.1157564,-118.2436849,34.0522342
Los Angeles,United States,It is a abandoned Mansion of the magician Houdini. Many people say it is haunted and have heard footsteps on the large stairs of Houdini's Mansion. Many apparitions of a man walking also is seen through pictures.,Houdini's Mansion,California,CA,-118.3734598,34.1143369,-118.2436849,34.0522342
Los Angeles,United States,"On Wilshire Boulevard near Vermont. Now part of the Southwest Law School, the old department store built in 1929 was converted into a law library. A security guard working there during its renovation could hear a little girl's voice crying from the elevator shaft. It was rumored that a man had pushed the girl into the elevator shaft, killing her back in the 1930's. Other strange happenings observed were lights coming on and off, windows and shades being open and closed with no one in the building, and footsteps being heard on the stairway. Some construction workers reported finding secret passageways that lead from Mr. Bullock's penthouse in the building. Several construction workers had quit during remodeling due to unexplained phenomena taking place in the building's clock tower.",I. Magnun/Bullocks building,California,CA,-118.2884225,34.0613992,-118.2436849,34.0522342
Los Angeles,United States,"Floor South -  The story is that some people who had been getting stoned in the third floor bathroom, experimented with some laced substances. Resulting in a loss of their sanity and the bludgeoning of one of them and at least one other. On the evenings near closing time, after hours, and in the early morning the faucets turn themselves on and off, as well as locked doors being forced open. There have also been reports of cold spots in the restroom and in the area surrounding the bathroom. There is an eerie feeling in that area and sometimes you can hear stoned laughter.",J.F.K. Library Third,California,CA,-71.0342146,42.316274,-118.2436849,34.0522342
Los Angeles,United States,"Students believe the fourth floor is haunted because of it being restricted. any info please email Haunted Places- April 2005 Correction – The rumor is that a boy was murdered up there in the 4th floor. On the 3rd floor witnesses would hear noises down the hallway, as if someone was touching the lockers. Like someone was trying to open the locker type noise. When the submitter of this update would go to the 3rd floor they always wondered why the stairs that lead to the 4th floor would be caged shut. While they attended that school, not once had they ever seen the stairs that lead to the 4th floor ever cleaned. The 3 yrs they attended the same filth would be there. The school was built sometime in 1936.",John Marshall High School,California,CA,-118.2774744,34.1079309,-118.2436849,34.0522342
Los Angeles,United States,"Mrs. Knott's Chicken Dinner Restaurant a ghost in one of the empty, windowless back dining rooms. looked like an old woman and the busboy claimed it was simply a fog.",Knott's Berry Farm,California,CA,-118.0002265,33.8443038,-118.2436849,34.0522342
Los Angeles,United States,"Walnut - City Of Indusry - St. Mary's Catholic School - Since the school doubled as an orphanage, the kids also lived there. When the school was running, kids played in the small field behind the school. One night, a couple of kids (unknown how many) snuck out of their beds and went outside to play. Then the next day the nuns found the kids dead outside. No one knows how they died (or some make up stories) But if you go there at night you can hear running inside the building and the sounds of swings and other children's toys moving. The are also devil worshipers who write anti-christ slurs on the walls in blood which can be found through out the school. There is also a story that someone was killed in the bathroom facilities behind the school either by gang members or devil worshipers. You can see the handprints in blood and other stains in side the backrooms.",LA County,California,CA,-118.2436849,34.0522342,-118.2436849,34.0522342
Los Angeles,United States,"According to security guards, a woman was shot by her husband because she was sleeping with other men. She is now a very active spirit supposedly begging men who visit the building that see her to (to put it nicely) have sex with her as well as playing with the electrical system. Contractors doing work at the site have left in fear and never come back.",LA County Museum of Arts (LACMA),California,CA,-118.3592293,34.0639323,-118.2436849,34.0522342
Los Angeles,United States,in the uphill campus for the boys locker room is haunted. The lights go on and of then turn of. The door goes slam and is look but from the inside. Some times the locker open and close by themselves. Last seen in yr 2001-2002.,Le Lycee Francias (up hill campus),California,CA,-118.414233,34.027772,-118.2436849,34.0522342
Los Angeles,United States,Lincoln High School - Underneath the school there are tunnels where they used in case of bombs in the early 1900's. In the 1960's a mother of one of the black panthers hid her black panther son there for 3 years. In those tunnels there is an abandoned shooting range and you hear those guns going off during school hours. And early in the morning around 6:30 when the hall lights are off you see student apparitions in the distance of the oldest building there.,Lincoln Heights,California,CA,-118.2115093,34.0739389,-118.2436849,34.0522342
Los Angeles,United States,"Many strange occurrences have been reported over the years. Apparitions of different beings show up in the lounge on the 18th floor & in the parking garage accompanied by feelings of terror, strange smells & sounds. Rumor is that the front office is curse - 6 suicides of people who worked in the front office since the hotel opened in 1972.",Los Angeles Airport Marriott,California,CA,-118.3848086,33.9465953,-118.2436849,34.0522342
Los Angeles,United States,"Security Officers report of Haunting on the 2,3,4,27 and 28th floors. The 2nd floor is the scariest; the whole floor is in marble. There are noises coming from many directions and there always feels like someone is watching you. Security Officers have reported seeing apparitions in this area. The 3rd and 4th floor always seem as though someone is with you as you walk. The 27th floor ""Tom Bradley Room"" has paintings of all the Former Mayors of Los Angeles. There is one painting located in the back Hallway that is really eerie. The painting was done in the late 1800 to early 1900. This painting looks like a regular photograph and the man in side the painting seems to watch you with his eyes. This painting is extremely life like. On the 28th floor, there seems to be lot of energy. CCTV cameras have picked up human figure images. It has been believed the at one tim e or another that City Hall housed a morgue. All occurrences have happened between the hours of 0130-0500 am, but be advised the building is closed to the public at these hours.",Los Angeles City Hall,California,CA,-118.2426533,34.0537136,-118.2436849,34.0522342
Los Angeles,United States,"The Little Rascal's dog Petey, Hop along Cassidy's Horse and Mary Pickford's dog are all interred here. However, the dead animal that does the most haunting here is Kabar, a Great Dane that belonged to Rudolf Valentino. The dog died in 1929 but it's playful phantom is still reported panting or licking people that wander near it's grave.",Los Angeles Pet Cemetery,California,CA,-118.6522057,34.1573667,-118.2436849,34.0522342
Los Angeles,United States,"There is a man who sings to Frank Sinatra songs wandering the theatre, sometimes he opens and closes the elevator door or sits in the audience section clapping unexpectedly. Usually he is around, students and teachers have said to feel his presence moving around.",Los Angeles Senior High School,California,CA,-118.3329959,34.0554228,-118.2436849,34.0522342
Los Angeles,United States,"Reported noises and movement at night in the field house. A classroom, which used to be a dormitory for students in the 60's, is haunted by a student who killed himself in a trap door located on the ceiling of the room. Students and even the teacher who uses the room report an eerie presence there. The living quarters for the Jesuits is reportedly visited by an apparition of a nun. The school itself is over 150 years old.",Loyola High School,California,CA,-118.296672,34.044917,-118.2436849,34.0522342
Los Angeles,United States,"The Strub Theatre - Said to be haunted by an old lady who sits in the back of the house watching the stage. Several actors have seen her in the audience while performing on stage and stage managers, while locking up the theatre after rehearsals or productions. have reported seeing her staring intently at the stage.",Loyola Marymount University,California,CA,-118.4184969,33.9698183,-118.2436849,34.0522342
Los Angeles,United States,Rains Hall students have reported seeing strange apparitions as well as the ghost of a girl who died there from heart complications in 1998.,Loyola Marymount University,California,CA,-118.4184969,33.9698183,-118.2436849,34.0522342
Los Angeles,United States,"The school's print shop believed to be haunted by the ghost of its first print shop teacher who worked there for over 40 years. Students have felt someone looking over their shoulder as they worked developing film in the darkroom. Witnesses have seen a man out of the corner of their eye, standing outside the darkroom near the film drying area.",Manual Arts High School,California,CA,-118.2921733,34.0082618,-118.2436849,34.0522342
Los Angeles,United States,AMC theater 20 - Little children and screams have been reported.,Norwalk,California,CA,-118.081733,33.9022367,-118.2436849,34.0522342
Los Angeles,United States,"There is a total of three ghosts here at Neutrogena. The original founders wife was shot execution style here and so was his son. Workers and security officers working late nights will see a woman in a white dress walking around, a child playing in the factory and running (there are no children allowed in the buildings due to the hazards), and a strange growl.","Neutrogena, Johnson &amp; Johnson Corporation",California,CA,-118.383123,33.948858,-118.2436849,34.0522342
Los Angeles,United States,"Erdman Hall - A room in the center, front side of the of the 2nd floor of the Erdman Residence Hall at Occidental College is haunted by two spirits. One of a young person, who plays friendly tricks on the living in order to solicit their attention and friendship. The playful spirit has been known to turn the water faucets on and off (not a plumbing problem - the knobs have been seen turning on their own), the lights are tuned on and off, the chain on the door is taken on and off, and written messages are found on the walls. The other spirit is a dark and heavy presence that resides in one of the room's two closets. This dark being can be felt late at night typically when a person is trying to sleep - it has been described as a large dark man who stands by the door and watches as you sleep. It is clearly not friendly, but it does no more than make its presence felt. No explanation has been offered as to the source of these spirits, but they are accompanied by a few other manifestations in other parts of the building (but are concentrated in this particular room).",Occidental College,California,CA,-118.2105035,34.1273615,-118.2436849,34.0522342
Los Angeles,United States,"Newcomb Hall - Years ago, a student who had been having problems being away from home sank into a deep depression. She hung herself inside the dorm on the second floor. Strange things setting of alarms and presence felt.",Occidental College,California,CA,-118.2105035,34.1273615,-118.2436849,34.0522342
Los Angeles,United States,"There have been reports of a woman with red heels walking down an empty hall on the 2nd floor. Students get the urge to climb the roof stairs and jump off the roof; a 5th grader did this in the 70s. Lights turn on and off inexplicably, and laughter is heard in the auditorium girls' bathroom.",Our Lady of Loretto Elementary,California,CA,-118.264006,34.0669529,-118.2436849,34.0522342
Los Angeles,United States,A warehouse worker that died while working in the bypass section in the warehouse haunts Qantas Freight. There have been numerous witnesses that claim to have seen his ghost working normally and when approached he turns around and his face and hands are bloody and mangled. The workers report the stranger to the managers and when they look for him he disappears. Many graveyard shift workers claim that he appears mostly in the cooler room checking the human remains section.,Qantas Freight Warehouse,California,CA,-118.40317,33.932262,-118.2436849,34.0522342
Los Angeles,United States,Mostly strange sounds in the rooms and the feeling of being followed and watched.,Renaissance Los Angeles Airport,California,CA,-118.3858006,33.9484998,-118.2436849,34.0522342
Los Angeles,United States,"""R"" Building - Most of the staff members and student have reported that strange noises can be heard in the a auditorium and lights go off and on when no one is there!",Roosevelt High School,California,CA,-118.2110747,34.038338,-118.2436849,34.0522342
Los Angeles,United States,Ghost seen sitting in the seats.,The Dodger Stadium,California,CA,-118.2399583,34.073851,-118.2436849,34.0522342
Los Angeles,United States,"Reports of a residual scene of a murder happening - A woman running, a man running after her, when they reach the edge of the over pass he grabs her to strangle her and throws her over.",The over pass over Pasadena Free way,California,CA,,,-118.2436849,34.0522342
Los Angeles,United States,"When the school was first being built, and there, kids and students use to come and hang out at night on the soccer field that was there. A girl was raped, her tongue cut out and murdered. It is said on nights in September and October, she has been seen her wandering the soccer field, trying to scream and call gut the names of her attackers, and that if any males wander down to the filed on nights she is out, they will go mute while on the field.",University of Judaism,California,CA,-118.4725275,34.1263884,-118.2436849,34.0522342
Los Angeles,United States,"Reports of doors opening and closing on their own, low moaning sounds emitted from empty rooms, and ropes hanging from a pipe in a bathroom stall (where a student allegedly hung himself). There has also been sightings of a glowing clown like apparition.",Virgil Jr. High Auditorium,California,CA,-118.2912733,34.074097,-118.2436849,34.0522342
Los Angeles,United States,Lemon Ave - The Lady was killed by car accident you can see her crossing the street by 9:00PM through 3:00 AM.,Walnut,California,CA,-117.8653386,34.0202894,-118.2436849,34.0522342
Los Angeles,United States,"It is said that 3 ghost haunt the school. There is a young man believed to be 16-18 haunting the school. Back in the 70's the boy was playing basketball for his PE class, as he went up for a shot someone took his legs out from under him and he crushed his skull and broke his neck. Late at night after hours you can hear the young man playing and you can encounter a ghostly figure walk up to you and ask "" Do u got game ""? then laugh and disappear. The other two ghosts seem to be a couple. They are seen all over the school every now and then. They will disappear when see by other people. The couple will follow and mess with you until you leave.",Westchester High School,California,CA,-118.4287235,33.9582876,-118.2436849,34.0522342
Los Angeles,United States,"Dykstra Hall - Supposedly there is a lively spirit still hovering over the third floor of the dormitory, where a couple of years ago a young student (overwhelmed by life) committed suicide by hanging himself in the dormitory closet. It is said that the kid killed himself across from one of the restrooms, where creepy noises can be heard during the night.",Westwood,California,CA,-118.4455164,34.0635016,-118.2436849,34.0522342
Los Angeles,United States,"A running figure can be seen along the track of the high school. This person was said to be running at a time late at night when some gang members saw him, and chased him with their car, killing him. Now this runner haunts the track. Another haunting at Wilson is in one of the dark rooms in the photography class, reports of being pushed around and even locked in the room. Also, a figure of a football player sitting on the bar near the docks can be seen, it has been said that after a game, he was sitting there, and fell back about 8 feet, hitting his head and killing him. Reports of the apparition of a boy seen sitting from a window he was pushed from.",Wilson High School,California,CA,-118.1862623,34.0699853,-118.2436849,34.0522342
Los Angeles,United States,"The vaudeville-era Palace at 6th and Broadway is said to be extensively haunted by spectral stage workers and theatre guests. One of the seats near the front of the house supposedly is haunted by a man who was shat there when discovered out on a date with the wrong woman. Two old stage hands bicker in the wings. When a show stinks, the spirits make their opinion known by lobbing invisible rotten eggs at the stage. Ghost hunters have identified nearly two dozen individual hauntings in the building. There is some mischievous activity, but nothing particularly scary.",Palace Theatre,California,CA,-118.252351,34.0457263,-118.2436849,34.0522342
Los Angeles,United States,"Dykstra Hall - Dykstra 10th floor showers turn on by themselves. Not a drip, but a full force shower, when no one's in the shower area. Residents will turn them off, and they'll turn back on. RAs have been sent to investigate and the problems were reported to Facilities who didn't find anything wrong with the showers.",University of California,California,CA,-118.4451811,34.068921,-118.2436849,34.0522342
Los Angeles,United States,Venice high school - it has been said that auditorium lights and sound turn on by themselves sometimes while events are taking place also screams being heard in the control room also the place gets very cold sometimes the auditorium and the school itself has a long past history of many events and the decor itself of the auditorium is very eerie old style just a weird feeling when you walk in there when empty it has been said that in fact there is an entity haunting the place.,Venice,California,CA,-118.4694832,33.9850469,-118.2436849,34.0522342
