date,time,size,version,os,country,ip_id
2018-10-23,12:23:46,82977145,3.5.1,win,TR,889
2018-10-23,12:23:47,77630574,3.5.1,osx,NA,28
2018-10-23,12:23:56,82970764,3.5.1,win,CH,890
2018-10-23,12:24:13,83044966,3.5.1patched,win,US,70
2018-10-23,12:24:22,83043709,3.5.1patched,win,US,82
2018-10-23,12:24:34,82976209,3.5.1,win,PL,26
2018-10-23,12:24:49,83042464,3.5.1patched,win,US,69
2018-10-23,12:25:19,77633620,3.5.1,osx,GB,891
2018-10-23,12:25:26,13516408,3.5.1,win,NA,28
2018-10-23,12:25:18,82877759,3.5.1,win,PE,892
2018-10-23,07:15:54,82877758,3.5.1,win,MZ,893
2018-10-23,07:15:52,83022967,3.5.1patched,win,US,15
2018-10-23,07:16:11,77627127,3.5.1,osx,IT,894
2018-10-23,07:16:11,74973381,3.3.3,osx,FR,569
2018-10-23,07:16:12,82973464,3.5.1,win,FR,569
2018-10-23,07:16:18,29847099,3.5.1,src,HK,564
2018-10-23,07:16:37,82978672,3.5.1,win,US,895
2018-10-23,07:16:48,82972456,3.5.1,win,IL,896
2018-10-23,07:17:21,82877759,3.5.1,win,IE,897
2018-10-23,07:17:59,77628713,3.5.1,osx,FR,569
2018-10-23,07:18:24,355,3.5.1,win,US,898
2018-10-23,07:19:09,82877757,3.5.1,win,TR,899
2018-10-23,07:19:21,82972948,3.5.1,win,CN,900
2018-10-23,07:19:25,82877758,3.5.1,win,CH,901
2018-10-23,07:19:36,82970791,3.5.1,win,NA,28
2018-10-23,07:19:43,82968784,3.5.1,win,GB,902
2018-10-23,07:19:43,43608,3.4.2,win,US,373
2018-10-23,07:19:43,82968649,3.5.1,win,AU,903
2018-10-23,07:20:30,83615137,devel,win,US,69
2018-10-23,07:20:35,17711608,3.3.3,osx,FR,569
2018-10-23,02:20:37,82969332,3.5.1,win,CN,904
2018-10-23,02:21:26,83029057,3.5.1patched,win,US,407
2018-10-23,02:21:01,82975936,3.5.1,win,CN,905
2018-10-23,02:21:28,82969933,3.5.1,win,CO,906
2018-10-23,02:21:27,82971530,3.5.1,win,JP,907
2018-10-23,02:21:35,82877758,3.5.1,win,TW,908
2018-10-23,02:21:27,82975724,3.5.1,win,AU,909
2018-10-23,02:22:38,77628792,3.5.1,osx,US,910
2018-10-23,02:23:12,82971872,3.5.1,win,KR,911
2018-10-23,02:23:15,77628750,3.5.1,osx,CA,912
2018-10-23,02:23:28,83028880,3.5.1patched,win,US,34
2018-10-23,02:24:08,82974037,3.5.1,win,US,92
2018-10-23,02:24:36,82976650,3.5.1,win,NA,28
2018-10-23,02:24:49,82970746,3.5.1,win,CN,913
2018-10-23,02:25:20,82973420,3.5.1,win,NZ,914
2018-10-23,16:55:58,74975460,3.3.3,osx,IT,915
2018-10-23,16:56:03,82977100,3.5.1,win,PL,916
2018-10-23,16:56:12,82977386,3.5.1,win,SE,917
2018-10-23,16:56:23,29853099,3.5.1,src,BR,918
2018-10-23,16:56:27,74286525,3.3.3,win,CA,919
2018-10-23,16:56:47,82877759,3.5.1,win,US,920
2018-10-23,16:56:45,82974416,3.5.1,win,DE,921
2018-10-23,16:56:53,82976471,3.5.1,win,NA,28
2018-10-23,16:56:52,82976865,3.5.1,win,CA,922
2018-10-23,16:57:17,82969017,3.5.1,win,GT,923
2018-10-23,16:57:20,77629341,3.5.1,osx,NA,28
2018-10-23,16:57:25,77629588,3.5.1,osx,DE,924
2018-10-23,16:57:24,82974427,3.5.1,win,CA,925
2018-10-23,16:57:28,83037638,3.5.1patched,win,US,34
2018-10-23,16:57:36,29846535,3.5.1,src,BR,918
2018-10-23,16:57:44,82471675,3.4.3,win,US,69
2018-10-23,16:58:07,82971979,3.5.1,win,US,926
2018-10-23,16:58:11,1311666,3.5.1,win,US,927
2018-10-23,16:58:24,82974959,3.5.1,win,IN,928
2018-10-23,16:58:48,82973177,3.5.1,win,US,927
2018-10-23,16:59:01,12689074,3.4.3,win,JO,929
2018-10-23,16:59:16,83037513,3.5.1patched,win,US,34
2018-10-23,16:59:42,82972933,3.5.1,win,US,82
2018-10-23,22:20:53,82968865,3.5.1,win,US,930
2018-10-23,22:20:46,78015789,latest,osx,US,37
2018-10-23,22:21:08,82971466,3.5.1,win,US,930
2018-10-23,22:21:18,83616752,devel,win,US,70
2018-10-23,22:21:31,82971637,3.5.1,win,US,931
2018-10-23,22:21:31,82973662,3.5.1,win,CL,932
2018-10-23,22:22:03,83039575,3.5.1patched,win,US,42
2018-10-23,22:22:48,83038963,3.5.1patched,win,US,15
2018-10-23,22:22:45,82977829,3.5.1,win,DE,933
2018-10-23,22:23:05,77350963,3.4.4,osx,US,37
2018-10-23,22:23:06,82548757,3.4.4,win,US,92
2018-10-23,22:23:10,78105010,latest,osx,US,37
2018-10-23,22:23:42,82877758,3.5.1,win,CA,934
2018-10-23,22:24:46,77629161,3.5.1,osx,NA,28
2018-10-23,22:25:07,83041685,3.5.1patched,win,US,82
2018-10-23,22:24:10,77628180,3.5.1,osx,GB,935
2018-10-23,22:25:22,82970152,3.5.1,win,NA,28
2018-10-23,13:35:48,82975002,3.5.1,win,LT,936
2018-10-23,13:35:52,82968729,3.5.1,win,CR,937
2018-10-23,13:35:45,40976379,3.5.1,win,CN,938
2018-10-23,13:36:16,82970594,3.5.1,win,US,939
2018-10-23,13:36:19,82968901,3.5.1,win,CO,940
2018-10-23,13:36:19,74889266,3.3.3,osx,NA,28
2018-10-23,13:36:01,82974940,3.5.1,win,GB,941
2018-10-23,13:36:28,83044936,3.5.1patched,win,US,33
2018-10-23,13:36:27,82877758,3.5.1,win,DE,942
2018-10-23,13:36:30,77540673,3.5.1,osx,NA,28
2018-10-23,13:36:30,82877759,3.5.1,win,IT,943
2018-10-23,13:37:13,82972230,3.5.1,win,CN,944
2018-10-23,13:37:42,4501498,3.5.1,win,JP,945
2018-10-23,13:37:46,82971835,3.5.1,win,NL,946
2018-10-23,13:38:03,82973797,3.5.1,win,DE,947
2018-10-23,13:38:11,77632918,3.5.1,osx,GB,948
2018-10-23,13:38:18,83044588,3.5.1patched,win,US,42
2018-10-23,13:38:26,74889266,3.3.3,osx,US,37
2018-10-23,13:38:39,82971827,3.5.1,win,US,33
2018-10-23,13:38:42,82971655,3.5.1,win,IN,949
2018-10-23,13:38:46,82877759,3.5.1,win,AT,950
2018-10-23,13:38:59,82968801,3.5.1,win,IN,951
2018-10-23,13:39:04,82973463,3.5.1,win,US,952
2018-10-23,13:39:28,82549926,3.4.4,win,US,146
2018-10-23,13:39:32,82971800,3.5.1,win,SE,953
2018-10-23,13:39:44,82877758,3.5.1,win,UG,673
2018-10-23,13:39:55,82973124,3.5.1,win,US,34
2018-10-23,13:40:17,3707378,3.5.1,win,IN,951
2018-10-23,13:40:24,77266228,3.4.4,osx,US,37
2018-10-23,22:15:49,77629413,3.5.1,osx,DE,954
2018-10-23,22:15:51,77628593,3.5.1,osx,US,955
2018-10-23,22:15:57,82976099,3.5.1,win,US,92
2018-10-23,22:16:16,82877755,3.5.1,win,BR,956
2018-10-23,22:16:24,77630573,3.5.1,osx,US,957
2018-10-23,22:16:28,77630654,3.5.1,osx,NA,28
2018-10-23,22:17:31,82877759,3.5.1,win,US,958
2018-10-23,22:17:39,83041267,3.5.1patched,win,US,82
2018-10-23,22:17:58,77626012,3.5.1,osx,US,959
2018-10-23,22:19:10,83039871,3.5.1patched,win,US,42
2018-10-23,22:19:21,196236,3.5.1,win,AU,960
2018-10-23,22:19:35,82973753,3.5.1,win,CO,961
2018-10-23,22:20:02,83040034,3.5.1patched,win,US,228
2018-10-23,08:55:56,82877755,3.5.1,win,KR,962
2018-10-23,08:56:29,82971807,3.5.1,win,SI,963
2018-10-23,08:57:00,77625707,3.5.1,osx,IT,964
2018-10-23,08:56:59,82877755,3.5.1,win,RO,965
2018-10-23,08:57:12,82877759,3.5.1,win,SK,966
2018-10-23,08:57:37,77625824,3.5.1,osx,RO,967
2018-10-23,08:58:28,82974153,3.5.1,win,IN,968
2018-10-23,08:58:35,82877758,3.5.1,win,NA,28
2018-10-23,08:58:37,83027987,3.5.1patched,win,US,969
2018-10-23,08:58:23,6299108,3.5.1,win,NA,28
2018-10-23,08:58:40,1700032,3.5.1,win,IN,970
2018-10-23,08:58:38,1016488,3.5.1,win,IN,970
2018-10-23,08:59:05,459616,3.5.1,win,CN,236
2018-10-23,08:59:36,78015785,latest,osx,US,37
2018-10-23,08:59:59,82877755,3.5.1,win,GB,971
2018-10-23,07:45:34,44552780,3.5.1,win,NA,28
2018-10-23,07:45:45,82977151,3.5.1,win,RU,972
2018-10-23,07:45:23,1425017,3.5.1,win,CN,973
2018-10-23,07:45:41,82554090,3.4.4,win,US,34
2018-10-23,07:46:05,78015785,latest,osx,US,37
2018-10-23,07:46:05,78106442,latest,osx,US,37
2018-10-23,07:46:11,82977964,3.5.1,win,CH,27
2018-10-23,07:46:29,1015255,3.5.1,win,ZA,974
2018-10-23,07:46:41,1023611,3.5.1,win,NA,28
2018-10-23,07:46:45,82877755,3.5.1,win,PK,975
2018-10-23,07:46:30,4870826,3.5.1,win,NA,28
2018-10-23,07:47:01,82973770,3.5.1,win,TR,976
2018-10-23,07:47:05,3259046,3.5.1,win,CN,977
2018-10-23,07:47:13,4539614,3.5.1,win,NA,28
2018-10-23,07:47:40,82978146,3.5.1,win,CH,27
2018-10-23,07:47:40,82974857,3.5.1,win,IN,978
2018-10-23,07:47:51,82977973,3.5.1,win,DE,979
2018-10-23,07:48:01,83030786,3.5.1patched,win,US,33
2018-10-23,07:47:58,5262999,3.5.1,win,ZA,974
2018-10-23,07:47:50,82972213,3.5.1,win,US,980
2018-10-23,07:48:14,82877757,3.5.1,win,ES,981
2018-10-23,07:48:21,83610912,devel,win,US,82
2018-10-23,07:48:25,82972970,3.5.1,win,FI,982
2018-10-23,07:49:08,82977399,3.5.1,win,HK,983
2018-10-23,07:49:13,83607622,devel,win,US,13
2018-10-23,07:49:10,7970506,3.5.1,win,CN,984
2018-10-23,07:49:34,82969756,3.5.1,win,JP,985
2018-10-23,07:49:32,82877759,3.5.1,win,CN,973
2018-10-23,07:49:32,82973812,3.5.1,win,PL,986
2018-10-23,07:49:57,11778738,3.5.1,win,VN,573
2018-10-23,01:40:20,82982888,3.5.1,win,US,987
2018-10-23,01:46:55,356,3.5.1,osx,US,725
2018-10-23,21:21:03,64154888,3.4.0,osx,IT,988
2018-10-23,21:21:23,82553289,3.4.4,win,US,13
2018-10-23,21:20:57,82975165,3.5.1,win,GB,989
2018-10-23,21:21:13,82975849,3.5.1,win,GB,989
2018-10-23,21:22:02,82877755,3.5.1,win,US,990
2018-10-23,21:22:13,82972924,3.5.1,win,US,991
2018-10-23,21:22:25,83616797,devel,win,US,70
2018-10-23,21:22:36,82877758,3.5.1,win,NA,28
2018-10-23,21:22:50,82877758,3.5.1,win,CO,992
2018-10-23,21:23:35,83037637,3.5.1patched,win,US,146
2018-10-23,21:23:34,82975750,3.5.1,win,TR,993
2018-10-23,21:23:46,65995,3.5.1,osx,US,994
2018-10-23,21:23:50,77626723,3.5.1,osx,US,994
2018-10-23,21:24:06,82974154,3.5.1,win,US,995
2018-10-23,21:24:14,82968803,3.5.1,win,IT,996
2018-10-23,21:24:27,83618777,devel,win,US,34
2018-10-23,21:24:34,82971574,3.5.1,win,NA,28
2018-10-23,21:24:31,78015785,latest,osx,US,37
2018-10-23,21:24:36,82877759,3.5.1,win,BE,997
2018-10-23,21:24:57,29847695,3.5.1,src,NA,28
2018-10-23,21:25:19,82976469,3.5.1,win,US,998
2018-10-23,21:25:21,83038914,3.5.1patched,win,US,70
2018-10-23,21:25:32,82971510,3.5.1,win,US,999
2018-10-23,18:25:41,83037485,3.5.1patched,win,US,33
2018-10-23,18:25:49,78015785,latest,osx,US,37
2018-10-23,18:25:51,851599,3.5.1,win,RU,126
2018-10-23,18:26:26,83041291,3.5.1patched,win,US,13
2018-10-23,18:26:32,83037690,3.5.1patched,win,US,13
2018-10-23,18:27:13,82968667,3.5.1,win,PL,1000
2018-10-23,18:27:18,78015787,latest,osx,US,37
2018-10-23,18:27:26,77540667,3.5.1,osx,HK,1001
2018-10-23,18:27:25,30675557,3.5.0,src,CH,1002
2018-10-23,18:28:47,78015788,latest,osx,US,37
2018-10-23,18:29:19,77630307,3.5.1,osx,DE,1003
2018-10-23,18:30:16,82975139,3.5.1,win,US,1004
2018-10-23,18:30:25,77626578,3.5.1,osx,CH,1005
2018-10-23,16:25:49,29816693,3.2.3,src,US,1006
2018-10-23,16:26:17,82968783,3.5.1,win,CO,1007
2018-10-23,16:26:47,77632324,3.5.1,osx,DE,1008
2018-10-23,16:26:51,82973177,3.5.1,win,PL,1009
2018-10-23,16:26:56,82976117,3.5.1,win,US,1010
2018-10-23,16:26:55,82973796,3.5.1,win,DE,1011
2018-10-23,16:27:16,78015788,latest,osx,US,37
2018-10-23,16:27:17,82969001,3.5.1,win,US,82
2018-10-23,16:27:12,83042104,3.5.1patched,win,US,15
2018-10-23,16:27:22,82968775,3.5.1,win,GB,1012
2018-10-23,16:27:46,82877749,3.5.1,win,US,1013
2018-10-23,16:28:10,36099608,3.5.1,win,LT,1014
2018-10-23,16:28:15,82877759,3.5.1,win,GB,1015
2018-10-23,16:28:16,82972403,3.5.1,win,US,1016
2018-10-23,16:28:31,77630082,3.5.1,osx,US,1017
2018-10-23,16:28:38,82975927,3.5.1,win,TH,1018
2018-10-23,16:28:48,82975543,3.5.1,win,NA,28
2018-10-23,16:27:34,14677,2.13.1,win,US,1019
2018-10-23,16:29:03,82973230,3.5.1,win,US,1020
2018-10-23,16:29:10,82970548,3.5.1,win,CA,1021
2018-10-23,16:29:32,82969289,3.5.1,win,US,1022
2018-10-23,16:29:41,82973363,3.5.1,win,EC,1023
2018-10-23,16:30:18,82971444,3.5.1,win,NA,28
2018-10-23,17:25:41,78103126,latest,osx,US,37
2018-10-23,17:25:44,77354144,3.4.4,osx,US,1024
2018-10-23,17:25:39,82973824,3.5.1,win,US,1025
2018-10-23,17:26:03,82973372,3.5.1,win,CL,1026
2018-10-23,17:26:12,29848237,3.5.1,src,US,160
2018-10-23,17:26:52,82974400,3.5.1,win,US,1027
2018-10-23,17:27:05,37407724,3.5.1,win,DE,1028
2018-10-23,17:27:34,328396,3.5.1,win,FR,1029
2018-10-23,17:27:56,65663316,3.2.5,win,US,15
2018-10-23,17:28:36,82972932,3.5.1,win,US,1030
2018-10-23,17:28:45,77625888,3.5.1,osx,MX,1031
2018-10-23,17:28:43,77628010,3.5.1,osx,NA,28
2018-10-23,17:28:58,77627074,3.5.1,osx,BE,1032
2018-10-23,17:29:10,82974778,3.5.1,win,US,1033
2018-10-23,17:27:59,21190246,3.5.1,win,PH,1034
2018-10-23,17:29:13,82971061,3.5.1,win,US,333
2018-10-23,17:29:20,82973060,3.5.1,win,US,164
2018-10-23,17:29:36,356,3.5.1,win,DE,1008
2018-10-23,17:29:59,77628686,3.5.1,osx,CA,1035
2018-10-23,17:30:08,82877758,3.5.1,win,CA,156
2018-10-23,17:30:14,77627976,3.5.1,osx,DE,1028
2018-10-23,17:30:12,78103331,latest,osx,US,37
2018-10-23,17:30:14,82972286,3.5.1,win,US,1036
2018-10-23,16:00:44,82974059,3.5.1,win,US,1037
2018-10-23,16:00:43,82973364,3.5.1,win,US,307
2018-10-23,16:00:57,82970450,3.5.1,win,GT,1038
2018-10-23,16:01:03,82971627,3.5.1,win,ES,1039
2018-10-23,16:01:08,82972014,3.5.1,win,ES,1040
2018-10-23,16:01:20,82877758,3.5.1,win,US,1041
2018-10-23,16:01:27,77629640,3.5.1,osx,US,1042
2018-10-23,16:01:50,77266228,3.4.4,osx,US,37
2018-10-23,16:01:56,82877759,3.5.1,win,US,1043
2018-10-23,16:01:57,82972040,3.5.1,win,TR,1044
2018-10-23,16:02:20,82971321,3.5.1,win,NA,28
2018-10-23,16:02:20,82877755,3.5.1,win,US,1045
2018-10-23,16:02:21,83042382,3.5.1patched,win,US,70
2018-10-23,16:02:30,82973617,3.5.1,win,US,1046
2018-10-23,16:02:35,82973050,3.5.1,win,JP,1047
2018-10-23,16:02:55,82974022,3.5.1,win,DE,1048
2018-10-23,16:03:13,78015785,latest,osx,US,37
2018-10-23,16:03:24,83037241,3.5.1patched,win,US,42
2018-10-23,16:03:29,82877758,3.5.1,win,NA,28
2018-10-23,16:03:48,29804843,3.3.3,src,US,1049
2018-10-23,16:04:27,82877759,3.5.1,win,US,1050
2018-10-23,16:05:03,355,3.5.1,osx,US,1051
2018-10-23,16:05:03,354,3.5.1,osx,US,1051
2018-10-23,16:05:04,82976776,3.5.1,win,US,783
2018-10-23,16:05:08,82877755,3.5.1,win,RU,1052
2018-10-23,16:05:06,83038313,3.5.1patched,win,US,92
2018-10-23,16:05:08,77632728,3.5.1,osx,US,1051
2018-10-23,01:30:36,82971557,3.5.1,win,JP,1053
2018-10-23,01:30:55,915870,3.5.1,win,TW,1054
2018-10-23,01:30:59,2064129,3.5.1,win,TW,1055
2018-10-23,01:33:33,13224,3.5.1,src,CN,1056
2018-10-23,01:33:53,82969131,3.5.1,win,NA,28
2018-10-23,01:34:22,77628036,3.5.1,osx,US,1057
2018-10-23,01:35:27,82877758,3.5.1,win,SG,1058
2018-10-23,09:45:43,3771900,3.5.1,win,NA,28
2018-10-23,09:46:20,82968774,3.5.1,win,NA,28
2018-10-23,09:46:19,82877755,3.5.1,win,US,1059
2018-10-23,09:46:48,82877759,3.5.1,win,FR,1060
2018-10-23,09:47:15,82976696,3.5.1,win,NA,28
2018-10-23,09:47:57,82975020,3.5.1,win,GB,1061
2018-10-23,09:48:05,82975381,3.5.1,win,GB,1062
2018-10-23,09:48:15,82877755,3.5.1,win,NA,28
2018-10-23,09:49:03,82969385,3.5.1,win,CH,1063
2018-10-23,09:49:42,82974769,3.5.1,win,GB,1064
2018-10-23,09:50:08,82552463,3.4.4,win,US,42
2018-10-23,09:50:26,82973195,3.5.1,win,GB,1065
2018-10-23,16:35:54,77629641,3.5.1,osx,CO,1066
2018-10-23,16:36:00,82972438,3.5.1,win,US,1067
2018-10-23,16:35:56,82972932,3.5.1,win,US,1068
2018-10-23,16:36:32,82973229,3.5.1,win,US,1069
2018-10-23,16:36:47,83037784,3.5.1patched,win,US,69
2018-10-23,16:37:06,82969441,3.5.1,win,IL,1070
2018-10-23,16:37:26,82968685,3.5.1,win,AE,1071
2018-10-23,16:38:15,77629847,3.5.1,osx,NA,28
2018-10-23,16:38:08,77632798,3.5.1,osx,JP,1072
2018-10-23,16:38:23,74889270,3.3.3,osx,IT,1073
2018-10-23,16:38:28,77540677,3.5.1,osx,IT,1073
2018-10-23,16:38:29,82974270,3.5.1,win,BR,1074
2018-10-23,16:38:33,82877755,3.5.1,win,CA,1075
2018-10-23,16:38:51,82969529,3.5.1,win,US,1076
2018-10-23,16:39:01,82877758,3.5.1,win,CO,1077
2018-10-23,16:39:05,73213613,3.2.4,osx,US,37
2018-10-23,16:39:19,82971897,3.5.1,win,NA,28
2018-10-23,16:39:13,82969185,3.5.1,win,US,1069
2018-10-23,16:39:25,82974797,3.5.1,win,US,42
2018-10-23,16:39:30,82968827,3.5.1,win,TT,1078
2018-10-23,16:39:31,82877759,3.5.1,win,US,1079
2018-10-23,16:39:36,82877755,3.5.1,win,MX,1080
2018-10-23,16:39:33,1063005,3.1.3,osx,RS,1081
2018-10-23,16:39:57,82972915,3.5.1,win,US,92
2018-10-23,16:39:50,77627130,3.5.1,osx,US,1082
2018-10-23,16:40:09,83037289,3.5.1patched,win,US,69
2018-10-23,22:26:51,82971232,3.5.1,win,US,1083
2018-10-23,22:26:57,82877755,3.5.1,win,US,1084
2018-10-23,22:27:45,82978537,3.5.1,win,NA,28
2018-10-23,22:27:48,77628937,3.5.1,osx,NA,28
2018-10-23,22:22:47,82877759,3.5.1,win,US,1085
2018-10-23,22:28:20,82973861,3.5.1,win,CL,1086
2018-10-23,22:28:42,83617848,devel,win,US,15
2018-10-23,22:29:07,82976010,3.5.1,win,US,1087
2018-10-23,22:29:12,83043031,3.5.1patched,win,US,13
2018-10-23,22:29:36,74889269,3.3.3,osx,NA,28
2018-10-23,22:29:53,30675546,3.5.0,src,NZ,1088
2018-10-23,22:29:49,77629164,3.5.1,osx,MX,1089
2018-10-23,22:29:58,15230800,3.3.1,src,NA,28
2018-10-23,22:30:09,83043776,3.5.1patched,win,US,13
2018-10-23,22:30:30,82968772,3.5.1,win,US,1090
2018-10-23,02:15:37,82877755,3.5.1,win,CN,1091
2018-10-23,02:16:59,77631447,3.5.1,osx,NA,28
2018-10-23,02:16:49,82974228,3.5.1,win,US,1092
2018-10-23,02:17:25,77634119,3.5.1,osx,KH,1093
2018-10-23,02:17:41,83025787,3.5.1patched,win,US,146
2018-10-23,02:17:46,41034355,3.5.1,win,KR,1094
2018-10-23,02:19:26,77540673,3.5.1,osx,US,1095
2018-10-23,02:19:29,82877755,3.5.1,win,TW,1096
2018-10-23,02:19:19,82971391,3.5.1,win,BR,1097
2018-10-23,17:15:40,82971736,3.5.1,win,NA,28
2018-10-23,17:15:55,77266228,3.4.4,osx,US,37
2018-10-23,17:15:51,77540676,3.5.1,osx,US,1098
2018-10-23,17:15:56,29846207,3.5.1,src,AR,195
2018-10-23,17:16:00,82974399,3.5.1,win,NA,28
2018-10-23,17:16:05,82968747,3.5.1,win,US,1099
2018-10-23,17:16:11,82976332,3.5.1,win,NA,28
2018-10-23,17:16:42,82971978,3.5.1,win,CA,1100
2018-10-23,17:17:10,82974056,3.5.1,win,US,1101
2018-10-23,17:17:17,78015785,latest,osx,US,37
2018-10-23,17:17:25,77631196,3.5.1,osx,US,1102
2018-10-23,17:17:34,29813361,3.5.1,src,US,1103
2018-10-23,17:17:51,82971879,3.5.1,win,CA,1104
2018-10-23,17:18:14,77630603,3.5.1,osx,NA,28
2018-10-23,17:18:20,29847333,3.5.1,src,DE,1105
2018-10-23,17:18:51,82877758,3.5.1,win,US,546
2018-10-23,17:18:52,77627067,3.5.1,osx,GB,1106
2018-10-23,17:19:27,82970502,3.5.1,win,ES,1107
2018-10-23,17:19:35,78015785,latest,NA,US,37
2018-10-23,17:19:40,82973347,3.5.1,win,CA,1108
2018-10-23,17:20:03,82975236,3.5.1,win,US,1109
2018-10-23,17:20:22,82974842,3.5.1,win,NA,28
2018-10-23,17:20:29,82550949,3.4.4,win,US,13
2018-10-23,19:41:11,83618524,devel,win,US,33
2018-10-23,19:41:19,83037439,3.5.1patched,win,US,13
2018-10-23,19:41:28,82877758,3.5.1,win,US,1110
2018-10-23,19:41:46,83040879,3.5.1patched,win,US,15
2018-10-23,19:42:03,82971880,3.5.1,win,US,1111
2018-10-23,19:42:39,83037522,3.5.1patched,win,US,92
2018-10-23,19:42:39,82549168,3.4.4,win,US,1111
2018-10-23,19:42:57,82551431,3.4.4,win,US,82
2018-10-23,19:43:20,82971952,3.5.1,win,GR,1112
2018-10-23,19:43:25,82974389,3.5.1,win,US,70
2018-10-23,19:43:58,83615310,devel,win,US,11
2018-10-23,19:44:50,83614332,devel,win,US,146
2018-10-23,19:45:05,83041913,3.5.1patched,win,US,69
2018-10-23,19:45:09,82974544,3.5.1,win,US,1113
2018-10-23,19:45:17,82973365,3.5.1,win,US,1114
2018-10-23,19:45:19,83041968,3.5.1patched,win,US,42
2018-10-23,19:45:22,82973265,3.5.1,win,US,69
2018-10-23,19:45:23,82976325,3.5.1,win,MX,1115
2018-10-23,01:04:42,21425781,3.5.1,win,US,1116
2018-10-23,16:20:46,77629647,3.5.1,osx,LB,1117
2018-10-23,16:21:05,77540676,3.5.1,osx,US,798
2018-10-23,16:21:09,82970745,3.5.1,win,US,1118
2018-10-23,16:21:26,82968654,3.5.1,win,JP,1119
2018-10-23,16:21:32,82968693,3.5.1,win,RU,1120
2018-10-23,16:21:44,82971502,3.5.1,win,US,1121
2018-10-23,16:21:47,82971798,3.5.1,win,US,1122
2018-10-23,16:22:21,77266228,3.4.4,osx,US,37
2018-10-23,16:22:27,77266232,3.4.4,osx,US,37
2018-10-23,16:22:23,77633079,3.5.1,osx,US,671
2018-10-23,16:22:35,82877759,3.5.1,win,FR,1123
2018-10-23,16:22:37,78015785,latest,osx,US,37
2018-10-23,16:22:31,82978925,3.5.1,win,JP,1124
2018-10-23,16:22:59,50363828,3.5.1,win,HK,1125
2018-10-23,16:23:00,83043067,3.5.1patched,win,US,42
2018-10-23,16:23:26,77266230,3.4.4,osx,US,37
2018-10-23,16:23:59,82975769,3.5.1,win,US,92
2018-10-23,16:24:08,77630117,3.5.1,osx,SG,1126
2018-10-23,16:24:26,82877758,3.5.1,win,MX,1080
2018-10-23,16:24:26,83615905,devel,win,US,34
2018-10-23,16:24:41,82975750,3.5.1,win,HU,1127
2018-10-23,16:24:46,78015788,latest,NA,US,37
2018-10-23,16:24:54,82877758,3.5.1,win,NA,28
2018-10-23,16:24:54,82975200,3.5.1,win,PT,1128
2018-10-23,16:25:08,82971662,3.5.1,win,NA,28
2018-10-23,16:25:02,82972771,3.5.1,win,DE,1129
2018-10-23,16:25:27,74375346,3.3.3,win,US,69
2018-10-23,16:25:35,29846173,3.5.1,src,IT,175
2018-10-23,06:50:40,425887,3.5.1,win,KR,1130
2018-10-23,06:50:51,82977064,3.5.1,win,US,1131
2018-10-23,06:51:01,83022784,3.5.1patched,win,US,70
2018-10-23,06:51:46,82975084,3.5.1,win,RU,1132
2018-10-23,06:52:10,82969018,3.5.1,win,DE,1133
2018-10-23,06:52:40,82975363,3.5.1,win,US,70
2018-10-23,06:53:00,82968708,3.5.1,win,RU,1134
2018-10-23,06:53:21,82973897,3.5.1,win,RU,1135
2018-10-23,03:15:39,82968785,3.5.1,win,ID,1136
2018-10-23,03:16:13,82877759,3.5.1,win,MY,1137
2018-10-23,03:16:53,82969504,3.5.1,win,KR,1138
2018-10-23,03:17:16,82969339,3.5.1,win,JP,1139
2018-10-23,03:17:15,29816693,3.2.3,src,US,1140
2018-10-23,03:16:58,82974613,3.5.1,win,GB,1141
2018-10-23,03:18:22,82969878,3.5.1,win,AU,1142
2018-10-23,03:18:50,82877755,3.5.1,win,CN,1143
2018-10-23,03:18:43,82977286,3.5.1,win,RO,1144
2018-10-23,16:15:38,82974083,3.5.1,win,US,1145
2018-10-23,16:15:37,82975265,3.5.1,win,DE,1146
2018-10-23,16:16:01,82877759,3.5.1,win,US,1147
2018-10-23,16:16:14,77266231,3.4.4,osx,US,37
2018-10-23,16:16:13,1032882,3.5.1,win,CN,1148
2018-10-23,16:16:34,7126271,3.5.1,win,HK,1149
2018-10-23,16:16:12,526,3.5.1,win,CN,1148
2018-10-23,16:16:58,82877759,3.5.1,win,DE,1150
2018-10-23,16:17:04,3607938,3.3.3,osx,EG,707
2018-10-23,16:17:04,60139434,3.5.1,osx,EG,707
2018-10-23,16:17:06,82375202,3.4.3,win,MX,1151
2018-10-23,16:17:17,82972061,3.5.1,win,US,1152
2018-10-23,16:17:39,77632761,3.5.1,osx,HK,1153
2018-10-23,16:17:22,82972651,3.5.1,win,AO,1154
2018-10-23,16:18:17,78015788,latest,osx,US,37
2018-10-23,16:18:29,83038153,3.5.1patched,win,US,34
2018-10-23,16:18:42,82968754,3.5.1,win,TW,1155
2018-10-23,16:19:10,82973806,3.5.1,win,NA,28
2018-10-23,16:19:23,83618253,devel,win,US,15
2018-10-23,16:19:15,43608,2.13.1,osx,US,1156
2018-10-23,16:19:40,77628623,3.5.1,osx,NA,28
2018-10-23,16:19:35,82877759,3.5.1,win,DE,1157
2018-10-23,16:19:49,82974509,3.5.1,win,US,1158
2018-10-23,16:19:54,82877758,3.5.1,win,AR,1159
2018-10-23,16:19:56,82974450,3.5.1,win,US,70
