date,total_membership,full_members,guests,daily_active_members,daily_members_posting_messages,weekly_active_members,weekly_members_posting_messages,messages_in_public_channels,messages_in_private_channels,messages_in_shared_channels,messages_in_d_ms,percent_of_messages_public_channels,percent_of_messages_private_channels,percent_of_messages_d_ms,percent_of_views_public_channels,percent_of_views_private_channels,percent_of_views_d_ms,name,public_channels_single_workspace,messages_posted
2018-04-13,1156,1156,0,106,30,321,86,77,12,0,12,0.7624,0.1188,0.1188,0.93,0.0425,0.0275,0,19,25520
2018-04-14,1175,1175,0,132,26,336,86,38,44,0,12,0.4043,0.4681,0.1277,0.7613,0.1845,0.0542,0,19,25641
2018-04-15,1179,1179,0,114,15,329,84,20,13,0,23,0.3571,0.2321,0.4107,0.8732,0.0464,0.0804,0,19,25707
2018-04-16,1186,1186,0,162,25,324,75,29,33,0,22,0.3452,0.3929,0.2619,0.8137,0.1166,0.0697,0,19,25813
2018-04-17,1187,1187,0,195,31,327,75,72,31,0,18,0.595,0.2562,0.1488,0.8711,0.0947,0.0342,0,19,25942
2018-04-18,1187,1187,0,155,28,322,80,83,0,0,27,0.7545,0,0.2455,0.932,0.0061,0.0619,0,19,26054
2018-04-19,1187,1187,0,174,25,329,81,146,17,0,3,0.8795,0.1024,0.0181,0.9553,0.0348,0.0099,0,19,26226
2018-04-20,1188,1188,0,125,21,330,78,39,6,0,6,0.7647,0.1176,0.1176,0.951,0.0294,0.0196,0,19,26291
2018-04-21,1204,1204,0,124,22,339,77,76,0,0,37,0.6726,0,0.3274,0.8889,0.0026,0.1085,0,20,26429
2018-04-22,1208,1208,0,123,16,338,78,35,0,0,0,1,0,0,0.9918,0,0.0082,0,20,26467
2018-04-23,1212,1212,0,143,18,331,77,30,0,0,12,0.7143,0,0.2857,0.9463,0.0016,0.0521,0,20,26524
2018-04-24,1213,1213,0,121,18,326,74,38,4,0,19,0.623,0.0656,0.3115,0.9163,0.0237,0.06,0,20,26592
2018-04-25,1213,1213,0,107,19,314,68,54,5,0,32,0.5934,0.0549,0.3516,0.894,0.0253,0.0807,0,20,26686
2018-04-26,1213,1213,0,105,22,301,64,76,0,0,7,0.9157,0,0.0843,0.9788,0.0065,0.0147,0,20,26773
2018-04-27,1214,1214,0,90,15,301,59,49,0,0,0,1,0,0,0.9906,0,0.0094,0,20,26828
2018-04-28,1233,1233,0,123,24,304,65,66,0,0,13,0.8354,0,0.1646,0.9371,0.0013,0.0616,0,20,26943
2018-04-29,1243,1243,0,121,23,310,67,57,0,0,67,0.4597,0,0.5403,0.8605,0,0.1395,0,20,27085
2018-04-30,1249,1249,0,222,27,331,72,57,0,0,37,0.6064,0,0.3936,0.9434,0.0022,0.0545,0,20,27196
2018-05-01,1250,1250,0,202,24,343,71,148,9,0,57,0.6916,0.0421,0.2664,0.8372,0.0184,0.1444,0,18,28484
2018-05-02,1251,1251,0,165,19,357,71,220,2,0,12,0.9402,0.0085,0.0513,0.9304,0.0073,0.0623,0,18,28731
2018-05-03,1251,1251,0,129,15,355,65,55,6,0,112,0.3179,0.0347,0.6474,0.7467,0.0211,0.2322,0,18,28925
2018-05-04,1253,1253,0,108,14,358,66,58,0,0,6,0.9063,0,0.0938,0.9417,0.0045,0.0538,0,18,28994
2018-05-05,1263,1263,0,120,16,365,66,11,4,0,11,0.4231,0.1538,0.4231,0.8658,0.038,0.0962,0,18,29032
2018-05-06,1267,1267,0,133,15,370,64,28,3,0,11,0.6667,0.0714,0.2619,0.9078,0.0216,0.0706,0,18,29096
2018-05-07,1277,1277,0,198,19,367,64,24,2,0,30,0.4286,0.0357,0.5357,0.8939,0.0156,0.0905,0,18,29178
2018-05-08,1280,1280,0,157,18,346,58,81,0,0,34,0.7043,0,0.2957,0.9031,0.0044,0.0925,0,18,29301
2018-05-09,1281,1281,0,129,22,343,62,80,0,0,16,0.8333,0,0.1667,0.9425,0.0026,0.055,0,18,29410
2018-05-10,1282,1282,0,113,18,344,64,54,0,0,33,0.6207,0,0.3793,0.911,0.0027,0.0863,0,18,29503
2018-05-11,1282,1282,0,105,21,341,66,35,1,0,11,0.7447,0.0213,0.234,0.9369,0.0216,0.0414,0,18,29554
2018-05-12,1298,1298,0,112,23,341,70,97,11,0,22,0.7462,0.0846,0.1692,0.9183,0.0312,0.0505,0,18,29707
2018-05-13,1311,1311,0,118,14,347,70,16,3,0,30,0.3265,0.0612,0.6122,0.8564,0.0156,0.128,0,18,29781
2018-05-14,1321,1321,0,161,22,344,65,39,0,0,7,0.8478,0,0.1522,0.9703,0.0024,0.0273,0,18,29840
2018-05-15,1324,1324,0,129,14,331,66,52,6,0,3,0.8525,0.0984,0.0492,0.9523,0.0238,0.0238,0,18,29910
2018-05-16,1324,1324,0,102,16,329,63,52,4,0,14,0.7429,0.0571,0.2,0.9151,0.0396,0.0453,0,18,29993
2018-05-17,1327,1327,0,107,18,333,61,31,6,0,3,0.775,0.15,0.075,0.9552,0.0244,0.0204,0,18,30046
2018-05-18,1339,1339,0,102,21,336,64,39,0,0,55,0.4149,0,0.5851,0.784,0.0074,0.2086,0,18,30173
2018-05-19,1347,1347,0,73,8,327,60,12,0,0,3,0.8,0,0.2,0.9153,0,0.0847,0,18,30204
2018-05-20,1348,1348,0,69,8,302,58,2,0,0,3,0.4,0,0.6,0.9362,0,0.0638,0,18,30218
2018-05-21,1351,1351,0,102,21,275,53,44,0,0,4,0.9167,0,0.0833,0.9799,0,0.0201,0,18,30283
2018-05-22,1352,1352,0,104,15,263,50,23,0,0,51,0.3108,0,0.6892,0.8337,0,0.1663,0,18,30368
2018-05-23,1352,1352,0,93,21,257,54,33,0,0,30,0.5238,0,0.4762,0.8852,0.0022,0.1126,0,18,30433
2018-05-24,1352,1352,0,88,17,241,54,48,0,0,46,0.5106,0,0.4894,0.8268,0.002,0.1713,0,18,30532
2018-05-25,1353,1353,0,82,15,232,51,37,0,0,1,0.9737,0,0.0263,0.9808,0,0.0192,0,18,30577
2018-05-26,1353,1353,0,49,5,228,52,8,0,0,0,1,0,0,0.9825,0,0.0175,0,18,30588
2018-05-27,1361,1361,0,128,20,267,58,58,0,0,45,0.5631,0,0.4369,0.8997,0,0.1003,0,22,30708
2018-05-28,1369,1369,0,125,13,281,57,21,0,0,6,0.7778,0,0.2222,0.9522,0,0.0478,0,22,30756
2018-05-29,1375,1375,0,198,20,317,64,59,0,0,11,0.8429,0,0.1571,0.9618,0,0.0382,0,22,30839
2018-05-30,1375,1375,0,210,30,342,71,110,2,0,26,0.7971,0.0145,0.1884,0.951,0.0055,0.0435,0,22,30995
2018-05-31,1375,1375,0,125,22,340,71,61,0,0,3,0.9531,0,0.0469,0.9797,0,0.0203,0,22,31065
2018-06-01,1375,1375,0,107,10,342,68,18,3,0,10,0.5806,0.0968,0.3226,0.9284,0.0119,0.0597,0,22,31102
2018-06-02,1375,1375,0,89,10,346,68,19,0,0,0,1,0,0,0.9866,0.0027,0.0107,0,22,31121
2018-06-03,1394,1394,0,79,13,348,65,16,0,0,3,0.8421,0,0.1579,0.9497,0.0034,0.047,0,22,31154
2018-06-04,1409,1409,0,140,22,360,71,32,0,0,35,0.4776,0,0.5224,0.8782,0.0015,0.1202,0,22,31243
2018-06-05,1411,1411,0,151,22,357,69,92,0,0,10,0.902,0,0.098,0.9796,0,0.0204,0,22,31352
2018-06-06,1411,1411,0,205,27,352,69,58,0,0,17,0.7733,0,0.2267,0.9603,0,0.0397,0,22,31443
2018-06-07,1411,1411,0,118,12,350,63,28,0,0,0,1,0,0,0.9775,0,0.0225,0,22,31479
2018-06-08,1411,1411,0,97,13,353,65,41,7,0,19,0.6119,0.1045,0.2836,0.9367,0.0398,0.0235,0,22,31549
2018-06-09,1411,1411,0,65,6,343,63,19,0,0,0,1,0,0,0.9714,0.0122,0.0163,0,22,31568
2018-06-10,1429,1429,0,73,12,347,64,26,1,0,11,0.6842,0.0263,0.2895,0.8982,0.014,0.0877,0,22,31628
2018-06-11,1438,1438,0,114,24,347,59,113,0,0,1,0.9912,0,0.0088,0.977,0,0.023,0,22,31767
2018-06-12,1439,1439,0,114,13,334,58,25,0,0,1,0.9615,0,0.0385,0.9816,0,0.0184,0,22,31804
2018-06-13,1439,1439,0,88,13,272,49,84,0,0,1,0.9882,0,0.0118,0.991,0,0.009,0,22,31890
2018-06-14,1440,1440,0,104,19,263,55,61,0,0,0,1,0,0,0.9756,0.0022,0.0222,0,22,31953
2018-06-15,1442,1442,0,83,12,254,53,30,0,0,8,0.7895,0,0.2105,0.9559,0,0.0441,0,22,31993
2018-06-16,1442,1442,0,45,3,250,51,3,0,0,0,1,0,0,0.9681,0,0.0319,0,22,31997
2018-06-17,1442,1442,0,65,7,251,49,11,0,0,3,0.7857,0,0.2143,0.9622,0,0.0378,0,22,32013
2018-06-18,1449,1449,0,92,13,246,45,22,0,0,7,0.7586,0,0.2414,0.9283,0,0.0717,0,22,32053
2018-06-19,1450,1450,0,74,4,224,41,6,0,0,0,1,0,0,0.9808,0,0.0192,0,22,13398
2018-06-20,1452,1452,0,79,10,221,40,26,0,0,0,1,0,0,0.9765,0,0.0235,0,22,32086
2018-06-21,1452,1452,0,82,16,215,40,23,0,0,22,0.5111,0,0.4889,0.9359,0,0.0641,0,22,32140
2018-06-22,1453,1453,0,82,20,218,45,49,1,0,5,0.8909,0.0182,0.0909,0.9744,0.0051,0.0205,0,22,32200
2018-06-23,1455,1455,0,54,8,217,47,8,0,0,3,0.7273,0,0.2727,0.9524,0.006,0.0417,0,22,32216
2018-06-24,1460,1460,0,61,7,216,45,5,0,0,2,0.7143,0,0.2857,0.9497,0,0.0503,0,22,32232
2018-06-25,1461,1461,0,90,14,217,42,17,0,0,10,0.6296,0,0.3704,0.9869,0,0.0131,0,22,32266
2018-06-26,1462,1462,0,80,14,223,47,34,0,0,1,0.9714,0,0.0286,0.9845,0.0031,0.0124,0,22,32304
2018-06-27,1462,1462,0,81,14,221,50,22,0,0,1,0.9565,0,0.0435,0.9828,0.0029,0.0143,0,22,32328
2018-06-28,1462,1462,0,96,17,213,47,53,0,0,0,1,0,0,0.991,0,0.009,0,22,32382
2018-06-29,1464,1464,0,77,18,209,52,44,5,0,4,0.8302,0.0943,0.0755,0.9615,0.0059,0.0325,0,22,32436
2018-06-30,1464,1464,0,49,3,205,49,10,0,0,0,1,0,0,0.9851,0,0.0149,0,22,32446
2018-07-01,1464,1464,0,48,4,202,49,10,0,0,0,1,0,0,0.95,0.0143,0.0357,0,22,32458
2018-07-02,1464,1464,0,73,13,194,46,23,0,0,0,1,0,0,0.993,0,0.007,0,22,32492
2018-07-03,1464,1464,0,83,12,192,45,18,0,0,0,1,0,0,0.9898,0,0.0102,0,22,32513
2018-07-04,1464,1464,0,147,15,242,47,10,0,0,20,0.3333,0,0.6667,0.9203,0.0023,0.0774,0,22,32552
2018-07-05,1464,1464,0,137,18,274,48,26,0,0,4,0.8667,0,0.1333,0.9825,0.0022,0.0154,0,22,32591
2018-07-06,1464,1464,0,96,7,282,44,14,0,0,0,1,0,0,0.9796,0,0.0204,0,22,32604
2018-07-07,1465,1465,0,57,8,281,46,14,0,0,1,0.9333,0,0.0667,0.978,0,0.022,0,22,32620
2018-07-08,1513,1513,0,78,12,311,55,12,0,0,5,0.7059,0,0.2941,0.7452,0,0.2548,0,22,32687
2018-07-09,1553,1553,0,156,25,362,67,29,0,0,9,0.7632,0,0.2368,0.8909,0,0.1091,0,22,32794
2018-07-10,1556,1556,0,128,12,372,70,19,0,0,4,0.8261,0,0.1739,0.9675,0,0.0325,0,22,32823
2018-07-11,1556,1556,0,110,17,347,65,24,0,0,1,0.96,0,0.04,0.9686,0,0.0314,0,22,32856
2018-07-12,1559,1559,0,113,17,314,65,33,4,0,72,0.3028,0.0367,0.6606,0.8543,0.0132,0.1325,0,22,32982
2018-07-13,1563,1563,0,217,23,354,78,29,19,0,14,0.4677,0.3065,0.2258,0.9258,0.0416,0.0326,0,22,33049
2018-07-14,1564,1564,0,83,9,363,75,4,11,0,8,0.1739,0.4783,0.3478,0.7891,0.1758,0.0352,0,22,33084
2018-07-15,1563,1563,0,82,4,361,69,3,0,0,2,0.6,0,0.4,0.9391,0.0174,0.0435,0,22,33092
2018-07-16,1564,1564,0,122,16,349,59,17,10,0,2,0.5862,0.3448,0.069,0.9087,0.0735,0.0178,0,22,33128
2018-07-17,1564,1564,0,114,13,348,60,29,0,0,2,0.9355,0,0.0645,0.9672,0.0131,0.0197,0,22,33169
2018-07-18,1565,1565,0,105,10,347,55,13,0,0,7,0.65,0,0.35,0.9716,0.0026,0.0258,0,22,33200
2018-07-19,1565,1565,0,99,11,347,51,42,10,0,0,0.8077,0.1923,0,0.9283,0.0591,0.0127,0,22,33256
2018-07-20,1565,1565,0,95,16,267,44,20,0,0,1,0.9524,0,0.0476,0.9853,0.0074,0.0074,0,22,33279
2018-07-21,1565,1565,0,46,4,252,43,3,0,0,0,1,0,0,0.9655,0.0172,0.0172,0,22,33283
2018-07-22,1565,1565,0,58,6,247,48,5,0,0,0,1,0,0,0.9943,0.0057,0,0,22,33294
2018-07-23,1568,1568,0,93,10,237,44,15,0,0,11,0.5769,0,0.4231,0.9519,0,0.0481,0,22,33331
2018-07-24,1582,1582,0,102,16,239,45,34,1,0,3,0.8947,0.0263,0.0789,0.9229,0.0124,0.0647,0,22,33392
2018-07-25,1584,1584,0,104,11,253,41,17,0,0,17,0.5,0,0.5,0.9554,0,0.0446,0,22,33430
2018-07-26,1589,1589,0,99,19,258,46,49,0,0,2,0.9608,0,0.0392,0.9753,0,0.0247,0,22,33490
2018-07-27,1591,1591,0,87,8,248,41,15,0,0,0,1,0,0,0.9798,0,0.0202,0,22,33510
2018-07-28,1591,1591,0,49,3,245,41,8,0,0,0,1,0,0,1,0,0,0,22,33518
2018-07-29,1595,1595,0,49,7,238,39,9,2,0,0,0.8182,0.1818,0,0.9262,0.0537,0.0201,0,22,33535
2018-07-30,1603,1603,0,100,15,250,44,35,13,0,146,0.1804,0.067,0.7526,0.7709,0.0335,0.1955,0,22,33745
2018-07-31,1604,1604,0,96,11,240,41,9,2,0,15,0.3462,0.0769,0.5769,0.9535,0.0186,0.0279,0,22,33772
2018-08-01,1606,1606,0,90,23,225,50,47,0,0,48,0.4947,0,0.5053,0.9297,0,0.0703,0,22,33883
2018-08-02,1606,1606,0,93,19,212,45,71,2,0,5,0.9103,0.0256,0.0641,0.9773,0.0097,0.013,0,22,33964
2018-08-03,1606,1606,0,96,19,216,49,45,12,0,10,0.6716,0.1791,0.1493,0.9462,0.0373,0.0166,0,22,34036
2018-08-04,1606,1606,0,59,10,218,52,13,0,0,0,1,0,0,0.9727,0.0045,0.0227,0,22,34054
2018-08-05,1606,1606,0,59,6,221,52,9,0,0,0,1,0,0,0.9849,0,0.0151,0,22,34064
2018-08-06,1615,1615,0,107,13,229,52,22,0,0,29,0.4314,0,0.5686,0.9154,0,0.0846,0,22,34134
2018-08-07,1615,1615,0,103,14,239,55,26,0,0,5,0.8387,0,0.1613,0.977,0.0026,0.0204,0,22,34168
2018-08-08,1615,1615,0,88,9,230,50,20,0,0,0,1,0,0,0.991,0,0.009,0,22,34187
2018-08-09,1621,1621,0,103,15,235,47,34,19,0,22,0.4533,0.2533,0.2933,0.8381,0.0931,0.0687,0,22,34273
2018-08-10,1623,1623,0,85,10,232,43,65,3,0,10,0.8333,0.0385,0.1282,0.9044,0.0512,0.0444,0,22,34371
2018-08-11,1625,1625,0,59,9,233,45,12,2,0,10,0.5,0.0833,0.4167,0.9095,0.0553,0.0352,0,22,34400
2018-08-12,1625,1625,0,55,14,236,44,28,0,0,8,0.7778,0,0.2222,0.9744,0,0.0256,0,22,34437
2018-08-13,1632,1632,0,112,20,237,48,36,75,0,75,0.1935,0.4032,0.4032,0.7578,0.1502,0.092,0,22,34641
2018-08-14,1634,1634,0,99,14,234,48,31,12,0,11,0.5741,0.2222,0.2037,0.8976,0.0595,0.0429,0,22,34711
2018-08-15,1634,1634,0,101,9,236,46,13,2,0,0,0.8667,0.1333,0,0.9557,0.019,0.0253,0,22,34727
2018-08-16,1634,1634,0,89,8,230,41,10,1,0,0,0.9091,0.0909,0,0.9452,0.0355,0.0194,0,22,34740
2018-08-17,1634,1634,0,82,15,223,41,20,0,0,6,0.7692,0,0.2308,0.9878,0,0.0122,0,22,34767
2018-08-18,1634,1634,0,59,6,221,41,8,1,0,4,0.6154,0.0769,0.3077,0.9441,0.0335,0.0223,0,22,34780
2018-08-19,1634,1634,0,56,5,225,40,6,0,0,1,0.8571,0,0.1429,0.9635,0.0052,0.0313,0,22,34790
2018-08-20,1634,1634,0,118,10,232,37,15,1,0,119,0.1111,0.0074,0.8815,0.8807,0.0073,0.1119,0,22,34930
2018-08-21,1634,1634,0,91,13,231,37,23,2,0,21,0.5,0.0435,0.4565,0.9157,0.014,0.0702,0,22,34974
2018-08-22,1644,1644,0,91,16,237,46,26,0,0,18,0.5909,0,0.4091,0.9112,0.0076,0.0812,0,22,35034
2018-08-23,1651,1651,0,91,10,236,47,16,0,0,1,0.9412,0,0.0588,0.9752,0,0.0248,0,22,35055
2018-08-24,1651,1651,0,82,15,233,44,63,0,0,4,0.9403,0,0.0597,0.9851,0,0.0149,0,22,35122
2018-08-25,1651,1651,0,56,7,231,43,13,0,0,2,0.8667,0,0.1333,0.9756,0,0.0244,0,22,35138
2018-08-26,1653,1653,0,54,4,231,43,4,0,0,1,0.8,0,0.2,0.9632,0,0.0368,0,22,35137
2018-08-27,1653,1653,0,77,15,209,44,30,0,0,87,0.2564,0,0.7436,0.8543,0,0.1457,0,22,35259
2018-08-28,1653,1653,0,84,10,203,43,29,0,0,73,0.2843,0,0.7157,0.8542,0,0.1458,0,22,35361
2018-08-29,1653,1653,0,81,8,202,35,5,0,0,11,0.3125,0,0.6875,0.9041,0.0046,0.0913,0,22,35381
2018-08-30,1653,1653,0,80,12,197,38,20,0,0,16,0.5556,0,0.4444,0.9728,0,0.0272,0,22,35417
2018-08-31,1653,1653,0,74,11,195,34,17,0,0,8,0.68,0,0.32,0.9532,0,0.0468,0,22,35442
2018-09-01,1653,1653,0,46,1,195,35,1,0,0,0,1,0,0,0.9861,0,0.0139,0,22,35443
2018-09-02,1653,1653,0,52,3,198,35,9,0,0,2,0.8182,0,0.1818,0.9843,0,0.0157,0,22,35455
2018-09-03,1653,1653,0,72,10,194,31,26,0,0,2,0.9286,0,0.0714,0.9867,0,0.0133,0,22,35483
2018-09-04,1665,1665,0,79,20,194,38,29,0,0,26,0.5273,0,0.4727,0.8541,0,0.1459,0,22,35577
2018-09-05,1672,1672,0,100,15,204,46,22,0,0,2,0.9167,0,0.0833,0.9603,0,0.0397,0,22,35616
2018-09-06,1672,1672,0,83,9,201,44,14,8,0,21,0.3256,0.186,0.4884,0.9003,0.0323,0.0674,0,22,35661
2018-09-07,1673,1673,0,72,4,201,41,4,0,0,0,1,0,0,0.9476,0.019,0.0333,0,22,35671
2018-09-08,1675,1675,0,44,3,198,41,2,0,0,1,0.6667,0,0.3333,0.9897,0,0.0103,0,22,35678
2018-09-09,1675,1675,0,44,2,201,41,5,0,0,0,1,0,0,0.9817,0,0.0183,0,22,35685
2018-09-10,1675,1675,0,103,12,213,40,64,16,0,4,0.7619,0.1905,0.0476,0.9497,0.0297,0.0206,0,22,35771
2018-09-11,1675,1675,0,77,9,212,32,28,10,0,0,0.7368,0.2632,0,0.931,0.056,0.0129,0,22,35813
2018-09-12,1675,1675,0,88,13,212,32,34,1,0,1,0.9444,0.0278,0.0278,0.9912,0.0044,0.0044,0,22,35849
2018-09-13,1702,1702,0,80,11,229,36,6,0,0,8,0.4286,0,0.5714,0.7758,0.009,0.2152,0,22,35911
2018-09-14,1709,1709,0,91,11,236,39,26,7,0,80,0.2301,0.0619,0.708,0.7972,0.0161,0.1867,0,20,36244
2018-09-15,1711,1711,0,87,9,252,42,11,0,0,5,0.6875,0,0.3125,0.9138,0.0093,0.0769,0,20,36260
2018-09-16,1714,1714,0,54,4,257,42,19,0,0,0,1,0,0,0.8981,0,0.1019,0,20,36282
2018-09-17,1714,1714,0,101,13,261,42,19,0,0,10,0.6552,0,0.3448,0.9618,0.0019,0.0363,0,20,36315
2018-09-18,1714,1714,0,98,12,276,41,13,0,0,34,0.2766,0,0.7234,0.858,0,0.142,0,20,36361
2018-09-19,1730,1730,0,101,18,285,45,52,0,0,8,0.8667,0,0.1333,0.9378,0,0.0622,0,20,36441
2018-09-20,1737,1737,0,86,10,275,42,10,0,0,61,0.1408,0,0.8592,0.7563,0,0.2437,0,20,36527
2018-09-21,1746,1746,0,88,11,272,46,28,12,0,5,0.6222,0.2667,0.1111,0.9085,0.0221,0.0694,0,20,36583
2018-09-22,1752,1752,0,63,10,257,47,25,5,0,25,0.4545,0.0909,0.4545,0.8642,0.0329,0.1029,0,20,36651
2018-09-23,1753,1753,0,51,3,251,48,2,0,0,2,0.5,0,0.5,0.9147,0,0.0853,0,20,36663
2018-09-24,1756,1756,0,98,12,243,46,18,6,0,4,0.6429,0.2143,0.1429,0.9528,0.0184,0.0289,0,20,36708
2018-09-25,1759,1759,0,95,4,237,42,1,0,0,41,0.0238,0,0.9762,0.8207,0.0034,0.1759,0,20,36756
2018-09-26,1763,1763,0,86,13,238,39,18,10,0,34,0.2903,0.1613,0.5484,0.8324,0.0266,0.141,0,20,36826
2018-09-27,1765,1765,0,80,5,235,36,30,2,0,0,0.9375,0.0625,0,0.9577,0.0094,0.0329,0,20,36861
2018-09-28,1765,1765,0,70,5,233,35,7,0,0,0,1,0,0,0.97,0,0.03,0,20,36870
2018-09-29,1766,1766,0,37,1,231,30,0,0,0,2,0,0,1,0.9529,0,0.0471,0,20,36872
2018-09-30,1766,1766,0,46,4,225,30,5,0,0,1,0.8333,0,0.1667,0.9627,0,0.0373,0,20,36881
2018-10-01,1767,1767,0,72,7,208,27,14,9,0,1,0.5833,0.375,0.0417,0.9177,0.0412,0.0412,0,20,36910
2018-10-02,1767,1767,0,80,10,202,33,16,3,0,4,0.6957,0.1304,0.1739,0.9538,0.0215,0.0246,0,20,36941
2018-10-03,1767,1767,0,73,14,194,30,15,0,0,51,0.2273,0,0.7727,0.8262,0,0.1738,0,20,37008
2018-10-04,1767,1767,0,73,6,191,29,12,1,0,2,0.8,0.0667,0.1333,0.9348,0.0087,0.0565,0,20,37029
2018-10-05,1767,1767,0,56,7,186,31,8,0,0,4,0.6667,0,0.3333,0.9353,0,0.0647,0,20,37040
2018-10-06,1768,1768,0,44,1,186,30,1,0,0,0,1,0,0,0.9775,0,0.0225,0,20,37045
2018-10-07,1768,1768,0,21,2,181,29,1,0,0,4,0.2,0,0.8,0.9125,0.0125,0.075,0,20,37051
2018-10-08,1779,1779,0,72,9,191,30,5,0,0,19,0.2083,0,0.7917,0.7964,0.0045,0.1991,0,20,37106
2018-10-09,1781,1781,0,77,8,190,33,25,0,0,0,1,0,0,0.9421,0,0.0579,0,20,37148
2018-10-10,1782,1782,0,100,15,200,40,36,1,0,8,0.8,0.0222,0.1778,0.9419,0.0019,0.0562,0,20,37208
2018-10-11,1790,1790,0,77,16,200,45,29,0,0,0,1,0,0,0.9577,0,0.0423,0,20,37249
2018-10-12,1796,1796,0,90,14,209,47,15,0,0,10,0.6,0,0.4,0.9184,0,0.0816,0,20,37292
2018-10-13,1797,1797,0,27,2,206,46,2,0,0,0,1,0,0,0.9744,0,0.0256,0,20,37295
2018-10-14,1797,1797,0,43,1,210,44,0,0,0,0,0,0,0,0.9767,0,0.0233,0,20,37299
2018-10-15,1797,1797,0,98,15,207,42,31,0,0,0,1,0,0,0.9791,0.0038,0.0171,0,20,37339
2018-10-16,1798,1798,0,88,12,212,46,22,0,0,5,0.8148,0,0.1852,0.9729,0,0.0271,0,20,37373
2018-10-17,1798,1798,0,73,11,198,46,26,0,0,0,1,0,0,0.9406,0,0.0594,0,20,37419
2018-10-18,1812,1812,0,85,10,214,44,9,0,0,9,0.5,0,0.5,0.867,0,0.133,0,20,37464
2018-10-19,1827,1827,0,84,9,220,43,6,0,0,6,0.5,0,0.5,0.8238,0,0.1762,0,20,37514
2018-10-20,1829,1829,0,56,4,220,44,5,0,0,0,1,0,0,0.9494,0,0.0506,0,20,37525
2018-10-21,1829,1829,0,63,8,224,47,6,0,0,0,1,0,0,0.9784,0,0.0216,0,20,37541
2018-10-22,1831,1831,0,85,17,224,52,49,0,0,0,1,0,0,0.9767,0,0.0233,0,20,37595
2018-10-23,1833,1833,0,106,15,227,50,31,0,0,1,0.9688,0,0.0313,0.9759,0.0016,0.0225,0,20,37646
2018-10-24,1842,1842,0,98,16,241,51,63,1,0,2,0.9545,0.0152,0.0303,0.9409,0.0055,0.0536,0,20,37737
2018-10-25,1857,1857,0,90,12,236,54,24,1,0,20,0.5333,0.0222,0.4444,0.8591,0.0136,0.1274,0,20,37820
2018-10-26,1859,1859,0,89,6,239,51,17,0,0,0,1,0,0,0.9932,0,0.0068,0,20,37840
2018-10-27,1859,1859,0,55,4,245,51,5,0,0,0,1,0,0,0.9949,0,0.0051,0,20,37846
2018-10-28,1860,1860,0,58,7,239,52,7,0,0,3,0.7,0,0.3,0.9733,0,0.0267,0,20,37861
2018-10-29,1868,1868,0,111,16,249,50,32,0,0,18,0.64,0,0.36,0.9403,0,0.0597,0,20,37938
2018-10-30,1873,1873,0,68,7,241,48,7,0,0,4,0.6364,0,0.3636,0.9079,0,0.0921,0,20,37970
2018-10-31,1876,1876,0,77,9,228,41,16,0,0,4,0.8,0,0.2,0.9471,0,0.0529,0,20,37996
2018-11-01,1878,1878,0,81,12,220,37,20,0,0,26,0.4348,0,0.5652,0.8972,0,0.1028,0,20,38049
2018-11-02,1878,1878,0,77,8,213,37,7,0,0,1,0.875,0,0.125,0.9596,0.0037,0.0368,0,20,38062
2018-11-03,1879,1879,0,24,1,211,36,1,0,0,0,1,0,0,0.9286,0,0.0714,0,20,38067
2018-11-04,1879,1879,0,35,1,214,35,1,0,0,0,1,0,0,0.9844,0.0156,0,0,20,38068
2018-11-05,1879,1879,0,93,5,197,28,6,0,0,0,1,0,0,0.9793,0,0.0207,0,20,38077
2018-11-06,1880,1880,0,89,10,206,29,16,0,0,0,1,0,0,0.9809,0,0.0191,0,20,38094
2018-11-07,1884,1884,0,82,10,210,32,19,0,0,13,0.5938,0,0.4063,0.935,0,0.065,0,20,38137
2018-11-08,1885,1885,0,73,2,209,28,2,0,0,0,1,0,0,0.9527,0,0.0473,0,20,38143
2018-11-09,1885,1885,0,60,4,206,24,3,0,0,2,0.6,0,0.4,0.9366,0,0.0634,0,20,38149
2018-11-10,1885,1885,0,44,2,204,24,8,0,0,0,1,0,0,0.9565,0,0.0435,0,20,38161
2018-11-11,1885,1885,0,43,5,204,26,10,0,0,1,0.9091,0,0.0909,0.9766,0,0.0234,0,20,38175
2018-11-12,1889,1889,0,87,11,208,28,26,0,0,2,0.9286,0,0.0714,0.9416,0,0.0584,0,20,38225
2018-11-13,1891,1891,0,81,10,197,28,12,0,0,0,1,0,0,0.9799,0,0.0201,0,20,38243
2018-11-14,1898,1898,0,87,11,200,28,14,0,0,12,0.5385,0,0.4615,0.9294,0.0061,0.0644,0,20,38289
2018-11-15,1899,1899,0,77,5,201,29,9,0,0,1,0.9,0,0.1,0.9754,0,0.0246,0,20,38303
2018-11-16,1903,1903,0,90,15,205,33,27,0,0,8,0.7714,0,0.2286,0.938,0,0.062,0,20,38352
2018-11-17,1906,1906,0,57,7,214,35,11,0,0,14,0.44,0,0.56,0.9022,0,0.0978,0,20,38418
2018-11-18,1907,1907,0,45,1,208,35,1,0,0,0,1,0,0,0.9592,0,0.0408,0,20,38434
2018-11-19,1910,1910,0,70,7,206,35,9,0,0,5,0.6429,0,0.3571,0.9198,0,0.0802,0,20,38466
