station,year,month,tmax,tmin,af,rain,sun
durham,1899,11,11.5,4.3,5,39.7,66.9
durham,1899,12,3.6,-1.7,18,63.7,40
durham,1900,1,5.7,0.4,16,47.3,41
durham,1900,2,3.6,-2.3,19,93.8,64.5
durham,1900,3,5.7,-0.1,12,35.7,79.7
durham,1900,4,12.4,2.7,6,24.3,146.5
durham,1900,5,13.2,5,1,30.3,119.5
durham,1900,6,18.1,8.8,0,79.9,128.1
durham,1900,7,21.1,12.3,0,28.5,202.3
durham,1900,8,17.6,9.9,0,130.3,126.6
durham,1900,9,17.3,8.4,0,17.2,138.1
durham,1900,10,12.4,4.6,2,137.7,98.4
durham,1900,11,8.6,3.9,4,60.8,29.3
durham,1900,12,8.9,4,4,46.3,32.5
durham,1901,1,5,-0.4,17,27.2,29.4
durham,1901,2,4.5,-0.5,17,28.9,47.8
durham,1901,3,7,0.4,11,35.4,114.7
durham,1901,4,12.4,2.6,5,24.6,194.1
durham,1901,5,14.7,5,1,42.2,218.6
durham,1901,6,17.8,7.6,0,31.1,230
durham,1901,7,22.4,12,0,65,219.2
durham,1901,8,20.2,10.5,0,56.6,208.2
durham,1901,9,16.5,9.4,0,35,124.4
durham,1901,10,12.4,4.5,3,60.2,93.8
durham,1901,11,8.3,2,10,129.9,78
durham,1901,12,5,0.2,15,48.1,48.9
durham,1902,1,6.6,1.4,14,13.3,36.1
durham,1902,2,3.3,-2.1,16,26.4,64.3
durham,1902,3,9.5,1.7,5,14.1,109.9
durham,1902,4,10.8,2,6,37.3,182
durham,1902,5,11,3.7,3,57.9,164.3
durham,1902,6,15.6,7.5,0,50.1,146.5
durham,1902,7,17.6,9,0,69.9,134.7
durham,1902,8,16.4,8.4,0,45.1,116
durham,1902,9,15.9,8.2,0,23.1,101.7
durham,1902,10,11.8,5.9,0,53.2,69.1
durham,1902,11,8.9,3.9,5,28.3,47
durham,1902,12,6.9,2,12,52.1,33.3
durham,1903,1,5.3,-0.2,13,57.9,42.3
durham,1903,2,9,2.9,6,26.7,54.9
durham,1903,3,9.3,2.2,5,30.6,103.8
durham,1903,4,9.2,0.6,13,35.2,133.3
durham,1903,5,12.8,5.1,1,68.6,143
durham,1903,6,15.4,7.2,0,60.8,156.3
durham,1903,7,18,10.1,0,122.8,142.3
durham,1903,8,17.2,9.1,0,42,168.9
durham,1903,9,15.4,7.9,0,59.5,120.1
durham,1903,10,11.9,6.1,0,201.8,75.8
durham,1903,11,8.4,2.2,8,52.1,72.6
durham,1903,12,4.4,0.3,11,25.6,10.4
durham,1904,1,6,0.9,13,44.8,35.7
durham,1904,2,4.7,-0.1,15,42,54.9
durham,1904,3,6.6,0.4,13,31.2,85.8
durham,1904,4,12.1,4,0,25.6,162.9
durham,1904,5,13.3,5.4,1,74.9,137.6
durham,1904,6,16.5,8.4,0,33.1,180.2
durham,1904,7,19.5,11,0,43.3,177.4
durham,1904,8,18.4,9.9,0,63.1,162.4
durham,1904,9,16.2,7.4,0,25,137.9
durham,1904,10,12.7,4.9,4,18.5,110.8
durham,1904,11,8.3,2.1,9,45.6,60.1
durham,1904,12,5.8,-0.2,16,35.2,52.4
durham,1905,1,6.6,1.2,13,9.1,42.3
durham,1905,2,7.4,1.4,9,18.3,71.1
durham,1905,3,10.2,2.2,4,30.8,132.5
durham,1905,4,9.7,2.2,5,72.5,98.9
durham,1905,5,13.8,5,2,8.1,148.5
durham,1905,6,17.9,8.8,0,17.5,220.5
durham,1905,7,21.7,11.4,0,19.1,202.7
durham,1905,8,17.6,9.9,0,69.3,139.8
durham,1905,9,15.4,8.1,0,56.4,123.7
durham,1905,10,10.4,3.2,4,56.8,99
durham,1905,11,7.1,1.9,9,116.8,58.5
durham,1905,12,7.5,2.8,1,13.1,50.8
durham,1906,1,6.9,2.1,4,57.7,40.7
durham,1906,2,5.4,-0.9,17,27,103.2
durham,1906,3,7.6,0.8,12,34.2,132.8
durham,1906,4,11.6,0.2,15,22.1,195.5
durham,1906,5,12.6,5.6,3,94.6,107.3
durham,1906,6,18.1,8.8,0,21.1,194.1
durham,1906,7,19.7,9.7,0,35.1,211.9
durham,1906,8,20.1,11.1,0,64.9,156.3
durham,1906,9,17.5,8,0,11.7,163.1
durham,1906,10,12.8,6.5,0,113.4,71.9
durham,1906,11,9.7,4.6,3,72.3,39.1
durham,1906,12,5.1,-0.1,19,50.3,48.5
durham,1907,1,5.8,0.5,14,13.8,70.5
durham,1907,2,5.9,-0.7,17,26.4,115.3
durham,1907,3,10.6,0.6,10,21.6,187.1
durham,1907,4,10.7,2.9,4,51.4,130.9
durham,1907,5,12.1,5.2,0,94.6,105.5
durham,1907,6,15.2,7.7,0,77,143.2
durham,1907,7,16.9,8.7,0,39.7,134.8
durham,1907,8,17.3,9.2,0,38,140.4
durham,1907,9,17.4,7.2,1,6.3,139.5
durham,1907,10,12.5,5.6,2,142,80.3
durham,1907,11,8.5,2.5,8,48.2,54.3
durham,1907,12,6.4,1.2,8,72.6,31.6
durham,1908,1,5.1,-0.7,18,27.3,63.9
durham,1908,2,8.1,1.4,8,27.7,82.6
durham,1908,3,6.5,0.3,13,74.5,90.5
durham,1908,4,8.4,1.6,8,70.7,89.8
durham,1908,5,15.6,6.9,0,45.4,177.2
durham,1908,6,17.5,7.9,0,11.8,180.4
durham,1908,7,19,10.2,0,63.7,150.7
durham,1908,8,17.4,9.2,0,51.7,148.2
durham,1908,9,16.3,9,0,42,91.6
durham,1908,10,15.1,7.7,0,33.8,91.6
durham,1908,11,9.4,2.7,6,27.4,61
durham,1908,12,5.3,-0.1,13,17.1,25.3
durham,1909,1,5.6,-0.3,17,15.1,74
durham,1909,2,5.6,-0.6,18,35.3,49.6
durham,1909,3,5.6,-0.2,14,108.1,65.6
durham,1909,4,13.1,2.6,5,56.8,188.8
durham,1909,5,14.7,4.5,4,33.5,222.1
durham,1909,6,15.2,6.6,0,48.4,128.9
durham,1909,7,18,10,0,55.7,152.4
durham,1909,8,19.2,10.3,0,74.5,171.5
durham,1909,9,14.1,7.3,0,50.4,79.6
durham,1909,10,12.5,5.5,4,53.3,99.1
durham,1909,11,7.6,1.4,12,19.3,61.6
durham,1909,12,5.3,0.4,13,79.4,47.2
durham,1910,1,5.5,-0.3,15,55,64.4
durham,1910,2,6.3,0.7,12,53,74.5
durham,1910,3,9.6,2,6,16,124.3
durham,1910,4,10,2,4,61.1,112.2
durham,1910,5,13.3,5.1,2,42.1,162.7
durham,1910,6,17.8,8.5,0,60.8,184.1
durham,1910,7,17,9.5,0,73.4,126.9
durham,1910,8,18.4,10.7,0,62.2,143.3
durham,1910,9,15.6,7.3,0,9.5,109.3
durham,1910,10,13,7.1,0,73.8,83.1
durham,1910,11,5.4,-0.4,16,75.7,92.7
durham,1910,12,7.9,3.1,2,48.7,43.3
durham,1911,1,6.4,0.6,9,37.1,55.1
durham,1911,2,7.4,1.1,11,21.1,69.5
durham,1911,3,6.5,1.5,4,43.8,83.6
durham,1911,4,9.9,3.4,6,27.6,106.2
durham,1911,5,16,6.8,0,17.7,173.4
durham,1911,6,18.2,7.7,0,90.7,204.7
durham,1911,7,22.2,10.3,0,16.4,253
durham,1911,8,20.6,11.7,0,50.5,168.8
durham,1911,9,17.4,7.5,0,41.2,167.8
durham,1911,10,11.2,5,4,61.9,64.7
durham,1911,11,8,2.5,7,89.9,55.9
durham,1911,12,7.5,2.3,4,86.5,39.4
durham,1912,1,4.9,-0.2,14,79,33.4
durham,1912,2,6.5,1,8,49.2,50.2
durham,1912,3,9.4,3.1,4,49,107.1
durham,1912,4,12.5,2.5,5,2.4,190.2
durham,1912,5,14.5,5.7,1,57.5,128.4
durham,1912,6,16.1,8.8,0,111.7,91.7
durham,1912,7,17.2,10.4,0,89.5,73.4
durham,1912,8,15.4,8.1,0,105.9,56.8
durham,1912,9,13.9,6.5,0,42.6,94.2
durham,1912,10,11.6,3.8,4,65.3,83.7
durham,1912,11,8.4,2.7,8,50.5,43.8
durham,1912,12,8.1,1.8,4,38.2,28.9
durham,1913,1,4.8,0.1,14,64.3,15.5
durham,1913,2,7.3,0.8,11,16.7,54.4
durham,1913,3,8.1,1.2,7,56,118.4
durham,1913,4,10.1,3.4,2,101.6,100.2
durham,1913,5,13.7,5.9,1,63.6,117.6
durham,1913,6,17.6,8.5,0,25.4,178.6
durham,1913,7,17.2,9.5,0,22.5,86.1
durham,1913,8,18.9,9.1,0,46.8,132.5
durham,1913,9,16.9,9.4,0,71.1,98.9
durham,1913,10,12.6,6.5,3,67.4,74.5
durham,1913,11,10.4,4.3,3,30.1,65.8
durham,1913,12,6.7,1.6,9,28.8,36.3
durham,1914,1,6.1,0.7,12,36.2,32.6
durham,1914,2,9.1,3,2,33.2,56.6
durham,1914,3,8.4,1.6,7,34.6,97
durham,1914,4,14.7,3.2,2,8.7,238.1
durham,1914,5,14.1,4.9,3,35.7,143
durham,1914,6,18.9,7.8,0,113.8,222.1
durham,1914,7,19,10.3,0,66.9,134.3
durham,1914,8,19.5,10,0,36.6,188.8
durham,1914,9,17.4,7.2,2,41.7,165.9
durham,1914,10,13,6.2,0,48.5,67.1
durham,1914,11,9,3.1,6,87.4,49.7
durham,1914,12,6,0.9,9,115.3,47.5
durham,1915,1,5.6,0.8,10,52.9,40.4
durham,1915,2,6.2,0.4,10,63.1,67
durham,1915,3,8.4,0.8,11,52.4,125.1
durham,1915,4,11.3,2.4,4,14.5,175.3
durham,1915,5,12.8,3.8,3,55.5,190.4
durham,1915,6,17.8,7.5,1,9.4,186.6
durham,1915,7,18.4,9.6,0,90.1,157.8
durham,1915,8,19,10,0,76.4,142.8
durham,1915,9,16.5,7.2,0,39,152.4
durham,1915,10,11.7,4.1,3,32.4,58.6
durham,1915,11,5.7,-0.3,16,40.1,70.1
durham,1915,12,5.8,1.2,7,133.7,34.6
durham,1916,1,9.8,3.7,2,16.1,55.8
durham,1916,2,5.7,-0.2,15,73.5,75.7
durham,1916,3,4.5,-0.3,17,90.5,65.8
durham,1916,4,11.7,2.7,5,39.3,152.6
durham,1916,5,14.5,5.3,0,61.4,149.9
durham,1916,6,14.6,6.8,0,42,97.5
durham,1916,7,19.5,10,0,59.2,159.9
durham,1916,8,20,10.7,0,81.5,142.2
durham,1916,9,16.3,7.6,0,36.5,136.9
durham,1916,10,12.5,4.9,5,62.4,68.4
durham,1916,11,9.5,3.8,4,65.8,53.7
durham,1916,12,4.7,-0.9,17,62.8,43.3
durham,1917,1,3.3,0,20,80.4,19.5
durham,1917,2,3.8,-2,17,21.9,46.2
durham,1917,3,5.9,-1.4,23,52.5,106.5
durham,1917,4,8.5,0.2,15,46.2,98.6
durham,1917,5,15.2,5.5,1,76.6,184.6
durham,1917,6,18.7,7.8,0,34.5,220.3
durham,1917,7,20.2,9.9,0,26.1,202.5
durham,1917,8,18.7,11,0,157,108.6
durham,1917,9,17.3,8.9,0,24.6,132.3
durham,1917,10,11.2,2.8,5,50.3,130.1
durham,1917,11,10.5,4.6,2,22.7,55.8
durham,1917,12,4.8,-0.3,18,67.4,53.3
durham,1918,1,5.8,-0.3,14,50.7,51.1
durham,1918,2,8.1,2.3,6,31.4,59.3
durham,1918,3,8,1.3,4,31.5,86.9
durham,1918,4,8.9,2.4,2,36.6,105.2
durham,1918,5,16.9,6.3,1,35.2,181.2
durham,1918,6,17.9,7,0,8.1,201.7
durham,1918,7,19.7,9.7,0,86.1,189.5
durham,1918,8,19.2,10.8,0,35.8,163.6
durham,1918,9,14.2,6.4,0,116.8,140.1
durham,1918,10,11.8,5.3,0,49.6,77.6
durham,1918,11,8,0.8,14,29.4,60.3
durham,1918,12,7.9,2.3,8,62.4,48
durham,1919,1,3.9,-0.5,14,69.4,44.8
durham,1919,2,3.9,-1.7,16,40.5,54.4
durham,1919,3,5.8,-1,17,73.1,95.9
durham,1919,4,11.1,2.5,6,39.1,128.4
durham,1919,5,16.8,5.6,1,20.9,210.9
durham,1919,6,18.3,8,0,22.5,195
durham,1919,7,17.4,8.4,0,48.5,152.4
durham,1919,8,19.9,9.7,0,59.1,180.6
durham,1919,9,17.2,7.2,1,19.7,134
durham,1919,10,11.8,2.6,1,119.7,111.1
durham,1919,11,5.4,-0.5,13,91.6,48.7
durham,1919,12,6.3,0.9,5,57.6,39.6
durham,1920,1,6.9,0.9,9,65.1,70.8
durham,1920,2,8.5,1.4,6,21.2,92.2
durham,1920,3,9.8,2,7,69,116.6
durham,1920,4,9.7,3.2,2,67.5,102.9
durham,1920,5,14.7,6,1,84,192.8
durham,1920,6,17.7,7.7,1,21.7,217.6
durham,1920,7,17,9.6,0,108.2,105.9
durham,1920,8,17.5,8,0,32.3,125.1
durham,1920,9,16.9,7.3,0,26.7,121.1
durham,1920,10,13,5.5,0,56,79.6
durham,1920,11,9.2,3.7,4,21.1,47.2
durham,1920,12,6.2,0.7,14,80.7,36.3
durham,1921,1,8.7,2.3,3,77.4,36.3
durham,1921,2,7.3,0.8,11,3.7,64.9
durham,1921,3,10.1,2.1,6,18.4,114.2
durham,1921,4,12.4,2.4,6,31.4,184.7
durham,1921,5,15.8,4.6,1,45.8,247.6
durham,1921,6,19,7.3,0,19.6,214.5
durham,1921,7,21.2,10.5,0,37.4,171.4
durham,1921,8,17.8,9.7,0,104.6,113.6
durham,1921,9,17.7,8.1,0,16.7,148.4
durham,1921,10,16.2,7.7,1,33,125
durham,1921,11,6.8,0.5,11,63.3,65.1
durham,1921,12,9.3,2.7,5,39,54.1
durham,1922,1,4.1,-1.5,19,80.7,46.5
durham,1922,2,5.8,-0.3,14,48.2,76
durham,1922,3,6.8,0.5,8,39.5,79.1
durham,1922,4,8.7,-0.1,15,49.5,156.8
durham,1922,5,16.2,6.4,1,13.5,197
durham,1922,6,18,7.3,0,37.6,192.3
durham,1922,7,17,8.1,0,115.2,120.4
durham,1922,8,16.5,8.4,0,59.4,125.6
durham,1922,9,14.1,6.8,0,95.8,64.6
durham,1922,10,11.1,4.1,1,38,92
durham,1922,11,9.1,2.1,8,18.9,96.9
durham,1922,12,7.5,1.8,7,86.5,40.2
durham,1923,1,8.6,2.5,5,25,72.9
durham,1923,2,5.7,1.1,11,89.1,32.6
durham,1923,3,8.5,1.8,5,39.8,94.7
durham,1923,4,9,2.3,3,50.1,118.7
durham,1923,5,11.6,3.4,1,63.9,148.6
durham,1923,6,15.5,7.1,0,24.4,129.1
durham,1923,7,20.7,11.3,0,39.2,159.3
durham,1923,8,18.7,10.1,0,76,169.6
durham,1923,9,15.5,7.3,0,34.9,155.4
durham,1923,10,12.2,4.5,2,47.6,106.5
durham,1923,11,5.8,-0.1,13,83.2,78.5
durham,1923,12,4.8,-0.5,17,58.1,54.8
durham,1924,1,5.7,0.1,13,40.6,49.6
durham,1924,2,5.8,0,16,25.6,57
durham,1924,3,6.9,-2.7,28,24.6,122.9
durham,1924,4,9.9,1.5,8,44.8,132.5
durham,1924,5,13.1,5.9,0,154,134
durham,1924,6,16.7,7.6,0,50.1,151.3
durham,1924,7,18.4,10,0,98.9,164.3
durham,1924,8,17.2,9.1,0,59,123.5
durham,1924,9,15.6,8.6,0,72.9,111.6
durham,1924,10,12.7,5.6,2,70,95.3
durham,1924,11,9,3.6,4,31.5,53.8
durham,1924,12,8.6,3.5,0,55.5,37.2
durham,1925,1,6.8,1.2,5,42.3,43
durham,1925,2,6.7,0.7,9,58.1,75.6
durham,1925,3,7.7,1.3,9,41.7,97.4
durham,1925,4,10.1,2.1,5,80.3,139.3
durham,1925,5,14.2,6.1,1,58.9,142.8
durham,1925,6,18.1,7.9,0,1.7,194.1
durham,1925,7,21.1,10.9,0,52.6,163
durham,1925,8,18.3,9.8,0,66.9,137.4
durham,1925,9,14.5,6.1,0,59.8,107.5
durham,1925,10,13.5,4.8,3,63.9,90.6
durham,1925,11,5.8,-0.8,20,57.8,73.8
durham,1925,12,4.3,-1.2,18,79.4,61.3
durham,1926,1,5.9,0.7,12,53.1,38.5
durham,1926,2,7.8,2.4,6,40.2,35.4
durham,1926,3,8.9,1.8,5,19.7,107.1
durham,1926,4,12.6,3.3,2,23,103.1
durham,1926,5,12.7,4,3,42.6,167.3
durham,1926,6,17.1,8,0,77.2,151.7
durham,1926,7,20.3,11.5,0,80.5,161
durham,1926,8,20,10.5,0,59.5,184.9
durham,1926,9,17.1,8.6,0,56.4,144.2
durham,1926,10,10.6,2.9,9,70.3,121.7
durham,1926,11,7.7,1.4,7,89.7,50.6
durham,1926,12,6.9,1.1,8,17.7,64.2
durham,1927,1,6.6,0.7,12,26.6,38.9
durham,1927,2,7.1,0.1,13,16.8,55.2
durham,1927,3,9.5,2.4,2,36.4,92.1
durham,1927,4,10.7,2.4,8,32.7,144
durham,1927,5,12.5,4,2,39.5,120.8
durham,1927,6,15.3,6,1,77,185.5
durham,1927,7,18.1,10.3,0,96.5,134.9
durham,1927,8,18.6,9.9,0,158.3,132.1
durham,1927,9,15,7.5,0,92.4,103.2
durham,1927,10,13.1,5.2,2,36.2,101.2
durham,1927,11,8.1,2.1,10,53.4,65.6
durham,1927,12,3,-0.8,12,70.7,16.5
durham,1928,1,7,0.6,6,60.9,57.5
durham,1928,2,8.1,1.1,11,28.2,82.2
durham,1928,3,7.3,1.2,9,56.3,48.2
durham,1928,4,10.9,2.5,7,18.5,126.3
durham,1928,5,12.5,4.5,2,40.6,119.7
durham,1928,6,15.1,6.5,0,117.4,169.7
durham,1928,7,19,9.9,0,38.9,232.9
durham,1928,8,18.7,9.9,0,64.5,159.4
durham,1928,9,15.7,7,0,17.2,132.7
durham,1928,10,12.1,5,2,62.5,96.1
durham,1928,11,9.7,3.7,2,56.9,60.5
durham,1928,12,5.3,-0.7,18,36.3,46.9
durham,1929,1,3.4,-0.9,19,39.8,23
durham,1929,2,2.2,-3.6,22,24.7,33
durham,1929,3,11.7,0.8,10,4.2,162.2
durham,1929,4,9,0.9,7,24.8,141.5
durham,1929,5,14.8,4.7,1,22.7,186.5
durham,1929,6,16.5,7.4,0,40.5,172.6
durham,1929,7,19.9,9.5,0,58.5,163.1
durham,1929,8,18.2,9.8,0,71.6,127.9
durham,1929,9,18.9,8.3,0,32.4,157.4
durham,1929,10,12.4,4.4,5,49.1,115.2
durham,1929,11,8.7,2.3,5,65.3,59.3
durham,1929,12,7,1.6,8,78.9,52.8
durham,1930,1,7.1,1,10,89.7,55.6
durham,1930,2,4.1,-0.6,14,42.3,34.4
durham,1930,3,7.6,0.3,12,62.4,96.5
durham,1930,4,9.8,3.7,0,54.9,78.7
durham,1930,5,13,4.5,2,38.6,159.6
durham,1930,6,18.7,8.4,0,29.2,191.7
durham,1930,7,17.9,10.4,0,183.9,130.3
durham,1930,8,19.1,10.2,0,113.2,172.5
durham,1930,9,15.1,8.8,0,77.7,83.3
durham,1930,10,12.5,5.8,0,50,111.9
durham,1930,11,8.3,1.5,9,80,96.3
durham,1930,12,6,0,14,63.8,28.1
durham,1931,1,5.3,-0.5,16,50.3,74
durham,1931,2,5.6,-0.3,15,30.5,67.4
durham,1931,3,6.4,-1.4,22,37.7,114.9
durham,1931,4,10,2.9,2,78.6,112.3
durham,1931,5,14.1,5.4,1,70.6,165.3
durham,1931,6,16.2,8.3,0,92,132.6
durham,1931,7,18.2,10.6,0,101.6,96.7
durham,1931,8,16.5,8.8,0,56.1,126.8
durham,1931,9,14.7,6.4,1,84.4,70.1
durham,1931,10,12.3,3.8,7,27,134.9
durham,1931,11,9.2,3.3,3,53.3,37.1
durham,1931,12,7.4,0.8,12,25,55.8
durham,1932,1,8.6,1.5,12,37.7,78.5
durham,1932,2,6.7,1,8,26.4,67.6
durham,1932,3,7.5,0.6,7,56.7,80.8
durham,1932,4,9.6,1.5,6,32.5,150
durham,1932,5,11.8,5.4,1,104.2,86.6
durham,1932,6,16.4,7.7,0,29.7,172.1
durham,1932,7,18.5,11,0,110.6,121.4
durham,1932,8,19.3,10.7,0,65.6,130
durham,1932,9,15.8,7.6,2,55.4,156.8
durham,1932,10,11,4.1,1,101.3,85.9
durham,1932,11,8.4,3.2,5,18.8,44.8
durham,1932,12,7.5,3,3,23.4,43.8
durham,1933,1,4.5,-1.2,16,42.5,40.5
durham,1933,2,6.1,0.6,11,85.3,63.3
durham,1933,3,11,1.8,7,27.2,162.5
durham,1933,4,12.2,4.4,2,26.4,104.6
durham,1933,5,13.8,6.5,0,59.3,100.9
durham,1933,6,19.1,8.9,0,36.4,225
durham,1933,7,21.8,11.9,0,44.7,192.2
durham,1933,8,21.5,11.4,0,24.1,199.1
durham,1933,9,18,9.4,0,54.2,131.8
durham,1933,10,12.6,6,0,79,78.7
durham,1933,11,8,2.8,3,90.5,44.6
durham,1933,12,4.2,0,15,50,22.5
durham,1934,1,7.1,1.1,6,30.1,73.4
durham,1934,2,8.4,1.6,8,10.9,101.6
durham,1934,3,8.1,0.7,7,64.6,96.8
durham,1934,4,10.2,3.1,3,94,107.3
durham,1934,5,15,5.4,0,32.9,184.2
durham,1934,6,17.8,8.5,0,53.3,161.6
durham,1934,7,21.7,11.4,0,55.5,224
durham,1934,8,18.9,9.6,0,61.8,173.8
durham,1934,9,18.2,8.3,0,43,150.5
durham,1934,10,12.9,6.3,1,79.4,95.2
durham,1934,11,8.6,3.3,5,60.6,45.2
durham,1934,12,9,4.5,1,104,17.8
durham,1935,1,7.1,1.1,10,57.2,40
durham,1935,2,8,1.9,6,81.3,44.3
durham,1935,3,9.5,2.9,4,15.2,100.2
durham,1935,4,10.2,3.2,4,81.3,106
durham,1935,5,12.6,4.1,3,20.4,170.9
durham,1935,6,18.2,9.1,0,71.1,149.4
durham,1935,7,21.4,10.6,0,7.7,229.5
durham,1935,8,21.4,10.7,0,50.6,165.8
durham,1935,9,16.1,7.9,0,135.1,139
durham,1935,10,12.4,4.7,3,91.9,74.7
durham,1935,11,8.6,3,2,103.2,33.9
durham,1935,12,4.6,0.4,14,45.2,54.1
durham,1936,1,5.1,0.6,9,86.6,59.5
durham,1936,2,4.6,-1.5,15,87.7,66.5
durham,1936,3,9,2.9,3,59.4,54.2
durham,1936,4,9.8,1.5,6,37,168.7
durham,1936,5,13.9,5.7,0,42.3,152.7
durham,1936,6,17.9,7.8,0,88.1,181.4
durham,1936,7,18.9,11,0,77,127.2
durham,1936,8,20.4,10.9,0,52.4,194.1
durham,1936,9,16.8,10.4,0,68.6,75.5
durham,1936,10,12.9,4.9,1,34.5,92.6
durham,1936,11,8.6,1.7,6,62,62
durham,1936,12,7.6,1.7,9,45,55.4
durham,1937,1,6.7,1.6,10,69.6,40.3
durham,1937,2,6.8,1.1,6,77.2,85
durham,1937,3,5.4,-0.4,17,78.9,63.7
durham,1937,4,10.8,4.4,2,56.4,71.3
durham,1937,5,15.4,6.6,0,70.5,158.8
durham,1937,6,17.5,9.1,0,43.2,133.4
durham,1937,7,19.7,11.4,0,79.8,118.8
durham,1937,8,20.2,11,0,38,139.1
durham,1937,9,16.5,7.7,0,39.8,118.2
durham,1937,10,13,6,0,42.2,61.9
durham,1937,11,8.1,3,6,34.1,46.9
durham,1937,12,4.4,-0.4,13,161.4,30.2
durham,1938,1,7.8,2.5,2,50.4,60.3
durham,1938,2,7.4,2.2,5,28.5,47
durham,1938,3,13.1,5.6,1,7.6,100.4
durham,1938,4,11.6,2.8,7,2.2,116.8
durham,1938,5,14,4.8,4,87,148.6
durham,1938,6,17.6,8.8,0,68.6,188.7
durham,1938,7,18.6,10,0,58.6,127.2
durham,1938,8,18.9,10.3,0,40.3,139.3
durham,1938,9,17.2,8.7,0,61,87.2
durham,1938,10,13,6.2,0,79.9,102.2
durham,1938,11,10.9,5,1,59.5,79.4
durham,1938,12,6.2,1.4,7,105.3,41.1
durham,1939,1,5.4,0.6,15,121.8,42.1
durham,1939,2,8.2,2.3,3,18.5,65.4
durham,1939,3,8.7,2,3,72.3,112.4
durham,1939,4,11.9,3.9,1,28.4,166.6
durham,1939,5,15.2,5.6,1,33.8,181.5
durham,1939,6,18.3,7.9,0,63,190.2
durham,1939,7,19,10.4,0,79,125
durham,1939,8,19.7,11.5,0,109,118.5
durham,1939,9,17.2,9.3,0,35,96
durham,1939,10,11.7,4.1,3,142.6,100
durham,1939,11,10.3,4.5,0,63.4,61.5
durham,1939,12,5.8,1.3,9,32.2,44
durham,1940,1,1.6,-4.6,28,40.9,56.6
durham,1940,2,3.4,-0.8,15,50.8,30.6
durham,1940,3,9,1.5,11,46.8,113.2
durham,1940,4,10.7,2.7,5,39.6,106.4
durham,1940,5,16.5,5.6,0,39.7,215.7
durham,1940,6,22.3,9.2,0,33.2,297
durham,1940,7,18.6,9,0,133.4,138.6
durham,1940,8,18.7,9.5,0,21.2,158.6
durham,1940,9,16.1,7.1,0,33,176
durham,1940,10,11.5,5.8,1,77.9,66.7
durham,1940,11,8.9,3.3,3,88.1,61.7
durham,1940,12,5.9,1.4,5,53.3,39.9
durham,1941,1,1.8,-2.7,18,85.2,28.5
durham,1941,2,4.5,-1.6,15,152.5,70.3
durham,1941,3,7.1,-0.1,15,63.8,81.6
durham,1941,4,8.9,2.1,4,27,101.1
durham,1941,5,12.8,3.9,3,30.1,131
durham,1941,6,18.6,9,0,21.7,186.3
durham,1941,7,22,11.5,0,36.3,154.8
durham,1941,8,18.2,9.8,0,58.2,154
durham,1941,9,18.4,9.9,0,12.8,88.4
durham,1941,10,13.3,5.8,1,90.8,98.7
durham,1941,11,8.8,2.5,4,88.3,45.5
durham,1941,12,8.8,2.8,6,14.5,54
durham,1942,1,3,-1.7,21,49.3,12.5
durham,1942,2,2.8,-3.4,26,42.2,40.2
durham,1942,3,7.6,-0.6,19,27.3,77.8
durham,1942,4,12.3,2.6,3,20.5,203.3
durham,1942,5,14.8,4.2,4,39.2,211
durham,1942,6,18.6,7.9,0,28.5,172.7
durham,1942,7,19.3,9.3,0,76.1,177.5
durham,1942,8,19.6,11.1,0,51.2,95.6
durham,1942,9,17,8,1,67.3,151.6
durham,1942,10,14,6,1,43.4,106.5
durham,1942,11,8.4,1.7,6,16.8,49.8
durham,1942,12,8.3,1.4,9,52.8,28.1
durham,1943,1,5.8,-0.5,15,80.1,48.5
durham,1943,2,9.7,1,9,19.1,115.4
durham,1943,3,10.7,1.1,10,16.2,131.8
durham,1943,4,14,4.5,2,24.5,156.4
durham,1943,5,16.1,4.9,2,58.3,193.8
durham,1943,6,18.3,8.3,0,29.9,170.6
durham,1943,7,19.7,9,0,39.3,182.2
durham,1943,8,18.8,9.6,0,98.4,120.5
durham,1943,9,16.6,7.3,0,87.2,132.1
durham,1943,10,13.6,5.1,1,42.3,87.8
durham,1943,11,8.4,2.3,7,44.5,73.4
durham,1943,12,7,0.4,11,29.9,54.3
durham,1944,1,8.7,1.6,10,22.5,51.4
durham,1944,2,6.4,0.2,11,55.1,49.9
durham,1944,3,9.5,0.5,11,9.7,116.1
durham,1944,4,13.7,4.1,1,54.4,125.9
durham,1944,5,15,4.9,1,43.9,145.1
durham,1944,6,16.9,7.2,0,54.4,156.6
durham,1944,7,19.2,10.4,0,86.4,75.3
durham,1944,8,20.4,11.1,0,36.5,144.6
durham,1944,9,16,6.9,0,131.4,129.7
durham,1944,10,11.8,5.1,0,82.5,89.9
durham,1944,11,8.5,2.3,2,126.2,64.8
durham,1944,12,6.1,1.2,11,34.1,44.5
durham,1945,1,3.5,-2.5,20,92.8,57.2
durham,1945,2,9.8,3.3,3,36.9,79.2
durham,1945,3,12.5,2.8,8,11.6,119.1
durham,1945,4,13.8,4,3,32.8,181.7
durham,1945,5,15.6,6.1,2,78.2,173.8
durham,1945,6,17.9,9.1,0,53.6,184
durham,1945,7,21.3,11.4,0,40.9,199.5
durham,1945,8,19.6,10.6,0,85.5,135.8
durham,1945,9,18,9.1,0,48.2,140.1
durham,1945,10,15.3,7,0,93.8,105.1
durham,1945,11,10,4.7,1,22.3,46.4
