year,species,species_latin,how_many_counted,total_hours,how_many_counted_by_hour
1950,Redhead,Aythya americana,0,134,0
1950,Ring-billed Gull,Larus delawarensis,30,134,0.22388059701492538
1950,Ring-necked Duck,Aythya collaris,0,134,0
1950,Ring-necked Pheasant,Phasianus colchicus,18,134,0.13432835820895522
1950,Rock Pigeon,Columba livia,0,134,0
1950,Rose-breasted Grosbeak,Pheucticus ludovicianus,0,134,0
1950,Rough-legged Hawk,Buteo lagopus,1,134,0.007462686567164179
1950,Ruby-crowned Kinglet,Regulus calendula,0,134,0
1950,Ruddy Duck,Oxyura jamaicensis,4,134,0.029850746268656716
1950,Ruddy Turnstone,Arenaria interpres,0,134,0
1950,Ruffed Grouse,Bonasa umbellus,13,134,0.09701492537313433
1950,Rusty Blackbird,Euphagus carolinus,0,134,0
1950,Sandhill Crane,Grus canadensis,0,134,0
1950,Savannah Sparrow,Passerculus sandwichensis,0,134,0
1950,Sharp-shinned Hawk,Accipiter striatus,0,134,0
1950,Short-eared Owl,Asio flammeus,1,134,0.007462686567164179
1950,Snow Bunting,Plectrophenax nivalis,75,134,0.5597014925373134
1950,Snow Goose,Chen caerulescens,0,134,0
1950,Snowy Owl,Bubo scandiacus,2,134,0.014925373134328358
1950,Song Sparrow,Melospiza melodia,37,134,0.27611940298507465
1950,Spotted Sandpiper,Actitis macularius,0,134,0
1950,Surf Scoter,Melanitta perspicillata,1,134,0.007462686567164179
1950,Swainson's Thrush,Catharus ustulatus,0,134,0
1950,Swamp Sparrow,Melospiza georgiana,2,134,0.014925373134328358
1950,Thayer's Gull,Larus thayeri,0,134,0
1950,Thick-billed Murre,Uria lomvia,0,134,0
1950,Trumpeter Swan,Cygnus buccinator,0,134,0
1950,Tufted Duck,Aythya fuligula,0,134,0
1950,Tufted Titmouse,Baeolophus bicolor,0,134,0
1950,Tundra Swan,Cygnus columbianus,0,134,0
1950,Turkey Vulture,Cathartes aura,0,134,0
1950,Varied Thrush,Ixoreus naevius,0,134,0
1950,Vesper Sparrow,Pooecetes gramineus,0,134,0
1950,White-breasted Nuthatch,Sitta carolinensis,42,134,0.31343283582089554
1950,White-crowned Sparrow,Zonotrichia leucophrys,0,134,0
1950,White-throated Sparrow,Zonotrichia albicollis,1,134,0.007462686567164179
1950,White-winged Crossbill,Loxia leucoptera,1,134,0.007462686567164179
1950,White-winged Scoter,Melanitta fusca,0,134,0
1950,Whooper Swan,Cygnus cygnus,0,134,0
1950,Wild Turkey,Meleagris gallopavo,0,134,0
1950,Wilson's Warbler,Cardellina pusilla,0,134,0
1950,Winter Wren,Troglodytes hiemalis,15,134,0.11194029850746269
1950,Wood Duck,Aix sponsa,0,134,0
1950,Yellow-bellied Sapsucker,Sphyrapicus varius,0,134,0
1950,Yellow-breasted Chat,Icteria virens,0,134,0
1950,Yellow-rumped Warbler,Setophaga coronata,1,134,0.007462686567164179
1951,American Bittern,Botaurus lentiginosus,0,103,0
1951,American Black Duck,Anas rubripes,30,103,0.2912621359223301
1951,American Coot,Fulica americana,0,103,0
1951,American Crow,Corvus brachyrhynchos,2,103,0.019417475728155338
1951,American Goldfinch,Spinus tristis,93,103,0.9029126213592233
1951,American Kestrel,Falco sparverius,6,103,0.05825242718446602
1951,American Pipit,Anthus rubescens,0,103,0
1951,American Robin,Turdus migratorius,2,103,0.019417475728155338
1951,American Three-toed Woodpecker,Picoides dorsalis,0,103,0
1951,American Tree Sparrow,Spizelloides arborea,306,103,2.970873786407767
1951,American Wigeon,Anas americana,0,103,0
1951,American Woodcock,Scolopax minor,0,103,0
1951,Bald Eagle,Haliaeetus leucocephalus,0,103,0
1951,Baltimore Oriole,Icterus galbula,0,103,0
1951,Barn Owl,Tyto alba,0,103,0
1951,Barn Swallow,Hirundo rustica,0,103,0
1951,Barred Owl,Strix varia,0,103,0
1951,Barrow's Goldeneye,Bucephala islandica,0,103,0
1951,Belted Kingfisher,Megaceryle alcyon,2,103,0.019417475728155338
1951,Black-and-white Warbler,Mniotilta varia,0,103,0
1951,Black-backed Woodpecker,Picoides arcticus,0,103,0
1951,Black-capped Chickadee,Poecile atricapillus,459,103,4.456310679611651
1951,Black-crowned Night-Heron,Nycticorax nycticorax,0,103,0
1951,Black-headed Grosbeak,Pheucticus melanocephalus,0,103,0
1951,Black-legged Kittiwake,Rissa tridactyla,0,103,0
1951,Black-throated Gray Warbler,Setophaga nigrescens,0,103,0
1951,Black Scoter,Melanitta americana,0,103,0
1951,Black Vulture,Coragyps atratus,0,103,0
1951,Blue-gray Gnatcatcher,Polioptila caerulea,0,103,0
1951,Blue-winged Teal,Anas discors,0,103,0
1951,Blue Jay,Cyanocitta cristata,83,103,0.8058252427184466
1951,Bohemian Waxwing,Bombycilla garrulus,0,103,0
1951,Bonaparte's Gull,Chroicocephalus philadelphia,0,103,0
1951,Boreal Chickadee,Poecile hudsonicus,1,103,0.009708737864077669
1951,Boreal Owl,Aegolius funereus,0,103,0
1951,Brant,Branta bernicla,0,103,0
1951,Brown-headed Cowbird,Molothrus ater,0,103,0
1951,Brown Creeper,Certhia americana,7,103,0.06796116504854369
1951,Brown Thrasher,Toxostoma rufum,0,103,0
1951,Bufflehead,Bucephala albeola,13,103,0.1262135922330097
1951,Cackling Goose,Branta hutchinsii,0,103,0
1951,Canada Goose,Branta canadensis,0,103,0
1951,Canvasback,Aythya valisineria,1,103,0.009708737864077669
1951,Carolina Wren,Thryothorus ludovicianus,2,103,0.019417475728155338
1951,Caspian Tern,Hydroprogne caspia,0,103,0
1951,Cedar Waxwing,Bombycilla cedrorum,21,103,0.20388349514563106
1951,Chipping Sparrow,Spizella passerina,0,103,0
1951,Common Eider,Somateria mollissima,0,103,0
1951,Common Gallinule,Gallinula galeata,0,103,0
1951,Common Goldeneye,Bucephala clangula,244,103,2.3689320388349513
1951,Common Grackle,Quiscalus quiscula,0,103,0
1951,Common Loon,Gavia immer,0,103,0
1951,Common Merganser,Mergus merganser,1400,103,13.592233009708737
1951,Common Raven,Corvus corax,0,103,0
1951,Common Redpoll,Acanthis flammea,43,103,0.4174757281553398
1951,Common Snipe,Gallinago gallinago,0,103,0
1951,Common Yellowthroat,Geothlypis trichas,0,103,0
1951,Cooper's Hawk,Accipiter cooperii,5,103,0.04854368932038835
1951,Dark-eyed Junco,Junco hyemalis,233,103,2.262135922330097
1951,Double-crested Cormorant,Phalacrocorax auritus,0,103,0
1951,Downy Woodpecker,Picoides pubescens,103,103,1
1951,Dunlin,Calidris alpina,0,103,0
1951,Eared Grebe,Podiceps nigricollis,0,103,0
1951,Eastern Bluebird,Sialia sialis,0,103,0
1951,Eastern Meadowlark,Sturnella magna,4,103,0.038834951456310676
1951,Eastern Phoebe,Sayornis phoebe,0,103,0
1951,Eastern Screech-Owl,Megascops asio,0,103,0
1951,Eastern Towhee,Pipilo erythrophthalmus,0,103,0
1951,European Starling,Sturnus vulgaris,2300,103,22.33009708737864
1951,Evening Grosbeak,Coccothraustes vespertinus,15,103,0.14563106796116504
1951,Field Sparrow,Spizella pusilla,0,103,0
1951,Fox Sparrow,Passerella iliaca,0,103,0
1951,Franklin's Gull,Leucophaeus pipixcan,0,103,0
1951,Gadwall,Anas strepera,0,103,0
1951,Glaucous Gull,Larus hyperboreus,2,103,0.019417475728155338
1951,Golden-crowned Kinglet,Regulus satrapa,3,103,0.02912621359223301
1951,Golden Eagle,Aquila chrysaetos,0,103,0
1951,Gray Catbird,Dumetella carolinensis,0,103,0
1951,Gray Jay,Perisoreus canadensis,0,103,0
1951,Gray Partridge,Perdix perdix,0,103,0
1951,Great Black-backed Gull,Larus marinus,66,103,0.6407766990291263
1951,Great Blue Heron,Ardea herodias,2,103,0.019417475728155338
1951,Great Gray Owl,Strix nebulosa,0,103,0
1951,Great Horned Owl,Bubo virginianus,4,103,0.038834951456310676
1951,Greater Scaup,Aythya marila,36,103,0.34951456310679613
1951,Greater Yellowlegs,Tringa melanoleuca,0,103,0
1951,Green-winged Teal,Anas crecca,0,103,0
1951,Gyrfalcon,Falco rusticolus,0,103,0
1951,Hairy Woodpecker,Picoides villosus,24,103,0.23300970873786409
1951,Harlequin Duck,Histrionicus histrionicus,0,103,0
1951,Harris's Sparrow,Zonotrichia querula,0,103,0
1951,Hermit Thrush,Catharus guttatus,0,103,0
1951,Herring Gull,Larus argentatus,11000,103,106.79611650485437
1951,Hoary Redpoll,Acanthis hornemanni,0,103,0
1951,Hooded Merganser,Lophodytes cucullatus,3,103,0.02912621359223301
1951,Horned Grebe,Podiceps auritus,0,103,0
1951,Horned Lark,Eremophila alpestris,1,103,0.009708737864077669
1951,House Finch,Haemorhous mexicanus,0,103,0
1951,House Sparrow,Passer domesticus,1500,103,14.563106796116505
1951,House Wren,Troglodytes aedon,0,103,0
1951,Iceland Gull,Larus glaucoides,0,103,0
1951,Killdeer,Charadrius vociferus,0,103,0
1951,King Eider,Somateria spectabilis,0,103,0
1951,Lapland Longspur,Calcarius lapponicus,0,103,0
1951,Least Sandpiper,Calidris minutilla,0,103,0
1951,Lesser Black-backed Gull,Larus fuscus,0,103,0
1951,Lesser Scaup,Aythya affinis,0,103,0
1951,Lesser Yellowlegs,Tringa flavipes,0,103,0
1951,Lincoln's Sparrow,Melospiza lincolnii,0,103,0
1951,Little Gull,Hydrocoloeus minutus,0,103,0
1951,Long-eared Owl,Asio otus,1,103,0.009708737864077669
1951,Long-tailed Duck,Clangula hyemalis,2,103,0.019417475728155338
1951,Mallard,Anas platyrhynchos,31,103,0.30097087378640774
1951,Marsh Wren,Cistothorus palustris,0,103,0
1951,Merlin,Falco columbarius,0,103,0
1951,Mourning Dove,Zenaida macroura,0,103,0
1951,Mute Swan,Cygnus olor,0,103,0
1951,Nashville Warbler,Oreothlypis ruficapilla,0,103,0
1951,Northern Bobwhite,Colinus virginianus,0,103,0
1951,Northern Cardinal,Cardinalis cardinalis,113,103,1.0970873786407767
1951,Northern Flicker,Colaptes auratus,4,103,0.038834951456310676
1951,Northern Gannet,Morus bassanus,0,103,0
1951,Northern Goshawk,Accipiter gentilis,1,103,0.009708737864077669
1951,Northern Harrier,Circus cyaneus,3,103,0.02912621359223301
1951,Northern Hawk Owl,Surnia ulula,0,103,0
1951,Northern Mockingbird,Mimus polyglottos,0,103,0
1951,Northern Pintail,Anas acuta,0,103,0
1951,Northern Saw-whet Owl,Aegolius acadicus,0,103,0
1951,Northern Shoveler,Anas clypeata,0,103,0
1951,Northern Shrike,Lanius excubitor,1,103,0.009708737864077669
1951,Orange-crowned Warbler,Oreothlypis celata,0,103,0
1951,Ovenbird,Seiurus aurocapilla,0,103,0
1951,Pacific Loon,Gavia pacifica,0,103,0
1951,Palm Warbler,Setophaga palmarum,0,103,0
1951,Peregrine Falcon,Falco peregrinus,0,103,0
1951,Pied-billed Grebe,Podilymbus podiceps,0,103,0
1951,Pileated Woodpecker,Dryocopus pileatus,0,103,0
1951,Pine Grosbeak,Pinicola enucleator,42,103,0.4077669902912621
1951,Pine Siskin,Spinus pinus,0,103,0
1951,Pine Warbler,Setophaga pinus,0,103,0
1951,Pomarine Jaeger,Stercorarius pomarinus,0,103,0
1951,Purple Finch,Haemorhous purpureus,33,103,0.32038834951456313
1951,Purple Sandpiper,Calidris maritima,0,103,0
1951,Red-bellied Woodpecker,Melanerpes carolinus,0,103,0
1951,Red-breasted Merganser,Mergus serrator,14,103,0.13592233009708737
1951,Red-breasted Nuthatch,Sitta canadensis,3,103,0.02912621359223301
1951,Red-headed Woodpecker,Melanerpes erythrocephalus,1,103,0.009708737864077669
1951,Red-necked Grebe,Podiceps grisegena,0,103,0
1951,Red-shouldered Hawk,Buteo lineatus,0,103,0
1951,Red-tailed Hawk,Buteo jamaicensis,13,103,0.1262135922330097
1951,Red-throated Loon,Gavia stellata,0,103,0
1951,Red-winged Blackbird,Agelaius phoeniceus,1,103,0.009708737864077669
1951,Red Crossbill,Loxia curvirostra,0,103,0
1951,Redhead,Aythya americana,0,103,0
1951,Ring-billed Gull,Larus delawarensis,11,103,0.10679611650485436
1951,Ring-necked Duck,Aythya collaris,0,103,0
1951,Ring-necked Pheasant,Phasianus colchicus,38,103,0.36893203883495146
1951,Rock Pigeon,Columba livia,0,103,0
1951,Rose-breasted Grosbeak,Pheucticus ludovicianus,0,103,0
1951,Rough-legged Hawk,Buteo lagopus,2,103,0.019417475728155338
1951,Ruby-crowned Kinglet,Regulus calendula,0,103,0
1951,Ruddy Duck,Oxyura jamaicensis,1,103,0.009708737864077669
1951,Ruddy Turnstone,Arenaria interpres,0,103,0
1951,Ruffed Grouse,Bonasa umbellus,3,103,0.02912621359223301
1951,Rusty Blackbird,Euphagus carolinus,0,103,0
1951,Sandhill Crane,Grus canadensis,0,103,0
1951,Savannah Sparrow,Passerculus sandwichensis,0,103,0
1951,Sharp-shinned Hawk,Accipiter striatus,0,103,0
1951,Short-eared Owl,Asio flammeus,0,103,0
1951,Snow Bunting,Plectrophenax nivalis,468,103,4.543689320388349
1951,Snow Goose,Chen caerulescens,0,103,0
1951,Snowy Owl,Bubo scandiacus,0,103,0
1951,Song Sparrow,Melospiza melodia,22,103,0.21359223300970873
1951,Spotted Sandpiper,Actitis macularius,0,103,0
1951,Surf Scoter,Melanitta perspicillata,0,103,0
1951,Swainson's Thrush,Catharus ustulatus,0,103,0
1951,Swamp Sparrow,Melospiza georgiana,5,103,0.04854368932038835
1951,Thayer's Gull,Larus thayeri,0,103,0
1951,Thick-billed Murre,Uria lomvia,0,103,0
1951,Trumpeter Swan,Cygnus buccinator,0,103,0
1951,Tufted Duck,Aythya fuligula,0,103,0
1951,Tufted Titmouse,Baeolophus bicolor,0,103,0
1951,Tundra Swan,Cygnus columbianus,0,103,0
1951,Turkey Vulture,Cathartes aura,0,103,0
1951,Varied Thrush,Ixoreus naevius,0,103,0
1951,Vesper Sparrow,Pooecetes gramineus,0,103,0
1951,White-breasted Nuthatch,Sitta carolinensis,51,103,0.49514563106796117
1951,White-crowned Sparrow,Zonotrichia leucophrys,0,103,0
1951,White-throated Sparrow,Zonotrichia albicollis,2,103,0.019417475728155338
1951,White-winged Crossbill,Loxia leucoptera,0,103,0
1951,White-winged Scoter,Melanitta fusca,2,103,0.019417475728155338
1951,Whooper Swan,Cygnus cygnus,0,103,0
1951,Wild Turkey,Meleagris gallopavo,0,103,0
1951,Wilson's Warbler,Cardellina pusilla,0,103,0
1951,Winter Wren,Troglodytes hiemalis,10,103,0.0970873786407767
1951,Wood Duck,Aix sponsa,0,103,0
1951,Yellow-bellied Sapsucker,Sphyrapicus varius,0,103,0
1951,Yellow-breasted Chat,Icteria virens,0,103,0
1951,Yellow-rumped Warbler,Setophaga coronata,0,103,0
1952,American Bittern,Botaurus lentiginosus,0,133,0
1952,American Black Duck,Anas rubripes,247,133,1.8571428571428572
1952,American Coot,Fulica americana,0,133,0
1952,American Crow,Corvus brachyrhynchos,2,133,0.015037593984962405
1952,American Goldfinch,Spinus tristis,104,133,0.7819548872180451
1952,American Kestrel,Falco sparverius,13,133,0.09774436090225563
1952,American Pipit,Anthus rubescens,1,133,0.007518796992481203
1952,American Robin,Turdus migratorius,1,133,0.007518796992481203
1952,American Three-toed Woodpecker,Picoides dorsalis,0,133,0
1952,American Tree Sparrow,Spizelloides arborea,407,133,3.0601503759398496
1952,American Wigeon,Anas americana,0,133,0
1952,American Woodcock,Scolopax minor,0,133,0
1952,Bald Eagle,Haliaeetus leucocephalus,0,133,0
1952,Baltimore Oriole,Icterus galbula,0,133,0
1952,Barn Owl,Tyto alba,0,133,0
1952,Barn Swallow,Hirundo rustica,0,133,0
1952,Barred Owl,Strix varia,0,133,0
1952,Barrow's Goldeneye,Bucephala islandica,0,133,0
1952,Belted Kingfisher,Megaceryle alcyon,6,133,0.045112781954887216
1952,Black-and-white Warbler,Mniotilta varia,0,133,0
1952,Black-backed Woodpecker,Picoides arcticus,0,133,0
1952,Black-capped Chickadee,Poecile atricapillus,474,133,3.56390977443609
1952,Black-crowned Night-Heron,Nycticorax nycticorax,0,133,0
1952,Black-headed Grosbeak,Pheucticus melanocephalus,0,133,0
1952,Black-legged Kittiwake,Rissa tridactyla,0,133,0
1952,Black-throated Gray Warbler,Setophaga nigrescens,0,133,0
1952,Black Scoter,Melanitta americana,0,133,0
1952,Black Vulture,Coragyps atratus,0,133,0
1952,Blue-gray Gnatcatcher,Polioptila caerulea,0,133,0
1952,Blue-winged Teal,Anas discors,0,133,0
1952,Blue Jay,Cyanocitta cristata,83,133,0.6240601503759399
1952,Bohemian Waxwing,Bombycilla garrulus,0,133,0
1952,Bonaparte's Gull,Chroicocephalus philadelphia,1,133,0.007518796992481203
1952,Boreal Chickadee,Poecile hudsonicus,0,133,0
1952,Boreal Owl,Aegolius funereus,0,133,0
1952,Brant,Branta bernicla,0,133,0
1952,Brown-headed Cowbird,Molothrus ater,0,133,0
1952,Brown Creeper,Certhia americana,22,133,0.16541353383458646
1952,Brown Thrasher,Toxostoma rufum,0,133,0
1952,Bufflehead,Bucephala albeola,41,133,0.3082706766917293
1952,Cackling Goose,Branta hutchinsii,0,133,0
1952,Canada Goose,Branta canadensis,0,133,0
1952,Canvasback,Aythya valisineria,1,133,0.007518796992481203
1952,Carolina Wren,Thryothorus ludovicianus,1,133,0.007518796992481203
1952,Caspian Tern,Hydroprogne caspia,0,133,0
1952,Cedar Waxwing,Bombycilla cedrorum,46,133,0.3458646616541353
1952,Chipping Sparrow,Spizella passerina,0,133,0
1952,Common Eider,Somateria mollissima,0,133,0
1952,Common Gallinule,Gallinula galeata,0,133,0
1952,Common Goldeneye,Bucephala clangula,405,133,3.045112781954887
1952,Common Grackle,Quiscalus quiscula,0,133,0
1952,Common Loon,Gavia immer,1,133,0.007518796992481203
1952,Common Merganser,Mergus merganser,2000,133,15.037593984962406
1952,Common Raven,Corvus corax,0,133,0
1952,Common Redpoll,Acanthis flammea,1,133,0.007518796992481203
1952,Common Snipe,Gallinago gallinago,0,133,0
1952,Common Yellowthroat,Geothlypis trichas,0,133,0
1952,Cooper's Hawk,Accipiter cooperii,3,133,0.022556390977443608
1952,Dark-eyed Junco,Junco hyemalis,391,133,2.9398496240601504
1952,Double-crested Cormorant,Phalacrocorax auritus,0,133,0
1952,Downy Woodpecker,Picoides pubescens,80,133,0.6015037593984962
1952,Dunlin,Calidris alpina,0,133,0
1952,Eared Grebe,Podiceps nigricollis,0,133,0
1952,Eastern Bluebird,Sialia sialis,0,133,0
1952,Eastern Meadowlark,Sturnella magna,0,133,0
1952,Eastern Phoebe,Sayornis phoebe,0,133,0
1952,Eastern Screech-Owl,Megascops asio,0,133,0
1952,Eastern Towhee,Pipilo erythrophthalmus,0,133,0
1952,European Starling,Sturnus vulgaris,2000,133,15.037593984962406
1952,Evening Grosbeak,Coccothraustes vespertinus,1,133,0.007518796992481203
1952,Field Sparrow,Spizella pusilla,0,133,0
1952,Fox Sparrow,Passerella iliaca,0,133,0
1952,Franklin's Gull,Leucophaeus pipixcan,0,133,0
1952,Gadwall,Anas strepera,0,133,0
1952,Glaucous Gull,Larus hyperboreus,3,133,0.022556390977443608
1952,Golden-crowned Kinglet,Regulus satrapa,38,133,0.2857142857142857
1952,Golden Eagle,Aquila chrysaetos,0,133,0
1952,Gray Catbird,Dumetella carolinensis,0,133,0
1952,Gray Jay,Perisoreus canadensis,0,133,0
1952,Gray Partridge,Perdix perdix,0,133,0
1952,Great Black-backed Gull,Larus marinus,78,133,0.5864661654135338
1952,Great Blue Heron,Ardea herodias,2,133,0.015037593984962405
1952,Great Gray Owl,Strix nebulosa,0,133,0
1952,Great Horned Owl,Bubo virginianus,7,133,0.05263157894736842
1952,Greater Scaup,Aythya marila,925,133,6.954887218045113
1952,Greater Yellowlegs,Tringa melanoleuca,0,133,0
1952,Green-winged Teal,Anas crecca,0,133,0
1952,Gyrfalcon,Falco rusticolus,0,133,0
1952,Hairy Woodpecker,Picoides villosus,25,133,0.18796992481203006
1952,Harlequin Duck,Histrionicus histrionicus,0,133,0
1952,Harris's Sparrow,Zonotrichia querula,0,133,0
1952,Hermit Thrush,Catharus guttatus,0,133,0
1952,Herring Gull,Larus argentatus,8700,133,65.41353383458646
1952,Hoary Redpoll,Acanthis hornemanni,0,133,0
1952,Hooded Merganser,Lophodytes cucullatus,18,133,0.13533834586466165
1952,Horned Grebe,Podiceps auritus,1,133,0.007518796992481203
1952,Horned Lark,Eremophila alpestris,0,133,0
1952,House Finch,Haemorhous mexicanus,0,133,0
1952,House Sparrow,Passer domesticus,2600,133,19.548872180451127
1952,House Wren,Troglodytes aedon,0,133,0
1952,Iceland Gull,Larus glaucoides,1,133,0.007518796992481203
1952,Killdeer,Charadrius vociferus,2,133,0.015037593984962405
1952,King Eider,Somateria spectabilis,1,133,0.007518796992481203
1952,Lapland Longspur,Calcarius lapponicus,0,133,0
1952,Least Sandpiper,Calidris minutilla,0,133,0
1952,Lesser Black-backed Gull,Larus fuscus,0,133,0
1952,Lesser Scaup,Aythya affinis,4,133,0.03007518796992481
1952,Lesser Yellowlegs,Tringa flavipes,0,133,0
1952,Lincoln's Sparrow,Melospiza lincolnii,0,133,0
1952,Little Gull,Hydrocoloeus minutus,0,133,0
1952,Long-eared Owl,Asio otus,1,133,0.007518796992481203
1952,Long-tailed Duck,Clangula hyemalis,2,133,0.015037593984962405
1952,Mallard,Anas platyrhynchos,108,133,0.8120300751879699
1952,Marsh Wren,Cistothorus palustris,0,133,0
1952,Merlin,Falco columbarius,0,133,0
1952,Mourning Dove,Zenaida macroura,20,133,0.15037593984962405
1952,Mute Swan,Cygnus olor,2,133,0.015037593984962405
1952,Nashville Warbler,Oreothlypis ruficapilla,0,133,0
1952,Northern Bobwhite,Colinus virginianus,0,133,0
1952,Northern Cardinal,Cardinalis cardinalis,104,133,0.7819548872180451
1952,Northern Flicker,Colaptes auratus,7,133,0.05263157894736842
1952,Northern Gannet,Morus bassanus,0,133,0
1952,Northern Goshawk,Accipiter gentilis,0,133,0
1952,Northern Harrier,Circus cyaneus,1,133,0.007518796992481203
1952,Northern Hawk Owl,Surnia ulula,0,133,0
1952,Northern Mockingbird,Mimus polyglottos,0,133,0
1952,Northern Pintail,Anas acuta,0,133,0
1952,Northern Saw-whet Owl,Aegolius acadicus,0,133,0
1952,Northern Shoveler,Anas clypeata,0,133,0
1952,Northern Shrike,Lanius excubitor,0,133,0
1952,Orange-crowned Warbler,Oreothlypis celata,0,133,0
1952,Ovenbird,Seiurus aurocapilla,0,133,0
1952,Pacific Loon,Gavia pacifica,0,133,0
1952,Palm Warbler,Setophaga palmarum,0,133,0
1952,Peregrine Falcon,Falco peregrinus,0,133,0
1952,Pied-billed Grebe,Podilymbus podiceps,0,133,0
1952,Pileated Woodpecker,Dryocopus pileatus,0,133,0
1952,Pine Grosbeak,Pinicola enucleator,0,133,0
1952,Pine Siskin,Spinus pinus,145,133,1.0902255639097744
1952,Pine Warbler,Setophaga pinus,0,133,0
1952,Pomarine Jaeger,Stercorarius pomarinus,0,133,0
1952,Purple Finch,Haemorhous purpureus,22,133,0.16541353383458646
1952,Purple Sandpiper,Calidris maritima,1,133,0.007518796992481203
1952,Red-bellied Woodpecker,Melanerpes carolinus,0,133,0
1952,Red-breasted Merganser,Mergus serrator,47,133,0.3533834586466165
1952,Red-breasted Nuthatch,Sitta canadensis,0,133,0
1952,Red-headed Woodpecker,Melanerpes erythrocephalus,0,133,0
1952,Red-necked Grebe,Podiceps grisegena,1,133,0.007518796992481203
1952,Red-shouldered Hawk,Buteo lineatus,0,133,0
1952,Red-tailed Hawk,Buteo jamaicensis,15,133,0.11278195488721804
1952,Red-throated Loon,Gavia stellata,0,133,0
1952,Red-winged Blackbird,Agelaius phoeniceus,1,133,0.007518796992481203
1952,Red Crossbill,Loxia curvirostra,0,133,0
1952,Redhead,Aythya americana,5,133,0.03759398496240601
1952,Ring-billed Gull,Larus delawarensis,700,133,5.2631578947368425
1952,Ring-necked Duck,Aythya collaris,0,133,0
1952,Ring-necked Pheasant,Phasianus colchicus,14,133,0.10526315789473684
1952,Rock Pigeon,Columba livia,0,133,0
1952,Rose-breasted Grosbeak,Pheucticus ludovicianus,0,133,0
1952,Rough-legged Hawk,Buteo lagopus,1,133,0.007518796992481203
1952,Ruby-crowned Kinglet,Regulus calendula,0,133,0
1952,Ruddy Duck,Oxyura jamaicensis,0,133,0
1952,Ruddy Turnstone,Arenaria interpres,0,133,0
1952,Ruffed Grouse,Bonasa umbellus,15,133,0.11278195488721804
1952,Rusty Blackbird,Euphagus carolinus,0,133,0
1952,Sandhill Crane,Grus canadensis,0,133,0
1952,Savannah Sparrow,Passerculus sandwichensis,0,133,0
1952,Sharp-shinned Hawk,Accipiter striatus,0,133,0
1952,Short-eared Owl,Asio flammeus,0,133,0
1952,Snow Bunting,Plectrophenax nivalis,0,133,0
1952,Snow Goose,Chen caerulescens,0,133,0
1952,Snowy Owl,Bubo scandiacus,0,133,0
1952,Song Sparrow,Melospiza melodia,26,133,0.19548872180451127
1952,Spotted Sandpiper,Actitis macularius,0,133,0
1952,Surf Scoter,Melanitta perspicillata,0,133,0
1952,Swainson's Thrush,Catharus ustulatus,0,133,0
1952,Swamp Sparrow,Melospiza georgiana,6,133,0.045112781954887216
1952,Thayer's Gull,Larus thayeri,0,133,0
1952,Thick-billed Murre,Uria lomvia,2,133,0.015037593984962405
1952,Trumpeter Swan,Cygnus buccinator,0,133,0
1952,Tufted Duck,Aythya fuligula,0,133,0
1952,Tufted Titmouse,Baeolophus bicolor,0,133,0
1952,Tundra Swan,Cygnus columbianus,0,133,0
1952,Turkey Vulture,Cathartes aura,0,133,0
1952,Varied Thrush,Ixoreus naevius,0,133,0
1952,Vesper Sparrow,Pooecetes gramineus,0,133,0
1952,White-breasted Nuthatch,Sitta carolinensis,47,133,0.3533834586466165
1952,White-crowned Sparrow,Zonotrichia leucophrys,0,133,0
1952,White-throated Sparrow,Zonotrichia albicollis,2,133,0.015037593984962405
1952,White-winged Crossbill,Loxia leucoptera,0,133,0
1952,White-winged Scoter,Melanitta fusca,0,133,0
1952,Whooper Swan,Cygnus cygnus,0,133,0
1952,Wild Turkey,Meleagris gallopavo,0,133,0
1952,Wilson's Warbler,Cardellina pusilla,0,133,0
1952,Winter Wren,Troglodytes hiemalis,9,133,0.06766917293233082
1952,Wood Duck,Aix sponsa,0,133,0
1952,Yellow-bellied Sapsucker,Sphyrapicus varius,0,133,0
1952,Yellow-breasted Chat,Icteria virens,0,133,0
1952,Yellow-rumped Warbler,Setophaga coronata,0,133,0
1953,American Bittern,Botaurus lentiginosus,0,134,0
1953,American Black Duck,Anas rubripes,385,134,2.873134328358209
1953,American Coot,Fulica americana,0,134,0
1953,American Crow,Corvus brachyrhynchos,38,134,0.2835820895522388
1953,American Goldfinch,Spinus tristis,113,134,0.8432835820895522
1953,American Kestrel,Falco sparverius,14,134,0.1044776119402985
1953,American Pipit,Anthus rubescens,2,134,0.014925373134328358
1953,American Robin,Turdus migratorius,6,134,0.04477611940298507
1953,American Three-toed Woodpecker,Picoides dorsalis,0,134,0
1953,American Tree Sparrow,Spizelloides arborea,501,134,3.7388059701492535
1953,American Wigeon,Anas americana,0,134,0
1953,American Woodcock,Scolopax minor,0,134,0
1953,Bald Eagle,Haliaeetus leucocephalus,3,134,0.022388059701492536
1953,Baltimore Oriole,Icterus galbula,0,134,0
1953,Barn Owl,Tyto alba,0,134,0
1953,Barn Swallow,Hirundo rustica,0,134,0
1953,Barred Owl,Strix varia,0,134,0
1953,Barrow's Goldeneye,Bucephala islandica,0,134,0
1953,Belted Kingfisher,Megaceryle alcyon,5,134,0.03731343283582089
1953,Black-and-white Warbler,Mniotilta varia,0,134,0
1953,Black-backed Woodpecker,Picoides arcticus,0,134,0
