resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
2749,149,2,15,16,10,\N,"R",17,0,54,\N,\N,\N,\N,\N,\N,30
2750,149,49,17,11,8,\N,"R",18,0,48,\N,\N,\N,\N,\N,\N,20
2751,149,15,17,12,7,\N,"R",19,0,44,\N,\N,\N,\N,\N,\N,7
2752,149,59,21,15,18,\N,"R",20,0,29,\N,\N,\N,\N,\N,\N,6
2753,149,44,16,9,13,\N,"R",21,0,23,\N,\N,\N,\N,\N,\N,10
2754,149,58,18,20,22,\N,"R",22,0,7,\N,\N,\N,\N,\N,\N,10
2755,150,30,6,1,2,1,"1",1,10,72,"1:33:35.636",5615636,\N,\N,\N,\N,1
2756,150,23,3,5,1,2,"2",2,6,72,"+10.399",5626035,\N,\N,\N,\N,1
2757,150,22,6,2,8,3,"3",3,4,72,"+16.381",5632017,\N,\N,\N,\N,1
2758,150,14,1,4,3,4,"4",4,3,72,"+17.106",5632742,\N,\N,\N,\N,1
2759,150,15,17,12,5,5,"5",5,2,72,"+1:08.285",5683921,\N,\N,\N,\N,1
2760,150,2,15,16,9,6,"6",6,1,71,\N,\N,\N,\N,\N,\N,11
2761,150,8,15,17,13,7,"7",7,0,71,\N,\N,\N,\N,\N,\N,11
2762,150,49,17,11,7,8,"8",8,0,71,\N,\N,\N,\N,\N,\N,11
2763,150,44,16,9,11,9,"9",9,0,71,\N,\N,\N,\N,\N,\N,11
2764,150,54,20,23,15,10,"10",10,0,71,\N,\N,\N,\N,\N,\N,11
2765,150,21,22,7,16,11,"11",11,0,71,\N,\N,\N,\N,\N,\N,11
2766,150,55,20,22,19,12,"12",12,0,70,\N,\N,\N,\N,\N,\N,12
2767,150,50,21,14,18,13,"13",13,0,70,\N,\N,\N,\N,\N,\N,12
2768,150,37,19,19,14,14,"14",14,0,70,\N,\N,\N,\N,\N,\N,12
2769,150,58,18,20,22,15,"15",15,0,69,\N,\N,\N,\N,\N,\N,13
2770,150,18,22,8,17,16,"16",16,0,68,\N,\N,\N,\N,\N,\N,32
2771,150,4,18,21,21,17,"17",17,0,65,\N,\N,\N,\N,\N,\N,5
2772,150,56,19,18,12,\N,"R",18,0,54,\N,\N,\N,\N,\N,\N,5
2773,150,31,3,6,6,\N,"R",19,0,52,\N,\N,\N,\N,\N,\N,5
2774,150,59,21,15,20,\N,"R",20,0,17,\N,\N,\N,\N,\N,\N,5
2775,150,35,16,10,10,\N,"R",21,0,5,\N,\N,\N,\N,\N,\N,5
2776,150,57,1,3,4,\N,"W",22,0,0,\N,\N,\N,\N,\N,\N,6
2777,151,57,1,3,2,1,"1",1,10,60,"1:25:33.770",5133770,\N,\N,\N,\N,1
2778,151,30,6,1,1,2,"2",2,6,60,"+33.646",5167416,\N,\N,\N,\N,1
2779,151,22,6,2,6,3,"3",3,4,60,"+59.281",5193051,\N,\N,\N,\N,1
2780,151,31,3,6,8,4,"4",4,3,60,"+1:08.772",5202542,\N,\N,\N,\N,1
2781,151,8,15,17,7,5,"5",5,2,59,\N,\N,\N,\N,\N,\N,11
2782,151,2,15,16,9,6,"6",6,1,59,\N,\N,\N,\N,\N,\N,11
2783,151,49,17,11,5,7,"7",7,0,59,\N,\N,\N,\N,\N,\N,11
2784,151,35,16,10,12,8,"8",8,0,59,\N,\N,\N,\N,\N,\N,11
2785,151,56,19,18,15,9,"9",9,0,59,\N,\N,\N,\N,\N,\N,11
2786,151,50,21,14,17,10,"10",10,0,58,\N,\N,\N,\N,\N,\N,12
2787,151,55,20,22,14,11,"11",11,0,58,\N,\N,\N,\N,\N,\N,12
2788,151,37,19,19,13,12,"12",12,0,58,\N,\N,\N,\N,\N,\N,12
2789,151,21,22,7,19,13,"13",13,0,58,\N,\N,\N,\N,\N,\N,12
2790,151,59,21,15,20,14,"14",14,0,58,\N,\N,\N,\N,\N,\N,12
2791,151,18,22,8,18,15,"15",15,0,58,\N,\N,\N,\N,\N,\N,12
2792,151,4,18,21,21,16,"16",16,0,57,\N,\N,\N,\N,\N,\N,13
2793,151,23,3,5,10,\N,"R",17,0,36,\N,\N,\N,\N,\N,\N,5
2794,151,54,20,23,16,\N,"R",18,0,6,\N,\N,\N,\N,\N,\N,5
2795,151,14,1,4,3,\N,"R",19,0,2,\N,\N,\N,\N,\N,\N,22
2796,151,15,17,12,4,\N,"R",20,0,0,\N,\N,\N,\N,\N,\N,4
2797,151,44,16,9,11,\N,"R",21,0,0,\N,\N,\N,\N,\N,\N,4
2798,151,58,18,20,0,\N,"F",22,0,0,\N,\N,\N,\N,\N,\N,77
2799,152,23,3,5,2,1,"1",1,10,45,"1:18:17.873",4697873,\N,\N,\N,\N,1
2800,152,22,6,2,6,2,"2",2,6,45,"+46.117",4743990,\N,\N,\N,\N,1
2801,152,35,16,10,12,3,"3",3,4,45,"+1:02.806",4760679,\N,\N,\N,\N,1
2802,152,21,22,7,17,4,"4",4,3,45,"+1:03.477",4761350,\N,\N,\N,\N,1
2803,152,18,22,8,18,5,"5",5,2,45,"+1:05.454",4763327,\N,\N,\N,\N,1
2804,152,55,20,22,14,6,"6",6,1,45,"+1:05.950",4763823,\N,\N,\N,\N,1
2805,152,44,16,9,13,7,"7",7,0,45,"+1:17.527",4775400,\N,\N,\N,\N,1
2806,152,59,21,15,19,8,"8",8,0,44,\N,\N,\N,\N,\N,\N,11
2807,152,50,21,14,20,9,"9",9,0,44,\N,\N,\N,\N,\N,\N,11
2808,152,4,18,21,21,10,"10",10,0,44,\N,\N,\N,\N,\N,\N,11
2809,152,15,17,12,10,\N,"R",11,0,34,\N,\N,\N,\N,\N,\N,9
2810,152,14,1,4,5,\N,"R",12,0,27,\N,\N,\N,\N,\N,\N,5
2811,152,58,18,20,22,\N,"R",13,0,26,\N,\N,\N,\N,\N,\N,6
2812,152,31,3,6,1,\N,"R",14,0,24,\N,\N,\N,\N,\N,\N,5
2813,152,30,6,1,4,\N,"R",15,0,23,\N,\N,\N,\N,\N,\N,32
2814,152,54,20,23,16,\N,"R",16,0,23,\N,\N,\N,\N,\N,\N,20
2815,152,8,15,17,8,\N,"R",17,0,16,\N,\N,\N,\N,\N,\N,86
2816,152,56,19,18,11,\N,"R",18,0,16,\N,\N,\N,\N,\N,\N,32
2817,152,57,1,3,3,\N,"R",19,0,13,\N,\N,\N,\N,\N,\N,5
2818,152,41,17,11,15,\N,"R",20,0,7,\N,\N,\N,\N,\N,\N,4
2819,152,2,15,16,7,\N,"R",21,0,0,\N,\N,\N,\N,\N,\N,4
2820,152,37,19,19,9,\N,"R",22,0,0,\N,\N,\N,\N,\N,\N,4
2821,153,30,6,1,1,1,"1",1,10,77,"1:41:49.675",6109675,\N,\N,\N,\N,1
2822,153,22,6,2,3,2,"2",2,6,77,"+3.363",6113038,\N,\N,\N,\N,1
2823,153,14,1,4,2,3,"3",3,4,77,"+3.940",6113615,\N,\N,\N,\N,1
2824,153,23,3,5,4,4,"4",4,3,77,"+49.687",6159362,\N,\N,\N,\N,1
2825,153,57,1,3,6,5,"5",5,2,77,"+1:10.293",6179968,\N,\N,\N,\N,1
2826,153,2,15,16,7,6,"6",6,1,76,\N,\N,\N,\N,\N,\N,11
2827,153,8,15,17,9,7,"7",7,0,76,\N,\N,\N,\N,\N,\N,11
2828,153,31,3,6,8,8,"8",8,0,76,\N,\N,\N,\N,\N,\N,11
2829,153,35,16,10,10,9,"9",9,0,75,\N,\N,\N,\N,\N,\N,12
2830,153,55,17,12,12,10,"10",10,0,75,\N,\N,\N,\N,\N,\N,12
2831,153,37,19,19,13,11,"11",11,0,75,\N,\N,\N,\N,\N,\N,12
2832,153,50,21,14,21,12,"12",12,0,74,\N,\N,\N,\N,\N,\N,13
2833,153,21,22,7,15,\N,"R",13,0,67,\N,\N,\N,\N,\N,\N,5
2834,153,49,20,22,16,\N,"R",14,0,63,\N,\N,\N,\N,\N,\N,20
2835,153,58,18,20,22,\N,"R",15,0,63,\N,\N,\N,\N,\N,\N,51
2836,153,44,16,9,11,\N,"R",16,0,58,\N,\N,\N,\N,\N,\N,10
2837,153,15,17,11,5,\N,"R",17,0,53,\N,\N,\N,\N,\N,\N,9
2838,153,4,18,21,18,\N,"R",18,0,37,\N,\N,\N,\N,\N,\N,23
2839,153,18,22,8,17,\N,"R",19,0,34,\N,\N,\N,\N,\N,\N,20
2840,153,59,21,15,20,\N,"R",20,0,11,\N,\N,\N,\N,\N,\N,20
2841,153,54,20,23,19,\N,"R",21,0,8,\N,\N,\N,\N,\N,\N,20
2842,153,56,19,18,14,\N,"R",22,0,0,\N,\N,\N,\N,\N,\N,20
2843,154,30,6,1,3,1,"1",1,10,36,"1:08:05.002",4085002,\N,\N,\N,\N,1
2844,154,14,1,4,9,2,"2",2,6,36,"+10.098",4095100,\N,\N,\N,\N,1
2845,154,21,22,7,8,3,"3",3,4,36,"+27.742",4112744,\N,\N,\N,\N,1
2846,154,57,1,3,7,4,"4",4,3,36,"+36.087",4121089,\N,\N,\N,\N,1
2847,154,22,6,2,5,5,"5",5,2,36,"+54.521",4139523,\N,\N,\N,\N,1
2848,154,55,17,12,13,6,"6",6,1,36,"+59.684",4144686,\N,\N,\N,\N,1
2849,154,23,3,5,2,7,"7",7,0,36,"+59.986",4144988,\N,\N,\N,\N,1
2850,154,35,16,10,6,8,"8",8,0,36,"+1:04.970",4149972,\N,\N,\N,\N,1
2851,154,49,20,22,4,9,"9",9,0,35,\N,\N,\N,\N,\N,\N,11
2852,154,50,21,14,19,10,"10",10,0,35,\N,\N,\N,\N,\N,\N,11
2853,154,44,16,9,11,11,"11",11,0,35,\N,\N,\N,\N,\N,\N,11
2854,154,59,21,15,21,12,"12",12,0,35,\N,\N,\N,\N,\N,\N,11
2855,154,58,18,20,22,13,"13",13,0,31,\N,\N,\N,\N,\N,\N,15
2856,154,15,17,11,16,\N,"R",14,0,31,\N,\N,\N,\N,\N,\N,5
2857,154,18,22,8,15,\N,"R",15,0,17,\N,\N,\N,\N,\N,\N,20
2858,154,31,3,6,1,\N,"R",16,0,1,\N,\N,\N,\N,\N,\N,5
2859,154,37,19,19,10,\N,"R",17,0,1,\N,\N,\N,\N,\N,\N,4
2860,154,2,15,16,14,\N,"R",18,0,0,\N,\N,\N,\N,\N,\N,4
2861,154,8,15,17,12,\N,"R",19,0,0,\N,\N,\N,\N,\N,\N,7
2862,154,56,19,18,17,\N,"R",20,0,0,\N,\N,\N,\N,\N,\N,4
2863,154,54,20,23,18,\N,"R",21,0,0,\N,\N,\N,\N,\N,\N,4
2864,154,4,18,21,20,\N,"R",22,0,0,\N,\N,\N,\N,\N,\N,6
2865,155,31,3,6,1,1,"1",1,10,53,"1:16:58.493",4618493,\N,\N,\N,\N,1
2866,155,22,6,2,2,2,"2",2,6,53,"+5.175",4623668,\N,\N,\N,\N,1
2867,155,23,3,5,4,3,"3",3,4,53,"+17.335",4635828,\N,\N,\N,\N,1
2868,155,30,6,1,3,4,"4",4,3,53,"+24.991",4643484,\N,\N,\N,\N,1
2869,155,37,19,19,10,5,"5",5,2,53,"+1:14.984",4693477,\N,\N,\N,\N,1
2870,155,35,16,10,15,6,"6",6,1,53,"+1:22.469",4700962,\N,\N,\N,\N,1
2871,155,8,15,17,9,7,"7",7,0,53,"+1:23.107",4701600,\N,\N,\N,\N,1
2872,155,55,17,12,16,8,"8",8,0,52,\N,\N,\N,\N,\N,\N,11
2873,155,44,16,9,17,9,"9",9,0,52,\N,\N,\N,\N,\N,\N,11
2874,155,21,22,7,14,10,"10",10,0,52,\N,\N,\N,\N,\N,\N,11
2875,155,2,15,16,8,11,"11",11,0,52,\N,\N,\N,\N,\N,\N,11
2876,155,61,20,23,20,12,"12",12,0,52,\N,\N,\N,\N,\N,\N,11
2877,155,4,18,21,21,13,"13",13,0,51,\N,\N,\N,\N,\N,\N,12
2878,155,59,21,15,18,\N,"R",14,0,46,\N,\N,\N,\N,\N,\N,87
2879,155,62,18,20,22,\N,"R",15,0,44,\N,\N,\N,\N,\N,\N,20
2880,155,49,20,22,12,\N,"R",16,0,28,\N,\N,\N,\N,\N,\N,6
2881,155,50,21,14,19,\N,"R",17,0,25,\N,\N,\N,\N,\N,\N,32
2882,155,57,1,3,7,\N,"R",18,0,19,\N,\N,\N,\N,\N,\N,6
2883,155,56,19,18,13,\N,"R",19,0,14,\N,\N,\N,\N,\N,\N,5
2884,155,14,1,4,6,\N,"R",20,0,6,\N,\N,\N,\N,\N,\N,5
2885,155,18,22,8,11,\N,"R",21,0,4,\N,\N,\N,\N,\N,\N,5
2886,155,15,17,11,5,\N,"R",22,0,0,\N,\N,\N,\N,\N,\N,4
2887,156,57,1,3,4,1,"1",1,10,73,"1:32:42.840",5562840,\N,\N,\N,\N,1
2888,156,30,6,1,1,2,"2",2,6,73,"+11.046",5573886,\N,\N,\N,\N,1
2889,156,14,1,4,7,3,"3",3,4,73,"+12.043",5574883,\N,\N,\N,\N,1
2890,156,15,17,11,8,4,"4",4,3,73,"+57.423",5620263,\N,\N,\N,\N,1
2891,156,56,19,18,14,5,"5",5,2,73,"+1:12.434",5635274,\N,\N,\N,\N,1
2892,156,2,15,16,6,6,"6",6,1,73,"+1:12.996",5635836,\N,\N,\N,\N,1
2893,156,55,17,12,9,7,"7",7,0,72,\N,\N,\N,\N,\N,\N,11
2894,156,21,22,7,12,8,"8",8,0,72,\N,\N,\N,\N,\N,\N,11
2895,156,18,22,8,10,9,"9",9,0,72,\N,\N,\N,\N,\N,\N,11
2896,156,49,20,22,15,10,"10",10,0,72,\N,\N,\N,\N,\N,\N,11
2897,156,44,16,9,13,11,"11",11,0,72,\N,\N,\N,\N,\N,\N,11
2898,156,37,19,19,16,12,"12",12,0,72,\N,\N,\N,\N,\N,\N,11
2899,156,59,21,15,19,13,"13",13,0,72,\N,\N,\N,\N,\N,\N,11
2900,156,61,20,23,21,14,"14",14,0,72,\N,\N,\N,\N,\N,\N,11
2901,156,22,6,2,5,15,"15",15,0,71,\N,\N,\N,\N,\N,\N,5
2902,156,35,16,10,18,\N,"R",16,0,45,\N,\N,\N,\N,\N,\N,22
2903,156,50,21,14,20,\N,"R",17,0,44,\N,\N,\N,\N,\N,\N,5
2904,156,31,3,6,3,\N,"R",18,0,38,\N,\N,\N,\N,\N,\N,9
2905,156,62,18,20,22,\N,"R",19,0,38,\N,\N,\N,\N,\N,\N,6
2906,156,23,3,5,2,\N,"R",20,0,36,\N,\N,\N,\N,\N,\N,20
2907,156,4,18,21,17,\N,"R",21,0,36,\N,\N,\N,\N,\N,\N,30
2908,156,8,15,17,11,\N,"R",22,0,2,\N,\N,\N,\N,\N,\N,30
2909,157,30,6,1,1,1,"1",1,10,53,"1:27:33.298",5253298,\N,\N,\N,\N,1
2910,157,31,3,6,2,2,"2",2,6,53,"+3.154",5256452,\N,\N,\N,\N,1
2911,157,14,1,4,7,3,"3",3,4,53,"+23.262",5276560,\N,\N,\N,\N,1
2912,157,57,1,3,5,4,"4",4,3,53,"+35.539",5288837,\N,\N,\N,\N,1
2913,157,22,6,2,4,5,"5",5,2,53,"+36.544",5289842,\N,\N,\N,\N,1
2914,157,23,3,5,3,6,"6",6,1,53,"+37.122",5290420,\N,\N,\N,\N,1
2915,157,18,22,8,9,7,"7",7,0,53,"+1:37.102",5350400,\N,\N,\N,\N,1
2916,157,15,17,11,8,8,"8",8,0,52,\N,\N,\N,\N,\N,\N,11
2917,157,2,15,16,10,9,"9",9,0,52,\N,\N,\N,\N,\N,\N,11
2918,157,35,16,10,14,10,"10",10,0,52,\N,\N,\N,\N,\N,\N,11
2919,157,4,18,21,18,11,"11",11,0,52,\N,\N,\N,\N,\N,\N,11
2920,157,49,20,22,15,12,"12",12,0,52,\N,\N,\N,\N,\N,\N,11
2921,157,44,16,9,17,13,"13",13,0,51,\N,\N,\N,\N,\N,\N,12
2922,157,59,21,15,20,14,"14",14,0,51,\N,\N,\N,\N,\N,\N,12
2923,157,50,21,14,21,15,"15",15,0,51,\N,\N,\N,\N,\N,\N,12
2924,157,62,18,20,22,16,"16",16,0,50,\N,\N,\N,\N,\N,\N,13
2925,157,21,22,7,6,17,"17",17,0,47,\N,\N,\N,\N,\N,\N,6
2926,157,37,19,19,16,\N,"R",18,0,45,\N,\N,\N,\N,\N,\N,44
2927,157,61,20,23,19,\N,"R",19,0,42,\N,\N,\N,\N,\N,\N,23
2928,157,56,19,18,13,\N,"R",20,0,24,\N,\N,\N,\N,\N,\N,71
2929,157,8,15,17,12,\N,"R",21,0,5,\N,\N,\N,\N,\N,\N,4
2930,157,55,17,12,11,\N,"R",22,0,5,\N,\N,\N,\N,\N,\N,4
2931,158,30,6,3,3,1,"1",1,10,58,"1:34:01.987",5641987,\N,\N,\N,\N,1
2932,158,22,6,4,4,2,"2",2,6,58,"+11.415",5653402,\N,\N,\N,\N,1
2933,158,23,3,9,11,3,"3",3,4,58,"+20.009",5661996,\N,\N,\N,\N,1
2934,158,35,16,22,8,4,"4",4,3,58,"+44.447",5686434,\N,\N,\N,\N,1
2935,158,21,22,11,9,5,"5",5,2,58,"+45.165",5687152,\N,\N,\N,\N,1
2936,158,41,16,23,16,6,"6",6,1,58,"+46.468",5688455,\N,\N,\N,\N,1
2937,158,25,22,12,14,7,"7",7,0,58,"+46.915",5688902,\N,\N,\N,\N,1
2938,158,48,18,20,18,8,"8",8,0,57,\N,\N,\N,\N,\N,\N,11
2939,158,2,20,15,15,9,"9",9,0,56,\N,\N,\N,\N,\N,\N,12
2940,158,63,15,17,10,\N,"D",10,0,58,\N,\N,\N,\N,\N,\N,2
2941,158,18,3,10,21,\N,"R",11,0,46,\N,\N,\N,\N,\N,\N,5
2942,158,64,15,16,19,\N,"R",12,0,41,\N,\N,\N,\N,\N,\N,7
2943,158,60,18,21,22,\N,"R",13,0,40,\N,\N,\N,\N,\N,\N,6
2944,158,49,17,5,5,\N,"R",14,0,39,\N,\N,\N,\N,\N,\N,9
2945,158,15,17,6,6,\N,"R",15,0,35,\N,\N,\N,\N,\N,\N,5
2946,158,55,20,14,17,\N,"R",16,0,27,\N,\N,\N,\N,\N,\N,9
2947,158,57,1,1,1,\N,"R",17,0,18,\N,\N,\N,\N,\N,\N,5
2948,158,50,21,19,13,\N,"R",18,0,16,\N,\N,\N,\N,\N,\N,22
2949,158,14,1,2,2,\N,"R",19,0,11,\N,\N,\N,\N,\N,\N,5
2950,158,37,21,18,12,\N,"R",20,0,6,\N,\N,\N,\N,\N,\N,22
2951,158,56,19,7,7,\N,"R",21,0,6,\N,\N,\N,\N,\N,\N,20
2952,158,65,19,8,20,\N,"R",22,0,1,\N,\N,\N,\N,\N,\N,8
2953,159,30,6,3,3,1,"1",1,10,71,"1:31:35.271",5495271,\N,\N,\N,\N,1
2954,159,21,22,11,5,2,"2",2,6,71,"+39.898",5535169,\N,\N,\N,\N,1
2955,159,49,17,5,7,3,"3",3,4,71,"+42.268",5537539,\N,\N,\N,\N,1
2956,159,15,17,6,12,4,"4",4,3,71,"+1:12.780",5568051,\N,\N,\N,\N,1
2957,159,23,3,9,11,5,"5",5,2,70,\N,\N,\N,\N,\N,\N,11
2958,159,18,3,10,9,6,"6",6,1,70,\N,\N,\N,\N,\N,\N,11
2959,159,50,21,19,14,7,"7",7,0,70,\N,\N,\N,\N,\N,\N,11
2960,159,37,21,18,16,8,"8",8,0,70,\N,\N,\N,\N,\N,\N,11
2961,159,41,16,23,8,9,"9",9,0,69,\N,\N,\N,\N,\N,\N,12
2962,159,60,18,21,20,10,"10",10,0,69,\N,\N,\N,\N,\N,\N,12
2963,159,14,1,2,2,\N,"D",11,0,71,\N,\N,\N,\N,\N,\N,2
2964,159,65,19,8,17,\N,"R",12,0,51,\N,\N,\N,\N,\N,\N,6
2965,159,48,18,20,18,\N,"R",13,0,31,\N,\N,\N,\N,\N,\N,5
2966,159,57,1,1,1,\N,"R",14,0,30,\N,\N,\N,\N,\N,\N,51
2967,159,22,6,4,4,\N,"R",15,0,27,\N,\N,\N,\N,\N,\N,9
2968,159,56,19,7,6,\N,"R",16,0,20,\N,\N,\N,\N,\N,\N,20
2969,159,35,16,22,10,\N,"R",17,0,16,\N,\N,\N,\N,\N,\N,6
2970,159,55,20,14,15,\N,"R",18,0,11,\N,\N,\N,\N,\N,\N,10
2971,159,2,20,15,19,\N,"R",19,0,9,\N,\N,\N,\N,\N,\N,5
2972,159,25,22,12,13,\N,"R",20,0,6,\N,\N,\N,\N,\N,\N,5
2973,159,64,15,16,0,\N,"W",21,0,0,\N,\N,\N,\N,\N,\N,89
2974,159,63,15,17,0,\N,"W",22,0,0,\N,\N,\N,\N,\N,\N,89
2975,160,30,6,3,2,1,"1",1,10,62,"1:31:39.776",5499776,\N,\N,\N,\N,1
2976,160,57,1,1,1,2,"2",2,6,62,"+1.168",5500944,\N,\N,\N,\N,1
2977,160,14,1,2,3,3,"3",3,4,62,"+51.008",5550784,\N,\N,\N,\N,1
2978,160,22,6,4,4,4,"4",4,3,62,"+1:29.276",5589052,\N,\N,\N,\N,1
2979,160,35,16,22,9,5,"5",5,2,61,\N,\N,\N,\N,\N,\N,11
2980,160,63,15,17,12,6,"6",6,1,61,\N,\N,\N,\N,\N,\N,11
2981,160,56,19,7,7,7,"7",7,0,61,\N,\N,\N,\N,\N,\N,11
2982,160,64,15,16,10,8,"8",8,0,61,\N,\N,\N,\N,\N,\N,11
2983,160,25,22,12,11,9,"9",9,0,61,\N,\N,\N,\N,\N,\N,11
2984,160,65,19,8,17,10,"10",10,0,61,\N,\N,\N,\N,\N,\N,11
2985,160,21,22,11,19,11,"11",11,0,61,\N,\N,\N,\N,\N,\N,11
2986,160,41,16,23,14,12,"12",12,0,61,\N,\N,\N,\N,\N,\N,11
2987,160,60,18,21,20,13,"13",13,0,60,\N,\N,\N,\N,\N,\N,12
2988,160,50,21,19,16,14,"14",14,0,59,\N,\N,\N,\N,\N,\N,13
2989,160,15,17,6,8,15,"15",15,0,58,\N,\N,\N,\N,\N,\N,6
2990,160,37,21,18,13,\N,"R",16,0,49,\N,\N,\N,\N,\N,\N,20
2991,160,23,3,9,5,\N,"R",17,0,45,\N,\N,\N,\N,\N,\N,69
2992,160,55,20,14,15,\N,"R",18,0,25,\N,\N,\N,\N,\N,\N,9
2993,160,2,20,15,22,\N,"R",19,0,22,\N,\N,\N,\N,\N,\N,9
2994,160,18,3,10,18,\N,"R",20,0,5,\N,\N,\N,\N,\N,\N,5
2995,160,48,18,20,21,\N,"R",21,0,5,\N,\N,\N,\N,\N,\N,20
2996,160,49,17,5,6,\N,"R",22,0,4,\N,\N,\N,\N,\N,\N,6
2997,161,14,1,2,4,1,"1",1,10,60,"1:28:50.108",5330108,\N,\N,\N,\N,1
2998,161,57,1,1,3,2,"2",2,6,60,"+1.477",5331585,\N,\N,\N,\N,1
2999,161,30,6,3,5,3,"3",3,4,60,"+19.917",5350025,\N,\N,\N,\N,1
3000,161,23,3,9,7,4,"4",4,3,60,"+41.312",5371420,\N,\N,\N,\N,1
3001,161,18,3,10,6,5,"5",5,2,60,"+57.759",5387867,\N,\N,\N,\N,1
3002,161,15,17,6,11,6,"6",6,1,60,"+1:19.273",5409381,\N,\N,\N,\N,1
3003,161,21,22,11,12,7,"7",7,0,59,\N,\N,\N,\N,\N,\N,11
3004,161,63,15,17,18,8,"8",8,0,59,\N,\N,\N,\N,\N,\N,11
3005,161,25,22,12,20,9,"9",9,0,59,\N,\N,\N,\N,\N,\N,11
3006,161,55,20,14,15,10,"10",10,0,59,\N,\N,\N,\N,\N,\N,11
3007,161,64,15,16,13,11,"11",11,0,59,\N,\N,\N,\N,\N,\N,11
3008,161,65,19,8,14,12,"12",12,0,59,\N,\N,\N,\N,\N,\N,11
3009,161,56,19,7,9,13,"13",13,0,59,\N,\N,\N,\N,\N,\N,11
3010,161,48,18,20,21,14,"14",14,0,59,\N,\N,\N,\N,\N,\N,11
3011,161,60,18,21,22,15,"15",15,0,59,\N,\N,\N,\N,\N,\N,11
3012,161,35,16,22,10,16,"16",16,0,56,\N,\N,\N,\N,\N,\N,14
3013,161,49,17,5,2,17,"17",17,0,54,\N,\N,\N,\N,\N,\N,16
3014,161,2,20,15,17,\N,"R",18,0,51,\N,\N,\N,\N,\N,\N,5
3015,161,41,16,23,16,\N,"R",19,0,36,\N,\N,\N,\N,\N,\N,20
3016,161,22,6,4,1,\N,"R",20,0,35,\N,\N,\N,\N,\N,\N,9
3017,161,37,21,18,19,\N,"R",21,0,26,\N,\N,\N,\N,\N,\N,10
3018,161,50,21,19,8,\N,"R",22,0,20,\N,\N,\N,\N,\N,\N,10
3019,162,57,1,1,2,1,"1",1,10,65,"1:33:55.390",5635390,\N,\N,\N,\N,1
3020,162,14,1,2,4,2,"2",2,6,65,"+16.066",5651456,\N,\N,\N,\N,1
3021,162,22,6,4,3,3,"3",3,4,65,"+29.112",5664502,\N,\N,\N,\N,1
3022,162,23,3,9,5,4,"4",4,3,65,"+37.311",5672701,\N,\N,\N,\N,1
3023,162,30,6,3,1,5,"5",5,2,65,"+47.983",5683373,\N,\N,\N,\N,1
3024,162,49,17,5,8,6,"6",6,1,65,"+1:21.925",5717315,\N,\N,\N,\N,1
3025,162,63,15,17,12,7,"7",7,0,64,\N,\N,\N,\N,\N,\N,11
3026,162,41,16,23,16,8,"8",8,0,64,\N,\N,\N,\N,\N,\N,11
3027,162,21,22,11,13,9,"9",9,0,64,\N,\N,\N,\N,\N,\N,11
3028,162,25,22,12,18,10,"10",10,0,64,\N,\N,\N,\N,\N,\N,11
3029,162,56,19,7,9,11,"11",11,0,64,\N,\N,\N,\N,\N,\N,11
3030,162,15,17,6,7,12,"12",12,0,64,\N,\N,\N,\N,\N,\N,11
3031,162,65,19,8,14,13,"13",13,0,64,\N,\N,\N,\N,\N,\N,11
3032,162,48,18,20,20,14,"14",14,0,63,\N,\N,\N,\N,\N,\N,12
3033,162,60,18,21,21,15,"15",15,0,63,\N,\N,\N,\N,\N,\N,12
3034,162,2,20,15,19,16,"16",16,0,62,\N,\N,\N,\N,\N,\N,13
3035,162,18,3,10,10,17,"17",17,0,61,\N,\N,\N,\N,\N,\N,5
3036,162,50,21,19,11,\N,"R",18,0,25,\N,\N,\N,\N,\N,\N,6
3037,162,35,16,22,6,\N,"R",19,0,21,\N,\N,\N,\N,\N,\N,9
3038,162,55,20,14,17,\N,"R",20,0,1,\N,\N,\N,\N,\N,\N,4
3039,162,37,21,18,22,\N,"R",21,0,1,\N,\N,\N,\N,\N,\N,4
3040,162,64,15,16,15,\N,"R",22,0,0,\N,\N,\N,\N,\N,\N,20
3041,163,30,6,3,2,1,"1",1,10,67,"1:42:00.307",6120307,\N,\N,\N,\N,1
3042,163,57,1,1,3,2,"2",2,6,67,"+13.822",6134129,\N,\N,\N,\N,1
3043,163,14,1,2,1,3,"3",3,4,66,\N,\N,\N,\N,\N,\N,11
3044,163,22,6,4,4,4,"4",4,3,66,\N,\N,\N,\N,\N,\N,11
3045,163,21,22,11,7,5,"5",5,2,66,\N,\N,\N,\N,\N,\N,11
3046,163,37,21,18,12,6,"6",6,1,66,\N,\N,\N,\N,\N,\N,11
3047,163,64,15,16,15,7,"7",7,0,65,\N,\N,\N,\N,\N,\N,12
3048,163,60,18,21,21,8,"8",8,0,65,\N,\N,\N,\N,\N,\N,12
3049,163,55,20,14,17,9,"9",9,0,65,\N,\N,\N,\N,\N,\N,12
3050,163,18,3,10,11,10,"10",10,0,62,\N,\N,\N,\N,\N,\N,10
3051,163,65,19,8,16,11,"11",11,0,61,\N,\N,\N,\N,\N,\N,4
3052,163,25,22,12,14,12,"12",12,0,61,\N,\N,\N,\N,\N,\N,4
