qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
2072,226,30,6,1,2,"1:30.598",\N,\N
2073,226,35,3,6,3,"1:30.907",\N,\N
2074,226,55,22,3,4,"1:31.038",\N,\N
2075,226,77,22,4,5,"1:31.262",\N,\N
2076,226,22,17,11,6,"1:31.404",\N,\N
2077,226,50,29,17,7,"1:31.615",\N,\N
2078,226,57,1,7,8,"1:31.801",\N,\N
2079,226,14,1,8,9,"1:32.001",\N,\N
2080,226,56,6,2,10,"1:32.058",\N,\N
2081,226,49,15,15,11,"1:32.130",\N,\N
2082,226,44,27,9,12,"1:32.177",\N,\N
2083,226,79,25,18,13,"1:32.407",\N,\N
2084,226,58,18,21,14,"1:32.502",\N,\N
2085,226,84,17,12,15,"1:32.696",\N,\N
2086,226,63,25,19,16,"1:32.903",\N,\N
2087,226,65,15,14,17,"1:33.256",\N,\N
2088,226,64,27,10,18,"1:33.424",\N,\N
2089,226,83,18,20,19,"1:33.727",\N,\N
2090,226,73,29,16,20,"1:33.752",\N,\N
2091,226,69,28,22,21,"1:34.830",\N,\N
2092,226,85,28,23,22,"1:35.651",\N,\N
2093,227,71,3,5,1,"1:18.941",\N,\N
2094,227,35,3,6,2,"1:19.721",\N,\N
2095,227,30,6,1,3,"1:20.149",\N,\N
2096,227,55,22,3,4,"1:20.711",\N,\N
2097,227,22,17,11,5,"1:20.818",\N,\N
2098,227,14,1,8,6,"1:20.888",\N,\N
2099,227,56,6,2,7,"1:20.931",\N,\N
2100,227,77,22,4,8,"1:21.054",\N,\N
2101,227,57,1,7,9,"1:21.078",\N,\N
2102,227,49,15,15,10,"1:21.113",\N,\N
2103,227,84,17,12,11,"1:21.177",\N,\N
2104,227,65,15,14,12,"1:21.210",\N,\N
2105,227,50,29,17,13,"1:21.367",\N,\N
2106,227,63,25,19,14,"1:21.458",\N,\N
2107,227,44,27,9,15,"1:21.509",\N,\N
2108,227,79,25,18,16,"1:21.812",\N,\N
2109,227,64,27,10,17,"1:22.733",\N,\N
2110,227,21,18,21,18,"1:22.921",\N,\N
2111,227,83,18,20,19,"1:23.139",\N,\N
2112,227,73,29,16,20,"1:23.620",\N,\N
2113,228,30,6,1,1,"1:26.890",\N,\N
2114,228,71,3,5,2,"1:27.105",\N,\N
2115,228,35,3,6,3,"1:27.220",\N,\N
2116,228,14,1,8,4,"1:27.688",\N,\N
2117,228,55,22,3,5,"1:28.009",\N,\N
2118,228,56,6,2,6,"1:28.205",\N,\N
2119,228,77,22,4,7,"1:28.336",\N,\N
2120,228,63,25,19,8,"1:28.423",\N,\N
2121,228,22,17,11,9,"1:28.632",\N,\N
2122,228,49,15,15,10,"1:28.785",\N,\N
2123,228,57,1,7,11,"1:29.079",\N,\N
2125,228,44,27,9,12,"1:29.472",\N,\N
2126,228,50,29,17,13,"1:29.539",\N,\N
2127,228,65,15,14,14,"1:29.541",\N,\N
2128,228,79,25,18,15,"1:29.892",\N,\N
2129,228,64,27,10,16,"1:29.989",\N,\N
2130,228,83,18,20,17,"1:30.471",\N,\N
2131,228,21,18,21,18,"1:30.814",\N,\N
2132,228,73,29,16,19,"1:31.316",\N,\N
2133,228,69,28,22,20,"1:32.037",\N,\N
2134,229,30,6,1,1,"1:20.356",\N,\N
2135,229,71,3,5,2,"1:20.866",\N,\N
2136,229,55,22,3,3,"1:20.918",\N,\N
2137,229,77,22,4,4,"1:21.067",\N,\N
2138,229,14,1,8,5,"1:21.460",\N,\N
2139,229,22,17,11,6,"1:21.504",\N,\N
2140,229,56,6,2,7,"1:21.542",\N,\N
2141,229,57,1,7,8,"1:21.688",\N,\N
2142,229,49,15,15,9,"1:21.929",\N,\N
2143,229,35,3,6,10,"1:21.963",\N,\N
2144,229,63,25,19,11,"1:22.235",\N,\N
2145,229,50,29,17,12,"1:22.327",\N,\N
2146,229,65,15,14,13,"1:22.346",\N,\N
2147,229,44,27,9,14,"1:22.358",\N,\N
2148,229,79,25,18,15,"1:22.460",\N,\N
2149,229,84,17,12,16,"1:22.519",\N,\N
2150,229,64,27,10,17,"1:22.682",\N,\N
2151,229,21,18,21,18,"1:22.684",\N,\N
2152,229,83,18,20,19,"1:23.350",\N,\N
2153,229,73,29,16,20,"1:24.976",\N,\N
2154,229,69,28,22,21,"1:25.059",\N,\N
2155,229,85,28,23,22,"1:25.393",\N,\N
2156,230,71,3,5,1,"1:20.650",\N,\N
2157,230,35,3,6,2,"1:21.084",\N,\N
2158,230,30,6,1,3,"1:21.587",\N,\N
2159,230,55,22,3,4,"1:22.061",\N,\N
2160,230,77,22,4,5,"1:22.125",\N,\N
2161,230,56,6,2,6,"1:22.333",\N,\N
2162,230,22,17,11,7,"1:22.379",\N,\N
2163,230,44,27,9,8,"1:22.685",\N,\N
2164,230,65,15,14,9,"1:23.027",\N,\N
2165,230,57,1,7,10,"1:23.070",\N,\N
2166,230,49,15,15,11,"1:23.195",\N,\N
2167,230,63,25,19,12,"1:23.224",\N,\N
2168,230,50,29,17,13,"1:23.371",\N,\N
2169,230,14,1,8,14,"1:23.416",\N,\N
2170,230,84,17,12,15,"1:23.438",\N,\N
2171,230,79,25,18,16,"1:24.401",\N,\N
2172,230,64,27,10,17,"1:24.468",\N,\N
2173,230,83,18,20,18,"1:25.274",\N,\N
2174,230,21,18,21,19,"1:25.531",\N,\N
2175,230,73,29,16,20,"1:25.621",\N,\N
2176,240,71,3,5,1,"1:20.081",\N,\N
2177,240,30,22,1,2,"1:20.382",\N,\N
2178,240,14,3,6,3,"1:20.422",\N,\N
2179,240,65,22,2,4,"1:20.888",\N,\N
2180,240,77,6,28,5,"1:20.906",\N,\N
2181,240,55,6,27,6,"1:21.041",\N,\N
2182,240,57,1,8,7,"1:21.399",\N,\N
2183,240,56,17,15,8,"1:21.749",\N,\N
2184,240,87,1,7,9,"1:21.779",\N,\N
2185,240,44,27,26,10,"1:21.914",\N,\N
2186,240,79,25,3,11,"1:22.325",\N,\N
2187,240,63,25,4,12,"1:22.416",\N,\N
2188,240,81,29,9,13,"1:22.468",\N,\N
2189,240,49,15,30,14,"1:22.872",\N,\N
2190,240,88,27,25,15,"1:22.971",\N,\N
2191,240,22,17,14,16,"1:22.975",\N,\N
2192,240,94,18,23,17,"1:24.383",\N,\N
2193,240,69,18,24,18,"1:24.443",\N,\N
2194,240,91,15,29,19,"1:24.723",\N,\N
2195,240,92,30,16,20,"1:25.127",\N,\N
2196,240,89,29,10,21,"1:25.225",\N,\N
2197,240,85,30,17,22,"1:25.886",\N,\N
2198,240,90,28,22,23,"1:26.269",\N,\N
2199,240,50,31,12,24,"1:27.323",\N,\N
2200,240,64,28,21,25,"1:27.792",\N,\N
2201,240,93,31,11,26,"1:28.106",\N,\N
2202,241,14,3,6,1,"1:53.241",\N,\N
2203,241,71,3,5,2,"1:54.057",\N,\N
2204,241,30,22,1,3,"1:54.272",\N,\N
2205,241,56,17,15,4,"1:54.381",\N,\N
2206,241,57,1,8,5,"1:54.529",\N,\N
2207,241,55,6,27,6,"1:54.637",\N,\N
2208,241,63,25,4,7,"1:54.757",\N,\N
2209,241,77,6,28,8,"1:55.276",\N,\N
2210,241,49,15,30,9,"1:55.583",\N,\N
2211,241,22,17,14,10,"1:56.114",\N,\N
2212,241,65,22,6,11,"1:57.068",\N,\N
2213,241,81,29,9,12,"1:57.092",\N,\N
2214,241,69,18,24,13,"1:57.167",\N,\N
2215,241,50,31,12,14,"1:57.231",\N,\N
2216,241,79,25,3,15,"1:57.484",\N,\N
2217,241,94,18,23,16,"1:58.066",\N,\N
2218,241,87,1,7,17,"1:58.660",\N,\N
2219,241,44,27,26,18,"1:58.824",\N,\N
2220,241,88,27,25,19,"1:58.882",\N,\N
2221,241,93,31,11,20,"1:59.539",\N,\N
2222,241,91,15,29,21,"2:00.751",\N,\N
2223,241,85,30,17,22,"2:01.763",\N,\N
2224,241,92,30,16,23,"2:04.050",\N,\N
2225,241,90,28,22,24,"2:04.481",\N,\N
2226,241,64,28,21,25,"2:05.932",\N,\N
2227,241,89,29,10,26,"2:07.298",\N,\N
2228,242,30,22,1,1,"1:27.274",\N,\N
2229,242,77,6,28,2,"1:27.282",\N,\N
2230,242,14,3,6,3,"1:27.459",\N,\N
2231,242,71,3,5,4,"1:27.512",\N,\N
2232,242,55,6,27,5,"1:27.813",\N,\N
2233,242,57,1,8,6,"1:28.343",\N,\N
2234,242,56,17,15,7,"1:28.516",\N,\N
2235,242,65,22,6,8,"1:29.350",\N,\N
2236,242,95,1,7,9,"1:29.517",\N,\N
2237,242,22,17,14,10,"1:29.551",\N,\N
2238,242,81,29,9,11,"1:29.582",\N,\N
2239,242,44,27,26,12,"1:30.760",\N,\N
2240,242,63,25,4,13,"1:31.035",\N,\N
2241,242,49,15,30,14,"1:31.358",\N,\N
2242,242,79,25,3,15,"1:31.630",\N,\N
2243,242,88,27,25,16,"1:31.913",\N,\N
2244,242,50,31,12,17,"1:32.156",\N,\N
2245,242,94,18,23,18,"1:32.445",\N,\N
2246,242,89,29,10,19,"1:32.710",\N,\N
2247,242,69,18,24,20,"1:33.071",\N,\N
2248,242,91,15,29,21,"1:33.494",\N,\N
2249,242,92,30,16,22,"1:33.892",\N,\N
2250,242,93,31,11,23,"1:33.965",\N,\N
2251,242,85,30,17,24,"1:35.169",\N,\N
2252,242,90,28,22,25,"1:36.065",\N,\N
2253,242,64,28,21,26,"1:36.624",\N,\N
2254,243,30,22,1,1,"1:21.452",\N,\N
2255,243,55,6,27,2,"1:22.052",\N,\N
2256,243,77,6,28,3,"1:22.071",\N,\N
2257,243,14,3,6,4,"1:22.332",\N,\N
2258,243,71,3,5,5,"1:22.349",\N,\N
2259,243,56,17,15,6,"1:23.352",\N,\N
2260,243,65,22,2,7,"1:23.536",\N,\N
2261,243,22,17,14,8,"1:23.705",\N,\N
2262,243,57,1,8,9,"1:23.833",\N,\N
2263,243,95,1,7,10,"1:23.927",\N,\N
2264,243,84,27,25,11,"1:24.727",\N,\N
2265,243,49,15,30,12,"1:24.802",\N,\N
2266,243,63,25,4,13,"1:24.971",\N,\N
2267,243,81,29,9,14,"1:25.053",\N,\N
2268,243,44,27,26,15,"1:25.204",\N,\N
2269,243,50,31,12,16,"1:25.827",\N,\N
2270,243,79,25,3,17,"1:25.946",\N,\N
2271,243,89,29,10,18,"1:26.059",\N,\N
2272,243,94,18,23,19,"1:26.619",\N,\N
2273,243,91,15,29,20,"1:27.007",\N,\N
2274,243,69,18,24,21,"1:27.345",\N,\N
2275,243,93,31,11,22,"1:27.575",\N,\N
2276,243,85,30,17,23,"1:28.094",\N,\N
2277,243,92,30,16,24,"1:28.598",\N,\N
2278,243,90,28,22,25,"1:28.963",\N,\N
2279,243,64,28,21,26,"1:29.540",\N,\N
2280,244,71,3,5,1,"1:21.952",\N,\N
2281,244,30,22,1,2,"1:22.742",\N,\N
2282,244,14,3,6,3,"1:23.109",\N,\N
2283,244,77,6,28,4,"1:23.220",\N,\N
2284,244,55,6,27,5,"1:23.754",\N,\N
2285,244,57,1,8,6,"1:23.857",\N,\N
2286,244,65,22,2,7,"1:23.885",\N,\N
2287,244,84,27,26,8,"1:24.447",\N,\N
2288,244,56,17,15,9,"1:24.857",\N,\N
2289,244,87,1,7,10,"1:24.933",\N,\N
2290,244,22,17,14,11,"1:25.081",\N,\N
2291,244,44,27,26,12,"1:25.125",\N,\N
2292,244,81,29,9,13,"1:25.447",\N,\N
2293,244,49,15,30,14,"1:25.661",\N,\N
2294,244,79,25,3,15,"1:25.808",\N,\N
2295,244,69,18,24,16,"1:25.969",\N,\N
2296,244,63,25,4,17,"1:26.473",\N,\N
2297,244,94,18,23,18,"1:26.913",\N,\N
2298,244,96,15,29,19,"1:27.145",\N,\N
2299,244,93,31,11,20,"1:28.337",\N,\N
2300,244,92,30,16,21,"1:29.039",\N,\N
2301,244,64,28,21,22,"1:29.244",\N,\N
2302,244,50,31,12,23,"1:29.391",\N,\N
2303,244,90,28,22,24,"1:29.608",\N,\N
2304,244,85,30,17,25,"1:30.149",\N,\N
2305,244,89,29,10,26,"1:31.542",\N,\N
2306,245,30,22,1,1,"1:27.661",\N,\N
2307,245,71,3,5,2,"1:28.039",\N,\N
2308,245,14,3,6,3,"1:28.091",\N,\N
2309,245,77,6,28,4,"1:28.189",\N,\N
2310,245,55,6,27,5,"1:28.474",\N,\N
2311,245,65,22,2,6,"1:28.498",\N,\N
2312,245,57,1,8,7,"1:28.910",\N,\N
2313,245,56,17,15,8,"1:29.021",\N,\N
2314,245,22,17,14,9,"1:29.171",\N,\N
2315,245,87,1,7,10,"1:29.641",\N,\N
2316,245,44,27,26,11,"1:29.809",\N,\N
2317,245,49,15,30,12,"1:30.017",\N,\N
2318,245,81,29,9,13,"1:30.159",\N,\N
2319,245,84,27,25,14,"1:30.255",\N,\N
2320,245,63,25,4,15,"1:30.657",\N,\N
2321,245,79,25,3,16,"1:31.382",\N,\N
2322,245,94,18,23,17,"1:31.445",\N,\N
2323,245,96,15,29,18,"1:31.838",\N,\N
2324,245,69,18,24,19,"1:31.853",\N,\N
2325,245,92,30,16,20,"1:32.841",\N,\N
2326,245,85,30,17,21,"1:32.894",\N,\N
2327,245,89,29,10,22,"1:32.995",\N,\N
2328,245,90,28,22,23,"1:34.000",\N,\N
2329,245,64,28,21,24,"1:34.982",\N,\N
2330,246,71,3,5,1,"1:17.225",\N,\N
2331,246,30,22,1,2,"1:17.512",\N,\N
2332,246,14,3,6,3,"1:17.925",\N,\N
2333,246,55,6,27,4,"1:18.761",\N,\N
2334,246,22,17,14,5,"1:18.810",\N,\N
2335,246,44,27,26,6,"1:19.047",\N,\N
2336,246,77,6,28,7,"1:19.051",\N,\N
2337,246,57,1,8,8,"1:19.238",\N,\N
2338,246,84,27,25,9,"1:19.384",\N,\N
2339,246,65,22,2,10,"1:19.555",\N,\N
2340,246,56,17,15,11,"1:19.845",\N,\N
2341,246,49,15,30,12,"1:20.309",\N,\N
2342,246,87,1,7,13,"1:20.527",\N,\N
2343,246,63,25,4,14,"1:20.796",\N,\N
2344,246,96,15,29,15,"1:20.943",\N,\N
2345,246,81,29,9,16,"1:21.076",\N,\N
2346,246,69,18,24,17,"1:21.323",\N,\N
2347,246,89,29,10,18,"1:21.894",\N,\N
2348,246,79,25,3,19,"1:21.930",\N,\N
2349,246,94,18,23,20,"1:22.104",\N,\N
2350,246,85,30,17,21,"1:23.466",\N,\N
2351,246,92,30,16,22,"1:23.647",\N,\N
2352,246,64,28,21,23,"1:24.184",\N,\N
2353,246,90,28,22,24,"1:24.865",\N,\N
2354,247,71,3,5,1,"1:28.124",\N,\N
2355,247,30,22,1,2,"1:28.397",\N,\N
2356,247,14,3,6,3,"1:28.947",\N,\N
2357,247,77,6,28,4,"1:29.657",\N,\N
2358,247,65,22,2,5,"1:29.867",\N,\N
2359,247,55,6,27,6,"1:29.874",\N,\N
2360,247,56,17,15,7,"1:30.083",\N,\N
2361,247,57,1,8,8,"1:30.140",\N,\N
2362,247,22,17,14,9,"1:30.354",\N,\N
2363,247,87,1,7,10,"1:30.453",\N,\N
2364,247,84,27,25,11,"1:30.946",\N,\N
2365,247,49,15,30,12,"1:31.602",\N,\N
2366,247,44,27,26,13,"1:31.842",\N,\N
2367,247,79,25,3,14,"1:32.087",\N,\N
2368,247,94,18,23,15,"1:32.259",\N,\N
2369,247,96,15,29,16,"1:33.166",\N,\N
2370,247,97,29,9,17,"1:34.154",\N,\N
2371,247,69,18,24,18,"1:34.556",\N,\N
2372,247,89,29,10,19,"1:35.323",\N,\N
2373,247,64,28,21,20,"1:36.023",\N,\N
2374,247,92,30,16,21,"1:36.076",\N,\N
2375,247,90,28,22,22,"1:36.651",\N,\N
2376,247,63,25,3,23,"1:48.639",\N,\N
2377,247,85,30,17,24,"1:52.398",\N,\N
2378,248,71,3,5,1,"1:44.385",\N,\N
2379,248,30,22,1,2,"1:44.465",\N,\N
2380,248,14,3,6,3,"1:44.540",\N,\N
2381,248,77,6,28,4,"1:45.553",\N,\N
2382,248,22,17,14,5,"1:45.765",\N,\N
2383,248,56,17,15,6,"1:45.846",\N,\N
2384,248,57,1,8,7,"1:45.849",\N,\N
2385,248,87,1,7,8,"1:46.221",\N,\N
2386,248,65,22,2,9,"1:46.315",\N,\N
2387,248,55,6,27,10,"1:46.356",\N,\N
2388,248,49,15,30,11,"1:46.801",\N,\N
2389,248,44,27,26,12,"1:47.372",\N,\N
2390,248,63,25,4,13,"1:47.507",\N,\N
2391,248,96,15,29,14,"1:47.636",\N,\N
2392,248,97,29,9,15,"1:48.093",\N,\N
2393,248,69,18,24,16,"1:49.302",\N,\N
2394,248,79,25,3,17,"1:49.402",\N,\N
2395,248,88,27,25,18,"1:49.716",\N,\N
2396,248,89,29,10,19,"1:49.892",\N,\N
2397,248,94,18,23,20,"1:49.990",\N,\N
2398,248,64,28,21,21,"1:52.961",\N,\N
2399,248,90,28,22,22,"1:53.405",\N,\N
2400,248,85,30,17,23,"1:53.492",\N,\N
2401,248,86,30,16,24,"1:54.625",\N,\N
2402,249,71,3,5,1,"1:16.982",\N,\N
2403,249,14,3,6,2,"1:17.366",\N,\N
2404,249,30,22,1,3,"1:17.558",\N,\N
2405,249,77,6,28,4,"1:18.059",\N,\N
2406,249,57,1,8,5,"1:18.363",\N,\N
2407,249,55,6,27,6,"1:18.968",\N,\N
2408,249,56,17,15,7,"1:19.499",\N,\N
2409,249,84,27,25,8,"1:19.748",\N,\N
2410,249,65,22,2,9,"1:20.072",\N,\N
2411,249,44,27,26,10,"1:20.160",\N,\N
2412,249,49,15,30,11,"1:20.413",\N,\N
2413,249,69,18,24,12,"1:20.543",\N,\N
2414,249,87,1,7,13,"1:20.640",\N,\N
2415,249,22,17,14,14,"1:20.902",\N,\N
2416,249,83,18,23,15,"1:21.156",\N,\N
2417,249,63,25,4,16,"1:21.624",\N,\N
2418,249,79,25,3,17,"1:21.702",\N,\N
2419,249,89,29,10,18,"1:22.081",\N,\N
2420,249,96,15,29,19,"1:22.161",\N,\N
2421,249,97,29,9,20,"1:23.275",\N,\N
2422,249,90,28,22,21,"1:24.351",\N,\N
2423,249,85,30,17,22,"1:24.371",\N,\N
2424,249,64,28,21,23,"1:24.695",\N,\N
2425,249,86,30,16,24,"1:26.570",\N,\N
2426,250,77,6,28,1,"1:54.392",\N,\N
2427,250,55,6,27,2,"1:54.631",\N,\N
2428,250,57,1,8,3,"1:55.435",\N,\N
2429,250,65,22,2,4,"1:56.085",\N,\N
2430,250,14,3,6,5,"1:56.254",\N,\N
2431,250,87,1,7,6,"1:56.622",\N,\N
2432,250,56,17,15,7,"1:57.001",\N,\N
2433,250,71,3,5,8,"1:57.768",\N,\N
2434,250,44,27,26,9,"1:58.021",\N,\N
2435,250,49,15,30,10,"1:58.148",\N,\N
2436,250,63,25,4,11,"1:58.224",\N,\N
2437,250,22,17,14,12,"1:58.293",\N,\N
2438,250,84,27,26,13,"1:58.314",\N,\N
2439,250,96,15,29,14,"1:58.356",\N,\N
2440,250,79,25,3,15,"1:58.551",\N,\N
2441,250,30,22,1,16,"1:59.079",\N,\N
2442,250,83,18,23,17,"1:59.256",\N,\N
2443,250,89,29,10,18,"2:00.990",\N,\N
2444,250,69,18,24,19,"2:01.013",\N,\N
2445,250,97,29,9,20,"2:01.685",\N,\N
2446,250,85,30,17,21,"2:02.405",\N,\N
2447,250,90,28,22,22,"2:03.817",\N,\N
2448,250,86,30,16,23,"2:06.407",\N,\N
2449,250,64,28,21,24,"2:09.537",\N,\N
2450,251,14,3,6,1,"1:24.462",\N,\N
2451,251,30,22,1,2,"1:25.026",\N,\N
2452,251,77,6,28,3,"1:25.353",\N,\N
2453,251,71,3,5,4,"1:25.699",\N,\N
2454,251,55,6,27,5,"1:25.707",\N,\N
2455,251,22,17,14,6,"1:25.919",\N,\N
2456,251,57,1,8,7,"1:25.920",\N,\N
2457,251,65,22,2,8,"1:26.433",\N,\N
2458,251,87,1,7,9,"1:26.472",\N,\N
2459,251,49,15,30,10,"1:26.541",\N,\N
2460,251,84,27,26,11,"1:27.067",\N,\N
2461,251,56,17,15,12,"1:27.271",\N,\N
2462,251,44,27,26,13,"1:27.384",\N,\N
2463,251,96,15,29,14,"1:28.741",\N,\N
2464,251,97,29,9,15,"1:28.870",\N,\N
2465,251,63,25,4,16,"1:29.028",\N,\N
2466,251,79,25,3,17,"1:29.287",\N,\N
2467,251,69,18,24,18,"1:29.559",\N,\N
2468,251,83,18,23,19,"1:29.936",\N,\N
2469,251,89,29,10,20,"1:30.515",\N,\N
2470,251,85,30,17,21,"1:30.721",\N,\N
2471,251,90,28,22,22,"1:30.834",\N,\N
2472,251,64,28,21,23,"1:32.102",\N,\N
2473,251,86,30,16,24,"1:32.470",\N,\N
2474,252,14,3,6,1,"1:20.537",\N,\N
2475,252,71,3,5,2,"1:20.905",\N,\N
2476,252,30,22,1,3,"1:21.301",\N,\N
2477,252,77,6,28,4,"1:21.970",\N,\N
2478,252,49,15,30,5,"1:22.226",\N,\N
2479,252,65,22,2,6,"1:22.322",\N,\N
2480,252,55,6,27,7,"1:22.391",\N,\N
2481,252,22,17,14,8,"1:22.538",\N,\N
2482,252,84,27,25,9,"1:22.588",\N,\N
2483,252,56,17,15,10,"1:22.831",\N,\N
2484,252,44,27,26,11,"1:22.904",\N,\N
2485,252,87,1,7,12,"1:22.914",\N,\N
2486,252,57,1,8,13,"1:23.064",\N,\N
2487,252,96,15,29,14,"1:23.934",\N,\N
2488,252,63,25,4,15,"1:23.936",\N,\N
2489,252,79,25,3,16,"1:24.287",\N,\N
2490,252,83,18,23,17,"1:24.657",\N,\N
2491,252,69,18,24,18,"1:24.778",\N,\N
2492,252,89,29,10,19,"1:24.883",\N,\N
2493,252,97,29,9,20,"1:25.179",\N,\N
2494,252,85,30,17,21,"1:26.172",\N,\N
2495,252,64,28,21,22,"1:27.292",\N,\N
2496,252,90,28,22,23,"1:27.523",\N,\N
2497,252,98,30,16,24,"1:32.769",\N,\N
2498,253,14,3,6,1,"1:18.738",\N,\N
2499,253,71,3,5,2,"1:18.972",\N,\N
2500,253,30,22,1,3,"1:19.150",\N,\N
2501,253,77,6,28,4,"1:19.821",\N,\N
2502,253,56,17,15,5,"1:20.488",\N,\N
2503,253,55,6,27,6,"1:20.510",\N,\N
2504,253,65,22,2,7,"1:20.653",\N,\N
2505,253,49,15,30,8,"1:20.749",\N,\N
2506,253,57,1,8,9,"1:20.866",\N,\N
2507,253,87,1,7,10,"1:20.909",\N,\N
2508,253,22,17,14,11,"1:21.211",\N,\N
2509,253,84,27,25,12,"1:21.541",\N,\N
2510,253,96,15,29,13,"1:22.059",\N,\N
2511,253,44,27,26,14,"1:22.062",\N,\N
2512,253,63,25,4,15,"1:23.058",\N,\N
2513,253,83,18,23,16,"1:23.328",\N,\N
2514,253,97,29,9,17,"1:23.689",\N,\N
2515,253,69,18,24,18,"1:23.760",\N,\N
2516,253,99,25,3,19,"1:24.286",\N,\N
2517,253,85,30,17,20,"1:24.696",\N,\N
2518,253,89,29,10,21,"1:24.900",\N,\N
2519,253,64,28,21,22,"1:25.157",\N,\N
2520,253,90,28,22,23,"1:26.098",\N,\N
2521,253,98,30,16,24,"1:27.853",\N,\N
2522,254,14,3,6,1,"1:14.013",\N,\N
2523,254,71,3,5,2,"1:14.213",\N,\N
2524,254,30,22,1,3,"1:14.284",\N,\N
2525,254,55,6,27,4,"1:14.919",\N,\N
2526,254,77,6,28,5,"1:14.974",\N,\N
2527,254,56,17,15,6,"1:15.354",\N,\N
2528,254,65,22,2,7,"1:15.556",\N,\N
2529,254,49,15,30,8,"1:15.561",\N,\N
2530,254,44,27,26,9,"1:15.621",\N,\N
2531,254,87,1,7,10,"1:15.652",\N,\N
2532,254,22,17,14,11,"1:15.774",\N,\N
2533,254,76,1,8,12,"1:16.339",\N,\N
2534,254,88,27,25,13,"1:16.519",\N,\N
2535,254,83,18,23,14,"1:16.596",\N,\N
2536,254,96,15,29,15,"1:16.646",\N,\N
2537,254,69,18,24,16,"1:16.887",\N,\N
2538,254,79,25,3,17,"1:17.014",\N,\N
2539,254,63,25,4,18,"1:17.213",\N,\N
2540,254,81,29,9,19,"1:18.114",\N,\N
2541,254,89,29,10,20,"1:18.212",\N,\N
2542,254,64,28,21,21,"1:19.579",\N,\N
2543,254,90,28,22,22,"1:19.745",\N,\N
2544,254,85,30,17,23,"1:20.093",\N,\N
2545,254,92,30,16,24,"1:21.405",\N,\N
2546,255,30,22,1,1,"1:38.023",\N,\N
2547,255,55,6,27,2,"1:38.888",\N,\N
2548,255,57,1,8,3,"1:38.954",\N,\N
2549,255,71,3,5,4,"1:39.032",\N,\N
2550,255,77,6,28,5,"1:39.040",\N,\N
2551,255,14,3,6,6,"1:39.155",\N,\N
2552,255,56,17,15,7,"1:39.621",\N,\N
2553,255,49,15,30,8,"1:40.010",\N,\N
2554,255,65,22,2,9,"1:40.349",\N,\N
2555,255,22,17,14,10,"1:40.381",\N,\N
2556,255,44,27,26,11,"1:40.838",\N,\N
2557,255,63,25,4,12,"1:41.355",\N,\N
2558,255,88,27,25,13,"1:41.592",\N,\N
2559,255,79,25,3,14,"1:41.977",\N,\N
2560,255,81,29,9,15,"1:42.059",\N,\N
2561,255,91,15,29,16,"1:42.912",\N,\N
2562,255,83,18,23,17,"1:43.102",\N,\N
2563,255,69,18,24,18,"1:43.542",\N,\N
2564,255,89,29,10,19,"1:44.074",\N,\N
2565,255,85,30,17,20,"1:46.097",\N,\N
2566,255,64,28,21,21,"1:46.654",\N,\N
2567,255,90,28,22,22,"1:48.267",\N,\N
2568,255,92,30,16,23,"1:48.289",\N,\N
2569,255,87,1,7,24,"16:42.640",\N,\N
2570,256,71,3,5,1,\N,\N,\N
2571,256,14,3,6,2,\N,\N,\N
2572,256,30,22,1,3,\N,\N,\N
2573,256,77,6,28,4,\N,\N,\N
2574,256,55,6,27,5,\N,\N,\N
2575,256,49,15,30,6,\N,\N,\N
2576,256,22,17,14,7,\N,\N,\N
2577,256,65,22,2,8,\N,\N,\N
2578,256,56,17,15,9,\N,\N,\N
2579,256,87,1,7,10,\N,\N,\N
2580,256,84,27,25,11,\N,\N,\N
2581,256,44,27,26,12,\N,\N,\N
2582,256,81,29,9,13,\N,\N,\N
2583,256,63,25,4,14,\N,\N,\N
2584,256,69,18,24,15,\N,\N,\N
2585,256,79,25,3,16,\N,\N,\N
2586,256,83,18,23,17,\N,\N,\N
2587,256,91,15,29,18,\N,\N,\N
2588,256,89,29,10,19,\N,\N,\N
2589,256,90,28,22,20,\N,\N,\N
2590,256,64,28,21,21,\N,\N,\N
2591,256,85,30,16,22,\N,\N,\N
2592,256,92,30,16,23,\N,\N,\N
2593,256,57,1,8,24,\N,\N,\N
2594,257,102,3,2,1,"1:15.962",\N,\N
2595,257,30,22,5,2,"1:16.290",\N,\N
2596,257,55,6,27,3,"1:17.385",\N,\N
2597,257,71,3,0,4,"1:17.554",\N,\N
2598,257,49,15,30,5,"1:17.806",\N,\N
2599,257,81,29,10,6,"1:17.866",\N,\N
2600,257,91,15,29,7,"1:17.927",\N,\N
2601,257,57,1,7,8,"1:18.122",\N,\N
2602,257,50,22,6,9,"1:18.183",\N,\N
2603,257,79,25,3,10,"1:18.194",\N,\N
2604,257,104,29,9,11,"1:18.204",\N,\N
2605,257,87,25,4,12,"1:18.246",\N,\N
2606,257,100,33,20,13,"1:18.321",\N,\N
2607,257,22,17,14,14,"1:18.414",\N,\N
2608,257,94,18,23,15,"1:18.659",\N,\N
2609,257,56,17,15,16,"1:18.751",\N,\N
2610,257,77,6,28,17,"1:18.855",\N,\N
2611,257,84,1,8,18,"1:18.864",\N,\N
2612,257,44,27,26,19,"1:19.304",\N,\N
