constructorStandingsId,raceId,constructorId,points,position,positionText,wins
7873,334,3,49,3,"3",2
7872,334,25,15,5,"5",0
7871,334,1,118,1,"1",6
7906,335,39,0,14,"14",0
7905,335,46,0,13,"13",0
7904,335,27,0,11,"11",0
7903,335,32,3,8,"8",0
7902,335,35,0,15,"15",0
7901,335,45,0,16,"16",0
7900,335,6,100,2,"2",6
7899,335,41,7,7,"7",0
7898,335,44,0,17,"17",0
7897,335,21,2,9,"9",0
7896,335,33,11,6,"6",0
7895,335,18,0,12,"12",0
7894,335,34,2,10,"10",0
7893,335,22,62,3,"3",1
7892,335,3,54,4,"4",2
7891,335,25,16,5,"5",0
7890,335,1,118,1,"1",6
7925,336,39,0,14,"14",0
7924,336,46,0,13,"13",0
7923,336,27,0,11,"11",0
7922,336,32,3,8,"8",0
7921,336,35,0,15,"15",0
7920,336,45,0,16,"16",0
7919,336,6,110,2,"2",6
7918,336,41,7,7,"7",0
7917,336,44,0,17,"17",0
7916,336,21,2,9,"9",0
7915,336,33,11,6,"6",0
7914,336,18,0,12,"12",0
7913,336,34,2,10,"10",0
7912,336,22,71,3,"3",2
7911,336,3,57,4,"4",2
7910,336,25,16,5,"5",0
7909,336,1,121,1,"1",6
4046,1,6,0,9,"9",0
4044,1,2,0,7,"7",0
4045,1,9,0,8,"8",0
4043,1,10,0,6,"6",0
4042,1,5,3,5,"5",0
4041,1,3,3,4,"4",0
4040,1,4,4,3,"3",0
4039,1,7,11,2,"2",0
4038,1,23,18,1,"1",1
8541,2,6,0,10,"10",0
8540,2,9,1.5,7,"7",0
8539,2,2,4,3,"3",0
8538,2,10,0,9,"9",0
8537,2,5,3,6,"6",0
8536,2,3,3.5,5,"5",0
8535,2,4,4,4,"4",0
8534,2,7,16.5,2,"2",0
8533,2,1,1,8,"8",0
8532,2,23,25,1,"1",2
25734,36,1,14,11,"E",0
25745,37,1,32,11,"E",1
25744,37,6,23,1,"1",1
25766,39,6,49,1,"1",3
25777,40,6,56,1,"1",3
25788,41,6,60,1,"1",3
25799,42,6,71,1,"1",3
25810,43,6,89,1,"1",4
25821,44,6,103,1,"1",5
25832,45,6,111,1,"1",5
25843,46,6,119,1,"1",5
25854,47,6,137,1,"1",6
25865,48,6,143,1,"1",6
25876,49,6,161,1,"1",7
25887,50,6,170,1,"1",7
25898,51,6,186,1,"1",8
25909,52,6,204,1,"1",9
7634,321,6,0,11,"11",0
7635,321,45,0,12,"12",0
7636,321,35,0,13,"13",0
7637,321,32,0,14,"14",0
7638,321,27,0,15,"15",0
7639,321,46,0,16,"16",0
7640,321,39,0,17,"17",0
7641,321,47,0,18,"18",0
7642,321,42,0,19,"19",0
7656,322,32,0,14,"14",0
7657,322,27,0,10,"10",0
7658,322,46,0,17,"17",0
7659,322,39,0,15,"15",0
7660,322,47,0,19,"19",0
7661,322,42,0,18,"18",0
7677,323,46,0,12,"12",0
7678,323,39,0,17,"17",0
7679,323,47,0,19,"19",0
7680,323,42,0,18,"18",0
7696,324,46,0,11,"11",0
7697,324,39,0,17,"17",0
7698,324,47,0,19,"19",0
7699,324,42,0,18,"18",0
7716,325,39,0,17,"17",0
7717,325,47,0,19,"19",0
7718,325,42,0,18,"18",0
7735,326,39,0,17,"17",0
7736,326,47,0,19,"19",0
7737,326,42,0,18,"18",0
7755,327,47,0,19,"19",0
7756,327,42,0,18,"18",0
7774,328,47,0,19,"19",0
7775,328,42,0,18,"18",0
7793,329,47,0,19,"19",0
7794,329,42,0,18,"18",0
7812,330,47,0,19,"19",0
7813,330,42,0,18,"18",0
7831,331,47,0,19,"19",0
7832,331,42,0,18,"18",0
7850,332,47,0,19,"19",0
7851,332,42,0,18,"18",0
7869,333,47,0,19,"19",0
7870,333,42,0,18,"18",0
7888,334,47,0,19,"19",0
7889,334,42,0,18,"18",0
7907,335,47,0,19,"19",0
7908,335,42,0,18,"18",0
7926,336,47,0,19,"19",0
7927,336,42,0,18,"18",0
8237,305,18,0,8,"8",0
8236,305,39,0,7,"7",0
8235,305,40,0,6,"6",0
8234,305,33,1,5,"5",0
8233,305,25,5,3,"3",0
8232,305,22,4,4,"4",0
8231,305,6,6,2,"2",0
8230,305,1,10,1,"1",1
8251,306,25,5,5,"5",0
8250,306,22,6,4,"4",0
8249,306,6,10,2,"2",0
8248,306,1,24,1,"1",2
8269,307,25,5,5,"5",0
8268,307,22,6,4,"4",0
8267,307,6,10,2,"2",0
8266,307,1,40,1,"1",3
8287,308,22,9,4,"4",0
8286,308,6,16,2,"2",0
8285,308,1,50,1,"1",4
8306,309,22,19,2,"2",1
8305,309,6,16,4,"4",0
8304,309,1,50,1,"1",4
8325,310,22,21,3,"3",1
8323,310,1,54,1,"1",4
8324,310,6,16,4,"4",0
8344,311,22,21,4,"4",1
8342,311,1,58,1,"1",4
8343,311,6,25,3,"3",0
8363,312,22,23,4,"4",1
8361,312,1,67,1,"1",4
8362,312,6,29,3,"3",0
8382,313,22,23,4,"4",1
8380,313,1,70,2,"2",4
8381,313,6,33,3,"3",0
8401,314,22,23,4,"4",1
8399,314,1,83,1,"1",5
8400,314,6,35,3,"3",0
8419,315,6,35,3,"3",0
8418,315,1,99,1,"1",6
8438,316,6,39,3,"3",0
8437,316,1,108,1,"1",6
8456,317,1,114,1,"1",6
8475,318,1,116,2,"2",6
8494,319,1,132,1,"1",7
8513,320,1,139,1,"1",8
8436,315,26,1,12,"12",0
8455,316,26,1,12,"12",0
8570,3,9,19.5,2,"2",1
8567,3,5,4,7,"7",0
8568,3,10,0,10,"10",0
8571,3,6,0,9,"9",0
8569,3,2,4,5,"5",0
8566,3,3,3.5,8,"8",0
8565,3,4,4,6,"6",0
8564,3,7,18.5,3,"3",0
8563,3,1,8,4,"4",0
8562,3,23,36,1,"1",2
8590,4,9,27.5,2,"2",1
8589,4,2,4,6,"6",0
8588,4,10,0,10,"10",0
8587,4,5,4,7,"7",0
8585,4,4,5,5,"5",0
8583,4,1,13,4,"4",0
8584,4,7,26.5,3,"3",0
8591,4,6,3,9,"9",0
8586,4,3,3.5,8,"8",0
8582,4,23,50,1,"1",3
8592,5,23,68,1,"1",4
8593,5,1,13,4,"4",0
8594,5,7,26.5,3,"3",0
8595,5,4,9,5,"5",0
8596,5,3,4.5,8,"8",0
8597,5,5,4,9,"9",0
8598,5,10,0,10,"10",0
8599,5,2,6,6,"6",0
8600,5,9,38.5,2,"2",1
8601,5,6,6,7,"7",0
8678,6,10,0,10,"10",0
8679,6,2,6,8,"8",0
8674,6,7,26.5,3,"3",0
8681,6,6,17,4,"4",0
8680,6,9,42.5,2,"2",1
8677,6,5,5,9,"9",0
8676,6,3,7.5,7,"7",0
8675,6,4,11,6,"6",0
8673,6,1,13,5,"5",0
8672,6,23,86,1,"1",5
8651,7,6,20,4,"4",0
8649,7,2,8,8,"8",0
8647,7,5,5,9,"9",0
8645,7,4,11,7,"7",0
8643,7,1,13,5,"5",0
8644,7,7,32.5,3,"3",0
8642,7,23,96,1,"1",6
8650,7,9,56.5,2,"2",1
8646,7,3,11.5,6,"6",0
8648,7,10,0,10,"10",0
8671,8,6,26,4,"4",0
8669,8,2,8,8,"8",0
8667,8,5,5,9,"9",0
8665,8,4,11,7,"7",0
8663,8,1,13,6,"6",0
8664,8,7,34.5,3,"3",0
8662,8,23,105,1,"1",6
8670,8,9,74.5,2,"2",2
8666,8,3,15.5,5,"5",0
8668,8,10,0,10,"10",0
8682,9,23,112,1,"1",6
8683,9,1,14,6,"6",0
8684,9,7,34.5,3,"3",0
8685,9,4,13,7,"7",0
8686,9,3,20.5,5,"5",0
8687,9,5,5,9,"9",0
8688,9,10,0,10,"10",0
8689,9,2,8,8,"8",0
8690,9,9,92.5,2,"2",3
8691,9,6,32,4,"4",0
8692,10,23,114,1,"1",6
8693,10,1,28,5,"5",1
8694,10,7,38.5,4,"4",0
8695,10,4,13,7,"7",0
8696,10,3,25.5,6,"6",0
8697,10,5,5,9,"9",0
8698,10,10,0,10,"10",0
8699,10,2,8,8,"8",0
8700,10,9,98.5,2,"2",3
8701,10,6,40,3,"3",0
8702,11,23,126,1,"1",7
8703,11,1,41,4,"4",1
8704,11,7,38.5,5,"5",0
8705,11,4,16,7,"7",0
8706,11,3,29.5,6,"6",0
8707,11,5,5,9,"9",0
8708,11,10,0,10,"10",0
8709,11,2,9,8,"8",0
8710,11,9,98.5,2,"2",3
8711,11,6,46,3,"3",0
8712,12,23,128,1,"1",7
8713,12,1,44,4,"4",1
8714,12,7,38.5,5,"5",0
8715,12,4,16,8,"8",0
8716,12,3,30.5,6,"6",0
8717,12,5,5,10,"10",0
8718,12,10,8,9,"9",0
8719,12,2,18,7,"7",0
8720,12,9,104.5,2,"2",3
8721,12,6,56,3,"3",1
8722,13,23,146,1,"1",8
8723,13,1,47,4,"4",1
8724,13,7,38.5,5,"5",0
8725,13,4,20,8,"8",0
8726,13,3,30.5,6,"6",0
8727,13,5,5,10,"10",0
8728,13,10,13,9,"9",0
8729,13,2,20,7,"7",0
8730,13,9,105.5,2,"2",3
8731,13,6,62,3,"3",1
8732,14,23,153,1,"1",8
8733,14,1,59,4,"4",2
8734,14,7,46.5,5,"5",0
8735,14,4,26,7,"7",0
8736,14,3,30.5,6,"6",0
8737,14,5,5,10,"10",0
8738,14,10,13,9,"9",0
8739,14,2,21,8,"8",0
8740,14,9,110.5,2,"2",3
8741,14,6,62,3,"3",1
8761,15,6,67,3,"3",1
8760,15,9,120.5,2,"2",4
8758,15,10,13,9,"9",0
8757,15,5,5,10,"10",0
8756,15,3,34.5,6,"6",0
8753,15,1,65,4,"4",2
8754,15,7,54.5,5,"5",0
8752,15,23,156,1,"1",8
8759,15,2,24,8,"8",0
8755,15,4,26,7,"7",0
8762,16,23,161,1,"1",8
8763,16,1,71,3,"3",2
8764,16,7,54.5,5,"5",0
8765,16,4,26,8,"8",0
8766,16,3,34.5,6,"6",0
8767,16,5,7,10,"10",0
8768,16,10,13,9,"9",0
8769,16,2,32,7,"7",0
8770,16,9,135.5,2,"2",5
8771,16,6,70,4,"4",1
8772,356,6,9,1,"1",1
8773,356,1,6,2,"2",0
8774,356,37,4,3,"3",0
8775,356,22,4,4,"4",0
8776,356,21,2,5,"5",0
8777,356,25,0,6,"6",0
8778,356,32,0,7,"7",0
8779,356,27,0,8,"8",0
8780,356,33,0,9,"9",0
8781,356,35,0,10,"10",0
8782,356,48,0,11,"11",0
8783,356,3,0,12,"12",0
8784,356,49,0,13,"13",0
8785,356,34,0,14,"14",0
8786,356,45,0,18,"18",0
8787,356,18,0,15,"15",0
8788,356,44,0,16,"16",0
8789,356,42,0,17,"17",0
8790,356,39,0,19,"19",0
8791,356,46,0,20,"20",0
8792,357,6,9,2,"2",1
8793,357,1,21,1,"1",1
8794,357,37,4,4,"4",0
8795,357,22,8,3,"3",0
8796,357,21,4,5,"5",0
8797,357,25,1,7,"7",0
8798,357,32,0,9,"9",0
8799,357,27,0,11,"11",0
8800,357,33,0,12,"12",0
8801,357,35,0,8,"8",0
8802,357,48,0,14,"14",0
8803,357,3,3,6,"6",0
8804,357,49,0,17,"17",0
8805,357,34,0,15,"15",0
8806,357,45,0,13,"13",0
8807,357,18,0,16,"16",0
8808,357,44,0,18,"18",0
8809,357,42,0,19,"19",0
8810,357,39,0,10,"10",0
8811,357,46,0,20,"20",0
8812,358,6,9,2,"2",1
8813,358,1,36,1,"1",2
8814,358,37,4,5,"5",0
8815,358,22,8,3,"3",0
8816,358,21,4,6,"6",0
8817,358,25,3,9,"9",0
8818,358,32,0,10,"10",0
8819,358,27,0,12,"12",0
8820,358,33,0,13,"13",0
8821,358,35,3,7,"7",0
8822,358,48,0,15,"15",0
8823,358,3,3,8,"8",0
8824,358,49,0,17,"17",0
8825,358,34,5,4,"4",0
8826,358,45,0,14,"14",0
8827,358,18,0,16,"16",0
8828,358,44,0,19,"19",0
8829,358,42,0,18,"18",0
8830,358,39,0,11,"11",0
8831,358,46,0,20,"20",0
8832,359,6,9,3,"3",1
8833,359,1,47,1,"1",3
8834,359,37,4,7,"7",0
8835,359,22,11,2,"2",0
8836,359,21,4,8,"8",0
8837,359,25,7,5,"5",0
8838,359,32,0,12,"12",0
8839,359,27,0,11,"11",0
8840,359,33,0,14,"14",0
8841,359,35,3,9,"9",0
8842,359,48,0,13,"13",0
8843,359,3,9,4,"4",0
8844,359,49,0,17,"17",0
8845,359,34,5,6,"6",0
8846,359,45,0,15,"15",0
8847,359,18,0,16,"16",0
8848,359,44,0,20,"20",0
8849,359,42,0,18,"18",0
8850,359,39,1,10,"10",0
8851,359,46,0,19,"19",0
8852,360,6,9,4,"4",1
8853,360,1,56,1,"1",4
8854,360,37,4,8,"8",0
8855,360,22,13,3,"3",0
8856,360,21,8,5,"5",0
8857,360,25,7,6,"6",0
8858,360,32,0,13,"13",0
8859,360,27,0,12,"12",0
8860,360,33,0,14,"14",0
8861,360,35,3,9,"9",0
8862,360,48,3,10,"10",0
8863,360,3,16,2,"2",0
8864,360,49,0,18,"18",0
8865,360,34,5,7,"7",0
8866,360,45,0,15,"15",0
8867,360,18,0,17,"17",0
8868,360,44,0,20,"20",0
8869,360,42,0,19,"19",0
8870,360,39,1,11,"11",0
8871,360,46,0,16,"16",0
8872,361,6,9,4,"4",1
8873,361,1,56,1,"1",4
8874,361,37,4,9,"9",0
8875,361,22,13,3,"3",0
8876,361,21,8,6,"6",0
8877,361,25,7,7,"7",0
8878,361,32,3,10,"10",0
8879,361,27,2,12,"12",0
8880,361,33,0,15,"15",0
8881,361,35,8,5,"5",0
8882,361,48,3,11,"11",0
8883,361,3,31,2,"2",1
8884,361,49,0,19,"19",0
8885,361,34,5,8,"8",0
8886,361,45,0,14,"14",0
8887,361,18,0,18,"18",0
8888,361,44,0,20,"20",0
8889,361,42,0,16,"16",0
8890,361,39,1,13,"13",0
8891,361,46,0,17,"17",0
8892,362,6,15,3,"3",1
8893,362,1,65,1,"1",5
8894,362,37,4,9,"9",0
8895,362,22,13,4,"4",0
8896,362,21,8,7,"7",0
8897,362,25,10,5,"5",0
8898,362,32,3,10,"10",0
8899,362,27,3,12,"12",0
8900,362,33,0,15,"15",0
8901,362,35,8,6,"6",0
8902,362,48,3,11,"11",0
8903,362,3,35,2,"2",1
8904,362,49,0,19,"19",0
8905,362,34,5,8,"8",0
8906,362,45,0,16,"16",0
8907,362,18,0,18,"18",0
8908,362,44,0,20,"20",0
8909,362,42,0,17,"17",0
8910,362,39,1,14,"14",0
8911,362,46,2,13,"13",0
8912,363,6,21,3,"3",1
8913,363,1,74,1,"1",6
8914,363,37,4,10,"10",0
8915,363,22,17,4,"4",0
8916,363,21,8,7,"7",0
8917,363,25,10,5,"5",0
8918,363,32,6,8,"8",0
8919,363,27,3,12,"12",0
8920,363,33,0,16,"16",0
8921,363,35,8,6,"6",0
8922,363,48,3,11,"11",0
8923,363,3,35,2,"2",1
8924,363,49,0,19,"19",0
8925,363,34,5,9,"9",0
8926,363,45,0,17,"17",0
8927,363,18,3,13,"13",0
8928,363,44,0,20,"20",0
8929,363,42,0,18,"18",0
8930,363,39,1,15,"15",0
8931,363,46,2,14,"14",0
8932,364,6,25,3,"3",1
8933,364,1,89,1,"1",7
8934,364,37,4,10,"10",0
8935,364,22,17,4,"4",0
8936,364,21,9,6,"6",0
8937,364,25,10,5,"5",0
8938,364,32,8,8,"8",0
8939,364,27,3,12,"12",0
8940,364,33,0,16,"16",0
8941,364,35,8,7,"7",0
8942,364,48,3,11,"11",0
8943,364,3,38,2,"2",1
8944,364,49,0,19,"19",0
8945,364,34,5,9,"9",0
8946,364,45,0,17,"17",0
8947,364,18,3,13,"13",0
8948,364,44,0,20,"20",0
8949,364,42,0,18,"18",0
8950,364,39,1,15,"15",0
8951,364,46,2,14,"14",0
8952,365,6,34,3,"3",2
8953,365,1,98,1,"1",7
8954,365,37,4,10,"10",0
8955,365,22,17,4,"4",0
8956,365,21,11,5,"5",0
8957,365,25,10,6,"6",0
8958,365,32,9,7,"7",0
8959,365,27,3,12,"12",0
8960,365,33,0,16,"16",0
8961,365,35,8,8,"8",0
8962,365,48,3,11,"11",0
8963,365,3,42,2,"2",1
8964,365,49,0,19,"19",0
8965,365,34,5,9,"9",0
8966,365,45,0,17,"17",0
8967,365,18,3,13,"13",0
8968,365,44,0,20,"20",0
8969,365,42,0,18,"18",0
8970,365,39,1,15,"15",0
8971,365,46,2,14,"14",0
8972,366,6,38,3,"3",2
8973,366,1,113,1,"1",8
8974,366,37,4,10,"10",0
8975,366,22,19,4,"4",0
8976,366,21,12,5,"5",0
8977,366,25,10,6,"6",0
8978,366,32,9,7,"7",0
8979,366,27,3,12,"12",0
8980,366,33,0,16,"16",0
8981,366,35,8,8,"8",0
8982,366,48,3,11,"11",0
8983,366,3,45,2,"2",1
8984,366,49,0,19,"19",0
8985,366,34,5,9,"9",0
8986,366,45,0,17,"17",0
8987,366,18,3,13,"13",0
8988,366,44,0,20,"20",0
8989,366,42,0,18,"18",0
8990,366,39,1,15,"15",0
8991,366,46,2,14,"14",0
8992,367,6,44,3,"3",2
8993,367,1,122,1,"1",9
8994,367,37,4,10,"10",0
8995,367,22,19,4,"4",0
8996,367,21,12,6,"6",0
8997,367,25,12,5,"5",0
8998,367,32,9,7,"7",0
8999,367,27,3,12,"12",0
9000,367,33,0,16,"16",0
9001,367,35,8,8,"8",0
9002,367,48,3,11,"11",0
9003,367,3,52,2,"2",1
9004,367,49,0,19,"19",0
9005,367,34,6,9,"9",0
9006,367,45,0,17,"17",0
9007,367,18,3,13,"13",0
9008,367,44,0,20,"20",0
9009,367,42,0,18,"18",0
9010,367,39,1,15,"15",0
9011,367,46,2,14,"14",0
9012,368,6,53,2,"2",3
9013,368,1,128,1,"1",9
9014,368,37,4,12,"12",0
9015,368,22,22,4,"4",0
9016,368,21,12,6,"6",0
9017,368,25,13,5,"5",0
9018,368,32,9,7,"7",0
9019,368,27,3,14,"14",0
9020,368,33,0,16,"16",0
9021,368,35,8,8,"8",0
9022,368,48,3,13,"13",0
9023,368,3,52,3,"3",1
9024,368,49,0,19,"19",0
9025,368,34,6,10,"10",0
9026,368,45,0,17,"17",0
9027,368,18,5,11,"11",0
9028,368,44,0,20,"20",0
9029,368,42,0,18,"18",0
9030,368,39,1,15,"15",0
9031,368,46,6,9,"9",0
9032,369,6,59,2,"2",3
9033,369,1,141,1,"1",10
9034,369,37,4,12,"12",0
9035,369,22,22,4,"4",0
9036,369,21,12,6,"6",0
9037,369,25,16,5,"5",0
9038,369,32,9,7,"7",0
9039,369,27,3,14,"14",0
9040,369,33,1,16,"16",0
9041,369,35,8,8,"8",0
9042,369,48,3,13,"13",0
9043,369,3,54,3,"3",1
9044,369,49,0,19,"19",0
9045,369,34,6,10,"10",0
9046,369,45,0,17,"17",0
9047,369,18,5,11,"11",0
9048,369,44,0,20,"20",0
9049,369,42,0,18,"18",0
9050,369,39,1,15,"15",0
9051,369,46,6,9,"9",0
9129,370,42,0,18,"18",0
9133,371,1,141,1,"1",10
9132,371,6,59,3,"3",3
9131,370,46,6,10,"10",0
9117,370,25,16,5,"5",0
9118,370,32,12,7,"7",0
9119,370,27,3,14,"14",0
9120,370,33,1,16,"16",0
9121,370,35,8,8,"8",0
9122,370,48,3,13,"13",0
9123,370,3,64,2,"2",1
9124,370,49,0,19,"19",0
9125,370,34,8,9,"9",0
9126,370,45,0,17,"17",0
9127,370,18,5,11,"11",0
9128,370,44,0,20,"20",0
9116,370,21,13,6,"6",0
9115,370,22,31,4,"4",1
9114,370,37,4,12,"12",0
9112,370,6,59,3,"3",3
9113,370,1,141,1,"1",10
9130,370,39,1,15,"15",0
9134,371,37,4,12,"12",0
9135,371,22,39,4,"4",1
9136,371,21,13,7,"7",0
9137,371,25,16,5,"5",0
9138,371,32,15,6,"6",0
9139,371,27,3,14,"14",0
9140,371,33,1,16,"16",0
9141,371,35,8,8,"8",0
9142,371,48,3,13,"13",0
9143,371,3,77,2,"2",2
9144,371,49,0,19,"19",0
9145,371,34,8,9,"9",0
9146,371,45,0,17,"17",0
9147,371,18,6,11,"11",0
9148,371,44,0,20,"20",0
9149,371,42,0,18,"18",0
9150,371,39,1,15,"15",0
9151,371,46,6,10,"10",0
9152,372,1,9,1,"1",1
9153,372,6,8,2,"2",0
9154,372,32,5,3,"3",0
9155,372,21,3,4,"4",0
9156,372,22,0,5,"5",0
9157,372,27,0,6,"6",0
9158,372,48,0,7,"7",0
9159,372,25,0,8,"8",0
9160,372,18,0,9,"9",0
9161,372,33,0,10,"10",0
9162,372,42,0,11,"11",0
9163,372,39,0,12,"12",0
9164,372,44,0,13,"13",0
9165,372,3,0,14,"14",0
9166,372,37,0,15,"15",0
9167,372,49,0,16,"16",0
9168,372,45,0,17,"17",0
9169,372,35,0,18,"18",0
9170,373,1,24,1,"1",2
9171,373,6,10,2,"2",0
9172,373,32,9,3,"3",0
9173,373,21,3,5,"5",0
9174,373,22,4,4,"4",0
9175,373,27,0,6,"6",0
9176,373,48,0,13,"13",0
9177,373,25,0,11,"11",0
9178,373,18,0,8,"8",0
9179,373,33,0,9,"9",0
9180,373,42,0,14,"14",0
9181,373,39,0,7,"7",0
9182,373,44,0,15,"15",0
9183,373,3,0,10,"10",0
9184,373,37,0,12,"12",0
9185,373,49,0,17,"17",0
9186,373,45,0,18,"18",0
9187,373,35,0,16,"16",0
9188,374,1,33,1,"1",3
9189,374,6,20,2,"2",0
9190,374,32,9,3,"3",0
9191,374,21,6,4,"4",0
9192,374,22,4,5,"5",0
9193,374,27,0,9,"9",0
9194,374,48,0,14,"14",0
9195,374,25,2,6,"6",0
9196,374,18,0,13,"13",0
9197,374,33,0,8,"8",0
9198,374,42,0,15,"15",0
9199,374,39,0,12,"12",0
9200,374,44,0,17,"17",0
9201,374,3,1,7,"7",0
9202,374,37,0,11,"11",0
9203,374,49,0,16,"16",0
9204,374,45,0,10,"10",0
9205,374,35,0,18,"18",0
9206,375,1,48,1,"1",4
9207,375,6,27,2,"2",0
9208,375,32,9,3,"3",0
9209,375,21,9,4,"4",0
9210,375,22,4,5,"5",0
9211,375,27,0,9,"9",0
9212,375,48,0,17,"17",0
9213,375,25,2,6,"6",0
9214,375,18,0,13,"13",0
9215,375,33,0,8,"8",0
9216,375,42,0,15,"15",0
9217,375,39,0,11,"11",0
9218,375,44,0,14,"14",0
9219,375,3,1,7,"7",0
9220,375,37,0,12,"12",0
9221,375,49,0,16,"16",0
9222,375,45,0,10,"10",0
9223,375,35,0,18,"18",0
9224,376,1,63,1,"1",5
9225,376,6,27,2,"2",0
9226,376,32,12,3,"3",0
9227,376,21,9,4,"4",0
9228,376,22,8,5,"5",0
9229,376,27,0,11,"11",0
9230,376,48,0,12,"12",0
9231,376,25,3,6,"6",0
9232,376,18,0,15,"15",0
9233,376,33,0,9,"9",0
9234,376,42,0,10,"10",0
9235,376,39,0,14,"14",0
9236,376,44,0,16,"16",0
9237,376,3,1,8,"8",0
9238,376,37,2,7,"7",0
9239,376,49,0,17,"17",0
9240,376,45,0,13,"13",0
9241,376,35,0,18,"18",0
9242,377,1,78,1,"1",6
9243,377,6,27,2,"2",0
9244,377,32,12,4,"4",0
9245,377,21,9,5,"5",0
9246,377,22,12,3,"3",0
9247,377,27,0,14,"14",0
9248,377,48,3,7,"7",0
9249,377,25,5,6,"6",0
9250,377,18,1,9,"9",0
9251,377,33,0,11,"11",0
9252,377,42,0,12,"12",0
9253,377,39,0,16,"16",0
9254,377,44,0,17,"17",0
9255,377,3,1,10,"10",0
9256,377,37,2,8,"8",0
9257,377,49,0,18,"18",0
9258,377,45,0,15,"15",0
9259,377,35,0,13,"13",0
9260,378,1,93,1,"1",7
9261,378,6,34,2,"2",0
9262,378,32,14,3,"3",0
9263,378,21,9,5,"5",0
9264,378,22,13,4,"4",0
9265,378,27,0,14,"14",0
9266,378,48,3,7,"7",0
9267,378,25,5,6,"6",0
9268,378,18,1,9,"9",0
9269,378,33,0,11,"11",0
9270,378,42,0,13,"13",0
9271,378,39,0,16,"16",0
9272,378,44,0,17,"17",0
9273,378,3,1,10,"10",0
9274,378,37,2,8,"8",0
9275,378,49,0,18,"18",0
9276,378,45,0,15,"15",0
9277,378,35,0,12,"12",0
9278,379,1,102,1,"1",8
9279,379,6,34,2,"2",0
9280,379,32,16,4,"4",0
9281,379,21,10,5,"5",0
9282,379,22,17,3,"3",0
9283,379,27,0,14,"14",0
9284,379,48,3,9,"9",0
9285,379,25,5,8,"8",0
9286,379,18,1,10,"10",0
9287,379,33,0,11,"11",0
9288,379,42,0,13,"13",0
9289,379,39,0,16,"16",0
9290,379,44,0,17,"17",0
9291,379,3,7,6,"6",0
9292,379,37,5,7,"7",0
9293,379,49,0,18,"18",0
9294,379,45,0,15,"15",0
9295,379,35,0,12,"12",0
9296,380,1,117,1,"1",9
9297,380,6,41,2,"2",0
9298,380,32,16,4,"4",0
9299,380,21,10,5,"5",0
9300,380,22,18,3,"3",0
9301,380,27,0,14,"14",0
9302,380,48,3,9,"9",0
9303,380,25,5,8,"8",0
9304,380,18,1,10,"10",0
9305,380,33,0,11,"11",0
9306,380,42,0,13,"13",0
9307,380,39,0,16,"16",0
9308,380,44,0,17,"17",0
9309,380,3,7,6,"6",0
9310,380,37,7,7,"7",0
9311,380,49,0,18,"18",0
9312,380,45,0,15,"15",0
9313,380,35,0,12,"12",0
9314,381,1,132,1,"1",10
9315,381,6,44,2,"2",0
9316,381,32,16,4,"4",0
9317,381,21,10,5,"5",0
9318,381,22,22,3,"3",0
9319,381,27,0,14,"14",0
9320,381,48,3,9,"9",0
9321,381,25,5,8,"8",0
9322,381,18,1,10,"10",0
9323,381,33,0,11,"11",0
9324,381,42,0,13,"13",0
9325,381,39,0,16,"16",0
9326,381,44,0,17,"17",0
9327,381,3,8,7,"7",0
9328,381,37,9,6,"6",0
9329,381,49,0,18,"18",0
9330,381,45,0,15,"15",0
9331,381,35,0,12,"12",0
9332,382,1,147,1,"1",11
9333,382,6,44,2,"2",0
9334,382,32,19,4,"4",0
9335,382,21,13,6,"6",0
9336,382,22,22,3,"3",0
9337,382,27,0,14,"14",0
9338,382,48,3,9,"9",0
9339,382,25,5,8,"8",0
9340,382,18,1,10,"10",0
9341,382,33,0,11,"11",0
9342,382,42,0,13,"13",0
9343,382,39,0,16,"16",0
9344,382,44,0,17,"17",0
9345,382,3,8,7,"7",0
9346,382,37,13,5,"5",0
9347,382,49,0,18,"18",0
9348,382,45,0,15,"15",0
9349,382,35,0,12,"12",0
9350,383,1,147,1,"1",11
9351,383,6,59,2,"2",1
9352,383,32,19,5,"5",0
9353,383,21,20,4,"4",0
9354,383,22,23,3,"3",0
9355,383,27,0,14,"14",0
9356,383,48,3,9,"9",0
9357,383,25,5,8,"8",0
9358,383,18,1,10,"10",0
9359,383,33,0,11,"11",0
9360,383,42,0,13,"13",0
9361,383,39,0,16,"16",0
9362,383,44,0,17,"17",0
9363,383,3,8,7,"7",0
9364,383,37,15,6,"6",0
9365,383,49,0,18,"18",0
9366,383,45,0,15,"15",0
9367,383,35,0,12,"12",0
9368,384,1,157,1,"1",12
9369,384,6,61,2,"2",1
9370,384,32,19,6,"6",0
9371,384,21,23,4,"4",0
9372,384,22,27,3,"3",0
9373,384,27,0,14,"14",0
9374,384,48,3,9,"9",0
9375,384,25,5,8,"8",0
9376,384,18,1,10,"10",0
9377,384,33,0,11,"11",0
9378,384,42,0,13,"13",0
9379,384,39,0,15,"15",0
9380,384,44,0,17,"17",0
9381,384,3,8,7,"7",0
9382,384,37,21,5,"5",0
9383,384,49,0,18,"18",0
9384,384,45,0,16,"16",0
9385,384,35,0,12,"12",0
9386,385,1,169,1,"1",13
9387,385,6,62,2,"2",1
9388,385,32,19,6,"6",0
9389,385,21,23,4,"4",0
