name,x,y,dist2HW,cc
Hisaji Ono,7.488140697203704,1.0049107503213657,2,61299
Josiah Parry,7.570682349724262,0.577144692181542,2,59782
Dirk Sites,6.425772180830361,0.4254160074192897,2,66351
Taylor B. Arnold,8.229746462586466,4.439968392202701,3,78455
Igor Adamenko,9.293981538555323,-0.8988797233439222,2,68908
Alvaro Montoro,9.784496924418473,-0.3568508309963974,2,68908
Ruan Martinelli,9.895732076938101,-0.15566859188058763,2,68908
Tran Ngoc Tuan Anh,9.814903201618783,-0.30803028320078146,2,68908
Marco Pontili,9.415330753391627,-0.8064463594051293,2,68908
Evgeny Orekhov,9.846473296843957,-0.25028644810732026,2,68908
Vincent Dorig,9.934753378823563,-0.07203024952698268,2,68908
Yegor Bugayenko,9.56520624172873,-0.6585639497691902,2,68908
John Otander,9.746901060318644,-0.4185350681313544,2,68908
Matthew Blode,9.636862029202536,-0.5713255075764775,2,68908
Angelos Chalaris,9.237031582858398,-0.6238151032132404,2,67707
David Paulsson,9.234136796103886,-0.9384760092963674,2,68908
Authors Of Pico.css,9.509580910958022,-0.719353572063203,2,68908
Mitesh Shah,9.136070226853693,-0.7022229978879962,2,67707
Dimitri Nicolas,9.361205361499133,-0.8510964352702679,2,68908
Kev Quirk,9.67204172105892,-0.5299281434375256,2,68908
Nate Goldman,9.916100491875545,-0.11312451288988641,2,68908
Jack Crawford,9.600974828636419,-0.615606867391698,2,68908
Caio Gondim,9.872619404476271,-0.2010328986071627,2,68908
Bradley Taunt,9.460495273502108,-0.7678913320226041,2,68908
Curtis Mcenroe,9.720343121205154,-0.45607352047545263,2,68908
Mayur Shende,8.266473043231722,-4.712746207817345,5,104051
Neeraj Bokde,7.342976957430665,-3.3690762220954014,4,88635
Andres E. Feijoo-Lorenzo,7.549147734572286,-4.71309633580792,5,104051
Jonathan M. Mang,3.1430801506165347,2.3346290611837905,4,94002
Germany,4.599766091602795,1.9674890673066188,3,78587
Ting Fung Ralph Ma,5.029032586801859,-4.152070186483152,5,106681
Wenbo Wu,6.30652325970759,-3.6124216134159735,4,93614
Jun Zhu,3.3077369569357558,-2.224263338781526,5,104550
Xiaoping Feng,5.85043810590979,-4.700869488231571,5,108459.99999999999
Daniel Walsh,5.565636252059736,-4.589619706019246,5,108459.99999999999
Robin Russell,5.70565696834964,-4.646083071791008,5,108459.99999999999
Neil Marchant,12.72994455001824,-1.3014813880784932,4,98103
Colby Brugnard,5.708609083104554,0.8253512693108316,2,71995
Benjamin Louis,5.734514228734212,0.6243894620053836,2,71995
Kiri Daust,5.717289081372669,0.7372793253406734,2,71995
David Clifford,5.8126262579725765,0.6383808157737041,2,71032
Furio Urso,13.50665281112834,4.295627811449311,5,111657
Antonino Abbruzzo,12.963974362313174,5.13357263242268,5,111657
Maria Francesca Cracolici,13.285583779778529,4.6763970179534775,5,111657
Volodymyr Melnykov,6.642860436211058,1.9741824325695332,2,64278.99999999999
Rouben Rostamian,6.629019279290395,1.9461576905695441,2,64278.99999999999
Michael P.b. Gallaugher,1.793889513546385,3.3047672940342223,5,113470
Paul D. Mcnicholas,3.364902446486324,4.129889642630205,5,99682
Manuel Pizarro,5.571142933678542,0.4584839361109698,3,72258
Gema Fernandez-Aviles,5.588053896853815,0.40194266214597196,3,72258
Hannah Owens,6.474146951417317,-0.429626231663794,2,67922
T. Tony Cai,9.443235538440707,7.591345814609525,6,114805
Weidong Liu,10.013380454111383,7.415539002505913,6,114805
Xi Rossi Luo,8.931967244295274,6.473077937907768,5,99388.99999999999
Shirin Taheri,5.192869094138565,0.20931019321332314,3,75040
Babak Naimi,7.074867509942208,0.7392216824493184,2,59624
Miguel Araujo,5.164383374583113,0.32203783460950974,3,75040
Harinarayan Krishnan,11.36928404856375,2.911217453902664,3,83023
Brandon Madriz,5.314470326457357,-0.23138726546004734,3,75499
Laure Cougnaud,9.925939866135852,4.20112585023309,3,79213
Michela Pasetto,12.211556619662495,2.457052861759854,3,88580
Lennart Tuijnder,12.174080919162728,2.5800583134141943,3,88580
Adriaan Blommaert,10.530289462143447,2.4985935072368153,2,74439
Arne De Roeck,12.20022095174691,2.4921782421391563,3,88581
Neal Thomas,12.305551437553536,2.1982983122116866,3,89139
Jing Wu,11.31619764337861,3.6214144113491544,3,85977
Mike K. Smith,10.547615088183305,2.2657007936986138,2,73784
Venkatraman E. Seshan,8.085063648658542,1.6173106099369698,1,53646
Markus Harboe Olsen,5.386563155899025,-1.674119858408813,3,83189
Christian Riberholt,6.042011964021296,-3.813102024494567,4,98600
Ronan Berg,5.508323664942768,-3.5662634131741084,4,98600
Kirsten Moeller,5.772898428817352,-3.6993065385596973,4,98600
Ron Keizer,10.366437137489603,1.3080901109475804,2,71619
Jasmine Hughes,10.163657029518884,-0.7312903817561504,2,73475
Dominic Tong,10.264951863639062,-0.5843513648461895,2,73475
Kara Woo,7.946412460727657,0.252197049779923,1,58151
Janus Christian Jakobsen,5.288496739263205,-3.440128515172454,4,98600
James Dowty,6.889686724517074,-2.8048247833861577,3,83618
Kevin Wong,6.85445494301701,-0.7179937956369711,2,68201
Louis Maddox,8.907576229715431,-0.9320930147339138,2,68513
Sindre Sorhus,6.264222446278032,1.1350282129689644,2,69102
Andrew B. Collier,8.56561700240252,-2.066997413404404,3,76297
Stephen Reid,4.934723624299442,0.8133585711719895,3,77966
Mark Zucker,6.871982732553415,6.780903749114365,5,103192.00000000001
Pingping Wang,3.793094931492858,-3.542907534426257,5,110459.99999999999
Dipankar Bandyopadhyay,4.183009938168297,-2.1887847425426905,4,95803
Yincai Tang,3.549145416285623,-3.308924299320583,5,110459.99999999999
Philip Parker,8.134259394910917,-1.36556544509154,2,70643
Timothy Churches,8.723208631674096,-1.2899375444129981,2,70643
Andrea Beci,12.842605954079323,6.871731770778575,6,126933.99999999999
Paolo Frumento,12.021776203500522,6.08158446148817,5,111516.99999999999
Simiao Ye,7.070615953781135,-2.211601030800641,3,78864
Jingning Mei,7.592153411982646,-3.8892895228492117,4,94281
Walter Bohm,5.984273542710946,2.0705309696357928,3,67036
Matthieu Marbac,2.103778049640963,2.8267145334429413,5,107698
Mohammed Sedki,2.1753358463815093,3.047642830082115,5,107699
Yujing Jiang,10.897767115873704,2.020191975130509,3,75024
Mei-Ling Ting Lee,10.870299309744777,2.095156145082971,3,75024
Arash Shahsavari,6.415300541892105,-4.417742071799797,4,103660.00000000001
Andi Munteanu,6.11542082386105,-4.326424428305185,4,103660.00000000001
Fabien Llobell,6.389683153048714,8.065312659676968,6,121942.99999999999
Evelyne Vigneau,5.828287673135842,7.912723954229139,6,121941.99999999999
Veronique Cariou,6.5622783041488,8.104033410849375,6,121941.99999999999
El Mostafa Qannari,8.035553271056667,7.057409672167102,5,106529
Yimer Wasihun,10.173168017677593,5.553701420632184,4,93410
Fetene Tekle,11.091977804346532,3.847544060113642,3,86304
Kanaka Tatikola,10.052828879668393,5.615599852498482,4,93410
Ziv Shkedy,9.522647953119415,4.485871416714994,3,79236
Anja Struyf,7.594244061025543,2.6287945422679577,2,62628.00000000001
Matthias Studer,7.648903130878049,2.691823422620879,2,62618.99999999999
Juan Gonzalez,7.5694550495670905,2.6259692729014215,2,62628.00000000001
Kamil Kozlowski,7.619772386656815,2.6308470226766167,2,62628.00000000001
Erich Schubert,7.646319675506846,2.630705643148199,2,62628.00000000001
Frederick Novomestky,8.54267955738226,1.421996609678793,2,62813.99999999999
Mathijs Deen,5.768096440877121,-5.099039238481831,5,114211
Mark De Rooij,5.592283873408777,-3.6728750026622503,4,98794
Brian G. Barkley,12.310470660026393,-0.534653994965562,4,90556
Bradley Saul,10.727273713724095,-0.3283393219814882,3,75139
Weiliang Qiu,9.514934164918344,4.177933728607335,3,77941
Ruben Zamar,8.49875157821749,2.9068798121780217,2,63913
Ken Kleinman,10.66906713667414,-0.18856063265077716,2,73282
Alexandria Sakrejda,12.446083478936746,0.5746446948509876,3,88694
Jon Moyer,12.384983931560187,0.13391282974736643,3,88694
Joshua Nugent,12.416611956580967,0.3222265919706393,3,88694
Nicholas Reich,12.268181307403898,-0.3364396539479362,3,88693
Daniel Obeng,12.314099936741824,-0.169784044453637,3,88694
Lampros Mouselimis,7.193190370778664,3.580706728904918,2,72074
Conrad Sanderson,7.9137129196682165,2.0964891007766693,2,60464.99999999999
Ryan Curtin,7.16153279848779,2.534481742259553,2,62521
Siddharth Agrawal,7.118145194415419,2.501303843692885,2,62521
Brendan Frey,8.613979658060956,3.6659726904243697,2,72727
Delbert Dueck,8.503787786574762,3.6881161338953103,2,72727
Vitalie Spinu,8.49825781518462,1.7016737813242393,1,59673
Sandipan Dutta,10.525720023931276,5.353413391479498,4,94350
Somnath Datta,8.58712801784617,4.580287159380723,3,78933
Luo Yilan,6.536455081167901,3.18766259643315,3,70604
Zeng Rutong,6.405220309677839,3.0885136652306926,3,70604
Marie Chavent,5.0681699750401945,1.7231593445205793,3,78209
Vanessa Kuentz,8.060773282419383,5.595050971778395,4,90623
Amaury Labenne,8.475918907418427,5.570475901380783,4,90623
Jerome Saracco,7.2753535119382295,5.536291676798817,4,90619
Damien Mcparland,8.672795735038733,5.802384454823231,4,91991
Gero Szepannek,7.528252002097658,3.2346342300314954,2,66762
George Ostrouchov,6.978463176934564,2.0014974647761172,2,62762
David Gagnon,5.738225139721042,3.679076156306626,3,78175
Hanna Gerlovin,5.5644469004727375,3.5208254189952406,3,78175
Chen Wei-Chen,5.839982240673227,3.762896443657429,3,78175
Schmidt Drew,5.648815989200298,3.6000866123539907,3,78175
Oak Ridge National Laboratory,5.954036885143849,3.8471419055999436,3,78175
Luke Zappia,7.4247876743032934,-0.4174356859446794,2,64769.00000000001
Alicia Oshlack,6.448066474299829,-2.029684950274971,3,79853
Andrea Rau,5.362879116649355,-0.9354591175947828,3,79503
Paul Hoffman,6.068321867623422,2.7502347707518395,3,74674
Nema Dean,5.381970180458727,2.19620133924456,3,74811
Adrian E. Raftery,6.308340931252406,3.1639537898905954,3,72539
Guy Brock,7.7473463829565254,4.625379068276257,3,78773
Patrick Bachmann,0.5240150991192613,7.284433488790264,8,156931
Niels Kuebler,0.10996273500482036,6.740730304975061,8,156931
Markus Meierer,0.23408756837792807,6.922494481303151,8,156929
Jeffrey Naef,1.3499528194874886,6.577267759270729,7,141520
Elliot Oblander,0.7536061984639721,7.55176308328813,8,156931
Patrik Schilter,-0.09509820136492936,6.446222727637645,8,156929
Heike Trautmann,6.0227356929673785,2.3514694715007094,3,69668
Yang Wang,7.674475922351474,3.250076244703645,2,69034
Joe Zemmels,10.398303080643544,1.1456953076494862,2,70842
David Cortes,8.4283612552949,2.2811766299353105,2,60617.00000000001
David Blackman,9.022464880754816,2.750859008020864,2,66340
Sebastiano Vigna,8.993010309505012,2.7713500649104104,2,66340
Xuan Wang,10.639674546544727,-3.4364140828270675,4,96310
Layla Parast,10.386401248892362,-3.58851547518801,4,96292
James Howard,9.097623440893196,3.3026146511799803,3,72969
Kristen Thyng,5.772308950915024,1.725565437850622,2,71382
Ilja Kocken,5.757931735335284,1.6741484177656094,2,71381
Wangqian Ju,10.876780770984476,1.5167001588968119,2,74350
Vigneshwar Subramanian,9.420819153837266,-2.8738608349640993,3,85793
Raoul Wadhwa,7.884627348964534,-1.3295768589468553,2,70378
Milind Desai,9.237670516761913,-2.7006264675559932,3,83502
Yves Croissant,8.702634436688554,1.8378492044651802,2,62182.00000000001
Mathias Ambuehl,11.608278800429066,-1.8070555024297972,4,90776
Michael Baumgartner,4.825164900527146,0.16923605772773045,3,80332
Ruedi Epple,11.846021765762625,-1.468716813875209,4,90776
Veli-Pekka Parkkinen,11.339389113212738,-2.128080614922554,4,90776
Alrik Thiem,9.694375179608889,-1.5117437043608748,3,75362
Jean Hamilton,2.2156712157365948,2.208120405291964,5,105745.99999999999
Rebekka Schade,10.133043680757456,0.7339382927316198,2,69511
Nicholas G. Reich,8.945570996120837,-0.958413956404705,2,68051
Justin Lessler,9.194263047057003,-0.19565532557453946,2,66575
Andrew Azman,8.823685807804898,-1.0093128354270353,2,68051
Alexander Hapfelmeier,7.367968474145183,3.1150661011225447,2,66182
Siranush Karapetyan,7.402044603895097,3.09783376343019,2,66222
Pin T. Ng,8.542981137778034,2.840705777970678,2,64350
Francesca Marta Lilja Di Lascio,10.416454379544911,5.475983616396367,4,94043
Birk Diedenhofen,7.290349400944143,-0.9434130856838205,2,69066
Deepayan Sarkar,7.521708438651552,1.9957656104215151,2,59477
Russell Almond,8.108912380609917,3.1246715370962193,2,65640
Elliott Gordon-Rodriguez,6.697004163926443,-3.7047295488068337,4,94563
Jacob Fiksel,7.686264142890693,5.466728307218174,4,88400
Ruben Arslan,7.8709148528501265,0.28421301928134,1,57753
Duncan Temple Lang,8.044238275521161,1.4717517064032348,1,52845.00000000001
Roger Peng,9.456378695844686,2.246042706350098,2,67837
Deborah Nolan,9.46976560718998,2.412056961523076,2,68125
Gabriel Becker,7.104314353318269,2.7735926041898065,2,66947
Marti Catala,9.180426818771386,-4.021923072498982,4,96324
Katrin Leinweber,7.6545827951778485,-0.0720838188557778,2,62695
Arfon Smith,7.714878184191809,-0.09727680974030076,2,62695
Michael Rustler,7.673002909615472,-0.0818902888000327,2,62695
Hauke Sonnenberg,7.693191480462829,-0.08971661300091459,2,62695
Anna Krystalli,7.588965425472941,-0.04459219165300905,2,61747.99999999999
Toph Allen,8.12315000357749,0.3666831966709832,1,58288.00000000001
Steve Miller,7.898855121815199,1.0235528960009954,1,58547.99999999999
Bertrand Pages,5.52091031384982,1.3611282773854039,3,72874
Erik Bulow,9.572478020525715,-0.31325069090953733,2,67899
Emely C Zabore,9.385937610326831,-0.6243674850063302,2,68036
Luke Tierney,8.823944735880628,1.4696543157654067,1,58625.99999999999
Will Beasley,8.080523777486759,0.11203554407327014,2,58753
Peter Higgins,8.35855851512373,-1.1755535126779455,2,68834
Lauren Hallett,7.92000300230495,-2.168557663818298,3,76353
Meghan L. Avolio,8.116311293914977,-2.1677653498956766,3,76353
Ian T. Carroll,7.764346946077029,-2.1597304418214978,3,76353
Sydney K. Jones,8.050833036855739,-2.1700795351425994,3,76353
A. Andrew M. Macdonald,7.568862230966095,-2.1380987587672684,3,76353
Dan F. B. Flynn,7.703707791174933,-2.1546543684749726,3,76353
Peter Slaughter,7.939024103904594,-0.1851343207318932,2,61418.99999999999
Julie Ripplinger,7.856285673121549,-2.16584575098677,3,76353
Scott L. Collins,7.639282083078226,-2.147710815940643,3,76353
Corinna Gries,8.004698219148795,-2.1674187331740953,3,76213
Matthew B. Jones,7.451040460480618,-0.18446501709281,2,62960
Ke-Hai Yuan,8.547377081244605,-4.300154996668839,4,99291
Francisco Rodriguez-Sanchez,6.242781133160184,-0.37384347503528714,3,70920
Markus Burkhardt,4.050493591040304,0.14775121272808117,3,87563
Johannes Titz,10.396167538946987,1.4226962354818187,2,72146
Marco A. Aquino Lopez,5.316336089357898,1.3026175404528577,3,72762
Chaoran Hu,10.738178517758058,1.383556812732156,3,72863
Vladimir Pozdnyakov,10.885473511294725,2.0547389313447932,3,75024
Krystian Igras,8.636288967370353,-1.5295142976077358,3,72535
Cornelia Dunger-Baldauf,2.158901211453371,7.556658552331404,7,143546
Ekkehard Glimm,1.2541716232213929,6.593193522042107,7,143545
Henric Winell,7.029619020921082,2.6746195127059518,2,64123
Mark A. Van De Wiel,7.054177565214141,2.7034458972293436,2,64119.99999999999
Abdulmajedraja Rs,6.637211100410024,-2.3062768699563923,3,80585
Sebastian Gatscha,7.03549904607948,-0.37361773626699046,2,65980
Philipp Aschersleben,5.076968147617679,2.7691544473873617,3,78865
Martin Wagner,6.781114043234179,1.53724353314451,2,63449
Dominik Wied,5.150452133854985,2.8936806739023795,3,78865
Matt Dowle,8.18124879235177,1.5577092732937026,1,54704
Arun Srinivasan,8.209382769209464,1.5720062141136308,1,54937
Morgan Jacob,7.81571591551158,1.4235355469352244,2,57082
Laurent Berge,7.382385316042431,1.880008894457887,2,59287.99999999999
Kevin Tappe,7.50403945592503,2.1543615904288886,2,59901
Adeel Khan,10.980002160201247,0.47740732799670393,2,74541
Dhrumin Shah,10.992351511560463,0.6101994958602026,2,74541
James Goldie,12.283819606487663,-0.9523186836033265,4,91685
Jean-Francois Zinque,13.00299505327537,-2.258312529656392,5,107101
Mikhail Balyasin,13.232831584402028,-1.8709916392097998,5,107101
Andrea Mazzoleni,10.519081381441177,-0.6173412335074334,2,75428
Yann Collet,7.745229231236969,0.6562030276829445,1,60237.00000000001
Steve Condylios,8.858698608536898,-1.014299085108347,2,69645
Giles Hooker,6.414714726995892,3.004644880077318,3,70402
Kaiyin Zhong,8.58921752894982,0.472110915810041,1,55268
Fan Liu,10.370739130805868,0.0679287062400733,2,70685
Thiyanga Talagala,9.206638486758202,1.9645873430067113,2,65126.99999999999
Claudia Giambartolomei,5.073370565106151,0.9066868222187433,3,76514
Vincent Plagnol,5.510772364135266,2.0800773738462306,3,73044
Xueyan Liu,5.51523340675275,-0.5317307521640527,3,76331
Lin Li,6.681974205007193,-0.9014810841980906,3,71317
Cheng Cheng,6.574109818741299,-2.8232699258589626,4,85912
Hui Zhang,6.3757833734385345,-2.7386300325411925,4,85912
January Weiner,6.280447617749906,0.9799712399156482,2,69102
Damiano Fantini,6.368073208477419,-0.8015059561453182,3,72574
Athanasia Mo Mowinckel,4.53890957160656,0.8414224124887444,3,81450
Julia Romanowska,8.506496428604517,-1.7235239933860025,3,74097
Justin Schuetz,8.873016560010589,-4.21843567391322,4,98353
Tom Auer,8.610321523749665,-4.260049750124599,4,98351
Bhaskar Karambelkar,8.804370430740013,0.3656312386185985,1,59384
Tim Keitt,7.6201448942832135,0.6286923957977161,1,58780.99999999999
Jose Gama,5.565588508927113,1.217162523228785,2,73023
Glenn Davis,11.69125356956385,0.6681278169974516,3,82815
Jason C. Fisher,7.143488148638393,2.356392688838299,2,63301
Reto Stauffer,7.417810067649475,1.373496166504539,2,59973.99999999999
Claus O. Wilke,7.883167032683931,1.3202678510907093,1,58445.99999999999
Claire D. Mcwhite,6.958764565853429,2.3741303564856424,2,63425
Alan Inglis,5.427535830037463,3.047009832093319,3,77061
Andrew Heiss,8.871629345152039,0.6417632570710757,1,59779
David Griswold,10.620587192481514,-0.18764129567551763,2,73211
David Cooley,8.183848588823821,0.9383564112480108,2,60911
Martijn Tennekes,6.858519725335516,1.3682672096113075,2,63687
Marco Puts,6.695625649020689,1.5700392537213512,2,64379.00000000001
Matthew Petroff,6.680809307194504,1.5439878610617015,2,64379.00000000001
Stefan Fleck,8.85821473855836,1.0086212392297627,1,60373
Maximillian H.k. Hesselbarth,6.356697498625958,-0.6760076313141514,2,70692
Marco Sciaini,8.194082282218135,-0.647656097496317,2,64753
Sebastian Hanss,6.612121552130441,-0.8793614044529758,2,70527
Florian Ziel,8.031201234642957,4.868848396105643,3,80904
Zahra Shenavari,4.4459270577428285,0.8589480878692227,3,81976
Hossein Haghbin,8.79596023787587,2.2606430838996165,2,67240
Mahmood Kharrati-Kopaei,4.456481532347187,0.7366291403988237,3,81976
Mohamed Laib,8.565115240251462,6.5345189332370746,5,99241
Imane Rezgui,9.08946522736279,6.426628500484495,5,99246
Zebida Gheribi-Aoulmi,8.836658226221036,6.4835393416892,5,99245
Herve Monod,7.583390143160596,5.194495427847133,4,83836
Kimberly Hochstedler,13.210575223628284,-0.7288546779569565,4,100763
Doug Blank,10.699619708067987,0.026340537434655118,2,73211
Tomasz Kalinowski,8.152618375786405,1.1294273513799873,1,56051.99999999999
Kornelius Rohmeyer,7.554026499549224,0.11803262711342723,2,59350
John Macfarlane,7.98692105828523,0.6953422674988998,1,57710
Dean Knox,4.39351380263626,-0.1859555854851633,4,85016
Christopher Lucas,4.331793064621776,0.002521885585129422,4,85016
Guilherme Duarte,4.659599859999406,-0.7899774820531177,4,85016
Alex Shmuley,4.465457395231847,-0.37623820513527145,4,85016
Vineet Bansal,6.303211885112687,1.0638016873016778,3,69603
Vadym Vashchenko,4.550717535592849,-0.5747521371503248,4,85016
Hojjat Salmasian,9.450410355848595,-0.33988962709918585,2,67872
Jonathan Williman,9.5026325864935,-0.2878308058174902,2,67872
Sing Yi Chia,9.362810989985686,-0.41731983230573716,2,67872
Edmund Teo,9.324506469993322,-0.44633949959427516,2,67872
Zhe Sun,12.459165867597552,1.9323638095117628,4,90130
Kun Chen,10.747360378264398,2.051480610046234,3,74713
Marta Bofill Roig,5.072244251218503,6.803417402129742,5,112730
Sally Paganin,9.10619108009817,2.680873411191382,2,67814
David Lucy,7.850678582023682,6.226797619072691,4,96119
Agnieszka Martyna,6.742037750696971,6.081078756702723,4,96119
Jingjing Lyu,12.412076248385157,0.513399722309331,3,87850
Zheng Chen,12.425740134113012,0.6897932310027465,3,87850
Huimin Li,10.720957699653699,0.09745270283809794,2,72436
Jinbao Chen,12.380629577930225,0.28437336692226084,3,87850
Xinghui Huang,12.430432218486102,0.8324667924204101,3,87850
Martin Wiegand,7.884835765569334,6.3333433520471125,4,96557
Evgeni Chasnovski,9.33799364395669,-0.5169559404316321,2,67007
Gen Nowak,5.442732478521098,2.0681826255960853,3,73600
Sudipta Paul,3.012113200138491,5.807376128057361,5,118086
Rajeev Ranjan Kumar,3.9955532868109565,5.069577606749761,4,102679
Biswajit Mondal,3.635558630385875,6.4025214896579214,5,118086
Prakash Kumar,2.7360971361669617,5.4860647948251735,5,118084
Brad Boehmke,10.643979903091491,-0.34486362342337723,3,74849
Steven M. Mortimer,9.099214026058615,-1.2578673126181132,2,70780
William Ryan,7.424635606718099,2.217015239290468,2,60800
Bruce White,7.442520354826895,2.2267921208406682,2,60800
John Maindonald,7.707056368888406,1.9901258520375174,2,59793.99999999999
Marco Smolla,8.43167264789003,-2.9937194088849295,4,86309
Michal Krassowski,8.92456081391882,0.37021843939643645,2,63227
David Kepplinger,8.822045321508815,4.653790688956776,3,78735
Giorgos Athineou,12.324884364869288,2.029554872465452,3,87772
Abdulaziz Alenazi,12.273022262714873,2.274065810444829,3,87780
Christos Adam,12.321682432029675,2.0741565137142612,3,87777
K. Gerald Van Den Boogaart,7.660004189444963,3.449046220632509,2,69195
Raimon Tolosana-Delgado,8.37404824932099,5.155083356664449,3,84609
Matevz Bren,8.640377556194899,5.12129380934706,3,84611
Gregory Demin,4.783894888179785,0.9605593384645484,3,76589
M.h Tahir,13.56565221098584,2.3607051285211855,4,103179
James Dunham,11.03034657158662,0.20705802892076372,2,75773
Joel Gombin,7.545687913526423,-0.630052796973469,2,66128
Ramnath Vaidyanathan,8.330603987855225,0.4028790665111343,1,53727.99999999999
Vladimir Agafonkin,8.760379698840643,0.3252984452544565,1,59273.00000000001
Steven Liao,4.178694634961265,-1.8367684905412416,4,93720
In Song Kim,5.248058508781328,-0.519958397484398,3,78305
Sayumi Miyano,3.883290164766138,-1.3943676049813383,4,93720
Feng Zhu,3.7240484880042923,-1.1043139001337627,4,93720
Georg Heinze,10.874829335829217,3.6333018204337835,3,82831
Meinhard Ploner,11.364764592111936,3.4004455247296863,3,84400
Daniela Dunkler,11.659308708429627,2.804941133461989,3,84404
Andreas Schneider,4.590898396152759,-2.319109704809126,4,93686
Sebastian Wojcik,5.143697329530174,-2.8111578169164515,4,93682.99999999999
Amanda Brucker,4.2029791452966165,-1.469052432583767,4,89686
Jung-Ying Tzeng,4.976416478533521,-2.0903641908626405,4,87510
Jean-David Fermanian,3.3537593933692404,1.0792965103130152,4,90864
Aleksey Min,5.002194828130478,1.041081709427357,3,75455
Rutger Van Der Spek,3.3644453161576355,1.3320659155222918,4,90866
Sergio Oller Moreno,8.315906345229612,2.109670107455652,2,60952.99999999999
Nan Yao,9.041844536072222,3.074689448130192,2,68007
Jemery Day,8.893006743002681,3.1800067924301705,2,68007
Thomas Teears,8.73071218731045,3.2825001773105726,2,68007
Luis Meira-Machado,6.803730067603145,5.774961463218103,4,91438
Marta Sestelo,7.051583487405203,4.280862020669202,3,76181
Mark O'connell,6.9306338859013055,2.241840687627844,2,62835.00000000001
Catherine Hurley,6.866699056360095,2.1918404474761686,2,62783
Katarina Domijan,6.949899574739897,2.275103575362333,2,62833.99999999999
Mark Oconnell,6.065171394491779,3.999993899286762,3,78199
Michael Mayer,5.3647022335669545,-1.1402304143739672,3,79646
Cory Mccartan,5.417132550968056,-0.7771550743273858,3,78278
Jacopo Diquigiovanni,11.44368637871939,1.0155764620725827,3,80429
Matteo Fontana,11.437561167833866,1.1944367387725459,3,80427
Paolo Vergottini,11.442614777410475,1.094878319917314,3,80429
Ryan Tibshirani,7.721910610295942,-0.5975563000657118,2,66966
Jesse Hemerik,8.949713266338406,-4.637743566411681,5,104433
Gary Hutson,10.91225153229493,-2.9282955265185433,4,95012.00000000001
Martin R. Smith,5.465785479822439,1.4543818159006432,3,73233
Curtis R. Congreve,3.7895560627437,2.1215294005399605,4,88649
James C. Lamsdell,3.9046431182976558,2.4989690389553076,4,88649
Nikolai Chernov,5.589904373502968,1.3984456513774586,2,73123
Nadja Bodner,1.5491225956857066,3.3144979369676,6,117491
Eva Ceulemans,2.69581172841679,2.8194489288688622,5,102074
Sean Lopp,8.190413522197227,-0.10677435276425619,2,60768.00000000001
Cole Arendt,9.259058979034322,0.11597947171964682,2,66163
Marcos Navarro,10.209290546281531,-0.2338129220942883,2,72607
David Aja,9.870825083155397,-0.7526818261064028,2,72607
Kelly O'briant,10.00220148939586,-0.5860110000868795,2,72607
David M. Kaplan,8.755701047444962,0.580614502423233,1,57134
Viktor Petukhov,8.489449279070426,2.4541376963830723,2,62841
Nikolas Barkas,9.145893620561187,4.273561346947242,3,78023
Peter Kharchenko,8.534166224611106,2.4386202102574597,2,62789.99999999999
Evan Biederstedt,8.43473470786996,2.464779393337017,2,62732.99999999999
Howard Baek,8.854341062006013,-0.9510001264848972,2,67883
Antoine Fabri,8.415782175828232,0.7450983712745498,1,59139.99999999999
Kiesha Prem,6.162402841094601,-2.5156515804262436,4,86186
Alex Richard Cook,6.399064504428373,-2.6355093560551923,4,86186
Mark Jit,5.850543076522401,-2.330144231357549,4,86186
Antonio Punzo,2.358660167766846,0.10930673380466405,4,104258.00000000001
Angelo Mazza,2.3284809494555203,0.4290591873400513,4,104269
Jorrit Poelen,7.996837487671754,-0.7410379037892771,2,65100
Pedro L. Rodriguez,7.981627926012883,4.466949947029723,3,77945
Arthur Spirling,8.117797154497271,4.459974225240755,3,77945
Brandon Stewart,7.839027204770706,2.6633124981154044,2,63022.99999999999
Robin Evans,8.504236674039086,6.867986902658209,5,103921.00000000001
Morten Wang Fagerland,6.350639141248875,-0.7663840381500092,3,72575
Stian Lydersen,6.544628813364489,-0.9549346314168338,3,72576
Petter Laake,6.282227923198714,-0.6853642198903998,3,72576
Ole Christian Lingjaerde,6.2442670808948835,-0.6356159975888741,3,72576
Brad J. Biggerstaff,6.4146636359265905,-0.836383698546512,3,72576
Nicholas Hamilton,8.9951774896287109,2.8327397943471873,2,68243
James Forester,9.416524277840894,1.5353107072224168,2,65674
Thorn Thaler,9.27618598776691,0.9494612410402175,2,64146.99999999999
Shixiang Wang,8.876180479340844,0.5949056697441779,1,57031
Taehyeon Koo,2.308678868147459,1.6217851899855418,5,104235
Sai Li,2.325827352251395,1.7753721044939914,5,104237
Zijian Guo,4.489933456019927,4.81786249662665,4,96465
Shu Yang,4.054926593109793,-1.2411122056231487,4,89710
Pierre Lafaye De Micheaux,8.085607396227493,2.9253766728602173,2,63601
Gordon Shotwell,7.869423686206427,-1.1001894593832813,2,68565
Djalma Pessoa,9.995026910687004,2.6546671243118487,3,72690
Anthony Damico,7.933542441462484,1.4165371612791855,2,57274
Guilherme Jacob,9.950990428679294,2.719144232954918,3,72690
Klaus Hartl,8.6448225004777,-1.0044377420806498,2,67606
Fagner Brack,8.8082249626984,-0.940267272491309,2,67606
