manuscript_id,short_name,composition,composition_type,language,script_type,material,period,site,site_parent,cave,num_images,keywords,biblical_book,canon_status,bible_section,testament,content_category
4Q10,4Q Gen,Genesis,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,18,NA,Genesis,Protocanonical,Torah,OT,Biblical
4Q11,4Q paleoGen-Exod,paleoGenesis-Exodus,Scripture,Hebrew,Paleo-Hebrew,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,186,"ten commandments, decalogue
עשרת הדברות",Genesis,Protocanonical,Torah,OT,Biblical
4Q12,4Q paleoGen,paleoGenesis,Scripture,Hebrew,Paleo-Hebrew,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,4,"Abraham
אברהם",Genesis,Protocanonical,Torah,OT,Biblical
4Q13,4Q Exod,Exodus,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,26,"Abraham, milk and honey
אברהם, חלב ודבש, דבש",Exodus,Protocanonical,Torah,OT,Biblical
4Q14,4Q Exod,Exodus,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,91,"Miriam
מרים",Exodus,Protocanonical,Torah,OT,Biblical
4Q15,4Q Exod,Exodus,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,6,NA,Exodus,Protocanonical,Torah,OT,Biblical
4Q16,4Q Exod,Exodus,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,8,"milk and honey
חלב ודבש, דבש",Exodus,Protocanonical,Torah,OT,Biblical
4Q17,4Q Exod-Lev,Exodus-Leviticus,Scripture,Hebrew,Square,Parchment,Early Hellenistic,"Qumran, Cave 4",Qumran,4,25,NA,Exodus,Protocanonical,Torah,OT,Biblical
4Q18,4Q Exod,Exodus,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,5,NA,Exodus,Protocanonical,Torah,OT,Biblical
4Q19,4Q Exod,Exodus,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,5,NA,Exodus,Protocanonical,Torah,OT,Biblical
4Q20,4Q Exod,Exodus,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,6,NA,Exodus,Protocanonical,Torah,OT,Biblical
4Q21,4Q Exod,Exodus,Scripture,Hebrew,Square,Parchment,Roman,"Qumran, Cave 4",Qumran,4,5,NA,Exodus,Protocanonical,Torah,OT,Biblical
4Q22,4Q paleoExod,paleoExodus,Scripture,Hebrew,Paleo-Hebrew,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,444,"ten commandments, decalogue, an eye for an eye, a tooth for a tooth,
milk and honey
עשרת הדברות, שן תחת שן, עין תחת עין, שן בשן, עין בעין,
חלב ודבש, דבש",Exodus,Protocanonical,Torah,OT,Biblical
4Q23,4Q Lev-Num,Leviticus-Numbers,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,240,"Miriam
מרים",Leviticus,Protocanonical,Torah,OT,Biblical
4Q24,4Q Lev,Leviticus,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,69,NA,Leviticus,Protocanonical,Torah,OT,Biblical
4Q25,4Q Lev,Leviticus,Scripture,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 4",Qumran,4,35,NA,Leviticus,Protocanonical,Torah,OT,Biblical
4Q26,4Q Lev,Leviticus,Scripture,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 4",Qumran,4,53,NA,Leviticus,Protocanonical,Torah,OT,Biblical
4Q27,4Q Num,Numbers,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,391,NA,Numbers,Protocanonical,Torah,OT,Biblical
4Q28,4Q Deut,Deuteronomy,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,6,NA,Deuteronomy,Protocanonical,Torah,OT,Biblical
4Q29,4Q Deut,Deuteronomy,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,26,NA,Deuteronomy,Protocanonical,Torah,OT,Biblical
4Q30,4Q Deut,Deuteronomy,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,149,"milk and honey
חלב ודבש, דבש",Deuteronomy,Protocanonical,Torah,OT,Biblical
4Q31,4Q Deut,Deuteronomy,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,13,NA,Deuteronomy,Protocanonical,Torah,OT,Biblical
4Q32,4Q Deut,Deuteronomy,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,28,NA,Deuteronomy,Protocanonical,Torah,OT,Biblical
4Q33,4Q Deut,Deuteronomy,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,92,"an eye for an eye, a tooth for a tooth, milk and honey
שן תחת שן, עין תחת עין, שן בשן, עין בעין, חלב ודבש, דבש",Deuteronomy,Protocanonical,Torah,OT,Biblical
4Q34,4Q Deut,Deuteronomy,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,32,NA,Deuteronomy,Protocanonical,Torah,OT,Biblical
4Q35,4Q Deut,Deuteronomy,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,44,NA,Deuteronomy,Protocanonical,Torah,OT,Biblical
4Q36,4Q Deut,Deuteronomy,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,15,NA,Deuteronomy,Protocanonical,Torah,OT,Biblical
4Q37,4Q Deut,Deuteronomy,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,94,"ten commandments, decalogue, milk and honey
I am the Lord your God, who brought you out of the land of Egypt out
of the house of slavery; you shall have no other gods before me

You shall not make for yourself an idol whether in the form of
anything that is in heaven above or that is on the earth beneath or
that is in the water under the earth You shall not bow down to them
or worship them for I the Lord your God am a jealous God, punishing
children for the iniquity of parents to the third and fourth
generation of those who reject me but showing steadfast love to the
thousandth generation of those who love me and keep my commandments.

11 You shall not make wrongful use of the name of the Lord your God,
for the Lord will not acquit anyone who misuses his name.

12 Observe the sabbath day and keep it holy, as the Lord your God
commanded you. 13For six days you shall labour and do all your work.
14But the seventh day is a sabbath to the Lord your God; you shall
not do any work you or your son or your daughter, or your male or
female slave, or your ox or your donkey, or any of your livestock,
or
the resident alien in your towns, so that your male and female slave
may rest as well as you. 15Remember that you were a slave in the
land
of Egypt, and the Lord your God brought you out from there with a
mighty hand and an outstretched arm; therefore the Lord your God
commanded you to keep the sabbath day
Honour your father and your mother as the Lord your God commanded
you so that your days may be long and that it may go well with you
in the land that the Lord your God is giving you
You shall not murder
Neither shall you commit adultery
Neither shall you steal
Neither shall you bear false witness against your neighbour
Neither shall you covet your neighbour’s wife
Neither shall you desire your neighbour’s house or field or male or
female slave or ox or donkey or anything that belongs to your
neighbour

עשרת הדברות, חלב ודבש, דבש

ויקרא משה אל כל ישראל ויאמר אלהם שמע ישראל את החקים ואת המשפטים אשר
אנכי דבר באזניכם היום ולמדתם אתם ושמרתם לעשתם יהוה אלהינו, כרת עמנו
ברית בחרב לא את אבתינו, כרת יהוה את הברית הזאת כי אתנו אנחנו אלה פה
היום כלנו חיים פנים בפנים, דבר יהוה עמכם בהר מתוך האש אנכי עמד בין
יהוה וביניכם בעת ההוא להגיד לכם את דבר יהוה  כי יראתם מפני האש
ולא-עליתם בהר לאמר אנכי יהוה אלהיך אשר הוצאתיך מארץ מצרים מבית עבדים

לא יהיה לך אלהים אחרים על פני לא תעשה לך פסל כל תמונה אשר בשמים ממעל
ואשר בארץ מתחת ואשר במים מתחת לארץ לא תשתחוה להם ולא תעבדם כי אנכי
יהוה אלהיך אל קנא פקד עון אבות על בנים ועל שלשים ועל רבעים לשנאי
ועשה
חסד לאלפים לאהבי ולשמרי מצותו מצותי לא תשא את שם יהוה אלהיך לשוא  כי
לא ינקה יהוה את אשר ישא את שמו לשוא
שמור את יום השבת לקדשו כאשר צוך יהוה אלהיך ששת ימים תעבד ועשית כל
לאכתך ויום השביעי שבת ליהוה אלהיךלא תעשה כל מלאכה אתה ובנך ובתך
ועבדך
ואמתך ושורך וחמרך וכל בהמתך וגרך אשר בשעריך למען ינוח עבדך ואמתך
כמוך
וזכרת, כי עבד היית בארץ מצרים ויצאך יהוה אלהיך משם ביד חזקה ובזרע
נטויה על כן צוך יהוה אלהיך לעשות את יום השבת  כבד את אביך ואת אמך
כאשר צוך יהוה אלהיך למען יאריכן ימיך ולמען ייטב לך על האדמה אשר יהוה
אלהיך נתן לך לא תרצח ולא תנאף  ולא תגנב  ולא תענה ברעך עד שוא  
ולא תחמד אשת רעך ולא תתאוה בית רעך שדהו ועבדו ואמתו שורו וחמרו וכל
אשר לרעך את הדברים האלה דבר יהוה אל כל קהלכם בהר מתוך האש הענן
והערפל
קול גדול ולא יסף ויכתבם על שני לחת אבנים ויתנם אלי",Exodus,Protocanonical,Torah,OT,Biblical
4Q38,4Q Deut,Deuteronomy,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,48,"ten commandments, decalogue
עשרת הדברות -|- milk and honey
חלב ודבש, דבש",Deuteronomy,Protocanonical,Torah,OT,Biblical
4Q39,4Q Deut,Deuteronomy,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,29,NA,Deuteronomy,Protocanonical,Torah,OT,Biblical
4Q40,4Q Deut,Deuteronomy,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,14,NA,Deuteronomy,Protocanonical,Torah,OT,Biblical
4Q41,4Q Deut,Deuteronomy,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,10,"Ten commandments, Decalogue, milk and honey

I am the Lord your God who brought you out of the land of Egypt out
of the house of slavery you shall have no other gods before me You
shall not make for yourself an idol, whether in the form of anything
that is in heaven above, or that is on the earth beneath, or that is
in the water under the earth You shall not bow down to them or
worship them for I the Lord your God am a jealous God punishing
children for the iniquity of parents to the third and fourth
generation of those who reject me but showing steadfast love to the
thousandth generation of those who love me and keep my commandments
You shall not make wrongful use of the name of the Lord your God,
for
the Lord will not acquit anyone who misuses his name. Observe the
sabbath day and keep it holy as the Lord your God commanded you For
six days you shall labour and do all your work But the seventh day
is
a sabbath to the Lord your God you shall not do any work you or your
son or your daughter or your male or female slave or  your ox or
your
donkey or any of your livestock or the resident alien in your towns
so that your male and female slave may rest as well as you Remember
that you were a slave in the land of Egypt, and the Lord your God
brought you out from there with a mighty hand and an outstretched
arm
therefore the Lord your God commanded you to keep the sabbath day
Honour your father and your mother, as the Lord your God commanded
you, so that your days may be long and that it may go well with you
in the land that the Lord your God is giving you You shall not
murder
Neither shall you commit adultery Neither shall you steal Neither
shall you bear false witness against your neighbour Neither shall
you
covet your neighbour’s wife Neither shall you desire your
neighbour’s
house or field, or male or female slave or ox or donkey or anything
that belongs to your neighbour

עשרת הדברות, ברכת המזון, חלב ודבש, דבש

ויקרא משה אל כל ישראל ויאמר אלהם שמע ישראל את החקים ואת המשפטים אשר
אנכי דבר באזניכם היום ולמדתם אתם ושמרתם לעשתם יהוה אלהינו, כרת עמנו
ברית בחרב לא את אבתינו, כרת יהוה את הברית הזאת כי אתנו אנחנו אלה פה
היום כלנו חיים פנים בפנים, דבר יהוה עמכם בהר מתוך האש אנכי עמד בין
יהוה וביניכם בעת ההוא להגיד לכם את דבר יהוה  כי יראתם מפני האש
ולא-עליתם בהר לאמר אנכי יהוה אלהיך אשר הוצאתיך מארץ מצרים מבית עבדים
לא יהיה לך אלהים אחרים על פני לא תעשה לך פסל כל תמונה אשר בשמים
ממעל
ואשר בארץ מתחת ואשר במים מתחת לארץ לא תשתחוה להם ולא תעבדם כי אנכי
יהוה אלהיך אל קנא פקד עון אבות על בנים ועל שלשים ועל רבעים לשנאי
ועשה
חסד לאלפים לאהבי ולשמרי מצותו מצותי לא תשא את שם יהוה אלהיך לשוא  כי
לא ינקה יהוה את אשר ישא את שמו לשוא שמור את יום השבת לקדשו כאשר צוך
יהוה אלהיך ששת ימים תעבד ועשית כל לאכתך ויום השביעי שבת ליהוה
אלהיךלא
תעשה כל מלאכה אתה ובנך ובתך ועבדך ואמתך ושורך וחמרך וכל בהמתך וגרך
אשר בשעריך למען ינוח עבדך ואמתך כמוך וזכרת, כי עבד היית בארץ מצרים
ויצאך יהוה אלהיך משם ביד חזקה ובזרע נטויה על כן צוך יהוה אלהיך לעשות
את יום השבת  כבד את אביך ואת אמך כאשר צוך יהוה אלהיך למען יאריכן
ימיך
ולמען ייטב לך על האדמה אשר יהוה אלהיך נתן לך לא תרצח ולא תנאף  ולא
תגנב  ולא תענה ברעך עד שוא  													
ולא תחמד אשת רעך ולא תתאוה בית רעך שדהו ועבדו ואמתו שורו וחמרו וכל
אשר לרעך את הדברים האלה דבר יהוה אל כל קהלכם בהר מתוך האש הענן
והערפל
קול גדול ולא יסף ויכתבם על שני לחת אבנים ויתנם אלי",Deuteronomy,Protocanonical,Torah,OT,Biblical
4Q42,4Q Deut,Deuteronomy,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,38,"ten commandments, decalogue
עשרת הדברות",Deuteronomy,Protocanonical,Torah,OT,Biblical
4Q43,4Q Deut,Deuteronomy,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,12,NA,Deuteronomy,Protocanonical,Torah,OT,Biblical
4Q44,4Q Deut,Deuteronomy,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,3,NA,Deuteronomy,Protocanonical,Torah,OT,Biblical
4Q45,4Q paleoDeut,paleoDeuteronomy,Scripture,Hebrew,Paleo-Hebrew,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,12,NA,Deuteronomy,Protocanonical,Torah,OT,Biblical
4Q46,4Q paleoDeut,paleoDeuteronomy,Scripture,Hebrew,Paleo-Hebrew,Parchment,Early Hellenistic,"Qumran, Cave 4",Qumran,4,1,NA,Deuteronomy,Protocanonical,Torah,OT,Biblical
4Q47,4Q Josh,Joshua,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,44,NA,Joshua,Protocanonical,Nevi'im,OT,Biblical
4Q48,4Q Josh,Joshua,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,18,NA,Joshua,Protocanonical,Nevi'im,OT,Biblical
4Q49,4Q Judg,Judges,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,6,NA,Judges,Protocanonical,Nevi'im,OT,Biblical
4Q50,4Q Judg,Judges,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,12,NA,Judges,Protocanonical,Nevi'im,OT,Biblical
4Q51,,Samuel,Unidentified Text,Unidentified,,Parchment,,"Qumran, Cave 4",Qumran,4,726,NA,Samuel,Protocanonical,Nevi'im,OT,Biblical
4Q52,4Q Sam,Samuel,Scripture,Hebrew,Square,Parchment,Early Hellenistic,"Qumran, Cave 4",Qumran,4,54,NA,Samuel,Protocanonical,Nevi'im,OT,Biblical
4Q53,4Q Sam,Samuel,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,39,NA,Samuel,Protocanonical,Nevi'im,OT,Biblical
4Q54,4Q Kgs,Kings,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,24,NA,Kings,Protocanonical,Nevi'im,OT,Biblical
4Q55,4Q Isa,Isaiah,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,47,"Babylonia
בבל",Isaiah,Protocanonical,Nevi'im,OT,Biblical
4Q56,4Q Isa,Isaiah,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,87,"Babylonia
בבל",Isaiah,Protocanonical,Nevi'im,OT,Biblical
4Q57,4Q Isa,Isaiah,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,181,"The wolf also shall dwell with the lamb, and the leopard shall lie
down with the kid; and the calf and the young lion and the fatling
together; and a little child shall lead them.

וגר זאב עם-כבש, ונמר עם-גדי ירבץ; ועגל וכפיר ומריא יחדו, ונער קטן נהג
בם.",Isaiah,Protocanonical,Nevi'im,OT,Biblical
4Q58,4Q Isa,Isaiah,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,52,NA,Isaiah,Protocanonical,Nevi'im,OT,Biblical
4Q59,4Q Isa,Isaiah,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,15,"Babylonia
בבל",Isaiah,Protocanonical,Nevi'im,OT,Biblical
4Q60,4Q Isa,Isaiah,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,87,NA,Isaiah,Protocanonical,Nevi'im,OT,Biblical
4Q61,4Q Isa,Isaiah,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,19,NA,Isaiah,Protocanonical,Nevi'im,OT,Biblical
4Q62,4Q Isa,Isaiah,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,16,NA,Isaiah,Protocanonical,Nevi'im,OT,Biblical
4Q63,4Q Isa,Isaiah,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,7,NA,Isaiah,Protocanonical,Nevi'im,OT,Biblical
4Q64,4Q Isa,Isaiah,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,14,NA,Isaiah,Protocanonical,Nevi'im,OT,Biblical
4Q65,4Q Isa,Isaiah,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,16,NA,Isaiah,Protocanonical,Nevi'im,OT,Biblical
4Q66,4Q Isa,Isaiah,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,21,NA,Isaiah,Protocanonical,Nevi'im,OT,Biblical
4Q67,4Q Isa,Isaiah,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,5,NA,Isaiah,Protocanonical,Nevi'im,OT,Biblical
4Q68,4Q Isa,Isaiah,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,6,NA,Isaiah,Protocanonical,Nevi'im,OT,Biblical
4Q69,4Q papIsa,Isaiah,Scripture,Hebrew,Square,Papyrus,Hasmonean,"Qumran, Cave 4",Qumran,4,11,NA,Isaiah,Protocanonical,Nevi'im,OT,Biblical
4Q70,4Q Jer,Jeremiah,Scripture,Hebrew,Square,Parchment,Early Hellenistic,"Qumran, Cave 4",Qumran,4,108,NA,Jeremiah,Protocanonical,Nevi'im,OT,Biblical
4Q71,4Q Jer,Jeremiah,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,8,NA,Jeremiah,Protocanonical,Nevi'im,OT,Biblical
4Q72,4Q Jer,Jeremiah,Scripture,Hebrew,Square,Parchment,Early Hellenistic,"Qumran, Cave 4",Qumran,4,170,"Babylonia
בבל",Jeremiah,Protocanonical,Nevi'im,OT,Biblical
4Q73,4Q Ezek,Ezekiel,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,14,"Throne Vision
חזון המרכבה -|- Throne Vision	
חזון המרכבה",Ezekiel,Protocanonical,Nevi'im,OT,Biblical
4Q74,4Q Ezek,Ezekiel,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,17,NA,Ezekiel,Protocanonical,Nevi'im,OT,Biblical
4Q75,4Q Ezek,Ezekiel,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,5,NA,Ezekiel,Protocanonical,Nevi'im,OT,Biblical
4Q76,4Q XII,Minor Prophets,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,65,NA,Minor Prophets (Twelve),Protocanonical,Nevi'im,OT,Biblical
4Q77,4Q XII,Minor Prophets,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,17,NA,Minor Prophets (Twelve),Protocanonical,Nevi'im,OT,Biblical
4Q78,4Q XII,Minor Prophets,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,111,NA,Minor Prophets (Twelve),Protocanonical,Nevi'im,OT,Biblical
4Q79,4Q XII,Minor Prophets,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,6,NA,Minor Prophets (Twelve),Protocanonical,Nevi'im,OT,Biblical
4Q80,4Q XII,Minor Prophets,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,7,"Babylonia
בבל",Minor Prophets (Twelve),Protocanonical,Nevi'im,OT,Biblical
4Q81,4Q XII,Minor Prophets,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,14,NA,Minor Prophets (Twelve),Protocanonical,Nevi'im,OT,Biblical
4Q82,4Q XII,Minor Prophets,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,356,NA,Minor Prophets (Twelve),Protocanonical,Nevi'im,OT,Biblical
4Q83,4Q Ps,Psalms,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,46,NA,Psalms,Protocanonical,Ketuvim,OT,Biblical
4Q84,4Q Ps,Psalms,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,65,NA,Psalms,Protocanonical,Ketuvim,OT,Biblical
4Q85,4Q Ps,Psalms,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,67,NA,Psalms,Protocanonical,Ketuvim,OT,Biblical
4Q86,4Q Ps,Psalms,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,37,NA,Psalms,Protocanonical,Ketuvim,OT,Biblical
4Q87,4Q Ps,Psalms,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,91,NA,Psalms,Protocanonical,Ketuvim,OT,Biblical
4Q88,4Q Ps,Psalms,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,52,"Belial, star
בליעל, כוכב",Psalms,Protocanonical,Ketuvim,OT,Biblical
4Q89,4Q Ps,Psalms,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,17,NA,Psalms,Protocanonical,Ketuvim,OT,Biblical
4Q90,4Q Ps,Psalms,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,6,NA,Psalms,Protocanonical,Ketuvim,OT,Biblical
4Q91,4Q Ps,Psalms,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,31,NA,Psalms,Protocanonical,Ketuvim,OT,Biblical
4Q92,4Q Ps,Psalms,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,7,NA,Psalms,Protocanonical,Ketuvim,OT,Biblical
4Q93,4Q Ps,Psalms,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,7,NA,Psalms,Protocanonical,Ketuvim,OT,Biblical
4Q94,4Q Ps,Psalms,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,26,NA,Psalms,Protocanonical,Ketuvim,OT,Biblical
4Q95,4Q Ps,Psalms,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,11,NA,Psalms,Protocanonical,Ketuvim,OT,Biblical
4Q96,4Q Ps,Psalms,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,9,NA,Psalms,Protocanonical,Ketuvim,OT,Biblical
4Q97,4Q Ps,Psalms,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,9,NA,Psalms,Protocanonical,Ketuvim,OT,Biblical
4Q98,4Q Ps,Psalms,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,20,NA,Psalms,Protocanonical,Ketuvim,OT,Biblical
4Q99,4Q Job,Job,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,51,NA,Job,Protocanonical,Ketuvim,OT,Biblical
4Q100,4Q Job,Job,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,13,NA,Job,Protocanonical,Ketuvim,OT,Biblical
4Q101,4Q paleoJob,paleoJob,Scripture,Hebrew,Paleo-Hebrew,Parchment,Early Hellenistic,"Qumran, Cave 4",Qumran,4,4,NA,Job,Protocanonical,Ketuvim,OT,Biblical
4Q102,4Q Prov,Proverbs,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,8,NA,Proverbs,Protocanonical,Ketuvim,OT,Biblical
4Q103,4Q Prov,Proverbs,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,26,NA,Proverbs,Protocanonical,Ketuvim,OT,Biblical
4Q104,4Q Ruth,Ruth,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,6,NA,Ruth,Protocanonical,Ketuvim,OT,Biblical
4Q105,4Q Ruth,Ruth,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,16,NA,Ruth,Protocanonical,Ketuvim,OT,Biblical
4Q106,4Q Cant,Song of Songs,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,8,NA,Pesher (Commentary),Non-canonical,Sectarian,Non-biblical,Sectarian
4Q107,4Q Cant,Song of Songs,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,12,NA,Pesher (Commentary),Non-canonical,Sectarian,Non-biblical,Sectarian
4Q108,4Q Cant,Song of Songs,Scripture,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 4",Qumran,4,5,NA,Pesher (Commentary),Non-canonical,Sectarian,Non-biblical,Sectarian
4Q109,4Q Qoh,Qohelet,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,11,NA,Ecclesiastes,Protocanonical,Ketuvim,OT,Biblical
4Q110,4Q Qoh,Qohelet,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,11,NA,Ecclesiastes,Protocanonical,Ketuvim,OT,Biblical
4Q111,4Q Lam,Lamentations,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,26,NA,Lamentations,Protocanonical,Ketuvim,OT,Biblical
4Q112,4Q Dan,Daniel,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,49,NA,Daniel,Protocanonical,Ketuvim,OT,Biblical
4Q113,4Q Dan,Daniel,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,44,NA,Daniel,Protocanonical,Ketuvim,OT,Biblical
4Q114,4Q Dan,Daniel,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,9,NA,Daniel,Protocanonical,Ketuvim,OT,Biblical
