repair_id,repair_date,repair_cafe_number,repair_cafe_name,country,kind_of_product,category,brand,estimated_year_of_production,repaired,repairability
0195_2024_1019_1774,2024-10-19,195,Ochtrup DE,DE,Stick mixer / Hand blender,Household appliances electric,ESGE,NA,yes,5
0195_2024_1019_1773,2024-10-19,195,Ochtrup DE,DE,Water pump,Household appliances electric,Grundfos,NA,yes,1
0195_2024_1102_1772,2024-11-02,195,Ochtrup DE,DE,Mixer / Blender,Household appliances electric,Krups,NA,yes,4
0195_2024_1019_1770,2024-10-19,195,Ochtrup DE,DE,Printer,Computer equipment / phones,Brother,NA,no,10
0195_2024_1019_1767,2024-10-19,195,Ochtrup DE,DE,Food processor,Household appliances electric,KitchenAid,NA,yes,2
0195_2024_1019_1766,2024-10-19,195,Ochtrup DE,DE,Vacuum cleaner,Household appliances electric,AEG Electrolux,NA,yes,2
0195_2024_1019_1764,2024-10-19,195,Ochtrup DE,DE,Paper shredder,Household appliances electric,Rexel,NA,yes,2
0195_2024_1019_1763,2024-10-19,195,Ochtrup DE,DE,Tablet,Computer equipment / phones,Trekstor,NA,yes,3
0195_2024_1019_1762,2024-10-19,195,Ochtrup DE,DE,Pressure washer / High-pressure cleaner / Jet washer,Tools electric,King craft,NA,yes,2
0195_2024_1019_1761,2024-10-19,195,Ochtrup DE,DE,Recliner / relax chair,Furniture,Himolla,NA,yes,3
0195_2024_1019_1760,2024-10-19,195,Ochtrup DE,DE,Steam iron / Steam ironing station,Household appliances electric,Braun,NA,no,10
0195_2024_1019_1759,2024-10-19,195,Ochtrup DE,DE,Mixer / Blender,Household appliances electric,Bosch,NA,yes,3
0195_2024_1019_1757,2024-10-19,195,Ochtrup DE,DE,Charging cable,Other,AEG-Telefunken,NA,yes,10
0195_2024_1019_1756,2024-10-19,195,Ochtrup DE,DE,Printer / scanner,Computer equipment / phones,Sony,NA,no,10
0195_2024_1019_1755,2024-10-19,195,Ochtrup DE,DE,Vacuum cleaner,Household appliances electric,Miele,NA,yes,4
0195_2024_1019_1754,2024-10-19,195,Ochtrup DE,DE,Mixer / Blender,Household appliances electric,Krups,NA,no,10
0195_2024_1019_1752,2024-10-19,195,Ochtrup DE,DE,Radio / CD player,Display and sound equipment,Philips,NA,yes,3
0195_2024_1019_1750,2024-10-19,195,Ochtrup DE,DE,Food processor,Household appliances electric,Bosch,NA,half,5
0195_2024_1019_1749,2024-10-19,195,Ochtrup DE,DE,Mixer / Blender,Household appliances electric,Bosch,NA,yes,3
0195_2024_1019_1747,2024-10-19,195,Ochtrup DE,DE,Laundry basket,Household appliances non-electric,Unknown/n.a.,NA,yes,4
0195_2024_1019_1744,2024-10-19,195,Ochtrup DE,DE,Walkman,Display and sound equipment,Panasonic,NA,yes,2
0195_2024_1019_1743,2024-10-19,195,Ochtrup DE,DE,Jigsaw tool,Tools electric,Metabo,NA,yes,2
0195_2024_0928_1742,2024-09-28,195,Ochtrup DE,DE,Vacuum cleaner,Household appliances electric,Dyson,NA,yes,2
0195_2024_0928_1741,2024-09-28,195,Ochtrup DE,DE,Upright vacuum cleaner,Household appliances electric,Miele,NA,yes,2
0195_2024_0928_1740,2024-09-28,195,Ochtrup DE,DE,Compressor,Tools electric,Einhell,NA,yes,2
0195_2024_0928_1739,2024-09-28,195,Ochtrup DE,DE,Toaster,Household appliances electric,Unknown/n.a.,NA,yes,4
0195_2024_0921_1737,2024-09-21,195,Ochtrup DE,DE,Electric lawnmower,Tools electric,Gardena,NA,yes,5
0195_2024_0918_1735,2024-09-18,195,Ochtrup DE,DE,Window vacuum cleaner,Household appliances electric,Kärcher,NA,yes,3
0195_2024_0918_1734,2024-09-18,195,Ochtrup DE,DE,Satellite receiver,Display and sound equipment,Octagon,NA,no,10
0195_2024_0918_1731,2024-09-18,195,Ochtrup DE,DE,Mosquito net,Textile,Unknown/n.a.,NA,yes,4
0195_2024_0918_1730,2024-09-18,195,Ochtrup DE,DE,Iron,Household appliances electric,Braun,NA,no,10
0195_2024_0918_1729,2024-09-18,195,Ochtrup DE,DE,Haarfön,Household appliances electric,General Technik,NA,yes,4
0195_2024_0918_1727,2024-09-18,195,Ochtrup DE,DE,Frying pan,Household appliances electric,Bartscher,NA,yes,3
0195_2024_0918_1726,2024-09-18,195,Ochtrup DE,DE,Iron,Household appliances electric,Philips,NA,yes,3
0195_2024_0918_1725,2024-09-18,195,Ochtrup DE,DE,Coffee maker,Household appliances electric,Krups Nespresso,NA,no,10
0195_2024_0918_1724,2024-09-18,195,Ochtrup DE,DE,Sound bar,Display and sound equipment,Bose,NA,no,10
0195_2024_0918_1722,2024-09-18,195,Ochtrup DE,DE,Table grill,Household appliances electric,Quigg,NA,yes,4
0195_2024_0918_1721,2024-09-18,195,Ochtrup DE,DE,Radio / tape recorder,Display and sound equipment,Medion,NA,yes,3
0195_2024_0918_1718,2024-09-18,195,Ochtrup DE,DE,Radio,Display and sound equipment,Panasonic,NA,yes,2
0195_2024_0918_1716,2024-09-18,195,Ochtrup DE,DE,Vacuum cleaner,Household appliances electric,AEG Electrolux,NA,yes,5
0195_2024_0918_1715,2024-09-18,195,Ochtrup DE,DE,Steam iron / Steam ironing station,Household appliances electric,Quigg,NA,yes,3
0195_2024_0918_1713,2024-09-18,195,Ochtrup DE,DE,Vacuum cleaner,Household appliances electric,Vorwerk,NA,yes,2
0195_2024_0918_1712,2024-09-18,195,Ochtrup DE,DE,Shaver / Razor,Household appliances electric,Braun,NA,yes,4
0195_2024_0918_1711,2024-09-18,195,Ochtrup DE,DE,Fan,Household appliances electric,Daewoo,NA,no,10
0195_2024_0918_1710,2024-09-18,195,Ochtrup DE,DE,Steam iron / Steam ironing station,Household appliances electric,Tefal,NA,yes,2
0195_2024_0918_1709,2024-09-18,195,Ochtrup DE,DE,Pressure washer / High-pressure cleaner / Jet washer,Tools electric,Kärcher,NA,yes,4
0195_2024_0918_1706,2024-09-18,195,Ochtrup DE,DE,Microwave,Household appliances electric,Severin,NA,yes,4
0195_2024_0828_1705,2024-08-28,195,Ochtrup DE,DE,Sunshade / Awning,Other,Sun Garden,NA,yes,3
0195_2024_0828_1704,2024-08-28,195,Ochtrup DE,DE,Radio / tape recorder,Display and sound equipment,Tchibo,NA,yes,4
0195_2024_0828_1702,2024-08-28,195,Ochtrup DE,DE,Mixer / Blender,Household appliances electric,Bosch Siemens,NA,yes,4
0195_2024_0817_1700,2024-08-17,195,Ochtrup DE,DE,Playstation,Computer equipment / phones,Sony,NA,yes,4
0195_2024_0817_1698,2024-08-17,195,Ochtrup DE,DE,Radio / tape recorder,Display and sound equipment,Unknown/n.a.,NA,yes,4
0195_2024_0817_1697,2024-08-17,195,Ochtrup DE,DE,Table grill,Household appliances electric,Tefal,NA,yes,5
0195_2024_0817_1696,2024-08-17,195,Ochtrup DE,DE,Stove / Cooker,Household appliances electric,Neff,NA,yes,5
0195_2024_0817_1695,2024-08-17,195,Ochtrup DE,DE,Weather station,Other,Lidl,NA,no,10
0195_2024_0817_1693,2024-08-17,195,Ochtrup DE,DE,Alarm clock radio,Clocks / alarm clocks,Medion,NA,yes,4
0673_2025_0517_008,2025-05-17,673,Deventer,NL,Dehumidifier,Household appliances electric,Clean Air,2022,yes,6
0664_2025_0525_056,2025-05-25,664,Montreal,CA,Shorts,Textile,Unknown/n.a.,NA,yes,9
0664_2025_0525_055,2025-05-25,664,Montreal,CA,Shorts,Textile,Unknown/n.a.,NA,yes,NA
0664_2025_0525_054,2025-05-25,664,Montreal,CA,Backpack / Rucksack,Textile,Unknown/n.a.,NA,yes,8
0664_2025_0525_053,2025-05-25,664,Montreal,CA,Clothing / garment,Textile,Unknown/n.a.,NA,yes,7
0664_2025_0525_052,2025-05-25,664,Montreal,CA,Skirt,Textile,Unknown/n.a.,NA,yes,5
0664_2025_0525_051,2025-05-25,664,Montreal,CA,Bedspread / Comforter,Textile,Unknown/n.a.,NA,half,NA
0664_2025_0525_046,2025-05-25,664,Montreal,CA,Panini maker,Household appliances electric,Krups,NA,no,NA
0664_2025_0525_045,2025-05-25,664,Montreal,CA,Table lamp,Household appliances electric,Unknown/n.a.,NA,half,NA
0664_2025_0525_044,2025-05-25,664,Montreal,CA,Paper shredder,Household appliances electric,TRU RED,NA,yes,6
0664_2025_0525_041,2025-05-25,664,Montreal,CA,Cream whisk / Whisk beater,Household appliances electric,General Electric,NA,yes,7
0664_2025_0525_040,2025-05-25,664,Montreal,CA,Coffee grinder,Household appliances electric,Black+Decker,NA,no,NA
0664_2025_0525_038,2025-05-25,664,Montreal,CA,Food processor,Household appliances electric,KitchenAid,NA,no,NA
0664_2025_0525_035,2025-05-25,664,Montreal,CA,Adapter,Computer equipment / phones,Unknown/n.a.,NA,yes,NA
0664_2025_0525_033,2025-05-25,664,Montreal,CA,Vacuum cleaner,Household appliances electric,Dyson,NA,yes,NA
0664_2025_0525_032,2025-05-25,664,Montreal,CA,Laundry rack / Drying rack,Household appliances non-electric,Conair,NA,yes,NA
0664_2025_0525_030,2025-05-25,664,Montreal,CA,Food processor,Household appliances electric,Hamilton Beach,NA,yes,NA
0664_2025_0525_029,2025-05-25,664,Montreal,CA,Heating pad / heat cushion,Household appliances electric,Unknown/n.a.,NA,yes,5
0664_2025_0525_028,2025-05-25,664,Montreal,CA,Backpack / Rucksack,Textile,Unknown/n.a.,NA,yes,9
0664_2025_0525_027,2025-05-25,664,Montreal,CA,Coffee maker,Household appliances electric,Breville,NA,no,3
0664_2025_0525_026,2025-05-25,664,Montreal,CA,Coat / Jacket,Textile,Point Zero,NA,yes,8
0664_2025_0525_025,2025-05-25,664,Montreal,CA,Steam appliance (for textiles),Household appliances electric,Conair,NA,half,10
0664_2025_0525_024,2025-05-25,664,Montreal,CA,Robotic vacuum cleaner,Household appliances electric,Roomba,NA,half,NA
0664_2025_0525_023,2025-05-25,664,Montreal,CA,Coffee maker,Household appliances electric,Breville,NA,yes,NA
0664_2025_0525_022,2025-05-25,664,Montreal,CA,Coffee maker,Household appliances electric,Saeco,NA,no,10
0664_2025_0525_021,2025-05-25,664,Montreal,CA,Coffee grinder,Household appliances electric,Braun,NA,yes,8
0664_2025_0525_020,2025-05-25,664,Montreal,CA,Doll,Toys non-electric,Unknown/n.a.,NA,yes,8
0664_2025_0525_019,2025-05-25,664,Montreal,CA,Toaster,Household appliances electric,Ricardo,NA,yes,NA
0664_2025_0525_018,2025-05-25,664,Montreal,CA,Iron,Household appliances electric,T-FAL,NA,yes,NA
0129_2025_0719_063,2025-07-19,129,Maple Ridge,CA,Folder / Binder,Other,Unknown/n.a.,NA,yes,10
0129_2025_0719_054,2025-07-19,129,Maple Ridge,CA,Paper shredder,Household appliances electric,Unknown/n.a.,NA,yes,5
0129_2025_0719_009,2025-07-19,129,Maple Ridge,CA,Shopping cart / shopping trolley,Other,Unknown/n.a.,NA,yes,3
0129_2025_0719_037,2025-07-19,129,Maple Ridge,CA,Banner,Other,Unknown/n.a.,NA,yes,5
0129_2025_0719_036,2025-07-19,129,Maple Ridge,CA,Banner,Other,Unknown/n.a.,NA,yes,9
0129_2025_0719_035,2025-07-19,129,Maple Ridge,CA,Trousers / pants,Textile,Unknown/n.a.,NA,yes,10
0129_2025_0719_034,2025-07-19,129,Maple Ridge,CA,Sewing machine,Household appliances electric,Unknown/n.a.,NA,yes,10
0129_2025_0719_033,2025-07-19,129,Maple Ridge,CA,Lamp / Lighting,Household appliances electric,Unknown/n.a.,NA,no,10
0129_2025_0719_032,2025-07-19,129,Maple Ridge,CA,Car key,Other,Mazda,NA,half,10
0129_2025_0719_027,2025-07-19,129,Maple Ridge,CA,Necklace / Chain,Jewelry,Unknown/n.a.,NA,yes,10
0129_2025_0719_030,2025-07-19,129,Maple Ridge,CA,Vacuum cleaner,Household appliances electric,Dyson,2018,half,5
0129_2025_0719_029,2025-07-19,129,Maple Ridge,CA,Necklace / Chain,Jewelry,Unknown/n.a.,NA,yes,10
0129_2025_0719_028,2025-07-19,129,Maple Ridge,CA,Necklace / Chain,Jewelry,Unknown/n.a.,NA,yes,10
0129_2025_0719_026,2025-07-19,129,Maple Ridge,CA,Lamp / Lighting,Household appliances electric,Unknown/n.a.,NA,yes,8
0129_2025_0719_025,2025-07-19,129,Maple Ridge,CA,Lamp / Lighting,Household appliances electric,Unknown/n.a.,NA,yes,10
0129_2025_0719_024,2025-07-19,129,Maple Ridge,CA,Vacuum cleaner,Household appliances electric,Bissell,NA,yes,9
0129_2025_0719_023,2025-07-19,129,Maple Ridge,CA,Earrings,Jewelry,Unknown/n.a.,NA,yes,10
0129_2025_0719_022,2025-07-19,129,Maple Ridge,CA,Wall clock,Clocks / alarm clocks,Unknown/n.a.,NA,no,10
0129_2025_0719_021,2025-07-19,129,Maple Ridge,CA,Trousers / pants,Textile,Unknown/n.a.,NA,yes,9
0129_2025_0719_055,2025-07-19,129,Maple Ridge,CA,Electric toothbrush,Household appliances electric,Sonic,NA,no,1
0129_2025_0719_053,2025-07-19,129,Maple Ridge,CA,Table lamp,Household appliances electric,Unknown/n.a.,NA,yes,9
0129_2025_0719_052,2025-07-19,129,Maple Ridge,CA,E-bike,Bicycles,Unknown/n.a.,NA,half,5
0129_2025_0719_051,2025-07-19,129,Maple Ridge,CA,Sock,Textile,Unknown/n.a.,NA,yes,8
0129_2025_0719_050,2025-07-19,129,Maple Ridge,CA,T-shirt / Shirt,Textile,Unknown/n.a.,NA,yes,2
0129_2025_0719_049,2025-07-19,129,Maple Ridge,CA,Fitted sheet,Textile,Unknown/n.a.,NA,yes,6
0129_2025_0719_048,2025-07-19,129,Maple Ridge,CA,Hair dryer,Household appliances electric,Unknown/n.a.,NA,no,1
0129_2025_0719_047,2025-07-19,129,Maple Ridge,CA,Electric kettle / Electric jug,Household appliances electric,Black+Decker,NA,no,3
0129_2025_0719_046,2025-07-19,129,Maple Ridge,CA,Jacket / Blazer,Textile,Unknown/n.a.,NA,yes,10
0129_2025_0719_045,2025-07-19,129,Maple Ridge,CA,Clothing / garment,Textile,Unknown/n.a.,NA,yes,10
0129_2025_0719_044,2025-07-19,129,Maple Ridge,CA,T-shirt / Shirt,Textile,Unknown/n.a.,NA,yes,10
0129_2025_0719_020,2025-07-19,129,Maple Ridge,CA,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,NA,no,NA
0129_2025_0719_043,2025-07-19,129,Maple Ridge,CA,Dress,Textile,Unknown/n.a.,NA,yes,10
0129_2025_0719_042,2025-07-19,129,Maple Ridge,CA,Bag,Textile,Unknown/n.a.,NA,half,1
0129_2025_0719_019,2025-07-19,129,Maple Ridge,CA,T-shirt / Shirt,Textile,Unknown/n.a.,NA,yes,6
0129_2025_0719_018,2025-07-19,129,Maple Ridge,CA,Cuddly toy / Stuffed toy / Plushie / Soft toy,Toys non-electric,Unknown/n.a.,NA,yes,10
0129_2025_0719_040,2025-07-19,129,Maple Ridge,CA,Chair,Furniture,Unknown/n.a.,NA,yes,9
0129_2025_0719_039,2025-07-19,129,Maple Ridge,CA,Sewing machine,Household appliances electric,Unknown/n.a.,NA,half,5
0129_2025_0719_038,2025-07-19,129,Maple Ridge,CA,Bag,Textile,Unknown/n.a.,NA,no,1
0129_2025_0719_016,2025-07-19,129,Maple Ridge,CA,Coffee maker,Household appliances electric,Keurig,2022,yes,3
0129_2025_0719_074,2025-07-19,129,Maple Ridge,CA,Handbag / purse / clutch bag,Textile,Unknown/n.a.,NA,yes,8
0129_2025_0719_072,2025-07-19,129,Maple Ridge,CA,Necklace / Chain,Jewelry,Unknown/n.a.,NA,yes,7
0129_2025_0719_015,2025-07-19,129,Maple Ridge,CA,Coffee grinder,Household appliances electric,Starbucks,2005,yes,10
0129_2025_0719_073,2025-07-19,129,Maple Ridge,CA,Necklace / Chain,Jewelry,Unknown/n.a.,NA,yes,8
0129_2025_0719_014,2025-07-19,129,Maple Ridge,CA,Hair dryer,Household appliances electric,Unknown/n.a.,2000,yes,9
0129_2025_0719_071,2025-07-19,129,Maple Ridge,CA,Children's bicycle / Kid's bike,Bicycles,Unknown/n.a.,NA,yes,10
0129_2025_0719_070,2025-07-19,129,Maple Ridge,CA,Sewing machine,Household appliances electric,Unknown/n.a.,NA,yes,7
0129_2025_0719_069,2025-07-19,129,Maple Ridge,CA,Trousers / pants,Textile,Unknown/n.a.,NA,yes,1
0129_2025_0719_068,2025-07-19,129,Maple Ridge,CA,Necklace / Chain,Jewelry,Unknown/n.a.,NA,yes,1
0129_2025_0719_067,2025-07-19,129,Maple Ridge,CA,Lamp / Lighting,Household appliances electric,Unknown/n.a.,NA,yes,10
0129_2025_0719_066,2025-07-19,129,Maple Ridge,CA,Earrings,Jewelry,Unknown/n.a.,NA,yes,10
0129_2025_0719_065,2025-07-19,129,Maple Ridge,CA,Mixer / Blender,Household appliances electric,Instant Pot,2019,yes,9
0129_2025_0719_064,2025-07-19,129,Maple Ridge,CA,Handbag / purse / clutch bag,Textile,Unknown/n.a.,NA,yes,8
0129_2025_0719_062,2025-07-19,129,Maple Ridge,CA,Earrings,Jewelry,Unknown/n.a.,NA,no,1
0129_2025_0719_061,2025-07-19,129,Maple Ridge,CA,Earrings,Jewelry,Unknown/n.a.,NA,yes,10
0129_2025_0719_060,2025-07-19,129,Maple Ridge,CA,Earrings,Jewelry,Unknown/n.a.,NA,half,2
0129_2025_0719_059,2025-07-19,129,Maple Ridge,CA,Earrings,Jewelry,Unknown/n.a.,NA,yes,8
0129_2025_0719_058,2025-07-19,129,Maple Ridge,CA,Polo shirt,Textile,Unknown/n.a.,NA,yes,4
0129_2025_0719_013,2025-07-19,129,Maple Ridge,CA,Stereoset / music centre,Display and sound equipment,Panasonic,2000,yes,8
0129_2025_0719_057,2025-07-19,129,Maple Ridge,CA,Polo shirt,Textile,Unknown/n.a.,NA,yes,10
0129_2025_0719_056,2025-07-19,129,Maple Ridge,CA,Polo shirt,Textile,Unknown/n.a.,NA,yes,10
0129_2025_0719_011,2025-07-19,129,Maple Ridge,CA,Trousers / pants,Textile,Unknown/n.a.,NA,yes,5
0129_2025_0719_010,2025-07-19,129,Maple Ridge,CA,Necklace / Chain,Jewelry,Crystal,NA,yes,10
0129_2025_0719_008,2025-07-19,129,Maple Ridge,CA,Wall clock,Clocks / alarm clocks,Unknown/n.a.,NA,no,9
0129_2025_0719_007,2025-07-19,129,Maple Ridge,CA,Mantle clock,Clocks / alarm clocks,Solara,1970,yes,NA
0129_2025_0719_005,2025-07-19,129,Maple Ridge,CA,Vacuum cleaner,Household appliances electric,Unknown/n.a.,NA,no,NA
0129_2025_0719_003,2025-07-19,129,Maple Ridge,CA,Music box,Other,Unknown/n.a.,NA,no,NA
0129_2025_0719_002,2025-07-19,129,Maple Ridge,CA,Toaster oven,Household appliances electric,Breville,2024,yes,10
0129_2025_0719_001,2025-07-19,129,Maple Ridge,CA,Curtain,Textile,Unknown/n.a.,NA,yes,10
0664_2025_0525_016,2025-05-25,664,Montreal,CA,Microwave,Household appliances electric,Unknown/n.a.,NA,no,NA
0664_2025_0525_017,2025-05-25,664,Montreal,CA,Skirt,Textile,Unknown/n.a.,NA,yes,5
0664_2025_0525_015,2025-05-25,664,Montreal,CA,Trousers / pants,Textile,Unknown/n.a.,NA,yes,6
0664_2025_0525_014,2025-05-25,664,Montreal,CA,Screw drill,Tools electric,Makita,NA,no,2
0664_2025_0525_013,2025-05-25,664,Montreal,CA,Mélangeur à main,Household appliances electric,Paderno,NA,yes,NA
0664_2025_0721_011,2025-05-25,664,Montreal,CA,Pendulum,Clocks / alarm clocks,Unknown/n.a.,NA,half,NA
0664_2025_0525_012,2025-05-25,664,Montreal,CA,Handbag / purse / clutch bag,Textile,Unknown/n.a.,NA,yes,2
0664_2025_0525_010,2025-05-25,664,Montreal,CA,Audio player,Display and sound equipment,LUNII,NA,yes,NA
0852_2025_0126_011,2025-01-26,852,East Brunswick,US,Trousers / pants,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0126_012,2025-01-26,852,East Brunswick,US,Jewelry,Jewelry,Unknown/n.a.,NA,yes,NA
0852_2025_0126_013,2025-01-26,852,East Brunswick,US,Bracelet,Jewelry,Unknown/n.a.,NA,yes,NA
0852_2025_0126_015,2025-01-26,852,East Brunswick,US,Leggings,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0126_018,2025-01-26,852,East Brunswick,US,Trousers / pants,Textile,Unknown/n.a.,NA,no,NA
0852_2025_0126_017,2025-01-26,852,East Brunswick,US,Chair,Furniture,Unknown/n.a.,NA,yes,NA
0852_2025_0126_014,2025-01-26,852,East Brunswick,US,T-shirt / Shirt,Textile,Unknown/n.a.,NA,yes,NA
0664_2025_0525_009,2025-05-25,664,Montreal,CA,Tuner / amplifier / CD player,Display and sound equipment,Panasonic,NA,no,3
0852_2025_0126_019,2025-01-26,852,East Brunswick,US,Cuddly toy / Stuffed toy / Plushie / Soft toy,Toys non-electric,Unknown/n.a.,NA,yes,NA
0852_2025_0126_020,2025-01-26,852,East Brunswick,US,Jacket / Blazer,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0126_021,2025-01-26,852,East Brunswick,US,Jacket / Blazer,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0126_022,2025-01-26,852,East Brunswick,US,Jacket / Blazer,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0126_023,2025-01-26,852,East Brunswick,US,Necklace / Chain,Jewelry,Unknown/n.a.,NA,yes,NA
0664_2025_0525_008,2025-05-25,664,Montreal,CA,Toaster,Household appliances electric,Black+Decker,NA,yes,NA
0852_2025_0126_024,2025-01-26,852,East Brunswick,US,Backpack / Rucksack,Textile,Unknown/n.a.,NA,half,NA
0852_2025_0126_025,2025-01-26,852,East Brunswick,US,Cardigan sweater,Textile,Unknown/n.a.,NA,yes,NA
0664_2025_0525_007,2025-05-25,664,Montreal,CA,Table lamp,Household appliances electric,Unknown/n.a.,2002,yes,NA
0852_2025_0126_026,2025-01-26,852,East Brunswick,US,Necklace / Chain,Jewelry,Unknown/n.a.,NA,yes,NA
0852_2025_0126_027,2025-01-26,852,East Brunswick,US,Earrings,Jewelry,Unknown/n.a.,NA,yes,NA
0852_2025_0126_028,2025-01-26,852,East Brunswick,US,Trousers / pants,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0126_029,2025-01-26,852,East Brunswick,US,Necklace / Chain,Jewelry,Unknown/n.a.,NA,yes,NA
0664_2025_0525_006,2025-05-25,664,Montreal,CA,Food processor,Household appliances electric,Starfrit,NA,yes,6
0664_2025_0525_005,2025-05-25,664,Montreal,CA,Cardigan,Textile,Unknown/n.a.,NA,yes,10
0852_2025_0126_030,2025-01-26,852,East Brunswick,US,Handbag / purse / clutch bag,Textile,Unknown/n.a.,NA,yes,NA
0664_2025_0525_004,2025-05-25,664,Montreal,CA,Food processor,Household appliances electric,Braun,NA,yes,4
0852_2025_0126_031,2025-01-26,852,East Brunswick,US,Earrings,Jewelry,Unknown/n.a.,NA,half,NA
0852_2025_0126_032,2025-01-26,852,East Brunswick,US,Snow boots,Other,Unknown/n.a.,NA,half,NA
0664_2025_0525_003,2025-05-25,664,Montreal,CA,Doll,Toys non-electric,Unknown/n.a.,NA,yes,NA
0664_2025_0525_002,2025-05-25,664,Montreal,CA,Toaster oven,Household appliances electric,Panasonic,NA,yes,9
0852_2025_0126_033,2025-01-26,852,East Brunswick,US,Necklace / Chain,Jewelry,Unknown/n.a.,NA,yes,NA
0852_2025_0126_034,2025-01-26,852,East Brunswick,US,Earrings,Jewelry,Unknown/n.a.,NA,yes,NA
0852_2025_0126_035,2025-01-26,852,East Brunswick,US,Hat,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0126_036,2025-01-26,852,East Brunswick,US,Clothing / garment,Textile,Unknown/n.a.,NA,yes,NA
0664_2025_0525_001,2025-05-25,664,Montreal,CA,Fan,Household appliances electric,WeatherWorks,NA,yes,4
0852_2025_0126_037,2025-01-26,852,East Brunswick,US,Clothing / garment,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0126_038,2025-01-26,852,East Brunswick,US,Clothing / garment,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0126_039,2025-01-26,852,East Brunswick,US,Cardigan sweater,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0126_040,2025-01-26,852,East Brunswick,US,Trousers / pants,Textile,Unknown/n.a.,NA,no,NA
0852_2025_0126_041,2025-01-26,852,East Brunswick,US,T-shirt / Shirt,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0126_042,2025-01-26,852,East Brunswick,US,Necktie,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0126_043,2025-01-26,852,East Brunswick,US,Blanket,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0126_045,2025-01-26,852,East Brunswick,US,Jacket / Blazer,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0126_046,2025-01-26,852,East Brunswick,US,Bathrobe / Dressing gown,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0126_047,2025-01-26,852,East Brunswick,US,Bathrobe / Dressing gown,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0126_048,2025-01-26,852,East Brunswick,US,Handbag / purse / clutch bag,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0126_044,2025-01-26,852,East Brunswick,US,Coat / Jacket,Textile,Unknown/n.a.,NA,no,NA
0852_2025_0126_049,2025-01-26,852,East Brunswick,US,Slipper,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0126_050,2025-01-26,852,East Brunswick,US,Cardigan sweater,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0121_060,2025-01-21,852,East Brunswick,US,Necktie,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0121_072,2025-01-21,852,East Brunswick,US,Jewelry,Jewelry,Unknown/n.a.,NA,yes,NA
0852_2025_0121_068,2025-01-21,852,East Brunswick,US,Jewelry,Jewelry,Unknown/n.a.,NA,yes,NA
0852_2025_0121_065,2025-01-21,852,East Brunswick,US,Necklace / Chain,Jewelry,Unknown/n.a.,NA,yes,NA
0852_2025_0121_063,2025-01-21,852,East Brunswick,US,Cardigan sweater,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0121_062,2025-01-21,852,East Brunswick,US,Necklace / Chain,Jewelry,Unknown/n.a.,NA,yes,NA
0852_2025_0121_061,2025-01-21,852,East Brunswick,US,Jeans,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0121_059,2025-01-21,852,East Brunswick,US,Scarf / Shawl,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0126_051,2025-01-26,852,East Brunswick,US,Leather goods,Textile,Unknown/n.a.,NA,yes,NA
0852_2025_0126_052,2025-01-26,852,East Brunswick,US,Bracelet,Jewelry,Unknown/n.a.,NA,no,NA
0195_2024_0807_1689,2024-08-07,195,Ochtrup DE,DE,Electric kettle / Electric jug,Household appliances electric,Severin,NA,yes,3
0195_2024_0807_1688,2024-08-07,195,Ochtrup DE,DE,Charger (battery / power supply),Tools electric,KTM,NA,no,10
0195_2024_0807_1687,2024-08-07,195,Ochtrup DE,DE,Charger (battery / power supply),Tools electric,SHGEEN,NA,no,10
0195_2024_0824_1685,2024-08-24,195,Ochtrup DE,DE,Microwave,Household appliances electric,Unknown/n.a.,NA,yes,8
0195_2024_0824_1682,2024-08-24,195,Ochtrup DE,DE,Air fryer,Household appliances electric,Unknown/n.a.,NA,yes,3
0195_2024_0824_1681,2024-08-24,195,Ochtrup DE,DE,Grass trimmer,Tools electric,Bosch,NA,yes,4
0195_2024_0824_1680,2024-08-24,195,Ochtrup DE,DE,Submersible pump,Tools electric,Alcok,NA,yes,2
0195_2024_0809_1677,2024-08-09,195,Ochtrup DE,DE,Electric hedge trimmer,Tools electric,Top craft,NA,yes,4
