file,language,blank,comment,code,pkg_name,version
4,R,160,257,2206,dlm,1.1-5
50,R,186,1122,1555,dlnm,2.3.9
2,Markdown,355,0,375,dlnm,2.3.9
3,HTML,688,6,2890,dlookr,0.3.9
16,R,729,4084,2167,dlookr,0.3.9
2,R,107,224,2703,dlsem,2.4.2
12,R,83,85,280,dlstats,0.1.0
1,HTML,47,3,181,dlstats,0.1.0
1,Markdown,13,0,26,dlstats,0.1.0
2,R,7,129,76,dmai,0.4.0
2,Markdown,11,0,23,dmai,0.4.0
18,R,106,218,456,dma,1.4-0
8,R,87,422,338,dml,1.1.0
1,Markdown,15,0,28,dml,1.1.0
8,Fortran 95,68,523,918,DMMF,0.5.0.2
5,R,53,129,522,DMMF,0.5.0.2
3,Markdown,24,0,67,DMMF,0.5.0.2
1,C,2,1,21,DMMF,0.5.0.2
1,C/C++ Header,10,1,21,DMMF,0.5.0.2
94,R,315,843,5032,dmm,2.1-5
40,R,2632,3134,5973,dMod,1.0.0
11,Python,381,280,2432,dMod,1.0.0
1,HTML,126,3,422,dMod,1.0.0
8,R,160,99,1058,DMRMark,1.1.1
35,R,13,632,1460,DMRnet,0.2.0
19,R,1302,882,1523,dmt,0.8.20
7,R,114,144,435,dmutate,0.1.2
2,Markdown,33,0,119,dmutate,0.1.2
8,R,207,344,580,DMwR2,0.0.2
11,R,689,1070,1756,DMwR,0.4.1
14,R,0,0,936,DNAseqtest,1.0
5,C++,326,229,1903,DNAtools,0.1-22
13,R,116,242,1282,DNAtools,0.1-22
2,C/C++ Header,20,22,90,DNAtools,0.1-22
4,R,42,0,182,DNetFinder,1.0
55,R,1481,3071,7854,dnet,1.1.4
7,Markdown,80,0,143,dnet,1.1.4
2,HTML,12,14,100,dnet,1.1.4
15,R,0,0,835,DnE,2.1.0
17,C++,90,253,684,dng,0.2.1
3,R,27,221,65,dng,0.2.1
1,R,18,0,125,DNLC,1.0.0
4,R,44,156,156,DNMF,1.3
1,Markdown,9,0,10,DNMF,1.3
16,R,273,867,1696,dnr,0.3.4
1,Lisp,1,0,26,dnr,0.3.4
2,Markdown,8,0,13,dnr,0.3.4
36,R,876,1990,3445,DOBAD,1.0.6
1,TeX,98,16,995,DOBAD,1.0.6
1,R,0,6,1,dobson,0.4
34,R,628,2143,1730,doBy,4.6-2
1,Markdown,9,0,10,doBy,4.6-2
1,HTML,31,1,384,dockerfiler,0.1.3
8,R,51,111,321,dockerfiler,0.1.3
1,Markdown,1,0,3,dockerfiler,0.1.3
1,Dockerfile,2,0,3,dockerfiler,0.1.3
10,R,585,727,2040,docopt,0.6.1
1,Python,108,87,386,docopt,0.6.1
1,TeX,20,10,50,docopt,0.6.1
23,R,618,1100,2358,docopulae,0.4.0
2,Markdown,32,0,91,docopulae,0.4.0
2,C,19,5,76,docopulae,0.4.0
1,HTML,69,1,216,docstring,1.0.0
2,R,60,213,117,docstring,1.0.0
1,Markdown,2,0,5,docstring,1.0.0
19,R,113,3714,4637,documair,0.6-0
1,Fortran 77,0,0,5,documair,0.6-0
1,C,0,0,4,documair,0.6-0
11,R,84,145,711,documenter,0.1.1
2,HTML,53,2,198,documenter,0.1.1
2,Markdown,15,0,35,documenter,0.1.1
2,YAML,0,0,32,documenter,0.1.1
29,R,59,626,858,document,3.1.0
2,HTML,124,1,304,document,3.1.0
3,Markdown,35,0,144,document,3.1.0
7,R,91,172,366,docuSignr,0.0.3
2,Markdown,28,0,77,docuSignr,0.0.3
2,HTML,56,2,1286,docxtools,0.2.1
13,R,77,302,370,docxtools,0.2.1
2,Markdown,64,0,115,docxtools,0.2.1
14,R,126,286,405,docxtractr,0.6.1
1,Markdown,15,0,27,docxtractr,0.6.1
9,R,76,285,359,Dodge,0.9-2
2,Markdown,15,0,22,Dodge,0.9-2
18,C++,984,1677,4956,dodgr,0.2.0
3,HTML,1433,12,4217,dodgr,0.2.0
32,R,737,1889,3856,dodgr,0.2.0
18,C/C++ Header,304,430,1082,dodgr,0.2.0
2,Markdown,72,0,363,dodgr,0.2.0
4,TeX,19,7,117,dodgr,0.2.0
8,R,176,303,505,DODR,0.99.2
65,R,532,1233,6767,DoE.base,1.1-3
13,R,194,367,1751,DoE.MIParray,0.13
18,R,132,205,1232,DoE.wrapper,0.10
3,C,43,28,182,DoEstRare,0.2
2,R,26,47,125,DoEstRare,0.2
2,C/C++ Header,6,0,21,DoEstRare,0.2
23,R,83,0,505,doex,1.1
37,R,429,432,1641,doFuture,0.8.1
1,HTML,127,2,426,doFuture,0.8.1
6,R,68,90,269,doMC,1.3.6
1,Bourne Shell,10,0,34,doMC,1.3.6
47,R,235,714,1431,dominanceanalysis,1.0.0
2,Markdown,61,0,820,dominanceanalysis,1.0.0
1,HTML,27,1,427,dominanceanalysis,1.0.0
7,R,255,410,934,Dominance,1.1.0
19,R,64,319,218,domino,0.3.1
32,R,399,634,1800,doMPI,0.2.2
7,R,115,134,625,doParallel,1.0.15
1,Bourne Shell,11,0,35,doParallel,1.0.15
3,R,41,127,438,doRedis,1.1.1
2,Bourne Shell,44,86,184,doRedis,1.1.1
1,C,10,13,173,doRedis,1.1.1
4,R,203,698,753,doremi,0.1.1
1,HTML,51,3,685,doremi,0.1.1
1,Markdown,1,0,12,doremi,0.1.1
7,R,189,589,569,doRNG,1.7.1
6,C++,332,106,1200,dosearch,1.0.2
2,R,21,32,388,dosearch,1.0.2
4,C/C++ Header,40,8,158,dosearch,1.0.2
22,R,464,1038,5425,DoseFinding,0.9-16
4,C,65,127,507,DoseFinding,0.9-16
4,R,79,96,439,doSNOW,1.0.18
8,R,152,1806,1409,dosresmeta,2.0.1
1,Markdown,22,0,32,dosresmeta,2.0.1
18,R,48,481,269,dostats,1.3.2
1,Markdown,2,0,16,dostats,1.3.2
8,R,39,17,315,DOS,1.0.0
4,C,168,89,1127,dotCall64,1.0-0
10,R,86,159,507,dotCall64,1.0-0
1,C/C++ Header,20,36,21,dotCall64,1.0-0
1,Fortran 77,2,0,10,dotCall64,1.0-0
11,R,0,16,515,DoTC,0.2
1,Markdown,36,0,150,dotdot,0.1.0
1,HTML,28,1,120,dotdot,0.1.0
4,R,4,39,31,dotdot,0.1.0
1,R,12,77,51,dotenv,1.0.2
2,HTML,121,2,1173,dotwhisker,0.5.0
9,R,184,561,1141,dotwhisker,0.5.0
1,Markdown,30,0,78,dotwhisker,0.5.0
1,R,32,83,82,DOT,0.1
1,JavaScript,33,12,79,DOT,0.1
2,R,1,0,118,doubcens,1.1
11,R,187,65,1300,double.truncation,1.4
7,R,0,8,466,DoubleCone,1.1
6,R,42,1,399,DoubleExpSeq,1.1
3,R,162,151,691,DOvalidation,1.1.0
160,R,722,5192,7576,Dowd,0.12
7,R,54,179,138,downloader,0.4
1,Markdown,5,0,15,downloader,0.4
20,R,196,803,1299,downscale,3.0-1
24,R,100,241,609,downsize,0.2.2
1,HTML,26,1,199,downsize,0.2.2
16,C,1114,222,13443,dparser,0.1.8
15,C/C++ Header,254,75,1559,dparser,0.1.8
58,ANTLR Grammar,219,37,1312,dparser,0.1.8
9,R,55,341,602,dparser,0.1.8
3,R,171,162,1043,dpa,1.0-3
9,R,62,92,404,DPBBM,0.2.5
1,HTML,38,3,172,DPBBM,0.2.5
2,C,98,48,263,dpcid,1.0
1,R,58,84,210,dpcid,1.0
85,R,669,2864,2991,dpcR,0.5
1,HTML,32,3,810,dpcR,0.5
1,SVG,1,1,584,dpcR,0.5
19,Markdown,69,0,156,dpcR,0.5
1,CSS,17,0,90,dpcR,0.5
1,JavaScript,1,0,6,dpcR,0.5
2,R,27,2,68,dpglasso,1.0
1,Fortran 90,6,6,37,dpglasso,1.0
70,R,632,1469,2678,Dpit,1.0
10,R,102,366,511,dplRCon,1.0
85,R,670,2023,14717,dplR,1.7.0
10,C,112,277,1225,dplR,1.7.0
2,PO File,399,59,940,dplR,1.7.0
3,C/C++ Header,16,31,54,dplR,1.7.0
1,TeX,4,8,25,dplR,1.7.0
1,Markdown,8,0,16,dplR,1.7.0
1,Windows Module Definition,0,0,3,dplR,1.7.0
1,HTML,31,1,504,dplyr.teradata,0.3.2
11,R,75,254,420,dplyr.teradata,0.3.2
2,Markdown,111,0,263,dplyr.teradata,0.3.2
3,R,151,247,723,dplyrAssist,0.1.0
1,HTML,26,1,94,dplyrAssist,0.1.0
2,Markdown,21,0,37,dplyrAssist,0.1.0
171,R,3199,5067,15387,dplyr,0.8.3
97,C/C++ Header,1792,479,6771,dplyr,0.8.3
23,C++,966,430,4620,dplyr,0.8.3
5,HTML,155,5,3205,dplyr,0.8.3
2,Markdown,751,0,1522,dplyr,0.8.3
1,C,7,0,30,dplyr,0.8.3
9,SVG,0,0,9,dplyr,0.8.3
10,R,18,87,393,dpmixsim,0.0-9
1,C++,16,92,219,dpmixsim,0.0-9
1,C,2,1,7,dpmixsim,0.0-9
5,R,67,188,344,dpmr,0.1.9
1,Markdown,34,0,78,dpmr,0.1.9
4,C++,502,434,1070,DPP,0.1.2
4,C/C++ Header,167,73,417,DPP,0.1.2
3,R,32,81,77,DPP,0.1.2
1,C,2,1,7,DPP,0.1.2
26,R,125,916,1467,dprint,0.0.4
1,R,23,155,100,DPtree,1.0.1
12,C/C++ Header,659,683,2964,dqrng,0.2.1
3,HTML,111,4,738,dqrng,0.2.1
6,C++,47,108,668,dqrng,0.2.1
15,R,96,149,509,dqrng,0.2.1
2,Markdown,43,0,156,dqrng,0.2.1
1,Bourne Shell,1,0,2,dqrng,0.2.1
28,JSON,56,0,2989,dqshiny,0.0.3
81,R,328,1311,2905,dqshiny,0.0.3
7,CSS,119,7,1210,dqshiny,0.0.3
8,JavaScript,107,27,687,dqshiny,0.0.3
2,Markdown,21,0,107,dqshiny,0.0.3
1,SVG,0,1,92,dqshiny,0.0.3
9,R,484,941,1135,dr4pl,1.1.8
1,HTML,28,1,440,dr4pl,1.1.8
2,Markdown,31,0,77,dr4pl,1.1.8
5,Fortran 77,412,191,993,DRAFT,0.3.0
5,R,377,471,718,DRAFT,0.3.0
1,HTML,115,5,448,DRAFT,0.3.0
1,C,4,4,17,DRAFT,0.3.0
1,Markdown,0,0,2,DRAFT,0.3.0
4,R,26,178,101,dragonking,0.1.0
9,R,277,103,1136,dragon,0.1.0
1,HTML,31,1,299,dragon,0.1.0
2,CSS,11,5,29,dragon,0.1.0
2,Markdown,12,0,17,dragon,0.1.0
10,R,83,77,274,dragulaR,0.3.1
2,JavaScript,28,6,68,dragulaR,0.3.1
1,YAML,0,1,8,dragulaR,0.3.1
1,CSS,0,0,1,dragulaR,0.3.1
125,R,1397,5320,22320,drake,7.5.2
3,Markdown,250,0,1178,drake,7.5.2
1,HTML,32,2,217,drake,7.5.2
3,Bourne Again Shell,10,25,29,drake,7.5.2
1,C,7,4,28,drake,7.5.2
3,Bourne Shell,0,8,6,drake,7.5.2
40,R,453,829,2120,DramaAnalysis,3.0.0
2,Markdown,16,0,58,DramaAnalysis,3.0.0
5,HTML,161,5,1640,drat,0.1.5
10,R,96,253,306,drat,0.1.5
2,Markdown,38,0,100,drat,0.1.5
2,Bourne Shell,16,5,40,drat,0.1.5
1,R,72,139,384,DRaWR,1.0.1
1,R,34,507,318,draw,1.0.0
1,Markdown,14,0,35,draw,1.0.0
11,R,217,417,1025,DrBats,0.1.4
5,HTML,135,5,663,DrBats,0.1.4
116,R,2576,4477,9825,drc,3.0-1
5,R,31,15,496,DREGAR,0.1.3.0
19,R,95,46,1284,drfit,0.7.2
1,HTML,2,0,15,drfit,0.7.2
1,Markdown,2,0,4,drfit,0.7.2
14,R,705,445,1757,drgee,1.1.8
1,C++,55,36,129,drgee,1.1.8
6,R,23,137,354,DRHotNet,1.0
5,R,38,13,222,DriftBurstHypothesis,0.1.3
2,C++,59,15,220,DriftBurstHypothesis,0.1.3
8,R,41,295,201,drifter,0.2.1
1,Markdown,3,0,13,drifter,0.2.1
4,HTML,109,4,1669,driftR,1.1.0
29,R,491,882,1522,driftR,1.1.0
2,Markdown,60,0,202,driftR,1.1.0
2,R,33,116,181,DrillR,0.1
2,HTML,52,2,216,DrImpute,1.0
5,R,37,102,114,DrImpute,1.0
2,C++,33,24,111,DrImpute,1.0
1,Markdown,9,0,23,DrImpute,1.0
12,R,82,196,366,DrInsight,0.1.1
1,HTML,34,1,131,DrInsight,0.1.1
33,Fortran 90,3236,784,5352,DRIP,1.4
2,Bourne Shell,374,423,3028,DRIP,1.4
25,R,33,90,1028,DRIP,1.4
5,C,50,90,301,DRIP,1.4
1,m4,6,0,49,DRIP,1.4
1,C/C++ Header,0,2,2,DRIP,1.4
62,R,486,1598,2920,drLumi,0.1.2
3,TeX,75,215,447,drLumi,0.1.2
3,C,572,869,2296,drmdel,1.3.1
3,R,505,612,1163,drmdel,1.3.1
2,C/C++ Header,16,29,34,drmdel,1.3.1
14,R,211,247,1686,DRomics,1.0-2
11,R,88,175,274,dropR,0.1
3,JavaScript,24,22,51,dropR,0.1
1,SVG,0,1,8,dropR,0.1
1,CSS,0,0,1,dropR,0.1
7,R,42,425,158,droptest,0.1.3
1,Markdown,3,0,10,droptest,0.1.3
4,R,54,221,266,DRR,0.0.3
1,HTML,29,1,131,DRR,0.0.3
1,Markdown,5,0,19,DRR,0.0.3
36,R,243,892,777,drsmooth,1.9.0
24,R,319,1520,4419,drtmle,1.0.4
1,HTML,46,1,1103,drtmle,1.0.4
1,Markdown,6,0,25,drtmle,1.0.4
6,R,189,519,466,DrugClust,0.2
1,HTML,558,9,5955,drugCombo,1.1.0
11,R,501,571,1427,drugCombo,1.1.0
5,R,167,382,1583,dr,3.0.10
1,TeX,107,479,301,dr,3.0.10
10,R,506,1734,565,ds4psy,0.1.0
2,Markdown,79,0,152,ds4psy,0.1.0
1,HTML,32,5,144,ds4psy,0.1.0
25,HTML,783,27,4782,DSAIDE,0.8.2
70,R,729,2107,2152,DSAIDE,0.8.2
1,CSS,49,18,181,DSAIDE,0.8.2
2,Markdown,59,0,118,DSAIDE,0.8.2
15,HTML,493,17,2973,DSAIRM,0.8.2
50,R,593,1664,1738,DSAIRM,0.8.2
1,CSS,49,18,181,DSAIRM,0.8.2
2,Markdown,47,0,121,DSAIRM,0.8.2
3,R,23,57,77,dsample,0.91.2.2
30,R,598,454,1312,dsa,0.70.3
1,HTML,26,1,154,dsa,0.70.3
1,R,1,0,136,DSBayes,1.1
22,R,1184,1175,6504,dse,2015.12-1
1,Fortran 77,201,616,1155,dse,2015.12-1
1,Assembly,57,48,261,dse,2015.12-1
55,R,178,919,609,dslabs,0.7.1
1,Markdown,0,0,1,dslabs,0.7.1
12,C++,50,56,1033,dslice,1.2.0
11,R,47,54,554,dslice,1.2.0
9,R,236,258,776,DSL,0.1-6.1
2,C,10,21,71,DSL,0.1-6.1
13,R,137,978,1302,dsmodels,1.1.0
1,Markdown,9,0,29,dsmodels,1.1.0
41,R,566,1505,1798,dsm,2.2.17
1,Markdown,7,0,9,dsm,2.2.17
19,R,24,638,794,DSpat,0.1.6
6,R,21,239,390,dsrTest,0.2.1
1,HTML,26,1,355,dsrTest,0.2.1
2,Markdown,13,0,22,dsrTest,0.2.1
2,HTML,63,2,758,dsr,0.2.1
6,R,97,188,274,dsr,0.2.1
1,Markdown,0,0,2,dsr,0.2.1
27,R,119,904,2194,dssd,0.1.0
1,HTML,33,2,517,dssd,0.1.0
101,R,695,2906,5258,DSsim,1.1.4
1,HTML,49,1,1005,DSsim,1.1.4
32,R,372,1384,2100,DstarM,0.3.0
2,C++,157,96,485,DstarM,0.3.0
1,C/C++ Header,93,39,362,DstarM,0.3.0
2,R,14,13,175,dstat,1.0.4
21,R,172,62,732,DStree,1.0
5,C++,87,14,387,DStree,1.0
45,R,21,797,980,dst,1.3.0
1,HTML,27,1,609,dst,1.3.0
1,Markdown,0,0,7,dst,1.3.0
1,R,34,12,59,dSVA,1.0
1,R,72,151,474,DSviaDRM,1.0
5,R,6,0,224,ds,4.0
10,R,58,255,266,dtables,0.2.0
2,Markdown,35,0,180,dtables,0.2.0
16,R,92,168,384,dtangle,0.3.1
1,HTML,37,1,272,dtangle,0.3.1
2,HTML,436,2,3786,DTAT,0.3-3
16,R,71,789,846,DTAT,0.3-3
7,JavaScript,88,80,452,DTAT,0.3-3
1,CSS,22,9,115,DTAT,0.3-3
1,YAML,0,7,0,DTAT,0.3-3
1,R,16,0,85,DTAXG,0.1.0
4,R,59,167,643,DTComPair,1.0.3
7,R,247,258,590,DTDA.cif,1.0
2,C++,32,4,65,DTDA.cif,1.0
1,HTML,37,1,172,DTDA.ni,1.0
5,R,54,205,131,DTDA.ni,1.0
3,R,1198,0,3184,DTDA,2.1-1
17,R,110,294,490,DtD,0.2.1
8,C++,63,41,321,DtD,0.2.1
3,C/C++ Header,12,3,36,DtD,0.2.1
1,Markdown,1,0,7,DtD,0.2.1
37,R,693,1416,9991,dti,1.4.1
17,Fortran 77,20,1773,6298,dti,1.4.1
5,C,338,213,1737,dti,1.4.1
7,C++,346,148,1155,dti,1.4.1
6,C/C++ Header,104,197,180,dti,1.4.1
1,Markdown,6,0,12,dti,1.4.1
4,R,5,13,127,DTK,3.5
4,R,10,7,57,DTMCPack,0.1-2
1,HTML,39,1,1713,dtpcrm,0.1.0
12,R,257,809,1199,dtpcrm,0.1.0
24,R,205,195,764,dtplyr,0.0.3
2,Markdown,24,0,35,dtplyr,0.0.3
4,R,42,152,468,dtp,0.1.0
12,R,507,309,1263,dtree,0.4.2
9,R,206,86,991,DTRlearn2,1.0
1,Markdown,1,0,1,DTRlearn2,1.0
1,R,26,145,600,DTRreg,1.3
21,R,557,627,1516,DTR,1.7
19,R,295,956,2060,DTSg,0.1.2
2,HTML,61,2,725,DTSg,0.1.2
2,Markdown,7,0,9,DTSg,0.1.2
73,R,596,780,2886,dttr2,0.0.1
2,Markdown,38,0,130,dttr2,0.0.1
8,R,25,0,101,dtt,0.1-2
18,R,111,376,433,DTWBI,1.1
91,R,1341,4026,8848,dtwclust,5.5.4
21,C++,491,595,2519,dtwclust,5.5.4
2,HTML,61,2,864,dtwclust,5.5.4
17,C/C++ Header,178,105,694,dtwclust,5.5.4
41,R,738,2883,2633,dtwSat,0.2.5
4,Fortran 77,6,109,171,dtwSat,0.2.5
1,Markdown,68,0,71,dtwSat,0.2.5
1,C,7,4,20,dtwSat,0.2.5
15,R,67,212,372,DTWUMI,1.0
17,R,641,609,1345,dtw,1.20-1
3,C,140,145,290,dtw,1.20-1
1,C/C++ Header,4,1,7,dtw,1.20-1
1,HTML,221,2,2484,DT,0.8
27,R,291,588,1899,DT,0.8
49,JavaScript,149,434,1726,DT,0.8
64,CSS,6,19,542,DT,0.8
10,Markdown,19,0,45,DT,0.8
1,YAML,0,0,9,DT,0.8
2,HTML,71,2,1081,duawranglr,0.6.3
15,R,177,648,782,duawranglr,0.6.3
1,Markdown,23,0,35,duawranglr,0.6.3
2,RobotFramework,0,0,19,duawranglr,0.6.3
8,R,54,80,338,dub,0.2.0
4,R,5,46,83,duckduckr,1.0.0
2,Markdown,17,0,32,duckduckr,1.0.0
5,R,58,78,87,dummies,1.5.6
4,R,3,82,48,dummy,0.1.3
1,R,49,103,645,dunn.test,1.3.5
7,R,45,44,562,DunnettTests,2.0
3,R,26,26,328,dupiR,1.2
12,R,173,696,1038,durmod,1.1-1
2,C++,81,113,526,durmod,1.1-1
45,R,1066,1109,6478,DVHmetrics,0.3.9
1,HTML,56,0,169,DVHmetrics,0.3.9
1,Markdown,17,0,39,DVHmetrics,0.3.9
1,Jupyter Notebook,0,1,0,DVHmetrics,0.3.9
42,R,518,1868,2120,dvmisc,1.1.3
17,C++,50,373,594,dvmisc,1.1.3
1,HTML,28,1,302,dvmisc,1.1.3
98,R,719,1189,4729,dwapi,0.1.3.1
1,XML,0,0,3855,dwapi,0.1.3.1
19,JSON,0,0,376,dwapi,0.1.3.1
1,HTML,28,1,148,dwapi,0.1.3.1
2,Markdown,29,0,82,dwapi,0.1.3.1
2,R,59,84,640,DWDLargeR,0.1-0
3,R,27,12,74,DWLasso,1.1
8,R,44,0,344,DWreg,2.0
3,R,8,71,725,dyads,1.1.2
5,R,83,212,316,dydea,0.1.0
1,Markdown,7,0,13,dydea,0.1.0
29,JavaScript,2175,4065,13368,dygraphs,1.1.1.6
37,R,313,1303,1252,dygraphs,1.1.1.6
1,YAML,0,0,24,dygraphs,1.1.1.6
1,CSS,2,0,6,dygraphs,1.1.1.6
2,R,22,28,129,Dykstra,1.0-0
9,R,43,104,239,DYM,0.2
7,R,126,1027,2782,dynamac,0.1.8
1,HTML,27,1,1065,dynamac,0.1.8
4,R,178,60,1366,DynamicDistribution,1.1
24,Fortran 77,1173,4246,4015,DynamicGP,1.1-4
8,C++,312,374,2406,DynamicGP,1.1-4
12,C,318,564,1706,DynamicGP,1.1-4
14,R,91,141,1003,DynamicGP,1.1-4
14,C/C++ Header,51,91,416,DynamicGP,1.1-4
70,R,588,375,14446,dynamicGraph,0.2.2.6
55,R,2579,2796,9979,dynamichazard,0.6.5
38,C++,1705,628,7456,dynamichazard,0.6.5
26,C/C++ Header,635,349,2219,dynamichazard,0.6.5
2,Fortran 77,5,261,227,dynamichazard,0.6.5
1,Markdown,10,0,100,dynamichazard,0.6.5
4,R,184,298,1037,dynamicTreeCut,1.63-1
4,R,55,221,142,dynamo,1.0
2,C++,25,288,54,dynamo,1.0
1,C/C++ Header,18,19,17,dynamo,1.0
19,R,184,632,949,DynaRankR,1.0.0
2,Markdown,8,0,22,DynaRankR,1.0.0
34,R,1242,2767,4850,dynatopmodel,1.2.1
4,C++,1176,1881,3212,dynaTree,1.2-10
6,C,726,1045,2259,dynaTree,1.2-10
10,R,436,554,1395,dynaTree,1.2-10
8,C/C++ Header,126,231,578,dynaTree,1.2-10
2,R,104,209,1282,dynBiplotGUI,1.1.5
7,R,113,342,325,DynClust,3.13
1,R,14,5,41,dyncomp,0.0.2-1
1,Markdown,1,0,5,dyncomp,0.0.2-1
3,R,81,516,1712,dynCorr,1.1.0
2,Markdown,14,0,19,dynCorr,1.1.0
22,R,80,138,325,dyndimred,1.0.2
2,Markdown,18,0,28,dyndimred,1.0.2
12,R,8,82,306,dynetNLAResistance,0.1.0
1,Markdown,13,0,140,dynetNLAResistance,0.1.0
8,R,243,355,543,dynfrail,0.5.2
1,HTML,28,1,317,dynfrail,0.5.2
2,C++,142,108,280,dynfrail,0.5.2
1,Markdown,14,0,31,dynfrail,0.5.2
5,R,15,6,86,dynia,0.2
1,R,25,23,274,dynlm,0.3-6
9,R,211,33,1755,DynNom,5.0.1
1,HTML,136,2,614,dynOmics,1.2
9,R,109,235,355,dynOmics,1.2
1,Markdown,7,0,19,dynOmics,1.2
1,R,29,48,268,dynpanel,0.1.0
33,R,307,542,1449,dynparam,1.0.0
2,Markdown,38,0,251,dynparam,1.0.0
14,R,34,802,708,dynpred,0.1.2
2,C,4,120,113,dynpred,0.1.2
7,R,52,144,260,dynprog,0.1.0
2,Markdown,35,0,125,dynprog,0.1.0
12,R,231,35,1017,dynRB,0.15
1,HTML,26,1,273,dynRB,0.15
20,C,1252,2632,6606,dynr,0.1.14-9
33,R,1267,3460,5890,dynr,0.1.14-9
11,Bourne Shell,323,372,2295,dynr,0.1.14-9
17,C/C++ Header,218,527,755,dynr,0.1.14-9
1,HTML,84,3,264,dynr,0.1.14-9
1,Markdown,21,0,45,dynr,0.1.14-9
1,m4,2,0,25,dynr,0.1.14-9
6,C/C++ Header,46,194,978,dynsbm,0.6
5,C++,29,77,459,dynsbm,0.6
4,R,22,51,385,dynsbm,0.6
1,C,4,4,14,dynsbm,0.6
6,R,72,345,323,dynsim,1.2.1
1,Markdown,19,0,32,dynsim,1.2.1
21,C/C++ Header,530,508,2184,dynsurv,0.3-6
11,R,244,1110,826,dynsurv,0.3-6
2,C,166,253,519,dynsurv,0.3-6
2,C++,121,34,401,dynsurv,0.3-6
101,R,2767,7074,10423,DynTxRegime,4.1
41,R,460,786,1774,dynutils,1.0.3
1,HTML,31,4,683,dynutils,1.0.3
3,C++,37,60,175,dynutils,1.0.3
2,Markdown,50,0,80,dynutils,1.0.3
14,R,79,51,1174,dyn,0.2-9.6
22,R,322,747,733,DySeq,0.22
1,R,19,61,339,DZEXPM,2.0
34,R,513,182,2852,e1071,1.7-2
1,C++,349,148,2694,e1071,1.7-2
2,Bourne Shell,209,168,1447,e1071,1.7-2
5,C,215,117,1022,e1071,1.7-2
1,C/C++ Header,21,11,76,e1071,1.7-2
1,m4,3,0,18,e1071,1.7-2
19,R,523,464,827,E4tools,0.1.1
1,HTML,31,1,372,E4tools,0.1.1
2,Markdown,30,0,72,E4tools,0.1.1
7,C,504,331,2279,eaf,1.8
2,Perl,141,252,850,eaf,1.8
9,R,159,882,833,eaf,1.8
5,C/C++ Header,118,192,518,eaf,1.8
1,Markdown,35,0,108,eaf,1.8
2,make,35,41,93,eaf,1.8
1,Bourne Shell,10,22,21,eaf,1.8
52,R,1336,1408,3464,Eagle,1.5.1
18,C++,735,343,1283,Eagle,1.5.1
3,C/C++ Header,16,2,27,Eagle,1.5.1
1,CSS,3,0,6,Eagle,1.5.1
1,HTML,3,0,6,Eagle,1.5.1
15,R,313,1440,2413,EAinference,0.2.3
1,HTML,28,1,479,EAinference,0.2.3
2,C++,10,13,55,EAinference,0.2.3
1,C/C++ Header,4,1,16,EAinference,0.2.3
7,R,228,242,887,eAnalytics,0.1.4
1,HTML,26,1,139,eAnalytics,0.1.4
1,JSON,1,0,87,eAnalytics,0.1.4
2,Markdown,35,0,69,eAnalytics,0.1.4
1,JavaScript,10,11,66,eAnalytics,0.1.4
8,R,197,37,849,earlygating,1.0
11,R,158,225,247,earlyR,0.0.1
3,SVG,0,0,236,earlyR,0.0.1
1,Markdown,7,0,9,earlyR,0.0.1
13,R,266,699,1562,earlywarnings,1.0.59
32,R,515,591,1466,earthtide,0.0.9
2,C++,168,672,616,earthtide,0.0.9
1,HTML,31,1,443,earthtide,0.0.9
1,Markdown,5,0,9,earthtide,0.0.9
3,R,8,36,74,earthtones,0.1.1
1,Markdown,1,0,2,earthtones,0.1.1
55,R,1739,2421,16629,earth,5.1.1
4,C,427,517,3737,earth,5.1.1
2,Fortran 77,16,1420,894,earth,5.1.1
24,DOS Batch,43,0,765,earth,5.1.1
2,C/C++ Header,16,15,126,earth,5.1.1
1,HTML,0,0,21,earth,5.1.1
10,R,288,608,5341,EasyABC,1.5
1,C++,55,86,287,EasyABC,1.5
1,make,2,0,3,EasyABC,1.5
1,TeX,1,6,0,EasyABC,1.5
1,R,26,0,590,easyAHP,0.1.1
49,SVG,0,0,14960,easyalluvial,0.2.0
19,R,1007,944,2190,easyalluvial,0.2.0
2,Markdown,58,0,141,easyalluvial,0.2.0
3,R,135,24,3007,easyanova,7.0
21,R,124,231,1003,easyCODA,0.31.1
7,R,45,17,420,easycsv,1.0.8
2,Markdown,25,0,51,easycsv,1.0.8
1,R,86,18,475,easyDes,5.0
2,R,79,173,453,EasyHTMLReport,0.1.1
3,RobotFramework,0,0,35,EasyHTMLReport,0.1.1
6,R,15,8,440,EasyMARK,1.0
7,R,170,197,640,EasyMx,0.2-1
8,R,35,98,904,easyNCDF,0.0.4
1,Markdown,0,0,1,easyNCDF,0.0.4
2,R,51,15,323,easynls,5.0
6,R,85,200,233,easypackages,0.1.0
1,HTML,26,1,135,easypackages,0.1.0
2,Markdown,40,0,79,easypackages,0.1.0
8,R,57,159,327,easypower,1.0.1
1,HTML,22,1,293,easypower,1.0.1
11,R,29,262,297,easyPSID,0.1.0
1,Stata,4,0,56,easyPSID,0.1.0
1,Markdown,15,0,42,easyPSID,0.1.0
2,R,157,743,684,easyPubMed,2.13
1,HTML,68,3,426,easyPubMed,2.13
5,R,343,209,2944,easyreg,3.0
