week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews
1986-07-20,7,3716807,Social Security,Ethel Barrymore Theatre,184930,NA,25.37,NA,7288,1088,0.8373,8,0
1986-07-20,7,3716807,Song and Dance,Royale Theatre,242432,NA,30.01,NA,8079,1039,0.972,8,0
1986-07-20,7,3716807,Sweet Charity,Minskoff Theatre,445835,NA,34.92,NA,12768,1621,0.9846,8,0
1986-07-20,7,3716807,The House of Blue Leaves,Plymouth Theatre,162053,NA,19.64,NA,8250,1088,0.9478,8,0
1986-07-20,7,3716807,The Mystery of Edwin Drood,Imperial Theatre,360567,NA,32.45,NA,11110,1425,0.9746,8,0
1986-07-20,7,3716807,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,216831,NA,28.64,NA,7570,1079,1.0023,7,0
1986-07-27,8,3726074,42nd Street,St. James Theatre,293863,NA,28.95,NA,10150,1655,0.7666,8,0
1986-07-27,8,3726074,A Chorus Line,Sam S. Shubert Theatre,252008,NA,27.48,NA,9169,1472,0.7786,8,0
1986-07-27,8,3726074,Arsenic and Old Lace,46th Street Theatre,151580,NA,15.76,NA,9620,1404,0.8565,8,0
1986-07-27,8,3726074,Big River,Eugene O'Neill Theatre,210658,NA,30.78,NA,6844,1018,0.8404,8,0
1986-07-27,8,3726074,Cats,Winter Garden Theatre,460871,NA,38.51,NA,11967,1482,1.0094,8,0
1986-07-27,8,3726074,Cuba and His Teddy Bear,Longacre Theatre,170714,NA,26,NA,6567,1096,0.9986,6,0
1986-07-27,8,3726074,Honky Tonk Nights,Biltmore Theatre,12271,NA,39.58,NA,310,499,0.1553,0,4
1986-07-27,8,3726074,I'm Not Rappaport,Booth Theatre,176929,NA,29.07,NA,6087,785,0.9693,8,0
1986-07-27,8,3726074,La Cage aux Folles,Palace Theatre,367816,NA,31.55,NA,11659,1683,0.8659,8,0
1986-07-27,8,3726074,"Mummenschanz: ""The New Show""",Helen Hayes Theatre,10000,NA,8.33,NA,1200,499,0.3006,8,0
1986-07-27,8,3726074,Oh! Calcutta!,Edison Theatre,49042,NA,14.6,NA,3358,499,0.6729,10,0
1986-07-27,8,3726074,Social Security,Ethel Barrymore Theatre,183584,NA,25.91,NA,7085,1088,0.814,8,0
1986-07-27,8,3726074,Song and Dance,Royale Theatre,234852,NA,30.27,NA,7758,1039,0.9333,8,0
1986-07-27,8,3726074,Sweet Charity,Minskoff Theatre,450199,NA,35.26,NA,12768,1621,0.9846,8,0
1986-07-27,8,3726074,The House of Blue Leaves,Plymouth Theatre,146827,NA,19.46,NA,7545,1088,0.8668,8,0
1986-07-27,8,3726074,The Mystery of Edwin Drood,Imperial Theatre,339449,NA,32.71,NA,10376,1425,0.9102,8,0
1986-07-27,8,3726074,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,215411,NA,28.64,NA,7521,1079,0.9958,7,0
1986-08-03,9,3677956,42nd Street,St. James Theatre,289927,NA,30.73,NA,9436,1655,0.7127,8,0
1986-08-03,9,3677956,A Chorus Line,Sam S. Shubert Theatre,251698,NA,27.95,NA,9005,1472,0.7647,8,0
1986-08-03,9,3677956,Arsenic and Old Lace,46th Street Theatre,143883,NA,16.81,NA,8560,1404,0.7621,8,0
1986-08-03,9,3677956,Big River,Eugene O'Neill Theatre,215921,NA,31.18,NA,6924,1018,0.8502,8,0
1986-08-03,9,3677956,Cats,Winter Garden Theatre,464337,NA,38.75,NA,11984,1482,1.0108,8,0
1986-08-03,9,3677956,Cuba and His Teddy Bear,Longacre Theatre,143775,NA,26.26,NA,5475,1096,0.9991,5,0
1986-08-03,9,3677956,Honky Tonk Nights,Biltmore Theatre,34594,NA,10.77,NA,3212,483,0.8313,0,8
1986-08-03,9,3677956,I'm Not Rappaport,Booth Theatre,175953,NA,27.65,NA,6363,783,1.0158,8,0
1986-08-03,9,3677956,La Cage aux Folles,Palace Theatre,321493,NA,30.74,NA,10459,1683,0.7768,8,0
1986-08-03,9,3677956,Me and My Girl,Marquis Theatre,100571,NA,25.89,NA,3884,1592,0.6099,0,4
1986-08-03,9,3677956,"Mummenschanz: ""The New Show""",Helen Hayes Theatre,10000,NA,8.33,NA,1200,499,0.3006,8,0
1986-08-03,9,3677956,Oh! Calcutta!,Edison Theatre,45555,NA,13.64,NA,3341,499,0.6695,10,0
1986-08-03,9,3677956,Social Security,Ethel Barrymore Theatre,169829,NA,25.26,NA,6723,1088,0.7724,8,0
1986-08-03,9,3677956,Song and Dance,Royale Theatre,222582,NA,30.3,NA,7345,1039,0.8837,8,0
1986-08-03,9,3677956,Sweet Charity,Minskoff Theatre,433956,NA,34.57,NA,12553,1621,0.968,8,0
1986-08-03,9,3677956,The House of Blue Leaves,Plymouth Theatre,147287,NA,18.93,NA,7781,1088,0.894,8,0
1986-08-03,9,3677956,The Mystery of Edwin Drood,Imperial Theatre,328133,NA,30.7,NA,10690,1425,0.9377,8,0
1986-08-03,9,3677956,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,178462,NA,26.82,NA,6653,1079,0.7707,8,0
1986-08-10,10,4266704,42nd Street,St. James Theatre,306226,NA,30.64,NA,9995,1655,0.7549,8,0
1986-08-10,10,4266704,A Chorus Line,Sam S. Shubert Theatre,265593,NA,29.3,NA,9065,1472,0.7698,8,0
1986-08-10,10,4266704,Arsenic and Old Lace,46th Street Theatre,141037,NA,18.46,NA,7640,1404,0.6802,8,0
1986-08-10,10,4266704,Big River,Eugene O'Neill Theatre,242468,NA,32.55,NA,7449,1018,0.9147,8,0
1986-08-10,10,4266704,Cats,Winter Garden Theatre,461289,NA,38.47,NA,11992,1482,1.0115,8,0
1986-08-10,10,4266704,Cuba and His Teddy Bear,Longacre Theatre,172240,NA,26.25,NA,6561,1096,0.9977,6,0
1986-08-10,10,4266704,Honky Tonk Nights,Biltmore Theatre,32000,NA,12.31,NA,2600,483,0.8972,4,2
1986-08-10,10,4266704,I'm Not Rappaport,Booth Theatre,181510,NA,28.64,NA,6337,783,1.0117,8,0
1986-08-10,10,4266704,La Cage aux Folles,Palace Theatre,364930,NA,32.58,NA,11202,1683,0.832,8,0
1986-08-10,10,4266704,Me and My Girl,Marquis Theatre,278470,NA,29.81,NA,9340,1592,0.7334,1,7
1986-08-10,10,4266704,"Mummenschanz: ""The New Show""",Helen Hayes Theatre,10000,NA,8.33,NA,1200,499,0.3006,8,0
1986-08-10,10,4266704,Oh! Calcutta!,Edison Theatre,53251,NA,14.77,NA,3605,499,0.7224,10,0
1986-08-10,10,4266704,Rags,Mark Hellinger Theatre,184516,NA,22.15,NA,8329,1603,0.7423,0,7
1986-08-10,10,4266704,Social Security,Ethel Barrymore Theatre,183042,NA,26.07,NA,7022,1088,0.8068,8,0
1986-08-10,10,4266704,Song and Dance,Royale Theatre,231079,NA,30.41,NA,7598,1039,0.9141,8,0
1986-08-10,10,4266704,Sweet Charity,Minskoff Theatre,444165,NA,34.74,NA,12786,1621,0.986,8,0
1986-08-10,10,4266704,The House of Blue Leaves,Plymouth Theatre,145449,NA,19.4,NA,7496,1088,0.8612,8,0
1986-08-10,10,4266704,The Mystery of Edwin Drood,Imperial Theatre,350171,NA,32.2,NA,10874,1425,0.9539,8,0
1986-08-10,10,4266704,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,219268,NA,28.95,NA,7575,1079,1.0029,7,0
1986-08-17,11,4352702,42nd Street,St. James Theatre,326009,NA,30.6,NA,10654,1655,0.8047,8,0
1986-08-17,11,4352702,A Chorus Line,Sam S. Shubert Theatre,277699,NA,29.23,NA,9501,1472,0.8068,8,0
1986-08-17,11,4352702,Arsenic and Old Lace,46th Street Theatre,138998,NA,18.2,NA,7637,1404,0.6799,8,0
1986-08-17,11,4352702,Big River,Eugene O'Neill Theatre,227026,NA,31.21,NA,7273,1018,0.8931,8,0
1986-08-17,11,4352702,Cats,Winter Garden Theatre,460269,NA,38.36,NA,12000,1482,1.0121,8,0
1986-08-17,11,4352702,Cuba and His Teddy Bear,Longacre Theatre,142384,NA,26.03,NA,5470,1096,0.9982,5,0
1986-08-17,11,4352702,I'm Not Rappaport,Booth Theatre,178727,NA,28.73,NA,6220,785,0.9904,8,0
1986-08-17,11,4352702,La Cage aux Folles,Palace Theatre,389661,NA,32.99,NA,11811,1683,0.8772,8,0
1986-08-17,11,4352702,Me and My Girl,Marquis Theatre,389158,NA,33.72,NA,11541,1592,0.9062,8,0
1986-08-17,11,4352702,"Mummenschanz: ""The New Show""",Helen Hayes Theatre,10000,NA,8.33,NA,1200,499,0.3006,8,0
1986-08-17,11,4352702,Oh! Calcutta!,Edison Theatre,59015,NA,14.81,NA,3984,499,0.998,8,0
1986-08-17,11,4352702,Rags,Mark Hellinger Theatre,186133,NA,22.08,NA,8429,1603,0.6573,0,8
1986-08-17,11,4352702,Social Security,Ethel Barrymore Theatre,188655,NA,25.92,NA,7279,1088,0.8363,8,0
1986-08-17,11,4352702,Song and Dance,Royale Theatre,231203,NA,30.02,NA,7702,1039,0.9266,8,0
1986-08-17,11,4352702,Sweet Charity,Minskoff Theatre,434473,NA,34.48,NA,12601,1621,0.9717,8,0
1986-08-17,11,4352702,The House of Blue Leaves,Plymouth Theatre,141852,NA,19.24,NA,7373,1088,0.8471,8,0
1986-08-17,11,4352702,The Mystery of Edwin Drood,Imperial Theatre,349476,NA,31.87,NA,10967,1425,0.962,8,0
1986-08-17,11,4352702,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,221964,NA,29.22,NA,7597,1079,1.0058,7,0
1986-08-24,12,4587206,42nd Street,St. James Theatre,323112,NA,30.16,NA,10712,1655,0.8091,8,0
1986-08-24,12,4587206,A Chorus Line,Sam S. Shubert Theatre,273384,NA,28.67,NA,9537,1472,0.8099,8,0
1986-08-24,12,4587206,Arsenic and Old Lace,46th Street Theatre,145149,NA,17.45,NA,8317,1404,0.7405,8,0
1986-08-24,12,4587206,Big River,Eugene O'Neill Theatre,210586,NA,30.02,NA,7015,1018,0.8614,8,0
1986-08-24,12,4587206,Cats,Winter Garden Theatre,464734,NA,38.73,NA,11999,1482,1.0121,8,0
1986-08-24,12,4587206,Cuba and His Teddy Bear,Longacre Theatre,172889,NA,26.34,NA,6564,1096,0.9982,6,0
1986-08-24,12,4587206,I'm Not Rappaport,Booth Theatre,179351,NA,32.21,NA,5569,785,0.8868,8,0
1986-08-24,12,4587206,La Cage aux Folles,Palace Theatre,355936,NA,32.06,NA,11101,1683,0.8245,8,0
1986-08-24,12,4587206,Me and My Girl,Marquis Theatre,454460,NA,37.93,NA,11980,1592,0.9406,8,0
1986-08-24,12,4587206,"Mummenschanz: ""The New Show""",Helen Hayes Theatre,10000,NA,8.33,NA,1200,499,0.3006,8,0
1986-08-24,12,4587206,Oh! Calcutta!,Edison Theatre,58043,NA,14.83,NA,3914,499,0.7844,10,0
1986-08-24,12,4587206,Rags,Mark Hellinger Theatre,216432,NA,27.46,NA,7883,1603,0.7025,4,3
1986-08-24,12,4587206,Social Security,Ethel Barrymore Theatre,180068,NA,25.49,NA,7065,1088,0.8117,8,0
1986-08-24,12,4587206,Song and Dance,Royale Theatre,220541,NA,29.32,NA,7523,1039,0.9051,8,0
1986-08-24,12,4587206,Sweet Charity,Minskoff Theatre,428016,NA,34.08,NA,12559,1621,0.9685,8,0
1986-08-24,12,4587206,The House of Blue Leaves,Plymouth Theatre,133513,NA,18.5,NA,7217,1088,0.8292,8,0
1986-08-24,12,4587206,The Life and Adventures of Nicholas Nickleby,Broadhurst Theatre,202574,NA,67.59,NA,2997,1107,0.6768,1,3
1986-08-24,12,4587206,The Mystery of Edwin Drood,Imperial Theatre,337863,NA,31.31,NA,10790,1425,0.9465,8,0
1986-08-24,12,4587206,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,220555,NA,29.14,NA,7569,1079,1.0021,7,0
1986-08-31,13,4294657,42nd Street,St. James Theatre,318560,NA,30.03,NA,10608,1655,0.8012,8,0
1986-08-31,13,4294657,A Chorus Line,Sam S. Shubert Theatre,242645,NA,29.8,NA,8142,1472,0.6914,8,0
1986-08-31,13,4294657,Arsenic and Old Lace,46th Street Theatre,150938,NA,18.86,NA,8002,1404,0.7124,8,0
1986-08-31,13,4294657,Big River,Eugene O'Neill Theatre,221802,NA,30.73,NA,7218,1018,0.8863,8,0
1986-08-31,13,4294657,Cats,Winter Garden Theatre,467414,NA,38.87,NA,12024,1482,1.0142,8,0
1986-08-31,13,4294657,Cuba and His Teddy Bear,Longacre Theatre,143798,NA,26.28,NA,5471,1096,0.9984,5,0
1986-08-31,13,4294657,I'm Not Rappaport,Booth Theatre,183708,NA,28.47,NA,6452,783,1.03,8,0
1986-08-31,13,4294657,La Cage aux Folles,Palace Theatre,335341,NA,30.53,NA,10984,1683,0.8158,8,0
1986-08-31,13,4294657,Me and My Girl,Marquis Theatre,477820,NA,38.72,NA,12339,1592,0.9688,8,0
1986-08-31,13,4294657,"Mummenschanz: ""The New Show""",Helen Hayes Theatre,10000,NA,8.33,NA,1200,499,0.3006,8,0
1986-08-31,13,4294657,Oh! Calcutta!,Edison Theatre,67755,NA,15.5,NA,4371,499,0.876,10,0
1986-08-31,13,4294657,Social Security,Ethel Barrymore Theatre,171340,NA,25.37,NA,6753,1088,0.7759,8,0
1986-08-31,13,4294657,Song and Dance,Royale Theatre,213888,NA,29.92,NA,7148,1039,0.86,8,0
1986-08-31,13,4294657,Sweet Charity,Minskoff Theatre,424190,NA,33.81,NA,12548,1621,0.9676,8,0
1986-08-31,13,4294657,The House of Blue Leaves,Plymouth Theatre,136519,NA,18.98,NA,7192,1088,0.8263,8,0
1986-08-31,13,4294657,The Life and Adventures of Nicholas Nickleby,Broadhurst Theatre,181780,NA,89.64,NA,2028,1107,0.458,4,0
1986-08-31,13,4294657,The Mystery of Edwin Drood,Imperial Theatre,329591,NA,30.94,NA,10651,1425,0.9343,8,0
1986-08-31,13,4294657,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,217568,NA,29.44,NA,7390,1079,0.9784,7,0
1986-09-07,14,3213529,42nd Street,St. James Theatre,187219,NA,30.13,NA,6214,1655,0.4693,8,0
1986-09-07,14,3213529,A Chorus Line,Sam S. Shubert Theatre,151569,NA,30.55,NA,4961,1472,0.4213,8,0
1986-09-07,14,3213529,Arsenic and Old Lace,46th Street Theatre,96399,NA,17.08,NA,5644,1404,0.5025,8,0
1986-09-07,14,3213529,Big River,Eugene O'Neill Theatre,106481,NA,40.11,NA,2655,1018,0.326,8,0
1986-09-07,14,3213529,Cats,Winter Garden Theatre,470028,NA,39.02,NA,12046,1482,1.016,8,0
1986-09-07,14,3213529,Cuba and His Teddy Bear,Longacre Theatre,144503,NA,26.4,NA,5474,1096,0.9989,5,0
1986-09-07,14,3213529,I'm Not Rappaport,Booth Theatre,134234,NA,24.3,NA,5525,783,0.882,8,0
1986-09-07,14,3213529,La Cage aux Folles,Palace Theatre,261447,NA,31.98,NA,8176,1683,0.6072,8,0
1986-09-07,14,3213529,Me and My Girl,Marquis Theatre,441271,NA,35.85,NA,12309,1592,0.9665,8,0
1986-09-07,14,3213529,"Mummenschanz: ""The New Show""",Helen Hayes Theatre,10000,NA,8.33,NA,1200,499,0.3006,8,0
1986-09-07,14,3213529,Oh! Calcutta!,Edison Theatre,42776,NA,14.29,NA,2993,499,0.5998,10,0
1986-09-07,14,3213529,Social Security,Ethel Barrymore Theatre,106238,NA,26.05,NA,4078,1088,0.4685,8,0
1986-09-07,14,3213529,Song and Dance,Royale Theatre,132632,NA,30.44,NA,4357,1039,0.5242,8,0
1986-09-07,14,3213529,Sweet Charity,Minskoff Theatre,276306,NA,32.91,NA,8395,1621,0.6474,8,0
1986-09-07,14,3213529,The House of Blue Leaves,Plymouth Theatre,93012,NA,18.06,NA,5150,1088,0.5917,8,0
1986-09-07,14,3213529,The Life and Adventures of Nicholas Nickleby,Broadhurst Theatre,165295,NA,88.44,NA,1869,1107,0.4221,4,0
1986-09-07,14,3213529,The Mystery of Edwin Drood,Imperial Theatre,216612,NA,31.08,NA,6969,1425,0.6113,8,0
1986-09-07,14,3213529,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,177507,NA,26.39,NA,6727,1079,0.8906,7,0
1986-09-14,15,3762479,42nd Street,St. James Theatre,253834,NA,31.69,NA,8010,1655,0.605,8,0
1986-09-14,15,3762479,A Chorus Line,Sam S. Shubert Theatre,186211,NA,29.81,NA,6246,1472,0.5304,8,0
1986-09-14,15,3762479,Arsenic and Old Lace,46th Street Theatre,115362,NA,18.72,NA,6163,1404,0.5487,8,0
1986-09-14,15,3762479,Big River,Eugene O'Neill Theatre,144713,NA,31.99,NA,4523,1018,0.5554,8,0
1986-09-14,15,3762479,Cats,Winter Garden Theatre,462703,NA,38.65,NA,11971,1482,1.0097,8,0
1986-09-14,15,3762479,Cuba and His Teddy Bear,Longacre Theatre,144467,NA,26.39,NA,5475,1096,0.9991,5,0
1986-09-14,15,3762479,I'm Not Rappaport,Booth Theatre,158739,NA,26.41,NA,6011,783,0.9596,8,0
1986-09-14,15,3762479,La Cage aux Folles,Palace Theatre,317913,NA,33.12,NA,9600,1683,0.713,8,0
1986-09-14,15,3762479,Me and My Girl,Marquis Theatre,451872,NA,36.65,NA,12330,1592,0.9681,8,0
1986-09-14,15,3762479,"Mummenschanz: ""The New Show""",Helen Hayes Theatre,10000,NA,8.33,NA,1200,499,0.3006,8,0
1986-09-14,15,3762479,Oh! Calcutta!,Edison Theatre,54005,NA,14.26,NA,3787,499,0.6899,11,0
1986-09-14,15,3762479,Social Security,Ethel Barrymore Theatre,144748,NA,26.39,NA,5484,1088,0.6301,8,0
1986-09-14,15,3762479,Song and Dance,Royale Theatre,169850,NA,30.71,NA,5531,1039,0.6654,8,0
1986-09-14,15,3762479,Sweet Charity,Minskoff Theatre,346817,NA,33.23,NA,10436,1621,0.8048,8,0
1986-09-14,15,3762479,The House of Blue Leaves,Plymouth Theatre,115166,NA,18.84,NA,6113,1088,0.7023,8,0
1986-09-14,15,3762479,The Life and Adventures of Nicholas Nickleby,Broadhurst Theatre,231047,NA,91.61,NA,2522,1107,0.5696,4,0
1986-09-14,15,3762479,The Mystery of Edwin Drood,Imperial Theatre,251485,NA,31.79,NA,7910,1425,0.6939,8,0
1986-09-14,15,3762479,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,203547,NA,28.13,NA,7236,1079,0.958,7,0
1986-09-21,16,4044952,42nd Street,St. James Theatre,265523,NA,31.26,NA,8495,1655,0.6416,8,0
1986-09-21,16,4044952,A Chorus Line,Sam S. Shubert Theatre,204637,NA,29.66,NA,6899,1472,0.5859,8,0
1986-09-21,16,4044952,Arsenic and Old Lace,46th Street Theatre,131839,NA,17.94,NA,7348,1404,0.6542,8,0
1986-09-21,16,4044952,Big River,Eugene O'Neill Theatre,153904,NA,31.77,NA,4845,1018,0.5949,8,0
1986-09-21,16,4044952,Cats,Winter Garden Theatre,456246,NA,38.01,NA,12002,1482,1.0123,8,0
1986-09-21,16,4044952,Cuba and His Teddy Bear,Longacre Theatre,144792,NA,26.42,NA,5480,1096,1,5,0
1986-09-21,16,4044952,I'm Not Rappaport,Booth Theatre,162664,NA,26.72,NA,6088,783,0.9719,8,0
1986-09-21,16,4044952,La Cage aux Folles,Palace Theatre,357489,NA,31.3,NA,11421,1683,0.8483,8,0
1986-09-21,16,4044952,Me and My Girl,Marquis Theatre,460788,NA,37.06,NA,12432,1592,0.9761,8,0
1986-09-21,16,4044952,"Mummenschanz: ""The New Show""",Helen Hayes Theatre,10000,NA,8.33,NA,1200,499,0.3006,8,0
1986-09-21,16,4044952,Oh! Calcutta!,Edison Theatre,62855,NA,15.52,NA,4051,499,0.738,11,0
1986-09-21,16,4044952,Social Security,Ethel Barrymore Theatre,167858,NA,26.87,NA,6246,1088,0.7176,8,0
1986-09-21,16,4044952,Song and Dance,Royale Theatre,191613,NA,30.68,NA,6245,1039,0.7513,8,0
1986-09-21,16,4044952,Sweet Charity,Minskoff Theatre,344999,NA,34.65,NA,9958,1621,0.7679,8,0
1986-09-21,16,4044952,The House of Blue Leaves,Plymouth Theatre,113667,NA,20.13,NA,5646,1088,0.6487,8,0
1986-09-21,16,4044952,The Life and Adventures of Nicholas Nickleby,Broadhurst Theatre,305370,NA,92.2,NA,3312,1107,0.748,4,0
1986-09-21,16,4044952,The Mystery of Edwin Drood,Imperial Theatre,270277,NA,31.35,NA,8620,1425,0.7561,8,0
1986-09-21,16,4044952,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,209351,NA,28.5,NA,7346,1079,0.9726,7,0
1986-09-21,16,4044952,You Never Can Tell,Circle in the Square Theatre,31080,NA,13.69,NA,2270,682,0.8321,0,4
1986-09-28,17,3971521,42nd Street,St. James Theatre,262232,NA,31.86,NA,8230,1655,0.6216,8,0
1986-09-28,17,3971521,A Chorus Line,Sam S. Shubert Theatre,201947,NA,30.17,NA,6693,1472,0.5684,8,0
1986-09-28,17,3971521,Arsenic and Old Lace,46th Street Theatre,125417,NA,18.08,NA,6935,1404,0.6174,8,0
1986-09-28,17,3971521,Big River,Eugene O'Neill Theatre,154138,NA,32.76,NA,4705,1018,0.5777,8,0
1986-09-28,17,3971521,Cats,Winter Garden Theatre,459816,NA,38.41,NA,11972,1482,1.0098,8,0
1986-09-28,17,3971521,I'm Not Rappaport,Booth Theatre,166837,NA,27,NA,6179,783,0.9864,8,0
1986-09-28,17,3971521,La Cage aux Folles,Palace Theatre,337172,NA,30.7,NA,10984,1683,0.8158,8,0
1986-09-28,17,3971521,Me and My Girl,Marquis Theatre,449743,NA,36.21,NA,12422,1592,0.9753,8,0
1986-09-28,17,3971521,"Mummenschanz: ""The New Show""",Helen Hayes Theatre,10000,NA,8.33,NA,1200,499,0.3006,8,0
1986-09-28,17,3971521,Oh! Calcutta!,Edison Theatre,62002,NA,15.48,NA,4005,499,0.7296,11,0
1986-09-28,17,3971521,Social Security,Ethel Barrymore Theatre,169934,NA,27.16,NA,6257,1088,0.7189,8,0
1986-09-28,17,3971521,Song and Dance,Royale Theatre,186990,NA,32.23,NA,5801,1039,0.6979,8,0
1986-09-28,17,3971521,Sweet Charity,Minskoff Theatre,385896,NA,34.31,NA,11246,1621,0.8672,8,0
1986-09-28,17,3971521,The House of Blue Leaves,Plymouth Theatre,123427,NA,20.77,NA,5944,1088,0.6829,8,0
1986-09-28,17,3971521,The Life and Adventures of Nicholas Nickleby,Broadhurst Theatre,332052,NA,94.01,NA,3532,1107,0.7977,4,0
1986-09-28,17,3971521,The Mystery of Edwin Drood,Imperial Theatre,269295,NA,31.88,NA,8447,1425,0.741,8,0
1986-09-28,17,3971521,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,219839,NA,29.14,NA,7545,1079,0.9989,7,0
1986-09-28,17,3971521,You Never Can Tell,Circle in the Square Theatre,54784,NA,14.85,NA,3689,682,0.6761,0,8
1986-10-05,18,3571536,42nd Street,St. James Theatre,240747,NA,33.17,NA,7259,1655,0.5483,8,0
1986-10-05,18,3571536,A Chorus Line,Sam S. Shubert Theatre,182657,NA,30.65,NA,5959,1472,0.506,8,0
1986-10-05,18,3571536,Arsenic and Old Lace,46th Street Theatre,122927,NA,17.85,NA,6885,1404,0.613,8,0
1986-10-05,18,3571536,Big River,Eugene O'Neill Theatre,136936,NA,32.21,NA,4251,1018,0.522,8,0
1986-10-05,18,3571536,Cats,Winter Garden Theatre,458979,NA,38.23,NA,12007,1482,1.0127,8,0
1986-10-05,18,3571536,I'm Not Rappaport,Booth Theatre,137211,NA,24.45,NA,5611,783,0.8958,8,0
1986-10-05,18,3571536,La Cage aux Folles,Palace Theatre,281132,NA,29.8,NA,9433,1683,0.7006,8,0
1986-10-05,18,3571536,Me and My Girl,Marquis Theatre,462275,NA,38,NA,12166,1592,0.9552,8,0
1986-10-05,18,3571536,"Mummenschanz: ""The New Show""",Helen Hayes Theatre,10000,NA,8.33,NA,1200,499,0.3006,8,0
1986-10-05,18,3571536,Oh! Calcutta!,Edison Theatre,54119,NA,15.24,NA,3551,499,0.6469,11,0
1986-10-05,18,3571536,Raggedy Ann,Nederlander Theatre,23633,NA,11.39,NA,2075,1158,0.448,0,4
1986-10-05,18,3571536,Social Security,Ethel Barrymore Theatre,138990,NA,26.96,NA,5156,1088,0.5924,8,0
1986-10-05,18,3571536,Song and Dance,Royale Theatre,196971,NA,31.57,NA,6239,1039,0.7506,8,0
1986-10-05,18,3571536,Sweet Charity,Minskoff Theatre,308272,NA,33.85,NA,9108,1621,0.7023,8,0
1986-10-05,18,3571536,The Life and Adventures of Nicholas Nickleby,Broadhurst Theatre,336411,NA,93.53,NA,3597,1107,0.8123,4,0
1986-10-05,18,3571536,The Mystery of Edwin Drood,Imperial Theatre,223457,NA,32.08,NA,6966,1425,0.6111,8,0
1986-10-05,18,3571536,The Search for Signs of Intelligent Life in the Universe,Plymouth Theatre,200000,NA,27.78,NA,7200,1079,0.9533,7,0
1986-10-05,18,3571536,You Never Can Tell,Circle in the Square Theatre,56819,NA,14.29,NA,3975,682,0.7286,0,8
1986-10-12,19,3967843,42nd Street,St. James Theatre,305526,NA,31.71,NA,9634,1655,0.7276,8,0
1986-10-12,19,3967843,A Chorus Line,Sam S. Shubert Theatre,219857,NA,31.19,NA,7050,1472,0.5987,8,0
1986-10-12,19,3967843,Arsenic and Old Lace,46th Street Theatre,170609,NA,20,NA,8531,1404,0.7595,8,0
1986-10-12,19,3967843,Big River,Eugene O'Neill Theatre,158200,NA,32.96,NA,4800,1018,0.5894,8,0
1986-10-12,19,3967843,Cats,Winter Garden Theatre,462365,NA,38.45,NA,12025,1482,1.0143,8,0
1986-10-12,19,3967843,I'm Not Rappaport,Booth Theatre,160920,NA,26.43,NA,6088,783,0.9719,8,0
1986-10-12,19,3967843,Into the Light,Neil Simon Theatre,23173,NA,16.14,NA,1436,1436,0.3333,0,3
1986-10-12,19,3967843,La Cage aux Folles,Palace Theatre,329449,NA,30.85,NA,10680,1683,0.7932,8,0
1986-10-12,19,3967843,Me and My Girl,Marquis Theatre,458389,NA,36.87,NA,12432,1592,0.9761,8,0
1986-10-12,19,3967843,"Mummenschanz: ""The New Show""",Helen Hayes Theatre,10000,NA,8.33,NA,1200,499,0.3006,8,0
1986-10-12,19,3967843,Oh! Calcutta!,Edison Theatre,67908,NA,15.51,NA,4378,499,0.7976,11,0
1986-10-12,19,3967843,Raggedy Ann,Nederlander Theatre,62748,NA,13.34,NA,4705,1158,0.5079,0,8
1986-10-12,19,3967843,Rowan Atkinson at the Atkinson,Brooks Atkinson Theatre,28611,NA,16.48,NA,1736,1080,0.2296,0,7
1986-10-12,19,3967843,Social Security,Ethel Barrymore Theatre,200153,NA,27.98,NA,7153,1088,0.8218,8,0
1986-10-12,19,3967843,Song and Dance,Royale Theatre,171776,NA,31.5,NA,5453,1039,0.656,8,0
1986-10-12,19,3967843,Sweet Charity,Minskoff Theatre,405948,NA,35.79,NA,11343,1621,0.8747,8,0
1986-10-12,19,3967843,The Life and Adventures of Nicholas Nickleby,Broadhurst Theatre,381769,NA,93.66,NA,4076,1107,0.9205,4,0
1986-10-12,19,3967843,The Mystery of Edwin Drood,Imperial Theatre,283342,NA,32.7,NA,8664,1425,0.76,8,0
1986-10-12,19,3967843,You Never Can Tell,Circle in the Square Theatre,67100,NA,15.18,NA,4420,682,0.8101,5,3
1986-10-19,20,3909550,42nd Street,St. James Theatre,286581,NA,32.36,NA,8855,1655,0.6688,8,0
1986-10-19,20,3909550,A Chorus Line,Sam S. Shubert Theatre,217052,NA,29.24,NA,7423,1472,0.6303,8,0
