survey_year,urban_rural,bioregions,bird_type,bird_count
2014,Urban,Sydney Basin,White-throated Gerygone,0
2014,Urban,Sydney Basin,Sacred Kingfisher,0
2014,Urban,Sydney Basin,Weebill,0
2014,Urban,Sydney Basin,Yellow-faced Honeyeater,0
2014,Urban,Sydney Basin,Spotted Pardalote,0
2014,Urban,Sydney Basin,Dusky Honeyeater,0
2014,Urban,Sydney Basin,Singing Honeyeater,0
2014,Urban,Sydney Basin,Apostlebird,0
2014,Urban,Sydney Basin,Striated Thornbill,0
2014,Urban,Sydney Basin,Galah,0
2014,Urban,Sydney Basin,Common Starling,0
2014,Urban,Sydney Basin,Maned Duck,0
2014,Urban,Sydney Basin,Red-whiskered Bulbul,0
2014,Urban,Sydney Basin,White-faced Heron,0
2014,Urban,Sydney Basin,Australian Magpie,0
2014,Urban,Sydney Basin,Common Blackbird,0
2014,Urban,Sydney Basin,Wood Teal,0
2014,Urban,Sydney Basin,Pied Currawong,1
2014,Urban,Sydney Basin,Splendid Fairy-wren,0
2014,Urban,Sydney Basin,Olive Whistler,0
2014,Urban,Sydney Basin,White-cheeked Honeyeater,0
2014,Urban,Sydney Basin,Major Mitchell's Cockatoo,0
2014,Urban,Sydney Basin,Pale-headed Rosella,0
2014,Urban,Sydney Basin,Magpie-lark,0
2014,Urban,Sydney Basin,Crested Pigeon,0
2014,Urban,Sydney Basin,Lewin's Honeyeater,0
2014,Urban,Sydney Basin,Spangled Drongo,0
2014,Urban,Sydney Basin,Bar-shouldered Dove,0
2014,Urban,Sydney Basin,Australasian Figbird,0
2014,Urban,Sydney Basin,Striated Pardalote,0
2014,Urban,Sydney Basin,Australian King-parrot,0
2014,Urban,Sydney Basin,Peaceful Dove,0
2014,Urban,Sydney Basin,Superb Fairy-wren,0
2014,Urban,Sydney Basin,Mangrove Honeyeater,0
2014,Urban,Sydney Basin,White-eared Honeyeater,0
2014,Urban,Sydney Basin,Crested Shrike-tit,0
2014,Urban,Sydney Basin,Rainbow Lorikeet,1
2014,Urban,Sydney Basin,White-headed Pigeon,0
2014,Urban,Sydney Basin,White-throated Honeyeater,0
2014,Urban,Sydney Basin,Large-billed Scrubwren,0
2014,Urban,Sydney Basin,European Greenfinch,0
2014,Urban,Sydney Basin,Western Gerygone,0
2014,Urban,Sydney Basin,Olive-backed Oriole,0
2014,Urban,Sydney Basin,Cattle Egret,0
2014,Urban,Sydney Basin,Brown-headed Honeyeater,0
2014,Urban,Sydney Basin,Diamond Dove,0
2014,Urban,Sydney Basin,Brush Wattlebird,0
2014,Urban,Sydney Basin,Blue-winged Kookaburra,0
2014,Urban,Sydney Basin,Australian Ringneck,0
2014,Urban,Sydney Basin,Welcome Swallow,0
2014,Urban,Sydney Basin,Fuscous Honeyeater,0
2014,Urban,Sydney Basin,Mistletoebird,0
2014,Urban,Sydney Basin,Varied Triller,0
2014,Urban,Sydney Basin,Rock Dove,0
2014,Urban,Sydney Basin,Beautiful Firetail,0
2014,Urban,Sydney Basin,Leaden Flycatcher,0
2014,Urban,Sydney Basin,Grey-crowned Babbler,0
2014,Urban,Sydney Basin,Common Myna,0
2014,Urban,Sydney Basin,Little Friarbird,0
2014,Urban,Sydney Basin,Little Raven,0
2014,Urban,Sydney Basin,Jacky Winter,0
2014,Urban,Sydney Basin,Crescent Honeyeater,0
2014,Urban,Sydney Basin,Eastern Yellow Robin,0
2014,Urban,Sydney Basin,Tawny-crowned Honeyeater,0
2014,Urban,Sydney Basin,Red-browed Finch,0
2014,Urban,Sydney Basin,Diamond Firetail,0
2014,Urban,Sydney Basin,Purple-crowned Lorikeet,0
2014,Urban,Sydney Basin,Yellow Rosella,0
2014,Urban,Sydney Basin,Mangrove Gerygone,0
2014,Urban,Sydney Basin,Australian Brush-turkey,0
2014,Urban,Sydney Basin,Black Butcherbird,0
2014,Urban,Sydney Basin,Rose Robin,0
2014,Urban,Sydney Basin,Pale-yellow Robin,0
2014,Urban,Sydney Basin,Scarlet Honeyeater,0
2014,Urban,Sydney Basin,Eastern Rosella,0
2014,Urban,Sydney Basin,Yellow-tufted Honeyeater,0
2014,Urban,Sydney Basin,Torresian Crow,0
2014,Urban,Sydney Basin,Grey Shrike-thrush,0
2014,Urban,Sydney Basin,Forest Raven,0
2014,Urban,Sydney Basin,Silvereye,0
2014,Urban,Sydney Basin,Little Shrike-thrush,0
2014,Urban,Sydney Basin,Brown Treecreeper,0
2014,Urban,Sydney Basin,Noisy Miner,0
2014,Urban,Sydney Basin,Superb Lyrebird,0
2014,Urban,Sydney Basin,Brown Cuckoo-dove,0
2014,Urban,Sydney Basin,Common Bronzewing,0
2014,Urban,Sydney Basin,White-naped Honeyeater,0
2014,Urban,Sydney Basin,Brown Honeyeater,0
2014,Urban,Sydney Basin,Spotted Dove,0
2014,Urban,Sydney Basin,Rockwarbler,0
2014,Urban,Sydney Basin,Masked Lapwing,0
2014,Urban,Sydney Basin,Yellow-rumped Thornbill,0
2014,Urban,Sydney Basin,Hooded Robin,0
2014,Urban,Sydney Basin,Wonga Pigeon,0
2014,Urban,Sydney Basin,White-winged Chough,0
2014,Urban,Sydney Basin,Eastern Whipbird,0
2014,Urban,Sydney Basin,Golden Whistler,0
2014,Urban,Sydney Basin,Satin Flycatcher,0
2014,Urban,Sydney Basin,Grey Fantail,0
2014,Urban,Sydney Basin,Bassian Thrush,0
2014,Urban,Sydney Basin,Chestnut-breasted Mannikin,0
2014,Urban,Sydney Basin,Wild Duck,0
2014,Urban,Sydney Basin,Willie Wagtail,0
2014,Urban,Sydney Basin,Regent Bowerbird,0
2014,Urban,Sydney Basin,Rufous Fantail,0
2014,Urban,Sydney Basin,Spiny-cheeked Honeyeater,0
2014,Urban,Sydney Basin,Flame Robin,0
2014,Urban,Sydney Basin,European Goldfinch,0
2014,Urban,Sydney Basin,Noisy Friarbird,0
2014,Urban,Sydney Basin,Sulphur-crested Cockatoo,0
2014,Urban,Sydney Basin,Scaly-breasted Lorikeet,0
2014,Urban,Sydney Basin,Tete,0
2014,Urban,Sydney Basin,Double-barred Finch,0
2014,Urban,Sydney Basin,Buff-rumped Thornbill,0
2014,Urban,Sydney Basin,Purple Swamphen,0
2014,Urban,Sydney Basin,Green Catbird,0
2014,Urban,Sydney Basin,Rufous Whistler,0
2014,Urban,Sydney Basin,Southern Whiteface,0
2014,Urban,Sydney Basin,Musk Lorikeet,0
2014,Urban,Sydney Basin,Red-capped Robin,0
2014,Urban,Sydney Basin,Gang-gang Cockatoo,0
2014,Urban,Sydney Basin,Satin Bowerbird,0
2014,Urban,Sydney Basin,Grey Currawong,0
2014,Urban,Sydney Basin,Eastern Spinebill,0
2014,Urban,Sydney Basin,Laughing Kookaburra,0
2014,Urban,Sydney Basin,Little Wattlebird,0
2014,Urban,Sydney Basin,Restless Flycatcher,0
2014,Urban,Sydney Basin,Buff-banded Rail,0
2014,Urban,Sydney Basin,Red-backed Fairy-wren,0
2014,Urban,Sydney Basin,Fan-tailed Cuckoo,0
2014,Urban,Sydney Basin,Brown Goshawk,0
2014,Urban,Sydney Basin,Brown Gerygone,0
2014,Urban,Sydney Basin,Variegated Fairy-wren,0
2014,Urban,Sydney Basin,Blue-faced Honeyeater,0
2014,Urban,Sydney Basin,Red Wattlebird,1
2014,Urban,Sydney Basin,Emerald Dove,0
2014,Urban,Sydney Basin,Red-tailed Black Cockatoo,0
2014,Urban,Sydney Basin,Eastern Koel,0
2014,Urban,Sydney Basin,White-plumed Honeyeater,0
2014,Urban,Sydney Basin,Long-billed Corella,0
2014,Urban,Sydney Basin,Dollarbird,0
2014,Urban,Sydney Basin,Pied Butcherbird,0
2014,Urban,Sydney Basin,Striped Honeyeater,0
2014,Urban,Sydney Basin,Crimson Rosella,1
2014,Urban,Sydney Basin,New Holland Honeyeater,1
2014,Urban,Sydney Basin,Grey Butcherbird,0
2014,Urban,Sydney Basin,Scarlet Robin,0
2014,Urban,Sydney Basin,Bell Miner,0
2014,Urban,Sydney Basin,Australian Raven,0
2014,Urban,Sydney Basin,Spectacled Monarch,0
2014,Urban,Sydney Basin,Black-faced Cuckoo-shrike,0
2014,Urban,Sydney Basin,House Sparrow,0
2014,Urban,Sydney Basin,Brown Thornbill,0
2014,Urban,Sydney Basin,Australian White Ibis,0
2014,Urban,Sydney Basin,Collared Sparrowhawk,0
2014,Urban,Sydney Basin,Yellow Thornbill,0
2014,Urban,Sydney Basin,Black Currawong,0
2014,Urban,Sydney Basin,Brush Bronzewing,0
2014,Urban,Sydney Basin,Little Corella,0
2014,Urban,Sydney Basin,Dusky Woodswallow,0
2014,Urban,Sydney Basin,Yellow-throated Scrubwren,0
2014,Urban,Sydney Basin,Song Thrush,0
2014,Urban,Sydney Basin,Black-faced Monarch,0
2014,Urban,Sydney Basin,Yellow-tailed Black-cockatoo,0
2014,Urban,Sydney Basin,White-throated Treecreeper,0
2014,Urban,Sydney Basin,Topknot Pigeon,0
2014,Urban,Sydney Basin,Red-rumped Parrot,0
2014,Urban,Sydney Basin,Black-chinned Honeyeater,0
2014,Urban,Sydney Basin,White-browed Scrubwren,0
2014,Urban,Sydney Basin,White-throated Gerygone,0
2014,Urban,Sydney Basin,Sacred Kingfisher,0
2014,Urban,Sydney Basin,Weebill,0
2014,Urban,Sydney Basin,Yellow-faced Honeyeater,0
2014,Urban,Sydney Basin,Spotted Pardalote,0
2014,Urban,Sydney Basin,Dusky Honeyeater,0
2014,Urban,Sydney Basin,Singing Honeyeater,0
2014,Urban,Sydney Basin,Apostlebird,0
2014,Urban,Sydney Basin,Striated Thornbill,0
2014,Urban,Sydney Basin,Galah,0
2014,Urban,Sydney Basin,Common Starling,1
2014,Urban,Sydney Basin,Maned Duck,0
2014,Urban,Sydney Basin,Red-whiskered Bulbul,0
2014,Urban,Sydney Basin,White-faced Heron,0
2014,Urban,Sydney Basin,Australian Magpie,0
2014,Urban,Sydney Basin,Common Blackbird,0
2014,Urban,Sydney Basin,Wood Teal,0
2014,Urban,Sydney Basin,Pied Currawong,1
2014,Urban,Sydney Basin,Splendid Fairy-wren,0
2014,Urban,Sydney Basin,Olive Whistler,0
2014,Urban,Sydney Basin,White-cheeked Honeyeater,0
2014,Urban,Sydney Basin,Major Mitchell's Cockatoo,0
2014,Urban,Sydney Basin,Pale-headed Rosella,0
2014,Urban,Sydney Basin,Magpie-lark,1
2014,Urban,Sydney Basin,Crested Pigeon,0
2014,Urban,Sydney Basin,Lewin's Honeyeater,0
2014,Urban,Sydney Basin,Spangled Drongo,0
2014,Urban,Sydney Basin,Bar-shouldered Dove,0
2014,Urban,Sydney Basin,Australasian Figbird,0
2014,Urban,Sydney Basin,Striated Pardalote,0
2014,Urban,Sydney Basin,Australian King-parrot,0
2014,Urban,Sydney Basin,Peaceful Dove,0
2014,Urban,Sydney Basin,Superb Fairy-wren,0
2014,Urban,Sydney Basin,Mangrove Honeyeater,0
2014,Urban,Sydney Basin,White-eared Honeyeater,0
2014,Urban,Sydney Basin,Crested Shrike-tit,0
2014,Urban,Sydney Basin,Rainbow Lorikeet,1
2014,Urban,Sydney Basin,White-headed Pigeon,0
2014,Urban,Sydney Basin,White-throated Honeyeater,0
2014,Urban,Sydney Basin,Large-billed Scrubwren,0
2014,Urban,Sydney Basin,European Greenfinch,0
2014,Urban,Sydney Basin,Western Gerygone,0
2014,Urban,Sydney Basin,Olive-backed Oriole,0
2014,Urban,Sydney Basin,Cattle Egret,0
2014,Urban,Sydney Basin,Brown-headed Honeyeater,0
2014,Urban,Sydney Basin,Diamond Dove,0
2014,Urban,Sydney Basin,Brush Wattlebird,0
2014,Urban,Sydney Basin,Blue-winged Kookaburra,0
2014,Urban,Sydney Basin,Australian Ringneck,0
2014,Urban,Sydney Basin,Welcome Swallow,0
2014,Urban,Sydney Basin,Fuscous Honeyeater,0
2014,Urban,Sydney Basin,Mistletoebird,0
2014,Urban,Sydney Basin,Varied Triller,0
2014,Urban,Sydney Basin,Rock Dove,0
2014,Urban,Sydney Basin,Beautiful Firetail,0
2014,Urban,Sydney Basin,Leaden Flycatcher,0
2014,Urban,Sydney Basin,Grey-crowned Babbler,0
2014,Urban,Sydney Basin,Common Myna,1
2014,Urban,Sydney Basin,Little Friarbird,0
2014,Urban,Sydney Basin,Little Raven,0
2014,Urban,Sydney Basin,Jacky Winter,0
2014,Urban,Sydney Basin,Crescent Honeyeater,0
2014,Urban,Sydney Basin,Eastern Yellow Robin,0
2014,Urban,Sydney Basin,Tawny-crowned Honeyeater,0
2014,Urban,Sydney Basin,Red-browed Finch,0
2014,Urban,Sydney Basin,Diamond Firetail,0
2014,Urban,Sydney Basin,Purple-crowned Lorikeet,0
2014,Urban,Sydney Basin,Yellow Rosella,0
2014,Urban,Sydney Basin,Mangrove Gerygone,0
2014,Urban,Sydney Basin,Australian Brush-turkey,0
2014,Urban,Sydney Basin,Black Butcherbird,0
2014,Urban,Sydney Basin,Rose Robin,0
2014,Urban,Sydney Basin,Pale-yellow Robin,0
2014,Urban,Sydney Basin,Scarlet Honeyeater,0
2014,Urban,Sydney Basin,Eastern Rosella,0
2014,Urban,Sydney Basin,Yellow-tufted Honeyeater,0
2014,Urban,Sydney Basin,Torresian Crow,0
2014,Urban,Sydney Basin,Grey Shrike-thrush,0
2014,Urban,Sydney Basin,Forest Raven,0
2014,Urban,Sydney Basin,Silvereye,0
2014,Urban,Sydney Basin,Little Shrike-thrush,0
2014,Urban,Sydney Basin,Brown Treecreeper,0
2014,Urban,Sydney Basin,Noisy Miner,0
2014,Urban,Sydney Basin,Superb Lyrebird,0
2014,Urban,Sydney Basin,Brown Cuckoo-dove,0
2014,Urban,Sydney Basin,Common Bronzewing,0
2014,Urban,Sydney Basin,White-naped Honeyeater,0
2014,Urban,Sydney Basin,Brown Honeyeater,0
2014,Urban,Sydney Basin,Spotted Dove,1
2014,Urban,Sydney Basin,Rockwarbler,0
2014,Urban,Sydney Basin,Masked Lapwing,0
2014,Urban,Sydney Basin,Yellow-rumped Thornbill,0
2014,Urban,Sydney Basin,Hooded Robin,0
2014,Urban,Sydney Basin,Wonga Pigeon,0
2014,Urban,Sydney Basin,White-winged Chough,0
2014,Urban,Sydney Basin,Eastern Whipbird,0
2014,Urban,Sydney Basin,Golden Whistler,0
2014,Urban,Sydney Basin,Satin Flycatcher,0
2014,Urban,Sydney Basin,Grey Fantail,0
2014,Urban,Sydney Basin,Bassian Thrush,0
2014,Urban,Sydney Basin,Chestnut-breasted Mannikin,0
2014,Urban,Sydney Basin,Wild Duck,0
2014,Urban,Sydney Basin,Willie Wagtail,0
2014,Urban,Sydney Basin,Regent Bowerbird,0
2014,Urban,Sydney Basin,Rufous Fantail,0
2014,Urban,Sydney Basin,Spiny-cheeked Honeyeater,0
2014,Urban,Sydney Basin,Flame Robin,0
2014,Urban,Sydney Basin,European Goldfinch,0
2014,Urban,Sydney Basin,Noisy Friarbird,0
2014,Urban,Sydney Basin,Sulphur-crested Cockatoo,1
2014,Urban,Sydney Basin,Scaly-breasted Lorikeet,0
2014,Urban,Sydney Basin,Tete,0
2014,Urban,Sydney Basin,Double-barred Finch,0
2014,Urban,Sydney Basin,Buff-rumped Thornbill,0
2014,Urban,Sydney Basin,Purple Swamphen,0
2014,Urban,Sydney Basin,Green Catbird,0
2014,Urban,Sydney Basin,Rufous Whistler,0
2014,Urban,Sydney Basin,Southern Whiteface,0
2014,Urban,Sydney Basin,Musk Lorikeet,0
2014,Urban,Sydney Basin,Red-capped Robin,0
2014,Urban,Sydney Basin,Gang-gang Cockatoo,0
2014,Urban,Sydney Basin,Satin Bowerbird,0
2014,Urban,Sydney Basin,Grey Currawong,0
2014,Urban,Sydney Basin,Eastern Spinebill,0
2014,Urban,Sydney Basin,Laughing Kookaburra,0
2014,Urban,Sydney Basin,Little Wattlebird,0
2014,Urban,Sydney Basin,Restless Flycatcher,0
2014,Urban,Sydney Basin,Buff-banded Rail,0
2014,Urban,Sydney Basin,Red-backed Fairy-wren,0
2014,Urban,Sydney Basin,Fan-tailed Cuckoo,0
2014,Urban,Sydney Basin,Brown Goshawk,0
2014,Urban,Sydney Basin,Brown Gerygone,0
2014,Urban,Sydney Basin,Variegated Fairy-wren,0
2014,Urban,Sydney Basin,Blue-faced Honeyeater,0
2014,Urban,Sydney Basin,Red Wattlebird,0
2014,Urban,Sydney Basin,Emerald Dove,0
2014,Urban,Sydney Basin,Red-tailed Black Cockatoo,0
2014,Urban,Sydney Basin,Eastern Koel,0
2014,Urban,Sydney Basin,White-plumed Honeyeater,0
2014,Urban,Sydney Basin,Long-billed Corella,0
2014,Urban,Sydney Basin,Dollarbird,0
2014,Urban,Sydney Basin,Pied Butcherbird,0
2014,Urban,Sydney Basin,Striped Honeyeater,0
2014,Urban,Sydney Basin,Crimson Rosella,0
2014,Urban,Sydney Basin,New Holland Honeyeater,0
2014,Urban,Sydney Basin,Grey Butcherbird,0
2014,Urban,Sydney Basin,Scarlet Robin,0
2014,Urban,Sydney Basin,Bell Miner,0
2014,Urban,Sydney Basin,Australian Raven,0
2014,Urban,Sydney Basin,Spectacled Monarch,0
2014,Urban,Sydney Basin,Black-faced Cuckoo-shrike,0
2014,Urban,Sydney Basin,House Sparrow,0
2014,Urban,Sydney Basin,Brown Thornbill,0
2014,Urban,Sydney Basin,Australian White Ibis,0
2014,Urban,Sydney Basin,Collared Sparrowhawk,0
2014,Urban,Sydney Basin,Yellow Thornbill,0
2014,Urban,Sydney Basin,Black Currawong,0
2014,Urban,Sydney Basin,Brush Bronzewing,0
2014,Urban,Sydney Basin,Little Corella,0
2014,Urban,Sydney Basin,Dusky Woodswallow,0
2014,Urban,Sydney Basin,Yellow-throated Scrubwren,0
2014,Urban,Sydney Basin,Song Thrush,0
2014,Urban,Sydney Basin,Black-faced Monarch,0
2014,Urban,Sydney Basin,Yellow-tailed Black-cockatoo,0
2014,Urban,Sydney Basin,White-throated Treecreeper,0
2014,Urban,Sydney Basin,Topknot Pigeon,0
2014,Urban,Sydney Basin,Red-rumped Parrot,0
2014,Urban,Sydney Basin,Black-chinned Honeyeater,0
2014,Urban,Sydney Basin,White-browed Scrubwren,0
2014,Urban,Sydney Basin,White-throated Gerygone,0
2014,Urban,Sydney Basin,Sacred Kingfisher,0
2014,Urban,Sydney Basin,Weebill,0
2014,Urban,Sydney Basin,Yellow-faced Honeyeater,0
2014,Urban,Sydney Basin,Spotted Pardalote,0
2014,Urban,Sydney Basin,Dusky Honeyeater,0
2014,Urban,Sydney Basin,Singing Honeyeater,0
2014,Urban,Sydney Basin,Apostlebird,0
2014,Urban,Sydney Basin,Striated Thornbill,0
2014,Urban,Sydney Basin,Galah,0
2014,Urban,Sydney Basin,Common Starling,0
2014,Urban,Sydney Basin,Maned Duck,0
2014,Urban,Sydney Basin,Red-whiskered Bulbul,0
2014,Urban,Sydney Basin,White-faced Heron,0
2014,Urban,Sydney Basin,Australian Magpie,0
2014,Urban,Sydney Basin,Common Blackbird,0
2014,Urban,Sydney Basin,Wood Teal,0
2014,Urban,Sydney Basin,Pied Currawong,0
2014,Urban,Sydney Basin,Splendid Fairy-wren,0
2014,Urban,Sydney Basin,Olive Whistler,0
2014,Urban,Sydney Basin,White-cheeked Honeyeater,0
2014,Urban,Sydney Basin,Major Mitchell's Cockatoo,0
2014,Urban,Sydney Basin,Pale-headed Rosella,0
2014,Urban,Sydney Basin,Magpie-lark,0
2014,Urban,Sydney Basin,Crested Pigeon,0
2014,Urban,Sydney Basin,Lewin's Honeyeater,0
2014,Urban,Sydney Basin,Spangled Drongo,0
2014,Urban,Sydney Basin,Bar-shouldered Dove,0
2014,Urban,Sydney Basin,Australasian Figbird,0
2014,Urban,Sydney Basin,Striated Pardalote,0
2014,Urban,Sydney Basin,Australian King-parrot,0
2014,Urban,Sydney Basin,Peaceful Dove,0
2014,Urban,Sydney Basin,Superb Fairy-wren,0
2014,Urban,Sydney Basin,Mangrove Honeyeater,0
2014,Urban,Sydney Basin,White-eared Honeyeater,0
2014,Urban,Sydney Basin,Crested Shrike-tit,0
2014,Urban,Sydney Basin,Rainbow Lorikeet,0
2014,Urban,Sydney Basin,White-headed Pigeon,0
2014,Urban,Sydney Basin,White-throated Honeyeater,0
2014,Urban,Sydney Basin,Large-billed Scrubwren,0
2014,Urban,Sydney Basin,European Greenfinch,0
2014,Urban,Sydney Basin,Western Gerygone,0
2014,Urban,Sydney Basin,Olive-backed Oriole,0
2014,Urban,Sydney Basin,Cattle Egret,0
2014,Urban,Sydney Basin,Brown-headed Honeyeater,0
2014,Urban,Sydney Basin,Diamond Dove,0
2014,Urban,Sydney Basin,Brush Wattlebird,0
2014,Urban,Sydney Basin,Blue-winged Kookaburra,0
2014,Urban,Sydney Basin,Australian Ringneck,0
2014,Urban,Sydney Basin,Welcome Swallow,0
2014,Urban,Sydney Basin,Fuscous Honeyeater,0
2014,Urban,Sydney Basin,Mistletoebird,0
2014,Urban,Sydney Basin,Varied Triller,0
2014,Urban,Sydney Basin,Rock Dove,0
2014,Urban,Sydney Basin,Beautiful Firetail,0
2014,Urban,Sydney Basin,Leaden Flycatcher,0
2014,Urban,Sydney Basin,Grey-crowned Babbler,0
2014,Urban,Sydney Basin,Common Myna,0
2014,Urban,Sydney Basin,Little Friarbird,0
2014,Urban,Sydney Basin,Little Raven,0
2014,Urban,Sydney Basin,Jacky Winter,0
2014,Urban,Sydney Basin,Crescent Honeyeater,0
2014,Urban,Sydney Basin,Eastern Yellow Robin,0
2014,Urban,Sydney Basin,Tawny-crowned Honeyeater,0
2014,Urban,Sydney Basin,Red-browed Finch,0
2014,Urban,Sydney Basin,Diamond Firetail,0
2014,Urban,Sydney Basin,Purple-crowned Lorikeet,0
2014,Urban,Sydney Basin,Yellow Rosella,0
2014,Urban,Sydney Basin,Mangrove Gerygone,0
2014,Urban,Sydney Basin,Australian Brush-turkey,0
2014,Urban,Sydney Basin,Black Butcherbird,0
2014,Urban,Sydney Basin,Rose Robin,0
2014,Urban,Sydney Basin,Pale-yellow Robin,0
2014,Urban,Sydney Basin,Scarlet Honeyeater,0
2014,Urban,Sydney Basin,Eastern Rosella,0
2014,Urban,Sydney Basin,Yellow-tufted Honeyeater,0
2014,Urban,Sydney Basin,Torresian Crow,0
2014,Urban,Sydney Basin,Grey Shrike-thrush,0
2014,Urban,Sydney Basin,Forest Raven,0
2014,Urban,Sydney Basin,Silvereye,0
2014,Urban,Sydney Basin,Little Shrike-thrush,0
2014,Urban,Sydney Basin,Brown Treecreeper,0
2014,Urban,Sydney Basin,Noisy Miner,0
2014,Urban,Sydney Basin,Superb Lyrebird,0
2014,Urban,Sydney Basin,Brown Cuckoo-dove,1
2014,Urban,Sydney Basin,Common Bronzewing,0
2014,Urban,Sydney Basin,White-naped Honeyeater,0
2014,Urban,Sydney Basin,Brown Honeyeater,0
2014,Urban,Sydney Basin,Spotted Dove,0
2014,Urban,Sydney Basin,Rockwarbler,0
2014,Urban,Sydney Basin,Masked Lapwing,0
2014,Urban,Sydney Basin,Yellow-rumped Thornbill,0
2014,Urban,Sydney Basin,Hooded Robin,0
2014,Urban,Sydney Basin,Wonga Pigeon,0
2014,Urban,Sydney Basin,White-winged Chough,0
2014,Urban,Sydney Basin,Eastern Whipbird,0
2014,Urban,Sydney Basin,Golden Whistler,0
2014,Urban,Sydney Basin,Satin Flycatcher,0
2014,Urban,Sydney Basin,Grey Fantail,0
2014,Urban,Sydney Basin,Bassian Thrush,0
2014,Urban,Sydney Basin,Chestnut-breasted Mannikin,0
2014,Urban,Sydney Basin,Wild Duck,0
2014,Urban,Sydney Basin,Willie Wagtail,0
2014,Urban,Sydney Basin,Regent Bowerbird,0
2014,Urban,Sydney Basin,Rufous Fantail,0
2014,Urban,Sydney Basin,Spiny-cheeked Honeyeater,0
2014,Urban,Sydney Basin,Flame Robin,0
2014,Urban,Sydney Basin,European Goldfinch,0
2014,Urban,Sydney Basin,Noisy Friarbird,0
2014,Urban,Sydney Basin,Sulphur-crested Cockatoo,0
2014,Urban,Sydney Basin,Scaly-breasted Lorikeet,0
2014,Urban,Sydney Basin,Tete,0
2014,Urban,Sydney Basin,Double-barred Finch,0
2014,Urban,Sydney Basin,Buff-rumped Thornbill,0
2014,Urban,Sydney Basin,Purple Swamphen,0
2014,Urban,Sydney Basin,Green Catbird,0
2014,Urban,Sydney Basin,Rufous Whistler,0
2014,Urban,Sydney Basin,Southern Whiteface,0
2014,Urban,Sydney Basin,Musk Lorikeet,0
2014,Urban,Sydney Basin,Red-capped Robin,0
2014,Urban,Sydney Basin,Gang-gang Cockatoo,0
2014,Urban,Sydney Basin,Satin Bowerbird,0
2014,Urban,Sydney Basin,Grey Currawong,0
2014,Urban,Sydney Basin,Eastern Spinebill,0
2014,Urban,Sydney Basin,Laughing Kookaburra,0
2014,Urban,Sydney Basin,Little Wattlebird,0
2014,Urban,Sydney Basin,Restless Flycatcher,0
2014,Urban,Sydney Basin,Buff-banded Rail,0
2014,Urban,Sydney Basin,Red-backed Fairy-wren,0
2014,Urban,Sydney Basin,Fan-tailed Cuckoo,0
2014,Urban,Sydney Basin,Brown Goshawk,0
2014,Urban,Sydney Basin,Brown Gerygone,0
2014,Urban,Sydney Basin,Variegated Fairy-wren,0
2014,Urban,Sydney Basin,Blue-faced Honeyeater,0
2014,Urban,Sydney Basin,Red Wattlebird,0
2014,Urban,Sydney Basin,Emerald Dove,0
2014,Urban,Sydney Basin,Red-tailed Black Cockatoo,0
2014,Urban,Sydney Basin,Eastern Koel,0
2014,Urban,Sydney Basin,White-plumed Honeyeater,0
2014,Urban,Sydney Basin,Long-billed Corella,0
2014,Urban,Sydney Basin,Dollarbird,0
2014,Urban,Sydney Basin,Pied Butcherbird,0
2014,Urban,Sydney Basin,Striped Honeyeater,0
2014,Urban,Sydney Basin,Crimson Rosella,0
2014,Urban,Sydney Basin,New Holland Honeyeater,0
2014,Urban,Sydney Basin,Grey Butcherbird,0
2014,Urban,Sydney Basin,Scarlet Robin,0
2014,Urban,Sydney Basin,Bell Miner,0
2014,Urban,Sydney Basin,Australian Raven,0
2014,Urban,Sydney Basin,Spectacled Monarch,0
2014,Urban,Sydney Basin,Black-faced Cuckoo-shrike,0
2014,Urban,Sydney Basin,House Sparrow,0
2014,Urban,Sydney Basin,Brown Thornbill,0
2014,Urban,Sydney Basin,Australian White Ibis,0
2014,Urban,Sydney Basin,Collared Sparrowhawk,0
2014,Urban,Sydney Basin,Yellow Thornbill,0
2014,Urban,Sydney Basin,Black Currawong,0
2014,Urban,Sydney Basin,Brush Bronzewing,0
2014,Urban,Sydney Basin,Little Corella,0
2014,Urban,Sydney Basin,Dusky Woodswallow,0
2014,Urban,Sydney Basin,Yellow-throated Scrubwren,0
2014,Urban,Sydney Basin,Song Thrush,0
2014,Urban,Sydney Basin,Black-faced Monarch,0
2014,Urban,Sydney Basin,Yellow-tailed Black-cockatoo,0
2014,Urban,Sydney Basin,White-throated Treecreeper,0
2014,Urban,Sydney Basin,Topknot Pigeon,0
2014,Urban,Sydney Basin,Red-rumped Parrot,0
2014,Urban,Sydney Basin,Black-chinned Honeyeater,0
2014,Urban,Sydney Basin,White-browed Scrubwren,0
2014,Urban,Sydney Basin,White-throated Gerygone,0
2014,Urban,Sydney Basin,Sacred Kingfisher,0
2014,Urban,Sydney Basin,Weebill,0
2014,Urban,Sydney Basin,Yellow-faced Honeyeater,0
2014,Urban,Sydney Basin,Spotted Pardalote,0
2014,Urban,Sydney Basin,Dusky Honeyeater,0
2014,Urban,Sydney Basin,Singing Honeyeater,0
2014,Urban,Sydney Basin,Apostlebird,0
2014,Urban,Sydney Basin,Striated Thornbill,0
2014,Urban,Sydney Basin,Galah,0
2014,Urban,Sydney Basin,Common Starling,0
2014,Urban,Sydney Basin,Maned Duck,0
