match_id,team1,team2,score_team1,score_team2,wickets_team2,wickets_team,team1_away_or_home,team2_home_away,winner,margin,margin_type,time_of_day,series,player_of_match,player_of_match_team,venue,toss,toss_decision,ball_remaining,ground,ground_city,ground_country,match_date
ODI # 1350,Pakistan,India,246,195,9,10,away,away,Pakistan,51,runs,Day,Pakistan tour of Canada,Moin Khan,Pakistan,"Toronto Cricket, Skating and Curling Club",India,field first,NA,Toronto,Toronto,Canada,"Sep 13, 1998"
ODI # 1351,Pakistan,India,257,180,5,10,away,away,Pakistan,77,runs,Day,Pakistan tour of Canada,Inzamam-ul-Haq,Pakistan,"Toronto Cricket, Skating and Curling Club",India,field first,NA,Toronto,Toronto,Canada,"Sep 16, 1998"
ODI # 1352,Pakistan,India,316,182,6,10,away,away,Pakistan,134,runs,Day,Pakistan tour of Canada,Shahid Afridi,Pakistan,"Toronto Cricket, Skating and Curling Club",India,field first,NA,Toronto,Toronto,Canada,"Sep 19, 1998"
ODI # 1353,India,Pakistan,256,258,9,5,away,away,Pakistan,5,wickets,Day,Pakistan tour of Canada,Aamer Sohail,Pakistan,"Toronto Cricket, Skating and Curling Club",India,bat first,with 10 balls remaining),Toronto,Toronto,Canada,"Sep 20, 1998"
ODI # 1354,Zimbabwe,India,213,216,10,2,home,away,India,8,wickets,Day,India tour of Zimbabwe,Sachin Tendulkar,India,"Queens Sports Club, Bulawayo",India,field first,with 46 balls remaining),Bulawayo,Bulawayo,Zimbabwe,"Sep 26, 1998"
ODI # 1355,Zimbabwe,India,235,236,7,2,home,away,India,8,wickets,Day,India tour of Zimbabwe,Sourav Ganguly,India,"Queens Sports Club, Bulawayo",India,field first,with 19 balls remaining),Bulawayo,Bulawayo,Zimbabwe,"Sep 27, 1998"
ODI # 1356,Zimbabwe,India,259,222,5,10,home,away,Zimbabwe,37,runs,Day,India tour of Zimbabwe,Craig Wishart,Zimbabwe,Harare Sports Club,India,field first,NA,Harare,Harare,Zimbabwe,"Sep 30, 1998"
ODI # 1357,Zimbabwe,New Zealand,258,260,7,5,away,away,New Zealand,5,wickets,Day and night,Wills International Cup,Stephen Fleming,New Zealand,"Bangabandhu National Stadium, Dhaka",Zimbabwe,bat first,NA,Dhaka,Dhaka,Bangladesh,"Oct 24, 1998"
ODI # 1358,England,South Africa,281,283,7,4,away,away,South Africa,6,wickets,Day and night,Wills International Cup,Daryll Cullinan,South Africa,"Bangabandhu National Stadium, Dhaka",England,bat first,with 20 balls remaining),Dhaka,Dhaka,Bangladesh,"Oct 25, 1998"
ODI # 1359,New Zealand,Sri Lanka,188,191,10,5,away,away,Sri Lanka,5,wickets,Day and night,Wills International Cup,Arjuna Ranatunga,Sri Lanka,"Bangabandhu National Stadium, Dhaka",Sri Lanka,field first,with 51 balls remaining),Dhaka,Dhaka,Bangladesh,"Oct 26, 1998"
ODI # 1360,India,Australia,307,263,8,10,away,away,India,44,runs,Day and night,Wills International Cup,Sachin Tendulkar,India,"Bangabandhu National Stadium, Dhaka",Australia,field first,NA,Dhaka,Dhaka,Bangladesh,"Oct 28, 1998"
ODI # 1361,West Indies,Pakistan,289,259,9,9,away,away,West Indies,30,runs,Day and night,Wills International Cup,Keith Arthurton,West Indies,"Bangabandhu National Stadium, Dhaka",West Indies,bat first,NA,Dhaka,Dhaka,Bangladesh,"Oct 29, 1998"
ODI # 1362,South Africa,Sri Lanka,240,132,7,10,away,away,South Africa,92,runs,Day and night,Wills International Cup,Jacques Kallis,South Africa,"Bangabandhu National Stadium, Dhaka",Sri Lanka,field first,D/L method),Dhaka,Dhaka,Bangladesh,"Oct 30, 1998"
ODI # 1363,India,West Indies,242,245,6,4,away,away,West Indies,6,wickets,Day and night,Wills International Cup,Mervyn Dillon,West Indies,"Bangabandhu National Stadium, Dhaka",India,bat first,with 18 balls remaining),Dhaka,Dhaka,Bangladesh,"Oct 31, 1998"
ODI # 1364,West Indies,South Africa,245,248,10,6,away,away,South Africa,4,wickets,Day and night,Wills International Cup,Jacques Kallis,South Africa,"Bangabandhu National Stadium, Dhaka",South Africa,field first,with 18 balls remaining),Dhaka,Dhaka,Bangladesh,"Nov 1, 1998"
ODI # 1365,Australia,Pakistan,324,238,8,10,away,home,Australia,86,runs,Day,Australia tour of Pakistan,Darren Lehmann,Australia,"National Stadium, Karachi",Pakistan,field first,NA,Karachi,Karachi,Pakistan,"Nov 6, 1998"
ODI # 1366,Sri Lanka,India,245,248,7,7,away,away,India,3,wickets,Day and night,Coca-Cola Champions Trophy,Mohammad Azharuddin,India,Sharjah Cricket Association Stadium,India,field first,with 5 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Nov 6, 1998"
ODI # 1367,Sri Lanka,Zimbabwe,196,197,10,3,away,away,Zimbabwe,7,wickets,Day and night,Coca-Cola Champions Trophy,Eddo Brandes,Zimbabwe,Sharjah Cricket Association Stadium,Zimbabwe,field first,with 23 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Nov 7, 1998"
ODI # 1368,Pakistan,Australia,217,220,7,5,home,away,Australia,5,wickets,Day,Australia tour of Pakistan,Brendon Julian,Australia,"Arbab Niaz Stadium, Peshawar",Pakistan,bat first,with 11 balls remaining),Peshawar,Peshawar,Pakistan,"Nov 8, 1998"
ODI # 1369,Zimbabwe,India,196,197,10,3,away,away,India,7,wickets,Day and night,Coca-Cola Champions Trophy,Sachin Tendulkar,India,Sharjah Cricket Association Stadium,India,field first,with 56 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Nov 8, 1998"
ODI # 1370,India,Sri Lanka,179,98,10,10,away,away,India,81,runs,Day and night,Coca-Cola Champions Trophy,Ajit Agarkar,India,Sharjah Cricket Association Stadium,Sri Lanka,field first,NA,Sharjah,Sharjah,United Arab Emirates,"Nov 9, 1998"
ODI # 1371,Pakistan,Australia,315,316,8,4,home,away,Australia,6,wickets,Day,Australia tour of Pakistan,Ricky Ponting,Australia,"Gaddafi Stadium, Lahore",Pakistan,bat first,with 7 balls remaining),Lahore,Lahore,Pakistan,"Nov 10, 1998"
ODI # 1372,Zimbabwe,Sri Lanka,259,235,7,10,away,away,Zimbabwe,24,runs,Day and night,Coca-Cola Champions Trophy,Paul Strang,Zimbabwe,Sharjah Cricket Association Stadium,Sri Lanka,field first,NA,Sharjah,Sharjah,United Arab Emirates,"Nov 10, 1998"
ODI # 1373,Zimbabwe,India,205,192,7,10,away,away,Zimbabwe,13,runs,Day and night,Coca-Cola Champions Trophy,Henry Olonga,Zimbabwe,Sharjah Cricket Association Stadium,India,field first,NA,Sharjah,Sharjah,United Arab Emirates,"Nov 11, 1998"
ODI # 1374,Zimbabwe,India,196,197,9,0,away,away,India,10,wickets,Day and night,Coca-Cola Champions Trophy,Sachin Tendulkar,India,Sharjah Cricket Association Stadium,India,field first,with 120 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Nov 13, 1998"
ODI # 1375,Zimbabwe,Pakistan,237,241,10,6,away,home,Pakistan,4,wickets,Day,Zimbabwe tour of Pakistan,Aamer Sohail,Pakistan,"Jinnah Stadium, Gujranwala",Pakistan,field first,with 14 balls remaining),Gujranwala,Gujranwala,Pakistan,"Nov 20, 1998"
ODI # 1376,Pakistan,Zimbabwe,211,212,10,4,home,away,Zimbabwe,6,wickets,Day,Zimbabwe tour of Pakistan,Neil Johnson,Zimbabwe,Sheikhupura Stadium,Zimbabwe,field first,with 56 balls remaining),Sheikhupura,Sheikhupura,Pakistan,"Nov 22, 1998"
ODI # 1377,Pakistan,Zimbabwe,302,191,6,10,home,away,Pakistan,111,runs,Day,Zimbabwe tour of Pakistan,Ijaz Ahmed,Pakistan,Rawalpindi Cricket Stadium,Zimbabwe,field first,NA,Rawalpindi,Rawalpindi,Pakistan,"Nov 24, 1998"
ODI # 1378,India,New Zealand,257,200,5,5,away,home,New Zealand,5,wickets,Day and night,India tour of New Zealand,Rahul Dravid,India,"Owen Delany Park, Taupo",India,bat first,with 6 balls remaining),Taupo,Taupo,New Zealand,"Jan 9, 1999"
ODI # 1379,England,Australia,178,145,8,9,away,home,England,7,runs,Day and night,Carlton & United Series,Alan Mullally,England,"Brisbane Cricket Ground, Woolloongabba, Brisbane",England,bat first,revised target),Brisbane,Woolloongabba,Australia,"Jan 10, 1999"
ODI # 1380,Sri Lanka,England,207,208,7,6,away,away,England,4,wickets,Day and night,Carlton & United Series,Neil Fairbrother,England,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Sri Lanka,bat first,with 3 balls remaining),Brisbane,Woolloongabba,Australia,"Jan 11, 1999"
ODI # 1381,New Zealand,India,213,214,10,8,home,away,India,2,wickets,Day and night,India tour of New Zealand,Matt Horne,New Zealand,"McLean Park, Napier",India,field first,with 1 ball remaining),Napier,Napier,New Zealand,"Jan 12, 1999"
ODI # 1382,Sri Lanka,Australia,259,260,9,2,away,home,Australia,8,wickets,Day and night,Carlton & United Series,Adam Gilchrist,Australia,Sydney Cricket Ground,Sri Lanka,bat first,with 23 balls remaining),Sydney,Moore Park,Australia,"Jan 13, 1999"
ODI # 1384,England,Australia,178,182,10,1,away,home,Australia,9,wickets,Day and night,Carlton & United Series,Mark Waugh,Australia,Melbourne Cricket Ground,England,bat first,with 64 balls remaining),Melbourne,Jolimont,Australia,"Jan 15, 1999"
ODI # 1385,New Zealand,India,207,208,7,5,home,away,India,5,wickets,Day,India tour of New Zealand,Rahul Dravid,India,"Eden Park, Auckland",India,field first,with 37 balls remaining),Auckland,Auckland,New Zealand,"Jan 16, 1999"
ODI # 1386,England,Australia,282,275,4,6,away,home,England,7,runs,Day and night,Carlton & United Series,Graeme Hick,England,Sydney Cricket Ground,England,bat first,NA,Sydney,Moore Park,Australia,"Jan 17, 1999"
ODI # 1387,New Zealand,India,300,230,8,10,home,away,New Zealand,70,runs,Day and night,India tour of New Zealand,Chris Cairns,New Zealand,"Jade Stadium, Christchurch",India,field first,NA,Christchurch,Christchurch,New Zealand,"Jan 19, 1999"
ODI # 1388,Sri Lanka,England,186,189,10,3,away,away,England,7,wickets,Day and night,Carlton & United Series,Darren Gough,England,Melbourne Cricket Ground,Sri Lanka,bat first,with 28 balls remaining),Melbourne,Jolimont,Australia,"Jan 19, 1999"
ODI # 1389,Australia,Sri Lanka,210,211,9,7,home,away,Sri Lanka,3,wickets,Day,Carlton & United Series,Marvan Atapattu,Sri Lanka,"Bellerive Oval, Hobart",Sri Lanka,field first,with 3 balls remaining),Hobart,Bellerive,Australia,"Jan 21, 1999"
ODI # 1390,West Indies,South Africa,154,160,4,8,away,home,South Africa,2,wickets,Day and night,West Indies tour of South Africa,Carl Hooper,West Indies,"New Wanderers Stadium, Johannesburg",South Africa,field first,D/L method),Johannesburg,Johannesburg,South Africa,"Jan 22, 1999"
ODI # 1391,England,Sri Lanka,302,303,3,9,away,away,Sri Lanka,1,wicket,Day and night,Carlton & United Series,Mahela Jayawardene,Sri Lanka,Adelaide Oval,Sri Lanka,field first,with 2 balls remaining),Adelaide,North Adelaide,Australia,"Jan 23, 1999"
ODI # 1392,Australia,Sri Lanka,270,190,10,10,home,away,Australia,80,runs,Day and night,Carlton & United Series,Glenn McGrath,Australia,Adelaide Oval,Sri Lanka,field first,NA,Adelaide,North Adelaide,Australia,"Jan 24, 1999"
ODI # 1393,West Indies,South Africa,292,249,9,10,away,home,West Indies,43,runs,Day,West Indies tour of South Africa,Shivnarine Chanderpaul,West Indies,"Buffalo Park, East London",South Africa,field first,NA,East London,East London,South Africa,"Jan 24, 1999"
ODI # 1394,Australia,England,239,223,8,10,home,away,Australia,16,runs,Day and night,Carlton & United Series,Graeme Hick,England,Adelaide Oval,Australia,bat first,NA,Adelaide,North Adelaide,Australia,"Jan 26, 1999"
ODI # 1395,South Africa,West Indies,274,219,9,10,home,away,South Africa,55,runs,Day and night,West Indies tour of South Africa,Hansie Cronje,South Africa,"Kingsmead, Durban",South Africa,bat first,NA,Durban,Durban,South Africa,"Jan 27, 1999"
ODI # 1396,England,Sri Lanka,227,99,7,10,away,away,England,128,runs,Day and night,Carlton & United Series,Mark Ealham,England,"Western Australia Cricket Association Ground, Perth",Sri Lanka,field first,NA,Perth,East Perth,Australia,"Jan 29, 1999"
ODI # 1397,South Africa,West Indies,278,179,6,10,home,away,South Africa,99,runs,Day,West Indies tour of South Africa,Herschelle Gibbs,South Africa,"Crusaders Ground, St George's Park, Port Elizabeth",West Indies,field first,NA,Port Elizabeth,Port Elizabeth,South Africa,"Jan 30, 1999"
ODI # 1398,Australia,Sri Lanka,274,229,7,10,home,away,Australia,45,runs,Day,Carlton & United Series,Ricky Ponting,Australia,"Western Australia Cricket Association Ground, Perth",Sri Lanka,field first,NA,Perth,East Perth,Australia,"Jan 31, 1999"
ODI # 1399,South Africa,West Indies,221,132,8,10,home,away,South Africa,89,runs,Day and night,West Indies tour of South Africa,Lance Klusener,South Africa,"Newlands, Cape Town",South Africa,bat first,NA,Cape Town,Cape Town,South Africa,"Feb 2, 1999"
ODI # 1400,Sri Lanka,England,181,170,7,9,away,away,Sri Lanka,11,runs,Day and night,Carlton & United Series,Thilan Samaraweera,Sri Lanka,Sydney Cricket Ground,England,field first,NA,Sydney,Moore Park,Australia,"Feb 3, 1999"
ODI # 1401,England,Australia,210,211,8,6,away,home,Australia,4,wickets,Day and night,Carlton & United Series,Damien Martyn,Australia,Sydney Cricket Ground,England,bat first,with 18 balls remaining),Sydney,Moore Park,Australia,"Feb 5, 1999"
ODI # 1402,South Africa,West Indies,273,159,10,10,home,away,South Africa,114,runs,Day,West Indies tour of South Africa,Hansie Cronje,South Africa,"Springbok Park, Bloemfontein",South Africa,bat first,NA,Bloemfontein,Bloemfontein,South Africa,"Feb 5, 1999"
ODI # 1403,Australia,Sri Lanka,310,267,8,10,home,away,Australia,43,runs,Day,Carlton & United Series,Adam Gilchrist,Australia,Melbourne Cricket Ground,Australia,bat first,NA,Melbourne,Jolimont,Australia,"Feb 7, 1999"
ODI # 1404,South Africa,West Indies,226,176,8,10,home,away,South Africa,50,runs,Day,West Indies tour of South Africa,Jacques Kallis,South Africa,SuperSport Centurion,South Africa,bat first,NA,Centurion,Centurion,South Africa,"Feb 7, 1999"
ODI # 1405,Australia,England,232,222,8,10,home,away,Australia,10,runs,Day and night,Carlton & United Series,Michael Bevan,Australia,Sydney Cricket Ground,Australia,bat first,NA,Sydney,Moore Park,Australia,"Feb 10, 1999"
ODI # 1406,Australia,England,272,110,5,10,home,away,Australia,162,runs,Day and night,Carlton & United Series,Darren Lehmann,Australia,Melbourne Cricket Ground,Australia,bat first,NA,Melbourne,Jolimont,Australia,"Feb 13, 1999"
ODI # 1407,South Africa,New Zealand,211,215,10,7,away,home,New Zealand,3,wickets,Day and night,South Africa tour of New Zealand,Nathan Astle,New Zealand,"Carisbrook, Dunedin",New Zealand,field first,with 5 balls remaining),Dunedin,Dunedin,New Zealand,"Feb 14, 1999"
ODI # 1408,New Zealand,South Africa,220,224,9,3,home,away,South Africa,7,wickets,Day and night,South Africa tour of New Zealand,Gary Kirsten,South Africa,"Jade Stadium, Christchurch",New Zealand,bat first,with 42 balls remaining),Christchurch,Christchurch,New Zealand,"Feb 17, 1999"
ODI # 1409,South Africa,New Zealand,212,215,7,3,away,home,New Zealand,7,wickets,Day,South Africa tour of New Zealand,Nathan Astle,New Zealand,"Eden Park, Auckland",New Zealand,field first,with 41 balls remaining),Auckland,Auckland,New Zealand,"Feb 20, 1999"
ODI # 1410,Pakistan,Bangladesh,293,141,7,10,away,home,Pakistan,152,runs,Day and night,Pakistan tour of Bangladesh,Inzamam-ul-Haq,Pakistan,"Bangabandhu National Stadium, Dhaka",Bangladesh,field first,NA,Dhaka,Dhaka,Bangladesh,"Mar 16, 1999"
ODI # 1411,Pakistan,Sri Lanka,246,237,9,10,away,away,Pakistan,9,runs,Day,Pepsi Cup,Wasim Akram,Pakistan,"Keenan Stadium, Jamshedpur",Pakistan,bat first,NA,Jamshedpur,Jamshedpur,India,"Mar 19, 1999"
ODI # 1412,Zimbabwe,Kenya,272,139,6,10,away,away,Zimbabwe,133,runs,Day and night,Meril International Cricket Tournament,Paul Strang,Zimbabwe,"Bangabandhu National Stadium, Dhaka",Zimbabwe,bat first,NA,Dhaka,Dhaka,Bangladesh,"Mar 19, 1999"
ODI # 1413,Bangladesh,Kenya,213,215,10,2,home,away,Kenya,8,wickets,Day and night,Meril International Cricket Tournament,Steve Tikolo,Kenya,"Bangabandhu National Stadium, Dhaka",Bangladesh,bat first,with 37 balls remaining),Dhaka,Dhaka,Bangladesh,"Mar 20, 1999"
ODI # 1414,Zimbabwe,Bangladesh,310,184,6,10,away,home,Zimbabwe,126,runs,Day and night,Meril International Cricket Tournament,Andy Flower,Zimbabwe,"Bangabandhu National Stadium, Dhaka",Zimbabwe,bat first,NA,Dhaka,Dhaka,Bangladesh,"Mar 21, 1999"
ODI # 1415,India,Sri Lanka,287,207,4,10,home,away,India,80,runs,Day,Pepsi Cup,Sourav Ganguly,India,"Vidarbha Cricket Association Ground, Nagpur",Sri Lanka,field first,NA,Nagpur,Nagpur,India,"Mar 22, 1999"
ODI # 1416,Zimbabwe,Kenya,280,216,6,8,away,away,Zimbabwe,64,runs,Day and night,Meril International Cricket Tournament,Neil Johnson,Zimbabwe,"Bangabandhu National Stadium, Dhaka",Zimbabwe,bat first,NA,Dhaka,Dhaka,Bangladesh,"Mar 23, 1999"
ODI # 1417,Pakistan,India,278,135,9,10,away,home,Pakistan,143,runs,Day,Pepsi Cup,Saeed Anwar,Pakistan,"Sawai Mansingh Stadium, Jaipur",Pakistan,bat first,NA,Jaipur,Jaipur,India,"Mar 24, 1999"
ODI # 1418,Kenya,Bangladesh,231,158,10,10,away,home,Kenya,73,runs,Day and night,Meril International Cricket Tournament,Kennedy Otieno,Kenya,"Bangabandhu National Stadium, Dhaka",Kenya,bat first,NA,Dhaka,Dhaka,Bangladesh,"Mar 24, 1999"
ODI # 1420,Bangladesh,Zimbabwe,257,261,5,7,home,away,Zimbabwe,3,wickets,Day and night,Meril International Cricket Tournament,Alistair Campbell,Zimbabwe,"Bangabandhu National Stadium, Dhaka",Bangladesh,bat first,with 3 balls remaining),Dhaka,Dhaka,Bangladesh,"Mar 25, 1999"
ODI # 1421,New Zealand,South Africa,191,194,10,8,home,away,South Africa,2,wickets,Day,South Africa tour of New Zealand,Lance Klusener,South Africa,"McLean Park, Napier",South Africa,field first,NA,Napier,Napier,New Zealand,"Mar 26, 1999"
ODI # 1422,South Africa,New Zealand,290,147,5,10,away,home,South Africa,143,runs,Day and night,South Africa tour of New Zealand,Daryll Cullinan,South Africa,"Eden Park, Auckland",South Africa,bat first,NA,Auckland,Auckland,New Zealand,"Mar 27, 1999"
ODI # 1423,Sri Lanka,Pakistan,253,241,8,10,away,away,Sri Lanka,12,runs,Day,Pepsi Cup,Mahela Jayawardene,Sri Lanka,"Indira Priyadarshini Stadium, Visakhapatnam",Sri Lanka,bat first,NA,Visakhapatnam,Visakhapatnam,India,"Mar 27, 1999"
ODI # 1424,Zimbabwe,Kenya,325,123,6,10,away,away,Zimbabwe,202,runs,Day and night,Meril International Cricket Tournament,Grant Flower,Zimbabwe,"Bangabandhu National Stadium, Dhaka",Zimbabwe,bat first,NA,Dhaka,Dhaka,Bangladesh,"Mar 27, 1999"
ODI # 1426,India,Sri Lanka,286,235,6,10,home,away,India,51,runs,Day,Pepsi Cup,Ajay Jadeja,India,"Nehru Stadium, Pune",Sri Lanka,field first,NA,Pune,Pune,India,"Mar 30, 1999"
ODI # 1427,India,Pakistan,196,197,10,3,home,away,Pakistan,7,wickets,Day and night,Pepsi Cup,Ijaz Ahmed,Pakistan,"Punjab Cricket Association Stadium, Mohali, Chandigarh",India,bat first,with 30 balls remaining),Mohali,Mohali,India,"Apr 1, 1999"
ODI # 1428,Pakistan,India,291,168,8,10,away,home,Pakistan,123,runs,Day and night,Pepsi Cup,Azhar Mahmood,Pakistan,"M Chinnaswamy Stadium, Bangalore",Pakistan,bat first,NA,Bengaluru,Bengaluru,India,"Apr 4, 1999"
ODI # 1429,Pakistan,England,323,233,5,10,away,away,Pakistan,90,runs,Day and night,Coca-Cola Cup,Ijaz Ahmed,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Apr 7, 1999"
ODI # 1430,Pakistan,India,279,163,8,6,away,away,Pakistan,116,runs,Day and night,Coca-Cola Cup,Inzamam-ul-Haq,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Apr 8, 1999"
ODI # 1431,India,England,222,202,5,10,away,away,India,20,runs,Day and night,Coca-Cola Cup,Ajay Jadeja,India,Sharjah Cricket Association Stadium,India,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Apr 9, 1999"
ODI # 1432,India,England,239,230,6,10,away,away,India,9,runs,Day and night,Coca-Cola Cup,Venkatesh Prasad,India,Sharjah Cricket Association Stadium,India,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Apr 11, 1999"
ODI # 1433,West Indies,Australia,209,165,10,10,home,away,West Indies,44,runs,Day,Australia tour of West Indies,Hendy Bryan,West Indies,"Arnos Vale Ground, Kingstown, St Vincent",Australia,field first,NA,Kingstown,Arnos Vale,West Indies,"Apr 11, 1999"
ODI # 1434,England,Pakistan,206,144,10,10,away,away,England,62,runs,Day and night,Coca-Cola Cup,Mark Ealham,England,Sharjah Cricket Association Stadium,England,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Apr 12, 1999"
ODI # 1435,Pakistan,India,205,206,9,4,away,away,India,6,wickets,Day and night,Coca-Cola Cup,Sadagoppan Ramesh,India,Sharjah Cricket Association Stadium,Pakistan,bat first,with 11 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Apr 13, 1999"
ODI # 1436,Australia,West Indies,288,242,4,10,away,away,Australia,46,runs,Day,Australia tour of West Indies,Darren Lehmann,Australia,"Queen's Park (New), St George's, Grenada",Australia,bat first,NA,St George's,St George's,Grenada,"Apr 14, 1999"
ODI # 1437,India,Pakistan,125,129,10,2,away,away,Pakistan,8,wickets,Day and night,Coca-Cola Cup,Wasim Akram,Pakistan,Sharjah Cricket Association Stadium,India,bat first,with 132 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Apr 16, 1999"
ODI # 1438,Australia,West Indies,242,244,7,5,away,home,West Indies,5,wickets,Day,Australia tour of West Indies,Jimmy Adams,West Indies,"Queen's Park Oval, Port of Spain, Trinidad",Australia,bat first,with 6 balls remaining),Port of Spain,Port of Spain,West Indies,"Apr 17, 1999"
ODI # 1439,Australia,West Indies,189,169,9,10,away,home,Australia,20,runs,Day,Australia tour of West Indies,Shane Warne,Australia,"Queen's Park Oval, Port of Spain, Trinidad",Australia,bat first,NA,Port of Spain,Port of Spain,West Indies,"Apr 18, 1999"
ODI # 1440,West Indies,Australia,173,173,5,7,away,away,Match tied,NA,NA,Day,Australia tour of West Indies,Steve Waugh,Australia,"Bourda, Georgetown, Guyana",Australia,field first,NA,Georgetown,Georgetown,Guyana,"Apr 21, 1999"
ODI # 1441,West Indies,Australia,249,253,8,6,home,away,Australia,4,wickets,Day,Australia tour of West Indies,Adam Gilchrist,Australia,"Kensington Oval, Bridgetown, Barbados",West Indies,bat first,with 9 balls remaining),Bridgetown,Bridgetown,West Indies,"Apr 24, 1999"
ODI # 1442,Australia,West Indies,252,197,9,2,away,home,West Indies,8,wickets,Day,Australia tour of West Indies,Sherwin Campbell,West Indies,"Kensington Oval, Bridgetown, Barbados",Australia,bat first,with 18 balls remaining),Bridgetown,Bridgetown,West Indies,"Apr 25, 1999"
ODI # 1443,Sri Lanka,England,204,207,10,2,away,home,England,8,wickets,Day,ICC World Cup,Alec Stewart,England,"Lord's, London",England,field first,with 19 balls remaining),Lord's,St John's Wood Road,England,"May 14, 1999"
ODI # 1444,India,South Africa,253,254,5,6,away,away,South Africa,4,wickets,Day,ICC World Cup,Jacques Kallis,South Africa,"New County Ground, Hove, Brighton",India,bat first,with 16 balls remaining),Hove,Hove,England,"May 15, 1999"
ODI # 1445,Kenya,Zimbabwe,229,231,7,5,away,away,Zimbabwe,5,wickets,Day,ICC World Cup,Neil Johnson,Zimbabwe,"County Ground, Taunton",Zimbabwe,field first,with 54 balls remaining),Taunton,St James Street,England,"May 15, 1999"
ODI # 1446,Scotland,Australia,181,182,7,4,away,away,Australia,6,wickets,Day,ICC World Cup,Mark Waugh,Australia,"County Ground, New Road, Worcester",Australia,field first,with 31 balls remaining),Worcester,New Road,England,"May 16, 1999"
ODI # 1447,Pakistan,West Indies,229,202,8,10,away,away,Pakistan,27,runs,Day,ICC World Cup,Azhar Mahmood,Pakistan,"County Ground, Bristol",Pakistan,bat first,NA,Bristol,Bishopston,England,"May 16, 1999"
ODI # 1448,Bangladesh,New Zealand,116,117,10,4,away,away,New Zealand,6,wickets,Day,ICC World Cup,Gavin Larsen,New Zealand,"County Ground, Chelmsford",New Zealand,field first,with 102 balls remaining),Chelmsford,New Writtle Street,England,"May 17, 1999"
ODI # 1449,Kenya,England,203,204,10,1,away,home,England,9,wickets,Day,ICC World Cup,Steve Tikolo,Kenya,"St Lawrence Ground, Canterbury",England,field first,with 66 balls remaining),Canterbury,Canterbury,England,"May 18, 1999"
ODI # 1450,Zimbabwe,India,252,249,9,10,away,away,Zimbabwe,3,runs,Day,ICC World Cup,Grant Flower,Zimbabwe,"Grace Road, Leicester",India,field first,NA,Leicester,Leicester,England,"May 19, 1999"
ODI # 1451,South Africa,Sri Lanka,199,110,9,10,away,away,South Africa,89,runs,Day,ICC World Cup,Lance Klusener,South Africa,"County Ground, Northampton",Sri Lanka,field first,NA,Northampton,Wantage Road,England,"May 19, 1999"
ODI # 1452,Australia,New Zealand,213,214,8,5,away,away,New Zealand,5,wickets,Day,ICC World Cup,Roger Twose,New Zealand,"Sophia Gardens, Cardiff",Australia,bat first,with 28 balls remaining),Cardiff,Cardiff,Wales,"May 20, 1999"
ODI # 1453,Pakistan,Scotland,261,167,6,10,away,away,Pakistan,94,runs,Day,ICC World Cup,Mohammad Yousuf,Pakistan,"Riverside Ground, Chester-le-Street",Scotland,field first,NA,Chester-le-Street,Chester-le-Street,England,"May 20, 1999"
ODI # 1454,Bangladesh,West Indies,182,183,10,3,away,away,West Indies,7,wickets,Day,ICC World Cup,Courtney Walsh,West Indies,"Clontarf Cricket Club Ground, Dublin",Bangladesh,bat first,with 21 balls remaining),Dublin,Clontarf,Ireland,"May 21, 1999"
ODI # 1455,South Africa,England,225,103,7,10,away,home,South Africa,122,runs,Day,ICC World Cup,Lance Klusener,South Africa,"Kennington Oval, London",England,field first,NA,The Oval,London,England,"May 22, 1999"
ODI # 1456,Zimbabwe,Sri Lanka,197,198,9,6,away,away,Sri Lanka,4,wickets,Day,ICC World Cup,Marvan Atapattu,Sri Lanka,"County Ground, New Road, Worcester",Sri Lanka,field first,with 24 balls remaining),Worcester,New Road,England,"May 22, 1999"
ODI # 1457,India,Kenya,329,235,2,7,away,away,India,94,runs,Day,ICC World Cup,Sachin Tendulkar,India,"County Ground, Bristol",Kenya,field first,NA,Bristol,Bishopston,England,"May 23, 1999"
ODI # 1458,Pakistan,Australia,275,265,8,10,away,away,Pakistan,10,runs,Day,ICC World Cup,Inzamam-ul-Haq,Pakistan,"Headingley, Leeds",Australia,field first,NA,Leeds,Leeds,England,"May 23, 1999"
ODI # 1459,Bangladesh,Scotland,185,163,9,10,away,away,Bangladesh,22,runs,Day,ICC World Cup,Minhajul Abedin,Bangladesh,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Scotland,field first,NA,Edinburgh,Edinburgh,Midlothian,"May 24, 1999"
