loc_id,latitude,longitude,subnational1_code,entry_technique,sub_id,obs_id,Month,Day,Year,PROJ_PERIOD_ID,species_code,how_many,valid,reviewed,day1_am,day1_pm,day2_am,day2_pm,effort_hrs_atleast,snow_dep_atleast,Data_Entry_Method
L4002357,38.681274,-121.129461,US-CA,/GOOGLE_MAP/ZOOM:15,S85155430,OBS1116306996,4,7,2021,PFW_2021,whcspa,4,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L1030462,36.9938354,-76.3849792,US-VA,ESRI_WEBSERVICE_STREET,S80256299,OBS1063888297,1,30,2021,PFW_2021,amegfi,2,1,0,1,1,0,1,8.001,0,PFW Web 4.1.4
L78804,47.00526,-122.87398,US-WA,postal_code,S77688617,OBS1031718354,12,12,2020,PFW_2021,gocspa,2,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L12790277,44.6519886,-63.6090937,CA-NS,/GOOGLE_MAP/ZOOM:15,S78149716,OBS1038024545,12,25,2020,PFW_2021,rocpig1,6,1,0,1,0,1,0,0.001,NA,PFW Mobile App v1.1.17
L5086941,47.261087,-121.934627,US-WA,/GOOGLE_MAP/ZOOM:15,S82035224,OBS1079055080,2,7,2021,PFW_2021,daejun,25,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L103409,43.9548095,-78.1685317,CA-ON,PointMaker1.0_2,S79993666,OBS1060716376,1,25,2021,PFW_2021,whtspa,2,1,0,1,1,1,1,1.001,5,PFW Web 4.1.4
L801379,37.9952621,-78.3735352,US-VA,ESRI_WEBSERVICE_STREET,S79854901,OBS1058945118,1,23,2021,PFW_2021,carchi,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L1930834,38.020607,-92.8189697,US-MO,NA,S86637853,OBS1135693759,4,19,2021,PFW_2021,tuftit,2,1,0,1,1,0,1,1.001,0,PFW Mobile App v1.1.17
L8176454,40.4447017,-79.685179,US-PA,/GOOGLE_MAP/ZOOM:18,S82538919,OBS1084874497,2,27,2021,PFW_2021,whbnut,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L1905989,41.6019135,-70.9114761,US-MA,NA,S85170623,OBS1116492487,1,12,2021,PFW_2021,amerob,1,1,0,1,1,1,1,1.001,NA,PFW Web 4.1.4
L6491908,49.7805535,-96.4896798,CA-MB,/GOOGLE_MAP/ZOOM:16,S76645118,OBS1017133387,11,21,2020,PFW_2021,bkcchi,10,1,0,1,1,1,1,1.001,0.001,PFW Mobile App v1.1.14
L5768729,42.687653,-73.560159,US-NY,/GOOGLE_MAP/ZOOM:15,S82779678,OBS1087686674,2,17,2021,PFW_2021,carwre,1,1,0,1,1,1,1,0.001,15.001,PFW Web 4.1.4
L5095036,39.9429273,-75.5954964,US-PA,/GOOGLE_MAP/ZOOM:15,S78661180,OBS1044255136,1,2,2021,PFW_2021,norfli,2,1,0,1,1,1,1,4.001,0,PFW Mobile App v1.1.17
L1396700,37.6022473,-77.4758863,US-VA,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:4,S80794972,OBS1070133494,2,1,2021,PFW_2021,tuftit,1,1,0,1,1,1,0,1.001,0.001,PFW Web 4.1.4
L14597554,43.5878818,-84.325473,US-MI,/GOOGLE_MAP/ZOOM:15,S86288125,OBS1131007660,4,24,2021,PFW_2021,eursta,3,1,0,1,1,0,0,1.001,0,PFW Web 4.1.4
L5147777,39.5397187,-75.1614833,US-NJ,/GOOGLE_MAP/ZOOM:18,S78255504,OBS1039451127,12,27,2020,PFW_2021,moudov,3,1,0,1,0,1,0,1.001,0,PFW Web 4.1.4
L10677848,41.288381,-81.4005232,US-OH,/GOOGLE_MAP/ZOOM:15,S80108549,OBS1063752483,1,30,2021,PFW_2021,haiwoo,1,1,0,0,1,1,1,1.001,0.001,PFW Mobile App v1.1.17
L10093647,43.9484035,-78.6739625,CA-ON,/GOOGLE_MAP/ZOOM:15,S86002489,OBS1127326838,4,6,2021,PFW_2021,bkcchi,2,1,0,1,0,0,0,1.001,0,PFW Mobile App v1.1.17
L471657,46.5887428,-120.5586621,US-WA,ESRI_WEBSERVICE_STREET,S77775408,OBS1032959464,12,19,2020,PFW_2021,pinsis,2,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10077606,47.6899326,-122.0645697,US-WA,/GOOGLE_MAP/ZOOM:18,S78727381,OBS1045071134,1,2,2021,PFW_2021,rebnut,1,1,0,1,0,1,0,0.001,0,PFW Web 4.1.4
L1907257,44.8908005,-89.5476227,US-WI,NA,S79368483,OBS1053201328,1,15,2021,PFW_2021,bkcchi,4,1,0,1,1,1,1,1.001,5,PFW Web 4.1.4
L796824,42.7324347,-73.990998,US-NY,ESRI_WEBSERVICE_STREET,S77357873,OBS1027110939,11,28,2020,PFW_2021,haiwoo,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10396766,37.5058642,-122.4703196,US-CA,/GOOGLE_MAP/ZOOM:15,S81851292,OBS1077149448,2,15,2021,PFW_2021,comrav,2,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L13236270,43.7997175,-69.8251158,US-ME,/GOOGLE_MAP/ZOOM:15,S85207336,OBS1116980820,3,27,2021,PFW_2021,daejun,1,1,0,1,1,1,0,4.001,0,PFW Web 4.1.4
L12904624,40.3731547,-82.4165046,US-OH,/GOOGLE_MAP/ZOOM:18,S84620010,OBS1109840076,3,23,2021,PFW_2021,easpho,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L12771522,40.7945458,-79.9961221,US-PA,/GOOGLE_MAP/ZOOM:18,S84528130,OBS1108723320,4,1,2021,PFW_2021,comgra,2,1,0,1,1,1,1,4.001,0.001,PFW Web 4.1.4
L12779232,42.2972121,-83.5361569,US-MI,/GOOGLE_MAP/ZOOM:15,S78087538,OBS1037262969,12,26,2020,PFW_2021,moudov,5,1,0,1,0,1,1,1.001,0.001,PFW Web 4.1.4
L12739056,38.6541967,-90.3716274,US-MO,/GOOGLE_MAP/ZOOM:15,S80218560,OBS1063410548,1,30,2021,PFW_2021,carchi,4,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
L106547,42.6044102,-71.0955894,US-MA,PointMaker1.0_2,S80354098,OBS1065054101,1,30,2021,PFW_2021,amegfi,4,1,0,1,1,1,1,1.001,5,PFW Web 4.1.4
L12754328,42.5489221,-71.7394846,US-MA,/GOOGLE_MAP/ZOOM:15,S84836382,OBS1112468476,4,1,2021,PFW_2021,comgra,12,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L4011918,41.699055,-91.581191,US-IA,/GOOGLE_MAP/ZOOM:15,S76773814,OBS1018890308,11,21,2020,PFW_2021,whtspa,2,1,0,1,1,1,1,1.001,0,PFW Mobile App v1.1.17
L10578798,47.1686226,-94.7598481,US-MN,/GOOGLE_MAP/ZOOM:16,S80639742,OBS1068391874,2,4,2021,PFW_2021,rebnut,1,1,0,0,1,1,1,1.001,5,PFW Web 4.1.4
L4128687,41.697284,-73.4872437,US-CT,/GOOGLE_MAP/ZOOM:15,S84337951,OBS1106388864,3,27,2021,PFW_2021,wiltur,5,1,0,1,1,1,0,1.001,0,PFW Web 4.1.4
L12450445,42.0156224,-87.7317931,US-IL,/GOOGLE_MAP/ZOOM:15,S82441706,OBS1083801223,2,27,2021,PFW_2021,moudov,4,1,0,1,1,1,0,1.001,5,PFW Mobile App v1.1.17
L19487,42.9448916,-81.267195,CA-ON,POSTCODE LAT/LONG LOOKUP,S83504439,OBS1096129876,2,23,2021,PFW_2021,houspa,2,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
L669034,37.6486687,-84.7735012,US-KY,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:-1,S77781546,OBS1033083751,12,14,2020,PFW_2021,houspa,16,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L8115056,42.1580382,-85.6154997,US-MI,/GOOGLE_MAP/ZOOM:15,S80405938,OBS1065680005,1,18,2021,PFW_2021,bkcchi,1,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
L30999,42.32076,-71.4226,US-MA,POSTCODE LAT/LONG LOOKUP,S85557795,OBS1121427892,4,11,2021,PFW_2021,dowwoo,2,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L13477418,45.3874199,-80.0257882,CA-ON,/GOOGLE_MAP/ZOOM:15,S83150855,OBS1092631045,3,10,2021,PFW_2021,dowwoo,1,1,0,0,1,0,1,1.001,5,PFW Mobile App v1.1.17
L3269129,29.704878,-82.377719,US-FL,/GOOGLE_MAP/ZOOM:18,S79925552,OBS1059872531,12,26,2020,PFW_2021,moudov,8,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L4040032,43.487147,-80.486998,CA-ON,/GOOGLE_MAP/ZOOM:15,S78863050,OBS1046837589,1,6,2021,PFW_2021,daejun,2,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
L11110659,40.6541411,-73.6882424,US-NY,/GOOGLE_MAP/ZOOM:16,S86826574,OBS1138244682,4,26,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L8795403,38.803148,-75.5047079,US-DE,/GOOGLE_MAP/ZOOM:15,S79837742,OBS1058748886,1,23,2021,PFW_2021,sonspa,1,1,0,1,1,1,0,4.001,NA,PFW Web 4.1.4
L76846,40.2051346,-74.6623093,US-NJ,applet_mo2applet_1.0,S84887762,OBS1113063562,2,20,2021,PFW_2021,shshaw,1,1,0,1,1,1,1,8.001,15.001,PFW Web 4.1.4
L12749441,37.9544514,-78.3449221,US-VA,/GOOGLE_MAP/ZOOM:15,S80651594,OBS1068512651,2,6,2021,PFW_2021,dowwoo,3,1,0,0,1,1,1,1.001,0.001,PFW Web 4.1.4
L2417352,42.796344,-86.136493,US-MI,/GOOGLE_MAP/ZOOM:15,S82411822,OBS1084586659,2,27,2021,PFW_2021,rebnut,1,1,0,1,1,1,1,1.001,15.001,PFW Mobile App v1.1.17
L6504019,38.7021019,-85.474982,US-IN,/GOOGLE_MAP/ZOOM:15,S78172408,OBS1038296016,12,14,2020,PFW_2021,pinsis,10,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L5124988,35.9404727,-87.2771273,US-TN,/GOOGLE_MAP/ZOOM:16,S85837270,OBS1125165374,2,20,2021,PFW_2021,carchi,1,1,0,1,1,1,1,4.001,5,PFW Web 4.1.4
L2461715,45.5453124,-100.4410028,US-SD,/GOOGLE_MAP/ZOOM:15,S84857599,OBS1112727222,4,1,2021,PFW_2021,whbnut,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L11066731,45.46479,-122.6151284,US-OR,/GOOGLE_MAP/ZOOM:16,S78908868,OBS1047390641,12,10,2020,PFW_2021,annhum,2,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L10146482,49.7053671,-124.9663827,CA-BC,/GOOGLE_MAP/ZOOM:15,S77930632,OBS1035206447,12,24,2020,PFW_2021,foxspa,1,1,0,1,0,1,1,8.001,0,PFW Mobile App v1.1.17
L1358797,42.0535946,-77.7347946,US-NY,ESRI_WEBSERVICE_STREET,S84544192,OBS1108899391,3,23,2021,PFW_2021,dowwoo,2,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L38969,38.9275995,-77.1773243,US-VA,POSTCODE LAT/LONG LOOKUP,S80502932,OBS1066849679,2,4,2021,PFW_2021,carchi,2,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
L12869208,42.2832227,-83.2551846,US-MI,/GOOGLE_MAP/ZOOM:15,S77455729,OBS1028427203,12,12,2020,PFW_2021,bkcchi,2,1,0,1,1,1,1,8.001,0,PFW Mobile App v1.1.17
L23633,37.77771,-97.95502,US-KS,POSTCODE LAT/LONG LOOKUP,S78308972,OBS1040150880,12,5,2020,PFW_2021,amtspa,2,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
L8851534,34.0639123,-112.1368718,US-AZ,/GOOGLE_MAP/ZOOM:18,S79279220,OBS1052094389,11,22,2020,PFW_2021,annhum,1,1,0,1,0,1,0,1.001,0,PFW Web 4.1.4
L6544808,41.759897,-71.329561,US-RI,/GOOGLE_MAP/ZOOM:17,S79864563,OBS1059082249,1,23,2021,PFW_2021,dowwoo,2,1,0,0,1,1,0,0.001,0,PFW Web 4.1.4
L98203,42.4606052,-76.49158,US-NY,POSTCODE LAT/LONG LOOKUP,S77186244,OBS1024665547,11,18,2020,PFW_2021,norcar,3,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
L5405875,43.6458891,-81.7176443,CA-ON,/GOOGLE_MAP/ZOOM:12,S80644187,OBS1068438831,2,5,2021,PFW_2021,whbnut,1,1,0,1,1,1,1,1.001,5,PFW Web 4.1.4
L1028930,44.7070007,-73.4586639,US-NY,ESRI_WEBSERVICE_STREET,S87679063,OBS1149638906,4,29,2021,PFW_2021,whtspa,4,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L12829259,35.9931352,-84.918715,US-TN,/GOOGLE_MAP/ZOOM:15,S80308052,OBS1064487460,2,1,2021,PFW_2021,tuftit,2,1,0,0,1,1,0,0.001,0.001,PFW Web 4.1.4
L8088689,42.2473752,-71.9086523,US-MA,/GOOGLE_MAP/ZOOM:15,S82977451,OBS1089941118,3,6,2021,PFW_2021,comgra,8,1,0,1,1,1,1,4.001,0.001,PFW Web 4.1.4
L10691706,35.8663367,-79.084525,US-NC,/GOOGLE_MAP/ZOOM:15,S82140555,OBS1080293504,2,22,2021,PFW_2021,carwre,2,1,0,1,0,1,0,1.001,NA,PFW Mobile App v1.1.17
L72682,42.3035309,-71.2628764,US-MA,POSTCODE LAT/LONG LOOKUP,S77161767,OBS1024296391,11,28,2020,PFW_2021,whbnut,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L3164184,30.1478251,-97.8223995,US-TX,/GOOGLE_MAP/ZOOM:15,S82322563,OBS1082419390,2,18,2021,PFW_2021,yerwar,2,1,0,0,1,0,1,1.001,5,PFW Web 4.1.4
L8159876,39.5181949,-84.7509498,US-OH,/GOOGLE_MAP/ZOOM:15,S82068560,OBS1080330479,1,7,2021,PFW_2021,coohaw,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L1047535,44.89925,-123.0986176,US-OR,ESRI_WEBSERVICE_STREET,S85217651,OBS1117809986,4,10,2021,PFW_2021,batpig1,2,1,0,1,1,0,0,1.001,0,PFW Mobile App v1.1.17
L8263451,42.5467773,-83.8607518,US-MI,/GOOGLE_MAP/ZOOM:15,S82114040,OBS1079940389,2,20,2021,PFW_2021,haiwoo,3,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
L10296564,39.7220421,-97.7599096,US-KS,/GOOGLE_MAP/ZOOM:15,S76487831,OBS1014994790,11,18,2020,PFW_2021,whcspa,2,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L12755202,36.0666687,-84.1665736,US-TN,/GOOGLE_MAP/ZOOM:14,S82687626,OBS1086656350,2,25,2021,PFW_2021,eursta,11,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L11025618,43.5975714,-116.1692088,US-ID,/GOOGLE_MAP/ZOOM:15,S76903945,OBS1020723653,11,21,2020,PFW_2021,houfin,10,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L2092527,37.6270974,-89.0537435,US-IL,/GOOGLE_MAP/ZOOM:2,S82377858,OBS1083045727,2,20,2021,PFW_2021,amegfi,2,1,0,1,0,1,0,1.001,5,PFW Web 4.1.4
L12737423,39.2124391,-84.1871327,US-OH,/GOOGLE_MAP/ZOOM:15,S77530341,OBS1029522948,12,14,2020,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0,PFW Mobile App v1.1.17
L4091750,42.6969951,-108.7053997,US-WY,/GOOGLE_MAP/ZOOM:18,S78802518,OBS1046023547,1,2,2021,PFW_2021,houfin,35,1,0,0,1,0,1,0.001,0.001,PFW Web 4.1.4
L7166206,37.5309101,-122.3187464,US-CA,/GOOGLE_MAP/ZOOM:18,S89397793,OBS1172591764,3,10,2021,PFW_2021,oaktit,2,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10185014,36.2578743,-79.049592,US-NC,/GOOGLE_MAP/ZOOM:15,S79221442,OBS1051319686,1,8,2021,PFW_2021,pinsis,2,1,0,1,1,1,1,4.001,0.001,PFW Web 4.1.4
L12560966,41.1628457,-81.2699887,US-OH,/GOOGLE_MAP/ZOOM:16,S81770674,OBS1076313305,2,13,2021,PFW_2021,houspa,5,1,0,1,0,0,0,1.001,0.001,PFW Web 4.1.4
L3161200,42.5033839,-73.449867,US-NY,/GOOGLE_MAP/ZOOM:15,S86039068,OBS1127835701,4,17,2021,PFW_2021,rethaw,1,1,0,1,1,0,1,1.001,0,PFW Web 4.1.4
L6532374,44.3962824,-76.7810762,CA-ON,NA,S76997724,OBS1022022590,12,1,2020,PFW_2021,moudov,41,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
L1810640,34.8403831,-81.9260681,US-SC,NA,S83311246,OBS1093862200,2,17,2021,PFW_2021,tuftit,3,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L5221528,47.9817785,-116.5650272,US-ID,/GOOGLE_MAP/ZOOM:15,S79256705,OBS1051780917,1,13,2021,PFW_2021,houfin,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10036849,40.1409261,-76.625433,US-PA,/GOOGLE_MAP/ZOOM:16,S81604885,OBS1075097080,2,13,2021,PFW_2021,houfin,6,1,0,1,1,1,1,4.001,5,PFW Web 4.1.4
L12901201,48.29689,-124.4082759,US-WA,/GOOGLE_MAP/ZOOM:15,S85872022,OBS1125597351,4,3,2021,PFW_2021,sonspa,1,1,0,1,1,1,1,1.001,0,PFW Mobile App v1.1.17
L10130756,34.7849914,-92.3768307,US-AR,/GOOGLE_MAP/ZOOM:18,S81723988,OBS1075904118,2,14,2021,PFW_2021,houfin,2,1,0,1,1,1,1,1.001,5,PFW Web 4.1.4
L12744541,41.6860345,-86.8883258,US-IN,/GOOGLE_MAP/ZOOM:15,S77472936,OBS1028707487,12,14,2020,PFW_2021,eursta,5,1,0,1,1,1,1,1.001,0,PFW Mobile App v1.1.17
L12735179,40.5967356,-74.6462875,US-NJ,/GOOGLE_MAP/ZOOM:15,S76883723,OBS1020403468,11,28,2020,PFW_2021,carchi,2,1,0,1,0,1,0,0.001,0,PFW Web 4.1.4
L6562081,32.3148417,-96.948923,US-TX,/GOOGLE_MAP/ZOOM:15,S79335448,OBS1052810094,12,20,2020,PFW_2021,pinsis,20,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L3471635,39.9858672,-75.227766,US-PA,/GOOGLE_MAP/ZOOM:15,S82269406,OBS1081788954,2,22,2021,PFW_2021,moudov,1,1,0,1,1,1,0,1.001,15.001,PFW Mobile App v1.1.17
L12717357,42.6109437,-72.5950887,US-MA,/GOOGLE_MAP/ZOOM:18,S76286483,OBS1012829879,11,15,2020,PFW_2021,moudov,1,1,0,1,0,0,1,1.001,0,PFW Mobile App v1.1.16
L10663199,41.5574002,-72.0892783,US-CT,/GOOGLE_MAP/ZOOM:15,S83399963,OBS1094864275,12,7,2020,PFW_2021,carwre,1,1,0,1,1,1,1,0.001,0,PFW Web 4.1.4
L10126159,37.4755393,-77.2755361,US-VA,/GOOGLE_MAP/ZOOM:18,S84653574,OBS1110887603,4,3,2021,PFW_2021,yerwar,1,1,0,1,1,1,1,1.001,0,PFW Mobile App v1.1.17
L3157543,38.452048,-122.695581,US-CA,/GOOGLE_MAP/ZOOM:15,S79821435,OBS1058580769,1,11,2021,PFW_2021,oaktit,2,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L802348,42.9940033,-81.2886887,CA-ON,ESRI_WEBSERVICE_STREET,S87179146,OBS1142974523,1,27,2021,PFW_2021,norcar,3,1,0,1,1,1,1,1.001,5,PFW Web 4.1.4
L1846750,46.5403824,-87.4790533,US-MI,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:4,S77287431,OBS1026104354,12,5,2020,PFW_2021,haiwoo,1,1,0,1,1,1,1,4.001,0.001,PFW Web 4.1.4
L12791528,43.2142307,-79.705384,CA-ON,/GOOGLE_MAP/ZOOM:15,S76733817,OBS1018387386,11,25,2020,PFW_2021,norcar,2,1,0,1,1,1,1,0.001,0,PFW Web 4.1.4
L8225409,43.0682295,-89.4386575,US-WI,/GOOGLE_MAP/ZOOM:15,S77043838,OBS1022778555,12,4,2020,PFW_2021,houfin,1,1,0,1,0,1,0,1.001,0,PFW Mobile App v1.1.17
L12754424,44.567979,-64.2990425,CA-NS,/GOOGLE_MAP/ZOOM:15,S77546334,OBS1029774157,12,8,2020,PFW_2021,moudov,4,1,0,1,1,1,0,1.001,NA,PFW Web 4.1.4
L4192272,39.448759,-76.395974,US-MD,/GOOGLE_MAP/ZOOM:15,S87317370,OBS1144951829,2,1,2021,PFW_2021,norcar,4,1,0,1,0,1,0,1.001,5,PFW Web 4.1.4
L3998652,37.247833,-76.808186,US-VA,/GOOGLE_MAP/ZOOM:15,S76561685,OBS1015967142,11,18,2020,PFW_2021,easblu,1,1,0,1,0,1,0,1.001,0,PFW Web 4.1.4
L3171739,33.094598,-97.035434,US-TX,/GOOGLE_MAP/ZOOM:15,S80763858,OBS1069743286,2,10,2021,PFW_2021,blujay,1,1,0,0,0,0,1,0.001,0,PFW Mobile App v1.1.17
L5116039,44.7865582,-93.1288928,US-MN,/GOOGLE_MAP/ZOOM:18,S80761566,OBS1069725894,2,1,2021,PFW_2021,rebwoo,1,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
L5202000,36.8174897,-79.7512993,US-VA,/GOOGLE_MAP/ZOOM:18,S79050597,OBS1049059595,1,9,2021,PFW_2021,brnthr,1,1,0,1,1,1,1,0.001,0.001,PFW Mobile App v1.1.17
L4340101,32.915352,-96.727891,US-TX,/GOOGLE_MAP/ZOOM:15,S80377273,OBS1065315404,1,25,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L10170678,42.2708097,-71.4476773,US-MA,/GOOGLE_MAP/ZOOM:15,S77827374,OBS1033741419,12,20,2020,PFW_2021,amegfi,11,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
L1017956,33.5452156,-83.9388809,US-GA,ESRI_WEBSERVICE_STREET,S86655673,OBS1135925941,4,26,2021,PFW_2021,easblu,2,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L3179104,44.1647559,-80.3972583,CA-ON,/GOOGLE_MAP/ZOOM:17,S76694353,OBS1017832540,11,23,2020,PFW_2021,bkcchi,5,1,0,1,1,1,1,1.001,5,PFW Web 4.1.4
L844244,35.1827706,-79.4620407,US-NC,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:1,S79510359,OBS1054733286,1,16,2021,PFW_2021,houfin,3,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L5082616,35.7704437,-78.8198271,US-NC,/GOOGLE_MAP/ZOOM:15,S77168262,OBS1024391617,12,5,2020,PFW_2021,daejun,1,1,0,1,1,1,0,1.001,0,PFW Web 4.1.4
L3640369,37.1898842,-80.0886798,US-VA,/GOOGLE_MAP/ZOOM:18,S86835816,OBS1138379542,4,19,2021,PFW_2021,y00033,2,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L8265648,38.6918878,-77.3007833,US-VA,/GOOGLE_MAP/ZOOM:15,S85355094,OBS1118778000,4,10,2021,PFW_2021,houfin,2,1,0,1,1,1,0,1.001,0,PFW Mobile App v1.1.17
L1020470,46.5484721,-75.4853439,CA-QC,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:-1,S79198031,OBS1050972799,1,12,2021,PFW_2021,moudov,10,1,0,1,1,1,1,0.001,15.001,PFW Web 4.1.4
L3166805,39.8253843,-84.8701519,US-IN,/GOOGLE_MAP/ZOOM:18,S76323328,OBS1012768081,11,14,2020,PFW_2021,whbnut,2,1,0,1,1,1,1,1.001,0,PFW Web 4.0.4
L4128687,41.697284,-73.4872437,US-CT,/GOOGLE_MAP/ZOOM:15,S84338225,OBS1106404648,3,18,2021,PFW_2021,blujay,2,1,0,1,0,1,0,1.001,0,PFW Web 4.1.4
L5243920,39.3697286,-74.5493502,US-NJ,/GOOGLE_MAP/ZOOM:18,S82724633,OBS1087105055,3,1,2021,PFW_2021,carchi,1,1,0,0,1,1,1,1.001,0,PFW Web 4.1.4
L1037319,37.3644295,-79.2425385,US-VA,ESRI_WEBSERVICE_STREET,S78998538,OBS1048482389,1,6,2021,PFW_2021,normoc,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L35244,34.7260592,-76.5708103,US-NC,POSTCODE LAT/LONG LOOKUP,S82889682,OBS1088963441,2,28,2021,PFW_2021,blujay,1,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L3985261,48.6148565,-68.1563365,CA-QC,/GOOGLE_MAP/ZOOM:17,S83632871,OBS1097694676,3,15,2021,PFW_2021,comrav,1,1,0,1,1,1,1,4.001,15.001,PFW Web 4.1.4
L3157056,33.2801534,-111.8785601,US-AZ,/GOOGLE_MAP/ZOOM:15,S80161089,OBS1062731764,1,23,2021,PFW_2021,annhum,1,1,0,1,0,0,1,0.001,0,PFW Web 4.1.4
L13806077,42.2973734,-83.3017302,US-MI,/GOOGLE_MAP/ZOOM:15,S85603677,OBS1122059869,2,22,2021,PFW_2021,daejun,1,1,0,1,0,1,0,1.001,15.001,PFW Web 4.1.4
L8133351,36.2180302,-86.7609439,US-TN,/GOOGLE_MAP/ZOOM:15,S81982668,OBS1078727113,2,20,2021,PFW_2021,eursta,19,1,0,1,1,1,0,1.001,0.001,PFW Mobile App v1.1.17
L8212145,44.0136085,-123.1160348,US-OR,/GOOGLE_MAP/ZOOM:15,S86246428,OBS1130616218,4,24,2021,PFW_2021,stejay,6,1,0,1,1,0,0,4.001,0,PFW Mobile App v1.1.17
L12750559,47.8039624,-122.3781605,US-WA,/GOOGLE_MAP/ZOOM:15,S80414470,OBS1065873012,2,4,2021,PFW_2021,daejun,4,1,0,1,1,1,0,1.001,0,PFW Web 4.1.4
L14453721,45.7187051,-92.1490288,US-WI,/GOOGLE_MAP/ZOOM:15,S85521991,OBS1120975180,3,13,2021,PFW_2021,bkcchi,7,1,0,1,0,1,0,1.001,0.001,PFW Web 4.1.4
L13124406,39.3637992,-76.5240203,US-MD,/GOOGLE_MAP/ZOOM:15,S78994615,OBS1049597298,1,10,2021,PFW_2021,moudov,12,1,0,1,0,0,1,1.001,0,PFW Mobile App v1.1.17
L716875,31.833529,-110.996909,US-AZ,ESRI_WEBSERVICE_STREET,S78824904,OBS1060702517,12,24,2020,PFW_2021,yerwar,1,1,0,1,1,1,1,1.001,NA,PFW Web 4.1.4
L10145434,37.3389134,-79.8410864,US-VA,/GOOGLE_MAP/ZOOM:15,S79229221,OBS1051421910,1,12,2021,PFW_2021,coohaw,1,1,0,1,1,1,1,1.001,NA,PFW Web 4.1.4
L274289,44.317775,-68.631837,US-ME,POSTCODE LAT/LONG LOOKUP,S78966523,OBS1048050713,12,26,2020,PFW_2021,dowwoo,1,1,0,1,1,1,1,4.001,0,PFW Web 4.1.4
L13830587,40.6360909,-74.0285969,US-NY,/GOOGLE_MAP/ZOOM:15,S82472373,OBS1084121022,2,27,2021,PFW_2021,daejun,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
L1325581,41.5398395,-70.9778166,US-MA,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:1,S76404620,OBS1013786013,11,17,2020,PFW_2021,whtspa,1,1,0,1,1,1,1,1.001,0,PFW Web 4.1.4
