long,lat,unique_squirrel_id,hectare,shift,date,hectare_squirrel_number,age,primary_fur_color,highlight_fur_color,combination_of_primary_and_highlight_color,color_notes,location,above_ground_sighter_measurement,specific_location,running,chasing,climbing,eating,foraging,other_activities,kuks,quaas,moans,tail_flags,tail_twitches,approaches,indifferent,runs_from,other_interactions,lat_long,zip_codes,community_districts,borough_boundaries,city_council_districts,police_precincts
-73.9542828053256,40.7941797320355,37G-AM-1014-03,37G,AM,10142018,3,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9542828053256 40.7941797320355),NA,19,4,19,13
-73.9792754037291,40.767969070039896,2C-AM-1010-08,02C,AM,10102018,8,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Above Ground,3,stay on side of trunk,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9792754037291 40.7679690700399),NA,19,4,19,13
-73.9626527908786,40.7912472380247,31B-AM-1017-03,31B,AM,10172018,3,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9626527908786 40.7912472380247),NA,19,4,19,13
-73.9702228131711,40.7742131587983,12F-PM-1007-12,12F,PM,10072018,12,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",NA,Above Ground,5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,going down tree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9702228131711 40.7742131587983),NA,19,4,19,13
-73.969105907,40.7820474909192,20B-PM-1013-08,20B,PM,10132018,8,Adult,Gray,White,Gray+White,(very brown),Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,being chased by dog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.969105907 40.7820474909192),NA,19,4,19,13
-73.9719941577406,40.77037129313,7G-AM-1010-04,07G,AM,10102018,4,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9719941577406 40.77037129313),NA,19,4,19,13
-73.9531013359625,40.7921223556535,36I-PM-1007-04,36I,PM,10072018,4,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9531013359625 40.7921223556535),NA,19,4,19,13
-73.9757216124349,40.7754310239649,11A-PM-1013-05,11A,PM,10132018,5,Adult,Cinnamon,Gray,Cinnamon+Gray,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,digging,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,POINT (-73.9757216124349 40.7754310239649),NA,19,4,19,13
-73.9664120826015,40.7888022709721,27A-AM-1008-01,27A,AM,10082018,1,Adult,Gray,NA,Gray+,NA,Above Ground,3,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.96641208260151 40.7888022709721),NA,19,4,19,13
-73.958060992131,40.7907158878729,32F-AM-1012-06,32F,AM,10122018,6,Adult,Gray,White,Gray+White,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.958060992131 40.7907158878729),NA,19,4,19,13
-73.9594120573719,40.7841945750598,26I-PM-1010-05,26I,PM,10102018,5,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",NA,Above Ground,10,tree,FALSE,FALSE,TRUE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9594120573719 40.7841945750598),NA,19,4,19,13
-73.9665705456197,40.7823552871044,21D-PM-1008-05,21D,PM,10082018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9665705456197 40.7823552871044),NA,19,4,19,13
-73.9796383715206,40.7682477738244,2B-AM-1010-07,02B,AM,10102018,7,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9796383715206 40.7682477738244),NA,19,4,19,13
-73.9697277998257,40.7705198722028,8H-AM-1017-01,08H,AM,10172018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Ground Plane,FALSE,NA,FALSE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9697277998257 40.7705198722028),NA,19,4,19,13
-73.958024711869,40.7938724278575,36D-PM-1007-01,36D,PM,10072018,1,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.958024711869 40.7938724278575),NA,19,4,19,13
-73.9514111329059,40.7975085872897,42G-AM-1018-01,42G,AM,10182018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,POINT (-73.9514111329059 40.797508587289705),NA,19,4,19,13
-73.9760801742337,40.7674218954729,3E-AM-1006-04,03E,AM,10062018,4,Juvenile,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9760801742337 40.7674218954729),NA,19,4,19,13
-73.9770235090023,40.774135208066,9A-AM-1013-02,09A,AM,10132018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9770235090023 40.774135208066),NA,19,4,19,13
-73.9561887624471,40.7958187455815,38E-AM-1010-04,38E,AM,10102018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Ground Plane,FALSE,NA,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,me,POINT (-73.95618876244711 40.7958187455815),NA,19,4,19,13
-73.9676514056678,40.7730853732876,11H-AM-1010-01,11H,AM,10102018,1,Adult,Gray,White,Gray+White,NA,Above Ground,20,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,started climbing down to me,POINT (-73.9676514056678 40.7730853732876),NA,19,4,19,13
-73.9681093100008,40.7731753915361,11H-PM-1013-01,11H,PM,10132018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,nut in mouth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9681093100008 40.7731753915361),NA,19,4,19,13
-73.9637279711853,40.7905198502307,30B-AM-1007-09,30B,AM,10072018,9,Adult,Gray,NA,Gray+,NA,Above Ground,50,NA,FALSE,FALSE,TRUE,FALSE,FALSE,jumping b/w trees,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9637279711853 40.7905198502307),NA,19,4,19,13
-73.9571233640232,40.7992458980266,41B-PM-1014-04,41B,PM,10142018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Above Ground,40,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,climbing,POINT (-73.9571233640232 40.7992458980266),NA,19,4,19,13
-73.9698959071826,40.7716763799299,9H-AM-1006-05,09H,AM,10062018,5,Adult,Gray,White,Gray+White,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9698959071826 40.7716763799299),NA,19,4,19,13
-73.9708002461415,40.7726685284831,10F-PM-1019-10,10F,PM,10192018,10,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Ground Plane,FALSE,Arbor path & hill w/ bushes,TRUE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,POINT (-73.9708002461415 40.7726685284831),NA,19,4,19,13
-73.9578924882613,40.789806297824,32G-AM-1010-02,32G,AM,10102018,2,Adult,Gray,NA,Gray+,NA,Above Ground,13,NA,FALSE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,POINT (-73.9578924882613 40.789806297824),NA,19,4,19,13
-73.9591695545875,40.7938116360767,35D-PM-1013-08,35D,PM,10132018,8,Adult,Gray,White,Gray+White,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9591695545875 40.7938116360767),NA,19,4,19,13
-73.9763116425885,40.7688839576487,4D-PM-1008-03,04D,PM,10082018,3,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ran two feet up tree trunk,POINT (-73.9763116425885 40.7688839576487),NA,19,4,19,13
-73.9596006938677,40.7834706440535,25I-PM-1007-07,25I,PM,10072018,7,Adult,Gray,NA,Gray+,NA,Above Ground,NA,playing very high in tree w/ #8,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9596006938677 40.7834706440535),NA,19,4,19,13
-73.9609885686834,40.7961108640319,37A-PM-1013-01,37A,PM,10132018,1,Adult,Gray,White,Gray+White,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.96098856868342 40.7961108640319),NA,19,4,19,13
-73.967042958599,40.7784370719371,17F-AM-1007-05,17F,AM,10072018,5,Juvenile,Cinnamon,Gray,Cinnamon+Gray,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.967042958599 40.7784370719371),NA,19,4,19,13
-73.9738611257716,40.7737246779587,10D-AM-1008-01,10D,AM,10082018,1,Adult,Gray,White,Gray+White,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,POINT (-73.9738611257716 40.7737246779587),NA,19,4,19,13
-73.9622030085794,40.7917723228749,32B-AM-1017-01,32B,AM,10172018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Above Ground,10,ran up a tree,TRUE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9622030085794 40.7917723228749),NA,19,4,19,13
-73.9785948413883,40.7718908026758,6A-PM-1012-01,06A,PM,10122018,1,Adult,Cinnamon,White,Cinnamon+White,NA,Ground Plane,FALSE,NA,FALSE,FALSE,TRUE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9785948413883 40.7718908026758),NA,19,4,19,13
-73.9718597156773,40.7765858763313,13C-PM-1019-04,13C,PM,10192018,4,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9718597156773 40.7765858763313),NA,19,4,19,13
-73.9616204569548,40.7926188605509,33B-PM-1010-01,33B,PM,10102018,1,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9616204569548 40.7926188605509),NA,19,4,19,13
-73.9772053786965,40.7663906573332,1E-PM-1007-02,01E,PM,10072018,2,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9772053786965 40.7663906573332),NA,19,4,19,13
-73.9666195118963,40.7839216739357,22C-PM-1006-10,22C,PM,10062018,10,Adult,Gray,NA,Gray+,NA,Above Ground,13,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9666195118963 40.78392167393571),NA,19,4,19,13
-73.9684758245091,40.7858531619022,24A-PM-1007-02,24A,PM,10072018,2,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9684758245091 40.7858531619022),NA,19,4,19,13
-73.9706323458769,40.7713196034265,9G-PM-1007-03,09G,PM,10072018,3,Adult,Cinnamon,Gray,Cinnamon+Gray,NA,Ground Plane,FALSE,NA,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9706323458769 40.771319603426505),NA,19,4,19,13
-73.9699451196396,40.7710409982701,9H-PM-1018-02,09H,PM,10182018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9699451196396 40.7710409982701),NA,19,4,19,13
-73.9761447791484,40.7690147873986,4D-PM-1008-02,04D,PM,10082018,2,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9761447791484 40.7690147873986),NA,19,4,19,13
-73.9700879096644,40.7765899724756,14E-PM-1017-05,14E,PM,10172018,5,Adult,Gray,White,Gray+White,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9700879096644 40.7765899724756),NA,19,4,19,13
-73.9717920322306,40.7763095393715,13D-AM-1014-10,13D,AM,10142018,10,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,POINT (-73.9717920322306 40.7763095393715),NA,19,4,19,13
-73.9533923917973,40.7961701874769,40G-AM-1007-01,40G,AM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Above Ground,25,large tree,FALSE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9533923917973 40.7961701874769),NA,19,4,19,13
-73.9773096718574,40.7738053862489,8A-AM-1013-06,08A,AM,10132018,6,Juvenile,Gray,Cinnamon,Gray+Cinnamon,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9773096718574 40.7738053862489),NA,19,4,19,13
-73.9738817388158,40.7712709366093,7E-AM-1006-01,07E,AM,10062018,1,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,under a tree,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9738817388158 40.7712709366093),NA,19,4,19,13
-73.9532838338416,40.7931112674583,37H-AM-1018-01,37H,AM,10182018,1,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,Right behind fence of the conservatory,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9532838338416 40.7931112674583),NA,19,4,19,13
-73.9654093844049,40.7806896368469,20F-PM-1007-09,20F,PM,10072018,9,Adult,Cinnamon,Gray,Cinnamon+Gray,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,POINT (-73.9654093844049 40.7806896368469),NA,19,4,19,13
-73.9736543790582,40.7651444188432,1H-AM-1012-02,01H,AM,10122018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9736543790582 40.7651444188432),NA,19,4,19,13
-73.9568143871234,40.7899001700041,32G-AM-1010-01,32G,AM,10102018,1,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9568143871234 40.7899001700041),NA,19,4,19,13
-73.9701596268736,40.7702106607329,8H-PM-1014-09,08H,PM,10142018,9,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9701596268736 40.7702106607329),NA,19,4,19,13
-73.9637415893182,40.7898140363534,29B-AM-1007-01,29B,AM,10072018,1,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9637415893182 40.7898140363534),NA,19,4,19,13
-73.971791854883,40.7802971729784,17B-PM-1012-01,17B,PM,10122018,1,Adult,Gray,NA,Gray+,NA,Above Ground,2,climbed a fence,TRUE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.971791854883 40.7802971729784),NA,19,4,19,13
-73.9699763667769,40.7757060731026,13E-PM-1008-11,13E,PM,10082018,11,Adult,Gray,White,Gray+White,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9699763667769 40.775706073102604),NA,19,4,19,13
-73.9547959269955,40.7925162926273,36H-PM-1008-01,36H,PM,10082018,1,Adult,Gray,White,Gray+White,white belly,Above Ground,20,NA,TRUE,FALSE,TRUE,FALSE,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9547959269955 40.7925162926273),NA,19,4,19,13
-73.9658443548822,40.7796704898979,19F-AM-1007-03,19F,AM,10072018,3,Juvenile,Cinnamon,NA,Cinnamon+,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,scared,POINT (-73.9658443548822 40.7796704898979),NA,19,4,19,13
-73.960657061561,40.7956150744102,36A-PM-1013-08,36A,PM,10132018,8,NA,Gray,NA,Gray+,NA,Ground Plane,FALSE,"""FIELD""",TRUE,FALSE,FALSE,FALSE,FALSE,running from #7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.960657061561 40.7956150744102),NA,19,4,19,13
-73.9581173730857,40.7954772170549,37D-PM-1014-08,37D,PM,10142018,8,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9581173730857 40.7954772170549),NA,19,4,19,13
-73.9586527721822,40.7908831110561,32F-PM-1008-08,32F,PM,10082018,8,Adult,Gray,White,Gray+White,NA,Ground Plane,FALSE,NA,TRUE,TRUE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9586527721822 40.7908831110561),NA,19,4,19,13
-73.9613862251332,40.791282169715,32C-AM-1014-03,32C,AM,10142018,3,Adult,Gray,NA,Gray+,NA,Above Ground,3,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9613862251332 40.791282169715),NA,19,4,19,13
-73.9746133058077,40.7760646554109,11B-PM-1014-04,11B,PM,10142018,4,NA,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,jumping,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9746133058077 40.776064655410906),NA,19,4,19,13
-73.9623922773932,40.7814944428327,22H-PM-1007-04,22H,PM,10072018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9623922773932 40.7814944428327),NA,19,4,19,13
-73.9731457102903,40.7660255393205,2H-AM-1006-03,02H,AM,10062018,3,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9731457102903 40.7660255393205),NA,19,4,19,13
-73.9715466850324,40.7695584933538,6H-PM-1020-03,06H,PM,10202018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,Gray & Cinnamon selected as Primary. Nothing selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,runs from (kids kicking the fence),POINT (-73.9715466850324 40.7695584933538),NA,19,4,19,13
-73.9621066718851,40.7942427079733,34A-AM-1012-03,34A,AM,10122018,3,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9621066718851 40.7942427079733),NA,19,4,19,13
-73.9631045499811,40.7906180969472,30B-PM-1019-04,30B,PM,10192018,4,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",NA,Ground Plane,FALSE,NA,TRUE,FALSE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9631045499811 40.7906180969472),NA,19,4,19,13
-73.9708301070924,40.7820200927465,19A-PM-1013-01,19A,PM,10132018,1,Adult,Gray,White,Gray+White,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,planting acorns,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9708301070924 40.7820200927465),NA,19,4,19,13
-73.958317581802,40.7916566683158,33E-AM-1014-12,33E,AM,10142018,12,Adult,Gray,White,Gray+White,NA,Above Ground,15,NA,FALSE,FALSE,FALSE,FALSE,FALSE,sleeping,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,asleep,POINT (-73.958317581802 40.7916566683158),NA,19,4,19,13
-73.9683994064731,40.7710765500799,9I-AM-1014-06,09I,AM,10142018,6,Adult,Cinnamon,White,Cinnamon+White,NA,Ground Plane,FALSE,NA,FALSE,FALSE,TRUE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.96839940647311 40.7710765500799),NA,19,4,19,13
-73.9689781843873,40.7709333833783,9I-PM-1010-04,09I,PM,10102018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9689781843873 40.7709333833783),NA,19,4,19,13
-73.9773529368499,40.7728750685699,7B-AM-1008-12,07B,AM,10082018,12,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9773529368499 40.7728750685699),NA,19,4,19,13
-73.97035767623,40.7714036487747,9H-PM-1018-09,09H,PM,10182018,9,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.97035767623 40.7714036487747),NA,19,4,19,13
-73.978392591149,40.7668993398193,1D-PM-1007-04,01D,PM,10072018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.978392591149 40.7668993398193),NA,19,4,19,13
-73.9704591091677,40.7729175143429,10G-AM-1006-02,10G,AM,10062018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,notch on tail,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9704591091677 40.7729175143429),NA,19,4,19,13
