animeID,name,title_english,title_japanese,title_synonyms,type,source,producers,genre,studio,episodes,status,airing,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,synopsis,background,premiered,broadcast,related
23315,Zettai Zetsumei Dangerous Jiisan Special-ban,NA,絶体絶命でんぢゃらすじーさん スペシャル版,['Grandpa Danger Special'],Special,Unknown,[],"['Comedy', 'Kids']",[],1,Finished Airing,FALSE,"{'from': '2003-12-30T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Dec 30, 2003'}",10 min,G - All Ages,5.81,16,13687,13583,124,0,Jiisan tries to compete at the local marathon against all his friends.,NA,NA,NA,"{'Parent story': [{'mal_id': 23313, 'type': 'anime', 'name': 'Zettai Zetsumei Dangerous Jiisan', 'url': 'https://myanimelist.net/anime/23313/Zettai_Zetsumei_Dangerous_Jiisan'}], 'Character': [{'mal_id': 35745, 'type': 'anime', 'name': '40-shuunen da yo!! Coro Coro All-Star Shougakkou', 'url': 'https://myanimelist.net/anime/35745/40-shuunen_da_yo_Coro_Coro_All-Star_Shougakkou'}]}"
23317,Kuroshitsuji: Book of Murder,Black Butler: Book of Murder,黒執事 Book of Murder,[],OVA,Manga,['DeNA'],"['Comedy', 'Demons', 'Fantasy', 'Historical', 'Mystery', 'Shounen', 'Supernatural']",['A-1 Pictures'],2,Finished Airing,FALSE,"{'from': '2015-01-28T00:00:00+00:00', 'to': '2015-02-25T00:00:00+00:00', 'prop': {'from': {'day': 28, 'month': 1, 'year': 2015}, 'to': {'day': 25, 'month': 2, 'year': 2015}}, 'string': 'Jan 28, 2015 to Feb 25, 2015'}",58 min per ep,R - 17+ (violence & profanity),8.32,57611,225,800,120362,917,"At the behest of the Queen, Earl Ciel Phantomhive hosts a lavish dinner party attended by several of the finest members of polite society—as well as struggling author, Arthur. But as the party reaches its high, a terrible murder takes place and none other than the Earl himself is suspected of the crime. As a violent storm rages on outside, the death count continues to climb. The Phantomhive household and their eminent guests find they must cooperate in order to solve this mystery before they too fall prey to the mysterious murderer. However, it seems that not even the perfect butler, Sebastian Michaelis, is safe from this horror. [Written by MAL Rewrite]","Episodes 1 and 2 were previewed at screenings in multiple cities across Japan on October 25 and November 15, 2014. The DVDs and BDs were released on January 28 and February 25, 2015.",NA,NA,"{'Adaptation': [{'mal_id': 3866, 'type': 'manga', 'name': 'Kuroshitsuji', 'url': 'https://myanimelist.net/manga/3866/Kuroshitsuji'}], 'Prequel': [{'mal_id': 22145, 'type': 'anime', 'name': 'Kuroshitsuji: Book of Circus', 'url': 'https://myanimelist.net/anime/22145/Kuroshitsuji__Book_of_Circus'}], 'Sequel': [{'mal_id': 31812, 'type': 'anime', 'name': 'Kuroshitsuji Movie: Book of the Atlantic', 'url': 'https://myanimelist.net/anime/31812/Kuroshitsuji_Movie__Book_of_the_Atlantic'}]}"
23319,"Suisei no Gargantia: Meguru Kouro, Haruka",Gargantia on the Verdurous Planet: Far Beyond the Voyage,翠星のガルガンティア～めぐる航路、遥か～,"['Suisei no Gargantia OVA', 'Gargantia on the Verdurous Planet OVA', 'Suisei no Galgantia OVA']",OVA,Original,['Bandai Visual'],"['Action', 'Adventure', 'Mecha', 'Sci-Fi']",['Production I.G'],2,Finished Airing,FALSE,"{'from': '2014-09-27T00:00:00+00:00', 'to': '2015-04-04T00:00:00+00:00', 'prop': {'from': {'day': 27, 'month': 9, 'year': 2014}, 'to': {'day': 4, 'month': 4, 'year': 2015}}, 'string': 'Sep 27, 2014 to Apr 4, 2015'}",53 min per ep,PG-13 - Teens 13 or older,7.43,12896,1940,2379,28647,21,A 2-episode OVA for Suisei no Gargantia revealed during an announcement at AnimeJapan 2014. (Source: MAL News),NA,NA,NA,"{'Adaptation': [{'mal_id': 89736, 'type': 'manga', 'name': 'Suisei no Gargantia: Meguru Kouro, Haruka', 'url': 'https://myanimelist.net/manga/89736/Suisei_no_Gargantia__Meguru_Kouro_Haruka'}], 'Prequel': [{'mal_id': 16524, 'type': 'anime', 'name': 'Suisei no Gargantia', 'url': 'https://myanimelist.net/anime/16524/Suisei_no_Gargantia'}]}"
23321,Log Horizon 2nd Season,Log Horizon 2,ログ・ホライズン 第2シリーズ,"['Log Horizon Second Season', 'Log Horizon Dai 2 Series']",TV,Novel,['NHK'],"['Action', 'Adventure', 'Fantasy', 'Game', 'Magic']",['Studio Deen'],25,Finished Airing,FALSE,"{'from': '2014-10-04T00:00:00+00:00', 'to': '2015-03-28T00:00:00+00:00', 'prop': {'from': {'day': 4, 'month': 10, 'year': 2014}, 'to': {'day': 28, 'month': 3, 'year': 2015}}, 'string': 'Oct 4, 2014 to Mar 28, 2015'}",24 min per ep,PG-13 - Teens 13 or older,7.67,186586,1190,200,343827,1210,"After being trapped in the world of Elder Tale for six months, Shiroe and the other Adventurers have begun to get the hang of things in their new environment. The Adventurers are starting to gain the trust of the People of the Land, and Akiba has flourished thanks to the law and order established by Shiroe's Round Table Alliance, regaining its everyday liveliness. Despite this success, however, the Alliance faces a new crisis: they are running out of funds to govern Akiba, and spies from the Minami district have infiltrated the city. As formidable forces rise in other districts, there is also a need to discover more about the vast new world they are trapped in—leading Shiroe to decide that the time has come to venture outside the city. Accompanied by his friend Naotsugu and the Sage of Mirror Lake Regan, the calculative Shiroe makes his move, hoping to unravel new possibilities and eventually find a way home. [Written by MAL Rewrite]",NA,Fall 2014,Saturdays at 17:30 (JST),"{'Adaptation': [{'mal_id': 46024, 'type': 'manga', 'name': 'Log Horizon', 'url': 'https://myanimelist.net/manga/46024/Log_Horizon'}], 'Prequel': [{'mal_id': 17265, 'type': 'anime', 'name': 'Log Horizon', 'url': 'https://myanimelist.net/anime/17265/Log_Horizon'}]}"
23325,Shirogane no Ishi: Argevollen,Argevollen,白銀の意思 アルジェヴォルン,"['Hakugin no Ishi: Argevollen', 'Silver Will Argevollen']",TV,Original,"['Warner Bros. Japan', 'KlockWorx', 'Bushiroad', 'Showgate']","['Action', 'Mecha']",['Xebec'],24,Finished Airing,FALSE,"{'from': '2014-07-03T00:00:00+00:00', 'to': '2014-12-18T00:00:00+00:00', 'prop': {'from': {'day': 3, 'month': 7, 'year': 2014}, 'to': {'day': 18, 'month': 12, 'year': 2014}}, 'string': 'Jul 3, 2014 to Dec 18, 2014'}",23 min per ep,R - 17+ (violence & profanity),6.53,13638,5680,2057,36734,40,"The Kingdom of Arandas alliance and the Countries Unification of Ingelmia have been at war for many years. The fortress of the Great Wall has remained firmly closed, but when it creaks open, the complexion of the war starts to change dramatically. A new recruit, Susumu Tokimune, is waiting for his first battle. He takes the lead without thinking of the possibility of being trapped, and has a fatal encounter with engineer Jamie Hazaford and the Silver Trailkrieger, Argevollen. The encounter takes place in a corner of the world where fighting has become the norm. This small coincidence is going to change the future of Tokimune's Independent 8th platoon, as well as the course of the war. (Source: Showgate)",NA,Summer 2014,Unknown,{}
23327,Space☆Dandy 2nd Season,Space Dandy 2nd Season,スペース☆ダンディ 第2シリーズ,['Space☆Dandy Second Season'],TV,Original,"['Bandai Visual', 'flying DOG', 'Bandai Namco Entertainment']","['Space', 'Comedy', 'Sci-Fi']",['Bones'],13,Finished Airing,FALSE,"{'from': '2014-07-06T00:00:00+00:00', 'to': '2014-09-25T00:00:00+00:00', 'prop': {'from': {'day': 6, 'month': 7, 'year': 2014}, 'to': {'day': 25, 'month': 9, 'year': 2014}}, 'string': 'Jul 6, 2014 to Sep 25, 2014'}",24 min per ep,PG-13 - Teens 13 or older,8.27,48612,277,1017,93686,1017,"Second season of Space Dandy. Space Dandy is a dandy guy, in space! This dreamy adventurer with a to-die-for pompadour travels across the galaxy in search of aliens no one has ever laid eyes on. Each new species he discovers earns him a hefty reward, but this dandy has to be quick on his feet because it's first come, first served! Accompanied by his sidekicks, a rundown robot named QT and Meow the cat-looking space alien, Dandy bravely explores unknown worlds inhabited by a variety of aliens. Join the best dressed alien hunter in all of space and time as he embarks on an adventure that ends at the edge of the universe! (Source: Bandai Visual)",NA,Summer 2014,Unknown,"{'Prequel': [{'mal_id': 20057, 'type': 'anime', 'name': 'Space☆Dandy', 'url': 'https://myanimelist.net/anime/20057/Space☆Dandy'}], 'Other': [{'mal_id': 30246, 'type': 'anime', 'name': 'Space☆Dandy 2nd Season Picture Drama', 'url': 'https://myanimelist.net/anime/30246/Space☆Dandy_2nd_Season_Picture_Drama'}]}"
23333,DRAMAtical Murder,DRAMAtical Murder,ドラマティカル マーダー,['DMMd'],TV,Visual novel,"['Avex Entertainment', 'Nitroplus', 'DIVE II Entertainment']","['Action', 'Sci-Fi', 'Super Power', 'Psychological']",['NAZ'],12,Finished Airing,FALSE,"{'from': '2014-07-07T00:00:00+00:00', 'to': '2014-09-22T00:00:00+00:00', 'prop': {'from': {'day': 7, 'month': 7, 'year': 2014}, 'to': {'day': 22, 'month': 9, 'year': 2014}}, 'string': 'Jul 7, 2014 to Sep 22, 2014'}",24 min per ep,PG-13 - Teens 13 or older,6.26,42946,6799,921,107839,596,"Some time ago, the influential and powerful Toue Inc. bought the island of Midorijima, Japan, with the plans of building Platinum Jail—a luxurious utopian facility. Those who are lucky enough to call it home are the wealthiest citizens in the world. The original residents of the island, however, were forced to relocate to the Old Residential District; and after the completion of Platinum Jail, they were completely abandoned. ""Rib"" and ""Rhyme"" are the most common games played on the island. Rib is an old school game in which gangs engage in turf wars against each other, while Rhyme is a technologically advanced game wherein participants fight in a virtual reality. To be able to play Rhyme, you must have an ""All-Mate"" (an AI that typically looks like a pet), and the match must be mediated by an ""Usui."" Aoba Seragaki has no interest in playing either game; he prefers to live a peaceful life with his grandmother and All-Mate, Ren. However, after getting forcefully dragged into a dangerous Rhyme match and hearing rumors about disappearing Rib players, all of Aoba's hopes of living a normal life are completely abolished. [Written by MAL Rewrite]",NA,Summer 2014,Unknown,"{'Adaptation': [{'mal_id': 43707, 'type': 'manga', 'name': 'DRAMAtical Murder', 'url': 'https://myanimelist.net/manga/43707/DRAMAtical_Murder'}], 'Side story': [{'mal_id': 25567, 'type': 'anime', 'name': 'DRAMAtical Murder: Data_xx_Transitory', 'url': 'https://myanimelist.net/anime/25567/DRAMAtical_Murder__Data_xx_Transitory'}], 'Other': [{'mal_id': 35328, 'type': 'anime', 'name': ""BOY's LOVE Nitro+CHiRAL"", 'url': 'https://myanimelist.net/anime/35328/BOYs_LOVE_Nitro_CHiRAL'}]}"
23341,Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka!,The irregular at magic high school: Get to Know Magic Studies!,魔法科高校の劣等生 よくわかる魔法科！,['Mahouka for Dummies'],ONA,Unknown,"['Madhouse', 'Aniplex']","['Magic', 'Comedy']",[],6,Finished Airing,FALSE,"{'from': '2014-02-22T00:00:00+00:00', 'to': '2014-09-13T00:00:00+00:00', 'prop': {'from': {'day': 22, 'month': 2, 'year': 2014}, 'to': {'day': 13, 'month': 9, 'year': 2014}}, 'string': 'Feb 22, 2014 to Sep 13, 2014'}",3 min per ep,PG-13 - Teens 13 or older,6.38,7945,6288,3015,18498,19,Special introduction videos posted on the official website.,NA,NA,NA,"{'Other': [{'mal_id': 20785, 'type': 'anime', 'name': 'Mahouka Koukou no Rettousei', 'url': 'https://myanimelist.net/anime/20785/Mahouka_Koukou_no_Rettousei'}], 'Sequel': [{'mal_id': 31448, 'type': 'anime', 'name': 'Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka! Special', 'url': 'https://myanimelist.net/anime/31448/Mahouka_Koukou_no_Rettousei__Yoku_Wakaru_Mahouka_Special'}]}"
23343,Futari no Oujisama,The Two Princes,二人の王子さま,[],Movie,Unknown,['Shinano Kikaku'],"['Fantasy', 'Slice of Life']",['Toei Animation'],1,Finished Airing,FALSE,"{'from': '1996-07-12T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 12, 1996'}",30 min,G - All Ages,5.78,27,10916,12720,165,0,"On the island of Jambe, Subarna, an introverted boy, is given a magic crown and, with the help of the crown, soon becomes the people's hero known kind heartedness. This enrages Rupia, the island's young prince, who has Subarna arrested.",NA,NA,NA,{}
23345,Yukiguni no Oujisama,The Snow Country Prince,雪国の王子さま,[],Movie,Unknown,['Shinano Kikaku'],['Slice of Life'],['Toei Animation'],1,Finished Airing,FALSE,"{'from': '1985-12-21T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Dec 21, 1985'}",1 hr 30 min,G - All Ages,5.95,21,13642,13240,140,0,"Koichi and his sister Yuki befriend Hanaguro, a swan who has flown to Japan from Siberia. Hanaguro is attacked by a dog, and the cowardly Koichi flees, but that night he has a dream in which he is whisked away to the Kingdom of Snow Prince, where he finds the bravery to help the other swans. (Source: The Anime Encyclopedia)",NA,NA,NA,{}
23347,Gan to Gon,NA,ガンとゴン,"['Gan and Gon', 'Gan & Gon']",TV,Unknown,[],"['Comedy', 'Kids']",[],260,Finished Airing,FALSE,"{'from': '1974-04-05T00:00:00+00:00', 'to': '1975-08-13T00:00:00+00:00', 'prop': {'from': {'day': 5, 'month': 4, 'year': 1974}, 'to': {'day': 13, 'month': 8, 'year': 1975}}, 'string': 'Apr 5, 1974 to Aug 13, 1975'}",5 min per ep,G - All Ages,5.77,26,10942,12414,187,1,NA,NA,Spring 1974,Unknown,{}
23349,Kirin Monoshiri Yakata,NA,キリンものしり館,[],TV,Unknown,['Mainichi Broadcasting System'],['Kids'],[],1565,Finished Airing,FALSE,"{'from': '1975-01-01T00:00:00+00:00', 'to': '1979-12-31T00:00:00+00:00', 'prop': {'from': {'day': 1, 'month': 1, 'year': 1975}, 'to': {'day': 31, 'month': 12, 'year': 1979}}, 'string': 'Jan 1, 1975 to Dec 31, 1979'}",5 min per ep,PG - Children,6.04,83,7605,11680,243,1,NA,NA,Winter 1975,Unknown,{}
23351,Youkaiden Nekome Kozou,Cat Eyed Boy,妖怪伝 猫目小僧,[],TV,Manga,['Wako Productions'],"['Adventure', 'Horror', 'Psychological', 'Seinen', 'Supernatural']",[],25,Finished Airing,FALSE,"{'from': '1976-04-01T00:00:00+00:00', 'to': '1976-09-30T00:00:00+00:00', 'prop': {'from': {'day': 1, 'month': 4, 'year': 1976}, 'to': {'day': 30, 'month': 9, 'year': 1976}}, 'string': 'Apr 1, 1976 to Sep 30, 1976'}",25 min per ep,G - All Ages,6.71,28,13618,10880,361,0,NA,NA,Spring 1976,Unknown,"{'Adaptation': [{'mal_id': 5550, 'type': 'manga', 'name': 'Nekome Kozou', 'url': 'https://myanimelist.net/manga/5550/Nekome_Kozou'}]}"
23353,Itsuka no Main: Kaminari Shounen - Tenta Sanjou!,NA,いつかのメイン 雷少年・天太参上!,"['Itsuka no Main: Kaminari Shounen Tenta Sanjou!', 'Itsuka no Main: Thunder Boy - Tenta Sanjou!']",OVA,Manga,['Toei Video'],"['Action', 'Drama', 'Seinen']",['J.C.Staff'],1,Finished Airing,FALSE,"{'from': '1996-02-21T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Feb 21, 1996'}",45 min,R - 17+ (violence & profanity),6.39,23,11379,12612,173,0,"Based on the manga by Mizuho Shuushi, the story shows a realistic portrayal of a Japanese bike gang member trying to live up to social expectations of him being a 'legend'.",NA,NA,NA,{}
23359,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama,Code Geass: Akito the Exiled 2 - The Torn-Up Wyvern Picture Drama,コードギアス 亡国のアキト 第2章 引き裂かれし翼竜 ピクチャードラマ,[],Special,Unknown,[],"['Action', 'Comedy', 'Military']",['Sunrise'],1,Finished Airing,FALSE,"{'from': '2013-12-25T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Dec 25, 2013'}",12 min,PG-13 - Teens 13 or older,7.37,3488,2174,3753,11404,48,Special included in the Code Geass: Boukoku no Akito 2 BD/DVD release.,NA,NA,NA,"{'Other': [{'mal_id': 15197, 'type': 'anime', 'name': 'Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu', 'url': 'https://myanimelist.net/anime/15197/Code_Geass__Boukoku_no_Akito_2_-_Hikisakareshi_Yokuryuu'}]}"
23361,Bakuman. 3rd Season Specials,NA,バクマン。,[],Special,Unknown,[],['Comedy'],['J.C.Staff'],2,Finished Airing,FALSE,"{'from': '2013-06-26T00:00:00+00:00', 'to': '2013-08-28T00:00:00+00:00', 'prop': {'from': {'day': 26, 'month': 6, 'year': 2013}, 'to': {'day': 28, 'month': 8, 'year': 2013}}, 'string': 'Jun 26, 2013 to Aug 28, 2013'}",3 min per ep,PG-13 - Teens 13 or older,7.12,3652,3181,3871,10600,16,Specials of the Bakuman. 3 included in the Blu-ray/DVD Box 1 and Box 2.,NA,NA,NA,"{'Other': [{'mal_id': 12365, 'type': 'anime', 'name': 'Bakuman. 3rd Season', 'url': 'https://myanimelist.net/anime/12365/Bakuman_3rd_Season'}]}"
23363,Ore no Imouto ga Konnani Kawaii Wake ga Nai.: Ore no Imouto ga Konnani Eroge na Wake Nai,NA,俺の妹がこんなに可愛いわけがない。 俺の妹がこんなにエロゲーなわけがない〜逆襲の秋美〜,['Ore no Imouto ga Konnani Kawaii Wake ga Nai. Gal Game Animation'],Special,Unknown,['Aniplex'],"['Comedy', 'Romance']",[],1,Finished Airing,FALSE,"{'from': '2014-01-22T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jan 22, 2014'}",44 min,PG-13 - Teens 13 or older,6.68,1699,4989,5012,5689,6,Gal game animation special included in DVD/Blu-ray Vol.8.,NA,NA,NA,"{'Other': [{'mal_id': 13659, 'type': 'anime', 'name': 'Ore no Imouto ga Konnani Kawaii Wake ga Nai.', 'url': 'https://myanimelist.net/anime/13659/Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai'}]}"
23365,By Your Side,NA,By Your Side,['Zapuni Project'],Music,Unknown,['dwarf'],['Music'],[],1,Finished Airing,FALSE,"{'from': '2014-03-11T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Mar 11, 2014'}",5 min,PG - Children,6.06,536,7525,9068,890,0,"In a quiet countryside, a little girl plays music for her friends, a little bear and a rabbit. An earthquake stops everything and when the bear and the rabbit looks up, the little girl is nowhere to be found. Still, the two friends try to rebuild their lives in the hope of seeing their friend once more.",NA,NA,NA,"{'Other': [{'mal_id': 13253, 'type': 'anime', 'name': 'Blossom', 'url': 'https://myanimelist.net/anime/13253/Blossom'}, {'mal_id': 25549, 'type': 'anime', 'name': 'Psychedelic Afternoon', 'url': 'https://myanimelist.net/anime/25549/Psychedelic_Afternoon'}]}"
23367,Kitakubu Katsudou Kiroku: Miniature Theater,NA,帰宅部活動記録 ちび劇場,"['Kitakubu Katsudou Kiroku: Chibi Theater', 'Kitakubu Katsudou Kiroku Specials']",Special,Manga,[],"['Comedy', 'School']",['Nomad'],6,Finished Airing,FALSE,"{'from': '2013-10-23T00:00:00+00:00', 'to': '2013-12-18T00:00:00+00:00', 'prop': {'from': {'day': 23, 'month': 10, 'year': 2013}, 'to': {'day': 18, 'month': 12, 'year': 2013}}, 'string': 'Oct 23, 2013 to Dec 18, 2013'}",2 min per ep,PG-13 - Teens 13 or older,6.3,625,6636,7858,1585,0,"Unaired ""Miniature Theater"" (the specials inserted at the end of the main episodes) included in the Kitakubu Katsudou Kiroku DVD/BD volumes 2, 3 and 4.",NA,NA,NA,"{'Parent story': [{'mal_id': 18495, 'type': 'anime', 'name': 'Kitakubu Katsudou Kiroku', 'url': 'https://myanimelist.net/anime/18495/Kitakubu_Katsudou_Kiroku'}]}"
23369,Bakuman. 2nd Season Special,NA,バクマン。『ラッコ11号』,[],Special,Unknown,[],['Comedy'],['J.C.Staff'],1,Finished Airing,FALSE,"{'from': '2012-09-26T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Sep 26, 2012'}",4 min,PG-13 - Teens 13 or older,6.85,4118,4191,3939,10260,10,Short animation included as a bonus in the Blu-ray Box volume 2.,NA,NA,NA,"{'Other': [{'mal_id': 10030, 'type': 'anime', 'name': 'Bakuman. 2nd Season', 'url': 'https://myanimelist.net/anime/10030/Bakuman_2nd_Season'}]}"
23375,Minarai Diva,NA,みならいディーバ,['Apprentice Diva'],TV,Original,"['NOTTV', 'Bouncy']",['Music'],['Yaoyorozu'],10,Finished Airing,FALSE,"{'from': '2014-07-14T00:00:00+00:00', 'to': '2014-09-22T00:00:00+00:00', 'prop': {'from': {'day': 14, 'month': 7, 'year': 2014}, 'to': {'day': 22, 'month': 9, 'year': 2014}}, 'string': 'Jul 14, 2014 to Sep 22, 2014'}",40 min per ep,G - All Ages,5.45,132,9033,8374,1266,5,The story follows two aspiring divas who hope to become famous through a unique brand of music.,NA,Summer 2014,Unknown,{}
23383,D-Frag!*,NA,ディーふらぐ! ウォーター!!,"['D-Frag! OVA', 'D-Frag!: Water!!']",OVA,Manga,['Media Factory'],"['Comedy', 'Game', 'Seinen']","[""Brain's Base""]",1,Finished Airing,FALSE,"{'from': '2014-09-22T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Sep 22, 2014'}",24 min,PG-13 - Teens 13 or older,7.44,24401,1864,1890,42273,26,"After Sakura Mizukami shows up at the Kazama household to ask for a favor, Kenji Kazama and his sister Noe end up unwillingly participating in a footrace at the local shrine. Intent on winning the prize—spring water that only appears once per year—Sakura recruited the Kazama siblings to guarantee her victory. But when Sakura's clubmates, Chitose Karasuyama and Roka Shibasaki, enter the race as well, the girls' competitive energy is unleashed and the contest immediately develops into an all out battle where no victor is certain. What's more, Noe, fed up with Sakura's constant teasing, has no interest in helping her win, and the battle rages not only on the field, but between the divided team members. [Written by MAL Rewrite]","The D-Frag! OVA adapts chapters 26 to 28, which were previously skipped in the TV anime, from the 4th volume of the manga it is based on.",NA,NA,"{'Adaptation': [{'mal_id': 14721, 'type': 'manga', 'name': 'D-Frag!', 'url': 'https://myanimelist.net/manga/14721/D-Frag'}], 'Parent story': [{'mal_id': 20031, 'type': 'anime', 'name': 'D-Frag!', 'url': 'https://myanimelist.net/anime/20031/D-Frag'}]}"
23385,Kyoukai no Kanata: Shinonome,Beyond the Boundary: Daybreak,境界の彼方  ＃0「東雲」,['Beyond the Horizon: Daybreak'],Special,Light novel,[],"['Fantasy', 'Slice of Life', 'Supernatural']",['Kyoto Animation'],1,Finished Airing,FALSE,"{'from': '2014-07-02T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 2, 2014'}",23 min,PG-13 - Teens 13 or older,7.74,35501,1017,1371,67245,45,Bundled with seventh Blu-ray/DVD volume of Kyoukai no Kanata. Episode 0 happens two years prior to the TV series when the Nase siblings meet Akihito for the first time in a mission for Hiroomi. Mitsuki follows her brother on this mission and their goal is to subjugate Akihito. (Source: MAL News),NA,NA,NA,"{'Adaptation': [{'mal_id': 50117, 'type': 'manga', 'name': 'Kyoukai no Kanata', 'url': 'https://myanimelist.net/manga/50117/Kyoukai_no_Kanata'}], 'Sequel': [{'mal_id': 18153, 'type': 'anime', 'name': 'Kyoukai no Kanata', 'url': 'https://myanimelist.net/anime/18153/Kyoukai_no_Kanata'}]}"
23387,Master of Torque,NA,マスター・オブ・トルク,[],ONA,Unknown,['Y.O.U.C'],"['Action', 'Sci-Fi']",['Shimogumi'],4,Finished Airing,FALSE,"{'from': '2014-03-20T00:00:00+00:00', 'to': '2014-07-18T00:00:00+00:00', 'prop': {'from': {'day': 20, 'month': 3, 'year': 2014}, 'to': {'day': 18, 'month': 7, 'year': 2014}}, 'string': 'Mar 20, 2014 to Jul 18, 2014'}",5 min per ep,G - All Ages,5.12,350,9582,8931,959,2,"It is Tokyo, Japan in the year 2017, just three years before the city's hosting of the 2020 Olympic Games. Throughout the city, the Shutoko metropolitan highway system is being dismantled and renovated, and new areas and facilities are being constructed, all at a feverish pace to complete the work in time for the Games. The Hyuga Corporation—a massive firm that succeeded in pioneering the practical use of artificial muscle fibers—is launching numerous products that supplement human muscle functions, and is in the midst of a massive surge in profits. At its headquarters on National Route 246 in Tokyo's Gaien-mae district, Hyuga Corp. was secretly developing a powered suit that gave people with just an average level of physical fitness the superior skills and abilities of a very select group of professional athletes. This was all a part of the company's plan to completely dominate their competitors and monopolize the industry. Dan Amo works at the General Affairs department of Hyuga Corp. By day, he is a nondescript salaryman, but at night, he relishes the sense of fulfillment his motorcycling lifestyle brings him. However, when night comes to Route 246, a group of mysterious riders in black suits frequently appear, and a freelance journalist, Makina Mikage, is always on their tail. Another figure appears on the scene in Kotaro Hyuga, the heir to the Hyuga Corp. presidency. The threads of an inescapable fate begin to draw these three young riders together... (Source: Yamaha site)",NA,NA,NA,"{'Sequel': [{'mal_id': 25393, 'type': 'anime', 'name': 'Master of Torque 2', 'url': 'https://myanimelist.net/anime/25393/Master_of_Torque_2'}]}"
23393,Shin Don Chuck Monogatari,NA,新ドン・チャック物語,[],TV,Unknown,['Knack Productions'],"['Adventure', 'Kids', 'Slice of Life']",[],73,Finished Airing,FALSE,"{'from': '1976-04-07T00:00:00+00:00', 'to': '1978-03-25T00:00:00+00:00', 'prop': {'from': {'day': 7, 'month': 4, 'year': 1976}, 'to': {'day': 25, 'month': 3, 'year': 1978}}, 'string': 'Apr 7, 1976 to Mar 25, 1978'}",25 min per ep,G - All Ages,6.32,63,6564,11856,226,0,More adventures for Chuck and his friends. (Source: AniDB),NA,Spring 1976,Unknown,"{'Prequel': [{'mal_id': 2575, 'type': 'anime', 'name': 'Don Chuck Monogatari', 'url': 'https://myanimelist.net/anime/2575/Don_Chuck_Monogatari'}]}"
23399,Minami no Shima no Dera-chan,NA,南の島のデラちゃん,"['Tamako Market', 'Tamako Love Story']",Movie,Original,[],"['Comedy', 'Slice of Life']",['Kyoto Animation'],1,Finished Airing,FALSE,"{'from': '2014-04-26T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Apr 26, 2014'}",5 min,PG-13 - Teens 13 or older,6.5,4784,5791,3660,12152,4,"The story follows Dera after he returns to the southern islands from the Usagiyama Shopping District, and depicts his gentle slapstick daily life with the Prince and Choi. (Source: ANN)",NA,NA,NA,"{'Prequel': [{'mal_id': 16417, 'type': 'anime', 'name': 'Tamako Market', 'url': 'https://myanimelist.net/anime/16417/Tamako_Market'}], 'Sequel': [{'mal_id': 21647, 'type': 'anime', 'name': 'Tamako Love Story', 'url': 'https://myanimelist.net/anime/21647/Tamako_Love_Story'}]}"
23401,Tobacco wa Dasai,NA,たばこはダサい,['Cigarettes are Lame'],ONA,Unknown,[],"['School', 'Slice of Life']",[],1,Finished Airing,FALSE,"{'from': '2014-02-13T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Feb 13, 2014'}",7 min,G - All Ages,4.7,114,10005,10870,364,0,A high school basketball player finds himself short of breath due to his smoking.,NA,NA,NA,{}
