grant_number,project_title,termination_letter_date,org_name,org_city,org_state,org_district,usaspending_obligated,award_type,directorate_abbrev,directorate,division,nsf_program_name,nsf_url,usaspending_url,nsf_startdate,nsf_expected_end_date,org_zip,org_uei,abstract,in_cruz_list
2342626,Collaborative Research: Framework for Integrating Technology for Equity,2025-04-25,Wayne State University,DETROIT,MI,MI13,254853,Standard Grant,EDU,STEM Education,Research on Learning in Formal and Informal Settings,ITEST-Inov Tech Exp Stu & Teac,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2342626,https://www.usaspending.gov/award/ASST_NON_2342626_4900,2024-09-01,2027-08-31,482023692,M6K6NTJ2MNE5,"Data literacy plays a pivotal role in understanding real-world problems, making it an increasingly important topic in mathematics education. Preparing young learners to use data to answer questions and solve problems empowers them to participate in society as informed citizens and opens doors to 21st-century career opportunities. For many learners underrepresented in STEM, developing data literacy through innovative technologies requires personally meaningful experiences working with data. The Framework for Integrating Technology for Equity (FIT for Equity) is a Developing and Testing Innovations (DTI) project that will engage 24 teachers in co-designing technology-enhanced data literacy lessons and including students and community members as co-authors. This inclusive lesson study approach advances equity in math classes by supporting the critical data literacies necessary to participate in today’s workforce as informed citizens. FIT for Equity will cultivate design principles that bring together teachers, students, and community members in this innovative capacity building effort that may lead to more equitable learning opportunities. The project team will also produce a collection of data literacy mathematics lessons featuring transformative technologies to address community-based challenges, co-authored by elementary teachers, students, and community members in four distinct geographic locales in Virginia, Ohio, Tennessee, and Michigan.    Through equity frameworks in mathematics education, this project will develop and test design principles for planning, observing, and reflecting on technology-integrated mathematics lessons. Researchers will use a design-based research approach to answer three research questions: 1. How do technology-enhanced data literacy lessons develop students' data literacy, understanding of community issues, and attitudes towards STEM? 2. How do the project’s design principles for technology-enhanced data literacy lessons promote teachers’ practices for culturally responsive mathematics teaching? 3. What are the affordances and constraints of Inclusive Lesson Study in expanding the integration of technology for data literacy towards equity? Iterative implementation cycles will be used to develop and test the inclusive lesson study cycles. Data will be collected through inventories and document analysis of lesson study artifacts, including student work, annotated classroom lessons, and lesson study meeting recordings. Additionally, data will be gathered using the Culturally Relevant Mathematics Teaching (CRMT2) Classroom Observation Tool, the Equity-centered Transformative Technology Lesson Analysis Tool, and interviews with participating teachers, students, and community members. Pre- and post-surveys will be administered to measure changes in students' STEM self-efficacy and career interests. Deliverables will include a repository of research lessons and video vignettes highlighting FIT for Equity lessons. Research findings will be disseminated through a project website, conference presentations, and journal publications. All program materials will be made free and publicly accessible, allowing other educators, designers, and researchers to replicate or modify them to foster innovative approaches to promoting inquiry topics that are both meaningful and applicable to underrepresented learners’ real-world contexts.    This project is funded by the Innovative Technology Experiences for Students and Teachers (ITEST) program, which supports projects that increase students' knowledge and interest in science, technology, engineering, and mathematics (STEM) and information and communication technology (ICT) careers.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",FALSE
2313981,"A Synthesis of Approaches to Equity, Belonging, and Broadening Participation in Museums and Makerspaces",2025-04-25,Children's Museum of Pittsburgh,PITTSBURGH,PA,PA12,593533,Standard Grant,EDU,STEM Education,Research on Learning in Formal and Informal Settings,AISL,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2313981,https://www.usaspending.gov/award/ASST_NON_2313981_4900,2024-01-01,2026-06-30,152125250,GKJMMM9L41N7,"Despite a long history of considering and attempting to address issues of diversity, equity, accessibility, and inclusion, visitor-serving organizations such as museums, botanical gardens, and zoos tend to serve disproportionately white, able-bodied, and high-income audiences. Traditionally, efforts to address this challenge have focused on reducing barriers (cost, transportation, etc.) in order to get more people to participate in informal science learning experiences. In recent years, the field has begun to call for equity-oriented and anti-oppressive approaches that question not only who participates but how informal science learning can be re-designed to center the needs and interests of people whose experiences are marginalized in STEM fields. While this shift is promising, the learning tends to be isolated in identity-focused silos. For example, people addressing racial inequities are not often engaged with research about making informal science more accessible for people with disabilities. In this project, the Children's Museum of Pittsburgh in partnership with EdTogether, Spelman College, and the Warner School of Education at the University of Rochester will bring together these distinct domains of learning by working with youth and practitioners to conduct a systematic review of equity and belonging work in informal science learning. The review will generate insights about how project teams talk about and enact equity and belonging in their work and the project will produce resources that will support future projects to move beyond simplistic definitions of identity in order to holistically embrace learners' needs.    This project will use a six-step synthesis process to review approximately 7,000 empirical sources about equity and belonging-focused informal science efforts in museums, makerspaces, botanical gardens, zoos, and other visitor-serving institutions. The research questions will investigate the implicit and explicit philosophies of equity and belonging in the field; the extent to which the field enacts anti-oppressive practices; the ways in which projects blend multiple anti-oppressive practices; and how equity and belonging-focused work has varied over time and context. This project will be a collaboration among established, professional researchers and participants in a Co-Research Fellowship program through which youth and adult practitioners will inform and engage in all stages of the research. Co-Research Fellows will also be co-producers of the project's efforts to initiate change to deepen the ways informal science integrates anti-oppressive lenses. This includes a charrette through which informal science professionals will consider the ways they can integrate the project learnings into ongoing structures for change; a journal article; conference sessions; and a practitioner-oriented mini-book that will share insights and tools for conducting integrative anti-oppressive work in the informal science field. The project's evaluation will offer guidance about how co-research can challenge notions of who can do research; extend visitors' and practitioners' exposure to existing informal science learning research; expand co-researchers' STEM and advocacy skills through participation in and decision-making about research; and enhance the relevance and validity of the research process and findings through alignment with practitioner and visitor needs.    This Synthesis project is funded by the Advancing Informal STEM Learning (AISL) program, which supports projects that: (a) contribute to research and practice that considers informal STEM learning's role in equity and belonging in STEM; (b) promote personal and educational success in STEM; (c) advance public engagement in scientific discovery; (d) foster interest in STEM careers; (e) create and enhance the theoretical and empirical foundations for effective informal STEM learning; (f) improve community vibrancy; and/or (g) enhance science communication and the public's engagement in and understanding of STEM and STEM processes.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",FALSE
2241522,Collaborative Research: Southern Lynchings and Children's Educational Outcomes,2025-04-25,Mississippi State University,MISSISSIPPI STATE,MS,MS03,103735,Standard Grant,SBE,"""Social, Behavioral and Economic Sciences""",Social and Economic Sciences,Economics,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2241522,https://www.usaspending.gov/award/ASST_NON_2241522_4900,2023-04-01,2026-03-31,39762,NTXJM52SHKS7,"Stressors in a child’s environment, among other things, can have significant adverse effect on the child’s educational attainment, as well as other possible outcomes. Exposure to violence, especially violence targeted at the child’s own demographic, social or faith community, can be a severe environmental stressor. The late 19th and early 20th centuries saw widespread patterns of racially motivated violence, particularly in the South. This project will use newly digitized historical records from early 20th century Mississippi to study how lynchings affected the educational choices of local Black children and their families using. The research will combine county level lynching data with detailed school enrolment and attendance record of every child in Mississippi from 1927 to 1957.  This detailed data set, and the exogenous nature of lynchings will allow the researchers to identify how lynchings affect children’s educational outcomes.  Given the critical importance of education in reducing inequality and progressing toward racial equity in the U.S., identifying how exposure to lynchings affected educational attainment can improve our understanding of the evolution of Black-White inequality in the mid- to late-20th century South. The research results can therefore guide policies to improve educational outcomes of racial minorities, hence narrow the racial achievement gaps in the US.    This project will digitize and link the Mississippi Enumeration of Educable Children, 1850-1892; 1908-1957, a newly discovered set of records created by the Mississippi Department of Education to inform allocation of state education funding across counties. These records include the school enrollment and attendance status for every child in Mississippi, biennially from 1927 to 1957, as well as information on the town of residence, school attended, and sibling links. Using these unique records, the PIs will construct a measure of historical educational attainment that will be more accurate than the self-reported educational attainment variable present in the 1940 and 1950 decennial censuses.  The constructed data will allow the PIs to observe which children had completed their schooling at the time a lynching occurred in their community. The PIs will use the lynching data in the state of Mississippi and the constructed educational attainment data to estimate the causal effect of lynching on the educational attainment of different racial groups in communities where lynchings occurred during the study period.  The research results can guide policies to improve educational outcomes of racial minorities, hence narrow the racial achievement gaps in the US.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",TRUE
2420069,"A Study of Launch Infrastructure and Sociotechnical Relations of Adjacency, Diversity, and Cosmology",2025-04-25,University of California-Santa Barbara,SANTA BARBARA,CA,CA24,425444,Standard Grant,SBE,"""Social, Behavioral and Economic Sciences""",Social and Economic Sciences,Science & Technology Studies,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2420069,https://www.usaspending.gov/award/ASST_NON_2420069_4900,2024-09-01,2026-08-31,931060001,G9QBQDH39DF4,"This project explores the relationship between commercial satellite launching and underrepresented minority communities. The study investigates how intensified commercial satellite launching is impacting local Indigenous groups, farmworkers, and incarcerated persons who live and work nearby. In the process, the project explores relations between aerospace, agriculture, and prison sectors in the community, local public education and workforce development, and environmental and public health effects of launch noise and emissions. The project’s significance is grounded in its integration of diverse community perspectives in understanding and evaluating the local effects of satellite launching. The study supports public knowledge of federally subsidized launch infrastructure and satellite technologies and provides collaborative research and educational opportunities for community members and university students. Reports, graphics, and publications from the study will be publicly available on the project website.     Leveraging partnerships with community organizations, the study uses ethnographic methods to conduct focus groups, interviews, and correspondence programs that convey how minority communities think about and perceive increasing satellite launches in their midst. The major goals of the project are to: 1) understand how satellite launching impacts both the local community and the global satellite industry; 2) investigate the social, cultural, and environmental impacts of commercial satellite launching; 3) learn how members of minority communities think about the base, satellite launching, aerospace, and STEM education; and 4) draw on qualitative data to theorize how sociotechnical relations of adjacency, diversity, and cosmology alter understandings of launch infrastructure and satellite technology. The study will contribute to research on satellite technology and infrastructure, the aerospace sector, and population demographics and technology.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",FALSE
2429247,Conference: Building Collaborations in the Study of Polarization,2025-04-25,Texas Tech University,LUBBOCK,TX,TX19,49962,Standard Grant,SBE,"""Social, Behavioral and Economic Sciences""",Social and Economic Sciences,AIB-Acctble Institutions&Behav,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2429247,https://www.usaspending.gov/award/ASST_NON_2429247_4900,2024-06-01,2026-05-31,79409,EGLKRQ5JBCZ7,"Part 1:  This conference will focus on ways to integrate mass-level theories of polarization with institutional theories of legislative behavior and organization. By facilitating collaboration between them this project aims to expand and refine existing theoretical approaches to assess how constituency-level factors affect polarization within the legislature, and how that, in turn, influences legislative behavior and outcomes. The project will integrate important changes in findings about the electorate into institutional theories of legislative politics and behavior. The conference will lead to a better understanding of the nature and consequences of legislative politics in an increasingly polarized world. The effort to integrate mass-level theories of polarization into institutional theories of legislative behavior holds the potential to account for the institutional implications arising from significant changes in constituency-based elements of partisanship. the participant list includes scholars from a range of institution types, ranging from non-PhD granting, teaching-focused institutions to highly selective private and flagship state PhD granting institutions. Additionally, half of the invitees are women. The PIs will seek to include graduate students, and potentially, undergraduate students in the research endeavor, by encouraging the invited participants to identify students whose research interests mesh with the project description.    Part 2:   This conference will focus on ways to integrate mass-level theories of polarization with institutional theories of legislative behavior and organization. By facilitating collaboration between them this project aims to expand and refine existing theoretical approaches to assess how constituency-level factors affect polarization within the legislature, and how that, in turn, influences legislative behavior and outcomes. The project will integrate important changes in findings about the electorate into institutional theories of legislative behavior. The conference will lead to a better understanding of the nature and consequences of legislative behavior in an increasingly polarized world. The effort to integrate mass-level theories of polarization into institutional theories of legislative behavior holds the potential to account for the institutional implications arising from significant changes in constituency-based elements of partisanship. the participant list includes scholars from a range of institution types, ranging from non-PhD granting, teaching-focused institutions to highly selective private and flagship state PhD granting institutions. Additionally, half of the invitees are women. The PIs will seek to include graduate students, and potentially, undergraduate students in the research endeavor, by encouraging the invited participants to identify students whose research interests mesh with the project description.     Part 3:    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",FALSE
2324657,Supporting the GEO REU Network and Exploring New REU Models to Effectively Engage Diverse Students in the Geosciences,2025-04-25,University Corporation For Atmospheric Res,BOULDER,CO,CO02,356236,Continuing Grant,GEO,Geosciences,Ocean Sciences,EDUCATION AND HUMAN RESOURCES,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2324657,https://www.usaspending.gov/award/ASST_NON_2324657_4900,2023-09-01,2026-08-31,803012252,YEZEE8W5JKA3,"Studies show that mentored research experiences, cohort building, and student career development in inclusive environments effectively engage undergraduates in STEM career paths. The NSF Research Experiences for Undergraduates (REU) Program supports internship programs at institutions across the nation that provide valuable educational experiences for undergraduate students through participation in research. It also aims to increase the participation of the nation's diverse talent - particularly underrepresented students and students from institutions with limited research capacity - in the U.S. science and engineering workforce. Developing and managing an internship program is a complex undertaking, especially for geoscience internship programs that often involve fieldwork. This award creates a central network that supports the efforts of Geosciences (GEO) REU program leaders at over sixty institutions and provides professional development for participating REU interns. The REU program leaders will benefit from the experience and insight of others in the GEO REU Network, including the project leads and other experts. The Network leaders will provide just-in-time resources, strategies, and tools for GEO REU PIs as they navigate recruiting and selecting students, preparing mentors, setting expectations, and addressing student engagement challenges in their programs. They will provide REU leads with individual support and recruit students from underrepresented communities, community colleges, and primarily undergraduate institutions at scientific meetings. The PIs of this project will offer career development workshops for all GEO REU interns during the summer, which directly contributes to the preparation of the geoscience workforce. These efforts will support the community of practice among the internship leads and augment the efficacy of REU programs.     The geoscience community hosts internships, Research Experiences for Undergraduates (REUs), with the intention of providing students with valuable education and of bringing undergraduate scholars from a wide range of backgrounds into the geosciences. Developing and managing an effective, inclusive internship is a challenging year-round undertaking. The GEO REU Network will provide support to all GEO REU leaders and students through fostering the exchange of tools, strategies, and experiences within the community, developing resources, and providing professional development that aligns with the REU Program goals. An overarching theme has been to encourage the adoption of inclusive REU practices and processes. These involve designing accessible and inclusive REUs that take into account and even examine biases and privilege in application and selection processes. The project will advance community understanding of the pedagogy of student research and of inclusive practices, and it will enhance a sense of collaboration among REU PIs.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",TRUE
2127380,RUI: Processing ambiguity: From initial perception to race classification of multiracial faces in diverse observers,2025-04-25,"The University Corporation, Northridge",NORTHRIDGE,CA,CA32,351755,Standard Grant,SBE,"""Social, Behavioral and Economic Sciences""",Multidisciplinary Activities,Build and Broaden,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2127380,https://www.usaspending.gov/award/ASST_NON_2127380_4900,2021-09-01,2025-08-31,913300001,LAGNHMC58DF3,"This award is funded in whole or in part under the American Rescue Plan Act of 2021 (Public Law 117-2).     America’s multiracial population represents one of its fastest growing segments. In the 50 years following the legalization of interracial marriage in the US, multiracial individuals have grown to represent 6.9% of the American population, a figure poised to triple by 2060. By their very nature, multiracial people challenge conventional either-or thinking about race, offering important avenues for improving race relations. This research investigates basic cognitive and social psychological influences on multiracial face perception with these broader impacts in mind. Understanding how perceivers think about and racially categorize multiracial people also has consequences for both the physical and mental well-being of multiracial individuals themselves. As a result, it has become increasingly important to understand how multiracial people think about their racial identity and how they are perceived by others. Research has consistently found that people are generally unable to categorize multiracial people as multiracial. Understanding why and under what circumstances people fail to recognize others as multiracial forms the basis for the current research.     This project tests the hypothesis that the inability to identify multiracial people as multiracial is not universal but depends on the extent to which one’s past experiences foster a mental representation of multiracial others. It is predicted that people from areas with a relatively large multiracial population will be more attuned to multiracial faces than those with little prior exposure and will therefore be more likely to identify such faces as multiracial. This research also explores the elements of cognitive processing as they rapidly unfold during the perception of monoracial and multiracial faces. Using reaction time modeling and recordings of electrical brain activity with electroencephalography (EEG), the research aims to identify distinct stages of processing that occur between initially seeing a face and its eventual categorization. Unpacking these processing stages will allow an examination of how they differ when viewing a multiracial versus monoracial face, and how they may be differentially tuned by level of prior contact with multiracial people. Critically, the research fosters active student involvement by providing hands-on, technical training in scientific research methods and statistical procedures, professional development, and intensive mentorship of underrepresented students of color. These funds also allow for increased access to neuroscientific tools and training by traditionally underserved students, thereby diversifying the scientific pipeline for years to come.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",FALSE
2100793,Collaborative Research:  Supporting Teachers to Develop Equitable Mathematics Instruction Through Rubric-based Coaching,2025-04-25,University of Delaware,NEWARK,DE,DE00,651546,Standard Grant,EDU,STEM Education,Research on Learning in Formal and Informal Settings,Discovery Research K-12,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2100793,https://www.usaspending.gov/award/ASST_NON_2100793_4900,2021-09-01,2025-08-31,197131324,T72NHKM259N3,"Creating supportive middle school mathematics learning spaces that foster students' self-efficacy and mathematics learning is a critical need in the United States. This need is particularly urgent for mathematics classrooms with students who have been historically marginalized in such spaces. While many instructional improvement efforts have focused on broadening access to mathematical ideas, fewer efforts have paid explicit attention to the ways instructional practices may serve to marginalize students. Supporting teachers in identifying and refining their equitable mathematics instructional practices is a persistent challenge. This project brings together a successful mathematics rubric-based coaching model (MQI Coaching) and an empirically developed observation tool focused on equity-focused instructional practices, the Equity and Access Rubrics for Mathematics Instruction (EAR-MI). The project's work integrates the EAR-MI rubrics into the MQI Coaching model with 24 middle grades mathematics coaches supporting 72 teachers at grades 5-8. The project measures the effects of the coaching model on teachers' beliefs and instructional practices and on students' mathematical achievement and sense of belonging in mathematics. The project also investigates how teachers' attitudes and beliefs impact their participation and what teachers take away from engagement with the coaching model.    The project makes use of a delayed-treatment experimental design to investigate effects on teacher beliefs and practices and student achievement and sense of belonging. A cohort of 14 coaches are randomly selected to participate in the coaching in Years 2 and 3, with the remaining 10 coaches assigned to a business-as-usual model in Year 2 and engaging in the training in Year 3. Coaches engage in a 4-day summer training to become acquainted with the model with coaching cycles and follow-up meetings during the school year. Each coach will engage teachers in 8-10 coaching cycles in treatment years. Data on the nature of the coaching includes logs and surveys from the coaches. Teachers submit surveys related to their beliefs and practices and two lessons each at the start and end of the academic year for analysis. Student assessment data, course grades, and administrative data, combined with survey data from students on classroom belonging and perceptions of ability and confidence in mathematics, are used to describe student outcomes. Teacher outcomes are captured through the analysis of classroom video, surveys about ethnic-racial identity and racial attitudes, beliefs about students and instruction, and beliefs about and efficacy for culturally responsive teaching. The project uses a set of survey measures with established reliability and validity, adapting some instruments to include specific indicators related to the equity and access rubrics. Analysis of the data uses a multi-level model accounting for the clustering of teachers within schools and students within classrooms and schools.    This project is funded by the Discovery Research PreK-12 (DRK-12) Program and the Established Program to Stimulate Competitive Research (EPSCoR). The DRK-12 program seeks to significantly enhance the learning and teaching of science, technology, engineering and mathematics (STEM) by preK-12 students and teachers, through research and development of innovative resources, models and tools. Projects in the DRK-12 program build on fundamental research in STEM education and prior research and development efforts that provide theoretical and empirical justification for proposed projects.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",FALSE
2210142,EAGER: DCL: SaTC: Enabling Interdisciplinary Collaboration: Evaluating Bias In The Creation and Perception of GAN-Generated Faces,2025-04-25,Haverford College,HAVERFORD,PA,PA05,296325,Standard Grant,CISE,Computer and Information Science and Engineering,Computer and Network Systems,Secure &Trustworthy Cyberspace,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2210142,https://www.usaspending.gov/award/ASST_NON_2210142_4900,2022-07-01,2025-06-30,190411336,QAP9NNDEWGZ8,"Bad actors often use bots and fake profiles to attack individuals or groups and to undermine social harmony and collective movements. These fake profiles may use face images to signal human authenticity. Until recently it was possible to identify bad-faith actors via reverse image searches because many fake profiles used stock photos. Recent advances in machine learning-enabled general adversarial networks (GANs) have made it possible to create hyper-realistic faces of people who do not exist and cannot be identified. These faces can be animated and used to cause harm. To help develop more secure and trustworthy cyberspaces, it is critical to understand whether and how human perceivers (alone or with computational aids) can detect real vs. artificial faces, and how their detection strategies and outcomes differ across groups. This project investigates whether the GANs that generate faces are racially biased and whether this bias is manifested in differential detectability of ingroup vs. outgroup faces.     The project tests the hypothesis that GANs are racially biased because the training dataset is itself biased, with White faces (especially White female faces) overrepresented. Furthermore, when tools are created to control what kind of face is generated, these tools may be racially biased as well because they are extracting biased parameters. These biased processes may result in GAN-generated faces that are more detectable to racial minority individuals vs. racial majority individuals. To test these hypotheses, the project is developing a training dataset of diverse faces, with annotations for dimensions of interest such as skin tone and gender. These annotations can be used to train a GAN with any number of checkpoints to examine how GAN-generated faces appear at different stages of creation. The project is examining how people perceive the generated faces at each stage of the GAN. This project is helping spur theoretical insights into how machine-learning works, and provides training in computer science and social psychology for a diverse group of undergraduate researchers.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",TRUE
2416518,SBP: Collaborative Research: Journeys in World Politics A Mentoring Workshop for Junior Women in International Relations,2025-04-25,University of Iowa,IOWA CITY,IA,IA01,207685,Standard Grant,SBE,"""Social, Behavioral and Economic Sciences""",Social and Economic Sciences,SBP-Science of Broadening Part,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2416518,https://www.usaspending.gov/award/ASST_NON_2416518_4900,2024-10-01,2028-09-30,522421316,Z1H9VJS8NG16,"This project aims to serve the national need of mitigating the underrepresentation of women in science, and therefore contributes to scientific progress. Peer mentorship is one of the most effective avenues to increase the status of women in academia. By providing intense peer-mentorship to junior women scholars of international relations, the project will promote high-quality scholarship and contribute to an increased success of mentored women in academia. The project will promote these goals through the hosting of intense peer-mentorship workshops to foster networks, provide feedback and support, disseminate information, and encourage psychological resilience. The project also tracks the success of peer-mentorship programs through survey research and a collection of data on academic success.     Studies that have evaluated the status of women in international relations over the past 30 years reveal significant gender gaps on numerous dimensions. The continued under-representation of female scholars at top research institutions and high ranks harms scientific progress. Recent research demonstrates that active mentoring, especially through workshops that foster networks, provide feedback and support, disseminate information, and encourage psychological resilience, are among the most promising avenues for change. The Journeys in World Politics workshop program has mentored young women scholars of International Relations (IR) since 2004. The project hosts annual three-day workshops that support 18-20 participants and includes research presentations by junior scholars, feedback from discussants, oral autobiographies by senior scholars, and career and gender discussion sessions involving topics such as networking, work-life balance, and navigating classroom gender dynamics. Beyond the workshops, the project maintains an active website and other forms of communication, arranges meetings at conferences, and thereby builds a broad network of women in the entire political science discipline. To track the success of mentorship workshops, the project collects more systematic data to evaluate the mechanisms through which mentoring programs increase long-term success rates for female political scientists.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",FALSE
2046607,CAREER: SBP: Understanding Emotion Regulatory Flexibility among African American Adolescents,2025-04-25,Virginia Commonwealth University,RICHMOND,VA,VA04,575787,Continuing Grant,SBE,"""Social, Behavioral and Economic Sciences""",Behavioral and Cognitive Sciences,SBP-Science of Broadening Part,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2046607,https://www.usaspending.gov/award/ASST_NON_2046607_4900,2021-06-01,2026-05-31,232849005,MLQFL4JSSAA9,"Recent instances of violence targeting African Americans has sparked protests and greater attention to the racism that African American youth and their families have faced for generations in the United States. Studies report that most African American youth will experience racism during their lifetimes, and these experiences increase their risk for negative life outcomes, such as poor mental and physical health and less academic success. How do African American youth manage their experiences with racism to protect against such negative outcomes? This research examines how African American youth develop a specific form of emotional competence, called emotion regulatory flexibility, to protect themselves from racism. They may attend to cues that signal when an interaction is not going well, and then use these signals to adjust how they express and manage their emotions so that others do not perceive them as angry or threatening. This research provides a novel perspective on emotion regulatory flexibility as a form of emotion-related competence that is malleable and culturally situated.     How do African American youth develop such self-protective emotional competence? This question is addressed by doing research with both African American youth and their parents, and by combining physiological and self-report measures. The unique approach provides subjective and objective indicators of emotional reactions to racism and captures the social cues that African American youth use to manage these situations. The research also includes parent-child interactions to reveal how parents discuss these issues with their children. This project provides training experiences for junior scientists from various racial backgrounds in how to work with the African American community to address the effect of racism on youth, and can help African American youth recognize their positive emotion skills.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",FALSE
2411771,Collaborative Research: Racial Equity in STEM Starts with Teacher Education,2025-04-25,Washington State University,PULLMAN,WA,WA05,188167,Continuing Grant,EDU,STEM Education,Research on Learning in Formal and Informal Settings,National STEM Teacher Corps,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2411771,https://www.usaspending.gov/award/ASST_NON_2411771_4900,2024-09-01,2027-08-31,991640001,XRJSGX384TD6,"The racial and ethnic diversity of the K-12 student population far exceeds the diversity of the current teacher workforce and teacher candidate pipeline. To address this gap, systemic changes in the structural and cultural dimensions of university teacher preparation programs are required. This project will leverage an existing consortium of STEM teacher preparation programs in Washington State to: (1) identify community assets and systemic barriers to recruiting and supporting STEM teacher candidates from historically underrepresented populations; (2) develop strategies for preparing STEM teacher candidates to enact culturally sustaining pedagogies; and (3) advance understanding of how universities can develop authentic partnerships with historically marginalized communities to support STEM teacher preparation. The significance of this project is that it aims to establish authentic partnerships with individuals and groups typically underrepresented in STEM and elevate the knowledge and leadership from marginalized communities to collaboratively address barriers and obstacles to becoming STEM teachers.    This project will employ a descriptive multiple case study design to understand how institutes of higher education work with their local communities to dismantle systemic barriers to recruiting and supporting students from historically underrepresented groups in STEM teacher preparation. Further, the project will investigate how these teacher preparation programs leverage the knowledge of leaders from marginalized communities to develop and share strategies for preparing future STEM teachers to enact culturally sustaining pedagogies. With sites spanning urban, suburban, and rural settings, this research will enhance our collective knowledge about contextual factors that support or constrain efforts to address inequities in STEM teacher preparation. The community-led work at each region is grounded in the principles of Targeted Universalism and will utilize tools and frameworks from the Equity-Driven Systems Change Model to center the voices and experiences of marginalized communities. Anticipated impacts include new recruitment and retention models for diversifying STEM teaching, revised curricula to infuse culturally sustaining pedagogy into STEM teacher preparation, and new equity-minded structures and policies to guide teacher education program decisions.    This collaborative project is funded by the EDU Racial Equity in STEM Education activity, which is supported by the Directorate for STEM Education (EDU). This activity supports research and practice projects that investigate how considerations of racial equity factor into the improvement of science, technology, engineering, and mathematics (STEM) education and workforce. Awarded projects seek to center the voices, knowledge, and experiences of the individuals, communities, and institutions most impacted by systemic inequities within the STEM enterprise. Programs across EDU contribute funds to the Racial Equity activity in recognition of the alignment of its projects with the collective research and development thrusts of the four divisions of the directorate.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",FALSE
