reported_date_time,reported_date_time_utc,posted_date,city,state,country_code,shape,reported_duration,duration_seconds,summary,has_images,day_part
2013-06-16T01:30:00Z,2013-06-16T01:30:00Z,2013-07-03,Glen Allen,VA,US,fireball,2 minutes,120,"20 Yellowish Fireballs/Spheres over Glen Allen, VA.",FALSE,nautical dusk
2013-06-16T01:00:00Z,2013-06-16T01:00:00Z,2013-07-03,Womelsdorf,PA,US,fireball,10 minutes,600,My daughter and her friend were driving home on  main road in our area when her and her friend witnessed a bright fireball object that,FALSE,civil dusk
2013-06-15T07:10:00Z,2013-06-15T07:10:00Z,2013-07-03,Las Vegas,NV,US,fireball,1 hour,86400,"Scattered, circular and circling lights from whitefish yellow to red just outside of west Las Vegas.",FALSE,night
2013-06-14T05:30:00Z,2013-06-14T05:30:00Z,2013-07-03,Santa Cruz,CA,US,fireball,4 minutes,240,"Fire that rose in the night's sky in Santa Cruz, CA",FALSE,astronomical dusk
2013-06-14T00:30:00Z,2013-06-14T00:30:00Z,2013-07-03,Johnstown,PA,US,fireball,10 minutes,600,Flaming Fireball floats across night sky,FALSE,afternoon
2013-06-12T03:15:00Z,2013-06-12T03:15:00Z,2013-07-03,Menomonie,WI,US,fireball,5 minutes,300,Large fireball like object floating in the sky during a down pour.,FALSE,astronomical dusk
2013-06-12T01:48:00Z,2013-06-12T01:48:00Z,2013-07-14,Burgaw,NC,US,fireball,5 seconds,5,Once in a lifetime sighting of a large metor like object that impacted the earth.,FALSE,astronomical dusk
2013-06-11T02:30:00Z,2013-06-11T02:30:00Z,2013-07-03,Melbourne,FL,US,fireball,1 minute,60,Horizontal fireball,FALSE,night
2013-06-10T01:35:00Z,2013-06-10T01:35:00Z,2013-07-03,Williston,VT,US,fireball,5 seconds,5,Large bright orange object travelling west to east with very long tail with landing trajectory,FALSE,astronomical dusk
2013-06-09T03:00:00Z,2013-06-09T03:00:00Z,2013-07-03,Johnstown,PA,US,fireball,5 minutes,300,5 or 6 fireball looking objects slowly went through the sky then one by one went out.,FALSE,night
2013-06-09T02:50:00Z,2013-06-09T02:50:00Z,2013-07-03,Virginia Beach,VA,US,fireball,5 minutes,300,3 fireballs going vertical.,FALSE,night
2013-06-08T03:30:00Z,2013-06-08T03:30:00Z,2013-07-14,Brantford,ON,CA,fireball,2 minutes,120,"Me and friend saw 4 orange round shaped, what looked like fireballs in the sky. They hovered for about 2 mins then disappeared behind c",FALSE,night
2013-06-08T00:23:00Z,2013-06-08T00:23:00Z,2013-07-03,Gainesville,FL,US,fireball,10 seconds,10,Ball of bright orange fire moving low across night sky,FALSE,civil dusk
2013-06-07T05:30:00Z,2013-06-07T05:30:00Z,2013-07-03,Elkhart,IN,US,fireball,2-3 minutes,180,7 fireballs in a row in the southern skies at 1:30 am.,FALSE,night
2013-06-06T10:27:00Z,2013-06-06T10:27:00Z,2013-07-03,Commerce city,CO,US,fireball,2 minutes,120,Observed moving object in sky traveling east changing course to northeast upon changing course excellerated speed and changed back to e,FALSE,nautical dawn
2013-06-05T15:06:00Z,2013-06-05T15:06:00Z,2013-07-03,Deale,MD,US,fireball,1 minute,60,Confused,FALSE,morning
2013-06-05T01:00:00Z,2013-06-05T01:00:00Z,2013-07-14,Manheim,PA,US,fireball,5-10 minutes,600,Bright orange light hovering then moving silently over head over rt 72 in manheim towards lebanon pa,FALSE,civil dusk
2013-06-04T04:30:00Z,2013-06-04T04:30:00Z,2013-07-03,Boise,ID,US,fireball,103 seconds,103,"Glowing, burning object. See video link to YouTube",FALSE,nautical dusk
2013-06-04T05:00:00Z,2013-06-04T05:00:00Z,2013-07-03,Los Angeles,CA,US,fireball,15 minutes,900,Slow moveing golden fire balls stopped and hovered then glowed red and ascended out of sight slowly.,FALSE,night
2013-06-03T22:30:00Z,2013-06-03T22:30:00Z,2013-07-05,Bowling Green,KY,US,fireball,5 minutes,300,"Observed slow and low flying single orangey, reddish ball of light in sky.",FALSE,afternoon
2013-06-03T07:30:00Z,2013-06-03T07:30:00Z,2013-07-03,Richmond,VA,US,fireball,30 seconds,30,4 fireballs flying in formation over Henrico.,FALSE,night
2013-06-02T02:30:00Z,2013-06-02T02:30:00Z,2013-06-02,Newton,NC,US,fireball,10 seconds,10,"Fast Moving Fireball with Long tail, like a Jet stream moving in the sky.",FALSE,astronomical dusk
2013-06-02T05:15:00Z,2013-06-02T05:15:00Z,2013-06-02,Citrus Heights,CA,US,fireball,120 seconds,120,"3 fireballs/orbs seen in the east, one followed by two more, bright orange short lived.",FALSE,astronomical dusk
2013-06-02T02:00:00Z,2013-06-02T02:00:00Z,2013-06-02,Pittsburgh,PA,US,fireball,2 minutes,120,Flying fireballs.,FALSE,astronomical dusk
2013-06-02T01:48:00Z,2013-06-02T01:48:00Z,2013-06-02,Eastpointe,MI,US,fireball,25 seconds,25,Amazing fireball.,FALSE,nautical dusk
2013-06-02T02:30:00Z,2013-06-02T02:30:00Z,2013-06-02,Louisburg,KS,US,fireball,15 minutes,900,13 lights over Kansas moving southeast and turning south.,FALSE,nautical dusk
2013-06-02T01:29:00Z,2013-06-02T01:29:00Z,2013-06-02,Sarnia,ON,CA,fireball,90 seconds,90,Fireball like object ascending then turned abruptly and hesitates during flight path.,FALSE,nautical dusk
2013-06-01T15:45:00Z,2013-06-01T15:45:00Z,2013-06-02,Dallas,GA,US,fireball,30 seconds,30,Fireball flying low and slow no sounds heard.,FALSE,morning
2013-06-01T03:00:00Z,2013-06-01T03:00:00Z,2013-06-02,Kingston,ON,CA,fireball,2 minutes,120,Orange/red fireball in SE Ontario.,FALSE,night
2013-06-01T02:30:00Z,2013-06-01T02:30:00Z,2013-06-02,Northport,NY,US,fireball,~1 minute,60,Oval fireball moving in straight line no sound no jet stream.,FALSE,night
2013-06-01T01:50:00Z,2013-06-01T01:50:00Z,2013-06-02,Gastonia,NC,US,fireball,3-5 minutes,300,Orange fiery light that flickered then disappeared.,FALSE,nautical dusk
2013-06-01T04:00:00Z,2013-06-01T04:00:00Z,2013-07-03,Sacramento,CA,US,fireball,5 minutes,300,Orange red glowing orbs chaging patterns and directions then zapping out,FALSE,nautical dusk
2013-05-31T15:30:00Z,2013-05-31T15:30:00Z,2013-06-02,Green Bay,WI,US,fireball,3-5 minutes,300,"Pulsing fireball object Green Bay, Wiscosin - W/NW over Pamperin Park.",FALSE,morning
2013-05-31T04:15:00Z,2013-05-31T04:15:00Z,2013-06-02,Sacramento,CA,US,fireball,5 minutes,300,6-7 Orange/red fireballs seen over Sacramento.,FALSE,nautical dusk
2013-05-29T02:00:00Z,2013-05-29T02:00:00Z,2013-07-03,Bridgman,MI,US,fireball,5 minutes,300,Vivid red craft.,FALSE,nautical dusk
2013-05-29T00:45:00Z,2013-05-29T00:45:00Z,2013-06-02,Fayetteville,GA,US,fireball,15 minutes,900,Too erratic to be a normal action.,FALSE,nautical dusk
2013-05-29T00:45:00Z,2013-05-29T00:45:00Z,2013-06-02,Fayetteville,GA,US,fireball,15 minutes,900,Too erractic to be a normal action.,FALSE,nautical dusk
2013-05-28T03:02:00Z,2013-05-28T03:02:00Z,2013-06-02,Castle Rock,CO,US,fireball,2 minutes,120,Bright orange light that changes speed then flickered out like a candle,FALSE,nautical dusk
2013-05-28T01:00:00Z,2013-05-28T01:00:00Z,2013-06-02,Middletown,CT,US,fireball,7 minutes,420,Bright glowing red ball. Moved north. Stood sill for a few seconds then turned sharply to they east. proceeded north again and moved st,FALSE,nautical dusk
2013-05-28T00:55:00Z,2013-05-28T00:55:00Z,2013-06-02,Torrington,CT,US,fireball,2-3 minutes,180,"2 fireballs in sky, hovered then vanished.",FALSE,nautical dusk
2013-05-27T15:20:00Z,2013-05-27T15:20:00Z,2013-06-02,Stanton,KY,US,fireball,10 minutes,600,Me and my friends seen three fire balls in the sky. They where circling each other.,FALSE,morning
2013-05-27T06:30:00Z,2013-05-27T06:30:00Z,2013-06-02,Houghton,MI,US,fireball,1-2 minutes,120,"Bright fireball hovering low in the sky, when we stopped the vehicle it silently sped off and vanished within a minute.",FALSE,night
2013-05-27T02:14:00Z,2013-05-27T02:14:00Z,2013-06-02,Deltona,FL,US,fireball,6 minutes,360,Hovering bright orange/red orbs (large).,FALSE,night
2013-05-27T03:10:00Z,2013-05-27T03:10:00Z,2013-06-02,Mundelein,IL,US,fireball,8 minutes,480,Observed two orange/red balls cross the sky from NE to SW one after the other.,FALSE,astronomical dusk
2013-05-27T03:00:00Z,2013-05-27T03:00:00Z,2013-06-02,Wedowee,AL,US,fireball,2-3 minutes,180,"Most of my family were celebrating Memorial Day weekend at Lake Wedowee, located in Alabama when Sunday night (5-26-13) one family memb",FALSE,night
2013-05-27T03:00:00Z,2013-05-27T03:00:00Z,2013-06-02,Wedowee,AL,US,fireball,2-3 minutes,180,Looked like a spot of fire traveling across the sky!  then it disappeared into the darkness.,FALSE,night
2013-05-27T03:00:00Z,2013-05-27T03:00:00Z,2013-06-02,Panama City Beach,FL,US,fireball,90 seconds,90,Very bright fireball that seemed to change colors and go out and relight.,FALSE,night
2013-05-27T01:30:00Z,2013-05-27T01:30:00Z,2013-06-02,Indian Shores,FL,US,fireball,30 minutes,1800,Very bright orange/red fireball every couple of minutes flying east to west over the Gulf of Mexico.,FALSE,astronomical dusk
2013-05-27T00:00:00Z,2013-05-27T00:00:00Z,2013-06-02,Portsmouth,VA,US,fireball,3 minutes,180,Orange-red ball of fire flying through the sky.,FALSE,afternoon
2013-05-25T21:00:00Z,2013-05-25T21:00:00Z,2013-06-02,Macherio,Lombardy,IT,fireball,3 minutes,180,4 Orangy fireball ufos,FALSE,astronomical dusk
2013-05-26T02:00:00Z,2013-05-26T02:00:00Z,2013-06-02,Redford,MI,US,fireball,1/2 hour,43200,Orange Fireballs Over Redford Michigan,FALSE,astronomical dusk
2013-05-26T02:10:00Z,2013-05-26T02:10:00Z,2013-06-02,Hattiesburg,MS,US,fireball,20 seconds,20,"Bright large red fireball moving SW over West Hattiesburg, MS. May 25, 2013 at 9:10pm.",FALSE,astronomical dusk
2013-05-26T02:03:00Z,2013-05-26T02:03:00Z,2013-06-02,Covington,LA,US,fireball,6 minutes,360,"5 red/orange color-pulsing balls of light seen over Covington, LA",FALSE,astronomical dusk
2013-05-25T02:00:00Z,2013-05-25T02:00:00Z,2013-06-02,Madison,WI,US,fireball,5 minutes,300,Ball of flames moving quickly across the sky,FALSE,nautical dusk
2013-05-24T09:00:00Z,2013-05-24T09:00:00Z,2013-06-02,Palm Desert,CA,US,fireball,5 minutes,300,red pulising lights making triangle formations and hovering,FALSE,night
2013-05-23T02:50:00Z,2013-05-23T02:50:00Z,2013-06-02,Goshen,NY,US,fireball,15 minutes,900,2-3 bright lights suspended a couple hundred feet over the farms.,FALSE,night
2013-05-22T04:45:00Z,2013-05-22T04:45:00Z,2013-06-02,Olympia,WA,US,fireball,3 minutes,180,Giant flaming ball crept across horizon.,FALSE,nautical dusk
2013-05-22T02:18:00Z,2013-05-22T02:18:00Z,2013-06-02,Germantown,WI,US,fireball,10-15 minutes,900,"May 21st 2013: Germantown, WI    3 people witness orange/red fireballs in northeastern sky",FALSE,nautical dusk
2013-05-21T02:45:00Z,2013-05-21T02:45:00Z,2013-06-02,Lynbrook,NY,US,fireball,30 seconds,30,A pea-sized white orb of light passed my window as I was trying to fall asleep.,FALSE,night
2013-05-21T02:30:00Z,2013-05-21T02:30:00Z,2013-06-02,Port Washington,NY,US,fireball,3 minutes,180,Bright orange glow with short fixed wings sighted,FALSE,night
2013-05-21T01:45:00Z,2013-05-21T01:45:00Z,2013-06-02,Corunna,ON,CA,fireball,2 minutes,120,2 Fireballs appears in sky!,FALSE,astronomical dusk
2013-05-21T04:25:00Z,2013-05-21T04:25:00Z,2014-04-18,Oceanside,CA,US,fireball,3 minutes,180,"The circular object or light was bright orange in the center, and had a hazy red ring surrounding it.",FALSE,night
2013-05-19T06:00:00Z,2013-05-19T06:00:00Z,2013-06-02,Puyallup,WA,US,fireball,2-3 minutes,180,There were 8 flare like objects in no certain pattern they were orange and stayed in the same spot and just slowly faded away it was a,FALSE,astronomical dusk
2013-05-19T01:24:00Z,2013-05-19T01:24:00Z,2013-06-02,Virginia Beach,VA,US,fireball,6 minutes,360,"24 orange lights traveling at a constant speed in some kind of formation, none of the lights strayed away.",FALSE,nautical dusk
2013-05-19T01:07:00Z,2013-05-19T01:07:00Z,2013-06-02,South Yarmouth,MA,US,fireball,2 minutes,120,Orange and white ball moves across the sky then later jets,FALSE,astronomical dusk
2013-05-18T16:32:00Z,2013-05-18T16:32:00Z,2013-06-02,Murrysville,PA,US,fireball,3 seconds,3,Green fireball decending from above and vanished behind the hills.,FALSE,morning
2013-05-18T03:30:00Z,2013-05-18T03:30:00Z,2013-06-02,Neenah,WI,US,fireball,2 minutes,120,Flickering fire like objects in the sky moving fast eventually fade.,FALSE,night
2013-05-18T02:20:00Z,2013-05-18T02:20:00Z,2013-06-02,Hamburg,PA,US,fireball,5 minutes,300,Orange fireball no trail.   Another one 20 minutes later.,FALSE,astronomical dusk
2013-05-18T03:51:00Z,2013-05-18T03:51:00Z,2013-06-02,Colorado Springs,CO,US,fireball,20 seconds,20,orb/fireball ufo seen white/yellow sparkling light silent,FALSE,night
2013-05-17T08:49:00Z,2013-05-17T08:49:00Z,2013-06-02,Kihei,HI,US,fireball,3 seconds,3,"A golden fireball in free fall, west of Maui.",FALSE,night
2013-05-17T01:30:00Z,2013-05-17T01:30:00Z,2013-06-02,Clermont,FL,US,fireball,12 minutes,720,4 mysterious lights over central Florida.,FALSE,astronomical dusk
2013-05-17T02:00:00Z,2013-05-17T02:00:00Z,2013-06-02,Saint Peters,MO,US,fireball,2 minutes,120,3 fireballs flying silently and slowly across sky,FALSE,nautical dusk
2013-05-16T02:00:00Z,2013-05-16T02:00:00Z,2013-08-30,Captiva,FL,US,fireball,2 minutes,120,"Four ""fireballs"" seen over Captiva Island, FL",FALSE,night
2013-05-14T04:34:00Z,2013-05-14T04:34:00Z,2013-05-15,Oxnard,CA,US,fireball,4 seconds,4,Green fireball.,FALSE,night
2013-05-14T01:30:00Z,2013-05-14T01:30:00Z,2013-05-15,Plant City,FL,US,fireball,2 minutes,120,"Amber lights traveling north to south above tree line in Plant City, FL.",FALSE,astronomical dusk
2013-05-13T03:30:00Z,2013-05-13T03:30:00Z,2013-05-15,Rockford,IL,US,fireball,15 minutes,900,"Eight globes like if they were full of fire inescapable from the  bright globe flew silently over Rockford, IL.",FALSE,night
2013-05-12T04:35:00Z,2013-05-12T04:35:00Z,2013-05-15,South Gate,CA,US,fireball,10 minutes,600,I noticed three fireball objects make a triangular shape for about ten minutes.,FALSE,night
2013-05-12T04:15:00Z,2013-05-12T04:15:00Z,2013-05-15,Granite Bay,CA,US,fireball,5 minutes,300,Four fireball orbs hover over Placer/Sacramento County Line near Folsom Lake.,FALSE,astronomical dusk
2013-05-11T06:00:00Z,2013-05-11T06:00:00Z,2013-05-15,Steamboat Springs,CO,US,fireball,50+ minutes,3000,Orange orbs in northwestern Colorado/Steamboat Springs sky.,FALSE,night
2013-05-11T02:27:00Z,2013-05-11T02:27:00Z,2013-05-15,Stamford,CT,US,fireball,5 minutes,300,Glowing orange spheres northwest over stamfordct from coast.,FALSE,night
2013-05-09T13:30:00Z,2013-05-09T13:30:00Z,2013-05-15,Bowling Green,FL,US,fireball,hours,18000,"Red/Orange lights followed by white lights followed by storm, followed by satellite or shooting star.",FALSE,morning
2013-05-08T03:00:00Z,2013-05-08T03:00:00Z,2013-07-22,Lima,OH,US,fireball,5 minutes,300,"In the lead were two, then two more side by side, then the last three strung out behind the four.",FALSE,night
2013-05-06T05:00:00Z,2013-05-06T05:00:00Z,2013-05-15,West Haven,UT,US,fireball,15 seconds,15,"Big, green shooting star, looking thing.",FALSE,night
2013-05-05T06:00:00Z,2013-05-05T06:00:00Z,2013-06-02,Huntington Beach,CA,US,fireball,10 minutes,600,"Red/White pulsating fireball, intelligently maneuvering in Huntington Beach sky.",FALSE,night
2013-05-05T02:30:00Z,2013-05-05T02:30:00Z,2013-05-15,Boynton Beach,FL,US,fireball,2 minutes,120,Bright orange balls seen flying East to West over boynton beach.,FALSE,night
2013-05-05T02:00:00Z,2013-05-05T02:00:00Z,2013-05-15,Greenwood,IN,US,fireball,30 minutes,1800,15+ Fireballs seen in formation in Greenwood Indiana; Bright Red glow changing to an orange than a white flash before returning to red.,FALSE,nautical dusk
2013-05-05T02:00:00Z,2013-05-05T02:00:00Z,2013-07-03,London,ON,CA,fireball,45 seconds,45,Red fireball seen over london ontario canada may 4th 2013,FALSE,astronomical dusk
2013-05-05T04:53:00Z,2013-05-05T04:53:00Z,2013-05-15,Newport,OR,US,fireball,3:00 minutes,180,"Two people witnessed five lights floating in formation, absolutely silent, headed from northeast to southwest over my hometown of Newpo",FALSE,night
2013-05-05T02:30:00Z,2013-05-05T02:30:00Z,2013-05-15,Joliet,IL,US,fireball,30-40 minutes,2400,"Several fireballs over Joliet, IL.",FALSE,astronomical dusk
2013-05-05T02:00:00Z,2013-05-05T02:00:00Z,2013-05-15,Sycamore,IL,US,fireball,10 minutes,600,Three color shifting orbs move to close triangle then shoot straight up one at a time on same path,FALSE,nautical dusk
2013-05-05T01:00:00Z,2013-05-05T01:00:00Z,2013-05-15,Brunswick,OH,US,fireball,10 minutes,600,"9 orange orbs in formations over 9 minutes. May 4, 2013 OH.",FALSE,nautical dusk
2013-05-05T01:30:00Z,2013-05-05T01:30:00Z,2013-05-15,Florissant,MO,US,fireball,~5 minutes,300,"Orange fireballs in a diamond/trapezoid shape between Central Parkway and Humes Lane in Florissant, MO",FALSE,nautical dusk
2013-05-04T07:18:00Z,2013-05-04T07:18:00Z,2013-05-15,Hooksett,NH,US,fireball,10 seconds,10,Big fire ball!,FALSE,night
2013-05-04T07:15:00Z,2013-05-04T07:15:00Z,2022-12-22,New York City,NY,US,fireball,25 seconds,25,Observed bright band of bursting light stream across the sky. It was moving in a direction from nne to ssw.  The band of streaking ligh,FALSE,night
2013-05-04T07:13:00Z,2013-05-04T07:13:00Z,2013-05-15,Marina Del Rey,CA,US,fireball,15 minutes,900,It was about 0015 on 5/4/13.  I looked up into the sky when I got out of my car.  I saw what looked like 5 fire balls hovering in the s,FALSE,night
2013-05-04T03:00:00Z,2013-05-04T03:00:00Z,2013-05-15,Belchertown,MA,US,fireball,4 minutes,240,Orange/red lights in sky.,FALSE,night
2013-05-03T12:45:00Z,2013-05-03T12:45:00Z,2013-05-15,Richmond,VA,US,fireball,30 minutes,1800,Red flame orb cruising parelle interstate 64 heading east.,FALSE,morning
2013-05-03T09:30:00Z,2013-05-03T09:30:00Z,2013-05-15,Venice,CA,US,fireball,12 seconds,12,Walking out the door going to my car get ready for work. I look up at the sky and see this Orange Fireball. First O.M.G. Aircraft is on,FALSE,night
2013-05-02T00:20:00Z,2013-05-02T00:20:00Z,2013-05-15,Dacula,GA,US,fireball,1 minute,60,Witnessed orange brightly lit fireball or sphere traveling west to east about a half a mile north of hwy 316 in dacula ga.,FALSE,civil dusk
2013-04-30T00:05:00Z,2013-04-30T00:05:00Z,2013-05-15,Davenport,FL,US,fireball,5-10 minutes,600,5 fireballs that looked liked comets moving in synchronization appeared then disappeared without a trace,FALSE,civil dusk
2013-04-30T00:15:00Z,2013-04-30T00:15:00Z,2013-05-15,San Antonio,TX,US,fireball,3 minutes,180,Fireball over San Antonio.,FALSE,afternoon
2013-04-29T01:20:00Z,2013-04-29T01:20:00Z,2013-05-15,St. Petersburg,FL,US,fireball,5-10 minutes,600,"Orange/red orb resembles a fireball moving up into the sky, then disappeared.",FALSE,astronomical dusk
2013-04-28T01:45:00Z,2013-04-28T01:45:00Z,2013-05-15,Fairfax Station,VA,US,fireball,2 minutes,120,Red/Orange Fireballs in the Sky,FALSE,astronomical dusk
2013-04-28T01:20:00Z,2013-04-28T01:20:00Z,2013-05-15,Cobourg,ON,CA,fireball,1.5 minutes,90,Orange glow traveling silently at high speed in northwesterly direction.,FALSE,astronomical dusk
2013-04-28T01:53:00Z,2013-04-28T01:53:00Z,2013-05-15,Plano,IL,US,fireball,3 minutes,180,5 Fireball objects in sky over far western Chicago suburbs.,FALSE,nautical dusk
2013-04-27T02:00:00Z,2013-04-27T02:00:00Z,2013-05-15,Toledo,OH,US,fireball,3-4 minutes,240,"Seven Fireball-like objects spotted in Toledo, Ohio",FALSE,night
2013-04-26T01:24:00Z,2013-04-26T01:24:00Z,2013-05-15,Weston,FL,US,fireball,2-3 minutes,180,"I was on the high way driving about to exit the ""Exit 13B"" When in thr sky I saw these orange/redish balls of some sort. 8 of",FALSE,night
2013-04-26T04:15:00Z,2013-04-26T04:15:00Z,2013-05-15,Hayden,ID,US,fireball,5 seconds,5,"A blue/green cone shaped trail with a flash of orange and a flash of white at the head, then a dark object disappearing.",FALSE,nautical dusk
2013-04-24T00:50:00Z,2013-04-24T00:50:00Z,2013-05-15,Babson Park,FL,US,fireball,seconds,10,"Red, yellow, and orange fireballs flying low in Babson Park/ Frostproof, FL",FALSE,astronomical dusk
2013-04-23T04:00:00Z,2013-04-23T04:00:00Z,2013-05-15,Superior,AZ,US,fireball,30 minutes,1800,Fireballs appearing across the sky disappearing with jets circling the objects.  Jets very low.,FALSE,night
2013-04-22T01:30:00Z,2013-04-22T01:30:00Z,2013-05-15,Boston,MA,US,fireball,1.5 seconds,1.5,Glowing neon green ball... Falling very fast and perfectly vertical over Boston.,FALSE,night
2013-04-21T08:00:00Z,2013-04-21T08:00:00Z,2013-05-15,Las Cruces,NM,US,fireball,2 minutes,120,Out side wal mart several people were watching a slow moving fire moving from east to west.  They said it has been going for 2 minutes.,FALSE,night
2013-04-21T03:00:00Z,2013-04-21T03:00:00Z,2013-05-15,Northville,MI,US,fireball,20 minutes,1200,Color changing fireball.  ((NUFORC Note:  Possible twinkling star??  PD)),FALSE,night
2013-04-21T02:20:00Z,2013-04-21T02:20:00Z,2013-05-15,Shady Side,MD,US,fireball,10 minutes,600,Red and orange fireball lasting for 2-3 minutes before moving out of sight. a second one flew by 30 min. later.,FALSE,night
2013-04-18T15:45:00Z,2013-04-18T15:45:00Z,2013-05-15,Parker,AZ,US,fireball,1-2 minutes,120,"Strange Floating Amber Lights above P mountain in Parker,AZ",FALSE,morning
2013-04-16T06:00:00Z,2013-04-16T06:00:00Z,2013-05-15,Everett,WA,US,fireball,15 minutes,900,Bright star like craft spotted in Everett WA. 4/15/13,FALSE,night
2013-04-15T03:00:00Z,2013-04-15T03:00:00Z,2013-05-15,Imperial Beach,CA,US,fireball,20 minutes,1200,"3 red fireball lights one after another over Imperial Beach, CA South to North along coast line.",FALSE,nautical dusk
2013-04-14T04:30:00Z,2013-04-14T04:30:00Z,2013-05-15,Winona,MN,US,fireball,8 minutes,480,"Two firie orange/red balls of flame floating and hovering, faint outline of triangular shape just under and out from firie shaped ball",FALSE,night
2013-04-14T01:00:00Z,2013-04-14T01:00:00Z,2013-05-15,Bourbonnais,IL,US,fireball,30 minutes,1800,"Orange lights that moved in a strange, cohesive pattern in the south sky of Bourbonnais, IL.",FALSE,civil dusk
2013-04-13T01:45:00Z,2013-04-13T01:45:00Z,2019-08-23,Burnsville,MN,US,fireball,15 seconds,15,2 Fireballs Hovering Side by Side Moving Slowly then Vanished,FALSE,astronomical dusk
2013-04-10T04:45:00Z,2013-04-10T04:45:00Z,2013-04-12,San Francisco,CA,US,fireball,1 minute,60,Faster than any aircraft I've seen that is completely silent.,FALSE,night
2013-04-08T02:15:00Z,2013-04-08T02:15:00Z,2013-04-12,Stanardsville,VA,US,fireball,3 minutes,180,Lasted a few minutes this time then (last time lasted 10) it headed father east and disappeared,FALSE,night
2013-04-07T08:28:00Z,2013-04-07T08:28:00Z,2013-05-15,Sequim,WA,US,fireball,3-4 minutes,240,Very large yellow/orange/red orb crossing sky in N to S direction in the W sky; changed shape over 3-4 mins and  trailing/emitting.,FALSE,night
2013-04-07T04:00:00Z,2013-04-07T04:00:00Z,2013-08-30,Slidell,LA,US,fireball,30 minutes,1800,Mass amount of re objects caught on video in Slidell La.,FALSE,night
2013-04-07T01:55:00Z,2013-04-07T01:55:00Z,2013-05-15,Austin,TX,US,fireball,45 seconds,45,Three balls of light flying overhead in a zig zag motion.,FALSE,nautical dusk
2013-04-02T01:00:00Z,2013-04-02T01:00:00Z,2013-04-12,Clermont,FL,US,fireball,5-10 minutes,600,"Multiple UFOs fly into the sky and disappear in south Clermont, FL",FALSE,night
2013-04-01T10:30:00Z,2013-04-01T10:30:00Z,2013-05-15,Plymouth,MA,US,fireball,15-20 seconds,20,A orange ball traveling above tree line looked like metorite with no tail then went out.,FALSE,morning
2013-04-01T00:30:00Z,2013-04-01T00:30:00Z,2013-05-15,Jackson,MI,US,fireball,2 minutes,120,7 balls of fire evenly spaced following the same path.,FALSE,nautical dusk
2013-03-31T03:00:00Z,2013-03-31T03:00:00Z,2013-05-15,Navarre,FL,US,fireball,3 minutes,180,I saw a fireball object that was moving at good speed during the night sky.,FALSE,night
2013-03-31T04:18:00Z,2013-03-31T04:18:00Z,2013-05-15,Phoenix,AZ,US,fireball,3 minutes,180,3 Possible orange UFO spheres over Phoenix Arizona.,FALSE,night
2013-03-31T02:00:00Z,2013-03-31T02:00:00Z,2013-04-12,Tyler,TX,US,fireball,1 minute,60,We were driving and saw a bright orange light in the sky and we slowed down to take a better look. It was bright orange but flickered l,FALSE,astronomical dusk
2013-03-31T03:57:00Z,2013-03-31T03:57:00Z,2013-05-15,Lakewood,WA,US,fireball,5 minutes,300,3 orange fireballs heading west no sound and turned sw and ascended in a formation.,FALSE,astronomical dusk
2013-03-29T06:30:00Z,2013-03-29T06:30:00Z,2013-05-15,Antioch,CA,US,fireball,10 seconds,10,"Ball of light appeared from nowhere in the , moved at a high speed than disappeared, yellowish red color",FALSE,night
2013-03-29T04:00:00Z,2013-03-29T04:00:00Z,2013-04-12,Blaine,MN,US,fireball,2 minutes,120,Two orange circular flickering flames traveling the same path across the night sky.,FALSE,night
2013-03-29T02:00:00Z,2013-03-29T02:00:00Z,2014-01-16,Lincoln City,OR,US,fireball,7 minutes,420,Orange fireball that stood still then started moving left and right and then shooting straight up into the sky.,FALSE,afternoon
2013-03-28T19:33:00Z,2013-03-28T19:33:00Z,2013-05-15,Lincolnton,NC,US,fireball,1.5 minutes,90,Driving North on 321 in Lincoln Co. N.C. a bright fireball streaked across the sky.  It looked like a burning beach ball.,FALSE,afternoon
2013-03-27T22:00:00Z,2013-03-27T22:00:00Z,2013-04-12,Essex,MA,US,fireball,30 seconds,30,5 headlight looking lights traveling north up against a cloud blacken sky.,FALSE,afternoon
2013-03-27T01:00:00Z,2013-03-27T01:00:00Z,2013-05-15,Cocoa,FL,US,fireball,30 seconds,30,I saw a large bolide like object that brightly flased and then dissapeared,FALSE,night
2013-03-25T16:15:00Z,2013-03-25T16:15:00Z,2013-05-15,Bhuj,Gujarat,IN,fireball,4 seconds,4,The Reddish Orange Light seen from various places in radius of 60 km the object was moving slowly from west to north,FALSE,night
2013-03-24T05:57:00Z,2013-03-24T05:57:00Z,2013-05-15,Westminster,CA,US,fireball,5 minutes,300,"3 red/orange lights, line changes to triangle. Plane interrupted they dimmed out, one flew away.",FALSE,night
2013-03-23T23:59:00Z,2013-03-23T23:59:00Z,2013-05-15,Ithaca,NY,US,fireball,3 seconds,3,Meteor re-entry over Mid-Atlantic States confirmed by news.,FALSE,civil dusk
2013-03-23T13:11:00Z,2013-03-23T13:11:00Z,2013-05-15,Mason,OH,US,fireball,5 minutes,300,Three followed by one glowing silent red balls in a line.,FALSE,morning
2013-03-23T02:00:00Z,2013-03-23T02:00:00Z,2013-05-15,Dayton,NJ,US,fireball,4 seconds,4,Saw a shooting star but this object was bigger and brighter.,FALSE,night
