year,occupation,major_category,minor_category,total_workers,workers_male,workers_female,percent_female,total_earnings,total_earnings_male,total_earnings_female,wage_percent_of_male
2015,Survey researchers,"Computer, Engineering, and Science","Life, Physical, and Social Science",929,493,436,46.9,90354,106250,70950,NA
2015,Psychologists,"Computer, Engineering, and Science","Life, Physical, and Social Science",122868,38661,84207,68.5,71416,85861,66765,77.8
2015,Urban and regional planners,"Computer, Engineering, and Science","Life, Physical, and Social Science",20118,11843,8275,41.1,71387,72133,70053,97.1
2015,"Miscellaneous social scientists and related workers, including sociologists","Computer, Engineering, and Science","Life, Physical, and Social Science",23218,13124,10094,43.5,66855,70191,61742,88
2015,Agricultural and food science technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",30579,20012,10567,34.6,46084,50753,37219,73.3
2015,Biological technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",17556,8664,8892,50.6,50100,51100,46928,91.8
2015,Chemical technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",59673,40557,19116,32,52119,55771,48499,87
2015,Geological and petroleum technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",16682,13285,3397,20.4,73543,75499,61777,NA
2015,Nuclear technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",3383,2432,951,28.1,71703,75769,61483,NA
2015,Social science research assistants,"Computer, Engineering, and Science","Life, Physical, and Social Science",2205,775,1430,64.9,42435,52552,42284,NA
2015,"Miscellaneous life, physical, and social science technicians","Computer, Engineering, and Science","Life, Physical, and Social Science",132230,69433,62797,47.5,42427,46514,40928,88
2015,Counselors,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,547839,159706,388133,70.8,44100,45444,43490,95.7
2015,Social workers,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,693187,129081,564106,81.4,42350,45076,42172,93.6
2015,Probation officers and correctional treatment specialists,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,83528,42632,40896,49,48528,50128,46479,92.7
2015,Social and human service assistants,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,134496,28824,105672,78.6,37178,41363,36551,88.4
2015,"Miscellaneous community and social service specialists, including health educators and community health workers","Education, Legal, Community Service, Arts, and Media",Community and Social Service,65726,19664,46062,70.1,44030,48495,41334,85.2
2015,Clergy,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,329537,277594,51943,15.8,44518,45275,41604,91.9
2015,"Directors, religious activities and education","Education, Legal, Community Service, Arts, and Media",Community and Social Service,47490,23089,24401,51.4,41935,49056,38554,78.6
2015,"Religious workers, all other","Education, Legal, Community Service, Arts, and Media",Community and Social Service,35916,14303,21613,60.2,36943,42330,35712,84.4
2015,Lawyers,"Education, Legal, Community Service, Arts, and Media",Legal,879090,569258,309832,35.2,120930,130914,101441,77.5
2015,Judicial law clerks,"Education, Legal, Community Service, Arts, and Media",Legal,12429,6332,6097,49.1,55499,51492,59954,NA
2015,"Judges, magistrates, and other judicial workers","Education, Legal, Community Service, Arts, and Media",Legal,53899,29676,24223,44.9,101014,121650,71919,59.1
2015,Paralegals and legal assistants,"Education, Legal, Community Service, Arts, and Media",Legal,316583,52309,264274,83.5,48453,50668,48007,94.7
2015,Miscellaneous legal support workers,"Education, Legal, Community Service, Arts, and Media",Legal,130165,40597,89568,68.8,51139,61075,46881,76.8
2015,Postsecondary teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",879141,469912,409229,46.5,65629,71485,61046,85.4
2015,Preschool and kindergarten teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",340735,9808,330927,97.1,24938,27004,24853,92
2015,Elementary and middle school teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",2316620,513022,1803598,77.9,50192,52182,49006,93.9
2015,Secondary school teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",542418,234178,308240,56.8,51915,55088,50921,92.4
2015,Special education teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",168678,26883,141795,84.1,48795,49731,48593,97.7
2015,Other teachers and instructors,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",354049,161351,192698,54.4,43893,50979,38426,75.4
2015,"Archivists, curators, and museum technicians","Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",32237,13806,18431,57.2,50931,51822,50497,97.4
2015,Librarians,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",108825,21011,87814,80.7,50871,53810,50445,93.7
2015,Library technicians,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",16438,3363,13075,79.5,36316,40776,33668,NA
2015,Teacher assistants,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",410201,55703,354498,86.4,22150,30116,21578,71.6
2015,"Other education, training, and library workers","Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",71350,21401,49949,70,56213,59029,55296,93.7
2015,Artists and related workers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",115100,73567,41533,36.1,48915,52071,37468,72
2015,Designers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",608355,317723,290632,47.8,51545,60191,45100,74.9
2015,Actors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",13079,8901,4178,31.9,50567,50634,50465,NA
2015,Producers and directors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",117179,76866,40313,34.4,62387,66940,56781,84.8
2015,"Athletes, coaches, umpires, and related workers","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",109943,80600,29343,26.7,45098,47073,40589,86.2
2015,Dancers and choreographers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",7439,1485,5954,80,39519,65504,36413,NA
2015,"Musicians, singers, and related workers","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",65350,48840,16510,25.3,42428,45378,41193,90.8
2015,"Entertainers and performers, sports and related workers, all other","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",17704,10091,7613,43,40012,42109,32127,NA
2015,Announcers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",27522,22529,4993,18.1,50378,51039,43471,NA
2015,"News analysts, reporters and correspondents","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",56131,32885,23246,41.4,48528,48247,48698,100.9
2015,Public relations specialists,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",101879,38269,63610,62.4,62272,69604,59513,85.5
2015,Editors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",126515,59212,67303,53.2,54548,60200,51463,85.5
2015,Technical writers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",43179,19675,23504,54.4,68642,71559,63665,89
2015,Writers and authors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",131816,62166,69650,52.8,56930,61418,52418,85.3
2015,Miscellaneous media and communication workers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",50676,20443,30233,59.7,41667,50807,37989,74.8
2015,"Miscellaneous media and communications equipment workers, including broadcast and sound engineering technicians and radio operators","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",72286,67181,5105,7.1,51473,51423,52188,NA
2015,Photographers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",80094,51875,28219,35.2,41015,45319,35027,77.3
2015,"Television, video, and motion picture camera operators and editors","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",38581,33101,5480,14.2,46655,48293,41274,NA
2015,Chiropractors,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,35155,28258,6897,19.6,76291,81498,61416,75.4
2015,Dentists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,95713,68320,27393,28.6,150649,156658,120689,77
2015,Dietitians and nutritionists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,61678,5866,55812,90.5,50322,43293,50820,117.4
2015,Optometrists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,25706,15220,10486,40.8,110566,121126,100790,83.2
2015,Pharmacists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,211639,98435,113204,53.5,120111,121379,115189,94.9
2015,Physicians and surgeons,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,715361,477655,237706,33.2,200203,221528,150975,68.2
2015,Physician assistants,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,72551,25324,47227,65.1,97462,106335,92087,86.6
2015,Podiatrists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,5562,4038,1524,27.4,116654,122430,100562,NA
2015,Audiologists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,12077,1986,10091,83.6,73355,82171,71948,NA
2015,Occupational therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,64761,8911,55850,86.2,69738,72440,68000,93.9
2015,Physical therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,157932,58144,99788,63.2,75836,81239,71898,88.5
2015,Radiation therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,12812,4172,8640,67.4,80607,81022,80320,NA
2015,Recreational therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,7445,1668,5777,77.6,41480,44892,40508,NA
2015,Respiratory therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,83930,32558,51372,61.2,55793,61589,51928,84.3
2015,Speech-language pathologists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,88903,5343,83560,94,61989,73661,61669,NA
2015,"Miscellaneous therapists, including exercise physiologists",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,99352,21447,77905,78.4,46386,46534,46364,99.6
2015,Veterinarians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,56815,25816,30999,54.6,90378,101745,81649,80.2
2015,Registered nurses,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,2227835,267866,1959969,88,62636,68759,62268,90.6
2015,Nurse anesthetists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,22833,10381,12452,54.5,152610,170331,148873,87.4
2015,Nurse midwives,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,4171,53,4118,98.7,91189,NA,91019,NA
2015,Nurse practitioners,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,97121,10196,86925,89.5,96461,100847,96174,95.4
2015,"Health diagnosing and treating practitioners, all other",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,13144,4512,8632,65.7,53226,72059,52231,NA
2015,Clinical laboratory technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,246437,69100,177337,72,47531,51066,46582,91.2
2015,Dental hygienists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,68943,5525,63418,92,59700,80648,56796,NA
2015,Diagnostic related technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,259914,89534,170380,65.6,56328,61703,53309,86.4
2015,Emergency medical technicians and paramedics,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,157142,108751,48391,30.8,40915,42618,35720,83.8
2015,Health practitioner support technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,429026,92445,336581,78.5,31830,35843,31348,87.5
2015,Licensed practical and licensed vocational nurses,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,572705,69904,502801,87.8,38441,41171,37816,91.9
2015,Medical records and health information technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,143058,13585,129473,90.5,37102,41133,36939,89.8
2015,"Opticians, dispensing",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,37530,11702,25828,68.8,38961,46848,34335,73.3
2015,Miscellaneous health technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,96956,33669,63287,65.3,40495,46975,37077,78.9
2015,Other healthcare practitioners and technical ,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,101327,57917,43410,42.8,57131,61243,52188,85.2
2015,"Nursing, psychiatric, and home health aides",Service,Healthcare Support,1214020,172611,1041409,85.8,25743,28461,25390,89.2
2015,Occupational therapy assistants and aides,Service,Healthcare Support,12756,1574,11182,87.7,47302,45980,48391,NA
2015,Physical therapist assistants and aides,Service,Healthcare Support,53025,16778,36247,68.4,45648,47197,44485,94.3
2015,Massage therapists,Service,Healthcare Support,60133,15529,44604,74.2,30667,31658,30422,96.1
2015,Dental assistants,Service,Healthcare Support,165817,10936,154881,93.4,31502,37076,31398,84.7
2015,Medical assistants,Service,Healthcare Support,376800,30913,345887,91.8,30085,32623,29872,91.6
2015,Medical transcriptionists,Service,Healthcare Support,29196,1532,27664,94.8,32279,45282,32182,NA
2015,Pharmacy aides,Service,Healthcare Support,28588,6246,22342,78.2,31500,36714,30968,NA
2015,Veterinary assistants and laboratory animal caretakers,Service,Healthcare Support,29360,4998,24362,83,25504,38167,24205,NA
2015,Phlebotomists,Service,Healthcare Support,85128,10946,74182,87.1,30497,32277,30295,93.9
2015,"Healthcare support workers, all other, including medical equipment preparers",Service,Healthcare Support,98693,33481,65212,66.1,30366,31975,28420,88.9
2015,First-line supervisors of correctional officers,Service,Protective Service,55327,39436,15891,28.7,53522,57390,46185,80.5
2015,First-line supervisors of police and detectives,Service,Protective Service,94175,79588,14587,15.5,80336,81985,63504,77.5
2015,First-line supervisors of fire fighting and prevention workers,Service,Protective Service,44798,42954,1844,4.1,86453,86611,70567,NA
2015,"First-line supervisors of protective service workers, all other",Service,Protective Service,64548,50047,14501,22.5,49384,50301,46813,93.1
2015,Firefighters,Service,Protective Service,254678,242900,11778,4.6,65336,65586,56817,86.6
2015,Fire inspectors,Service,Protective Service,17545,15551,1994,11.4,55762,57478,42298,NA
2015,"Bailiffs, correctional officers, and jailers",Service,Protective Service,376460,275225,101235,26.9,43558,46825,38088,81.3
2015,Detectives and criminal investigators,Service,Protective Service,118191,88512,29679,25.1,76843,80877,65511,81
2015,Fish and game wardens,Service,Protective Service,4175,3855,320,7.7,50041,48576,60694,NA
2015,Parking enforcement workers,Service,Protective Service,6393,3673,2720,42.5,41431,37006,42985,NA
2015,Police and sheriff's patrol officers,Service,Protective Service,662619,572681,89938,13.6,62358,64391,55331,85.9
2015,Transit and railroad police,Service,Protective Service,2915,2426,489,16.8,44818,55634,43541,NA
2015,Animal control workers,Service,Protective Service,8176,5357,2819,34.5,35318,32452,40154,NA
2015,Private detectives and investigators,Service,Protective Service,67589,38415,29174,43.2,51899,57277,46210,80.7
2015,Security guards and gaming surveillance officers,Service,Protective Service,675504,529889,145615,21.6,30369,30738,28384,92.3
2015,Crossing guards,Service,Protective Service,11204,6289,4915,43.9,32430,32407,32494,NA
2015,Transportation security screeners,Service,Protective Service,23262,14043,9219,39.6,41487,41893,39937,95.3
2015,"Lifeguards and other recreational, and all other protective service workers",Service,Protective Service,22488,15424,7064,31.4,31749,34300,27391,79.9
2015,Chefs and head cooks,Service,Food Preparation and Serving Related,328344,264659,63685,19.4,30443,31069,26279,84.6
2015,First-line supervisors of food preparation and serving workers,Service,Food Preparation and Serving Related,375654,175801,199853,53.2,25510,29352,22498,76.6
2015,Cooks,Service,Food Preparation and Serving Related,1182829,746447,436382,36.9,21062,21975,19307,87.9
2015,Food preparation workers,Service,Food Preparation and Serving Related,351007,170381,180626,51.5,20038,20744,18987,91.5
2015,Bartenders,Service,Food Preparation and Serving Related,212346,105543,106803,50.3,27471,30988,25275,81.6
2015,"Combined food preparation and serving workers, including fast food",Service,Food Preparation and Serving Related,134080,46208,87872,65.5,20333,20914,20016,95.7
2015,"Counter attendants, cafeteria, food concession, and coffee shop",Service,Food Preparation and Serving Related,35634,13918,21716,60.9,18017,19160,17410,90.9
2015,Waiters and waitresses,Service,Food Preparation and Serving Related,733624,270068,463556,63.2,21647,24557,20670,84.2
2015,"Food servers, nonrestaurant",Service,Food Preparation and Serving Related,79506,28337,51169,64.4,23071,27147,21718,80
2015,Dining room and cafeteria attendants and bartender helpers,Service,Food Preparation and Serving Related,103325,64046,39279,38,20922,21480,19840,92.4
2015,Dishwashers,Service,Food Preparation and Serving Related,106946,85964,20982,19.6,18589,18905,17399,92
2015,"Hosts and hostesses, restaurant, lounge, and coffee shop",Service,Food Preparation and Serving Related,44521,8472,36049,81,19298,20684,18930,NA
2015,"Food preparation and serving related workers, all other",Service,Food Preparation and Serving Related,6180,3938,2242,36.3,20259,20354,19940,NA
2015,First-line supervisors of housekeeping and janitorial workers,Service,Building and Grounds Cleaning and Maintenance,182574,110213,72361,39.6,34676,41119,28699,69.8
2015,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",Service,Building and Grounds Cleaning and Maintenance,122309,115012,7297,6,39862,40361,31262,77.5
2015,Janitors and building cleaners,Service,Building and Grounds Cleaning and Maintenance,1480257,1094360,385897,26.1,27319,30302,22334,73.7
2015,Maids and housekeeping cleaners,Service,Building and Grounds Cleaning and Maintenance,764870,119625,645245,84.4,20720,23513,20284,86.3
2015,Pest control workers,Service,Building and Grounds Cleaning and Maintenance,59380,57026,2354,4,35704,35688,36560,NA
2015,Grounds maintenance workers,Service,Building and Grounds Cleaning and Maintenance,748403,713736,34667,4.6,25090,25133,23213,92.4
2015,First-line supervisors of gaming workers,Service,Personal Care and Service,19441,10764,8677,44.6,43523,44981,41027,91.2
2015,First-line supervisors of personal service workers,Service,Personal Care and Service,68182,27460,40722,59.7,31871,41640,30040,72.1
2015,Animal trainers,Service,Personal Care and Service,25201,11950,13251,52.6,29163,30878,27128,87.9
2015,Nonfarm animal caretakers,Service,Personal Care and Service,122243,37538,84705,69.3,25207,27070,24085,89
2015,Gaming services workers,Service,Personal Care and Service,66483,36292,30191,45.4,40077,40864,38071,93.2
2015,Motion picture projectionists,Service,Personal Care and Service,1715,1259,456,26.6,23859,30952,20085,NA
2015,"Ushers, lobby attendants, and ticket takers",Service,Personal Care and Service,8040,4348,3692,45.9,24079,25179,22700,NA
2015,Miscellaneous entertainment attendants and related workers,Service,Personal Care and Service,53319,30018,23301,43.7,24148,24652,23445,95.1
2015,Embalmers and funeral attendants,Service,Personal Care and Service,7477,5628,1849,24.7,37124,36374,40081,NA
2015,"Morticians, undertakers, and funeral directors",Service,Personal Care and Service,29202,20943,8259,28.3,49505,50920,41651,81.8
2015,Barbers,Service,Personal Care and Service,65578,53593,11985,18.3,24353,25054,21450,85.6
2015,"Hairdressers, hairstylists, and cosmetologists",Service,Personal Care and Service,433958,46909,387049,89.2,25292,30221,24932,82.5
2015,Miscellaneous personal appearance workers,Service,Personal Care and Service,172329,33328,139001,80.7,21553,21746,21508,98.9
2015,"Baggage porters, bellhops, and concierges",Service,Personal Care and Service,58186,46251,11935,20.5,31802,31845,31713,99.6
2015,Tour and travel guides,Service,Personal Care and Service,17915,11913,6002,33.5,27135,30271,22380,NA
2015,Childcare workers,Service,Personal Care and Service,542799,30617,512182,94.4,21100,24039,20933,87.1
2015,Personal care aides,Service,Personal Care and Service,665649,131142,534507,80.3,22104,24637,21713,88.1
2015,Recreation and fitness workers,Service,Personal Care and Service,179318,79947,99371,55.4,31955,36356,30598,84.2
2015,Residential advisors,Service,Personal Care and Service,27489,10179,17310,63,26716,25923,27129,104.7
2015,"Personal care and service workers, all other",Service,Personal Care and Service,70671,34954,35717,50.5,25498,26242,24312,92.6
2015,First-line supervisors of retail sales workers,Sales and Office,Sales and Related,2584676,1475041,1109635,42.9,39844,45509,32506,71.4
2015,First-line supervisors of non-retail sales workers,Sales and Office,Sales and Related,1083898,774728,309170,28.5,62028,65472,57009,87.1
2015,Cashiers,Sales and Office,Sales and Related,1005103,286829,718274,71.5,20671,22496,20074,89.2
2015,Counter and rental clerks,Sales and Office,Sales and Related,53595,28590,25005,46.7,28417,34323,24164,70.4
2015,Parts salespersons,Sales and Office,Sales and Related,97449,85071,12378,12.7,35291,36175,30045,83.1
2015,Retail salespersons,Sales and Office,Sales and Related,1728842,1062896,665946,38.5,31949,37411,26380,70.5
2015,Advertising sales agents,Sales and Office,Sales and Related,131025,65642,65383,49.9,60371,61666,56362,91.4
2015,Insurance sales agents,Sales and Office,Sales and Related,443784,233599,210185,47.4,50612,62445,41451,66.4
2015,"Securities, commodities, and financial services sales agents",Sales and Office,Sales and Related,207926,145614,62312,30,81122,100162,57102,57
2015,Travel agents,Sales and Office,Sales and Related,51045,11318,39727,77.8,40649,47801,38750,81.1
2015,"Sales representatives, services, all other",Sales and Office,Sales and Related,532756,367845,164911,31,61800,67763,51586,76.1
2015,"Sales representatives, wholesale and manufacturing",Sales and Office,Sales and Related,1180434,876695,303739,25.7,62997,67341,52384,77.8
2015,"Models, demonstrators, and product promoters",Sales and Office,Sales and Related,11284,4271,7013,62.1,33742,60239,24912,NA
2015,Real estate brokers and sales agents,Sales and Office,Sales and Related,558162,277717,280445,50.2,53278,61821,49861,80.7
2015,Sales engineers,Sales and Office,Sales and Related,34183,31961,2222,6.5,102095,102397,90274,NA
2015,Telemarketers,Sales and Office,Sales and Related,36741,13319,23422,63.7,25385,26129,25044,95.8
2015,"Door-to-door sales workers, news and street vendors, and related workers",Sales and Office,Sales and Related,56544,31987,24557,43.4,26639,28591,25196,88.1
2015,"Sales and related workers, all other",Sales and Office,Sales and Related,195098,111117,83981,43,52342,65423,47024,71.9
2015,First-line supervisors of office and administrative support workers,Sales and Office,Office and Administrative Support,1172641,469845,702796,59.9,47727,54330,43758,80.5
2015,"Switchboard operators, including answering service",Sales and Office,Office and Administrative Support,19750,4433,15317,77.6,28733,37955,27348,NA
2015,Telephone operators,Sales and Office,Office and Administrative Support,25954,6600,19354,74.6,30710,31920,30368,NA
2015,"Communications equipment operators, all other",Sales and Office,Office and Administrative Support,6186,3573,2613,42.2,50186,52546,48473,NA
2015,Bill and account collectors,Sales and Office,Office and Administrative Support,132795,37946,94849,71.4,35374,38114,33961,89.1
2015,Billing and posting clerks,Sales and Office,Office and Administrative Support,387079,46422,340657,88,34158,37241,33514,90
2015,"Bookkeeping, accounting, and auditing clerks",Sales and Office,Office and Administrative Support,824256,106296,717960,87.1,37498,41560,37181,89.5
2015,Gaming cage workers,Sales and Office,Office and Administrative Support,6141,2078,4063,66.2,26255,27482,23911,NA
2015,Payroll and timekeeping clerks,Sales and Office,Office and Administrative Support,128515,15431,113084,88,41274,46039,41018,89.1
2015,Procurement clerks,Sales and Office,Office and Administrative Support,27334,12321,15013,54.9,51576,57057,49581,86.9
2015,Tellers,Sales and Office,Office and Administrative Support,222682,29290,193392,86.8,26514,27256,26428,97
2015,"Financial clerks, all other",Sales and Office,Office and Administrative Support,105595,43054,62541,59.2,50192,66747,42454,63.6
2015,Brokerage clerks,Sales and Office,Office and Administrative Support,5325,2033,3292,61.8,46724,51212,45709,NA
2015,Correspondence clerks,Sales and Office,Office and Administrative Support,4705,1771,2934,62.4,34330,41904,33489,NA
2015,"Court, municipal, and license clerks",Sales and Office,Office and Administrative Support,66156,13832,52324,79.1,37256,41402,36849,89
2015,"Credit authorizers, checkers, and clerks",Sales and Office,Office and Administrative Support,44112,12277,31835,72.2,37200,47358,33911,71.6
2015,Customer service representatives,Sales and Office,Office and Administrative Support,1718122,603453,1114669,64.9,32317,36064,31577,87.6
2015,"Eligibility interviewers, government programs",Sales and Office,Office and Administrative Support,63758,12551,51207,80.3,40640,50885,39798,78.2
2015,File clerks,Sales and Office,Office and Administrative Support,148742,34688,114054,76.7,32320,36548,31871,87.2
2015,"Hotel, motel, and resort desk clerks",Sales and Office,Office and Administrative Support,76390,26226,50164,65.7,22015,22424,21849,97.4
2015,"Interviewers, except eligibility and loan",Sales and Office,Office and Administrative Support,83520,11504,72016,86.2,31550,37615,31059,82.6
2015,"Library assistants, clerical",Sales and Office,Office and Administrative Support,33081,6681,26400,79.8,29934,31454,29217,NA
2015,Loan interviewers and clerks,Sales and Office,Office and Administrative Support,101161,19877,81284,80.4,41230,45544,40723,89.4
2015,New accounts clerks,Sales and Office,Office and Administrative Support,14475,4181,10294,71.1,33666,36388,32294,NA
2015,Order clerks,Sales and Office,Office and Administrative Support,92853,38417,54436,58.6,31859,33907,30940,91.2
2015,"Human resources assistants, except payroll and timekeeping",Sales and Office,Office and Administrative Support,35349,6847,28502,80.6,39349,41347,37429,90.5
2015,Receptionists and information clerks,Sales and Office,Office and Administrative Support,673178,67446,605732,90,27482,31364,27260,86.9
2015,Reservation and transportation ticket agents and travel clerks,Sales and Office,Office and Administrative Support,89592,40313,49279,55,38389,41690,36558,87.7
2015,"Information and record clerks, all other",Sales and Office,Office and Administrative Support,63591,15875,47716,75,38533,44875,35837,79.9
2015,Cargo and freight agents,Sales and Office,Office and Administrative Support,17014,11366,5648,33.2,37286,37367,37161,NA
2015,Couriers and messengers,Sales and Office,Office and Administrative Support,140185,122486,17699,12.6,36487,36854,31658,85.9
2015,Dispatchers,Sales and Office,Office and Administrative Support,238287,110071,128216,53.8,39323,41983,36386,86.7
2015,"Meter readers, utilities",Sales and Office,Office and Administrative Support,23586,20026,3560,15.1,40162,39647,41823,NA
2015,Postal service clerks,Sales and Office,Office and Administrative Support,95566,44466,51100,53.5,55021,56034,51583,92.1
2015,Postal service mail carriers,Sales and Office,Office and Administrative Support,267230,168843,98387,36.8,56356,57818,52221,90.3
2015,"Postal service mail sorters, processors, and processing machine operators",Sales and Office,Office and Administrative Support,53474,25986,27488,51.4,53083,55037,51071,92.8
2015,"Production, planning, and expediting clerks",Sales and Office,Office and Administrative Support,270331,114456,155875,57.7,46053,56455,39133,69.3
2015,"Shipping, receiving, and traffic clerks",Sales and Office,Office and Administrative Support,479565,334423,145142,30.3,30934,31719,28917,91.2
2015,Stock clerks and order fillers,Sales and Office,Office and Administrative Support,881379,582881,298498,33.9,27118,27792,26113,94
2015,"Weighers, measurers, checkers, and samplers, recordkeeping",Sales and Office,Office and Administrative Support,60025,35611,24414,40.7,36196,41345,30528,73.8
2015,Secretaries and administrative assistants,Sales and Office,Office and Administrative Support,2292625,120737,2171888,94.7,36663,41054,36513,88.9
2015,Computer operators,Sales and Office,Office and Administrative Support,69473,38242,31231,45,43932,50154,37483,74.7
2015,Data entry keyers,Sales and Office,Office and Administrative Support,229754,53801,175953,76.6,32124,34723,31807,91.6
2015,Word processors and typists,Sales and Office,Office and Administrative Support,197811,29650,168161,85,35048,36611,34604,94.5
2015,Desktop publishers,Sales and Office,Office and Administrative Support,2316,499,1817,78.5,50667,49306,51087,NA
2015,Insurance claims and policy processing clerks,Sales and Office,Office and Administrative Support,317490,62343,255147,80.4,36838,40237,36406,90.5
2015,"Mail clerks and mail machine operators, except postal service",Sales and Office,Office and Administrative Support,52602,25830,26772,50.9,30578,31379,28966,92.3
2015,"Office clerks, general",Sales and Office,Office and Administrative Support,838480,150980,687500,82,33678,36442,32850,90.1
2015,"Office machine operators, except computer",Sales and Office,Office and Administrative Support,23701,10885,12816,54.1,29338,31933,26829,84
2015,Proofreaders and copy markers,Sales and Office,Office and Administrative Support,6526,2181,4345,66.6,34559,36940,31797,NA
2015,Statistical assistants,Sales and Office,Office and Administrative Support,14662,5747,8915,60.8,48936,55617,46423,NA
2015,"Office and administrative support workers, all other",Sales and Office,Office and Administrative Support,487520,118499,369021,75.7,39843,44329,37840,85.4
2015,"First-line supervisors of farming, fishing, and forestry workers","Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",50333,43275,7058,14,40351,40904,36592,89.5
2015,Agricultural inspectors,"Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",11709,8054,3655,31.2,45894,47088,39794,NA
2015,Animal breeders,"Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",4019,2106,1913,47.6,31984,31354,41288,NA
