pmid,doi,jabbrv,journal,year,month,day,title,abstract,keywords,study_aim,study_location,study_year_start,study_year_end,study_type,data_source,race1,race1_ss,race2,race2_ss,race3,race3_ss,race4,race4_ss,race5,race5_ss,race6,race6_ss,race7,race7_ss,race8,race8_ss,eth1,eth1_ss,eth2,eth2_ss,eth3,eth3_ss,eth4,eth4_ss,eth5,eth5_ss,eth6,eth6_ss,eth7,eth7_ss,eth8,eth8_ss,access_to_care,treatment_received,health_outcome,cancer_ovarian,cancer_uterine,cancer_cervical,cancer_vulvar,other_gyn_onc,endo,fibroids,other_gyn_surg,fert,matmorbmort,other_preg,phys_div,other,covid
35277280,10.1016/j.ygyno.2022.02.021,Gynecol Oncol,Gynecologic oncology,2022,05,05,Differences in the microbial profiles of early stage endometrial cancers between Black and White women.,"Black women suffer a higher mortality from endometrial cancer (EC) than White women. Potential biological causes for this disparity include a higher prevalence of obesity and more lethal histologic/molecular subtypes. We hypothesize that another biological factor driving this racial disparity could be the EC microbiome. Banked tumor specimens of postmenopausal, Black and White women undergoing hysterectomy for early stage endometrioid EC were identified. The microbiota of the tumors were characterized by bacterial 16S rRNA sequencing. The microbial component of endometrioid ECs in The Cancer Genome Atlas (TCGA) database were assessed for comparison. 95 early stage ECs were evaluated: 23 Black (24%) and 72 White (76%). Microbial diversity was increased (p &lt; 0.001), and Firmicutes, Cyanobacteria and OD1 phyla abundance was higher in tumors from Black versus White women (p &lt; 0.001). Genus level abundance of Dietzia and Geobacillus were found to be lower in tumors of obese Black versus obese White women (p &lt; 0.001). Analysis of early stage ECs in TCGA found that microbial diversity was higher in ECs from Black versus White women (p &lt; 0.05). When comparing ECs from obese Black versus obese White women, 5 bacteria distributions were distinct, with higher abundance of Lactobacillus acidophilus in ECs from Black women being the most striking difference. Similarly in TCGA, Dietzia and Geobacillus were more common in ECs from White women compared to Black. Increased microbial diversity and the distinct microbial profiles between ECs of obese Black versus obese White women suggests that intra-tumoral bacteria may contribute to EC disparities and pathogenesis.","Endometrial cancer; Race disparities; Uterine microbiome; Carcinoma, Endometrioid; Endometrial Neoplasms; Female; Humans; Obesity; RNA, Ribosomal, 16S; White People",to evaluate the microbiota of early stage ECs and assess for variations by race as well as obesity status,NC,2012,2019,Retrospective cohort,single institution ehr,Black,23,White,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
36804619,10.1016/j.ygyno.2023.02.005,Gynecol Oncol,Gynecologic oncology,2023,03,28,Comparison of Enhanced Recovery After Surgery (ERAS) metrics by race among gynecologic oncology patients: Ensuring equitable outcomes.,"Race and ethnicity are not routinely audited in Enhanced Recovery After Surgery (ERAS) pathways. Given known racial disparities in outcomes in gynecologic oncology, the purpose of this study was to compare differences in ERAS implementation and outcomes by race. A cohort study was performed among gynecologic oncology patients enrolled in an ERAS pathway at one academic institution from March 2017 to December 2021. Compliance with ERAS metrics, postoperative complications, 30-day survival, reoperations, intensive care unit (ICU) transfers, and readmissions within 30 days were compared by race. Of 1083 patients (17.0% non-white), non-white women were younger (54.2 years &#xb1;13.1 vs. 60.7 years &#xb1;13.6, p &lt; 0.001) and proportionally fewer spoke English (75.0% vs. 97.8%, p &lt; 0.001). Fewer non-white women received preadmission ERAS education (73.4% vs. 79.9%, p = 0.05). There were no differences in ERAS implementation by race, including similar rates of preoperative nutritional assessment, carbohydrate loading, antibiotic and thrombosis prophylaxis, and unplanned surgeries by race. There were no differences in complications, reoperations, ICU transfers, or readmissions by race on univariate and multivariate analysis. Four non-white (2.2%) and two white women (0.2%, p = 0.009) died within 30 days of surgery. Fewer non-white women received preadmission education, possibly due to language barriers. ERAS compliance, postoperative complications, readmissions, reoperations, and ICU transfers did not differ by race. There were two additional deaths within 30 days postoperatively among non-white women compared to white women - which is difficult to interpret given the rarity of perioperative mortality - but appeared unlikely to be related to differences in ERAS protocol implementation. ERAS programs should ensure educational materials are translated into various languages and audit metrics by race to ensure equitable outcomes.","Disparities; Enhanced recovery after surgery; Gynecologic oncology; Race; Racial differences; Humans; Female; Enhanced Recovery After Surgery; Cohort Studies; Genital Neoplasms, Female; Gynecologic Surgical Procedures; Postoperative Complications; Length of Stay",To compare differences in ERAS implementation and outcomes by race.,MA,2017,2021,Prospective cohort,enhanced recovery after surgery interactive audit system database,Non-White,184,White,899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36735410,10.1097/AOG.0000000000005081,Obstet Gynecol,Obstetrics and gynecology,2023,02,23,"Rural and Urban Differences in Insurance Coverage at Prepregnancy, Birth, and Postpartum.","To measure insurance coverage at prepregnancy, birth, and postpartum, and insurance coverage continuity across these periods among rural and urban U.S. residents. We performed a pooled, cross-sectional analysis of survey data from 154,992 postpartum individuals in 43 states and two jurisdictions that participated in the 2016-2019 PRAMS (Pregnancy Risk Assessment Monitoring System). We calculated unadjusted estimates of insurance coverage (Medicaid, commercial, or uninsured) during three periods (prepregnancy, birth, and postpartum), as well as insurance continuity across these periods among rural and urban U.S. residents. We conducted subgroup analyses to compare uninsurance rates among rural and urban residents by sociodemographic and clinical characteristics. We used logistic regression models to generate adjusted odds ratios (aORs) for each comparison. Rural residents experienced greater odds of uninsurance in each period and continuous uninsurance across all three periods, compared with their urban counterparts. Uninsurance was higher among rural residents compared with urban residents during prepregnancy (15.4% vs 12.1%; aOR 1.19, 95% CI 1.11-1.28], at birth (4.6% vs 2.8%; aOR 1.60, 95% CI 1.41-1.82), and postpartum (12.7% vs 9.8%, aOR 1.27, 95% CI 1.17-1.38]. In each period, rural residents who were non-Hispanic White, married, and with intended pregnancies experienced greater adjusted odds of uninsurance compared with their urban counterparts. Rural-urban differences in uninsurance persisted across both Medicaid expansion and non-expansion states, and among those with varying levels of education and income. Rural inequities in perinatal coverage were experienced by Hispanic, English-speaking, and Indigenous individuals during prepregnancy and at birth. Perinatal uninsurance disproportionately affects rural residents, compared with urban residents, in the 43 states examined. Differential insurance coverage may have important implications for addressing rural-urban inequities in maternity care access and maternal health.","Infant, Newborn; United States; Humans; Female; Pregnancy; Insurance, Health; Cross-Sectional Studies; Maternal Health Services; Medicaid; Postpartum Period; Insurance Coverage; Surveys and Questionnaires","To measure insurance coverage at prepregnancy, birth, and postpartum, and insurance coverage continuity across these periods among rural and urban U.S. residents","AL, AK, AS, CO, CT, DE, FL, GA, HI, IL, IN, IA, KS, KY, LA, ME, MD, MA, MI, MN, MS, MO, MT, NE, NH, NJ, NM, NY, NC, ND, OK, OR, PA, PR, RI, SD, TN, UT, VT, VA, VI, WA, WV, WI, WY",2016,2019,Cross-sectional,Pregnancy Risk Assessment Monitoring System,Asian,10476,"Black, non-Hispanic",28234,"Hispanic, English-speaking",2027,"Hispanic, Spanish-speaking",14011,Indigenous,6242,Additional races and ethnicities or mixed,8043,"White, non-Hispanic",72967,Missing,4649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36508758,10.1016/j.ygyno.2022.11.026,Gynecol Oncol,Gynecologic oncology,2023,02,14,Association of hospital-level factors with utilization of sentinel lymph node biopsy in patients with early-stage vulvar cancer.,"To evaluate utilization of sentinel lymph node biopsy (SLNB) for early-stage vulvar cancer at minority-serving hospitals and low-volume facilities. Between 2012-2018, individuals with T1b vulvar squamous cell carcinoma were identified using the National Cancer Database. Patient, facility, and disease characteristics were compared between patients undergoing SLNB or inguinofemoral lymph node dissection (IFLD). Multivariable logistic regression, adjusted for patient, facility, and disease characteristics, was used to evaluate factors associated with SLNB. Kaplan-Meier survival analysis using log rank test and Cox regression was performed. Of the 3,532 patients, 2,406 (68.1%) underwent lymph node evaluation, with 1,704 (48.2%) undergoing IFLD and 702 (19.8%) SLNB. In a multivariable analysis, treatment at minority-serving hospitals (OR 0.39, 95% CI 0.19-0.78) and low-volume hospitals (OR 0.44, 95% CI 0.28-0.70) were associated with significantly lower odds of undergoing SLNB compared to receiving care at non-minority-serving and high-volume hospitals, respectively. While SLNB utilization increased over time for the entire cohort and stratified subgroups, use of the procedure did not increase at minority-serving hospitals. After controlling for patient and tumor characteristics, SLNB was not associated with worse OS compared to IFLD in patients with positive (HR 1.02, 95% CI 0.63-1.66) or negative (HR 0.92, 95% CI 0.70-1.21) nodal pathology. For patients with early-stage vulvar cancer, treatment at minority-serving or low-volume hospitals was associated with significantly decreased odds of undergoing SLNB. Future efforts should be concentrated toward ensuring that all patients have access to advanced surgical techniques regardless of where they receive their care.","Hospital volume; Minority-serving hospital; National Cancer Database; Sentinel lymph node biopsy; Vulva; Vulvar cancer; Female; Humans; Sentinel Lymph Node Biopsy; Lymphatic Metastasis; Vulvar Neoplasms; Neoplasm Staging; Lymph Node Excision; Hospitals, Low-Volume; Sentinel Lymph Node",To evaluate utilization of sentinel lymph node biopsy (SLNB) for early-stage vulvar cancer at minority-serving hospitals and low-volume facilities,USA,2012,2018,Registry,National Cancer Database,White,2183,Black,166,Other/unknown,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-Hispanic,2287,Hispanic,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36610531,10.1016/j.ajog.2023.01.002,Am J Obstet Gynecol,American journal of obstetrics and gynecology,2023,02,02,Postpartum navigation decreases severe maternal morbidity most among Black women.,"Postpartum care is crucial for addressing conditions associated with severe maternal morbidity and mortality. Examination of programs that affect these outcomes for women at high risk, including disparate populations, is needed. This study aimed to examine whether a postpartum navigation program decreases all-cause 30-day postpartum hospitalizations and hospitalizations because of severe maternal morbidity identified using the US Centers for Disease Control and Prevention guidelines. The effect of this program was explored across patient demographics, including race and ethnicity. This was a retrospective cohort study that used health records of women who delivered at 3 large hospitals in the New York metropolitan area (Queens and Long Island) between April 2020 and November 2021 and who were at high risk of severe maternal morbidity. The incidence rates of 30-day postpartum all-cause hospitalization and hospitalization because of severe maternal morbidity were compared between women who were and were not enrolled in a novel postpartum transitional care management program. Navigation included standardized assessments, development of care plans, clinical management, and connection to clinical and social services that would extend beyond the postpartum period. Because the program prioritized enrolling women of the greatest risk, the risk-adjusted incidence was estimated using multivariate Poisson regression and stratified across patient demographics. Patient health records of 5819 women were included for analysis. Of note, 5819 of 19,258 deliveries (30.2%) during the study period were identified as having a higher risk of severe maternal morbidity. This was consistent with the incidence of high-risk pregnancies for tertiary hospitals in the New York metropolitan area. The condition most identified for risk of severe maternal morbidity at the time of delivery was hypertension (3171/5819 [54.5%]). The adjusted incidence of all-cause rehospitalization was 20% lower in enrollees than in nonenrollees (incident rate ratio, 0.80; 95% confidence interval, 0.67-0.95). Rehospitalization was decreased the most among Black women (incident rate ratio, 0.57; 95% confidence interval, 0.42-0.80). The adjusted incidence of rehospitalization because of indicators of severe maternal morbidity was 56% lower in enrollees than in nonenrollees (incident rate ratio, 0.44; 95% confidence interval, 0.24-0.77). Furthermore, it decreased most among Black women (incident rate ratio, 0.23; 95% confidence interval, 0.07-0.73). High-risk medical conditions at the time of delivery increased the risk of postpartum hospitalization, including hospitalizations because of severe maternal morbidity. A postpartum navigation program designed to identify and resolve clinical and social needs reduced postpartum hospitalizations and racial disparities with hospitalizations. Hospitals and healthcare systems should adopt this type of care model for women at high risk of severe maternal morbidity. Cost analyses are needed to evaluate the financial effect of postpartum navigation programs for women at high risk of severe maternal morbidity or mortality, which could influence reimbursement for these types of services. Further evidence and details of novel postpartum interventional models are needed for future studies.",hospitalization; maternal mortality; postpartum; postpartum hospitalization; postpartum navigation; severe maternal morbidity,To examine whether a postpartum navigation program decreases all-cause 30-day postpartum hospitalizations and hospitalizations because of severe maternal morbidity identified using the US Centers for Disease Control and Prevention guidelines,NY,2020,2021,Retrospective cohort,Multiple Institution EHR,White,2030,Black,1165,Multiracial,1424,Asian or Pacific Islander,953,American Indian or Alaskan,64,Unknown,183,NA,NA,NA,NA,Not Hispanic or Latino,4474,Hispanic or Latino,1150,Unknown,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36399813,10.1016/j.ygyno.2022.11.007,Gynecol Oncol,Gynecologic oncology,2022,12,30,Persistent disparities of cervical cancer among American Indians/Alaska natives: Are we maximizing prevention tools?,"Cervical cancer incidence and mortality disparities experienced by American Indian/Alaska Native (AI/AN) women have persisted for decades. Pap smear screening and HPV vaccination are powerful tools to prevent cervical cancer. We evaluated the utilization of these tools among AI/ANs living in the Pacific Northwest (PNW). The Indian Health Service (IHS) National Data Warehouse's Epi Data Mart was analyzed using all healthcare visits from 2010 to 2020 from IHS, Tribal, and Urban Indian clinics in the PNW. Women ages 21-64 were included and considered up-to-date on pap smears if they had either cytology within 3 years or cytology with HPV testing within 5 years of the most recent clinical encounter. HPV vaccination rates for both sexes were calculated for individuals ages 9-26. HPV vaccination was considered complete if: two vaccines were received prior to age 15 or after three vaccinations if initiated after age 15. Cervical cancer screening rates are below the national average of 73.5% ranging between 57.1% - 65.0%. Sub-analysis of age groups shows substantially lower rates of up-to-date pap smear screening in the 50-64 age group. HPV vaccination rates have increased over time for both sexes across all age groups. However, the current vaccination rate of 58.6% is well below the Healthy People 2030 goal of 84.3%. Cervical cancer screening and HPV vaccination are the cornerstones of cervical cancer prevention and early detection. These tools are underutilized and public health efforts can be strengthened to improve cervical cancer disparities in AI/AN women. Author ASB: Funding for this project has been provided through the Robert Wood Johnson Foundation Harold Amos Minority Faculty Development Grant and the National Cancer Institute K08 Mentored Clinical Scientist Development Award.","American Indians or Alaska Natives; Cervical cancer screening; HPV; Health disparities; Papanicolaou test; Pappilomavirus vaccines; Male; Humans; Female; Young Adult; Adult; Middle Aged; Child; Adolescent; Alaskan Natives; Uterine Cervical Neoplasms; American Indian or Alaska Native; Indians, North American; Papillomavirus Infections; Early Detection of Cancer; Papillomavirus Vaccines","To evaluate the utilization of known prevention strategies among ai/an people in the pacific northwest (pnw) to determine if primary
and secondary prevention tools were being utilized","ID, OR, WA",2010,2020,Retrospective cohort,Indian Health Service National Data Warehouse's EPI Data Mart,American Indian/Alaska Native,41278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36201776,10.1097/AOG.0000000000004958,Obstet Gynecol,Obstetrics and gynecology,2022,10,24,Temporal Patterns and Adoption of Germline and Somatic BRCA Testing in Ovarian Cancer.,"To describe the testing rate, patient characteristics, temporal trends, timing, and results of germline and somatic BRCA testing in patients with ovarian cancer using real-world data. We included a cross-sectional subset of adult patients diagnosed with ovarian cancer between January 1, 2011, and November 30, 2018, who received frontline treatment and were followed for at least 1 year in a real-world database. The primary outcome was receipt of BRCA testing, classified by biosample source as germline (blood or saliva) or somatic (tissue). Lines of therapy (frontline, second line, third line) were derived based on dates of surgery and chemotherapy. Descriptive statistics were analyzed. Among 2,557 patients, 72.2% (n=1,846) had at least one documented BRCA test. Among tested patients, 62.5% (n=1,154) had only germline testing, 10.6% (n=197) had only somatic testing, and 19.9% (n=368) had both. Most patients had testing before (9.7%, n=276) or during (48.6%, n=1,521) frontline therapy, with 17.6% (n=273) tested during second-line and 12.7% (n=129) tested during third-line therapy. Patients who received BRCA testing, compared with patients without testing, were younger (mean age 63 years vs 66 years, P &amp;lt;.001) and were more likely to be treated at an academic practice (10.4% vs 7.0%, P =.01), with differences by Eastern Cooperative Oncology Group performance score ( P &amp;lt;.001), stage of disease ( P &amp;lt;.001), histology ( P &amp;lt;.001), geography ( P &amp;lt;.001), and type of frontline therapy ( P &amp;lt;.001), but no differences based on race or ethnicity. The proportion of patients who received BRCA testing within 1 year of diagnosis increased from 24.6% of patients in 2011 to 75.6% of patients in 2018. In a large cohort of patients with ovarian cancer, significant practice disparities existed in testing for actionable BRCA mutations. Despite increased testing over time, many patients did not receive testing, suggesting missed opportunities to identify patients appropriate for targeted therapy and genetic counseling.","Humans; Adult; Female; Middle Aged; BRCA1 Protein; Cross-Sectional Studies; Genetic Testing; Carcinoma, Ovarian Epithelial; Ovarian Neoplasms; Germ Cells","To describe the testing rate, patient characteristics, temporal trends, timing, and results of germline and somatic BRCA testing in patients with ovarian cancer using real-world data",USA,2011,2018,Cross-sectional,Flatiron Health Database,Hispanic,183,Non-Hispanic Black,138,Non-Hispanic White,1842,None of the above,266,Unknown,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35489439,10.1016/j.ajog.2022.04.036,Am J Obstet Gynecol,American journal of obstetrics and gynecology,2022,07,26,Racial and ethnic differences in the adoption of opportunistic salpingectomy for ovarian cancer prevention in the United States.,"Clinicians in the United States have rapidly adopted opportunistic salpingectomy for ovarian cancer prevention. However, little is known about racial and ethnic differences in opportunistic salpingectomy adoption. Surgical innovations in gynecology may be adopted differentially across racial and ethnic groups, exacerbating current disparities in quality of care. This study aimed to evaluate racial and ethnic differences in opportunistic salpingectomy adoption across inpatient and outpatient settings and assess the effect of national guidelines supporting opportunistic salpingectomy use on these differences. A sample of 650,905 women aged 18 to 50 years undergoing hysterectomy with ovarian conservation or surgical sterilization from 2011 to 2018 was identified using the Premier Healthcare Database, an all-payer hospital administrative database, including more than 700 hospitals across the United States. The association between race and ethnicity and opportunistic salpingectomy use was examined using multivariable-adjusted mixed-effects log-binomial regression models accounting for hospital-level clustering. Models included race and ethnicity by year of surgery (2011-2013 [before guideline] and 2014-2018 [after guideline]) interaction term to test whether racial and ethnic differences in opportunistic salpingectomy adoption changed with the release of national guidelines supporting opportunistic salpingectomy use. From 2011 to 2018, 82,792 women underwent hysterectomy and opportunistic salpingectomy (non-Hispanic White, 60.3%; non-Hispanic Black, 18.8%; Hispanic, 12.2%; non-Hispanic other race, 8.7%) and 23,398 women underwent opportunistic salpingectomy for sterilization (non-Hispanic White, 64.7%; non-Hispanic Black, 10.8%; Hispanic, 16.7%; non-Hispanic other race, 7.8%). The proportion of hysterectomy procedures involving an opportunistic salpingectomy increased from 6.3% in 2011 to 59.7% in 2018 (9.5-fold increase), and the proportion of sterilization procedures involving an opportunistic salpingectomy increased from 0.7% in 2011 to 19.4% in 2018 (27.7-fold increase). In multivariable-adjusted models, non-Hispanic Black (risk ratio, 0.94; 95% confidence interval, 0.92-0.97), Hispanic (risk ratio, 0.98; 95% confidence interval, 0.95-1.00), and non-Hispanic other race women (risk ratio, 0.93; 95% confidence interval, 0.90-0.96) were less likely to undergo hysterectomy and opportunistic salpingectomy than non-Hispanic White women. A significant interaction between race and ethnicity and year of surgery was noted in non-Hispanic Black compared with non-Hispanic White women (P&lt;.001), with a reduction in differences in hysterectomy and opportunistic salpingectomy use after national guideline release (risk ratio2011-2013, 0.80 [95% confidence interval, 0.73-0.88]; risk ratio2014-2018, 0.98 [95% confidence interval, 0.95-1.01]). Moreover, non-Hispanic Black women were less likely to undergo an opportunistic salpingectomy for sterilization than non-Hispanic White women (risk ratio, 0.91; 95% confidence interval, 0.88-0.95), with no difference by year of surgery (P=.62). Stratified analyses by hysterectomy route and age at surgery revealed similar results. Although opportunistic salpingectomy for ovarian cancer prevention has been rapidly adopted in the United States, our findings suggested that its adoption has not been equitable across racial and ethnic groups. Non-Hispanic Black, Hispanic, and non-Hispanic other race women were less likely to undergo opportunistic salpingectomy than non-Hispanic White women even after adjusting for sociodemographic, clinical, procedural, hospital, and provider characteristics. These differences persisted after the release of national guidelines supporting opportunistic salpingectomy use. Future research should focus on understanding the reasons for these differences to inform interventions that promote equity in opportunistic salpingectomy use.",disparities; epidemiology; opportunistic salpingectomy; ovarian cancer prevention; race and ethnicity; racial disparities; risk-reducing surgery; Delivery of Health Care; Ethnicity; Female; Humans; Hysterectomy; Ovarian Neoplasms; Salpingectomy; United States,To evaluate racial and ethnic differences in opportunistic salpingectomy adoption across inpatient and outpatient settings and assess the effect of national guidelines supporting opportunistic salpingectomy use on these differences,USA,2011,2018,Registry,Premier Perspective Healthcare Database,non-Hispanic White,149490,non-Hispanic Black,47563,Hispanic,29911,non-Hispanic other race,20823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
35283091,10.1016/j.ajog.2022.03.004,Am J Obstet Gynecol,American journal of obstetrics and gynecology,2022,07,26,More than treatment refusal: a National Cancer Database analysis of adjuvant treatment refusal and racial survival disparities among women with endometrial cancer.,"Disparities in adjuvant treatment between Black and White women with endometrial cancer exist and contribute to worse outcomes among Black women. However, factors leading to disparate treatment receipt are understudied. We examined whether patient refusal of adjuvant treatment (chemotherapy or radiation) differed between Black and White women and whether treatment refusal mediated racial disparities in survival among women with endometrial cancer. We used the National Cancer Database, a hospital-based cancer registry, to identify non-Hispanic Black and non-Hispanic White women diagnosed with endometrial cancer from 2004 to 2016 who either received or refused recommended radiation or chemotherapy. We used logistic regression to estimate multivariable-adjusted odds ratios and 95% confidence intervals for associations between race and treatment refusal. We also examined predictors of treatment refusal in race-specific models. Accelerated failure time models were used to estimate absolute differences in overall survival by race. We used causal mediation analysis to estimate the proportion of racial differences in overall survival attributable to racial differences in adjuvant treatment refusal. We considered the overall study population and strata defined by histology, and adjusted for sociodemographic, tumor, and facility characteristics. Our analysis included 75,447 endometrial cancer patients recommended to receive radiation and 60,187 endometrial cancer patients recommended to receive chemotherapy, among which 6.4% and 11.4% refused treatment, respectively. Among Black women recommended for radiation or chemotherapy, 6.4% and 9.6% refused, respectively. Among White women recommended for radiation or chemotherapy, 6.4% and 11.8% refused, respectively. After adjusting for sociodemographic variables, facility characteristics, and tumor characteristics, Black women were more likely to refuse chemotherapy than White women (adjusted odds ratio, 1.26; 95% confidence interval, 1.15-1.37), but no difference in radiation refusal was observed (adjusted odds ratio, 1.00; 95% confidence interval, 0.91-1.11). Some predictors of radiation refusal varied by race, namely income, education, histology, stage, and chemotherapy receipt (P interactions&lt;.05), whereas predictors of chemotherapy refusal were generally similar between Black and White women. Among women recommended for radiation, Black women survived an average of 4.3 years shorter than White women, which did not seem attributable to differences in radiation refusal. Among women recommended for chemotherapy, Black women survived an average of 3.2 years shorter than White women of which 1.9 months (4.9%) could potentially be attributed to differences in chemotherapy refusal. We observed differences in chemotherapy refusal by race, and those differences may be responsible for up to about 2 months of the overall 3.2-year survival disparity between White and Black women. Radiation refusal did not explain any of the 4.3-year disparity among women recommended for radiation. Treatment refusal accounts for, at most, a small fraction of the total racial disparity in endometrial cancer survival. Although a better understanding of the reasons for patient treatment refusal and subsequent intervention may help improve outcomes for some women, other causes of disparate outcomes, particularly those reflecting the social determinants of health, must be investigated.",chemotherapy; disparities; hospital-based cancer registry; race; radiation treatment; uterus neoplasm; Black or African American; Endometrial Neoplasms; Female; Healthcare Disparities; Humans; Neoplasm Staging; Treatment Refusal; White People,To examine whether patient refusal of adjuvant treatment (chemotherapy or radiation) differed between Black and White women and whether treatment refusal mediated racial disparities in survival among women with endometrial cancer,USA,2004,2016,Retrospective cohort,National Cancer Database,White,116525,Black,19109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35852270,10.1097/AOG.0000000000004859,Obstet Gynecol,Obstetrics and gynecology,2022,07,21,Associations Between Implementation of the Collaborative Care Model and Disparities in Perinatal Depression Care.,"To evaluate whether perinatal collaborative care model implementation was associated with a reduction in racial disparities in depression care. This retrospective cohort study included pregnant and postpartum people who self-identified as either Black or White, and received prenatal care at academic faculty offices affiliated with an urban quaternary medical center. Individuals were divided into two cohorts to reflect the epochs of implementation. The primary outcome was the frequency of depression screening. The secondary outcome was the frequency of provision of a treatment recommendation for those with a positive depression screen. Antenatal and postpartum care were analyzed separately. A propensity score was used in multivariable models to control for confounders chosen a priori across implementation epoch. Interaction terms were created between race and implementation epoch to identify whether effect modification was present. Subgroup analyses were performed for outcomes with significant race-by-epoch interaction terms. Of the 4,710 individuals included in these analyses, 4,135 (87.8%) self-identified as White and 575 (12.2%) self-identified as Black. Before implementation, Black individuals were more likely to receive screening (adjusted odds ratio [aOR] 2.44) but less likely to have a treatment recommended when a positive screen was identified (aOR 0.05). In multivariable models, race-by-epoch interaction terms were significant for both antenatal screening (P&lt;.001) and antenatal treatment recommendation (P=.045), demonstrating that implementation of the perinatal collaborative care model was associated with reductions in extant racial disparities. After implementation, there were no significant differences by race (referent=White) in screening for antenatal depression (aOR 1.22, 95% CI 0.89-1.68) or treatment recommendations for those who screened positive (aOR 0.64, 95% CI 0.27-1.53). Race-by-epoch interaction terms were not significant in multivariable models for either postpartum screening or treatment recommendation. Implementation of the perinatal collaborative care model is associated with a mitigation of racial disparities in antenatal depression care and may be an equity-promoting intervention for maternal health.","Child; Depression; Depression, Postpartum; Female; Healthcare Disparities; Humans; Infant, Newborn; Perinatal Care; Pregnancy; Prenatal Care; Retrospective Studies",To evaluate whether perinatal collaborative care model implementation was associated with a reduction in racial disparities in depression care.,IL,2015,2019,Retrospective cohort,Electronic Medical Record,White,4135,Black,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
