act,scene,character,dialogue,line_number
Act I,Scene VI,Banquo,"Smells wooingly here: no jutty, frieze,",412
Act I,Scene VI,Banquo,"Buttress, nor coign of vantage, but this bird",413
Act I,Scene VI,Banquo,Hath made his pendent bed and procreant cradle:,414
Act I,Scene VI,Banquo,"Where they most breed and haunt, I have observed,",415
Act I,Scene VI,Banquo,The air is delicate.,416
Act I,Scene VI,[stage direction],Enter LADY MACBETH,NA
Act I,Scene VI,Duncan,"See, see, our honour'd hostess!",417
Act I,Scene VI,Duncan,"The love that follows us sometime is our trouble,",418
Act I,Scene VI,Duncan,Which still we thank as love. Herein I teach you,419
Act I,Scene VI,Duncan,"How you shall bid God 'ild us for your pains,",420
Act I,Scene VI,Duncan,And thank us for your trouble.,421
Act I,Scene VI,Lady Macbeth,All our service,422
Act I,Scene VI,Lady Macbeth,In every point twice done and then done double,423
Act I,Scene VI,Lady Macbeth,Were poor and single business to contend,424
Act I,Scene VI,Lady Macbeth,Against those honours deep and broad wherewith,425
Act I,Scene VI,Lady Macbeth,"Your majesty loads our house: for those of old,",426
Act I,Scene VI,Lady Macbeth,"And the late dignities heap'd up to them,",427
Act I,Scene VI,Lady Macbeth,We rest your hermits.,428
Act I,Scene VI,Duncan,Where's the thane of Cawdor?,429
Act I,Scene VI,Duncan,"We coursed him at the heels, and had a purpose",430
Act I,Scene VI,Duncan,To be his purveyor: but he rides well;,431
Act I,Scene VI,Duncan,"And his great love, sharp as his spur, hath holp him",432
Act I,Scene VI,Duncan,"To his home before us. Fair and noble hostess,",433
Act I,Scene VI,Duncan,We are your guest to-night.,434
Act I,Scene VI,Lady Macbeth,Your servants ever,435
Act I,Scene VI,Lady Macbeth,"Have theirs, themselves and what is theirs, in compt,",436
Act I,Scene VI,Lady Macbeth,"To make their audit at your highness' pleasure,",437
Act I,Scene VI,Lady Macbeth,Still to return your own.,438
Act I,Scene VI,Duncan,Give me your hand;,439
Act I,Scene VI,Duncan,"Conduct me to mine host: we love him highly,",440
Act I,Scene VI,Duncan,And shall continue our graces towards him.,441
Act I,Scene VI,Duncan,"By your leave, hostess.",442
Act I,Scene VI,[stage direction],Exeunt,NA
Act I,Scene VII,[stage direction],"Hautboys and torches. Enter a Sewer, and divers  Servants with dishes and service, and pass over the stage. Then enter MACBETH",NA
Act I,Scene VII,Macbeth,"If it were done when 'tis done, then 'twere well",443
Act I,Scene VII,Macbeth,It were done quickly: if the assassination,444
Act I,Scene VII,Macbeth,"Could trammel up the consequence, and catch",445
Act I,Scene VII,Macbeth,With his surcease success; that but this blow,446
Act I,Scene VII,Macbeth,"Might be the be-all and the end-all here,",447
Act I,Scene VII,Macbeth,"But here, upon this bank and shoal of time,",448
Act I,Scene VII,Macbeth,We'ld jump the life to come. But in these cases,449
Act I,Scene VII,Macbeth,We still have judgment here; that we but teach,450
Act I,Scene VII,Macbeth,"Bloody instructions, which, being taught, return",451
Act I,Scene VII,Macbeth,To plague the inventor: this even-handed justice,452
Act I,Scene VII,Macbeth,Commends the ingredients of our poison'd chalice,453
Act I,Scene VII,Macbeth,To our own lips. He's here in double trust;,454
Act I,Scene VII,Macbeth,"First, as I am his kinsman and his subject,",455
Act I,Scene VII,Macbeth,"Strong both against the deed; then, as his host,",456
Act I,Scene VII,Macbeth,"Who should against his murderer shut the door,",457
Act I,Scene VII,Macbeth,"Not bear the knife myself. Besides, this Duncan",458
Act I,Scene VII,Macbeth,"Hath borne his faculties so meek, hath been",459
Act I,Scene VII,Macbeth,"So clear in his great office, that his virtues",460
Act I,Scene VII,Macbeth,"Will plead like angels, trumpet-tongued, against",461
Act I,Scene VII,Macbeth,The deep damnation of his taking-off;,462
Act I,Scene VII,Macbeth,"And pity, like a naked new-born babe,",463
Act I,Scene VII,Macbeth,"Striding the blast, or heaven's cherubim, horsed",464
Act I,Scene VII,Macbeth,"Upon the sightless couriers of the air,",465
Act I,Scene VII,Macbeth,"Shall blow the horrid deed in every eye,",466
Act I,Scene VII,Macbeth,That tears shall drown the wind. I have no spur,467
Act I,Scene VII,Macbeth,"To prick the sides of my intent, but only",468
Act I,Scene VII,Macbeth,"Vaulting ambition, which o'erleaps itself",469
Act I,Scene VII,Macbeth,And falls on the other.,470
Act I,Scene VII,[stage direction],Enter LADY MACBETH,NA
Act I,Scene VII,Macbeth,How now! what news?,471
Act I,Scene VII,Lady Macbeth,He has almost supp'd: why have you left the chamber?,472
Act I,Scene VII,Macbeth,Hath he ask'd for me?,473
Act I,Scene VII,Lady Macbeth,Know you not he has?,474
Act I,Scene VII,Macbeth,We will proceed no further in this business:,475
Act I,Scene VII,Macbeth,He hath honour'd me of late; and I have bought,476
Act I,Scene VII,Macbeth,"Golden opinions from all sorts of people,",477
Act I,Scene VII,Macbeth,"Which would be worn now in their newest gloss,",478
Act I,Scene VII,Macbeth,Not cast aside so soon.,479
Act I,Scene VII,Lady Macbeth,Was the hope drunk,480
Act I,Scene VII,Lady Macbeth,Wherein you dress'd yourself? hath it slept since?,481
Act I,Scene VII,Lady Macbeth,"And wakes it now, to look so green and pale",482
Act I,Scene VII,Lady Macbeth,At what it did so freely? From this time,483
Act I,Scene VII,Lady Macbeth,Such I account thy love. Art thou afeard,484
Act I,Scene VII,Lady Macbeth,To be the same in thine own act and valour,485
Act I,Scene VII,Lady Macbeth,As thou art in desire? Wouldst thou have that,486
Act I,Scene VII,Lady Macbeth,"Which thou esteem'st the ornament of life,",487
Act I,Scene VII,Lady Macbeth,"And live a coward in thine own esteem,",488
Act I,Scene VII,Lady Macbeth,"Letting 'I dare not' wait upon 'I would,'",489
Act I,Scene VII,Lady Macbeth,Like the poor cat i' the adage?,490
Act I,Scene VII,Macbeth,"Prithee, peace:",491
Act I,Scene VII,Macbeth,I dare do all that may become a man;,492
Act I,Scene VII,Macbeth,Who dares do more is none.,493
Act I,Scene VII,Lady Macbeth,"What beast was't, then,",494
Act I,Scene VII,Lady Macbeth,That made you break this enterprise to me?,495
Act I,Scene VII,Lady Macbeth,"When you durst do it, then you were a man;",496
Act I,Scene VII,Lady Macbeth,"And, to be more than what you were, you would",497
Act I,Scene VII,Lady Macbeth,Be so much more the man. Nor time nor place,498
Act I,Scene VII,Lady Macbeth,"Did then adhere, and yet you would make both:",499
Act I,Scene VII,Lady Macbeth,"They have made themselves, and that their fitness now",500
Act I,Scene VII,Lady Macbeth,"Does unmake you. I have given suck, and know",501
Act I,Scene VII,Lady Macbeth,How tender 'tis to love the babe that milks me:,502
Act I,Scene VII,Lady Macbeth,"I would, while it was smiling in my face,",503
Act I,Scene VII,Lady Macbeth,"Have pluck'd my nipple from his boneless gums,",504
Act I,Scene VII,Lady Macbeth,"And dash'd the brains out, had I so sworn as you",505
Act I,Scene VII,Lady Macbeth,Have done to this.,506
Act I,Scene VII,Macbeth,If we should fail?,507
Act I,Scene VII,Lady Macbeth,We fail!,508
Act I,Scene VII,Lady Macbeth,"But screw your courage to the sticking-place,",509
Act I,Scene VII,Lady Macbeth,And we'll not fail. When Duncan is asleep--,510
Act I,Scene VII,Lady Macbeth,Whereto the rather shall his day's hard journey,511
Act I,Scene VII,Lady Macbeth,Soundly invite him--his two chamberlains,512
Act I,Scene VII,Lady Macbeth,Will I with wine and wassail so convince,513
Act I,Scene VII,Lady Macbeth,"That memory, the warder of the brain,",514
Act I,Scene VII,Lady Macbeth,"Shall be a fume, and the receipt of reason",515
Act I,Scene VII,Lady Macbeth,A limbeck only: when in swinish sleep,516
Act I,Scene VII,Lady Macbeth,"Their drenched natures lie as in a death,",517
Act I,Scene VII,Lady Macbeth,What cannot you and I perform upon,518
Act I,Scene VII,Lady Macbeth,The unguarded Duncan? what not put upon,519
Act I,Scene VII,Lady Macbeth,"His spongy officers, who shall bear the guilt",520
Act I,Scene VII,Lady Macbeth,Of our great quell?,521
Act I,Scene VII,Macbeth,Bring forth men-children only;,522
Act I,Scene VII,Macbeth,For thy undaunted mettle should compose,523
Act I,Scene VII,Macbeth,"Nothing but males. Will it not be received,",524
Act I,Scene VII,Macbeth,When we have mark'd with blood those sleepy two,525
Act I,Scene VII,Macbeth,"Of his own chamber and used their very daggers,",526
Act I,Scene VII,Macbeth,That they have done't?,527
Act I,Scene VII,Lady Macbeth,"Who dares receive it other,",528
Act I,Scene VII,Lady Macbeth,As we shall make our griefs and clamour roar,529
Act I,Scene VII,Lady Macbeth,Upon his death?,530
Act I,Scene VII,Macbeth,"I am settled, and bend up",531
Act I,Scene VII,Macbeth,Each corporal agent to this terrible feat.,532
Act I,Scene VII,Macbeth,"Away, and mock the time with fairest show:",533
Act I,Scene VII,Macbeth,False face must hide what the false heart doth know.,534
Act I,Scene VII,[stage direction],Exeunt,NA
Act II,Scene I,[stage direction],"Enter BANQUO, and FLEANCE bearing a torch before him",NA
Act II,Scene I,Banquo,"How goes the night, boy?",535
Act II,Scene I,Fleance,The moon is down; I have not heard the clock.,536
Act II,Scene I,Banquo,And she goes down at twelve.,537
Act II,Scene I,Fleance,"I take't, 'tis later, sir.",538
Act II,Scene I,Banquo,"Hold, take my sword. There's husbandry in heaven;",539
Act II,Scene I,Banquo,Their candles are all out. Take thee that too.,540
Act II,Scene I,Banquo,"A heavy summons lies like lead upon me,",541
Act II,Scene I,Banquo,"And yet I would not sleep: merciful powers,",542
Act II,Scene I,Banquo,Restrain in me the cursed thoughts that nature,543
Act II,Scene I,Banquo,Gives way to in repose!,544
Act II,Scene I,[stage direction],"Enter MACBETH, and a Servant with a torch",NA
Act II,Scene I,Banquo,Give me my sword.,545
Act II,Scene I,Banquo,Who's there?,546
Act II,Scene I,Macbeth,A friend.,547
Act II,Scene I,Banquo,"What, sir, not yet at rest? The king's a-bed:",548
Act II,Scene I,Banquo,"He hath been in unusual pleasure, and",549
Act II,Scene I,Banquo,Sent forth great largess to your offices.,550
Act II,Scene I,Banquo,"This diamond he greets your wife withal,",551
Act II,Scene I,Banquo,By the name of most kind hostess; and shut up,552
Act II,Scene I,Banquo,In measureless content.,553
Act II,Scene I,Macbeth,"Being unprepared,",554
Act II,Scene I,Macbeth,Our will became the servant to defect;,555
Act II,Scene I,Macbeth,Which else should free have wrought.,556
Act II,Scene I,Banquo,All's well.,557
Act II,Scene I,Banquo,I dreamt last night of the three weird sisters:,558
Act II,Scene I,Banquo,To you they have show'd some truth.,559
Act II,Scene I,Macbeth,I think not of them:,560
Act II,Scene I,Macbeth,"Yet, when we can entreat an hour to serve,",561
Act II,Scene I,Macbeth,"We would spend it in some words upon that business,",562
Act II,Scene I,Macbeth,If you would grant the time.,563
Act II,Scene I,Banquo,At your kind'st leisure.,564
Act II,Scene I,Macbeth,"If you shall cleave to my consent, when 'tis,",565
Act II,Scene I,Macbeth,It shall make honour for you.,566
Act II,Scene I,Banquo,So I lose none,567
Act II,Scene I,Banquo,"In seeking to augment it, but still keep",568
Act II,Scene I,Banquo,"My bosom franchised and allegiance clear,",569
Act II,Scene I,Banquo,I shall be counsell'd.,570
Act II,Scene I,Macbeth,Good repose the while!,571
Act II,Scene I,Banquo,"Thanks, sir: the like to you!",572
Act II,Scene I,[stage direction],Exeunt BANQUO and FLEANCE,NA
Act II,Scene I,Macbeth,"Go bid thy mistress, when my drink is ready,",573
Act II,Scene I,Macbeth,She strike upon the bell. Get thee to bed.,574
Act II,Scene I,[stage direction],Exit Servant,NA
Act II,Scene I,Macbeth,"Is this a dagger which I see before me,",575
Act II,Scene I,Macbeth,"The handle toward my hand? Come, let me clutch thee.",576
Act II,Scene I,Macbeth,"I have thee not, and yet I see thee still.",577
Act II,Scene I,Macbeth,"Art thou not, fatal vision, sensible",578
Act II,Scene I,Macbeth,To feeling as to sight? or art thou but,579
Act II,Scene I,Macbeth,"A dagger of the mind, a false creation,",580
Act II,Scene I,Macbeth,Proceeding from the heat-oppressed brain?,581
Act II,Scene I,Macbeth,"I see thee yet, in form as palpable",582
Act II,Scene I,Macbeth,As this which now I draw.,583
Act II,Scene I,Macbeth,Thou marshall'st me the way that I was going;,584
Act II,Scene I,Macbeth,And such an instrument I was to use.,585
Act II,Scene I,Macbeth,"Mine eyes are made the fools o' the other senses,",586
Act II,Scene I,Macbeth,"Or else worth all the rest; I see thee still,",587
Act II,Scene I,Macbeth,"And on thy blade and dudgeon gouts of blood,",588
Act II,Scene I,Macbeth,Which was not so before. There's no such thing:,589
Act II,Scene I,Macbeth,It is the bloody business which informs,590
Act II,Scene I,Macbeth,Thus to mine eyes. Now o'er the one halfworld,591
Act II,Scene I,Macbeth,"Nature seems dead, and wicked dreams abuse",592
Act II,Scene I,Macbeth,The curtain'd sleep; witchcraft celebrates,593
Act II,Scene I,Macbeth,"Pale Hecate's offerings, and wither'd murder,",594
Act II,Scene I,Macbeth,"Alarum'd by his sentinel, the wolf,",595
Act II,Scene I,Macbeth,"Whose howl's his watch, thus with his stealthy pace.",596
Act II,Scene I,Macbeth,"With Tarquin's ravishing strides, towards his design",597
Act II,Scene I,Macbeth,"Moves like a ghost. Thou sure and firm-set earth,",598
Act II,Scene I,Macbeth,"Hear not my steps, which way they walk, for fear",599
Act II,Scene I,Macbeth,"Thy very stones prate of my whereabout,",600
Act II,Scene I,Macbeth,"And take the present horror from the time,",601
Act II,Scene I,Macbeth,"Which now suits with it. Whiles I threat, he lives:",602
Act II,Scene I,Macbeth,Words to the heat of deeds too cold breath gives.,603
Act II,Scene I,[stage direction],A bell rings,NA
Act II,Scene I,Macbeth,"I go, and it is done; the bell invites me.",604
Act II,Scene I,Macbeth,"Hear it not, Duncan; for it is a knell",605
Act II,Scene I,Macbeth,That summons thee to heaven or to hell.,606
Act II,Scene I,[stage direction],Exit,NA
Act II,Scene II,[stage direction],Enter LADY MACBETH,NA
Act II,Scene II,Lady Macbeth,That which hath made them drunk hath made me bold;,607
Act II,Scene II,Lady Macbeth,What hath quench'd them hath given me fire.,608
Act II,Scene II,Lady Macbeth,Hark! Peace!,609
Act II,Scene II,Lady Macbeth,"It was the owl that shriek'd, the fatal bellman,",610
Act II,Scene II,Lady Macbeth,Which gives the stern'st good-night. He is about it:,611
Act II,Scene II,Lady Macbeth,The doors are open; and the surfeited grooms,612
Act II,Scene II,Lady Macbeth,Do mock their charge with snores: I have drugg'd,613
Act II,Scene II,Lady Macbeth,"their possets,",614
Act II,Scene II,Lady Macbeth,"That death and nature do contend about them,",615
Act II,Scene II,Lady Macbeth,Whether they live or die.,616
Act II,Scene II,Macbeth,"[Within]  Who's there? what, ho!",617
Act II,Scene II,Lady Macbeth,"Alack, I am afraid they have awaked,",618
Act II,Scene II,Lady Macbeth,And 'tis not done. The attempt and not the deed,619
Act II,Scene II,Lady Macbeth,Confounds us. Hark! I laid their daggers ready;,620
Act II,Scene II,Lady Macbeth,He could not miss 'em. Had he not resembled,621
Act II,Scene II,Lady Macbeth,"My father as he slept, I had done't.",622
Act II,Scene II,[stage direction],Enter MACBETH,NA
Act II,Scene II,Lady Macbeth,My husband!,623
Act II,Scene II,Macbeth,I have done the deed. Didst thou not hear a noise?,624
Act II,Scene II,Lady Macbeth,I heard the owl scream and the crickets cry.,625
Act II,Scene II,Lady Macbeth,Did not you speak?,626
Act II,Scene II,Macbeth,When?,627
Act II,Scene II,Lady Macbeth,Now.,628
Act II,Scene II,Macbeth,As I descended?,629
Act II,Scene II,Lady Macbeth,Ay.,630
Act II,Scene II,Macbeth,Hark!,631
Act II,Scene II,Macbeth,Who lies i' the second chamber?,632
Act II,Scene II,Lady Macbeth,Donalbain.,633
Act II,Scene II,Macbeth,This is a sorry sight.,634
Act II,Scene II,[stage direction],Looking on his hands,NA
Act II,Scene II,Lady Macbeth,"A foolish thought, to say a sorry sight.",635
Act II,Scene II,Macbeth,"There's one did laugh in's sleep, and one cried",636
Act II,Scene II,Macbeth,'Murder!',637
Act II,Scene II,Macbeth,That they did wake each other: I stood and heard them:,638
Act II,Scene II,Macbeth,"But they did say their prayers, and address'd them",639
Act II,Scene II,Macbeth,Again to sleep.,640
Act II,Scene II,Lady Macbeth,There are two lodged together.,641
Act II,Scene II,Macbeth,One cried 'God bless us!' and 'Amen' the other;,642
Act II,Scene II,Macbeth,As they had seen me with these hangman's hands.,643
Act II,Scene II,Macbeth,"Listening their fear, I could not say 'Amen,'",644
Act II,Scene II,Macbeth,When they did say 'God bless us!',645
Act II,Scene II,Lady Macbeth,Consider it not so deeply.,646
Act II,Scene II,Macbeth,But wherefore could not I pronounce 'Amen'?,647
Act II,Scene II,Macbeth,"I had most need of blessing, and 'Amen'",648
Act II,Scene II,Macbeth,Stuck in my throat.,649
Act II,Scene II,Lady Macbeth,These deeds must not be thought,650
Act II,Scene II,Lady Macbeth,"After these ways; so, it will make us mad.",651
Act II,Scene II,Macbeth,Methought I heard a voice cry 'Sleep no more!,652
Act II,Scene II,Macbeth,"Macbeth does murder sleep', the innocent sleep,",653
Act II,Scene II,Macbeth,"Sleep that knits up the ravell'd sleeve of care,",654
Act II,Scene II,Macbeth,"The death of each day's life, sore labour's bath,",655
Act II,Scene II,Macbeth,"Balm of hurt minds, great nature's second course,",656
Act II,Scene II,Macbeth,"Chief nourisher in life's feast,--",657
Act II,Scene II,Lady Macbeth,What do you mean?,658
Act II,Scene II,Macbeth,Still it cried 'Sleep no more!' to all the house:,659
Act II,Scene II,Macbeth,"'Glamis hath murder'd sleep, and therefore Cawdor",660
Act II,Scene II,Macbeth,Shall sleep no more; Macbeth shall sleep no more.',661
Act II,Scene II,Lady Macbeth,"Who was it that thus cried? Why, worthy thane,",662
Act II,Scene II,Lady Macbeth,"You do unbend your noble strength, to think",663
Act II,Scene II,Lady Macbeth,"So brainsickly of things. Go get some water,",664
Act II,Scene II,Lady Macbeth,And wash this filthy witness from your hand.,665
Act II,Scene II,Lady Macbeth,Why did you bring these daggers from the place?,666
Act II,Scene II,Lady Macbeth,They must lie there: go carry them; and smear,667
Act II,Scene II,Lady Macbeth,The sleepy grooms with blood.,668
Act II,Scene II,Macbeth,I'll go no more:,669
Act II,Scene II,Macbeth,I am afraid to think what I have done;,670
Act II,Scene II,Macbeth,Look on't again I dare not.,671
Act II,Scene II,Lady Macbeth,Infirm of purpose!,672
Act II,Scene II,Lady Macbeth,Give me the daggers: the sleeping and the dead,673
Act II,Scene II,Lady Macbeth,Are but as pictures: 'tis the eye of childhood,674
Act II,Scene II,Lady Macbeth,"That fears a painted devil. If he do bleed,",675
Act II,Scene II,Lady Macbeth,I'll gild the faces of the grooms withal;,676
Act II,Scene II,Lady Macbeth,For it must seem their guilt.,677
Act II,Scene II,[stage direction],Exit. Knocking within,NA
Act II,Scene II,Macbeth,Whence is that knocking?,678
Act II,Scene II,Macbeth,"How is't with me, when every noise appals me?",679
Act II,Scene II,Macbeth,What hands are here? ha! they pluck out mine eyes.,680
Act II,Scene II,Macbeth,Will all great Neptune's ocean wash this blood,681
Act II,Scene II,Macbeth,"Clean from my hand? No, this my hand will rather",682
Act II,Scene II,Macbeth,"The multitudinous seas in incarnadine,",683
Act II,Scene II,Macbeth,Making the green one red.,684
Act II,Scene II,[stage direction],Re-enter LADY MACBETH,NA
Act II,Scene II,Lady Macbeth,My hands are of your colour; but I shame,685
Act II,Scene II,Lady Macbeth,To wear a heart so white.,686
Act II,Scene II,[stage direction],Knocking within,NA
Act II,Scene II,Lady Macbeth,I hear a knocking,687
Act II,Scene II,Lady Macbeth,At the south entry: retire we to our chamber;,688
Act II,Scene II,Lady Macbeth,A little water clears us of this deed:,689
Act II,Scene II,Lady Macbeth,"How easy is it, then! Your constancy",690
Act II,Scene II,Lady Macbeth,Hath left you unattended.,691
Act II,Scene II,[stage direction],Knocking within,NA
Act II,Scene II,Lady Macbeth,Hark! more knocking.,692
Act II,Scene II,Lady Macbeth,"Get on your nightgown, lest occasion call us,",693
Act II,Scene II,Lady Macbeth,And show us to be watchers. Be not lost,694
Act II,Scene II,Lady Macbeth,So poorly in your thoughts.,695
Act II,Scene II,Macbeth,"To know my deed, 'twere best not know myself.",696
Act II,Scene II,[stage direction],Knocking within,NA
Act II,Scene II,Macbeth,Wake Duncan with thy knocking! I would thou couldst!,697
Act II,Scene II,[stage direction],Exeunt,NA
Act II,Scene III,[stage direction],Knocking within. Enter a Porter,NA
Act II,Scene III,Porter,Here's a knocking indeed! If a,698
Act II,Scene III,Porter,"man were porter of hell-gate, he should have",699
Act II,Scene III,Porter,old turning the key.,700
Act II,Scene III,[stage direction],Knocking within,NA
Act II,Scene III,Porter,"Knock,",701
Act II,Scene III,Porter,"knock, knock! Who's there, i' the name of",702
Act II,Scene III,Porter,"Beelzebub? Here's a farmer, that hanged",703
Act II,Scene III,Porter,himself on the expectation of plenty: come in,704
Act II,Scene III,Porter,time; have napkins enow about you; here,705
Act II,Scene III,Porter,you'll sweat for't.,706
Act II,Scene III,[stage direction],Knocking within,NA
Act II,Scene III,Porter,"Knock,",707
Act II,Scene III,Porter,"knock! Who's there, in the other devil's",708
Act II,Scene III,Porter,"name? Faith, here's an equivocator, that could",709
Act II,Scene III,Porter,swear in both the scales against either scale;,710
Act II,Scene III,Porter,"who committed treason enough for God's sake,",711
Act II,Scene III,Porter,"yet could not equivocate to heaven: O, come",712
Act II,Scene III,Porter,"in, equivocator.",713
Act II,Scene III,[stage direction],Knocking within,NA
Act II,Scene III,Porter,"Knock,",714
Act II,Scene III,Porter,"knock, knock! Who's there? Faith, here's an",715
Act II,Scene III,Porter,"English tailor come hither, for stealing out of",716
Act II,Scene III,Porter,"a French hose: come in, tailor; here you may",717
Act II,Scene III,Porter,roast your goose.,718
Act II,Scene III,[stage direction],Knocking within,NA
Act II,Scene III,Porter,"Knock,",719
Act II,Scene III,Porter,knock; never at quiet! What are you? But,720
Act II,Scene III,Porter,this place is too cold for hell. I'll devil-porter,721
Act II,Scene III,Porter,it no further: I had thought to have let in,722
Act II,Scene III,Porter,some of all professions that go the primrose,723
Act II,Scene III,Porter,way to the everlasting bonfire.,724
Act II,Scene III,[stage direction],Knocking within,NA
Act II,Scene III,Porter,"Anon, anon! I pray you, remember the porter.",725
Act II,Scene III,[stage direction],Opens the gate,NA
Act II,Scene III,[stage direction],Enter MACDUFF and LENNOX,NA
Act II,Scene III,Macduff,"Was it so late, friend, ere you went to bed,",726
Act II,Scene III,Macduff,That you do lie so late?,727
Act II,Scene III,Porter,"'Faith sir, we were carousing till the",728
Act II,Scene III,Porter,"second cock: and drink, sir, is a great",729
Act II,Scene III,Porter,provoker of three things.,730
Act II,Scene III,Macduff,What three things does drink especially provoke?,731
Act II,Scene III,Porter,"Marry, sir, nose-painting, sleep, and",732
Act II,Scene III,Porter,"urine. Lechery, sir, it provokes, and unprovokes;",733
Act II,Scene III,Porter,"it provokes the desire, but it takes",734
Act II,Scene III,Porter,"away the performance: therefore, much drink",735
Act II,Scene III,Porter,may be said to be an equivocator with lechery:,736
Act II,Scene III,Porter,"it makes him, and it mars him; it sets",737
Act II,Scene III,Porter,"him on, and it takes him off; it persuades him,",738
Act II,Scene III,Porter,"and disheartens him; makes him stand to, and",739
Act II,Scene III,Porter,"not stand to; in conclusion, equivocates him",740
Act II,Scene III,Porter,"in a sleep, and, giving him the lie, leaves him.",741
Act II,Scene III,Macduff,I believe drink gave thee the lie last night.,742
Act II,Scene III,Porter,"That it did, sir, i' the very throat on",743
Act II,Scene III,Porter,"me: but I requited him for his lie; and, I",744
Act II,Scene III,Porter,"think, being too strong for him, though he took",745
Act II,Scene III,Porter,"up my legs sometime, yet I made a shift to cast",746
Act II,Scene III,Porter,him.,747
Act II,Scene III,Macduff,Is thy master stirring?,748
Act II,Scene III,[stage direction],Enter MACBETH,NA
Act II,Scene III,Macduff,Our knocking has awaked him; here he comes.,749
Act II,Scene III,Lennox,"Good morrow, noble sir.",750
Act II,Scene III,Macbeth,"Good morrow, both.",751
Act II,Scene III,Macduff,"Is the king stirring, worthy thane?",752
Act II,Scene III,Macbeth,Not yet.,753
Act II,Scene III,Macduff,He did command me to call timely on him:,754
Act II,Scene III,Macduff,I have almost slipp'd the hour.,755
Act II,Scene III,Macbeth,I'll bring you to him.,756
Act II,Scene III,Macduff,I know this is a joyful trouble to you;,757
Act II,Scene III,Macduff,But yet 'tis one.,758
Act II,Scene III,Macbeth,The labour we delight in physics pain.,759
Act II,Scene III,Macbeth,This is the door.,760
Act II,Scene III,Macduff,"I'll make so bold to call,",761
Act II,Scene III,Macduff,For 'tis my limited service.,762
Act II,Scene III,[stage direction],Exit,NA
Act II,Scene III,Lennox,Goes the king hence to-day?,763
Act II,Scene III,Macbeth,He does: he did appoint so.,764
Act II,Scene III,Lennox,"The night has been unruly: where we lay,",765
Act II,Scene III,Lennox,"Our chimneys were blown down; and, as they say,",766
Act II,Scene III,Lennox,"Lamentings heard i' the air; strange screams of death,",767
Act II,Scene III,Lennox,And prophesying with accents terrible,768
Act II,Scene III,Lennox,Of dire combustion and confused events,769
Act II,Scene III,Lennox,New hatch'd to the woeful time: the obscure bird,770
Act II,Scene III,Lennox,"Clamour'd the livelong night: some say, the earth",771
Act II,Scene III,Lennox,Was feverous and did shake.,772
Act II,Scene III,Macbeth,'Twas a rough night.,773
Act II,Scene III,Lennox,My young remembrance cannot parallel,774
Act II,Scene III,Lennox,A fellow to it.,775
Act II,Scene III,[stage direction],Re-enter MACDUFF,NA
Act II,Scene III,Macduff,"O horror, horror, horror! Tongue nor heart",776
Act II,Scene III,Macduff,Cannot conceive nor name thee!,777
Act II,Scene III,Lennox,What's the matter.,778
Act II,Scene III,Macduff,Confusion now hath made his masterpiece!,779
Act II,Scene III,Macduff,Most sacrilegious murder hath broke ope,780
Act II,Scene III,Macduff,"The Lord's anointed temple, and stole thence",781
Act II,Scene III,Macduff,The life o' the building!,782
Act II,Scene III,Macbeth,What is 't you say? the life?,783
Act II,Scene III,Lennox,Mean you his majesty?,784
Act II,Scene III,Macduff,"Approach the chamber, and destroy your sight",785
Act II,Scene III,Macduff,With a new Gorgon: do not bid me speak;,786
Act II,Scene III,Macduff,"See, and then speak yourselves.",787
Act II,Scene III,[stage direction],Exeunt MACBETH and LENNOX,NA
Act II,Scene III,Macduff,"Awake, awake!",788
Act II,Scene III,Macduff,Ring the alarum-bell. Murder and treason!,789
Act II,Scene III,Macduff,Banquo and Donalbain! Malcolm! awake!,790
Act II,Scene III,Macduff,"Shake off this downy sleep, death's counterfeit,",791
Act II,Scene III,Macduff,"And look on death itself! up, up, and see",792
Act II,Scene III,Macduff,The great doom's image! Malcolm! Banquo!,793
Act II,Scene III,Macduff,"As from your graves rise up, and walk like sprites,",794
Act II,Scene III,Macduff,To countenance this horror! Ring the bell.,795
Act II,Scene III,[stage direction],Bell rings,NA
Act II,Scene III,[stage direction],Enter LADY MACBETH,NA
Act II,Scene III,Lady Macbeth,"What's the business,",796
Act II,Scene III,Lady Macbeth,That such a hideous trumpet calls to parley,797
Act II,Scene III,Lady Macbeth,"The sleepers of the house? speak, speak!",798
Act II,Scene III,Macduff,"O gentle lady,",799
Act II,Scene III,Macduff,'Tis not for you to hear what I can speak:,800
Act II,Scene III,Macduff,"The repetition, in a woman's ear,",801
Act II,Scene III,Macduff,Would murder as it fell.,802
Act II,Scene III,[stage direction],Enter BANQUO,NA
Act II,Scene III,Macduff,"O Banquo, Banquo,",803
Act II,Scene III,Macduff,Our royal master 's murder'd!,804
Act II,Scene III,Lady Macbeth,"Woe, alas!",805
Act II,Scene III,Lady Macbeth,"What, in our house?",806
Act II,Scene III,Banquo,Too cruel any where.,807
Act II,Scene III,Banquo,"Dear Duff, I prithee, contradict thyself,",808
Act II,Scene III,Banquo,And say it is not so.,809
Act II,Scene III,[stage direction],"Re-enter MACBETH and LENNOX, with ROSS",NA
Act II,Scene III,Macbeth,"Had I but died an hour before this chance,",810
Act II,Scene III,Macbeth,"I had lived a blessed time; for, from this instant,",811
