act,scene,character,dialogue,line_number
Act I,Scene V,Ghost,"Will sate itself in a celestial bed,",765
Act I,Scene V,Ghost,And prey on garbage.,766
Act I,Scene V,Ghost,"But, soft! methinks I scent the morning air;",767
Act I,Scene V,Ghost,"Brief let me be. Sleeping within my orchard,",768
Act I,Scene V,Ghost,"My custom always of the afternoon,",769
Act I,Scene V,Ghost,"Upon my secure hour thy uncle stole,",770
Act I,Scene V,Ghost,"With juice of cursed hebenon in a vial,",771
Act I,Scene V,Ghost,And in the porches of my ears did pour,772
Act I,Scene V,Ghost,The leperous distilment; whose effect,773
Act I,Scene V,Ghost,Holds such an enmity with blood of man,774
Act I,Scene V,Ghost,That swift as quicksilver it courses through,775
Act I,Scene V,Ghost,"The natural gates and alleys of the body,",776
Act I,Scene V,Ghost,And with a sudden vigour doth posset,777
Act I,Scene V,Ghost,"And curd, like eager droppings into milk,",778
Act I,Scene V,Ghost,The thin and wholesome blood: so did it mine;,779
Act I,Scene V,Ghost,"And a most instant tetter bark'd about,",780
Act I,Scene V,Ghost,"Most lazar-like, with vile and loathsome crust,",781
Act I,Scene V,Ghost,All my smooth body.,782
Act I,Scene V,Ghost,"Thus was I, sleeping, by a brother's hand",783
Act I,Scene V,Ghost,"Of life, of crown, of queen, at once dispatch'd:",784
Act I,Scene V,Ghost,"Cut off even in the blossoms of my sin,",785
Act I,Scene V,Ghost,"Unhousel'd, disappointed, unanel'd,",786
Act I,Scene V,Ghost,"No reckoning made, but sent to my account",787
Act I,Scene V,Ghost,With all my imperfections on my head:,788
Act I,Scene V,Ghost,"O, horrible! O, horrible! most horrible!",789
Act I,Scene V,Ghost,"If thou hast nature in thee, bear it not;",790
Act I,Scene V,Ghost,Let not the royal bed of Denmark be,791
Act I,Scene V,Ghost,A couch for luxury and damned incest.,792
Act I,Scene V,Ghost,"But, howsoever thou pursuest this act,",793
Act I,Scene V,Ghost,"Taint not thy mind, nor let thy soul contrive",794
Act I,Scene V,Ghost,Against thy mother aught: leave her to heaven,795
Act I,Scene V,Ghost,"And to those thorns that in her bosom lodge,",796
Act I,Scene V,Ghost,To prick and sting her. Fare thee well at once!,797
Act I,Scene V,Ghost,"The glow-worm shows the matin to be near,",798
Act I,Scene V,Ghost,And 'gins to pale his uneffectual fire:,799
Act I,Scene V,Ghost,"Adieu, adieu! Hamlet, remember me.",800
Act I,Scene V,[stage direction],Exit,NA
Act I,Scene V,Hamlet,O all you host of heaven! O earth! what else?,801
Act I,Scene V,Hamlet,"And shall I couple hell? O, fie! Hold, hold, my heart;",802
Act I,Scene V,Hamlet,"And you, my sinews, grow not instant old,",803
Act I,Scene V,Hamlet,But bear me stiffly up. Remember thee!,804
Act I,Scene V,Hamlet,"Ay, thou poor ghost, while memory holds a seat",805
Act I,Scene V,Hamlet,In this distracted globe. Remember thee!,806
Act I,Scene V,Hamlet,"Yea, from the table of my memory",807
Act I,Scene V,Hamlet,"I'll wipe away all trivial fond records,",808
Act I,Scene V,Hamlet,"All saws of books, all forms, all pressures past,",809
Act I,Scene V,Hamlet,That youth and observation copied there;,810
Act I,Scene V,Hamlet,And thy commandment all alone shall live,811
Act I,Scene V,Hamlet,"Within the book and volume of my brain,",812
Act I,Scene V,Hamlet,"Unmix'd with baser matter: yes, by heaven!",813
Act I,Scene V,Hamlet,O most pernicious woman!,814
Act I,Scene V,Hamlet,"O villain, villain, smiling, damned villain!",815
Act I,Scene V,Hamlet,"My tables,--meet it is I set it down,",816
Act I,Scene V,Hamlet,"That one may smile, and smile, and be a villain;",817
Act I,Scene V,Hamlet,At least I'm sure it may be so in Denmark:,818
Act I,Scene V,[stage direction],Writing,NA
Act I,Scene V,Hamlet,"So, uncle, there you are. Now to my word;",819
Act I,Scene V,Hamlet,"It is 'Adieu, adieu! remember me.'",820
Act I,Scene V,Hamlet,I have sworn 't.,821
Act I,Scene V,Horatio,"[Within]  My lord, my lord,--",822
Act I,Scene V,Marcellus,"[Within]	Lord Hamlet,--",823
Act I,Scene V,Horatio,[Within]	Heaven secure him!,824
Act I,Scene V,Hamlet,So be it!,825
Act I,Scene V,Horatio,"[Within]  Hillo, ho, ho, my lord!",826
Act I,Scene V,Hamlet,"Hillo, ho, ho, boy! come, bird, come.",827
Act I,Scene V,[stage direction],Enter HORATIO and MARCELLUS,NA
Act I,Scene V,Marcellus,"How is't, my noble lord?",828
Act I,Scene V,Horatio,"What news, my lord?",829
Act I,Scene V,Hamlet,"O, wonderful!",830
Act I,Scene V,Horatio,"Good my lord, tell it.",831
Act I,Scene V,Hamlet,No; you'll reveal it.,832
Act I,Scene V,Horatio,"Not I, my lord, by heaven.",833
Act I,Scene V,Marcellus,"Nor I, my lord.",834
Act I,Scene V,Hamlet,"How say you, then; would heart of man once think it?",835
Act I,Scene V,Hamlet,But you'll be secret?,836
Act I,Scene V,Marcellus,"Ay, by heaven, my lord.",837
Act I,Scene V,Hamlet,There's ne'er a villain dwelling in all Denmark,838
Act I,Scene V,Hamlet,But he's an arrant knave.,839
Act I,Scene V,Horatio,"There needs no ghost, my lord, come from the grave",840
Act I,Scene V,Horatio,To tell us this.,841
Act I,Scene V,Hamlet,"Why, right; you are i' the right;",842
Act I,Scene V,Hamlet,"And so, without more circumstance at all,",843
Act I,Scene V,Hamlet,I hold it fit that we shake hands and part:,844
Act I,Scene V,Hamlet,"You, as your business and desire shall point you;",845
Act I,Scene V,Hamlet,"For every man has business and desire,",846
Act I,Scene V,Hamlet,"Such as it is; and for mine own poor part,",847
Act I,Scene V,Hamlet,"Look you, I'll go pray.",848
Act I,Scene V,Horatio,"These are but wild and whirling words, my lord.",849
Act I,Scene V,Hamlet,"I'm sorry they offend you, heartily;",850
Act I,Scene V,Hamlet,"Yes, 'faith heartily.",851
Act I,Scene V,Horatio,"There's no offence, my lord.",852
Act I,Scene V,Hamlet,"Yes, by Saint Patrick, but there is, Horatio,",853
Act I,Scene V,Hamlet,"And much offence too. Touching this vision here,",854
Act I,Scene V,Hamlet,"It is an honest ghost, that let me tell you:",855
Act I,Scene V,Hamlet,"For your desire to know what is between us,",856
Act I,Scene V,Hamlet,"O'ermaster 't as you may. And now, good friends,",857
Act I,Scene V,Hamlet,"As you are friends, scholars and soldiers,",858
Act I,Scene V,Hamlet,Give me one poor request.,859
Act I,Scene V,Horatio,"What is't, my lord? we will.",860
Act I,Scene V,Hamlet,Never make known what you have seen to-night.,861
Act I,Scene V,Marcellus,"My lord, we will not.",862
Act I,Scene V,Hamlet,"Nay, but swear't.",863
Act I,Scene V,Horatio,"In faith,",864
Act I,Scene V,Horatio,"My lord, not I.",865
Act I,Scene V,Marcellus,"Nor I, my lord, in faith.",866
Act I,Scene V,Hamlet,Upon my sword.,867
Act I,Scene V,Marcellus,"We have sworn, my lord, already.",868
Act I,Scene V,Hamlet,"Indeed, upon my sword, indeed.",869
Act I,Scene V,Ghost,[Beneath]  Swear.,870
Act I,Scene V,Hamlet,"Ah, ha, boy! say'st thou so? art thou there,",871
Act I,Scene V,Hamlet,truepenny?,872
Act I,Scene V,Hamlet,Come on--you hear this fellow in the cellarage--,873
Act I,Scene V,Hamlet,Consent to swear.,874
Act I,Scene V,Horatio,"Propose the oath, my lord.",875
Act I,Scene V,Hamlet,"Never to speak of this that you have seen,",876
Act I,Scene V,Hamlet,Swear by my sword.,877
Act I,Scene V,Ghost,[Beneath]  Swear.,878
Act I,Scene V,Hamlet,Hic et ubique? then we'll shift our ground.,879
Act I,Scene V,Hamlet,"Come hither, gentlemen,",880
Act I,Scene V,Hamlet,And lay your hands again upon my sword:,881
Act I,Scene V,Hamlet,"Never to speak of this that you have heard,",882
Act I,Scene V,Hamlet,Swear by my sword.,883
Act I,Scene V,Ghost,[Beneath]  Swear.,884
Act I,Scene V,Hamlet,"Well said, old mole! canst work i' the earth so fast?",885
Act I,Scene V,Hamlet,"A worthy pioner! Once more remove, good friends.",886
Act I,Scene V,Horatio,"O day and night, but this is wondrous strange!",887
Act I,Scene V,Hamlet,And therefore as a stranger give it welcome.,888
Act I,Scene V,Hamlet,"There are more things in heaven and earth, Horatio,",889
Act I,Scene V,Hamlet,Than are dreamt of in your philosophy. But come;,890
Act I,Scene V,Hamlet,"Here, as before, never, so help you mercy,",891
Act I,Scene V,Hamlet,"How strange or odd soe'er I bear myself,",892
Act I,Scene V,Hamlet,As I perchance hereafter shall think meet,893
Act I,Scene V,Hamlet,"To put an antic disposition on,",894
Act I,Scene V,Hamlet,"That you, at such times seeing me, never shall,",895
Act I,Scene V,Hamlet,"With arms encumber'd thus, or this headshake,",896
Act I,Scene V,Hamlet,"Or by pronouncing of some doubtful phrase,",897
Act I,Scene V,Hamlet,"As 'Well, well, we know,' or 'We could, an if we would,'",898
Act I,Scene V,Hamlet,"Or 'If we list to speak,' or 'There be, an if they might,'",899
Act I,Scene V,Hamlet,"Or such ambiguous giving out, to note",900
Act I,Scene V,Hamlet,"That you know aught of me: this not to do,",901
Act I,Scene V,Hamlet,"So grace and mercy at your most need help you, Swear.",902
Act I,Scene V,Ghost,[Beneath]  Swear.,903
Act I,Scene V,Hamlet,"Rest, rest, perturbed spirit!",904
Act I,Scene V,[stage direction],They swear,NA
Act I,Scene V,Hamlet,"So, gentlemen,",905
Act I,Scene V,Hamlet,With all my love I do commend me to you:,906
Act I,Scene V,Hamlet,And what so poor a man as Hamlet is,907
Act I,Scene V,Hamlet,"May do, to express his love and friending to you,",908
Act I,Scene V,Hamlet,"God willing, shall not lack. Let us go in together;",909
Act I,Scene V,Hamlet,"And still your fingers on your lips, I pray.",910
Act I,Scene V,Hamlet,"The time is out of joint: O cursed spite,",911
Act I,Scene V,Hamlet,That ever I was born to set it right!,912
Act I,Scene V,Hamlet,"Nay, come, let's go together.",913
Act I,Scene V,[stage direction],Exeunt,NA
Act II,Scene I,[stage direction],Enter POLONIUS and REYNALDO,NA
Act II,Scene I,Lord Polonius,"Give him this money and these notes, Reynaldo.",914
Act II,Scene I,Reynaldo,"I will, my lord.",915
Act II,Scene I,Lord Polonius,"You shall do marvellous wisely, good Reynaldo,",916
Act II,Scene I,Lord Polonius,"Before you visit him, to make inquire",917
Act II,Scene I,Lord Polonius,Of his behavior.,918
Act II,Scene I,Reynaldo,"My lord, I did intend it.",919
Act II,Scene I,Lord Polonius,"Marry, well said; very well said. Look you, sir,",920
Act II,Scene I,Lord Polonius,Inquire me first what Danskers are in Paris;,921
Act II,Scene I,Lord Polonius,"And how, and who, what means, and where they keep,",922
Act II,Scene I,Lord Polonius,"What company, at what expense; and finding",923
Act II,Scene I,Lord Polonius,By this encompassment and drift of question,924
Act II,Scene I,Lord Polonius,"That they do know my son, come you more nearer",925
Act II,Scene I,Lord Polonius,Than your particular demands will touch it:,926
Act II,Scene I,Lord Polonius,"Take you, as 'twere, some distant knowledge of him;",927
Act II,Scene I,Lord Polonius,"As thus, 'I know his father and his friends,",928
Act II,Scene I,Lord Polonius,"And in part him: ' do you mark this, Reynaldo?",929
Act II,Scene I,Reynaldo,"Ay, very well, my lord.",930
Act II,Scene I,Lord Polonius,'And in part him; but' you may say 'not well:,931
Act II,Scene I,Lord Polonius,"But, if't be he I mean, he's very wild;",932
Act II,Scene I,Lord Polonius,Addicted so and so:' and there put on him,933
Act II,Scene I,Lord Polonius,"What forgeries you please; marry, none so rank",934
Act II,Scene I,Lord Polonius,As may dishonour him; take heed of that;,935
Act II,Scene I,Lord Polonius,"But, sir, such wanton, wild and usual slips",936
Act II,Scene I,Lord Polonius,As are companions noted and most known,937
Act II,Scene I,Lord Polonius,To youth and liberty.,938
Act II,Scene I,Reynaldo,"As gaming, my lord.",939
Act II,Scene I,Lord Polonius,"Ay, or drinking, fencing, swearing, quarrelling,",940
Act II,Scene I,Lord Polonius,Drabbing: you may go so far.,941
Act II,Scene I,Reynaldo,"My lord, that would dishonour him.",942
Act II,Scene I,Lord Polonius,"'Faith, no; as you may season it in the charge",943
Act II,Scene I,Lord Polonius,"You must not put another scandal on him,",944
Act II,Scene I,Lord Polonius,That he is open to incontinency;,945
Act II,Scene I,Lord Polonius,That's not my meaning: but breathe his faults so quaintly,946
Act II,Scene I,Lord Polonius,"That they may seem the taints of liberty,",947
Act II,Scene I,Lord Polonius,"The flash and outbreak of a fiery mind,",948
Act II,Scene I,Lord Polonius,"A savageness in unreclaimed blood,",949
Act II,Scene I,Lord Polonius,Of general assault.,950
Act II,Scene I,Reynaldo,"But, my good lord,--",951
Act II,Scene I,Lord Polonius,Wherefore should you do this?,952
Act II,Scene I,Reynaldo,"Ay, my lord,",953
Act II,Scene I,Reynaldo,I would know that.,954
Act II,Scene I,Lord Polonius,"Marry, sir, here's my drift;",955
Act II,Scene I,Lord Polonius,"And I believe, it is a fetch of wit:",956
Act II,Scene I,Lord Polonius,"You laying these slight sullies on my son,",957
Act II,Scene I,Lord Polonius,"As 'twere a thing a little soil'd i' the working, Mark you,",958
Act II,Scene I,Lord Polonius,"Your party in converse, him you would sound,",959
Act II,Scene I,Lord Polonius,Having ever seen in the prenominate crimes,960
Act II,Scene I,Lord Polonius,"The youth you breathe of guilty, be assured",961
Act II,Scene I,Lord Polonius,He closes with you in this consequence;,962
Act II,Scene I,Lord Polonius,"'Good sir,' or so, or 'friend,' or 'gentleman,'",963
Act II,Scene I,Lord Polonius,According to the phrase or the addition,964
Act II,Scene I,Lord Polonius,Of man and country.,965
Act II,Scene I,Reynaldo,"Very good, my lord.",966
Act II,Scene I,Lord Polonius,"And then, sir, does he this--he does--what was I",967
Act II,Scene I,Lord Polonius,"about to say? By the mass, I was about to say",968
Act II,Scene I,Lord Polonius,something: where did I leave?,969
Act II,Scene I,Reynaldo,"At 'closes in the consequence,' at 'friend or so,'",970
Act II,Scene I,Reynaldo,and 'gentleman.',971
Act II,Scene I,Lord Polonius,"At 'closes in the consequence,' ay, marry;",972
Act II,Scene I,Lord Polonius,He closes thus: 'I know the gentleman;,973
Act II,Scene I,Lord Polonius,"I saw him yesterday, or t' other day,",974
Act II,Scene I,Lord Polonius,"Or then, or then; with such, or such; and, as you say,",975
Act II,Scene I,Lord Polonius,There was a' gaming; there o'ertook in's rouse;,976
Act II,Scene I,Lord Polonius,"There falling out at tennis:' or perchance,",977
Act II,Scene I,Lord Polonius,"'I saw him enter such a house of sale,'",978
Act II,Scene I,Lord Polonius,"Videlicet, a brothel, or so forth.",979
Act II,Scene I,Lord Polonius,See you now;,980
Act II,Scene I,Lord Polonius,Your bait of falsehood takes this carp of truth:,981
Act II,Scene I,Lord Polonius,"And thus do we of wisdom and of reach,",982
Act II,Scene I,Lord Polonius,"With windlasses and with assays of bias,",983
Act II,Scene I,Lord Polonius,By indirections find directions out:,984
Act II,Scene I,Lord Polonius,"So by my former lecture and advice,",985
Act II,Scene I,Lord Polonius,"Shall you my son. You have me, have you not?",986
Act II,Scene I,Reynaldo,"My lord, I have.",987
Act II,Scene I,Lord Polonius,God be wi' you; fare you well.,988
Act II,Scene I,Reynaldo,Good my lord!,989
Act II,Scene I,Lord Polonius,Observe his inclination in yourself.,990
Act II,Scene I,Reynaldo,"I shall, my lord.",991
Act II,Scene I,Lord Polonius,And let him ply his music.,992
Act II,Scene I,Reynaldo,"Well, my lord.",993
Act II,Scene I,Lord Polonius,Farewell!,994
Act II,Scene I,[stage direction],Exit REYNALDO,NA
Act II,Scene I,[stage direction],Enter OPHELIA,NA
Act II,Scene I,Lord Polonius,"How now, Ophelia! what's the matter?",995
Act II,Scene I,Ophelia,"O, my lord, my lord, I have been so affrighted!",996
Act II,Scene I,Lord Polonius,"With what, i' the name of God?",997
Act II,Scene I,Ophelia,"My lord, as I was sewing in my closet,",998
Act II,Scene I,Ophelia,"Lord Hamlet, with his doublet all unbraced;",999
Act II,Scene I,Ophelia,"No hat upon his head; his stockings foul'd,",1000
Act II,Scene I,Ophelia,"Ungarter'd, and down-gyved to his ancle;",1001
Act II,Scene I,Ophelia,Pale as his shirt; his knees knocking each other;,1002
Act II,Scene I,Ophelia,And with a look so piteous in purport,1003
Act II,Scene I,Ophelia,As if he had been loosed out of hell,1004
Act II,Scene I,Ophelia,"To speak of horrors,--he comes before me.",1005
Act II,Scene I,Lord Polonius,Mad for thy love?,1006
Act II,Scene I,Ophelia,"My lord, I do not know;",1007
Act II,Scene I,Ophelia,"But truly, I do fear it.",1008
Act II,Scene I,Lord Polonius,What said he?,1009
Act II,Scene I,Ophelia,He took me by the wrist and held me hard;,1010
Act II,Scene I,Ophelia,Then goes he to the length of all his arm;,1011
Act II,Scene I,Ophelia,"And, with his other hand thus o'er his brow,",1012
Act II,Scene I,Ophelia,He falls to such perusal of my face,1013
Act II,Scene I,Ophelia,As he would draw it. Long stay'd he so;,1014
Act II,Scene I,Ophelia,"At last, a little shaking of mine arm",1015
Act II,Scene I,Ophelia,"And thrice his head thus waving up and down,",1016
Act II,Scene I,Ophelia,He raised a sigh so piteous and profound,1017
Act II,Scene I,Ophelia,As it did seem to shatter all his bulk,1018
Act II,Scene I,Ophelia,"And end his being: that done, he lets me go:",1019
Act II,Scene I,Ophelia,"And, with his head over his shoulder turn'd,",1020
Act II,Scene I,Ophelia,He seem'd to find his way without his eyes;,1021
Act II,Scene I,Ophelia,"For out o' doors he went without their helps,",1022
Act II,Scene I,Ophelia,"And, to the last, bended their light on me.",1023
Act II,Scene I,Lord Polonius,"Come, go with me: I will go seek the king.",1024
Act II,Scene I,Lord Polonius,"This is the very ecstasy of love,",1025
Act II,Scene I,Lord Polonius,Whose violent property fordoes itself,1026
Act II,Scene I,Lord Polonius,And leads the will to desperate undertakings,1027
Act II,Scene I,Lord Polonius,As oft as any passion under heaven,1028
Act II,Scene I,Lord Polonius,That does afflict our natures. I am sorry.,1029
Act II,Scene I,Lord Polonius,"What, have you given him any hard words of late?",1030
Act II,Scene I,Ophelia,"No, my good lord, but, as you did command,",1031
Act II,Scene I,Ophelia,I did repel his fetters and denied,1032
Act II,Scene I,Ophelia,His access to me.,1033
Act II,Scene I,Lord Polonius,That hath made him mad.,1034
Act II,Scene I,Lord Polonius,I am sorry that with better heed and judgment,1035
Act II,Scene I,Lord Polonius,"I had not quoted him: I fear'd he did but trifle,",1036
Act II,Scene I,Lord Polonius,"And meant to wreck thee; but, beshrew my jealousy!",1037
Act II,Scene I,Lord Polonius,"By heaven, it is as proper to our age",1038
Act II,Scene I,Lord Polonius,To cast beyond ourselves in our opinions,1039
Act II,Scene I,Lord Polonius,As it is common for the younger sort,1040
Act II,Scene I,Lord Polonius,"To lack discretion. Come, go we to the king:",1041
Act II,Scene I,Lord Polonius,"This must be known; which, being kept close, might",1042
Act II,Scene I,Lord Polonius,move,1043
Act II,Scene I,Lord Polonius,More grief to hide than hate to utter love.,1044
Act II,Scene I,[stage direction],Exeunt,NA
Act II,Scene II,[stage direction],"Enter KING CLAUDIUS, QUEEN GERTRUDE, ROSENCRANTZ, GUILDENSTERN, and Attendants",NA
Act II,Scene II,King Claudius,"Welcome, dear Rosencrantz and Guildenstern!",1045
Act II,Scene II,King Claudius,"Moreover that we much did long to see you,",1046
Act II,Scene II,King Claudius,The need we have to use you did provoke,1047
Act II,Scene II,King Claudius,Our hasty sending. Something have you heard,1048
Act II,Scene II,King Claudius,"Of Hamlet's transformation; so call it,",1049
Act II,Scene II,King Claudius,Sith nor the exterior nor the inward man,1050
Act II,Scene II,King Claudius,"Resembles that it was. What it should be,",1051
Act II,Scene II,King Claudius,"More than his father's death, that thus hath put him",1052
Act II,Scene II,King Claudius,"So much from the understanding of himself,",1053
Act II,Scene II,King Claudius,"I cannot dream of: I entreat you both,",1054
Act II,Scene II,King Claudius,"That, being of so young days brought up with him,",1055
Act II,Scene II,King Claudius,"And sith so neighbour'd to his youth and havior,",1056
Act II,Scene II,King Claudius,That you vouchsafe your rest here in our court,1057
Act II,Scene II,King Claudius,Some little time: so by your companies,1058
Act II,Scene II,King Claudius,"To draw him on to pleasures, and to gather,",1059
Act II,Scene II,King Claudius,"So much as from occasion you may glean,",1060
Act II,Scene II,King Claudius,"Whether aught, to us unknown, afflicts him thus,",1061
Act II,Scene II,King Claudius,"That, open'd, lies within our remedy.",1062
Act II,Scene II,Queen Gertrude,"Good gentlemen, he hath much talk'd of you;",1063
Act II,Scene II,Queen Gertrude,And sure I am two men there are not living,1064
Act II,Scene II,Queen Gertrude,To whom he more adheres. If it will please you,1065
Act II,Scene II,Queen Gertrude,To show us so much gentry and good will,1066
Act II,Scene II,Queen Gertrude,"As to expend your time with us awhile,",1067
Act II,Scene II,Queen Gertrude,"For the supply and profit of our hope,",1068
Act II,Scene II,Queen Gertrude,Your visitation shall receive such thanks,1069
Act II,Scene II,Queen Gertrude,As fits a king's remembrance.,1070
Act II,Scene II,Rosencrantz,Both your majesties,1071
Act II,Scene II,Rosencrantz,"Might, by the sovereign power you have of us,",1072
Act II,Scene II,Rosencrantz,Put your dread pleasures more into command,1073
Act II,Scene II,Rosencrantz,Than to entreaty.,1074
Act II,Scene II,Guildenstern,"But we both obey,",1075
Act II,Scene II,Guildenstern,"And here give up ourselves, in the full bent",1076
Act II,Scene II,Guildenstern,"To lay our service freely at your feet,",1077
Act II,Scene II,Guildenstern,To be commanded.,1078
Act II,Scene II,King Claudius,"Thanks, Rosencrantz and gentle Guildenstern.",1079
Act II,Scene II,Queen Gertrude,"Thanks, Guildenstern and gentle Rosencrantz:",1080
Act II,Scene II,Queen Gertrude,And I beseech you instantly to visit,1081
Act II,Scene II,Queen Gertrude,"My too much changed son. Go, some of you,",1082
Act II,Scene II,Queen Gertrude,And bring these gentlemen where Hamlet is.,1083
Act II,Scene II,Guildenstern,Heavens make our presence and our practises,1084
Act II,Scene II,Guildenstern,Pleasant and helpful to him!,1085
Act II,Scene II,Queen Gertrude,"Ay, amen!",1086
Act II,Scene II,[stage direction],"Exeunt ROSENCRANTZ, GUILDENSTERN, and some Attendants",NA
Act II,Scene II,[stage direction],Enter POLONIUS,NA
Act II,Scene II,Lord Polonius,"The ambassadors from Norway, my good lord,",1087
Act II,Scene II,Lord Polonius,Are joyfully return'd.,1088
Act II,Scene II,King Claudius,Thou still hast been the father of good news.,1089
Act II,Scene II,Lord Polonius,"Have I, my lord? I assure my good liege,",1090
Act II,Scene II,Lord Polonius,"I hold my duty, as I hold my soul,",1091
Act II,Scene II,Lord Polonius,Both to my God and to my gracious king:,1092
Act II,Scene II,Lord Polonius,"And I do think, or else this brain of mine",1093
Act II,Scene II,Lord Polonius,Hunts not the trail of policy so sure,1094
Act II,Scene II,Lord Polonius,"As it hath used to do, that I have found",1095
Act II,Scene II,Lord Polonius,The very cause of Hamlet's lunacy.,1096
Act II,Scene II,King Claudius,"O, speak of that; that do I long to hear.",1097
Act II,Scene II,Lord Polonius,Give first admittance to the ambassadors;,1098
Act II,Scene II,Lord Polonius,My news shall be the fruit to that great feast.,1099
Act II,Scene II,King Claudius,"Thyself do grace to them, and bring them in.",1100
Act II,Scene II,[stage direction],Exit POLONIUS,NA
Act II,Scene II,King Claudius,"He tells me, my dear Gertrude, he hath found",1101
Act II,Scene II,King Claudius,The head and source of all your son's distemper.,1102
Act II,Scene II,Queen Gertrude,I doubt it is no other but the main;,1103
Act II,Scene II,Queen Gertrude,"His father's death, and our o'erhasty marriage.",1104
Act II,Scene II,King Claudius,"Well, we shall sift him.",1105
Act II,Scene II,[stage direction],"Re-enter POLONIUS, with VOLTIMAND and CORNELIUS",NA
Act II,Scene II,King Claudius,"Welcome, my good friends!",1106
Act II,Scene II,King Claudius,"Say, Voltimand, what from our brother Norway?",1107
Act II,Scene II,Voltimand,Most fair return of greetings and desires.,1108
Act II,Scene II,Voltimand,"Upon our first, he sent out to suppress",1109
Act II,Scene II,Voltimand,His nephew's levies; which to him appear'd,1110
Act II,Scene II,Voltimand,To be a preparation 'gainst the Polack;,1111
Act II,Scene II,Voltimand,"But, better look'd into, he truly found",1112
Act II,Scene II,Voltimand,"It was against your highness: whereat grieved,",1113
Act II,Scene II,Voltimand,"That so his sickness, age and impotence",1114
Act II,Scene II,Voltimand,"Was falsely borne in hand, sends out arrests",1115
Act II,Scene II,Voltimand,"On Fortinbras; which he, in brief, obeys;",1116
Act II,Scene II,Voltimand,"Receives rebuke from Norway, and in fine",1117
Act II,Scene II,Voltimand,Makes vow before his uncle never more,1118
Act II,Scene II,Voltimand,To give the assay of arms against your majesty.,1119
Act II,Scene II,Voltimand,"Whereon old Norway, overcome with joy,",1120
Act II,Scene II,Voltimand,"Gives him three thousand crowns in annual fee,",1121
Act II,Scene II,Voltimand,"And his commission to employ those soldiers,",1122
Act II,Scene II,Voltimand,"So levied as before, against the Polack:",1123
Act II,Scene II,Voltimand,"With an entreaty, herein further shown,",1124
Act II,Scene II,[stage direction],Giving a paper,NA
Act II,Scene II,Voltimand,That it might please you to give quiet pass,1125
Act II,Scene II,Voltimand,"Through your dominions for this enterprise,",1126
Act II,Scene II,Voltimand,On such regards of safety and allowance,1127
Act II,Scene II,Voltimand,As therein are set down.,1128
Act II,Scene II,King Claudius,It likes us well;,1129
Act II,Scene II,King Claudius,"And at our more consider'd time well read,",1130
Act II,Scene II,King Claudius,"Answer, and think upon this business.",1131
Act II,Scene II,King Claudius,Meantime we thank you for your well-took labour:,1132
Act II,Scene II,King Claudius,Go to your rest; at night we'll feast together:,1133
Act II,Scene II,King Claudius,Most welcome home!,1134
Act II,Scene II,[stage direction],Exeunt VOLTIMAND and CORNELIUS,NA
Act II,Scene II,Lord Polonius,This business is well ended.,1135
Act II,Scene II,Lord Polonius,"My liege, and madam, to expostulate",1136
Act II,Scene II,Lord Polonius,"What majesty should be, what duty is,",1137
Act II,Scene II,Lord Polonius,"Why day is day, night night, and time is time,",1138
Act II,Scene II,Lord Polonius,"Were nothing but to waste night, day and time.",1139
Act II,Scene II,Lord Polonius,"Therefore, since brevity is the soul of wit,",1140
Act II,Scene II,Lord Polonius,"And tediousness the limbs and outward flourishes,",1141
Act II,Scene II,Lord Polonius,I will be brief: your noble son is mad:,1142
Act II,Scene II,Lord Polonius,"Mad call I it; for, to define true madness,",1143
Act II,Scene II,Lord Polonius,What is't but to be nothing else but mad?,1144
Act II,Scene II,Lord Polonius,But let that go.,1145
Act II,Scene II,Queen Gertrude,"More matter, with less art.",1146
Act II,Scene II,Lord Polonius,"Madam, I swear I use no art at all.",1147
Act II,Scene II,Lord Polonius,"That he is mad, 'tis true: 'tis true 'tis pity;",1148
Act II,Scene II,Lord Polonius,And pity 'tis 'tis true: a foolish figure;,1149
Act II,Scene II,Lord Polonius,"But farewell it, for I will use no art.",1150
Act II,Scene II,Lord Polonius,"Mad let us grant him, then: and now remains",1151
Act II,Scene II,Lord Polonius,"That we find out the cause of this effect,",1152
Act II,Scene II,Lord Polonius,"Or rather say, the cause of this defect,",1153
Act II,Scene II,Lord Polonius,For this effect defective comes by cause:,1154
Act II,Scene II,Lord Polonius,"Thus it remains, and the remainder thus. Perpend.",1155
Act II,Scene II,Lord Polonius,I have a daughter--have while she is mine--,1156
Act II,Scene II,Lord Polonius,"Who, in her duty and obedience, mark,",1157
Act II,Scene II,Lord Polonius,"Hath given me this: now gather, and surmise.",1158
Act II,Scene II,[stage direction],Reads,NA
Act II,Scene II,Lord Polonius,"'To the celestial and my soul's idol, the most",1159
Act II,Scene II,Lord Polonius,"beautified Ophelia,'--",1160
Act II,Scene II,Lord Polonius,"That's an ill phrase, a vile phrase; 'beautified' is",1161
Act II,Scene II,Lord Polonius,a vile phrase: but you shall hear. Thus:,1162
Act II,Scene II,[stage direction],Reads,NA
Act II,Scene II,Lord Polonius,"'In her excellent white bosom, these,  &amp; c.'",1163
Act II,Scene II,Queen Gertrude,Came this from Hamlet to her?,1164
Act II,Scene II,Lord Polonius,"Good madam, stay awhile; I will be faithful.",1165
Act II,Scene II,[stage direction],Reads,NA
