act,scene,character,dialogue,line_number
Act IV,Scene IV,Capulet,"The curfew-bell hath rung, 'tis three o'clock:",2483
Act IV,Scene IV,Capulet,"Look to the baked meats, good Angelica:",2484
Act IV,Scene IV,Capulet,Spare not for the cost.,2485
Act IV,Scene IV,Nurse,"Go, you cot-quean, go,",2486
Act IV,Scene IV,Nurse,"Get you to bed; faith, You'll be sick to-morrow",2487
Act IV,Scene IV,Nurse,For this night's watching.,2488
Act IV,Scene IV,Capulet,"No, not a whit: what! I have watch'd ere now",2489
Act IV,Scene IV,Capulet,"All night for lesser cause, and ne'er been sick.",2490
Act IV,Scene IV,Lady Capulet,"Ay, you have been a mouse-hunt in your time;",2491
Act IV,Scene IV,Lady Capulet,But I will watch you from such watching now.,2492
Act IV,Scene IV,[stage direction],Exeunt LADY CAPULET and Nurse,NA
Act IV,Scene IV,Capulet,"A jealous hood, a jealous hood!",2493
Act IV,Scene IV,[stage direction],"Enter three or four Servingmen, with spits, logs, and baskets",NA
Act IV,Scene IV,Capulet,"Now, fellow,",2494
Act IV,Scene IV,Capulet,What's there?,2495
Act IV,Scene IV,First Servant,"Things for the cook, sir; but I know not what.",2496
Act IV,Scene IV,Capulet,"Make haste, make haste.",2497
Act IV,Scene IV,[stage direction],Exit First Servant,NA
Act IV,Scene IV,Capulet,"Sirrah, fetch drier logs:",2498
Act IV,Scene IV,Capulet,"Call Peter, he will show thee where they are.",2499
Act IV,Scene IV,Second Servant,"I have a head, sir, that will find out logs,",2500
Act IV,Scene IV,Second Servant,And never trouble Peter for the matter.,2501
Act IV,Scene IV,[stage direction],Exit,NA
Act IV,Scene IV,Capulet,"Mass, and well said; a merry whoreson, ha!",2502
Act IV,Scene IV,Capulet,"Thou shalt be logger-head. Good faith, 'tis day:",2503
Act IV,Scene IV,Capulet,"The county will be here with music straight,",2504
Act IV,Scene IV,Capulet,For so he said he would: I hear him near.,2505
Act IV,Scene IV,[stage direction],Music within,NA
Act IV,Scene IV,Capulet,"Nurse! Wife! What, ho! What, nurse, I say!",2506
Act IV,Scene IV,[stage direction],Re-enter Nurse,NA
Act IV,Scene IV,Capulet,"Go waken Juliet, go and trim her up;",2507
Act IV,Scene IV,Capulet,"I'll go and chat with Paris: hie, make haste,",2508
Act IV,Scene IV,Capulet,Make haste; the bridegroom he is come already:,2509
Act IV,Scene IV,Capulet,"Make haste, I say.",2510
Act IV,Scene IV,[stage direction],Exeunt,NA
Act IV,Scene V,[stage direction],Enter Nurse,NA
Act IV,Scene V,Nurse,"Mistress! what, mistress! Juliet! fast, I warrant her, she:",2511
Act IV,Scene V,Nurse,"Why, lamb! why, lady! fie, you slug-a-bed!",2512
Act IV,Scene V,Nurse,"Why, love, I say! madam! sweet-heart! why, bride!",2513
Act IV,Scene V,Nurse,"What, not a word? you take your pennyworths now;",2514
Act IV,Scene V,Nurse,"Sleep for a week; for the next night, I warrant,",2515
Act IV,Scene V,Nurse,"The County Paris hath set up his rest,",2516
Act IV,Scene V,Nurse,"That you shall rest but little. God forgive me,",2517
Act IV,Scene V,Nurse,"Marry, and amen, how sound is she asleep!",2518
Act IV,Scene V,Nurse,"I must needs wake her. Madam, madam, madam!",2519
Act IV,Scene V,Nurse,"Ay, let the county take you in your bed;",2520
Act IV,Scene V,Nurse,"He'll fright you up, i' faith. Will it not be?",2521
Act IV,Scene V,[stage direction],Undraws the curtains,NA
Act IV,Scene V,Nurse,"What, dress'd! and in your clothes! and down again!",2522
Act IV,Scene V,Nurse,I must needs wake you; Lady! lady! lady!,2523
Act IV,Scene V,Nurse,"Alas, alas! Help, help! my lady's dead!",2524
Act IV,Scene V,Nurse,"O, well-a-day, that ever I was born!",2525
Act IV,Scene V,Nurse,"Some aqua vitae, ho! My lord! my lady!",2526
Act IV,Scene V,[stage direction],Enter LADY CAPULET,NA
Act IV,Scene V,Lady Capulet,What noise is here?,2527
Act IV,Scene V,Nurse,O lamentable day!,2528
Act IV,Scene V,Lady Capulet,What is the matter?,2529
Act IV,Scene V,Nurse,"Look, look! O heavy day!",2530
Act IV,Scene V,Lady Capulet,"O me, O me! My child, my only life,",2531
Act IV,Scene V,Lady Capulet,"Revive, look up, or I will die with thee!",2532
Act IV,Scene V,Lady Capulet,"Help, help! Call help.",2533
Act IV,Scene V,[stage direction],Enter CAPULET,NA
Act IV,Scene V,Capulet,"For shame, bring Juliet forth; her lord is come.",2534
Act IV,Scene V,Nurse,"She's dead, deceased, she's dead; alack the day!",2535
Act IV,Scene V,Lady Capulet,"Alack the day, she's dead, she's dead, she's dead!",2536
Act IV,Scene V,Capulet,"Ha! let me see her: out, alas! she's cold:",2537
Act IV,Scene V,Capulet,"Her blood is settled, and her joints are stiff;",2538
Act IV,Scene V,Capulet,Life and these lips have long been separated:,2539
Act IV,Scene V,Capulet,Death lies on her like an untimely frost,2540
Act IV,Scene V,Capulet,Upon the sweetest flower of all the field.,2541
Act IV,Scene V,Nurse,O lamentable day!,2542
Act IV,Scene V,Lady Capulet,O woful time!,2543
Act IV,Scene V,Capulet,"Death, that hath ta'en her hence to make me wail,",2544
Act IV,Scene V,Capulet,"Ties up my tongue, and will not let me speak.",2545
Act IV,Scene V,[stage direction],"Enter FRIAR LAURENCE and PARIS, with Musicians",NA
Act IV,Scene V,Friar Laurence,"Come, is the bride ready to go to church?",2546
Act IV,Scene V,Capulet,"Ready to go, but never to return.",2547
Act IV,Scene V,Capulet,O son! the night before thy wedding-day,2548
Act IV,Scene V,Capulet,"Hath Death lain with thy wife. There she lies,",2549
Act IV,Scene V,Capulet,"Flower as she was, deflowered by him.",2550
Act IV,Scene V,Capulet,"Death is my son-in-law, Death is my heir;",2551
Act IV,Scene V,Capulet,"My daughter he hath wedded: I will die,",2552
Act IV,Scene V,Capulet,"And leave him all; life, living, all is Death's.",2553
Act IV,Scene V,Paris,"Have I thought long to see this morning's face,",2554
Act IV,Scene V,Paris,And doth it give me such a sight as this?,2555
Act IV,Scene V,Lady Capulet,"Accursed, unhappy, wretched, hateful day!",2556
Act IV,Scene V,Lady Capulet,Most miserable hour that e'er time saw,2557
Act IV,Scene V,Lady Capulet,In lasting labour of his pilgrimage!,2558
Act IV,Scene V,Lady Capulet,"But one, poor one, one poor and loving child,",2559
Act IV,Scene V,Lady Capulet,"But one thing to rejoice and solace in,",2560
Act IV,Scene V,Lady Capulet,And cruel death hath catch'd it from my sight!,2561
Act IV,Scene V,Nurse,"O woe! O woful, woful, woful day!",2562
Act IV,Scene V,Nurse,"Most lamentable day, most woful day,",2563
Act IV,Scene V,Nurse,"That ever, ever, I did yet behold!",2564
Act IV,Scene V,Nurse,O day! O day! O day! O hateful day!,2565
Act IV,Scene V,Nurse,Never was seen so black a day as this:,2566
Act IV,Scene V,Nurse,"O woful day, O woful day!",2567
Act IV,Scene V,Paris,"Beguiled, divorced, wronged, spited, slain!",2568
Act IV,Scene V,Paris,"Most detestable death, by thee beguil'd,",2569
Act IV,Scene V,Paris,By cruel cruel thee quite overthrown!,2570
Act IV,Scene V,Paris,"O love! O life! not life, but love in death!",2571
Act IV,Scene V,Capulet,"Despised, distressed, hated, martyr'd, kill'd!",2572
Act IV,Scene V,Capulet,"Uncomfortable time, why camest thou now",2573
Act IV,Scene V,Capulet,"To murder, murder our solemnity?",2574
Act IV,Scene V,Capulet,"O child! O child! my soul, and not my child!",2575
Act IV,Scene V,Capulet,Dead art thou! Alack! my child is dead;,2576
Act IV,Scene V,Capulet,And with my child my joys are buried.,2577
Act IV,Scene V,Friar Laurence,"Peace, ho, for shame! confusion's cure lives not",2578
Act IV,Scene V,Friar Laurence,In these confusions. Heaven and yourself,2579
Act IV,Scene V,Friar Laurence,"Had part in this fair maid; now heaven hath all,",2580
Act IV,Scene V,Friar Laurence,And all the better is it for the maid:,2581
Act IV,Scene V,Friar Laurence,"Your part in her you could not keep from death,",2582
Act IV,Scene V,Friar Laurence,But heaven keeps his part in eternal life.,2583
Act IV,Scene V,Friar Laurence,The most you sought was her promotion;,2584
Act IV,Scene V,Friar Laurence,For 'twas your heaven she should be advanced:,2585
Act IV,Scene V,Friar Laurence,"And weep ye now, seeing she is advanced",2586
Act IV,Scene V,Friar Laurence,"Above the clouds, as high as heaven itself?",2587
Act IV,Scene V,Friar Laurence,"O, in this love, you love your child so ill,",2588
Act IV,Scene V,Friar Laurence,"That you run mad, seeing that she is well:",2589
Act IV,Scene V,Friar Laurence,She's not well married that lives married long;,2590
Act IV,Scene V,Friar Laurence,But she's best married that dies married young.,2591
Act IV,Scene V,Friar Laurence,"Dry up your tears, and stick your rosemary",2592
Act IV,Scene V,Friar Laurence,"On this fair corse; and, as the custom is,",2593
Act IV,Scene V,Friar Laurence,In all her best array bear her to church:,2594
Act IV,Scene V,Friar Laurence,"For though fond nature bids us an lament,",2595
Act IV,Scene V,Friar Laurence,Yet nature's tears are reason's merriment.,2596
Act IV,Scene V,Capulet,"All things that we ordained festival,",2597
Act IV,Scene V,Capulet,Turn from their office to black funeral;,2598
Act IV,Scene V,Capulet,"Our instruments to melancholy bells,",2599
Act IV,Scene V,Capulet,"Our wedding cheer to a sad burial feast,",2600
Act IV,Scene V,Capulet,"Our solemn hymns to sullen dirges change,",2601
Act IV,Scene V,Capulet,"Our bridal flowers serve for a buried corse,",2602
Act IV,Scene V,Capulet,And all things change them to the contrary.,2603
Act IV,Scene V,Friar Laurence,"Sir, go you in; and, madam, go with him;",2604
Act IV,Scene V,Friar Laurence,"And go, Sir Paris; every one prepare",2605
Act IV,Scene V,Friar Laurence,To follow this fair corse unto her grave:,2606
Act IV,Scene V,Friar Laurence,The heavens do lour upon you for some ill;,2607
Act IV,Scene V,Friar Laurence,Move them no more by crossing their high will.,2608
Act IV,Scene V,[stage direction],"Exeunt CAPULET, LADY CAPULET, PARIS, and FRIAR LAURENCE",NA
Act IV,Scene V,First Musician,"Faith, we may put up our pipes, and be gone.",2609
Act IV,Scene V,Nurse,"Honest goodfellows, ah, put up, put up;",2610
Act IV,Scene V,Nurse,"For, well you know, this is a pitiful case.",2611
Act IV,Scene V,[stage direction],Exit,NA
Act IV,Scene V,First Musician,"Ay, by my troth, the case may be amended.",2612
Act IV,Scene V,[stage direction],Enter PETER,NA
Act IV,Scene V,Peter,"Musicians, O, musicians, 'Heart's ease, Heart's",2613
Act IV,Scene V,Peter,"ease:' O, an you will have me live, play 'Heart's ease.'",2614
Act IV,Scene V,First Musician,Why 'Heart's ease?',2615
Act IV,Scene V,Peter,"O, musicians, because my heart itself plays 'My",2616
Act IV,Scene V,Peter,"heart is full of woe:' O, play me some merry dump,",2617
Act IV,Scene V,Peter,to comfort me.,2618
Act IV,Scene V,First Musician,Not a dump we; 'tis no time to play now.,2619
Act IV,Scene V,Peter,"You will not, then?",2620
Act IV,Scene V,First Musician,No.,2621
Act IV,Scene V,Peter,I will then give it you soundly.,2622
Act IV,Scene V,First Musician,What will you give us?,2623
Act IV,Scene V,Peter,"No money, on my faith, but the gleek;",2624
Act IV,Scene V,Peter,I will give you the minstrel.,2625
Act IV,Scene V,First Musician,Then I will give you the serving-creature.,2626
Act IV,Scene V,Peter,Then will I lay the serving-creature's dagger on,2627
Act IV,Scene V,Peter,"your pate. I will carry no crotchets: I'll re you,",2628
Act IV,Scene V,Peter,I'll fa you; do you note me?,2629
Act IV,Scene V,First Musician,"An you re us and fa us, you note us.",2630
Act IV,Scene V,Second Musician,"Pray you, put up your dagger, and put out your wit.",2631
Act IV,Scene V,Peter,Then have at you with my wit! I will dry-beat you,2632
Act IV,Scene V,Peter,"with an iron wit, and put up my iron dagger. Answer",2633
Act IV,Scene V,Peter,me like men:,2634
Act IV,Scene V,Peter,"'When griping grief the heart doth wound,",2635
Act IV,Scene V,Peter,"And doleful dumps the mind oppress,",2636
Act IV,Scene V,Peter,Then music with her silver sound'--,2637
Act IV,Scene V,Peter,why 'silver sound'? why 'music with her silver,2638
Act IV,Scene V,Peter,"sound'? What say you, Simon Catling?",2639
Act IV,Scene V,Musician,"Marry, sir, because silver hath a sweet sound.",2640
Act IV,Scene V,Peter,"Pretty! What say you, Hugh Rebeck?",2641
Act IV,Scene V,Second Musician,"I say 'silver sound,' because musicians sound for silver.",2642
Act IV,Scene V,Peter,"Pretty too! What say you, James Soundpost?",2643
Act IV,Scene V,Third Musician,"Faith, I know not what to say.",2644
Act IV,Scene V,Peter,"O, I cry you mercy; you are the singer: I will say",2645
Act IV,Scene V,Peter,"for you. It is 'music with her silver sound,'",2646
Act IV,Scene V,Peter,because musicians have no gold for sounding:,2647
Act IV,Scene V,Peter,'Then music with her silver sound,2648
Act IV,Scene V,Peter,With speedy help doth lend redress.',2649
Act IV,Scene V,[stage direction],Exit,NA
Act IV,Scene V,First Musician,What a pestilent knave is this same!,2650
Act IV,Scene V,Second Musician,"Hang him, Jack! Come, we'll in here; tarry for the",2651
Act IV,Scene V,Second Musician,"mourners, and stay dinner.",2652
Act IV,Scene V,[stage direction],Exeunt,NA
Act V,Scene I,[stage direction],Enter ROMEO,NA
Act V,Scene I,Romeo,"If I may trust the flattering truth of sleep,",2653
Act V,Scene I,Romeo,My dreams presage some joyful news at hand:,2654
Act V,Scene I,Romeo,My bosom's lord sits lightly in his throne;,2655
Act V,Scene I,Romeo,And all this day an unaccustom'd spirit,2656
Act V,Scene I,Romeo,Lifts me above the ground with cheerful thoughts.,2657
Act V,Scene I,Romeo,I dreamt my lady came and found me dead--,2658
Act V,Scene I,Romeo,"Strange dream, that gives a dead man leave",2659
Act V,Scene I,Romeo,to think!--,2660
Act V,Scene I,Romeo,"And breathed such life with kisses in my lips,",2661
Act V,Scene I,Romeo,"That I revived, and was an emperor.",2662
Act V,Scene I,Romeo,"Ah me! how sweet is love itself possess'd,",2663
Act V,Scene I,Romeo,When but love's shadows are so rich in joy!,2664
Act V,Scene I,[stage direction],"Enter BALTHASAR, booted",NA
Act V,Scene I,Romeo,"News from Verona!--How now, Balthasar!",2665
Act V,Scene I,Romeo,Dost thou not bring me letters from the friar?,2666
Act V,Scene I,Romeo,How doth my lady? Is my father well?,2667
Act V,Scene I,Romeo,How fares my Juliet? that I ask again;,2668
Act V,Scene I,Romeo,"For nothing can be ill, if she be well.",2669
Act V,Scene I,Balthasar,"Then she is well, and nothing can be ill:",2670
Act V,Scene I,Balthasar,"Her body sleeps in Capel's monument,",2671
Act V,Scene I,Balthasar,And her immortal part with angels lives.,2672
Act V,Scene I,Balthasar,"I saw her laid low in her kindred's vault,",2673
Act V,Scene I,Balthasar,And presently took post to tell it you:,2674
Act V,Scene I,Balthasar,"O, pardon me for bringing these ill news,",2675
Act V,Scene I,Balthasar,"Since you did leave it for my office, sir.",2676
Act V,Scene I,Romeo,"Is it even so? then I defy you, stars!",2677
Act V,Scene I,Romeo,"Thou know'st my lodging: get me ink and paper,",2678
Act V,Scene I,Romeo,And hire post-horses; I will hence to-night.,2679
Act V,Scene I,Balthasar,"I do beseech you, sir, have patience:",2680
Act V,Scene I,Balthasar,"Your looks are pale and wild, and do import",2681
Act V,Scene I,Balthasar,Some misadventure.,2682
Act V,Scene I,Romeo,"Tush, thou art deceived:",2683
Act V,Scene I,Romeo,"Leave me, and do the thing I bid thee do.",2684
Act V,Scene I,Romeo,Hast thou no letters to me from the friar?,2685
Act V,Scene I,Balthasar,"No, my good lord.",2686
Act V,Scene I,Romeo,"No matter: get thee gone,",2687
Act V,Scene I,Romeo,And hire those horses; I'll be with thee straight.,2688
Act V,Scene I,[stage direction],Exit BALTHASAR,NA
Act V,Scene I,Romeo,"Well, Juliet, I will lie with thee to-night.",2689
Act V,Scene I,Romeo,"Let's see for means: O mischief, thou art swift",2690
Act V,Scene I,Romeo,To enter in the thoughts of desperate men!,2691
Act V,Scene I,Romeo,"I do remember an apothecary,--",2692
Act V,Scene I,Romeo,"And hereabouts he dwells,--which late I noted",2693
Act V,Scene I,Romeo,"In tatter'd weeds, with overwhelming brows,",2694
Act V,Scene I,Romeo,"Culling of simples; meagre were his looks,",2695
Act V,Scene I,Romeo,Sharp misery had worn him to the bones:,2696
Act V,Scene I,Romeo,"And in his needy shop a tortoise hung,",2697
Act V,Scene I,Romeo,"An alligator stuff'd, and other skins",2698
Act V,Scene I,Romeo,Of ill-shaped fishes; and about his shelves,2699
Act V,Scene I,Romeo,"A beggarly account of empty boxes,",2700
Act V,Scene I,Romeo,"Green earthen pots, bladders and musty seeds,",2701
Act V,Scene I,Romeo,"Remnants of packthread and old cakes of roses,",2702
Act V,Scene I,Romeo,"Were thinly scatter'd, to make up a show.",2703
Act V,Scene I,Romeo,"Noting this penury, to myself I said",2704
Act V,Scene I,Romeo,"'An if a man did need a poison now,",2705
Act V,Scene I,Romeo,"Whose sale is present death in Mantua,",2706
Act V,Scene I,Romeo,Here lives a caitiff wretch would sell it him.',2707
Act V,Scene I,Romeo,"O, this same thought did but forerun my need;",2708
Act V,Scene I,Romeo,And this same needy man must sell it me.,2709
Act V,Scene I,Romeo,"As I remember, this should be the house.",2710
Act V,Scene I,Romeo,"Being holiday, the beggar's shop is shut.",2711
Act V,Scene I,Romeo,"What, ho! apothecary!",2712
Act V,Scene I,[stage direction],Enter Apothecary,NA
Act V,Scene I,Apothecary,Who calls so loud?,2713
Act V,Scene I,Romeo,"Come hither, man. I see that thou art poor:",2714
Act V,Scene I,Romeo,"Hold, there is forty ducats: let me have",2715
Act V,Scene I,Romeo,"A dram of poison, such soon-speeding gear",2716
Act V,Scene I,Romeo,As will disperse itself through all the veins,2717
Act V,Scene I,Romeo,That the life-weary taker may fall dead,2718
Act V,Scene I,Romeo,And that the trunk may be discharged of breath,2719
Act V,Scene I,Romeo,As violently as hasty powder fired,2720
Act V,Scene I,Romeo,Doth hurry from the fatal cannon's womb.,2721
Act V,Scene I,Apothecary,Such mortal drugs I have; but Mantua's law,2722
Act V,Scene I,Apothecary,Is death to any he that utters them.,2723
Act V,Scene I,Romeo,"Art thou so bare and full of wretchedness,",2724
Act V,Scene I,Romeo,"And fear'st to die? famine is in thy cheeks,",2725
Act V,Scene I,Romeo,"Need and oppression starveth in thine eyes,",2726
Act V,Scene I,Romeo,Contempt and beggary hangs upon thy back;,2727
Act V,Scene I,Romeo,The world is not thy friend nor the world's law;,2728
Act V,Scene I,Romeo,The world affords no law to make thee rich;,2729
Act V,Scene I,Romeo,"Then be not poor, but break it, and take this.",2730
Act V,Scene I,Apothecary,"My poverty, but not my will, consents.",2731
Act V,Scene I,Romeo,"I pay thy poverty, and not thy will.",2732
Act V,Scene I,Apothecary,"Put this in any liquid thing you will,",2733
Act V,Scene I,Apothecary,"And drink it off; and, if you had the strength",2734
Act V,Scene I,Apothecary,"Of twenty men, it would dispatch you straight.",2735
Act V,Scene I,Romeo,"There is thy gold, worse poison to men's souls,",2736
Act V,Scene I,Romeo,"Doing more murders in this loathsome world,",2737
Act V,Scene I,Romeo,Than these poor compounds that thou mayst not sell.,2738
Act V,Scene I,Romeo,I sell thee poison; thou hast sold me none.,2739
Act V,Scene I,Romeo,"Farewell: buy food, and get thyself in flesh.",2740
Act V,Scene I,Romeo,"Come, cordial and not poison, go with me",2741
Act V,Scene I,Romeo,To Juliet's grave; for there must I use thee.,2742
Act V,Scene I,[stage direction],Exeunt,NA
Act V,Scene II,[stage direction],Enter FRIAR JOHN,NA
Act V,Scene II,Friar John,"Holy Franciscan friar! brother, ho!",2743
Act V,Scene II,[stage direction],Enter FRIAR LAURENCE,NA
Act V,Scene II,Friar Laurence,This same should be the voice of Friar John.,2744
Act V,Scene II,Friar Laurence,Welcome from Mantua: what says Romeo?,2745
Act V,Scene II,Friar Laurence,"Or, if his mind be writ, give me his letter.",2746
Act V,Scene II,Friar John,Going to find a bare-foot brother out,2747
Act V,Scene II,Friar John,"One of our order, to associate me,",2748
Act V,Scene II,Friar John,"Here in this city visiting the sick,",2749
Act V,Scene II,Friar John,"And finding him, the searchers of the town,",2750
Act V,Scene II,Friar John,Suspecting that we both were in a house,2751
Act V,Scene II,Friar John,"Where the infectious pestilence did reign,",2752
Act V,Scene II,Friar John,"Seal'd up the doors, and would not let us forth;",2753
Act V,Scene II,Friar John,So that my speed to Mantua there was stay'd.,2754
Act V,Scene II,Friar Laurence,"Who bare my letter, then, to Romeo?",2755
Act V,Scene II,Friar John,"I could not send it,--here it is again,--",2756
Act V,Scene II,Friar John,"Nor get a messenger to bring it thee,",2757
Act V,Scene II,Friar John,So fearful were they of infection.,2758
Act V,Scene II,Friar Laurence,"Unhappy fortune! by my brotherhood,",2759
Act V,Scene II,Friar Laurence,The letter was not nice but full of charge,2760
Act V,Scene II,Friar Laurence,"Of dear import, and the neglecting it",2761
Act V,Scene II,Friar Laurence,"May do much danger. Friar John, go hence;",2762
Act V,Scene II,Friar Laurence,"Get me an iron crow, and bring it straight",2763
Act V,Scene II,Friar Laurence,Unto my cell.,2764
Act V,Scene II,Friar John,"Brother, I'll go and bring it thee.",2765
Act V,Scene II,[stage direction],Exit,NA
Act V,Scene II,Friar Laurence,Now must I to the monument alone;,2766
Act V,Scene II,Friar Laurence,Within three hours will fair Juliet wake:,2767
Act V,Scene II,Friar Laurence,She will beshrew me much that Romeo,2768
Act V,Scene II,Friar Laurence,Hath had no notice of these accidents;,2769
Act V,Scene II,Friar Laurence,"But I will write again to Mantua,",2770
Act V,Scene II,Friar Laurence,And keep her at my cell till Romeo come;,2771
Act V,Scene II,Friar Laurence,"Poor living corse, closed in a dead man's tomb!",2772
Act V,Scene II,[stage direction],Exit,NA
Act V,Scene III,[stage direction],"Enter PARIS, and his Page bearing flowers and a torch",NA
Act V,Scene III,Paris,"Give me thy torch, boy: hence, and stand aloof:",2773
Act V,Scene III,Paris,"Yet put it out, for I would not be seen.",2774
Act V,Scene III,Paris,"Under yond yew-trees lay thee all along,",2775
Act V,Scene III,Paris,Holding thine ear close to the hollow ground;,2776
Act V,Scene III,Paris,"So shall no foot upon the churchyard tread,",2777
Act V,Scene III,Paris,"Being loose, unfirm, with digging up of graves,",2778
Act V,Scene III,Paris,"But thou shalt hear it: whistle then to me,",2779
Act V,Scene III,Paris,As signal that thou hear'st something approach.,2780
Act V,Scene III,Paris,"Give me those flowers. Do as I bid thee, go.",2781
Act V,Scene III,Page,[Aside]  I am almost afraid to stand alone,2782
Act V,Scene III,Page,Here in the churchyard; yet I will adventure.,2783
Act V,Scene III,[stage direction],Retires,NA
Act V,Scene III,Paris,"Sweet flower, with flowers thy bridal bed I strew,--",2784
Act V,Scene III,Paris,O woe! thy canopy is dust and stones;--,2785
Act V,Scene III,Paris,"Which with sweet water nightly I will dew,",2786
Act V,Scene III,Paris,"Or, wanting that, with tears distill'd by moans:",2787
Act V,Scene III,Paris,The obsequies that I for thee will keep,2788
Act V,Scene III,Paris,Nightly shall be to strew thy grave and weep.,2789
Act V,Scene III,[stage direction],The Page whistles,NA
Act V,Scene III,Paris,The boy gives warning something doth approach.,2790
Act V,Scene III,Paris,"What cursed foot wanders this way to-night,",2791
Act V,Scene III,Paris,To cross my obsequies and true love's rite?,2792
Act V,Scene III,Paris,"What with a torch! muffle me, night, awhile.",2793
Act V,Scene III,[stage direction],Retires,NA
Act V,Scene III,[stage direction],"Enter ROMEO and BALTHASAR, with a torch, mattock,  &amp; c",NA
Act V,Scene III,Romeo,Give me that mattock and the wrenching iron.,2794
Act V,Scene III,Romeo,"Hold, take this letter; early in the morning",2795
Act V,Scene III,Romeo,See thou deliver it to my lord and father.,2796
Act V,Scene III,Romeo,"Give me the light: upon thy life, I charge thee,",2797
Act V,Scene III,Romeo,"Whate'er thou hear'st or seest, stand all aloof,",2798
Act V,Scene III,Romeo,And do not interrupt me in my course.,2799
Act V,Scene III,Romeo,"Why I descend into this bed of death,",2800
Act V,Scene III,Romeo,Is partly to behold my lady's face;,2801
Act V,Scene III,Romeo,But chiefly to take thence from her dead finger,2802
Act V,Scene III,Romeo,"A precious ring, a ring that I must use",2803
Act V,Scene III,Romeo,"In dear employment: therefore hence, be gone:",2804
Act V,Scene III,Romeo,"But if thou, jealous, dost return to pry",2805
Act V,Scene III,Romeo,"In what I further shall intend to do,",2806
Act V,Scene III,Romeo,"By heaven, I will tear thee joint by joint",2807
Act V,Scene III,Romeo,And strew this hungry churchyard with thy limbs:,2808
Act V,Scene III,Romeo,"The time and my intents are savage-wild,",2809
Act V,Scene III,Romeo,More fierce and more inexorable far,2810
Act V,Scene III,Romeo,Than empty tigers or the roaring sea.,2811
Act V,Scene III,Balthasar,"I will be gone, sir, and not trouble you.",2812
Act V,Scene III,Romeo,So shalt thou show me friendship. Take thou that:,2813
Act V,Scene III,Romeo,"Live, and be prosperous: and farewell, good fellow.",2814
Act V,Scene III,Balthasar,"[Aside]  For all this same, I'll hide me hereabout:",2815
Act V,Scene III,Balthasar,"His looks I fear, and his intents I doubt.",2816
Act V,Scene III,[stage direction],Retires,NA
Act V,Scene III,Romeo,"Thou detestable maw, thou womb of death,",2817
Act V,Scene III,Romeo,"Gorged with the dearest morsel of the earth,",2818
Act V,Scene III,Romeo,"Thus I enforce thy rotten jaws to open,",2819
Act V,Scene III,Romeo,"And, in despite, I'll cram thee with more food!",2820
Act V,Scene III,[stage direction],Opens the tomb,NA
Act V,Scene III,Paris,"This is that banish'd haughty Montague,",2821
Act V,Scene III,Paris,"That murder'd my love's cousin, with which grief,",2822
Act V,Scene III,Paris,"It is supposed, the fair creature died;",2823
Act V,Scene III,Paris,And here is come to do some villanous shame,2824
Act V,Scene III,Paris,To the dead bodies: I will apprehend him.,2825
Act V,Scene III,[stage direction],Comes forward,NA
Act V,Scene III,Paris,"Stop thy unhallow'd toil, vile Montague!",2826
Act V,Scene III,Paris,Can vengeance be pursued further than death?,2827
Act V,Scene III,Paris,"Condemned villain, I do apprehend thee:",2828
Act V,Scene III,Paris,"Obey, and go with me; for thou must die.",2829
Act V,Scene III,Romeo,I must indeed; and therefore came I hither.,2830
Act V,Scene III,Romeo,"Good gentle youth, tempt not a desperate man;",2831
Act V,Scene III,Romeo,"Fly hence, and leave me: think upon these gone;",2832
Act V,Scene III,Romeo,"Let them affright thee. I beseech thee, youth,",2833
Act V,Scene III,Romeo,"Put not another sin upon my head,",2834
Act V,Scene III,Romeo,"By urging me to fury: O, be gone!",2835
Act V,Scene III,Romeo,"By heaven, I love thee better than myself;",2836
Act V,Scene III,Romeo,For I come hither arm'd against myself:,2837
Act V,Scene III,Romeo,"Stay not, be gone; live, and hereafter say,",2838
Act V,Scene III,Romeo,A madman's mercy bade thee run away.,2839
Act V,Scene III,Paris,"I do defy thy conjurations,",2840
Act V,Scene III,Paris,And apprehend thee for a felon here.,2841
Act V,Scene III,Romeo,"Wilt thou provoke me? then have at thee, boy!",2842
Act V,Scene III,[stage direction],They fight,NA
Act V,Scene III,Page,"O Lord, they fight! I will go call the watch.",2843
Act V,Scene III,[stage direction],Exit,NA
Act V,Scene III,Paris,"O, I am slain!",2844
Act V,Scene III,[stage direction],Falls,NA
Act V,Scene III,Paris,"If thou be merciful,",2845
Act V,Scene III,Paris,"Open the tomb, lay me with Juliet.",2846
Act V,Scene III,[stage direction],Dies,NA
Act V,Scene III,Romeo,"In faith, I will. Let me peruse this face.",2847
Act V,Scene III,Romeo,"Mercutio's kinsman, noble County Paris!",2848
Act V,Scene III,Romeo,"What said my man, when my betossed soul",2849
Act V,Scene III,Romeo,Did not attend him as we rode? I think,2850
Act V,Scene III,Romeo,He told me Paris should have married Juliet:,2851
Act V,Scene III,Romeo,Said he not so? or did I dream it so?,2852
Act V,Scene III,Romeo,"Or am I mad, hearing him talk of Juliet,",2853
Act V,Scene III,Romeo,"To think it was so? O, give me thy hand,",2854
Act V,Scene III,Romeo,One writ with me in sour misfortune's book!,2855
Act V,Scene III,Romeo,I'll bury thee in a triumphant grave;,2856
