author,name,user_nber,user_repec
w6733.2,Patrick F Rowland,NA,NA
w6737.3,Wendy Edelberg,wendy_edelberg,NA
w6738.2,Jongwoo Kim,jongwoo_kim,NA
w6739.2,James Andreoni,james_andreoni,pan31
w6743.2,Joel M Podolny,joel_podolny,NA
w6744.1,Dina Mayzlin,dina_mayzlin,NA
w6744.2,John Kim,john_kim,NA
w6751.1,Martin Pesendorfer,martin_pesendorfer,ppe80
w6757.1,Julian R Betts,julian_betts,NA
w6757.2,Magnus Lofstrom,magnus_lofstrom,plo12
w6759.1,Matias Eklof,NA,NA
w6759.2,Soren Blomquist,soren_blomquist,pbl164
w6761.2,Sharon M Oster,sharon_oster,NA
w6763.2,Sydney C Ludvigson,sydney_ludvigson,plu153
w6764.1,Guillermina Jasso,guillermina_jasso,NA
w6764.3,Mark R Rosenzweig,mark_rosenzweig,pro558
w6766.1,A Abigail Payne,abigail_payne,ppa10
w6769.1,Karen Norberg,karen_norberg,pno208
w6772.3,Sarah E Turner,sarah_turner,ptu103
w6773.1,David L Carr,david_carr,NA
w6773.3,Keith E Maskus,NA,NA
w6777.4,Todd R Stinebrickner,todd_stinebrickner,pst255
w6786.2,Robert Witt,rjwitt,pwi138
w6791.1,Hubert Kempf,hubert_kempf,pke25
w6795.1,Efe A Ok,NA,NA
w6797.1,Guy Meredith,guy_meredith,NA
w6798.3,Magaly Queralt,mqueralt,NA
w6802.2,Vincenzo Guzzo,NA,NA
w6803.1,C J Krizan,cornell_krizan,NA
w6803.3,Lucia S Foster,lucia_foster,pfo74
w6807.1,Marianne Bertrand,marianne_bertrand,pbe697
w6807.2,Sendhil Mullainathan,sendhil_mullainathan,pmu103
w6814.2,David A Stangeland,NA,NA
w6816.1,Fredrik Sjoholm,fredrik_sjoholm,NA
w6818.1,Frank Verboven,NA,NA
w6819.1,Paul G Mahoney,paul_mahoney,NA
w6822.1,Dennis N Epple,dennis_epple,pep21
w6822.2,Holger Sieg,holger_sieg,NA
w6823.2,Kimberly DeTrask,NA,NA
w6826.1,Kenneth Y Chay,kenneth_chay,pch800
w6826.2,Michael Greenstone,michael_greenstone,pgr38
w6827.1,Eva Gutierrez,NA,NA
w6828.2,Claudio E Raddatz,claudio_raddatz,pra328
w6836.2,Patricia Reagan,patricia_reagan,NA
w6839.1,Elena Ranguelova,elena_ranguelova,NA
w6841.2,Jan Eeckhout,jan_eeckhout,pee1
w6843.1,Arvind Krishnamurthy,arvind_krishnamurthy,NA
w6845.3,Jinyong Hahn,jinyong_hahn,pha1189
w6849.1,Andrew D Mellinger,andrew_mellinger,NA
w6849.3,John Luke Gallup,john_luke_gallup,NA
w6858.2,Gary D Hansen,gary_hansen,pha52
w6860.1,Daniel Altman,altman,NA
w6861.1,Ataman Ozyildirim,ataman_ozyildirim,NA
w6861.3,Norman R Swanson,norman_swanson,psw10
w6865.3,William B Vogt,william_vogt,pvo14
w6872.2,Thomas C Buchmueller,thomas_buchmueller,pbu179
w6873.1,Bridget Terry Long,bridget_long,plo320
w6877.2,Panos Pashardes,NA,NA
w6880.2,Jun Liu,jun_liu,NA
w6885.2,Mark H Lang,NA,NA
w6889.1,Cedric Tille,cedric_tille,pti5
w6890.2,Paul B Ellickson,paul_ellickson,pel140
w6893.1,Amil Petrin,amil_petrin,NA
w6894.1,Joanne Spetz,jojospetz,NA
w6895.2,Elizabeth Richardson Vigdor,elizabeth_richardson_vigdor,NA
w6908.2,John D Straub,john_straub,NA
w6910.2,Julie Lee,julielee,NA
w6913.2,Leslie A Jeng,ljeng,NA
w6922.1,Erkki Koskela,NA,NA
w6922.3,Ronnie Schob,ronnie_schob,psc185
w6923.2,Zadia M Feliciano,zadia_feliciano,NA
w6929.1,James F Refalo,NA,NA
w6935.1,Joe Prendergast,joe_prendergast,NA
w6938.2,Marcel Kahan,marcel_kahan,NA
w6939.2,Lloyd D Johnston,NA,NA
w6939.4,Patrick M O'Malley,NA,NA
w6940.1,Brett W Wendling,NA,NA
w6940.2,Gary A Zarkin,NA,NA
w6940.3,Jeremy W Bray,NA,NA
w6942.1,David L Lindauer,NA,NA
w6944.1,Jack R Porter,jack__porter,NA
w6947.1,Jarle Moen,jarle_moen,NA
w6951.1,George Triantis,george_triantis,NA
w6951.3,Reinier Kraakman,reinier_kraakman,NA
w6952.2,Torben Tranaes,NA,NA
w6955.2,Tarun Khanna,tarun_khanna,NA
w6956.2,Tanguy van Ypersele,tanguy,NA
w6961.2,Paul Labys,paul_labys,NA
w6963.1,Alvin E Roth,alvin_roth,pro40
w6963.2,Elliott Peranson,NA,NA
w6968.2,Woochan Kim,woochan_kim,pki10
w6970.1,Fred T Goldberg,fred_goldberg,NA
w6970.2,Michael J Graetz,michael_graetz,NA
w6971.2,Irving Shapiro,irving_shapiro,NA
w6975.1,Rebecca Menes,rebecca_menes,NA
w6976.1,Jaroslava K Mykula,NA,NA
w6981.2,Rita Balaban,NA,NA
w6982.2,Olivier Deschenes,olivier_deschenes,pde468
w6989.2,Julia Lynn Coronado,julia_coronado,NA
w6989.3,Thomas Glass,thomas_glass,NA
w6997.4,Kimberly Bayard,kimberly_bayard,NA
w6999.2,Rosemary T Hyson,rosemary_hyson,NA
w7005.2,Jeffrey R Brown,jeffrey_brown,pbr264
w7012.2,Subramanian Rangan,NA,NA
w7014.2,Martin Uribe,martin_uribe,NA
w7017.1,Christopher J Gust,christopher_gust,pgu329
w7020.1,Jane Saly,NA,NA
w7020.3,Steven Huddart,NA,NA
w7024.2,Pierre Azoulay,pierre_azoulay,NA
w7027.2,Robert J Vigfusson,robert_vigfusson,pvi18
w7029.1,Francisco J Gomes,francisco_gomes,pgo69
w7029.2,Joao F Cocco,joao_cocco,NA
w7029.4,Pascal J Maenhout,pascal_maenhout,NA
w7031.1,John McHale,john_mchale,pmc145
w7032.1,Evan G Gatev,evan_gatev,NA
w7032.2,K Geert Rouwenhorst,geert_rouwenhorst,pro146
w7033.1,Massimo Massa,massimo_massa,NA
w7041.2,Philip Oreopoulos,philip_oreopoulos,por38
w7049.1,Dimitri Vittas,dimitri_vittas,NA
w7049.2,Estelle James,estelle_james,NA
w7049.3,Gary Ferrier,gary_ferrier,NA
w7049.4,James Smalhout,NA,NA
w7054.3,Raymond Robertson,raymond_robertson,pro310
w7059.2,Sarah E West,sarah_west,pwe92
w7062.2,Rose Marie Ham,NA,NA
w7063.1,Ennio Stacchetti,ennio_stacchetti,NA
w7069.2,Jessica A Wachter,jessica_wachter,pwa346
w7069.3,Klaas Baks,kbaks,NA
w7070.1,Hugo A Hopenhayn,hugo_hopenhayn,pho217
w7070.2,Matthew F Mitchell,matthew_mitchell,pmi30
w7073.2,William M Rodgers III,NA,NA
w7075.1,Joseph Farrell,joseph_farrell,pfa35
w7081.2,Francisco Rodriguez,francisco_rodriguez,pro212
w7091.3,Sona Shrestha,NA,NA
w7092.1,Daniel N Shaviro,daniel_shaviro,NA
w7093.1,Daniel Kaufmann,dankaufmann,pka480
w7096.1,Hilary Sigman,hilary_sigman,psi55
w7098.2,John Van Reenen,john_vanreenen,pva45
w7103.1,Jean Geanakoplos,NA,NA
w7105.2,Jun Pan,jun_pan,ppa1004
w7108.2,Beatrice Weder,beatrice_weder,pwe114
w7109.2,Matthew E Kahn,matthew_kahn,pka41
w7110.2,Wei Li,wei_li,NA
w7121.2,Robert D Putnam,NA,NA
w7122.1,Bruce A Weinberg,bruce_weinberg,pwe74
w7123.2,Matthias Kahl,matthias_kahl,NA
w7124.1,David S Kaplan,dkaplannyc,NA
w7127.1,C Lanier Benkard,lanier_benkard,NA
w7131.3,Wilbert van der Klaauw,wilbert_van_der_klaauw,pva186
w7136.1,Erik Brynjolfsson,erik_brynjolfsson,pbr87
w7136.2,Lorin M Hitt,lorin_hitt,phi98
w7138.1,Michael Baker,michael_baker,pba400
w7144.2,Martin Lettau,martin_lettau,ple27
w7149.1,Peter Sattler,NA,NA
w7155.2,Eliana La Ferrara,eliana_laferrara,pla68
w7157.1,David Tat-Chee Ng,david_ng,png43
w7157.2,Paul Sengmueller,NA,NA
w7158.3,Wing Suen,wing_suen,psu33
w7165.1,Harumi Ito,harumi_ito,NA
w7166.1,Jens Ludwig,jens_ludwig,NA
w7167.2,Junsen Zhang,junsen_zhang,pzh194
w7167.3,Xin Meng,xin_meng,pme170
w7168.1,Amy Finkelstein,amy_finkelstein,pfi264
w7175.1,Frederik P Schlingemann,frederik_schlingemann,psc684
w7175.2,Ralph A Walkling,NA,NA
w7183.2,James Sefton,NA,NA
w7183.4,Martin Weale,NA,NA
w7185.1,Jonathan D Levin,jonathan_levin,ple318
w7186.2,Michael Edelstein,edelsteincpa,NA
w7189.2,Vitor Trindade,vitor_trindade,ptr67
w7190.2,Mikael Lindahl,mikael_lindahl,pli213
w7192.1,Clemens Sialm,clemens_sialm,psi59
w7194.2,Jed Friedman,jed_friedman,pfr136
w7197.1,Erling Barth,erling_barth,NA
w7197.2,Harald Dale-Olsen,harald_dale-olsen,NA
w7201.3,Qiao Liu,qiao_liu,NA
w7207.4,Silvia Ardagna,silvia_ardagna,NA
w7208.1,Krishna B Kumar,krishna_kumar,pku33
w7212.1,Chi Zhang,tbuc99,NA
w7213.3,Richard Stanton,richard_stanton,NA
w7215.1,Hsiu-Lang Chen,hsiulang_chen,NA
w7216.1,Christine L Soutter,NA,NA
w7220.1,Ming Huang,ming_huang,NA
w7220.3,Tano Santos,tano_santos,NA
w7221.1,Alec Ian Gershberg,alec_gershberg,NA
w7222.1,Atreya Chakraborty,atreya_chakraborty,pch70
w7222.2,Mark Kazarosian,NA,NA
w7223.3,Theodore Sougiannis,NA,NA
w7226.2,Anthony A Braga,anthony_braga,NA
w7226.3,David M Kennedy,david_m_kennedy,NA
w7226.4,Suzanne J Cooper,suzanne_cooper,NA
w7227.1,James Monks,james_monks,pmo862
w7231.3,Luca Flabbi,luca_flabbi,pfl26
w7232.1,Allen Ferrell,allen_ferrell,NA
w7234.1,Peter N Ireland,peter_ireland,pir1
w7236.2,Paul J Devereaux,paul_devereux,pde187
w7241.2,Richard N Rosett,richard_rosett,NA
w7243.1,John W R Phillips,john_phillips,NA
w7245.1,Nikolaos Panigirtzoglou,nbernik,NA
w7246.1,K C John Wei,NA,NA
w7252.1,Katsunori Watanabe,NA,NA
w7252.2,Takayuki Watanabe,NA,NA
w7252.3,Tsutomu Watanabe,tsutomu_watanabe,NA
w7253.1,Kathleen McDill,KathleenMcDill,NA
w7253.2,Michael M Hutchison,michael_hutchison,phu149
w7254.1,Fukujyu Yamazaki,NA,NA
w7254.2,Kiyohiko G Nishimura,kiyohiko_nishimura,NA
w7254.3,Takako Idee,takako_idee,NA
w7254.4,Toshiaki Watanabe,toshiaki_watanabe,NA
w7256.1,Albert N Link,albert_link,pli161
w7256.2,David Waldman,dlwaldman,NA
w7257.2,Terry J Fitzgerald,NA,NA
w7258.1,Ciaran S Phibbs,ciaran_phibbs,NA
w7259.3,Inkee Hong,drecology,NA
w7260.1,Ashish Arora,ashish_arora,par15
w7260.2,Jai Asundi,NA,NA
w7263.2,Qinglai Meng,NA,NA
w7267.1,Kristin J Forbes,kristin_forbes,pfo1
w7267.2,Roberto Rigobon,roberto_rigobon,pri12
w7270.1,Ratna G Sarkar,NA,NA
w7270.2,V G Narayanan,NA,NA
w7274.2,David N Figlio,david_figlio,pfi57
w7275.2,KaSaundra Tomlin,NA,NA
w7282.1,Justin Wolfers,justin_wolfers,pwo9
w7289.1,Avner Ahituv,avner_ahituv,NA
w7289.2,Lixin Colin Xu,lixin_xu,NA
w7289.3,Marta Tienda,marta_tienda,NA
w7298.1,Herman R J Vollebergh,NA,NA
w7298.2,Sjak Smulders,NA,NA
w7301.1,Alistair Ulph,alistair_ulph,NA
w7301.2,David Ulph,david_ulph,NA
w7301.3,Yannis Katsoulacos,yannis_katsoulacos,NA
w7305.2,Raghbendra Jha,NA,NA
w7307.1,Byron F Lutz,byron_lutz,NA
w7309.2,Yongsung Chang,yongsung_chang,pch20
w7318.1,Alain Jousten,alain_jousten,pjo61
w7318.2,Courtney C Coile,courtney_coile,pco557
w7322.2,Stacy Berg Dale,NA,NA
w7328.2,Mark P Moore,NA,NA
w7330.2,Young-Hye Cho,NA,NA
w7340.1,Hylke Vandenbussche,vandenbussche,NA
w7340.2,Jozef Konings,jozef_konings,pko61
w7340.3,Linda Springael,NA,NA
w7341.2,Simone Manganelli,simone_manganelli,pma142
w7342.1,David C King,dwking,NA
w7344.2,Michael Hout,NA,NA
w7351.1,Hirshi Yoshikawa,NA,NA
w7351.2,Taizo Motonishi,taizo_motonishi,pmo166
w7353.1,Charles Michalopoulos,cmichalopo,pmi91
w7366.1,Emmanuel Saez,emmanuel_saez,psa117
w7372.4,Lorenzo Forni,lorenzo_forni,pfo73
w7373.1,Andrew A Toole,andrew_toole,NA
w7373.3,Paul A David,paul_david,pda76
w7374.2,Peter Cappelli,peter_cappelli,NA
w7378.2,Stephen E Haynes,NA,NA
w7383.2,Stephen L Mehay,NA,NA
w7384.1,Giovanni Olivei,giovanni_olivei,pol108
w7385.2,Douglas Wholey,douglas_wholey,NA
w7385.3,Jean Marie Abraham,jean_abraham,NA
w7387.2,Massimo Rostagno,massimo_rostagno,pro107
w7387.3,Stephan Danninger,NA,NA
w7397.1,Seth G Sanders,seth_sanders,NA
w7397.2,Susan Williams McElroy,NA,NA
w7399.2,Motohiro Yogo,motohiro_yogo,pyo20
w7401.2,I-Fen Lin,ifen_lin,NA
w7401.3,Sara McLanahan,sara_mclanahan,NA
w7402.1,Eckhard Janeba,eckhard_janeba,NA
w7406.1,Alon Brav,alon_brav,NA
w7406.2,Christopher C Geczy,christopher_geczy,NA
w7408.1,Eiji Fujii,eiji_fujii,pfu65
w7414.1,Adam M Pilarski,adam_pilarski,NA
w7421.1,Marcello M Estevao,marcello_estevao,pes27
w7422.1,Susan M Dynarski,susan_dynarski,pdy1
w7425.1,Brett Katzman,NA,NA
w7425.2,John Kennan,john_kennan,pke13
w7425.3,Neil Wallace,neil_wallace,pwa33
w7426.1,Michael Ehrmann,michael_ehrmann,peh4
w7430.1,Douglas W Diamond,douglas_diamond,pdi80
w7433.2,Young Lee,young_lee,NA
w7435.1,Asher A Blass,asher_blass,pbl36
w7440.1,Angela Merrill,angela_merrill,NA
w7441.2,Sylaja Srinivasan,sylaja_srinivasan,psr58
w7445.1,Deen Kemsley,NA,NA
w7447.2,Simon Johnson,simon_johnson,pjo44
w7449.1,John Knowles,john_knowles,NA
w7449.2,Nicola Persico,nicola_persico,ppe261
w7450.2,Julie A Somers,NA,NA
w7451.2,Robert E Verrecchia,robert_verrecchia,NA
w7453.1,Bin Ke,bin_ke,pke128
w7457.1,Colm Harmon,charmon,pha269
w7457.2,Hessel Oosterbeek,hessel_oosterbeek,poo5
w7462.2,Michael A Kouparitsas,michael_kouparitsas,NA
w7463.2,Hideki Fujisaki,hideki_fujisaki,NA
w7463.3,Takatsugu Kouno,NA,NA
w7463.4,Wako Watanabe,wako_watanabe,pwa215
w7464.1,Alexander Tsai,atsai3,NA
w7474.2,Ronald Schettkat,NA,NA
w7475.2,Thomas Stratmann,thomas_stratmann,pst44
w7476.2,Francois M M Morel,NA,NA
w7476.3,Kelvin Tan,kelvin_tan,NA
w7476.4,Klaus Keller,klaus_keller,NA
w7480.2,Shaker B Srinivasan,NA,NA
w7483.2,Joon-Ho Hahm,joon-ho_hahm,NA
w7490.1,Alexei Onatski,alexei_onatski,pon27
w7497.2,M H Franco Wong,NA,NA
w7501.1,Adriana Cassoni,adriana_cassoni,NA
w7501.2,Gaston J Labadie,gaston_labadie,NA
w7507.1,Botond Koszegi,botond_koszegi,NA
w7513.1,Simon P Anderson,NA,NA
w7524.1,Ian W Marsh,ianmarsh,pma170
w7526.1,Hiu Man Chan,hiuman_chan,NA
w7526.2,Hugo Benitez-Silva,hugo_benitezsilva,NA
w7526.5,Sofia Cheidvasser,sofia_cheidvasser,NA
w7530.1,Daniel Chen,daniel_l_chen,NA
w7535.2,Sandra L Decker,sandra_decker,NA
w7536.2,Dongsheng Zhou,NA,NA
w7536.3,Ilan Vertinsky,NA,NA
w7541.1,Desmond McCarthy,NA,NA
w7541.3,Yi Wu,NA,NA
w7542.1,Lalith Munasinghe,NA,NA
w7543.1,Melissa A Thomasson,melissa_thomasson,pth24
w7545.2,Zaur Rzakhanov,zaur_rzakhanov,NA
w7552.1,John P Walsh,john_walsh,NA
w7552.2,Richard R Nelson,richard_nelson,pne56
w7555.2,Leemore S Dafny,leemore_dafny,NA
w7562.1,Carey Borkoski,NA,NA
w7563.3,Paola Sapienza,paola_sapienza,psa155
w7566.1,Bradford Case,NA,NA
w7572.2,Larry D Qiu,larry_qiu,pqi8
w7573.1,Allen Sanderson,allen_sanderson,NA
w7575.2,Paras Mehta,NA,NA
w7576.2,Jon Bakija,jon_bakija,pba72
w7583.3,Robert J Lemke,NA,NA
w7584.3,Stephen C Billups,NA,NA
w7587.1,Eitan Goldman,eitan_goldman,NA
w7590.4,Yexiao Xu,yexiao_xu,NA
w7594.1,Douglas L Miller,douglas_miller,pmi179
w7595.1,Daniel Bergstresser,daniel_bergstresser,pbe639
w7603.1,Andrew F Haughwout,andrew_haughwout,pha405
w7603.4,Thomas Luce,thomas_luce,NA
w7606.2,Scott Adams,scott_adams,pad22
w7612.1,Eric P Chiang,eric_chiang,pch469
w7612.3,Jeffrey L Jensen,jeffrey_jensen,NA
w7613.2,Harry Mamaysky,harry_mamaysky,NA
w7615.1,Avanidhar Subrahmanyam,avanidhar_subrahmanyam,psu270
w7615.2,David Hirshleifer,david_hirshleifer,phi20
w7619.3,Robert Weathers,robert_weathers,NA
w7622.1,Brent W Ambrose,NA,NA
w7622.2,Malgorzata M Klosek,NA,NA
w7629.1,Mark Carey,mark_carey,NA
w7633.1,Henry E Siu,henry_siu,psi89
w7636.2,Jordan Rappaport,jordan_rappaport,pra38
w7642.1,Ayal Kimhi,ayal_kimhi,pki17
w7643.3,John T Scott,john_scott,psc472
w7644.2,Jana Smith Raedy,jana_raedy,NA
w7644.3,Jennifer L Blouin,jennifer_blouin,NA
w7652.3,Michael J Dueker,michael_dueker,NA
w7653.2,Christof Ruehl,NA,NA
w7656.2,Diane Whitmore Schanzenbach,diane_schanzenbach,psc874
w7660.1,Per Stromberg,per_stromberg,pst18
w7661.2,Xiaoyan Zhang,xiaoyan_zhang,NA
w7664.1,Ratna Sahay,ratna_sahay,psa1709
w7670.1,Ginger Zhe Jin,ginger_jin,NA
w7670.2,Lingxin Hao,NA,NA
w7672.2,Joseph Zeira,joseph_zeira,pze3
w7673.1,Erdal Tekin,erdal_tekin,pte12
w7675.1,Marvin J Barth III,NA,NA
w7678.2,Song Han,song_han,pha202
w7681.2,Robert J Sonora,NA,NA
w7682.2,Dennis F Shea,dennis_shea,NA
w7683.1,Alberto Moel,alberto_moel,NA
w7683.2,Dirk Jenter,dirk_jenter,pje55
w7683.4,Peter Tufano,peter_tufano,NA
w7684.1,Bart Hobiijn,bart_hobijn,pho54
w7687.3,Joseph Chen,joseph_chen,NA
w7689.1,Allen N Berger,allen_berger,pbe359
w7689.2,Joseph M Scalise,NA,NA
w7689.3,Margaret K Kyle,margaret_kyle,pky20
w7692.1,Pinka Chatterji,pinka_chatterji,pch732
w7693.1,Denise Konan,denisek,pko137
w7694.1,Ekaterini Kyriazidou,NA,NA
w7699.1,Jay Shanken,jay_shanken,psh114
w7699.2,Jonathan Lewellen,jonathan_lewellen,NA
w7700.1,David Tarr,NA,NA
w7702.2,Leslie Young,leslie_young,NA
w7703.2,L Johnston,NA,NA
w7703.3,M C Farrelly,NA,NA
w7703.5,P M O'Malley,NA,NA
w7711.2,David Wilson,david.wilson@swlegal.ch,NA
w7711.3,William T Harbaugh,william_harbaugh,NA
w7712.2,Florian Zettelmeyer,florian_zettelmeyer,NA
w7714.1,B Gerard Dages,b_gerard_dages,NA
w7714.2,Daniel Kinney,daniel_kinney,NA
w7719.2,Mary Joyce,mary_joyce,NA
w7726.1,Emerson H Tiller,NA,NA
w7726.2,John M de Figueiredo,john_defigueiredo,NA
w7727.1,Benjamin Van Roy,benjamin_vanroy,NA
w7727.2,Nathaniel O Keohane,nat_keohane,pke48
w7729.2,Axel Ockenfels,axel_ockenfels,poc7
w7730.1,David I Levine,david_i_levine,ple80
w7730.2,K C O'Shaughnessy,NA,NA
w7731.2,Robert Rich,robert_rich,pri146
w7734.1,Amartya Lahiri,amartya_lahiri,pla150
w7735.2,Esther Duflo,esther_duflo,pdu166
w7737.2,Erez Siniver,erez_siniver,NA
w7744.1,H Spencer Banzhaf,spencer_banzhaf,pba328
w7744.3,Randy Walsh,NA,NA
w7744.4,V Kerry Smith,kerry_smith,psm143
w7745.2,Marko Tervio,marko_tervio,NA
w7746.1,Beatriz Zurita,beatriz_zurita,NA
w7746.3,Felicia Knaul,felicia_knaul,NA
w7746.4,Oscar Mendez,oscar_mendez_2,NA
w7746.5,Rafael Lozano,rafael_lozano,NA
w7747.2,Charles King III,charles_king,NA
w7747.6,Meredith B Rosenthal,meredith_rosenthal,NA
w7747.7,Raymond S Hartman,raymond_hartman,NA
w7748.1,Geoffrey Verter,NA,NA
w7750.1,Gernot Doppelhofer,doppelhofer,pdo24
w7750.2,Ronald I Miller,NA,NA
w7760.4,Mary Beth Landrum,MaryBeth_Landrum,NA
w7762.3,Mehmet S Tosun,NA,NA
w7763.2,Christian T Lundblad,christian_lundblad,plu185
w7766.1,Chong-En Bai,chongen_bai,pba338
w7770.1,Assar Lindbeck,assar_lindbeck,NA
w7773.1,Carmen Pages,carmen_pages,ppa299
w7780.2,Jonathan Zinman,jonathan_zinman,pzi83
w7786.1,Ann E Sherman,ann_sherman,psh151
w7788.1,Aart Kraay,aart_kraay,pkr80
w7788.2,Jaume Ventura,jaume_ventura,pve110
w7789.1,Mark G Duggan,mark_duggan,pdu194
w7790.1,Albert Saiz,albert_saiz,psa110
w7790.3,Jed Kolko,jed_kolko,pko228
w7791.2,Sergei Severinov,sergei_severinov,NA
w7793.1,Abhijit V Banerjee,abhijit_banerjee,NA
w7795.3,Luis Serven,luis_serven,pse75
w7795.4,Norman Loayzaw,norman_loayza,plo190
w7796.1,Jeremy Nalewaik,jeremy_nalewaik,NA
w7796.2,Paul S Willen,paul_willen,pwi457
w7802.2,Richard E Romano,richard_romano,pro223
w7813.1,Raul Susmel,NA,NA
w7814.1,Chih-Chin Ho,chih-chin_ho,NA
w7816.1,Anupa Bir,abir@rti.org,NA
w7816.4,Sharon-Lise T Normand,sharon-lise_normand,NA
w7831.3,Todd E Elder,todd_elder,pel109
w7838.2,Koleman S Strumpf,koleman_strumpf,NA
w7840.2,Luis Felipe Cespedes,luis_cespedes,pce53
w7843.3,Katara Starkey,NA,NA
w7846.1,Nina Pavcnik,nina_pavcnik,ppa511
w7847.2,Oscar Jorda,oscar_jorda,pjo46
w7848.1,Egon Zakrajsek,egon_zakrajsek,pza207
w7851.1,David H Hsu,david_hsu,NA
w7851.2,Joshua S Gans,joshua_gans,pga42
w7854.2,Elizabeth Newlon,NA,NA
w7862.1,Ariel T Burstein,ariel_burstein,NA
w7862.2,Joao C Neves,NA,NA
w7863.1,Avi Weiss,avi_weiss,NA
w7870.1,Fabrizio Perri,fabrizio_perri,ppe52
w7876.1,Jeffrey L Furman,jeffrey_furman,NA
w7876.2,Michael E Porter,michael_porter,NA
w7878.3,James J Choi,james_choi,NA
w7879.1,Andrea Repetto,andrea_repetto,NA
w7879.3,Jeremy Tobacman,jeremy_tobacman,pto126
w7886.1,John L Cheslock,cheslock3,NA
w7886.2,Julia Epifantseva,NA,NA
w7888.1,Brian A Jacob,brian_jacob,NA
w7892.4,Simeon Djankov,simeon_djankov,pdj4
w7893.2,Todd M Sinai,todd_sinai,psi354
w7896.1,Mary Kay Gugerty,NA,NA
w7900.1,Antu Panini Murshid,panini73,pmu38
w7904.1,Francesco Caselli,francesco_caselli,pca205
w7904.2,Wilbur John Coleman II,john_coleman,pco73
w7907.1,Joshua Zivin,NA,NA
w7908.2,Miguel Casares,NA,NA
w7912.1,Bryan D MacGregor,bryan_macgregor,NA
w7912.3,Raymond Y C Tse,NA,NA
w7913.2,Kee-Hong Bae,kee-hong_bae,NA
w7922.2,Wojciech Kopczuk,wojciech_kopczuk,pko20
w7923.2,Peter R Orszag,Peter_Orszag,por201
w7924.3,Richard Arnould,NA,NA
w7928.1,Michael White,Michant,NA
w7929.2,Ronald B Davies,ronald_davies,pda64
w7933.2,Heiko Ebens,heiko_ebens,NA
w7935.2,Michelle Lowry,michelle_lowry,NA
w7939.1,Chiaki Moriguchi,chiaki_moriguchi,pmo419
w7942.2,Thomas A Mroz,thomas_mroz,pmr8
w7944.2,Lisa George,lgeor,pge24
w7946.2,Paul W Rhode,paul_rhode,prh14
w7947.1,Alan L Olmstead,alan_olmstead,pol50
w7950.3,Justin L Tobias,NA,NA
w7954.1,Dong Heon Kim,NA,NA
w7961.3,Jorge Silva-Risso,jorge_silva-risso,NA
w7962.3,Neil Gandal,neil_gandal,pga644
w7965.1,Takao Kato,takao_kato,pka69
w7969.1,Beata Smarzynska Javorcik,beata_javorcik,pja78
w7973.2,Jeffrey R Kling,jeffrey_kling,pkl126
w7974.2,Daniel Wolfenson,NA,NA
w7976.1,Christian Keuschnigg,Keuschnigg,pke42
w7979.1,James W Hughes,NA,NA
w7985.2,Maurice E Lucas,Maurice,NA
w7987.2,William H Carter,william_carter,NA
w7992.1,Inseok Shin,inseok_shin,NA
w7993.1,Carmen M Reinhart,carmen_reinhart,pre33
w7994.1,James R Spletzer,james_spletzer,psp146
w7994.3,Julia I Lane,julia_lane,pla36
w7995.1,Amir Yaron,amir_yaron,pya156
w7995.3,Kjetil Storesletten,kjetil_storesletten,pst4
w7997.1,Kimie Harada,kimie_harada,NA
w7998.2,Meghan R Busse,meghan_busse,NA
w8001.2,Rebecca Schlieckert,NA,NA
w8001.3,Stephen H Shore,stephen_shore,NA
w8003.2,Tara Rice,tara_rice,NA
w8007.2,Jacob A Klerman,NA,NA
w8008.1,Andres A Gallo,andres_gallo,pga528
w8014.1,John W Budd,john_budd,pbu1
w8017.1,Luis Garicano,luis_garicano,NA
w8018.1,Eric Zitzewitz,eric_zitzewitz,pzi23
w8018.3,Paul W Glewwe,paul_glewwe,pgl14
w8018.4,Sylvie Moulin,sylvie_moulin,NA
w8021.2,Michael Lettau,NA,NA
w8025.2,Stefan Gerlach,stefan_gerlach,pge41
w8028.2,Michael A Clemens,michael_clemens,pcl20
w8030.1,Christopher L House,christopher_house,pho56
w8043.2,Silvana Tenreyro,silvana_tenreyro,pte171
w8044.1,Ernst-Ludwig von Thadden,ernstludwig_vonthadden,pvo28
w8044.3,Jean-Pierre Danthine,NA,NA
w8046.2,Christopher J Ellis,NA,NA
w8046.3,Dietrich Fausten,NA,NA
w8050.1,Cheri Ostroff,NA,NA
w8052.2,Kevin J Murphy,kevin3_murphy,pmu30
w8054.2,Eliana Garces,NA,NA
w8055.2,Marianne E Page,marianne_page,ppa539
w8058.1,Remco Oostendorp,remco__oostendorp,poo17
w8059.2,Ravi Bansal,ravi_bansal,pba818
w8060.2,Martin Schneider,martin_schneider,psc69
w8063.2,Lara D Shore-Sheppard,lara_shore-sheppard,psh71
w8065.1,Craig Frances,NA,NA
w8065.4,Paul A Heidenreich,NA,NA
w8068.3,Peter K Schott,peter_schott,psc98
w8069.2,Jeanette W Chung,jeanette_chung,NA
w8075.1,Agnes Topiol-Bensaid,agnes_topiol-bensaid,NA
w8085.2,Michael Reutter,NA,NA
w8089.1,David I Walker,david_walker,NA
w8091.3,Suzanne Doyle,NA,NA
w8092.1,Jian Hu,NA,NA
w8093.1,Artyom Durnev,artyom_durnev,NA
