paper,author
w9889,t0272.2
w9890,w3401.1
w9890,w4681.2
w9890,w8386.2
w9891,w7109.2
w9891,t0272.2
w9892,w0342.1
w9892,w0508.1
w9892,w0709.2
w9892,w9892.3
w9893,w2677.2
w9893,w3245.1
w9893,w9893.1
w9894,w0370.1
w9894,w7912.1
w9895,w0034.1
w9895,w9895.2
w9895,t0267.2
w9896,w0225.1
w9897,w0204.1
w9897,w2329.1
w9897,w9897.2
w9898,w3033.1
w9898,w3729.1
w9898,w9898.1
w9899,w9899.1
w9900,w6492.1
w9900,w9900.1
w9901,w1701.2
w9901,w9901.1
w9901,w9901.2
w9902,w2329.1
w9902,w9902.2
w9903,w2512.2
w9903,w9903.1
w9904,w8975.1
w9904,w9904.1
w9905,w3206.2
w9905,w6311.3
w9906,w0748.2
w9907,w5983.1
w9907,w9209.1
w9908,w0855.1
w9908,w2738.1
w9908,w7993.1
w9909,w9909.1
w9910,w0034.1
w9910,w9895.2
w9910,w9910.1
w9911,w1314.1
w9911,w9911.2
w9912,w0946.1
w9912,w9912.2
w9912,w9912.3
w9913,w2329.1
w9913,w9913.2
w9914,w8127.1
w9914,w9914.1
w9915,w5345.1
w9916,t0116.1
w9917,w4469.1
w9917,w5635.1
w9917,w5728.1
w9917,w7878.3
w9918,w1387.1
w9918,w9610.2
w9918,w9610.3
w9919,w0073.1
w9919,w9919.2
w9920,w2086.2
w9920,w2514.1
w9920,w9920.2
w9921,w3401.1
w9921,w4681.2
w9921,w8982.2
w9922,w3785.2
w9922,w9922.2
w9923,w1200.1
w9923,h0015.1
w9923,h0015.2
w9924,w4685.1
w9925,w0073.1
w9925,w9925.1
w9925,w9925.2
w9925,w9925.3
w9925,w9925.4
w9926,w1539.1
w9926,w4936.2
w9927,w6158.4
w9927,w9927.1
w9928,w7904.1
w9928,w9928.1
w9929,w0853.2
w9929,w5507.1
w9930,w4501.3
w9930,w9930.1
w9931,w9112.1
w9931,w9112.2
w9932,w5108.2
w9932,w9932.1
w9933,w4537.1
w9933,w9933.2
w9934,w5605.1
w9934,w7447.2
w9935,w1706.1
w9936,w5062.1
w9936,w9936.2
w9937,w4859.1
w9937,w8536.2
w9937,w9281.1
w9937,w9937.3
w9938,w4721.2
w9938,w8975.1
w9939,w3206.2
w9939,w9419.1
w9940,w9940.1
w9940,w9940.2
w9940,h0032.2
w9941,w0890.3
w9942,w3754.1
w9942,w9942.2
w9943,w4445.2
w9944,w4445.2
w9944,w9944.2
w9945,w9740.1
w9946,w0853.2
w9946,w9946.1
w9947,w5715.1
w9947,w9947.1
w9948,w2762.1
w9948,w9948.2
w9949,w7447.2
w9949,w8521.2
w9949,w9949.1
w9950,w2465.1
w9950,w7031.1
w9950,w9212.1
w9951,w5498.1
w9951,w7246.1
w9951,w9951.1
w9952,w6629.2
w9952,w9952.1
w9952,w9952.2
w9953,w5331.2
w9953,w9878.1
w9953,w9878.2
w9954,w5331.2
w9954,w9954.1
w9954,w9954.2
w9954,w9954.3
w9954,w9954.4
w9955,w4989.1
w9955,w5294.2
w9956,w6637.1
w9956,w7032.1
w9957,w4558.1
w9957,w7168.1
w9958,w0375.1
w9958,w1410.2
w9959,w9959.1
w9959,w9959.2
w9960,w0559.1
w9961,w0559.1
w9962,w9962.1
w9962,h0137.1
w9963,w5998.1
w9963,w6348.1
w9963,w9963.2
w9964,w3699.2
w9965,w0895.1
w9965,w3463.1
w9966,w0895.1
w9966,w9966.1
w9966,w9966.3
w9967,w0226.1
w9968,w3206.2
w9968,w9968.1
w9969,w0201.1
w9970,w9970.1
w9971,w0544.1
w9971,w2043.3
w9971,w4016.1
w9972,w7555.2
w9973,w3179.2
w9973,w9395.1
w9974,w7699.2
w9974,w9974.2
w9975,w0772.2
w9975,w9092.1
w9976,w8260.1
w9977,w4521.2
w9977,w9977.2
w9977,h0137.1
w9978,w8284.1
w9979,w4647.1
w9979,w9287.1
w9979,w9287.2
w9980,w7127.1
w9980,t0272.2
w9981,w2157.2
w9982,w2740.1
w9982,w9982.2
w9982,w9982.3
w9983,w0253.1
w9983,w9983.2
w9984,w3079.1
w9984,w3871.3
w9984,w8645.3
w9984,w9984.2
w9985,w3079.1
w9985,w3871.3
w9985,w8645.3
w9985,w9984.2
w9986,w8687.1
w9986,t0049.3
w9987,w0059.1
w9987,w0225.1
w9987,w0291.1
w9987,w2563.1
w9988,w9988.1
w9989,w0374.2
w9989,w0890.5
w9990,w6975.1
w9991,w2527.2
w9991,w2630.1
w9992,w0225.1
w9993,w7870.1
w9993,w9202.1
w9994,w6629.2
w9994,w9994.1
w9995,w8750.1
w9995,w8750.3
w9996,w9281.1
w9997,w0208.2
w9997,w5136.4
w9997,w7220.1
w9998,w3717.1
w9998,w8068.3
w9998,w9052.2
w9998,w9052.4
w9999,w6398.1
w9999,w9999.1
w10000,w0225.1
w10001,w7208.1
w10001,w9202.1
w10002,w6963.1
w10002,w10002.2
w10002,w10002.3
w10003,w1647.2
w10003,w10003.1
w10004,w4255.1
w10005,w1679.1
w10006,w1734.1
w10006,w8527.1
w10007,w9007.2
w10007,w10007.1
w10008,w8113.1
w10008,w10008.2
w10009,w4643.1
w10009,t0167.2
w10010,w3054.4
w10010,w5073.1
w10010,w7441.2
w10010,w10010.2
w10011,w9394.1
w10011,w9394.2
w10011,w10011.3
w10011,w10011.4
w10012,w9394.1
w10012,w9394.2
w10013,w2541.2
w10013,w6324.1
w10014,w7282.1
w10015,w0855.1
w10015,w2738.1
w10015,w7993.1
w10016,w4381.1
w10016,w5678.2
w10016,w10016.2
w10017,w3262.1
w10017,w10017.2
w10018,w7014.2
w10018,w10018.2
w10019,w1784.1
w10019,w5650.1
w10019,w10019.1
w10020,w10020.1
w10021,w0370.1
w10021,w10021.1
w10021,w10021.3
w10022,w0895.1
w10022,w1514.1
w10022,w10022.1
w10023,w0253.1
w10024,w3910.2
w10024,w9305.1
w10025,w1581.1
w10025,w2543.2
w10025,t0023.3
w10026,w1203.1
w10026,w7399.2
w10027,w9311.2
w10027,w10027.1
w10028,w3754.1
w10028,w7893.2
w10029,w4180.2
w10029,w10029.1
w10030,w0415.1
w10030,w0415.2
w10031,w5262.1
w10031,t0060.1
w10032,w1049.2
w10033,w3535.1
w10033,w8541.1
w10034,w3535.1
w10034,w10034.1
w10035,w9550.1
w10036,w1098.1
w10036,w4837.2
w10036,w10036.3
w10037,w5605.1
w10038,w5605.1
w10038,w10038.2
w10039,w3717.1
w10039,w6816.1
w10040,w3317.2
w10040,w8958.2
w10040,t0116.1
w10041,w10041.1
w10041,w10041.2
w10042,w6508.1
w10042,w6880.2
w10043,w2546.1
w10043,w4787.2
w10044,w7922.2
w10045,w7692.1
w10046,w6348.1
w10046,w10046.1
w10047,w3806.2
w10047,w7408.1
w10047,t0206.2
w10048,w4643.1
w10048,w10048.1
w10049,w9728.2
w10050,w2600.1
w10051,w3566.2
w10051,w4864.2
w10052,w4767.2
w10052,w4767.3
w10053,w6826.1
w10053,w6826.2
w10054,w8246.1
w10054,w8969.1
w10055,h0029.1
w10055,h0127.2
w10056,w7220.3
w10056,w10056.2
w10057,w1303.1
w10057,w10057.2
w10058,w5722.1
w10058,w10058.2
w10059,w0919.3
w10059,w3139.1
w10059,w10059.2
w10060,w3473.1
w10060,w4356.1
w10061,w3067.1
w10061,w5197.1
w10061,w7993.1
w10062,w0895.1
w10062,w10062.2
w10062,w10062.3
w10062,w10062.4
w10062,w10062.5
w10063,w0005.1
w10064,w8265.2
w10064,w10064.2
w10065,w10020.1
w10066,w5231.2
w10066,w7236.2
w10066,w10066.1
w10067,w5516.1
w10067,w10067.2
w10068,w0034.1
w10068,w8840.3
w10068,w10068.1
w10069,w6065.1
w10069,w10069.1
w10070,w4875.2
w10070,w7430.1
w10071,w4875.2
w10071,w7430.1
w10072,w0497.1
w10072,w0508.1
w10073,w4354.1
w10073,w8125.1
w10073,w10073.3
w10074,w3910.2
w10074,w4738.1
w10075,w0375.1
w10075,w1410.2
w10076,w9728.1
w10076,t0272.2
w10077,w10077.1
w10077,w10077.2
w10078,w9402.2
w10078,w9946.1
w10079,w7070.2
w10079,w9151.2
w10080,w3790.1
w10080,w6508.1
w10081,w0013.1
w10082,w1590.2
w10082,w9740.1
w10083,w7024.2
w10084,w9239.1
w10084,w9239.2
w10085,w0362.2
w10085,w3363.2
w10085,w8544.3
w10086,w7069.2
w10086,w10086.1
w10087,w7189.2
w10087,w9239.1
w10088,w6586.1
w10088,w9018.2
w10088,w10088.1
w10089,w4761.2
w10090,w1049.2
w10091,w3417.2
w10091,w10091.2
w10092,w5645.3
w10092,w9688.1
w10093,w3910.2
w10093,w10093.1
w10094,w0662.1
w10095,w1098.1
w10095,w1865.2
w10096,w0362.2
w10096,w5090.1
w10096,w10096.3
w10097,w0762.1
w10097,w7660.1
w10097,w10097.1
w10098,w9314.1
w10099,w0596.1
w10100,w5948.1
w10100,w5948.2
w10101,w5498.1
w10101,w10101.1
w10101,w10101.2
w10102,w5942.1
w10102,w8532.2
w10103,w8975.1
w10103,w10103.1
w10103,w10103.3
w10104,w8975.1
w10104,w10103.1
w10105,w10105.1
w10105,w10105.2
w10105,w10105.3
w10106,w5498.1
w10106,w10101.1
w10106,w10106.1
w10107,w8683.1
w10107,t0109.2
w10108,w10108.2
w10108,h0090.1
w10109,w4242.3
w10109,w4381.1
w10109,w6496.3
w10110,w0335.1
w10110,w1838.1
w10111,w5345.1
w10111,w10111.1
w10111,t0276.1
w10112,w0363.2
w10112,w10112.2
w10113,w4721.2
w10113,w5608.2
w10113,w7888.1
w10114,w10041.1
w10115,w0391.1
w10115,w2016.1
w10115,w5323.3
w10116,w2642.1
w10116,w8404.3
w10116,w8969.1
w10117,w0037.1
w10117,w10117.1
w10118,w6826.1
w10118,w10008.2
w10118,w10118.3
w10119,w4125.3
w10119,w10119.1
w10120,w5663.1
w10120,w6761.2
w10121,w4407.1
w10121,w8784.2
w10121,w8784.3
w10122,w6586.1
w10122,w8563.1
w10123,w0179.1
w10124,w1919.1
w10124,w3787.2
w10124,w10124.3
w10125,w2213.2
w10125,w3570.1
w10125,w10125.1
w10126,w4681.2
w10126,w8982.2
w10127,w10017.2
w10128,w1647.2
w10128,w3892.2
w10128,w10128.1
w10129,w0034.1
w10129,w7773.1
w10130,w1480.3
w10130,w10130.2
w10131,w6210.1
w10131,w8240.1
w10131,w8242.2
w10132,w0056.1
w10132,w6038.2
w10132,w9034.2
w10133,w4726.3
w10133,w6075.2
w10133,w10133.2
w10134,w8760.1
w10135,w3117.1
w10135,w9202.1
w10136,w1671.2
w10136,w4606.2
w10136,w5605.1
w10137,w0337.4
w10137,w10137.1
w10138,w0337.4
w10138,w9485.1
w10139,w0337.2
w10139,w9480.2
w10140,w0337.2
w10140,w5993.1
w10141,w4643.1
w10141,w10141.2
w10142,w7024.2
w10143,w0337.4
w10144,w0748.2
w10144,w10144.1
w10145,w1075.1
w10145,w2779.2
w10145,w10145.3
w10146,w9970.1
w10147,w0326.1
w10147,w8931.1
w10148,w4614.2
w10148,w6744.1
w10149,w7014.2
w10149,w9220.2
w10150,w0226.1
w10151,w9502.2
w10151,w10151.2
w10151,w10151.3
w10152,w6024.2
w10152,w9117.2
w10153,w2628.4
w10153,w5755.2
w10154,w0344.1
w10155,w7041.2
w10156,w5324.2
w10156,w10156.2
w10157,w1672.2
w10157,w6011.2
w10158,w4681.2
w10158,w8386.2
w10158,w9323.1
w10159,w5226.2
w10159,w10159.1
w10159,w10159.3
w10160,w10160.1
w10160,w10160.2
w10161,w1969.1
w10161,w2171.1
w10162,w0114.1
w10162,w0286.1
w10163,w0335.1
w10164,w5343.1
w10164,w7041.2
w10164,w8055.2
w10165,w5689.2
w10165,w5755.2
w10165,w6723.2
w10166,w3787.2
w10167,w5516.1
w10167,w10167.2
w10168,w0337.4
w10168,w10168.1
w10169,w5324.1
w10169,w10169.2
w10170,w0987.3
w10171,w1480.3
w10171,w10171.2
w10171,w10171.3
w10172,w6332.2
w10172,w10172.2
w10173,w10173.1
w10173,w10173.2
w10174,w10020.1
w10175,w7282.1
w10175,w10175.1
w10176,w0987.3
w10176,w2308.2
w10176,w10176.1
w10177,w0225.1
w10177,w3882.1
w10177,w5277.2
w10177,w10177.1
w10177,w10177.2
w10177,w10177.5
w10177,w10177.7
w10178,w10178.1
w10179,w8871.2
w10179,w10179.1
w10179,w10179.2
w10180,w0424.1
w10181,w0337.4
w10182,w6135.1
w10182,w10182.2
w10183,w0089.1
w10184,w1672.2
w10185,w5181.1
w10185,w5343.1
w10186,w0519.1
w10186,w10186.2
w10187,w1157.1
w10187,w10187.1
w10188,w4074.3
w10188,w6234.1
w10188,w6234.3
w10189,w0794.2
w10189,w1590.2
w10189,w10189.1
w10190,w2161.1
w10191,w3787.2
w10191,w7790.1
w10192,w0051.1
w10192,w10192.2
w10193,w3067.1
w10194,w9566.2
w10195,w0839.1
w10196,w0839.1
w10197,w1977.1
w10197,w10197.1
w10198,w1977.1
w10198,w4713.1
w10199,w0371.1
w10199,w9487.1
w10200,w4074.3
w10200,w7175.1
w10200,w9523.3
w10201,w0329.2
w10201,w5767.1
w10202,w0226.1
w10202,w10202.2
w10203,w3787.2
w10204,w8497.1
w10204,w8497.3
w10205,w9631.2
w10205,w10205.1
w10205,w10205.2
w10206,w6629.2
w10206,w7692.1
w10207,w3385.1
w10208,w9810.1
w10209,w3104.2
w10209,w10209.1
w10210,t0116.1
w10211,w9988.1
w10212,w0908.2
w10213,w1706.1
w10214,w1729.3
w10214,w3473.2
w10214,w3535.1
w10214,w10214.3
w10215,w8660.1
w10216,w2311.1
w10216,w4687.2
w10216,w8735.2
w10217,w8265.2
w10217,w9369.2
w10218,w2541.2
w10218,w4211.3
w10219,w2470.1
w10219,w5455.2
w10219,w7526.2
w10220,w0502.1
w10220,w8379.2
w10220,w10220.3
w10221,w10192.2
w10221,w10221.2
w10222,w10192.2
w10222,w10221.2
w10223,w5689.2
w10224,w3484.1
w10224,w10224.1
w10225,w3484.1
w10225,w5375.3
w10225,w10225.1
w10226,w6412.1
w10226,w8745.2
w10226,w10226.3
w10227,w1665.1
w10227,w6798.3
w10228,w4469.1
w10228,w5635.1
w10228,w5728.1
w10228,w7878.3
w10229,w5399.2
w10230,w8265.2
w10230,w9369.2
w10231,w3241.1
w10231,w10187.1
w10231,w10231.2
w10232,w4242.3
w10232,w4443.3
w10233,w1803.2
w10233,w5755.2
w10234,w1303.1
w10234,t0116.1
w10235,w6616.2
w10235,w7005.2
w10235,w9685.2
w10235,w10235.2
w10236,w8551.1
w10236,w8887.2
w10237,w0826.1
w10237,w3665.1
w10238,w3185.2
w10238,w7862.1
w10238,w7862.2
w10239,w1734.1
w10239,w2046.1
w10239,w6791.1
w10240,w5728.1
w10240,w6723.2
w10240,w8449.2
w10241,w1940.1
w10241,w2308.2
w10242,w8343.2
w10243,w1200.1
w10243,w6059.3
w10244,w2420.2
w10244,w10244.2
w10245,w2122.2
w10245,w5784.1
w10246,w2122.2
w10246,w3223.2
w10246,w7793.1
w10247,w4914.1
w10248,w1303.1
w10248,w2708.2
w10249,w2086.2
w10249,w2514.1
w10250,w5633.1
w10250,w5722.1
w10251,w3417.2
w10251,w10091.2
w10252,w5421.2
w10252,w5612.1
w10253,w7014.2
w10253,w9220.2
w10254,w1932.2
w10254,w7027.2
w10254,t0060.1
w10255,w7387.2
w10255,w10255.3
w10255,t0060.1
w10256,w6963.1
w10256,w8616.2
w10257,w8260.1
w10257,w9003.3
w10258,w10041.1
w10258,w10258.2
w10259,w2541.2
w10260,w4215.2
w10260,w9604.1
w10260,w10260.3
w10261,w7014.2
w10261,w9220.2
w10261,w9372.4
w10262,t0116.1
w10263,w1203.1
w10263,w8240.1
w10264,w3617.2
w10264,w6656.1
w10264,w8763.1
w10265,w8760.1
w10266,w0371.1
w10266,w10266.1
w10266,w10266.2
w10267,w1049.1
w10267,w1581.1
w10268,w4242.3
w10268,w4381.1
w10269,w1303.1
w10270,w6763.2
w10270,w7069.2
w10270,w7144.2
w10271,h0010.1
w10272,w3190.2
w10272,w7014.2
w10272,w9220.2
w10273,w7366.1
w10274,w7673.1
w10275,w0508.1
w10275,w6616.2
w10275,w9685.2
w10276,w1063.1
w10277,w1063.1
w10278,w7127.1
w10278,t0272.2
w10279,w10020.1
w10280,w1581.1
w10281,w8605.1
w10281,w10281.2
w10282,w7796.2
w10282,w9314.1
w10283,w10283.2
w10283,w10283.3
w10283,t0149.2
w10284,w7267.1
w10285,w8284.1
w10286,w3179.2
w10287,w1015.2
w10288,w5938.2
w10288,w10288.1
w10289,w4354.1
w10289,w8125.1
w10289,w10289.3
w10290,w0253.1
w10290,w0485.1
w10291,w0253.1
w10292,w2086.2
w10292,w2514.1
w10293,w4354.1
w10293,w8125.1
w10293,w10289.3
w10294,w1075.1
w10295,w10295.1
w10296,w0855.1
w10296,w7993.1
w10297,w1558.1
w10297,w1734.1
w10297,w8527.1
w10298,w0288.1
w10298,h0103.2
w10299,w0880.1
w10300,w6065.1
w10300,w10069.1
w10301,w6590.1
w10301,w7644.2
w10301,w7644.3
w10302,w1063.1
w10303,w10020.1
w10304,w1049.1
w10304,w10304.2
w10305,w0415.1
w10305,w0415.2
w10306,w7594.1
w10306,w8760.1
w10306,w10306.3
w10307,w9314.1
w10307,w10307.2
w10308,w3428.2
w10309,w7234.1
w10310,w0885.2
w10311,w0890.3
w10312,w3787.2
w10312,w5184.1
w10312,w5399.2
w10313,w1940.1
w10313,w7155.2
w10314,w5612.1
w10314,w10314.1
w10315,w1952.1
w10315,w4268.1
w10316,w3733.1
w10317,w7846.1
w10317,w8760.1
w10318,w8265.1
w10318,w8265.2
w10319,w5062.1
w10319,w9936.2
w10320,w10145.3
w10320,t0116.1
w10321,w0508.1
w10322,w1919.1
w10322,w7893.2
w10323,w10323.1
w10323,w10323.2
w10324,w4474.3
w10324,w8481.1
w10325,w3473.1
w10325,w4981.1
w10326,w6686.2
w10327,w10327.1
w10328,w0671.1
w10329,w1480.3
w10329,w2079.1
w10329,h0083.2
w10330,w5967.3
w10330,w7059.2
w10331,w0375.1
w10332,w0544.1
w10332,w2043.3
w10332,w4016.1
w10333,w9748.1
w10334,w4647.1
w10334,w8798.2
w10334,w10334.1
w10335,w0375.1
w10336,w7267.2
w10336,w10336.1
w10337,w1803.2
w10337,w5755.2
w10337,w8507.1
w10338,w4453.2
w10338,w6699.1
w10338,w10338.1
w10339,w10339.1
w10339,w10339.2
w10340,w0772.2
w10340,w4820.1
w10341,w0662.1
w10342,w1940.1
w10342,w4486.2
w10343,w5901.2
w10343,w7033.1
w10343,w10343.1
w10344,w0388.2
w10344,w4044.1
w10344,w4646.1
w10345,w5409.2
w10345,w6377.1
w10346,h0010.1
w10347,w9202.1
w10347,w9241.1
w10348,w5689.2
w10348,w9146.1
w10349,w0143.1
w10350,w10192.2
w10350,w10221.2
w10350,w10350.2
w10351,w4242.3
w10351,w4443.3
w10351,w5414.1
w10352,w5901.2
w10353,w8998.3
w10353,w10353.1
w10353,h0030.1
w10354,w9988.1
w10355,w1672.2
w10355,w10355.2
w10356,w6492.1
w10357,w7422.1
w10358,w3223.1
w10358,w3223.2
w10358,w9104.1
w10359,w1539.1
w10360,w4438.2
w10361,w0519.1
w10362,w4761.2
w10362,w10362.2
w10362,w10362.3
w10363,w9728.1
w10363,w10363.2
w10364,w4445.2
w10364,w10364.2
w10365,w1388.1
w10365,w10365.1
w10365,w10365.3
w10366,w1388.1
w10366,w1952.1
w10367,w1558.1
w10367,w8660.1
w10367,w10367.3
w10367,w10367.4
w10368,w3033.1
w10368,w3729.1
w10369,w6873.1
w10369,w8343.2
w10370,w6873.1
w10370,w8343.2
w10371,w3833.2
w10372,w8127.1
w10372,w8404.3
w10373,w3385.1
w10374,w3557.2
w10375,w0676.1
w10375,w10375.2
w10376,w2600.1
w10376,w9305.1
w10377,w0022.1
w10377,w8123.1
w10377,w10377.3
w10378,w5475.1
w10378,w10378.2
w10379,w2677.2
w10379,w3245.1
w10380,w4875.2
w10380,w5944.2
w10380,w8386.2
w10381,w9480.2
w10381,w10381.1
w10382,w5891.2
w10383,w7124.1
w10383,w10383.2
w10383,w10383.3
w10384,w3755.2
w10384,w10384.1
w10385,w9748.1
w10386,w4920.1
w10386,w9281.1
w10386,w10386.3
w10386,w10386.4
w10387,w7870.1
w10387,w10387.2
w10388,w7005.2
w10388,w10388.1
w10388,w10388.2
w10388,w10388.4
w10389,w0885.2
w10390,w2669.2
w10390,w5408.1
w10391,w9502.2
w10391,w9767.1
w10392,w4658.1
w10392,w8218.1
w10392,w8768.2
w10393,w0485.1
w10393,w10393.2
w10393,h0032.1
w10394,w2669.2
w10394,w3944.1
w10395,w0508.1
w10396,w0485.1
w10396,w10393.2
w10396,h0032.1
w10397,w0975.2
w10397,w3431.1
w10398,w3033.1
w10398,w3729.1
w10398,w10353.1
w10399,w7366.1
w10399,w7922.2
w10400,w0324.2
w10401,w0050.2
w10401,w6826.2
w10402,w0502.1
w10402,w2694.2
w10403,w10403.1
w10404,w4559.1
w10404,w5722.1
w10405,w9439.3
w10405,w10405.2
w10406,w6210.1
w10406,w8240.1
w10406,w10406.2
w10407,w1679.1
w10408,w0908.2
w10408,w10408.2
w10409,w2278.1
w10409,w10409.1
w10410,w0938.2
w10410,w10410.1
w10410,w10410.2
w10411,w8969.1
w10412,w6627.1
w10412,w7213.3
w10413,w7220.3
w10413,w8309.1
w10414,w8878.2
w10415,w1399.1
w10415,w8030.1
w10416,w3467.1
w10416,w3949.2
w10416,w9568.1
w10417,w4681.2
w10417,w8982.2
w10418,w8969.1
w10418,w10418.1
w10418,w10418.3
w10419,w6616.2
w10419,w7005.2
w10419,w9131.1
w10420,w2086.2
w10420,w2514.1
w10421,w4469.1
w10421,w5183.1
w10422,w8969.1
w10423,w4643.1
w10424,w10424.1
w10424,w10424.2
w10424,w10424.3
w10424,w10424.4
w10424,w10424.5
w10424,w10424.6
w10425,w4537.1
w10425,w7109.2
w10426,w7402.1
w10427,w0895.1
w10427,w9966.1
w10427,w9966.3
w10427,w10427.2
w10428,w2991.2
w10428,w10428.1
w10428,w10428.3
w10429,w3417.2
w10429,w8605.1
w10429,w9209.1
w10430,w1932.2
w10430,w5262.1
w10431,w1216.1
w10431,w1480.3
w10432,w6245.1
w10432,w8017.1
w10433,w8095.1
w10434,w3942.2
w10434,w8805.2
w10434,w10434.2
w10435,w3417.2
w10435,w6276.1
w10436,w6616.2
w10436,w9685.2
w10437,w0022.1
w10437,w8123.1
w10437,w10377.3
w10438,w0326.1
w10438,w8931.1
w10439,w5827.1
w10439,w10439.2
w10440,w5889.2
w10440,t0151.1
w10441,w2702.1
w10442,w0008.2
w10442,w10442.1
w10443,w0885.2
w10443,w5817.2
w10444,w6156.2
w10445,w6276.1
w10445,w8563.1
w10445,w9209.1
w10446,w3892.2
w10446,w6570.2
w10447,w8922.2
w10447,w10447.1
w10447,t0089.2
w10448,w0281.1
w10448,w9376.2
w10449,w8750.1
w10449,w8750.3
w10450,w7127.1
w10450,w7185.1
w10450,t0272.2
w10451,h0090.1
w10452,w4914.1
w10452,w6664.1
w10452,w10452.3
w10453,w0884.2
w10453,w10453.1
w10454,w4469.1
w10454,w5635.1
w10454,w5728.1
w10454,w7878.3
w10455,w2600.1
w10455,w4420.2
w10456,w0281.1
w10456,w10456.2
w10457,w5812.1
w10458,w1341.1
w10458,w10458.2
w10459,w7673.1
w10460,w3002.1
w10461,w0204.1
w10461,w10461.1
w10462,w0204.1
w10462,w10461.1
w10463,w5967.3
w10463,w9480.2
w10463,w10463.3
w10464,w0073.1
w10464,w0772.2
w10464,w9919.2
w10465,w5645.3
w10465,w10465.1
w10465,w10465.3
w10466,w3557.2
w10466,w5183.1
w10467,w6322.1
w10467,w10467.1
w10468,w5901.2
w10468,w10468.1
w10468,w10468.2
w10469,w3886.1
w10469,w9970.1
w10470,w7422.1
w10471,w5755.2
w10471,w10471.1
w10472,w2676.2
w10472,w5817.2
w10473,w2676.2
w10473,w5817.2
w10474,w5478.1
w10474,w10474.2
w10475,w9445.2
w10476,w5882.1
w10476,w9398.1
w10477,w4389.1
w10477,w10477.2
w10477,w10477.3
w10477,w10477.4
w10478,w6384.3
w10479,h0137.1
w10480,w5784.1
w10480,w5827.1
w10481,w1671.2
w10481,w5605.1
w10481,w7447.2
w10482,w0362.2
w10482,w1588.1
w10482,w2994.2
w10482,w10482.4
w10483,w8652.2
w10483,w8788.1
w10484,w5889.2
w10484,w10484.2
w10485,w2543.2
w10485,w10485.1
w10486,w4469.1
w10486,w5635.1
w10486,w7878.3
w10487,w9314.1
w10487,w10266.1
w10488,w3417.2
w10489,w2418.1
w10489,w7760.4
w10489,w9311.2
w10490,w1679.1
w10491,w9070.1
w10491,w10491.2
w10492,w4751.1
w10492,w10492.2
w10493,w1200.1
w10493,w6059.3
w10494,w4875.2
w10494,w9633.1
w10495,w2543.2
w10495,t0023.3
w10496,w0748.2
w10496,w10144.1
w10497,w1098.1
w10498,w7735.2
w10498,w10498.1
w10499,w3179.1
w10499,w3179.2
w10500,w9988.1
w10501,w9728.2
w10502,w4074.3
w10502,w6661.1
w10502,w6661.2
w10503,w6763.2
w10503,w10503.2
w10504,w7282.1
w10504,w8018.1
w10505,w9959.1
w10505,w9959.2
w10506,w0344.1
w10506,w4152.2
w10506,w10506.2
w10507,w7374.2
w10507,w10507.1
w10508,w5645.3
w10508,w10508.2
w10509,w3722.2
w10509,w5237.1
w10510,w4825.1
w10511,w2418.1
w10511,w10511.2
w10512,w0362.2
w10512,w5090.1
w10512,w10096.3
w10513,w7735.2
w10513,w10513.2
w10514,w2311.1
w10514,w4687.2
w10514,w8735.2
w10514,w10514.4
w10515,w1706.1
w10516,w6377.1
w10516,w8247.1
w10516,w9346.3
w10517,w3033.1
w10517,w6843.1
w10518,w3033.1
w10518,w3922.1
w10518,w10518.1
w10519,w3033.1
w10519,w9062.1
w10519,w10519.2
w10520,w1593.1
w10520,w9828.1
w10520,w10520.3
w10521,w4405.3
w10521,w6081.2
w10521,w10521.1
w10521,w10521.2
w10522,w5044.1
w10522,w7449.2
w10522,w10522.2
w10523,w10523.1
w10523,w10523.2
w10524,w0335.1
w10525,w2329.1
w10525,w10525.2
w10526,w5498.1
w10526,w10526.1
w10527,w5044.1
w10527,w10522.2
w10527,w10527.3
w10528,w6467.1
w10529,h0032.2
w10529,h0041.2
w10530,w9748.1
w10531,w1139.1
w10532,w3033.1
w10532,w6843.1
w10533,w0736.3
w10533,w0925.1
w10534,w0748.2
w10534,w10534.2
w10534,w10534.3
w10535,w9070.1
w10535,w10535.1
w10535,w10535.3
w10536,w8536.2
w10536,w9007.2
w10536,w10536.1
w10537,w3892.2
w10537,w4848.1
w10537,w10537.2
w10538,w7260.1
w10538,w10538.1
w10539,w0676.1
w10539,w4266.1
w10540,w8881.1
w10540,w10540.1
w10541,w3352.2
w10541,w8658.2
w10542,w8536.2
w10543,w5755.2
w10543,w7595.1
w10543,w9892.3
w10544,w10544.1
w10545,w5755.2
w10545,w7267.1
w10545,w8507.1
w10546,w2512.2
w10546,w9903.1
w10547,w8246.1
w10547,w9660.1
w10548,w6132.2
w10548,w10548.1
w10549,w4407.1
w10549,w8784.2
w10549,w8784.3
w10550,w4595.1
w10550,w4890.2
w10550,w10550.3
w10551,w1361.1
w10551,w2628.4
w10552,w6826.1
w10552,w8441.1
w10552,w10552.2
w10553,w7726.2
w10553,w10553.1
w10554,w0225.1
w10554,w10554.1
w10554,w10554.2
w10555,w1075.1
w10555,w10145.3
w10556,w0288.1
w10556,w10556.1
w10557,w5021.2
w10557,t0023.3
w10558,w1303.1
w10558,t0116.1
w10559,w8507.1
w10559,w8750.1
w10559,w8750.3
w10560,w3790.1
