team,team_name,year,total,home,away,week,weekly_attendance
Jacksonville,Jaguars,2005,1037856,525519,512337,1,65204
Jacksonville,Jaguars,2005,1037856,525519,512337,2,56460
Jacksonville,Jaguars,2005,1037856,525519,512337,3,77422
Jacksonville,Jaguars,2005,1037856,525519,512337,4,66045
Jacksonville,Jaguars,2005,1037856,525519,512337,5,66137
Jacksonville,Jaguars,2005,1037856,525519,512337,6,63891
Jacksonville,Jaguars,2005,1037856,525519,512337,7,NA
Jacksonville,Jaguars,2005,1037856,525519,512337,8,65251
Jacksonville,Jaguars,2005,1037856,525519,512337,9,64613
Jacksonville,Jaguars,2005,1037856,525519,512337,10,66107
Jacksonville,Jaguars,2005,1037856,525519,512337,11,69149
Jacksonville,Jaguars,2005,1037856,525519,512337,12,39198
Jacksonville,Jaguars,2005,1037856,525519,512337,13,70941
Jacksonville,Jaguars,2005,1037856,525519,512337,14,67164
Jacksonville,Jaguars,2005,1037856,525519,512337,15,64764
Jacksonville,Jaguars,2005,1037856,525519,512337,16,70025
Jacksonville,Jaguars,2005,1037856,525519,512337,17,65485
Kansas City,Chiefs,2005,1180710,623325,557385,1,78014
Kansas City,Chiefs,2005,1180710,623325,557385,2,62273
Kansas City,Chiefs,2005,1180710,623325,557385,3,76381
Kansas City,Chiefs,2005,1180710,623325,557385,4,78742
Kansas City,Chiefs,2005,1180710,623325,557385,5,NA
Kansas City,Chiefs,2005,1180710,623325,557385,6,78083
Kansas City,Chiefs,2005,1180710,623325,557385,7,68350
Kansas City,Chiefs,2005,1180710,623325,557385,8,65750
Kansas City,Chiefs,2005,1180710,623325,557385,9,79033
Kansas City,Chiefs,2005,1180710,623325,557385,10,72093
Kansas City,Chiefs,2005,1180710,623325,557385,11,70481
Kansas City,Chiefs,2005,1180710,623325,557385,12,78025
Kansas City,Chiefs,2005,1180710,623325,557385,13,78261
Kansas City,Chiefs,2005,1180710,623325,557385,14,63432
Kansas City,Chiefs,2005,1180710,623325,557385,15,78625
Kansas City,Chiefs,2005,1180710,623325,557385,16,75956
Kansas City,Chiefs,2005,1180710,623325,557385,17,77211
Miami,Dolphins,2005,1107797,575256,532541,1,72324
Miami,Dolphins,2005,1107797,575256,532541,2,77918
Miami,Dolphins,2005,1107797,575256,532541,3,72288
Miami,Dolphins,2005,1107797,575256,532541,4,NA
Miami,Dolphins,2005,1107797,575256,532541,5,72160
Miami,Dolphins,2005,1107797,575256,532541,6,65168
Miami,Dolphins,2005,1107797,575256,532541,7,68350
Miami,Dolphins,2005,1107797,575256,532541,8,61643
Miami,Dolphins,2005,1107797,575256,532541,9,72187
Miami,Dolphins,2005,1107797,575256,532541,10,73405
Miami,Dolphins,2005,1107797,575256,532541,11,72773
Miami,Dolphins,2005,1107797,575256,532541,12,49097
Miami,Dolphins,2005,1107797,575256,532541,13,72051
Miami,Dolphins,2005,1107797,575256,532541,14,65026
Miami,Dolphins,2005,1107797,575256,532541,15,72650
Miami,Dolphins,2005,1107797,575256,532541,16,72001
Miami,Dolphins,2005,1107797,575256,532541,17,68756
Minnesota,Vikings,2005,1063788,511960,551828,1,63939
Minnesota,Vikings,2005,1063788,511960,551828,2,65763
Minnesota,Vikings,2005,1063788,511960,551828,3,63952
Minnesota,Vikings,2005,1063788,511960,551828,4,69552
Minnesota,Vikings,2005,1063788,511960,551828,5,NA
Minnesota,Vikings,2005,1063788,511960,551828,6,62143
Minnesota,Vikings,2005,1063788,511960,551828,7,64278
Minnesota,Vikings,2005,1063788,511960,551828,8,73502
Minnesota,Vikings,2005,1063788,511960,551828,9,63813
Minnesota,Vikings,2005,1063788,511960,551828,10,78637
Minnesota,Vikings,2005,1063788,511960,551828,11,70610
Minnesota,Vikings,2005,1063788,511960,551828,12,63814
Minnesota,Vikings,2005,1063788,511960,551828,13,61375
Minnesota,Vikings,2005,1063788,511960,551828,14,64005
Minnesota,Vikings,2005,1063788,511960,551828,15,64136
Minnesota,Vikings,2005,1063788,511960,551828,16,70246
Minnesota,Vikings,2005,1063788,511960,551828,17,64023
New England,Patriots,2005,1136903,550048,586855,1,68756
New England,Patriots,2005,1136903,550048,586855,2,73528
New England,Patriots,2005,1136903,550048,586855,3,64868
New England,Patriots,2005,1136903,550048,586855,4,68756
New England,Patriots,2005,1136903,550048,586855,5,71079
New England,Patriots,2005,1136903,550048,586855,6,76571
New England,Patriots,2005,1136903,550048,586855,7,NA
New England,Patriots,2005,1136903,550048,586855,8,68756
New England,Patriots,2005,1136903,550048,586855,9,68756
New England,Patriots,2005,1136903,550048,586855,10,73405
New England,Patriots,2005,1136903,550048,586855,11,68756
New England,Patriots,2005,1136903,550048,586855,12,78025
New England,Patriots,2005,1136903,550048,586855,13,68756
New England,Patriots,2005,1136903,550048,586855,14,71810
New England,Patriots,2005,1136903,550048,586855,15,68756
New England,Patriots,2005,1136903,550048,586855,16,77569
New England,Patriots,2005,1136903,550048,586855,17,68756
New Orleans,Saints,2005,970678,417270,553408,1,72920
New Orleans,Saints,2005,970678,417270,553408,2,68031
New Orleans,Saints,2005,970678,417270,553408,3,63952
New Orleans,Saints,2005,970678,417270,553408,4,58688
New Orleans,Saints,2005,970678,417270,553408,5,70580
New Orleans,Saints,2005,970678,417270,553408,6,65562
New Orleans,Saints,2005,970678,417270,553408,7,64586
New Orleans,Saints,2005,970678,417270,553408,8,61643
New Orleans,Saints,2005,970678,417270,553408,9,32637
New Orleans,Saints,2005,970678,417270,553408,10,NA
New Orleans,Saints,2005,970678,417270,553408,11,68756
New Orleans,Saints,2005,970678,417270,553408,12,77152
New Orleans,Saints,2005,970678,417270,553408,13,34411
New Orleans,Saints,2005,970678,417270,553408,14,70083
New Orleans,Saints,2005,970678,417270,553408,15,32551
New Orleans,Saints,2005,970678,417270,553408,16,63747
New Orleans,Saints,2005,970678,417270,553408,17,65379
New York,Giants,2005,1157637,628519,529118,1,78387
New York,Giants,2005,1157637,628519,529118,2,68031
New York,Giants,2005,1157637,628519,529118,3,65373
New York,Giants,2005,1157637,628519,529118,4,78453
New York,Giants,2005,1157637,628519,529118,5,NA
New York,Giants,2005,1157637,628519,529118,6,62278
New York,Giants,2005,1157637,628519,529118,7,78516
New York,Giants,2005,1157637,628519,529118,8,78630
New York,Giants,2005,1157637,628519,529118,9,63820
New York,Giants,2005,1157637,628519,529118,10,78637
New York,Giants,2005,1157637,628519,529118,11,78626
New York,Giants,2005,1157637,628519,529118,12,67102
New York,Giants,2005,1157637,628519,529118,13,78645
New York,Giants,2005,1157637,628519,529118,14,67443
New York,Giants,2005,1157637,628519,529118,15,78625
New York,Giants,2005,1157637,628519,529118,16,90477
New York,Giants,2005,1157637,628519,529118,17,44594
New York,Jets,2005,1202681,619958,582723,1,78014
New York,Jets,2005,1202681,619958,582723,2,77918
New York,Jets,2005,1202681,619958,582723,3,77422
New York,Jets,2005,1202681,619958,582723,4,70479
New York,Jets,2005,1202681,619958,582723,5,77852
New York,Jets,2005,1202681,619958,582723,6,72045
New York,Jets,2005,1202681,619958,582723,7,70995
New York,Jets,2005,1202681,619958,582723,8,NA
New York,Jets,2005,1202681,619958,582723,9,77662
New York,Jets,2005,1202681,619958,582723,10,73529
New York,Jets,2005,1202681,619958,582723,11,76255
New York,Jets,2005,1202681,619958,582723,12,77152
New York,Jets,2005,1202681,619958,582723,13,68756
New York,Jets,2005,1202681,619958,582723,14,77561
New York,Jets,2005,1202681,619958,582723,15,72650
New York,Jets,2005,1202681,619958,582723,16,77569
New York,Jets,2005,1202681,619958,582723,17,76822
Oakland,Raiders,2005,1013461,418450,595011,1,68756
Oakland,Raiders,2005,1013461,418450,595011,2,62273
Oakland,Raiders,2005,1013461,418450,595011,3,67735
Oakland,Raiders,2005,1013461,418450,595011,4,62400
Oakland,Raiders,2005,1013461,418450,595011,5,NA
Oakland,Raiders,2005,1013461,418450,595011,6,52666
Oakland,Raiders,2005,1013461,418450,595011,7,42779
Oakland,Raiders,2005,1013461,418450,595011,8,69149
Oakland,Raiders,2005,1013461,418450,595011,9,79033
Oakland,Raiders,2005,1013461,418450,595011,10,62779
Oakland,Raiders,2005,1013461,418450,595011,11,90129
Oakland,Raiders,2005,1013461,418450,595011,12,49097
Oakland,Raiders,2005,1013461,418450,595011,13,66436
Oakland,Raiders,2005,1013461,418450,595011,14,77561
Oakland,Raiders,2005,1013461,418450,595011,15,41862
Oakland,Raiders,2005,1013461,418450,595011,16,76212
Oakland,Raiders,2005,1013461,418450,595011,17,44594
Philadelphia,Eagles,2005,1109699,541393,568306,1,70806
Philadelphia,Eagles,2005,1109699,541393,568306,2,67727
Philadelphia,Eagles,2005,1109699,541393,568306,3,67735
Philadelphia,Eagles,2005,1109699,541393,568306,4,78742
Philadelphia,Eagles,2005,1109699,541393,568306,5,63199
Philadelphia,Eagles,2005,1109699,541393,568306,6,NA
Philadelphia,Eagles,2005,1109699,541393,568306,7,67747
Philadelphia,Eagles,2005,1109699,541393,568306,8,76530
Philadelphia,Eagles,2005,1109699,541393,568306,9,90298
Philadelphia,Eagles,2005,1109699,541393,568306,10,67739
Philadelphia,Eagles,2005,1109699,541393,568306,11,78626
Philadelphia,Eagles,2005,1109699,541393,568306,12,67665
Philadelphia,Eagles,2005,1109699,541393,568306,13,67637
Philadelphia,Eagles,2005,1109699,541393,568306,14,67443
Philadelphia,Eagles,2005,1109699,541393,568306,15,65382
Philadelphia,Eagles,2005,1109699,541393,568306,16,44723
Philadelphia,Eagles,2005,1109699,541393,568306,17,67700
Pittsburgh,Steelers,2005,1048739,507434,541305,1,62931
Pittsburgh,Steelers,2005,1048739,507434,541305,2,70742
Pittsburgh,Steelers,2005,1048739,507434,541305,3,64868
Pittsburgh,Steelers,2005,1048739,507434,541305,4,NA
Pittsburgh,Steelers,2005,1048739,507434,541305,5,68537
Pittsburgh,Steelers,2005,1048739,507434,541305,6,63891
Pittsburgh,Steelers,2005,1048739,507434,541305,7,66104
Pittsburgh,Steelers,2005,1048739,507434,541305,8,64178
Pittsburgh,Steelers,2005,1048739,507434,541305,9,70607
Pittsburgh,Steelers,2005,1048739,507434,541305,10,63491
Pittsburgh,Steelers,2005,1048739,507434,541305,11,70601
Pittsburgh,Steelers,2005,1048739,507434,541305,12,57442
Pittsburgh,Steelers,2005,1048739,507434,541305,13,63044
Pittsburgh,Steelers,2005,1048739,507434,541305,14,61237
Pittsburgh,Steelers,2005,1048739,507434,541305,15,64136
Pittsburgh,Steelers,2005,1048739,507434,541305,16,73136
Pittsburgh,Steelers,2005,1048739,507434,541305,17,63794
San Diego,Chargers,2005,1090332,529916,560416,1,67679
San Diego,Chargers,2005,1090332,529916,560416,2,75310
San Diego,Chargers,2005,1090332,529916,560416,3,65373
San Diego,Chargers,2005,1090332,529916,560416,4,68756
San Diego,Chargers,2005,1090332,529916,560416,5,68537
San Diego,Chargers,2005,1090332,529916,560416,6,52666
San Diego,Chargers,2005,1090332,529916,560416,7,67747
San Diego,Chargers,2005,1090332,529916,560416,8,65750
San Diego,Chargers,2005,1090332,529916,560416,9,77662
San Diego,Chargers,2005,1090332,529916,560416,10,NA
San Diego,Chargers,2005,1090332,529916,560416,11,65602
San Diego,Chargers,2005,1090332,529916,560416,12,84930
San Diego,Chargers,2005,1090332,529916,560416,13,66436
San Diego,Chargers,2005,1090332,529916,560416,14,65026
San Diego,Chargers,2005,1090332,529916,560416,15,57389
San Diego,Chargers,2005,1090332,529916,560416,16,75956
San Diego,Chargers,2005,1090332,529916,560416,17,65513
San Francisco,49ers,2005,1113073,523426,589647,1,67918
San Francisco,49ers,2005,1113073,523426,589647,2,67727
San Francisco,49ers,2005,1113073,523426,589647,3,68247
San Francisco,49ers,2005,1113073,523426,589647,4,103467
San Francisco,49ers,2005,1113073,523426,589647,5,68084
San Francisco,49ers,2005,1113073,523426,589647,6,NA
San Francisco,49ers,2005,1113073,523426,589647,7,90224
San Francisco,49ers,2005,1113073,523426,589647,8,63358
San Francisco,49ers,2005,1113073,523426,589647,9,63820
San Francisco,49ers,2005,1113073,523426,589647,10,62153
San Francisco,49ers,2005,1113073,523426,589647,11,63590
San Francisco,49ers,2005,1113073,523426,589647,12,69149
San Francisco,49ers,2005,1113073,523426,589647,13,60439
San Francisco,49ers,2005,1113073,523426,589647,14,66690
San Francisco,49ers,2005,1113073,523426,589647,15,64764
San Francisco,49ers,2005,1113073,523426,589647,16,65473
San Francisco,49ers,2005,1113073,523426,589647,17,67970
Seattle,Seahawks,2005,1067926,532954,534972,1,65204
Seattle,Seahawks,2005,1067926,532954,534972,2,66030
Seattle,Seahawks,2005,1067926,532954,534972,3,64843
Seattle,Seahawks,2005,1067926,532954,534972,4,90215
Seattle,Seahawks,2005,1067926,532954,534972,5,65707
Seattle,Seahawks,2005,1067926,532954,534972,6,66196
Seattle,Seahawks,2005,1067926,532954,534972,7,67046
Seattle,Seahawks,2005,1067926,532954,534972,8,NA
Seattle,Seahawks,2005,1067926,532954,534972,9,43542
Seattle,Seahawks,2005,1067926,532954,534972,10,67192
Seattle,Seahawks,2005,1067926,532954,534972,11,63590
Seattle,Seahawks,2005,1067926,532954,534972,12,67102
Seattle,Seahawks,2005,1067926,532954,534972,13,67637
Seattle,Seahawks,2005,1067926,532954,534972,14,66690
Seattle,Seahawks,2005,1067926,532954,534972,15,69149
Seattle,Seahawks,2005,1067926,532954,534972,16,67855
Seattle,Seahawks,2005,1067926,532954,534972,17,69928
St. Louis,Rams,2005,1036861,523685,513176,1,67918
St. Louis,Rams,2005,1036861,523685,513176,2,45160
St. Louis,Rams,2005,1036861,523685,513176,3,65835
St. Louis,Rams,2005,1036861,523685,513176,4,78453
St. Louis,Rams,2005,1036861,523685,513176,5,65707
St. Louis,Rams,2005,1036861,523685,513176,6,57307
St. Louis,Rams,2005,1036861,523685,513176,7,64586
St. Louis,Rams,2005,1036861,523685,513176,8,65251
St. Louis,Rams,2005,1036861,523685,513176,9,NA
St. Louis,Rams,2005,1036861,523685,513176,10,67192
St. Louis,Rams,2005,1036861,523685,513176,11,65750
St. Louis,Rams,2005,1036861,523685,513176,12,70010
St. Louis,Rams,2005,1036861,523685,513176,13,65701
St. Louis,Rams,2005,1036861,523685,513176,14,64005
St. Louis,Rams,2005,1036861,523685,513176,15,65382
St. Louis,Rams,2005,1036861,523685,513176,16,65473
St. Louis,Rams,2005,1036861,523685,513176,17,63131
Tampa Bay,Buccaneers,2005,1044836,521741,523095,1,63939
Tampa Bay,Buccaneers,2005,1044836,521741,523095,2,64777
Tampa Bay,Buccaneers,2005,1044836,521741,523095,3,70518
Tampa Bay,Buccaneers,2005,1044836,521741,523095,4,64994
Tampa Bay,Buccaneers,2005,1044836,521741,523095,5,77852
Tampa Bay,Buccaneers,2005,1044836,521741,523095,6,65168
Tampa Bay,Buccaneers,2005,1044836,521741,523095,7,NA
Tampa Bay,Buccaneers,2005,1044836,521741,523095,8,63358
Tampa Bay,Buccaneers,2005,1044836,521741,523095,9,65014
Tampa Bay,Buccaneers,2005,1044836,521741,523095,10,65421
Tampa Bay,Buccaneers,2005,1044836,521741,523095,11,70794
Tampa Bay,Buccaneers,2005,1044836,521741,523095,12,65506
Tampa Bay,Buccaneers,2005,1044836,521741,523095,13,34411
Tampa Bay,Buccaneers,2005,1044836,521741,523095,14,73467
Tampa Bay,Buccaneers,2005,1044836,521741,523095,15,68756
Tampa Bay,Buccaneers,2005,1044836,521741,523095,16,65482
Tampa Bay,Buccaneers,2005,1044836,521741,523095,17,65379
Tennessee,Titans,2005,1059178,553192,505986,1,62931
Tennessee,Titans,2005,1059178,553192,505986,2,69149
Tennessee,Titans,2005,1059178,553192,505986,3,65835
Tennessee,Titans,2005,1059178,553192,505986,4,69149
Tennessee,Titans,2005,1059178,553192,505986,5,70430
Tennessee,Titans,2005,1059178,553192,505986,6,69149
Tennessee,Titans,2005,1059178,553192,505986,7,39482
Tennessee,Titans,2005,1059178,553192,505986,8,69149
Tennessee,Titans,2005,1059178,553192,505986,9,72594
Tennessee,Titans,2005,1059178,553192,505986,10,NA
Tennessee,Titans,2005,1059178,553192,505986,11,69149
Tennessee,Titans,2005,1059178,553192,505986,12,69149
Tennessee,Titans,2005,1059178,553192,505986,13,57228
Tennessee,Titans,2005,1059178,553192,505986,14,69149
Tennessee,Titans,2005,1059178,553192,505986,15,69149
Tennessee,Titans,2005,1059178,553192,505986,16,72001
Tennessee,Titans,2005,1059178,553192,505986,17,65485
Washington,Redskins,2005,1260275,716999,543276,1,90138
Washington,Redskins,2005,1260275,716999,543276,2,65207
Washington,Redskins,2005,1260275,716999,543276,3,NA
Washington,Redskins,2005,1260275,716999,543276,4,90215
Washington,Redskins,2005,1260275,716999,543276,5,75880
Washington,Redskins,2005,1260275,716999,543276,6,78083
Washington,Redskins,2005,1260275,716999,543276,7,90224
Washington,Redskins,2005,1260275,716999,543276,8,78630
Washington,Redskins,2005,1260275,716999,543276,9,90298
Washington,Redskins,2005,1260275,716999,543276,10,65421
Washington,Redskins,2005,1260275,716999,543276,11,90129
Washington,Redskins,2005,1260275,716999,543276,12,84930
Washington,Redskins,2005,1260275,716999,543276,13,65701
Washington,Redskins,2005,1260275,716999,543276,14,46654
Washington,Redskins,2005,1260275,716999,543276,15,90588
Washington,Redskins,2005,1260275,716999,543276,16,90477
Washington,Redskins,2005,1260275,716999,543276,17,67700
Arizona,Cardinals,2006,1041022,508829,532193,1,63407
Arizona,Cardinals,2006,1041022,508829,532193,2,67470
Arizona,Cardinals,2006,1041022,508829,532193,3,63278
Arizona,Cardinals,2006,1041022,508829,532193,4,68981
Arizona,Cardinals,2006,1041022,508829,532193,5,63445
Arizona,Cardinals,2006,1041022,508829,532193,6,63977
Arizona,Cardinals,2006,1041022,508829,532193,7,61595
Arizona,Cardinals,2006,1041022,508829,532193,8,70809
Arizona,Cardinals,2006,1041022,508829,532193,9,NA
Arizona,Cardinals,2006,1041022,508829,532193,10,63926
Arizona,Cardinals,2006,1041022,508829,532193,11,63348
Arizona,Cardinals,2006,1041022,508829,532193,12,63483
Arizona,Cardinals,2006,1041022,508829,532193,13,65612
Arizona,Cardinals,2006,1041022,508829,532193,14,63603
Arizona,Cardinals,2006,1041022,508829,532193,15,63845
Arizona,Cardinals,2006,1041022,508829,532193,16,67751
Arizona,Cardinals,2006,1041022,508829,532193,17,66492
Atlanta,Falcons,2006,1126210,563462,562748,1,73522
Atlanta,Falcons,2006,1126210,563462,562748,2,70828
Atlanta,Falcons,2006,1126210,563462,562748,3,70003
Atlanta,Falcons,2006,1126210,563462,562748,4,68981
Atlanta,Falcons,2006,1126210,563462,562748,5,NA
Atlanta,Falcons,2006,1126210,563462,562748,6,70840
Atlanta,Falcons,2006,1126210,563462,562748,7,71151
Atlanta,Falcons,2006,1126210,563462,562748,8,65978
Atlanta,Falcons,2006,1126210,563462,562748,9,60987
Atlanta,Falcons,2006,1126210,563462,562748,10,70793
Atlanta,Falcons,2006,1126210,563462,562748,11,70790
Atlanta,Falcons,2006,1126210,563462,562748,12,70933
Atlanta,Falcons,2006,1126210,563462,562748,13,86436
Atlanta,Falcons,2006,1126210,563462,562748,14,65691
Atlanta,Falcons,2006,1126210,563462,562748,15,71102
Atlanta,Falcons,2006,1126210,563462,562748,16,68834
Atlanta,Falcons,2006,1126210,563462,562748,17,69341
Baltimore,Ravens,2006,1125187,566547,558640,1,65087
Baltimore,Ravens,2006,1125187,566547,558640,2,70744
Baltimore,Ravens,2006,1125187,566547,558640,3,72474
Baltimore,Ravens,2006,1125187,566547,558640,4,70743
Baltimore,Ravens,2006,1125187,566547,558640,5,76355
Baltimore,Ravens,2006,1125187,566547,558640,6,70762
Baltimore,Ravens,2006,1125187,566547,558640,7,NA
Baltimore,Ravens,2006,1125187,566547,558640,8,69152
Baltimore,Ravens,2006,1125187,566547,558640,9,70792
Baltimore,Ravens,2006,1125187,566547,558640,10,69143
Baltimore,Ravens,2006,1125187,566547,558640,11,70790
Baltimore,Ravens,2006,1125187,566547,558640,12,70946
Baltimore,Ravens,2006,1125187,566547,558640,13,65973
Baltimore,Ravens,2006,1125187,566547,558640,14,77232
Baltimore,Ravens,2006,1125187,566547,558640,15,70857
Baltimore,Ravens,2006,1125187,566547,558640,16,63224
Baltimore,Ravens,2006,1125187,566547,558640,17,70913
Buffalo,Bills,2006,1081107,541169,539938,1,68756
Buffalo,Bills,2006,1081107,541169,539938,2,72797
Buffalo,Bills,2006,1081107,541169,539938,3,72067
Buffalo,Bills,2006,1081107,541169,539938,4,71972
Buffalo,Bills,2006,1081107,541169,539938,5,62206
Buffalo,Bills,2006,1081107,541169,539938,6,60704
Buffalo,Bills,2006,1081107,541169,539938,7,72180
Buffalo,Bills,2006,1081107,541169,539938,8,NA
Buffalo,Bills,2006,1081107,541169,539938,9,72205
Buffalo,Bills,2006,1081107,541169,539938,10,57306
Buffalo,Bills,2006,1081107,541169,539938,11,70125
Buffalo,Bills,2006,1081107,541169,539938,12,63608
Buffalo,Bills,2006,1081107,541169,539938,13,63361
Buffalo,Bills,2006,1081107,541169,539938,14,77131
Buffalo,Bills,2006,1081107,541169,539938,15,71011
Buffalo,Bills,2006,1081107,541169,539938,16,54765
Buffalo,Bills,2006,1081107,541169,539938,17,70913
Carolina,Panthers,2006,1147260,588537,558723,1,73522
Carolina,Panthers,2006,1147260,588537,558723,2,63623
Carolina,Panthers,2006,1147260,588537,558723,3,65423
Carolina,Panthers,2006,1147260,588537,558723,4,73392
Carolina,Panthers,2006,1147260,588537,558723,5,73520
Carolina,Panthers,2006,1147260,588537,558723,6,70762
Carolina,Panthers,2006,1147260,588537,558723,7,65964
Carolina,Panthers,2006,1147260,588537,558723,8,73682
Carolina,Panthers,2006,1147260,588537,558723,9,NA
Carolina,Panthers,2006,1147260,588537,558723,10,73573
Carolina,Panthers,2006,1147260,588537,558723,11,73348
Carolina,Panthers,2006,1147260,588537,558723,12,85450
Carolina,Panthers,2006,1147260,588537,558723,13,69098
Carolina,Panthers,2006,1147260,588537,558723,14,73702
Carolina,Panthers,2006,1147260,588537,558723,15,73798
Carolina,Panthers,2006,1147260,588537,558723,16,68834
Carolina,Panthers,2006,1147260,588537,558723,17,69569
Chicago,Bears,2006,1048363,497786,550577,1,70918
Chicago,Bears,2006,1048363,497786,550577,2,62181
Chicago,Bears,2006,1048363,497786,550577,3,63754
Chicago,Bears,2006,1048363,497786,550577,4,62225
Chicago,Bears,2006,1048363,497786,550577,5,62206
Chicago,Bears,2006,1048363,497786,550577,6,63977
Chicago,Bears,2006,1048363,497786,550577,7,NA
Chicago,Bears,2006,1048363,497786,550577,8,62200
Chicago,Bears,2006,1048363,497786,550577,9,62206
Chicago,Bears,2006,1048363,497786,550577,10,78641
Chicago,Bears,2006,1048363,497786,550577,11,77632
Chicago,Bears,2006,1048363,497786,550577,12,68756
Chicago,Bears,2006,1048363,497786,550577,13,62221
Chicago,Bears,2006,1048363,497786,550577,14,66234
Chicago,Bears,2006,1048363,497786,550577,15,62260
Chicago,Bears,2006,1048363,497786,550577,16,60665
Chicago,Bears,2006,1048363,497786,550577,17,62287
Cincinnati,Bengals,2006,1081250,527870,553380,1,77956
Cincinnati,Bengals,2006,1081250,527870,553380,2,66072
Cincinnati,Bengals,2006,1081250,527870,553380,3,64922
Cincinnati,Bengals,2006,1081250,527870,553380,4,66035
Cincinnati,Bengals,2006,1081250,527870,553380,5,NA
Cincinnati,Bengals,2006,1081250,527870,553380,6,65732
Cincinnati,Bengals,2006,1081250,527870,553380,7,65964
Cincinnati,Bengals,2006,1081250,527870,553380,8,65978
Cincinnati,Bengals,2006,1081250,527870,553380,9,70792
Cincinnati,Bengals,2006,1081250,527870,553380,10,65917
Cincinnati,Bengals,2006,1081250,527870,553380,11,68001
Cincinnati,Bengals,2006,1081250,527870,553380,12,72926
Cincinnati,Bengals,2006,1081250,527870,553380,13,65973
Cincinnati,Bengals,2006,1081250,527870,553380,14,65882
Cincinnati,Bengals,2006,1081250,527870,553380,15,57292
Cincinnati,Bengals,2006,1081250,527870,553380,16,75759
Cincinnati,Bengals,2006,1081250,527870,553380,17,66049
Cleveland,Browns,2006,1112241,578672,533569,1,72915
Cleveland,Browns,2006,1112241,578672,533569,2,66072
Cleveland,Browns,2006,1112241,578672,533569,3,72474
Cleveland,Browns,2006,1112241,578672,533569,4,61426
Cleveland,Browns,2006,1112241,578672,533569,5,73520
Cleveland,Browns,2006,1112241,578672,533569,6,NA
Cleveland,Browns,2006,1112241,578672,533569,7,73024
Cleveland,Browns,2006,1112241,578672,533569,8,72507
Cleveland,Browns,2006,1112241,578672,533569,9,65558
Cleveland,Browns,2006,1112241,578672,533569,10,70793
Cleveland,Browns,2006,1112241,578672,533569,11,73296
Cleveland,Browns,2006,1112241,578672,533569,12,72926
Cleveland,Browns,2006,1112241,578672,533569,13,71927
Cleveland,Browns,2006,1112241,578672,533569,14,55246
Cleveland,Browns,2006,1112241,578672,533569,15,70857
Cleveland,Browns,2006,1112241,578672,533569,16,69603
Cleveland,Browns,2006,1112241,578672,533569,17,70097
Dallas,Cowboys,2006,1089509,506308,583201,1,67164
Dallas,Cowboys,2006,1089509,506308,583201,2,63152
Dallas,Cowboys,2006,1089509,506308,583201,3,NA
Dallas,Cowboys,2006,1089509,506308,583201,4,69143
Dallas,Cowboys,2006,1089509,506308,583201,5,69268
Dallas,Cowboys,2006,1089509,506308,583201,6,63186
Dallas,Cowboys,2006,1089509,506308,583201,7,63512
Dallas,Cowboys,2006,1089509,506308,583201,8,73682
Dallas,Cowboys,2006,1089509,506308,583201,9,90250
Dallas,Cowboys,2006,1089509,506308,583201,10,63926
Dallas,Cowboys,2006,1089509,506308,583201,11,63706
Dallas,Cowboys,2006,1089509,506308,583201,12,63183
Dallas,Cowboys,2006,1089509,506308,583201,13,78666
Dallas,Cowboys,2006,1089509,506308,583201,14,63722
Dallas,Cowboys,2006,1089509,506308,583201,15,71102
Dallas,Cowboys,2006,1089509,506308,583201,16,62839
Dallas,Cowboys,2006,1089509,506308,583201,17,63008
Denver,Broncos,2006,1155737,610782,544955,1,65577
Denver,Broncos,2006,1155737,610782,544955,2,76786
Denver,Broncos,2006,1155737,610782,544955,3,68756
Denver,Broncos,2006,1155737,610782,544955,4,NA
Denver,Broncos,2006,1155737,610782,544955,5,76355
Denver,Broncos,2006,1155737,610782,544955,6,76691
Denver,Broncos,2006,1155737,610782,544955,7,73024
Denver,Broncos,2006,1155737,610782,544955,8,76767
Denver,Broncos,2006,1155737,610782,544955,9,64661
Denver,Broncos,2006,1155737,610782,544955,10,62094
Denver,Broncos,2006,1155737,610782,544955,11,76723
Denver,Broncos,2006,1155737,610782,544955,12,79484
Denver,Broncos,2006,1155737,610782,544955,13,76146
Denver,Broncos,2006,1155737,610782,544955,14,67514
Denver,Broncos,2006,1155737,610782,544955,15,63845
Denver,Broncos,2006,1155737,610782,544955,16,75759
Denver,Broncos,2006,1155737,610782,544955,17,75555
Detroit,Lions,2006,1021303,487116,534187,1,60535
Detroit,Lions,2006,1021303,487116,534187,2,62181
Detroit,Lions,2006,1021303,487116,534187,3,61095
Detroit,Lions,2006,1021303,487116,534187,4,65563
Detroit,Lions,2006,1021303,487116,534187,5,63906
Detroit,Lions,2006,1021303,487116,534187,6,60704
Detroit,Lions,2006,1021303,487116,534187,7,76953
Detroit,Lions,2006,1021303,487116,534187,8,NA
Detroit,Lions,2006,1021303,487116,534187,9,60987
Detroit,Lions,2006,1021303,487116,534187,10,60707
Detroit,Lions,2006,1021303,487116,534187,11,63348
Detroit,Lions,2006,1021303,487116,534187,12,61562
Detroit,Lions,2006,1021303,487116,534187,13,68756
Detroit,Lions,2006,1021303,487116,534187,14,60861
Detroit,Lions,2006,1021303,487116,534187,15,70472
Detroit,Lions,2006,1021303,487116,534187,16,60665
Detroit,Lions,2006,1021303,487116,534187,17,63008
