year,week,home_team,away_team,winner,tie,day,date,time,pts_win,pts_loss,yds_win,turnovers_win,yds_loss,turnovers_loss,home_team_name,home_team_city,away_team_name,away_team_city
2004,16,Tampa Bay Buccaneers,Carolina Panthers,Carolina Panthers,NA,Sun,December 26,4:15PM,37,20,348,0,345,3,Buccaneers,Tampa Bay,Panthers,Carolina
2004,16,Dallas Cowboys,Washington Redskins,Dallas Cowboys,NA,Sun,December 26,4:15PM,13,10,306,2,233,3,Cowboys,Dallas,Redskins,Washington
2004,16,Seattle Seahawks,Arizona Cardinals,Seattle Seahawks,NA,Sun,December 26,4:16PM,24,21,301,1,317,2,Seahawks,Seattle,Cardinals,Arizona
2004,16,Miami Dolphins,Cleveland Browns,Miami Dolphins,NA,Sun,December 26,8:37PM,10,7,280,2,285,4,Dolphins,Miami,Browns,Cleveland
2004,16,St. Louis Rams,Philadelphia Eagles,St. Louis Rams,NA,Mon,December 27,9:09PM,20,7,419,1,155,1,Rams,St. Louis,Eagles,Philadelphia
2004,17,Carolina Panthers,New Orleans Saints,New Orleans Saints,NA,Sun,January 2,1:02PM,21,18,360,0,320,3,Panthers,Carolina,Saints,New Orleans
2004,17,Buffalo Bills,Pittsburgh Steelers,Pittsburgh Steelers,NA,Sun,January 2,1:02PM,29,24,262,3,267,3,Bills,Buffalo,Steelers,Pittsburgh
2004,17,St. Louis Rams,New York Jets,St. Louis Rams,NA,Sun,January 2,1:02PM,32,29,479,3,324,0,Rams,St. Louis,Jets,New York
2004,17,New England Patriots,San Francisco 49ers,New England Patriots,NA,Sun,January 2,1:02PM,21,7,405,3,318,2,Patriots,New England,49ers,San Francisco
2004,17,Baltimore Ravens,Miami Dolphins,Baltimore Ravens,NA,Sun,January 2,1:02PM,30,23,332,0,345,3,Ravens,Baltimore,Dolphins,Miami
2004,17,Houston Texans,Cleveland Browns,Cleveland Browns,NA,Sun,January 2,1:02PM,22,14,364,2,238,1,Texans,Houston,Browns,Cleveland
2004,17,Tennessee Titans,Detroit Lions,Tennessee Titans,NA,Sun,January 2,1:03PM,24,19,312,0,434,2,Titans,Tennessee,Lions,Detroit
2004,17,Chicago Bears,Green Bay Packers,Green Bay Packers,NA,Sun,January 2,1:03PM,31,14,387,0,246,1,Bears,Chicago,Packers,Green Bay
2004,17,Washington Redskins,Minnesota Vikings,Washington Redskins,NA,Sun,January 2,1:04PM,21,18,318,2,320,0,Redskins,Washington,Vikings,Minnesota
2004,17,Philadelphia Eagles,Cincinnati Bengals,Cincinnati Bengals,NA,Sun,January 2,1:05PM,38,10,308,0,342,5,Eagles,Philadelphia,Bengals,Cincinnati
2004,17,Arizona Cardinals,Tampa Bay Buccaneers,Arizona Cardinals,NA,Sun,January 2,4:06PM,12,7,222,1,249,4,Cardinals,Arizona,Buccaneers,Tampa Bay
2004,17,Seattle Seahawks,Atlanta Falcons,Seattle Seahawks,NA,Sun,January 2,4:06PM,28,26,253,1,354,1,Seahawks,Seattle,Falcons,Atlanta
2004,17,Oakland Raiders,Jacksonville Jaguars,Jacksonville Jaguars,NA,Sun,January 2,4:15PM,13,6,242,2,281,4,Raiders,Oakland,Jaguars,Jacksonville
2004,17,San Diego Chargers,Kansas City Chiefs,San Diego Chargers,NA,Sun,January 2,4:15PM,24,17,353,2,443,4,Chargers,San Diego,Chiefs,Kansas City
2004,17,Denver Broncos,Indianapolis Colts,Denver Broncos,NA,Sun,January 2,4:15PM,33,14,453,0,200,1,Broncos,Denver,Colts,Indianapolis
2004,17,New York Giants,Dallas Cowboys,New York Giants,NA,Sun,January 2,8:36PM,28,24,235,1,367,2,Giants,New York,Cowboys,Dallas
2004,WildCard,Seattle Seahawks,St. Louis Rams,St. Louis Rams,NA,Sat,January 8,4:37PM,27,20,396,1,413,1,Seahawks,Seattle,Rams,St. Louis
2004,WildCard,San Diego Chargers,New York Jets,New York Jets,NA,Sat,January 8,8:14PM,20,17,396,0,408,1,Chargers,San Diego,Jets,New York
2004,WildCard,Indianapolis Colts,Denver Broncos,Indianapolis Colts,NA,Sun,January 9,1:07PM,49,24,530,1,338,1,Colts,Indianapolis,Broncos,Denver
2004,WildCard,Green Bay Packers,Minnesota Vikings,Minnesota Vikings,NA,Sun,January 9,4:39PM,31,17,384,0,306,4,Packers,Green Bay,Vikings,Minnesota
2004,Division,Pittsburgh Steelers,New York Jets,Pittsburgh Steelers,NA,Sat,January 15,4:36PM,20,17,364,3,275,1,Steelers,Pittsburgh,Jets,New York
2004,Division,Atlanta Falcons,St. Louis Rams,Atlanta Falcons,NA,Sat,January 15,8:22PM,47,17,397,1,339,2,Falcons,Atlanta,Rams,St. Louis
2004,Division,Philadelphia Eagles,Minnesota Vikings,Philadelphia Eagles,NA,Sun,January 16,1:06PM,27,14,395,1,385,2,Eagles,Philadelphia,Vikings,Minnesota
2004,Division,New England Patriots,Indianapolis Colts,New England Patriots,NA,Sun,January 16,4:45PM,20,3,325,0,276,3,Patriots,New England,Colts,Indianapolis
2004,ConfChamp,Philadelphia Eagles,Atlanta Falcons,Philadelphia Eagles,NA,Sun,January 23,3:08PM,27,10,326,0,202,1,Eagles,Philadelphia,Falcons,Atlanta
2004,ConfChamp,Pittsburgh Steelers,New England Patriots,New England Patriots,NA,Sun,January 23,6:36PM,41,27,322,0,388,4,Steelers,Pittsburgh,Patriots,New England
2004,SuperBowl,New England Patriots,Philadelphia Eagles,New England Patriots,NA,Sun,February 6,6:38PM,24,21,331,1,369,4,Patriots,New England,Eagles,Philadelphia
2005,1,New England Patriots,Oakland Raiders,New England Patriots,NA,Thu,September 8,9:07PM,30,20,379,0,338,1,Patriots,New England,Raiders,Oakland
2005,1,Kansas City Chiefs,New York Jets,Kansas City Chiefs,NA,Sun,September 11,1:00PM,27,7,389,1,390,3,Chiefs,Kansas City,Jets,New York
2005,1,Buffalo Bills,Houston Texans,Buffalo Bills,NA,Sun,September 11,1:05PM,22,7,316,0,120,5,Bills,Buffalo,Texans,Houston
2005,1,Pittsburgh Steelers,Tennessee Titans,Pittsburgh Steelers,NA,Sun,September 11,1:05PM,34,7,424,0,303,4,Steelers,Pittsburgh,Titans,Tennessee
2005,1,Minnesota Vikings,Tampa Bay Buccaneers,Tampa Bay Buccaneers,NA,Sun,September 11,1:05PM,24,13,345,2,248,5,Vikings,Minnesota,Buccaneers,Tampa Bay
2005,1,Washington Redskins,Chicago Bears,Washington Redskins,NA,Sun,September 11,1:06PM,9,7,323,3,166,2,Redskins,Washington,Bears,Chicago
2005,1,Carolina Panthers,New Orleans Saints,New Orleans Saints,NA,Sun,September 11,1:06PM,23,20,291,2,350,4,Panthers,Carolina,Saints,New Orleans
2005,1,Jacksonville Jaguars,Seattle Seahawks,Jacksonville Jaguars,NA,Sun,September 11,1:07PM,26,14,362,0,322,5,Jaguars,Jacksonville,Seahawks,Seattle
2005,1,Miami Dolphins,Denver Broncos,Miami Dolphins,NA,Sun,September 11,1:07PM,34,10,426,3,312,3,Dolphins,Miami,Broncos,Denver
2005,1,Cleveland Browns,Cincinnati Bengals,Cincinnati Bengals,NA,Sun,September 11,1:07PM,27,13,420,2,373,3,Browns,Cleveland,Bengals,Cincinnati
2005,1,San Francisco 49ers,St. Louis Rams,San Francisco 49ers,NA,Sun,September 11,4:15PM,28,25,217,2,405,1,49ers,San Francisco,Rams,St. Louis
2005,1,San Diego Chargers,Dallas Cowboys,Dallas Cowboys,NA,Sun,September 11,4:15PM,28,24,301,1,291,2,Chargers,San Diego,Cowboys,Dallas
2005,1,New York Giants,Arizona Cardinals,New York Giants,NA,Sun,September 11,4:18PM,42,19,275,2,318,2,Giants,New York,Cardinals,Arizona
2005,1,Detroit Lions,Green Bay Packers,Detroit Lions,NA,Sun,September 11,4:19PM,17,3,254,0,216,3,Lions,Detroit,Packers,Green Bay
2005,1,Baltimore Ravens,Indianapolis Colts,Indianapolis Colts,NA,Sun,September 11,8:38PM,24,7,340,0,401,4,Ravens,Baltimore,Colts,Indianapolis
2005,1,Atlanta Falcons,Philadelphia Eagles,Atlanta Falcons,NA,Mon,September 12,9:05PM,14,10,319,3,301,3,Falcons,Atlanta,Eagles,Philadelphia
2005,2,Indianapolis Colts,Jacksonville Jaguars,Indianapolis Colts,NA,Sun,September 18,12:03PM,10,3,268,1,303,0,Colts,Indianapolis,Jaguars,Jacksonville
2005,2,Carolina Panthers,New England Patriots,Carolina Panthers,NA,Sun,September 18,1:02PM,27,17,250,1,288,3,Panthers,Carolina,Patriots,New England
2005,2,Houston Texans,Pittsburgh Steelers,Pittsburgh Steelers,NA,Sun,September 18,1:02PM,27,7,388,0,221,1,Texans,Houston,Steelers,Pittsburgh
2005,2,Chicago Bears,Detroit Lions,Chicago Bears,NA,Sun,September 18,1:02PM,38,6,336,0,234,5,Bears,Chicago,Lions,Detroit
2005,2,Tampa Bay Buccaneers,Buffalo Bills,Tampa Bay Buccaneers,NA,Sun,September 18,1:02PM,19,3,318,0,147,0,Buccaneers,Tampa Bay,Bills,Buffalo
2005,2,Philadelphia Eagles,San Francisco 49ers,Philadelphia Eagles,NA,Sun,September 18,1:03PM,42,3,583,1,142,3,Eagles,Philadelphia,49ers,San Francisco
2005,2,Cincinnati Bengals,Minnesota Vikings,Cincinnati Bengals,NA,Sun,September 18,1:03PM,37,8,504,1,304,7,Bengals,Cincinnati,Vikings,Minnesota
2005,2,Tennessee Titans,Baltimore Ravens,Tennessee Titans,NA,Sun,September 18,1:03PM,25,10,290,1,182,2,Titans,Tennessee,Ravens,Baltimore
2005,2,Arizona Cardinals,St. Louis Rams,St. Louis Rams,NA,Sun,September 18,4:05PM,17,12,297,1,379,2,Cardinals,Arizona,Rams,St. Louis
2005,2,Seattle Seahawks,Atlanta Falcons,Seattle Seahawks,NA,Sun,September 18,4:06PM,21,18,428,1,223,0,Seahawks,Seattle,Falcons,Atlanta
2005,2,Green Bay Packers,Cleveland Browns,Cleveland Browns,NA,Sun,September 18,4:15PM,26,24,391,0,452,2,Packers,Green Bay,Browns,Cleveland
2005,2,Denver Broncos,San Diego Chargers,Denver Broncos,NA,Sun,September 18,4:15PM,20,17,331,2,213,2,Broncos,Denver,Chargers,San Diego
2005,2,New York Jets,Miami Dolphins,New York Jets,NA,Sun,September 18,4:16PM,17,7,271,0,235,1,Jets,New York,Dolphins,Miami
2005,2,Oakland Raiders,Kansas City Chiefs,Kansas City Chiefs,NA,Sun,September 18,8:30PM,23,17,354,1,327,2,Raiders,Oakland,Chiefs,Kansas City
2005,2,New Orleans Saints,New York Giants,New York Giants,NA,Mon,September 19,7:36PM,27,10,257,1,422,6,Saints,New Orleans,Giants,New York
2005,2,Dallas Cowboys,Washington Redskins,Washington Redskins,NA,Mon,September 19,9:07PM,14,13,346,2,351,0,Cowboys,Dallas,Redskins,Washington
2005,3,Indianapolis Colts,Cleveland Browns,Indianapolis Colts,NA,Sun,September 25,12:03PM,13,6,339,1,263,0,Colts,Indianapolis,Browns,Cleveland
2005,3,Minnesota Vikings,New Orleans Saints,Minnesota Vikings,NA,Sun,September 25,1:00PM,33,16,420,0,296,4,Vikings,Minnesota,Saints,New Orleans
2005,3,Green Bay Packers,Tampa Bay Buccaneers,Tampa Bay Buccaneers,NA,Sun,September 25,1:02PM,17,16,293,1,260,4,Packers,Green Bay,Buccaneers,Tampa Bay
2005,3,St. Louis Rams,Tennessee Titans,St. Louis Rams,NA,Sun,September 25,1:02PM,31,27,360,4,335,3,Rams,St. Louis,Titans,Tennessee
2005,3,Miami Dolphins,Carolina Panthers,Miami Dolphins,NA,Sun,September 25,1:02PM,27,24,315,1,299,3,Dolphins,Miami,Panthers,Carolina
2005,3,Buffalo Bills,Atlanta Falcons,Atlanta Falcons,NA,Sun,September 25,1:02PM,24,16,403,2,208,2,Bills,Buffalo,Falcons,Atlanta
2005,3,Chicago Bears,Cincinnati Bengals,Cincinnati Bengals,NA,Sun,September 25,1:02PM,24,7,244,1,255,6,Bears,Chicago,Bengals,Cincinnati
2005,3,New York Jets,Jacksonville Jaguars,Jacksonville Jaguars,NA,Sun,September 25,1:03PM,26,20,308,3,168,3,Jets,New York,Jaguars,Jacksonville
2005,3,Philadelphia Eagles,Oakland Raiders,Philadelphia Eagles,NA,Sun,September 25,1:03PM,23,20,448,2,365,0,Eagles,Philadelphia,Raiders,Oakland
2005,3,San Francisco 49ers,Dallas Cowboys,Dallas Cowboys,NA,Sun,September 25,4:05PM,34,31,443,3,390,3,49ers,San Francisco,Cowboys,Dallas
2005,3,Seattle Seahawks,Arizona Cardinals,Seattle Seahawks,NA,Sun,September 25,4:06PM,37,12,447,0,266,2,Seahawks,Seattle,Cardinals,Arizona
2005,3,Pittsburgh Steelers,New England Patriots,New England Patriots,NA,Sun,September 25,4:15PM,23,20,426,3,269,1,Steelers,Pittsburgh,Patriots,New England
2005,3,San Diego Chargers,New York Giants,San Diego Chargers,NA,Sun,September 25,8:30PM,45,23,485,1,424,1,Chargers,San Diego,Giants,New York
2005,3,Denver Broncos,Kansas City Chiefs,Denver Broncos,NA,Mon,September 26,9:07PM,30,10,358,0,285,1,Broncos,Denver,Chiefs,Kansas City
2005,4,Tampa Bay Buccaneers,Detroit Lions,Tampa Bay Buccaneers,NA,Sun,October 2,1:02PM,17,13,353,4,226,1,Buccaneers,Tampa Bay,Lions,Detroit
2005,4,Jacksonville Jaguars,Denver Broncos,Denver Broncos,NA,Sun,October 2,1:02PM,20,7,306,0,241,4,Jaguars,Jacksonville,Broncos,Denver
2005,4,Tennessee Titans,Indianapolis Colts,Indianapolis Colts,NA,Sun,October 2,1:02PM,31,10,364,0,313,1,Titans,Tennessee,Colts,Indianapolis
2005,4,Cincinnati Bengals,Houston Texans,Cincinnati Bengals,NA,Sun,October 2,1:02PM,16,10,371,0,254,1,Bengals,Cincinnati,Texans,Houston
2005,4,New England Patriots,San Diego Chargers,San Diego Chargers,NA,Sun,October 2,1:02PM,41,17,431,0,303,2,Patriots,New England,Chargers,San Diego
2005,4,New Orleans Saints,Buffalo Bills,New Orleans Saints,NA,Sun,October 2,1:03PM,19,7,333,0,208,2,Saints,New Orleans,Bills,Buffalo
2005,4,New York Giants,St. Louis Rams,New York Giants,NA,Sun,October 2,1:03PM,44,24,456,0,476,5,Giants,New York,Rams,St. Louis
2005,4,Washington Redskins,Seattle Seahawks,Washington Redskins,NA,Sun,October 2,1:03PM,20,17,352,1,354,0,Redskins,Washington,Seahawks,Seattle
2005,4,Baltimore Ravens,New York Jets,Baltimore Ravens,NA,Sun,October 2,4:05PM,13,3,259,2,152,0,Ravens,Baltimore,Jets,New York
2005,4,Kansas City Chiefs,Philadelphia Eagles,Philadelphia Eagles,NA,Sun,October 2,4:15PM,37,31,396,2,353,4,Chiefs,Kansas City,Eagles,Philadelphia
2005,4,Oakland Raiders,Dallas Cowboys,Oakland Raiders,NA,Sun,October 2,4:15PM,19,13,333,0,303,1,Raiders,Oakland,Cowboys,Dallas
2005,4,Atlanta Falcons,Minnesota Vikings,Atlanta Falcons,NA,Sun,October 2,4:17PM,30,10,368,0,261,3,Falcons,Atlanta,Vikings,Minnesota
2005,4,Arizona Cardinals,San Francisco 49ers,Arizona Cardinals,NA,Sun,October 2,8:36PM,31,14,463,3,168,4,Cardinals,Arizona,49ers,San Francisco
2005,4,Carolina Panthers,Green Bay Packers,Carolina Panthers,NA,Mon,October 3,9:07PM,32,29,286,1,352,2,Panthers,Carolina,Packers,Green Bay
2005,5,Detroit Lions,Baltimore Ravens,Detroit Lions,NA,Sun,October 9,1:02PM,35,17,266,2,387,4,Lions,Detroit,Ravens,Baltimore
2005,5,Houston Texans,Tennessee Titans,Tennessee Titans,NA,Sun,October 9,1:02PM,34,20,310,0,257,1,Texans,Houston,Titans,Tennessee
2005,5,Green Bay Packers,New Orleans Saints,Green Bay Packers,NA,Sun,October 9,1:02PM,52,3,309,0,254,5,Packers,Green Bay,Saints,New Orleans
2005,5,Buffalo Bills,Miami Dolphins,Buffalo Bills,NA,Sun,October 9,1:02PM,20,14,236,1,323,5,Bills,Buffalo,Dolphins,Miami
2005,5,St. Louis Rams,Seattle Seahawks,Seattle Seahawks,NA,Sun,October 9,1:02PM,37,31,433,0,386,2,Rams,St. Louis,Seahawks,Seattle
2005,5,Cleveland Browns,Chicago Bears,Cleveland Browns,NA,Sun,October 9,1:03PM,20,10,278,2,266,3,Browns,Cleveland,Bears,Chicago
2005,5,New York Jets,Tampa Bay Buccaneers,New York Jets,NA,Sun,October 9,1:03PM,14,12,212,3,285,1,Jets,New York,Buccaneers,Tampa Bay
2005,5,Atlanta Falcons,New England Patriots,New England Patriots,NA,Sun,October 9,1:05PM,31,28,483,1,400,0,Falcons,Atlanta,Patriots,New England
2005,5,San Francisco 49ers,Indianapolis Colts,Indianapolis Colts,NA,Sun,October 9,4:05PM,28,3,365,3,177,5,49ers,San Francisco,Colts,Indianapolis
2005,5,Denver Broncos,Washington Redskins,Denver Broncos,NA,Sun,October 9,4:15PM,21,19,257,0,447,1,Broncos,Denver,Redskins,Washington
2005,5,Dallas Cowboys,Philadelphia Eagles,Dallas Cowboys,NA,Sun,October 9,4:15PM,33,10,456,1,129,0,Cowboys,Dallas,Eagles,Philadelphia
2005,5,Arizona Cardinals,Carolina Panthers,Carolina Panthers,NA,Sun,October 9,4:15PM,24,20,330,2,468,4,Cardinals,Arizona,Panthers,Carolina
2005,5,Jacksonville Jaguars,Cincinnati Bengals,Jacksonville Jaguars,NA,Sun,October 9,8:36PM,23,20,342,1,364,1,Jaguars,Jacksonville,Bengals,Cincinnati
2005,5,San Diego Chargers,Pittsburgh Steelers,Pittsburgh Steelers,NA,Mon,October 10,9:00PM,24,22,311,1,279,2,Chargers,San Diego,Steelers,Pittsburgh
2005,6,Kansas City Chiefs,Washington Redskins,Kansas City Chiefs,NA,Sun,October 16,1:00PM,28,21,274,0,398,3,Chiefs,Kansas City,Redskins,Washington
2005,6,Baltimore Ravens,Cleveland Browns,Baltimore Ravens,NA,Sun,October 16,1:02PM,16,3,351,1,186,3,Ravens,Baltimore,Browns,Cleveland
2005,6,Tampa Bay Buccaneers,Miami Dolphins,Tampa Bay Buccaneers,NA,Sun,October 16,1:02PM,27,13,342,1,307,2,Buccaneers,Tampa Bay,Dolphins,Miami
2005,6,Detroit Lions,Carolina Panthers,Carolina Panthers,NA,Sun,October 16,1:02PM,21,20,317,4,209,4,Lions,Detroit,Panthers,Carolina
2005,6,Pittsburgh Steelers,Jacksonville Jaguars,Jacksonville Jaguars,NA,Sun,October 16,1:02PM,23,17,246,1,218,4,Steelers,Pittsburgh,Jaguars,Jacksonville
2005,6,Dallas Cowboys,New York Giants,Dallas Cowboys,NA,Sun,October 16,1:02PM,16,13,385,4,270,4,Cowboys,Dallas,Giants,New York
2005,6,Chicago Bears,Minnesota Vikings,Chicago Bears,NA,Sun,October 16,1:03PM,28,3,192,3,283,2,Bears,Chicago,Vikings,Minnesota
2005,6,Tennessee Titans,Cincinnati Bengals,Cincinnati Bengals,NA,Sun,October 16,1:03PM,31,23,387,0,377,3,Titans,Tennessee,Bengals,Cincinnati
2005,6,New Orleans Saints,Atlanta Falcons,Atlanta Falcons,NA,Sun,October 16,1:03PM,34,31,266,1,456,2,Saints,New Orleans,Falcons,Atlanta
2005,6,Oakland Raiders,San Diego Chargers,San Diego Chargers,NA,Sun,October 16,4:15PM,27,14,346,0,310,1,Raiders,Oakland,Chargers,San Diego
2005,6,Buffalo Bills,New York Jets,Buffalo Bills,NA,Sun,October 16,4:15PM,27,17,341,2,275,3,Bills,Buffalo,Jets,New York
2005,6,Denver Broncos,New England Patriots,Denver Broncos,NA,Sun,October 16,4:16PM,28,20,432,0,388,0,Broncos,Denver,Patriots,New England
2005,6,Seattle Seahawks,Houston Texans,Seattle Seahawks,NA,Sun,October 16,8:38PM,42,10,459,1,227,0,Seahawks,Seattle,Texans,Houston
2005,6,Indianapolis Colts,St. Louis Rams,Indianapolis Colts,NA,Mon,October 17,8:08PM,45,28,363,1,349,4,Colts,Indianapolis,Rams,St. Louis
2005,7,Miami Dolphins,Kansas City Chiefs,Kansas City Chiefs,NA,Fri,October 21,7:05PM,30,20,462,0,286,1,Dolphins,Miami,Chiefs,Kansas City
2005,7,Minnesota Vikings,Green Bay Packers,Minnesota Vikings,NA,Sun,October 23,1:00PM,23,20,363,1,374,0,Vikings,Minnesota,Packers,Green Bay
2005,7,Philadelphia Eagles,San Diego Chargers,Philadelphia Eagles,NA,Sun,October 23,1:02PM,20,17,286,2,291,3,Eagles,Philadelphia,Chargers,San Diego
2005,7,Cincinnati Bengals,Pittsburgh Steelers,Pittsburgh Steelers,NA,Sun,October 23,1:02PM,27,13,304,2,302,2,Bengals,Cincinnati,Steelers,Pittsburgh
2005,7,St. Louis Rams,New Orleans Saints,St. Louis Rams,NA,Sun,October 23,1:02PM,28,17,298,1,332,2,Rams,St. Louis,Saints,New Orleans
2005,7,Washington Redskins,San Francisco 49ers,Washington Redskins,NA,Sun,October 23,1:03PM,52,17,457,0,194,2,Redskins,Washington,49ers,San Francisco
2005,7,Houston Texans,Indianapolis Colts,Indianapolis Colts,NA,Sun,October 23,1:03PM,38,20,437,2,139,2,Texans,Houston,Colts,Indianapolis
2005,7,Cleveland Browns,Detroit Lions,Detroit Lions,NA,Sun,October 23,1:04PM,13,10,329,1,174,3,Browns,Cleveland,Lions,Detroit
2005,7,Seattle Seahawks,Dallas Cowboys,Seattle Seahawks,NA,Sun,October 23,4:06PM,13,10,289,3,275,2,Seahawks,Seattle,Cowboys,Dallas
2005,7,Arizona Cardinals,Tennessee Titans,Arizona Cardinals,NA,Sun,October 23,4:15PM,20,10,173,1,348,3,Cardinals,Arizona,Titans,Tennessee
2005,7,Chicago Bears,Baltimore Ravens,Chicago Bears,NA,Sun,October 23,4:15PM,10,6,276,0,199,0,Bears,Chicago,Ravens,Baltimore
2005,7,Oakland Raiders,Buffalo Bills,Oakland Raiders,NA,Sun,October 23,4:15PM,38,17,416,1,210,1,Raiders,Oakland,Bills,Buffalo
2005,7,New York Giants,Denver Broncos,New York Giants,NA,Sun,October 23,4:15PM,24,23,311,2,385,1,Giants,New York,Broncos,Denver
2005,7,Atlanta Falcons,New York Jets,Atlanta Falcons,NA,Mon,October 24,9:07PM,27,14,310,3,231,4,Falcons,Atlanta,Jets,New York
2005,8,Carolina Panthers,Minnesota Vikings,Carolina Panthers,NA,Sun,October 30,1:02PM,38,13,449,0,253,0,Panthers,Carolina,Vikings,Minnesota
2005,8,Houston Texans,Cleveland Browns,Houston Texans,NA,Sun,October 30,1:02PM,19,16,237,1,325,2,Texans,Houston,Browns,Cleveland
2005,8,Dallas Cowboys,Arizona Cardinals,Dallas Cowboys,NA,Sun,October 30,1:02PM,34,13,348,1,213,2,Cowboys,Dallas,Cardinals,Arizona
2005,8,St. Louis Rams,Jacksonville Jaguars,St. Louis Rams,NA,Sun,October 30,1:02PM,24,21,386,3,427,2,Rams,St. Louis,Jaguars,Jacksonville
2005,8,Tennessee Titans,Oakland Raiders,Oakland Raiders,NA,Sun,October 30,1:02PM,34,25,324,1,326,2,Titans,Tennessee,Raiders,Oakland
2005,8,Cincinnati Bengals,Green Bay Packers,Cincinnati Bengals,NA,Sun,October 30,1:02PM,21,14,317,1,353,5,Bengals,Cincinnati,Packers,Green Bay
2005,8,Detroit Lions,Chicago Bears,Chicago Bears,NA,Sun,October 30,1:04PM,19,13,333,1,278,1,Lions,Detroit,Bears,Chicago
2005,8,New York Giants,Washington Redskins,New York Giants,NA,Sun,October 30,1:06PM,36,0,386,1,125,4,Giants,New York,Redskins,Washington
2005,8,San Diego Chargers,Kansas City Chiefs,San Diego Chargers,NA,Sun,October 30,4:05PM,28,20,424,2,418,1,Chargers,San Diego,Chiefs,Kansas City
2005,8,New Orleans Saints,Miami Dolphins,Miami Dolphins,NA,Sun,October 30,4:05PM,21,6,342,2,203,2,Saints,New Orleans,Dolphins,Miami
2005,8,San Francisco 49ers,Tampa Bay Buccaneers,San Francisco 49ers,NA,Sun,October 30,4:15PM,15,10,208,0,275,3,49ers,San Francisco,Buccaneers,Tampa Bay
2005,8,Denver Broncos,Philadelphia Eagles,Denver Broncos,NA,Sun,October 30,4:15PM,49,21,564,0,351,2,Broncos,Denver,Eagles,Philadelphia
2005,8,New England Patriots,Buffalo Bills,New England Patriots,NA,Sun,October 30,8:37PM,21,16,273,2,394,2,Patriots,New England,Bills,Buffalo
2005,8,Pittsburgh Steelers,Baltimore Ravens,Pittsburgh Steelers,NA,Mon,October 31,9:07PM,20,19,261,2,318,3,Steelers,Pittsburgh,Ravens,Baltimore
2005,9,Kansas City Chiefs,Oakland Raiders,Kansas City Chiefs,NA,Sun,November 6,1:00PM,27,23,321,1,263,1,Chiefs,Kansas City,Raiders,Oakland
2005,9,Jacksonville Jaguars,Houston Texans,Jacksonville Jaguars,NA,Sun,November 6,1:01PM,21,14,312,0,279,1,Jaguars,Jacksonville,Texans,Houston
2005,9,New York Jets,San Diego Chargers,San Diego Chargers,NA,Sun,November 6,1:02PM,31,26,395,2,269,0,Jets,New York,Chargers,San Diego
2005,9,Tampa Bay Buccaneers,Carolina Panthers,Carolina Panthers,NA,Sun,November 6,1:02PM,34,14,287,0,270,4,Buccaneers,Tampa Bay,Panthers,Carolina
2005,9,Baltimore Ravens,Cincinnati Bengals,Cincinnati Bengals,NA,Sun,November 6,1:02PM,21,9,329,1,240,1,Ravens,Baltimore,Bengals,Cincinnati
2005,9,Miami Dolphins,Atlanta Falcons,Atlanta Falcons,NA,Sun,November 6,1:03PM,17,10,382,2,208,1,Dolphins,Miami,Falcons,Atlanta
2005,9,Cleveland Browns,Tennessee Titans,Cleveland Browns,NA,Sun,November 6,1:03PM,20,14,441,2,323,1,Browns,Cleveland,Titans,Tennessee
2005,9,Minnesota Vikings,Detroit Lions,Minnesota Vikings,NA,Sun,November 6,1:05PM,27,14,285,1,289,3,Vikings,Minnesota,Lions,Detroit
2005,9,Arizona Cardinals,Seattle Seahawks,Seattle Seahawks,NA,Sun,November 6,4:05PM,33,19,370,0,378,4,Cardinals,Arizona,Seahawks,Seattle
2005,9,New Orleans Saints,Chicago Bears,Chicago Bears,NA,Sun,November 6,4:05PM,20,17,314,3,283,4,Saints,New Orleans,Bears,Chicago
2005,9,San Francisco 49ers,New York Giants,New York Giants,NA,Sun,November 6,4:06PM,24,6,344,0,138,1,49ers,San Francisco,Giants,New York
2005,9,Green Bay Packers,Pittsburgh Steelers,Pittsburgh Steelers,NA,Sun,November 6,4:15PM,20,10,213,1,268,3,Packers,Green Bay,Steelers,Pittsburgh
2005,9,Washington Redskins,Philadelphia Eagles,Washington Redskins,NA,Sun,November 6,8:37PM,17,10,293,1,336,1,Redskins,Washington,Eagles,Philadelphia
2005,9,New England Patriots,Indianapolis Colts,Indianapolis Colts,NA,Mon,November 7,9:08PM,40,21,453,1,288,2,Patriots,New England,Colts,Indianapolis
2005,10,Jacksonville Jaguars,Baltimore Ravens,Jacksonville Jaguars,NA,Sun,November 13,1:01PM,30,3,338,0,163,3,Jaguars,Jacksonville,Ravens,Baltimore
2005,10,Buffalo Bills,Kansas City Chiefs,Buffalo Bills,NA,Sun,November 13,1:02PM,14,3,209,2,316,4,Bills,Buffalo,Chiefs,Kansas City
2005,10,Indianapolis Colts,Houston Texans,Indianapolis Colts,NA,Sun,November 13,1:03PM,31,17,419,2,209,0,Colts,Indianapolis,Texans,Houston
2005,10,Miami Dolphins,New England Patriots,New England Patriots,NA,Sun,November 13,1:03PM,23,16,365,2,437,2,Dolphins,Miami,Patriots,New England
2005,10,Detroit Lions,Arizona Cardinals,Detroit Lions,NA,Sun,November 13,1:03PM,29,21,383,0,397,1,Lions,Detroit,Cardinals,Arizona
