EXPID,PEAKID,YEAR,SEASON,SEASON_FACTOR,HOST,HOST_FACTOR,ROUTE1,ROUTE2,ROUTE3,ROUTE4,NATION,LEADERS,SPONSOR,SUCCESS1,SUCCESS2,SUCCESS3,SUCCESS4,ASCENT1,ASCENT2,ASCENT3,ASCENT4,CLAIMED,DISPUTED,COUNTRIES,APPROACH,BCDATE,SMTDATE,SMTTIME,SMTDAYS,TOTDAYS,TERMDATE,TERMREASON,TERMREASON_FACTOR,TERMNOTE,HIGHPOINT,TRAVERSE,SKI,PARAPENTE,CAMPS,ROPE,TOTMEMBERS,SMTMEMBERS,MDEATHS,TOTHIRED,SMTHIRED,HDEATHS,NOHIRED,O2USED,O2NONE,O2CLIMB,O2DESCENT,O2SLEEP,O2MEDICAL,O2TAKEN,O2UNKWN,OTHERSMTS,CAMPSITES,ROUTEMEMO,ACCIDENTS,ACHIEVMENT,AGENCY,COMRTE,STDRTE,PRIMRTE,PRIMMEM,PRIMREF,PRIMID,CHKSUM
HIML21302,HIML,2021,3,Autumn,1,Nepal,NW Ridge,NA,NA,NA,Switzerland,Niklaus Stalder,Kobler & Partner Himlung Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Austria, Germany",Besisahar->Koto->Meta->Phu->BC,2021-10-15,2021-10-25,1510,10,16,2021-10-31,1,Success (main peak),Rope-fixing Sherpa only,7126,FALSE,FALSE,FALSE,2,0,8,0,0,7,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(15/10),C1(23/10,5400m),C2(28/10,6100m),Smt(25/10)",166597,NA,NA,Himalaya Vision,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464594
HIML21303,HIML,2021,3,Autumn,1,Nepal,NW Ridge,NA,NA,NA,Germany,Tobias Pantel,Seven Summit Treks (SST) Himlung Himal Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Kenya, Netherlands","Jeep to Koto, trekked to BC",2021-10-24,2021-11-04,0730,11,12,2021-11-05,1,Success (main peak),NA,7126,FALSE,FALSE,FALSE,2,0,3,1,0,3,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(24/10,4900m),C1(28/10,5400m),C2(03/11,6100m),Smt(04/11)",159500,"Pantel frostbite grade 2 at 3 fingers of right hand and nose (full recovery). Wandai frostbite grade 3 on 2 fingers of right hand and snowblindness.
",NA,Seven Summit Treks,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464604
HIML21304,HIML,2021,3,Autumn,1,Nepal,NW Ridge,NA,NA,NA,Germany,Steffen Kiefer,AT Reisen Himlung Himal Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Austria,Via Phu Khola Valley->BC,2021-10-23,2021-11-04,0800,12,15,2021-11-07,1,Success (main peak),NA,7126,FALSE,FALSE,FALSE,2,0,15,2,0,11,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(23/10,4820m),C1(26/10,5400m),C2(28/10,6050m),Smt(04/11)",149866,NA,NA,Seven Summit Treks,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464604
HIML21305,HIML,2021,3,Autumn,1,Nepal,NW Ridge,NA,NA,NA,Slovakia,Jana Drobna,Thamserku Himlung Himal Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"France, Germany, Switzerland",Koto->Meta->Phu->BC,2021-10-17,2021-10-25,1513,8,10,2021-10-27,1,Success (main peak),NA,7126,FALSE,FALSE,FALSE,2,0,6,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(17/10,490m),C1(17/10,5450m),C2(24/10,6050m),Smt(25/10)",157914,NA,NA,Thamserku Trekking,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464594
HIML21306,HIML,2021,3,Autumn,1,Nepal,NW Ridge,NA,NA,NA,Canada,Jill Wheatley,Imagine Nepal Himlung Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,2021-10-25,NA,0,0,NA,1,Success (main peak),NA,7126,FALSE,FALSE,FALSE,2,0,1,1,0,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Smt(10/25),NA,NA,NA,Imagine Nepal (8K Expeditions pmt),FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464594
JANU21301,JANU,2021,3,Autumn,1,Nepal,N Face (to 7200m),E Face,NA,NA,USA,Alan Rousseau,American Jannu Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Taplejung by jeep, trekked to Ghunsa (N Face team)",2021-09-25,2021-10-14,NA,19,31,2021-10-26,4,"Bad weather (storms, high winds)",Abandoned at 7200m due to storms and bad weather,7200,FALSE,FALSE,FALSE,4,0,4,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"BC(25/09,4700m),Biv1(08/10,5200m),Biv2(09/10,5800m),Biv3(13/10,6800m),Biv4(14/10,7200m),xxx",166568,NA,NA,Grand Himalaya Treks,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464583
KANG21301,KANG,2021,3,Autumn,1,Nepal,SW Face,NA,NA,NA,Ecuador,Topo Mena,Alpenglow Kangchenjunga Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Denmark,See Route Notes,2021-09-08,2021-09-18,NA,10,33,2021-10-11,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",Abandoned at 7430m due to dangerous avalanche conditions,7430,FALSE,FALSE,FALSE,2,5200,3,0,0,5,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(08/09,5500m),C1(13/09,6070m),C2(15/09,6200m),xxx(18/09,01/10,7430m)",159478,NA,NA,Himalaya Vision,FALSE,TRUE,FALSE,FALSE,FALSE,NA,2464557
KANG21302,KANG,2021,3,Autumn,1,Nepal,SW Face,NA,NA,NA,Taiwan,Grace Tseng,Taiwanese Dhaulagiri-Kangchenjunga Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Taplejung, Taplejung->Cherum, Cherum->BC (all by heli)",2021-10-08,2021-10-16,1300,8,10,2021-10-18,14,Other,Abandoned at 8400m due to wrong route followed,8400,FALSE,FALSE,FALSE,4,2000,1,0,0,4,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Summmited Dhaulagiri (DHA1-213-07),"BC(08/10,5479m),C1(11/10,6070m),C2(12/10,6200m),C3(13/10,6900m),C4(14/10,7500m),xxx(16/10,8400m)",74977,NA,NA,Dolma Outdoor,FALSE,TRUE,FALSE,FALSE,FALSE,DHA121307,2464585
KTEG21301,KTEG,2021,3,Autumn,1,Nepal,NA,NA,NA,NA,France,Stephane Benoist,GEAN (Groupe Excellence d'Alpinisme National) Kangtega Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,Lukla->Namche->Pangboche,2021-10-08,NA,NA,0,33,2021-11-10,12,Did not attempt climb,Took permit to climb other nearby peaks,0,FALSE,FALSE,FALSE,0,0,8,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Summited Cholatse (CHOL-213-01), summited Nare Ri Shar (6005m), attempted Omoga Ri Chang (OMRC-213-01)",NA,194853,NA,NA,Pralhad Chapagain (Freelancer at Expes.com),FALSE,FALSE,FALSE,FALSE,FALSE,NA,5081
LDNG21401,LDNG,2021,4,Winter,1,Nepal,NA,NA,NA,NA,USA,John Kelley,American Langdung Expedition 2022,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,NA,0,Unknown,NA,0,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Magical Nepal,FALSE,FALSE,FALSE,FALSE,FALSE,NA,5126
MANA21301,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Nepal,Sherpa Rope-Fixing,Sherpa Rope-Fixing Manaslu 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,2021-09-23,2145,0,0,NA,2,"Success (subpeak, foresummit)",Stopped at high fore-smt (8156m),8156,FALSE,FALSE,FALSE,0,0,0,0,0,6,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,ForeSmt(23/09),118469,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464562
MANA21302,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Nepal,Mingma Gyalje Sherpa,Imagine Nepal Real Summit Manaslu Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Canada, China, Czech Republic, Iran, Japan, Macedonia, Nepal, Netherlands, Poland, Sweden, USA","Some by heli, some by trekking",2021-09-08,2021-09-27,0938,19,20,2021-09-28,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,4,0,17,10,0,14,12,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(08/09,4700m),C1(17/09,5700m),C2(18/09,6400m),C3(19/09,6800m),C4(26/09,7500m),TrueSmt(27/09,01/10)",149753,NA,NA,Imagine Nepal,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464566
MANA21303,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Netherlands,Arnold Coster,Seven Summit Treks (SST) Manaslu Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"France,Germany,India,Iran,Ireland,Israel,Italy,Kazakhstan,Lithuania, Oman,Pakistan,Poland,Romania,Russia,S Korea,Spain,Ukraine,USA",NA,2021-09-13,2021-09-25,NA,12,0,NA,2,"Success (subpeak, foresummit)",Stopped at high fore-smt (8156m),8156,FALSE,FALSE,FALSE,4,0,35,0,0,35,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(13/09,4700m),C1(16/09,5800m),C2(17/09,6300m),C3(6800m),C4(7500m),ForeSmt(25,27-29/09)",149731,NA,NA,Seven Summit Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464564
MANA21304,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Nepal,Nirmal Purja,Elite Exped Manaslu Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Australia, Qatar, Russia, UK, USA",NA,NA,2021-09-27,NA,0,0,NA,1,Success (main peak),NA,8163,FALSE,FALSE,FALSE,4,0,6,2,0,9,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TrueSmt(27/09),73811,NA,NA,Elite Exped,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464566
MANA21305,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Argentina,Ulises Corvalan,Furtenbach Adventures Classic Manaslu Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Hungary, Iceland, S Africa, UK","Some by heli, some by trekking",2021-09-08,2021-09-30,0645,22,24,2021-10-02,2,"Success (subpeak, foresummit)",Stopped at high fore-smt (8156m),8156,FALSE,FALSE,FALSE,4,0,6,0,0,5,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(08/09,4800m),C1(15/09,5770m),C2(16/09,6500m),C3(28/09,6800m),C4(29/09,7450m),ForeSmt(30/09)",149722,NA,NA,Iceland Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464569
MANA21306,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Austria,Rupert Hauser,Furtenbach Adventures Flash Manaslu Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Germany, Switzerland, USA",NA,2021-09-19,2021-10-01,0430,12,13,2021-10-02,2,"Success (subpeak, foresummit)",Stopped at high fore-smt (8156m),8156,FALSE,FALSE,FALSE,4,0,9,0,0,8,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(19/09,4800m),C1(23/09,5500m),C2(24/09,6500m),C3(29/10,6800m),C4(30/09,7500m),ForeSmt(01/10)",149701,NA,NA,Iceland Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464570
MANA21307,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Austria,Andreas Neuschmid,Kobler & Parter Manaslu Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Denmark, Germany, Switzerland",Besisahar->Tatopani->Larkya La->Samagaon->BC,2021-09-07,2021-09-29,NA,22,24,2021-10-01,2,"Success (subpeak, foresummit)",Stopped at high fore-smt (8156m),8156,FALSE,FALSE,FALSE,4,0,10,0,0,6,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(07/09,4700m),C1(11/09,5800m),C2(16/09,6200m),C3(17/09,6700m),C4(28/09,7450m),ForeSmt(29/09)",149682,NA,NA,Himalaya Vision,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464568
MANA21308,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Sweden,Bruno Viberg,Pioneer Adventure Manaslu Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Hungary, India, Nepal, Poland, USA",NA,NA,2021-09-25,0615,0,0,NA,2,"Success (subpeak, foresummit)",Stopped at high fore-smt (8156m),8156,FALSE,FALSE,FALSE,0,0,9,0,0,9,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"ForeSmt(25,27-29/09)",26925,NA,NA,Pioneer Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464564
MANA21309,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,India,Bhagwan Chawale,8K Expeditions Manaslu Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Canada, China, Iran, Ireland, Mexico, Russia, Singapore, UK, USA",Kathmandu->Arked->Samagaon->BC,2021-09-13,2021-09-28,0500,15,17,2021-09-30,2,"Success (subpeak, foresummit)",Stopped at high fore-smt (8156m),8156,FALSE,FALSE,FALSE,4,0,13,0,0,13,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(13/09,4750m),C1(18/09,5800m),C2(19/09,6400m),C3(26/09,6750m),C4(27/09,7400m),ForeSmt(28/09)",30412,NA,NA,8K Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464567
MANA21310,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Nepal,Chatur Tamang,Chatours International Manaslu Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Czech Republic, Russia",Helicopter to Samagaon on 12/09,2021-09-14,2021-09-27,NA,13,20,2021-10-04,2,"Success (subpeak, foresummit)",Stopped at high fore-smt (8156m),8156,FALSE,FALSE,FALSE,4,0,16,0,0,7,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(14/09,4700m),C1(16/09,5800m),C2(19/09,6200m),C3(20/09,6800m),C4(26/09/7400m),ForeSmt(27/09,02/10)",149657,NA,NA,Chatours Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464566
MANA21311,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,France,Jonathan Lamy,Glacier Himalaya Manaslu Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Belgium, Romania, Spain",Jagat->Samagaon->BC,2021-09-11,2021-09-27,NA,16,19,2021-09-30,2,"Success (subpeak, foresummit)",Stopped at high fore-smt (8156m),8156,FALSE,FALSE,FALSE,4,0,6,0,0,5,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(11/09,4900m),C1(17/07,5800m),C2(18/09,6400m),C3(26/09,6800m),C4(27/09,7400m),ForeSmt(27-28/09)",149630,Heli-rescue of Jonathan Kubler from C3 to Ktmdu because of exhaustion,NA,Glacier Himalaya Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464566
MANA21312,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Ireland,Iain Bisset,Makalu Adventure Manaslu Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Ukraine, USA",NA,NA,2021-09-30,NA,0,0,NA,2,"Success (subpeak, foresummit)",Stopped at high fore-smt (8156m),8156,FALSE,FALSE,FALSE,4,0,10,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC,C1,C2,C3(6800m),C4(7400m),ForeSmt(30/09,01/10)",NA,NA,NA,Makalu Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464569
MANA21313,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,USA,Casey Grom,Shangri-La Nepal Treks (SNT) Manaslu Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Sweden,Heli Ktm to Samagaon,2021-09-12,2021-09-28,NA,16,20,2021-10-02,2,"Success (subpeak, foresummit)",Stopped at high fore-smt (8156m),8156,FALSE,TRUE,FALSE,4,0,4,0,0,4,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(12/09,4900m),C1(15/09,5800m),C2(20/09,6400m),C3(21/09,6700m),C4(27/09,7400m),ForeSmt(28,30/09)",149620,NA,NA,Shangri-La Nepal Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464567
MANA21314,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,UK,Jon Gupta,Himalayan Guides Manaslu Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,Heli to Samagaon,2021-09-12,2021-09-27,0602,15,16,2021-09-28,2,"Success (subpeak, foresummit)",Stopped at high fore-smt (8156m),8156,FALSE,FALSE,FALSE,4,0,2,0,0,2,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(12/09,4700m),C1(18/09,5800m),C2(21/09,6400m),C3(25/09,6700m),C4(26/09,7450m),ForeSmt(27/09)",149611,NA,NA,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464566
MANA21315,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,France,Clement Flouret,Expeditions Unlimited Manaslu Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2021-09-15,2021-10-02,0830,17,19,2021-10-04,2,"Success (subpeak, foresummit)",Stopped at high fore-smt (8156m),8156,FALSE,FALSE,FALSE,4,0,9,0,0,9,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(15/09,4950m),IC(17/09,5400m),C1(18/09,5750m),C2(23/09,6350m),C3(24/09,6800m),C4(01/10,7400m),ForeSmt(02/10)",149598,NA,NA,Himalayan Travellers Nepal,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464616
MANA21316,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,France,Thibaut Wadowski,Wild Yak Manaslu Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Switzerland,Via Larkya La,2021-09-10,2021-09-27,0830,17,19,2021-09-29,2,"Success (subpeak, foresummit)",Stopped at high fore-smt (8156m),8156,FALSE,FALSE,FALSE,4,0,6,0,0,6,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(10/09,4750m),C1(15/09,5700m),C2(20/09,6440m),C3(25/09,6800m),C4(26/09,7450m),ForeSmt(27/09)",110187,NA,NA,Wild Yak Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464611
MANA21317,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,India,Hemant Leuva,Satori Adventures Manaslu Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Georgia, Germany, Spain, USA",NA,NA,2021-09-29,NA,0,0,NA,2,"Success (subpeak, foresummit)",Stopped at high fore-smt (8156m),8156,FALSE,FALSE,FALSE,4,0,12,0,0,12,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,ForeSmt(29/09),NA,NA,NA,Satori Adventures,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464613
MANA21318,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Czech Republic,Jan Travnicek,Utmost Adventure Manaslu Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"India, USA",NA,NA,2021-09-27,NA,0,0,NA,2,"Success (subpeak, foresummit)",Stopped at high fore-smt (8156m),8156,FALSE,FALSE,FALSE,4,0,13,0,0,4,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,ForeSmt(27-29/09),NA,NA,NA,Utmost Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464611
MANA21319,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Nepal,Tendi Sherpa,Climbing the Seven Summits (CTSS) Manaslu Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Canada, USA",Via Larkya La->Samagaon,2021-09-10,2021-09-28,NA,18,20,2021-09-30,2,"Success (subpeak, foresummit)",Stopped at high fore-smt (8156m),8156,FALSE,FALSE,FALSE,4,0,5,0,1,4,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(10/09,4800m),C1(13/09),C2(18/09),C(26/09),C4(27/09),ForeSmt(28/09)",50479,NA,NA,TAGnepal Trekking (Snowy Horizon pmt),TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464612
MANA21320,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Norway,Oezge Karacan,Ascent Himalayas Manaslu Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,2021-09-27,0730,0,0,NA,2,"Success (subpeak, foresummit)",Stopped at high fore-smt (8156m),8156,FALSE,FALSE,FALSE,0,0,1,0,0,2,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,ForeSmt(27/09),NA,NA,NA,Ascent Himalayas (Imagine Nepal pmt),TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464611
MANA21321,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Romania,Gabriel Tabara,Snowy Horizon Manaslu Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Canada, France",Via Larkya La->Samagaon,2021-09-09,2021-09-30,NA,21,23,2021-10-02,2,"Success (subpeak, foresummit)",Stopped at high fore-smt (8156m),8156,FALSE,FALSE,FALSE,4,0,5,0,0,5,0,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"BC(09/09),C1(18/09),C2(19/09),C3(20/09),C4(29/09),ForeSmt(30/09)",149566,NA,NA,Snowy Horizon Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464614
MANA21322,MANA,2021,3,Autumn,1,Nepal,NE Face,NA,NA,NA,Netherlands,Michel Brama,Nepal Guide Treks Manaslu Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Czech Republic, Singapore, USA",Via Larkya La->Samagaon,2021-09-11,2021-09-28,0830,17,21,2021-10-02,2,"Success (subpeak, foresummit)",Stopped at high fore-smt (8156m),8156,FALSE,FALSE,FALSE,4,0,4,0,0,4,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(11/09,4800m),C1(18/09,5800m),C2(19/09,6400m),C3(27/09,6800m),C4(28/09,7400m),ForeSmt(28-29/09)",148375,NA,NA,Nepal Guide (Snowy Horizon pmt),TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464612
MANA21401,MANA,2021,4,Winter,1,Nepal,NE Face,NA,NA,NA,Italy,Simone Moro,Italian-Spanish Manaslu Winter Expedition 2021-2022,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Spain,Samagaon by heli,2021-12-25,2021-12-30,NA,5,45,2022-02-08,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)","Abandoned at 6500m due to deep snow, avalanche danger, and predicted bad weather",6500,FALSE,FALSE,FALSE,1,200,5,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(25/12,4750m),C1(04/01,6000m),xxx(12/30,6500m)",148359,NA,NA,Seven Summit Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464705
MANA21402,MANA,2021,4,Winter,1,Nepal,NE Face,NA,NA,NA,Nepal,Chhepal Sherpa,Seven Summit Treks (SST) Winter Manaslu Expedition 2021-2022,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Belgium, Finland, Poland",Samagaon by heli,2021-12-25,2021-12-30,NA,5,0,NA,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)","Abandoned at 6500m due to deep snow, avalanche danger, and predicted bad weather",6500,FALSE,FALSE,FALSE,1,0,10,0,0,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(25/12,4800m),C1(01/05,5800m),xxx(12/30,6500m)",149483,NA,NA,Seven Summit Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464705
MARI21301,MARI,2021,3,Autumn,1,Nepal,SW Ridge from S,NA,NA,NA,S Korea,Koo Eun-Soo,Korean Alpine Rescue Association Mariyang Expedition 2021,TRUE,FALSE,FALSE,FALSE,"1st,2nd",NA,NA,NA,FALSE,FALSE,NA,See route notes,2021-09-27,2021-10-09,0940,12,16,2021-10-13,1,Success (main peak),NA,6528,FALSE,FALSE,FALSE,1,340,8,7,0,1,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(27/09,5150m),HC(05/10,5800m),Smt(09-10/10)",166115,NA,NA,Trekking Camp Nepal,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464623
