obs_lat,obs_lon,date,time,year,month,day,hour,weekday,dayofyear,sci_name,organism_name,record_type,obs_state,ws_id
-34.39588,116.471038,2021-04-20,10:56:18,2021,4,20,10,Tuesday,110,Eriochilus dilatatus,Orchid,HUMAN_OBSERVATION,Western Australia,956170-99999
-34.395875,117.759077,2020-09-15,17:29:05,2020,9,15,17,Tuesday,259,Thelymitra antennifera,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.395871,117.759063,2020-09-15,17:35:52,2020,9,15,17,Tuesday,259,Prasophyllum gracile,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.395851,117.759181,2020-09-15,17:47:51,2020,9,15,17,Tuesday,259,Prasophyllum gracile,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.395802,117.75912,2020-09-15,09:53:14,2020,9,15,9,Tuesday,259,Caladenia polychroma,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.395762,117.833067,2023-10-02,13:02:00,2023,10,2,13,Monday,275,Caladenia flava,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.395739,117.607836,2024-09-03,10:20:00,2024,9,3,10,Tuesday,247,Diuris brachyscapa,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.39573,116.529508,2021-10-08,09:44:00,2021,10,8,9,Friday,281,Diuris longifolia,Orchid,HUMAN_OBSERVATION,Western Australia,956170-99999
-34.395654,119.406665,2021-09-20,16:55:24,2021,9,20,16,Monday,263,Caladenia latifolia,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.395606,117.758824,2020-09-15,17:21:30,2020,9,15,17,Tuesday,259,Caladenia cairnsiana,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.395581,117.813279,2023-10-02,12:30:00,2023,10,2,12,Monday,275,Elythranthera brunonis,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.395575,117.75891,2020-09-15,09:19:49,2020,9,15,9,Tuesday,259,Caladenia polychroma,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.395409,117.406338,2024-09-19,10:17:00,2024,9,19,10,Thursday,263,Caladenia vulgata,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.395378,119.398748,2023-09-07,12:17:00,2023,9,7,12,Thursday,250,Caladenia longicauda subsp. australora,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.395333,119.399437,2023-08-16,13:45:06,2023,8,16,13,Wednesday,228,Caladenia latifolia,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.395306,119.402404,2017-09-14,09:46:00,2017,9,14,9,Thursday,257,Caladenia latifolia,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.395275,115.00873,2023-11-07,12:03:00,2023,11,7,12,Tuesday,311,Thelymitra crinita,Orchid,HUMAN_OBSERVATION,Western Australia,946010-99999
-34.395273,119.397239,2023-09-07,12:23:00,2023,9,7,12,Thursday,250,Caladenia latifolia,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.39526,117.847946,2020-09-22,14:16:12,2020,9,22,14,Tuesday,266,Caladenia cairnsiana,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.395253,119.397131,2023-09-07,12:25:00,2023,9,7,12,Thursday,250,Caladenia latifolia,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.395226,117.847864,2020-09-22,14:20:18,2020,9,22,14,Tuesday,266,Caladenia cairnsiana,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.395218,117.847899,2020-09-22,07:13:58,2020,9,22,7,Tuesday,266,Caladenia polychroma,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.395203,115.294209,2023-11-03,10:50:00,2023,11,3,10,Friday,307,Elythranthera emarginata,Orchid,HUMAN_OBSERVATION,Western Australia,946010-99999
-34.395157,119.399347,2023-09-07,12:07:00,2023,9,7,12,Thursday,250,Caladenia longicauda subsp. australora,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.395143,119.399406,2023-09-07,12:05:00,2023,9,7,12,Thursday,250,Caladenia longicauda subsp. australora,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.395122,117.847722,2020-09-22,15:12:36,2020,9,22,15,Tuesday,266,Caladenia flava,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.395103,119.403126,2017-09-14,10:01:00,2017,9,14,10,Thursday,257,Caladenia latifolia,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.39503,119.399439,2023-09-07,12:52:00,2023,9,7,12,Thursday,250,Caladenia longicauda subsp. australora,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.394978,119.399278,2023-08-02,14:06:01,2023,8,2,14,Wednesday,214,Pterostylis setulosa,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.394955,119.398995,2023-09-04,15:45:52,2023,9,4,15,Monday,247,Prasophyllum calcicola,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.394952,117.847539,2020-09-22,15:08:16,2020,9,22,15,Tuesday,266,Caladenia heberleana,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.394944,119.398979,2023-09-07,12:43:00,2023,9,7,12,Thursday,250,Caladenia microchila,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.394891,117.760172,2020-10-05,13:36:26,2020,10,5,13,Monday,279,Pterostylis ciliata,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.394856,117.760243,2020-10-15,11:05:23,2020,10,15,11,Thursday,289,Pterostylis ciliata,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.394845,119.398553,2023-08-02,14:15:28,2023,8,2,14,Wednesday,214,Cyrtostylis robusta,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.394834,117.847328,2020-09-22,15:06:49,2020,9,22,15,Tuesday,266,Pterostylis recurva,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.394821,118.100776,2024-09-15,15:35:00,2024,9,15,15,Sunday,259,Caladenia cairnsiana,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.394739,118.100709,2020-09-05,14:54:00,2020,9,5,14,Saturday,249,Caladenia longicauda,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.394698,117.847241,2020-09-22,15:05:28,2020,9,22,15,Tuesday,266,Elythranthera brunonis,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.394663,117.84707,2020-09-22,14:58:30,2020,9,22,14,Tuesday,266,Caladenia heberleana,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.394648,117.847043,2020-09-22,15:03:12,2020,9,22,15,Tuesday,266,Caladenia heberleana,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.39452,119.393872,2019-09-11,16:00:00,2019,9,11,16,Wednesday,254,Thelymitra antennifera,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.39435,117.84696,2020-09-22,14:47:08,2020,9,22,14,Tuesday,266,Drakaea livida,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.394334,117.846875,2020-09-22,14:30:13,2020,9,22,14,Tuesday,266,Caleana nigrita,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.394287,117.846787,2020-09-22,14:53:20,2020,9,22,14,Tuesday,266,Caleana nigrita,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.394265,117.846608,2020-09-22,14:43:12,2020,9,22,14,Tuesday,266,Pterostylis barbata,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.394136,115.064586,2024-09-21,16:13:37,2024,9,21,16,Saturday,265,Prasophyllum fimbria,Orchid,HUMAN_OBSERVATION,Western Australia,946010-99999
-34.393997,119.396928,2022-09-17,16:13:33,2022,9,17,16,Saturday,260,Caladenia latifolia,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.393919,117.268761,2020-10-18,10:06:51,2020,10,18,10,Sunday,292,Thelymitra graminea,Orchid,HUMAN_OBSERVATION,Western Australia,946310-99999
-34.393889,116.524722,2016-12-11,00:00:00,2016,12,11,0,Sunday,346,Microtis alba,Orchid,PRESERVED_SPECIMEN,Western Australia,956170-99999
-34.393889,116.524722,2016-12-11,00:00:00,2016,12,11,0,Sunday,346,Microtis media subsp. media,Orchid,PRESERVED_SPECIMEN,Western Australia,956170-99999
-34.393889,116.523333,2016-12-11,00:00:00,2016,12,11,0,Sunday,346,Microtis brownii,Orchid,PRESERVED_SPECIMEN,Western Australia,956170-99999
-34.393828,119.377563,2023-10-19,17:32:00,2023,10,19,17,Thursday,292,Disa bracteata,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.393822,119.37732,2024-09-15,17:37:44,2024,9,15,17,Sunday,259,Diuris laxiflora,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.393813,119.377822,2023-09-08,16:55:26,2023,9,8,16,Friday,251,Prasophyllum fimbria,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.393794,119.377036,2023-10-19,17:27:00,2023,10,19,17,Thursday,292,Disa bracteata,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.393772,119.37742,2022-09-17,12:02:59,2022,9,17,12,Saturday,260,Diuris decrementum,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.393753,119.377403,2022-09-17,12:01:26,2022,9,17,12,Saturday,260,Caladenia pectinata,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.393713,119.377905,2022-09-17,11:58:32,2022,9,17,11,Saturday,260,Prasophyllum fimbria,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.393712,119.375862,2022-06-23,14:44:48,2022,6,23,14,Thursday,174,Pterostylis sanguinea,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.393695,119.376953,2023-08-19,11:09:59,2023,8,19,11,Saturday,231,Diuris laxiflora,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.393653,119.376808,2024-09-15,17:30:39,2024,9,15,17,Sunday,259,Prasophyllum fimbria,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.393578,117.80927200000001,2023-09-24,13:29:00,2023,9,24,13,Sunday,267,Cyanicula sericea,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.393252,117.828933,2024-09-17,14:46:00,2024,9,17,14,Tuesday,261,Elythranthera brunonis,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.393138,117.76175,2024-09-03,10:47:48,2024,9,3,10,Tuesday,247,Thelymitra antennifera,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.393017,117.761245,2024-09-03,10:43:39,2024,9,3,10,Tuesday,247,Ericksonella saccharata,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.392946,119.222737,2023-10-05,12:47:00,2023,10,5,12,Thursday,278,Lyperanthus serratus,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.392881,117.810242,2024-10-11,11:10:00,2024,10,11,11,Friday,285,Elythranthera brunonis,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.39282,117.761803,2024-09-03,10:32:00,2024,9,3,10,Tuesday,247,Caladenia reptans,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.392659,118.099335,2020-09-05,14:34:00,2020,9,5,14,Saturday,249,Cyanicula sericea,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.392487,115.862595,2024-10-15,11:58:43,2024,10,15,11,Tuesday,289,Caladenia magniclavata,Orchid,HUMAN_OBSERVATION,Western Australia,956130-99999
-34.392363,118.065237,2020-09-22,09:42:49,2020,9,22,9,Tuesday,266,Prasophyllum cucullatum,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.392359,116.030487,2018-08-17,19:25:00,2018,8,17,19,Friday,229,Pterostylis crispula,Orchid,HUMAN_OBSERVATION,Western Australia,956130-99999
-34.392151,118.057043,2023-09-17,09:26:00,2023,9,17,9,Sunday,260,Cyrtostylis robusta,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.39215,118.109419,2015-08-24,20:11:00,2015,8,24,20,Monday,236,Caladenia reptans subsp. reptans,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.39215,118.109419,2015-08-24,20:12:00,2015,8,24,20,Monday,236,Pterostylis barbata,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.39215,118.109419,2015-08-24,20:10:00,2015,8,24,20,Monday,236,Diuris corymbosa,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.392134,118.063891,2020-09-22,09:29:40,2020,9,22,9,Tuesday,266,Pyrorchis nigricans,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.392134,118.063889,2020-09-22,09:30:22,2020,9,22,9,Tuesday,266,Cyanicula sericea,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.392027,118.062497,2023-10-11,08:21:00,2023,10,11,8,Wednesday,284,Diuris longifolia,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391996,118.114569,2021-10-03,15:49:00,2021,10,3,15,Sunday,276,Caladenia heberleana,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391893,117.761865,2020-09-16,08:14:04,2020,9,16,8,Wednesday,260,Caladenia footeana,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391891,118.063179,2023-08-26,07:57:00,2023,8,26,7,Saturday,238,Pyrorchis nigricans,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391885,117.762123,2020-09-16,07:48:25,2020,9,16,7,Wednesday,260,Diuris laxiflora,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391853,118.062839,2020-09-22,09:05:50,2020,9,22,9,Tuesday,266,Caladenia nana subsp. nana,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391788,118.062762,2020-09-22,09:21:06,2020,9,22,9,Tuesday,266,Caladenia flava,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391782,117.762097,2020-09-16,15:44:45,2020,9,16,15,Wednesday,260,Leptoceras menziesii,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.39176,117.762094,2020-09-16,15:40:53,2020,9,16,15,Wednesday,260,Caladenia nana subsp. nana,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.39175,119.390555,2023-08-02,15:36:58,2023,8,2,15,Wednesday,214,Pterostylis vittata,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.391729,117.762095,2020-09-16,15:37:42,2020,9,16,15,Wednesday,260,Caladenia cairnsiana,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391708,119.389167,2024-09-07,16:44:56,2024,9,7,16,Saturday,251,Caladenia latifolia,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.391697,118.1111,2020-09-05,12:50:00,2020,9,5,12,Saturday,249,Diuris porrifolia,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391686,118.062581,2020-09-22,09:14:05,2020,9,22,9,Tuesday,266,Caladenia nana subsp. nana,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391667,118.059589,2023-12-16,06:47:06,2023,12,16,6,Saturday,350,Cryptostylis ovata,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391648000000004,117.762539,2020-10-05,14:07:51,2020,10,5,14,Monday,279,Pterostylis ciliata,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391621,118.112043,2020-09-11,17:00:00,2020,9,11,17,Friday,255,Prasophyllum cucullatum,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391595,117.989355,2023-09-25,16:10:55,2023,9,25,16,Monday,268,Lyperanthus serratus,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391579,118.060492,2024-11-05,13:42:00,2024,11,5,13,Tuesday,310,Cryptostylis ovata,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391558,119.389747,2024-09-07,16:43:30,2024,9,7,16,Saturday,251,Caladenia longicauda,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.391556,117.989206,2023-09-25,16:09:00,2023,9,25,16,Monday,268,Thelymitra antennifera,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391549,119.382108,2021-07-25,12:25:00,2021,7,25,12,Sunday,206,Cyrtostylis robusta,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.391539,118.062433,2020-09-22,09:15:36,2020,9,22,9,Tuesday,266,Cyanicula sericea,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391519,117.761894,2020-09-16,08:05:17,2020,9,16,8,Wednesday,260,Caladenia polychroma,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391505,117.989295,2023-09-25,16:09:30,2023,9,25,16,Monday,268,Lyperanthus serratus,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391483,118.062364,2024-07-27,15:16:43,2024,7,27,15,Saturday,209,Pterostylis erubescens,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391449,118.062337,2020-09-22,09:18:36,2020,9,22,9,Tuesday,266,Cyanicula sericea,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391438,117.762433,2020-10-05,14:10:42,2020,10,5,14,Monday,279,Pterostylis ciliata,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391419,117.988944,2023-09-25,16:08:00,2023,9,25,16,Monday,268,Elythranthera brunonis,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391411,118.112014,2020-09-11,17:08:00,2020,9,11,17,Friday,255,Prasophyllum elatum,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391389,119.388056,2021-08-17,00:00:00,2021,8,17,0,Tuesday,229,Caladenia longicauda subsp. crassa,Orchid,PRESERVED_SPECIMEN,Western Australia,956360-99999
-34.391322,117.76255,2020-09-16,15:28:02,2020,9,16,15,Wednesday,260,Pterostylis barbata,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391256,119.372625,2024-09-23,14:04:00,2024,9,23,14,Monday,267,Thelymitra graminea,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.391242,118.058985,2023-09-27,09:32:18,2023,9,27,9,Wednesday,270,Pterostylis erubescens,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391205,118.058934,2023-09-27,09:35:04,2023,9,27,9,Wednesday,270,Pterostylis erubescens,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391202,118.110324,2020-09-05,12:51:00,2020,9,5,12,Saturday,249,Caladenia flava,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391158,119.372761,2024-09-23,14:02:00,2024,9,23,14,Monday,267,Elythranthera brunonis,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.391138,118.059325,2023-01-22,09:03:46,2023,1,22,9,Sunday,22,Cryptostylis ovata,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391128,118.057816,2023-09-27,09:46:45,2023,9,27,9,Wednesday,270,Cyanicula sericea,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391125,118.059231,2023-09-27,09:28:34,2023,9,27,9,Wednesday,270,Pterostylis crispula,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391121,118.059408,2023-09-27,09:18:42,2023,9,27,9,Wednesday,270,Cryptostylis ovata,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391113,118.056991,2014-10-31,08:54:00,2014,10,31,8,Friday,304,Diuris longifolia,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391111,118.06,2020-05-23,11:55:34,2020,5,23,11,Saturday,144,Pterostylis vittata,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391107,118.057055,2021-10-02,11:14:00,2021,10,2,11,Saturday,275,Caladenia flava,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391105,118.061522,2024-07-27,15:19:25,2024,7,27,15,Saturday,209,Pterostylis vittata,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391026,118.056858,2021-10-02,11:15:00,2021,10,2,11,Saturday,275,Cyanicula sericea,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391018,116.183973,2018-09-16,21:29:00,2018,9,16,21,Sunday,259,Caladenia flava,Orchid,HUMAN_OBSERVATION,Western Australia,956130-99999
-34.391017,118.060089,2024-09-19,09:18:03,2024,9,19,9,Thursday,263,Diuris corymbosa,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.391009,118.060915,2021-10-02,11:05:00,2021,10,2,11,Saturday,275,Caladenia nana subsp. nana,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.39096,118.056538,2022-10-15,11:48:00,2022,10,15,11,Saturday,288,Caladenia heberleana,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.390959,118.056535,2022-10-15,11:48:00,2022,10,15,11,Saturday,288,Caladenia heberleana,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.390934,118.111899,2022-09-29,09:34:28,2022,9,29,9,Thursday,272,Elythranthera brunonis,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.39093,118.111943,2022-09-29,09:38:09,2022,9,29,9,Thursday,272,Caladenia pectinata,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.390836,118.111823,2022-09-29,09:43:15,2022,9,29,9,Thursday,272,Lyperanthus serratus,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.390725,118.107994,2023-09-25,14:55:00,2023,9,25,14,Monday,268,Elythranthera brunonis,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.390643,116.890165,2021-10-03,11:07:00,2021,10,3,11,Sunday,276,Diuris longifolia,Orchid,HUMAN_OBSERVATION,Western Australia,946310-99999
-34.390461,115.154155,2015-10-03,12:14:00,2015,10,3,12,Saturday,276,Caladenia infundibularis,Orchid,HUMAN_OBSERVATION,Western Australia,946010-99999
-34.390244,118.112664,2024-09-17,09:39:00,2024,9,17,9,Tuesday,261,Caladenia pectinata,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.390228,118.108375,2023-09-25,14:52:00,2023,9,25,14,Monday,268,Caladenia flava,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.390228,118.108375,2023-09-25,14:52:00,2023,9,25,14,Monday,268,Caladenia flava,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.390203,118.108414,2023-09-25,14:51:00,2023,9,25,14,Monday,268,Lyperanthus serratus,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.390202,118.108523,2023-09-25,14:51:26,2023,9,25,14,Monday,268,Lyperanthus serratus,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.390145,119.361278,2022-05-30,14:20:00,2022,5,30,14,Monday,150,Leporella fimbriata,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.390145,119.361277,2022-05-30,14:19:00,2022,5,30,14,Monday,150,Leporella fimbriata,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.390112,119.361503,2022-05-30,14:04:00,2022,5,30,14,Monday,150,Prasophyllum parvifolium,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.390112,119.361503,2022-05-30,14:04:00,2022,5,30,14,Monday,150,Prasophyllum parvifolium,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.390067,118.054253,2021-06-05,12:03:14,2021,6,5,12,Saturday,156,Cryptostylis ovata,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.389969,118.112908,2024-09-17,09:44:00,2024,9,17,9,Tuesday,261,Elythranthera brunonis,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.389778,118.112878,2024-09-17,09:46:00,2024,9,17,9,Tuesday,261,Thelymitra antennifera,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.389652,118.05349,2020-08-08,17:43:00,2020,8,8,17,Saturday,221,Corybas recurvus,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.389639,115.801361,2015-10-20,00:00:00,2015,10,20,0,Tuesday,293,Thelymitra graminea,Orchid,PRESERVED_SPECIMEN,Western Australia,956130-99999
-34.389639,115.801361,2015-10-20,00:00:00,2015,10,20,0,Tuesday,293,Thelymitra graminea,Orchid,PRESERVED_SPECIMEN,Western Australia,956130-99999
-34.389628,118.176667,2024-10-03,11:21:00,2024,10,3,11,Thursday,277,Caladenia lobata,Orchid,HUMAN_OBSERVATION,Western Australia,956280-99999
-34.389621,118.110136,2014-09-10,22:08:36,2014,9,10,22,Wednesday,253,Pterostylis recurva,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.3894,118.109528,2020-09-11,17:24:00,2020,9,11,17,Friday,255,Caladenia pectinata,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.389197,118.053122,2024-07-27,15:41:25,2024,7,27,15,Saturday,209,Corybas recurvus,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.389181,118.109565,2020-09-11,17:45:00,2020,9,11,17,Friday,255,Caladenia longiclavata,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.38904,118.110886,2020-09-12,13:25:49,2020,9,12,13,Saturday,256,Caladenia polychroma,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.38878,118.052358,2016-07-09,15:06:00,2016,7,9,15,Saturday,191,Cyrtostylis robusta,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.388776,118.006085,2024-09-01,13:58:33,2024,9,1,13,Sunday,245,Caladenia reptans,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.388716,118.052235,2016-07-09,15:07:00,2016,7,9,15,Saturday,191,Corybas recurvus,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.388659,118.105012,2024-08-25,17:11:00,2024,8,25,17,Sunday,238,Diuris porrifolia,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.388572,119.3693,2023-09-16,15:00:52,2023,9,16,15,Saturday,259,Caladenia flava,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.388512,119.368233,2023-09-16,15:06:47,2023,9,16,15,Saturday,259,Lyperanthus serratus,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.388462,119.36788,2023-09-16,15:08:50,2023,9,16,15,Saturday,259,Thelymitra flexuosa,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.388402,119.369663,2023-08-20,17:06:11,2023,8,20,17,Sunday,232,Diuris laxiflora,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.388321,117.786381,2022-07-30,18:08:00,2022,7,30,18,Saturday,211,Caladenia reptans,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.388245,119.373213,2023-09-09,15:30:24,2023,9,9,15,Saturday,252,Pterostylis sanguinea,Orchid,HUMAN_OBSERVATION,Western Australia,956360-99999
-34.388178,118.115211,2019-09-25,10:30:00,2019,9,25,10,Wednesday,268,Diuris longifolia,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.388159,117.769743,2020-09-22,16:58:10,2020,9,22,16,Tuesday,266,Cyanicula gemmata,Orchid,HUMAN_OBSERVATION,Western Australia,946300-99999
-34.388113,116.194138,2018-11-08,22:11:00,2018,11,8,22,Thursday,312,Caladenia attingens,Orchid,HUMAN_OBSERVATION,Western Australia,946170-99999
