lat,long,county,carries,yr_built,bridge_condition,avg_daily_traffic,total_improve_cost_thousands,inspection_mo,inspection_yr,owner,responsibility,vehicles
39.31927872,-76.60936737,Baltimore City,GREENMOUNT AVENUE,1914,Poor,10713,48,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,10713 vehicles
39.31921005,-76.612854,Baltimore City,GUILFORD AVENUE,1914,Fair,6197,50,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,6197 vehicles
39.31843948,-76.62078094,Baltimore City,HUNTINGTON AVENUE,1900,Fair,10312,82,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,10312 vehicles
39.31697464,-76.62324524,Baltimore City,SISSON STREET,1914,Poor,6500,983,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,6500 vehicles
39.27364349,-76.62648773,Baltimore City,WYMAN PARK DRIVE,1920,Fair,1115,7,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,1115 vehicles
39.27862167,-76.68565369,Baltimore City,YALE AVENUE,1950,Fair,1204,43,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,1204 vehicles
39.2656517,-76.65351105,Baltimore City,WASHINGTON BOULEVA,1979,Good,18000,98,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,18000 vehicles
39.28076553,-76.67176819,Baltimore City,FREDERICK AVENUE,1925,Fair,2102,7,07,16,City or Municipal Highway Agency,City or Municipal Highway Agency,2102 vehicles
39.27897644,-76.62114716,Baltimore City,HAMBURG STREET,1991,Good,6261,121,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,6261 vehicles
39.2759819,-76.62294769,Baltimore City,WEST OSTEND STREET,1993,Good,7463,47,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,7463 vehicles
39.30166626,-76.64666748,Baltimore City,FULTON AVENUE,1936,Fair,22016,81,01,17,City or Municipal Highway Agency,City or Municipal Highway Agency,22016 vehicles
39.26666641,-76.66666412,Baltimore City,CATON AVENUE,1971,Fair,21223,NA,03,16,State Toll Authority,State Toll Authority,21223 vehicles
39.26833344,-76.66000366,Baltimore City,I-95 NB COLLECTOR,1976,Fair,9979,NA,09,15,State Toll Authority,State Toll Authority,9979 vehicles
39.26833344,-76.66000366,Baltimore City,IS 95 SB COLLECTOR,1976,Fair,7980,NA,09,15,State Toll Authority,State Toll Authority,7980 vehicles
39.26833344,-76.66000366,Baltimore City,IS 95,1976,Good,86630,NA,10,16,State Toll Authority,State Toll Authority,86630 vehicles
39.27166748,-76.65499878,Baltimore City,IS 95 NB,1976,Fair,98872,NA,03,16,State Toll Authority,State Toll Authority,98872 vehicles
39.27166748,-76.65499878,Baltimore City,IS 95 SB,1976,Fair,96320,NA,10,15,State Toll Authority,State Toll Authority,96320 vehicles
39.27000046,-76.65499878,Baltimore City,IS 95 NB COLLECTOR,1980,Fair,96320,6501,11,15,State Toll Authority,State Toll Authority,96320 vehicles
39.27166748,-76.64833069,Baltimore City,IS 95 RAMP F,1982,Fair,6088,NA,09,15,State Toll Authority,State Toll Authority,6088 vehicles
39.27166748,-76.64833069,Baltimore City,IS 95,1977,Fair,99660,NA,10,15,State Toll Authority,State Toll Authority,99660 vehicles
39.27000046,-76.65000153,Baltimore City,IS 95 NB C/D ROAD,1977,Fair,9829,NA,10,15,State Toll Authority,State Toll Authority,9829 vehicles
39.27000046,-76.63666534,Baltimore City,IS 95 NB,1982,Fair,93971,NA,12,15,State Toll Authority,State Toll Authority,93971 vehicles
39.27000046,-76.63833618,Baltimore City,IS 95 SB,1978,Fair,108095,NA,12,15,State Toll Authority,State Toll Authority,108095 vehicles
39.26833344,-76.63166809,Baltimore City,IS 95 RAMP A,1976,Fair,3289,NA,10,15,State Toll Authority,State Toll Authority,3289 vehicles
39.27000046,-76.6333313,Baltimore City,IS 95 RAMP B,1978,Fair,13330,NA,09,15,State Toll Authority,State Toll Authority,13330 vehicles
39.27000046,-76.6333313,Baltimore City,IS 95 NB,1982,Fair,90882,NA,02,16,State Toll Authority,State Toll Authority,90882 vehicles
39.27000046,-76.6333313,Baltimore City,IS 95 SB,1977,Fair,94765,15785,02,16,State Toll Authority,State Toll Authority,94765 vehicles
39.26833344,-76.63166809,Baltimore City,IS 95 RAMP C,1977,Fair,6079,NA,09,15,State Toll Authority,State Toll Authority,6079 vehicles
39.27000046,-76.63166809,Baltimore City,IS 95 RAMP D,1977,Fair,7000,NA,02,16,State Toll Authority,State Toll Authority,7000 vehicles
39.26833344,-76.62833405,Baltimore City,IS 95 NB,1977,Fair,96761,NA,11,15,State Toll Authority,State Toll Authority,96761 vehicles
39.26833344,-76.62833405,Baltimore City,IS 95 SB,1977,Fair,105104,NA,11,16,State Toll Authority,State Toll Authority,105104 vehicles
39.26833344,-76.62833405,Baltimore City,IS 95 RAMP C,1977,Fair,6079,NA,09,15,State Toll Authority,State Toll Authority,6079 vehicles
39.26833344,-76.62833405,Baltimore City,IS 95 RAMP D,1977,Fair,10339,NA,02,16,State Toll Authority,State Toll Authority,10339 vehicles
39.26833344,-76.62333679,Baltimore City,IS 95 RAMP H,1979,Fair,39332,NA,12,15,State Toll Authority,State Toll Authority,39332 vehicles
39.26833344,-76.62333679,Baltimore City,IS 95 RAMP G,1977,Fair,39332,NA,02,16,State Toll Authority,State Toll Authority,39332 vehicles
39.26666641,-76.62166595,Baltimore City,IS 95 NB,1979,Fair,71893,NA,09,15,State Toll Authority,State Toll Authority,71893 vehicles
39.26666641,-76.62333679,Baltimore City,IS 95 SB,1979,Fair,81876,NA,11,15,State Toll Authority,State Toll Authority,81876 vehicles
39.26666641,-76.625,Baltimore City,IS 95 RAMP C,1980,Fair,6079,NA,10,15,State Toll Authority,State Toll Authority,6079 vehicles
39.26833344,-76.625,Baltimore City,IS 95 RAMP D,1979,Fair,10399,NA,12,15,State Toll Authority,State Toll Authority,10399 vehicles
39.26666641,-76.61499786,Baltimore City,IS 95 NB,1979,Fair,71893,NA,02,16,State Toll Authority,State Toll Authority,71893 vehicles
39.26666641,-76.61499786,Baltimore City,IS 95 SB,1979,Fair,81876,NA,02,16,State Toll Authority,State Toll Authority,81876 vehicles
39.26833344,-76.61499786,Baltimore City,IS 95 RAMP J,1979,Fair,16340,NA,02,16,State Toll Authority,State Toll Authority,16340 vehicles
39.26499939,-76.61499786,Baltimore City,IS 95 RAMP K,1979,Fair,9418,NA,03,16,State Toll Authority,State Toll Authority,9418 vehicles
39.26666641,-76.60832977,Baltimore City,IS 95 NB,1982,Fair,62475,NA,03,16,State Toll Authority,State Toll Authority,62475 vehicles
39.26666641,-76.60832977,Baltimore City,IS 95 SB,1982,Fair,65536,NA,03,16,State Toll Authority,State Toll Authority,65536 vehicles
39.26499939,-76.61499786,Baltimore City,IS 95 RAMP B,1982,Fair,5836,NA,01,16,State Toll Authority,State Toll Authority,5836 vehicles
39.26666641,-76.60832977,Baltimore City,IS 95 RAMP A,1978,Fair,6061,NA,01,16,State Toll Authority,State Toll Authority,6061 vehicles
39.26499939,-76.60166931,Baltimore City,IS 95 NB,1982,Fair,70639,NA,04,16,State Toll Authority,State Toll Authority,70639 vehicles
39.26666641,-76.59999847,Baltimore City,IS 95 SB,1982,Fair,65536,NA,04,16,State Toll Authority,State Toll Authority,65536 vehicles
39.26499939,-76.55833435,Baltimore City,I-95 RAMP OT,1980,Good,2454,NA,11,15,State Toll Authority,State Toll Authority,2454 vehicles
39.26666641,-76.55833435,Baltimore City,I-95 RAMP O,1978,Good,9776,NA,12,15,State Toll Authority,State Toll Authority,9776 vehicles
39.26666641,-76.55833435,Baltimore City,I-95 RAMP P,1977,Good,2690,NA,12,15,State Toll Authority,State Toll Authority,2690 vehicles
39.26499939,-76.55833435,Baltimore City,I-95 RAMP OP,1976,Fair,10000,NA,12,15,State Toll Authority,State Toll Authority,10000 vehicles
39.26833344,-76.55833435,Baltimore City,IS 95 NB RAMP T,1980,Good,2454,1388,01,16,State Toll Authority,State Toll Authority,2454 vehicles
39.26833344,-76.55999756,Baltimore City,IS 95 VIADUCT NB,1982,Fair,61832,NA,01,16,State Toll Authority,State Toll Authority,61832 vehicles
39.26833344,-76.55999756,Baltimore City,IS 95 VIADUCT SB,1982,Fair,63650,NA,01,16,State Toll Authority,State Toll Authority,63650 vehicles
39.27000046,-76.55999756,Baltimore City,I 95 SB RAMP S,1982,Fair,2745,NA,11,15,State Toll Authority,State Toll Authority,2745 vehicles
39.27000046,-76.55833435,Baltimore City,IS 95 VIADUCT NB,1980,Fair,66848,NA,01,16,State Toll Authority,State Toll Authority,66848 vehicles
39.27000046,-76.55833435,Baltimore City,IS 95 VIADUCT SB,1980,Fair,56280,300000,01,16,State Toll Authority,State Toll Authority,56280 vehicles
39.27666855,-76.55166626,Baltimore City,IS 95 VIADUCT NB,1980,Fair,57050,NA,01,16,State Toll Authority,State Toll Authority,57050 vehicles
39.27666855,-76.55166626,Baltimore City,IS 95 VIADUCT SB,1980,Good,63650,16051,01,16,State Toll Authority,State Toll Authority,63650 vehicles
39.2733345,-76.55166626,Baltimore City,IS 95 RAMP D,1980,Good,6212,5633,01,16,State Toll Authority,State Toll Authority,6212 vehicles
39.27500153,-76.55166626,Baltimore City,IS 95 RAMP Q,1980,Good,6808,NA,01,16,State Toll Authority,State Toll Authority,6808 vehicles
39.2816658,-76.55000305,Baltimore City,IS 95 RAMP L,1984,Good,9505,NA,12,15,State Toll Authority,State Toll Authority,9505 vehicles
39.27999878,-76.55000305,Baltimore City,IS 95 VIADUCT NB,1980,Fair,52850,20484,12,15,State Toll Authority,State Toll Authority,52850 vehicles
39.27999878,-76.55000305,Baltimore City,IS 95 SB,1980,Good,55621,20484,12,15,State Toll Authority,State Toll Authority,55621 vehicles
39.28499985,-76.54000092,Baltimore City,IS 95 NB,1976,Good,66848,NA,10,15,State Toll Authority,State Toll Authority,66848 vehicles
39.28499985,-76.54000092,Baltimore City,IS 95 SB,1976,Fair,66347,NA,10,15,State Toll Authority,State Toll Authority,66347 vehicles
39.28333282,-76.54000092,Baltimore City,IS 95 RAMP J,1976,Good,1179,NA,10,15,State Toll Authority,State Toll Authority,1179 vehicles
39.28499985,-76.53666687,Baltimore City,IS 95 NB,1976,Good,65669,NA,10,15,State Toll Authority,State Toll Authority,65669 vehicles
39.28499985,-76.53666687,Baltimore City,IS 95 SB,1976,Fair,66347,8885,10,15,State Toll Authority,State Toll Authority,66347 vehicles
39.28833389,-76.53333282,Baltimore City,EASTERN AVENUE,1971,Fair,30600,300000,01,16,State Toll Authority,State Toll Authority,30600 vehicles
39.30166626,-76.52999878,Baltimore City,IS 95 RAMP E,1974,Fair,7280,NA,11,15,State Toll Authority,State Toll Authority,7280 vehicles
39.30166626,-76.53333282,Baltimore City,IS 95 RAMP A,1974,Fair,6871,NA,11,16,State Toll Authority,State Toll Authority,6871 vehicles
39.29833221,-76.52999878,Baltimore City,IS 95 NB VIADUCT,1974,Fair,51011,NA,09,15,State Toll Authority,State Toll Authority,51011 vehicles
39.29833221,-76.52999878,Baltimore City,IS 95 SB VIADUCT,1974,Fair,51011,NA,09,15,State Toll Authority,State Toll Authority,51011 vehicles
39.30500031,-76.52999878,Baltimore City,IS 95 NB,1972,Fair,51011,3257,09,15,State Toll Authority,State Toll Authority,51011 vehicles
39.30500031,-76.52999878,Baltimore City,IS 95 SB,1972,Fair,55453,NA,09,15,State Toll Authority,State Toll Authority,55453 vehicles
39.30500031,-76.52999878,Baltimore City,IS 95 RAMP E,1974,Fair,7280,NA,10,15,State Toll Authority,State Toll Authority,7280 vehicles
39.30500031,-76.53166962,Baltimore City,IS 95 RAMP A,1973,Fair,6871,NA,09,15,State Toll Authority,State Toll Authority,6871 vehicles
39.30833435,-76.53166962,Baltimore City,IS 95 NB,1973,Fair,53426,NA,12,15,State Toll Authority,State Toll Authority,53426 vehicles
39.30833435,-76.53166962,Baltimore City,IS 95 SB,1973,Fair,54119,NA,12,15,State Toll Authority,State Toll Authority,54119 vehicles
39.30333328,-76.53333282,Baltimore City,EB MORAVIA ROAD,1976,Fair,19389,NA,02,16,State Toll Authority,State Toll Authority,19389 vehicles
39.31499863,-76.53166962,Baltimore City,IS 95,1971,Fair,108000,NA,10,15,State Toll Authority,State Toll Authority,108000 vehicles
39.26833344,-76.62166595,Baltimore City,I-395 RAMP E,1979,Good,16104,NA,12,15,State Toll Authority,State Toll Authority,16104 vehicles
39.26666641,-76.62333679,Baltimore City,I-395 RAMP F,1979,Fair,14464,NA,10,15,State Toll Authority,State Toll Authority,14464 vehicles
39.2733345,-76.62166595,Baltimore City,I-395 RAMP G,1979,Fair,42660,NA,01,16,State Toll Authority,State Toll Authority,42660 vehicles
39.2733345,-76.62166595,Baltimore City,I-395 RAMP H,1976,Fair,40802,NA,11,15,State Toll Authority,State Toll Authority,40802 vehicles
39.27666855,-76.62000275,Baltimore City,I-395 NB,1981,Fair,23316,NA,02,16,State Toll Authority,State Toll Authority,23316 vehicles
39.27666855,-76.62000275,Baltimore City,I-395 SB,1981,Fair,40802,NA,02,16,State Toll Authority,State Toll Authority,40802 vehicles
39.27666855,-76.62000275,Baltimore City,I-395 RAMP SPUR,1981,Fair,19344,NA,02,16,State Toll Authority,State Toll Authority,19344 vehicles
39.27833176,-76.62000275,Baltimore City,I-395 NB,1982,Fair,23316,NA,02,16,State Toll Authority,State Toll Authority,23316 vehicles
39.27833176,-76.62000275,Baltimore City,I-395 SB,1982,Fair,24738,NA,02,16,State Toll Authority,State Toll Authority,24738 vehicles
39.2816658,-76.62166595,Baltimore City,I-395 RAMP E,1980,Fair,7247,NA,11,15,State Toll Authority,State Toll Authority,7247 vehicles
39.27999878,-76.62166595,Baltimore City,I-395 RAMP EE,1980,Good,1596,NA,02,16,State Toll Authority,State Toll Authority,1596 vehicles
39.2816658,-76.62333679,Baltimore City,I-395 NB SPUR,1980,Fair,26343,2273,01,16,State Toll Authority,State Toll Authority,26343 vehicles
39.2816658,-76.62333679,Baltimore City,I-395 SB SPUR,1980,Fair,22027,1771,01,16,State Toll Authority,State Toll Authority,22027 vehicles
39.27999878,-76.62000275,Baltimore City,I-395 RAMP D,1982,Fair,2299,NA,10,15,State Toll Authority,State Toll Authority,2299 vehicles
39.27999878,-76.61833191,Baltimore City,I-395 SPUR NB,1982,Fair,19096,NA,10,15,State Toll Authority,State Toll Authority,19096 vehicles
39.27999878,-76.61833191,Baltimore City,I-395 SPUR SB,1982,Fair,23623,NA,10,15,State Toll Authority,State Toll Authority,23623 vehicles
39.31904602,-76.55658722,Baltimore City,I-895 TOLL LANES,2011,Good,69600,0,04,16,State Toll Authority,State Toll Authority,69600 vehicles
39.24000168,-76.61333466,Baltimore City,I-895,1957,Fair,62186,NA,02,16,State Toll Authority,State Toll Authority,62186 vehicles
39.24000168,-76.61000061,Baltimore City,I-895,1957,Fair,67800,NA,01,16,State Toll Authority,State Toll Authority,67800 vehicles
39.24000168,-76.60832977,Baltimore City,I-895,1957,Fair,59480,NA,01,16,State Toll Authority,State Toll Authority,59480 vehicles
39.24166489,-76.59666443,Baltimore City,I-895,1957,Fair,71100,NA,02,15,State Toll Authority,State Toll Authority,71100 vehicles
39.24166489,-76.59500122,Baltimore City,FRANKFURST AVE,1957,Fair,45225,NA,12,15,State Toll Authority,State Toll Authority,45225 vehicles
39.24166489,-76.59333038,Baltimore City,I-895,1957,Fair,64670,2265,04,16,State Toll Authority,State Toll Authority,64670 vehicles
39.24000168,-76.59166718,Baltimore City,I-895 NB ON RAMP,1957,Fair,1470,NA,10,15,State Toll Authority,State Toll Authority,1470 vehicles
39.24166489,-76.58999634,Baltimore City,I-895,1957,Fair,78200,NA,02,16,State Toll Authority,State Toll Authority,78200 vehicles
39.24166489,-76.58499908,Baltimore City,I-895,1957,Fair,66910,NA,10,15,State Toll Authority,State Toll Authority,66910 vehicles
39.27000046,-76.55666351,Baltimore City,IS 895,1958,Poor,66910,NA,02,16,State Toll Authority,State Toll Authority,66910 vehicles
39.27166748,-76.55500031,Baltimore City,I-895 OFF RAMP,1957,Fair,2560,NA,09,15,State Toll Authority,State Toll Authority,2560 vehicles
39.27833176,-76.5533371,Baltimore City,IS 895,1957,Fair,68510,NA,12,15,State Toll Authority,State Toll Authority,68510 vehicles
39.2816658,-76.5533371,Baltimore City,I-895,1957,Fair,62720,NA,02,16,State Toll Authority,State Toll Authority,62720 vehicles
39.2816658,-76.5533371,Baltimore City,IS 895,1957,Fair,58680,NA,02,16,State Toll Authority,State Toll Authority,58680 vehicles
39.28333282,-76.5533371,Baltimore City,FAIT AVENUE,1957,Fair,44850,NA,12,15,State Toll Authority,State Toll Authority,44850 vehicles
39.28499985,-76.5533371,Baltimore City,FOSTER AVENUE,1957,Fair,44850,NA,12,15,State Toll Authority,State Toll Authority,44850 vehicles
39.28499985,-76.5533371,Baltimore City,FLEET STREET,1957,Fair,44850,NA,12,15,State Toll Authority,State Toll Authority,44850 vehicles
39.28666687,-76.5533371,Baltimore City,EASTERN AVENUE,1957,Fair,27560,NA,12,15,State Toll Authority,State Toll Authority,27560 vehicles
39.29166794,-76.5533371,Baltimore City,I-895,1957,Fair,56350,NA,03,16,State Toll Authority,State Toll Authority,56350 vehicles
39.29833221,-76.54833221,Baltimore City,IS 895,1957,Fair,62070,NA,02,16,State Toll Authority,State Toll Authority,62070 vehicles
39.29833221,-76.54833221,Baltimore City,US 40 EB OFF RAMP,1957,Fair,21384,NA,12,15,State Toll Authority,State Toll Authority,21384 vehicles
39.29833221,-76.54833221,Baltimore City,ERDMAN AVE EB,1957,Fair,11790,1417,01,16,State Toll Authority,State Toll Authority,11790 vehicles
39.29833221,-76.54833221,Baltimore City,ERDMAN AVENUE WB,1957,Fair,13720,NA,01,16,State Toll Authority,State Toll Authority,13720 vehicles
39.29999924,-76.54666901,Baltimore City,MAPLETON PLACE,1957,Fair,40950,NA,01,16,State Toll Authority,State Toll Authority,40950 vehicles
39.30333328,-76.54666901,Baltimore City,US 40 PULASKI HWY,1957,Fair,41150,NA,10,15,State Toll Authority,State Toll Authority,41150 vehicles
39.29166794,-76.5533371,Baltimore City,I-895 RAMP B,1994,Good,14020,NA,12,15,State Toll Authority,State Toll Authority,14020 vehicles
39.30666733,-76.54333496,Baltimore City,I-895 NB,1957,Good,22650,NA,11,15,State Toll Authority,State Toll Authority,22650 vehicles
39.30666733,-76.54333496,Baltimore City,I-895 SB,1957,Good,26930,NA,11,15,State Toll Authority,State Toll Authority,26930 vehicles
39.31000137,-76.54166412,Baltimore City,MORAVIA ROAD,2008,Good,26920,NA,02,16,State Toll Authority,State Toll Authority,26920 vehicles
39.3133316,-76.53833008,Baltimore City,MORAVIA PARK DRIVE,2008,Good,5000,NA,10,15,State Toll Authority,State Toll Authority,5000 vehicles
39.31833267,-76.53166962,Baltimore City,I-895 NB,2008,Good,28563,NA,10,15,State Toll Authority,State Toll Authority,28563 vehicles
39.31666565,-76.53500366,Baltimore City,I-895 SB,2009,Good,69600,NA,11,15,State Toll Authority,State Toll Authority,69600 vehicles
39.20833206,-76.58000183,Baltimore City,IS 695 IL,1978,Fair,17010,NA,02,16,State Toll Authority,State Toll Authority,17010 vehicles
39.212886,-76.533544,Baltimore City,MD 695,1976,Fair,29010,NA,05,15,State Toll Authority,State Toll Authority,29010 vehicles
39.20833206,-76.54333496,Baltimore City,I-695 IL,1979,Fair,13790,358,10,15,State Toll Authority,State Toll Authority,13790 vehicles
39.20833206,-76.54333496,Baltimore City,I-695 OL,1972,Fair,15230,358,10,15,State Toll Authority,State Toll Authority,15230 vehicles
39.20500183,-76.54833221,Baltimore City,I-695 IL,1978,Fair,10000,NA,11,15,State Toll Authority,State Toll Authority,10000 vehicles
39.20500183,-76.54833221,Baltimore City,I-695 OL,1975,Fair,15230,NA,11,15,State Toll Authority,State Toll Authority,15230 vehicles
39.20166779,-76.55916595,Baltimore City,QUARANTINE ROAD,1972,Fair,7600,NA,01,16,State Toll Authority,State Toll Authority,7600 vehicles
39.20500183,-76.56999969,Baltimore City,I-695 IL,1975,Fair,16610,570,11,15,State Toll Authority,State Toll Authority,16610 vehicles
39.20500183,-76.56999969,Baltimore City,I-695 OL,1975,Fair,17640,570,11,15,State Toll Authority,State Toll Authority,17640 vehicles
39.20666504,-76.57333374,Baltimore City,I-695  IL,1972,Fair,11575,NA,10,15,State Toll Authority,State Toll Authority,11575 vehicles
39.20666504,-76.57333374,Baltimore City,I-695 OL,1972,Fair,10975,358,10,15,State Toll Authority,State Toll Authority,10975 vehicles
39.42833328,-76.44499969,Baltimore County,US 1,1991,Fair,27962,NA,06,16,State Highway Agency,State Highway Agency,27962 vehicles
39.36666489,-76.51667023,Baltimore County,US 1,1960,Fair,39242,NA,08,16,State Highway Agency,State Highway Agency,39242 vehicles
39.24833298,-76.69166565,Baltimore County,US 1,1947,Fair,11542,399,02,16,State Highway Agency,State Highway Agency,11542 vehicles
39.23333359,-76.69166565,Baltimore County,US 1,1949,Fair,11542,364,04,16,State Highway Agency,State Highway Agency,11542 vehicles
39.2266655,-76.6966629,Baltimore County,US 1,1930,Poor,24652,409,10,16,State Highway Agency,State Highway Agency,24652 vehicles
39.218119,-76.7061,Baltimore County,US 1,1915,Fair,25532,1261,03,16,State Highway Agency,State Highway Agency,25532 vehicles
39.2298388888889,-76.69255833333334,Baltimore County,US 1 ALT,1936,Fair,16742,NA,03,16,State Highway Agency,State Highway Agency,16742 vehicles
39.4242555555556,-76.37777777777778,Baltimore County,MD 7,1928,Fair,8520,185,02,17,State Highway Agency,State Highway Agency,8520 vehicles
39.4140888888889,-76.40628333333333,Baltimore County,MD 7,1987,Good,10940,NA,05,15,State Highway Agency,State Highway Agency,10940 vehicles
39.3827083333333,-76.432975,Baltimore County,MD 7,1950,Fair,16450,NA,06,15,State Highway Agency,State Highway Agency,16450 vehicles
39.3706555555556,-76.44597777777778,Baltimore County,MD 7,2002,Good,16450,NA,06,15,State Highway Agency,State Highway Agency,16450 vehicles
39.339575,-76.48631666666667,Baltimore County,MD 7 AND SPURS,1973,Fair,39620,NA,07,16,State Highway Agency,State Highway Agency,39620 vehicles
39.3207166666667,-76.51473333333334,Baltimore County,MD 7,1952,Fair,10130,NA,07,16,State Highway Agency,State Highway Agency,10130 vehicles
39.24499893,-76.64833069,Baltimore County,MD 295,1949,Fair,66611,NA,09,15,State Highway Agency,State Highway Agency,66611 vehicles
39.6153722222222,-76.79014444444445,Baltimore County,MD 25,2015,Good,4400,NA,03,16,State Highway Agency,State Highway Agency,4400 vehicles
39.5827222222222,-76.76301666666667,Baltimore County,MD 25,1995,Fair,3551,NA,08,16,State Highway Agency,State Highway Agency,3551 vehicles
39.34666824,-76.73833466,Baltimore County,MD 26,1965,Fair,46342,NA,07,16,State Highway Agency,State Highway Agency,46342 vehicles
39.5419583333333,-76.7354388888889,Baltimore County,MD 25,1979,Fair,8321,NA,06,16,State Highway Agency,State Highway Agency,8321 vehicles
39.5284888888889,-76.72432777777777,Baltimore County,MD 25,1952,Fair,8531,230,09,16,State Highway Agency,State Highway Agency,8531 vehicles
39.44833374,-76.75,Baltimore County,MD 25,1993,Fair,5031,NA,06,16,State Highway Agency,State Highway Agency,5031 vehicles
39.419975,-76.66982222222222,Baltimore County,MD 25,1961,Fair,26821,NA,08,16,State Highway Agency,State Highway Agency,26821 vehicles
39.4142777777778,-76.66757222222222,Baltimore County,MD 25,1973,Fair,9121,NA,08,16,State Highway Agency,State Highway Agency,9121 vehicles
39.3993972222222,-76.66671666666667,Baltimore County,MD 25,1932,Fair,10911,119,03,16,State Highway Agency,State Highway Agency,10911 vehicles
39.3956166666667,-76.66280555555555,Baltimore County,MD 25,1930,Fair,10911,146,02,17,State Highway Agency,State Highway Agency,10911 vehicles
39.54166794,-76.65000153,Baltimore County,MD 25,1992,Fair,13551,1668,11,15,State Highway Agency,State Highway Agency,13551 vehicles
39.34166718,-76.72666931,Baltimore County,MD 26,1965,Fair,34042,787,08,16,State Highway Agency,State Highway Agency,34042 vehicles
39.48333359,-76.83000183,Baltimore County,MD 30,1936,Fair,18070,675,06,15,State Highway Agency,State Highway Agency,18070 vehicles
39.3908694444444,-76.76371944444445,Baltimore County,MCDONOGH ROAD,1941,Fair,13380,183,12,15,State Highway Agency,State Highway Agency,13380 vehicles
39.42166519,-76.375,Baltimore County,US 40 EBR,1935,Poor,14156,221,08,16,State Highway Agency,State Highway Agency,14156 vehicles
39.42166519,-76.375,Baltimore County,US 40 WBR,1935,Poor,12533,221,08,16,State Highway Agency,State Highway Agency,12533 vehicles
39.40833282,-76.38999939,Baltimore County,US 40 EBR,1935,Fair,14156,437,04,16,State Highway Agency,State Highway Agency,14156 vehicles
39.40833282,-76.38999939,Baltimore County,US 40 WBR,1935,Fair,12553,437,04,16,State Highway Agency,State Highway Agency,12553 vehicles
39.37833405,-76.43000031,Baltimore County,US 40,1935,Fair,39760,NA,06,15,State Highway Agency,State Highway Agency,39760 vehicles
39.375,-76.44000244,Baltimore County,US 40,1935,Fair,29100,172,08,16,State Highway Agency,State Highway Agency,29100 vehicles
39.3777771,-76.4916687,Baltimore County,US 40,1990,Fair,47120,NA,06,16,State Highway Agency,State Highway Agency,47120 vehicles
39.33666611,-76.48332977,Baltimore County,US 40,1935,Fair,54850,NA,02,17,State Highway Agency,State Highway Agency,54850 vehicles
39.31666565,-76.51499939,Baltimore County,US 40,1935,Fair,37450,227,08,15,State Highway Agency,State Highway Agency,37450 vehicles
39.5376055555556,-76.64771111111111,Baltimore County,MD 45,1975,Fair,23992,NA,06,15,State Highway Agency,State Highway Agency,23992 vehicles
39.5018916666667,-76.65043888888889,Baltimore County,MD 45,1917,Fair,23992,174,09,16,State Highway Agency,State Highway Agency,23992 vehicles
39.4853083333333,-76.64565277777778,Baltimore County,MD 45,1990,Good,30482,663,08,15,State Highway Agency,State Highway Agency,30482 vehicles
39.5480694444444,-76.74283055555556,Baltimore County,MD 88,1930,Fair,4651,79,06,16,State Highway Agency,State Highway Agency,4651 vehicles
39.6403416666667,-76.65893333333334,Baltimore County,MD 45,1930,Fair,5350,NA,01,16,State Highway Agency,State Highway Agency,5350 vehicles
39.6397527777778,-76.66006666666667,Baltimore County,MD 45,1930,Fair,5350,135,11,15,State Highway Agency,State Highway Agency,5350 vehicles
39.6145972222222,-76.65925,Baltimore County,MD 45,1924,Fair,5350,141,03,17,State Highway Agency,State Highway Agency,5350 vehicles
39.60333252,-76.66000366,Baltimore County,IS 83 NBR,1955,Fair,59820,NA,09,15,State Highway Agency,State Highway Agency,59820 vehicles
39.60333252,-76.66000366,Baltimore County,IS 83 SBR,1955,Fair,59820,NA,09,15,State Highway Agency,State Highway Agency,59820 vehicles
39.59195,-76.673442,Baltimore County,MD 137,1955,Poor,9822,564,04,16,State Highway Agency,State Highway Agency,9822 vehicles
39.3983345,-76.66500092,Baltimore County,IS 83 NBR,1962,Fair,96870,1001,01,17,State Highway Agency,State Highway Agency,96870 vehicles
39.3983345,-76.66500092,Baltimore County,IS 83 SBR,1962,Fair,96870,1240,01,17,State Highway Agency,State Highway Agency,96870 vehicles
39.563494,-76.665983,Baltimore County,COLD BOTTOM RD,1955,Good,500,752,02,16,State Highway Agency,State Highway Agency,500 vehicles
39.55500031,-76.66500092,Baltimore County,IS 83,1955,Fair,64381,NA,12,15,State Highway Agency,State Highway Agency,64381 vehicles
39.54833221,-76.66666412,Baltimore County,IS 83,1955,Fair,62891,NA,10,15,State Highway Agency,State Highway Agency,62891 vehicles
39.53333282,-76.66333008,Baltimore County,IS 83 NBR,1999,Good,33380,NA,09,15,State Highway Agency,State Highway Agency,33380 vehicles
39.53333282,-76.66333008,Baltimore County,IS 83 SBR,1959,Fair,33380,NA,09,15,State Highway Agency,State Highway Agency,33380 vehicles
