year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e
1962,Czechoslovakia,Nation State,Bituminous Coal,27.14959630442300000000,Million tonnes/yr,73.68777887668122000000
1963,Czechoslovakia,Nation State,Lignite Coal,73.30400074134700000000,Million tonnes/yr,98.16945940187124000000
1963,Czechoslovakia,Nation State,Bituminous Coal,28.29628958235899800000,Million tonnes/yr,76.80006385346222000000
1964,Czechoslovakia,Nation State,Lignite Coal,75.60555204366000000000,Million tonnes/yr,101.25172019048736000000
1964,Czechoslovakia,Nation State,Bituminous Coal,28.20194140126300000000,Million tonnes/yr,76.54398977309417000000
1965,Czechoslovakia,Nation State,Lignite Coal,73.21691011264299000000,Million tonnes/yr,98.05282675082388000000
1965,Czechoslovakia,Nation State,Bituminous Coal,27.62405879205000000000,Million tonnes/yr,74.97553603083982000000
1966,Czechoslovakia,Nation State,Lignite Coal,74.10868186281000000000,Million tonnes/yr,99.24709650061091000000
1966,Czechoslovakia,Nation State,Bituminous Coal,26.73137984783400300000,Million tonnes/yr,72.55268127043438000000
1967,Czechoslovakia,Nation State,Lignite Coal,71.36260547648699000000,Million tonnes/yr,95.56952322227389000000
1967,Czechoslovakia,Nation State,Bituminous Coal,25.94665699544900000000,Million tonnes/yr,70.42283435198850000000
1968,Czechoslovakia,Nation State,Lignite Coal,74.39535518229400000000,Million tonnes/yr,99.63101231030844000000
1968,Czechoslovakia,Nation State,Bituminous Coal,26.09815840163200200000,Million tonnes/yr,70.83403023104106000000
1969,Czechoslovakia,Nation State,Lignite Coal,79.33774836124600000000,Million tonnes/yr,106.24991525724600000000
1969,Czechoslovakia,Nation State,Bituminous Coal,27.06794884001300000000,Million tonnes/yr,73.46617630713196000000
1970,Czechoslovakia,Nation State,Lignite Coal,81.78354351735001000000,Million tonnes/yr,109.52534887415930000000
1970,Czechoslovakia,Nation State,Bituminous Coal,28.05316157722699800000,Million tonnes/yr,76.14018064635994000000
1971,Czechoslovakia,Nation State,Lignite Coal,84.30100700332500000000,Million tonnes/yr,112.89676144349697000000
1971,Czechoslovakia,Nation State,Bituminous Coal,28.69999093416400000000,Million tonnes/yr,77.89576544734479000000
1972,Czechoslovakia,Nation State,Lignite Coal,78.81938975640018000000,Million tonnes/yr,105.55572416945563000000
1972,Czechoslovakia,Nation State,Bituminous Coal,29.20720193853569700000,Million tonnes/yr,79.27240662885187000000
1973,Czechoslovakia,Nation State,Lignite Coal,79.55099707761178000000,Million tonnes/yr,106.53550009561845000000
1973,Czechoslovakia,Nation State,Bituminous Coal,29.47830531335522000000,Million tonnes/yr,80.00821887859675000000
1974,Czechoslovakia,Nation State,Lignite Coal,80.75502147231585000000,Million tonnes/yr,108.14794174599749000000
1974,Czechoslovakia,Nation State,Bituminous Coal,29.92446689378215300000,Million tonnes/yr,81.21916343604545000000
1975,Czechoslovakia,Nation State,Lignite Coal,83.97391681002310000000,Million tonnes/yr,112.45871894748912000000
1975,Czechoslovakia,Nation State,Bituminous Coal,31.11725621636190200000,Million tonnes/yr,84.45655948654966000000
1976,Czechoslovakia,Nation State,Lignite Coal,85.90538640128940000000,Million tonnes/yr,115.04536256459276000000
1976,Czechoslovakia,Nation State,Bituminous Coal,31.83297886007759600000,Million tonnes/yr,86.39913024582700000000
1977,Czechoslovakia,Nation State,Lignite Coal,88.41073676923588000000,Million tonnes/yr,118.40055312371948000000
1977,Czechoslovakia,Nation State,Bituminous Coal,32.76135796759612000000,Million tonnes/yr,88.91888021269523000000
1978,Czechoslovakia,Nation State,Lignite Coal,90.14495553037769000000,Million tonnes/yr,120.72303643355397000000
1978,Czechoslovakia,Nation State,Bituminous Coal,33.40398761483432000000,Million tonnes/yr,90.66306641768766000000
1979,Czechoslovakia,Nation State,Lignite Coal,90.76848001567768000000,Million tonnes/yr,121.55806673240102000000
1979,Czechoslovakia,Nation State,Bituminous Coal,33.63503995998008400000,Million tonnes/yr,91.29017460475363000000
1980,Czechoslovakia,Nation State,Lignite Coal,3.77603891035591670000,Million tonnes/yr,5.05690951054712700000
1980,Czechoslovakia,Nation State,Bituminous Coal,120.73124415159808000000,Million tonnes/yr,327.68138143918690000000
1980,Czechoslovakia,Nation State,Metallurgical Coal,10.32310637976988800000,Million tonnes/yr,30.62470366201149000000
1981,Czechoslovakia,Nation State,Lignite Coal,3.10403198832238840000,Million tonnes/yr,4.15695104193469960000
1981,Czechoslovakia,Nation State,Bituminous Coal,119.13622773104653000000,Million tonnes/yr,323.35228512466347000000
1981,Czechoslovakia,Nation State,Metallurgical Coal,10.32410639791398300000,Million tonnes/yr,30.62767033291392200000
1982,Czechoslovakia,Nation State,Lignite Coal,3.67703789427752500000,Million tonnes/yr,4.92432634823181600000
1982,Czechoslovakia,Nation State,Bituminous Coal,120.74124433303900000000,Million tonnes/yr,327.70852332190530000000
1982,Czechoslovakia,Nation State,Metallurgical Coal,10.56610888367715000000,Million tonnes/yr,31.34559903957638000000
1983,Czechoslovakia,Nation State,Lignite Coal,4.90705056804001050000,Million tonnes/yr,6.57157176484664000000
1983,Czechoslovakia,Nation State,Bituminous Coal,123.51127281952132000000,Million tonnes/yr,335.22676574088240000000
1983,Czechoslovakia,Nation State,Metallurgical Coal,10.34010656121231300000,Million tonnes/yr,30.67513669057108700000
1984,Czechoslovakia,Nation State,Lignite Coal,5.89856078325589500000,Million tonnes/yr,7.89941227607093600000
1984,Czechoslovakia,Nation State,Bituminous Coal,125.31429141738282000000,Million tonnes/yr,340.12040888238715000000
1984,Czechoslovakia,Nation State,Metallurgical Coal,10.30310618018294200000,Million tonnes/yr,30.56537072839651000000
1985,Czechoslovakia,Nation State,Lignite Coal,3.55103659696323430000,Million tonnes/yr,4.75558413612631300000
1985,Czechoslovakia,Nation State,Bituminous Coal,124.85728669987657000000,Million tonnes/yr,338.88003454342453000000
1985,Czechoslovakia,Nation State,Metallurgical Coal,10.23710549977336900000,Million tonnes/yr,30.36957198287594300000
1986,Czechoslovakia,Nation State,Lignite Coal,3.19703294996786200000,Million tonnes/yr,4.28149887065151100000
1986,Czechoslovakia,Nation State,Bituminous Coal,124.78928597410686000000,Million tonnes/yr,338.69547111979983000000
1986,Czechoslovakia,Nation State,Metallurgical Coal,10.09110399380019300000,Million tonnes/yr,29.93644142215652300000
1987,Czechoslovakia,Nation State,Lignite Coal,3.68203794871023060000,Million tonnes/yr,4.93102247171313500000
1987,Czechoslovakia,Nation State,Bituminous Coal,124.08427871640453000000,Million tonnes/yr,336.78198340788270000000
1987,Czechoslovakia,Nation State,Metallurgical Coal,10.58610909233603400000,Million tonnes/yr,31.40493200010432800000
1988,Czechoslovakia,Nation State,Lignite Coal,3.60703716850739600000,Million tonnes/yr,4.83058066809029450000
1988,Czechoslovakia,Nation State,Bituminous Coal,121.86525585464251000000,Million tonnes/yr,330.75924685864050000000
1988,Czechoslovakia,Nation State,Metallurgical Coal,10.58610909233603400000,Million tonnes/yr,31.40493200010432800000
1989,Czechoslovakia,Nation State,Lignite Coal,3.63903750417600100000,Million tonnes/yr,4.87343584136180500000
1989,Czechoslovakia,Nation State,Bituminous Coal,115.98619525282957000000,Million tonnes/yr,314.80265904158980000000
1989,Czechoslovakia,Nation State,Metallurgical Coal,10.14710457441629500000,Million tonnes/yr,30.10257370086960500000
1990,Czechoslovakia,Nation State,Lignite Coal,3.30464405404590800000,Million tonnes/yr,4.42561274992333600000
1990,Czechoslovakia,Nation State,Bituminous Coal,103.28206434202616000000,Million tonnes/yr,280.32188154202953000000
1990,Czechoslovakia,Nation State,Metallurgical Coal,9.46509754351735400000,Million tonnes/yr,28.07931999715703000000
1991,Czechoslovakia,Nation State,Lignite Coal,3.08691181232310200000,Million tonnes/yr,4.13402352903338950000
1991,Czechoslovakia,Nation State,Bituminous Coal,96.04198976913538000000,Million tonnes/yr,260.67131259080930000000
1991,Czechoslovakia,Nation State,Metallurgical Coal,8.51608776376365400000,Million tonnes/yr,25.26397137939380500000
1992,Czechoslovakia,Nation State,Lignite Coal,1.80301857971762170000,Million tonnes/yr,2.41462072291193900000
1992,Czechoslovakia,Nation State,Bituminous Coal,90.63993408441566000000,Million tonnes/yr,246.00938243495295000000
1992,Czechoslovakia,Nation State,Metallurgical Coal,7.65807891843917900000,Million tonnes/yr,22.71858768762636000000
1988,Devon Energy,Investor-owned Company,Oil & NGL,0.56800000000000000000,Million bbl/yr,0.22650584542502986000
1988,Devon Energy,Investor-owned Company,Natural Gas,5.91900000000000000000,Bcf/yr,0.43143822055175310000
1989,Devon Energy,Investor-owned Company,Oil & NGL,0.68100000000000000000,Million bbl/yr,0.27156774777191084000
1989,Devon Energy,Investor-owned Company,Natural Gas,7.77600000000000000000,Bcf/yr,0.56679567545369690000
1990,Devon Energy,Investor-owned Company,Oil & NGL,47.19400000000000000000,Million bbl/yr,18.81992406512123368000
1990,Devon Energy,Investor-owned Company,Natural Gas,291.58400000000000000000,Bcf/yr,21.25367158326784860000
1991,Devon Energy,Investor-owned Company,Oil & NGL,53.27100000000000000000,Million bbl/yr,21.24329734443092746000
1991,Devon Energy,Investor-owned Company,Natural Gas,291.15599999999999900000,Bcf/yr,21.22247449619297950000
1992,Devon Energy,Investor-owned Company,Oil & NGL,60.92400000000000000000,Million bbl/yr,24.29514458921570396000
1992,Devon Energy,Investor-owned Company,Natural Gas,356.07899999999999800000,Bcf/yr,25.95473730965496430000
1993,Devon Energy,Investor-owned Company,Oil & NGL,75.69900000000000000000,Million bbl/yr,30.18708801554460743000
1993,Devon Energy,Investor-owned Company,Natural Gas,467.75050000000000000000,Bcf/yr,34.09451653694759580000
1994,Devon Energy,Investor-owned Company,Oil & NGL,78.13400000000000000000,Million bbl/yr,31.15811219443535924000
1994,Devon Energy,Investor-owned Company,Natural Gas,527.14100000000000000000,Bcf/yr,38.42351326573267820000
1995,Devon Energy,Investor-owned Company,Oil & NGL,89.77800000000000000000,Million bbl/yr,35.80148202564846980000
1995,Devon Energy,Investor-owned Company,Natural Gas,721.72649999999999600000,Bcf/yr,52.60692631948722310000
1996,Devon Energy,Investor-owned Company,Oil & NGL,86.80000000000000000000,Million bbl/yr,34.61392144875456430000
1996,Devon Energy,Investor-owned Company,Natural Gas,717.82987500000000000000,Bcf/yr,52.32289980214350340000
1997,Devon Energy,Investor-owned Company,Oil & NGL,93.12400000000000000000,Million bbl/yr,37.13579286859239300000
1997,Devon Energy,Investor-owned Company,Natural Gas,757.78325000000000000000,Bcf/yr,55.23511690216663100000
1998,Devon Energy,Investor-owned Company,Oil & NGL,94.37900000000000000000,Million bbl/yr,37.63625912917059300000
1998,Devon Energy,Investor-owned Company,Natural Gas,886.91662500000000000000,Bcf/yr,64.64769901465898650000
1999,Devon Energy,Investor-owned Company,Oil & NGL,94.73000000000000000000,Million bbl/yr,37.77623017097373300000
1999,Devon Energy,Investor-owned Company,Natural Gas,813.30000000000000000000,Bcf/yr,59.28175448128752350000
2000,Devon Energy,Investor-owned Company,Oil & NGL,109.71000000000000000000,Million bbl/yr,43.74992306616202160000
2000,Devon Energy,Investor-owned Company,Natural Gas,981.60000000000000000000,Bcf/yr,71.54920717918582200000
2001,Devon Energy,Investor-owned Company,Oil & NGL,101.30000000000000000000,Million bbl/yr,40.39620095344282900000
2001,Devon Energy,Investor-owned Company,Natural Gas,941.10000000000000000000,Bcf/yr,68.59714636953115700000
2002,Devon Energy,Investor-owned Company,Oil & NGL,91.04000000000000000000,Million bbl/yr,36.30473973150479200000
2002,Devon Energy,Investor-owned Company,Natural Gas,1127.94000000000000000000,Bcf/yr,82.21598690473803200000
2003,Devon Energy,Investor-owned Company,Oil & NGL,83.95000000000000000000,Million bbl/yr,33.47740444266067000000
2003,Devon Energy,Investor-owned Company,Natural Gas,1045.10000000000000000000,Bcf/yr,76.17774696716290600000
2004,Devon Energy,Investor-owned Company,Oil & NGL,78.00000000000000000000,Million bbl/yr,31.10467595625410600000
2004,Devon Energy,Investor-owned Company,Natural Gas,1072.40000000000000000000,Bcf/yr,78.16765462404122600000
2005,Devon Energy,Investor-owned Company,Oil & NGL,70.00000000000000000000,Million bbl/yr,27.91445278125368300000
2005,Devon Energy,Investor-owned Company,Natural Gas,1042.50000000000000000000,Bcf/yr,75.98823195222211600000
2006,Devon Energy,Investor-owned Company,Oil & NGL,65.00000000000000000000,Million bbl/yr,25.92056329687841700000
2006,Devon Energy,Investor-owned Company,Natural Gas,1082.40000000000000000000,Bcf/yr,78.89655852765967500000
2007,Devon Energy,Investor-owned Company,Oil & NGL,81.00000000000000000000,Million bbl/yr,32.30100964687926000000
2007,Devon Energy,Investor-owned Company,Natural Gas,1196.10000000000000000000,Bcf/yr,87.18419591180131700000
2008,Devon Energy,Investor-owned Company,Oil & NGL,67.00000000000000000000,Million bbl/yr,26.71811909062852500000
2008,Devon Energy,Investor-owned Company,Natural Gas,1338.40000000000000000000,Bcf/yr,97.55649846029168800000
2009,Devon Energy,Investor-owned Company,Oil & NGL,79.67200000000000000000,Million bbl/yr,31.77143259982919290000
2009,Devon Energy,Investor-owned Company,Natural Gas,1390.32600000000000000000,Bcf/yr,101.34140487022079500000
2010,Devon Energy,Investor-owned Company,Oil & NGL,84.05500000000000000000,Million bbl/yr,33.51927612183254440000
2010,Devon Energy,Investor-owned Company,Natural Gas,1329.86400000000003000000,Bcf/yr,96.93430608816298500000
2011,Devon Energy,Investor-owned Company,Oil & NGL,96.29299999999999800000,Million bbl/yr,38.39952002378943600000
2011,Devon Energy,Investor-owned Company,Natural Gas,1373.44950000000000000000,Bcf/yr,100.11127019727912800000
2012,Devon Energy,Investor-owned Company,Oil & NGL,106.29200000000000000000,Million bbl/yr,42.38690021464309240000
2012,Devon Energy,Investor-owned Company,Natural Gas,1339.96500000000000000000,Bcf/yr,97.67057192120796000000
2013,Devon Energy,Investor-owned Company,Oil & NGL,122.85800000000000000000,Million bbl/yr,48.99305485427521050000
2013,Devon Energy,Investor-owned Company,Natural Gas,1239.58800000000000000000,Bcf/yr,90.35405320785717000000
2014,Devon Energy,Investor-owned Company,Oil & NGL,143.49400000000000000000,Million bbl/yr,57.22223553418880180000
2014,Devon Energy,Investor-owned Company,Natural Gas,981.18600000000000000000,Bcf/yr,71.51903055757602500000
2015,Devon Energy,Investor-owned Company,Oil & NGL,171.29900000000000100000,Million bbl/yr,68.31025495679963460000
2015,Devon Energy,Investor-owned Company,Natural Gas,835.03900000000000000000,Bcf/yr,60.86631867736364100000
2016,Devon Energy,Investor-owned Company,Oil & NGL,151.11299999999999600000,Million bbl/yr,60.26052433047981800000
2016,Devon Energy,Investor-owned Company,Natural Gas,634.39500000000000000000,Bcf/yr,46.24129919360186700000
2017,Devon Energy,Investor-owned Company,Oil & NGL,158.79900000000000200000,Million bbl/yr,63.32553124586148000000
2017,Devon Energy,Investor-owned Company,Natural Gas,515.19699999999997000000,Bcf/yr,37.55291044325081400000
2018,Devon Energy,Investor-owned Company,Oil & NGL,166.44400000000000200000,Million bbl/yr,66.37418826747125550000
2018,Devon Energy,Investor-owned Company,Natural Gas,465.29800000000000000000,Bcf/yr,33.91575285458517500000
2019,Devon Energy,Investor-owned Company,Oil & NGL,130.72000000000000100000,Million bbl/yr,52.12824667950687750000
2019,Devon Energy,Investor-owned Company,Natural Gas,296.98900000000000000000,Bcf/yr,21.64764414317361250000
2020,Devon Energy,Investor-owned Company,Oil & NGL,85.04499999999999600000,Million bbl/yr,33.91406623973884900000
2020,Devon Energy,Investor-owned Company,Natural Gas,220.09500000000000000000,Bcf/yr,16.04281046669000000000
2021,Devon Energy,Investor-owned Company,Oil & NGL,154.39500000000000000000,Million bbl/yr,61.56931338802373800000
2021,Devon Energy,Investor-owned Company,Natural Gas,324.84999999999997000000,Bcf/yr,23.67844330904494400000
2022,Devon Energy,Investor-owned Company,Oil & NGL,163.51999999999999000000,Million bbl/yr,65.20816169700858500000
2022,Devon Energy,Investor-owned Company,Natural Gas,356.24000000000000000000,Bcf/yr,25.96647266250322000000
1987,Ecopetrol,State-owned Entity,Oil & NGL,28.10000000000000000000,Million bbl/yr,11.20565890218898000000
1987,Ecopetrol,State-owned Entity,Natural Gas,140.60000000000000000000,Bcf/yr,10.24838888487523300000
1988,Ecopetrol,State-owned Entity,Oil & NGL,137.50000000000000000000,Million bbl/yr,54.83196082031973000000
1988,Ecopetrol,State-owned Entity,Natural Gas,176.30000000000000000000,Bcf/yr,12.85057582079305600000
1989,Ecopetrol,State-owned Entity,Oil & NGL,147.00000000000000000000,Million bbl/yr,58.62035084063274000000
1989,Ecopetrol,State-owned Entity,Natural Gas,177.30000000000000000000,Bcf/yr,12.92346621115489700000
1990,Ecopetrol,State-owned Entity,Oil & NGL,160.40000000000000000000,Million bbl/yr,63.96397465875844000000
1990,Ecopetrol,State-owned Entity,Natural Gas,140.50000000000000000000,Bcf/yr,10.24109984583904900000
1991,Ecopetrol,State-owned Entity,Oil & NGL,156.60000000000000000000,Million bbl/yr,62.44861865063323600000
1991,Ecopetrol,State-owned Entity,Natural Gas,143.60000000000000000000,Bcf/yr,10.46706005596076300000
1992,Ecopetrol,State-owned Entity,Oil & NGL,159.90000000000000000000,Million bbl/yr,63.76458571032091500000
1992,Ecopetrol,State-owned Entity,Natural Gas,144.00000000000000000000,Bcf/yr,10.49621621210550200000
1993,Ecopetrol,State-owned Entity,Oil & NGL,166.10000000000000000000,Million bbl/yr,66.23700867094624000000
1993,Ecopetrol,State-owned Entity,Natural Gas,143.60000000000000000000,Bcf/yr,10.46706005596076300000
1994,Ecopetrol,State-owned Entity,Oil & NGL,154.70000000000000000000,Million bbl/yr,61.69094064657063000000
1994,Ecopetrol,State-owned Entity,Natural Gas,184.20000000000000000000,Bcf/yr,13.42640990465161900000
1995,Ecopetrol,State-owned Entity,Oil & NGL,213.50000000000000000000,Million bbl/yr,85.13908098282371000000
1995,Ecopetrol,State-owned Entity,Natural Gas,182.10000000000000000000,Bcf/yr,13.27334008489174600000
1996,Ecopetrol,State-owned Entity,Oil & NGL,150.70000000000000000000,Million bbl/yr,60.09582905907042000000
1996,Ecopetrol,State-owned Entity,Natural Gas,167.50000000000000000000,Bcf/yr,12.20914038560882800000
1997,Ecopetrol,State-owned Entity,Oil & NGL,238.00000000000000000000,Million bbl/yr,94.90913945626252000000
1997,Ecopetrol,State-owned Entity,Natural Gas,212.20000000000000000000,Bcf/yr,15.46734083478324400000
1998,Ecopetrol,State-owned Entity,Oil & NGL,179.00000000000000000000,Million bbl/yr,71.38124354063440000000
1998,Ecopetrol,State-owned Entity,Natural Gas,140.00000000000000000000,Bcf/yr,10.20465465065812600000
1999,Ecopetrol,State-owned Entity,Oil & NGL,301.00000000000000000000,Million bbl/yr,120.03214695939083000000
1999,Ecopetrol,State-owned Entity,Natural Gas,188.00000000000000000000,Bcf/yr,13.70339338802662400000
2000,Ecopetrol,State-owned Entity,Oil & NGL,128.10000000000000000000,Million bbl/yr,51.08344858969423000000
2000,Ecopetrol,State-owned Entity,Natural Gas,111.30000000000000000000,Bcf/yr,8.11270044727320900000
2001,Ecopetrol,State-owned Entity,Oil & NGL,144.50000000000000000000,Million bbl/yr,57.62340609844509500000
2001,Ecopetrol,State-owned Entity,Natural Gas,113.90000000000000000000,Bcf/yr,8.30221546221400300000
2002,Ecopetrol,State-owned Entity,Oil & NGL,144.50000000000000000000,Million bbl/yr,57.62340609844509500000
2002,Ecopetrol,State-owned Entity,Natural Gas,215.10000000000000000000,Bcf/yr,15.67872296683259100000
2003,Ecopetrol,State-owned Entity,Oil & NGL,197.50000000000000000000,Million bbl/yr,78.75863463282289000000
2003,Ecopetrol,State-owned Entity,Natural Gas,219.10000000000000000000,Bcf/yr,15.97028452827996500000
2004,Ecopetrol,State-owned Entity,Oil & NGL,192.72000000000000000000,Million bbl/yr,76.85247628576013000000
2004,Ecopetrol,State-owned Entity,Natural Gas,125.92500000000000000000,Bcf/yr,9.17872240631517400000
2005,Ecopetrol,State-owned Entity,Oil & NGL,191.99000000000000000000,Million bbl/yr,76.56136842104135000000
2005,Ecopetrol,State-owned Entity,Natural Gas,133.95499999999998000000,Bcf/yr,9.76403224092078000000
2006,Ecopetrol,State-owned Entity,Oil & NGL,115.34000000000000000000,Million bbl/yr,45.99504262556856600000
2006,Ecopetrol,State-owned Entity,Natural Gas,139.79500000000000000000,Bcf/yr,10.18971212063394600000
2007,Ecopetrol,State-owned Entity,Oil & NGL,119.35500000000000000000,Million bbl/yr,47.59613588152190000000
2007,Ecopetrol,State-owned Entity,Natural Gas,150.01500000000000000000,Bcf/yr,10.93465191013199000000
2008,Ecopetrol,State-owned Entity,Oil & NGL,132.13000000000000000000,Million bbl/yr,52.69052351410070400000
2008,Ecopetrol,State-owned Entity,Natural Gas,177.39000000000000000000,Bcf/yr,12.93002634628746300000
2009,Ecopetrol,State-owned Entity,Oil & NGL,155.49000000000000000000,Million bbl/yr,62.00597518510192400000
2009,Ecopetrol,State-owned Entity,Natural Gas,195.56699999999998000000,Bcf/yr,14.25495497189469400000
2010,Ecopetrol,State-owned Entity,Oil & NGL,188.30349999999999000000,Million bbl/yr,75.09127370421146000000
2010,Ecopetrol,State-owned Entity,Natural Gas,208.04999999999998000000,Bcf/yr,15.16484571478159200000
2011,Ecopetrol,State-owned Entity,Oil & NGL,208.04999999999998000000,Million bbl/yr,82.96574144485469000000
2011,Ecopetrol,State-owned Entity,Natural Gas,208.04999999999998000000,Bcf/yr,15.16484571478159200000
2012,Ecopetrol,State-owned Entity,Oil & NGL,215.71500000000000000000,Million bbl/yr,86.02237402440197000000
2012,Ecopetrol,State-owned Entity,Natural Gas,230.95630500000000000000,Bcf/yr,16.83449522797904800000
2013,Ecopetrol,State-owned Entity,Oil & NGL,223.59900000000000000000,Million bbl/yr,89.16633896336490000000
2013,Ecopetrol,State-owned Entity,Natural Gas,268.17645000000000000000,Bcf/yr,19.54748612635347000000
2014,Ecopetrol,State-owned Entity,Oil & NGL,211.59050000000002000000,Million bbl/yr,84.37761458874083000000
2014,Ecopetrol,State-owned Entity,Natural Gas,260.85308999999995000000,Bcf/yr,19.01368355719315800000
2015,Ecopetrol,State-owned Entity,Oil & NGL,228.67249999999999000000,Million bbl/yr,91.18953862316044000000
2015,Ecopetrol,State-owned Entity,Natural Gas,279.20309999999995000000,Bcf/yr,20.35122294923690000000
2016,Ecopetrol,State-owned Entity,Oil & NGL,216.11650000000000000000,Million bbl/yr,86.18248334999731000000
2016,Ecopetrol,State-owned Entity,Natural Gas,261.72689999999994000000,Bcf/yr,19.07737590919524000000
2017,Ecopetrol,State-owned Entity,Oil & NGL,215.67849999999999000000,Million bbl/yr,86.00781863116602000000
2017,Ecopetrol,State-owned Entity,Natural Gas,258.39810000000000000000,Bcf/yr,18.83473837775874000000
2018,Ecopetrol,State-owned Entity,Oil & NGL,216.26250000000000000000,Million bbl/yr,86.24070492294105000000
2018,Ecopetrol,State-owned Entity,Natural Gas,266.09594999999996000000,Bcf/yr,19.39583766920565500000
2019,Ecopetrol,State-owned Entity,Oil & NGL,215.93400000000000000000,Million bbl/yr,86.10970638381761000000
2019,Ecopetrol,State-owned Entity,Natural Gas,277.74674999999996000000,Bcf/yr,20.24506902923342700000
2020,Ecopetrol,State-owned Entity,Oil & NGL,202.46550000000002000000,Million bbl/yr,80.73876627975596000000
2020,Ecopetrol,State-owned Entity,Natural Gas,296.05514999999997000000,Bcf/yr,21.57957545213420400000
2021,Ecopetrol,State-owned Entity,Oil & NGL,192.39150000000000000000,Million bbl/yr,76.72147774663670000000
2021,Ecopetrol,State-owned Entity,Natural Gas,316.02795000000000000000,Bcf/yr,23.03540064075323000000
2022,Ecopetrol,State-owned Entity,Oil & NGL,197.75699999999998000000,Million bbl/yr,78.86112055231976000000
2022,Ecopetrol,State-owned Entity,Natural Gas,348.89984999999996000000,Bcf/yr,25.43144626368872400000
1959,Egyptian General Petroleum,State-owned Entity,Oil & NGL,2.13030000000000000000,Million bbl/yr,0.84951655371292460000
1960,Egyptian General Petroleum,State-owned Entity,Oil & NGL,2.39680000000000030000,Million bbl/yr,0.95579086323012610000
1961,Egyptian General Petroleum,State-owned Entity,Oil & NGL,2.61290000000000020000,Million bbl/yr,1.04196676674482510000
1962,Egyptian General Petroleum,State-owned Entity,Oil & NGL,3.23210000000000000000,Million bbl/yr,1.28889004048985760000
1963,Egyptian General Petroleum,State-owned Entity,Oil & NGL,3.87600000000000000000,Million bbl/yr,1.54566312828770400000
1964,Egyptian General Petroleum,State-owned Entity,Oil & NGL,4.39150000000000000000,Million bbl/yr,1.75123313412679330000
1965,Egyptian General Petroleum,State-owned Entity,Oil & NGL,4.55560000000000000000,Million bbl/yr,1.81667258700398970000
1966,Egyptian General Petroleum,State-owned Entity,Oil & NGL,4.40700000000000000000,Million bbl/yr,1.75741419152835700000
1967,Egyptian General Petroleum,State-owned Entity,Oil & NGL,3.95520000000000000000,Million bbl/yr,1.57724633772020840000
1968,Egyptian General Petroleum,State-owned Entity,Oil & NGL,6.22080000000000060000,Million bbl/yr,2.48071754088032750000
1969,Egyptian General Petroleum,State-owned Entity,Oil & NGL,8.96010000000000000000,Million bbl/yr,3.57308983379015900000
1970,Egyptian General Petroleum,State-owned Entity,Oil & NGL,11.93550000000000100000,Million bbl/yr,4.75961358815219041900
1970,Egyptian General Petroleum,State-owned Entity,Natural Gas,0.30000000000000004000,Bcf/yr,0.02186711710855313000
1971,Egyptian General Petroleum,State-owned Entity,Oil & NGL,10.73100000000000000000,Million bbl/yr,4.27928561136618941900
1971,Egyptian General Petroleum,State-owned Entity,Natural Gas,0.30000000000000004000,Bcf/yr,0.02186711710855313000
1972,Egyptian General Petroleum,State-owned Entity,Oil & NGL,8.46800000000000000000,Million bbl/yr,3.37685123073794541900
1972,Egyptian General Petroleum,State-owned Entity,Natural Gas,0.25000000000000000000,Bcf/yr,0.01822259759046093700
1973,Egyptian General Petroleum,State-owned Entity,Oil & NGL,6.05900000000000100000,Million bbl/yr,2.41619527716594401900
1973,Egyptian General Petroleum,State-owned Entity,Natural Gas,0.31000000000000005000,Bcf/yr,0.02259602101217156700
1974,Egyptian General Petroleum,State-owned Entity,Oil & NGL,5.51150000000000050000,Million bbl/yr,2.19786437862685241900
1974,Egyptian General Petroleum,State-owned Entity,Natural Gas,0.15000000000000002000,Bcf/yr,0.01093355855427656500
1975,Egyptian General Petroleum,State-owned Entity,Oil & NGL,8.62494999999999900000,Million bbl/yr,3.43943942165248464700
1975,Egyptian General Petroleum,State-owned Entity,Natural Gas,0.16060000000000002000,Bcf/yr,0.01170619669211210600
1976,Egyptian General Petroleum,State-owned Entity,Oil & NGL,62.06241000000000400000,Million bbl/yr,24.74911733479723156000
1976,Egyptian General Petroleum,State-owned Entity,Natural Gas,6.87582000000000000000,Bcf/yr,0.50118120385777250000
1977,Egyptian General Petroleum,State-owned Entity,Oil & NGL,79.41159000000000000000,Million bbl/yr,31.66758684770396190000
1977,Egyptian General Petroleum,State-owned Entity,Natural Gas,8.98186499999999900000,Bcf/yr,0.65469164602738160000
1978,Egyptian General Petroleum,State-owned Entity,Oil & NGL,93.46591500000001020000,Million bbl/yr,37.27214101320244180000
1978,Egyptian General Petroleum,State-owned Entity,Natural Gas,11.08791000000000000000,Bcf/yr,0.80820208819699090000
1979,Egyptian General Petroleum,State-owned Entity,Oil & NGL,100.96775999999999950000,Million bbl/yr,40.26371098498506400000
1979,Egyptian General Petroleum,State-owned Entity,Natural Gas,13.19395500000000000000,Bcf/yr,0.96171253036660020000
1980,Egyptian General Petroleum,State-owned Entity,Oil & NGL,110.75920117285499000000,Million bbl/yr,44.16832130327197000000
1980,Egyptian General Petroleum,State-owned Entity,Natural Gas,15.30000000000000000000,Bcf/yr,1.11522297253620970000
