Category,Subcategory,country_iso3,region_code,population,hoursPerDayCombined,uncertaintyCombined
Maintenance of surroundings,Inhabited environment,ERI,AF_E,3497117,0.86,0.22875189653075095
Somatic maintenance,Sleep & bedrest,ERI,AF_E,3497117,8.93,2.6149926440655356
Maintenance of surroundings,Waste management,ERI,AF_E,3497117,0.01,6.7628890237214e-4
Somatic maintenance,Physical child care,ERI,AF_E,3497117,0.29,0.06530663057209452
Somatic maintenance,Health care,ERI,AF_E,3497117,0.36,0.9660871804958426
Somatic maintenance,Hygiene & grooming,ERI,AF_E,3497117,1.08,1.0225105721092995
Deliberate neural restructuring,Schooling & research,ERI,AF_E,3497117,1.1,0.28532871360716744
Deliberate neural restructuring,Religious practice,ERI,AF_E,3497117,0.15,0.15343942942615132
Organization,Human transportation,ERI,AF_E,3497117,0.99,1.0390538346028828
Organization,Material transportation,ERI,AF_E,3497117,0.3,0.07839503499584849
Organization,Allocation,ERI,AF_E,3497117,0.8,0.18738762687501925
Experience oriented,Social,ERI,AF_E,3497117,0.93,0.5942397339982698
Experience oriented,Active recreation,ERI,AF_E,3497117,0.39,0.1001867438502954
Experience oriented,Meals,ERI,AF_E,3497117,1.88,1.2620995678166318
Experience oriented,Passive,ERI,AF_E,3497117,2.25,1.815571608863348
Experience oriented,Interactive,ERI,AF_E,3497117,1.1,0.3508945565959956
Food provision,Food preparation,ESH,AF_N,582458,1.16,0.21522931590740532
Food provision,Food growth & collection,ESH,AF_N,582458,0.36,0.5315158755423957
Food provision,Food processing,ESH,AF_N,582458,0.03,0.01078144395093131
Nonfood provision,Materials,ESH,AF_N,582458,0.06,0.00835740700573737
Nonfood provision,Energy,ESH,AF_N,582458,0.04,0.00505586921811972
Technosphere modification,Infrastructure,ESH,AF_N,582458,0.07,0.01509496554092543
Technosphere modification,Buildings,ESH,AF_N,582458,0.23,0.0912173381753581
Technosphere modification,Artifacts,ESH,AF_N,582458,0.24,0.11237718659348796
Maintenance of surroundings,Inhabited environment,ESH,AF_N,582458,0.73,0.2006203903090206
Somatic maintenance,Sleep & bedrest,ESH,AF_N,582458,9.33,1.398380964841321
Maintenance of surroundings,Waste management,ESH,AF_N,582458,0.01,1.7716202974975e-4
Somatic maintenance,Physical child care,ESH,AF_N,582458,0.2,0.0632846466378267
Somatic maintenance,Health care,ESH,AF_N,582458,0.1,0.0615162098278777
Somatic maintenance,Hygiene & grooming,ESH,AF_N,582458,0.79,0.10489341501496896
Deliberate neural restructuring,Schooling & research,ESH,AF_N,582458,0.86,0.3050563661523419
Deliberate neural restructuring,Religious practice,ESH,AF_N,582458,0.64,0.15489775205083048
Organization,Human transportation,ESH,AF_N,582458,0.72,0.13050064507705258
Organization,Material transportation,ESH,AF_N,582458,0.25,0.05798476658970019
Organization,Allocation,ESH,AF_N,582458,0.71,0.31708198916535846
Experience oriented,Social,ESH,AF_N,582458,1.35,0.5921359358295013
Experience oriented,Active recreation,ESH,AF_N,582458,0.62,0.0995169403881362
Experience oriented,Meals,ESH,AF_N,582458,1.57,0.3632820795591698
Experience oriented,Passive,ESH,AF_N,582458,3.04,0.9279567865194728
Experience oriented,Interactive,ESH,AF_N,582458,0.89,0.3487386008559886
Food provision,Food preparation,ESP,EU_S,46931011,0.97,9.6262063528999e-4
Food provision,Food growth & collection,ESP,EU_S,46931011,0.15,4.6426222242465085e-5
Food provision,Food processing,ESP,EU_S,46931011,0.07,1.009994890352e-4
Nonfood provision,Materials,ESP,EU_S,46931011,0.02,5.817668433772527e-6
Nonfood provision,Energy,ESP,EU_S,46931011,0.01,1.1859408971247576e-7
Technosphere modification,Infrastructure,ESP,EU_S,46931011,0.06,1.0824544482735e-4
Technosphere modification,Buildings,ESP,EU_S,46931011,0.22,3.227110750913e-4
Technosphere modification,Artifacts,ESP,EU_S,46931011,0.33,2.6340544402462e-4
Maintenance of surroundings,Inhabited environment,ESP,EU_S,46931011,1.01,0.00111032228800899
Somatic maintenance,Sleep & bedrest,ESP,EU_S,46931011,8.87,0.144964156506862
Maintenance of surroundings,Waste management,ESP,EU_S,46931011,0.01,1.3205489066574181e-8
Somatic maintenance,Physical child care,ESP,EU_S,46931011,0.34,4.9415286494286e-4
Somatic maintenance,Health care,ESP,EU_S,46931011,0.22,8.3167226849654e-4
Somatic maintenance,Hygiene & grooming,ESP,EU_S,46931011,0.89,0.00144293763971
Deliberate neural restructuring,Schooling & research,ESP,EU_S,46931011,0.81,6.4961071895298e-4
Deliberate neural restructuring,Religious practice,ESP,EU_S,46931011,0.09,3.31768890246692e-5
Organization,Human transportation,ESP,EU_S,46931011,0.94,0.00172746947204516
Organization,Material transportation,ESP,EU_S,46931011,0.33,0.0013449875281722
Organization,Allocation,ESP,EU_S,46931011,1.26,5.6587545755805e-4
Experience oriented,Social,ESP,EU_S,46931011,0.63,0.00114868654523387
Experience oriented,Active recreation,ESP,EU_S,46931011,0.89,7.8201985734621e-4
Experience oriented,Meals,ESP,EU_S,46931011,2,0.008006971553304
Experience oriented,Passive,ESP,EU_S,46931011,2.96,0.01086870332874634
Experience oriented,Interactive,ESP,EU_S,46931011,0.9,7.8388144416613e-4
Food provision,Food preparation,EST,EU_N,1332103,0.85,0.00100265594923361
Food provision,Food growth & collection,EST,EU_N,1332103,0.13,1.508810133161e-4
Food provision,Food processing,EST,EU_N,1332103,0.06,8.122444777405169e-5
Nonfood provision,Materials,EST,EU_N,1332103,0.04,7.405162821540743e-6
Nonfood provision,Energy,EST,EU_N,1332103,0.07,3.544331104325296e-6
Technosphere modification,Infrastructure,EST,EU_N,1332103,0.05,3.1333106220813334e-5
Technosphere modification,Buildings,EST,EU_N,1332103,0.26,8.9921579235365e-4
Technosphere modification,Artifacts,EST,EU_N,1332103,0.51,9.7633138212637e-4
Maintenance of surroundings,Inhabited environment,EST,EU_N,1332103,0.99,0.00101278483399328
Somatic maintenance,Sleep & bedrest,EST,EU_N,1332103,9.11,0.1519079490778064
Maintenance of surroundings,Waste management,EST,EU_N,1332103,0,0
Somatic maintenance,Physical child care,EST,EU_N,1332103,0.27,3.658221491641e-4
Somatic maintenance,Health care,EST,EU_N,1332103,0.2,4.1660241847507e-4
Somatic maintenance,Hygiene & grooming,EST,EU_N,1332103,0.95,0.00166075445524422
Deliberate neural restructuring,Schooling & research,EST,EU_N,1332103,0.83,5.6200314348757e-4
Deliberate neural restructuring,Religious practice,EST,EU_N,1332103,0.07,2.003220188570576e-5
Organization,Human transportation,EST,EU_N,1332103,0.84,0.00265495488661591
Organization,Material transportation,EST,EU_N,1332103,0.5,0.00237997965442704
Organization,Allocation,EST,EU_N,1332103,1.15,3.8474586181932e-4
Experience oriented,Social,EST,EU_N,1332103,0.51,0.0015223914503846
Experience oriented,Active recreation,EST,EU_N,1332103,0.66,3.6966956441343e-4
Experience oriented,Meals,EST,EU_N,1332103,1.52,0.0048017235044862
Experience oriented,Passive,EST,EU_N,1332103,3.28,0.01075201332137115
Experience oriented,Interactive,EST,EU_N,1332103,1.15,0.0012461004972425
Food provision,Food preparation,ETH,AF_E,95385793,0.83,0.04431788413484154
Food provision,Food growth & collection,ETH,AF_E,95385793,1.24,0.04636837358261404
Food provision,Food processing,ETH,AF_E,95385793,0.16,0.00312157634115287
Nonfood provision,Materials,ETH,AF_E,95385793,0.08,8.9327633747805e-4
Nonfood provision,Energy,ETH,AF_E,95385793,0.01,1.7400715953699275e-6
Technosphere modification,Infrastructure,ETH,AF_E,95385793,0.04,2.3543964978486e-4
Technosphere modification,Buildings,ETH,AF_E,95385793,0.17,0.00102516931243549
Technosphere modification,Artifacts,ETH,AF_E,95385793,0.23,0.00403027557562891
Maintenance of surroundings,Inhabited environment,ETH,AF_E,95385793,0.92,0.044758048899497
Somatic maintenance,Sleep & bedrest,ETH,AF_E,95385793,8.92,1.8024121122535168
Maintenance of surroundings,Waste management,ETH,AF_E,95385793,0.01,6.3679365857227e-4
Somatic maintenance,Physical child care,ETH,AF_E,95385793,0.31,0.00278016572230441
Somatic maintenance,Health care,ETH,AF_E,95385793,0.34,0.9222671009744644
Somatic maintenance,Hygiene & grooming,ETH,AF_E,95385793,1.06,0.9208879267622194
Deliberate neural restructuring,Schooling & research,ETH,AF_E,95385793,1.03,0.00439773903283552
Deliberate neural restructuring,Religious practice,ETH,AF_E,95385793,0.11,7.561798505604e-4
Organization,Human transportation,ETH,AF_E,95385793,0.96,0.9185332602026862
Organization,Material transportation,ETH,AF_E,95385793,0.17,0.03931523888166122
Organization,Allocation,ETH,AF_E,95385793,0.68,0.04861670197579569
Experience oriented,Social,ETH,AF_E,95385793,1.15,0.00886442274893295
Experience oriented,Active recreation,ETH,AF_E,95385793,0.47,0.00167530652860235
Experience oriented,Meals,ETH,AF_E,95385793,1.83,0.9207454018336946
Experience oriented,Passive,ETH,AF_E,95385793,2.14,0.9251673495297024
Experience oriented,Interactive,ETH,AF_E,95385793,1.14,0.00619184009806004
Food provision,Food preparation,FIN,EU_N,5365784,0.72,7.6805366399895e-4
Food provision,Food growth & collection,FIN,EU_N,5365784,0.1,2.7502752749285e-4
Food provision,Food processing,FIN,EU_N,5365784,0.04,1.4279090157543e-4
Nonfood provision,Materials,FIN,EU_N,5365784,0.03,3.251354211625076e-5
Nonfood provision,Energy,FIN,EU_N,5365784,0.02,1.5531463107829633e-5
Technosphere modification,Infrastructure,FIN,EU_N,5365784,0.06,3.4555288328644e-4
Technosphere modification,Buildings,FIN,EU_N,5365784,0.24,0.00208374142732238
Technosphere modification,Artifacts,FIN,EU_N,5365784,0.43,0.00473049082443702
Maintenance of surroundings,Inhabited environment,FIN,EU_N,5365784,1.01,0.00149419121216842
Somatic maintenance,Sleep & bedrest,FIN,EU_N,5365784,8.95,0.1413900672915398
Maintenance of surroundings,Waste management,FIN,EU_N,5365784,0.01,1.1491664422579137e-6
Somatic maintenance,Physical child care,FIN,EU_N,5365784,0.25,4.2816139632384e-4
Somatic maintenance,Health care,FIN,EU_N,5365784,0.25,0.00153795262630711
Somatic maintenance,Hygiene & grooming,FIN,EU_N,5365784,0.87,0.00132422179989864
Deliberate neural restructuring,Schooling & research,FIN,EU_N,5365784,0.81,0.00165957152115404
Deliberate neural restructuring,Religious practice,FIN,EU_N,5365784,0.09,3.92155777389178e-5
Organization,Human transportation,FIN,EU_N,5365784,0.92,0.00144610711461783
Organization,Material transportation,FIN,EU_N,5365784,0.33,0.00138849385758346
Organization,Allocation,FIN,EU_N,5365784,1.01,0.00825422673596841
Experience oriented,Social,FIN,EU_N,5365784,0.74,0.00255371333999369
Experience oriented,Active recreation,FIN,EU_N,5365784,0.8,5.3231206634413e-4
Experience oriented,Meals,FIN,EU_N,5365784,1.58,0.0054646663207508
Experience oriented,Passive,FIN,EU_N,5365784,3.48,0.01085812311365085
Experience oriented,Interactive,FIN,EU_N,5365784,1.24,0.00123516387165691
Food provision,Food preparation,FJI,AS_SE,889955,0.59,0.2763227808988583
Food provision,Food growth & collection,FJI,AS_SE,889955,0.85,0.24471212742422613
Food provision,Food processing,FJI,AS_SE,889955,0.1,0.00812283686488726
Nonfood provision,Materials,FJI,AS_SE,889955,0.07,0.00164092867169818
Nonfood provision,Energy,FJI,AS_SE,889955,0.02,0.0043969682777667
Technosphere modification,Infrastructure,FJI,AS_SE,889955,0.03,4.6879629773432e-4
Technosphere modification,Buildings,FJI,AS_SE,889955,0.4,0.10083719211889676
Technosphere modification,Artifacts,FJI,AS_SE,889955,0.49,0.07070417002755505
Maintenance of surroundings,Inhabited environment,FJI,AS_SE,889955,0.55,0.2654099617204562
Somatic maintenance,Sleep & bedrest,FJI,AS_SE,889955,8.5,6.99802455882193
Maintenance of surroundings,Waste management,FJI,AS_SE,889955,0.01,9.873410776395736e-5
Somatic maintenance,Physical child care,FJI,AS_SE,889955,0.26,0.06687510512602145
Somatic maintenance,Health care,FJI,AS_SE,889955,0.39,5.06555250138058
Somatic maintenance,Hygiene & grooming,FJI,AS_SE,889955,1.27,5.11927240356728
Deliberate neural restructuring,Schooling & research,FJI,AS_SE,889955,1.02,0.3150072739558116
Deliberate neural restructuring,Religious practice,FJI,AS_SE,889955,0.05,0.15280437271964803
Organization,Human transportation,FJI,AS_SE,889955,1.1,5.395264563294284
Organization,Material transportation,FJI,AS_SE,889955,0.39,0.15723368447477953
Organization,Allocation,FJI,AS_SE,889955,1.08,0.2737633915792533
Experience oriented,Social,FJI,AS_SE,889955,0.68,0.6078147129522378
Experience oriented,Active recreation,FJI,AS_SE,889955,0.26,0.09916244477380656
Experience oriented,Meals,FJI,AS_SE,889955,1.83,5.358899503128789
Experience oriented,Passive,FJI,AS_SE,889955,3.45,6.167919286793667
Experience oriented,Interactive,FJI,AS_SE,889955,0.59,0.3693687131530861
Food provision,Food preparation,FRA,EU_W,62879535,0.81,8.4813137980727e-4
Food provision,Food growth & collection,FRA,EU_W,62879535,0.12,1.4358150072015e-4
Food provision,Food processing,FRA,EU_W,62879535,0.06,3.036662013307788e-5
Nonfood provision,Materials,FRA,EU_W,62879535,0.01,4.430694666725762e-6
Nonfood provision,Energy,FRA,EU_W,62879535,0.02,1.7563124570520485e-6
Technosphere modification,Infrastructure,FRA,EU_W,62879535,0.06,2.4908931575014e-4
Technosphere modification,Buildings,FRA,EU_W,62879535,0.23,0.00146912376068806
Technosphere modification,Artifacts,FRA,EU_W,62879535,0.35,0.00148590581390996
Maintenance of surroundings,Inhabited environment,FRA,EU_W,62879535,1,8.591557995556e-4
Somatic maintenance,Sleep & bedrest,FRA,EU_W,62879535,8.87,0.1357738047306502
Maintenance of surroundings,Waste management,FRA,EU_W,62879535,0.01,5.186544280793925e-7
Somatic maintenance,Physical child care,FRA,EU_W,62879535,0.24,1.7808577333125e-4
Somatic maintenance,Health care,FRA,EU_W,62879535,0.21,3.1906336677061e-4
Somatic maintenance,Hygiene & grooming,FRA,EU_W,62879535,0.92,0.00147657665065541
Deliberate neural restructuring,Schooling & research,FRA,EU_W,62879535,0.84,0.00101484989634848
Deliberate neural restructuring,Religious practice,FRA,EU_W,62879535,0.12,6.422597842316514e-5
Organization,Human transportation,FRA,EU_W,62879535,0.93,0.00832550199122818
Organization,Material transportation,FRA,EU_W,62879535,0.43,0.00815608811162478
Organization,Allocation,FRA,EU_W,62879535,1.14,0.00260567425167854
Experience oriented,Social,FRA,EU_W,62879535,0.71,0.00183397925645615
Experience oriented,Active recreation,FRA,EU_W,62879535,0.65,4.1325613298171e-4
Experience oriented,Meals,FRA,EU_W,62879535,2.21,0.0096514642555566
Experience oriented,Passive,FRA,EU_W,62879535,3.02,0.00943938915939576
Experience oriented,Interactive,FRA,EU_W,62879535,1.04,0.00113079413095683
Food provision,Food preparation,FSM,AS_SE,113811,0.59,0.2763227808988583
Food provision,Food growth & collection,FSM,AS_SE,113811,0.85,0.24471212742422613
Food provision,Food processing,FSM,AS_SE,113811,0.1,0.00812283686488726
Nonfood provision,Materials,FSM,AS_SE,113811,0.07,0.00164092867169818
Nonfood provision,Energy,FSM,AS_SE,113811,0.02,0.0043969682777667
Technosphere modification,Infrastructure,FSM,AS_SE,113811,0.03,4.6879629773432e-4
Technosphere modification,Buildings,FSM,AS_SE,113811,0.4,0.10083719211889676
Technosphere modification,Artifacts,FSM,AS_SE,113811,0.49,0.07070417002755505
Maintenance of surroundings,Inhabited environment,FSM,AS_SE,113811,0.55,0.2654099617204562
Somatic maintenance,Sleep & bedrest,FSM,AS_SE,113811,8.5,6.99802455882193
Maintenance of surroundings,Waste management,FSM,AS_SE,113811,0.01,9.873410776395736e-5
Somatic maintenance,Physical child care,FSM,AS_SE,113811,0.26,0.06687510512602145
Somatic maintenance,Health care,FSM,AS_SE,113811,0.39,5.06555250138058
Somatic maintenance,Hygiene & grooming,FSM,AS_SE,113811,1.27,5.11927240356728
Deliberate neural restructuring,Schooling & research,FSM,AS_SE,113811,1.02,0.3150072739558116
Deliberate neural restructuring,Religious practice,FSM,AS_SE,113811,0.05,0.15280437271964803
Organization,Human transportation,FSM,AS_SE,113811,1.1,5.395264563294284
Organization,Material transportation,FSM,AS_SE,113811,0.39,0.15723368447477953
Organization,Allocation,FSM,AS_SE,113811,1.08,0.2737633915792533
Experience oriented,Social,FSM,AS_SE,113811,0.68,0.6078147129522378
Experience oriented,Active recreation,FSM,AS_SE,113811,0.26,0.09916244477380656
Experience oriented,Meals,FSM,AS_SE,113811,1.83,5.358899503128789
Experience oriented,Passive,FSM,AS_SE,113811,3.45,6.167919286793667
Experience oriented,Interactive,FSM,AS_SE,113811,0.59,0.3693687131530861
Food provision,Food preparation,GAB,AF_M,2172578,0.81,0.2156886519294237
Food provision,Food growth & collection,GAB,AF_M,2172578,1.06,0.5324487148124554
Food provision,Food processing,GAB,AF_M,2172578,0.02,0.01082390783523981
Nonfood provision,Materials,GAB,AF_M,2172578,0.1,0.01452913047866289
Nonfood provision,Energy,GAB,AF_M,2172578,0.08,0.01124239378260669
Technosphere modification,Infrastructure,GAB,AF_M,2172578,0.02,0.01399450689135183
Technosphere modification,Buildings,GAB,AF_M,2172578,0.03,0.08470887227544933
Technosphere modification,Artifacts,GAB,AF_M,2172578,0.42,0.11576952233863248
Maintenance of surroundings,Inhabited environment,GAB,AF_M,2172578,0.72,0.20012078523141863
Somatic maintenance,Sleep & bedrest,GAB,AF_M,2172578,9.79,1.2913986617555109
Maintenance of surroundings,Waste management,GAB,AF_M,2172578,0,1.8352121274089e-4
Somatic maintenance,Physical child care,GAB,AF_M,2172578,0.27,0.0635982296062593
Somatic maintenance,Health care,GAB,AF_M,2172578,0.05,0.06232277739498799
Somatic maintenance,Hygiene & grooming,GAB,AF_M,2172578,0.82,0.10508557428184533
Deliberate neural restructuring,Schooling & research,GAB,AF_M,2172578,1.95,0.31870429108437115
Deliberate neural restructuring,Religious practice,GAB,AF_M,2172578,0.44,0.15411027242639344
Organization,Human transportation,GAB,AF_M,2172578,1.02,0.12750643165843678
Organization,Material transportation,GAB,AF_M,2172578,0.48,0.06086319438366949
Organization,Allocation,GAB,AF_M,2172578,0.49,0.32525596672528156
Experience oriented,Social,GAB,AF_M,2172578,1.05,0.5931809745164189
Experience oriented,Active recreation,GAB,AF_M,2172578,0.44,0.09982094144370052
Experience oriented,Meals,GAB,AF_M,2172578,1.14,0.3473798389695329
Experience oriented,Passive,GAB,AF_M,2172578,1.84,0.90549918184371
Experience oriented,Interactive,GAB,AF_M,2172578,0.96,0.3512973105576911
Food provision,Food preparation,GBR,EU_N,63459801,0.77,6.9036638521716e-4
Food provision,Food growth & collection,GBR,EU_N,63459801,0.08,6.811387494043506e-5
Food provision,Food processing,GBR,EU_N,63459801,0.04,4.881213051140524e-5
Nonfood provision,Materials,GBR,EU_N,63459801,0.01,2.8666119121651263e-6
Nonfood provision,Energy,GBR,EU_N,63459801,0.02,2.8787502816244926e-6
Technosphere modification,Infrastructure,GBR,EU_N,63459801,0.07,1.8678887657748e-4
Technosphere modification,Buildings,GBR,EU_N,63459801,0.23,5.6486144394145e-4
Technosphere modification,Artifacts,GBR,EU_N,63459801,0.32,5.1112075013672e-4
Maintenance of surroundings,Inhabited environment,GBR,EU_N,63459801,0.86,6.6978049338985e-4
Somatic maintenance,Sleep & bedrest,GBR,EU_N,63459801,8.93,0.13287318290415
Maintenance of surroundings,Waste management,GBR,EU_N,63459801,0.01,3.610622733725484e-7
Somatic maintenance,Physical child care,GBR,EU_N,63459801,0.26,2.6516851626832e-4
Somatic maintenance,Health care,GBR,EU_N,63459801,0.26,5.252126627541e-4
Somatic maintenance,Hygiene & grooming,GBR,EU_N,63459801,0.99,0.00164783855707496
Deliberate neural restructuring,Schooling & research,GBR,EU_N,63459801,0.88,8.9254844293136e-4
Deliberate neural restructuring,Religious practice,GBR,EU_N,63459801,0.12,6.03498938085038e-5
Organization,Human transportation,GBR,EU_N,63459801,1.05,0.00262133967417016
Organization,Material transportation,GBR,EU_N,63459801,0.41,0.00214550595290065
Organization,Allocation,GBR,EU_N,63459801,1.33,0.0017243345630947
Experience oriented,Social,GBR,EU_N,63459801,0.76,0.00180063764961565
Experience oriented,Active recreation,GBR,EU_N,63459801,0.61,3.3994252548172e-4
Experience oriented,Meals,GBR,EU_N,63459801,1.6,0.0048865679822165
Experience oriented,Passive,GBR,EU_N,63459801,3.22,0.01117463672926903
Experience oriented,Interactive,GBR,EU_N,63459801,1.16,0.00111089044076519
Food provision,Food preparation,GEO,AS_W,3996762,0.86,0.18867598507847055
Food provision,Food growth & collection,GEO,AS_W,3996762,0.52,0.03772762365002753
Food provision,Food processing,GEO,AS_W,3996762,0.06,0.00631787486318326
Nonfood provision,Materials,GEO,AS_W,3996762,0.04,9.8654760698013e-4
Nonfood provision,Energy,GEO,AS_W,3996762,0.03,0.00223445572185968
Technosphere modification,Infrastructure,GEO,AS_W,3996762,0.04,1.9320462423284e-4
Technosphere modification,Buildings,GEO,AS_W,3996762,0.18,0.01938467148517633
Technosphere modification,Artifacts,GEO,AS_W,3996762,0.15,0.01702720811323094
Maintenance of surroundings,Inhabited environment,GEO,AS_W,3996762,0.84,0.18817461516407397
Somatic maintenance,Sleep & bedrest,GEO,AS_W,3996762,9.45,1.334729314175462
Maintenance of surroundings,Waste management,GEO,AS_W,3996762,0.01,4.4950285379783744e-5
Somatic maintenance,Physical child care,GEO,AS_W,3996762,0.25,0.06360344134217978
Somatic maintenance,Health care,GEO,AS_W,3996762,0.16,0.04810739662151002
Somatic maintenance,Hygiene & grooming,GEO,AS_W,3996762,0.85,0.10395830990441876
Deliberate neural restructuring,Schooling & research,GEO,AS_W,3996762,0.98,0.284438765749779
Deliberate neural restructuring,Religious practice,GEO,AS_W,3996762,0.47,0.1551772055942557
Organization,Human transportation,GEO,AS_W,3996762,0.77,0.12214279169572372
Organization,Material transportation,GEO,AS_W,3996762,0.23,0.03783557573824073
Organization,Allocation,GEO,AS_W,3996762,0.73,0.11073978250775152
Experience oriented,Social,GEO,AS_W,3996762,1.09,0.5899709588207206
Experience oriented,Active recreation,GEO,AS_W,3996762,0.49,0.0997299786237444
Experience oriented,Meals,GEO,AS_W,3996762,1.79,0.3542060233710226
Experience oriented,Passive,GEO,AS_W,3996762,3.09,0.9392100332322144
Experience oriented,Interactive,GEO,AS_W,3996762,0.92,0.3498229583115521
Food provision,Food preparation,GHA,AF_W,26607641,0.64,0.03224259441078922
Food provision,Food growth & collection,GHA,AF_W,26607641,0.99,0.00309971289834892
Food provision,Food processing,GHA,AF_W,26607641,0.1,2.457851887249372e-5
Nonfood provision,Materials,GHA,AF_W,26607641,0.1,5.8775228283453e-4
Nonfood provision,Energy,GHA,AF_W,26607641,0.01,1.5330125895534842e-6
Technosphere modification,Infrastructure,GHA,AF_W,26607641,0.02,1.0719945230298636e-5
Technosphere modification,Buildings,GHA,AF_W,26607641,0.12,3.4435522403858e-4
Technosphere modification,Artifacts,GHA,AF_W,26607641,0.2,4.0280340354326e-4
Maintenance of surroundings,Inhabited environment,GHA,AF_W,26607641,0.65,0.03255675061517917
Somatic maintenance,Sleep & bedrest,GHA,AF_W,26607641,8.33,1.5966000910036555
Maintenance of surroundings,Waste management,GHA,AF_W,26607641,0.01,3.0585403078549e-4
Somatic maintenance,Physical child care,GHA,AF_W,26607641,0.33,0.00256361377711022
Somatic maintenance,Health care,GHA,AF_W,26607641,0.36,0.8182371123995256
Somatic maintenance,Hygiene & grooming,GHA,AF_W,26607641,1.03,0.816945562267871
Deliberate neural restructuring,Schooling & research,GHA,AF_W,26607641,1.4,0.01811104404630253
Deliberate neural restructuring,Religious practice,GHA,AF_W,26607641,0.21,0.02027566174963795
Organization,Human transportation,GHA,AF_W,26607641,1.01,0.8406348470194864
Organization,Material transportation,GHA,AF_W,26607641,0.2,0.01700630987962002
Organization,Allocation,GHA,AF_W,26607641,0.92,0.02209052136222993
Experience oriented,Social,GHA,AF_W,26607641,1.67,0.0508956418762206
Experience oriented,Active recreation,GHA,AF_W,26607641,0.49,0.00130060015926851
Experience oriented,Meals,GHA,AF_W,26607641,1.72,0.8167529897264726
Experience oriented,Passive,GHA,AF_W,26607641,2.2,0.8316495801824327
Experience oriented,Interactive,GHA,AF_W,26607641,1.28,0.01575350306090145
Food provision,Food preparation,GIN,AF_W,12771246,0.67,0.1899902309364409
Food provision,Food growth & collection,GIN,AF_W,12771246,0.97,0.2134141434314752
Food provision,Food processing,GIN,AF_W,12771246,0.07,0.00733219175178282
Nonfood provision,Materials,GIN,AF_W,12771246,0.14,0.00891938111067517
Nonfood provision,Energy,GIN,AF_W,12771246,0.03,0.00258478540652944
Technosphere modification,Infrastructure,GIN,AF_W,12771246,0.02,1.1410229731882e-4
Technosphere modification,Buildings,GIN,AF_W,12771246,0.1,0.01365872421273081
Technosphere modification,Artifacts,GIN,AF_W,12771246,0.24,0.02748945343153306
Maintenance of surroundings,Inhabited environment,GIN,AF_W,12771246,0.66,0.183887163026702
Somatic maintenance,Sleep & bedrest,GIN,AF_W,12771246,8.83,1.4426316795511047
Maintenance of surroundings,Waste management,GIN,AF_W,12771246,0.01,4.995426397963051e-5
Somatic maintenance,Physical child care,GIN,AF_W,12771246,0.3,0.06300506984189906
Somatic maintenance,Health care,GIN,AF_W,12771246,0.25,0.04348750850205001
Somatic maintenance,Hygiene & grooming,GIN,AF_W,12771246,1.01,0.10742124831519438
Deliberate neural restructuring,Schooling & research,GIN,AF_W,12771246,1.31,0.2876154949181823
Deliberate neural restructuring,Religious practice,GIN,AF_W,12771246,0.24,0.1532503882105637
Organization,Human transportation,GIN,AF_W,12771246,0.95,0.1267299706627161
Organization,Material transportation,GIN,AF_W,12771246,0.24,0.04504703151620821
Organization,Allocation,GIN,AF_W,12771246,0.9,0.18885915470743164
Experience oriented,Social,GIN,AF_W,12771246,1.55,0.5934457017370403
Experience oriented,Active recreation,GIN,AF_W,12771246,0.42,0.0991029777912267
Experience oriented,Meals,GIN,AF_W,12771246,1.59,0.3498598373451376
Experience oriented,Passive,GIN,AF_W,12771246,2.3,0.9167340773600028
Experience oriented,Interactive,GIN,AF_W,12771246,1.19,0.3501235869247487
Food provision,Food preparation,GLP,AM_C,400048,1.15,0.24257054475414816
Food provision,Food growth & collection,GLP,AM_C,400048,0.56,0.06195967681805953
Food provision,Food processing,GLP,AM_C,400048,0.1,0.01029936530486249
Nonfood provision,Materials,GLP,AM_C,400048,0.07,0.00384296232221007
Nonfood provision,Energy,GLP,AM_C,400048,0.04,0.00405926840751889
Technosphere modification,Infrastructure,GLP,AM_C,400048,0.07,6.248734138737e-4
Technosphere modification,Buildings,GLP,AM_C,400048,0.26,0.01596164335132591
Technosphere modification,Artifacts,GLP,AM_C,400048,0.43,0.02527779794606056
Maintenance of surroundings,Inhabited environment,GLP,AM_C,400048,1.29,0.21037709443189712
Somatic maintenance,Sleep & bedrest,GLP,AM_C,400048,8.21,3.8838580704242074
Maintenance of surroundings,Waste management,GLP,AM_C,400048,0.01,6.83376273261e-4
Somatic maintenance,Physical child care,GLP,AM_C,400048,0.7,0.0710683909954883
Somatic maintenance,Health care,GLP,AM_C,400048,0.48,0.04527143422681473
Somatic maintenance,Hygiene & grooming,GLP,AM_C,400048,0.94,3.021000989250257
Deliberate neural restructuring,Schooling & research,GLP,AM_C,400048,1.23,0.3157075595104107
Deliberate neural restructuring,Religious practice,GLP,AM_C,400048,0.22,0.1533676865790067
Organization,Human transportation,GLP,AM_C,400048,0.69,0.5993742133842734
Organization,Material transportation,GLP,AM_C,400048,0.18,0.04155604274710777
Organization,Allocation,GLP,AM_C,400048,1.29,0.1573074318857059
Experience oriented,Social,GLP,AM_C,400048,0.98,0.9611642892230392
Experience oriented,Active recreation,GLP,AM_C,400048,0.45,0.10063755620366506
Experience oriented,Meals,GLP,AM_C,400048,1.27,3.2601218279034234
Experience oriented,Passive,GLP,AM_C,400048,2.09,1.126211056795671
