team_code,season,position_type,player_id,headshot,first_name,last_name,sweater_number,position_code,shoots_catches,height_in_inches,weight_in_pounds,height_in_centimeters,weight_in_kilograms,birth_date,birth_city,birth_country,birth_state_province
DET,20142015,defensemen,8474873,https://assets.nhle.com/mugs/nhl/20142015/DET/8474873.png,Brian,Lashoff,32,D,L,75,215,191,98,1990-07-16,Albany,USA,New York
DET,20142015,defensemen,8476289,https://assets.nhle.com/mugs/nhl/20142015/DET/8476289.png,Alexey,Marchenko,53,D,R,75,210,191,95,1992-01-02,Moscow,RUS,NA
DET,20142015,defensemen,8476443,https://assets.nhle.com/mugs/nhl/20142015/DET/8476443.png,Xavier,Ouellet,61,D,L,72,197,183,89,1993-07-29,Bayonne,FRA,NA
DET,20142015,defensemen,8470724,https://assets.nhle.com/mugs/nhl/20142015/DET/8470724.png,Kyle,Quincey,27,D,L,74,210,188,95,1985-08-12,Kitchener,CAN,Ontario
DET,20142015,defensemen,8474090,https://assets.nhle.com/mugs/nhl/20142015/DET/8474090.png,Brendan,Smith,2,D,L,74,200,188,91,1989-02-08,Mimico,CAN,Ontario
DET,20142015,defensemen,8469623,https://assets.nhle.com/mugs/nhl/20142015/DET/8469623.png,Marek,Zidlicky,28,D,R,71,190,180,86,1977-02-03,Most,CZE,NA
DET,20142015,goalies,8475361,https://assets.nhle.com/mugs/nhl/20142015/DET/8475361.png,Jonas,Gustavsson,50,G,L,76,201,193,91,1984-10-24,Danderyd,SWE,NA
DET,20142015,goalies,8470657,https://assets.nhle.com/mugs/nhl/20142015/DET/8470657.png,Jimmy,Howard,35,G,L,73,218,185,99,1984-03-26,Syracuse,USA,New York
DET,20142015,goalies,8474591,https://assets.nhle.com/mugs/nhl/20142015/DET/8474591.png,Tom,McCollum,38,G,L,74,220,188,100,1989-12-07,Amherst,USA,New York
DET,20142015,goalies,8475852,https://assets.nhle.com/mugs/nhl/20142015/DET/8475852.png,Petr,Mrazek,34,G,L,74,188,188,85,1992-02-14,Ostrava,CZE,NA
DET,20152016,forwards,8471716,https://assets.nhle.com/mugs/nhl/20152016/DET/8471716.png,Justin,Abdelkader,8,L,L,74,213,188,97,1987-02-25,Muskegon,USA,Michigan
DET,20152016,forwards,8474168,https://assets.nhle.com/mugs/nhl/20152016/DET/8474168.png,Joakim,Andersson,18,C,L,74,211,188,96,1989-02-05,Munkedal,SWE,NA
DET,20152016,forwards,8476960,https://assets.nhle.com/mugs/nhl/20152016/DET/8476960.png,Andreas,Athanasiou,72,L,L,74,190,188,86,1994-08-06,Woodbridge,CAN,Ontario
DET,20152016,forwards,8467514,https://assets.nhle.com/mugs/nhl/20152016/DET/8467514.png,Pavel,Datsyuk,13,C,L,71,194,180,88,1978-07-20,Sverdlovsk,RUS,NA
DET,20152016,forwards,8475157,https://assets.nhle.com/mugs/nhl/20152016/DET/8475157.png,Landon,Ferraro,29,C,R,72,173,183,78,1991-08-08,Trail,CAN,British Columbia
DET,20152016,forwards,8471309,https://assets.nhle.com/mugs/nhl/20152016/DET/8471309.png,Johan,Franzen,93,R,L,76,232,193,105,1979-12-23,Vetlanda,SWE,NA
DET,20152016,forwards,8476822,https://assets.nhle.com/mugs/nhl/20152016/DET/8476822.png,Luke,Glendening,41,C,R,71,190,180,86,1989-04-28,Grand Rapids,USA,Michigan
DET,20152016,forwards,8471794,https://assets.nhle.com/mugs/nhl/20152016/DET/8471794.png,Darren,Helm,43,L,L,72,192,183,87,1987-01-21,St. Andrews,CAN,Manitoba
DET,20152016,forwards,8476430,https://assets.nhle.com/mugs/nhl/20152016/DET/8476430.png,Tomas,Jurco,26,R,L,74,197,188,89,1992-12-28,Kosice,SVK,NA
DET,20152016,forwards,8477946,https://assets.nhle.com/mugs/nhl/20152016/DET/8477946.png,Dylan,Larkin,71,C,L,73,198,185,90,1996-07-30,Waterford,USA,Michigan
DET,20152016,forwards,8477511,https://assets.nhle.com/mugs/nhl/20152016/DET/8477511.png,Anthony,Mantha,39,R,L,77,234,196,106,1994-09-16,Longueuil,CAN,Quebec
DET,20152016,forwards,8470778,https://assets.nhle.com/mugs/nhl/20152016/DET/8470778.png,Drew,Miller,20,L,L,74,183,188,83,1984-02-17,Dover,USA,New Jersey
DET,20152016,forwards,8477931,https://assets.nhle.com/mugs/nhl/20152016/DET/8477931.png,Tomas,Nosek,83,L,L,75,205,191,93,1992-09-01,Pardubice,CZE,NA
DET,20152016,forwards,8474679,https://assets.nhle.com/mugs/nhl/20152016/DET/8474679.png,Gustav,Nyquist,14,R,L,71,180,180,82,1989-09-01,Halmstad,SWE,NA
DET,20152016,forwards,8475800,https://assets.nhle.com/mugs/nhl/20152016/DET/8475800.png,Teemu,Pulkkinen,4,L,R,70,185,178,84,1992-01-02,Vantaa,FIN,NA
DET,20152016,forwards,8467389,https://assets.nhle.com/mugs/nhl/20152016/DET/8467389.png,Brad,Richards,17,C,L,72,199,183,90,1980-05-02,Murray Harbour,CAN,Prince Edward Island
DET,20152016,forwards,8475772,https://assets.nhle.com/mugs/nhl/20152016/DET/8475772.png,Riley,Sheahan,15,C,L,74,214,188,97,1991-12-07,St. Catharines,CAN,Ontario
DET,20152016,forwards,8474025,https://assets.nhle.com/mugs/nhl/20152016/DET/8474025.png,Eric,Tangradi,49,L,L,76,226,193,103,1989-02-10,Philadelphia,USA,Pennsylvania
DET,20152016,forwards,8475193,https://assets.nhle.com/mugs/nhl/20152016/DET/8475193.png,Tomas,Tatar,21,L,L,70,173,178,78,1990-12-01,Ilava,SVK,NA
DET,20152016,forwards,8468083,https://assets.nhle.com/mugs/nhl/20152016/DET/8468083.png,Henrik,Zetterberg,40,C,L,72,197,183,89,1980-10-09,Njurunda,SWE,NA
DET,20152016,defensemen,8477215,https://assets.nhle.com/mugs/nhl/20152016/DET/8477215.png,Danny,DeKeyser,65,D,L,75,183,191,83,1990-03-07,Detroit,USA,Michigan
DET,20152016,defensemen,8470318,https://assets.nhle.com/mugs/nhl/20152016/DET/8470318.png,Jonathan,Ericsson,52,D,L,76,218,193,99,1984-03-02,Karlskrona,SWE,NA
DET,20152016,defensemen,8471242,https://assets.nhle.com/mugs/nhl/20152016/DET/8471242.png,Mike,Green,25,D,R,73,210,185,95,1985-10-12,Calgary,CAN,Alberta
DET,20152016,defensemen,8471693,https://assets.nhle.com/mugs/nhl/20152016/DET/8471693.png,Jakub,Kindl,4,D,L,75,199,191,90,1987-02-10,Sumperk,CZE,NA
DET,20152016,defensemen,8468509,https://assets.nhle.com/mugs/nhl/20152016/DET/8468509.png,Niklas,Kronwall,55,D,L,72,194,183,88,1981-01-12,Stockholm,SWE,NA
DET,20152016,defensemen,8476289,https://assets.nhle.com/mugs/nhl/20152016/DET/8476289.png,Alexey,Marchenko,53,D,R,75,210,191,95,1992-01-02,Moscow,RUS,NA
DET,20152016,defensemen,8476443,https://assets.nhle.com/mugs/nhl/20152016/DET/8476443.png,Xavier,Ouellet,61,D,L,72,197,183,89,1993-07-29,Bayonne,FRA,NA
DET,20152016,defensemen,8470724,https://assets.nhle.com/mugs/nhl/20152016/DET/8470724.png,Kyle,Quincey,27,D,L,74,210,188,95,1985-08-12,Kitchener,CAN,Ontario
DET,20152016,defensemen,8474090,https://assets.nhle.com/mugs/nhl/20152016/DET/8474090.png,Brendan,Smith,2,D,L,74,200,188,91,1989-02-08,Mimico,CAN,Ontario
DET,20152016,goalies,8470657,https://assets.nhle.com/mugs/nhl/20152016/DET/8470657.png,Jimmy,Howard,35,G,L,73,218,185,99,1984-03-26,Syracuse,USA,New York
DET,20152016,goalies,8475852,https://assets.nhle.com/mugs/nhl/20152016/DET/8475852.png,Petr,Mrazek,34,G,L,74,188,188,85,1992-02-14,Ostrava,CZE,NA
DET,20162017,forwards,8471716,https://assets.nhle.com/mugs/nhl/20162017/DET/8471716.png,Justin,Abdelkader,8,L,L,74,213,188,97,1987-02-25,Muskegon,USA,Michigan
DET,20162017,forwards,8476960,https://assets.nhle.com/mugs/nhl/20162017/DET/8476960.png,Andreas,Athanasiou,72,L,L,74,190,188,86,1994-08-06,Woodbridge,CAN,Ontario
DET,20162017,forwards,8477479,https://assets.nhle.com/mugs/nhl/20162017/DET/8477479.png,Tyler,Bertuzzi,59,L,L,73,186,185,84,1995-02-24,Sudbury,CAN,Ontario
DET,20162017,forwards,8475296,https://assets.nhle.com/mugs/nhl/20162017/DET/8475296.png,Mitch,Callahan,57,R,R,72,205,183,93,1991-08-17,Whittier,USA,California
DET,20162017,forwards,8476822,https://assets.nhle.com/mugs/nhl/20162017/DET/8476822.png,Luke,Glendening,41,C,R,71,190,180,86,1989-04-28,Grand Rapids,USA,Michigan
DET,20162017,forwards,8471794,https://assets.nhle.com/mugs/nhl/20162017/DET/8471794.png,Darren,Helm,43,L,L,72,192,183,87,1987-01-21,St. Andrews,CAN,Manitoba
DET,20162017,forwards,8476430,https://assets.nhle.com/mugs/nhl/20162017/DET/8476430.png,Tomas,Jurco,26,R,L,74,197,188,89,1992-12-28,Kosice,SVK,NA
DET,20162017,forwards,8477946,https://assets.nhle.com/mugs/nhl/20162017/DET/8477946.png,Dylan,Larkin,71,C,L,73,198,185,90,1996-07-30,Waterford,USA,Michigan
DET,20162017,forwards,8478371,https://assets.nhle.com/mugs/nhl/20162017/DET/8478371.png,Matt,Lorito,22,L,L,69,171,175,78,1990-07-03,Oakville,CAN,Ontario
DET,20162017,forwards,8477511,https://assets.nhle.com/mugs/nhl/20162017/DET/8477511.png,Anthony,Mantha,39,R,L,77,234,196,106,1994-09-16,Longueuil,CAN,Quebec
DET,20162017,forwards,8470778,https://assets.nhle.com/mugs/nhl/20162017/DET/8470778.png,Drew,Miller,20,L,L,74,183,188,83,1984-02-17,Dover,USA,New Jersey
DET,20162017,forwards,8470144,https://assets.nhle.com/mugs/nhl/20162017/DET/8470144.png,Frans,Nielsen,81,C,L,73,186,185,84,1984-04-24,Herning,DNK,NA
DET,20162017,forwards,8477931,https://assets.nhle.com/mugs/nhl/20162017/DET/8477931.png,Tomas,Nosek,83,L,L,75,205,191,93,1992-09-01,Pardubice,CZE,NA
DET,20162017,forwards,8474679,https://assets.nhle.com/mugs/nhl/20162017/DET/8474679.png,Gustav,Nyquist,14,R,L,71,180,180,82,1989-09-01,Halmstad,SWE,NA
DET,20162017,forwards,8468505,https://assets.nhle.com/mugs/nhl/20162017/DET/8468505.png,Steve,Ott,29,C,L,72,193,183,88,1982-08-19,Summerside,CAN,Prince Edward Island
DET,20162017,forwards,8475772,https://assets.nhle.com/mugs/nhl/20162017/DET/8475772.png,Riley,Sheahan,15,C,L,74,214,188,97,1991-12-07,St. Catharines,CAN,Ontario
DET,20162017,forwards,8476043,https://assets.nhle.com/mugs/nhl/20162017/DET/8476043.png,Ben,Street,11,C,L,72,190,183,86,1987-02-13,Coquitlam,CAN,British Columbia
DET,20162017,forwards,8478431,https://assets.nhle.com/mugs/nhl/20162017/DET/8478431.png,Evgeny,Svechnikov,37,R,L,75,208,191,94,1996-10-31,Yuzhno-Sakhalinsk,RUS,NA
DET,20162017,forwards,8475193,https://assets.nhle.com/mugs/nhl/20162017/DET/8475193.png,Tomas,Tatar,21,L,L,70,173,178,78,1990-12-01,Ilava,SVK,NA
DET,20162017,forwards,8470598,https://assets.nhle.com/mugs/nhl/20162017/DET/8470598.png,Thomas,Vanek,26,L,R,74,214,188,97,1984-01-19,Vienna,AUT,NA
DET,20162017,forwards,8468083,https://assets.nhle.com/mugs/nhl/20162017/DET/8468083.png,Henrik,Zetterberg,40,C,L,72,197,183,89,1980-10-09,Njurunda,SWE,NA
DET,20162017,defensemen,8477215,https://assets.nhle.com/mugs/nhl/20162017/DET/8477215.png,Danny,DeKeyser,65,D,L,75,183,191,83,1990-03-07,Detroit,USA,Michigan
DET,20162017,defensemen,8470318,https://assets.nhle.com/mugs/nhl/20162017/DET/8470318.png,Jonathan,Ericsson,52,D,L,76,218,193,99,1984-03-02,Karlskrona,SWE,NA
DET,20162017,defensemen,8471242,https://assets.nhle.com/mugs/nhl/20162017/DET/8471242.png,Mike,Green,25,D,R,73,210,185,95,1985-10-12,Calgary,CAN,Alberta
DET,20162017,defensemen,8475324,https://assets.nhle.com/mugs/nhl/20162017/DET/8475324.png,Nick,Jensen,3,D,R,73,205,185,93,1990-09-21,Rogers,USA,Minnesota
DET,20162017,defensemen,8468509,https://assets.nhle.com/mugs/nhl/20162017/DET/8468509.png,Niklas,Kronwall,55,D,L,72,194,183,88,1981-01-12,Stockholm,SWE,NA
DET,20162017,defensemen,8474873,https://assets.nhle.com/mugs/nhl/20162017/DET/8474873.png,Brian,Lashoff,32,D,L,75,215,191,98,1990-07-16,Albany,USA,New York
DET,20162017,defensemen,8476289,https://assets.nhle.com/mugs/nhl/20162017/DET/8476289.png,Alexey,Marchenko,53,D,R,75,210,191,95,1992-01-02,Moscow,RUS,NA
DET,20162017,defensemen,8476443,https://assets.nhle.com/mugs/nhl/20162017/DET/8476443.png,Xavier,Ouellet,61,D,L,72,197,183,89,1993-07-29,Bayonne,FRA,NA
DET,20162017,defensemen,8479252,https://assets.nhle.com/mugs/nhl/20162017/DET/8479252.png,Dan,Renouf,21,D,L,73,198,185,90,1994-06-01,Pickering,CAN,Ontario
DET,20162017,defensemen,8476418,https://assets.nhle.com/mugs/nhl/20162017/DET/8476418.png,Robbie,Russo,18,D,R,72,190,183,86,1993-02-15,Westmont,USA,Illinois
DET,20162017,defensemen,8474090,https://assets.nhle.com/mugs/nhl/20162017/DET/8474090.png,Brendan,Smith,2,D,L,74,200,188,91,1989-02-08,Mimico,CAN,Ontario
DET,20162017,defensemen,8476450,https://assets.nhle.com/mugs/nhl/20162017/DET/8476450.png,Ryan,Sproul,62,D,R,76,205,193,93,1993-01-13,Mississauga,CAN,Ontario
DET,20162017,goalies,8477225,https://assets.nhle.com/mugs/nhl/20162017/DET/8477225.png,Jared,Coreau,31,G,L,77,214,196,97,1991-11-05,Perth,CAN,Ontario
DET,20162017,goalies,8470657,https://assets.nhle.com/mugs/nhl/20162017/DET/8470657.png,Jimmy,Howard,35,G,L,73,218,185,99,1984-03-26,Syracuse,USA,New York
DET,20162017,goalies,8475852,https://assets.nhle.com/mugs/nhl/20162017/DET/8475852.png,Petr,Mrazek,34,G,L,74,188,188,85,1992-02-14,Ostrava,CZE,NA
DET,20172018,forwards,8471716,https://assets.nhle.com/mugs/nhl/20172018/DET/8471716.png,Justin,Abdelkader,8,L,L,74,213,188,97,1987-02-25,Muskegon,USA,Michigan
DET,20172018,forwards,8476960,https://assets.nhle.com/mugs/nhl/20172018/DET/8476960.png,Andreas,Athanasiou,72,L,L,74,190,188,86,1994-08-06,Woodbridge,CAN,Ontario
DET,20172018,forwards,8477479,https://assets.nhle.com/mugs/nhl/20172018/DET/8477479.png,Tyler,Bertuzzi,59,L,L,73,186,185,84,1995-02-24,Sudbury,CAN,Ontario
DET,20172018,forwards,8471266,https://assets.nhle.com/mugs/nhl/20172018/DET/8471266.png,David,Booth,17,L,L,72,212,183,96,1984-11-24,Detroit,USA,Michigan
DET,20172018,forwards,8476924,https://assets.nhle.com/mugs/nhl/20172018/DET/8476924.png,Martin,Frk,42,R,R,73,210,185,95,1993-10-05,Pelhrimov,CZE,NA
DET,20172018,forwards,8476822,https://assets.nhle.com/mugs/nhl/20172018/DET/8476822.png,Luke,Glendening,41,C,R,71,190,180,86,1989-04-28,Grand Rapids,USA,Michigan
DET,20172018,forwards,8471794,https://assets.nhle.com/mugs/nhl/20172018/DET/8471794.png,Darren,Helm,43,L,L,72,192,183,87,1987-01-21,St. Andrews,CAN,Manitoba
DET,20172018,forwards,8477946,https://assets.nhle.com/mugs/nhl/20172018/DET/8477946.png,Dylan,Larkin,71,C,L,73,198,185,90,1996-07-30,Waterford,USA,Michigan
DET,20172018,forwards,8477511,https://assets.nhle.com/mugs/nhl/20172018/DET/8477511.png,Anthony,Mantha,39,R,L,77,234,196,106,1994-09-16,Longueuil,CAN,Quebec
DET,20172018,forwards,8470144,https://assets.nhle.com/mugs/nhl/20172018/DET/8470144.png,Frans,Nielsen,81,C,L,73,186,185,84,1984-04-24,Herning,DNK,NA
DET,20172018,forwards,8474679,https://assets.nhle.com/mugs/nhl/20172018/DET/8474679.png,Gustav,Nyquist,14,R,L,71,180,180,82,1989-09-01,Halmstad,SWE,NA
DET,20172018,forwards,8475772,https://assets.nhle.com/mugs/nhl/20172018/DET/8475772.png,Riley,Sheahan,15,C,L,74,214,188,97,1991-12-07,St. Catharines,CAN,Ontario
DET,20172018,forwards,8478431,https://assets.nhle.com/mugs/nhl/20172018/DET/8478431.png,Evgeny,Svechnikov,37,R,L,75,208,191,94,1996-10-31,Yuzhno-Sakhalinsk,RUS,NA
DET,20172018,forwards,8475193,https://assets.nhle.com/mugs/nhl/20172018/DET/8475193.png,Tomas,Tatar,21,L,L,70,173,178,78,1990-12-01,Ilava,SVK,NA
DET,20172018,forwards,8477994,https://assets.nhle.com/mugs/nhl/20172018/DET/8477994.png,Dominic,Turgeon,23,C,L,74,203,188,92,1996-02-25,Pointe-Claire,CAN,Quebec
DET,20172018,forwards,8476293,https://assets.nhle.com/mugs/nhl/20172018/DET/8476293.png,Scott,Wilson,23,C,L,71,177,180,80,1992-04-24,Oakville,CAN,Ontario
DET,20172018,forwards,8468083,https://assets.nhle.com/mugs/nhl/20172018/DET/8468083.png,Henrik,Zetterberg,40,C,L,72,197,183,89,1980-10-09,Njurunda,SWE,NA
DET,20172018,defensemen,8470110,https://assets.nhle.com/mugs/nhl/20172018/DET/8470110.png,Trevor,Daley,83,D,L,71,199,180,90,1983-10-09,Toronto,CAN,Ontario
DET,20172018,defensemen,8477215,https://assets.nhle.com/mugs/nhl/20172018/DET/8477215.png,Danny,DeKeyser,65,D,L,75,183,191,83,1990-03-07,Detroit,USA,Michigan
DET,20172018,defensemen,8470318,https://assets.nhle.com/mugs/nhl/20172018/DET/8470318.png,Jonathan,Ericsson,52,D,L,76,218,193,99,1984-03-02,Karlskrona,SWE,NA
DET,20172018,defensemen,8471242,https://assets.nhle.com/mugs/nhl/20172018/DET/8471242.png,Mike,Green,25,D,R,73,210,185,95,1985-10-12,Calgary,CAN,Alberta
DET,20172018,defensemen,8478176,https://assets.nhle.com/mugs/nhl/20172018/DET/8478176.png,Joe,Hicketts,2,D,L,68,176,173,80,1996-05-04,Kamloops,CAN,British Columbia
DET,20172018,defensemen,8475324,https://assets.nhle.com/mugs/nhl/20172018/DET/8475324.png,Nick,Jensen,3,D,R,73,205,185,93,1990-09-21,Rogers,USA,Minnesota
DET,20172018,defensemen,8468509,https://assets.nhle.com/mugs/nhl/20172018/DET/8468509.png,Niklas,Kronwall,55,D,L,72,194,183,88,1981-01-12,Stockholm,SWE,NA
DET,20172018,defensemen,8474873,https://assets.nhle.com/mugs/nhl/20172018/DET/8474873.png,Brian,Lashoff,32,D,L,75,215,191,98,1990-07-16,Albany,USA,New York
DET,20172018,defensemen,8476443,https://assets.nhle.com/mugs/nhl/20172018/DET/8476443.png,Xavier,Ouellet,61,D,L,72,197,183,89,1993-07-29,Bayonne,FRA,NA
DET,20172018,defensemen,8474722,https://assets.nhle.com/mugs/nhl/20172018/DET/8474722.png,Luke,Witkowski,20,D,R,74,210,188,95,1990-04-14,Holland,USA,Michigan
DET,20172018,goalies,8477225,https://assets.nhle.com/mugs/nhl/20172018/DET/8477225.png,Jared,Coreau,31,G,L,77,214,196,97,1991-11-05,Perth,CAN,Ontario
DET,20172018,goalies,8470657,https://assets.nhle.com/mugs/nhl/20172018/DET/8470657.png,Jimmy,Howard,35,G,L,73,218,185,99,1984-03-26,Syracuse,USA,New York
DET,20172018,goalies,8475852,https://assets.nhle.com/mugs/nhl/20172018/DET/8475852.png,Petr,Mrazek,34,G,L,74,188,188,85,1992-02-14,Ostrava,CZE,NA
DET,20182019,forwards,8471716,https://assets.nhle.com/mugs/nhl/20182019/DET/8471716.png,Justin,Abdelkader,8,L,L,74,213,188,97,1987-02-25,Muskegon,USA,Michigan
DET,20182019,forwards,8476960,https://assets.nhle.com/mugs/nhl/20182019/DET/8476960.png,Andreas,Athanasiou,72,L,L,74,190,188,86,1994-08-06,Woodbridge,CAN,Ontario
DET,20182019,forwards,8477479,https://assets.nhle.com/mugs/nhl/20182019/DET/8477479.png,Tyler,Bertuzzi,59,L,L,73,186,185,84,1995-02-24,Sudbury,CAN,Ontario
DET,20182019,forwards,8478036,https://assets.nhle.com/mugs/nhl/20182019/DET/8478036.png,Christoffer,Ehn,70,C,L,75,195,191,88,1996-04-05,Skara,SWE,NA
DET,20182019,forwards,8476924,https://assets.nhle.com/mugs/nhl/20182019/DET/8476924.png,Martin,Frk,42,R,R,73,210,185,95,1993-10-05,Pelhrimov,CZE,NA
DET,20182019,forwards,8476822,https://assets.nhle.com/mugs/nhl/20182019/DET/8476822.png,Luke,Glendening,41,C,R,71,190,180,86,1989-04-28,Grand Rapids,USA,Michigan
DET,20182019,forwards,8471794,https://assets.nhle.com/mugs/nhl/20182019/DET/8471794.png,Darren,Helm,43,L,L,72,192,183,87,1987-01-21,St. Andrews,CAN,Manitoba
DET,20182019,forwards,8481433,https://assets.nhle.com/mugs/nhl/20182019/DET/8481433.png,Taro,Hirose,25,L,L,70,162,178,73,1996-06-30,Calgary,CAN,Alberta
DET,20182019,forwards,8481426,https://assets.nhle.com/mugs/nhl/20182019/DET/8481426.png,Ryan,Kuffner,56,L,L,73,186,185,84,1996-06-12,Ottawa,CAN,Ontario
DET,20182019,forwards,8477946,https://assets.nhle.com/mugs/nhl/20182019/DET/8477946.png,Dylan,Larkin,71,C,L,73,198,185,90,1996-07-30,Waterford,USA,Michigan
DET,20182019,forwards,8477511,https://assets.nhle.com/mugs/nhl/20182019/DET/8477511.png,Anthony,Mantha,39,R,L,77,234,196,106,1994-09-16,Longueuil,CAN,Quebec
DET,20182019,forwards,8475263,https://assets.nhle.com/mugs/nhl/20182019/DET/8475263.png,Wade,Megan,22,C,L,73,191,185,87,1990-07-22,Canton,USA,New York
DET,20182019,forwards,8470144,https://assets.nhle.com/mugs/nhl/20182019/DET/8470144.png,Frans,Nielsen,81,C,L,73,186,185,84,1984-04-24,Herning,DNK,NA
DET,20182019,forwards,8474679,https://assets.nhle.com/mugs/nhl/20182019/DET/8474679.png,Gustav,Nyquist,14,R,L,71,180,180,82,1989-09-01,Halmstad,SWE,NA
DET,20182019,forwards,8476477,https://assets.nhle.com/mugs/nhl/20182019/DET/8476477.png,Matt,Puempel,54,L,L,73,201,185,91,1993-01-24,Windsor,CAN,Ontario
DET,20182019,forwards,8479992,https://assets.nhle.com/mugs/nhl/20182019/DET/8479992.png,Michael,Rasmussen,27,C,L,78,211,198,96,1999-04-17,Surrey,CAN,British Columbia
DET,20182019,forwards,8477994,https://assets.nhle.com/mugs/nhl/20182019/DET/8477994.png,Dominic,Turgeon,23,C,L,74,203,188,92,1996-02-25,Pointe-Claire,CAN,Quebec
DET,20182019,forwards,8470598,https://assets.nhle.com/mugs/nhl/20182019/DET/8470598.png,Thomas,Vanek,26,L,R,74,214,188,97,1984-01-19,Vienna,AUT,NA
DET,20182019,forwards,8480821,https://assets.nhle.com/mugs/nhl/20182019/DET/8480821.png,Filip,Zadina,11,R,L,72,190,183,86,1999-11-27,Pardubice,CZE,NA
DET,20182019,forwards,8477455,https://assets.nhle.com/mugs/nhl/20182019/DET/8477455.png,Jacob,de la Rose,61,C,L,75,215,191,98,1995-05-20,Arvika,SWE,NA
DET,20182019,defensemen,8477474,https://assets.nhle.com/mugs/nhl/20182019/DET/8477474.png,Madison,Bowey,74,D,R,73,207,185,94,1995-04-22,Winnipeg,CAN,Manitoba
DET,20182019,defensemen,8477865,https://assets.nhle.com/mugs/nhl/20182019/DET/8477865.png,Jake,Chelios,84,D,L,74,185,188,84,1991-03-08,Bloomfield Hills,USA,Michigan
DET,20182019,defensemen,8479395,https://assets.nhle.com/mugs/nhl/20182019/DET/8479395.png,Dennis,Cholowski,21,D,L,74,210,188,95,1998-02-15,Langley,CAN,British Columbia
DET,20182019,defensemen,8470110,https://assets.nhle.com/mugs/nhl/20182019/DET/8470110.png,Trevor,Daley,83,D,L,71,199,180,90,1983-10-09,Toronto,CAN,Ontario
DET,20182019,defensemen,8477215,https://assets.nhle.com/mugs/nhl/20182019/DET/8477215.png,Danny,DeKeyser,65,D,L,75,183,191,83,1990-03-07,Detroit,USA,Michigan
DET,20182019,defensemen,8470318,https://assets.nhle.com/mugs/nhl/20182019/DET/8470318.png,Jonathan,Ericsson,52,D,L,76,218,193,99,1984-03-02,Karlskrona,SWE,NA
DET,20182019,defensemen,8471242,https://assets.nhle.com/mugs/nhl/20182019/DET/8471242.png,Mike,Green,25,D,R,73,210,185,95,1985-10-12,Calgary,CAN,Alberta
DET,20182019,defensemen,8478176,https://assets.nhle.com/mugs/nhl/20182019/DET/8478176.png,Joe,Hicketts,2,D,L,68,176,173,80,1996-05-04,Kamloops,CAN,British Columbia
DET,20182019,defensemen,8479425,https://assets.nhle.com/mugs/nhl/20182019/DET/8479425.png,Filip,Hronek,17,D,R,72,190,183,86,1997-11-02,Hradec Kralove,CZE,NA
DET,20182019,defensemen,8475324,https://assets.nhle.com/mugs/nhl/20182019/DET/8475324.png,Nick,Jensen,3,D,R,73,205,185,93,1990-09-21,Rogers,USA,Minnesota
DET,20182019,defensemen,8468509,https://assets.nhle.com/mugs/nhl/20182019/DET/8468509.png,Niklas,Kronwall,55,D,L,72,194,183,88,1981-01-12,Stockholm,SWE,NA
DET,20182019,defensemen,8474873,https://assets.nhle.com/mugs/nhl/20182019/DET/8474873.png,Brian,Lashoff,32,D,L,75,215,191,98,1990-07-16,Albany,USA,New York
DET,20182019,defensemen,8475795,https://assets.nhle.com/mugs/nhl/20182019/DET/8475795.png,Dylan,McIlrath,20,D,R,77,232,196,105,1992-04-20,Winnipeg,CAN,Manitoba
DET,20182019,defensemen,8480161,https://assets.nhle.com/mugs/nhl/20182019/DET/8480161.png,Libor,Sulak,47,D,L,74,207,188,94,1994-03-04,Pelhrimov,CZE,NA
DET,20182019,defensemen,8474722,https://assets.nhle.com/mugs/nhl/20182019/DET/8474722.png,Luke,Witkowski,20,D,R,74,210,188,95,1990-04-14,Holland,USA,Michigan
DET,20182019,goalies,8473541,https://assets.nhle.com/mugs/nhl/20182019/DET/8473541.png,Jonathan,Bernier,45,G,L,72,185,183,84,1988-08-07,Laval,CAN,Quebec
DET,20182019,goalies,8480363,https://assets.nhle.com/mugs/nhl/20182019/DET/8480363.png,Kaden,Fulcher,36,G,L,75,210,191,95,1998-09-23,Brigden,CAN,Ontario
DET,20182019,goalies,8470657,https://assets.nhle.com/mugs/nhl/20182019/DET/8470657.png,Jimmy,Howard,35,G,L,73,218,185,99,1984-03-26,Syracuse,USA,New York
DET,20192020,forwards,8471716,https://assets.nhle.com/mugs/nhl/20192020/DET/8471716.png,Justin,Abdelkader,8,L,L,74,213,188,97,1987-02-25,Muskegon,USA,Michigan
DET,20192020,forwards,8476960,https://assets.nhle.com/mugs/nhl/20192020/DET/8476960.png,Andreas,Athanasiou,72,L,L,74,190,188,86,1994-08-06,Woodbridge,CAN,Ontario
DET,20192020,forwards,8477479,https://assets.nhle.com/mugs/nhl/20192020/DET/8477479.png,Tyler,Bertuzzi,59,L,L,73,186,185,84,1995-02-24,Sudbury,CAN,Ontario
DET,20192020,forwards,8478036,https://assets.nhle.com/mugs/nhl/20192020/DET/8478036.png,Christoffer,Ehn,70,C,L,75,195,191,88,1996-04-05,Skara,SWE,NA
DET,20192020,forwards,8477454,https://assets.nhle.com/mugs/nhl/20192020/DET/8477454.png,Adam,Erne,73,L,L,73,212,185,96,1995-04-20,New Haven,USA,Connecticut
