year,level_min,level_max,depth_min,depth_max
1211,11.1,17.03,2.299999999999999,8.23
1212,11.1,17.65,2.299999999999999,8.849999999999998
1213,11.19,17.96,2.389999999999999,9.16
1214,11.19,17.82,2.389999999999999,9.02
1215,10.74,17.97,1.9399999999999995,9.169999999999998
1216,11.06,17.73,2.26,8.93
1217,11.28,17.59,2.4799999999999986,8.79
1218,12.18,17.42,3.379999999999999,8.620000000000001
1219,10.98,16.92,2.1799999999999997,8.120000000000001
1220,10.44,17.39,1.6399999999999988,8.59
1221,10.56,17.39,1.7599999999999998,8.59
1222,10.58,17.69,1.7799999999999994,8.89
1223,10.98,17.48,2.1799999999999997,8.68
1224,10.43,17.6,1.629999999999999,8.8
1225,10.38,17.56,1.58,8.759999999999998
1226,11.42,17.9,2.619999999999999,9.099999999999998
1227,11.42,17.75,2.619999999999999,8.95
1228,11.93,17.4,3.129999999999999,8.599999999999998
1229,11.03,17.47,2.2299999999999986,8.669999999999998
1230,9.89,17.38,1.0899999999999999,8.579999999999998
1231,9.36,17.35,0.5599999999999987,8.55
1232,11.42,17.38,2.619999999999999,8.579999999999998
1233,11.42,17.95,2.619999999999999,9.149999999999999
1234,11.51,17.38,2.709999999999999,8.579999999999998
1235,11.51,17.49,2.709999999999999,8.689999999999998
1236,11.8,17.64,3,8.84
1237,12.59,17.6,3.789999999999999,8.8
1238,11.96,17.43,3.16,8.629999999999999
1239,11.42,17.47,2.619999999999999,8.669999999999998
1240,11.69,17.56,2.889999999999999,8.759999999999998
1241,11.96,17.8,3.16,9
1242,11.42,17.58,2.619999999999999,8.779999999999998
1243,11.28,17.43,2.4799999999999986,8.629999999999999
1244,10.43,17.97,1.629999999999999,9.169999999999998
1245,10.97,16.81,2.17,8.009999999999998
1246,11.42,18.04,2.619999999999999,9.239999999999998
1247,12.05,17.72,3.25,8.919999999999998
1248,12.05,17.83,3.25,9.029999999999998
1249,11.64,17.7,2.84,8.899999999999999
1250,11.6,17.64,2.799999999999999,8.84
1251,11.96,18.09,3.16,9.29
1252,11.12,18.07,2.3199999999999985,9.27
1253,11.69,17.8,2.889999999999999,9
1254,11.1,17.75,2.299999999999999,8.95
1255,11.78,17.89,2.9799999999999986,9.09
1256,11.33,17.92,2.5299999999999994,9.120000000000001
1257,11.53,17.92,2.7299999999999986,9.120000000000001
1258,11.39,17.67,2.59,8.870000000000001
1259,11.55,17.9,2.75,9.099999999999998
1260,11.87,18.01,3.0699999999999985,9.21
1261,11.96,17.49,3.16,8.689999999999998
1262,12.2,17.89,3.3999999999999986,9.09
1263,11.66,17.76,2.8599999999999994,8.96
1264,11.28,17.75,2.4799999999999986,8.95
1265,11.01,17.5,2.209999999999999,8.7
1266,11.57,18.02,2.7699999999999996,9.219999999999999
1267,11.75,17.5,2.9499999999999993,8.7
1268,11.42,17.89,2.619999999999999,9.09
1269,11.87,17.68,3.0699999999999985,8.879999999999999
1270,12.54,17.86,3.7399999999999984,9.059999999999999
1271,11.98,17.48,3.1799999999999997,8.68
1272,12.63,18.01,3.83,9.21
1273,12.83,17.76,4.029999999999999,8.96
1274,12.52,17.63,3.719999999999999,8.829999999999998
1275,11.6,17.65,2.799999999999999,8.849999999999998
1276,12.34,17.68,3.539999999999999,8.879999999999999
1277,12.34,18.01,3.539999999999999,9.21
1278,12.32,17.97,3.5199999999999996,9.169999999999998
1279,13.06,17.94,4.26,9.14
1280,12.05,17.9,3.25,9.099999999999998
1281,10.54,17.6,1.7399999999999984,8.8
1282,11.51,17.93,2.709999999999999,9.129999999999999
1283,11.08,17.7,2.2799999999999994,8.899999999999999
1284,10.97,17.65,2.17,8.849999999999998
1285,10.97,17.57,2.17,8.77
1286,10.97,17.66,2.17,8.86
1287,10.97,17.73,2.17,8.93
1288,11.6,17.93,2.799999999999999,9.129999999999999
1289,10.97,17.73,2.17,8.93
1290,10.47,17.19,1.67,8.39
1291,11.03,17.69,2.2299999999999986,8.89
1292,12.95,17.83,4.149999999999999,9.029999999999998
1293,12.27,17.75,3.469999999999999,8.95
1294,10.97,16.99,2.17,8.189999999999998
1295,9.35,17.53,0.5499999999999989,8.73
1296,11.6,17.9,2.799999999999999,9.099999999999998
1297,11.285,17.21,2.4849999999999994,8.41
1298,10.97,17.03,2.17,8.23
1299,11.51,17.43,2.709999999999999,8.629999999999999
1300,10.43,17.41,1.629999999999999,8.61
1301,10.43,17.78,1.629999999999999,8.98
1302,10.43,17.49,1.629999999999999,8.689999999999998
1303,10.43,17.89,1.629999999999999,9.09
1304,10.43,17.52,1.629999999999999,8.719999999999999
1305,10.97,17.48,2.17,8.68
1306,10.97,17.51,2.17,8.71
1307,10.97,17.69,2.17,8.89
1308,12.6,17.9,3.799999999999999,9.099999999999998
1309,12.6,17.7,3.799999999999999,8.899999999999999
1310,11.274999999999999,17.35,2.474999999999998,8.55
1311,9.95,17.92,1.1499999999999986,9.120000000000001
1312,9.95,17.58,1.1499999999999986,8.779999999999998
1313,10.43,17.59,1.629999999999999,8.79
1314,10.02,17.42,1.2199999999999989,8.620000000000001
1315,10.97,17.8,2.17,9
1316,11.01,17.86,2.209999999999999,9.059999999999999
1317,11.55,17.95,2.75,9.149999999999999
1318,9.9,17.53,1.0999999999999996,8.73
1319,10.165,17.47,1.3649999999999984,8.669999999999998
1320,10.43,17.59,1.629999999999999,8.79
1321,11.44,17.4,2.639999999999999,8.599999999999998
1322,11.01,17.58,2.209999999999999,8.779999999999998
1323,11.33,17.95,2.5299999999999994,9.149999999999999
1324,11.51,18.1,2.709999999999999,9.3
1325,10.02,17.58,1.2199999999999989,8.779999999999998
1326,13.35,17.56,4.549999999999999,8.759999999999998
1327,12.5,17.67,3.6999999999999993,8.870000000000001
1328,11.96,17.99,3.16,9.189999999999998
1329,10.97,17.67,2.17,8.870000000000001
1330,11.55,17.73,2.75,8.93
1331,10.43,17.59,1.629999999999999,8.79
1332,11.64,18.01,2.84,9.21
1333,10.61,17.79,1.8099999999999987,8.989999999999998
1334,10.07,17.59,1.2699999999999996,8.79
1335,11.89,18.01,3.09,9.21
1336,11.89,17.89,3.09,9.09
1337,11.37,17.79,2.5699999999999985,8.989999999999998
1338,11.84,17.57,3.039999999999999,8.77
1339,11.3,17.46,2.5,8.66
1340,11.08,17.7,2.2799999999999994,8.899999999999999
1341,11.44,17.56,2.639999999999999,8.759999999999998
1342,12.27,17.99,3.469999999999999,9.189999999999998
1343,11.01,17.62,2.209999999999999,8.82
1344,11.96,18.06,3.16,9.259999999999998
1345,12.77,18.07,3.969999999999999,9.27
1346,11.33,18.05,2.5299999999999994,9.25
1347,11.51,17.78,2.709999999999999,8.98
1348,11.42,17.6,2.619999999999999,8.8
1349,11.06,17.87,2.26,9.07
1350,11.24,17.62,2.4399999999999995,8.82
1351,12.16,17.63,3.3599999999999994,8.829999999999998
1352,11.78,18.06,2.9799999999999986,9.259999999999998
1353,11.51,18.06,2.709999999999999,9.259999999999998
1354,11.26,18.21,2.459999999999999,9.41
1355,11.82,18.12,3.0199999999999996,9.32
1356,11.6,18.38,2.799999999999999,9.579999999999998
1357,12.63,17.95,3.83,9.149999999999999
1358,11.15,18.16,2.3499999999999996,9.36
1359,11.57,18.2,2.7699999999999996,9.399999999999999
1360,15.24,20.05,6.4399999999999995,11.25
1361,11.78,18,2.9799999999999986,9.2
1362,12.05,17.64,3.25,8.84
1363,11.845,17.66,3.045,8.86
1364,11.64,17.75,2.84,8.95
1365,11.6,17.79,2.799999999999999,8.989999999999998
1366,11.6,17.79,2.799999999999999,8.989999999999998
1367,12.05,18.22,3.25,9.419999999999998
1368,11.28,17.89,2.4799999999999986,9.09
1369,11.96,17.63,3.16,8.829999999999998
1370,11.53,17.55,2.7299999999999986,8.75
1371,12.07,17.66,3.2699999999999996,8.86
1372,13.15,17.93,4.35,9.129999999999999
1373,11.73,17.98,2.9299999999999997,9.18
1374,11.73,17.23,2.9299999999999997,8.43
1375,11.24,17.67,2.4399999999999995,8.870000000000001
1376,11.51,18.02,2.709999999999999,9.219999999999999
1377,11.87,18.24,3.0699999999999985,9.439999999999998
1378,12.05,18.02,3.25,9.219999999999999
1379,12.54,18.22,3.7399999999999984,9.419999999999998
1380,12.18,17.66,3.379999999999999,8.86
1381,11.69,18.29,2.889999999999999,9.489999999999998
1382,12.6,18.46,3.799999999999999,9.66
1383,13.13,18.31,4.33,9.509999999999998
1384,13.31,18.24,4.51,9.439999999999998
1385,12.14,17.78,3.34,8.98
1386,12.05,18.43,3.25,9.629999999999999
1387,12.14,18.05,3.34,9.25
1388,12.23,18.2,3.4299999999999997,9.399999999999999
1389,11.96,17.66,3.16,8.86
1390,11.78,17.91,2.9799999999999986,9.11
1391,11.42,18.17,2.619999999999999,9.370000000000001
1392,13.04,18.29,4.239999999999998,9.489999999999998
1393,12.36,17.85,3.5599999999999987,9.05
1394,12.05,17.85,3.25,9.05
1395,11.06,18.24,2.26,9.439999999999998
1396,12.32,18.18,3.5199999999999996,9.379999999999999
1397,11.96,18.29,3.16,9.489999999999998
1398,11.78,17.75,2.9799999999999986,8.95
1399,12.9,17.94,4.1,9.14
1400,10.43,18.04,1.629999999999999,9.239999999999998
1401,10.43,18.29,1.629999999999999,9.489999999999998
1402,11.28,17.85,2.4799999999999986,9.05
1403,10.34,17.89,1.5399999999999991,9.09
1404,10.65,17.49,1.8499999999999996,8.689999999999998
1405,9.57,18.19,0.7699999999999996,9.39
1406,9.89,18.14,1.0899999999999999,9.34
1407,10.16,18.29,1.3599999999999994,9.489999999999998
1408,10.7,18.27,1.8999999999999986,9.469999999999999
1409,10.97,18.17,2.17,9.370000000000001
1410,11.51,18.43,2.709999999999999,9.629999999999999
1411,10.43,18.39,1.629999999999999,9.59
1412,12.23,18.13,3.4299999999999997,9.329999999999998
1413,10.43,18.09,1.629999999999999,9.29
1414,12.59,18.21,3.789999999999999,9.41
1415,12.32,18.43,3.5199999999999996,9.629999999999999
1416,12.32,18.43,3.5199999999999996,9.629999999999999
1417,12.05,18.24,3.25,9.439999999999998
1418,11.15,18,2.3499999999999996,9.2
1419,11.01,18.04,2.209999999999999,9.239999999999998
1420,10.43,17.93,1.629999999999999,9.129999999999999
1421,11.42,18.17,2.619999999999999,9.370000000000001
1422,11.66,18.56,2.8599999999999994,9.759999999999998
1423,12.27,18.14,3.469999999999999,9.34
1424,12.5,17.77,3.6999999999999993,8.969999999999999
1425,11.73,18.43,2.9299999999999997,9.629999999999999
1426,11.08,18.43,2.2799999999999994,9.629999999999999
1427,11.84,17.64,3.039999999999999,8.84
1428,10.43,18.43,1.629999999999999,9.629999999999999
1429,11.66,18.33,2.8599999999999994,9.529999999999998
1430,12.11,18.56,3.3099999999999987,9.759999999999998
1431,12.11,18.56,3.3099999999999987,9.759999999999998
1432,12.5,18.48,3.6999999999999993,9.68
1433,12.11,18.57,3.3099999999999987,9.77
1434,12.055,18.57,3.254999999999999,9.77
1435,12,18.57,3.1999999999999993,9.77
1436,14.95,18.56,6.149999999999999,9.759999999999998
1437,12.45,18.22,3.6499999999999986,9.419999999999998
1438,12.02,18.59,3.219999999999999,9.79
1439,12.02,18.11,3.219999999999999,9.309999999999999
1440,11.19,18.55,2.389999999999999,9.75
1441,12.14,18.66,3.34,9.86
1442,14.48,18.66,5.68,9.86
1443,13.24,18.66,4.4399999999999995,9.86
1444,12.5,18.41,3.6999999999999993,9.61
1445,12.38,18.04,3.58,9.239999999999998
1446,11.84,18.23,3.039999999999999,9.43
1447,14.99,18.4,6.1899999999999995,9.599999999999998
1448,12.45,18.14,3.6499999999999986,9.34
1449,12.92,17.92,4.119999999999999,9.120000000000001
1450,12.38,17.08,3.58,8.279999999999998
1451,11.24,17.97,2.4399999999999995,9.169999999999998
1452,12.05,18.29,3.25,9.489999999999998
1453,13.24,18.13,4.4399999999999995,9.329999999999998
1454,12.92,18.28,4.119999999999999,9.48
1455,12.7,18.31,3.8999999999999986,9.509999999999998
1456,12.95,18.29,4.149999999999999,9.489999999999998
1457,12.99,18.06,4.1899999999999995,9.259999999999998
1458,12.77,18.06,3.969999999999999,9.259999999999998
1459,12.36,18.17,3.5599999999999987,9.370000000000001
1460,12.05,18.32,3.25,9.52
1461,12.32,17.85,3.5199999999999996,9.05
1462,12.27,17.95,3.469999999999999,9.149999999999999
1463,13.04,18.23,4.239999999999998,9.43
1464,13.04,18.3,4.239999999999998,9.5
1465,12.68,18.16,3.879999999999999,9.36
1466,12.9,17.95,4.1,9.149999999999999
1467,12.5,18.2,3.6999999999999993,9.399999999999999
1468,12.32,18.02,3.5199999999999996,9.219999999999999
1469,11.96,18.23,3.16,9.43
1470,12.5,NA,3.6999999999999993,NA
1471,NA,NA,NA,NA
1472,NA,NA,NA,NA
1473,NA,NA,NA,NA
1474,NA,17.48,NA,8.68
1475,NA,NA,NA,NA
1476,NA,NA,NA,NA
1477,NA,NA,NA,NA
1478,NA,18.66,NA,9.86
1479,NA,NA,NA,NA
1480,NA,NA,NA,NA
1481,NA,NA,NA,NA
1482,NA,NA,NA,NA
1483,12.14,NA,3.34,NA
1484,NA,17.86,NA,9.059999999999999
1485,13.58,NA,4.779999999999999,NA
1486,NA,18.12,NA,9.32
1487,NA,NA,NA,NA
1488,13.58,NA,4.779999999999999,NA
1489,NA,NA,NA,NA
1490,12.41,17.72,3.6099999999999994,8.919999999999998
1491,NA,NA,NA,NA
1492,NA,17.8,NA,9
1493,NA,NA,NA,NA
1494,NA,NA,NA,NA
1495,NA,NA,NA,NA
1496,NA,NA,NA,NA
1497,NA,17.35,NA,8.55
1498,NA,NA,NA,NA
1499,NA,NA,NA,NA
1500,NA,NA,NA,NA
1501,NA,18.34,NA,9.54
1502,NA,18.21,NA,9.41
1503,NA,18.01,NA,9.21
1504,NA,18.03,NA,9.23
1505,NA,NA,NA,NA
1506,NA,18.18,NA,9.379999999999999
1507,NA,18.09,NA,9.29
1508,NA,18.21,NA,9.41
1509,NA,18.13,NA,9.329999999999998
1510,NA,17.85,NA,9.05
1511,NA,18.26,NA,9.46
1512,NA,18.55,NA,9.75
1513,NA,18.32,NA,9.52
1514,NA,18.6,NA,9.8
1515,NA,18.29,NA,9.489999999999998
1516,15.24,18.43,6.4399999999999995,9.629999999999999
1517,13.49,18.04,4.6899999999999995,9.239999999999998
1518,12.27,17.95,3.469999999999999,9.149999999999999
1519,12.5,18.24,3.6999999999999993,9.439999999999998
1520,12.27,17.94,3.469999999999999,9.14
1521,12.23,18.41,3.4299999999999997,9.61
1522,12.81,18.12,4.01,9.32
1523,NA,NA,NA,NA
1524,NA,NA,NA,NA
1525,NA,NA,NA,NA
1526,NA,NA,NA,NA
1527,NA,NA,NA,NA
1528,NA,NA,NA,NA
1529,NA,NA,NA,NA
1530,NA,NA,NA,NA
1531,9.01,NA,0.20999999999999908,NA
1532,NA,NA,NA,NA
1533,NA,NA,NA,NA
1534,NA,NA,NA,NA
1535,NA,NA,NA,NA
1536,NA,NA,NA,NA
1537,NA,NA,NA,NA
1538,NA,NA,NA,NA
1539,NA,NA,NA,NA
1540,NA,NA,NA,NA
1541,NA,NA,NA,NA
1542,NA,NA,NA,NA
1543,NA,NA,NA,NA
1544,NA,NA,NA,NA
1545,NA,NA,NA,NA
1546,NA,NA,NA,NA
1547,NA,NA,NA,NA
1548,NA,NA,NA,NA
1549,NA,NA,NA,NA
1550,NA,NA,NA,NA
1551,NA,NA,NA,NA
1552,NA,NA,NA,NA
1553,NA,NA,NA,NA
1554,NA,NA,NA,NA
1555,NA,NA,NA,NA
1556,NA,NA,NA,NA
1557,NA,NA,NA,NA
1558,NA,NA,NA,NA
1559,NA,NA,NA,NA
1560,NA,NA,NA,NA
1561,NA,NA,NA,NA
1562,NA,NA,NA,NA
1563,NA,NA,NA,NA
1564,NA,NA,NA,NA
1565,NA,NA,NA,NA
1566,NA,NA,NA,NA
1567,NA,NA,NA,NA
1568,NA,NA,NA,NA
1569,NA,NA,NA,NA
1570,NA,NA,NA,NA
1571,NA,NA,NA,NA
1572,NA,NA,NA,NA
1573,NA,18.7,NA,9.899999999999999
1574,NA,NA,NA,NA
1575,NA,NA,NA,NA
1576,NA,NA,NA,NA
1577,NA,NA,NA,NA
1578,NA,NA,NA,NA
1579,NA,NA,NA,NA
1580,NA,NA,NA,NA
1581,NA,NA,NA,NA
1582,NA,NA,NA,NA
1583,NA,18.7,NA,9.899999999999999
1584,NA,NA,NA,NA
1585,NA,NA,NA,NA
1586,NA,NA,NA,NA
1587,11.42,19.28,2.619999999999999,10.48
1588,10.43,18.7,1.629999999999999,9.899999999999999
1589,10.65,18.19,1.8499999999999996,9.39
1590,10.85,18.59,2.049999999999999,9.79
1591,NA,NA,NA,NA
1592,NA,NA,NA,NA
1593,10.9,18.48,2.0999999999999996,9.68
1594,11.51,20.25,2.709999999999999,11.45
1595,12.11,18.63,3.3099999999999987,9.829999999999998
1596,11.35,19.73,2.549999999999999,10.93
1597,11.75,18.66,2.9499999999999993,9.86
1598,NA,NA,NA,NA
1599,NA,NA,NA,NA
1600,11.6,18.65,2.799999999999999,9.849999999999998
1601,10.83,17.97,2.0299999999999994,9.169999999999998
1602,10.76,18.12,1.959999999999999,9.32
1603,11.06,20.16,2.26,11.36
1604,11.26,18.37,2.459999999999999,9.57
1605,11.71,18.97,2.91,10.169999999999998
1606,10.81,17.9,2.01,9.099999999999998
1607,10.85,18.68,2.049999999999999,9.879999999999999
1608,11.17,18.93,2.369999999999999,10.129999999999999
1609,10.83,19.12,2.0299999999999994,10.32
1610,11.46,18.36,2.66,9.559999999999999
1611,NA,20.05,NA,11.25
1612,11.17,20.05,2.369999999999999,11.25
1613,10.85,18.48,2.049999999999999,9.68
1614,12.11,19.12,3.3099999999999987,10.32
1615,11.26,18.95,2.459999999999999,10.149999999999999
1616,11.6,18.32,2.799999999999999,9.52
1617,10.49,18.13,1.6899999999999995,9.329999999999998
1618,NA,NA,NA,NA
1619,NA,NA,NA,NA
1620,NA,NA,NA,NA
1621,9.01,17.87,0.20999999999999908,9.07
1622,10.72,19.12,1.92,10.32
1623,11.95,20.05,3.1499999999999986,11.25
1624,NA,NA,NA,NA
1625,NA,20.05,NA,11.25
1626,NA,NA,NA,NA
1627,NA,NA,NA,NA
1628,NA,NA,NA,NA
1629,NA,NA,NA,NA
1630,NA,NA,NA,NA
1631,NA,NA,NA,NA
1632,NA,NA,NA,NA
1633,NA,NA,NA,NA
1634,NA,NA,NA,NA
1635,NA,18.16,NA,9.36
1636,NA,NA,NA,NA
1637,NA,NA,NA,NA
1638,NA,NA,NA,NA
1639,NA,NA,NA,NA
1640,NA,NA,NA,NA
1641,NA,16.81,NA,8.009999999999998
1642,NA,NA,NA,NA
1643,NA,NA,NA,NA
1644,NA,NA,NA,NA
1645,NA,19.51,NA,10.71
1646,NA,NA,NA,NA
1647,NA,NA,NA,NA
1648,NA,NA,NA,NA
1649,NA,NA,NA,NA
1650,NA,17.35,NA,8.55
1651,NA,NA,NA,NA
1652,NA,NA,NA,NA
1653,NA,NA,NA,NA
1654,NA,NA,NA,NA
1655,NA,NA,NA,NA
1656,NA,NA,NA,NA
1657,NA,NA,NA,NA
1658,11.66,19.34,2.8599999999999994,10.54
1659,NA,NA,NA,NA
1660,NA,NA,NA,NA
1661,NA,NA,NA,NA
1662,NA,NA,NA,NA
1663,NA,NA,NA,NA
1664,NA,NA,NA,NA
1665,NA,NA,NA,NA
1666,NA,NA,NA,NA
1667,NA,NA,NA,NA
1668,NA,NA,NA,NA
1669,NA,NA,NA,NA
1670,NA,18.97,NA,10.169999999999998
1671,NA,NA,NA,NA
1672,NA,NA,NA,NA
1673,NA,NA,NA,NA
1674,NA,NA,NA,NA
1675,NA,NA,NA,NA
1676,NA,NA,NA,NA
1677,NA,NA,NA,NA
1678,NA,NA,NA,NA
1679,NA,NA,NA,NA
1680,NA,NA,NA,NA
1681,NA,NA,NA,NA
1682,NA,NA,NA,NA
1683,NA,NA,NA,NA
1684,NA,NA,NA,NA
1685,NA,NA,NA,NA
1686,NA,NA,NA,NA
1687,NA,NA,NA,NA
1688,NA,18.97,NA,10.169999999999998
1689,NA,NA,NA,NA
1690,NA,18.97,NA,10.169999999999998
1691,NA,NA,NA,NA
1692,NA,NA,NA,NA
1693,NA,NA,NA,NA
1694,NA,NA,NA,NA
1695,NA,NA,NA,NA
1696,NA,NA,NA,NA
1697,NA,NA,NA,NA
1698,NA,20.05,NA,11.25
1699,NA,NA,NA,NA
1700,NA,NA,NA,NA
1701,NA,19.37,NA,10.57
1702,NA,19.6,NA,10.8
1703,12.14,18.41,3.34,9.61
1704,11.62,18.65,2.8199999999999985,9.849999999999998
1705,NA,NA,NA,NA
1706,NA,NA,NA,NA
1707,11.78,19.24,2.9799999999999986,10.439999999999998
1708,11.3,18.65,2.5,9.849999999999998
1709,11.15,18.41,2.3499999999999996,9.61
1710,10.94,18.97,2.139999999999999,10.169999999999998
1711,NA,NA,NA,NA
1712,NA,NA,NA,NA
1713,11.82,18.13,3.0199999999999996,9.329999999999998
1714,12.02,18.32,3.219999999999999,9.52
1715,11.55,17.35,2.75,8.55
1716,12.05,17.35,3.25,8.55
1717,NA,NA,NA,NA
1718,NA,NA,NA,NA
1719,NA,NA,NA,NA
1720,12.09,18.24,3.289999999999999,9.439999999999998
1721,11.37,18.95,2.5699999999999985,10.149999999999999
1722,12.61,19.46,3.8099999999999987,10.66
1723,11.35,18.65,2.549999999999999,9.849999999999998
1724,12.02,19.51,3.219999999999999,10.71
1725,11.28,18.38,2.4799999999999986,9.579999999999998
1726,10.61,19.19,1.8099999999999987,10.39
1727,11.55,19.89,2.75,11.09
1728,11.01,19.17,2.209999999999999,10.370000000000001
1729,10.56,19.51,1.7599999999999998,10.71
1730,11.78,NA,2.9799999999999986,NA
1731,11.98,18.58,3.1799999999999997,9.779999999999998
1732,11.08,19.69,2.2799999999999994,10.89
1733,13.1,19.03,4.299999999999999,10.23
1734,11.17,18.8,2.369999999999999,10
1735,12.14,19.26,3.34,10.46
1736,13.17,20.14,4.369999999999999,11.34
1737,11.55,18.63,2.75,9.829999999999998
1738,11.51,20.32,2.709999999999999,11.52
1739,NA,19.78,NA,10.98
1740,NA,20.18,NA,11.379999999999999
1741,NA,19.69,NA,10.89
1742,NA,19.78,NA,10.98
1743,NA,19.24,NA,10.439999999999998
1744,NA,19.51,NA,10.71
1745,NA,20.05,NA,11.25
1746,NA,19.93,NA,11.129999999999999
1747,NA,20.11,NA,11.309999999999999
1748,NA,19.1,NA,10.3
1749,11.21,18.94,2.41,10.14
1750,10.79,19.53,1.9899999999999984,10.73
1751,10.9,20.05,2.0999999999999996,11.25
1752,NA,18.57,NA,9.77
1753,11.28,18.61,2.4799999999999986,9.809999999999999
1754,11.42,19.35,2.619999999999999,10.55
1755,10.92,19.66,2.119999999999999,10.86
1756,11.78,19.35,2.9799999999999986,10.55
1757,NA,20.32,NA,11.52
1758,NA,19.24,NA,10.439999999999998
1759,NA,18.91,NA,10.11
1760,11.93,20.07,3.129999999999999,11.27
1761,11.01,19.08,2.209999999999999,10.279999999999998
1762,10.83,18.48,2.0299999999999994,9.68
1763,11.39,20.14,2.59,11.34
1764,11.24,19.64,2.4399999999999995,10.84
1765,11.98,18.36,3.1799999999999997,9.559999999999999
1766,12.56,18.07,3.76,9.27
1767,11.15,19.69,2.3499999999999996,10.89
1768,10.85,20.07,2.049999999999999,11.27
1769,11.94,19.03,3.139999999999999,10.23
1770,11.57,19.87,2.7699999999999996,11.07
1771,12.63,19.91,3.83,11.11
1772,NA,18.33,NA,9.529999999999998
1773,NA,18.76,NA,9.96
1774,NA,19.1,NA,10.3
1775,NA,19.78,NA,10.98
1776,NA,18.49,NA,9.689999999999998
1777,NA,19.24,NA,10.439999999999998
1778,NA,19.64,NA,10.84
1779,NA,20.05,NA,11.25
1780,NA,19.78,NA,10.98
1781,NA,19.1,NA,10.3
1782,NA,17.95,NA,9.149999999999999
1783,NA,17.95,NA,9.149999999999999
1784,11.24,18.03,2.4399999999999995,9.23
1785,NA,18.43,NA,9.629999999999999
1786,NA,19.01,NA,10.21
1787,NA,19.35,NA,10.55
1788,NA,19.24,NA,10.439999999999998
1789,NA,19.01,NA,10.21
1790,NA,18.9,NA,10.099999999999998
1791,NA,18.31,NA,9.509999999999998
1792,NA,18.43,NA,9.629999999999999
1793,NA,18.29,NA,9.489999999999998
1794,NA,18.26,NA,9.46
1795,NA,18.66,NA,9.86
1796,12.61,18.56,3.8099999999999987,9.759999999999998
1797,NA,18.6,NA,9.8
1798,NA,19.48,NA,10.68
1799,NA,18.76,NA,9.96
1800,NA,19.91,NA,11.11
1801,NA,NA,NA,NA
1802,11.01,NA,2.209999999999999,NA
1803,NA,NA,NA,NA
1804,NA,NA,NA,NA
1805,NA,NA,NA,NA
1806,NA,NA,NA,NA
1807,NA,NA,NA,NA
1808,NA,NA,NA,NA
1809,11.24,13.13,2.4399999999999995,4.33
1810,NA,NA,NA,NA
1811,NA,NA,NA,NA
1812,NA,NA,NA,NA
1813,12.32,18.97,3.5199999999999996,10.169999999999998
1814,10.7,NA,1.8999999999999986,NA
1815,NA,NA,NA,NA
1816,NA,NA,NA,NA
1817,NA,NA,NA,NA
1818,NA,NA,NA,NA
1819,NA,NA,NA,NA
1820,NA,NA,NA,NA
1821,NA,NA,NA,NA
1822,NA,NA,NA,NA
1823,NA,NA,NA,NA
1824,NA,18.16,NA,9.36
1825,NA,18.2,NA,9.399999999999999
1826,11.78,19.37,2.9799999999999986,10.57
1827,11.78,19.37,2.9799999999999986,10.57
1828,NA,18.85,NA,10.05
1829,NA,20.09,NA,11.29
1830,NA,18.78,NA,9.98
1831,NA,19.21,NA,10.41
1832,12.32,18.95,3.5199999999999996,10.149999999999999
1833,NA,10.14,NA,1.3399999999999999
1834,NA,19.53,NA,10.73
1835,NA,18.32,NA,9.52
1836,11.33,18.61,2.5299999999999994,9.809999999999999
1837,11.69,18.2,2.889999999999999,9.399999999999999
1838,NA,18.83,NA,10.029999999999998
1839,11.8,18.41,3,9.61
1840,12.95,19.91,4.149999999999999,11.11
1841,11.82,20.05,3.0199999999999996,11.25
1842,13.13,19.82,4.33,11.02
1843,12.7,19.1,3.8999999999999986,10.3
1844,12.2,19.03,3.3999999999999986,10.23
1845,12.16,18.59,3.3599999999999994,9.79
1846,12.52,20.02,3.719999999999999,11.219999999999999
1847,11.87,19.48,3.0699999999999985,10.68
1848,11.82,20.18,3.0199999999999996,11.379999999999999
1849,11.75,20.16,2.9499999999999993,11.36
1850,11.75,18.92,2.9499999999999993,10.120000000000001
1851,12.07,20.25,3.2699999999999996,11.45
1852,12.5,18.78,3.6999999999999993,9.98
1853,12.11,20.25,3.3099999999999987,11.45
1854,12.41,20.02,3.6099999999999994,11.219999999999999
1855,12.86,18.63,4.059999999999999,9.829999999999998
1856,12.36,20.23,3.5599999999999987,11.43
1857,12.59,18.94,3.789999999999999,10.14
1858,12.07,18.85,3.2699999999999996,10.05
1859,12.11,18.77,3.3099999999999987,9.969999999999999
1860,12.5,20.16,3.6999999999999993,11.36
1861,12.72,20.41,3.92,11.61
1862,13.22,19.51,4.42,10.71
1863,13.17,20.61,4.369999999999999,11.809999999999999
1864,13.44,18.39,4.639999999999999,9.59
1865,12.83,19.48,4.029999999999999,10.68
1866,13.06,20.9,4.26,12.099999999999998
1867,13.01,19.17,4.209999999999999,10.370000000000001
1868,12.99,18.3,4.1899999999999995,9.5
1869,12.79,21.15,3.9899999999999984,12.349999999999998
1870,12.74,20.43,3.9399999999999995,11.629999999999999
1871,12.9,19.84,4.1,11.04
1872,12.25,20.05,3.4499999999999993,11.25
1873,12.65,18.56,3.8499999999999996,9.759999999999998
1874,12.61,21.4,3.8099999999999987,12.599999999999998
1875,12.7,20.14,3.8999999999999986,11.34
