5,"t","Honey Bee Colonies: Released May 12, 2016, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
5,"t","Number of Colonies, Maximum, Lost, Percent Lost, Added, Renovated, and Percent Renovated with Five or More Colonies – States and United States: January 1, 2015 and January-March 2015"
13,"d","Montana",9.0,0.9,0.8,5.3,1.6,"(Z)"
13,"d","Nebraska",6.5,6.9,"(Z)",1.4,2.1,1.5
13,"d","New Jersey",52.5,3.6,0.3,26.1,1.0,2.4
13,"d","New Mexico",38.8,"(Z)",15.5,5.9,0.4,2.7
13,"d","New York",19.1,12.5,4.5,4.4,3.3,1.1
13,"d","North Carolina",51.0,14.3,0.3,3.5,5.8,3.0
13,"d","North Dakota",15.5,3.0,0.1,4.3,4.6,0.3
13,"d","",,,,,,
13,"d","Ohio",15.8,4.1,3.0,11.9,11.2,29.0
13,"d","Oklahoma",66.1,6.3,"(Z)",0.1,7.0,1.9
13,"d","Oregon",39.3,20.9,13.2,16.0,5.8,0.4
13,"d","Pennsylvania",11.4,5.8,2.6,1.6,6.7,2.1
13,"d","South Carolina",29.9,5.4,0.5,1.4,3.7,0.7
13,"d","South Dakota",9.8,11.1,1.8,2.0,1.4,1.5
13,"d","Tennessee",47.8,26.3,1.8,9.8,2.6,3.0
13,"d","Texas",19.3,22.9,2.5,6.6,7.4,3.0
13,"d","Utah",27.2,10.8,1.5,12.3,5.6,1.2
13,"d","Vermont",3.7,1.9,0.1,"(Z)",1.3,0.1
13,"d","",,,,,,
13,"d","Virginia",26.2,13.0,1.8,0.2,3.0,4.5
13,"d","Washington",48.7,0.2,2.2,2.0,3.2,0.5
13,"d","West Virginia",15.6,8.3,0.6,2.7,4.6,4.4
13,"d","Wisconsin",35.3,5.6,1.0,8.2,15.2,2.3
13,"d","Wyoming",19.1,17.9,0.8,3.6,8.3,2.4
13,"d","",,,,,,
13,"d","Other States 4/",36.3,9.1,"(Z)","(Z)",0.1,"(Z)"
13,"d","",,,,,,
13,"d","United States",43.4,19.5,4.9,16.6,11.6,3.5
13,"c",""
13,"f","(Z)  Less than half of the unit shown."
13,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
13,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
13,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
13,"f","4/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
9,"t","Honey Bee Colonies: Released May 12, 2016, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
9,"t","Colony Health Stressors with Five or More Colonies – States and United States: July-September 2015"
9,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
9,"h","","","","","","",""
9,"h","","Varroa","Other pests","","","",""
9,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
9,"h","","","","","","",""
9,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
9,"d","Alabama",63.1,70.6,"(Z)",2.6,2.2,17.7
9,"d","Arizona",53.5,24.8,5.4,17.3,7.6,5.1
9,"d","Arkansas",69.2,32.4,0.9,5.0,1.8,1.4
9,"d","California",39.9,20.4,12.5,19.6,15.0,4.7
9,"d","Colorado",50.5,1.5,2.7,16.5,3.7,2.7
9,"d","Connecticut",39.3,1.2,0.4,1.5,7.8,"(Z)"
9,"d","Florida",39.5,21.7,6.7,22.9,21.9,3.4
9,"d","Georgia",47.6,16.2,3.6,21.2,8.9,3.6
9,"d","Hawaii",78.1,80.5,0.1,0.1,2.5,"(Z)"
9,"d","Idaho",46.8,5.2,1.7,10.0,2.2,6.4
9,"d","",,,,,,
9,"d","Illinois",7.7,3.0,0.6,0.4,3.4,1.0
9,"d","Indiana",13.7,10.3,4.8,8.2,1.0,6.2
9,"d","Iowa",17.4,5.8,0.1,4.7,5.6,3.4
9,"d","Kansas",22.5,16.2,0.2,14.1,14.8,1.7
9,"d","Kentucky",40.4,11.3,1.2,6.5,9.0,2.0
9,"d","Louisiana",25.9,2.3,"(Z)",1.6,3.0,0.2
9,"d","Maine",9.9,3.4,13.2,"(Z)",2.6,7.8
9,"d","Maryland",26.9,19.1,2.9,22.8,7.1,2.0
9,"d","Massachusetts",16.3,2.9,0.4,2.1,2.5,0.3
9,"d","Michigan",44.6,16.3,7.3,13.7,1.8,8.8
9,"d","",,,,,,
9,"d","Minnesota",33.3,14.6,7.4,27.4,7.0,7.2
9,"d","Mississippi",45.5,2.2,"(Z)",1.1,3.8,1.4
9,"d","Missouri",11.1,11.7,3.0,2.0,2.1,1.4
9,"d","Montana",52.5,16.4,10.7,2.3,6.4,5.3
9,"d","Nebraska",33.2,10.3,10.9,13.2,4.6,4.3
9,"d","New Jersey",7.2,1.0,0.1,"(Z)",1.1,0.7
9,"d","New Mexico",61.2,55.0,55.0,58.0,55.5,0.7
9,"d","New York",40.0,14.3,5.7,17.1,8.8,1.5
9,"d","North Carolina",33.9,27.9,0.7,7.5,5.7,8.5
9,"d","North Dakota",33.8,15.5,8.1,12.3,4.1,3.7
9,"d","",,,,,,
9,"d","Ohio",30.7,8.0,0.6,23.4,1.6,1.7
9,"d","Oklahoma",1.6,2.3,0.1,0.1,0.6,0.4
9,"d","Oregon",56.0,20.8,5.2,3.1,4.8,3.8
9,"d","Pennsylvania",45.1,11.3,3.7,5.1,7.2,0.8
9,"d","South Carolina",58.4,31.0,18.3,14.7,3.9,3.0
9,"d","South Dakota",22.0,7.3,2.0,7.1,1.9,5.7
9,"d","Tennessee",50.8,38.4,0.5,4.8,2.2,1.0
9,"d","Texas",30.7,26.0,1.3,19.4,4.7,5.2
9,"d","Utah",40.1,25.0,41.6,33.6,3.6,0.1
9,"d","Vermont",22.7,0.5,"(Z)","(Z)",0.4,"(Z)"
9,"d","",,,,,,
9,"d","Virginia",29.0,14.2,1.3,3.7,3.5,8.9
9,"d","Washington",45.6,3.7,2.3,1.4,3.8,0.3
9,"d","West Virginia",21.7,5.3,1.0,1.5,3.0,1.1
9,"d","Wisconsin",47.3,20.1,8.3,20.9,12.6,13.5
9,"d","Wyoming",28.5,11.0,6.4,3.4,2.0,0.4
9,"d","",,,,,,
9,"d","Other States 4/",8.8,0.2,"(Z)",0.4,0.7,0.2
9,"d","",,,,,,
9,"d","United States",41.2,17.6,8.0,15.2,8.8,4.8
9,"c",""
9,"f","(Z)  Less than half of the unit shown."
9,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
9,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
9,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
9,"f","4/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
10,"t","Honey Bee Colonies: Released May 12, 2016, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
10,"t","Colony Health Stressors with Five or More Colonies – States and United States: October-December 2015"
10,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
10,"h","","","","","","",""
10,"h","","Varroa","Other pests","","","",""
10,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
10,"h","","","","","","",""
10,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
10,"d","Alabama",3.1,6.4,0.2,0.2,2.8,1.9
10,"d","Arizona",50.1,1.7,1.1,3.5,0.5,15.5
10,"d","Arkansas",38.1,9.7,0.1,8.2,8.5,0.6
10,"d","California",37.3,12.7,6.2,11.7,10.5,7.3
10,"d","Colorado",47.6,24.4,21.2,19.7,8.4,1.8
10,"d","Connecticut",10.5,1.7,0.5,1.1,3.4,2.0
10,"d","Florida",27.3,18.4,2.5,6.8,3.0,4.2
10,"d","Georgia",43.5,13.9,5.3,4.5,3.7,1.3
10,"d","Hawaii",31.0,33.9,0.2,"(Z)","(Z)","(Z)"
10,"d","Idaho",38.9,0.6,4.3,4.0,2.8,4.5
10,"d","",,,,,,
10,"d","Illinois",9.4,2.5,0.3,0.9,1.0,3.1
10,"d","Indiana",15.1,0.5,6.3,0.1,0.6,3.7
10,"d","Iowa",53.4,0.9,0.6,6.4,24.8,1.4
10,"d","Kansas",44.5,24.8,0.2,25.1,33.9,19.0
10,"d","Kentucky",22.2,14.8,0.4,9.8,7.2,1.7
10,"d","Louisiana",10.9,1.0,"(Z)",0.6,2.4,0.2
10,"d","Maine",18.0,0.2,"(Z)","(Z)",0.1,0.4
10,"d","Maryland",5.6,2.0,0.1,"(Z)",0.2,4.3
10,"d","Massachusetts",31.4,1.6,6.2,1.9,2.6,1.1
10,"d","Michigan",30.2,4.1,"(Z)",4.1,3.2,3.7
10,"d","",,,,,,
10,"d","Minnesota",43.6,8.7,8.4,25.0,3.8,8.9
10,"d","Mississippi",10.6,2.5,0.3,"(Z)",0.7,1.3
10,"d","Missouri",2.8,6.0,3.3,0.1,0.8,1.5
10,"d","Montana",35.5,19.8,14.4,11.4,3.2,13.9
10,"d","Nebraska",15.5,"(Z)",0.2,0.3,0.4,1.7
10,"d","New Jersey",7.7,2.2,"(Z)",0.4,0.4,1.2
10,"d","New Mexico",30.9,0.3,0.2,8.4,0.6,1.7
10,"d","New York",24.5,2.2,0.8,0.9,0.4,6.2
10,"d","North Carolina",9.6,3.4,0.5,0.4,5.4,3.4
10,"d","North Dakota",10.8,2.3,1.8,1.5,3.7,2.1
10,"d","",,,,,,
10,"d","Ohio",36.3,8.8,2.0,7.3,14.5,2.1
10,"d","Oklahoma",2.8,4.5,0.1,0.1,1.3,2.5
10,"d","Oregon",16.4,1.3,1.5,1.5,1.7,1.5
10,"d","Pennsylvania",32.2,4.3,1.0,0.3,0.8,1.0
10,"d","South Carolina",14.2,2.9,0.4,1.7,5.8,"(Z)"
10,"d","South Dakota",16.8,3.0,1.9,7.1,2.4,4.1
10,"d","Tennessee",43.6,28.3,"(Z)",4.6,7.1,3.6
10,"d","Texas",20.9,8.7,2.7,5.4,2.2,8.0
10,"d","Utah",75.8,9.1,6.4,0.2,4.4,0.4
10,"d","Vermont",57.1,16.8,0.9,0.6,0.4,15.6
10,"d","",,,,,,
10,"d","Virginia",26.3,17.2,0.4,"(Z)",5.8,10.4
10,"d","Washington",6.9,0.1,0.1,0.3,3.0,1.5
10,"d","West Virginia",18.8,4.5,1.3,3.0,8.2,0.6
10,"d","Wisconsin",49.4,15.6,2.5,21.9,6.6,21.4
10,"d","Wyoming",45.0,3.3,6.6,10.5,11.3,3.9
10,"d","",,,,,,
10,"d","Other States 4/",8.2,"(Z)","(Z)","(Z)","(Z)",8.0
10,"d","",,,,,,
10,"d","United States",37.0,11.4,5.2,9.5,7.3,6.9
10,"c",""
10,"f","(Z)  Less than half of the unit shown."
10,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
10,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
10,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
10,"f","4/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
12,"t","Honey Bee Colonies: Released May 12, 2016, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
12,"t","Colony Health Stressors with Five or More Colonies – States and United States: January-March 2016"
12,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
12,"h","","","","","","",""
12,"h","","Varroa","Other pests","","","",""
12,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
12,"h","","","","","","",""
12,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
12,"d","Alabama",24.2,22.0,4.3,8.1,2.4,11.3
12,"d","Arizona",32.8,2.8,"(Z)",7.7,6.5,7.2
12,"d","Arkansas",57.5,7.0,"(Z)",0.5,1.9,8.1
12,"d","California",38.5,15.2,9.0,12.6,8.4,4.3
12,"d","Colorado",3.5,4.7,0.6,0.3,3.0,0.2
12,"d","Connecticut",12.3,0.8,0.2,"(Z)",7.7,1.7
12,"d","Florida",21.7,6.3,0.5,5.4,1.9,1.5
12,"d","Georgia",32.2,7.7,2.1,21.3,3.1,3.9
12,"d","Hawaii",0.3,1.5,"(Z)",0.1,0.8,"(Z)"
12,"d","Idaho",31.7,2.3,2.1,5.9,5.5,0.3
12,"d","",,,,,,
12,"d","Illinois",15.0,7.8,0.4,2.9,5.0,10.4
12,"d","Indiana",17.4,3.7,0.9,0.3,7.2,5.5
12,"d","Iowa",41.6,0.5,"(Z)",2.1,34.4,12.2
12,"d","Kansas",32.2,10.6,0.1,1.2,2.6,5.8
12,"d","Kentucky",20.9,8.0,0.6,5.6,11.1,7.5
12,"d","Louisiana",18.0,11.1,13.9,0.3,9.9,1.5
12,"d","Maine",3.3,0.4,0.3,"(Z)",0.8,1.4
12,"d","Maryland",30.2,0.1,"(Z)",11.0,7.8,0.8
12,"d","Massachusetts",10.1,5.2,0.7,"(Z)",3.1,1.1
12,"d","Michigan",5.4,0.2,"(Z)",0.5,1.2,10.3
12,"d","",,,,,,
12,"d","Minnesota",11.8,6.9,0.1,11.3,7.1,14.2
12,"d","Mississippi",8.5,1.1,"(Z)",2.0,0.2,8.8
12,"d","Missouri",17.8,6.2,0.3,5.4,4.0,5.4
12,"d","Montana",0.8,"(Z)","(Z)",0.6,0.2,0.1
12,"d","Nebraska",1.7,0.4,0.1,0.2,0.8,0.4
12,"d","New Jersey",5.5,0.8,0.2,0.4,1.2,8.2
12,"d","New Mexico",69.0,0.4,31.5,"(Z)",1.5,0.3
12,"d","New York",27.5,5.9,1.5,7.6,9.5,2.6
12,"d","North Carolina",9.6,2.5,1.9,2.7,4.0,2.5
12,"d","North Dakota","(Z)","(Z)","(Z)","(Z)","(Z)",9.9
12,"d","",,,,,,
12,"d","Ohio",41.9,4.4,0.2,1.3,10.2,5.3
12,"d","Oklahoma",9.7,2.6,0.1,0.6,2.4,41.5
12,"d","Oregon",20.9,15.0,5.3,"(Z)",2.4,0.3
12,"d","Pennsylvania",44.8,4.3,0.3,3.8,5.5,4.6
12,"d","South Carolina",11.0,2.3,0.6,2.1,5.1,4.9
12,"d","South Dakota",0.2,"(Z)","(Z)","(Z)",0.4,0.3
12,"d","Tennessee",19.7,7.1,0.2,3.7,10.1,10.9
12,"d","Texas",21.0,10.6,2.5,10.2,4.0,2.7
12,"d","Utah",28.8,7.6,0.1,0.4,1.9,0.6
12,"d","Vermont",1.3,"(Z)",0.3,"(Z)",0.5,1.7
12,"d","",,,,,,
12,"d","Virginia",32.7,7.2,"(Z)",0.4,5.0,3.8
12,"d","Washington",21.6,11.3,1.4,1.7,1.7,5.4
12,"d","West Virginia",21.9,2.9,1.1,0.6,6.9,6.5
12,"d","Wisconsin",22.0,1.5,1.0,12.2,8.8,9.4
12,"d","Wyoming","(Z)",0.5,0.2,3.3,1.0,1.6
12,"d","",,,,,,
12,"d","Other States 4/",0.1,"(Z)","(Z)","(Z)",13.3,"(Z)"
12,"d","",,,,,,
12,"d","United States",34.3,12.6,6.2,10.5,7.0,5.4
12,"c",""
12,"f","(Z)  Less than half of the unit shown."
12,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
12,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
12,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
12,"f","4/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
3,"t","Honey Bee Colonies: Released May 12, 2016, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
3,"t","Colonies Lost with Colony Collapse Disorder Symptoms with Five or More Colonies – United States: Quarterly January-December 2015 and January-March 2016"
3,"t","[Loss reported that met all of the following criteria: 1) Little to no build-up of dead bees in the hive or at the hive entrance 2) Rapid loss of adult honey bee population despite the presence of queen, capped brood, and food reserves 3) Absence or delayed robbing of the food reserves 4) Loss not attributable to varroa or nosema loads]"
3,"h","","","","","",""
3,"h","Item","January-","April-","July-","October-","January-"
3,"h","","March","June","September","December","March 1/"
3,"h","","","","","",""
3,"u","","(number)","(number)","(number)","(number)","(number)"
3,"d","Colonies lost",92250,56760,88390,87610,113930
3,"c",""
3,"f","1/ 2016."
21,"t","Honey Bee Colonies: Released May 12, 2016, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
21,"t","Number of Colonies, Lost, Percent Lost, Added, Renovated, and Percent Renovated with Inventory of Less than Five Colonies – United States: First of Quarter and Quarterly 2015"
21,"h","","","","","","",""
21,"h","","Colonies on first","Lost","Percent","Added","Renovated","Percent"
21,"h","Quarter","of the quarter 1/","colonies","lost 2/","colonies","colonies 3/","renovated 4/"
21,"h","","","","","","",""
21,"u","","(number)","(number)","(percent)","(number)","(number)","(percent)"
21,"d","January-March",50000,15500,31,8000,3200,6
21,"d","April-June",43000,5500,13,15000,3800,9
21,"d","July-September",52000,6500,13,2800,1400,3
21,"d","October-December",49000,7000,14,860,470,1
21,"c",""
21,"f","1/ Number of colonies on January 1, April 1, July 1, and October 1."
21,"f","2/ Percent lost is the number of lost colonies divided by the first of quarter number of colonies."
21,"f","3/ Defined as any surviving colony that was requeened or received new honey bees through nuc or package."
21,"f","4/ Percent renovated is the number of renovated colonies divided by the first of quarter number of colonies."
17,"t","Honey Bee Colonies: Released May 12, 2016, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
17,"t","Colony Health Stressors with Less than Five Colonies – United States: Annual 2015"
17,"t","[Percent of colonies affected by stressors anytime during the year. A colony may be affected by multiple stressors during the year]"
17,"h","","","","","","",""
17,"h","Item","Varroa","Other pests","","","",""
17,"h","","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
17,"h","","","","","","",""
17,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
17,"d","Colonies affected",19.8,12.5,2.2,4.9,15.5,20.8
17,"c",""
17,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
17,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
17,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
18,"t","Honey Bee Colonies: Released May 12, 2016, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
18,"t","Colonies Lost with Colony Collapse Disorder Symptoms with Less than Five Colonies – United States: Annual 2015"
18,"t","[Loss reported that met all of the following criteria: 1) Little to no build-up of dead bees in the hive or at the hive entrance 2) Rapid loss of adult honey bee population despite the presence of queen, capped brood, and food reserves 3) Absence or delayed robbing of the food reserves 4) Loss not attributable to varroa or nosema loads]"
18,"h","",""
18,"h","Item","Annual"
18,"h","",""
18,"u","","(number)"
18,"d","Colonies lost",7000
18,"c",""
