id,book,book_num,chapter,chapter_num,character,full_text,character_words,writer,director,imdb_rating
1757,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Sokka,"[Ponderously states.] Five fire blasts, huh? [Zoom out to show a lamplight above him.] I think I can help you out.","Five fire blasts, huh?  I think I can help you out.",Michael Dante DiMartino,Giancarlo Volpe,8.9
1758,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Scene Description,The scene switches to Zuko's smoke-billowing ship. Close-up to show a small vessel holding Zuko being slid into the waters.,NA,Michael Dante DiMartino,Giancarlo Volpe,8.9
1759,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Zuko,"Uncle, keep heading north. Zhao will follow the smoke trail, while I use it as a cover.","Uncle, keep heading north. Zhao will follow the smoke trail, while I use it as a cover.",Michael Dante DiMartino,Giancarlo Volpe,8.9
1760,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Scene Description,"Iroh grunts in doubt, stroking his beard in deep thought. Zuko's boat settles on the ocean's surface and disappears in the smoke. Switch to a telescope view of nothing but smoke. Zhao lowers telescope, staring with determination.
Switch to view of sanctuary door.",NA,Michael Dante DiMartino,Giancarlo Volpe,8.9
1761,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Sokka,"[Kneeling. Pours oil into a bag.] This is a little trick I picked up from my father. I seal the lamp oil inside an animal skin casing, Shyu lights the oil soaked twine and, [Picks up bag, holds it proudly before him.] ta-da! Fake firebending!","This is a little trick I picked up from my father. I seal the lamp oil inside an animal skin casing, Shyu lights the oil soaked twine and,  ta-da! Fake firebending!",Michael Dante DiMartino,Giancarlo Volpe,8.9
1762,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Katara,"[Impressed.] You've really outdone yourself this time, Sokka.","You've really outdone yourself this time, Sokka.",Michael Dante DiMartino,Giancarlo Volpe,8.9
1763,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Shyu,This might actually work.,This might actually work.,Michael Dante DiMartino,Giancarlo Volpe,8.9
1764,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Shyu,"[Time skip. Sokka places his last bag into the dragon's mouth.] The sages will hear the explosion, so as soon as they go off, you rush in!","The sages will hear the explosion, so as soon as they go off, you rush in!",Michael Dante DiMartino,Giancarlo Volpe,8.9
1765,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Katara,[Hides behind a column with her brother. Holds Momo. Glances to the next column where Aang hides.] It's almost sunset. Are you ready?,It's almost sunset. Are you ready?,Michael Dante DiMartino,Giancarlo Volpe,8.9
1766,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Aang,Definitely.,Definitely.,Michael Dante DiMartino,Giancarlo Volpe,8.9
1767,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Scene Description,"Shyu thrusts his finger forward, sending a small flare racing across the door to light all five bags at once. Shyu hurries to take cover. There is an intense explosion, producing a lot of smoke. Aang bursts forward and runs for the door. Aang strains to open the door, which has not budged.",NA,Michael Dante DiMartino,Giancarlo Volpe,8.9
1768,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Aang,[Surprised.] They're still locked!,They're still locked!,Michael Dante DiMartino,Giancarlo Volpe,8.9
1769,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Shyu,[Sadly sighs. Sokka rises from hiding behind his sister.] It didn't work. [Aang falls to his knees.],It didn't work.,Michael Dante DiMartino,Giancarlo Volpe,8.9
1770,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Aang,"[Time skip. Everyone stands in front of the door. Aang beats upon it furiously with consecutive airbending slices.] Why, won't, it, open?!","Why, won't, it, open?!",Michael Dante DiMartino,Giancarlo Volpe,8.9
1771,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Katara,"[Presses forward. Seizes Aang's arm.] Aang! Stop! [Relaxes, releasing his arm.] There's nothing else we can do ...",Aang! Stop!  There's nothing else we can do ...,Michael Dante DiMartino,Giancarlo Volpe,8.9
1772,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Aang,[Glumly.] I'm sorry I put you through all of this for nothing.,I'm sorry I put you through all of this for nothing.,Michael Dante DiMartino,Giancarlo Volpe,8.9
1773,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Sokka,[Examining the explosion. Runs his finger across the black soot.] I don't get it. That firebending looked as strong as any firebending I've seen.,I don't get it. That firebending looked as strong as any firebending I've seen.,Michael Dante DiMartino,Giancarlo Volpe,8.9
1774,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Katara,"[A moment passes. Sudden excitement.] Sokka, you're a genius!","Sokka, you're a genius!",Michael Dante DiMartino,Giancarlo Volpe,8.9
1775,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Aang,[Confused.] Wait. How is Sokka a genius? His plan didn't even work.,Wait. How is Sokka a genius? His plan didn't even work.,Michael Dante DiMartino,Giancarlo Volpe,8.9
1776,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Sokka,[Pleasantly.] Come on Aang. Let her dream.,Come on Aang. Let her dream.,Michael Dante DiMartino,Giancarlo Volpe,8.9
1777,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Katara,You're right. Sokka's plan didn't work. But it looks like it did.,You're right. Sokka's plan didn't work. But it looks like it did.,Michael Dante DiMartino,Giancarlo Volpe,8.9
1778,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Aang,"[Dubiously.] Did the definition of genius change over the last hundred years? [Katara grasps her chin, slyly grinning toward Aang.]",Did the definition of genius change over the last hundred years?,Michael Dante DiMartino,Giancarlo Volpe,8.9
1779,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Shyu,[Time skip. Fire Sages run toward Shyu in front of the door.] Come quickly! The Avatar has entered the sanctuary!,Come quickly! The Avatar has entered the sanctuary!,Michael Dante DiMartino,Giancarlo Volpe,8.9
1780,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Great Fire Sage,How did he get in?,How did he get in?,Michael Dante DiMartino,Giancarlo Volpe,8.9
1781,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Shyu,I don't know. But look at the scorch marks! And down there! [Points to a shadow visible at the bottom of the door.],I don't know. But look at the scorch marks! And down there!,Michael Dante DiMartino,Giancarlo Volpe,8.9
1782,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Great Fire Sage,"He's inside! Open the doors, immediately! Before he contacts Avatar Roku!","He's inside! Open the doors, immediately! Before he contacts Avatar Roku!",Michael Dante DiMartino,Giancarlo Volpe,8.9
1783,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Scene Description,"Aang slides into position behind a nearby column as the five sages firebend the doors locks open. As the door opens, a sooty Momo is revealed sitting on the floor. Momo sneezes, blowing the soot off himself.",NA,Michael Dante DiMartino,Giancarlo Volpe,8.9
1784,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Great Fire Sage,It's the Avatar's lemur. He must have crawled through the pipes! We've been tricked!,It's the Avatar's lemur. He must have crawled through the pipes! We've been tricked!,Michael Dante DiMartino,Giancarlo Volpe,8.9
1785,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Scene Description,"Momo springs into action, leaping atop the Great Fire Sage's head and clinging to his hat. Katara charged forward, pulling a nearby sage's tunic over his head to blind him. Sokka grabs the lower skirt of a sage's outfit, lifting it completely over his body to cover his face.",NA,Michael Dante DiMartino,Giancarlo Volpe,8.9
1786,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Shyu,"[Grabs the last free sage and hauls him into his grip, pinning him.] Now, Aang!","Now, Aang!",Michael Dante DiMartino,Giancarlo Volpe,8.9
1787,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Katara,[A moment of silence.] Aang! Now's your chance!,Aang! Now's your chance!,Michael Dante DiMartino,Giancarlo Volpe,8.9
1788,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Zuko,"[Steps out from behind column. Grips Aang from behind, pinning Aang's arms behind him.] The Avatar's coming with me! [The captured sages use their captors' surprise to reclaim the upper hand, pinning their captors down. Momo flies off with the Great Fire Sage's hat.] Close the doors! Quickly!",The Avatar's coming with me!  Close the doors! Quickly!,Michael Dante DiMartino,Giancarlo Volpe,8.9
1789,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Scene Description,"Walking down steps, Aang glances over his shoulders to see Sokka and Katara being chained to a column. He breaks free, spinning behind Zuko to send him down the stairs with an airbending blast. Aang runs for Katara and Sokka.",NA,Michael Dante DiMartino,Giancarlo Volpe,8.9
1790,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Katara,[Chained. Sees him coming toward her. Turns head toward the closing door.] Go!,Go!,Michael Dante DiMartino,Giancarlo Volpe,8.9
1791,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Scene Description,"Aang listens without hesitation, turning to charge for the door guarded by two sages. He leaps into the air to avoid the Great Fire Sage's fire punch. Aang bounces off his hands from each of the two sage's heads before sailing through the door just as it closes.",NA,Michael Dante DiMartino,Giancarlo Volpe,8.9
1792,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Katara,[Pleased.] He made it!,He made it!,Michael Dante DiMartino,Giancarlo Volpe,8.9
1793,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Scene Description,"Everyone looks away as the door seals with a blinding flash of white light. Inside, Aang is kneeling and looks up to a tall statue of Avatar Roku. A beam of red sunlight enters the room and strikes a glistening red jewel held by the statue.",NA,Michael Dante DiMartino,Giancarlo Volpe,8.9
1794,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Aang,[Stands. Confused.] The light hits the statue and I talk to Roku. So why isn't anything happening?,The light hits the statue and I talk to Roku. So why isn't anything happening?,Michael Dante DiMartino,Giancarlo Volpe,8.9
1795,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Zuko,"[He and four sages launch fire blasts into the door's locks. Nothing happens. Frustrated.] Why isn't it working, it's sealed shut?","Why isn't it working, it's sealed shut?",Michael Dante DiMartino,Giancarlo Volpe,8.9
1796,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Great Fire Sage,It must have been the light. Avatar Roku doesn't want us inside.,It must have been the light. Avatar Roku doesn't want us inside.,Michael Dante DiMartino,Giancarlo Volpe,8.9
1797,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Aang,"[Exasperated. Standing in the middle of the room, facing the statue.] Why isn't anything happening? I don't know what I'm doing! All I know is airbending! Please Avatar Roku, talk to me!","Why isn't anything happening? I don't know what I'm doing! All I know is airbending! Please Avatar Roku, talk to me!",Michael Dante DiMartino,Giancarlo Volpe,8.9
1798,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Scene Description,"Roku's statue turns red as sunlight engulfs it. Its eyes glow white. View of Aang as smoke fills the room. When the white smoke dissipates Avatar Roku is standing before him, they are on a mountaintop and only clouds are visible below.",NA,Michael Dante DiMartino,Giancarlo Volpe,8.9
1799,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Roku,"It's good to see you Aang. What took you so long? [Aang respectfully places a fist into his palm, bowing his head to the Avatar before him.]",It's good to see you Aang. What took you so long?,Michael Dante DiMartino,Giancarlo Volpe,8.9
1800,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Zuko,"[Firmly to Shyu, who is kneeling before him with his hands behind his back.] Why did you help the Avatar?",Why did you help the Avatar?,Michael Dante DiMartino,Giancarlo Volpe,8.9
1801,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Shyu,[Sadly and proudly.] Because it was once the sages' duty. It is still our duty.,Because it was once the sages' duty. It is still our duty.,Michael Dante DiMartino,Giancarlo Volpe,8.9
1802,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Zhao,"[Claps. Interrupts interrogation. Approaches with six firebender guards.] What a moving and heartfelt performance. I'm certain the Fire Lord will understand, when you explain why you betrayed him.","What a moving and heartfelt performance. I'm certain the Fire Lord will understand, when you explain why you betrayed him.",Michael Dante DiMartino,Giancarlo Volpe,8.9
1803,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Great Fire Sage,[Places palms together. Bows head forward.] Commander Zhao.,Commander Zhao.,Michael Dante DiMartino,Giancarlo Volpe,8.9
1804,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Zhao,"And Prince Zuko. It was a noble effort, but your little smokescreen didn't work. [Zuko scowls sharply. Firebenders step behind him, seizing his arms.] Two traitors in one day, the Fire Lord will be pleased.","And Prince Zuko. It was a noble effort, but your little smokescreen didn't work.  Two traitors in one day, the Fire Lord will be pleased.",Michael Dante DiMartino,Giancarlo Volpe,8.9
1805,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Zuko,"[Strains against his captor, snaps at Zhao.] You're too late, Zhao! The Avatar's inside and the doors are sealed.","You're too late, Zhao! The Avatar's inside and the doors are sealed.",Michael Dante DiMartino,Giancarlo Volpe,8.9
1806,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Zhao,"No matter. [Grins confidently.] Sooner or later, he has to come out. [Katara and Sokka share a worried glance.]","No matter.  Sooner or later, he has to come out.",Michael Dante DiMartino,Giancarlo Volpe,8.9
1807,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Roku,"I have something very important to tell you, Aang. That is why, when you were in the Spirit World, I sent my dragon to find you.","I have something very important to tell you, Aang. That is why, when you were in the Spirit World, I sent my dragon to find you.",Michael Dante DiMartino,Giancarlo Volpe,8.9
1808,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Aang,"[Interested, curious.] Is it about that vision? The one of the comet?",Is it about that vision? The one of the comet?,Michael Dante DiMartino,Giancarlo Volpe,8.9
1809,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Roku,Yes.,Yes.,Michael Dante DiMartino,Giancarlo Volpe,8.9
1810,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Aang,What does it mean?,What does it mean?,Michael Dante DiMartino,Giancarlo Volpe,8.9
1811,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Roku,"One hundred years ago, [Viewers see a visual of a comet in the dark sky.] Fire Lord Sozin used that comet to begin the War. He and his firebending army harnessed its incredible power, and dealt a deadly first strike against the other nations.","One hundred years ago,  Fire Lord Sozin used that comet to begin the War. He and his firebending army harnessed its incredible power, and dealt a deadly first strike against the other nations.",Michael Dante DiMartino,Giancarlo Volpe,8.9
1812,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Aang,[Close-up.] So the comet made them stronger?,So the comet made them stronger?,Michael Dante DiMartino,Giancarlo Volpe,8.9
1813,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Roku,[Close-up.] Yes. Stronger than you could even imagine.,Yes. Stronger than you could even imagine.,Michael Dante DiMartino,Giancarlo Volpe,8.9
1814,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Aang,[Close-up.] But that happened a hundred years ago. What does the comet have to do with the War now?,But that happened a hundred years ago. What does the comet have to do with the War now?,Michael Dante DiMartino,Giancarlo Volpe,8.9
1815,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Roku,"Listen carefully. [Viewers see silhouette of Fire Lord Ozai standing amid flames, fists taut.] Sozin's Comet will return by the end of the summer, and Fire Lord Ozai will use its power to finish the War, once and for all. [Visual and audio of Ozai's silhouette roaring upward, fire streaming from his mouth.] If he succeeds, even the Avatar won't be able to restore balance to the world. Aang. You must defeat the Fire Lord, before the comet arrives.","Listen carefully.  Sozin's Comet will return by the end of the summer, and Fire Lord Ozai will use its power to finish the War, once and for all.  If he succeeds, even the Avatar won't be able to restore balance to the world. Aang. You must defeat the Fire Lord, before the comet arrives.",Michael Dante DiMartino,Giancarlo Volpe,8.9
1816,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Aang,[Counters anxiously.] But I haven't even started learning waterbending! Not to mention earth and fire!,But I haven't even started learning waterbending! Not to mention earth and fire!,Michael Dante DiMartino,Giancarlo Volpe,8.9
1817,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Roku,"Mastering the elements takes years of discipline and practice. But if the world is to survive, you must do it by summer's end. [Close-up of a shocked Aang.]","Mastering the elements takes years of discipline and practice. But if the world is to survive, you must do it by summer's end.",Michael Dante DiMartino,Giancarlo Volpe,8.9
1818,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Scene Description,"Firebenders, including Zhao and his crew, circle around the door's perimeter, assuming a firebending form. A monk chant begins for the audience only. They wait patiently for the door to open.",NA,Michael Dante DiMartino,Giancarlo Volpe,8.9
1819,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Zhao,"When those doors open, [Shouts.] unleash all your firepower!","When those doors open,  unleash all your firepower!",Michael Dante DiMartino,Giancarlo Volpe,8.9
1820,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Katara,[Worried.] How's Aang gonna make it out of this?,How's Aang gonna make it out of this?,Michael Dante DiMartino,Giancarlo Volpe,8.9
1821,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Sokka,"[Troubled, questioning.] How are we gonna make it out of this?",How are we gonna make it out of this?,Michael Dante DiMartino,Giancarlo Volpe,8.9
1822,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Aang,[Terrified.] What if I can't master all the elements in time? What if I fail?,What if I can't master all the elements in time? What if I fail?,Michael Dante DiMartino,Giancarlo Volpe,8.9
1823,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Roku,"I know you can do it Aang. [Close-up of half his face.] For you have done it before. [Close-up of half of Aang's now-smiling face.] The solstice is ending. We must go our separate ways, for now.","I know you can do it Aang.  For you have done it before.  The solstice is ending. We must go our separate ways, for now.",Michael Dante DiMartino,Giancarlo Volpe,8.9
1824,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Aang,But I won't be able to come back to the temple. What if I have questions? How will I talk to you?,But I won't be able to come back to the temple. What if I have questions? How will I talk to you?,Michael Dante DiMartino,Giancarlo Volpe,8.9
1825,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Roku,"I am a part of you. When you need to talk to me again, you will find a way. [Closes his eyes, providing Aang a vision of Fire Navy ships surrounding the island. Speaks to his mind without words.] A great danger awaits you at the temple. [Provides a vision of the awaiting firebenders on the other side of the door.] I can help you face the threat. But only if you are ready.","I am a part of you. When you need to talk to me again, you will find a way.  A great danger awaits you at the temple.  I can help you face the threat. But only if you are ready.",Michael Dante DiMartino,Giancarlo Volpe,8.9
1826,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Aang,[Eyes and arrows glow.] I'm ready.,I'm ready.,Michael Dante DiMartino,Giancarlo Volpe,8.9
1827,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Scene Description,"Scene switches to the guard surrounding the door. The door glows bright white once again. Smoke streams come through into the room. The door unlocks itself, beginning to open. As it opens, a blinding white light forces all present to look away.",NA,Michael Dante DiMartino,Giancarlo Volpe,8.9
1828,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Zhao,"Ready ... [Light fades, revealing a pair of glowing white eyes in the darkness.]",Ready ...,Michael Dante DiMartino,Giancarlo Volpe,8.9
1829,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Katara,[Sokka struggles against his chains. Katara is terrified.] No! Aang!,No! Aang!,Michael Dante DiMartino,Giancarlo Volpe,8.9
1830,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Zhao,Fire! [He and his guards cooperate in blasting fire onto the unseen target.],Fire!,Michael Dante DiMartino,Giancarlo Volpe,8.9
1831,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Scene Description,"The wall of fire amasses, circling its new host as Avatar Roku, eyes aglow, is revealed behind the flames, untouched. Close-up of a shocked and horror-stricken Zhao.",NA,Michael Dante DiMartino,Giancarlo Volpe,8.9
1832,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Shyu,[In awe.] Avatar Roku ...,Avatar Roku ...,Michael Dante DiMartino,Giancarlo Volpe,8.9
1833,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Scene Description,"Avatar Roku draws the circling fire together in one motion. He sends it forward in one powerful wave that sears the room, blasting the offenders off their feet and melting the chains binding Katara, Sokka, Shyu, and Zuko with precision. View of outside the temple as the blast destroys the outer wall. Close-up of ghostly Avatar Roku, turning his glowing glare upon the offending sages. The sages panic, all turning to run from his wrath.",NA,Michael Dante DiMartino,Giancarlo Volpe,8.9
1834,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Shyu,[Implores.] Avatar Roku is going to destroy the temple! We have to get out of here!,Avatar Roku is going to destroy the temple! We have to get out of here!,Michael Dante DiMartino,Giancarlo Volpe,8.9
1835,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Katara,Not without Aang!,Not without Aang!,Michael Dante DiMartino,Giancarlo Volpe,8.9
1836,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Scene Description,"Roku kneels into a forward strike, melting the floor with a molten firebending trail. He steadily lifts his hand, causing the stream of lava below to erupt into maddened explosions. The lava soars through the temple, tearing it apart. Zhao and his firebenders are shown fleeing for the temple's exit.
Katara and Sokka huddle together, arm-in-arm, behind a column. Sokka kneels over his sister, protecting her in a brotherly fashion. The destruction ceases momentarily as Roku lowers his hands, exhaling soundly. The solstice' beam of sunlight is shown leaving his statue; its eyes no longer glow. As this happens all smoke in the room draws in upon Avatar Roku, his form disappearing to leave behind a weary Aang.",NA,Michael Dante DiMartino,Giancarlo Volpe,8.9
1837,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Sokka,"[Aang sighs weakly and drops to his knees. Sokka and Katara approach Aang's sides, supportively lifting him back to his feet.] We got your back.",We got your back.,Michael Dante DiMartino,Giancarlo Volpe,8.9
1838,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Aang,[Weakly.] Thanks. Where's Shyu?,Thanks. Where's Shyu?,Michael Dante DiMartino,Giancarlo Volpe,8.9
1839,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Katara,"[ Walking away with Sokka, helping Aang.] I don't know.",I don't know.,Michael Dante DiMartino,Giancarlo Volpe,8.9
1840,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Scene Description,"Visual of the temple as it begins to lean, due to the destruction caused. Aang, Katara and Sokka stare in horror upon seeing the stairwell leading to the exit filled with lava. They quickly turn to the only exit; the hole in the wall Roku had created. There is no escaping, as they are on the top level of the temple.
All three gasp in surprise as they notice Appa and Momo swiftly closing in. They run out of the temple, leaping into Appa's saddle. Scene of them flying away on Appa, gazing back at the destruction. Momo pops up wearing the Great Fire Sage's hat. Scene of Zhao watching the bison fly away.",NA,Michael Dante DiMartino,Giancarlo Volpe,8.9
1841,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Zhao,"[Turns angrily, snapping.] No Prince, no Avatar! Apparently, the only thing I do have is five traitors!","No Prince, no Avatar! Apparently, the only thing I do have is five traitors!",Michael Dante DiMartino,Giancarlo Volpe,8.9
1842,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Great Fire Sage,[Interjects.] But Commander! Only Shyu helped the Avatar.,But Commander! Only Shyu helped the Avatar.,Michael Dante DiMartino,Giancarlo Volpe,8.9
1843,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Zhao,"[Close-up.] Save your stories for the Fire Lord. As far as I'm concerned, you are all guilty! [Orders.] Take them to the prison hold!","Save your stories for the Fire Lord. As far as I'm concerned, you are all guilty!  Take them to the prison hold!",Michael Dante DiMartino,Giancarlo Volpe,8.9
1844,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Scene Description,"The scene changes to show Zuko spying with his telescope toward Appa flying away. He lowers the telescope and sails off in his vessel.
Night time falls. Appa flies through the clouds. Scene from behind, a mourning Aang with his head hung. Katara and Sokka stand and approach their friend, kneeling behind him to support him. Katara puts her hand around Aang's shoulders.",NA,Michael Dante DiMartino,Giancarlo Volpe,8.9
1845,Water,1,"Winter Solstice, Part 2: Avatar Roku",8,Scene Description,Fades to credits.,NA,Michael Dante DiMartino,Giancarlo Volpe,8.9
1846,Water,1,The Waterbending Scroll,9,Scene Description,"Scene opens with the camera zoomed out showing Appa flying in above the mountains with a few viewable trees, carrying Aang, Katara, Sokka, and Momo.",NA,John O'Bryan,Anthony Lioi,8
1847,Water,1,The Waterbending Scroll,9,Sokka,"[Aang is pacing around on Appa's saddle, breathing heavily.] Would you sit down? [Turns around from his perch on Appa's head.] If we hit a bump, you'll go flying off. What's bugging you anyway?","Would you sit down?  If we hit a bump, you'll go flying off. What's bugging you anyway?",John O'Bryan,Anthony Lioi,8
1848,Water,1,The Waterbending Scroll,9,Aang,[Worriedly.] It's what Avatar Roku said. I'm supposed to master all four elements before that comet arrives.,It's what Avatar Roku said. I'm supposed to master all four elements before that comet arrives.,John O'Bryan,Anthony Lioi,8
1849,Water,1,The Waterbending Scroll,9,Sokka,"[In a sarcastic, amused tone while facing Aang.] Well, let's see. You pretty much mastered airbending and that only took you a hundred and twelve years. I'm sure you can master three more elements by next summer.","Well, let's see. You pretty much mastered airbending and that only took you a hundred and twelve years. I'm sure you can master three more elements by next summer.",John O'Bryan,Anthony Lioi,8
1850,Water,1,The Waterbending Scroll,9,Aang,[Frightfully.] I haven't even started waterbending and we're still weeks away from the North Pole. What am I gonna do?,I haven't even started waterbending and we're still weeks away from the North Pole. What am I gonna do?,John O'Bryan,Anthony Lioi,8
1851,Water,1,The Waterbending Scroll,9,Katara,"[Grabs Aang's arm.] Calm down, it's going to be okay. [Aang sits down in front of her.] If you want, I can try to teach you some of the stuff I know.","Calm down, it's going to be okay.  If you want, I can try to teach you some of the stuff I know.",John O'Bryan,Anthony Lioi,8
1852,Water,1,The Waterbending Scroll,9,Aang,[Smiling.] You'd do that?,You'd do that?,John O'Bryan,Anthony Lioi,8
1853,Water,1,The Waterbending Scroll,9,Katara,[Nods and looks over the side of Appa's saddle.] We'll need to find a good source of water first.,We'll need to find a good source of water first.,John O'Bryan,Anthony Lioi,8
1854,Water,1,The Waterbending Scroll,9,Sokka,[Grinning; sarcastically.] Maybe we can find a puddle for you to splash in.,Maybe we can find a puddle for you to splash in.,John O'Bryan,Anthony Lioi,8
1855,Water,1,The Waterbending Scroll,9,Scene Description,"Cuts to Aang, Katara, Sokka, and Momo standing in front of a large waterfall and river.",NA,John O'Bryan,Anthony Lioi,8
1856,Water,1,The Waterbending Scroll,9,Sokka,[Frowning beside Aang and Katara's ecstatic faces.] Nice puddle.,Nice puddle.,John O'Bryan,Anthony Lioi,8
1857,Water,1,The Waterbending Scroll,9,Scene Description,"Appa flies down into the river and creates a huge splash that soaks and almost knocks Momo of the rock he is standing on, turns over, and floats on his back.",NA,John O'Bryan,Anthony Lioi,8
1858,Water,1,The Waterbending Scroll,9,Aang,"[Takes off his shirt, smiling.] Yeah! Don't start without me, boy! [Begins to run toward the water.]","Yeah! Don't start without me, boy!",John O'Bryan,Anthony Lioi,8
1859,Water,1,The Waterbending Scroll,9,Katara,[Somewhat blankly.] Remember the reason we're here.,Remember the reason we're here.,John O'Bryan,Anthony Lioi,8
1860,Water,1,The Waterbending Scroll,9,Aang,[Stops short and looks at Katara.] Oh right. Time to practice waterbending. [Puts his clothes back on.],Oh right. Time to practice waterbending.,John O'Bryan,Anthony Lioi,8
1861,Water,1,The Waterbending Scroll,9,Sokka,[Sarcastically.] Great. So what am I supposed to do?,Great. So what am I supposed to do?,John O'Bryan,Anthony Lioi,8
1862,Water,1,The Waterbending Scroll,9,Aang,You could ... clean the gunk out of Appa's toes. [Hands Sokka a branch with a bushel of leaves at the end.],You could ... clean the gunk out of Appa's toes.,John O'Bryan,Anthony Lioi,8
1863,Water,1,The Waterbending Scroll,9,Sokka,"[Frowns and crosses his arms.] So, while you guys are playing in the water, I'm supposed to be hard at work picking mud out of a giant bison's feet?","So, while you guys are playing in the water, I'm supposed to be hard at work picking mud out of a giant bison's feet?",John O'Bryan,Anthony Lioi,8
