discontinued,gauge_divisor,grams,id,machine_washable,max_gauge,min_gauge,name,permalink,rating_average,rating_count,rating_total,texture,thread_size,wpi,yardage,yarn_company_name,yarn_weight_crochet_gauge,yarn_weight_id,yarn_weight_knit_gauge,yarn_weight_name,yarn_weight_ply,yarn_weight_wpi,texture_clean
TRUE,4,50,37120,NA,NA,28,Stella Prints,naturally-stella-prints,4.28,18,77,NA,NA,NA,191,Naturally Yarns NZ,NA,5,28,Fingering,4,14,NA
TRUE,NA,28,37633,NA,NA,NA,Qiviut,lars---institute-of-arctic-biology-qiviut,4.79,14,67,plied,NA,NA,300,LARS - Institute of Arctic Biology,NA,7,32-34,Lace,2,NA,plied
FALSE,NA,100,121645,NA,NA,NA,CORE bulky,fiberstory-core-bulky,5,15,75,round,NA,NA,105,fiberstory,NA,4,14-15,Bulky,12,7,round
FALSE,4,50,122427,TRUE,NA,9,Husky Super Chunky,sirdar-husky-super-chunky,3.64,11,40,NA,NA,NA,71,Sirdar,NA,6,7-12,Super Bulky,NA,5-6,NA
FALSE,NA,NA,39229,FALSE,NA,NA,Cestari Fine Merino,wooltopia-cestari-fine-merino,4.25,8,34,NA,NA,NA,NA,Wooltopia,NA,1,18,Aran,10,8,NA
FALSE,4,50,123788,NA,NA,28,Bedale 4ply,eden-cottage-yarns-bedale-4ply,4.95,22,109,plied,NA,NA,218,Eden Cottage Yarns,NA,5,28,Fingering,4,14,plied
TRUE,NA,100,40047,NA,NA,NA,Silky Merino Lace,yarnaddict-yarns-silky-merino-lace,4.71,14,66,plied,NA,NA,1312,YarnAddict Yarns,NA,8,NA,Cobweb,1,NA,plied
FALSE,NA,57,41336,FALSE,NA,NA,Sport 2-ply,island-fibers-sport-2-ply,4.77,13,62,Plied,NA,NA,200,Island Fibers,NA,10,24-26,Sport,5,12,plied
TRUE,4,50,132966,NA,NA,20,Tibetan Cashmere Worsted,myak-tibetan-cashmere-worsted,5,10,50,plied,NA,NA,125,mYak,NA,12,20,Worsted,10,9,plied
TRUE,4,100,133325,NA,NA,8,Astounding,yarn-bee-astounding,4.42,12,53,NA,NA,NA,43,Yarn Bee,NA,6,7-12,Super Bulky,NA,5-6,NA
FALSE,4,50,43711,TRUE,NA,19,Portofino,peka-portofino,3.21,14,45,NA,NA,NA,87,PEKA,NA,1,18,Aran,10,8,NA
FALSE,NA,NA,43719,FALSE,NA,NA,New Metallics,on-the-surface-new-metallics,4.78,9,43,2-ply metallic thread,NA,NA,25,On the Surface,NA,9,NA,Thread,NA,NA,2-ply metallic thread
TRUE,4,50,135438,TRUE,NA,14,Split,jarbo-split,3.9,10,39,plied,NA,NA,55,Järbo,NA,4,14-15,Bulky,12,7,plied
TRUE,4,40,44533,NA,23,22,Luge Pure Wool DK (リュージュ純毛並太),ski-yarn-luge-pure-wool-dk-,3.6,10,36,plied,NA,NA,87,Ski Yarn,NA,11,22,DK,8,11,plied
TRUE,4,50,44879,TRUE,NA,34,Sport Cotton,schoppel-wolle-sport-cotton,4.18,11,46,NA,NA,NA,230,Schoppel-Wolle,NA,5,28,Fingering,4,14,NA
TRUE,4,25,44888,NA,NA,23,Luxury Collection Cashmere/Silk,diamond-luxury-collection-cashmere-silk,4.64,14,65,plied,NA,NA,361,Diamond,NA,7,32-34,Lace,2,NA,plied
FALSE,NA,120,45206,FALSE,NA,NA,Tencel,toika-tencel,4.4,5,22,NA,NA,NA,885,Toika,NA,7,32-34,Lace,2,NA,NA
TRUE,4,100,137874,NA,28,28,Helix,oink-pigments-helix,4.17,12,50,plied,NA,NA,400,Oink Pigments,NA,5,28,Fingering,4,14,plied
FALSE,4,50,138465,NA,NA,20,Tissa Color 3/3,lang-yarns-tissa-color-3-3,4.6,10,46,plied,NA,11,87,Lang Yarns,NA,11,22,DK,8,11,plied
TRUE,4,50,138750,NA,NA,20,Malibu,tahki-yarns-malibu,3.5,10,35,chainette/ribbon/tape,NA,NA,169,Tahki Yarns,NA,12,20,Worsted,10,9,chainette/ribbon/tape
FALSE,NA,116,46085,FALSE,NA,NA,MCN 560,juliespins-mcn-560,4.83,18,87,NA,NA,NA,560,JulieSpins,NA,13,32,Light Fingering,3,NA,NA
TRUE,1,100,46186,TRUE,7,5,Cotton Slub,dyeabolical-cotton-slub,4.7,10,47,thick and thin slub,NA,NA,310,Dyeabolical,NA,10,24-26,Sport,5,12,thick and thin slub
FALSE,4,100,46257,NA,NA,18,Wolltraum,rellana-garne-wolltraum,4.4,10,44,Plied,NA,NA,230,Rellana Garne,NA,1,18,Aran,10,8,plied
TRUE,NA,100,140142,TRUE,NA,NA,Starlettes &Soie DK,vilaines-starlettes-soie-dk,4.85,13,63,plied,NA,NA,232,(Vi)laines,NA,11,22,DK,8,11,plied
FALSE,1,25,142381,NA,NA,5.5,Bromley,valley-yarns-bromley,4.36,11,48,plied,NA,NA,96,Valley Yarns,NA,11,22,DK,8,11,plied
FALSE,1,114,143618,TRUE,8,7,Hoarfrost Fingering,flock-fibre-studio-hoarfrost-fingering,4.78,9,43,plied,NA,NA,413,Flock Fibre Studio,NA,5,28,Fingering,4,14,plied
TRUE,4,100,144750,TRUE,NA,28,Superwash Wool Nylon Sock,curio-yarns-superwash-wool-nylon-sock,4,6,24,plied,NA,NA,437,Curio Yarns,NA,5,28,Fingering,4,14,plied
FALSE,4,50,144889,NA,NA,20,Tweed Merino Blend,borgo-de-pazzi-firenze-tweed-merino-blend,4.07,14,57,"plied, tweedy",NA,NA,140,Borgo de' Pazzi Firenze,NA,12,20,Worsted,10,9,"plied, tweedy"
FALSE,1,100,145340,TRUE,NA,4,Daily Tweed,willow-yarns-daily-tweed,4.42,12,53,"plied, tweedy",NA,NA,218,Willow Yarns,NA,1,18,Aran,10,8,"plied, tweedy"
FALSE,4,50,49001,FALSE,NA,22,Kirkcaldy 2-tråds,malsen-og-mor-kirkcaldy-2-trads,4.67,6,28,"plied, tweedy",NA,NA,132,Malsen og Mor,NA,11,22,DK,8,11,"plied, tweedy"
FALSE,NA,500,49777,TRUE,NA,NA,Duo Magic 4 ply,bramwell-duo-magic-4-ply,4.29,7,30,Plied,NA,NA,2620,Bramwell,NA,5,28,Fingering,4,14,plied
FALSE,4,100,148308,NA,NA,28,Queens Road MCN,queen-city-yarn-queens-road-mcn,4.93,14,69,plied,NA,NA,435,Queen City Yarn,NA,5,28,Fingering,4,14,plied
FALSE,1,20,148616,TRUE,9,7,Beefcake Minis,squoosh-fiberarts-beefcake-minis,4.5,6,27,"plied, tightly twisted and springy",NA,NA,92,Squoosh Fiberarts,NA,13,32,Light Fingering,3,NA,"plied, tightly twisted and springy"
FALSE,4,100,50470,NA,NA,20,Green Sheep Cotton Bamboo Worsted,the-unique-sheep-green-sheep-cotton-bamboo-worsted,4.89,18,88,plied,NA,NA,220,The Unique Sheep,NA,12,20,Worsted,10,9,plied
FALSE,4,113,150349,NA,NA,20,Eureka Worsted,sincere-sheep-eureka-worsted,4.9,21,103,plied,NA,NA,250,Sincere Sheep,NA,12,20,Worsted,10,9,plied
FALSE,4,56,150691,TRUE,NA,24,2-Ply Fashion,herrschners-2-ply-fashion,4.23,13,55,Plied,NA,NA,220,Herrschners,NA,10,24-26,Sport,5,12,plied
FALSE,4,100,151870,TRUE,NA,15,Chunky Organic Cotton,appalachian-baby-design-chunky-organic-cotton,4.28,18,77,plied,NA,NA,115,Appalachian Baby Design,NA,4,14-15,Bulky,12,7,plied
TRUE,NA,NA,51755,FALSE,NA,NA,Tapestry Wool,bucilla-tapestry-wool,3.86,14,54,Plied,NA,NA,40,Bucilla,NA,12,20,Worsted,10,9,plied
TRUE,4,141,152864,TRUE,NA,8,Team Spirit Chunky,red-heart-team-spirit-chunky,3.8,5,19,Plied,NA,NA,83,Red Heart,NA,6,7-12,Super Bulky,NA,5-6,plied
FALSE,4,100,152909,TRUE,NA,28,Basic Sock,northern-bee-studio-basic-sock,4.9,10,49,plied,NA,NA,400,Northern Bee Studio,NA,5,28,Fingering,4,14,plied
FALSE,NA,100,152951,TRUE,NA,NA,Pop Mix,nako-pop-mix,4.7,10,47,NA,NA,NA,131,Nako,NA,4,14-15,Bulky,12,7,NA
TRUE,1,150,154595,NA,NA,5.5,Transitions Tweed,trendsetter-yarns-transitions-tweed,3.13,15,47,"Multiple strands, smooth",NA,NA,660,Trendsetter Yarns,NA,11,22,DK,8,11,"multiple strands, smooth"
FALSE,1,50,154597,NA,NA,5.5,Rustica,trendsetter-yarns-rustica,4.38,13,57,3ply tweed,NA,NA,195,Trendsetter Yarns,NA,11,22,DK,8,11,3ply tweed
FALSE,4,50,155386,TRUE,NA,18,Baby Merino DK,ice-yarns-baby-merino-dk,4.29,7,30,Plied,NA,NA,109,Ice Yarns,NA,11,22,DK,8,11,plied
FALSE,4,50,156316,NA,NA,14,Ario,lang-yarns-ario,4.43,7,31,NA,NA,NA,165,Lang Yarns,NA,4,14-15,Bulky,12,7,NA
FALSE,4,100,156577,TRUE,NA,28,Uptown Sock,queen-city-yarn-uptown-sock,4.88,8,39,plied,NA,NA,438,Queen City Yarn,NA,5,28,Fingering,4,14,plied
FALSE,4,115,157376,NA,NA,28,BFL Fingering 115,dawn-orchid-bfl-fingering-115,4.73,11,52,plied,NA,NA,412,Dawn Orchid,NA,5,28,Fingering,4,14,plied
FALSE,4,25,157867,NA,NA,17,Eden,sesia-eden-2,4.5,14,63,plied,NA,NA,77,Sesia,NA,1,18,Aran,10,8,plied
FALSE,NA,100,158047,TRUE,NA,NA,Gentle Lace,qing-fibre-gentle-lace,4.88,8,39,singles,NA,NA,874,Qing Fibre,NA,7,32-34,Lace,2,NA,singles
FALSE,NA,30,54452,FALSE,NA,NA,Little Breeze,a-touch-of-twist-little-breeze,4.63,19,88,plied,NA,NA,300,A Touch of Twist,NA,7,32-34,Lace,2,NA,plied
FALSE,4,100,158325,NA,NA,22,Naturally Dyed DK Wool,aurinkokehra-naturally-dyed-dk-wool,4.71,7,33,plied,NA,NA,230,Aurinkokehrä,NA,11,22,DK,8,11,plied
FALSE,NA,50,158458,NA,NA,NA,Dreamy Kid Silk,moods-of-colors-dreamy-kid-silk,4.9,10,49,"plied, fluffy",NA,NA,465,Moods of Colors,NA,7,32-34,Lace,2,NA,"plied, fluffy"
TRUE,4,100,158795,NA,NA,8,Roving,big-twist-roving,4.2,5,21,NA,NA,NA,58,Big Twist,NA,6,7-12,Super Bulky,NA,5-6,NA
TRUE,4,30,54928,FALSE,NA,18,New Hitsuji-chan,pierrot-yarns-new-hitsuji-chan,4.6,5,23,plied,NA,NA,77,Pierrot Yarns,NA,12,20,Worsted,10,9,plied
FALSE,4,40,159797,NA,NA,18,Colorful  アクリル毛糸　カラフル　並太,daiso-colorful-,2.25,4,9,plied,NA,NA,71,Daiso,NA,1,18,Aran,10,8,plied
FALSE,NA,100,55447,TRUE,NA,NA,Cocktail,beijer-cocktail,3.33,3,10,NA,NA,NA,420,Beijer,NA,5,28,Fingering,4,14,NA
FALSE,4,115,160743,NA,20,18,Honu Worsted,sea-turtle-fiber-arts-honu-worsted,4.92,13,64,plied,NA,NA,200,Sea Turtle Fiber Arts,NA,1,18,Aran,10,8,plied
FALSE,4,100,56954,FALSE,NA,6,Meche XXL,plassard-meche-xxl,4.28,18,77,NA,NA,NA,54,Plassard,NA,6,7-12,Super Bulky,NA,5-6,NA
FALSE,1,100,163068,NA,7,5,Silk Baby Camel,lisa-souza-silk-baby-camel,4.8,15,72,plied,NA,NA,435,Lisa Souza,NA,5,28,Fingering,4,14,plied
TRUE,NA,100,163220,TRUE,NA,NA,Mérinos SW - Stellina - Nylon High twist,maison-corlene-merinos-sw---stellina---nylon-high-twist,5,7,35,NA,NA,NA,437,Maison Corlène,NA,5,28,Fingering,4,14,NA
FALSE,1,100,164418,NA,NA,5,Synchrony,brown-sheep-synchrony,4.17,6,25,NA,NA,10,210,Brown Sheep,NA,11,22,DK,8,11,NA
FALSE,4,100,164742,NA,NA,28,Donegal Soft Merino Tweed,maruma-hand-dyed-yarns-donegal-soft-merino-tweed,5,8,40,"plied, tweedy",NA,NA,416,Maruma Hand Dyed Yarns,NA,5,28,Fingering,4,14,"plied, tweedy"
FALSE,4,100,166366,NA,NA,28,Dathliad BFL Sock,circus-tonic-handmade-dathliad-bfl-sock,4.92,13,64,"plied, high twist",NA,NA,399,Circus Tonic Handmade,NA,5,28,Fingering,4,14,"plied, high twist"
FALSE,4,75,167457,TRUE,23,23,Caricia Frescor (SH065),lanas-sevimex-caricia-frescor-sh065,4.25,8,34,NA,NA,NA,180,Lanas Sevimex,NA,NA,NA,NA,NA,NA,NA
FALSE,4,115,168107,NA,15,13,Presto,sweet-paprika-designs-presto,4.89,9,44,plied,NA,NA,135,Sweet Paprika Designs,NA,4,14-15,Bulky,12,7,plied
FALSE,4,100,168679,TRUE,NA,22,Awesome DK,artistic-lilly-awesome-dk,5,13,65,plied,NA,NA,246,Artistic Lilly,NA,11,22,DK,8,11,plied
FALSE,4,100,169859,NA,26,22,Borana,slavica-yarns-borana,5,15,75,plied,NA,NA,437,Slavica Yarns,NA,5,28,Fingering,4,14,plied
TRUE,4,40,60661,NA,24,23,Recycle Jeans,hamanaka-recycle-jeans,3.5,18,63,plied,NA,NA,129,Hamanaka ハマナカ,NA,10,24-26,Sport,5,12,plied
FALSE,4,100,60749,FALSE,NA,13,Ami Cotton (Bulky),pierrot-yarns-ami-cotton-bulky,3.55,11,39,plied,NA,NA,115,Pierrot Yarns,NA,4,14-15,Bulky,12,7,plied
FALSE,4,100,170408,TRUE,NA,22,Merino DK,honey-bee-knits-merino-dk,4.67,9,42,plied,NA,NA,231,Honey Bee Knits,NA,11,22,DK,8,11,plied
FALSE,NA,100,61060,FALSE,NA,NA,Everyday Sock,woolhunter-everyday-sock,4.52,21,95,smooth,NA,NA,437,Woolhunter,NA,5,28,Fingering,4,14,smooth
FALSE,4,50,170801,NA,NA,24,Sesia Jeans,sesia-sesia-jeans,4.54,13,59,plied,NA,NA,195,Sesia,NA,5,28,Fingering,4,14,plied
TRUE,4,50,61583,TRUE,NA,18,Barina,gedifra-barina,3.63,16,58,Plied,NA,NA,76,Gedifra,NA,1,18,Aran,10,8,plied
FALSE,4,100,172527,TRUE,32,29,Golden Socks 4-fach Jeans Look,pro-lana-golden-socks-4-fach-jeans-look,4.6,10,46,plied,NA,NA,459,Pro Lana,NA,13,32,Light Fingering,3,NA,plied
FALSE,1,113,62382,TRUE,6,5,Huron Sport,waterloo-wools-huron-sport,4.56,9,41,NA,NA,NA,256,Waterloo Wools,NA,10,24-26,Sport,5,12,NA
FALSE,NA,50,62727,FALSE,NA,NA,Livorno,wilferts-livorno,4.21,14,59,NA,NA,NA,164,Wilfert's,NA,10,24-26,Sport,5,12,NA
FALSE,NA,100,173782,TRUE,NA,NA,Chaussettes DK,vilaines-chaussettes-dk,4.91,11,54,NA,NA,NA,246,(Vi)laines,NA,11,22,DK,8,11,NA
FALSE,4,50,174594,TRUE,NA,14,Temptation,sirdar-temptation,4.11,9,37,NA,NA,NA,109,Sirdar,NA,4,14-15,Bulky,12,7,NA
FALSE,4,100,174774,NA,NA,22,Merino DK,wedgewood-fibers-merino-dk,4.89,9,44,plied,NA,NA,237,Wedgewood Fibers,NA,11,22,DK,8,11,plied
FALSE,NA,100,63540,NA,NA,NA,Superyak Melange,natural-fantasy-superyak-melange,4.83,6,29,plied,NA,NA,766,Natural Fantasy,NA,7,32-34,Lace,2,NA,plied
FALSE,4,100,175032,NA,NA,28,Yak Sock,kettu-yarns-yak-sock,4.82,11,53,plied,NA,NA,437,Kettu Yarns,NA,5,28,Fingering,4,14,plied
FALSE,4,100,175120,TRUE,NA,24,Fingsport,madelaine-et-filibert-fingsport,5,6,30,plied,NA,NA,339,Madelaine et Filibert,NA,10,24-26,Sport,5,12,plied
FALSE,NA,100,63888,FALSE,NA,NA,BFL Sock,yarngrimoire-yarns-bfl-sock,4.57,7,32,plied,NA,NA,437,Yarngrimoire,NA,5,28,Fingering,4,14,plied
FALSE,4,100,176438,TRUE,NA,22,Elba DK,mr-b-elba-dk,4.93,14,69,plied,NA,NA,246,Birdstreet Yarn,NA,11,22,DK,8,11,plied
FALSE,4,100,176531,NA,NA,28,Berry Natural,woolberry-fiber-co-berry-natural,4.88,8,39,plied,NA,NA,438,Woolberry Fiber Co.,NA,5,28,Fingering,4,14,plied
TRUE,NA,100,64846,TRUE,NA,NA,Wintuk,romaxe-wintuk,3.78,9,34,plied,NA,NA,0,Romaxe,NA,12,20,Worsted,10,9,plied
FALSE,4,100,66340,NA,NA,34,Brisa,pingouin-brisa,4.5,6,27,Plied,NA,NA,547,Fios Pingouin,NA,13,32,Light Fingering,3,NA,plied
FALSE,NA,100,178126,NA,NA,NA,Tweed,ruskanlehti-tweed,5,3,15,NA,NA,NA,437,Ruskanlehti,NA,5,28,Fingering,4,14,NA
FALSE,4,100,178335,NA,NA,28,Posh Merino,skudderia-posh-merino,4.95,19,94,singles,NA,NA,437,Skudderia,NA,5,28,Fingering,4,14,singles
FALSE,4,100,178373,NA,NA,28,Zwartbles 4ply,john-arbon-textiles-zwartbles-4ply,4.92,13,64,plied,NA,NA,437,John Arbon Textiles,NA,5,28,Fingering,4,14,plied
TRUE,NA,50,68018,NA,NA,NA,Trapper 3.5,loops-trapper-35,4.79,14,67,tweedy,NA,NA,142,Loops,NA,10,24-26,Sport,5,12,tweedy
TRUE,NA,100,180319,TRUE,NA,NA,Meilenweit Staccato,lana-grossa-meilenweit-staccato,4.43,7,31,plied,NA,NA,459,Lana Grossa,NA,5,28,Fingering,4,14,plied
TRUE,4,50,180399,NA,NA,28,Regency 4ply,milford-regency-4ply,4.63,8,37,plied,NA,NA,180,Milford,NA,9,NA,Thread,NA,NA,plied
FALSE,4,50,69033,TRUE,14,14,Peluche,ornaghi-filati-peluche,4.78,9,43,plied,NA,NA,65,Ornaghi Filati,NA,4,14-15,Bulky,12,7,plied
TRUE,4,50,69051,TRUE,14,14,Ragazza Metoo,lana-grossa-ragazza-metoo,4.64,11,51,NA,NA,NA,109,Lana Grossa,NA,4,14-15,Bulky,12,7,NA
FALSE,NA,100,69127,FALSE,NA,NA,Norte,katia-norte,4,11,44,superwash,NA,NA,87,Katia,NA,4,14-15,Bulky,12,7,superwash
FALSE,4,50,70033,FALSE,NA,18,Strick- & Filzwolle FINE,wolle-rodel-strick---filzwolle-fine,4.21,14,59,"singles, unplied",NA,NA,105,Wolle Rödel,NA,1,18,Aran,10,8,"singles, unplied"
FALSE,4,100,181927,NA,NA,22,Elizabeth Macarthur DK,great-southern-yarn-elizabeth-macarthur-dk,4.73,15,71,plied,NA,NA,230,Great Southern Yarn,NA,11,22,DK,8,11,plied
FALSE,NA,100,70404,FALSE,NA,NA,Stained Glass,noro-stained-glass,4.57,7,32,1 ply,NA,NA,918,Noro,NA,7,32-34,Lace,2,NA,1 ply
FALSE,1,100,182263,NA,5.5,5.5,Viola,lang-yarns-viola,4.45,11,49,NA,NA,NA,273,Lang Yarns,NA,11,22,DK,8,11,NA
FALSE,1,100,71278,TRUE,8,6,Valhalla,fiber-charmer-valhalla,3.93,14,55,"smooth, plied",NA,NA,400,Fiber Charmer,NA,5,28,Fingering,4,14,"smooth, plied"
FALSE,4,100,183527,TRUE,NA,28,Deluxe Sock,marianthi-yarns-deluxe-sock,5,17,85,"plied, tweedy",NA,NA,437,Marianthi Yarns,NA,5,28,Fingering,4,14,"plied, tweedy"
FALSE,NA,100,72799,FALSE,NA,NA,fiddi widdi wow wow,magic-and-moonshine-fiddi-widdi-wow-wow,5,12,60,spoingy,NA,NA,400,magic and moonshine,NA,5,28,Fingering,4,14,spoingy
FALSE,4,100,184410,TRUE,NA,22,Soul Tweed DK,old-soul-fiber-co-soul-tweed-dk,5,11,55,"plied, tweedy",NA,NA,231,Old Soul Fiber Co.,NA,11,22,DK,8,11,"plied, tweedy"
FALSE,NA,25,74807,FALSE,NA,16,Silk Whisper,sweaterkits-silk-whisper,4.47,15,67,NA,NA,NA,220,Sweaterkits,NA,7,32-34,Lace,2,NA,NA
FALSE,4,50,74819,NA,NA,24,Alpaka Fein,lanartus-alpaka-fein,4.33,15,65,plied,NA,NA,185,Lanartus,NA,10,24-26,Sport,5,12,plied
FALSE,4,100,186484,TRUE,32,28,Singel,ullrike-by-anki-singel,4.71,7,33,single,NA,NA,400,Ullrike by Anki,NA,5,28,Fingering,4,14,single
FALSE,4,50,75439,NA,NA,22,Dolce Lino,pierrot-yarns-dolce-lino,3.58,12,43,plied,NA,NA,115,Pierrot Yarns,NA,11,22,DK,8,11,plied
FALSE,4,40,75505,FALSE,NA,28,Coco Aroma,keito-zakka-stores-coco-aroma,4.4,10,44,plied,NA,NA,171,Keito-Zakka Stores,NA,5,28,Fingering,4,14,plied
FALSE,4,113,76198,TRUE,36,32,Mousocot,fiberlady-mousocot,4.36,11,48,Smooth 3 ply,NA,28,650,FiberLady,NA,7,32-34,Lace,2,NA,smooth 3 ply
FALSE,4,100,76206,NA,32,27,Black Cat Sock,dye-cauldron-black-cat-sock,4.82,11,53,plied,NA,NA,430,Dye Cauldron,NA,5,28,Fingering,4,14,plied
FALSE,NA,100,76772,NA,NA,NA,Merino Dreams,cauldrons-path-yarns-merino-dreams,5,8,40,Plied,NA,NA,930,The Cauldron's Path,NA,7,32-34,Lace,2,NA,plied
FALSE,NA,100,188249,NA,NA,NA,Koto,aara-koto,4.25,4,17,3-ply,NA,NA,394,Aara Yarn,NA,5,28,Fingering,4,14,3-ply
TRUE,NA,100,77202,TRUE,NA,NA,Cassiopeia Singles,pigeonroof-studios-cassiopeia-singles,5,18,90,singles,NA,NA,420,Pigeonroof Studios,NA,5,28,Fingering,4,14,singles
FALSE,NA,50,77355,TRUE,NA,NA,Butterfly Color,four-seasons-grundl-butterfly-color,3.83,12,46,mesh ribbon,NA,NA,20,Four Seasons Gründl,NA,6,7-12,Super Bulky,NA,5-6,mesh ribbon
FALSE,4,100,188753,TRUE,NA,14,Bellissima Chunky,stylecraft-bellissima-chunky,4.67,6,28,plied,NA,7,158,Stylecraft,NA,4,14-15,Bulky,12,7,plied
FALSE,NA,100,77766,TRUE,NA,NA,Sock BFL SW (self-striping),tricoterie-sock-bfl-sw-self-striping,4.79,14,67,smooth,NA,NA,437,Tri'Coterie,NA,5,28,Fingering,4,14,smooth
FALSE,4,50,188837,NA,NA,16,New Sky,mayflower-new-sky,4.7,10,47,plied,NA,NA,164,Mayflower,NA,4,14-15,Bulky,12,7,plied
TRUE,4,50,78090,FALSE,NA,18,Casuale,plymouth-yarn-casuale,4,11,44,plied,NA,NA,109,Plymouth Yarn,NA,1,18,Aran,10,8,plied
FALSE,4,100,189135,TRUE,NA,30,Fantastico Color 4-fädig / 4-ply,schachenmayr-regia-fantastico-color-4-fadig---4-ply,4.56,9,41,plied,NA,NA,459,Schachenmayr Regia,NA,5,28,Fingering,4,14,plied
FALSE,4,50,189231,TRUE,NA,28,Soft,fraya-soft,4.17,6,25,Plied,NA,NA,197,Fraya,NA,5,28,Fingering,4,14,plied
FALSE,4,100,78304,NA,NA,18,Karstalanka 180 TEX x 3,pirtin-kehraamo-karstalanka-180-tex-x-3,4,5,20,Plied,NA,NA,202,Pirtin Kehräämö,NA,1,18,Aran,10,8,plied
FALSE,4,50,190721,NA,NA,26,BFL Fingering,emily-c-gillies-bfl-fingering,4.83,12,58,plied,NA,NA,180,Emily C Gillies,NA,5,28,Fingering,4,14,plied
FALSE,1,100,79867,TRUE,10,8,Bolinas Sock,tactile-fiber-arts-studio-bolinas-sock,4.31,13,56,smooth 3-ply,NA,NA,410,Tactile Fiber Arts Studio,NA,5,28,Fingering,4,14,smooth 3-ply
FALSE,4,100,192073,NA,NA,28,Lurex Fingering,tricot--stitch-lurex-fingering,5,9,45,plied,NA,NA,437,Tricot & Stitch,NA,5,28,Fingering,4,14,plied
FALSE,4,100,81364,TRUE,NA,30,Hot Socks Nil,four-seasons-grundl-hot-socks-nil,4.83,6,29,plied,NA,NA,459,Four Seasons Gründl,NA,5,28,Fingering,4,14,plied
FALSE,4,50,192556,NA,NA,23,Delaine Merino,stone-wool-delaine-merino,4.78,9,43,plied,NA,NA,190,Stone Wool,NA,10,24-26,Sport,5,12,plied
FALSE,4,100,192732,NA,NA,14,Alpaca Silk Chunky,knit-stars-loops-luxe-alpaca-silk-chunky,4.92,13,64,plied,NA,NA,109,Knit Stars Loops Luxe,NA,4,14-15,Bulky,12,7,plied
FALSE,4,100,192803,NA,28,NA,Tara 4ply,townhouse-yarns-tara-4ply,5,16,80,Plied,NA,NA,400,Townhouse Yarns,NA,5,28,Fingering,4,14,plied
FALSE,4,100,192895,NA,NA,22,Merino Nylon DK,daisy-stitch-co-merino-nylon-dk,5,9,45,plied,NA,NA,245,Daisy Stitch Co,NA,11,22,DK,8,11,plied
FALSE,NA,150,82618,TRUE,NA,NA,Sockenwolle 6 fach,maartens-art-kunterbunt-sockenwolle-6-fach,5,11,55,NA,NA,NA,426,maARTens ART Kunterbunt,NA,10,24-26,Sport,5,12,NA
FALSE,4,100,83193,NA,NA,22,Delft DK,knitsch-yarns-delft-dk,4.56,9,41,plied,NA,NA,240,Knitsch Yarns,NA,11,22,DK,8,11,plied
FALSE,1,100,83257,TRUE,8,7,Serenity,fishknits-serenity,4.75,8,38,plied,NA,NA,440,Fishknits Yarn,NA,5,28,Fingering,4,14,plied
FALSE,4,NA,195995,TRUE,NA,18,Stitch 101 50/50,yarn-bee-stitch-101-50-50,4.3,10,43,NA,NA,NA,180,Yarn Bee,NA,1,18,Aran,10,8,NA
FALSE,4,50,196282,NA,NA,22,Pure Cashmere,rowan-pure-cashmere,4.75,12,57,plied,NA,11,150,Rowan,NA,11,22,DK,8,11,plied
FALSE,4,50,196516,TRUE,26,23,Cashmereno Sport Speckled,ella-rae-cashmereno-sport-speckled,4.67,9,42,plied,NA,NA,137,Ella Rae,NA,10,24-26,Sport,5,12,plied
FALSE,4,100,196979,NA,NA,32,Sock,ceces-wool-sock,4.9,10,49,"plied, high twist",NA,NA,490,CeCe's Wool,NA,13,32,Light Fingering,3,NA,"plied, high twist"
FALSE,1,113,197132,NA,8,6.5,Ellsworth,jill-draper-makes-stuff-ellsworth,4.33,9,39,sturdy single,NA,NA,880,Jill Draper Makes Stuff,NA,7,32-34,Lace,2,NA,sturdy single
FALSE,4,225,197462,NA,NA,12,Toasty,bernat-toasty,3.86,7,27,boucle,NA,NA,285,Bernat,NA,6,7-12,Super Bulky,NA,5-6,boucle
FALSE,4,100,86586,TRUE,30,22,Jasmin,madame-tricote-jasmin,4.33,6,26,Plied,NA,NA,220,Madame Tricote,NA,12,20,Worsted,10,9,plied
FALSE,4,50,86810,FALSE,NA,28,Alpaca Linda,aufburg-alpaca-linda,4.31,13,56,Plied,NA,NA,183,Aufburg,NA,5,28,Fingering,4,14,plied
FALSE,4,100,197833,NA,NA,11,Super Bulky,threadhead-knits-co-super-bulky,4.75,12,57,singles,NA,NA,76,ThreadHead Knits Co.,NA,6,7-12,Super Bulky,NA,5-6,singles
FALSE,NA,100,87083,FALSE,NA,NA,Integrity,cj-kopec-creations-integrity,4.69,13,61,NA,NA,NA,450,CJ Kopec Creations,NA,5,28,Fingering,4,14,NA
FALSE,4,100,198046,NA,NA,28,Fingering,woolen-women-fiber-fingering,4.93,14,69,plied,NA,NA,415,Woolen Women Fiber,NA,5,28,Fingering,4,14,plied
FALSE,4,100,87703,FALSE,NA,28,Sparkle Sock,lamington-lass-sparkle-sock,4.67,15,70,plied,NA,NA,437,Lamington Lass,NA,5,28,Fingering,4,14,plied
FALSE,NA,50,88011,FALSE,NA,25,Natural Mid-weight,ardalanish-natural-mid-weight,4.79,14,67,NA,NA,NA,153,Ardalanish,NA,10,24-26,Sport,5,12,NA
