expedition_id,peak_id,peak_name,year,season,basecamp_date,highpoint_date,termination_date,termination_reason,highpoint_metres,members,member_deaths,hired_staff,hired_staff_deaths,oxygen_used,trekking_agency
EVER97109,EVER,Everest,1997,Spring,1997-04-05,1997-05-27,NA,Success (main peak),8850,8,0,9,0,TRUE,Asian Trekking
LHOT97101,LHOT,Lhotse,1997,Spring,1997-04-05,1997-05-23,NA,Success (main peak),8516,11,0,0,0,TRUE,Asian Trekking
EVER97111,EVER,Everest,1997,Spring,1997-04-06,1997-05-28,1997-05-31,Lack of time,8200,2,0,3,0,TRUE,Asian Trekking
EVER97101,EVER,Everest,1997,Spring,1997-03-19,1997-04-26,1997-05-01,Success (main peak),8850,16,0,16,0,TRUE,Asian Trekking
MAKA97101,MAKA,Makalu,1997,Spring,1997-03-27,1997-05-21,1997-05-28,Success (main peak),8485,9,2,0,0,TRUE,Everest Trekking
KANG97104,KANG,Kangchenjunga,1997,Spring,1997-04-14,1997-05-08,1997-05-22,"Bad weather (storms, high winds)",8350,7,0,5,0,FALSE,Windhorse Trekking
MAKA97104,MAKA,Makalu,1997,Spring,1997-04-28,1997-05-25,1997-05-29,Lack of time,7300,1,0,0,0,FALSE,Asian Trekking/Sherpa Cooperative Trekking (SCT)
KANG97102,KANG,Kangchenjunga,1997,Spring,1997-04-07,1997-05-24,1997-05-31,Success (main peak),8586,15,0,0,0,FALSE,Everest Parivar
KANG97103,KANG,Kangchenjunga,1997,Spring,1997-04-11,1997-05-13,1997-05-16,Lack of time,8500,11,0,1,0,FALSE,Himalayan Explorers
BARU97101,BARU,Baruntse,1997,Spring,1997-04-30,1997-05-02,1997-05-03,"Bad weather (storms, high winds)",6400,3,0,4,0,TRUE,Iceland Trekking
MAKA97102,MAKA,Makalu,1997,Spring,1997-04-02,1997-04-20,1997-04-29,"Bad weather (storms, high winds)",7300,2,0,0,0,FALSE,Khumbi-ila Mt. & Trekking
KANG97101,KANG,Kangchenjunga,1997,Spring,1997-03-28,1997-05-08,1997-05-16,"Bad weather (storms, high winds)",8350,7,0,0,0,FALSE,Kunga
MAKA97103,MAKA,Makalu,1997,Spring,1997-04-27,1997-05-18,1997-06-05,Lack of time,7200,3,0,0,0,FALSE,Himalaya Expeditions
GIMM97101,GIMM,Gimmigela Chuli,1997,Spring,1997-04-03,1997-05-10,1997-05-18,Success (main peak),7005,14,0,0,0,FALSE,Summit Nepal Trekking
KANG97105,KANG,Kangchenjunga,1997,Spring,NA,NA,NA,Did not reach base camp,NA,2,0,0,0,FALSE,International Trekkers (Intrek Asia)
EVER97122,EVER,Everest,1997,Spring,1997-04-15,1997-05-08,1997-05-13,"Illness, AMS, exhaustion, or frostbite",7100,1,0,0,0,FALSE,Asian Trekking
JANU75301,JANU,Jannu,1975,Autumn,1975-09-08,1975-10-20,NA,"Bad weather (storms, high winds)",7300,15,0,8,0,FALSE,NA
EVER75301,EVER,Everest,1975,Autumn,1975-08-23,1975-09-24,1975-10-01,Success (main peak),8850,23,1,60,1,TRUE,Mountain Travel
CHRW75301,CHRW,Churen Himal West,1975,Autumn,1975-09-12,1975-10-21,1975-10-26,Success (main peak),7371,5,0,4,1,FALSE,NA
DHA475301,DHA4,Dhaulagiri IV,1975,Autumn,1975-09-01,1975-10-19,NA,Success (main peak),7661,16,0,4,0,FALSE,NA
KJRN75301,KJRN,Kanjiroba North,1975,Autumn,1975-10-09,1975-10-29,1975-11-17,Accident (death or serious injury),6300,7,1,2,0,FALSE,NA
ANNS75301,ANNS,Annapurna South,1975,Autumn,1975-09-13,1975-10-20,NA,"Bad weather (storms, high winds)",5800,10,0,0,0,FALSE,NA
ANN175101,ANN1,Annapurna I,1975,Spring,1975-03-24,1975-04-05,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6250,9,1,7,0,FALSE,NA
YALU75101,YALU,Yalung Kang,1975,Spring,1975-04-11,1975-05-09,1975-05-20,Success (main peak),8505,11,0,13,0,TRUE,Annapurna Treks
NUPT75101,NUPT,Nuptse,1975,Spring,1975-04-02,1975-05-09,1975-05-20,Accident (death or serious injury),7200,22,4,3,0,FALSE,NA
MANA75101,MANA,Manaslu,1975,Spring,1975-03-29,1975-04-26,NA,Success (main peak),8163,12,0,9,0,TRUE,NA
LHOT75101,LHOT,Lhotse,1975,Spring,1975-03-29,1975-05-06,1975-05-20,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7500,15,0,10,0,FALSE,NA
PUMO75101,PUMO,Pumori,1975,Spring,1975-04-03,1975-04-30,1975-05-07,Success (main peak),7138,7,1,4,1,FALSE,NA
CHRW75101,CHRW,Churen Himal West,1975,Spring,1975-04-07,1975-05-13,NA,Success (main peak),7371,10,0,6,0,FALSE,NA
HIME75101,HIME,Himalchuli East,1975,Spring,1975-03-27,1975-05-03,1975-05-11,"Bad weather (storms, high winds)",6750,8,0,10,0,FALSE,NA
PK2975101,PK29,Peak 29,1975,Spring,1975-03-31,1975-04-30,1975-05-06,"Bad weather (storms, high winds)",7200,13,0,8,0,FALSE,NA
DHA575101,DHA5,Dhaulagiri V,1975,Spring,1975-03-01,1975-05-01,1975-05-11,Success (main peak),7618,15,0,15,0,FALSE,NA
BAUD75101,BAUD,Baudha,1975,Spring,1975-03-21,1975-04-13,1975-04-28,"Bad weather (storms, high winds)",6315,6,0,2,0,FALSE,NA
DHA275101,DHA2,Dhaulagiri II,1975,Spring,1975-03-24,1975-05-16,1975-05-25,"Route technically too difficult, lack of experience, strength, or motivation",7300,8,0,5,0,FALSE,NA
DHA475101,DHA4,Dhaulagiri IV,1975,Spring,1975-03-24,1975-05-09,1975-05-18,Success (main peak),7661,16,2,5,0,FALSE,NA
MAK274301,MAK2,Makalu II,1974,Autumn,1974-09-29,1974-10-11,NA,Accident (death or serious injury),7200,9,1,4,0,FALSE,NA
DHA175101,DHA1,Dhaulagiri I,1975,Spring,1975-03-01,1975-04-19,NA,"Route technically too difficult, lack of experience, strength, or motivation",6200,17,2,7,3,FALSE,NA
MAKA74301,MAKA,Makalu,1974,Autumn,1974-09-19,1974-10-18,NA,"Bad weather (storms, high winds)",7800,9,0,4,0,FALSE,NA
LHOT74301,LHOT,Lhotse,1974,Autumn,1974-10-21,1974-12-25,1975-01-05,"Bad weather (storms, high winds)",8250,16,1,7,0,TRUE,NA
EVER74301,EVER,Everest,1974,Autumn,1974-08-16,1974-09-09,1974-09-21,Accident (death or serious injury),6900,10,1,20,5,FALSE,NA
LAMJ74301,LAMJ,Lamjung Himal,1974,Autumn,1974-09-15,1974-10-20,NA,Success (main peak),6983,6,0,4,0,FALSE,NA
HIME74301,HIME,Himalchuli East,1974,Autumn,1974-09-25,1974-10-23,NA,"Bad weather (storms, high winds)",7050,16,0,4,0,FALSE,NA
PUMO74301,PUMO,Pumori,1974,Autumn,1974-09-17,1974-10-13,NA,Success (main peak),7138,11,0,3,0,FALSE,Trans Himalayan Trekking (THT)
KANB74301,KANB,Kangbachen,1974,Autumn,1974-09-08,1974-09-29,1974-10-12,Success (main peak),7902,17,0,1,0,FALSE,NA
MAKA74101,MAKA,Makalu,1974,Spring,1974-03-22,1974-05-09,NA,"Bad weather (storms, high winds)",7500,10,0,10,0,FALSE,NA
ANN274101,ANN2,Annapurna II,1974,Spring,1974-03-20,1974-04-26,NA,Other,7370,8,0,7,0,FALSE,NA
HIME74101,HIME,Himalchuli East,1974,Spring,1974-03-19,1974-05-07,1974-05-18,Accident (death or serious injury),7450,11,0,10,0,FALSE,NA
KANB74101,KANB,Kangbachen,1974,Spring,1974-04-16,1974-05-26,1974-05-31,Success (main peak),7902,15,0,4,0,TRUE,NA
ANNE74101,ANNE,Annapurna I East,1974,Spring,1974-04-04,1974-04-29,1974-05-04,Success (main peak),8026,9,0,8,0,FALSE,NA
EVER75101,EVER,Everest,1975,Spring,1975-03-16,1975-05-16,1975-05-18,Success (main peak),8850,22,0,23,0,TRUE,NA
TUKU74101,TUKU,Tukuche,1974,Spring,1974-04-01,1974-04-21,1974-04-23,Success (main peak),6920,4,0,3,0,FALSE,NA
CHRW74101,CHRW,Churen Himal West,1974,Spring,1974-04-06,1974-05-14,NA,"Illness, AMS, exhaustion, or frostbite",6830,6,0,6,0,FALSE,NA
MANA74101,MANA,Manaslu,1974,Spring,1974-03-03,1974-05-04,1974-05-13,Success (main peak),8163,12,1,15,0,TRUE,NA
YALU74101,YALU,Yalung Kang,1974,Spring,1974-03-21,1974-05-14,NA,"Bad weather (storms, high winds)",8400,12,0,16,0,FALSE,NA
ANNS74101,ANNS,Annapurna South,1974,Spring,1974-03-14,1974-04-26,1974-05-01,"Route technically too difficult, lack of experience, strength, or motivation",6000,8,0,5,0,FALSE,NA
GANG74101,GANG,Gangapurna,1974,Spring,1974-03-30,1974-05-13,1974-05-17,Success (main peak),7455,11,0,5,0,FALSE,NA
PK2974101,PK29,Peak 29,1974,Spring,1974-03-03,1974-04-17,NA,"Route technically too difficult, lack of experience, strength, or motivation",5800,19,0,10,0,FALSE,NA
JANU74101,JANU,Jannu,1974,Spring,1974-03-19,1974-05-18,1974-05-24,Success (main peak),7711,9,0,14,0,FALSE,NA
KJRS74101,KJRS,Kanjiroba South,1974,Spring,1974-04-08,1974-04-27,1974-05-02,Success (main peak),6883,7,0,2,0,FALSE,NA
JETH74101,JETH,Jethi Bahurani,1974,Spring,1974-04-17,1974-05-19,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6250,6,0,0,0,FALSE,NA
LAMJ74101,LAMJ,Lamjung Himal,1974,Spring,1974-04-06,1974-04-25,1974-05-08,Success (main peak),6983,9,0,0,0,FALSE,NA
DHA474101,DHA4,Dhaulagiri IV,1974,Spring,NA,1974-04-14,1974-04-23,Accident (death or serious injury),5200,19,0,7,3,FALSE,NA
EVER74101,EVER,Everest,1974,Spring,1974-03-25,1974-05-12,NA,"Bad weather (storms, high winds)",8530,16,0,10,0,TRUE,NA
EVER73301,EVER,Everest,1973,Autumn,1973-08-25,1973-10-26,NA,Success (main peak),8850,49,0,33,1,TRUE,NA
PUTH73301,PUTH,Putha Hiunchuli,1973,Autumn,1973-09-14,1973-10-12,NA,Accident (death or serious injury),6400,8,2,4,1,FALSE,NA
SRKU73301,SRKU,Serku Dolma,1973,Autumn,1973-09-28,1973-10-30,1973-11-10,Success (main peak),6227,6,0,3,0,FALSE,NA
KANB73301,KANB,Kangbachen,1973,Autumn,1973-08-31,1973-10-01,1973-10-24,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6550,12,0,4,0,FALSE,NA
ANN173301,ANN1,Annapurna I,1973,Autumn,1973-09-03,1973-09-23,NA,Accident (death or serious injury),7000,11,2,12,0,FALSE,NA
DHA473301,DHA4,Dhaulagiri IV,1973,Autumn,1973-09-27,1973-11-19,NA,Accident (death or serious injury),6700,9,1,11,1,FALSE,NA
MANA73301,MANA,Manaslu,1973,Autumn,1973-09-20,1973-09-30,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6050,12,0,6,0,FALSE,NA
DHA373301,DHA3,Dhaulagiri III,1973,Autumn,1973-09-21,1973-10-20,1973-11-01,Success (main peak),7715,7,0,3,0,FALSE,NA
ANNS70301,ANNS,Annapurna South,1970,Autumn,1970-10-02,1970-10-27,1970-10-30,Success (main peak),7219,4,0,6,0,FALSE,NA
MANA73101,MANA,Manaslu,1973,Spring,1973-03-20,1973-04-22,NA,Success (main peak),8163,8,0,9,0,TRUE,NA
MAKA73101,MAKA,Makalu,1973,Spring,1973-03-29,1973-05-21,1973-05-30,Accident (death or serious injury),8010,19,1,9,0,TRUE,NA
DHA473101,DHA4,Dhaulagiri IV,1973,Spring,1973-04-04,1973-05-07,NA,"Bad weather (storms, high winds)",7250,9,0,0,0,FALSE,NA
DHA173101,DHA1,Dhaulagiri I,1973,Spring,1973-04-01,1973-05-12,1973-05-24,Success (main peak),8167,17,0,7,0,FALSE,NA
EVER73101,EVER,Everest,1973,Spring,1973-03-21,1973-05-05,NA,Success (main peak),8850,65,0,88,0,TRUE,NA
LHOT73101,LHOT,Lhotse,1973,Spring,1973-03-25,1973-05-08,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7300,9,0,5,0,FALSE,NA
PUMO73101,PUMO,Pumori,1973,Spring,1973-04-04,1973-05-01,1973-05-04,Success (main peak),7138,14,0,0,0,FALSE,NA
APIM73101,APIM,Api Main,1973,Spring,1973-04-01,1973-05-01,NA,"Bad weather (storms, high winds)",6150,9,0,4,0,FALSE,NA
ANN173101,ANN1,Annapurna I,1973,Spring,1973-04-04,1973-05-14,NA,"Bad weather (storms, high winds)",8040,11,4,10,1,TRUE,NA
KJER73101,KJER,Kanjeralwa,1973,Spring,1973-04-04,1973-04-22,1973-05-02,Success (main peak),6612,6,0,4,0,FALSE,NA
ANNS73101,ANNS,Annapurna South,1973,Spring,1973-03-28,1973-04-28,NA,"Bad weather (storms, high winds)",6760,6,0,4,0,FALSE,NA
YALU73101,YALU,Yalung Kang,1973,Spring,1973-03-29,1973-05-14,1973-05-22,Success (main peak),8505,15,1,10,0,TRUE,NA
EVER72301,EVER,Everest,1972,Autumn,1972-09-14,1972-11-12,1972-11-17,"Bad weather (storms, high winds)",8230,12,1,40,0,TRUE,NA
ANNS72301,ANNS,Annapurna South,1972,Autumn,1972-09-16,1972-10-21,NA,Success (subpeak),7150,5,0,5,0,FALSE,NA
JETH72301,JETH,Jethi Bahurani,1972,Autumn,1972-10-02,1972-10-27,1972-11-07,"Bad weather (storms, high winds)",6150,7,0,4,1,FALSE,NA
PUTH72301,PUTH,Putha Hiunchuli,1972,Autumn,1972-09-18,1972-10-14,NA,Success (main peak),7246,8,0,6,0,FALSE,NA
TUKU72301,TUKU,Tukuche,1972,Autumn,1972-09-30,1972-10-17,NA,Success (main peak),6920,5,0,4,0,FALSE,NA
DHA672301,DHA6,Dhaulagiri VI,1972,Autumn,1972-09-02,1972-10-15,NA,Success (main peak),7268,4,0,0,0,FALSE,NA
GURJ72301,GURJ,Gurja Himal,1972,Autumn,1972-10-03,1972-10-21,1972-10-25,Success (main peak),7193,14,0,2,0,FALSE,NA
PUMO72301,PUMO,Pumori,1972,Autumn,1972-09-24,1972-10-26,NA,Success (main peak),7138,8,0,6,0,FALSE,NA
MAKA72301,MAKA,Makalu,1972,Autumn,1972-09-05,1972-10-24,NA,"Route technically too difficult, lack of experience, strength, or motivation",8100,14,0,10,0,FALSE,NA
KANT97101,KANT,Kanti Himal,1997,Spring,1997-04-27,1997-05-05,1997-05-07,Other,6328,5,0,1,0,FALSE,Cosmo Treks
MANA72102,MANA,Manaslu,1972,Spring,1972-03-21,1972-04-25,NA,Success (main peak),8163,9,2,12,1,FALSE,NA
MANA72101,MANA,Manaslu,1972,Spring,1972-03-11,1972-03-27,NA,Accident (death or serious injury),6500,12,5,10,10,FALSE,"Unknown, if any"
LHOT72101,LHOT,Lhotse,1972,Spring,NA,NA,NA,Did not reach base camp,NA,3,0,0,0,FALSE,NA
CHOB72101,CHOB,Chobuje,1972,Spring,1972-04-08,1972-04-24,NA,Success (main peak),6686,5,0,0,0,FALSE,NA
PUTH72101,PUTH,Putha Hiunchuli,1972,Spring,1972-03-23,1972-04-28,1972-05-04,Success (main peak),7246,8,0,1,0,TRUE,NA
NAMP72101,NAMP,Nampa,1972,Spring,1972-03-31,1972-05-05,1972-05-08,Success (main peak),6729,5,1,3,0,FALSE,Trans Himalayan Trekking (THT)
MAK272101,MAK2,Makalu II,1972,Spring,1972-04-04,1972-05-04,NA,Other,7000,5,0,1,0,FALSE,NA
DHA472101,DHA4,Dhaulagiri IV,1972,Spring,1972-03-23,1972-04-30,NA,Accident (death or serious injury),6300,11,1,10,0,FALSE,NA
EVER72101,EVER,Everest,1972,Spring,1972-03-21,1972-05-20,1972-05-25,"Bad weather (storms, high winds)",8350,23,0,30,0,TRUE,NA
ANN197301,ANN1,Annapurna I,1997,Autumn,1997-09-06,1997-09-25,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6100,4,0,0,0,FALSE,Thamserku Trekking
ANN497302,ANN4,Annapurna IV,1997,Autumn,1997-10-10,1997-10-20,1997-10-27,"Bad weather (storms, high winds)",6400,7,0,1,0,FALSE,International Trekkers (Intrek Asia)
ANN497301,ANN4,Annapurna IV,1997,Autumn,1997-10-08,1997-10-21,1997-10-26,"Bad weather (storms, high winds)",6200,7,0,0,0,FALSE,Om-Mane Trekking
ANNS97301,ANNS,Annapurna South,1997,Autumn,1997-10-08,1997-10-16,1997-10-17,Other,4900,2,0,2,0,FALSE,Khumbi-ila Mt. & Trekking
TILI97301,TILI,Tilicho,1997,Autumn,1997-10-14,1997-10-23,1997-10-27,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5800,9,0,0,0,FALSE,Asian Trekking
FANG97301,FANG,Fang,1997,Autumn,1997-10-04,1997-11-08,1997-11-13,Accident (death or serious injury),7300,9,1,2,0,FALSE,Hyecho Adventure Trekking
DHA197307,DHA1,Dhaulagiri I,1997,Autumn,1997-10-08,1997-10-15,1997-11-04,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7000,7,0,0,0,FALSE,Windhorse Trekking
DHA197306,DHA1,Dhaulagiri I,1997,Autumn,1997-10-06,1997-10-15,1997-10-25,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7000,3,0,0,0,FALSE,International Trekkers (Intrek Asia)
PUTH97302,PUTH,Putha Hiunchuli,1997,Autumn,1997-10-30,1997-11-05,1997-11-06,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6200,7,0,1,0,FALSE,Thamserku Trekking
DHA197302,DHA1,Dhaulagiri I,1997,Autumn,1997-09-11,1997-09-25,1997-09-28,Success (main peak),8167,2,0,0,0,FALSE,None
DHA197304,DHA1,Dhaulagiri I,1997,Autumn,1997-09-17,1997-10-18,1997-10-19,"Illness, AMS, exhaustion, or frostbite",7500,1,0,1,0,FALSE,Asian Trekking
DHA197305,DHA1,Dhaulagiri I,1997,Autumn,1997-09-25,1997-10-19,1997-10-21,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7400,8,0,2,0,FALSE,International Trekkers (Intrek Asia)
TUKU97301,TUKU,Tukuche,1997,Autumn,1997-10-09,1997-10-12,1997-10-16,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6300,9,0,2,0,FALSE,Cosmo Treks
PUTH97301,PUTH,Putha Hiunchuli,1997,Autumn,1997-10-23,1997-10-29,1997-11-03,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5500,9,0,0,0,FALSE,Thamserku Trekking
DHA197301,DHA1,Dhaulagiri I,1997,Autumn,1997-09-08,1997-10-18,1997-11-04,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7500,8,0,0,0,FALSE,Cosmo Treks
RAKS97301,RAKS,Raksha Urai,1997,Autumn,1997-10-01,1997-10-06,1997-10-13,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5100,14,0,3,0,FALSE,Himalayan Sherpa Nepal
CHOY97321,CHOY,Cho Oyu,1997,Autumn,1997-11-01,1997-11-06,1997-11-10,Success (main peak),8188,4,0,0,0,FALSE,Mountain House
DHA197303,DHA1,Dhaulagiri I,1997,Autumn,1997-09-11,1997-09-24,1997-09-27,Success (main peak),8167,4,0,0,0,FALSE,Mountain House
ANN197302,ANN1,Annapurna I,1997,Autumn,1997-10-08,1997-10-15,1997-10-18,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6400,3,0,0,0,FALSE,Mountain House
GAN297301,GAN2,Ganesh II,1997,Autumn,1997-09-25,1997-10-06,1997-10-17,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5200,4,0,3,0,FALSE,Cosmo Treks
MANA97303,MANA,Manaslu,1997,Autumn,1997-09-04,1997-10-08,1997-10-13,Success (main peak),8163,8,0,5,0,TRUE,Cosmo Treks
MANA97301,MANA,Manaslu,1997,Autumn,1997-08-27,1997-09-19,1997-09-29,Success (main peak),8163,11,0,3,0,FALSE,Iceland Trekking
MANA97305,MANA,Manaslu,1997,Autumn,1997-09-09,1997-09-27,1997-09-28,Success (main peak),8163,2,0,0,0,FALSE,Asian Trekking
MANA97307,MANA,Manaslu,1997,Autumn,1997-09-17,1997-10-08,NA,Success (main peak),8163,11,2,0,0,FALSE,Nepal Trans Himalayan Explorer
MANA97308,MANA,Manaslu,1997,Autumn,1997-09-22,1997-10-05,1997-10-12,"Bad weather (storms, high winds)",6900,11,0,3,0,TRUE,Sherpa & Swiss Adventures
MANA97302,MANA,Manaslu,1997,Autumn,1997-08-29,1997-10-08,1997-10-13,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7690,2,0,3,0,TRUE,Cosmo Treks
MANA97304,MANA,Manaslu,1997,Autumn,1997-09-05,1997-09-26,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6700,5,0,6,0,FALSE,Rolwaling Treks
GAUR97301,GAUR,Gaurishankar,1997,Autumn,1997-09-04,1997-09-23,1997-09-27,"Route technically too difficult, lack of experience, strength, or motivation",6300,4,0,0,0,FALSE,None
MANA97306,MANA,Manaslu,1997,Autumn,1997-09-09,1997-10-08,1997-10-11,Success (main peak),8163,4,0,0,0,FALSE,Asian Trekking
CHOY97316,CHOY,Cho Oyu,1997,Autumn,1997-09-18,1997-10-13,1997-10-15,Success (main peak),8188,7,0,2,0,FALSE,Thamserku Trekking
CHOY97313,CHOY,Cho Oyu,1997,Autumn,1997-09-07,1997-09-28,NA,Success (main peak),8188,8,0,2,0,FALSE,Summit Nepal Trekking
CHOY97305,CHOY,Cho Oyu,1997,Autumn,1997-09-01,1997-09-20,NA,Success (main peak),8188,7,0,2,0,FALSE,Thamserku Trekking
CHOY97309,CHOY,Cho Oyu,1997,Autumn,1997-09-06,1997-09-26,1997-10-01,Success (main peak),8188,8,0,0,0,FALSE,Windhorse Trekking
CHOY97314,CHOY,Cho Oyu,1997,Autumn,1997-09-08,1997-09-21,1997-10-07,"Bad weather (storms, high winds)",7500,7,0,1,0,FALSE,Thamserku Trekking
CHOY97310,CHOY,Cho Oyu,1997,Autumn,1997-09-06,1997-09-22,1997-10-05,Success (main peak),8188,12,0,1,0,FALSE,Thamserku Trekking
CHOY97311,CHOY,Cho Oyu,1997,Autumn,1997-09-06,1997-09-26,NA,Success (main peak),8188,5,0,0,0,FALSE,Thamserku Trekking
CHOY97312,CHOY,Cho Oyu,1997,Autumn,1997-09-06,1997-09-27,NA,Success (main peak),8188,9,0,3,0,TRUE,Asian Trekking
CHOY97318,CHOY,Cho Oyu,1997,Autumn,1997-09-25,1997-10-13,1997-10-16,"Bad weather (storms, high winds)",7700,23,0,6,0,TRUE,Thamserku Trekking
CHOY97317,CHOY,Cho Oyu,1997,Autumn,1997-09-19,1997-09-27,1997-10-15,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7550,3,0,0,0,FALSE,Asian Trekking
CHOY97319,CHOY,Cho Oyu,1997,Autumn,1997-09-25,1997-10-15,1997-10-17,Success (main peak),8188,14,0,0,0,FALSE,None
CHOY97308,CHOY,Cho Oyu,1997,Autumn,1997-09-05,1997-09-21,1997-10-03,Success (main peak),8188,19,0,0,0,FALSE,Asian Trekking
CHOY97302,CHOY,Cho Oyu,1997,Autumn,1997-08-31,1997-09-28,1997-10-05,Success (main peak),8188,11,0,4,0,TRUE,Chomalhari Trekking
CHOY97315,CHOY,Cho Oyu,1997,Autumn,1997-09-10,1997-09-28,1997-10-03,Success (main peak),8188,9,0,3,0,TRUE,Wilderness Experience
CHOY97320,CHOY,Cho Oyu,1997,Autumn,1997-09-01,1997-09-28,NA,Success (main peak),8188,10,0,2,0,TRUE,Great Escapes Trekking
CHOY97301,CHOY,Cho Oyu,1997,Autumn,1997-08-30,1997-09-19,1997-09-23,Success (main peak),8188,9,0,1,0,FALSE,Windhorse Trekking
CHOY97303,CHOY,Cho Oyu,1997,Autumn,1997-08-31,1997-09-22,1997-09-28,Success (main peak),8188,3,0,2,0,FALSE,Rolwaling Treks
CHOY97306,CHOY,Cho Oyu,1997,Autumn,1997-09-01,1997-09-26,NA,Success (main peak),8188,4,0,2,0,TRUE,Cosmo Treks
CHOY97307,CHOY,Cho Oyu,1997,Autumn,1997-09-01,1997-09-22,1997-10-05,"Illness, AMS, exhaustion, or frostbite",7000,2,0,0,0,FALSE,Great Escapes Trekking
CHOY97304,CHOY,Cho Oyu,1997,Autumn,1997-08-31,1997-09-21,1997-09-25,Success (main peak),8188,8,0,2,0,FALSE,Windhorse Trekking
AMAD97306,AMAD,Ama Dablam,1997,Autumn,1997-10-07,1997-10-19,1997-10-22,Success (main peak),6814,6,0,3,0,FALSE,Great Himalayan Adventure (GHA)
AMAD97309,AMAD,Ama Dablam,1997,Autumn,1997-10-13,1997-10-28,1997-10-31,Success (main peak),6814,11,0,4,0,FALSE,Iceland Trekking
AMAD97307,AMAD,Ama Dablam,1997,Autumn,1997-10-10,1997-10-18,1997-10-21,Success (main peak),6814,2,0,0,0,FALSE,Asian Trekking
AMAD97304,AMAD,Ama Dablam,1997,Autumn,1997-10-05,1997-10-15,1997-10-18,Success (main peak),6814,9,0,1,0,FALSE,Royal Mountain Travel
AMAD97303,AMAD,Ama Dablam,1997,Autumn,1997-10-04,1997-10-15,1997-10-21,Success (main peak),6814,10,0,2,0,FALSE,Thamserku Trekking
AMAD97305,AMAD,Ama Dablam,1997,Autumn,1997-10-06,1997-10-15,1997-10-23,Success (main peak),6814,8,0,1,0,FALSE,Everest Parivar
AMAD97302,AMAD,Ama Dablam,1997,Autumn,1997-09-22,1997-10-15,1997-10-18,Success (main peak),6814,4,0,0,0,FALSE,Wilderness Experience
AMAD97310,AMAD,Ama Dablam,1997,Autumn,1997-10-17,1997-10-20,NA,Success (main peak),6814,15,0,2,0,FALSE,Arun Treks
AMAD97312,AMAD,Ama Dablam,1997,Autumn,1997-10-23,1997-10-28,1997-11-01,Lack of time,6200,8,0,1,0,FALSE,Khumbu Himalayan Trekking
AMAD97308,AMAD,Ama Dablam,1997,Autumn,1997-10-11,1997-10-18,1997-10-21,Success (main peak),6814,3,0,0,0,FALSE,Asian Trekking
AMAD97311,AMAD,Ama Dablam,1997,Autumn,1997-10-19,1997-10-30,1997-11-02,Success (main peak),6814,3,0,2,0,FALSE,Wilderness Experience
AMAD97301,AMAD,Ama Dablam,1997,Autumn,1997-09-21,1997-10-07,1997-10-09,Success (main peak),6814,10,0,0,0,FALSE,Asian Trekking
PUMO97302,PUMO,Pumori,1997,Autumn,1997-10-11,1997-10-20,1997-10-23,"Bad weather (storms, high winds)",6600,6,0,2,0,FALSE,Everest Trekking
PUMO97303,PUMO,Pumori,1997,Autumn,1997-10-15,1997-10-20,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6100,1,0,2,0,FALSE,Cosmo Treks
PUMO97306,PUMO,Pumori,1997,Autumn,1997-10-29,1997-11-05,1997-11-06,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5850,4,0,0,0,FALSE,Asian Trekking
PUMO97301,PUMO,Pumori,1997,Autumn,1997-09-30,1997-10-09,1997-10-12,Accident (death or serious injury),6650,9,3,0,0,FALSE,Himal Venture Treks
PUMO97304,PUMO,Pumori,1997,Autumn,1997-10-16,1997-10-22,1997-10-29,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6150,7,0,2,0,TRUE,Wilderness Experience
PUMO97305,PUMO,Pumori,1997,Autumn,1997-10-17,1997-11-01,1997-11-10,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6200,7,0,0,0,FALSE,Himalayan Sherpa Nepal
LHOT97302,LHOT,Lhotse,1997,Autumn,1997-09-09,1997-10-15,1997-10-18,Success (main peak),8516,2,0,0,0,FALSE,Monterosa Treks
