feature_id,description,history
455310,NA,Founded in 1846 and incorporated in 1857.
455313,NA,Platted in 1857 and incorporated in 1889.
455332,NA,Founded in 1850 and incorporated in 1933.
455358,NA,Founded in 1869 and incorporated in 1891.
455362,NA,Founded in 1890 and incorporated in 1900.
455368,NA,Founded in 1864 and incorporated in 1878.
455370,NA,Incorporated in 1873.
455394,NA,Founded in 1849 and incorporated in 1881.
455414,NA,Founded in 1882 and incorporated in 1884.
455415,NA,Platted in 1855 and incorporated in February 1875.
455422,NA,Founded in 1882 and incorporated in 1892.
455423,NA,"Named for Clarence, New York, the town was first called Onion Grove because of the formerly abundant growth of wild onions in the timber along Mill Creek. (IA-T1) Incorporated in 1866."
455425,NA,Founded in 1857 and incorporated in 1866.
455428,NA,Founded in 1865 and incorporated in 1881.
455441,NA,County seat of Butler County from 1854 to 1860. Founded in 1853 and incorporated in 1874.
455448,NA,Founded in 1849 and incorporated in 1856.
455451,NA,Platted in 1857.
455465,NA,Founded in 1856 and incorporated in 1871.
455468,NA,Founded in 1881 and incorporated in 1882.
455470,NA,Founded in 1890 and incorporated in 1901.
455471,NA,Incorporated in 1903.
455473,NA,Founded in 1851 and incorporated in 1875.
455480,NA,Founded in 1838 and incorporated in 1857.
455484,NA,Platted in 1874 and incorporated in 1882.
455485,NA,Founded in 1882 and incorporated in 1956.
455490,NA,Founded in 1900 and incorporated in 1901.
455506,NA,Founded in 1870.
455514,NA,Founded in 1857 and incorporated in 1892.
455516,NA,The name came about as the result of some men who were digging holes for the first foundations.  They had been discussing a name for the town when  one of them picked a coin out of the excavation and suggested that they name the village for it. (IA-T2)
455526,NA,Founded in 1848 and incorporated in 1893. Current form of the name adopted in 1849.
455535,NA,Founded in 1856 and incorporated in 1875.
455538,NA,"So named because of a child's mispronunciation of the name of his pet dog, 'Colo', for the dog Carlo, which was run over by a train when the town was being platted. (IA-T6) Founded in 1865 and incorporated in 1876."
455541,NA,Founded in 1857.
455544,NA,Founded in 1841 and incorporated in 1870.
455546,NA,Founded in 1869 and incorporated in 1874.
455577,NA,"Surveyed by Henn, Williams, Cook and Company in 1855, Correctionville had the more unusual honor of being located on a 'correction line', thus explaining why it was so named (IA-T2)"
455616,NA,Founded in 1881.
455624,NA,Founded in 1866 and incorporated in 1873.
455634,NA,Founded in 1855 and incorporated in 1871. Became the county seat of Adams County in 1872.
455636,NA,Founded in 1855 and incorporated in 1882.
455640,NA,Founded in 1880.
455647,NA,Founded in 1852 and incorporated in 1867.
455649,NA,Founded in 1890.
455655,NA,Incorporated in 1867.
455671,NA,Founded in 1901 and incorporated in 1909.
455672,NA,Hamlet originally named Miller's Hollow and named Kanesville from 1848 to 1853. Founded in 1846 and incorporated in 1853.
455681,NA,Founded in 1882.
455692,NA,Incorporated on 26 April 1911.
455702,NA,Founded in 1902.
455707,NA,Founded in 1839 and incorporated in 1891.
455709,NA,Founded in 1856 and incorporated in 1959.
455712,NA,Founded in 1866 and incorporated in 1868.
455716,NA,Founded in 1869 and incorporated in 1871.
455725,NA,Founded in 1868 and incorporated in 1893.
455735,NA,Founded in 1849.
455748,NA,Founded in 1897 and incorporated in 1898.
455754,NA,Founded in 1884.
455761,NA,"Originally called Penrose, the town later changed its name to Cushing in honor of L. Cushing Kimball of Boston, Massachusetts who settled there in 1856.(IA-T1) Platted in 1883 and incorporated in 1892."
455777,NA,"Founded in 1869 and incorporated in 1880. Named for George M.. Dallas, Vice- President under President Polk."
455785,NA,"Named after the popular storekeeper-postmaster, Dan Thomas, who was the first store owner in the Liston Township.  The 'bury' was borrowed from the name Woodbury around 1877 (IA-T2)."
455807,NA,Laid out in 1855.
455814,NA,Founded in 1882 and incorporated in 1908. Current name adopted in 1884.
455819,NA,Founded in 1856 and incorporated in 1881.
455823,NA,Founded in 1868 and incorporated in 1875.
455826,NA,"Named for DeWitt Clinton, Governor of NY 1817-1822; served as County seat 1841-1869. Founded in 1841 and incorporated in 1858. Current name adopted in 1842."
455837,NA,Founded in 1851 and incorporated in 1875.
455839,NA,"The town Decorah was named for Chief Waukon Decorah, who sided with the white men during the Black Hawk War. (IA-T1)"
455840,NA,Founded in 1881.
455874,NA,Founded in 1899 and incorporated in 1900.
455876,NA,Founded in 1880 and incorporated in 1920.
455877,NA,Founded in 1875 and incorporated in 1877.
455880,NA,Founded in 1856 and incorporated in 1875.
455885,NA,"Denver was originally called Jefferson City, but after the Star Mail Route; a mail service provided to towns having no federal service, was established, the town changed its name to Breckenridge. When a federal post office was established in 1863, the name was changed to Denver. (IA-T1) Founded in 1855. Incorporated on 30 June 1896."
455887,NA,Founded in 1872 and incorporated in 1901.
455900,NA,Founded in 1880. Platted in 1888.
455902,NA,Founded in 1868.
455904,NA,Founded in 1881 and incorporated in 1896.
455912,NA,Founded in 1886 and incorporated in 1909.
455920,NA,Incorporated in 1901.
455927,NA,Founded in 1854 and incorporated in 1909.
455948,NA,Founded in 1899 and incorporated in 1902.
455950,NA,Founded in 1870 and incorporated in 1909.
455952,NA,Founded in 1878. Disincorporated in 1991.
455954,NA,Founded in 1881 and incorporated in 1892.
455957,NA,Founded in 1889 and incorporated in 1902.
455958,NA,Founded in 1873.
455960,NA,Founded in 1866.
455961,NA,Founded and incorporated in 1900.
455969,NA,Founded in 1869 and incorporated in 1892.
455974,NA,Platted in 1853.
455978,NA,Founded in 1880 and incorporated in 1892.
456008,NA,Founded in 1847 and incorporated in 1866.
456040,NA,Incorporated in 1833.
456055,NA,Founded in 1879 and incorporated in 1896.
456060,NA,Incorporated in 1893.
456061,NA,Founded in 1887 and incorporated in 1977.
456065,NA,Founded in 1866 and incorporated in 1899.
456066,NA,Founded in 1867 and incorporated in 1871.
456073,NA,Incorporated in 1933.
456075,NA,Founded in 1854 and incorporated in 1867. Named for Thomas Durant.
456086,NA,"Founded in 1848 and incorporated in 1872. Named for a former landowner, James Dyer."
456087,NA,Founded in 1872 and incorporated in 1881. Named from the town in Scotland.
456091,NA,Platted in 1881 and incorporated in 1882.
456104,NA,Founded in 1869 and incorporated in 1870.
456105,NA,Founded in 1882 and incorporated in 1892.
456106,NA,"Founded in 1857 and incorporated in 1882. Named for its first settler, G. M. Earl."
456107,NA,Platted in 1882 and incorporated in 1883.
456235,NA,Incorporated in 1892.
456261,NA,Founded in 1882.
456267,NA,"Prior to the 1860's, two women, Mrs. Newton and Mrs. Towner, pioneering in women's fashions and bloomer dresses, earned for the settlement the name 'Bloomertown', by which it was known for miles around (IA-T1)."
456301,NA,Incorporated in 1951.
456303,NA,Platted in 1846.
456310,NA,Laid out in 1855.
456323,NA,Founded in 1881.
456324,NA,Founded in 1880 and incorporated in 1893.
456341,NA,Founded in 1886 and incorporated in 1891.
456352,NA,Founded in 1854.
456353,NA,Founded in 1873.
456356,NA,Founded in 1872 and incorporated in 1903.
456360,NA,Incorporated in 1875.
456375,NA,Founded in 1856 and incorporated in 1877.
456385,NA,Founded in 1855 and incorporated in 1879.
456393,NA,Founded in 1872 and incorporated in 1876.
456397,NA,Founded in 1858 and incorporated in 1881.
456412,NA,Incorporated in 1947.
456447,NA,Founded in 1884 and incorporated in 1902.
456456,NA,Founded in 1857 and incorporated in 1880.
456457,NA,Founded in 1874 and incorporated in 1904.
456462,NA,Founded in 1854 and incorporated in 1891.
456463,NA,Founded in 1863 and incorporated in 1930.
456465,NA,Incorporated in 1875.
456474,NA,"Founded in 1839. Fairport was once known as 'Jug Town' because of its pottery works. Beginning around 1869, John Feustel, a German immigrant started making pottery. The name lasted about 40 years. Today pottery is no longer made there. (IA-T1)"
456477,NA,Laid out in 1841.
456536,NA,Surveyed in 1856 and incorporated in 1902.
456539,NA,Founded in 1856 and incorporated in 1879.
456541,NA,Founded in 1886.
456553,NA,Founded in 1839 and incorporated in 1841.
456555,NA,Platted in 1881 and incorporated in 1892.
456556,NA,"Platted in 1870 and incorporated in 1878. Named for Admiral David Farragut, a Union naval officer in the Civil War."
456559,NA,Founded in 1903.
456562,NA,Founded in 1855 and incorporated in 1874.
456571,NA,Founded in 1899 and incorporated in 1903.
456573,NA,Founded in 1882 and incorporated in 1906.
456580,NA,Founded in 1877 and incorporated in 1908.
456582,NA,Founded in 1856.
456644,NA,Founded in 1854 and incorporated in 1913.
456646,NA,Founded in 1855 and incorporated in 1899.
456657,NA,"Fonda was first named Marvin in honor of Marvin Hewitt, a railroad official, but the Post Office was named Cedarville because of the nearby Cedar Creek. Confusion between the two prompted the citizens to abandon both name and choose Fonda, name chosen because it was found in the U. S. Post Office directory only once (IA-T1). Platted in 1870 and incorporated in 1884."
456661,NA,Platted in 1855 and incorporated in 1871.
456667,NA,Founded in 1856 and incorporated 1878.
456681,NA,Founded in 1869 and incorporated in 1895.
456686,NA,Incorporated in 1869.
456689,NA,"This site was known to the traders, trappers, and voyagers on the Mississippi as Lone Chimney because of the ruins of the fort evacuated there. (IA-T6) Incorporated in 1836."
456695,NA,Founded in 1882 and incorporated in 1912.
456723,NA,Founded in 1840 and incorporated in 1874.
456746,NA,Founded in 1851.
456747,NA,Platted in 1893 and incorporated in 1904.
456750,NA,Platted in 1856 and incorporated in 1894.
456752,NA,Founded in 1868 and incorporated in 1896.
456753,NA,Founded in 1836 and incorporated in 1874.
456761,NA,Founded in 1848 and incorporated in 1883.
456796,NA,"The town was originally known as Island because of its location to Muscatine Island, but with the rapid growth of the fruit industry in the vicinity, the name was changed to Fruitland. (IA-T1) Founded in 1880 and incorporated in 1972."
456803,NA,Founded in 1851.
456811,NA,Founded in 1853.
456813,10km (6 mi) NW of the community of Dows.,Founded in 1881 and incorporated in 1913. Current name adopted in 1888.
456815,NA,Founded in 1882 and incorporated in 1889.
456820,NA,Surveyed in 1872 and incorporated in 1907.
456823,NA,Founded in 1846 and incorporated in 1879.
456844,NA,"Named Jacksonville in 1844, Garnaville was given its present name in 1846 by Judge Samuel Murdock for a town in Ireland. (IA-T1) Incorporated in 1907."
456845,NA,Founded in 1870 and incorporated in 1901.
456854,NA,Founded in 1872 and incorporated in 1893. Current name adopted in 1877.
456857,NA,Founded in 1879 and incorporated in 1890.
456864,NA,Founded in 1888.
456868,NA,Platted in 1871 and incorporated in 1903.
456873,NA,Founded in 1887 and incorporated in 1890.
456886,NA,Founded in 1901.
456893,NA,Founded in 1871.
456895,NA,Current name adopted in 1903. Incorporated in 1954.
456897,NA,Founded in 1875.
456899,NA,Founded in 1879 and incorporated in 1882.
456900,NA,Platted in 1856 and incorporated in 1917.
456902,NA,Founded in 1872 and incorporated in 1876.
456906,NA,Founded in 1882 and incorporated in 1887.
456914,NA,Founded and incorporated in 1880.
456928,NA,Founded in 1848 and incorporated in 1857.
456935,NA,Founded in 1866 and incorporated in 1873.
456961,NA,Founded in 1884 and incorporated in 1893.
456975,NA,Incorporated in 1908.
456991,NA,Incorporated in 1881.
457009,NA,Incorporated in 1893.
457010,NA,Incorporated in 1933.
457012,NA,Founded in 1878 and incorporated in 1896.
457019,NA,Founded in 1869 and incorporated in 1872.
457024,NA,Founded in 1858 and incorporated in 1884.
457027,NA,Founded in 1881 and incorporated in 1899.
457030,NA,Founded in 1841 and incorporated in 1901.
457046,NA,Founded in 1885 and incorporated in 1905.
457052,NA,"Originally platted in 1858 under the name of Milford, it was found later that another Milford existed in Iowa so the name was changed in honor of Ulysses S. Grant. (IA-T1) Incorporated in 1912."
457076,NA,Founded in 1882 and incorporated in 1891.
457083,NA,Founded in 1881 and incorporated in 1882.
457084,NA,Platted in 1881 and incorporated in 1894.
457092,NA,Current name adopted in 1863. Incorporated in 1892.
457102,NA,Disincorporated in 1993.
457119,NA,Incorporated in 1879.
457121,NA,Founded in 1856 and incorporated on 22 May 1876. Became the county seat of Adair County in 1875.
457148,NA,Founded in 1880 and incorporated in 1894.
457150,NA,Founded in 1854 and incorporated in 1865.
457153,NA,Incorporated in 1885.
457172,NA,Founded in 1856 and incorporated in 1877.
457174,NA,Platted in 1899 and incorporated in 1913.
457176,NA,Founded in 1884 and incorporated in 1906.
457183,NA,Founded in 1914 and incorporated in 1922. Current name adopted in 1922.
457185,NA,Founded in 1856 and incorporated in 1880.
457187,NA,"First known as Prairie la Porte, the name was later changed to Guttenburg , after the inventor of the printing press, Johann Gutenberg (The Counties and Courthouses of Iowa; Pratt, 1977). In 1847, served as the seat of justice for Clayton County. Incorporated in 1857."
457199,NA,Platted in 1881 and incorporated in 1902.
457200,NA,Founded in 1876.
457204,NA,Platted in 1899.
457215,NA,"Founded in 1857 and incorporated in 1867. Named after the city of Hamburg, Germany."
457217,NA,Founded in 1849 and incorporated in 1900.
457221,NA,Platted in 1872.
457225,NA,Founded in 1856 and incorporated in 1870.
457227,NA,Founded in 1880 and incorporated in 1891.
457236,NA,Platted in 1880 and incorporated in 1918.
457242,NA,Founded in 1881. Incorporated in 1896.
457246,NA,Surveyed in 1854.
457257,NA,Founded in 1882 and incorporated in 1915.
457259,NA,Founded in 1858 and incorporated in 1879. Became the county seat of Shelby County in 1859.
457273,NA,Founded in 1872 and incorporated in 1879.
457276,NA,Platted in 1852 and incorporated in 1901. Current spelling of the name adopted in 1894.
457280,NA,Founded in 1889 and incorporated in 1903.
457295,NA,Founded in 1846 and incorporated in 1913.
457297,NA,Founded in 1881 and incorporated in 1888.
457304,NA,Founded in 1885 and incorporated in 1912.
457308,NA,Founded in 1876 and incorporated in 1903.
457311,NA,Founded in 1870 and incorporated in 1879.
457320,NA,Founded in 1881 and incorporated in 1892.
457321,NA,Founded in 1854. Current name adopted in 1874.
457323,NA,Founded in 1882 and incorporated in 1968.
457324,NA,Founded in 1882 and incorporated in 1887.
457327,NA,Founded in 1879 and incorporated in 1895.
457351,NA,Incorporated in 1916.
457370,NA,Founded in 1853 and incorporated in 1883.
457375,NA,Founded in 1882 and incorporated in 1883.
457393,NA,Incorporated in 1893.
457401,NA,Founded in 1872 and incorporated in 1883.
457405,NA,Founded in 1857.
457418,NA,Incorporated in 1950.
457469,NA,Current spelling of the name adopted in 1892.
457499,NA,Incorporated in 1906.
457502,NA,Founded in 1840 and incorporated in 1916.
457521,NA,Founded in 1883 and incorporated in 1908.
457523,NA,Founded in 1890.
457555,NA,Founded in 1877 and incorporated in 1897.
457562,NA,Founded in 1881.
457564,NA,Founded in 1895.
457567,NA,Founded and incorporated in 1883.
457572,NA,Incorporated in 1898. Current name adopted in 1899.
457659,NA,Founded in 1851 and incorporated in 1874.
457662,NA,Founded in 1887 and incorporated in 1896.
457672,NA,Founded in 1856.
457678,NA,Founded in 1872 and incorporated in 1890.
457683,NA,Founded in 1880 and incorporated in 1962.
457702,NA,Founded in 1880 and incorporated in 1881.
457710,NA,Platted in 1857 and incorporated in 1893.
457713,NA,Incorporated in 1886. Current name adopted in 1887.
457717,NA,"The town settled by the Reverend S. H. Taft, with a little colony of abolitionists, was renamed in honor of Baron Alexander von Humbolts, a German scientist (1769-1859), when the railroad was built through the town. (IA-T1) Founded in 1863 and incorporated in 1869."
457720,NA,Founded in 1872 and incorporated in 1881.
457730,NA,Platted in 1899.
457736,NA,Founded in 1871. Disincorporated in 1985.
457742,NA,Founded in 1854.
457744,NA,Founded in 1877 and incorporated in 1878.
457781,NA,Founded in 1879 and incorporated in 1881.
457782,NA,Founded in 1847 and incorporated in 1864.
457810,NA,Founded in 1849 and incorporated in 1863.
457821,NA,"Known as Warren when settled in 1883 and then Pennington when Jacob Roberts and his wife platted the town in 1891, the town is now called its present name. (IA-T1) Incorporated in 1893."
457823,NA,Founded in 1854.
457827,NA,Incorporated in 1853.
457829,NA,Incorporated in 1869.
457849,NA,Founded in 1883.
457850,NA,Founded in 1882 and incorporated in 1890.
457854,NA,Founded in 1855.
457863,NA,Founded in 1881 and incorporated in 1892.
457893,NA,Incorporated in 1897.
457905,NA,Founded in 1854.
457909,NA,Incorporated in 1901.
457912,NA,Founded in 1849 and incorporated in 1895.
457919,NA,The town was named in honor of President Thomas Jefferson. (IA-T1) Current name adopted in 1868. Incorporated in 1871.
457950,NA,Founded in 1860 and incorporated in 1875.
457951,Incorporated as Jewell Junction (US-T115/c1994),Founded and incorporated in 1880.
457978,NA,Incorporated in 1869.
457979,NA,Incorporated in 1913.
457983,NA,Platted in 1883 and incorporated in 1895.
458018,NA,Founded in 1879 and incorporated in 1890.
458020,NA,Founded in 1881 and incorporated in 1896.
458021,NA,Founded in 1899 and incorporated in 1902.
458029,NA,Founded in 1879 and incorporated in 1881.
458030,NA,Incorporated in 1900.
458031,NA,Founded in 1865 and incorporated in 1874.
458045,NA,Founded in 1872.
458054,NA,Incorporated in 1847.
458058,NA,"First called Keoton because it was situated between Keokuk county and Washington county, the railroad changed its name to its present form. (IA-T6)"
458061,NA,Founded in 1879 and incorporated in 1912.
458064,NA,Platted in 1881 and incorporated in 1893.
458072,NA,Founded in 1884.
458078,NA,Incorporated in 1908.
458095,NA,Founded in 1884.
458112,NA,Platted in 1899.
458131,NA,Founded in 1899 and incorporated in 1901.
458132,NA,Platted in 1901.
458156,NA,Platted in 1855.
458168,NA,"A music teacher living there made the name from three notes of the scale, la do re. (IA-T6)"
458181,NA,Founded in 1856.
458192,NA,"The name Slaunchville revolves upon an early dialect word. The land in the vicinity was of a swampy nature, thus making traveling difficult. A traveler upon asking direction would be given an answer such as 'Go in slauchways and keep going catterwampus.' Slauchways seems to refer to an indirct, edgewise method of approach. The word Slauchville was supposed to refer to the originally swampy surroundings. (IA-T6)"
458207,NA,"Lakota means ""allies"" in Sioux.  Prior to World War I the community was named Germania due to the large number of German inhabitants (IA-T801/p35)"
458214,NA,Platted in 1879.
458215,NA,Founded in 1852.
458219,NA,Founded in 1901.
458247,NA,Incorporated in 1871.
458255,NA,Platted in 1869.
458257,NA,Founded in 1880.
458277,NA,"Settled in the 1850's, Lehigh was originally known as Slabtown because of the log slabs with which the settlers used to build their shacks along the river.  In 1870, this name was abandoned for Tysons Mill, Oliver Tyson was one of Lehighs prominate settlers.  Still later it was called Vesper, for a town in Pennsylvania, but this was changed to its present name, also in honor of a Pennsylvania town (IA-T1)."
458287,NA,Founded in 1871.
458291,NA,"Originally the town was to be called Independence, but a settlement of that name had already been estalblished in Iowa. Therefore, the town was called South Independence until the winter of 1854-55. Later, the state legislature changed the name to Leon in response to a petition submitted by citizens of the community. (IA-T1) Incorporated in 1858."
458322,NA,Current spelling of name adopted in 1893.
458333,NA,Current name adopted in 1842. Incorporated in 1974.
458338,NA,Incorporated in 1905.
458350,NA,Incorporated in 1876.
458351,NA,Founded in 1902.
458352,NA,Founded in 1883 and incorporated in 1913.
458403,NA,Founded in 1878 and incorporated in 1893.
458412,NA,Incorporated in 1871.
458415,NA,Founded in 1855 and incorporated in 1912.
458429,NA,"Founded in 1851 and incorporated in 1875. Named after the city of Lisbon, Portugal."
458430,NA,Founded in 1869 and incorporated in 1874.
458498,NA,Founded in 1884 and incorporated in 1894.
458504,NA,Founded in 1855 and incorporated in 1883.
458533,NA,Founded in 1857 and incorporated in 1907. Disincorporated in 2005.
458534,NA,Platted in 1855.
458536,NA,Founded in 1880 and incorporated in 1882.
458552,NA,Founded in 1837 and incorporated in 1913.
458561,NA,Founded in 1867 and incorporated in 1876.
458570,NA,Platted in 1881 and incorporated in 1882.
458574,NA,Founded in 1899 and incorporated in 1915.
458576,NA,Founded in 1872 and incorporated in 1890.
458594,NA,Founded in 1838 and incorporated in 1912.
458609,NA,Incorporated in 1891.
458617,NA,Founded in 1877 and incorporated in 1892.
458634,NA,"Several stories are associated with this name. A German named Balm was hunting with some relatives in this locality, and he found it difficult because of the tall grass. Others say a party of hunters saw the little prairie settlement in the valley below them and someone remarked that it looked like a lost nation. Still others say a tribe of Indians starved and froze to death here in early times or else a Mr. Cock, on a stock-buying trip, called it Lost Nation because he had difficulty in finding the locality (IA-T6). Founded in 1872 and incorporated in 1903."
458647,NA,Founded in 1853 and incorporated in 1933.
458650,NA,Founded in 1858 and incorporated in 1897.
458651,NA,Platted in 1857 and incorporated in 1869.
458654,NA,Founded in 1840. Current name adopted in 1843.
458670,NA,Founded in 1881 and incorporated in 1887.
458671,NA,Surveyed in 1867 and incorporated in 1911.
458673,NA,"Founded in 1868 and incorporated in 1887. Named for Robert Lucas, governor of Ohio and first governor of Iowa Territory."
458684,NA,Platted in 1893 and incorporated in 1903.
458687,NA,Founded in 1889.
458690,NA,Founded in 1846 and incorporated in 1912.
458692,NA,Founded in 1880.
458694,NA,Founded in 1856 and incorporated in 1875.
458704,NA,Founded in 1899 and incorporated in 1911.
458711,NA,Founded in 1880 and incorporated in 1892.
458713,NA,Founded and incorporated in 1876.
458731,NA,Incorporated in 1883.
458733,NA,Founded in 1855 and incorporated in 1909.
458740,NA,Founded in 1882 and incorporated in 1895.
458746,NA,Founded in 1887 and incorporated in 1901.
458747,NA,"Founded in 1869 and incorporated in 1872. Named after the town of Malvern, Ohio."
458752,NA,"A Mr. Chesterman laid out the town and it is thought that the end of his name was cut off and placed at the beginning. More likely, the name was borrowed from Manchester, Vermont (IA-T6). The town was first known as Burlington but this name was discarded in 1856 because of its similarity to Burlington, another city in Iowa (IA-T3/p.451). Founded in 1854 and incorporated in 1864."
458757,NA,Founded in 1886 and incorporated in 1887.
458758,NA,Founded in 1877 and incorporated in 1898.
458762,NA,Founded in 1881 and incorporated in 1882.
458787,NA,Founded in 1856 and incorporated in 1878.
458789,NA,Founded in 1838 and incorporated in 1857. Current name adopted in 1856.
458792,NA,Founded in 1881 and incorporated in 1892.
458797,NA,Founded in 1856 and incorporated in 1881.
458799,NA,Founded in 1871 and incorporated in 1882.
458801,NA,Founded in 1847 and incorporated in 1859.
458816,NA,Incorporated in 1874.
458838,NA,Founded in 1851 and incorporated in 1875.
458840,NA,Founded in 1853. Became the county seat of Cerro Gordo County in 1858.
458848,NA,Founded in 1858 and incorporated in 1901.
458849,NA,Incorporated in 1887.
458853,NA,Platted in 1854.
458854,NA,Founded in 1888 and incorporated in 1897.
458859,NA,Founded in 1882 and incorporated in 1891.
458863,NA,Founded in 1881 and incorporated in 1883.
458864,NA,Founded in 1869.
458870,NA,Founded in 1873 and incorporated in 1887.
458874,NA,Founded in 1858 and incorporated in 1909.
458887,NA,Founded in 1882 and incorporated in 1909.
458890,NA,Founded in 1903 and incorporated in 1904.
458913,NA,"The area was originally known as Coulee des Sioux by the early french settlers, but was changed to McGregors Landing after Alexander McGregor established a ferry from the village to Praire du Chien, Wisconsin in 1836. (IA-T1) Founded in 1850 and incorporated in 1859."
458917,NA,Founded in 1889 and incorporated in 1894.
458943,NA,Platted in 1855 and incorporated in 1867.
458946,NA,"The name means Middletown, indicating that it is midway between the seats of Des Moines and Louisa counties. (IA-T9) Founded in 1869 and incorporated in 1875."
458951,NA,Founded in 1882 and incorporated in 1895.
458955,9.4 km (5.8 mi) NW of Columbia.,Former incorporated cities of Melcher and Dallas.  Merged in May 1986.
458957,NA,Founded in 1866 and incorporated in 1882.
458961,NA,Founded in 1900 and incorporated in 1901.
458983,NA,Founded in 1869 and incorporated in 1881.
459003,NA,Founded in 1870 and incorporated in 1881.
459005,NA,Founded in 1872 and incorporated on 24 April 1894.
459009,NA,Founded in 1886 and incorporated in 1893.
459064,NA,Founded in 1839 and incorporated in 1914.
459074,NA,Founded in 1872 and incorporated in 1893.
459113,NA,Founded in 1852 and incorporated in 1911.
459114,NA,Founded in 1912 and incorporated in 1915.
459117,NA,Founded in 1856. Incorporated in 1967. Disincorporated in July 2014.
459118,NA,Founded in 1879 and incorporated in 1880.
459120,NA,Founded in 1851 and incorporated in 1878.
459121,NA,Founded in 1869.
459150,NA,"This town was named McIntosh Point in 1856 in honor of the McIntosh brothers who settled there. The name was later changed to St. Johns. A St. Johns creek flows nearby.  The event of a new railroad line through the area  brought about the next name, Missouri valley Junction (IA-T1)."
459156,NA,Founded in 1867 and incorporated in 1875.
459158,NA,The first syllable of Modale is the abbreviation for the nearby Missouri River. (IA-T6) Founded in 1874 and incorporated in 1882.
459166,NA,Founded in 1866.
459168,NA,Founded in 1868 and incorporated in 1881.
459169,NA,Founded in 1901. Disincorporated in 1995.
459172,NA,Founded in 1855 and incorporated in 1894.
459174,NA,Founded in 1851 and incorporated in 1897.
459177,NA,The town was originally named Tools Point in 1851 after Adam Tool.  A year later it was changed to Monroe after President Monroe. (IA-T1)
459191,NA,Founded in 1848 and incorporated in 1868.
459195,NA,Founded in 1853 and incorporated in 1889.
459196,NA,Founded in 1863 and incorporated in 1870.
459197,NA,Founded in 1881.
459199,NA,Incorporated in 1857.
459216,NA,Founded in 1889 and incorporated in 1902
459218,NA,Incorporated in 1902.
459222,NA,Founded in 1851 and incorporated in 1881.
459231,NA,Founded in 1873 and incorporated in 1925. Current name adopted in 1886.
459240,NA,Founded in 1851 and incorporated in 1867.
459246,NA,Founded in 1877 and incorporated in 1884.
459249,NA,Founded in 1871.
459266,NA,Platted in 1867 and incorporated in 1869.
459272,NA,Platted in 1871 and incorporated in 1906.
459275,NA,Founded in 1855 and incorporated in 1875.
459285,NA,Founded in 1868.
459290,NA,Founded in 1856.
459328,NA,Founded in 1839 and incorporated in 1856.
459338,NA,Founded in 1839 and incorporated in 1907.
459342,NA,Founded in 1876 and incorporated in 1904. Disincorporated in 2016.
459344,NA,Founded in 1847 and incorporated in 1869.
459367,NA,Incorporated in 1889.
459410,NA,Founded in 1868 and incorporated in 1880.
459427,NA,Founded in 1887 and incorporated in 1889.
459433,NA,Founded in 1904.
459437,NA,"Founded in 1855 and incorporated in 1857. Named after the city of Nashua, New Hampshire."
459438,NA,Founded in 1872.
459439,NA,Founded in 1858.
459456,NA,Founded in 1899 and incorporated in 1915.
459458,NA,Founded in 1869 and incorporated in 1882.
459461,NA,Founded in 1853 and incorporated in 1869.
459462,NA,Founded in 1856.
459464,NA,Platted in 1872 and incorporated in 1895.
459473,NA,Founded in 1855 and incorporated in 1873.
459475,NA,Founded in 1855 and incorporated in 1883.
459479,NA,Founded in 1886 and incorporated in 1909.
459480,NA,Incorporated in 1860.
459481,NA,Founded and incorporated in 1882.
459484,NA,Founded in 1856 and incorporated in 1893.
459488,NA,Founded in 1856 and incorporated in 1871.
459494,NA,Founded in 1844 and incorporated in 1895.
459495,NA,Founded in 1859 and incorporated in 1901.
459502,NA,Founded in 1878.
459505,NA,Founded in 1870 and incorporated in 1876.
459508,NA,Founded in 1881 and incorporated in 1912.
459514,NA,"Platted in 1846 as Newton City, changed to Newton in 1847."
459537,NA,Incorporated in 1900.
459566,NA,Founded in 1851 and incorporated in 1907.
459577,NA,Founded in 1855 and incorporated in 1901.
459642,NA,Founded and incorporated in 1904.
459650,NA,Founded in 1881 and incorporated in 1902. Current form of name adopted in 1893.
459654,NA,Incorporated in 1875.
459658,NA,"Incorporated in 1901. Named after the city of Norwalk, Ohio."
459660,NA,Platted in 1863 and incorporated in 1894.
459679,NA,Platted in 1871.
459738,NA,Founded in 1908.
459794,NA,"An Indian word meaning ""place of mourning."""
459799,NA,"Corrupted from Odebeau, the name of a French trapper, who lived alone on the banks of the creek flowing through the town."
459806,NA,Platted in 1866 and incorporated in 1878.
459848,NA,Founded in 1885 and incorporated in 1900.
459851,NA,Founded in 1842 and incorporated in 1879.
459858,NA,Current name adopted in 1881. Incorporated in 1892.
459865,NA,"Founded in 1857 and incorporated in 1859. An Indian word meaning""wide awake."""
459866,NA,Founded in 1896. Disincorporated in 1994.
459871,NA,Founded in 1871 and incorporated in 1888.
459879,NA,Founded in 1906.
459884,NA,"Founded in 1870 and incorporated in 1884. Named for William IV, Prince of Orange."
459886,NA,Founded in 1869 and incorporated in 1913.
459893,NA,Founded in 1879 and incorporated in 1884.
459894,NA,"Formerly named Orillia, according to U.S. Geological Survey (USGS) field investigation in 1956; the name has since evolved to Orilla, per call to Warren County GIS Coordinator, 2009, and verified on numerous city and county websites."
459895,NA,Founded in 1883 and incorporated in 1895.
