ID,Name,Dumpster,Month,Year,Date,Weight,Volume,PlasticBottles,Polystyrene,CigaretteButts,GlassBottles,PlasticBags,Wrappers,SportsBalls,HomesPowered
mister,Mister Trash Wheel,251,April,2018,4/26/2018,3.8099999999999996,15,1580,1870,12000,12,980,1560,3,64
mister,Mister Trash Wheel,252,May,2018,5/12/2018,3.36,15,2130,2340,11000,9,1140,2140,4,56
mister,Mister Trash Wheel,253,May,2018,5/14/2018,4.29,15,2350,2130,14000,5,600,2350,5,72
mister,Mister Trash Wheel,254,May,2018,5/14/2018,4.29,15,2460,2370,17000,3,740,2570,3,72
mister,Mister Trash Wheel,255,May,2018,5/16/2018,4,15,1220,1360,8000,4,350,780,2,67
mister,Mister Trash Wheel,256,May,2018,5/16/2018,3.25,15,950,890,7000,3,250,1010,3,54
mister,Mister Trash Wheel,257,May,2018,5/16/2018,1.6,15,400,320,4000,2,210,780,0,27
mister,Mister Trash Wheel,258,May,2018,5/17/2018,3.62,15,1050,1170,6000,4,470,970,2,60
mister,Mister Trash Wheel,259,May,2018,5/28/2018,3.19,15,1480,1560,8000,3,1360,2340,3,53
mister,Mister Trash Wheel,260,May,2018,5/28/2018,2.86,15,1300,1230,7000,6,1130,2140,2,48
mister,Mister Trash Wheel,261,May,2018,5/28/2018,4.1,15,1650,1490,9000,2,820,1930,1,68
mister,Mister Trash Wheel,262,May,2018,5/31/2018,3.38,15,2130,2240,11000,9,650,2350,2,56
mister,Mister Trash Wheel,263,June,2018,6/3/2018,3.3499999999999996,15,2340,2580,12000,11,1130,1760,5,56
mister,Mister Trash Wheel,264,June,2018,6/3/2018,3.17,15,1890,2130,14000,6,870,1590,4,53
mister,Mister Trash Wheel,265,June,2018,6/5/2018,4.1899999999999995,15,1420,1650,8000,3,590,1020,3,70
mister,Mister Trash Wheel,266,June,2018,6/5/2018,2.6,15,1280,1330,9000,3,630,1170,2,43
mister,Mister Trash Wheel,267,June,2018,6/5/2018,4.1499999999999995,15,1140,1290,7000,2,570,1340,4,69
mister,Mister Trash Wheel,268,June,2018,6/12/2018,4.23,15,870,950,11000,6,890,1220,2,71
mister,Mister Trash Wheel,269,June,2018,6/12/2018,4.1499999999999995,15,940,1130,10000,8,760,1430,8,69
mister,Mister Trash Wheel,270,June,2018,6/12/2018,4.44,15,620,730,5000,4,810,1020,3,74
mister,Mister Trash Wheel,271,June,2018,6/28/2018,3.12,15,1560,1780,13000,5,1240,1750,2,52
mister,Mister Trash Wheel,272,June,2018,6/29/2018,0.96,15,1720,1980,12000,4,1110,1500,2,16
mister,Mister Trash Wheel,273,July,2018,7/18/2018,2.9899999999999998,15,1890,1630,13000,8,850,1290,3,50
mister,Mister Trash Wheel,274,July,2018,7/22/2018,3.4899999999999998,15,1760,1830,10000,10,790,1340,1,58
mister,Mister Trash Wheel,275,July,2018,7/24/2018,4.39,15,890,1020,8000,4,340,710,5,73
mister,Mister Trash Wheel,276,July,2018,7/24/2018,3.57,15,710,850,6000,2,410,820,3,60
mister,Mister Trash Wheel,277,July,2018,7/24/2018,3.79,15,620,540,4000,2,370,560,1,63
mister,Mister Trash Wheel,278,July,2018,7/24/2018,4.24,15,780,670,5000,3,50,720,2,71
mister,Mister Trash Wheel,279,July,2018,7/25/2018,3.4899999999999998,15,540,430,8000,6,410,910,7,58
mister,Mister Trash Wheel,280,July,2018,7/25/2018,4.159999999999999,15,670,720,7000,4,360,840,4,69
mister,Mister Trash Wheel,281,July,2018,7/26/2018,3.17,15,820,540,6000,8,430,750,5,53
mister,Mister Trash Wheel,282,July,2018,7/28/2018,3.3099999999999996,15,540,650,10000,5,500,690,1,55
mister,Mister Trash Wheel,283,July,2018,7/28/2018,3.32,15,730,670,7000,6,290,1020,7,55
mister,Mister Trash Wheel,284,July,2018,7/28/2018,3.98,15,910,790,5000,9,370,560,2,66
mister,Mister Trash Wheel,285,July,2018,7/28/2018,3.84,15,710,630,8000,2,300,730,3,64
mister,Mister Trash Wheel,286,August,2018,8/9/2018,3.3099999999999996,15,1750,990,11000,6,910,1650,6,55
mister,Mister Trash Wheel,287,August,2018,8/14/2018,4.619999999999999,18,1320,1010,4900,14,1260,920,1,77
mister,Mister Trash Wheel,288,August,2018,8/14/2018,3.74,15,2740,1130,6700,29,2100,1340,9,62
mister,Mister Trash Wheel,289,August,2018,8/14/2018,3.27,15,1120,790,4000,4,1050,1160,0,55
mister,Mister Trash Wheel,290,August,2018,8/14/2018,3.04,18,2100,980,3000,12,940,990,2,51
mister,Mister Trash Wheel,291,September,2018,9/1/2018,2.4299999999999997,15,3110,1420,6500,38,990,1620,14,41
mister,Mister Trash Wheel,292,September,2018,9/1/2018,3.3499999999999996,15,1200,880,5000,9,1210,1500,11,56
mister,Mister Trash Wheel,293,September,2018,9/9/2018,3.5,15,1390,870,7200,18,560,2100,6,58
mister,Mister Trash Wheel,294,September,2018,9/9/2018,4.25,18,940,600,2500,6,470,860,0,71
mister,Mister Trash Wheel,295,September,2018,9/10/2018,3.77,15,1220,940,5000,12,850,1100,4,63
mister,Mister Trash Wheel,296,September,2018,9/16/2018,2.2600000000000002,15,1960,1070,7000,31,1000,1570,9,38
mister,Mister Trash Wheel,297,September,2018,9/25/2018,3.09,18,2150,950,8000,19,490,1410,16,52
mister,Mister Trash Wheel,298,September,2018,9/25/2018,2.9499999999999997,15,2380,1250,7500,22,1500,1860,14,49
mister,Mister Trash Wheel,299,October,2018,10/4/2018,3.2800000000000002,15,1440,800,4000,11,1700,2100,8,55
mister,Mister Trash Wheel,300,October,2018,10/4/2018,3.1,18,1080,610,6000,26,820,1640,8,52
mister,Mister Trash Wheel,301,October,2018,10/19/2018,3.04,15,1840,710,8000,38,1050,1820,11,51
mister,Mister Trash Wheel,302,November,2018,11/4/2018,3.11,15,2100,1420,5500,12,880,980,6,52
mister,Mister Trash Wheel,303,November,2018,11/4/2018,2.2600000000000002,15,1500,1040,4000,8,1210,1440,4,38
mister,Mister Trash Wheel,304,November,2018,11/4/2018,3.46,15,660,560,3000,4,700,840,0,58
mister,Mister Trash Wheel,305,November,2018,11/4/2018,4.54,18,590,540,2000,14,390,880,4,76
mister,Mister Trash Wheel,306,November,2018,11/19/2018,3.19,15,1200,1140,6500,21,1100,1660,9,53
mister,Mister Trash Wheel,307,November,2018,11/25/2018,3.17,15,2610,1600,6000,28,940,1650,14,53
mister,Mister Trash Wheel,308,November,2018,11/25/2018,2.7800000000000002,18,1820,1880,5000,8,800,1220,2,46
mister,Mister Trash Wheel,309,November,2018,11/25/2018,2.77,15,1080,1640,6000,14,640,980,0,46
mister,Mister Trash Wheel,310,November,2018,11/30/2018,3.2600000000000002,15,790,1000,5500,31,1080,1140,6,54
mister,Mister Trash Wheel,311,December,2018,12/17/2018,3.53,18,1240,990,4000,20,840,1200,8,59
mister,Mister Trash Wheel,312,December,2018,12/20/2018,3.38,15,780,940,3000,10,550,840,8,56
mister,Mister Trash Wheel,313,December,2018,12/20/2018,2.96,15,480,500,1500,18,400,300,0,49
mister,Mister Trash Wheel,314,December,2018,12/20/2018,3.62,15,300,440,2000,10,250,400,4,60
mister,Mister Trash Wheel,315,January,2019,1/23/2019,2.5,15,990,1640,4500,6,990,1230,13,42
mister,Mister Trash Wheel,316,January,2019,1/23/2019,3.07,15,1110,1940,6000,21,1010,750,17,51
mister,Mister Trash Wheel,317,February,2019,2/12/2019,2.3299999999999996,15,580,890,3400,0,750,1100,2,39
mister,Mister Trash Wheel,318,February,2019,2/12/2019,3.24,15,2200,2750,4600,4,1400,1750,11,54
mister,Mister Trash Wheel,319,March,2019,3/5/2019,2.52,15,1900,3300,6600,14,790,1250,14,42
mister,Mister Trash Wheel,320,March,2019,3/5/2019,2.27,14,2800,2700,8400,5,800,1400,9,38
mister,Mister Trash Wheel,321,March,2019,3/22/2019,3.06,15,840,1050,3500,3,450,840,0,51
mister,Mister Trash Wheel,322,March,2019,3/22/2019,3.3299999999999996,15,680,880,2400,4,240,650,6,56
mister,Mister Trash Wheel,323,March,2019,3/22/2019,3.03,15,300,500,2000,0,425,750,6,51
mister,Mister Trash Wheel,324,March,2019,3/23/2019,2.6,15,240,450,1200,2,350,600,3,43
mister,Mister Trash Wheel,325,April,2019,4/13/2019,2.2600000000000002,15,1015,990,5600,6,510,775,11,38
mister,Mister Trash Wheel,326,April,2019,4/18/2019,3.52,15,2150,2200,6450,11,780,1020,14,59
mister,Mister Trash Wheel,327,April,2019,4/18/2019,3.84,15,580,480,3100,3,250,230,4,64
mister,Mister Trash Wheel,328,April,2019,4/24/2019,3.57,15,1400,1760,5500,5,1040,1200,8,60
mister,Mister Trash Wheel,329,April,2019,4/30/2019,5.1,15,800,450,2400,2,240,350,1,85
mister,Mister Trash Wheel,330,April,2019,4/30/2019,3.53,15,1110,1460,7200,12,500,580,4,59
mister,Mister Trash Wheel,331,May,2019,5/11/2019,3.04,15,1980,2100,4400,6,660,680,8,51
mister,Mister Trash Wheel,332,May,2019,5/11/2019,3.07,15,1040,1240,3200,14,780,1040,14,51
mister,Mister Trash Wheel,333,May,2019,5/13/2019,3.23,15,940,1400,5990,10,1000,780,9,54
mister,Mister Trash Wheel,334,May,2019,5/13/2019,3.73,15,600,450,1200,3,240,350,4,62
mister,Mister Trash Wheel,335,May,2019,5/13/2019,3.38,15,460,840,980,4,180,250,4,56
mister,Mister Trash Wheel,336,May,2019,5/13/2019,2.92,15,980,1200,2400,18,640,800,14,49
mister,Mister Trash Wheel,337,May,2019,5/15/2019,2.8299999999999996,15,1880,2440,4200,10,990,460,22,47
mister,Mister Trash Wheel,338,May,2019,5/15/2019,2.7600000000000002,15,900,1300,3800,4,480,660,6,46
mister,Mister Trash Wheel,339,May,2019,5/28/2019,2.51,15,1740,2000,6400,13,600,780,9,42
mister,Mister Trash Wheel,340,May,2019,5/28/2019,2.72,15,1140,1080,5400,16,900,1080,10,45
mister,Mister Trash Wheel,341,May,2019,5/31/2019,3.19,15,2040,1250,6600,17,860,1480,8,53
mister,Mister Trash Wheel,342,June,2019,6/12/2019,3.23,15,2800,2200,7800,14,1050,2000,17,54
mister,Mister Trash Wheel,343,June,2019,6/12/2019,3.08,15,1800,2240,6300,11,600,1450,8,51
mister,Mister Trash Wheel,344,June,2019,6/17/2019,3.02,15,3300,2400,8000,18,500,1600,16,50
mister,Mister Trash Wheel,345,July,2019,7/3/2019,2.08,15,1880,1640,7200,22,800,1380,11,35
mister,Mister Trash Wheel,346,July,2019,7/3/2019,2.03,15,2000,1100,5000,18,400,1500,8,34
mister,Mister Trash Wheel,347,July,2019,7/6/2019,2.48,15,2680,980,4400,34,560,980,20,41
mister,Mister Trash Wheel,348,July,2019,7/6/2019,3.34,15,950,650,3400,4,280,680,7,56
mister,Mister Trash Wheel,349,July,2019,7/6/2019,2.69,15,3700,1500,5800,12,600,1100,8,45
mister,Mister Trash Wheel,350,July,2019,7/6/2019,2.57,15,1900,840,8800,18,880,1400,18,43
mister,Mister Trash Wheel,351,July,2019,7/9/2019,3.4499999999999997,15,3600,980,8400,18,680,1440,14,58
mister,Mister Trash Wheel,352,July,2019,7/9/2019,2.25,15,2400,1100,9400,38,380,2040,22,38
mister,Mister Trash Wheel,353,July,2019,7/13/2019,2.48,15,4400,1800,7200,11,660,1340,12,41
mister,Mister Trash Wheel,354,July,2019,7/13/2019,3.13,15,980,210,1000,0,360,740,4,52
mister,Mister Trash Wheel,355,July,2019,7/13/2019,2.65,15,1980,800,4400,12,440,1800,14,44
mister,Mister Trash Wheel,356,July,2019,7/19/2019,3.96,15,3600,1400,6800,8,280,1600,32,66
mister,Mister Trash Wheel,357,August,2019,8/2/2019,2.61,15,2200,680,5000,24,740,1380,10,44
mister,Mister Trash Wheel,358,August,2019,8/2/2019,3.82,15,2800,980,4800,12,360,640,4,64
mister,Mister Trash Wheel,359,August,2019,8/8/2019,2.66,15,4200,1400,7800,32,240,1310,14,44
mister,Mister Trash Wheel,360,August,2019,8/24/2019,4.25,15,800,360,1800,0,100,240,0,71
mister,Mister Trash Wheel,361,August,2019,8/24/2019,2.96,15,1400,720,2200,4,180,540,6,49
mister,Mister Trash Wheel,362,August,2019,8/24/2019,4,15,1800,980,3600,8,88,980,13,67
mister,Mister Trash Wheel,363,August,2019,8/24/2019,3.17,15,2210,950,5000,24,120,960,21,53
mister,Mister Trash Wheel,364,October,2019,10/18/2019,3.07,15,980,800,2200,6,840,1100,4,51
mister,Mister Trash Wheel,365,October,2019,10/18/2019,2.4099999999999997,15,2800,2020,6500,10,660,1200,12,40
mister,Mister Trash Wheel,366,October,2019,10/18/2019,3.21,15,1900,1200,6600,22,800,2100,16,54
mister,Mister Trash Wheel,367,October,2019,10/25/2019,3.25,15,2780,2100,7200,16,940,1980,28,54
mister,Mister Trash Wheel,368,October,2019,10/28/2019,3.4299999999999997,15,2440,2000,5300,10,350,1400,12,57
mister,Mister Trash Wheel,369,October,2019,10/28/2019,3.2800000000000002,15,3400,1880,7800,12,480,1580,20,55
mister,Mister Trash Wheel,370,October,2019,10/28/2019,2.66,15,920,1240,4800,0,240,560,4,44
mister,Mister Trash Wheel,371,October,2019,10/30/2019,2.98,15,1260,1480,3600,14,320,880,2,50
mister,Mister Trash Wheel,372,November,2019,11/2/2019,3.05,15,1980,1550,4900,8,180,560,12,51
mister,Mister Trash Wheel,373,November,2019,11/2/2019,2.23,15,1000,1200,6400,12,560,880,2,37
mister,Mister Trash Wheel,374,November,2019,11/4/2019,3.2,15,960,800,5500,4,340,1020,11,53
mister,Mister Trash Wheel,375,November,2019,11/4/2019,3.2,15,640,720,3400,0,210,400,4,53
mister,Mister Trash Wheel,376,November,2019,11/25/2019,3.58,15,860,980,4000,8,180,720,1,60
mister,Mister Trash Wheel,377,November,2019,11/25/2019,3.88,15,590,500,1200,0,88,190,0,65
mister,Mister Trash Wheel,378,November,2019,11/25/2019,2.25,15,1800,1680,2800,24,100,240,3,38
mister,Mister Trash Wheel,379,December,2019,12/6/2019,2.72,15,3600,3200,7000,8,420,1200,9,45
mister,Mister Trash Wheel,380,December,2019,12/20/2019,2.7800000000000002,15,2300,2400,8400,9,360,1700,12,46
mister,Mister Trash Wheel,381,January,2020,1/18/2020,2.75,15,3900,2100,12500,15,750,1100,16,46
mister,Mister Trash Wheel,382,January,2020,1/18/2020,1.8,15,2900,1800,10400,8,850,1800,12,30
mister,Mister Trash Wheel,383,January,2020,1/19/2020,2.9,15,1850,1100,9800,12,550,980,8,48
mister,Mister Trash Wheel,384,January,2020,1/27/2020,2.54,15,3400,2400,12000,21,1040,1450,6,42
mister,Mister Trash Wheel,385,January,2020,1/27/2020,2.18,15,980,900,6500,4,720,840,14,36
mister,Mister Trash Wheel,386,January,2020,1/27/2020,3.24,15,750,640,5400,8,440,640,2,54
mister,Mister Trash Wheel,387,January,2020,1/27/2020,3.07,15,500,440,4200,4,500,560,6,51
mister,Mister Trash Wheel,388,January,2020,1/30/2020,2.8,15,3200,2400,9600,14,980,1200,14,47
mister,Mister Trash Wheel,389,January,2020,1/30/2020,2.8,15,3800,2700,9400,12,660,980,10,47
mister,Mister Trash Wheel,390,February,2020,2/10/2020,1.9,15,1850,980,8000,2,880,1040,9,32
mister,Mister Trash Wheel,391,March,2020,3/2/2020,2.34,15,2800,2000,7200,18,420,800,16,39
mister,Mister Trash Wheel,392,March,2020,3/24/2020,2.15,15,980,900,5600,4,500,1000,7,36
mister,Mister Trash Wheel,393,March,2020,3/30/2020,3.86,15,3200,2700,11000,18,840,1040,11,64
mister,Mister Trash Wheel,394,April,2020,4/11/2020,3.98,15,2800,2100,5900,13,1050,1640,6,66
mister,Mister Trash Wheel,395,April,2020,4/14/2020,4.619999999999999,15,2640,1880,6800,20,860,1200,14,77
mister,Mister Trash Wheel,396,April,2020,4/14/2020,3.36,15,1200,840,2000,0,460,800,8,56
mister,Mister Trash Wheel,397,April,2020,4/14/2020,2.9099999999999997,15,510,490,1800,4,140,380,4,49
mister,Mister Trash Wheel,398,April,2020,4/15/2020,3.5,15,660,360,1700,7,100,340,4,58
mister,Mister Trash Wheel,399,April,2020,4/15/2020,3.13,15,480,290,1100,9,80,290,2,52
mister,Mister Trash Wheel,400,April,2020,4/23/2020,3.06,15,2900,2200,5500,11,400,1600,14,51
mister,Mister Trash Wheel,401,April,2020,4/25/2020,3.17,15,2300,1200,4200,22,480,980,19,53
mister,Mister Trash Wheel,402,May,2020,5/2/2020,4.22,15,1980,1480,4900,12,600,680,16,70
mister,Mister Trash Wheel,403,May,2020,5/2/2020,3.68,15,1040,880,5200,20,550,1040,22,61
mister,Mister Trash Wheel,404,May,2020,5/2/2020,4,15,900,600,3400,4,380,450,12,67
mister,Mister Trash Wheel,405,June,2020,6/6/2020,3.98,15,3400,2400,4000,8,280,1100,24,66
mister,Mister Trash Wheel,406,June,2020,6/6/2020,2.55,15,1800,850,4200,22,440,760,12,43
mister,Mister Trash Wheel,407,June,2020,6/19/2020,0.7799999999999999,15,3000,2700,5800,12,300,900,10,13
mister,Mister Trash Wheel,408,June,2020,6/22/2020,3.04,15,2800,1400,6000,18,560,1010,10,51
mister,Mister Trash Wheel,409,June,2020,6/22/2020,3,15,950,750,3400,24,240,770,1,50
mister,Mister Trash Wheel,410,June,2020,6/24/2020,3.79,15,3800,2100,4300,13,450,960,14,63
mister,Mister Trash Wheel,411,June,2020,6/24/2020,3.84,15,800,880,2100,4,140,540,0,64
mister,Mister Trash Wheel,412,June,2020,6/24/2020,3.96,15,760,980,1800,2,80,280,4,66
mister,Mister Trash Wheel,413,June,2020,6/24/2020,3.29,15,540,320,1400,8,100,180,0,55
mister,Mister Trash Wheel,414,June,2020,6/24/2020,3.3499999999999996,15,340,290,2100,2,74,310,2,56
mister,Mister Trash Wheel,415,June,2020,6/25/2020,3.44,15,600,340,1200,6,120,290,3,57
mister,Mister Trash Wheel,416,June,2020,6/25/2020,3.7800000000000002,15,480,340,1300,14,200,340,6,63
mister,Mister Trash Wheel,417,July,2020,7/2/2020,2.9299999999999997,15,2100,1200,5100,15,680,1020,11,49
mister,Mister Trash Wheel,418,July,2020,7/8/2020,3.34,15,1840,1440,4200,19,500,850,15,56
mister,Mister Trash Wheel,419,July,2020,7/13/2020,2.14,15,1100,980,3200,12,400,640,12,36
mister,Mister Trash Wheel,420,July,2020,7/24/2020,3.1,15,2650,1300,4900,18,690,900,8,52
mister,Mister Trash Wheel,421,July,2020,7/24/2020,3.05,15,1900,990,3750,14,500,750,19,51
mister,Mister Trash Wheel,422,July,2020,7/27/2020,3.11,15,900,660,3050,8,350,360,12,52
mister,Mister Trash Wheel,423,July,2020,7/27/2020,3.32,15,1880,950,3900,10,380,480,10,55
mister,Mister Trash Wheel,424,August,2020,8/3/2020,2.92,15,1240,880,3100,14,300,400,24,49
mister,Mister Trash Wheel,425,August,2020,8/11/2020,2.98,15,3000,2250,5000,20,800,1100,16,50
mister,Mister Trash Wheel,426,August,2020,8/11/2020,1.8900000000000001,15,2300,900,4750,20,660,740,9,32
mister,Mister Trash Wheel,427,August,2020,8/18/2020,2.7,15,1400,840,3200,12,350,760,10,45
mister,Mister Trash Wheel,428,August,2020,8/26/2020,1.41,15,2050,1250,4400,16,280,680,16,24
mister,Mister Trash Wheel,429,September,2020,9/4/2020,3.52,15,3250,1500,4000,14,820,800,12,59
mister,Mister Trash Wheel,430,September,2020,9/4/2020,3.3899999999999997,15,2100,1420,3200,10,680,650,20,57
mister,Mister Trash Wheel,431,September,2020,9/12/2020,2.36,15,2450,1640,4500,18,500,640,18,39
mister,Mister Trash Wheel,432,October,2020,10/1/2020,3.19,15,4050,2500,6400,21,480,1050,21,53
mister,Mister Trash Wheel,433,October,2020,10/30/2020,3.02,15,3800,2200,5200,18,750,900,24,50
mister,Mister Trash Wheel,434,October,2020,10/30/2020,2.98,15,3000,1850,3000,12,680,880,14,50
mister,Mister Trash Wheel,435,October,2020,10/31/2020,3.3899999999999997,15,2200,1200,3200,12,300,480,8,57
mister,Mister Trash Wheel,436,November,2020,11/13/2020,4.29,15,3500,2500,4900,20,480,720,11,72
mister,Mister Trash Wheel,437,November,2020,11/13/2020,3.62,15,1800,1000,3300,8,280,640,8,60
mister,Mister Trash Wheel,438,November,2020,11/13/2020,2.4499999999999997,15,1250,900,2200,10,300,480,9,41
mister,Mister Trash Wheel,439,December,2020,12/1/2020,2.92,15,2200,980,5600,21,500,840,14,49
mister,Mister Trash Wheel,440,December,2020,12/1/2020,3.07,15,1640,800,4100,10,280,480,21,51
mister,Mister Trash Wheel,441,December,2020,12/1/2020,2.42,15,1080,750,3800,14,360,380,18,40
mister,Mister Trash Wheel,442,December,2020,12/3/2020,3.11,15,1790,1040,4900,19,480,540,12,52
mister,Mister Trash Wheel,443,December,2020,12/3/2020,2.92,15,2080,1100,5200,24,280,640,16,49
mister,Mister Trash Wheel,444,December,2020,12/9/2020,1.94,15,1600,880,3800,24,360,480,21,32
mister,Mister Trash Wheel,445,December,2020,12/18/2020,3.02,15,2200,1080,4050,12,400,400,10,50
mister,Mister Trash Wheel,446,December,2020,12/26/2020,2.79,15,2000,980,3600,15,280,640,14,47
mister,Mister Trash Wheel,447,December,2020,12/26/2020,2.01,15,1200,780,3200,20,500,360,20,34
mister,Mister Trash Wheel,448,December,2020,12/26/2020,3.3499999999999996,15,980,600,2800,21,280,480,8,56
mister,Mister Trash Wheel,449,December,2020,12/26/2020,3.34,15,800,640,2700,12,380,450,28,56
mister,Mister Trash Wheel,450,December,2020,12/26/2020,3.08,15,1200,720,4200,18,270,720,0,51
mister,Mister Trash Wheel,451,December,2020,12/30/2020,2.73,15,1800,780,4200,14,270,280,14,46
mister,Mister Trash Wheel,452,December,2020,12/30/2020,2.12,15,1440,600,3600,21,420,360,15,35
mister,Mister Trash Wheel,453,January,2021,1/4/2021,2.8099999999999996,15,1600,840,3400,24,320,540,12,47
mister,Mister Trash Wheel,454,February,2021,2/17/21,2.4299999999999997,15,2400,1100,4400,9,980,1050,10,47
mister,Mister Trash Wheel,455,March,2021,3/3/21,2.69,15,1900,860,3800,14,1000,750,18,45
mister,Mister Trash Wheel,456,March,2021,3/23/21,1.83,15,2100,900,4200,16,680,800,12,31
mister,Mister Trash Wheel,457,March,2021,3/25/21,3.14,15,1200,500,3300,8,580,720,8,52
mister,Mister Trash Wheel,458,March,2021,3/25/21,2.72,15,720,280,2800,20,320,420,14,45
mister,Mister Trash Wheel,459,March,2021,3/25/21,3.34,15,800,240,2700,4,180,380,6,56
mister,Mister Trash Wheel,460,March,2021,3/27/21,3.64,15,2200,750,3000,24,540,740,14,61
mister,Mister Trash Wheel,461,March,2021,3/27/21,2.9499999999999997,15,1600,880,4200,12,480,890,20,49
mister,Mister Trash Wheel,462,March,2021,3/27/21,2.34,15,1000,280,2400,0,400,960,12,39
mister,Mister Trash Wheel,463,March,2021,3/31/21,2.55,15,3000,720,3600,21,720,1200,21,43
mister,Mister Trash Wheel,464,April,2021,4/13/21,3.5,15,2700,1400,4400,12,810,1050,14,58
mister,Mister Trash Wheel,465,May,2021,5/6/21,5.03,15,2300,840,5000,28,640,980,18,84
mister,Mister Trash Wheel,466,May,2021,5/6/21,3.9,15,1900,560,3900,14,590,1010,26,65
mister,Mister Trash Wheel,467,May,2021,5/28/21,3.66,15,5800,600,5400,20,700,880,30,61
mister,Mister Trash Wheel,468,May,2021,5/28/21,3.69,15,1800,440,3400,22,540,980,14,62
mister,Mister Trash Wheel,469,June,2021,6/1/21,3.77,15,2200,480,4000,12,400,600,18,49
mister,Mister Trash Wheel,470,June,2021,6/1/21,4.2700000000000005,15,3400,360,5400,28,720,1000,20,71
mister,Mister Trash Wheel,471,June,2021,6/4/21,3.03,15,4400,480,4800,34,720,980,22,51
mister,Mister Trash Wheel,472,June,2021,6/11/21,3.8299999999999996,15,3400,660,6000,22,560,800,21,64
mister,Mister Trash Wheel,473,June,2021,6/11/21,3.3,15,2500,360,4400,18,320,720,12,55
mister,Mister Trash Wheel,474,June,2021,6/11/21,3.9,15,1600,290,2800,16,300,540,14,65
mister,Mister Trash Wheel,475,June,2021,6/12/21,2.7800000000000002,15,1200,250,2700,10,320,360,8,46
mister,Mister Trash Wheel,476,June,2021,6/12/21,2.67,15,1040,200,2700,12,480,320,10,45
mister,Mister Trash Wheel,477,June,2021,6/15/21,3.58,15,4400,640,5000,30,600,1080,28,60
mister,Mister Trash Wheel,478,July,2021,7/2/21,4.5,15,4800,720,6200,32,810,1200,30,75
mister,Mister Trash Wheel,479,July,2021,7/2/21,3.9099999999999997,15,1800,180,2900,21,300,600,12,65
mister,Mister Trash Wheel,480,July,2021,7/14/21,1.32,15,3600,640,4800,16,440,840,18,22
mister,Mister Trash Wheel,481,August,2021,8/3/21,2.3099999999999996,15,3000,340,4800,24,320,480,18,39
mister,Mister Trash Wheel,482,August,2021,8/12/21,3.66,15,4200,540,5400,28,680,1100,28,61
mister,Mister Trash Wheel,483,August,2021,8/12/21,2.07,15,1400,120,2400,12,180,940,8,35
mister,Mister Trash Wheel,484,August,2021,8/16/21,3.8,15,2800,340,3400,16,290,800,12,63
mister,Mister Trash Wheel,485,August,2021,8/16/21,3.9699999999999998,15,1800,140,2400,10,200,540,12,66
mister,Mister Trash Wheel,486,August,2021,8/20/21,5.2,15,3400,660,4200,24,480,960,24,87
mister,Mister Trash Wheel,487,September,2021,9/1/2021,2,15,2600,420,5200,20,220,640,18,33
mister,Mister Trash Wheel,488,September,2021,9/2/2021,1.6600000000000001,15,3300,510,4900,22,340,1010,14,28
mister,Mister Trash Wheel,489,September,2021,9/2/2021,2.18,15,4100,680,5400,12,280,940,20,36
mister,Mister Trash Wheel,490,September,2021,9/3/2021,4.01,15,1800,350,3800,18,180,690,10,67
mister,Mister Trash Wheel,491,September,2021,9/15/2021,2.9,15,3500,480,4900,24,200,1050,28,48
mister,Mister Trash Wheel,492,September,2021,9/24/2021,4.119999999999999,15,2900,500,3300,30,340,890,14,69
mister,Mister Trash Wheel,493,September,2021,9/24/2021,4,15,850,100,1800,2,100,440,2,67
mister,Mister Trash Wheel,494,September,2021,9/24/2021,2.92,15,680,180,2000,8,75,360,14,49
mister,Mister Trash Wheel,495,October,2021,10/26/2021,3.38,15,3100,380,4500,18,180,980,22,56
mister,Mister Trash Wheel,496,October,2021,10/26/2021,3.8099999999999996,15,1750,400,4800,30,220,740,12,64
mister,Mister Trash Wheel,497,October,2021,10/26/2021,2.61,15,980,120,2800,16,140,1000,20,44
mister,Mister Trash Wheel,498,November,2021,11/1/2021,3.02,15,2800,400,5500,24,240,880,32,50
mister,Mister Trash Wheel,499,November,2021,11/1/2021,2.54,15,1200,320,3000,12,150,400,2,42
mister,Mister Trash Wheel,500,November,2021,11/1/2021,3.09,15,840,240,1400,4,80,280,6,52
mister,Mister Trash Wheel,501,November,2021,11/1/2021,3.73,15,1040,250,2200,11,100,320,18,62
mister,Mister Trash Wheel,502,November,2021,11/1/2021,3.8899999999999997,15,500,75,1500,10,110,460,4,65
mister,Mister Trash Wheel,503,November,2021,11/2/2021,3.9,15,800,100,1800,6,75,380,8,65
mister,Mister Trash Wheel,504,November,2021,11/2/2021,3.72,15,640,140,2000,12,100,500,2,62
mister,Mister Trash Wheel,505,November,2021,11/2/2021,2.66,15,900,150,1000,4,50,250,1,44
mister,Mister Trash Wheel,506,November,2021,11/3/2021,3.55,15,660,95,2800,24,100,375,20,59
mister,Mister Trash Wheel,507,November,2021,11/3/2021,2.8,15,750,150,1400,15,190,550,16,47
mister,Mister Trash Wheel,508,November,2021,11/13/2021,3.22,15,3800,450,4800,32,175,640,28,54
mister,Mister Trash Wheel,509,December,2021,12/7/2021,1.9,15,2900,290,4200,20,200,840,32,32
mister,Mister Trash Wheel,510,December,2021,12/31/2021,1.83,15,1800,320,3900,28,180,800,12,31
