digit_position,digit
93796,4
93797,4
93798,9
93799,3
93800,9
93801,4
93802,8
93803,6
93804,8
93805,6
93806,3
93807,4
93808,2
93809,9
93810,4
93811,5
93812,9
93813,6
93814,5
93815,8
93816,4
93817,3
93818,1
93819,0
93820,2
93821,4
93822,1
93823,9
93824,0
93825,7
93826,8
93827,5
93828,9
93829,2
93830,3
93831,6
93832,8
93833,0
93834,2
93835,2
93836,4
93837,5
93838,6
93839,0
93840,7
93841,6
93842,3
93843,9
93844,3
93845,6
93846,7
93847,8
93848,4
93849,1
93850,6
93851,6
93852,2
93853,7
93854,0
93855,5
93856,1
93857,8
93858,5
93859,5
93860,5
93861,1
93862,7
93863,8
93864,7
93865,0
93866,2
93867,9
93868,0
93869,4
93870,0
93871,7
93872,3
93873,5
93874,5
93875,7
93876,3
93877,0
93878,4
93879,6
93880,2
93881,0
93882,6
93883,3
93884,9
93885,6
93886,9
93887,2
93888,4
93889,5
93890,3
93891,3
93892,0
93893,7
93894,7
93895,9
93896,5
93897,7
93898,8
93899,2
93900,2
93901,4
93902,5
93903,9
93904,4
93905,9
93906,7
93907,1
93908,0
93909,4
93910,2
93911,0
93912,1
93913,8
93914,8
93915,0
93916,4
93917,3
93918,0
93919,0
93920,0
93921,1
93922,8
93923,3
93924,8
93925,8
93926,1
93927,4
93928,2
93929,9
93930,0
93931,0
93932,8
93933,1
93934,7
93935,3
93936,0
93937,3
93938,9
93939,4
93940,5
93941,0
93942,5
93943,0
93944,7
93945,3
93946,4
93947,2
93948,7
93949,8
93950,7
93951,0
93952,1
93953,3
93954,1
93955,2
93956,4
93957,4
93958,6
93959,6
93960,8
93961,6
93962,0
93963,0
93964,9
93965,2
93966,7
93967,7
93968,8
93969,5
93970,8
93971,1
93972,8
93973,1
93974,1
93975,0
93976,4
93977,0
93978,9
93979,1
93980,1
93981,5
93982,1
93983,1
93984,7
93985,2
93986,9
93987,3
93988,7
93989,4
93990,8
93991,7
93992,3
93993,6
93994,2
93995,7
93996,8
93997,8
93998,7
93999,8
94000,7
94001,4
94002,9
94003,0
94004,7
94005,4
94006,6
94007,5
94008,2
94009,8
94010,5
94011,5
94012,6
94013,5
94014,4
94015,3
94016,4
94017,7
94018,4
94019,8
94020,8
94021,8
94022,6
94023,8
94024,3
94025,1
94026,0
94027,6
94028,4
94029,1
94030,1
94031,0
94032,0
94033,5
94034,1
94035,0
94036,2
94037,3
94038,0
94039,2
94040,0
94041,8
94042,7
94043,5
94044,1
94045,0
94046,7
94047,7
94048,6
94049,8
94050,9
94051,1
94052,8
94053,7
94054,8
94055,1
94056,5
94057,2
94058,5
94059,6
94060,2
94061,2
94062,7
94063,3
94064,5
94065,2
94066,5
94067,1
94068,5
94069,5
94070,0
94071,3
94072,7
94073,9
94074,5
94075,3
94076,2
94077,4
94078,4
94079,4
94080,8
94081,5
94082,7
94083,7
94084,8
94085,7
94086,2
94087,7
94088,7
94089,6
94090,1
94091,7
94092,0
94093,0
94094,1
94095,9
94096,6
94097,4
94098,8
94099,5
94100,3
94101,7
94102,0
94103,3
94104,5
94105,5
94106,5
94107,1
94108,6
94109,7
94110,6
94111,5
94112,5
94113,2
94114,0
94115,9
94116,1
94117,1
94118,9
94119,3
94120,3
94121,9
94122,3
94123,4
94124,3
94125,7
94126,6
94127,2
94128,8
94129,6
94130,6
94131,2
94132,8
94133,4
94134,6
94135,1
94136,9
94137,8
94138,4
94139,4
94140,0
94141,2
94142,6
94143,2
94144,9
94145,5
94146,2
94147,5
94148,2
94149,1
94150,8
94151,3
94152,6
94153,7
94154,8
94155,5
94156,2
94157,2
94158,3
94159,6
94160,7
94161,4
94162,7
94163,5
94164,1
94165,0
94166,8
94167,8
94168,0
94169,9
94170,7
94171,8
94172,1
94173,5
94174,0
94175,7
94176,0
94177,9
94178,8
94179,9
94180,7
94181,8
94182,4
94183,1
94184,3
94185,0
94186,8
94187,6
94188,2
94189,4
94190,5
94191,8
94192,8
94193,1
94194,5
94195,2
94196,2
94197,6
94198,6
94199,0
94200,9
94201,6
94202,3
94203,5
94204,5
94205,1
94206,4
94207,0
94208,1
94209,8
94210,7
94211,4
94212,4
94213,9
94214,5
94215,8
94216,3
94217,6
94218,9
94219,2
94220,6
94221,9
94222,1
94223,7
94224,7
94225,9
94226,9
94227,0
94228,4
94229,7
94230,1
94231,2
94232,0
94233,7
94234,2
94235,6
94236,4
94237,9
94238,4
94239,9
94240,0
94241,5
94242,7
94243,3
94244,7
94245,2
94246,6
94247,4
94248,2
94249,8
94250,6
94251,0
94252,0
94253,5
94254,2
94255,1
94256,1
94257,4
94258,0
94259,3
94260,5
94261,8
94262,1
94263,2
94264,3
94265,1
94266,0
94267,7
94268,6
94269,0
94270,0
94271,6
94272,6
94273,9
94274,9
94275,5
94276,1
94277,8
94278,5
94279,3
94280,6
94281,1
94282,2
94283,4
94284,8
94285,6
94286,2
94287,7
94288,4
94289,6
94290,7
94291,5
94292,6
94293,3
94294,7
94295,5
94296,8
94297,9
94298,6
94299,2
94300,2
94301,5
94302,2
94303,9
94304,9
94305,1
94306,1
94307,6
94308,4
94309,9
94310,6
94311,0
94312,6
94313,6
94314,8
94315,7
94316,6
94317,5
94318,0
94319,8
94320,2
94321,6
94322,1
94323,7
94324,3
94325,4
94326,1
94327,7
94328,8
94329,4
94330,8
94331,4
94332,7
94333,8
94334,9
94335,3
94336,3
94337,7
94338,2
94339,9
94340,5
94341,0
94342,5
94343,6
94344,7
94345,3
94346,9
94347,0
94348,0
94349,7
94350,8
94351,7
94352,8
94353,6
94354,1
94355,7
94356,9
94357,2
94358,5
94359,3
94360,5
94361,1
94362,4
94363,4
94364,0
94365,6
94366,2
94367,1
94368,0
94369,4
94370,5
94371,3
94372,6
94373,6
94374,2
94375,5
94376,0
94377,6
94378,4
94379,0
94380,4
94381,6
94382,3
94383,7
94384,2
94385,8
94386,8
94387,1
94388,5
94389,6
94390,9
94391,8
94392,2
94393,3
94394,2
94395,3
94396,1
94397,7
94398,5
94399,0
94400,0
94401,5
94402,9
94403,6
94404,2
94405,6
94406,1
94407,0
94408,8
94409,0
94410,9
94411,2
94412,1
94413,9
94414,5
94415,5
94416,2
94417,1
94418,1
94419,1
94420,5
94421,0
94422,8
94423,5
94424,9
94425,3
94426,0
94427,2
94428,9
94429,5
94430,5
94431,6
94432,5
94433,4
94434,9
94435,6
94436,7
94437,5
94438,3
94439,8
94440,8
94441,6
94442,2
94443,6
94444,1
94445,2
94446,9
94447,7
94448,2
94449,3
94450,3
94451,9
94452,9
94453,1
94454,4
94455,6
94456,2
94457,8
94458,3
94459,5
94460,8
94461,4
94462,7
94463,6
94464,0
94465,4
94466,8
94467,6
94468,2
94469,7
94470,6
94471,2
94472,7
94473,0
94474,2
94475,7
94476,3
94477,0
94478,9
94479,7
94480,3
94481,9
94482,2
94483,0
94484,2
94485,0
94486,0
94487,1
94488,4
94489,3
94490,2
94491,2
94492,4
94493,8
94494,7
94495,0
94496,7
94497,5
94498,8
94499,2
94500,3
94501,3
94502,7
94503,3
94504,5
94505,4
94506,9
94507,1
94508,5
94509,2
94510,4
94511,6
94512,0
94513,8
94514,5
94515,6
94516,0
94517,8
94518,2
94519,1
94520,0
94521,3
94522,2
94523,8
94524,8
94525,8
94526,2
94527,9
94528,7
94529,4
94530,1
94531,8
94532,3
94533,9
94534,0
94535,6
94536,4
94537,7
94538,8
94539,8
94540,6
94541,9
94542,9
94543,2
94544,3
94545,2
94546,7
94547,3
94548,6
94549,9
94550,1
94551,3
94552,6
94553,0
94554,0
94555,4
94556,8
94557,8
94558,3
94559,7
94560,4
94561,3
94562,6
94563,6
94564,1
94565,5
94566,2
94567,2
94568,3
94569,5
94570,1
94571,7
94572,0
94573,5
94574,8
94575,4
94576,3
94577,7
94578,7
94579,0
94580,5
94581,5
94582,4
94583,5
94584,2
94585,1
94586,0
94587,8
94588,1
94589,5
94590,5
94591,1
94592,3
94593,3
94594,6
94595,1
94596,2
94597,6
94598,2
94599,1
94600,4
94601,2
94602,9
94603,1
94604,1
94605,8
94606,1
94607,5
94608,6
94609,1
94610,5
94611,3
94612,0
94613,1
94614,7
94615,5
94616,8
94617,8
94618,8
94619,2
94620,5
94621,7
94622,3
94623,5
94624,9
94625,4
94626,8
94627,9
94628,2
94629,5
94630,0
94631,7
94632,1
94633,0
94634,8
94635,8
94636,7
94637,9
94638,2
94639,6
94640,2
94641,1
94642,2
94643,8
94644,6
94645,4
94646,1
94647,3
94648,9
94649,2
94650,4
94651,4
94652,3
94653,3
94654,0
94655,9
94656,3
94657,8
94658,3
94659,7
94660,9
94661,7
94662,3
94663,3
94664,3
94665,8
94666,6
94667,7
94668,8
94669,0
94670,6
94671,1
94672,3
94673,1
94674,7
94675,9
94676,5
94677,2
94678,3
94679,7
94680,3
94681,1
94682,5
94683,2
94684,6
94685,6
94686,7
94687,7
94688,3
94689,8
94690,2
94691,0
94692,8
94693,5
94694,8
94695,0
94696,2
94697,4
94698,7
94699,0
94700,1
94701,4
94702,3
94703,3
94704,5
94705,2
94706,7
94707,0
94708,0
94709,9
94710,2
94711,4
94712,3
94713,8
94714,0
94715,3
94716,2
94717,6
94718,6
94719,9
94720,5
94721,1
94722,7
94723,4
94724,2
94725,1
94726,1
94727,9
94728,5
94729,0
94730,7
94731,6
94732,7
94733,0
94734,8
94735,8
94736,4
94737,3
94738,2
94739,6
94740,3
94741,4
94742,6
94743,4
94744,4
94745,2
94746,7
94747,4
94748,9
94749,1
94750,2
94751,7
94752,5
94753,5
94754,8
94755,9
94756,0
94757,7
94758,7
94759,4
94760,6
94761,8
94762,6
94763,3
94764,5
94765,8
94766,2
94767,1
94768,6
94769,2
94770,1
94771,6
94772,6
94773,0
94774,4
94775,2
94776,7
94777,4
94778,1
94779,3
94780,1
94781,5
94782,1
94783,7
94784,0
94785,2
94786,1
94787,2
94788,4
94789,5
94790,8
94791,5
94792,8
94793,6
94794,0
94795,5
94796,6
94797,2
94798,3
94799,3
94800,6
94801,3
94802,1
94803,4
94804,9
94805,3
94806,1
94807,6
94808,4
94809,6
94810,4
94811,6
94812,9
94813,1
94814,3
94815,9
94816,4
94817,6
94818,5
94819,6
94820,2
94821,4
94822,9
94823,7
94824,4
94825,7
94826,1
94827,7
94828,4
94829,1
94830,9
94831,5
94832,8
94833,3
94834,5
94835,4
94836,2
94837,1
94838,8
94839,6
94840,0
94841,7
94842,7
94843,4
94844,8
94845,7
94846,1
94847,1
94848,0
94849,5
94850,7
94851,3
94852,3
94853,8
94854,4
94855,5
94856,8
94857,4
94858,3
94859,3
94860,6
94861,8
94862,9
94863,9
94864,3
94865,9
94866,6
94867,4
94868,5
94869,9
94870,1
94871,3
94872,7
94873,4
94874,0
94875,6
94876,0
94877,3
94878,3
94879,8
94880,2
94881,1
94882,5
94883,9
94884,3
94885,5
94886,2
94887,2
94888,4
94889,3
94890,5
94891,9
94892,4
94893,7
94894,5
94895,1
94896,6
94897,2
94898,6
94899,2
94900,3
94901,9
94902,1
94903,8
94904,8
94905,6
94906,8
94907,5
94908,3
94909,0
94910,7
94911,8
94912,2
94913,2
94914,8
94915,2
94916,1
94917,7
94918,6
94919,3
94920,9
94921,8
94922,3
94923,2
94924,3
94925,7
94926,3
94927,0
94928,6
94929,1
94930,8
94931,0
94932,2
94933,0
94934,4
94935,2
94936,4
94937,6
94938,5
94939,6
94940,0
94941,4
94942,7
94943,7
94944,5
94945,2
94946,7
94947,9
94948,4
94949,3
94950,1
94951,0
94952,4
94953,7
94954,9
94955,6
94956,1
94957,8
94958,9
94959,7
94960,2
94961,4
94962,2
94963,9
94964,9
94965,5
94966,3
94967,3
94968,0
94969,2
94970,9
94971,7
94972,9
94973,2
94974,4
94975,9
94976,7
94977,4
94978,8
94979,1
94980,6
94981,8
94982,4
94983,0
94984,5
94985,2
94986,8
94987,9
94988,3
94989,7
94990,9
94991,1
94992,0
94993,4
94994,4
94995,9
94996,4
94997,7
94998,0
94999,0
95000,4
95001,5
95002,9
95003,0
95004,8
95005,6
95006,4
95007,9
95008,9
95009,1
95010,8
95011,7
95012,2
95013,7
95014,2
95015,7
95016,3
95017,4
95018,5
95019,4
95020,1
95021,3
95022,5
95023,0
95024,8
95025,1
95026,0
95027,1
95028,9
95029,8
95030,3
95031,8
95032,8
95033,1
95034,8
95035,6
95036,4
95037,6
95038,7
95039,3
95040,6
95041,0
95042,9
95043,3
95044,9
95045,2
95046,5
95047,7
95048,1
95049,9
95050,3
95051,0
95052,5
95053,1
95054,1
95055,9
95056,6
95057,8
95058,6
95059,4
95060,5
95061,6
95062,0
95063,1
95064,8
95065,5
95066,5
95067,7
95068,8
95069,2
95070,4
95071,5
95072,0
95073,2
95074,1
95075,8
95076,2
95077,3
95078,1
95079,0
95080,6
95081,5
95082,8
95083,8
95084,9
95085,4
95086,3
95087,7
95088,9
95089,8
95090,6
95091,5
95092,2
95093,2
95094,4
95095,3
95096,2
95097,0
95098,5
95099,0
95100,6
95101,7
95102,7
95103,3
95104,7
95105,9
95106,9
95107,6
95108,6
95109,1
95110,9
95111,6
95112,9
95113,5
95114,5
95115,4
95116,7
95117,2
95118,4
95119,4
95120,0
95121,5
95122,8
95123,5
95124,9
95125,2
95126,2
95127,4
95128,1
95129,7
95130,9
95131,5
95132,3
95133,0
95134,0
95135,6
95136,8
95137,2
95138,0
95139,4
95140,5
95141,1
95142,7
95143,9
95144,5
95145,3
95146,7
95147,0
95148,0
95149,4
95150,3
95151,4
95152,7
95153,2
95154,4
95155,5
95156,1
95157,7
95158,6
95159,2
95160,8
95161,9
95162,3
95163,5
95164,6
95165,6
95166,7
95167,7
95168,0
95169,5
95170,0
95171,8
95172,4
95173,9
95174,0
95175,2
95176,1
95177,3
95178,1
95179,0
95180,7
95181,7
95182,3
95183,6
95184,6
95185,2
95186,5
95187,7
95188,5
95189,1
95190,6
95191,9
95192,7
95193,3
95194,3
95195,5
95196,5
95197,2
95198,7
95199,4
95200,6
95201,2
95202,3
95203,0
95204,2
95205,9
95206,4
95207,3
95208,0
95209,3
95210,1
95211,2
95212,0
95213,3
95214,5
95215,9
95216,6
95217,2
95218,6
95219,0
95220,9
95221,5
95222,3
95223,4
95224,2
95225,3
95226,5
95227,7
95228,4
95229,3
95230,9
95231,7
95232,2
95233,4
95234,9
95235,6
95236,5
95237,9
95238,2
95239,1
95240,1
95241,0
95242,1
95243,0
95244,6
95245,5
95246,7
95247,8
95248,1
95249,7
95250,8
95251,2
95252,6
95253,1
95254,0
95255,8
95256,7
95257,4
95258,5
95259,3
95260,1
95261,8
95262,8
95263,7
95264,4
95265,8
95266,0
95267,3
95268,1
95269,8
95270,7
95271,4
95272,3
95273,0
95274,8
95275,2
95276,3
95277,5
95278,7
95279,3
95280,6
95281,9
95282,9
95283,1
95284,9
95285,5
95286,1
95287,5
95288,6
95289,3
95290,4
95291,0
95292,9
95293,5
95294,7
95295,1
95296,6
95297,2
95298,7
95299,0
95300,0
95301,9
95302,9
95303,2
95304,4
95305,4
95306,4
95307,9
95308,2
95309,9
95310,7
95311,4
95312,9
95313,1
95314,0
95315,5
95316,4
95317,8
95318,9
95319,8
95320,5
95321,1
95322,5
95323,1
95324,9
95325,6
95326,5
95327,8
95328,6
95329,6
95330,4
95331,7
95332,4
95333,0
95334,1
95335,4
95336,8
95337,2
95338,2
95339,5
95340,1
95341,0
95342,6
95343,3
95344,3
95345,5
95346,3
95347,6
95348,7
95349,9
95350,4
95351,9
95352,7
95353,3
95354,7
95355,1
95356,4
95357,2
95358,5
95359,1
95360,0
95361,2
95362,2
95363,9
95364,3
95365,4
95366,1
95367,8
95368,8
95369,2
95370,5
95371,8
95372,5
95373,1
95374,1
95375,7
95376,3
95377,7
95378,1
95379,9
95380,9
95381,4
95382,4
95383,9
95384,9
95385,1
95386,1
95387,5
95388,0
95389,9
95390,7
95391,5
95392,8
95393,3
95394,7
95395,4
95396,6
95397,1
95398,3
95399,0
95400,1
95401,0
95402,5
95403,5
95404,0
95405,5
95406,0
95407,6
95408,4
95409,1
95410,9
95411,7
95412,7
95413,2
95414,1
95415,5
95416,3
95417,1
95418,9
95419,2
95420,9
95421,3
95422,5
95423,4
95424,8
95425,7
95426,5
95427,3
95428,7
95429,1
95430,1
95431,9
95432,1
95433,6
95434,3
95435,0
95436,2
95437,6
95438,2
95439,0
95440,3
95441,0
95442,3
95443,2
95444,8
95445,5
95446,8
95447,8
95448,6
95449,5
95450,8
95451,5
95452,2
95453,8
95454,4
95455,8
95456,0
95457,1
95458,9
95459,3
95460,5
95461,0
95462,9
95463,2
95464,2
95465,5
95466,8
95467,7
95468,5
95469,7
95470,7
95471,5
95472,5
95473,9
95474,7
95475,4
95476,2
95477,5
95478,2
95479,7
95480,6
95481,5
95482,8
95483,4
95484,0
95485,1
95486,1
95487,7
95488,2
95489,1
95490,3
95491,4
95492,2
95493,3
95494,2
95495,3
95496,6
95497,4
95498,8
95499,0
95500,8
95501,4
95502,0
95503,2
95504,7
95505,1
95506,4
95507,3
95508,3
95509,5
95510,6
95511,3
95512,6
95513,7
95514,5
95515,4
95516,2
95517,0
95518,4
95519,6
95520,3
95521,7
95522,5
95523,1
95524,8
95525,2
95526,5
95527,5
95528,2
95529,5
95530,2
95531,4
95532,9
95533,4
95534,4
95535,3
95536,2
95537,9
95538,6
95539,5
95540,7
95541,0
95542,4
95543,3
95544,8
95545,6
95546,1
95547,3
95548,8
95549,7
95550,8
95551,6
95552,5
95553,9
95554,0
95555,1
95556,9
95557,6
95558,5
95559,7
95560,3
95561,8
95562,8
95563,0
95564,2
95565,8
95566,6
95567,8
95568,4
95569,0
95570,1
95571,8
95572,9
95573,4
95574,0
95575,8
95576,7
95577,6
95578,7
95579,2
95580,8
95581,1
95582,6
95583,7
95584,1
95585,4
95586,1
95587,3
95588,7
95589,0
95590,3
95591,3
95592,6
95593,6
95594,1
95595,7
95596,3
95597,2
95598,6
95599,5
95600,0
95601,1
95602,2
95603,0
95604,5
95605,7
95606,8
95607,6
95608,5
95609,3
95610,9
95611,1
95612,5
95613,7
95614,8
95615,0
95616,7
95617,0
95618,3
95619,0
95620,8
95621,8
95622,7
95623,1
95624,4
95625,2
95626,6
95627,1
95628,5
95629,1
95630,9
95631,0
95632,7
95633,5
95634,0
95635,0
95636,1
95637,4
95638,9
95639,2
95640,5
95641,7
95642,6
95643,1
95644,1
95645,2
95646,9
95647,2
95648,7
95649,6
95650,7
95651,5
95652,1
95653,9
95654,3
95655,0
95656,9
95657,6
95658,7
95659,2
95660,8
95661,4
95662,5
95663,3
95664,9
95665,7
95666,1
95667,1
95668,6
95669,0
95670,2
95671,1
95672,3
95673,6
95674,0
95675,6
95676,3
95677,0
95678,3
95679,0
95680,9
95681,0
95682,5
95683,4
95684,2
95685,2
95686,4
95687,3
95688,9
95689,6
95690,6
95691,3
95692,2
95693,0
95694,6
95695,7
95696,4
95697,3
95698,2
95699,3
95700,5
95701,8
95702,2
95703,7
95704,9
95705,7
95706,8
95707,8
95708,9
95709,3
95710,3
95711,2
95712,3
95713,2
95714,4
95715,4
95716,0
95717,5
95718,7
95719,7
95720,9
95721,1
95722,9
95723,9
95724,2
95725,7
95726,8
95727,4
95728,8
95729,4
95730,6
95731,3
95732,3
95733,3
95734,3
95735,9
95736,7
95737,7
95738,7
95739,7
95740,3
95741,7
95742,6
95743,5
95744,5
95745,9
95746,0
95747,1
95748,8
95749,7
95750,0
95751,5
95752,7
95753,4
95754,8
95755,0
95756,6
95757,8
95758,2
95759,8
95760,6
95761,7
95762,8
95763,3
95764,4
95765,7
95766,9
95767,6
95768,5
95769,6
95770,2
95771,4
95772,1
95773,4
95774,6
95775,1
95776,0
95777,2
95778,8
95779,9
95780,9
95781,5
95782,0
95783,8
95784,4
95785,8
95786,7
95787,3
95788,9
95789,9
95790,6
95791,9
95792,2
95793,9
95794,7
95795,0
95796,7
95797,5
95798,0
95799,4
95800,3
95801,2
95802,7
95803,5
95804,3
95805,0
95806,2
95807,9
95808,9
95809,7
95810,2
95811,8
95812,7
95813,2
95814,2
95815,9
95816,7
95817,3
95818,2
95819,7
95820,9
95821,3
95822,4
95823,4
95824,4
95825,2
95826,9
95827,8
95828,8
95829,6
95830,4
95831,6
95832,4
95833,1
95834,2
95835,7
95836,2
95837,5
95838,3
95839,4
95840,8
95841,1
95842,6
95843,0
95844,6
95845,0
95846,3
95847,7
95848,7
95849,9
95850,7
95851,0
95852,7
95853,2
95854,9
95855,8
95856,2
95857,9
95858,9
95859,1
95860,7
95861,3
95862,0
95863,2
95864,9
95865,2
95866,9
95867,6
95868,3
95869,0
95870,8
95871,6
95872,9
95873,5
95874,8
95875,0
95876,1
95877,9
95878,9
95879,6
95880,3
95881,1
95882,2
95883,4
95884,1
95885,3
95886,3
95887,0
95888,4
95889,9
95890,3
95891,9
95892,3
95893,5
95894,0
95895,4
95896,9
95897,3
95898,3
95899,2
95900,5
95901,4
95902,1
95903,2
95904,3
95905,5
95906,5
95907,0
95908,7
95909,1
95910,0
95911,5
95912,4
95913,4
95914,6
95915,1
95916,1
95917,8
95918,2
95919,5
95920,9
95921,1
95922,1
95923,4
95924,1
95925,1
95926,1
95927,6
95928,4
95929,5
95930,4
95931,5
95932,3
95933,4
95934,7
95935,1
95936,0
95937,3
95938,2
95939,9
95940,8
95941,8
95942,1
95943,0
95944,4
95945,7
95946,8
95947,4
95948,4
95949,0
95950,6
95951,7
95952,7
95953,8
95954,0
95955,1
95956,3
95957,8
95958,0
95959,7
95960,7
95961,1
95962,3
95963,1
95964,4
95965,6
95966,5
95967,4
95968,0
95969,0
95970,0
95971,9
95972,9
95973,3
95974,8
95975,6
95976,3
95977,0
95978,6
95979,4
95980,8
95981,1
95982,2
95983,6
95984,6
95985,6
95986,1
95987,4
95988,3
95989,3
95990,0
95991,8
95992,5
95993,8
95994,2
95995,0
95996,6
95997,8
95998,1
95999,1
96000,3
96001,9
96002,5
96003,8
96004,3
96005,8
96006,3
96007,1
96008,9
96009,1
96010,6
96011,9
96012,5
96013,4
96014,5
96015,5
96016,5
96017,8
96018,2
96019,5
96020,9
96021,4
96022,2
96023,6
96024,8
96025,9
96026,5
96027,7
96028,6
96029,9
96030,8
96031,4
96032,1
96033,4
96034,2
96035,8
96036,8
96037,9
96038,3
96039,7
96040,4
96041,3
96042,4
96043,6
96044,7
96045,0
96046,8
96047,4
96048,1
96049,0
96050,7
96051,9
96052,4
96053,6
96054,3
96055,1
96056,8
96057,9
96058,3
96059,2
96060,5
96061,3
96062,9
96063,1
96064,0
96065,6
96066,9
96067,6
96068,3
96069,9
96070,5
96071,5
96072,7
96073,8
96074,0
96075,7
96076,0
96077,6
96078,0
96079,2
96080,1
96081,2
96082,4
96083,5
96084,9
96085,7
96086,4
96087,8
96088,9
96089,8
96090,2
96091,9
96092,3
96093,5
96094,6
96095,4
96096,6
96097,1
96098,3
96099,5
96100,6
96101,0
96102,7
96103,8
96104,8
96105,9
96106,8
96107,3
96108,4
96109,7
96110,2
96111,4
96112,1
96113,9
96114,9
96115,7
96116,9
96117,4
96118,7
96119,8
96120,5
96121,6
96122,4
96123,3
96124,6
96125,2
96126,0
96127,4
96128,2
96129,0
96130,9
96131,4
96132,6
96133,1
96134,3
96135,4
96136,1
96137,2
96138,3
96139,8
96140,7
96141,6
96142,1
96143,3
96144,1
96145,9
96146,8
96147,8
96148,6
96149,5
96150,3
96151,5
96152,2
96153,3
96154,5
96155,8
96156,3
96157,1
96158,2
96159,9
96160,9
96161,6
96162,8
96163,6
96164,2
96165,2
96166,6
96167,8
96168,9
96169,4
96170,8
96171,6
96172,0
96173,8
96174,4
96175,0
96176,8
96177,4
96178,5
96179,6
96180,6
96181,5
96182,5
96183,6
96184,0
96185,6
96186,8
96187,7
96188,6
96189,9
96190,5
96191,4
96192,5
96193,0
96194,1
96195,2
96196,7
96197,4
96198,4
96199,8
96200,6
96201,6
96202,3
96203,1
96204,4
96205,0
96206,5
96207,0
96208,5
96209,4
96210,7
96211,3
96212,5
96213,3
96214,5
96215,1
96216,7
96217,4
96218,6
96219,8
96220,7
96221,3
96222,0
96223,0
96224,9
96225,8
96226,0
96227,6
96228,3
96229,2
96230,2
96231,7
96232,8
96233,0
96234,4
96235,6
96236,8
96237,9
96238,1
96239,2
96240,2
96241,4
96242,6
96243,8
96244,2
96245,1
96246,4
96247,6
96248,0
96249,8
96250,0
96251,6
96252,7
96253,2
96254,7
96255,6
96256,2
96257,7
96258,7
96259,0
96260,8
96261,4
96262,0
96263,2
96264,4
96265,0
96266,2
96267,2
96268,6
96269,6
96270,1
96271,5
96272,5
96273,4
96274,8
96275,5
96276,0
96277,2
96278,4
96279,0
96280,0
96281,8
96282,9
96283,5
96284,2
96285,8
96286,9
96287,1
96288,6
96289,5
96290,7
96291,1
96292,1
96293,7
96294,6
96295,1
96296,7
96297,4
96298,3
96299,9
96300,0
96301,2
96302,0
96303,3
96304,3
96305,7
96306,5
96307,8
96308,4
96309,8
96310,7
96311,7
96312,8
96313,4
96314,2
96315,9
96316,1
96317,1
96318,2
96319,8
96320,9
96321,6
96322,2
96323,3
96324,2
96325,4
96326,7
96327,0
96328,5
96329,9
96330,1
96331,9
96332,1
96333,8
96334,7
96335,4
96336,6
96337,9
96338,1
96339,0
96340,4
96341,2
96342,0
96343,0
96344,5
96345,8
96346,4
96347,8
96348,3
96349,2
96350,6
96351,1
96352,4
96353,0
96354,6
96355,7
96356,7
96357,3
96358,3
96359,3
96360,7
96361,5
96362,1
96363,0
96364,2
96365,7
96366,1
96367,9
96368,5
96369,6
96370,5
96371,3
96372,9
96373,9
96374,4
96375,6
96376,9
96377,7
96378,1
96379,6
96380,2
96381,5
96382,1
96383,7
96384,2
96385,4
96386,8
96387,3
96388,1
96389,2
96390,2
96391,3
96392,0
96393,6
96394,3
96395,3
96396,9
96397,1
96398,9
96399,3
96400,2
96401,8
96402,7
96403,0
96404,7
96405,9
96406,8
96407,3
96408,8
96409,0
96410,0
96411,7
96412,4
96413,8
96414,4
96415,8
96416,5
96417,7
96418,2
96419,6
96420,5
96421,1
96422,6
96423,1
96424,2
96425,3
96426,4
96427,3
96428,4
96429,9
96430,3
96431,3
96432,2
96433,7
96434,3
96435,3
96436,5
96437,6
96438,6
96439,6
96440,4
96441,4
96442,7
96443,3
96444,3
96445,5
96446,8
96447,5
96448,5
96449,6
96450,4
96451,3
96452,0
96453,2
96454,3
96455,5
96456,2
96457,8
96458,0
96459,8
96460,8
96461,3
96462,9
96463,2
96464,4
96465,3
96466,4
96467,8
96468,2
96469,7
96470,8
96471,7
96472,6
96473,0
96474,8
96475,8
96476,6
96477,1
96478,6
96479,4
96480,9
96481,4
96482,3
96483,2
96484,8
96485,9
96486,3
96487,9
96488,9
96489,1
96490,6
96491,6
96492,3
96493,9
96494,9
96495,2
96496,1
96497,0
96498,4
96499,8
96500,8
96501,3
96502,0
96503,7
96504,8
96505,4
96506,7
96507,7
96508,7
96509,7
96510,0
96511,4
96512,8
96513,0
96514,4
96515,5
96516,7
96517,2
96518,8
96519,4
96520,9
96521,1
96522,4
96523,5
96524,6
96525,3
96526,0
96527,3
96528,3
96529,5
96530,3
96531,2
96532,6
96533,5
96534,0
96535,7
96536,0
96537,0
96538,2
96539,9
96540,5
96541,8
96542,8
96543,9
96544,0
96545,6
96546,2
96547,6
96548,5
96549,9
96550,1
96551,5
96552,4
96553,9
96554,8
96555,5
96556,0
96557,9
96558,4
96559,0
96560,7
96561,9
96562,7
96563,2
96564,7
96565,6
96566,7
96567,5
96568,6
96569,7
96570,1
96571,2
96572,9
96573,7
96574,9
96575,5
96576,0
96577,1
96578,0
96579,0
96580,9
96581,8
96582,2
96583,2
96584,9
96585,4
96586,7
96587,6
96588,2
96589,2
96590,8
96591,9
96592,6
96593,1
