brand,product,name,specific,lightness,hex,lightToDark,numbers,id
bareMinerals,BAREPRO Longwear Powder Foundation ,Natural Light,09,0.8,#F6CCA2,TRUE,9,17
PAT McGRATH LABS,Sublime Perfection Foundation,Light Medium,9,0.813725490196078,#F1C3AE,TRUE,9,37
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,Light Natural,09,0.786274509803922,#EEC8A3,TRUE,9,18
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,Light Beige,09,0.698039215686274,#D1A593,TRUE,9,38
SEPHORA COLLECTION,Make No Mistake Foundation & Concealer Stick,Sandalwood,9,0.613725490196078,#C69073,TRUE,9,39
Laura Mercier,Smooth Finish Foundation Powder,NA,9,0.643137254901961,#DB9D6D,TRUE,9,40
Kosas,Tinted Face Oil Foundation,Tone,09,0.411764705882353,#855E4D,TRUE,9,41
Armani Beauty,Neo Nude Foundation,NA,9,0.629411764705882,#D19B70,TRUE,9,4
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,9,0.580392156862745,#B98B6F,TRUE,9,42
Charlotte Tilbury,Light Wonder Foundation,Dark,9,0.674509803921569,#D5A483,TRUE,9,43
Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,NA,009N,0.86078431372549,#EDDCCA,TRUE,9,44
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,Chestnut,09,0.541176470588235,#AD8667,TRUE,9,45
Charlotte Tilbury,Magic Foundation,NA,9,0.672549019607843,#CCA28B,TRUE,9,6
SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,Chiffon Sephora Quality Way-Nice Price,9,0.66078431372549,#D09B81,TRUE,9,46
Armani Beauty,Luminous Silk Compact Powder Foundation,NA,9,0.607843137254902,#C38D73,TRUE,9,61
KEVYN AUCOIN,Foundation Balm,Medium EF,09,0.658823529411765,#D2A37E,TRUE,9,48
NUDESTIX,Nudies Tinted Blur Stick,Deep,9,0.523529411764706,#B26F59,TRUE,9,49
Givenchy,Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,NA,N09,0.56078431372549,#D18A4D,TRUE,9,8
SEPHORA COLLECTION,Clean Glowing Skin Foundation,NA,9,0.758823529411765,#E3B3A0,TRUE,9,50
KEVYN AUCOIN,The Etherealist Foundation,Medium EF,09,0.658823529411765,#C79D89,TRUE,9,52
surratt beauty,Surreal Skin Foundation Wand,Surreal Skin,9,0.511764705882353,#B17D54,TRUE,9,53
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,bareMinerals,09,0.698039215686274,#D1A593,TRUE,9,54
KEVYN AUCOIN,Stripped Nude Skin Tint,ST,09,0.527450980392157,#B3755A,TRUE,9,55
Armani Beauty,Maestro Fusion Makeup SPF 15 Liquid Foundation,NA,9,0.633333333333333,#D3A170,TRUE,9,64
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F9.2,0.5,#AE7651,TRUE,9.2,1
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,NA,P9.5,0.774509803921569,#F2C599,TRUE,9.5,11
bareMinerals,BAREPRO Performance Wear Powder Foundation,Flax,9.5,0.717647058823529,#D9AC95,TRUE,9.5,14
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F9.5,0.537254901960784,#C48B4E,TRUE,9.5,1
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,Flax,9.5,0.717647058823529,#D9AC95,TRUE,9.5,16
bareMinerals,BAREPRO Longwear Powder Foundation ,Flax,9.5,0.758823529411765,#DEB8A5,TRUE,9.5,17
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,Flax,9.5,0.792156862745098,#E4C2B0,TRUE,9.5,18
Kosas,Tinted Face Oil Foundation,Tone,9.5,0.370588235294118,#8C4C31,TRUE,9.5,41
TOM FORD,Traceless Soft Matte Foundation,Warm Almond,9.5,0.503921568627451,#B17750,TRUE,9.5,3
TOM FORD,Traceless Foundation Stick,Warm Almond,9.5,0.494117647058824,#B16E4B,TRUE,9.5,5
Charlotte Tilbury,Magic Foundation,NA,9.5,0.643137254901961,#C49B84,TRUE,9.5,6
TOM FORD,Traceless Soft Matte Foundation,Cool Dusk,9.7,0.503921568627451,#AB7856,TRUE,9.7,3
TOM FORD,Traceless Foundation Stick,Cool Dusk,9.7,0.352941176470588,#815633,TRUE,9.7,5
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,9.75,0.503921568627451,#B27B4F,TRUE,9.75,15
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,NA,Shade 10,0.470588235294118,#AC6C44,TRUE,10,19
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Deep Warm,Shade 10,0.358823529411765,#914D26,TRUE,10,20
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Deep Warm,Shade 10,0.419607843137255,#946542,TRUE,10,21
It Cosmetics,Your Skin But Better Foundation + Skincare,Fair Warm,10,0.901960784313726,#FAE6D2,TRUE,10,75
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Light,010,0.735294117647059,#DFB398,TRUE,10,57
NUDESTIX,Tinted Cover Foundation,Nude,10,0.33921568627451,#824E2B,TRUE,10,22
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,NA,10,0.82156862745098,#ECCCB7,TRUE,10,76
Catrice,True Skin Hydrating Foundation,Cool Cashmere,010,0.690196078431373,#DEA682,TRUE,10,58
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Medium,10,0.745098039215686,#E2AF9A,TRUE,10,23
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,NA,P10,0.701960784313725,#E2B284,TRUE,10,11
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Medium,10,0.745098039215686,#E2AF9A,TRUE,10,25
bareMinerals,BAREPRO Performance Wear Powder Foundation,Cool Beige,10,0.676470588235294,#D8A381,TRUE,10,14
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,Sienna,10,0.356862745098039,#844D32,TRUE,10,26
Makeup Revolution,Conceal & Hydrate Foundation,NA,F10,0.680392156862745,#D8A883,TRUE,10,27
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F10,0.680392156862745,#E0AC7B,TRUE,10,1
jane iredale,Beyond Matte Liquid Foundation,NA,M10,0.6,#D3925F,TRUE,10,30
Clinique,Superbalanced Makeup,Alabaster,10,0.968627450980392,#F9F7F5,NA,10,NA
Clinique,Stay Matte Oil-Free Makeup,Alabaster,CN 10,0.813725490196078,#F1C9AE,NA,10,NA
Clinique,Beyond Perfecting Foundation + Concealer,Alabaster,CN 10,0.813725490196078,#F1C9AE,NA,10,NA
Juice Beauty,PHYTO-PIGMENTS Flawless Serum Foundation,Naked Beige,10,0.672549019607843,#D0A787,TRUE,10,71
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,10.0,0.462745098039216,#A36849,TRUE,10,15
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,Cool Beige,10,0.676470588235294,#D8A381,TRUE,10,16
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Alabaster,CN 10,0.67843137254902,#DBA67F,NA,10,NA
Ofra Cosmetics,Absolute Cover Foundation,NA,10,0.315686274509804,#614C40,TRUE,10,13
florence by mills,Like a Light Skin Tint,NA,F010,0.827450980392157,#F8CBAE,TRUE,10,77
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,Medium,10,0.772549019607843,#F3B997,TRUE,10,32
LORAC,PRO Soft Focus Longwear Foundation,NA,10,0.623529411764706,#C99E75,TRUE,10,33
ColourPop,Pretty Fresh Foundation,Fair,10N,0.886274509803922,#F0DFD4,TRUE,10,65
ZOEVA,Authentik Skin Natural Luminous Foundation,Aglow,010N,0.903921568627451,#F3E6DA,TRUE,10,78
Catrice,HD Liquid Coverage Foundation,Light Beige,010,0.872549019607843,#EDDFD0,TRUE,10,59
Essence,Pretty Natural Hydrating Foundation,Cool Porcelain,10,0.680392156862745,#D5AB86,TRUE,10,79
ILIA,Super Serum Skin Tint SPF 40 Foundation,Porto Ferro,10,0.782352941176471,#E3C2AC,TRUE,10,34
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,Sienna,10,0.519607843137255,#A47465,TRUE,10,36
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Light Ivory,10,0.684313725490196,#DCAA81,TRUE,10,66
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Fair Pink,10,0.731372549019608,#D5B0A0,TRUE,10,60
bareMinerals,BAREPRO Longwear Powder Foundation ,Cool Beige,10,0.745098039215686,#E7B995,TRUE,10,17
PAT McGRATH LABS,Sublime Perfection Foundation,Light Medium,10,0.811764705882353,#F0C9AE,TRUE,10,37
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,Cool Beige,10,0.77843137254902,#E0C4AD,TRUE,10,18
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,Medium,10,0.652941176470588,#D0A17D,TRUE,10,38
Laura Mercier,Smooth Finish Foundation Powder,NA,10,0.629411764705882,#D99F68,TRUE,10,40
Kosas,Tinted Face Oil Foundation,Tone,10,0.32156862745098,#6D4637,TRUE,10,41
TOM FORD,Traceless Soft Matte Foundation,Chestnut,10.0,0.503921568627451,#A87959,TRUE,10,3
Armani Beauty,Neo Nude Foundation,NA,10,0.545098039215686,#C8894E,TRUE,10,4
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,10,0.601960784313725,#C38B70,TRUE,10,42
Charlotte Tilbury,Light Wonder Foundation,Dark,10,0.566666666666667,#B4856D,TRUE,10,43
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,NA,10R,0.913725490196078,#F9E6D9,TRUE,10,67
Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,NA,010C,0.790196078431373,#E7BFAC,TRUE,10,44
Dior,Diorskin Forever Undercover Foundation,Ivory,010,0.888235294117647,#FEDCC7,TRUE,10,73
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,Sienna,10,0.429411764705882,#8D644E,TRUE,10,45
Dior,Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50,Ivory,010,0.774509803921569,#F3BA98,TRUE,10,80
TOM FORD,Traceless Foundation Stick,Chestnut,10.0,0.519607843137255,#AC6C5D,TRUE,10,5
Charlotte Tilbury,Magic Foundation,NA,10,0.547058823529412,#B17966,TRUE,10,6
Dior,Diorskin Forever Perfect Matte Powder Foundation,Ivory,010,0.83921568627451,#F4C9B8,TRUE,10,81
SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,Tulle Sephora Quality Way-Nice Price,10,0.63921568627451,#C69480,TRUE,10,46
Bite Beauty,Changemaker Supercharged Micellar Foundation,NA,L10,0.82156862745098,#EEC8B5,TRUE,10,82
Josie Maran,Vibrancy Argan Oil Foundation Fluid,Supernatural,RG10,0.805882352941176,#E4C4B7,TRUE,10,74
Bobbi Brown,Skin Weightless Powder Foundation,Espresso,10,0.390196078431373,#835144,TRUE,10,7
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Ivory,10,0.801960784313726,#EBC5AE,TRUE,10,70
KEVYN AUCOIN,Foundation Balm,Medium EF,10,0.631372549019608,#CF9A73,TRUE,10,48
NUDESTIX,Nudies Tinted Blur Stick,Deep,10,0.496078431372549,#9B6862,TRUE,10,49
Givenchy,Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,NA,N10,0.445098039215686,#B26C31,TRUE,10,8
KEVYN AUCOIN,The Etherealist Foundation,Medium EF,10,0.649019607843137,#C5A086,TRUE,10,52
Dior,Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50 Refill,Ivory,010,0.845098039215686,#FBD4B4,TRUE,10,83
surratt beauty,Surreal Skin Foundation Wand,Surreal Skin,10,0.584313725490196,#C49066,TRUE,10,53
Natasha Denona,Foundation X+,YFair,10,0.868627450980392,#EBDFD0,TRUE,10,68
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,bareMinerals,10,0.652941176470588,#D0A17D,TRUE,10,54
KEVYN AUCOIN,Stripped Nude Skin Tint,ST,10,0.527450980392157,#B3755A,TRUE,10,55
Natasha Denona,Face Glow Foundation,FN,10,0.788235294117647,#E7D4AB,TRUE,10,84
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,10,0.764705882352941,#F2C594,TRUE,10,69
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,NA,P10.2,0.833333333333333,#F6D2B3,TRUE,10.2,11
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F10.2,0.570588235294118,#BB8D68,TRUE,10.2,1
It Cosmetics,Your Skin But Better Foundation + Skincare,Fair Neutral,10.5,0.809803921568627,#E8CCB5,TRUE,10.5,75
bareMinerals,BAREPRO Performance Wear Powder Foundation,Linen,10.5,0.668627450980392,#D19F84,TRUE,10.5,14
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,Cinnamon,10.5,0.386274509803922,#86563F,TRUE,10.5,26
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F10.5,0.768627450980392,#F0C698,TRUE,10.5,1
Makeup Revolution,Conceal & Glow Foundation,NA,F10.5,0.6,#D88B5A,TRUE,10.5,28
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,Linen,10.5,0.668627450980392,#D19F84,TRUE,10.5,16
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,Cinnamon,10.5,0.427450980392157,#8B624F,TRUE,10.5,36
bareMinerals,BAREPRO Longwear Powder Foundation ,Linen,10.5,0.727450980392157,#D9B09A,TRUE,10.5,17
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,Linen,10.5,0.735294117647059,#DBB29C,TRUE,10.5,18
TOM FORD,Traceless Soft Matte Foundation,Mocha,10.5,0.531372549019608,#B0885F,TRUE,10.5,3
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,Cinnamon,10.5,0.46078431372549,#9A6A51,TRUE,10.5,45
TOM FORD,Traceless Foundation Stick,Mocha,10.5,0.482352941176471,#A47252,TRUE,10.5,5
KEVYN AUCOIN,Foundation Balm,Medium EF,10.5,0.619607843137255,#CF9D6D,TRUE,10.5,48
TOM FORD,Traceless Soft Matte Foundation,Amber,10.7,0.525490196078431,#AF835D,TRUE,10.7,3
TOM FORD,Traceless Foundation Stick,Amber,10.7,0.474509803921569,#A26C50,TRUE,10.7,5
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,NA,Shade 11,0.43921568627451,#9D6743,TRUE,11,19
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Dark Neutral,Shade 11,0.3,#6E452B,TRUE,11,20
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Dark Neutral,Shade 11,0.396078431372549,#926738,TRUE,11,21
It Cosmetics,Your Skin But Better Foundation + Skincare,Fair Neutral,11,0.792156862745098,#ECC8A8,TRUE,11,75
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Soft Medium,11,0.690196078431373,#E1A77F,TRUE,11,23
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Soft Medium,11,0.690196078431373,#E1A77F,TRUE,11,25
bareMinerals,BAREPRO Performance Wear Powder Foundation,Natural,11,0.711764705882353,#E7A984,TRUE,11,14
Clinique,Beyond Perfecting Powder Foundation + Concealer,Honey,11,0.666666666666667,#DBA879,NA,11,NA
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,Cedar,11,0.305882352941176,#71422B,TRUE,11,26
jane iredale,Beyond Matte Liquid Foundation,NA,M11,0.594117647058824,#C98966,TRUE,11,30
Juice Beauty,PHYTO-PIGMENTS Flawless Serum Foundation,Rosy Beige,11,0.796078431372549,#EAC6AC,TRUE,11,71
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,11.0,0.417647058823529,#995B3C,TRUE,11,15
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,Natural,11,0.711764705882353,#E7A984,TRUE,11,16
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,Soft Medium,11,0.8,#FCC89C,TRUE,11,32
LORAC,PRO Soft Focus Longwear Foundation,NA,11,0.572549019607843,#C39061,TRUE,11,33
ILIA,Super Serum Skin Tint SPF 40 Foundation,Matira,11,0.631372549019608,#CD9B75,TRUE,11,34
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,Cedar,11,0.464705882352941,#9C6351,TRUE,11,36
bareMinerals,BAREPRO Longwear Powder Foundation ,Natural,11,0.768627450980392,#F4C594,TRUE,11,17
PAT McGRATH LABS,Sublime Perfection Foundation,Light Medium,11,0.776470588235294,#ECBEA0,TRUE,11,37
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,Natural,11,0.754901960784314,#E7C99A,TRUE,11,18
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,Soft Medium,11,0.684313725490196,#CEA08F,TRUE,11,38
Laura Mercier,Smooth Finish Foundation Powder,NA,11,0.62156862745098,#D49B69,TRUE,11,40
TOM FORD,Traceless Soft Matte Foundation,Dusk,11.0,0.482352941176471,#A07356,TRUE,11,3
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,11,0.513725490196078,#B27754,TRUE,11,42
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,Cedar,11,0.452941176470588,#8E6A59,TRUE,11,45
TOM FORD,Traceless Foundation Stick,Dusk,11.0,0.466666666666667,#A76347,TRUE,11,5
Charlotte Tilbury,Magic Foundation,NA,11,0.545098039215686,#B08066,TRUE,11,6
SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,Khaki Sephora Quality Way-Nice Price,11,0.619607843137255,#C58E77,TRUE,11,46
La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,Rosy Ivory,11,0.847058823529412,#F3CCBD,TRUE,11,47
KEVYN AUCOIN,Foundation Balm,Medium EF,11,0.615686274509804,#C99471,TRUE,11,48
SEPHORA COLLECTION,Clean Glowing Skin Foundation,NA,11,0.703921568627451,#DCAC8B,TRUE,11,50
KEVYN AUCOIN,The Etherealist Foundation,Medium EF,11,0.625490196078431,#C1977E,TRUE,11,52
surratt beauty,Surreal Skin Foundation Wand,Surreal Skin,11,0.509803921568627,#AE7E56,TRUE,11,53
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,bareMinerals,11,0.684313725490196,#CEA08F,TRUE,11,54
Benefit Cosmetics,Mini Hello Happy Flawless Brightening Foundation SPF 15,NA,11,0.372549019607843,#8B5033,TRUE,11,56
Benefit Cosmetics,Hello Happy Soft Blur Foundation,NA,Shade 11,0.609803921568628,#C9866E,NA,11,NA
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,NA,P11.2,0.784313725490196,#F3CA9D,TRUE,11.2,11
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F11.2,0.474509803921569,#AB7447,TRUE,11.2,1
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,Mahogany,11.5,0.307843137254902,#674036,TRUE,11.5,26
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,Mahogany,11.5,0.380392156862745,#74544E,TRUE,11.5,36
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Pink Ecru,11.5,0.786274509803922,#DBBFB6,TRUE,11.5,66
TOM FORD,Traceless Soft Matte Foundation,Warm Nutmeg,11.5,0.449019607843137,#98694D,TRUE,11.5,3
Armani Beauty,Neo Nude Foundation,NA,11.5,0.613725490196078,#CD976C,TRUE,11.5,4
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,Mahogany,11.5,0.352941176470588,#764E3E,TRUE,11.5,45
TOM FORD,Traceless Foundation Stick,Warm Nutmeg,11.5,0.409803921568627,#8F6142,TRUE,11.5,5
Charlotte Tilbury,Magic Foundation,NA,11.5,0.474509803921569,#A16B51,TRUE,11.5,6
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,P,11.5,0.792156862745098,#F2CDA2,TRUE,11.5,69
TOM FORD,Traceless Soft Matte Foundation,Nutmeg,11.7,0.423529411764706,#8A664E,TRUE,11.7,3
TOM FORD,Traceless Foundation Stick,Nutmeg,11.7,0.415686274509804,#855F4F,TRUE,11.7,5
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,11.75,0.533333333333333,#B2715E,TRUE,11.75,42
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,NA,Shade 12,0.366666666666667,#835138,TRUE,12,19
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Dark Warm,Shade 12,0.380392156862745,#83503F,TRUE,12,20
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Dark Warm,Shade 12,0.36078431372549,#7F5739,TRUE,12,21
It Cosmetics,Your Skin But Better Foundation + Skincare,Fair Warm,12,0.798039215686275,#F0CBA7,TRUE,12,75
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Light,012,0.692156862745098,#D6AE8B,TRUE,12,57
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Medium Beige,12,0.703921568627451,#E0AC87,TRUE,12,23
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Medium Beige,12,0.703921568627451,#E0AB87,TRUE,12,25
Tarte,Travel Size Face Tape Foundation,Fair Neutral,12N,0.819607843137255,#EDCDB5,TRUE,12,85
bareMinerals,BAREPRO Performance Wear Powder Foundation,Warm Natural,12,0.672549019607843,#DD9F7A,TRUE,12,14
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F12,0.666666666666667,#E2A672,TRUE,12,1
jane iredale,Beyond Matte Liquid Foundation,NA,M12,0.543137254901961,#C8834D,TRUE,12,30
Clinique,Beyond Perfecting Foundation + Concealer,Meringue,WN 12,0.725490196078431,#E5B88D,NA,12,NA
Juice Beauty,PHYTO-PIGMENTS Flawless Serum Foundation,Desert Beige,12,0.686274509803922,#D6A388,TRUE,12,71
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,12.0,0.325490196078431,#754631,TRUE,12,15
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,Warm Natural,12,0.672549019607843,#DD9F7A,TRUE,12,16
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,Medium Beige,12,0.7,#E4AD81,TRUE,12,32
LORAC,PRO Soft Focus Longwear Foundation,NA,12,0.625490196078431,#C79D78,TRUE,12,33
ILIA,Super Serum Skin Tint SPF 40 Foundation,Kokkini,12,0.629411764705882,#CB9876,TRUE,12,34
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Light Ecru,12,0.670588235294118,#D6AC80,TRUE,12,66
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Fair Warm,12,0.713725490196078,#CEB09E,TRUE,12,60
bareMinerals,BAREPRO Longwear Powder Foundation ,Warm Natural,12,0.756862745098039,#F0C892,TRUE,12,17
PAT McGRATH LABS,Sublime Perfection Foundation,Light Medium,12,0.758823529411765,#EEB395,TRUE,12,37
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,Warm Natural,12,0.698039215686274,#DDAE87,TRUE,12,18
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,Medium Beige,12,0.63921568627451,#CCA67A,TRUE,12,38
SEPHORA COLLECTION,Make No Mistake Foundation & Concealer Stick,Chestnut,12,0.625490196078431,#CF9370,TRUE,12,39
Laura Mercier,Smooth Finish Foundation Powder,NA,12,0.637254901960784,#D09C75,TRUE,12,40
TOM FORD,Traceless Soft Matte Foundation,Macassar,12.0,0.413725490196078,#89624A,TRUE,12,3
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,12,0.501960784313725,#B07350,TRUE,12,42
Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,NA,12W,0.56078431372549,#AF7D6F,TRUE,12,44
Charlotte Tilbury,Magic Foundation,NA,12,0.523529411764706,#A57566,TRUE,12,6
SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,Tweed Sephora Quality Way-Nice Price,12,0.552941176470588,#B48366,TRUE,12,46
La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,Neutral Ivory,12,0.856862745098039,#F3D2C2,TRUE,12,47
KEVYN AUCOIN,Foundation Balm,Deep EF,12,0.592156862745098,#C59469,TRUE,12,48
Koh Gen Do,Aqua Foundation,NA,12,0.847058823529412,#EDCFC3,TRUE,12,63
KEVYN AUCOIN,The Etherealist Foundation,Deep EF,12,0.615686274509804,#C19879,TRUE,12,52
surratt beauty,Surreal Skin Foundation Wand,Surreal Skin,12,0.472549019607843,#A3704E,TRUE,12,53
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,bareMinerals,12,0.63921568627451,#CCA67A,TRUE,12,54
Black Up,Full Coverage Cream Foundation,HC,12,0.450980392156863,#935F53,NA,12,NA
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,Y,12,0.754901960784314,#EDC894,TRUE,12,69
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F12.2,0.450980392156863,#A26B44,TRUE,12.2,1
TOM FORD,Traceless Soft Matte Foundation,Walnut,12.5,0.388235294117647,#845A42,TRUE,12.5,3
TOM FORD,Traceless Foundation Stick,Walnut,12.5,0.352941176470588,#705144,TRUE,12.5,5
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F12.7,0.425490196078431,#916548,TRUE,12.7,1
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Golden Beige,13,0.674509803921569,#E1A477,TRUE,13,23
Makeup Revolution,Fast Base Stick Foundation,NA,F13,0.425490196078431,#A06839,TRUE,13,24
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Golden Beige,13,0.674509803921569,#E1A477,TRUE,13,25
Tarte,Travel Size Babassu Foundcealer Skincare Foundation Broad Spectrum SPF 20,Fair Neutral,13N,0.801960784313726,#EBC8AE,TRUE,13,86
bareMinerals,BAREPRO Performance Wear Powder Foundation,Golden Nude,13,0.709803921568627,#EBAB7F,TRUE,13,14
Makeup Revolution,Conceal & Hydrate Foundation,NA,F13,0.4,#9A5B32,TRUE,13,27
jane iredale,Beyond Matte Liquid Foundation,NA,M13,0.531372549019608,#BE7C51,TRUE,13,30
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,Golden Beige,13,0.752941176470588,#F3C38D,TRUE,13,32
LORAC,PRO Soft Focus Longwear Foundation,NA,13,0.617647058823529,#C89173,TRUE,13,33
ILIA,Super Serum Skin Tint SPF 40 Foundation,Kamari,13,0.67843137254902,#DE9E7C,TRUE,13,34
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Pink Porcelaine,13,0.698039215686274,#D3AA91,TRUE,13,66
bareMinerals,BAREPRO Longwear Powder Foundation ,Golden Nude,13,0.790196078431373,#F3CDA0,TRUE,13,17
PAT McGRATH LABS,Sublime Perfection Foundation,Light Medium,13,0.796078431372549,#F2C5A4,TRUE,13,37
