"brand","product","url","description","imgSrc","imgAlt","name","specific"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","59 Mahogany for dark skin with neutral undertones","/productimages/sku/s2222248+sw.jpg","59 Mahogany 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Mahogany","59"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","58 Dark Chocolate (P) for dark skin with pink undertones","/productimages/sku/s1751742+sw.jpg","58 Dark Chocolate (P) 0.84 oz Sephora Quality Way-Nice Price","Dark Chocolate","58"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","57 Deep Chocolate (Y) for dark skin with yellow undertones","/productimages/sku/s1633163+sw.jpg","57 Deep Chocolate (Y) 0.34 oz/ 10 mL Sephora Quality Way-Nice Price","Deep Chocolate","57"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","56.5 Tea for dark skin with pink undertones","/productimages/sku/s2222222+sw.jpg","56.5 Tea 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Tea","56.5"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","56 Milk Chocolate (P) for dark skin with pink undertones","/productimages/sku/s1751734+sw.jpg","56 Milk Chocolate (P) 0.84 oz Sephora Quality Way-Nice Price","Milk Chocolate","56"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","55 Deep Cocoa (N) for dark skin with neutral undertones","/productimages/sku/s1492909+sw.jpg","55 Deep Cocoa (N) 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Deep Cocoa","55"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","53.5 Macchiato for dark skin with neutral undertones","/productimages/sku/s2222230+sw.jpg","53.5 Macchiato 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Macchiato","53.5"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","50 Deep Mocha (P) for medium-dark skin with pink undertones","/productimages/sku/s1633155+sw.jpg","50 Deep Mocha (P) 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Deep Mocha","50"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","46 Pecan (N) for medium-dark skin with neutral undertones","/productimages/sku/s1751726+sw.jpg","46 Pecan (N) 0.84 oz Sephora Quality Way-Nice Price","Pecan","46"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","45 Tan Café Latte (P) for medium-dark skin with pink undertones","/productimages/sku/s1492768+sw.jpg","45 Tan Café Latte (P) 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Tan Café Latte","45"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","44 Praline (Y) for medium-dark skin with yellow undertones","/productimages/sku/s1751718+sw.jpg","44 Praline (Y) 0.84 oz Sephora Quality Way-Nice Price","Praline","44"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","40 Honey Bronze (Y) for medium-dark skin with yellow undertones","/productimages/sku/s1751700+sw.jpg","40 Honey Bronze (Y) 0.84 oz Sephora Quality Way-Nice Price","Honey Bronze","40"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","38 chai for medium-dark skin with yellow undertones","/productimages/sku/s2222214+sw.jpg","38 chai 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","chai","38"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","36 Ambre (Y) for medium-dark skin with yellow undertones","/productimages/sku/s1751692+sw.jpg","36 Ambre (Y) 0.84 oz Sephora Quality Way-Nice Price","Ambre","36"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","35 Tan Bronze (Y) for medium-dark skin with yellow undertones","/productimages/sku/s1492776+sw.jpg","35 Tan Bronze (Y) 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Tan Bronze","35"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","34.5 Nutmeg for medium skin with neutral undertones","/productimages/sku/s2222206+sw.jpg","34.5 Nutmeg 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Nutmeg","34.5"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","34 Soft Tan (P) for medium skin with pink undertones","/productimages/sku/s1751684+sw.jpg","34 Soft Tan (P) 0.84 oz Sephora Quality Way-Nice Price","Soft Tan","34"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","33.5 Golden Walnut for medium skin with yellow undertones","/productimages/sku/s2222198+sw.jpg","33.5 Golden Walnut 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Golden Walnut","33.5"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","33 Medium Walnut (N) for medium skin with neutral undertones","/productimages/sku/s1492784+sw.jpg","33 Medium Walnut (N) 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Medium Walnut","33"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","31 Medium Almond (Y) for medium skin with yellow undertones","/productimages/sku/s1492792+sw.jpg","31 Medium Almond (Y) 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Medium Almond","31"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","30 Medium Sand (N) for medium skin with neutral undertones","/productimages/sku/s1492800+sw.jpg","30 Medium Sand (N) 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Medium Sand","30"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","29 Medium Camel Intense (Y) for medium skin with yellow undertones","/productimages/sku/s1633148+sw.jpg","29 Medium Camel Intense (Y) 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Medium Camel Intense","29"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","28.5 Natural Camel for medium skin with yellow undertones - Selected","/productimages/sku/s2222099+sw.jpg","28.5 Natural Camel 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Natural Camel","28.5"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","27 Medium Peach Beige (P) for medium skin with pink undertones","/productimages/sku/s1633130+sw.jpg","27 Medium Peach Beige (P) 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Medium Peach Beige","27"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","26.5 Intense Peach for light-medium skin with yellow undertones","/productimages/sku/s2225811+sw.jpg","26.5 Intense Peach 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Intense Peach","26.5"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","26 Medium Peach (Y) for light-medium skin with yellow undertones","/productimages/sku/s1492818+sw.jpg","26 Medium Peach (Y) 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Medium Peach","26"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","25.5 Warm Beige for light-medium skin with yellow undertones","/productimages/sku/s2222081+sw.jpg","25.5 Warm Beige 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Warm Beige","25.5"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","25 Medium Beige (N) for light-medium skin with neutral undertones","/productimages/sku/s1492826+sw.jpg","25 Medium Beige (N) 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Medium Beige","25"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","24 Medium Honey (Y) for light-medium skin with yellow undertones","/productimages/sku/s1633122+sw.jpg","24 Medium Honey (Y) 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Medium Honey","24"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","23.5 Intense Petal for light-medium skin with pink undertones","/productimages/sku/s2225803+sw.jpg","23.5 Intense Petal 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Intense Petal","23.5"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","23 Light Natural Beige (Y) for light-medium skin with yellow undertones","/productimages/sku/s1492834+sw.jpg","23 Light Natural Beige (Y) 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Light Natural Beige","23"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","22.5 Pink Natural for light-medium skin with pink undertones","/productimages/sku/s2225787+sw.jpg","22.5 Pink Natural 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Pink Natural","22.5"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","22 Light Natural (P) for light-medium skin with pink undertones","/productimages/sku/s1492842+sw.jpg","22 Light Natural (P) 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Light Natural","22"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","21.5 Vanilla for light-medium skin with pink undertones","/productimages/sku/s2222115+sw.jpg","21.5 Vanilla 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Vanilla","21.5"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","21 Petal for light-medium skin with pink undertones","/productimages/sku/s2222107+sw.jpg","21 Petal 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Petal","21"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","20 Light Cream (Y) for light-medium skin with yellow undertones","/productimages/sku/s1492859+sw.jpg","20 Light Cream (Y) 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Light Cream","20"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","19.5 Pink Cream for light skin with pink undertones","/productimages/sku/s2225795+sw.jpg","19.5 Pink Cream 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Pink Cream","19.5"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","18.5 Dune for light skin with yellow undertones","/productimages/sku/s2222131+sw.jpg","18.5 Dune 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Dune","18.5"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","18 Light Cream (Y) for light skin with yellow undertones","/productimages/sku/s1751650+sw.jpg","18 Light Cream (Y) 0.84 oz Sephora Quality Way-Nice Price","Light Cream","18"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","17.5 Oat for light skin with neutral undertones","/productimages/sku/s2222149+sw.jpg","17.5 Oat 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Oat","17.5"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","16 Light Linen (Y) for light skin with yellow undertones","/productimages/sku/s1633114+sw.jpg","16 Light Linen (Y) 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Light Linen","16"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","15.5 Intense Porcelain for light skin with pink undertones","/productimages/sku/s2222123+sw.jpg","15.5 Intense Porcelain 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Intense Porcelain","15.5"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","15 Peach Cream (N) for light skin with neutral undertones","/productimages/sku/s1751783+sw.jpg","15 Peach Cream (N) 0.84 oz Sephora Quality Way-Nice Price","Peach Cream","15"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","14 Light Delicate Beige (P) for light skin with pink undertones","/productimages/sku/s1492867+sw.jpg","14 Light Delicate Beige (P) 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Light Delicate Beige","14"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","13 Pink Porcelaine (P) for light skin with pink undertones","/productimages/sku/s1751775+sw.jpg","13 Pink Porcelaine (P) 0.84 oz Sephora Quality Way-Nice Price","Pink Porcelaine","13"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","12 Light Ecru (N) for light skin with neutral undertones","/productimages/sku/s1492875+sw.jpg","12 Light Ecru (N) 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Light Ecru","12"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","11.5 Pink Ecru for light skin with pink undertones","/productimages/sku/s2222156+sw.jpg","11.5 Pink Ecru 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Pink Ecru","11.5"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","10 Light Ivory (N) for light skin with neutral undertones","/productimages/sku/s1492883+sw.jpg","10 Light Ivory (N) 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Light Ivory","10"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","8 Light Ivory (P) for fair skin with pink undertones","/productimages/sku/s1751643+sw.jpg","8 Light Ivory (P) 0.84 oz Sephora Quality Way-Nice Price","Light Ivory","8"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","05 Light Porcelain (P) for fair skin with pink undertones","/productimages/sku/s1492891+sw.jpg","05 Light Porcelain (P) 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Light Porcelain","05"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","04 Light Porcelain for fair skin with pink undertones","/productimages/sku/s2222164+sw.jpg","04 Light Porcelain 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Light Porcelain","04"
"SEPHORA COLLECTION","10 Hour Wear Perfection Foundation","https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products%20grid:p379509","03 Pearl for fair skin with pink undertones","/productimages/sku/s2222172+sw.jpg","03 Pearl 0.84 oz/ 25 mL Sephora Quality Way-Nice Price","Pearl","03"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","100B Milkshake very fair with neutral undertone","/productimages/sku/s2395671+sw.jpg","100B Milkshake 0.44 oz/ 12.5g","","100B"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","110N Angel Food very fair with neutral undertone","/productimages/sku/s2395846+sw.jpg","110N Angel Food 0.44 oz/ 12.5g","","110N"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","120B Vanilla fair with beigey-pink undertone","/productimages/sku/s2395689+sw.jpg","120B Vanilla 0.44 oz/ 12.5g","","120B"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","130G Panna Cotta fair with golden undertone","/productimages/sku/s2395754+sw.jpg","130G Panna Cotta 0.44 oz/ 12.5g","","130G"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","140G Cashew warmer fair, with golden undertone","/productimages/sku/s2395697+sw.jpg","140G Cashew 0.44 oz/ 12.5g","","140G"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","150G Creme Brulee light with golden undertone","/productimages/sku/s2395853+sw.jpg","150G Creme Brulee 0.44 oz/ 12.5g","","150G"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","200B Shortbread light with beigey-pink undertone","/productimages/sku/s2395705+sw.jpg","200B Shortbread 0.44 oz/ 12.5g","","200B"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","210B Chai warmer light skin with beigey-pink undertone","/productimages/sku/s2395861+sw.jpg","210B Chai 0.44 oz/ 12.5g","","210B"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","220N Custard light with neutral undertone","/productimages/sku/s2395879+sw.jpg","220N Custard 0.44 oz/ 12.5g","","220N"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","230N Macaroon warmer light skin with neutral undertone","/productimages/sku/s2395887+sw.jpg","230N Macaroon 0.44 oz/ 12.5g","","230N"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","240N Toasted Coconut light-medium skin with neutral undertone","/productimages/sku/s2395895+sw.jpg","240N Toasted Coconut 0.44 oz/ 12.5g","","240N"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","245B Peaches N Cream light-medium skin with beigey-pink undertone","/productimages/sku/s2395713+sw.jpg","245B Peaches N Cream 0.44 oz/ 12.5g","","245B"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","250G Cheesecake light-medium skin with golden undertone","/productimages/sku/s2395903+sw.jpg","250G Cheesecake 0.44 oz/ 12.5g","","250G"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","255B Apple Pie warmer light-medium skin with beigey-pink undertone","/productimages/sku/s2395721+sw.jpg","255B Apple Pie 0.44 oz/ 12.5g","","255B"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","300N Latte warmer light-medium skin with neutral undertone - Selected","/productimages/sku/s2395911+sw.jpg","300N Latte 0.44 oz/ 12.5g","","300N"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","310G Amaretti medium skin with golden undertone","/productimages/sku/s2395762+sw.jpg","310G Amaretti 0.44 oz/ 12.5g","","310G"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","315B Shortcake medium skin with beigey-pink undertone","/productimages/sku/s2395739+sw.jpg","315B Shortcake 0.44 oz/ 12.5g","","315B"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","320G Tres Leches medium skin with peachy- golden undertone","/productimages/sku/s2395929+sw.jpg","320G Tres Leches 0.44 oz/ 12.5g","","320G"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","330N Butter Pecan medium skin with neutral undertone","/productimages/sku/s2395937+sw.jpg","330N Butter Pecan 0.44 oz/ 12.5g","","330N"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","335B Beignet warmer medium skin with beigey-pink undertone","/productimages/sku/s2395747+sw.jpg","335B Beignet 0.44 oz/ 12.5g","","335B"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","340G Baklava warmer medium skin with golden undertone","/productimages/sku/s2395770+sw.jpg","340G Baklava 0.44 oz/ 12.5g","","340G"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","350G Dulce De Leche medium-tan skin with golden undertone","/productimages/sku/s2395788+sw.jpg","350G Dulce De Leche 0.44 oz/ 12.5g","","350G"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","400G Macchiato medium-tan skin with peachy-golden undertone","/productimages/sku/s2395796+sw.jpg","400G Macchiato 0.44 oz/ 12.5g","","400G"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","405N Biscotti medium-tan skin with neutral undertone","/productimages/sku/s2395945+sw.jpg","405N Biscotti 0.44 oz/ 12.5g","","405N"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","410G Brown Sugar warmer medium-tan skin with golden undertone","/productimages/sku/s2395952+sw.jpg","410G Brown Sugar 0.44 oz/ 12.5g","","410G"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","415N Churro tan skin with neutral undertone","/productimages/sku/s2395960+sw.jpg","415N Churro 0.44 oz/ 12.5g","","415N"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","420G Toffee tan skin with golden undertone","/productimages/sku/s2395804+sw.jpg","420G Toffee 0.44 oz/ 12.5g","","420G"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","430N Gingerbread warmer tan skin with neutral undertone","/productimages/sku/s2395978+sw.jpg","430N Gingerbread 0.44 oz/ 12.5g","","430N"
"HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick","https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products%20grid:p465324","440G Cinnamon warmer tan skin with golden undertone","/productimages/sku/s2395812+sw.jpg","440G Cinnamon 0.44 oz/ 12.5g","","440G"
