brand,product,url,description,imgSrc,imgAlt,name,specific,colorspace,hex,hue,sat,lightness
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,1.05 (fair w/ warm olive undertone),https://images.ulta.com/is/image/Ulta/2552391sw?$50px$,1.05 (fair w/ warm olive undertone),NA,1.05,RGB,#DFAE80,29.0526315789474,0.59748427672956,0.688235294117647
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,1.1 (fair light w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2552389sw?$50px$,1.1 (fair light w/ neutral undertone),NA,1.1,RGB,#D1A378,28.9887640449438,0.49171270718232,0.645098039215686
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,1.15 (fair light w/ warm peach undertone),https://images.ulta.com/is/image/Ulta/2552393sw?$50px$,1.15 (fair light w/ warm peach undertone),NA,1.15,RGB,#E3AA7D,26.4705882352941,0.645569620253165,0.690196078431373
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,1.2 (fair light w/ warm undertone),https://images.ulta.com/is/image/Ulta/2552395sw?$50px$,1.2 (fair light w/ warm undertone),NA,1.2,RGB,#E0A77B,26.1386138613861,0.619631901840491,0.680392156862745
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,2.0 (light w/ warm undertone),https://images.ulta.com/is/image/Ulta/2552398sw?$50px$,2.0 (light w/ warm undertone),NA,2.0,RGB,#DEA973,30.2803738317757,0.61849710982659,0.66078431372549
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,2.1 (light w/ warm peach undertone),https://images.ulta.com/is/image/Ulta/2552419sw?$50px$,2.1 (light w/ warm peach undertone),NA,2.1,RGB,#DDA779,27.6,0.595238095238095,0.670588235294118
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,2.12 (light w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2552417sw?$50px$,2.12 (light w/ neutral undertone),NA,2.12,RGB,#DCA879,28.4848484848485,0.585798816568047,0.668627450980392
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,2.15 (light w/ cool undertone),https://images.ulta.com/is/image/Ulta/2552400sw?$50px$,2.15 (light w/ cool undertone),NA,2.15,RGB,#D59E75,25.625,0.533333333333333,0.647058823529412
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,2.16 (light w/ warm golden undertone),https://images.ulta.com/is/image/Ulta/2552425sw?$50px$,2.16 (light w/ warm golden undertone),NA,2.16,RGB,#D39D6F,27.6,0.531914893617021,0.631372549019608
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,2.2 (light medium w/ warm peach undertone),https://images.ulta.com/is/image/Ulta/2552402sw?$50px$,2.2 (light medium w/ warm peach undertone),NA,2.2,RGB,#D29E6F,28.4848484848485,0.523809523809524,0.629411764705882
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,2.22 (light medium w/ neutral olive undertone),https://images.ulta.com/is/image/Ulta/2552399sw?$50px$,2.22 (light medium w/ neutral olive undertone),NA,2.22,RGB,#D39F70,28.4848484848485,0.529411764705882,0.633333333333333
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,2.25 (light medium w/ cool peach undertone),https://images.ulta.com/is/image/Ulta/2552413sw?$50px$,2.25 (light medium w/ cool peach undertone),NA,2.25,RGB,#CC9669,27.2727272727273,0.492537313432836,0.605882352941176
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,2.3 (light medium w/ warm undertone),https://images.ulta.com/is/image/Ulta/2552401sw?$50px$,2.3 (light medium w/ warm undertone),NA,2.3,RGB,#D19C6A,29.126213592233,0.528205128205128,0.617647058823529
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,2.35 (light medium w/ warm golden undertone),https://images.ulta.com/is/image/Ulta/2552409sw?$50px$,2.35 (light medium w/ warm golden undertone),NA,2.35,RGB,#CF9D6A,30.2970297029703,0.512690355329949,0.613725490196078
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,2.4 (light medium w/ warm peach undertone),https://images.ulta.com/is/image/Ulta/2552408sw?$50px$,2.4 (light medium w/ warm peach undertone),NA,2.4,RGB,#D29D6C,28.8235294117647,0.53125,0.623529411764706
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,3.0 (medium w/ cool undertone),https://images.ulta.com/is/image/Ulta/2552410sw?$50px$,3.0 (medium w/ cool undertone),NA,3.0,RGB,#D5A06F,28.8235294117647,0.548387096774194,0.635294117647059
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,3.02 (medium w/ neutral olive undertone),https://images.ulta.com/is/image/Ulta/2552416sw?$50px$,3.02 (medium w/ neutral olive undertone),NA,3.02,RGB,#C89766,30,0.471153846153846,0.592156862745098
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,3.1 (medium w/ cool peach undertone),https://images.ulta.com/is/image/Ulta/2552418sw?$50px$,3.1 (medium w/ cool peach undertone),NA,3.1,RGB,#CC9668,27.6,0.495049504950495,0.60392156862745106
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,3.15 (medium w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2552404sw?$50px$,3.15 (medium w/ neutral undertone),NA,3.15,RGB,#CE996B,27.8787878787879,0.50253807106599,0.613725490196078
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,3.2 (medium dark w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2552406sw?$50px$,3.2 (medium dark w/ neutral undertone),NA,3.2,RGB,#C59264,28.4536082474227,0.455399061032864,0.582352941176471
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,3.35 (medium dark w/ warm undertone),https://images.ulta.com/is/image/Ulta/2552397sw?$50px$,3.35 (medium dark w/ warm undertone),NA,3.35,RGB,#C08C5C,28.8,0.442477876106195,0.556862745098039
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,4.0 (medium dark w/ warm peach undertone),https://images.ulta.com/is/image/Ulta/2552414sw?$50px$,4.0 (medium dark w/ warm peach undertone),NA,4.0,RGB,#BF8C5C,29.0909090909091,0.436123348017621,0.554901960784314
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,4.05 (dark w/ warm peach undertone),https://images.ulta.com/is/image/Ulta/2552407sw?$50px$,4.05 (dark w/ warm peach undertone),NA,4.05,RGB,#A3754F,27.1428571428571,0.347107438016529,0.474509803921569
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,4.15 (dark w/ cool undertone),https://images.ulta.com/is/image/Ulta/2552403sw?$50px$,4.15 (dark w/ cool undertone),NA,4.15,RGB,#A7724E,24.2696629213483,0.363265306122449,0.480392156862745
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,4.2 (dark w/ undertone neutral),https://images.ulta.com/is/image/Ulta/2552415sw?$50px$,4.2 (dark w/ undertone neutral),NA,4.2,RGB,#8A634A,23.4375,0.30188679245283,0.415686274509804
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,4.25 (dark w/ warm undertone),https://images.ulta.com/is/image/Ulta/2552423sw?$50px$,4.25 (dark w/ warm undertone),NA,4.25,RGB,#956841,27.8571428571429,0.392523364485981,0.419607843137255
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,4.3 (deep w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2552420sw?$50px$,4.3 (deep w/ neutral undertone),NA,4.3,RGB,#8A6446,26.4705882352941,0.326923076923077,0.407843137254902
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,4.35 (deep w/ cool undertone),https://images.ulta.com/is/image/Ulta/2552421sw?$50px$,4.35 (deep w/ cool undertone),NA,4.35,RGB,#865E47,21.9047619047619,0.307317073170732,0.401960784313726
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,4.4 (deep w/ cool red undertone),https://images.ulta.com/is/image/Ulta/2552422sw?$50px$,4.4 (deep w/ cool red undertone),NA,4.4,RGB,#7C5442,18.6206896551724,0.305263157894737,0.372549019607843
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,4.5 (very deep w/ warm undertone),https://images.ulta.com/is/image/Ulta/2552427sw?$50px$,4.5 (very deep w/ warm undertone),NA,4.5,RGB,#745744,23.75,0.260869565217391,0.36078431372549
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,4.6 (very deep w/ cool undertone),https://images.ulta.com/is/image/Ulta/2552424sw?$50px$,4.6 (very deep w/ cool undertone),NA,4.6,RGB,#765644,21.6,0.268817204301075,0.364705882352941
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.ulta.com/studio-skin-24-hour-full-coverage-waterproof-foundation?productId=pimprod2009758,4.7 (very deep w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2552426sw?$50px$,4.7 (very deep w/ neutral undertone),NA,4.7,RGB,#6A4C3C,20.8695652173913,0.27710843373494,0.325490196078431
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,0.1 (very fair w/ neutral undertone)  selected,https://images.ulta.com/is/image/Ulta/2531512sw?$tn$,0.1 (very fair w/ neutral undertone),NA,0.1,RGB,#F9E4D7,22.9411764705882,0.739130434782609,0.909803921568627
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,0.3 (fair w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2531523sw?$50px$,0.3 (fair w/ neutral undertone),NA,0.3,RGB,#F5E2D6,23.2258064516129,0.607843137254902,0.9
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,1.0 (fair w/ cool undertone + hints of peach),https://images.ulta.com/is/image/Ulta/2306260sw?$50px$,1.0 (fair w/ cool undertone + hints of peach),NA,1.0,RGB,#F1C6B2,19.047619047619,0.692307692307692,0.82156862745098
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,1.05 (fair w/ warm olive undertone),https://images.ulta.com/is/image/Ulta/2531532sw?$50px$,1.05 (fair w/ warm olive undertone),NA,1.05,RGB,#F1D1B1,30,0.695652173913043,0.819607843137255
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,1.1 (fair-light w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2233897sw?$50px$,1.1 (fair-light w/ neutral undertone),NA,1.1,RGB,#F0CBA7,29.5890410958904,0.70873786407767,0.798039215686275
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,"1.15 (fair-light w/ warm, peachy undertone)",https://images.ulta.com/is/image/Ulta/2306261sw?$50px$,"1.15 (fair-light w/ warm, peachy undertone)",NA,1.15,RGB,#F6C6A2,25.7142857142857,0.823529411764706,0.8
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,1.2 (fair-light w/ warm undertone),https://images.ulta.com/is/image/Ulta/2233898sw?$50px$,1.2 (fair-light w/ warm undertone),NA,1.2,RGB,#FCD3A8,30.7142857142857,0.933333333333333,0.823529411764706
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,2 (light w/ warm undertone),https://images.ulta.com/is/image/Ulta/2531528sw?$50px$,2 (light w/ warm undertone),NA,2,RGB,#FCCCA4,27.2727272727273,0.936170212765957,0.815686274509804
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,"2.1 (light w/ warm, peachy undertone)",https://images.ulta.com/is/image/Ulta/2233899sw?$50px$,"2.1 (light w/ warm, peachy undertone)",NA,2.1,RGB,#FCC69D,25.8947368421053,0.940594059405941,0.801960784313726
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,2.12 (light w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2531533sw?$50px$,2.12 (light w/ neutral undertone),NA,2.12,RGB,#F8C79B,28.3870967741936,0.869158878504673,0.790196078431373
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,2.15 (light w/ cool undertone),https://images.ulta.com/is/image/Ulta/2306262sw?$50px$,2.15 (light w/ cool undertone),NA,2.15,RGB,#F3C0A3,21.75,0.769230769230769,0.796078431372549
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,2.16 (light w/ warm golden undertone),https://images.ulta.com/is/image/Ulta/2531526sw?$50px$,2.16 (light w/ warm golden undertone),NA,2.16,RGB,#FCC599,26.6666666666667,0.942857142857143,0.794117647058823
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,2.18 (light-medium w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2531536sw?$50px$,2.18 (light-medium w/ neutral undertone),NA,2.18,RGB,#F6C298,26.8085106382979,0.839285714285714,0.780392156862745
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,"2.2 (light-medium w/ warm, peachy undertone)",https://images.ulta.com/is/image/Ulta/2233900sw?$50px$,"2.2 (light-medium w/ warm, peachy undertone)",NA,2.2,RGB,#F9C28D,29.4444444444444,0.9,0.764705882352941
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,2.22 (light-medium w/ neutral olive undertone),https://images.ulta.com/is/image/Ulta/2531529sw?$50px$,2.22 (light-medium w/ neutral olive undertone),NA,2.22,RGB,#F4C28B,31.4285714285714,0.826771653543307,0.750980392156863
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,2.3 (light-medium w/ warm undertone),https://images.ulta.com/is/image/Ulta/2233901sw?$50px$,2.3 (light-medium w/ warm undertone),NA,2.3,RGB,#EEB17C,27.8947368421053,0.77027027027027,0.709803921568627
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,2.35 (light-medium w/ warm golden undertone),https://images.ulta.com/is/image/Ulta/2531535sw?$50px$,2.35 (light-medium w/ warm golden undertone),NA,2.35,RGB,#ECAC74,28,0.759493670886076,0.690196078431373
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,"2.4 (light-medium w/ warm, peachy undertone)",https://images.ulta.com/is/image/Ulta/2233902sw?$50px$,"2.4 (light-medium w/ warm, peachy undertone)",NA,2.4,RGB,#F0AB70,27.65625,0.810126582278481,0.690196078431373
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,3.0 (medium w/ cool undertone),https://images.ulta.com/is/image/Ulta/2306256sw?$50px$,3.0 (medium w/ cool undertone),NA,3.0,RGB,#EAA573,25.2100840336134,0.739130434782609,0.684313725490196
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,3.02 (medium w/ neutral olive undertone),https://images.ulta.com/is/image/Ulta/2531527sw?$50px$,3.02 (medium w/ neutral olive undertone),NA,3.02,RGB,#EEAD6D,29.7674418604651,0.791411042944785,0.680392156862745
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,3.1 (medium w/ cool undertone + hints of peach),https://images.ulta.com/is/image/Ulta/2233903sw?$50px$,3.1 (medium w/ cool undertone + hints of peach),NA,3.1,RGB,#EC9C62,25.2173913043478,0.784090909090909,0.654901960784314
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,3.15 (medium w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2306255sw?$50px$,3.15 (medium w/ neutral undertone),NA,3.15,RGB,#E69D60,27.3134328358209,0.728260869565217,0.63921568627451
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,3.2 (medium-dark w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2233904sw?$50px$,3.2 (medium-dark w/ neutral undertone),NA,3.2,RGB,#E19458,26.2773722627737,0.695431472081218,0.613725490196078
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,3.35 (medium-dark w/ warm undertone),https://images.ulta.com/is/image/Ulta/2306264sw?$50px$,3.35 (medium-dark w/ warm undertone),NA,3.35,RGB,#E29052,25.8333333333333,0.712871287128713,0.60392156862745106
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,"4.0 (medium-dark w/ warm, peachy undertone)",https://images.ulta.com/is/image/Ulta/2306257sw?$50px$,"4.0 (medium-dark w/ warm, peachy undertone)",NA,4.0,RGB,#E48947,25.2229299363057,0.744075829383886,0.586274509803922
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,4.2 (dark w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2233908sw?$50px$,4.2 (dark w/ neutral undertone),NA,4.2,RGB,#AA603E,18.8888888888889,0.46551724137931,0.454901960784314
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,4.25 (dark w/ warm undertone),https://images.ulta.com/is/image/Ulta/2531539sw?$50px$,4.25 (dark w/ warm undertone),NA,4.25,RGB,#9D532E,20,0.54679802955665,0.398039215686274
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,4.3 (deep w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2306266sw?$50px$,4.3 (deep w/ neutral undertone),NA,4.3,RGB,#89452B,16.5957446808511,0.522222222222222,0.352941176470588
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,4.35 (deep w/ cool undertone),https://images.ulta.com/is/image/Ulta/2531540sw?$50px$,4.35 (deep w/ cool undertone),NA,4.35,RGB,#7F402E,13.3333333333333,0.468208092485549,0.33921568627451
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,4.5 (very deep w/ warm undertone),https://images.ulta.com/is/image/Ulta/2531537sw?$50px$,4.5 (very deep w/ warm undertone),NA,4.5,RGB,#693B2E,13.2203389830508,0.390728476821192,0.296078431372549
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,4.6 (very deep w/ cool undertone),https://images.ulta.com/is/image/Ulta/2531531sw?$50px$,4.6 (very deep w/ cool undertone),NA,4.6,RGB,#65362C,10.5263157894737,0.393103448275862,0.284313725490196
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,4.7 (very deep w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2531525sw?$50px$,4.7 (very deep w/ neutral undertone),NA,4.7,RGB,#5E372C,13.2,0.36231884057971,0.270588235294118
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,https://www.ulta.com/amazonian-clay-full-coverage-airbrush-foundation?productId=xlsImpprod5560095,Tan Sand (tan w/ yellow undertones)  selected,https://images.ulta.com/is/image/Ulta/2260715sw?$tn$,Tan Sand (tan w/ yellow undertones),Tan Sand,NA,RGB,#9D6338,25.5445544554455,0.474178403755869,0.417647058823529
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,https://www.ulta.com/amazonian-clay-full-coverage-airbrush-foundation?productId=xlsImpprod5560095,Fair-Light Neutral (fair to light w/ yellow and pink undertones),https://images.ulta.com/is/image/Ulta/2260707sw?$50px$,Fair-Light Neutral (fair to light w/ yellow and pink undertones),Fair-Light Neutral,NA,RGB,#E6C191,33.8823529411765,0.62962962962963,0.735294117647059
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,https://www.ulta.com/amazonian-clay-full-coverage-airbrush-foundation?productId=xlsImpprod5560095,Light-Medium Neutral (light to medium w/ yellow and pink undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2260709sw?$50px$,Light-Medium Neutral (light to medium w/ yellow and pink undertones),Light-Medium Neutral,NA,RGB,#D5A174,27.8350515463918,0.535911602209945,0.645098039215686
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,https://www.ulta.com/amazonian-clay-full-coverage-airbrush-foundation?productId=xlsImpprod5560095,Light-Medium Beige (light to medium w/ pink undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2260710sw?$50px$,Light-Medium Beige (light to medium w/ pink undertones),Light-Medium Beige,NA,RGB,#DA9A72,23.0769230769231,0.584269662921348,0.650980392156863
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,https://www.ulta.com/amazonian-clay-full-coverage-airbrush-foundation?productId=xlsImpprod5560095,Medium Neutral (medium w/ yellow and pink undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2260714sw?$50px$,Medium Neutral (medium w/ yellow and pink undertones),Medium Neutral,NA,RGB,#D19F7B,25.1162790697674,0.48314606741573,0.650980392156863
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,https://www.ulta.com/amazonian-clay-full-coverage-airbrush-foundation?productId=xlsImpprod5560095,Medium Beige (medium w/ pink undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2260712sw?$50px$,Medium Beige (medium w/ pink undertones),Medium Beige,NA,RGB,#D79C77,23.125,0.545454545454545,0.654901960784314
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,https://www.ulta.com/amazonian-clay-full-coverage-airbrush-foundation?productId=xlsImpprod5560095,Light Sand (light w/ yellow undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2282451sw?$50px$,Light Sand (light w/ yellow undertones),Light Sand,NA,RGB,#E1B580,32.7835051546392,0.617834394904459,0.692156862745098
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,16B Fair-Light Beige (fair to light skin w/ pink undertones)  selected,https://images.ulta.com/is/image/Ulta/2282442sw?$tn$,16B Fair-Light Beige (fair to light skin w/ pink undertones),Fair-Light Beige,16B,RGB,#E3AC7F,27,0.641025641025641,0.694117647058824
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,8B Porcelain Beige (very fair skin w/ pink undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2538324sw?$50px$,8B Porcelain Beige (very fair skin w/ pink undertones),Porcelain Beige,8B,RGB,#F4C99C,30.6818181818182,0.8,0.784313725490196
