e,Country,City,Line,Start year,End year,RR?,Length,TunnelPer,Tunnel,Stations,Source1,Cost,Currency,Year,PPP rate,Real cost,Cost/km (Millions),Source2,Reference
7371,IR,Tehran,Line 3 extension to SW,2012,2014,0,12,100.00%,12,11,Trade,"20,000,000",IRR,2013,0.00012,2400,200,Trade,https://www.railjournal.com/passenger/metros/tehran-opens-metro-line-3-extension/
7376,IR,Tehran,Line 6,,2020,0,31,100.00%,31,29,Media,"90,000,000",IRR,2017,0.000064,5760,185.8064516,Media,https://financialtribune.com/articles/auto/78612/tehran-municipality-struggling-with-subway-development-costs
7377,IR,Tehran,Line 7,,2019,0,27,100.00%,27,25,Media,"90,000,000",IRR,2017,0.000064,5760,213.3333333,Media,https://financialtribune.com/articles/auto/78612/tehran-municipality-struggling-with-subway-development-costs
7378,ES,Madrid,1995-98 program,1995,1998,0,56,68.00%,38,37,Trade,"1,579",EUR,1997,1.25,1973.75,35.24553571,Trade,https://tunnelbuilder.com/metrosur/edition2pdf/page2.pdf
7379,ES,Madrid,1999-2003 program,1999,2003,0,75,77.00%,58,39,Trade,"3,157",EUR,2001,1.25,3946.25,52.61666667,Trade,https://tunnelbuilder.com/metrosur/edition2pdf/page2.pdf
7384,PT,Lisbon,Circular line,2021,2023,0,2,100.00%,2,2,Media,216,EUR,2021,1.3,280.8,140.4,Trade,https://www.railjournal.com/passenger/metros/european-commission-approves-e83m-for-lisbon-metro-expansion/
7385,PT,Porto,"Pink line, yellow line",2019,2023,0,6,47.00%,2.8,7,Media,308,EUR,2021,1.3,400.4,66.73333333,Media,https://www.themayor.eu/en/massive-lisbon-metro-expansion-scheduled-for-2020
7386,ES,Madrid,Eje Transversal,2020,2028,1,10.5,100.00%,10.5,4,Measured,760,EUR,2024,1.3,988,94.0952381,Plan,https://www.esmadrid.com/sites/default/files/plan_integral_cercanias_madrid_2018_2025.pdf
7387,ES,Madrid,Line 2 extension,2008,2011,0,4.6,100.00%,4.6,4,Trade,315,EUR,2010,1.3,409.5,89.02173913,Trade,https://www.metro-report.com/news/metro/single-view/view/madrid-metro-line-2-extended-to-las-rosas.html?sword_list[]=madrid&no_cache=1
7392,ES,Madrid,Line 9 extension,2009,2015,0,3,100.00%,3,2,Plan,191,EUR,2012,1.3,248.3,82.76666667,Plan,https://web.archive.org/web/20150328212257/https://www.metromadrid.es/en/comunicacion/prensa/2015/March/noticia09.html
7393,EC,Quito,Metro,2012,2019,0,22.9,100.00%,22.9,15,Wiki,"2,010",USD,2016,1.9,3819,166.768559,Plan,http://documents.worldbank.org/curated/en/872611529897472449/pdf/Ecuador-PP-06052018.pdf
7394,ES,Madrid,Chamartin-Atocha tunnel,2003,2008,1,7.5,100.00%,7.5,3,Wiki,550,EUR,2006,1.25,687.5,91.66666667,Media,https://elpais.com/elpais/2008/07/09/actualidad/1215591420_850215.html
7395,FR,Paris,Line 14,1993,2007,0,9.2,100.00%,9.2,9,Wiki,"1,211",EUR,2004,1.25,1514,164.5652174,Trade,http://www.omegacentre.bartlett.ucl.ac.uk/wp-content/uploads/2014/12/FRANCE_METEOR_PROFILE.pdf
7400,CA,Toronto,Sheppard,1994,2002,0,5.5,100.00%,5.5,5,Media,"1,000",CAD,1998,0.81,810,147.2727273,Media,https://www.theglobeandmail.com/news/toronto/sheppard-subway-extension-a-quarter-the-stops-for-three-times-the-cost/article622366/
7401,CA,Montreal,Laval extension,2001,2007,0,5.2,100.00%,5.2,3,Wiki,745,CAD,2004,0.81,603.45,116.0480769,Media,https://montrealgazette.com/news/local-news/the-sleepy-success-story-of-the-laval-metro-extension
7402,DE,Karlsruhe,Kombilösung,2010,2021,1,4.8,100.00%,4.8,6,Plan,"1,457",EUR,2016,1.3,1894.49,394.6854167,Plan,https://www.diekombiloesung.de/haeufige-fragen.html
7403,DE,Dusseldorf,Wehrhahn Line,2007,2016,0,3.4,100.00%,3.4,6,Wiki,929,EUR,2012,1.3,1207.7,355.2058824,Media,https://www.wz.de/nrw/duesseldorf/wehrhahn-linie-wird-noch-viel-teurer_aid-25646289
7408,US,New York,7 extension,2007,2014,0,1.6,100.00%,1.6,1,Measured,"2,400",USD,2011,1,2400,1500,Plan,http://web.mta.info/nyct/service/new7LineExtension_to11Avenue.htm
7409,US,New York,Second Avenue Phase 1,2007,2016,0,2.7,100.00%,2.7,3,Measured,"4,450",USD,2012,1,4450,1648.148148,Media,https://www.nytimes.com/2016/12/19/nyregion/second-avenue-subway-opening.html
7410,US,New York,Second Avenue Phase 2,2019,2029,0,2.6,100.00%,2.6,3,Measured,"6,390",USD,2024,1,6390,2457.692308,Plan,https://www.transit.dot.gov/sites/fta.dot.gov/files/2020-07/FY21-Annual-Report-on-Funding-Recommendations.pdf
7411,US,New York,East Side Access,2007,2022,1,2.8,100.00%,2.8,1,Measured,"11,000",USD,2015,1,11000,3928.571429,Media,https://www.nytimes.com/2018/04/25/nyregion/mta-east-side-access-11-billion.html
7416,US,New York,Gateway,2019,2026,1,5.3,100.00%,5.3,0,Measured,"9,500",USD,2023,1,9500,1792.45283,Plan,https://www.masstransitmag.com/rail/infrastructure/press-release/21094267/gateway-program-the-hudson-tunnel-projects-trims-14-billion-with-new-financial-plan
7417,UK,London,Crossrail,2009,2021,1,21,100.00%,21,8,Measured,"13,328",GBP,2015,1.4,18659.2,888.5333333,FOI,
7418,FR,Paris,Line 4 to Bagneux,2014,2021,0,1.8,100.00%,1.8,2,Plan,380,EUR,2011,1.3,494,274.4444444,Plan,http://www.prolongement-m4.fr/sites/default/files/documents/m4-bagneux-dossierpresse_180316_bd.pdf
7419,FR,Paris,RER E extension,2018,2022,1,8,100.00%,8,2,Wiki,"1,800",EUR,2012,1.3,2340,292.5,Media,https://www.usinenouvelle.com/article/le-prolongement-a-l-ouest-de-paris-du-rer-e-devient-enfin-realite.N775434
7424,FR,Paris,Line 4 to Montrouge,2008,2013,0,1.5,100.00%,1.5,1,Media,185,EUR,2010,1.3,240.89,160.5933333,Media,https://france3-regions.francetvinfo.fr/paris-ile-de-france/2013/03/22/ligne-4-montrouge-se-met-sur-les-rails-220977.html
7425,FR,Paris,Line 8 to Pointe-du-Lac,2007,2011,0,1.3,0.00%,0,1,Wiki,83,EUR,2005,1.25,103.75,79.80769231,Media,https://www.railpassion.fr/materiel-actualites-rp/011-14751-la-ligne-8-du-metro-arrive-a-creteil-pointe-du-lac/
7426,FR,Paris,Line 13 to Courtilles,2005,2008,0,1.9,100.00%,1.9,2,Plan,158,EUR,2006,1.25,197.5,103.9473684,Plan,https://web.archive.org/web/20120221232537/http://www.iledefrance.fr/lactualite/transports/metro-rer/ligne-13-deux-nouvelles-stations-a-asnieres-gennevilliers/
7427,FR,Paris,Line 12 to Front Populaire,2007,2012,0,1.5,100.00%,1.5,1,Measured,295,EUR,2009,1.3,383.5,255.6666667,Plan,https://plainecommune.fr/projets/transports-et-mobilite/prolongement-de-la-ligne-12/
7432,FR,Paris,Line 11,2016,2023,0,5.4,90.00%,5.4,6,Measured,"1,084",EUR,2014,1.3,1409.2,260.962963,Plan,https://www.ratp.fr/en/groupe-ratp/metrotrains/m11-extension-rosny-bois-perrier-and-then-noisy-champs
7433,IL,Tel Aviv,Red Line,2015,2022,0,24,50.00%,12,34,Wiki,"17,600",NIS,2018,0.268,4716.8,196.5333333,Media,https://en.globes.co.il/en/article-first-third-of-red-line-completed-1001205843
7434,IL,Tel Aviv,Green Line,2018,2024,0,38.6,12.00%,4.6,62,Wiki,"20,000",NIS,2020,0.268,5360,138.8601036,Media,http://www.xinhuanet.com/english/2019-05/21/c_138075072.htm
7435,NZ,Auckland,City Rail Link,2013,2024,1,3.5,100.00%,3.5,4,Wiki,"4,419",NZD,2018,0.677,2991.663,854.7608571,Plan,https://ourauckland.aucklandcouncil.govt.nz/articles/news/2019/04/revised-cost-for-city-rail-link/
7440,DE,Hamburg,U4 to HafenCity U,2007,2012,0,3.9,100.00%,3.9,2,Media,326,EUR,2009,1.3,424.19,108.7666667,Media,https://www.nahverkehrhamburg.de/u4-verlaengerung-in-horner-geest-soll-465-millionen-euro-kosten-9328/
7441,DE,Hamburg,U4 to Elbbrücken,2014,2018,0,1.3,100.00%,1.3,1,Media,178,EUR,2016,1.3,231.4,178,Media,https://www.nahverkehrhamburg.de/u4-verlaengerung-in-horner-geest-soll-465-millionen-euro-kosten-9328/
7442,DE,Hamburg,U4 to Dannerallee,2020,,0,2.6,100.00%,2.6,3,Media,511,EUR,2019,1.3,664.3,255.5,Media,https://www.nahverkehrhamburg.de/u4-kann-verlaengert-werden-planfeststellungsbeschluss-ist-da-14090/
7443,ES,Barcelona,L3 to Trinitat Nova,2001,2008,0,1.9,100.00%,1.9,2,Plan,151,EUR,2004,1.25,188.75,99.34210526,Plan,https://pemb.cat/public/docs/794_r6_cat_b2_17_perllongament_linia_3_de_metro_corr.pdf
7448,ES,Barcelona,Terrassa tunnel,2008,2015,0,4.5,100.00%,4.5,3,Plan,401,EUR,2011,1.3,521.3,115.8444444,Plan,https://govern.cat/govern/docs/2012/10/03/12/36/6b33e55c-7ef4-4200-8517-97c7501d026e.pdf
7449,ES,Barcelona,Sabadell tunnel,2006,2017,0,4.4,100.00%,4.4,4,Plan,430,EUR,2011,1.3,559,127.0454545,Plan,https://govern.cat/govern/docs/2012/10/03/12/36/6b33e55c-7ef4-4200-8517-97c7501d026e.pdf
7450,ES,Barcelona,L2 to Badalona,2006,2010,0,0.7,100.00%,0.7,1,Plan,70,EUR,2008,1.25,87.5,125,Plan,http://territori.scot.cat/cat/notices/2010/10/metro_lInia_2_2737.php
7451,ES,Barcelona,L5 to Vall d'Hebron,2007,2010,0,2.5,100.00%,2.5,3,Media,320,EUR,2008,1.25,400,160,Media,https://www.ccma.cat/324/La-linia-5-del-Metro-de-Barcelona-samplia-dema-amb-les-estacions-del-Carmel-el-Collla-Teixonera-i-Vall-dHebron/noticia/790448/
7456,ES,Barcelona,L9/10,2003,2026,0,47.8,91.00%,43.7,52,Plan,"5,954",EUR,2014,1.3,7740.2,161.9288703,Plan,https://www.eib.org/en/projects/pipelines/all/20160937
7457,ES,Bilbao,Line 3,2007,2016,0,5.9,95.00%,5.6,7,Measured,279,EUR,2011,1.3,362.7,61.47457627,Media,https://www.eitb.eus/es/noticias/economia/detalle/4706859/inauguracion-linea-3-metro-bilbao-operada-euskotren-8-abril/
7458,ES,Seville,Line 1,2003,2009,0,18.2,64.00%,11.6,22,Measured,892,EUR,2006,1.25,1115,61.26373626,Media,https://www.diariodesevilla.es/sevilla/construccion-linea-1-Metro-Sevilla_0_1341766366.html
7459,ES,Malaga,Lines 1-2,2006,2014,0,11.3,81.00%,9.2,17,Wiki,870,EUR,2010,1.3,1131,100.0884956,Media,https://www.diariosur.es/20130217/local/malaga/obras-metro-malaga-costaran-201302170041.html
7464,BD,Dhaka,Line 6,2015,2021,0,20,0.00%,0,16,Media,"220,000",BDT,2018,0.032,7040,352,Media,https://www.railwaygazette.com/projects-and-planning/tracklaying-starts-on-dhaka-metro/55647.article
7465,BD,Dhaka,Line 1,2020,2026,0,31.2,64.00%,20,19,Media,"525,610",BDT,2023,0.032,16819.52,539.0871795,Media,https://bdnews24.com/economy/2019/10/15/govt-approves-two-more-metro-rail-projects-worth-tk-938bn
7466,BD,Dhaka,Line 5,2020,2028,0,19.6,70.00%,14,14,Media,"412,380",BDT,2024,0.032,13196.16,673.2734694,Media,https://bdnews24.com/economy/2019/10/15/govt-approves-two-more-metro-rail-projects-worth-tk-938bn
7467,ID,Jakarta,MRT first phase,2013,2019,0,15.7,38.00%,5.9,13,Media,"13,776,070",IDR,2016,0.000213,2934.30291,186.8982745,Media,https://www.jttri.or.jp/docs/seminar190719-25.pdf
7472,FR,Lyon,Line A to Vaulx,2005,2007,0,1,100.00%,1,1,Plan,53,EUR,2006,1.25,66.25,66.25,Plan,https://web.archive.org/web/20080312071952/http://www.sytral.fr/176.0.html
7473,FR,Lyon,Line B to Oullins,2009,2013,0,1.8,100.00%,1.8,1,Media,222,EUR,2011,1.3,288.6,160.3333333,Media,https://www.lyon-entreprises.com/actualites/article/le-prolongement-de-la-ligne-b-du-metro-lyonnais-a-oullins-devrait-booster-le-developpement-du-sud-ouest-lyonnais
7474,FR,Lyon,Line B to Hospital-Sud,2017,2023,0,2.5,100.00%,2.5,2,Plan,394,EUR,2020,1.3,512.2,204.88,Plan,http://www.oullins.fr/territoire-d-avenir/prolongement-du-metro-b-382.html
7475,PK,Lahore,Orange Line,2015,2020,0,27.1,6.00%,1.6,26,Wiki,"183,000",PKR,2017,0.033,6039,222.8413284,Media,https://dailytimes.com.pk/470024/punjab-drops-plan-to-connect-orange-line-train-with-metro-bus-railway-station/
7480,TH,Bangkok,Sukhumvit Line to Kheka,2012,2018,0,12.8,0.00%,0,9,Plan,"21,904",THB,2007,0.087,1905.648,148.87875,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/greenline/
7481,TH,Bangkok,Sukhumvit Line to Khu Khot,2015,2020,0,19,0.00%,0,16,Plan,"58,862",THB,2017,0.081,4767.822,250.938,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/greenline/
7482,TH,Bangkok,Blue Line extension,2011,2020,0,26.9,20.00%,5.4,19,Plan,"71,687",THB,2015,0.081,5806.647,215.8604833,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/blueline/?AspxAutoDetectCookieSupport=1
7483,TH,Bangkok,Brown Line,2020,,0,22.1,0.00%,0,18,Plan,"48,386",THB,2020,0.081,3919.266,177.3423529,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/brownline/
7488,TH,Bangkok,Pink Line,2017,2022,0,34.5,0.00%,0,30,Plan,"56,725",THB,2019,0.081,4594.725,133.1804348,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/pinkline/
7489,TH,Bangkok,Yellow Line,2017,2022,0,30.4,0.00%,0,23,Wiki,"54,768",THB,2019,0.081,4436.208,145.9278947,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/yellowline/
7490,TH,Bangkok,Orange Line,2017,2025,0,35.9,75.00%,27,28,Plan,"235,320",THB,2021,0.081,19060.92,530.9448468,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/orangeline/
7491,TH,Chiang Mai,Red Line,2022,2027,0,15.8,46.00%,7.2,12,Measured,"27,000",THB,2024,0.081,2187,138.4177215,Media,https://www.nationthailand.com/business/30382028
7496,VN,Ho Chi Minh City,Line 1,2012,2021,0,19.7,13.00%,2.6,14,Plan,"43,600,000",VND,2016,0.000126,5493.6,278.8629442,Media,https://e.vnexpress.net/news/news/hcmc-submits-plans-for-new-2-9-billion-metro-line-4095209.html
7497,VN,Ho Chi Minh City,Line 2 first phase,2020,2026,0,11.3,82.00%,9.3,11,Media,"48,000,000",VND,2023,0.000126,6048,535.2212389,Media,https://e.vnexpress.net/news/news/saigon-metro-lines-cost-escalation-cleared-construction-not-to-stop-4002027.html
7498,VN,Ho Chi Minh City,Line 5 first phase,2025,2029,0,8.9,84.00%,7.5,7,Media,"41,600,000",VND,2027,0.000126,5241.6,588.9438202,Media,https://saigoneer.com/saigon-news/12943-saigon-starts-seeking-investors-for-metro-line-5
7499,JP,Osaka,Tokaido branch relocation,2015,2023,1,2.4,100.00%,2.4,1,Plan,"69,000",JPY,2019,0.01,690,287.5,Plan,https://www.westjr.co.jp/global/en/ir/library/fact-sheets/2018/pdf/fact2018.pdf
7504,JP,Osaka,Higashi Line,1999,2019,1,20.3,0.00%,0,0,Plan,"120,000",JPY,2009,0.0087,1044,51.42857143,Plan,https://www.westjr.co.jp/global/en/ir/library/fact-sheets/2018/pdf/fact2018.pdf
7505,JP,Osaka,Monorail extension,2018,2029,0,8.9,0.00%,0,4,Plan,"105,000",JPY,2019,0.01,1050,117.9775281,Plan,http://www.mlit.go.jp/common/001272230.pdf
7506,JP,Tokyo,Fukutoshin Line,2001,2008,0,8.9,100.00%,8.9,8,Media,"250,000",JPY,2004,0.0074,1850,207.8651685,Media,https://www.japantimes.co.jp/news/2008/06/12/national/fukutoshin-subway-line-debuts/
7507,JP,Tokyo,Minatomirai Line,1993,2004,1,4.1,100.00%,4.1,6,Trade,"257,000",JPY,1998,0.0063,1619.1,394.902439,Media,https://www.japantimes.co.jp/life/2004/02/13/travel/new-subway-signals-start-of-a-new-era/
7512,JP,Tokyo,Oedo Line ring,1992,2000,0,27.8,100.00%,27.8,27,Plan,"988,600",JPY,1999,0.0064,6327.04,227.5913669,Plan,https://web.archive.org/web/20060517042836/http://www.kotsu.metro.tokyo.jp/news/pdf/sub_t_20060324a_01.pdf
7513,JP,Tokyo,Haneda express line,2022,2029,1,5.6,100.00%,5.6,2,Measured,"300,000",JPY,2025,0.01,3000,535.7142857,Media,https://en.connectionjapan.com/2019/02/16/jr-east-construira-linha-para-ligar-toquio-ao-aeroporto-de-haneda/
7514,JP,Tokyo,Tama Monorail first phase,1991,2000,0,16,0.00%,0,19,Trade,"242,200",JPY,1995,0.006,1453.2,90.825,Trade,https://www.ejrcf.or.jp/jrtr/jrtr26/pdf/t58_neh.pdf
7515,JP,Tokyo,Monorail to Tokyo Station,2015,2025,1,3,0.00%,0,,Trade,"109,500",JPY,2020,0.01,1095,365,Trade,https://www.railwaygazette.com/tokyo-monorail-plans-to-extend/39875.article
7520,JP,Tokyo,Tokyo-Ueno Line,2008,2015,1,3.8,0.00%,0,0,Trade,"40,000",JPY,2011,0.009,360,94.73684211,Trade,https://www.railwaygazette.com/cross-tokyo-link-inaugurated/40649.article
7521,JP,Tokyo,Sotetsu Shin-Yokohama JR Line,2010,2019,1,2.7,78.00%,2.1,1,Measured,"111,400",JPY,2014,0.0097,1080.58,400.2148148,Media,https://resources.realestate.co.jp/living/faster-commute-and-lower-congestion-expected-as-sotetsu-main-line-and-jr-east-start-direct-rail-service-on-nov-30th/
7522,JP,Tokyo,Sotetsu Shin-Yokohama Tokyu Line,2010,2022,1,10,80.00%,8,2,Measured,"290,800",JPY,2016,0.0095,2762.6,276.26,Trade,https://www.decn.co.jp/?p=89391
7523,JP,Fukuoka,Nanakuma Line extension,2014,2022,0,1.6,100.00%,1.6,2,Wiki,"58,700",JPY,2018,0.01,587,366.875,Media,https://www.fukuoka-now.com/en/news/nanakuma-subway-line-extension-delayed/
7528,BR,Sao Paulo,Line 6 phase 1,2015,2023,0,15.9,84.00%,13.4,15,Trade,"9,600",BRL,2020,0.44,4224,265.6603774,Trade,https://www.railjournal.com/passenger/metros/revival-of-sao-paulo-metro-line-6-orange-project-a-step-closer/
7529,CH,Lucerne,Zentralbahn,2008,2013,1,1.5,90.00%,1.4,1,Plan,220,CHF,2010,0.68,149.736,99.824,Plan,https://www.luzernerzeitung.ch/zentralschweiz/luzern/seetalplatz-und-zentralbahn-60-millionen-guenstiger-als-budgetiert-ld.1150224
7530,CH,Zurich,Durchmesserlinie,2007,2014,1,9.6,50.00%,4.8,1,Trade,"2,030",CHF,2010,0.68,1380.4,143.7916667,Trade,https://www.railwaygazette.com/infrastructure/cross-city-tunnel-opening-increases-capacity-in-zurich/39619.article
7531,JP,Tokyo,Tsukuba Express,1997,2005,0,58.3,28.00%,16.3,20,Plan,"949,400",JPY,2001,0.0077,7310.38,125.3924528,Plan,https://www.jlgc.org.uk/en/news_letter/funding-local-infrastructure-and-the-tsukuba-express/
7536,IN,Bangalore,Phase 2,2017,2024,0,73.9,0.00%,14,62,Trade,"306,950",INR,2020,0.047,14426.65,195.2185386,Media,https://www.metrorailnews.in/bengaluru-metros-yelachenahalli-anjanapura-line-supposed-to-be-ready-by-november-2020/
7537,IN,Bangalore,Phase 1,2006,2017,0,42.3,20.00%,8.5,41,Wiki,"144,050",INR,2011,0.064,9219.2,217.9479905,Media,https://economictimes.indiatimes.com/industry/transportation/railways/cost-and-time-overrun-marks-bengaluru-metro-phase-i/articleshow/57550535.cms
7538,IN,Gurgaon,Phase 1,2009,2013,0,5.5,0.00%,0,6,Wiki,"10,880",INR,2011,0.064,696.32,126.6036364,Media,http://archive.indianexpress.com/news/gurgaon-rapid-metro-begins-trial-runs/1011112/0
7539,IN,Gurgaon,Phase 2,2013,2017,0,6.3,0.00%,0,5,Wiki,"24,230",INR,2015,0.052,1259.96,199.9936508,Media,http://www.ptinews.com/news/8562521_Second-phase-of-Gurgaon-s-Rapid-Metro-launched.html
7544,IN,Nagpur,Phase 1,2014,2020,0,38.2,0.00%,0,40,Media,"86,800",INR,2014,0.054,4687.2,122.7015707,Plan,http://www.metrorailnagpur.com/projectprofile.aspx
7545,IN,Nagpur,Phase 2,,,0,43.8,0.00%,0,32,Plan,"112,160",INR,2018,0.048,5383.68,122.9150685,Media,https://timesofindia.indiatimes.com/city/nagpur/mahametro-saves-rs1850cr-in-nagpur-metro-phase-ii/articleshow/67371648.cms
7546,IN,Ahmadabad,Phase 1,2015,2023,0,40,16.00%,6.4,33,Wiki,"127,000",INR,2019,0.047,5969,149.225,Media,https://indianexpress.com/article/cities/ahmedabad/ahmedabad-metro-phase-1-delay-makes-cost-jump-by-rs-2000-cr-6486037/
7547,IN,Hyderabad,Phase 1,2012,2020,0,72,0.00%,0,66,Media,"188,000",INR,2016,0.05,9400,130.5555556,Media,https://www.indiatoday.in/india/story/hyderabad-metro-project-delay-by-l-and-t-pushes-up-cost-by-over-30-per-cent-1094750-2017-11-26
7552,IN,Hyderabad,Airport express,2020,,0,31,8.00%,2.5,10,Media,"46,500",INR,2020,0.047,2185.5,70.5,Media,https://www.thehindu.com/news/cities/Hyderabad/airport-metro-to-have-underground-section-connecting-to-passenger-terminal/article29317205.ece
7553,IN,Chennai,Phase 1,2009,2019,0,45.1,53.00%,24,34,Trade,"200,000",INR,2014,0.054,10800,239.4678492,Media,https://www.business-standard.com/article/current-affairs/phase-ii-chennai-metro-project-to-cost-rs-36-000-cr-114022800932_1.html
7554,IN,Chennai,Phase 1 extension,2016,2020,0,9.1,26.00%,2.4,9,Trade,"37,700",INR,2018,0.048,1809.6,198.8571429,Trade,https://themetrorailguy.com/chennai-metro-phase-1-extension-information-route-maps-tenders-updates/
7555,IN,Chennai,Phase 2,2020,2026,0,118.9,36.00%,42.8,128,Media,"691,800",INR,2023,0.047,32514.6,273.4617325,Media,https://www.businesstoday.in/sectors/infra/relief-for-commuters-in-chennai-metro-network-to-expand-phase-ii-work-begins/story/350907.html
7560,CH,Geneva,CEVA,2013,2019,1,8.8,96.00%,8.4,4,Measured,"1,567",CHF,2016,0.68,1065.56,121.0863636,Plan,https://www.ceva.ch/2017/05/11/financement-et-organisation/?b=https://www.ceva.ch/category/projet
7561,UA,Kyiv,M3 to Vynohradar,2018,2022,0,3.7,100.00%,3.7,2,Plan,"5,993",UAH,2020,0.121,725.153,195.9872973,Media,https://www.unian.info/kiev/10350087-kyiv-metro-signs-contract-for-subway-line-construction-to-kyiv-s-vynohradar-district.html
7562,UA,Kyiv,M4,2021,2026,0,20,65.00%,13,13,Trade,"2,000",USD,2023,3,6000,300,Trade,http://www.globalconstructionreview.com/news/china-railway-completes-feasibility-study-kiev-met/
7563,UA,Kharkiv,M3 extension,2018,2024,0,3.5,100.00%,3.5,2,Plan,382,EUR,2021,3.9,1489.8,425.6571429,Trade,https://www.railwaygazette.com/vehicles/crrc-wins-kharkiv-metro-train-contract/56702.article
7568,TW,Taipei,Sanying Line,2016,2023,0,14.29,0.00%,0,12,Plan,"50,200",TWD,2019,0.0664,3333.28,233.2596221,Plan,https://www.dorts.ntpc.gov.tw/home.jsp?id=90&act=be4f48068b2b0031&dataserno=09b73a18932ab2e245b25cd63399a208
7569,TW,Taipei,Danhai LRT,2014,2024,0,14,0.00%,0,20,Wiki,"15,300",TWD,2016,0.0664,1015.92,72.56571429,Media,https://focustaiwan.tw/society/202003240018
7570,TW,Taipei,Circular Line first section,2011,2020,0,15.4,7.00%,1.1,14,Measured,"69,970",TWD,2015,0.0664,4646.008,301.6888312,Media,https://www.taiwannews.com.tw/en/news/3861624
7571,TW,Taipei,Airport MRT,2006,2017,0,51,21.00%,10.7,22,Wiki,"113,850",TWD,2011,0.0664,7559.64,148.2282353,Media,https://www.straitstimes.com/asia/east-asia/taipei-airport-rail-line-ready-to-roll
7576,TW,Taipei,Taoyuan MRT Green Line,2019,2026,0,27.8,45.00%,12.5,21,Media,"98,264",TWD,2022,0.0664,6524.7296,234.7025036,Plan,https://dorts.tycg.gov.tw/en/business/mrt-green-line
7577,TW,Taipei,Taoyuan MRT Brown Line,2019,,0,11.5,0.00%,0,8,Plan,"19,558",TWD,2020,0.0664,1298.6512,112.9261913,Plan,https://dorts.tycg.gov.tw/en/business/mrt-brown-line
7578,TW,Taipei,Taoyuan Underground,2019,2030,1,17.9,100.00%,17.9,8,Wiki,"105,600",TWD,2024,0.0664,7011.84,391.722905,Media,https://www.cna.com.tw/news/firstnews/201908150041.aspx
7579,TW,Kaohsiung,Red and Orange Lines,2001,2008,0,43,74.00%,31.8,38,Measured,"181,300",TWD,2004,0.0664,12038.32,279.9609302,Trade,https://www.railjournal.com/in_depth/taiwan-transit-in-transition
7584,TW,Kaohsiung,Urban Railway Underground,2008,2018,1,15.4,100.00%,15.4,10,Plan,"99,870",TWD,2013,0.0664,6631.368,430.6083117,Plan,https://www.rb.gov.tw/en/showpage.php?lmenuid=24&smenuid=154
7585,TW,Tainan,Underground Project,2019,2024,1,8.2,100.00%,8.2,3,Plan,"29,360",TWD,2021,0.0664,1949.504,237.7443902,Plan,https://www.rb.gov.tw/en/showpage.php?lmenuid=24&smenuid=159
7586,TW,Taichung,Green Line,2010,2020,0,16.7,0.00%,0,18,Plan,"59,337",TWD,2015,0.0664,3939.9768,235.9267545,Plan,https://www.rb.gov.tw/en/showpage.php?lmenuid=24&smenuid=75
7587,AU,Perth,Forrestfield-Airport Link,2016,2021,1,8.5,100.00%,8.5,3,Plan,"1,860",AUD,2018,0.69,1283.4,150.9882353,Plan,https://www.forrestfieldairportlink.wa.gov.au/Portals/14/Project%20Overview%20Fact%20Sheet%20-%20Dec18%20WEB.pdf
7592,JP,Tokyo,Yurikamome,1988,1995,0,12,0.00%,0,12,Trade,"170,200",JPY,1991,0.0054,919.08,76.59,Trade,http://www.ejrcf.or.jp/jrtr/jrtr30/pdf/s42_aok.pdf
7593,AR,Buenos Aires,RER,2020,2026,1,20,100.00%,20,4,Media,"2,300",USD,2023,2.02,4646,232.3,Media,https://tn.com.ar/economia/el-gobierno-relanzo-el-rer-el-proyecto-para-conectar-los-trenes-del-area-metropolitana_856411
7594,DE,Nuremberg,U3 extension,2020,2025,0,0.6,100.00%,0.6,1,Media,138,EUR,2022,1.3,178.75,297.9166667,Media,https://www.nordbayern.de/region/nuernberg/trotz-corona-in-nurnbergs-untergrund-gehen-die-arbeiten-weiter-1.10063402
7595,DE,Cologne,North-South Stadtbahn,2003,2015,0,4,100.00%,4,6,Wiki,"1,040",EUR,2009,1.3,1352,338,Plan,https://www.nord-sued-stadtbahn.de/projekt/gruende/hintergruende/index.html
7600,DE,Berlin,U8 to Wittenau,1985,1994,0,3.6,100.00%,3.6,4,Wiki,520,EUR,2020,1.3,676,187.7777778,Trade,https://signalarchiv.de/Meldungen/10003834
7601,DE,Berlin,U2 to Pankow,1997,2000,0,0.8,100.00%,0.8,1,Media,54,EUR,1998,1.3,70.2,87.75,Media,https://www.berliner-zeitung.de/endspurt-auf-der-baustelle-die-strecke-von-vinetastrasse-nach-bahnhof-pankow-wird-puenktlich-fertig-und-billiger-u-bahn-linie-2-ab-sonnabend-sind-die-pankower-am-zug-li.33430
