judge_id,name_first,name_middle,name_last,name_suffix,birth_date,birthplace_city,birthplace_state,death_date,death_city,death_state,gender,race
716,Richard,Cannon,Erwin,NA,1923,Marion,NC,2006,Winston-Salem,NC,M,African American
717,Jesse,Ernest,Eschbach,NA,1920,Warsaw,IN,2005,NA,NA,M,White
718,Joe,Ewing,Estes,NA,1903,Commerce,TX,1989,NA,NA,M,White
719,William,Lee,Estes,NA,1870,Boston,TX,1930,NA,NA,M,White
720,Luther,Boyd,Eubanks,NA,1917,Caprock,NM,1996,Oklahoma City,OK,M,White
721,Beverly,Daniel,Evans,Jr.,1865,Sandersville,GA,1922,NA,NA,M,White
722,Evan,Alfred,Evans,NA,1876,Spring Green,WI,1948,NA,NA,M,White
723,Orinda,Dale,Evans,NA,1943,Savannah,GA,NA,NA,NA,F,White
724,Terence,Thomas,Evans,NA,1940,Milwaukee,WI,2011,Chicago,IL,M,White
725,Walter,NA,Evans,NA,1842,"Glasgow, Barren County",KY,1923,"Louisville, Jefferson County",KY,M,White
3302,Walter,Howard,Evans,NA,1870,New Middletown,IN,1959,Portland,OR,M,White
2707,Hamilton,Glover,Ewart,NA,1849,Columbia,SC,1918,Chicago,IL,M,White
726,Nathaniel,NA,Ewing,NA,1848,Uniontown,PA,1914,NA,NA,M,White
727,David,Alan,Ezra,NA,1947,Columbus,OH,NA,NA,NA,M,White
728,David,A.,Faber,NA,1942,Charleston,WV,NA,NA,NA,M,White
729,George,Gardner,Fagg,NA,1934,Eldora,IA,NA,NA,NA,M,White
730,Charles,NA,Fahy,NA,1892,Rome,GA,1979,Washington,DC,M,White
3461,Katherine,Polk,Failla,NA,1969,Edison,NJ,NA,NA,NA,F,White
3133,Valerie,Baker,Fairbank,NA,1949,Minneapolis,MN,NA,NA,NA,F,White
731,Thomas,Edward,Fairchild,NA,1912,Milwaukee,WI,2007,Madison,WI,M,White
732,Guy,Leverne,Fake,NA,1879,Cobleskill,NY,1957,NA,NA,M,White
733,Eldon,E.,Fallon,NA,1939,New Orleans,LA,NA,NA,NA,M,White
734,Charles,Breckenridge,Faris,NA,1864,near Charleston,MO,1938,NA,NA,M,White
735,Joseph,James,Farnan,Jr.,1945,Philadelphia,PA,NA,NA,NA,M,White
736,Edward,Silsby,Farrington,NA,1856,Yreka,CA,1929,NA,NA,M,White
737,Joseph,Jerome,Farris,NA,1930,Birmingham,AL,NA,NA,NA,M,African American
738,Patricia,C.,Fawsett,NA,1943,Montreal,Canada,NA,NA,NA,F,White
739,Peter,Thorp,Fay,NA,1929,Rochester,NY,NA,NA,NA,M,White
740,James,Alger,Fee,NA,1888,Pendleton,OR,1959,NA,NA,M,White
2823,Gary,Allen,Feess,NA,1948,Alliance,OH,NA,NA,NA,M,White
741,John,NA,Feikens,NA,1917,Clifton,NJ,2011,Grosse Pointe Park,MI,M,White
742,Wilfred,NA,Feinberg,NA,1920,New York,NY,2014,New York,NY,M,White
3287,Gary,Scott,Feinerman,NA,1965,Skokie,IL,NA,NA,NA,M,White
743,Martin,Leach-Cross,Feldman,NA,1934,St. Louis,MO,NA,NA,NA,M,White
744,Gary,A.,Fenner,NA,1947,St. Joseph,MO,NA,NA,NA,M,White
745,Warren,John,Ferguson,NA,1920,Eureka,NV,2008,Fullerton,CA,M,White
746,Wilkie,D.,Ferguson,Jr.,1938,Miami,FL,2003,Miami,FL,M,African American
747,Ferdinand,Francis,Fernandez,NA,1937,Pasadena,CA,NA,NA,NA,M,Hispanic
748,Juan,B.,Fernandez-Badillo,NA,1912,Aquadilla,Puerto Rico,1989,NA,NA,M,Hispanic
3026,Sandra,J.,Feuerstein,NA,1946,New York,NY,NA,NA,NA,F,White
749,John,A.,Field,Jr.,1910,Charleston,WV,1995,Naples,FL,M,White
750,Richard,Stockton,Field,NA,1803,White Hill,NJ,1870,Princeton,NJ,M,White
751,Stephen,Johnson,Field,NA,1816,Haddam,CT,1899,Washington,DC,M,White
3042,Phillip,S.,Figa,NA,1951,Chicago,IL,2008,Greenwood Village,CO,M,White
3049,Mark,R.,Filip,NA,1966,Chicago,IL,NA,NA,NA,M,White
752,Edward,Louis,Filippine,NA,1930,St. Louis,MO,NA,NA,NA,M,White
753,Sherman,Glenn,Finesilver,NA,1927,Denver,CO,2006,Denver,CO,M,White
754,Gustavus,Adolphus,Finkelnburg,NA,1837,near Cologne,Prussia,1908,Denver,CO,M,White
755,Philip,J.,Finnegan,NA,1886,Chicago,IL,1959,NA,NA,M,White
756,Robert,NA,Firth,NA,1918,Harrison,NJ,1984,NA,NA,M,White
3045,Dale,S.,Fischer,NA,1951,Orange,NJ,NA,NA,NA,F,White
3304,Israel,Fredrick,Fischer,NA,1858,New York,NY,1940,New York,NY,M,White
3136,Nora,Barry,Fischer,NA,1951,Homestead,PA,NA,NA,NA,F,White
757,A[llen],Joe,Fish,NA,1942,Los Angeles,CA,NA,NA,NA,M,White
758,Clarkson,Sherman,Fisher,NA,1921,Long Branch,NJ,1997,Princeton,NJ,M,White
3047,D.,Michael,Fisher,NA,1944,Pittsburgh,PA,NA,NA,NA,M,White
759,George,Purnell,Fisher,NA,1817,Milford,DE,1899,Washington,DC,M,White
760,John,NA,Fisher,NA,1771,near Lewes,DE,1823,near Smyrna,DE,M,White
761,Joseph,Jefferson,Fisher,NA,1910,Bland Lake,TX,2000,Beaumont,TX,M,White
2834,Raymond,C.,Fisher,NA,1939,Oakland,CA,NA,NA,NA,M,White
762,James,Martin,Fitzgerald,NA,1920,Portland,OR,2011,Santa Rosa,CA,M,White
3417,Michael,Walter,Fitzgerald,NA,1959,Los Angeles,CA,NA,NA,NA,M,White
763,Louis,NA,FitzHenry,NA,1870,Bloomington,IL,1935,Normal,IL,M,White
2815,Nicholas,Battalle,Fitzhugh,NA,1764,King George County,VA,1814,Fairfax,VA,M,White
764,Duross,NA,Fitzpatrick,NA,1934,Macon,GA,2008,Jeffersonville,GA,M,White
765,Sidney,Allen,Fitzwater,NA,1953,Olney,MD,NA,NA,NA,M,White
3016,Louise,W.,Flanagan,NA,1962,Richmond,VA,NA,NA,NA,F,White
766,Thomas,Aquinas,Flannery,NA,1918,Washington,DC,2007,Washington,DC,M,White
767,Joel,Martin,Flaum,NA,1936,Hudson,NY,NA,NA,NA,M,White
3280,Audrey,Goldstein,Fleissig,NA,1955,St. Louis,MO,NA,NA,NA,F,White
768,Betty,Binns,Fletcher,NA,1923,Tacoma,WA,2012,Seattle,WA,F,White
2789,William,A.,Fletcher,NA,1945,Philadelphia,PA,NA,NA,NA,M,White
3030,Henry,Franklin,Floyd,NA,1947,Brevard,NC,NA,NA,NA,M,White
769,Herbert,Allan,Fogel,NA,1929,Philadelphia,PA,NA,NA,NA,M,White
2757,Jeremy,D.,Fogel,NA,1949,San Francisco,CA,NA,NA,NA,M,White
770,James,Thomas,Foley,NA,1910,Troy,NY,1990,Albany,NY,M,White
771,Roger,D.,Foley,NA,1917,Goldfield,NV,1996,Las Vegas,NV,M,White
772,Roger,Thomas,Foley,NA,1886,Sioux City,IA,1974,NA,NA,M,White
773,Frederick,Voris,Follmer,NA,1885,Milton,PA,1971,NA,NA,M,White
774,David,NA,Folsom,NA,1947,Murfreesboro,AR,NA,NA,NA,M,White
775,Harold,Michael,Fong,NA,1938,Honolulu,HI,1995,Honolulu,HI,M,Asian American
3281,Elizabeth,Erny,Foote,NA,1953,Lafayette,LA,NA,NA,NA,F,White
776,Francis,Joseph William,Ford,NA,1882,Boston,MA,1975,NA,NA,M,White
777,Hiram,Church,Ford,NA,1884,Scott County,KY,1969,Georgetown,KY,M,White
3203,Morgan,Dennis,Ford,NA,1911,Wheatland,ND,1992,San Diego,CA,M,White
779,James,L.,Foreman,NA,1927,Metropolis,IL,2012,Paducah,KY,M,White
780,Karl,Spillman,Forester,NA,1940,Harlan,KY,2014,Lexington,KY,M,White
781,Phillip,NA,Forman,NA,1895,New York,NY,1978,NA,NA,M,White
3395,Katherine,Bolan,Forrest,NA,1964,New York,NY,NA,NA,NA,F,White
782,J.,Owen,Forrester,NA,1939,Columbus,GA,2014,Atlanta,GA,M,White
783,Abe,NA,Fortas,NA,1910,Memphis,TN,1982,Washington,DC,M,White
784,Cassius,Gaius,Foster,NA,1837,Webster,NY,1899,Topeka,KS,M,White
785,Rufus,Edward,Foster,NA,1871,Mathews County,VA,1942,NA,NA,M,White
3438,John,Thomas,Fowlkes,Jr.,1951,Washington,DC,NA,NA,NA,M,African American
786,Edward,NA,Fox,NA,1815,Portland,ME,1881,Portland,ME,M,White
787,James,Carroll,Fox,NA,1928,Atchison,KS,NA,NA,NA,M,White
788,Noel,Peter,Fox,NA,1910,Kalamazoo,MI,1987,Grand Rapids,MI,M,White
2793,Donovan,W.,Frank,NA,1951,Rochester,MN,NA,NA,NA,M,White
789,Jerome,New,Frank,NA,1889,New York,NY,1957,New Haven,CT,M,White
790,Marvin,E.,Frankel,NA,1920,New York,NY,2002,New York,NY,M,White
791,Felix,NA,Frankfurter,NA,1882,Vienna,Austria,1965,Washington,DC,M,White
792,Philip,NA,Fraser,NA,1814,Montrose,PA,1876,Jacksonville,FL,M,White
793,Emerich,B.,Freed,NA,1897,NA,Hungary,1955,NA,NA,M,White
794,Abraham,Lincoln,Freedman,NA,1904,Trenton,NJ,1971,NA,NA,M,White
795,Frank,Harlan,Freedman,NA,1924,Springfield,MA,2003,Springfield,MA,M,White
796,Louis,J.,Freeh,NA,1950,Jersey City,NJ,NA,NA,NA,M,White
3506,Beth,Labson,Freeman,NA,1953,Washington,DC,NA,NA,NA,F,White
797,Ralph,McKenzie,Freeman,NA,1902,Flushing,MI,1990,Royal Oak,MI,M,White
798,Richard,Cameron,Freeman,NA,1926,Atlanta,GA,1999,Atlanta,GA,M,White
3254,Nancy,Dell,Freudenthal,NA,1954,Cody,WY,NA,NA,NA,F,White
799,William,C.,Frey,NA,1919,Tucson,AZ,1979,NA,NA,M,White
3521,Michelle,Taryn,Friedland,NA,1972,Berkeley,CA,NA,NA,NA,F,White
800,Bernard,A.,Friedman,NA,1943,Detroit,MI,NA,NA,NA,M,White
2704,Daniel,Mortimer,Friedman,NA,1916,New York,NY,2011,Washington,DC,M,White
2726,Jerome,B.,Friedman,NA,1943,Newark,NJ,NA,NA,NA,M,White
2708,Monroe,Mark,Friedman,NA,1895,Minneapolis,MN,1978,Berkeley,CA,M,White
801,Paul,L.,Friedman,NA,1944,Buffalo,NY,NA,NA,NA,M,White
802,Henry,Jacob,Friendly,NA,1903,Elmira,NY,1986,New York,NY,M,White
2900,Stephen,P.,Friot,NA,1947,Troy,NY,NA,NA,NA,M,White
3134,Gregory,Kent,Frizzell,NA,1956,Wichita,KS,NA,NA,NA,M,White
2985,Gregory,L.,Frost,NA,1949,Newark,OH,NA,NA,NA,M,White
803,Helen,Jackson,Frye,NA,1930,Klamath Falls,OR,2011,Portland,OR,F,White
2855,Julio,M.,Fuentes,NA,1946,Humacao,Puerto Rico,NA,NA,NA,M,Hispanic
804,John,Patrick,Fullam,NA,1921,Gardenville,PA,NA,NA,NA,M,White
2975,Mark,E.,Fuller,NA,1958,Enterprise,AL,NA,NA,NA,M,White
805,Melville,Weston,Fuller,NA,1833,Augusta,ME,1910,Sorrento,ME,M,White
806,Charles,Britton,Fulton,NA,1910,Fallon,NV,1996,West Palm Beach,FL,M,White
807,William,Royal,Furgeson,Jr.,1941,Lubbock,TX,NA,NA,NA,M,White
3412,Jesse,Matthew,Furman,NA,1972,New York,NY,NA,NA,NA,M,White
808,Jose,Antonio,Fuste,NA,1943,San Juan,Puerto Rico,NA,NA,NA,M,Hispanic
809,Richard,Arthur,Gadbois,Jr.,1932,Omaha,NE,1996,Los Angeles,CA,M,White
810,Paul,V.,Gadola,NA,1929,Flint,MI,NA,NA,NA,M,White
811,Lee,Parsons,Gagliardi,NA,1918,Larchmont,NY,1998,Manchester,VT,M,White
812,Fernando,J.,Gaitan,Jr.,1948,Kansas City,KS,NA,NA,NA,M,African American
2727,Arthur,J.,Gajarsa,NA,1941,Norcia,Italy,NA,NA,NA,M,White
813,Clarence,G.,Galston,NA,1876,New York,NY,1964,NA,NA,M,White
814,James,Cullen,Ganey,NA,1899,Phillipsburg,NJ,1972,NA,NA,M,White
2862,Nicholas,NA,Garaufis,NA,1948,Paterson,NJ,NA,NA,NA,M,White
815,Marvin,J.,Garbis,NA,1936,Baltimore,MD,NA,NA,NA,M,White
816,Edward,J.,Garcia,NA,1928,NA,NA,NA,NA,NA,M,Hispanic
817,Hipolito,Frank,Garcia,NA,1925,San Antonio,TX,2002,Austin,TX,M,Hispanic
818,Orlando,Luis,Garcia,NA,1952,Jim Wells County,TX,NA,NA,NA,M,Hispanic
3389,Marina,NA,Garcia Marmolejo,NA,1971,Nuevo Laredo,Mexico,NA,NA,NA,F,Hispanic
2874,Jay,A.,Garcia-Gregory,NA,1944,San Juan,Puerto Rico,NA,NA,NA,M,Hispanic
3183,Paul,G.,Gardephe,NA,1957,Fitchburg,MA,NA,NA,NA,M,White
819,Archibald,K.,Gardner,NA,1867,Gwen Sound,Canada,1962,Huron,SD,M,White
2961,James,Knoll,Gardner,NA,1940,Allentown,PA,NA,NA,NA,M,White
820,Merrick,B.,Garland,NA,1952,Chicago,IL,NA,NA,NA,M,White
821,Francis,Arthur,Garrecht,NA,1870,Walla Walla,WA,1948,NA,NA,M,White
3327,Finis,James,Garrett,NA,1875,near Ore Springs,TN,1956,Washington,DC,M,White
822,Wendell,Arthur,Garrity,Jr.,1920,Worcester,MA,1999,Wellesley,MA,M,White
823,Leonard,I.,Garth,NA,1921,Brooklyn,NY,NA,NA,NA,M,White
824,Edwin,Louis,Garvin,NA,1877,Brooklyn,NY,1960,Patchogue,NY,M,White
825,William,Lockhart,Garwood,NA,1931,Houston,TX,2011,Austin,TX,M,White
826,Emilio,M.,Garza,NA,1947,San Antonio,TX,NA,NA,NA,M,Hispanic
827,Reynaldo,Guerra,Garza,NA,1915,Brownsville,TX,2004,Brownsville,TX,M,Hispanic
828,Oliver,NA,Gasch,NA,1906,Washington,DC,1999,Washington,DC,M,White
829,Patricia,Anne,Gaughan,NA,1953,Lakewood,OH,NA,NA,NA,F,White
830,Robert,S.,Gawthrop,III,1942,West Chester,PA,1999,Philadelphia,PA,M,White
831,John,NA,Gayle,NA,1792,Sumter County,SC,1859,Jacksonville,AL,M,White
3549,Darrin,Phillip,Gayles,NA,1966,Peoria,IL,NA,NA,NA,M,African American
3228,Dolly,Maizie,Gee,NA,1959,Hawthorne,CA,NA,NA,NA,F,Asian American
832,Thomas,Gibbs,Gee,NA,1925,Jacksonville,FL,1994,Houston,TX,M,White
833,Ferdinand,August,Geiger,NA,1867,Cassville,WI,1939,NA,NA,M,White
3124,Gustavo,Antonio,Gelpi,Jr.,1965,San Juan,Puerto Rico,NA,NA,NA,M,Hispanic
834,Lloyd,D.,George,NA,1930,Montpelier,ID,NA,NA,NA,M,White
3452,Frank,Paul,Geraci,Jr.,1951,Rochester,NY,NA,NA,NA,M,White
3292,Richard,Mark,Gergel,NA,1954,Columbia,SC,NA,NA,NA,M,White
3410,John,Melvin,Gerrard,NA,1953,Schuyler,NE,NA,NA,NA,M,White
835,John,Francis,Gerry,NA,1925,Camden,NJ,1995,NA,NA,M,White
836,Nina,NA,Gershon,NA,1940,Chicago,IL,NA,NA,NA,F,White
837,Nancy,NA,Gertner,NA,1946,New York,NY,NA,NA,NA,F,White
838,Gerhard,Alden,Gesell,NA,1910,Los Angeles,CA,1993,Washington,DC,M,White
839,Robert,William,Gettleman,NA,1943,Atlantic City,NJ,NA,NA,NA,M,White
840,Susan,Christine O`Meara,Getzendanner,NA,1939,Chicago,IL,NA,NA,NA,F,White
841,Walter,Pettus,Gewin,NA,1908,Nanafalia,AL,1981,Tuscaloosa,AL,M,White
842,Walter,J.,Gex,III,1939,Bay St. Louis,MS,NA,NA,NA,M,White
843,Samuel,Jameson,Gholson,NA,1808,Madison County,KY,1883,Aberdeen,MS,M,White
844,John,Joseph,Gibbons,NA,1924,Newark,NJ,NA,NA,NA,M,White
845,Julia,Smith,Gibbons,NA,1950,Pulaski,TN,NA,NA,NA,F,White
3338,John,Adrian,Gibney,Jr.,1951,Coatesville,PA,NA,NA,NA,M,White
846,Benjamin,F.,Gibson,NA,1931,Safford,AL,NA,NA,NA,M,African American
847,Ernest,William,Gibson,Jr.,1901,Brattleboro,VT,1969,Brattleboro,VT,M,White
848,Floyd,Robert,Gibson,NA,1910,Prescott,AZ,2001,Kansas City,MO,M,White
849,Hugh,NA,Gibson,NA,1918,Cameron,TX,1998,Galveston,TX,M,White
850,John,R.,Gibson,NA,1925,Springfield,MO,2014,Reading,MA,M,White
3032,Kim,R.,Gibson,NA,1948,Trenton,NJ,NA,NA,NA,M,White
851,Robert,Murray,Gibson,NA,1869,Duncansville,PA,1949,NA,NA,M,White
852,Gilberto,NA,Gierbolini-Ortiz,NA,1926,Coamo,Puerto Rico,2009,NA,NA,M,Hispanic
853,Edward,Thaxter,Gignoux,NA,1916,Portland,ME,1988,Portland,ME,M,White
854,John,Phil,Gilbert,NA,1949,Carbondale,IL,NA,NA,NA,M,White
855,William,Ball,Gilbert,NA,1847,Fairfax County,VA,1931,Portland,OR,M,White
3241,John,James,Gilchrist,NA,1809,Medford,MA,1858,Washington,DC,M,White
856,Robert,Budd,Gilchrist,NA,1796,Charleston,SC,1856,Charleston,SC,M,White
857,James,Tyrone,Giles,NA,1943,Charlottesville,VA,NA,NA,NA,M,African American
858,William,Fell,Giles,NA,1807,Harford County,MD,1879,Baltimore,MD,M,White
859,Donnell,NA,Gilliam,NA,1889,Tarboro,NC,1960,Tarboro,NC,M,White
860,Earl,Ben,Gilliam,NA,1931,Clovis,NM,2001,NA,NA,M,African American
861,Helen,W.,Gillmor,NA,1942,Syracuse,NY,NA,NA,NA,F,White
2728,Ronald,Lee,Gilman,NA,1942,Memphis,TN,NA,NA,NA,M,White
862,Horace,Weldon,Gilmore,NA,1918,Columbus,OH,2010,Grosse Pointe,MI,M,White
863,Vanessa,D.,Gilmore,NA,1956,St. Albans,NY,NA,NA,NA,F,African American
3407,James,Rodney,Gilstrap,NA,1957,Pensacola,FL,NA,NA,NA,M,White
864,Douglas,Howard,Ginsburg,NA,1946,Chicago,IL,NA,NA,NA,M,White
865,Ruth,Bader,Ginsburg,NA,1933,Brooklyn,NY,NA,NA,NA,F,White
866,Israel,Leo,Glasser,NA,1924,New York,NY,NA,NA,NA,M,White
3403,Sharon,Louise,Gleason,NA,1957,Rochester,NY,NA,NA,NA,F,White
867,John,NA,Gleeson,NA,1953,Bronx,NY,NA,NA,NA,M,White
868,Elias,NA,Glenn,NA,1769,Elkton,MD,1846,Baltimore,MD,M,White
869,John,NA,Glenn,NA,1795,Elkton,MD,1853,near Catonsville,MD,M,White
870,John,Lyles,Glenn,Jr.,1892,Chester,SC,1938,Chester,SC,M,White
2945,David,C.,Godbey,NA,1957,Temple,TX,NA,NA,NA,M,White
871,John,Cooper,Godbold,NA,1920,Coy,AL,2009,Montgomery,AL,M,White
872,Henry,Warren,Goddard,NA,1876,New York,NY,1955,Madison,CT,M,White
873,Gerard,Louis,Goettel,NA,1928,New York,NY,2011,Danbury,CT,M,White
874,Nathan,NA,Goff,NA,1843,Clarksburg,VA (now WV),1920,Clarksburg,WV,M,White
2729,Alan,Stephen,Gold,NA,1944,New York,NY,NA,NA,NA,M,White
875,Arthur,Joseph,Goldberg,NA,1908,Chicago,IL,1990,Washington,DC,M,White
876,Irving,Loeb,Goldberg,NA,1906,Port Arthur,TX,1995,Dallas,TX,M,White
3193,Mitchell,S.,Goldberg,NA,1959,Philadelphia,PA,NA,NA,NA,M,White
3204,Richard,W.,Goldberg,NA,1927,Fargo,ND,NA,NA,NA,M,White
3112,Thomas,M.,Golden,NA,1947,Pottsville,PA,2010,Reading,PA,M,White
878,Thomas,Alan,Goldsborough,NA,1877,Caroline County,MD,1951,Washington,DC,M,White
3284,Mark,Allan,Goldsmith,NA,1952,Detroit,MI,NA,NA,NA,M,White
3483,Kenneth,John,Gonzales,NA,1964,Espanola,NM,NA,NA,NA,M,Hispanic
879,Irma,Elsa,Gonzalez,NA,1948,Palo Alto,CA,NA,NA,NA,F,Hispanic
880,Jose,Alejandro,Gonzalez,Jr.,1931,Tampa,FL,NA,NA,NA,M,Hispanic
881,Louis,Earl,Goodman,NA,1892,Lemoore,CA,1961,Palo Alto,CA,M,White
882,Herbert,Funk,Goodrich,NA,1889,Anoka,MN,1962,NA,NA,M,White
883,Alfred,Theodore,Goodwin,NA,1923,Bellingham,WA,NA,NA,NA,M,White
884,Joseph,Robert,Goodwin,NA,1942,Ripley,WV,NA,NA,NA,M,White
885,William,Nelson,Goodwin,NA,1909,McKenna,WA,1975,NA,NA,M,White
886,James,Henry,Gorbey,NA,1920,Chester,PA,1977,NA,NA,M,White
3463,Andrew,Patrick,Gordon,NA,1962,San Francisco,CA,NA,NA,NA,M,White
887,Eugene,Andrew,Gordon,NA,1917,Brown Summit,NC,2002,Greensboro,NC,M,White
888,Jack,Murphy,Gordon,NA,1931,Lake Charles,LA,1982,Metarie,LA,M,White
889,James,Fleming,Gordon,NA,1918,Madisonville,KY,1990,NA,NA,M,White
3205,Leo,Maury,Gordon,NA,1952,Newark,NJ,NA,NA,NA,M,White
890,Myron,L.,Gordon,NA,1918,Kenosha,WI,2009,Palm Desert,CA,M,White
891,Peyton,NA,Gordon,NA,1870,Washington,DC,1946,Washington,DC,M,White
892,John,J.,Gore,NA,1878,Gainsboro,TN,1939,Nashville,TN,M,White
3125,Neil,M.,Gorsuch,NA,1967,Denver,CO,NA,NA,NA,M,White
893,Nathaniel,M.,Gorton,NA,1938,Evanston,IL,NA,NA,NA,M,White
894,Joan,B.,Gottschall,NA,1947,Oak Ridge,TN,NA,NA,NA,F,White
895,Ashley,Mulgrave,Gould,NA,1859,"Lower Horton, Nova Scotia",Canada,1921,NA,NA,M,White
2846,Ronald,Murray,Gould,NA,1946,St. Louis,MO,NA,NA,NA,M,White
896,Wallace,Samuel,Gourley,NA,1904,Wellsville,OH,1976,NA,NA,M,White
2758,Susan,NA,Graber,NA,1949,Oklahoma City,OK,NA,NA,NA,F,White
897,John,Francis,Grady,NA,1929,Chicago,IL,NA,NA,NA,M,White
898,Donald,L.,Graham,NA,1948,Salisbury,NC,NA,NA,NA,M,African American
899,James,L.,Graham,NA,1939,Columbus,OH,NA,NA,NA,M,White
3243,Samuel,Jordan,Graham,NA,1859,Lexington,VA,1951,Roanoke,VA,M,White
3325,William,Johnson,Graham,NA,1872,New Castle,PA,1937,Washington,DC,M,White
2916,Callie,V.,Granade,NA,1950,Lexington,VA,NA,NA,NA,F,White
900,Robert,Allen,Grant,NA,1905,Bourbon,IN,1998,Sarasota,FL,M,White
901,Henry,Norman,Graven,NA,1893,St. James,MN,1970,San Antonio,TX,M,White
3355,James,Earl,Graves,Jr.,1953,Hinds County,MS,NA,NA,NA,M,African American
902,Frank,NA,Gray,Jr.,1908,Franklin,TN,1978,Franklin,TN,M,White
903,George,NA,Gray,NA,1840,New Castle,DE,1925,Wilmington,DE,M,White
904,Horace,NA,Gray,NA,1828,Boston,MA,1902,Nahant,MA,M,White
905,William,Percival,Gray,NA,1912,Los Angeles,CA,1992,Pasadena,CA,M,White
906,Ben,Charles,Green,NA,1905,Cleveland,OH,1983,NA,NA,M,White
907,Clifford,Scott,Green,NA,1923,Philadelphia,PA,2007,Philadelphia,PA,M,African American
908,Edward,T.,Green,NA,1837,Trenton,NJ,1896,Trenton,NJ,M,White
909,Joyce,Hens,Green,NA,1928,New York,NY,NA,NA,NA,F,White
910,June,Lazenby,Green,NA,1914,Arnold,MD,2001,Arnold,MD,F,White
3242,William,Raymond,Green,NA,1856,Colchester,CT,1947,Bellport,NY,M,White
911,Joseph,A.,Greenaway,Jr.,1957,London,England,NA,NA,NA,M,African American
912,Morton,Ira,Greenberg,NA,1933,Philadelphia,PA,NA,NA,NA,M,White
913,Harold,H.,Greene,NA,1923,Frankfurt,Germany,2000,Washington,DC,M,White
914,John,Thomas,Greene,Jr.,1929,Salt Lake City,UT,2011,Salt Lake City,UT,M,White
3004,J.,Ronnie,Greer,NA,1952,Mountain City,TN,NA,NA,NA,M,White
2888,Roger,L.,Gregory,NA,1953,Philadelphia,PA,NA,NA,NA,M,African American
915,Walter,Quintin,Gresham,NA,1832,near Lanesville,IN,1895,Washington,DC,M,White
916,Robert,Cooper,Grier,NA,1794,Cumberland County,PA,1870,Philadelphia,PA,M,White
917,Thomas,Poole,Griesa,NA,1930,Kansas City,MO,NA,NA,NA,M,White
2930,William,C.,Griesbach,NA,1954,Milwaukee,WI,NA,NA,NA,M,White
918,Cyrus,NA,Griffin,NA,1748,Farnham Parish,VA,1810,Yorktown,VA,M,White
3089,Richard,Allen,Griffin,NA,1952,Traverse City,MI,NA,NA,NA,M,White
3090,Thomas,Beall,Griffith,NA,1954,Yokohama,Japan,NA,NA,NA,M,White
919,William,NA,Griffith,NA,1766,Boundbrook,NJ,1826,Burlington,NJ,M,White
920,Allan,Kuhn,Grim,NA,1904,Kutztown,PA,1965,Philadelphia,PA,M,White
3445,Paul,William,Grimm,NA,1951,Yokohama,Japan,NA,NA,NA,M,White
2920,James,E.,Gritzner,NA,1947,Charles City,IA,NA,NA,NA,M,White
3416,Gina,Marie,Groh,NA,1964,Hagerstown,MD,NA,NA,NA,F,White
921,Duncan,Lawrence,Groner,NA,1873,Norfolk,VA,1957,NA,NA,M,White
922,Harlan,Hobart,Grooms,NA,1900,Montgomery County,KY,1991,NA,NA,M,White
923,Peter,Stenger,Grosscup,NA,1852,Ashland,OH,1921,On board a ship bound for Southampton,NA,M,White
924,Kenneth,Philip,Grubb,NA,1895,Mauston,WI,1976,NA,NA,M,White
925,William,Irwin,Grubb,NA,1862,Cincinnati,OH,1935,NA,NA,M,White
3054,Raymond,W.,Gruender,NA,1963,St. Louis,MO,NA,NA,NA,M,White
3426,David,Campos,Guaderrama,NA,1954,Las Cruces,NM,NA,NA,NA,M,Hispanic
926,Lawrence,NA,Gubow,NA,1919,Detroit,MI,1978,NA,NA,M,White
3122,Andrew,J.,Guilford,NA,1950,Santa Monica,CA,NA,NA,NA,M,White
927,Junius,Foy,Guin,Jr.,1924,Russellville,AL,NA,NA,NA,M,White
928,Ernest,Allen,Guinn,NA,1905,Palestine,TX,1974,El Paso,TX,M,White
3051,Louis,NA,Guirola,Jr.,1951,Baltimore,MD,NA,NA,NA,M,Hispanic
929,George,F.,Gunn,Jr.,1927,Fort Smith,AR,1998,St. Louis,MO,M,White
930,Murray,Irwin,Gurfein,NA,1907,New York,NY,1979,New York,NY,M,White
3132,Philip,S.,Gutierrez,NA,1959,Los Angeles,CA,NA,NA,NA,M,Hispanic
931,Ralph,B.,Guy,Jr.,1929,Detroit,MI,NA,NA,NA,M,White
2841,Ronald,A.,Guzman,NA,1948,Rio Piedras,Puerto Rico,NA,NA,NA,M,Hispanic
2730,James,S.,Gwin,NA,1954,Canton,OH,NA,NA,NA,M,White
932,Barbara,Kloka,Hackett,NA,1928,Detroit,MI,NA,NA,NA,F,White
2889,Sam,E.,Haddon,NA,1937,West Monroe,LA,NA,NA,NA,M,White
933,Charles,Harold,Haden,II,1937,Morgantown,WV,2004,Morgantown,WV,M,White
934,David,Warner,Hagen,NA,1931,Camden,AR,NA,NA,NA,M,White
935,Ancer,Lee,Haggerty,NA,1944,Vanport,OR,NA,NA,NA,M,African American
936,Alexander,Burton,Hagner,NA,1826,Washington,DC,1915,Washington,DC,M,White
937,George,Philip,Hahn,NA,1879,Napoleon,OH,1937,NA,NA,M,White
938,Charles,Sherman,Haight,Jr.,1930,New York,NY,NA,NA,NA,M,White
