judge_id,court_name,court_type,president_name,president_party,nomination_date,predecessor_last_name,predecessor_first_name,senate_confirmation_date,commission_date,chief_judge_begin,chief_judge_end,retirement_from_active_service,termination_date,termination_reason
2412,"U. S. District Court, Western District of Louisiana",USDC,George H.W. Bush,Republican,06/27/1991,Veron,Earl E.,09/12/1991,09/16/1991,NA,NA,09/13/2002,NA,NA
2413,"U. S. District Court, District of Kentucky",USDC,James Madison,Jeffersonian Republican,01/28/1817,Innes,Harry,01/31/1817,01/31/1817,NA,NA,NA,05/09/1826,Appointment to Another Judicial Position
2414,"U. S. District Court, Eastern District of Arkansas",USDC,Franklin D. Roosevelt,Democratic,06/17/1937,Martineau,John E.,06/18/1937,06/18/1937,NA,NA,01/14/1957,07/06/1965,Death
2415,"U. S. District Court, Southern District of California",USDC,Woodrow Wilson,Democratic,03/02/1915,Wellborn,Olin,03/03/1915,03/03/1915,NA,NA,NA,07/15/1923,Death
2416,U. S. Court of Appeals for the Ninth Circuit,USCA,Ronald Reagan,Republican,08/07/1987,"Sneed, III",Joseph Tyree,03/24/1988,03/25/1988,NA,NA,12/31/2004,NA,NA
2417,"U. S. District Court, District of New York",USDC,George Washington,NA,12/09/1796,Laurance,John,12/10/1796,12/10/1796,NA,NA,NA,04/04/1798,Resignation
2418,"U. S. District Court, Eastern District of Pennsylvania",USDC,Lyndon B. Johnson,Democratic,05/24/1967,new,NA,06/12/1967,06/16/1967,NA,NA,09/01/1982,10/08/2004,Death
3218,U. S. Court of International Trade,U. S. Court of International Trade,Ronald Reagan,Republican,09/11/1985,Boe,Nils A.,06/06/1986,06/09/1986,NA,NA,09/30/1996,NA,NA
3535,"U. S. District Court, District of Arizona",USDC,Barack Obama,Democratic,01/06/2014,Silver,Roslyn O.,05/14/2014,05/16/2014,NA,NA,NA,NA,NA
2871,"U. S. District Court, Eastern District of Pennsylvania",USDC,William J. Clinton,Democratic,07/27/1999,"O`Neill, Jr",Thomas N.,05/24/2000,06/01/2000,NA,NA,NA,NA,NA
2420,"U. S. District Court, District of Virginia",USDC,James Madison,Jeffersonian Republican,01/18/1813,Tyler,John,01/19/1813,01/19/1813,NA,NA,NA,02/04/1819,Reassignment
2421,"U. S. District Court, District of Minnesota",USDC,William J. Clinton,Democratic,07/10/1995,Alsop,Donald D.,12/22/1995,12/26/1995,NA,NA,NA,NA,NA
2422,"U. S. District Court, Western District of Virginia",USDC,Richard M. Nixon,Republican,09/25/1972,"Widener, Jr.",H. Emory,10/12/1972,10/17/1972,NA,NA,11/01/2002,07/06/2014,Death
2423,"U. S. District Court, Western District of Texas",USDC,Rutherford B. Hayes,Republican,12/14/1880,DuVal,Thomas H.,12/20/1880,12/20/1880,NA,NA,NA,06/02/1888,Death
2424,"U. S. District Court, Western District of Tennessee",USDC,Ronald Reagan,Republican,07/01/1987,"McRae, Jr.",Robert M.,12/08/1987,12/09/1987,NA,NA,NA,02/12/2000,Death
2425,"U. S. District Court, Southern District of California",USDC,Richard M. Nixon,Republican,02/19/1970,Kunzel,Fred,04/23/1970,04/24/1970,NA,NA,01/22/1984,08/20/2010,Death
2426,"U. S. District Court, Eastern District of Michigan",USDC,William H. Taft,Republican,08/02/1912,Angell,Alexis Caswell,08/06/1912,08/06/1912,NA,NA,NA,12/02/1944,Death
2427,U. S. Court of Appeals for the Fifth Circuit,USCA,Dwight D. Eisenhower,Republican,07/07/1954,new,NA,08/03/1954,08/04/1954,NA,NA,06/01/1968,10/01/1981,Reassignment
2428,"U. S. District Court, Southern District of New York",USDC,John F. Kennedy,Democratic,05/17/1962,new,NA,08/01/1962,08/02/1962,NA,NA,NA,04/06/1975,Resignation
2429,"U. S. District Court, District of Virginia",USDC,James Madison,Jeffersonian Republican,01/02/1811,Griffin,Cyrus,01/03/1811,01/07/1811,NA,NA,NA,01/06/1813,Death
2991,U. S. Court of Appeals for the Tenth Circuit,USCA,George W. Bush,Republican,01/07/2003,Porfilio,John C.,04/01/2003,04/01/2003,NA,NA,NA,NA,NA
2786,"U. S. District Court, Middle District of Louisiana",USDC,William J. Clinton,Democratic,04/02/1998,new,NA,07/31/1998,08/03/1998,NA,NA,NA,07/18/2011,Death
2826,"U. S. District Court, District of Connecticut",USDC,William J. Clinton,Democratic,01/26/1999,Dorsey,Peter C.,06/30/1999,07/07/1999,NA,NA,NA,NA,NA
2430,"U. S. District Court, Northern District of Georgia",USDC,Herbert Hoover,Republican,02/07/1931,Sibley,Samuel H.,02/25/1931,03/02/1931,NA,NA,03/05/1948,08/28/1960,Death
2431,"U. S. District Court, Eastern District of Virginia",USDC,Abraham Lincoln,Republican,01/05/1864,Halyburton,James D.,01/25/1864,01/25/1864,NA,NA,NA,06/11/1864,Reassignment
2432,"U. S. District Court, Southern District of Ohio",USDC,Franklin D. Roosevelt,Democratic,01/27/1936,Hough,Benson W.,02/04/1936,02/12/1936,NA,NA,12/31/1965,03/08/1972,Death
2433,"U. S. District Court, Southern District of Florida",USDC,George H.W. Bush,Republican,11/26/1991,new,NA,10/08/1992,10/09/1992,NA,NA,NA,NA,NA
2434,"U. S. District Court, Eastern District of Kentucky",USDC,Jimmy Carter,Democratic,12/19/1979,new,NA,06/18/1980,06/18/1980,NA,NA,06/14/1988,06/25/2013,Death
3374,"U. S. District Court, Western District of Virginia",USDC,Barack Obama,Democratic,01/05/2011,Moon,Norman K.,05/12/2011,05/13/2011,NA,NA,NA,NA,NA
2435,U. S. District Court for the District of Columbia,USDC,William J. Clinton,Democratic,03/22/1994,"Robinson, Jr.",Aubrey E.,06/15/1994,06/16/1994,NA,NA,01/31/2011,05/31/2012,Retirement
2436,"U. S. District Court, District of Nebraska",USDC,Richard M. Nixon,Republican,03/11/1970,Van Pelt,Robert,04/23/1970,04/24/1970,NA,NA,12/31/1990,NA,NA
2437,"U. S. District Court, Eastern District of Pennsylvania",USDC,Ronald Reagan,Republican,09/11/1987,Luongo,Alfred L.,12/08/1987,12/09/1987,NA,NA,NA,06/01/2004,Appointment to Another Judicial Position
3150,"U. S. District Court, Northern District of Indiana",USDC,George W. Bush,Republican,01/09/2007,Lozano,Rodolfo,06/28/2007,07/18/2007,NA,NA,NA,NA,NA
2440,U. S. Circuit Courts for the Eighth Circuit,USCC (1869),Theodore Roosevelt,Republican,02/04/1903,new,NA,02/18/1903,02/18/1903,NA,NA,NA,12/16/1910,Appointment to Another Judicial Position
2441,"U. S. District Court, Eastern District of Pennsylvania",USDC,Dwight D. Eisenhower,Republican,05/20/1955,Bard,Guy K.,07/29/1955,08/01/1955,NA,NA,NA,06/26/1967,Appointment to Another Judicial Position
2442,"U. S. District Court, Northern District of California",USDC,Theodore Roosevelt,Republican,12/03/1907,new,NA,12/17/1907,12/17/1907,NA,NA,NA,09/03/1923,Death
2443,U. S. Court of Appeals for the Second Circuit,USCA,Gerald Ford,Republican,12/11/1974,Friendly,Henry Jacob,12/20/1974,12/21/1974,NA,NA,05/11/1985,11/20/2004,Death
2444,"U. S. District Court, District of New York",USDC,James Madison,Jeffersonian Republican,05/25/1812,new,NA,05/26/1812,05/27/1812,NA,NA,NA,04/09/1814,Reassignment
2445,U. S. Court of Appeals for the Eighth Circuit,USCA,Dwight D. Eisenhower,Republican,08/16/1954,Thomas,Seth,08/20/1954,08/26/1954,NA,NA,07/06/1971,01/28/1979,Death
2446,U. S. Court of Appeals for the District of Columbia Circuit,USCA,Theodore Roosevelt,Republican,12/03/1907,McComas,Louis E.,12/12/1907,12/12/1907,NA,NA,NA,08/07/1937,Death
2447,"U. S. District Court, District of Nebraska",USDC,Dwight D. Eisenhower,Republican,05/22/1957,Delehant,John W.,06/11/1957,06/13/1957,NA,NA,05/05/1970,04/27/1988,Death
2448,"U. S. District Court, District of North Dakota",USDC,Richard M. Nixon,Republican,12/10/1971,Register,George S.,12/11/1971,12/15/1971,NA,NA,02/28/1985,04/21/2007,Death
2449,"U. S. District Court, Eastern District of Washington",USDC,George H.W. Bush,Republican,03/21/1991,new,NA,05/09/1991,05/14/1991,NA,NA,05/01/2008,NA,NA
3100,"U. S. District Court, Eastern District of Kentucky",USDC,George W. Bush,Republican,09/13/2005,Forester,Karl S.,12/21/2005,01/05/2006,NA,NA,NA,NA,NA
2450,"U. S. District Court, Western District of Missouri",USDC,William H. Taft,Republican,06/14/1910,Philips,John F.,06/21/1910,06/21/1910,NA,NA,NA,03/18/1925,Appointment to Another Judicial Position
2438,"U. S. District Court, Eastern District of Pennsylvania",USDC,Richard M. Nixon,Republican,09/10/1970,new,NA,10/08/1970,10/15/1970,NA,NA,10/21/1985,NA,NA
2451,"U. S. District Court, Middle District of Pennsylvania",USDC,William J. Clinton,Democratic,11/17/1993,new,NA,02/10/1994,02/11/1994,NA,NA,NA,04/28/2010,Appointment to Another Judicial Position
2439,"U. S. District Court, District of Kansas",USDC,George H.W. Bush,Republican,09/13/1989,Rogers,Richard D.,11/21/1989,12/08/1989,NA,NA,12/31/2000,05/26/2005,Death
2452,U. S. Court of Appeals for the Fifth Circuit,USCA,Jimmy Carter,Democratic,11/04/1977,Gewin,Walter Pettus,12/15/1977,12/15/1977,NA,NA,NA,10/01/1981,Reassignment
2453,"U. S. District Court, Eastern District of Louisiana",USDC,William J. Clinton,Democratic,06/08/1994,"Mentz, Jr.",Henry A.,09/28/1994,09/29/1994,NA,NA,NA,NA,NA
2984,"U. S. District Court, Eastern District of Tennessee",USDC,George W. Bush,Republican,01/07/2003,Jordan,Robert Leon,03/13/2003,03/14/2003,NA,NA,NA,NA,NA
2454,"U. S. District Court, Middle District of Alabama",USDC,Richard M. Nixon,Republican,02/10/1971,new,NA,04/21/1971,04/23/1971,NA,NA,06/12/1986,05/17/2006,Death
2455,"U. S. District Court, Western District of Oklahoma",USDC,Calvin Coolidge,Republican,12/06/1928,Cotteral,John H.,01/08/1929,01/08/1929,NA,NA,04/22/1956,12/05/1959,Death
2456,"U. S. District Court, District of New Mexico",USDC,William J. Clinton,Democratic,08/06/1993,Campos,Santiago E.,09/30/1993,10/01/1993,NA,NA,NA,NA,NA
2457,"U. S. District Court, Eastern District of New York",USDC,William H. Taft,Republican,01/13/1911,new,NA,01/26/1911,01/26/1911,NA,NA,NA,12/31/1917,Resignation
2458,"U. S. District Court, Southern District of Texas",USDC,Jimmy Carter,Democratic,01/22/1980,Garza,Reynaldo G.,06/18/1980,06/18/1980,NA,NA,05/01/2000,04/13/2004,Death
2459,"U. S. District Court, Western District of Louisiana",USDC,Jimmy Carter,Democratic,07/19/1977,"Hunter, Jr.",Edwin F.,08/04/1977,08/05/1977,NA,NA,02/13/1990,08/28/1990,Death
2460,"U. S. District Court, Southern District of Iowa",USDC,Jimmy Carter,Democratic,03/15/1979,new,NA,05/10/1979,05/11/1979,NA,NA,12/29/1996,NA,NA
3221,"U. S. District Court, District of South Dakota",USDC,Barack Obama,Democratic,06/25/2009,Piersol,Lawrence L.,09/29/2009,09/30/2009,NA,NA,NA,NA,NA
2461,"U. S. District Court, Northern District of Georgia",USDC,Jimmy Carter,Democratic,06/14/1979,new,NA,07/23/1979,07/24/1979,NA,NA,03/31/1996,NA,NA
2462,"U. S. District Court, Northern District of Florida",USDC,Ronald Reagan,Republican,09/09/1983,Higby,Lynn C.,10/04/1983,10/05/1983,NA,NA,03/31/2005,NA,NA
2463,U. S. Court of Appeals for the District of Columbia Circuit,USCA,Franklin D. Roosevelt,Democratic,11/26/1937,Robb,Charles H.,12/09/1937,12/15/1937,NA,NA,NA,05/28/1943,Resignation
3099,"U. S. District Court, Eastern District of New York",USDC,George W. Bush,Republican,10/06/2005,Spatt,Arthur D.,12/21/2005,01/19/2006,NA,NA,NA,NA,NA
2464,"U. S. District Court, District of North Dakota",USDC,Franklin D. Roosevelt,Democratic,07/15/1941,Miller,Andrew,10/27/1941,10/30/1941,NA,NA,NA,08/20/1954,Appointment to Another Judicial Position
2465,"U. S. District Court, Southern District of Alabama",USDC,George H.W. Bush,Republican,03/30/1990,Hand,William B.,05/11/1990,05/14/1990,NA,NA,12/31/2000,03/20/2003,Death
2466,"U. S. District Court, District of Alaska",USDC,Lyndon B. Johnson,Democratic,09/09/1966,Hodge,Walter H.,10/20/1966,11/03/1966,NA,NA,07/15/1984,12/01/2013,Death
2467,"U. S. District Court, Western District of Washington",USDC,Richard M. Nixon,Republican,05/28/1974,Beeks,William T.,06/13/1974,06/20/1974,NA,NA,11/30/1986,07/07/1989,Death
2468,"U. S. District Court, Western District of North Carolina",USDC,Ronald Reagan,Republican,07/31/1987,Sentelle,David B.,10/14/1988,10/17/1988,NA,NA,NA,NA,NA
2469,"U. S. District Court, District of Kansas",USDC,George H.W. Bush,Republican,07/28/1992,O`Connor,Earl E.,10/08/1992,10/09/1992,NA,NA,04/22/2014,NA,NA
2470,"U. S. District Court, Northern District of California",USDC,Ronald Reagan,Republican,09/13/1983,Weigel,Stanley A.,09/20/1983,09/20/1983,NA,NA,NA,09/20/1993,Death
2471,"U. S. District Court, Eastern District of Virginia",USDC,William McKinley,Republican,03/10/1898,Hughes,Robert  W.,03/22/1898,03/22/1898,NA,NA,NA,06/09/1921,Appointment to Another Judicial Position
3187,"U. S. District Court, District of Utah",USDC,George W. Bush,Republican,04/29/2008,Cassell,Paul G.,09/26/2008,10/21/2008,NA,NA,NA,NA,NA
2472,U. S. District Court for the District of Columbia,USDC,Lyndon B. Johnson,Democratic,01/16/1967,Keech,Richmond B.,03/02/1967,03/04/1967,NA,NA,NA,08/01/1978,Death
2473,"U. S. District Court, Southern District of Iowa",USDC,Woodrow Wilson,Democratic,02/26/1915,McPherson,Smith,03/03/1915,03/03/1915,NA,NA,NA,04/16/1931,Death
3328,U. S. Customs Court,U. S. Customs Court,Reassignment,Reassignment,NA,new,NA,NA,05/28/1926,NA,NA,NA,11/01/1930,Retirement
2474,"Supreme Court of the United States, Chief Justice",USSC,Ulysses Grant,Republican,01/19/1874,Chase,Salmon P.,01/21/1874,01/21/1874,NA,NA,NA,03/23/1888,Death
3052,"U. S. District Court, District of Arizona",USDC,George W. Bush,Republican,10/22/2003,Rosenblatt,Paul G.,03/12/2004,03/15/2004,NA,NA,NA,NA,NA
2475,U. S. Court of Appeals for the District of Columbia Circuit,USCA,Jimmy Carter,Democratic,04/30/1979,new,NA,07/24/1979,07/26/1979,NA,NA,NA,11/16/1999,Retirement
2476,"U. S. District Court, Eastern District of Pennsylvania",USDC,Ronald Reagan,Republican,08/03/1988,"Huyett, III",Daniel H.,10/14/1988,10/17/1988,NA,NA,NA,05/30/2003,Death
2477,"U. S. District Court, District of Delaware",USDC,Chester A. Arthur,Republican,03/06/1884,Bradford,Edward G.,03/20/1884,03/20/1884,NA,NA,NA,02/08/1897,Death
2478,"U. S. District Court, Northern District of Ohio",USDC,Richard M. Nixon,Republican,10/07/1970,Kalbfleisch,Girard Edward,10/13/1970,10/21/1970,NA,NA,12/01/1985,12/24/1992,Death
2479,"U. S. District Court, Southern District of New York",USDC,Ronald Reagan,Republican,06/25/1985,Lasker,Morris E.,07/19/1985,07/22/1985,NA,NA,NA,12/19/1989,Appointment to Another Judicial Position
2480,"U. S. District Court, Western District of Pennsylvania",USDC,James Monroe,Jeffersonian Republican,04/20/1818,new,NA,04/20/1818,04/20/1818,NA,NA,NA,03/23/1824,Death
3447,"U. S. District Court, Northern District of Florida",USDC,Barack Obama,Democratic,02/16/2012,Mickle,Stephan P.,12/06/2012,12/07/2012,NA,NA,NA,NA,NA
2481,U. S. Court of Appeals for the Fifth Circuit,USCA,Woodrow Wilson,Democratic,10/02/1914,Shelby,David Davie,10/05/1914,10/05/1914,NA,NA,09/01/1930,04/10/1936,Death
2482,"U. S. District Court, District of New Jersey",USDC,Franklin D. Roosevelt,Democratic,01/16/1940,Clark,William,03/05/1940,03/13/1940,NA,NA,NA,12/31/1941,Resignation
3326,U. S. Customs Court,U. S. Customs Court,Franklin D. Roosevelt,Democratic,06/11/1940,Sullivan,Jerry B.,06/15/1940,06/20/1940,NA,NA,NA,01/18/1945,Death
2483,"U. S. District Court, Northern District of California",USDC,George H.W. Bush,Republican,09/07/1989,Williams,Spencer M.,11/22/1989,11/27/1989,NA,NA,NA,02/28/2011,Retirement
2484,"U. S. District Court, Southern District of California",USDC,Richard M. Nixon,Republican,10/07/1970,new,NA,10/13/1970,10/16/1970,NA,NA,NA,07/14/1972,Appointment to Another Judicial Position
2485,"U. S. District Court, Northern District of New York",USDC,Ulysses Grant,Republican,04/02/1874,Hall,Nathan,04/07/1874,04/07/1874,NA,NA,NA,04/25/1882,Appointment to Another Judicial Position
2486,"U. S. District Court, Eastern District of Oklahoma",USDC,Harry S Truman,Democratic,04/17/1950,Broaddus,Bower,06/02/1950,06/08/1950,NA,NA,NA,06/24/1960,Death
3219,U. S. Court of International Trade,U. S. Court of International Trade,William J. Clinton,Democratic,06/27/1995,Re,Edward D.,08/11/1995,08/14/1995,NA,NA,NA,11/18/2011,Appointment to Another Judicial Position
2488,"U. S. District Court, Northern District of Florida",USDC,Franklin D. Roosevelt,Democratic,06/11/1940,new,NA,06/15/1940,06/19/1940,NA,NA,NA,03/12/1943,Appointment to Another Judicial Position
2489,"U. S. District Court, District of New Jersey",USDC,William J. Clinton,Democratic,09/14/1994,Ackerman,Harold A.,10/07/1994,10/11/1994,NA,NA,01/31/2005,NA,NA
2490,"U. S. District Court, District of Arizona",USDC,Harry S Truman,Democratic,07/03/1952,Speakman,Howard C.,07/05/1952,07/07/1952,NA,NA,07/09/1976,05/02/1991,Death
2491,"U. S. District Court, Southern District of New York",USDC,Dwight D. Eisenhower,Republican,04/06/1954,new,NA,04/27/1954,04/28/1954,NA,NA,NA,12/29/1957,Resignation
2492,U. S. District Court for the District of Columbia,USDC,Dwight D. Eisenhower,Republican,02/26/1959,Laws,Bolitha J.,09/09/1959,09/14/1959,NA,NA,10/05/1971,02/13/1980,Death
2493,"U. S. District Court, Western District of Louisiana",USDC,Ronald Reagan,Republican,05/15/1985,new,NA,07/10/1985,07/11/1985,NA,NA,11/30/2001,NA,NA
2938,"U. S. District Court, Central District of California",USDC,George W. Bush,Republican,01/23/2002,Davies,John G.,04/25/2002,05/01/2002,NA,NA,NA,NA,NA
2893,U. S. District Court for the District of Columbia,USDC,George W. Bush,Republican,09/04/2001,Sporkin,Stanley,09/21/2001,09/24/2001,NA,NA,NA,NA,NA
2494,"U. S. District Court, Eastern District of Missouri",USDC,Richard M. Nixon,Republican,12/08/1970,Harper,Roy W.,12/17/1970,12/22/1970,NA,NA,05/10/1983,06/10/1987,Death
2495,"U. S. District Court, Eastern District of California",USDC,George H.W. Bush,Republican,01/08/1991,Schwartz,Milton Lewis,03/21/1991,03/25/1991,NA,NA,05/31/2006,10/01/2011,Retirement
2496,"U. S. District Court, Western District of Michigan",USDC,William McKinley,Republican,03/07/1900,Severens,Henry Franklin,03/13/1900,03/13/1900,NA,NA,NA,07/09/1906,Death
2497,U. S. Circuit Courts for the Second Circuit,USCC (1869),Theodore Roosevelt,Republican,12/03/1907,Wallace,William James,12/17/1907,12/17/1907,NA,NA,NA,12/31/1911,Abolition of Court
2498,"U. S. District Court, Middle District of North Carolina",USDC,Richard M. Nixon,Republican,05/18/1972,Stanley,Edwin M.,06/28/1972,06/28/1972,NA,NA,08/20/1988,04/04/2002,Death
2499,"U. S. District Court, Northern District of Georgia",USDC,Jimmy Carter,Democratic,11/01/1979,new,NA,12/05/1979,12/06/1979,NA,NA,12/31/1993,NA,NA
2500,"U. S. District Court, Southern District of New York",USDC,Richard M. Nixon,Republican,09/25/1972,Bryan,Frederick van Pelt,10/12/1972,10/17/1972,NA,NA,02/01/1991,08/05/2003,Death
2829,"U. S. District Court, Eastern District of Texas",USDC,William J. Clinton,Democratic,01/26/1999,Justice,William Wayne,07/13/1999,07/15/1999,NA,NA,NA,10/01/2011,Retirement
2501,"U. S. District Court, Central District of California",USDC,William J. Clinton,Democratic,08/10/1995,Kenyon,David V.,12/22/1995,12/26/1995,NA,NA,NA,08/03/1998,Appointment to Another Judicial Position
2502,"U. S. District Court, District of Maine",USDC,James Monroe,Jeffersonian Republican,02/15/1822,Parris,Albion Keith,02/15/1822,02/15/1822,NA,NA,NA,05/31/1866,Resignation
2503,"U. S. District Court, Northern District of California",USDC,George H.W. Bush,Republican,08/03/1990,Peckham,Robert F.,09/28/1990,10/01/1990,NA,NA,NA,08/31/2012,Retirement
2504,"U. S. District Court, Eastern District of South Carolina",USDC,Franklin D. Roosevelt,Democratic,12/18/1941,Myers,Frank K.,01/20/1942,01/23/1942,NA,NA,02/15/1952,01/11/1968,Death
2505,"U. S. District Court, Western District of North Carolina",USDC,Harry S Truman,Democratic,01/13/1949,Henderson,David E.,01/31/1949,02/02/1949,1966,1968,06/24/1968,01/30/1978,Death
2506,"Supreme Court of the United States, Chief Justice",USSC,Dwight D. Eisenhower,Republican,01/11/1954,Vinson,Fred M.,03/01/1954,03/20/1954,NA,NA,06/23/1969,07/09/1974,Death
2507,"U. S. District Court, Eastern District of Wisconsin",USDC,Richard M. Nixon,Republican,08/08/1974,Tehan,Robert E.,08/22/1974,08/27/1974,NA,NA,08/01/1991,08/20/1998,Death
2508,"U. S. District Court, Eastern District of Virginia",USDC,Richard M. Nixon,Republican,05/06/1974,Lewis,Oren R.,05/16/1974,05/21/1974,NA,NA,NA,03/17/1986,Death
2509,U. S. Circuit Courts for the Sixth Circuit,USCC (1869),William H. Taft,Republican,03/16/1909,Richards,John Kelvey,03/16/1909,03/16/1909,NA,NA,NA,12/31/1911,Abolition of Court
2510,Supreme Court of the United States,USSC,John Adams,Federalist,12/19/1798,Wilson,James,12/20/1798,12/20/1798,NA,NA,NA,11/26/1829,Death
2511,U. S. Court of Appeals for the District of Columbia Circuit,USCA,Harry S Truman,Democratic,01/05/1950,new,NA,04/28/1950,05/01/1950,NA,NA,11/10/1965,08/21/1971,Death
2512,U. S. Court of Appeals for the Second Circuit,USCA,Dwight D. Eisenhower,Republican,05/13/1955,Chase,Harrie Brigham,07/11/1955,07/13/1955,NA,NA,11/13/1970,02/06/1984,Death
2513,"U. S. District Court, Western District of Arkansas",USDC,Ronald Reagan,Republican,08/28/1981,Williams,Paul X.,10/21/1981,10/26/1981,NA,NA,08/01/1997,04/16/2002,Death
2514,"U. S. District Court, Central District of California",USDC,Gerald Ford,Republican,04/26/1976,Curtis,Jesse W.,05/11/1976,05/12/1976,NA,NA,07/06/1986,06/03/2002,Death
3431,U. S. Court of Appeals for the Ninth Circuit,USCA,Barack Obama,Democratic,10/17/2011,Rymer,Pamela Ann,05/21/2012,05/22/2012,NA,NA,NA,NA,NA
2515,"U. S. District Court, Northern District of West Virginia",USDC,Franklin D. Roosevelt,Democratic,02/17/1937,new,NA,03/02/1937,03/03/1937,NA,NA,NA,06/06/1963,Death
2516,"U. S. District Court, Western District of South Carolina",USDC,Woodrow Wilson,Democratic,07/14/1919,Johnson,Joseph T.,07/22/1919,07/22/1919,NA,NA,12/31/1936,09/08/1947,Death
2517,"U. S. District Court, District of Maryland",USDC,Dwight D. Eisenhower,Republican,01/12/1956,Coleman,William C.,03/01/1956,03/02/1956,NA,NA,08/11/1971,03/19/1986,Death
3101,"U. S. District Court, Middle District of Alabama",USDC,George W. Bush,Republican,09/28/2005,Albritton III,William Harold,12/21/2005,12/27/2005,NA,NA,NA,NA,NA
2518,"U. S. District Court, District of Texas",USDC,James K. Polk,Democratic,05/27/1846,new,NA,05/29/1846,05/29/1846,NA,NA,NA,02/21/1857,Reassignment
2519,"U. S. District Court, Middle District of Pennsylvania",USDC,Herbert Hoover,Republican,09/09/1929,new,NA,12/17/1929,12/17/1929,NA,NA,05/31/1955,12/20/1960,Death
3470,"U. S. District Court, District of Hawaii",USDC,Barack Obama,Democratic,01/04/2013,Ezra,David Alan,04/18/2013,04/23/2013,NA,NA,NA,NA,NA
3220,U. S. Customs Court,U. S. Customs Court,Lyndon B. Johnson,Democratic,01/19/1966,Johnson,Jed,03/04/1966,03/07/1966,NA,NA,NA,11/01/1980,Reassignment
3079,"U. S. District Court, Southern District of Ohio",USDC,George W. Bush,Republican,04/06/2004,Graham,James L.,09/07/2004,09/10/2004,NA,NA,NA,NA,NA
3501,"U. S. District Court, District of Montana",USDC,Barack Obama,Democratic,05/23/2013,Cebull,Richard F.,12/12/2013,12/18/2013,NA,NA,NA,NA,NA
2521,"U. S. District Court, Eastern District of Virginia",USDC,Herbert Hoover,Republican,02/21/1931,Groner,D. Lawrence,03/02/1931,03/04/1931,NA,NA,NA,10/23/1943,Death
2522,Supreme Court of the United States,USSC,Andrew Jackson,Democratic,01/06/1835,Johnson,William,01/09/1835,01/09/1835,NA,NA,NA,07/05/1867,Death
2523,"U. S. District Court, Western District of North Carolina",USDC,Woodrow Wilson,Democratic,10/30/1919,new,NA,11/05/1919,11/05/1919,NA,NA,03/01/1948,02/07/1955,Death
2524,"U. S. District Court, District of Maine",USDC,Chester A. Arthur,Republican,01/18/1882,Fox,Edward,01/24/1882,01/24/1882,NA,NA,NA,06/30/1902,Retirement
2525,"U. S. District Court, District of North Dakota",USDC,Ronald Reagan,Republican,05/05/1987,Benson,Paul,12/19/1987,12/21/1987,NA,NA,12/31/2001,08/09/2009,Death
2526,"U. S. District Court, Eastern District of Missouri",USDC,William J. Clinton,Democratic,08/10/1995,Filippine,Edward L.,12/22/1995,12/26/1995,NA,NA,06/30/2009,NA,NA
2527,"U. S. District Court, Western District of Pennsylvania",USDC,Lyndon B. Johnson,Democratic,04/30/1964,McIlvaine,John W.,09/15/1964,09/15/1964,NA,NA,12/31/1988,08/28/1989,Death
2528,"U. S. District Court, Southern District of Ohio",USDC,Ronald Reagan,Republican,02/28/1985,new,NA,04/03/1985,04/04/1985,NA,NA,01/01/2002,NA,NA
2529,"U. S. District Court, Eastern District of Missouri",USDC,Dwight D. Eisenhower,Republican,02/04/1957,Hulen,Rubey M.,03/14/1957,03/14/1957,NA,NA,NA,11/23/1961,Death
2530,"U. S. District Court, Eastern District of Washington",USDC,Warren G. Harding,Republican,12/15/1923,Rudkin,Frank H.,01/16/1924,01/16/1924,NA,NA,08/31/1939,12/24/1962,Death
2531,"U. S. District Court, Eastern District of Missouri",USDC,Richard M. Nixon,Republican,12/08/1970,new,NA,12/17/1970,12/21/1970,NA,NA,NA,08/10/1973,Appointment to Another Judicial Position
2532,"U. S. District Court, Northern District of Ohio",USDC,Dwight D. Eisenhower,Republican,02/27/1956,Freed,Emerich B.,03/28/1956,03/29/1956,NA,NA,NA,10/07/1959,Appointment to Another Judicial Position
2533,"U. S. District Court, Northern District of California",USDC,John F. Kennedy,Democratic,07/06/1962,Goodman,Louis E.,08/09/1962,08/15/1962,NA,NA,10/09/1982,09/30/1997,Retirement
2534,"U. S. District Court, Southern District of California",USDC,Harry S Truman,Democratic,01/24/1946,Hollzer,Harry A.,02/15/1946,02/21/1946,NA,NA,11/01/1958,05/20/1974,Death
2535,"U. S. District Court, Eastern District of Pennsylvania",USDC,Lyndon B. Johnson,Democratic,05/24/1967,new,NA,06/12/1967,06/14/1967,NA,NA,12/31/1988,11/09/2005,Death
2536,"U. S. District Court, Southern District of New York",USDC,Harry S Truman,Democratic,07/10/1950,Rifkind,Simon H.,08/01/1950,08/05/1950,NA,NA,NA,01/17/1988,Death
2537,"U. S. District Court, Southern District of Ohio",USDC,Dwight D. Eisenhower,Republican,07/28/1959,Cecil,Lester LeFerve,09/02/1959,09/08/1959,NA,NA,03/01/1973,02/05/1979,Death
2538,"U. S. District Court, District of Colorado",USDC,Jimmy Carter,Democratic,06/01/1979,new,NA,09/25/1979,09/26/1979,NA,NA,04/03/1998,03/31/2011,Retirement
2539,"U. S. District Court, Eastern District of New York",USDC,Lyndon B. Johnson,Democratic,01/16/1967,Rayfiel,Leo R.,04/14/1967,04/15/1967,NA,NA,03/01/1993,NA,NA
