rowid,clue,answer,definition,clue_number,puzzle_date,puzzle_name,source_url,source
18205,A piece of crockery may be flying (6),SAUCER,A piece of crockery may be flying,4a,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18206,"Peer over there before much time has passed (5,2)",EARLY ON,before much time has passed,9a,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18207,Danger of salesman returning: I left (5),PERIL,Danger,10a,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18208,But lots of other insects do this too (3),FLY,But lots of other insects do this too,11a,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18209,Persecuting the Baskervilles? (8),HOUNDING,Persecuting,12a,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18210,"One used to paint trading vessel, a dizzying experience (6-7)",ROLLER-COASTER,dizzying experience,15a,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18211,Carefully adjust enjoyable melody (4-4),FINE-TUNE,Carefully adjust,17a,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18212,Victory almost a breeze (3),WIN,Victory,18a,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18213,"Cog, for example, excessively tough on the outside (5)",TOOTH,"Cog, for example",20a,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18214,Little pebbles hard during one run (7),SHINGLE,Little pebbles,22a,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18215,"Superheroes, these military servants? (6)",BATMEN,military servants,23a,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18216,Wrong American gets a hole in the head (5),SINUS,hole in the head,24a,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18217,"Order to soldiers for some blazing coals (4,4)",OPEN FIRE,Order to soldiers/some blazing coals,1d,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18218,Go wandering and find accommodation across river (5),STRAY,Go wandering,2d,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18219,"Menu suggestion for one preparing to be shot? (3,6)",SAY CHEESE,Menu suggestion for one preparing to be shot?,3d,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18220,Like quiet poisoner (3),ASP,poisoner,5d,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18221,Goodness! Note damaged headdress (7),CORONET,headdress,6d,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18222,Turn over bread list (4),ROLL,Turn over/bread/list,7d,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18223,"Need curious changes after a while (2,3,6)",IN DUE COURSE,after a while,8d,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18224,Criminal spied rare hangings (9),DRAPERIES,hangings,13d,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18225,King’s daughter succeeded after his sons? (8),PRINCESS,King’s daughter,14d,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18226,"Knocked unconscious, and available for inspection? (4,3)",LAID OUT,Knocked unconscious/available for inspection,16d,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18227,Keep shaking cart (5),WAGON,cart,18d,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18228,"Butt, or small cask (4)",STUB,Butt,19d,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18229,"Part of Plymouth, miles away from home (3)",HOE,Part of Plymouth,21d,2021-05-06,Times Quick Cryptic No 1868,https://times-xwd-times.livejournal.com/2532350.html,times_xwd_times
18230,Where you might see film star making first appearance? (5),ONSET,first appearance,1a,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18231,Magistrate perversely rejecting current plan (9),STRATAGEM,plan,4a,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18232,Study by unit head is being prepared (9),READINESS,being prepared,9a,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18233,Better sort of dash back — joiner’s outside (5),AMEND,Better,10a,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18234,Arrogant yuppy regularly lacking compassion (6),UPPITY,Arrogant,11a,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18235,Ideal citizen displaying love for autocratic leader (8),NOTIONAL,Ideal,12a,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18236,"Dodgy, being at the mercy of cards one’s dealt (9)",UNDERHAND,Dodgy,14a,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18237,Jewellery I found in Scarlett’s place (5),TIARA,Jewellery,16a,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18238,Flop as lover after heart transplant (5),LOSER,Flop,17a,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18239,"Monk’s date needing massage? I’ve no idea (4,3,2)",DONT ASK ME,I’ve no idea,19a,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18240,"Protection from decay and drugs surrounding one (4,4)",RIOT GEAR,Protection,21a,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18241,"Make pretty sailor stick around (4,2)",TART UP,Make pretty,22a,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18242,Raise embezzler’s case before European court (5),ERECT,Raise,25a,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18243,End the heartless destruction of minaret (9),TERMINATE,End,26a,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18244,"Submission of monarch, held by resistance (9)",DEFERENCE,Submission,27a,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18245,"Mollified, stopped to let Charlie out (5)",EASED,Mollified,28a,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18246,"Novel, one we both know well (3,6,6)",OUR MUTUAL FRIEND,Novel/one we both know well,1d,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18247,"Troublemaker pitches tent, moving south (5)",SCAMP,Troublemaker,2d,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18248,Laugh about women’s idle talk (7),TWITTER,idle talk,3d,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18249,Go after religious adherent in speech (4),SEEK,Go after,4d,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18250,Returner of questionnaire gloomy after change at top (10),RESPONDENT,Returner of questionnaire,5d,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18251,Asserts aristocrat is sheltering enemy of the revolution? (7),TSARIST,enemy of the revolution,6d,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18252,Environmentalist to sponsor bill in Washington (9),GREENBACK,bill in Washington,7d,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18253,"Corporation with origin in the forties? (6-3,6)",MIDDLE,Corporation with origin in the forties?,8d,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18254,"Son and another boy, summer visitor (4,6)",SAND MARTIN,summer visitor,13d,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18255,"Dump detective overturning rival’s operations (7,2)",DISPOSE OF,Dump,15d,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18256,Pen-pusher said to be one who corrects what’s wrong (7),RIGHTER,one who corrects what’s wrong,18d,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18257,"Greed, a weakness holding painter back (7)",AVARICE,Greed,20d,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18258,Backing rapid alternative to buses? (5),TRAMS,alternative to buses?,23d,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18259,Sovereign  with nothing on (4),FREE,Sovereign /with nothing on,24d,2020-01-06,Times 27553,https://times-xwd-times.livejournal.com/2267606.html,times_xwd_times
18260,"Sanction account, the thing’s getting in red (8)",ACCREDIT,Sanction,1a,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18261,"A sign of stress, getting right into wine (6)",MACRON,A sign of stress,6a,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18262,Pleased with oneself getting sweets back (4),SMUG,Pleased with oneself,9a,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18263,Trader’s warm jacket (10),WINDJAMMER,Trader/warm jacket,10a,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18264,"Travel, going around with cine projector (10)",CANTILEVER,projector,11a,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18265,Truck departs with fish (4),DRAY,Truck,13a,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18266,The Spanish are able to pop back for summit (8),PINNACLE,summit,14a,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18267,Potter’s second volume ultimately is magical (6),OCCULT,magical,16a,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18268,Vessel unlikely to survive being in contact with a flying saucer? (6),TEACUP,Vessel,18a,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18269,Rubber prone to distort? Renew after stripping (8),NEOPRENE,Rubber,20a,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18270,Bog giving a home to river plant (4),FERN,plant,22a,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18271,Sheep fly round sierra? Likely to fall down (10),RAMSHACKLE,Likely to fall down,24a,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18272,Seeming old and sober — about time (10),OSTENSIBLE,Seeming,26a,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18273,European navy — not the answer to go green? (4),ENVY,green,28a,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18274,Something in wheat needs good clay with nitrogen (6),GLUTEN,Something in wheat,29a,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18275,Poem’s rhythmic recitation spoken thus with extremes in delivery (8),RHAPSODY,Poem,30a,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18276,Bell tower in quiet area between two rivers (9),CAMPANILE,Bell tower,2d,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18277,Fashionably liberal resort repels British (5-2),RIGHT,Fashionably liberal,3d,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18278,"Fixer needs to prosper, mainly (5)",DOWEL,Fixer,4d,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18279,Turning obsessive over a barrel (3),TUN,barrel,5d,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18280,Mother and girl finding way round doctor and chief steward (5-4),MAJOR,chief steward,6d,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18281,Amusing fellow worker who may be out of practice? (7),COMEDIC,Amusing,7d,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18282,Oval game unfortunately is last of the series (5),OMEGA,last of the series,8d,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18283,Millions supporting newly-formed native country (7),VIETNAM,country,12d,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18284,Fine covering swindle involving key capital (9),CAPARISON,Fine covering,15d,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18285,"Very old pine, something difficult to climb (4-5)",LONG,Very old,17d,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18286,"Fancy musical performance, one for queen (7)",CONCEIT,Fancy,19d,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18287,Supporters missing the first game (7),RACKETS,game,21d,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18288,Support rent getting left at the lowest level (5),EASEL,Support,23d,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18289,Carnivore long among the last ones in South Africa (5),HYENA,Carnivore,25d,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18290,"Prohibit nude, cancelling end of performance (3)",BAR,Prohibit,27d,2019-09-16,Times 27457,https://times-xwd-times.livejournal.com/2206545.html,times_xwd_times
18291,"Suitor with style enthralling new society types (4,5)",BEAU MONDE,society types,1a,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18292,Better class of religion found in Tyrrhenian location (5),CAPRI,Tyrrhenian location,6a,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18293,Single mothers becoming learned theologians (5),IMAMS,learned theologians,9a,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18294,"Hired privately, plotted to capture the monarch (9)",CHARTERED,Hired privately,10a,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18295,Main connection linking stars to conservation group (7),HYDRANT,Main connection,11a,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18296,Cross appearing in church with Tempter going about? (7),LURCHER,Cross,12a,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18297,"Perhaps Chuck senior has grizzle, eschewing hotel booze (10,4)",ELDERBERRY WINE,booze,13a,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18298,"I won't mean solid somehow, being shallow (3-11)",TWO-DIMENSIONAL,shallow,17a,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18299,"Privileged member holding office, socialist is backed (7)",INSIDER,Privileged member,21a,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18300,Guts failing to save second artist (7),VISCERA,Guts,23a,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18301,Change examination to accommodate current leader (9),EDITORIAL,leader,25a,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18302,Greek island in which Corinthians curtailed amusement (5),CORFU,Greek island,26a,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18303,Investor for show one might be recording (5),ANGEL,NA,27a,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18304,"Ely with Labour turning a shade Conservative? (5,4)",ROYAL BLUE,a shade Conservative?,28a,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18305,Wretch born on boat (8),BLIGHTER,Wretch,1d,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18306,Hostilities interrupting commercial settlement (5),AWARD,settlement,2d,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18307,Man turning religious is butchered (9),MASSACRED,butchered,3d,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18308,"Showing audacity before match, one can get knotted (7)",NECKTIE,one can get knotted,4d,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18309,Atelier designed for one who’d make a net profit? (1-6),E-TAILER,one who’d make a net profit?,5d,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18310,Ensure provision is made to do the dishes? (5),CATER,NA,6d,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18311,Catch up with female working in temple (9),PARTHENON,temple,7d,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18312,Popular physicist short with a certain Gandhi (6),INDIRA,a certain Gandhi,8d,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18313,Consumes some chicken in trend towards recession? (9),DOWNSWING,trend towards recession,14d,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18314,"Mischievous, tailless cat, not accepted in stage show (9)",WHIMSICAL,Mischievous,15d,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18315,Satisfaction guaranteed with request (8),PLEASURE,Satisfaction,16d,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18316,Male dog slipping lead is more carefree (7),MERRIER,NA,18d,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18317,"Literary work ends in tragedy, prompting curiosity (7)",NOVELTY,curiosity,19d,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18318,Modern art medicine man exhibits (6),CINEMA,Modern art,20d,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18319,Strangely amusing nobleman lifted line (5),DROLL,Strangely amusing,22d,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18320,Revolutionary wisdom gathered about new recruit (5),ENROL,recruit,24d,2018-12-27,Times 27232,https://times-xwd-times.livejournal.com/2062604.html,times_xwd_times
18321,Troops from south coming in roaring drunk (8),GARRISON,Troops,1a,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18322,Club one associated with Reagan? (4),IRON,Club,6a,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18323,Some returned from enchanted mountain (4),ETNA,mountain,8a,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18324,Exaggerates about deer (8),OVERDOES,Exaggerates,9a,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18325,Your setter’s maybe so exhausted! (3-5),DOG-TIRED,exhausted,10a,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18326,Draw on exaggerated promotion (4),PUFF,Draw on/exaggerated promotion,11a,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18327,Language fashionable — impudence intended to be humorous (6-2-5),TONGUE-IN-CHEEK,intended to be humorous,13a,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18328,"Ultimately, flood may soak the embankment (4)",DYKE,embankment,16a,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18329,Labourers going around spotted tools (8),HANDSAWS,tools,17a,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18330,Stuff on computer mistaken for waste (8),SOFTWARE,Stuff on computer,19a,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18331,"Tip from Times, after copy (4)",APEX,Tip,21a,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18332,"An advantage being very rich, mostly (4)",PLUS,An advantage,22a,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18333,"Defy hail, working in farmer’s meadow? (8)",HAYFIELD,farmer’s meadow,23a,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18334,Interest in stars of the future? (9),ASTROLOGY,Interest in stars of the future,2d,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18335,"Cater for reform, and respond (5)",REACT,respond,3d,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18336,Small firm with drive is a great menace (7),SCOURGE,a great menace,4d,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18337,"Very much a lack of purpose (2,3)",NO END,Very much/lack of purpose,5d,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18338,"Pint he’d prepared, being thorough (2-5)",IN-DEPTH,thorough,6d,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18339,Lines up in the dormitory (3),ODE,Lines,7d,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18340,Deliver something needed for steering to coast (9),FREEWHEEL,coast,12d,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18341,Goth set out for slum areas (7),GHETTOS,NA,14d,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18342,Artilleryman losing head in New York convent (7),NUNNERY,convent,15d,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18343,Old PM displaying intense feeling with husband (5),HEATH,Old PM,17d,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18344,Second volunteer army is raised for secret police (5),STASI,secret police,18d,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18345,Loud cry from Cockney bird (3),OWL,bird,20d,2017-08-25,Quick Cryptic 904,https://times-xwd-times.livejournal.com/1799231.html,times_xwd_times
18346,"Crucial point made in last bit of poetry? (6,4)",BOTTOM LINE,Crucial point/last bit of poetry,1a,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18347,Thick section in garden seat (5),DENSE,Thick,8a,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18348,Real men excited to find girl (7),MARLENE,girl,9a,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18349,Desperate to survive drop (4-5),LAST-DITCH,Desperate,10a,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18350,"Peg, youngster endlessly (3)",TEE,Peg,12a,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18351,"Paintings new and used, needing restoration (5)",NUDES,Paintings,13a,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18352,Moves at speed in waterworks (5),TEARS,Moves at speed/waterworks,15a,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18353,Some upturned vessel (3),URN,vessel,17a,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18354,"Free from stench in Lourdes, so revived (9)",ODOURLESS,Free from stench,18a,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18355,Mixed glue to secure charged particle (7),GRANULE,particle,20a,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18356,Only about five crack the clues (5),SOLVE,crack the clues,21a,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18357,Remembers crashing Beetle cars (10),CELEBRATES,Remembers,22a,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18358,"Glad you began to make telling gestures? (4,8)",BODY LANGUAGE,telling gestures,1d,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18359,Port one gets in casks (5),TUNIS,Port,2d,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18360,United were victorious reportedly (3),ONE,United,3d,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18361,Checks borders (6),LIMITS,Checks/borders,4d,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18362,"Leading light in surprisingly short rant (5,4)",NORTH STAR,Leading light,5d,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18363,Woman's bad breath (6),BERTHA,Woman,6d,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18364,"Nuns under cardinal in Haringey area (5,7)",SEVEN SISTERS,Haringey area,7d,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18365,Degenerate is loudest when drunk (9),DISSOLUTE,Degenerate,11d,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18366,Scottish monarch’s horse is able (6),DUNCAN,Scottish monarch,14d,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18367,"Animated sailor, Leo, perhaps, meeting you (6)",POPEYE,Animated sailor,16d,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18368,Chapter in story sent up brilliant success (5),ECLAT,brilliant success,19d,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18369,Gentleman's address father cut short (3),SIR,Gentleman's address,21d,2019-02-22,Quick Cryptic 1294,https://times-xwd-times.livejournal.com/2094457.html,times_xwd_times
18370,Old man confining most of rest in open space (5),PLAZA,open space,1a,2020-11-05,"Times 27,",https://times-xwd-times.livejournal.com/2435273.html,times_xwd_times
18371,"Newspaper, perhaps, is about to back electronic device (9)",ORGANISER,electronic device,4a,2020-11-05,"Times 27,",https://times-xwd-times.livejournal.com/2435273.html,times_xwd_times
18372,Tip in gale at sea requires loading of program (9),LAGNIAPPE,Tip,9a,2020-11-05,"Times 27,",https://times-xwd-times.livejournal.com/2435273.html,times_xwd_times
