prize_id,prize_alias,prize_name,prize_institution,prize_year,prize_genre,person_id,person_role,last_name,first_name,name,gender,sexuality,uk_residence,ethnicity_macro,ethnicity,highest_degree,degree_institution,degree_field_category,degree_field,viaf,book_id,book_title
8,Booker Prize,Man Booker Prize,Booker Foundation,2003,fiction,0190,shortlisted,Atwood,Margaret,"Atwood, Margaret",woman,unknown,FALSE,Non-UK White,White Canadian,Masters,Radcliffe College,Language and Literature,English Literature,109322990,00012,Oryx and Crake
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2003,non-fiction,0693,winner,Binyon,TJ,"Binyon, TJ",man,unknown,TRUE,White British,English,Doctorate,University of Oxford,Language and Literature,Russian,30901589,00861,Pushkin
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2003,fiction,0366,shortlisted,Donovan,Anne,"Donovan, Anne",woman,unknown,TRUE,White British,Scottish,unknown,unknown,unknown,unknown,313289682,00463,Buddha Da
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2003,non-fiction,0670,shortlisted,Figes,Orlando,"Figes, Orlando",man,unknown,TRUE,Jewish,Jewish German British,Doctorate,University of Cambridge,History and Cultural Studies,History,92926708,00862,Natasha's Dance
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2003,non-fiction,0339,shortlisted,Forna,Aminatta,"Forna, Aminatta",woman,unknown,TRUE,Black British,Scottish Sierra Leonan,Doctorate,Bath Spa University,Writing,Creative Writing,230968647,00863,The Devil That Danced on the Water
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2003,fiction,0020,winner,Franzen,Jonathan,"Franzen, Jonathan",man,unknown,FALSE,Non-UK White,White American,Bachelors,Swarthmore College,Language and Literature,German,84489381,00106,The Corrections
8,Booker Prize,Man Booker Prize,Booker Foundation,2003,fiction,0177,shortlisted,Galgut,Damon,"Galgut, Damon",man,queer,FALSE,Jewish,Jewish South African,Bachelors,University of Cape Town,Arts,Theatre,87451615,00112,The Good Doctor
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2003,sff,0503,winner,Grimwood,Jon Courtenay,"Grimwood, Jon Courtenay",man,unknown,TRUE,White British,Maltese British,unknown,unknown,unknown,unknown,26553205,00647,Felaheen
2,Costa Book of the Year,Whitbread Book of the Year,Whitbread,2003,no/any/multi genre,0119,winner,Haddon,Mark,"Haddon, Mark",man,unknown,TRUE,White British,English,Masters,University of Edinburgh,Language and Literature,English Literature,85413157,00126,The Curious Incident of the Dog in the Night-Time
4,Costa Novel Award,Whitbread Novel Award,Whitbread,2003,fiction,0119,winner,Haddon,Mark,"Haddon, Mark",man,unknown,TRUE,White British,English,Masters,University of Edinburgh,Language and Literature,English Literature,85413157,00126,The Curious Incident of the Dog in the Night-Time
8,Booker Prize,Man Booker Prize,Booker Foundation,2003,fiction,0257,shortlisted,Heller,Zoe,"Heller, Zoe",woman,unknown,TRUE,Jewish,Jewish British,Masters,Columbia University,Language and Literature,English Literature,85560665,00137,Notes on a Scandal
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2003,non-fiction,0694,shortlisted,Judson,Olivia,"Judson, Olivia",woman,unknown,TRUE,White British,English,Doctorate,University of Oxford,Maths and Sciences,Evolutionary Biology,951847,00864,Dr Tatiana's Sex Advice to All Creation
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2003,fiction,0278,shortlisted,Mackay,Shena,"Mackay, Shena",woman,unknown,TRUE,White British,Scottish,none,none,none,none,49454346,00462,Heligoland
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2003,fiction,0365,winner,Martin,Valerie,"Martin, Valerie",woman,unknown,FALSE,Non-UK White,White American,Masters,"University of Massachusetts, Amherst",Writing,Creative Writing,101831920,00464,Property
8,Booker Prize,Man Booker Prize,Booker Foundation,2003,fiction,0258,shortlisted,Morrall,Clare,"Morrall, Clare",woman,unknown,TRUE,White British,English,unknown,unknown,unknown,unknown,66699469,00234,Astonishing Splashes of Colour
6,Costa Poetry Award,Whitbread Poetry Award,Whitbread,2003,poetry,0067,winner,Paterson,Don,"Paterson, Don",man,unknown,TRUE,White British,Scottish,none,none,none,none,40326655,00257,Landing Light
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2003,poetry,0067,winner,Paterson,Don,"Paterson, Don",man,unknown,TRUE,White British,Scottish,none,none,none,none,40326655,00257,Landing Light
3,Costa First Novel Award,Whitbread First Novel Award,Whitbread,2003,fiction,0120,winner,Pierre,DBC,"Pierre, DBC",man,unknown,TRUE,Non-UK White,White Australian British,none,none,none,none,93888958,00262,Vernon God Little
8,Booker Prize,Man Booker Prize,Booker Foundation,2003,fiction,0120,winner,Pierre,DBC,"Pierre, DBC",man,unknown,TRUE,Non-UK White,White Australian British,none,none,none,none,93888958,00262,Vernon God Little
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2003,fiction,0261,shortlisted,Shields,Carol,"Shields, Carol",woman,unknown,FALSE,Non-UK White,White American Canadian,Masters,University of Ottawa,Language and Literature,English Literature,4944537,00295,Unless
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2003,fiction,0022,shortlisted,Smith,Zadie,"Smith, Zadie",woman,unknown,TRUE,Black British,Jamaican British,unknown,unknown,unknown,unknown,14951645,00461,The Autograph Man
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2003,fiction,0332,shortlisted,Tartt,Donna,"Tartt, Donna",woman,unknown,FALSE,Non-UK White,White American,Bachelors,Bennington College,unknown,unknown,85733536,00460,The Little Friend
5,Costa Biography Award,Whitbread Biography Award,Whitbread,2003,biography,0121,winner,Taylor,DJ,"Taylor, DJ",man,unknown,TRUE,White British,British,Bachelors,University of Oxford,History and Cultural Studies,Modern History,110124814,00322,Orwell: The Life
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2003,non-fiction,0123,shortlisted,Tomalin,Claire,"Tomalin, Claire",woman,unknown,TRUE,White British,English,Bachelors,University of Cambridge,unknown,unknown,89941811,00334,Samuel Pepys: The Unequalled Self
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2003,non-fiction,0695,shortlisted,Vincent,Edgar,"Vincent, Edgar",man,unknown,TRUE,White British,English,Bachelors,University of Oxford,unknown,unknown,37151454,00865,Nelson
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2003,crime,0481,winner,Walters,Minette,"Walters, Minette",woman,unknown,TRUE,White British,English,Bachelors,Durham University,Language and Literature,French,79704,00614,Fox Evil
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2004,fiction,0329,shortlisted,Adichie,Chimamanda Ngozi,"Adichie, Chimamanda Ngozi",woman,unknown,FALSE,African,Nigerian America,Masters,Johns Hopkins University/Yale University,Multiple,Creative Writing/African History,87194517,00456,Purple Hibiscus
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2004,non-fiction,0689,shortlisted,Applebaum,Anne,"Applebaum, Anne",woman,unknown,FALSE,Jewish,Jewish American,Masters,London School of Economics,Politics and Economics,International Relations,278339970,00856,Gulag
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2004,fiction,0190,shortlisted,Atwood,Margaret,"Atwood, Margaret",woman,unknown,FALSE,Non-UK White,White Canadian,Masters,Radcliffe College,Language and Literature,English Literature,109322990,00012,Oryx and Crake
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2004,non-fiction,0630,shortlisted,Bate,Jonathan,"Bate, Jonathan",man,unknown,TRUE,White British,British,Doctorate,University of Cambridge,Language and Literature,unknown,54169585,00857,John Clare
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2004,non-fiction,0690,shortlisted,Bryson,Bill,"Bryson, Bill",man,unknown,TRUE,White British,American British,unknown,unknown,unknown,unknown,59134159,00858,A Short History of Nearly Everything
8,Booker Prize,Man Booker Prize,Booker Foundation,2004,fiction,0252,shortlisted,Dangor,Achmat,"Dangor, Achmat",man,unknown,FALSE,African,South African,Bachelors,Rhodes University,Language and Literature,Literature,64045687,00067,Bitter Fruit
3,Costa First Novel Award,Whitbread First Novel Award,Whitbread,2004,fiction,0115,winner,Fletcher,Susan,"Fletcher, Susan",woman,unknown,TRUE,White British,British,Bachelors,University of East Anglia,Writing,Creative Writing,66750268,00100,Eve Green
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2004,non-fiction,0688,winner,Funder,Anna,"Funder, Anna",woman,unknown,FALSE,Non-UK White,White Australian,Doctorate,"University of Technology, Sydney",Writing,Creative Arts,92497046,00855,Stasiland
5,Costa Biography Award,Whitbread Biography Award,Whitbread,2004,biography,0116,winner,Guy,John,"Guy, John",man,unknown,TRUE,White British,British,Doctorate,University of Cambridge,History and Cultural Studies,History,282761978,00125,My Heart is My Own: The Life of Mary Queen of Scots
8,Booker Prize,Man Booker Prize,Booker Foundation,2004,fiction,0253,shortlisted,Hall,Sarah,"Hall, Sarah",woman,unknown,TRUE,White British,English,Masters,University of St Andrews,Writing,Creative Writing,74094805,00128,The Electric Michaelangelo
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2004,non-fiction,0691,shortlisted,Hartley,Aidan,"Hartley, Aidan",man,unknown,TRUE,Black British,Kenyan British,Masters,University of London,Politics and Economics,Politics,26437251,00859,The Zanzibar Chest
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2004,crime,0478,shortlisted,Hayder,Mo,"Hayder, Mo",woman,unknown,TRUE,White British,British,none,none,none,none,19845460,00610,Tokyo
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2004,fiction,0363,shortlisted,Hazzard,Shirley,"Hazzard, Shirley",woman,unknown,FALSE,Non-UK White,White Australian American,none,none,none,none,34571187,00457,The Great Fire
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2004,non-fiction,0692,shortlisted,Holland,Tom,"Holland, Tom",man,unknown,TRUE,White British,English,Bachelors,University of Cambridge,Language and Literature,English,300279794,00860,Rubicon
8,Booker Prize,Man Booker Prize,Booker Foundation,2004,fiction,0029,winner,Hollinghurst,Alan,"Hollinghurst, Alan",man,queer,TRUE,White British,English,Masters,University of Oxford,Language and Literature,English Literature,90719312,00142,The Line of Beauty
2,Costa Book of the Year,Whitbread Book of the Year,Whitbread,2004,no/any/multi genre,0114,winner,Levy,Andrea,"Levy, Andrea",woman,unknown,TRUE,Caribbean,Jamaican British,unknown,Dartington College of Arts,Arts,Theatre,74098174,00177,Small Island
4,Costa Novel Award,Whitbread Novel Award,Whitbread,2004,fiction,0114,winner,Levy,Andrea,"Levy, Andrea",woman,unknown,TRUE,Caribbean,Jamaican British,unknown,Dartington College of Arts,Arts,Theatre,74098174,00177,Small Island
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2004,fiction,0114,winner,Levy,Andrea,"Levy, Andrea",woman,unknown,TRUE,Caribbean,Jamaican British,unknown,Dartington College of Arts,Arts,Theatre,74098174,00177,Small Island
7,Costa Children's Book Award,Whitbread Children's Book Award,Whitbread,2004,children's,0118,winner,McCaughrean,Geraldine,"McCaughrean, Geraldine",woman,unknown,TRUE,White British,British,unknown,Canterbury Christ Church University,unknown,unknown,54191408,00207,Not the End of the World
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2004,crime,0479,shortlisted,McDermid,Val,"McDermid, Val",woman,queer,TRUE,White British,Scottish,Bachelors,University of Oxford,Language and Literature,English,85313207,00611,The Torment of Others
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2004,sff,0500,winner,McDonald,Ian,"McDonald, Ian",man,unknown,TRUE,Irish,Scottish Irish,unknown,unknown,unknown,unknown,100337159,00646,River of Gods
8,Booker Prize,Man Booker Prize,Booker Foundation,2004,fiction,0254,shortlisted,Mitchell,David,"Mitchell, David",man,unknown,TRUE,White British,English,Masters,University of Kent,Language and Literature,Comparative Literature,85328187,00226,Cloud Atlas
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2004,crime,0480,shortlisted,Nichol,James W,"Nichol, James W",man,unknown,FALSE,Non-UK White,White Canadian,unknown,unknown,unknown,unknown,79128717,00612,Midnight Cab
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2004,fiction,0019,winner,O'Hagan,Andrew,"O'Hagan, Andrew",man,unknown,TRUE,White British,Scottish,Bachelors,University of Cambridge,Language and Literature,English Literature,87155882,00248,Personality
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2004,crime,0477,winner,Paretsky,Sara,"Paretsky, Sara",woman,unknown,FALSE,Non-UK White,White American,Doctorate,University of Chicago,History and Cultural Studies,History,98820882,00609,Blacklist
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2004,fiction,0364,shortlisted,Slovo,Gillian,"Slovo, Gillian",woman,unknown,FALSE,White British,White South African British,Doctorate,University of Iowa,Language and Literature,Literature,85450517,00458,Ice Road
6,Costa Poetry Award,Whitbread Poetry Award,Whitbread,2004,poetry,0117,winner,Symmons Roberts,Michael,"Symmons Roberts, Michael",man,unknown,TRUE,White British,British,unknown,Courtauld Institute of Art,unknown,unknown,68815992,00297,Corpus
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2004,poetry,0536,winner,Szirtes,George,"Szirtes, George",man,unknown,TRUE,Non-UK White,Hungarian British,Bachelors,Leeds College of Art and Design,Arts,Painting,98248260,00686,Reel
8,Booker Prize,Man Booker Prize,Booker Foundation,2004,fiction,0094,shortlisted,Tóibín,Colm,"Tóibín, Colm",man,queer,FALSE,Irish,Irish,Bachelors,University College Dublin,Multiple,History and English,32063755,00331,The Master
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2004,fiction,0031,shortlisted,Tremain,Rose,"Tremain, Rose",woman,unknown,TRUE,White British,English,Bachelors,University of East Anglia,Language and Literature,English Literature,49285360,00459,The Colour
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2004,crime,0475,shortlisted,Wilson,Laura,"Wilson, Laura",woman,unknown,TRUE,White British,English,unknown,University of Oxford,Language and Literature,English,121020429,00613,The Lover
8,Booker Prize,Man Booker Prize,Booker Foundation,2004,fiction,0255,shortlisted,Woodward,Gerard,"Woodward, Gerard",man,unknown,TRUE,White British,British,Postgraduate,University of Manchester,History and Cultural Studies,Social Anthropology,114341591,00357,I'll Go to Bed at Noon
3,Costa First Novel Award,Whitbread First Novel Award,Whitbread,2005,fiction,0111,winner,Aw,Tash,"Aw, Tash",man,unknown,TRUE,Asian,Malaysian,unknown,University of East Anglia,Writing,Creative Writing,85723301,00016,The Harmony Silk Factory
8,Booker Prize,Man Booker Prize,Booker Foundation,2005,fiction,0250,winner,Banville,John,"Banville, John",man,unknown,FALSE,Irish,Irish,none,none,none,none,46805211,00021,The Sea
8,Booker Prize,Man Booker Prize,Booker Foundation,2005,fiction,0226,shortlisted,Barnes,Julian,"Barnes, Julian",man,unknown,TRUE,White British,English,Bachelors,University of Oxford,Language and Literature,Modern Languages,51710796,00024,Arthur & George
8,Booker Prize,Man Booker Prize,Booker Foundation,2005,fiction,0014,shortlisted,Barry,Sebastian,"Barry, Sebastian",man,unknown,FALSE,Irish,Irish,unknown,"Trinity College, Dublin",Language and Literature,Latin and English,86463948,00027,A Long Long Way
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2005,non-fiction,0046,winner,Coe,Jonathan,"Coe, Jonathan",man,unknown,TRUE,White British,English,Doctorate,University of Warwick,Language and Literature,English Literature,7446091,00850,Like a Fiery Elephant
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2005,fiction,0359,shortlisted,Denby,Joolz,"Denby, Joolz",woman,unknown,TRUE,White British,English,unknown,unknown,unknown,unknown,79213157,00451,Billie Morgan
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2005,poetry,0085,winner,Duffy,Carol Ann,"Duffy, Carol Ann",woman,queer,TRUE,White British,Scottish,Bachelors,University of Liverpool,Philosophy and Theology,Philosophy,114321106,00685,Rapture
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2005,fiction,0168,shortlisted,Gardam,Jane,"Gardam, Jane",woman,unknown,TRUE,White British,English,Bachelors,University of London,Language and Literature,English Literature,70213168,00452,Old Filth
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2005,fiction,0360,shortlisted,Holman,Sheri,"Holman, Sheri",woman,unknown,FALSE,Non-UK White,White American,Bachelors,William & Mary,Arts,Theatre,17358913,00453,The Mammoth Cheese
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2005,crime,0476,winner,Indriðason,Arnaldur,"Indriðason, Arnaldur",man,unknown,FALSE,Non-UK White,Icelandic,unknown,unknown,unknown,unknown,49405743,00608,Silence of the Grave
8,Booker Prize,Man Booker Prize,Booker Foundation,2005,fiction,0251,shortlisted,Ishiguro,Kazuo,"Ishiguro, Kazuo",man,unknown,TRUE,Asian,Japanese British,Masters,University of East Anglia,Writing,Creative Writing,108702574,00152,Never Let Me Go
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2005,fiction,0361,shortlisted,Lewycka,Marina,"Lewycka, Marina",woman,unknown,TRUE,Non-UK White,Ukrainian British,Bachelors,University of York,Language and Literature,English Literature,39691055,00454,A Short History of Tractors in Ukrainian
6,Costa Poetry Award,Whitbread Poetry Award,Whitbread,2005,poetry,0112,winner,Logue,Christopher,"Logue, Christopher",man,unknown,TRUE,White British,English,none,none,none,none,111268555,00181,Cold Calls
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2005,non-fiction,0684,shortlisted,Masters,Alexander,"Masters, Alexander",man,unknown,TRUE,White British,English,unknown,unknown,unknown,unknown,79260596,00851,Stuart
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2005,non-fiction,0685,shortlisted,Mehta,Suketu,"Mehta, Suketu",man,unknown,FALSE,Asian,Indian American,Masters,University of Iowa,Writing,Creative Writing,26163510302710931857,00852,MaximumCity
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2005,fiction,0362,shortlisted,Meloy,Maile,"Meloy, Maile",woman,unknown,FALSE,Non-UK White,White American,Masters,"University of California, Irvine",Writing,Creative Writing,49469571,00455,Liars and Saints
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2005,non-fiction,0686,shortlisted,Pamuk,Orhan,"Pamuk, Orhan",man,unknown,FALSE,Non-UK White,Turkish,Bachelors,Istanbul University,Writing,Journalism,107501225,00853,Istanbul
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2005,fiction,0018,winner,Peace,David,"Peace, David",man,unknown,TRUE,White British,English,unknown,unknown,unknown,unknown,39559391,00258,GB84
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2005,sff,0504,winner,Ryman,Geoff,"Ryman, Geoff",man,queer,TRUE,Non-UK White,White Canadian,Masters,"University of California, Los Angeles",History and Cultural Studies,History,47378368,00645,Air
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2005,fiction,0358,winner,Shriver,Lionel,"Shriver, Lionel",woman,unknown,TRUE,Non-UK White,White American,Bachelors,Columbia University,Language and Literature,English and Russian,99194665,00450,We Need to Talk About Kevin
4,Costa Novel Award,Whitbread Novel Award,Whitbread,2005,fiction,0070,winner,Smith,Ali,"Smith, Ali",woman,queer,TRUE,White British,Scottish,unknown,unknown,unknown,unknown,118024365,00305,The Accidental
8,Booker Prize,Man Booker Prize,Booker Foundation,2005,fiction,0070,shortlisted,Smith,Ali,"Smith, Ali",woman,queer,TRUE,White British,Scottish,unknown,unknown,unknown,unknown,118024365,00305,The Accidental
8,Booker Prize,Man Booker Prize,Booker Foundation,2005,fiction,0022,shortlisted,Smith,Zadie,"Smith, Zadie",woman,unknown,TRUE,Black British,Jamaican British,unknown,unknown,unknown,unknown,14951645,00303,On Beauty
2,Costa Book of the Year,Whitbread Book of the Year,Whitbread,2005,no/any/multi genre,0110,winner,Spurling,Hilary,"Spurling, Hilary",woman,unknown,TRUE,White British,British,Bachelors,University of Oxford,Language and Literature,English Literature,27081285,00312,Matisse: The Master
5,Costa Biography Award,Whitbread Biography Award,Whitbread,2005,biography,0110,winner,Spurling,Hilary,"Spurling, Hilary",woman,unknown,TRUE,White British,British,Bachelors,University of Oxford,Language and Literature,English Literature,27081285,00312,Matisse: The Master
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2005,non-fiction,0110,shortlisted,Spurling,Hilary,"Spurling, Hilary",woman,unknown,TRUE,White British,British,Bachelors,University of Oxford,Language and Literature,English Literature,27081285,00312,Matisse: The Master
7,Costa Children's Book Award,Whitbread Children's Book Award,Whitbread,2005,children's,0113,winner,Thompson,Kate,"Thompson, Kate",woman,unknown,TRUE,Irish,British Irish,unknown,unknown,unknown,unknown,60015614,00328,The New Policeman
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2005,non-fiction,0687,shortlisted,Wise,Sarah,"Wise, Sarah",woman,unknown,TRUE,White British,English,Bachelors,Southampton University,Language and Literature,English,29820747,00854,The Italian Boy
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2006,crime,0472,shortlisted,Beckett,Simon,"Beckett, Simon",man,unknown,TRUE,White British,British,Masters,Newcastle University,Language and Literature,English,160204614,00603,The Chemistry of Death
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2006,non-fiction,0679,shortlisted,Bennett,Alan,"Bennett, Alan",man,queer,TRUE,White British,English,Bachelors,University of Oxford,History and Cultural Studies,History,110928162,00845,Untold Stories
4,Costa Novel Award,Costa Novel Award,Costa,2006,fiction,0033,winner,Boyd,William,"Boyd, William",man,unknown,TRUE,White British,British,unknown,University of Oxford,Language and Literature,English Literature,111500719,00037,Restless
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2006,non-fiction,0680,shortlisted,Brotton,Jerry,"Brotton, Jerry",man,unknown,TRUE,White British,British,Doctorate,Queen Mary University of London,History and Cultural Studies,Early Modern Mapping,6101162,00846,The Sale of the Late King's Goods
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2006,non-fiction,0681,shortlisted,Callil,Carmen,"Callil, Carmen",woman,unknown,TRUE,White British,Lebanese British,Bachelors,Melbourne University,Multiple,English Literature and Australian History,5064157,00847,Bad Faith
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2006,crime,0471,winner,Cleeves,Ann,"Cleeves, Ann",woman,unknown,TRUE,White British,British,none,none,none,none,40585642,00602,Raven Black
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2006,crime,0473,shortlisted,Cook,Thomas H,"Cook, Thomas H",man,unknown,FALSE,Non-UK White,White American,Masters,Hunter College,History and Cultural Studies,American History,102142009,00604,Red Leaves
8,Booker Prize,Man Booker Prize,Booker Foundation,2006,fiction,0245,winner,Desai,Kiran,"Desai, Kiran",woman,unknown,TRUE,Asian,Indian American,Masters,University of Delhi,Language and Literature,English Literature,34618623,00071,The Inheritance of Loss
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2006,crime,0461,shortlisted,Fyfield,Frances,"Fyfield, Frances",woman,unknown,TRUE,White British,English,Bachelors,unknown,Language and Literature,English,76372462,00605,Safer Than Houses
8,Booker Prize,Man Booker Prize,Booker Foundation,2006,fiction,0246,shortlisted,Grenville,Kate,"Grenville, Kate",woman,unknown,FALSE,Non-UK White,White Australian,Doctorate,"University of Technology, Sydney",Arts,Creative Arts,42044546,00122,The Secret River
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2006,sff,0503,winner,Grimwood,Jon Courtenay,"Grimwood, Jon Courtenay",man,unknown,TRUE,White British,Maltese British,unknown,unknown,unknown,unknown,26553205,00644,End of the World Blues
6,Costa Poetry Award,Costa Poetry Award,Costa,2006,poetry,0108,winner,Haynes,John,"Haynes, John",man,unknown,TRUE,White British,English,Bachelors,University of Southampton,unknown,unknown,113454170,00133,Letter to Patience
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2006,poetry,0134,winner,Heaney,Seamus,"Heaney, Seamus",man,unknown,TRUE,White British,Northern Irish,Bachelors,Queen's University,Language and Literature,English Literature,109557338,00684,District and Circle
8,Booker Prize,Man Booker Prize,Booker Foundation,2006,fiction,0247,shortlisted,Hyland,MJ,"Hyland, MJ",woman,unknown,TRUE,Irish,British Irish Australian,unknown,University of Melbourne,Multiple,English and Law,22125959,00150,Carry Me Down
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2006,crime,0474,shortlisted,James,Bill,"James, Bill",man,unknown,TRUE,White British,Welsh,none,none,none,none,85437283,00606,Wolves of Memory
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2006,non-fiction,0682,shortlisted,Judt,Tony,"Judt, Tony",man,unknown,TRUE,Jewish,Jewish British,Doctorate,University of Cambridge,History and Cultural Studies,European History,19699030,00848,Postwar
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2006,fiction,0341,shortlisted,Krauss,Nicole,"Krauss, Nicole",woman,unknown,FALSE,Jewish,Jewish American,Masters,Stanford University,unknown,unknown,99094300,00448,The History of Love
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2006,fiction,0077,shortlisted,Mantel,Hilary,"Mantel, Hilary",woman,unknown,TRUE,White British,English,Bachelors,University of Sheffield,Law,Law,44415775,00447,Beyond Black
8,Booker Prize,Man Booker Prize,Booker Foundation,2006,fiction,0248,shortlisted,Matar,Hisham,"Matar, Hisham",man,unknown,TRUE,African,British Libyan,Masters,University of London,Arts,Architecture,87596371,00198,In the Country of Men
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2006,fiction,0017,winner,McEwan,Ian,"McEwan, Ian",man,unknown,TRUE,White British,English,Masters,University of East Anglia,Writing,Creative Writing,109587997,00212,Saturday
7,Costa Children's Book Award,Costa Children's Book Award,Costa,2006,children's,0109,winner,Newbery,Linda,"Newbery, Linda",woman,unknown,TRUE,White British,British,unknown,unknown,unknown,unknown,23059591,00241,Set in Stone
