category,subcategory,title,director,release_date,release_date_raw,air_date_raw,worldwide_box_office_currency,worldwide_box_office,rotten_tomatoes,metacritic,cinema_score,distributor,original_game_publisher,budget_currency,budget_low,budget_high,domestic_box_office,subject,network
Theatrical releases,Japanese,Corpse Party Book of Shadows,Yamada Masafumi,2016-07-30,"July 30, 2016",NA,NA,NA,NA,NA,NA,NA,Kenix Soft,NA,NA,NA,N/A,NA,NA
Theatrical releases,Japanese,House of Neko Atsume,Masatoshi Kurakata,2017-04-08,"April 8, 2017",NA,NA,NA,NA,NA,NA,NA,Hit-Point Co.,NA,NA,NA,N/A,NA,NA
Theatrical releases,Japanese,Exit 8,Genki Kawamura,2025-08-29,"August 29, 2025",NA,NA,NA,NA,NA,NA,NA,Kotake Create,NA,NA,NA,"$32,519,966",NA,NA
Theatrical releases,Japanese,Street Fighter II: The Animated Movie,Gisaburō Sugii,1994-08-06,"August 6, 1994",NA,$,16000000,80,NA,N/A,Toei Company | 20th Century Fox,Capcom,$,6000000,6000000,NA,NA,NA
Theatrical releases,Japanese,Pokémon: The First Movie,Kunihiko Yuyama,1998-07-18,"July 18, 1998 (JP) | November 12, 1999 (NA)",NA,$,172744662,17,35,A-,Toho | Warner Bros. Pictures,Nintendo | The Pokémon Company,$,5000000,5000000,NA,NA,NA
Theatrical releases,Japanese,Pokémon: The Movie 2000,Kunihiko Yuyama,1999-07-17,"July 17, 1999 (JP) | July 21, 2000 (NA)",NA,$,133949270,19,28,A-,Toho | Warner Bros. Pictures,Nintendo | The Pokémon Company,$,30000000,30000000,NA,NA,NA
Theatrical releases,Japanese,Pokémon 3: The Movie,Kunihiko Yuyama,2000-07-08,"July 8, 2000 (JP) | April 6, 2001 (NA)",NA,$,68411275,21,22,A-,Toho | Warner Bros. Pictures,Nintendo | The Pokémon Company,NA,3000000,16000000,NA,NA,NA
Theatrical releases,Japanese,Pokémon 4Ever,Kunihiko Yuyama,2001-07-07,"July 7, 2001 (JP) | October 11, 2002 (NA)",NA,$,28023563,16,25,N/A,Toho | Miramax Films,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Pokémon Heroes,Kunihiko Yuyama,2002-07-13,"July 13, 2002 (JP) | May 16, 2003 (NA)",NA,$,20867919,17,27,N/A,Toho | Miramax Films,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Pokémon: Jirachi Wish Maker,Kunihiko Yuyama,2003-07-19,"July 19, 2003",NA,¥,4500000000,NA,NA,N/A,Toho | Miramax Films,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Pokémon: Destiny Deoxys,Kunihiko Yuyama,2004-07-17,"July 17, 2004",NA,¥,4380000000,NA,NA,N/A,Toho | Miramax Films,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Pokémon: Lucario and the Mystery of Mew,Kunihiko Yuyama,2005-07-16,"July 16, 2005",NA,¥,4300000000,NA,NA,N/A,Toho | Viz Media,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Final Fantasy VII: Advent Children,Tetsuya Nomura,2005-09-14,"September 14, 2005",NA,NA,NA,50,88,N/A,Square Enix | Columbia Pictures,Square Enix,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Pokémon Ranger and the Temple of the Sea,Kunihiko Yuyama,2006-07-15,"July 15, 2006",NA,¥,3400000000,NA,NA,N/A,Toho | Viz Media,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Pokémon: The Rise of Darkrai,Kunihiko Yuyama,2007-07-14,"July 14, 2007",NA,¥,5020000000,NA,NA,N/A,Toho | Viz Media,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Pokémon: Giratina and the Sky Warrior,Kunihiko Yuyama,2008-07-19,"July 19, 2008",NA,¥,4800000000,NA,NA,N/A,Toho | Viz Media,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Pokémon: Arceus and the Jewel of Life,Kunihiko Yuyama,2009-07-18,"July 18, 2009",NA,¥,4670000000,NA,NA,N/A,Toho | Viz Media,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Pokémon: Zoroark: Master of Illusions,Kunihiko Yuyama,2010-07-10,"July 10, 2010",NA,$,71143529,NA,NA,N/A,Toho | Viz Media,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Pokémon the Movie: Black—Victini and Reshiram and White—Victini and Zekrom,Kunihiko Yuyama,2011-07-16,"July 16, 2011",NA,¥,4330000000,NA,NA,N/A,Toho | Viz Media,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Pokémon the Movie: Kyurem vs. the Sword of Justice,Kunihiko Yuyama,2012-07-14,"July 14, 2012",NA,¥,3610000000,NA,NA,N/A,Toho | Viz Media,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Pokémon the Movie: Genesect and the Legend Awakened,Kunihiko Yuyama,2013-07-13,"July 13, 2013",NA,¥,3170000000,NA,NA,N/A,Toho | Viz Media,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Pokémon the Movie: Diancie and the Cocoon of Destruction,Kunihiko Yuyama,2014-07-19,"July 19, 2014",NA,¥,2910000000,NA,NA,N/A,Toho | Viz Media,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Yo-kai Watch: The Movie,Shigeharu Takahashi | Shinji Ushiro,2014-12-20,"December 20, 2014",NA,$,80268947,80,NA,N/A,Toho,Level-5,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Pokémon the Movie: Hoopa and the Clash of Ages,Kunihiko Yuyama,2015-07-18,"July 18, 2015",NA,¥,2610000000,NA,NA,N/A,Toho | Viz Media,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Yo-kai Watch: Enma Daiō to Itsutsu no Monogatari da Nyan!,Shigeharu Takahashi | Shinji Ushiro,2015-12-19,"December 19, 2015",NA,$,58850969,NA,NA,N/A,Toho,Level-5,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Kingsglaive: Final Fantasy XV,Takeshi Nozue,2016-07-09,"July 9, 2016 (JP) | August 19, 2016 (NA)",NA,$,6550000,13,35,N/A,Aniplex | Stage 6 Films,Square Enix,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Pokémon the Movie: Volcanion and the Mechanical Marvel,Kunihiko Yuyama,2016-07-16,"July 16, 2016",NA,¥,2150000000,NA,NA,N/A,Toho | Viz Media,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Pokémon the Movie: I Choose You!,Kunihiko Yuyama,2017-07-15,"July 15, 2017 (JP) | November 5, 2017 (NA)",NA,$,37552407,33,NA,N/A,Toho | Viz Media,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Fate/stay night: Heaven's Feel I. presage flower,Tomonori Sudō,2017-10-14,"October 14, 2017",NA,$,19027568,NA,NA,N/A,Aniplex,Type-Moon,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Pokémon the Movie: The Power of Us,Tetsuo Yajima,2018-07-13,"July 13, 2018 (JP) | November 24, 2018 (NA)",NA,$,23740788,71,NA,N/A,Toho | Viz Media,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Fate/stay night: Heaven's Feel II. lost butterfly,Tomonori Sudō,2019-01-12,"January 12, 2019",NA,$,19790000,NA,NA,N/A,Aniplex,Type-Moon,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Pokémon: Mewtwo Strikes Back Evolution,Kunihiko Yuyama | Motonori Sakakibara,2019-07-12,"July 12, 2019",NA,¥,2980000000,NA,NA,N/A,Toho | Viz Media,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,NiNoKuni,Yoshiyuki Momose,2019-08-23,"August 23, 2019",NA,$,2000000,NA,NA,N/A,"OLM, Inc.",Bandai Namco Entertainment,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Fate/stay night: Heaven's Feel III. spring song,Tomonori Sudō,2020-03-28,"March 28, 2020",NA,$,19252497,NA,NA,N/A,Aniplex,Type-Moon,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Pokémon the Movie: Secrets of the Jungle,Tetsuo Yajima,2020-12-25,"December 25, 2020",NA,$,23600000,NA,NA,N/A,Toho | Viz Media,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Colorful Stage! The Movie: A Miku Who Can't Sing,Hiroyuki Hata,2025-01-17,"January 17, 2025 (JP) | April 17, 2025 (NA)",NA,$,12300000,NA,NA,N/A,Shochiku,Sega,NA,NA,NA,NA,NA,NA
Theatrical releases,Japanese,Super Mario Bros.: The Great Mission to Rescue Princess Peach!,Masami Hata,1986-07-20,"July 20, 1986",NA,NA,NA,NA,NA,NA,Shochiku,Nintendo,NA,NA,NA,N/A,NA,NA
Theatrical releases,Japanese,Running Boy: Star Soldier no Himitsu ,Tameo Kohanawa,1986-07-20,"July 20, 1986",NA,NA,NA,NA,NA,NA,Toho,Hudson Soft,NA,NA,NA,N/A,NA,NA
Theatrical releases,Japanese,Dragon Quest: Dai no Daibōken,Nobutaka Nishizawa,1991-07-20,"July 20, 1991",NA,NA,NA,NA,NA,NA,Toei Company | TBS,Enix,NA,NA,NA,N/A,NA,NA
Theatrical releases,Japanese,Dragon Quest: Dai no Daibōken Tachiagare!! Aban no Shito,Hiroki Shibata,1992-03-07,"March 7, 1992",NA,NA,NA,NA,NA,NA,Toei Company | TBS,Enix,NA,NA,NA,N/A,NA,NA
Theatrical releases,Japanese,Dragon Quest: Dai no Daibōken Buchiya bure!! Shinsei Rokudai Shoguo,Nobutaka Nishizawa,1992-07-11,"July 11, 1992",NA,NA,NA,NA,NA,NA,Toei Company | TBS,Enix,NA,NA,NA,N/A,NA,NA
Theatrical releases,Japanese,Fatal Fury: The Motion Picture,Masami Ōbari,1994-07-16,"July 16, 1994",NA,NA,NA,NA,NA,NA,Shochiku,SNK,NA,NA,NA,N/A,NA,NA
Theatrical releases,Japanese,Sakura Wars: The Movie,Mitsuru Hongo,2001-12-22,"December 22, 2001",NA,NA,NA,NA,NA,NA,Toei Company,Sega,NA,NA,NA,"¥2,800,000,000",NA,NA
Theatrical releases,Japanese,Air,Osamu Dezaki,2005-02-05,"February 5, 2005",NA,NA,NA,NA,NA,NA,Toei Company,Key,NA,NA,NA,N/A,NA,NA
Theatrical releases,Japanese,Animal Crossing,Jōji Shimura,2006-12-16,"December 16, 2006",NA,NA,NA,NA,NA,NA,Toho,Nintendo,NA,NA,NA,"¥1,700,000,000",NA,NA
Theatrical releases,Japanese,Clannad,Osamu Dezaki,2007-09-15,"September 15, 2007",NA,NA,NA,NA,NA,NA,Toei Company,Key,NA,NA,NA,N/A,NA,NA
Theatrical releases,Japanese,Resident Evil: Degeneration,Makoto Kamiya,2008-10-18,"October 18, 2008",NA,NA,NA,NA,NA,NA,Sony Pictures Entertainment Japan,Capcom,NA,NA,NA,"¥43,000,000",NA,NA
Theatrical releases,Japanese,Tales of Vesperia: The First Strike,Kanta Kamei,2009-10-03,"October 3, 2009",NA,NA,NA,NA,NA,NA,Kadokawa Daiei Studio,Bandai Namco Games,NA,NA,NA,"¥84,549,987",NA,NA
Theatrical releases,Japanese,Professor Layton and the Eternal Diva,Masakazu Hashimoto,2009-12-19,"December 19, 2009",NA,NA,NA,NA,NA,NA,Toho,Level-5,NA,NA,NA,"¥610,000,000",NA,NA
Theatrical releases,Japanese,Fate/stay night: Unlimited Blade Works,Yūji Yamaguchi,2010-01-23,"January 23, 2010",NA,NA,NA,NA,NA,NA,"The Klockworx Co., Ltd.",Type-Moon,NA,NA,NA,"¥280,000,000",NA,NA
Theatrical releases,Japanese,Sengoku Basara: The Last Party,Kazuya Nomura,2011-06-04,"June 4, 2011",NA,NA,NA,NA,NA,NA,Production I.G,Capcom,NA,NA,NA,N/A,NA,NA
Theatrical releases,Japanese,Tekken: Blood Vengeance,Yōichi Mōri,2011-07-26,"July 26, 2011",NA,NA,NA,NA,NA,NA,Asmik Ace | Namco Pictures,Bandai Namco Games,NA,NA,NA,N/A,NA,NA
Theatrical releases,Japanese,Dragon Age: Dawn of the Seeker,Fumihiko Sori,2012-02-11,"February 11, 2012",NA,NA,NA,NA,NA,NA,T.O Entertainment,Electronic Arts,NA,NA,NA,N/A,NA,NA
Theatrical releases,Japanese,Bayonetta: Bloody Fate,Fuminori Kizaki,2013-11-23,"November 23, 2013",NA,NA,NA,NA,NA,NA,"Crunchyroll, LLC",Sega,NA,NA,NA,N/A,NA,NA
Theatrical releases,Japanese,"Persona 3 The Movie: No. 1, Spring of Birth",Noriaki Akitaya | Tomohisa Taguchi,2013-11-23,"November 23, 2013",NA,NA,NA,NA,NA,NA,Aniplex,Atlus,NA,NA,NA,"¥201,886,754",NA,NA
Theatrical releases,Japanese,The Idolmaster Movie: Beyond the Brilliant Future!,Atsushi Nishigori,2014-01-25,"January 25, 2014",NA,NA,NA,NA,NA,NA,Aniplex,Namco Bandai Games,NA,NA,NA,"¥772,973,700",NA,NA
Theatrical releases,Japanese,Pretty Rhythm All-Star Selection: Prism Show☆Best Ten,Masakazu Hishida,2014-03-08,"March 8, 2014",NA,NA,NA,NA,NA,NA,Shochiku,Takara Tomy,NA,NA,NA,N/A,NA,NA
Theatrical releases,Japanese,"Persona 3 The Movie: No. 2, Midsummer Knight's Dream",Tomohisa Taguchi,2014-06-07,"June 7, 2014",NA,NA,NA,NA,NA,NA,Aniplex,Atlus,NA,NA,NA,"¥152,752,386",NA,NA
Theatrical releases,Japanese,Aikatsu! The Movie,Ryūichi Kimura | Yuichiro Yano,2014-12-13,"December 13, 2014",NA,NA,NA,NA,NA,NA,Toei Company,Bandai Namco Games,NA,NA,NA,"¥560,000,000",NA,NA
Theatrical releases,Japanese,"PriPara the Movie: Everyone, Assemble! Prism ☆ Tours",Masakazu Hishida,2015-03-07,"March 7, 2015",NA,NA,NA,NA,NA,NA,Medialink,Takara Tomy,NA,NA,NA,"¥100,000,000",NA,NA
Theatrical releases,Japanese,"Persona 3 The Movie: No. 3, Falling Down",Keitaro Motonaga,2015-04-04,"April 4, 2015",NA,NA,NA,NA,NA,NA,Aniplex,Atlus,NA,NA,NA,N/A,NA,NA
Theatrical releases,Japanese,Gekijōban Meiji Tokyo Renka: Yumihari no Serenade,Hiroshi Watanabe,2015-07-18,"July 18, 2015",NA,NA,NA,NA,NA,NA,Movic,Broccoli,NA,NA,NA,N/A,NA,NA
Theatrical releases,Japanese,Aikatsu! Music Award: Minna de Shō o MoraimaSHOW!,Shin'ya Watada,2015-08-22,"August 22, 2015",NA,NA,NA,NA,NA,NA,Toei Company,Bandai Namco Games,NA,NA,NA,"¥130,000,000",NA,NA
Theatrical releases,Japanese,"Fly Out, PriPara: Aim for it with Everyone! Idol☆Grand Prix",Nobutaka Yoda,2015-10-24,"October 24, 2015",NA,NA,NA,NA,NA,NA,Medialink,Takara Tomy,NA,NA,NA,N/A,NA,NA
Theatrical releases,Japanese,King of Prism by Pretty Rhythm,Masakazu Hishida,2016-01-09,"January 9, 2016",NA,NA,NA,NA,NA,NA,Avex Pictures,Takara Tomy,NA,NA,NA,"¥800,000,000",NA,NA
Theatrical releases,Japanese,"Persona 3 The Movie: No. 4, Winter of Rebirth",Tomohisa Taguchi,2016-01-23,"January 23, 2016",NA,NA,NA,NA,NA,NA,Aniplex,Atlus,NA,NA,NA,"¥42,981,563",NA,NA
Theatrical releases,Japanese,PriPara Minna no Akogare Let's Go PriPari,Makoto Moriwaki | Masao Okubo,2016-03-12,"March 12, 2016",NA,NA,NA,NA,NA,NA,Avex Pictures,Takara Tomy,NA,NA,NA,"¥45,000,000",NA,NA
Theatrical releases,Japanese,Monster Strike The Movie,Shinpei Ezaki,2016-12-10,"December 10, 2016",NA,NA,NA,NA,NA,NA,Warner Bros. Pictures Japan,Mixi,NA,NA,NA,"¥740,000,000",NA,NA
Theatrical releases,Japanese,Yo-kai Watch: Soratobu Kujira to Double no Sekai no Daibōken da Nyan!,Shigeharu Takahashi | Shinji Ushiro | Takeshi Yokoi,2016-12-17,"December 17, 2016",NA,NA,NA,NA,NA,NA,Toho,Level-5,NA,NA,NA,"¥3,260,000,000",NA,NA
Theatrical releases,Japanese,Resident Evil: Vendetta,Takanori Tsujimoto,2017-05-27,"May 27, 2017",NA,NA,NA,NA,NA,NA,Kadokawa Daiei Studio,Capcom,NA,NA,NA,"¥150,000,000",NA,NA
Theatrical releases,Japanese,King of Prism: Pride the Hero,Masakazu Hishida,2017-06-10,"June 10, 2017",NA,NA,NA,NA,NA,NA,Avex Pictures,Takara Tomy,NA,NA,NA,"¥600,000,000",NA,NA
Theatrical releases,Japanese,Yo-kai Watch Shadowside: Oni-ō no Fukkatsu,Yoichi Kato | Akihiro Hino,2017-12-16,"December 16, 2017",NA,NA,NA,NA,NA,NA,Toho,Level-5,NA,NA,NA,"¥2,040,000,000",NA,NA
Theatrical releases,Japanese,Monster Strike The Movie: Sora no Kanata,Hiroshi Nishikiori,2018-10-05,"October 5, 2018",NA,NA,NA,NA,NA,NA,Warner Bros. Pictures Japan,Mixi,NA,NA,NA,"¥364,672,100",NA,NA
Theatrical releases,Japanese,Yo-kai Watch: Forever Friends,Shigeru Takahashi,2018-12-14,"December 14, 2018",NA,NA,NA,NA,NA,NA,Toho,Level-5,NA,NA,NA,"¥1,250,000,000",NA,NA
Theatrical releases,Japanese,King of Prism: Shiny Seven Stars I: Prologue × Yukinojo × Taiga,Masakazu Hishida,2019-03-02,"March 2, 2019",NA,NA,NA,NA,NA,NA,Avex Pictures,Takara Tomy,NA,NA,NA,"¥320,000,000",NA,NA
Theatrical releases,Japanese,King of Prism: Shiny Seven Stars II: Kakeru × Joji × Minato,Masakazu Hishida,2019-03-23,"March 23, 2019",NA,NA,NA,NA,NA,NA,Avex Pictures,Takara Tomy,NA,NA,NA,"¥320,000,000",NA,NA
Theatrical releases,Japanese,King of Prism: Shiny Seven Stars III: Leo × Yu × Alec,Masakazu Hishida,2019-04-13,"April 13, 2019",NA,NA,NA,NA,NA,NA,Avex Pictures,Takara Tomy,NA,NA,NA,"¥320,000,000",NA,NA
Theatrical releases,Japanese,King of Prism: Shiny Seven Stars IV: Louis × Shin × Unknown,Masakazu Hishida,2019-05-04,"May 4, 2019",NA,NA,NA,NA,NA,NA,Avex Pictures,Takara Tomy,NA,NA,NA,"¥320,000,000",NA,NA
Theatrical releases,Japanese,Dragon Quest: Your Story,Takashi Yamazaki | Ryuichi Yagi | Makoto Hanafusa,2019-08-02,"August 2, 2019",NA,NA,NA,NA,NA,NA,Toho,Square Enix,NA,NA,NA,"¥1,420,000,000",NA,NA
Theatrical releases,Japanese,Deemo: Memorial Keys,Junichi Fujisaku | Shūhei Matsushita,2022-02-25,"February 25, 2022",NA,NA,NA,NA,NA,NA,Pony Canyon,Rayark,NA,NA,NA,"¥33,000,000",NA,NA
Theatrical releases,Mandarin/Cantonese,Legend of the Ancient Sword,Renny Harlin,2018-10-01,"October 1, 2018",NA,NA,NA,NA,NA,NA,NA,Gamebar ,NA,300000000,300000000,"¥14,119,000 (US$2,134,000)",NA,NA
Theatrical releases,Mandarin/Cantonese,Detention,John Hsu,2019-09-20,"September 20, 2019",NA,NA,NA,NA,NA,NA,NA,Red Candle Games,NA,95000000,95000000,"NT$260 million (US$8,415,000)",NA,NA
Theatrical releases,Mandarin/Cantonese,Dynasty Warriors: Destiny of an Emperor,Roy Chow,2021-04-29,"April 29, 2021",NA,NA,NA,NA,NA,NA,NA,Koei Tecmo Games,NA,300000000,300000000,"HK$6,440,000 (US$830,000)",NA,NA
Theatrical releases,Mandarin/Cantonese,Seer,Liu Hong,2011-06-28,"June 28, 2011",NA,NA,NA,NA,NA,NA,NA,Shanghai Taomee Network,NA,NA,NA,"¥44,078,000 ($6,822,000)",NA,NA
Theatrical releases,Mandarin/Cantonese,Roco Kingdom: The Dragon Knight,Sheng-jun Yu,2011-09-29,"September 29, 2011",NA,NA,NA,NA,NA,NA,NA,Tencent,NA,NA,NA,"¥27,292,900 ($4,224,000)",NA,NA
Theatrical releases,Mandarin/Cantonese,Seer 2,Wang Zhangjun,2012-06-28,"June 28, 2012",NA,NA,NA,NA,NA,NA,NA,Shanghai Taomee Network,NA,NA,NA,"¥31,219,000 ($4,946,000)",NA,NA
Theatrical releases,Mandarin/Cantonese,Roco Kingdom: The Desire of Dragon,Sheng-jun Yu,2013-01-31,"January 31, 2013",NA,NA,NA,NA,NA,NA,NA,Tencent,NA,NA,NA,"¥69,536,800 ($11,223,000)",NA,NA
Theatrical releases,Mandarin/Cantonese,Seer 3: Heroes Alliance,Wang Zhangjun | Yin Yuqi,2013-07-12,"July 12, 2013",NA,NA,NA,NA,NA,NA,NA,Shanghai Taomee Network,NA,NA,NA,"¥76,502,000 ($12,347,000)",NA,NA
Theatrical releases,Mandarin/Cantonese,Roco Kingdom 3,Gong Bingsi,2014-07-10,"July 10, 2014",NA,NA,NA,NA,NA,NA,NA,Tencent,NA,NA,NA,"¥47,883,000 ($7,794,000)",NA,NA
Theatrical releases,Mandarin/Cantonese,Seer 4,Wang Zhangjun | Yin Yuqi,2014-07-10,"July 10, 2014",NA,NA,NA,NA,NA,NA,NA,Shanghai Taomee Network,NA,NA,NA,"¥62,331,000 ($10,146,000)",NA,NA
Theatrical releases,Mandarin/Cantonese,Dragon Nest: Warriors' Dawn,Song Yuefeng,2014-07-31,"July 31, 2014",NA,NA,NA,NA,NA,NA,NA,Nexon,NA,NA,NA,"¥57,409,000 ($9,345,000)",NA,NA
Theatrical releases,Mandarin/Cantonese,Seer 5: Rise of Thunder,Wang Zhangjun,2015-07-23,"July 23, 2015",NA,NA,NA,NA,NA,NA,NA,Shanghai Taomee Network,NA,NA,NA,"¥56,623,000 ($9,092,000)",NA,NA
Theatrical releases,Mandarin/Cantonese,Roco Kingdom 4,Hugues Martel | Dongbiao Cao,2015-08-13,"August 13, 2015",NA,NA,NA,NA,NA,NA,NA,Tencent,NA,NA,NA,"¥76,985,000 ($12,362,000)",NA,NA
Theatrical releases,Mandarin/Cantonese,Dragon Nest 2: Throne of Elves,Song Yuefeng,2016-08-19,"August 19, 2016",NA,NA,NA,NA,NA,NA,NA,Nexon,NA,NA,NA,"¥25,113,000 ($3,780,000)",NA,NA
Theatrical releases,Mandarin/Cantonese,Seer 6: Invincible Puni,Wang Zhangjun,2017-08-18,"August 18, 2017",NA,NA,NA,NA,NA,NA,NA,Shanghai Taomee Network,NA,NA,NA,"¥109,000,000 ($16,127,000)",NA,NA
Theatrical releases,Mandarin/Cantonese,Seer 7: Crazy Intelligence,Wang Zhangjun,2019-08-02,"August 2, 2019",NA,NA,NA,NA,NA,NA,NA,Shanghai Taomee Network,NA,NA,NA,"¥31,508,600 ($4,561,000)",NA,NA
Theatrical releases,Mandarin/Cantonese,Undated,Undated,NA,Undated,NA,NA,NA,NA,NA,NA,NA,Undated,NA,NA,NA,Undated,NA,NA
Theatrical releases,Mandarin/Cantonese,Untitled Nikki Nuannuan film,Dean Wellins,NA,TBA,NA,NA,NA,NA,NA,NA,NA,PaperGames,NA,NA,NA,TBA,NA,NA
Television films,Released,Fatal Fury: Legend of the Hungry Wolf,Hiroshi Fukutomi,1992-12-23,"December 23, 1992",NA,NA,NA,NA,NA,NA,NA,SNK,NA,NA,NA,NA,NA,NA
Television films,Released,Fatal Fury 2: The New Battle,Kazuhiro Furuhashi,1993-07-31,"July 31, 1993",NA,NA,NA,NA,NA,NA,NA,SNK,NA,NA,NA,NA,NA,NA
Television films,Released,Art of Fighting,Hiroshi Fukutomi,1993-12-23,"December 23, 1993",NA,NA,NA,NA,NA,NA,NA,SNK,NA,NA,NA,NA,NA,NA
Television films,Released,Samurai Shodown: The Motion Picture,Hiroshi Ishiodori,1994-09-08,"September 8, 1994",NA,NA,NA,NA,NA,NA,NA,SNK,NA,NA,NA,NA,NA,NA
Television films,Released,Pokémon: Mewtwo Returns,Kunihiko Yuyama | Masamitsu Hidaka,2000-12-30,"December 30, 2000 (Japan) | December 4, 2001 (North America)",NA,NA,NA,NA,NA,NA,NA,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Television films,Released,Pokémon: The Legend of Thunder,Norihiro Matsubara | Yūko Inoue,2001-12-30,"December 30, 2001 (Japan) | June 3/10, 2006 (North America)",NA,NA,NA,NA,NA,NA,NA,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Television films,Released,House of the Dead 2 (live-action),Michael Hurst,2006-02-11,"February 11, 2006",NA,NA,NA,NA,NA,NA,NA,Sega,NA,NA,NA,NA,NA,NA
Television films,Released,Pokémon: The Mastermind of Mirage Pokémon,Kunihiko Yuyama | Masamitsu Hidaka,2006-04-29,"April 29, 2006 (North America) | October 13, 2006 (Japan)",NA,NA,NA,NA,NA,NA,NA,Nintendo | The Pokémon Company,NA,NA,NA,NA,NA,NA
Television films,Released,Red Faction: Origins (live-action),Michael Nankin,2011-06-20,June 2011,NA,NA,NA,NA,NA,NA,NA,THQ,NA,NA,NA,NA,NA,NA
Television films,Released,Higurashi no Naku Koro ni Kaku: Outbreak,Toshifumi Kawase,2013-08-15,"August 15, 2013",NA,NA,NA,NA,NA,NA,NA,07th Expansion,NA,NA,NA,NA,NA,NA
Television films,Released,Rabbids Invasion: Mission to Mars,Franz Kirchner,2021-09-29,"September 29, 2021 (France) | February 18, 2022 (Netflix)",NA,NA,NA,NA,NA,NA,NA,Ubisoft,NA,NA,NA,NA,NA,NA
Television films,Released,The Mortuary Assistant,Jeremiah Kipp,2026-02-13,"February 13, 2026",NA,NA,NA,NA,NA,NA,NA,DreadXP,NA,NA,NA,NA,NA,NA
Television films,Upcoming,Undated,Undated,NA,Undated,NA,NA,NA,NA,NA,NA,NA,Undated,NA,NA,NA,NA,NA,NA
Television films,Upcoming,Untitled Beyond Good & Evil film,Rob Letterman,NA,TBA,NA,NA,NA,NA,NA,NA,NA,Ubisoft,NA,NA,NA,NA,NA,NA
Television films,Upcoming,BioShock,Francis Lawrence,NA,TBA,NA,NA,NA,NA,NA,NA,NA,2K Games,NA,NA,NA,NA,NA,NA
Television films,Upcoming,Gears of War,David Leitch,NA,TBA,NA,NA,NA,NA,NA,NA,NA,Xbox Game Studios,NA,NA,NA,NA,NA,NA
Television films,Upcoming,Untitled Carmen Sandiego film,TBA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,Brøderbund,NA,NA,NA,NA,NA,NA
Television films,Upcoming,Untitled Dragon's Lair film,Don Bluth,NA,TBA,NA,NA,NA,NA,NA,NA,NA,Cinematronics,NA,NA,NA,NA,NA,NA
Television films,Upcoming,Untitled It Takes Two film,TBA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,Electronic Arts,NA,NA,NA,NA,NA,NA
Television films,Upcoming,Kingmakers,TBA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,tinyBuild,NA,NA,NA,NA,NA,NA
Television films,Upcoming,Mega Man,Henry Joost And Ariel Schulman,NA,TBA,NA,NA,NA,NA,NA,NA,NA,Capcom,NA,NA,NA,NA,NA,NA
Television films,Upcoming,Sifu,TBA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,Slocap,NA,NA,NA,NA,NA,NA
