track,type,shortcut,player,system_played,date,time_period,time,record_duration
Koopa Troopa Beach,Single Lap,No,Myles,NTSC,1999-06-27,31.59S,31.59,4
Koopa Troopa Beach,Single Lap,No,Penev,PAL,1999-07-01,31.58S,31.58,0
Koopa Troopa Beach,Single Lap,No,Penev,PAL,1999-07-01,31.55S,31.55,0
Koopa Troopa Beach,Single Lap,No,Penev,PAL,1999-07-01,31.52S,31.52,50
Koopa Troopa Beach,Single Lap,No,Zwartjes,PAL,1999-08-20,31.37S,31.37,186
Koopa Troopa Beach,Single Lap,No,Zwartjes,PAL,2000-02-22,31.34S,31.34,7
Koopa Troopa Beach,Single Lap,No,Zwartjes,PAL,2000-02-29,31.23S,31.23,7
Koopa Troopa Beach,Single Lap,No,Zwartjes,PAL,2000-03-07,31.13S,31.13,1328
Koopa Troopa Beach,Single Lap,No,Troy,NTSC,2003-10-26,31.09S,31.09,0
Koopa Troopa Beach,Single Lap,No,Troy,NTSC,2003-10-26,31.08S,31.08,4
Koopa Troopa Beach,Single Lap,No,MJ,PAL,2003-10-30,31.05S,31.05,95
Koopa Troopa Beach,Single Lap,No,Troy,NTSC,2004-02-02,31.05S,31.05,0
Koopa Troopa Beach,Single Lap,No,Troy,NTSC,2004-02-02,31.01S,31.01,217
Koopa Troopa Beach,Single Lap,No,MJ,PAL,2004-09-06,30.92S,30.92,3042
Koopa Troopa Beach,Single Lap,No,MR,PAL,2012-12-31,30.92S,30.92,4
Koopa Troopa Beach,Single Lap,No,VAJ,PAL,2013-01-04,30.9S,30.9,338
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-10-06,30.9S,30.9,63
Koopa Troopa Beach,Single Lap,No,VAJ,PAL,2013-12-08,30.88S,30.88,728
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-12-08,30.88S,30.88,728
Koopa Troopa Beach,Single Lap,No,MR,PAL,2015-12-06,30.84S,30.84,1331
Koopa Troopa Beach,Single Lap,No,abney317,PAL,2019-07-29,30.83S,30.83,125
Koopa Troopa Beach,Single Lap,No,Marcos,PAL,2019-12-01,30.82S,30.82,193
Koopa Troopa Beach,Single Lap,No,Dan,PAL,2020-06-11,30.81S,30.81,129
Koopa Troopa Beach,Single Lap,No,Dan,PAL,2020-10-18,30.78S,30.78,131
Kalimari Desert,Three Lap,No,Gregg G,NTSC,1997-03-10,2M 14.22S,134.22,31
Kalimari Desert,Three Lap,No,Booth,NTSC,1997-04-10,2M 13.94S,133.94,47
Kalimari Desert,Three Lap,No,Launspach,NTSC,1997-05-27,2M 12.67S,132.67,95
Kalimari Desert,Three Lap,No,Booth,NTSC,1997-08-30,2M 9.82S,129.82,9
Kalimari Desert,Three Lap,No,Booth,NTSC,1997-09-08,2M 9.39S,129.39,186
Kalimari Desert,Three Lap,No,Booth,NTSC,1998-03-13,2M 8.57S,128.57,0
Kalimari Desert,Three Lap,No,Booth,NTSC,1998-03-13,2M 8.45S,128.45,160
Kalimari Desert,Three Lap,No,Peter E,PAL,1998-08-20,2M 8.32S,128.32,22
Kalimari Desert,Three Lap,No,Penev,PAL,1998-09-11,2M 8.3S,128.3,2
Kalimari Desert,Three Lap,No,Penev,PAL,1998-09-13,2M 8.22S,128.22,16
Kalimari Desert,Three Lap,No,Penev,PAL,1998-09-29,2M 8.12S,128.12,2
Kalimari Desert,Three Lap,No,Penev,PAL,1998-10-01,2M 7.92S,127.92,1
Kalimari Desert,Three Lap,No,Penev,PAL,1998-10-02,2M 7.9S,127.9,15
Kalimari Desert,Three Lap,No,Penev,PAL,1998-10-17,2M 7.82S,127.82,3
Kalimari Desert,Three Lap,No,Penev,PAL,1998-10-20,2M 7.49S,127.49,84
Kalimari Desert,Three Lap,No,Penev,PAL,1999-01-12,2M 7.09S,127.09,120
Kalimari Desert,Three Lap,No,Booth,NTSC,1999-05-12,2M 7.02S,127.02,45
Kalimari Desert,Three Lap,No,Peter E,NTSC,1999-06-26,2M 6.68S,126.68,172
Kalimari Desert,Three Lap,No,Booth,NTSC,1999-12-15,2M 6.66S,126.66,46
Kalimari Desert,Three Lap,No,Mike S,NTSC,2000-01-30,2M 6.53S,126.53,14
Kalimari Desert,Three Lap,No,Zwartjes,PAL,2000-02-13,2M 6.13S,126.13,862
Kalimari Desert,Three Lap,No,Lacey,PAL,2002-06-24,2M 6.11S,126.11,310
Kalimari Desert,Three Lap,No,MJ,PAL,2003-04-30,2M 6S,126,121
Kalimari Desert,Three Lap,No,MJ,PAL,2003-08-29,2M 5.71S,125.71,2
Kalimari Desert,Three Lap,No,MJ,PAL,2003-08-31,2M 5.65S,125.65,283
Kalimari Desert,Three Lap,No,Troy,NTSC,2004-06-09,2M 5.6S,125.6,9
Kalimari Desert,Three Lap,No,MJ,PAL,2004-06-18,2M 5.56S,125.56,1346
Kalimari Desert,Three Lap,No,MJ,PAL,2008-02-24,2M 5.55S,125.55,1
Kalimari Desert,Three Lap,No,MJ,PAL,2008-02-25,2M 5.33S,125.33,1428
Kalimari Desert,Three Lap,No,MR,PAL,2012-01-23,2M 5.28S,125.28,1
Kalimari Desert,Three Lap,No,MJ,PAL,2012-01-24,2M 5.17S,125.17,620
Kalimari Desert,Three Lap,No,VAJ,PAL,2012-08-14,2M 5.17S,125.17,417
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-05,2M 5.13S,125.13,10
Kalimari Desert,Three Lap,No,MJ,PAL,2013-10-15,2M 5.09S,125.09,9
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-24,2M 5.07S,125.07,90
Kalimari Desert,Three Lap,No,MJ,PAL,2014-01-22,2M 4.97S,124.97,1
Kalimari Desert,Three Lap,No,MR,PAL,2014-01-23,2M 4.85S,124.85,647
Kalimari Desert,Three Lap,No,abney317,PAL,2015-11-01,2M 4.84S,124.84,1
Kalimari Desert,Three Lap,No,abney317,PAL,2015-11-02,2M 4.79S,124.79,3
Kalimari Desert,Three Lap,No,abney317,PAL,2015-11-05,2M 4.67S,124.67,1
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-06,2M 4.48S,124.48,1
Kalimari Desert,Three Lap,No,abney317,PAL,2015-11-07,2M 4.45S,124.45,3
Kalimari Desert,Three Lap,No,abney317,PAL,2015-11-10,2M 4.35S,124.35,6
Kalimari Desert,Three Lap,No,abney317,PAL,2015-11-16,2M 4.33S,124.33,8
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-17,2M 4.33S,124.33,7
Kalimari Desert,Three Lap,No,abney317,PAL,2015-11-24,2M 4.32S,124.32,80
Kalimari Desert,Three Lap,No,MR,PAL,2016-02-12,2M 4.3S,124.3,0
Kalimari Desert,Three Lap,No,abney317,PAL,2016-02-12,2M 4.24S,124.24,246
Kalimari Desert,Three Lap,No,MR,PAL,2016-10-15,2M 4.23S,124.23,514
Kalimari Desert,Three Lap,No,abney317,PAL,2018-01-10,2M 4.23S,124.23,62
Kalimari Desert,Three Lap,No,abney317,PAL,2018-03-13,2M 4.21S,124.21,2
Kalimari Desert,Three Lap,No,MR,PAL,2018-03-15,2M 4.08S,124.08,8
Kalimari Desert,Three Lap,No,abney317,PAL,2018-03-23,2M 3.99S,123.99,28
Kalimari Desert,Three Lap,No,MR,PAL,2018-04-20,2M 3.94S,123.94,1043
Kalimari Desert,Single Lap,No,Gregg G,NTSC,1997-03-10,42.25S,42.25,31
Kalimari Desert,Single Lap,No,Booth,NTSC,1997-04-10,41.76S,41.76,47
Kalimari Desert,Single Lap,No,Launspach,NTSC,1997-05-27,41.51S,41.51,95
Kalimari Desert,Single Lap,No,Booth,NTSC,1997-08-30,40.71S,40.71,195
Kalimari Desert,Single Lap,No,Booth,NTSC,1998-03-13,40.46S,40.46,0
Kalimari Desert,Single Lap,No,Booth,NTSC,1998-03-13,40.3S,40.3,118
Kalimari Desert,Single Lap,No,Booth,NTSC,1998-07-09,40.2S,40.2,55
Kalimari Desert,Single Lap,No,Penev,PAL,1998-09-02,40.15S,40.15,27
Kalimari Desert,Single Lap,No,Penev,PAL,1998-09-29,40.11S,40.11,2
Kalimari Desert,Single Lap,No,Penev,PAL,1998-10-01,40.08S,40.08,1
Kalimari Desert,Single Lap,No,Penev,PAL,1998-10-02,40.07S,40.07,0
Kalimari Desert,Single Lap,No,Penev,PAL,1998-10-02,39.97S,39.97,1
Kalimari Desert,Single Lap,No,Penev,PAL,1998-10-03,39.95S,39.95,6
Kalimari Desert,Single Lap,No,Penev,PAL,1998-10-09,39.92S,39.92,1
Kalimari Desert,Single Lap,No,Penev,PAL,1998-10-10,39.91S,39.91,7
Kalimari Desert,Single Lap,No,Penev,PAL,1998-10-17,39.88S,39.88,7
Kalimari Desert,Single Lap,No,Penev,PAL,1998-10-24,39.72S,39.72,218
Kalimari Desert,Single Lap,No,Penev,PAL,1999-05-30,39.63S,39.63,27
Kalimari Desert,Single Lap,No,Peter E,NTSC,1999-06-26,39.62S,39.62,42
Kalimari Desert,Single Lap,No,Penev,PAL,1999-08-07,39.52S,39.52,206
Kalimari Desert,Single Lap,No,Zwartjes,PAL,2000-02-29,39.51S,39.51,7
Kalimari Desert,Single Lap,No,Zwartjes,PAL,2000-03-07,39.48S,39.48,177
Kalimari Desert,Single Lap,No,Penev,PAL,2000-08-31,39.45S,39.45,164
Kalimari Desert,Single Lap,No,Penev,PAL,2001-02-11,39.43S,39.43,816
Kalimari Desert,Single Lap,No,MJ,PAL,2003-05-08,39.4S,39.4,399
Kalimari Desert,Single Lap,No,Troy,NTSC,2004-06-10,39.39S,39.39,8
Kalimari Desert,Single Lap,No,MJ,PAL,2004-06-18,39.37S,39.37,9
Kalimari Desert,Single Lap,No,MJ,PAL,2004-06-27,39.31S,39.31,45
Kalimari Desert,Single Lap,No,Troy,NTSC,2004-08-11,39.28S,39.28,25
Kalimari Desert,Single Lap,No,MJ,PAL,2004-09-05,39.23S,39.23,1605
Kalimari Desert,Single Lap,No,MJ,PAL,2009-01-27,39.18S,39.18,826
Kalimari Desert,Single Lap,No,MR,PAL,2011-04-25,39.18S,39.18,8
Kalimari Desert,Single Lap,No,MJ,PAL,2011-05-03,39.14S,39.14,852
Kalimari Desert,Single Lap,No,MR,PAL,2013-04-12,39.14S,39.14,142
Kalimari Desert,Single Lap,No,MR,PAL,2013-09-01,39.13S,39.13,31
Kalimari Desert,Single Lap,No,MJ,PAL,2013-10-02,39.11S,39.11,2
Kalimari Desert,Single Lap,No,MR,PAL,2013-10-04,39.11S,39.11,0
Kalimari Desert,Single Lap,No,MR,PAL,2013-10-04,39.1S,39.1,11
Kalimari Desert,Single Lap,No,MJ,PAL,2013-10-15,39.05S,39.05,51
Kalimari Desert,Single Lap,No,MR,PAL,2013-12-05,39.04S,39.04,1667
Kalimari Desert,Single Lap,No,MR,PAL,2018-06-29,39.03S,39.03,24
Kalimari Desert,Single Lap,No,MR,PAL,2018-07-23,39.02S,39.02,0
Kalimari Desert,Single Lap,No,MR,PAL,2018-07-23,39.01S,39.01,689
Kalimari Desert,Single Lap,No,Dan,PAL,2020-06-11,39.01S,39.01,0
Kalimari Desert,Single Lap,No,Dan,PAL,2020-06-11,38.99S,38.99,149
Kalimari Desert,Single Lap,No,MR,PAL,2020-09-20,38.99S,38.99,48
Kalimari Desert,Single Lap,No,Dan,PAL,2020-11-07,38.97S,38.97,0
Kalimari Desert,Single Lap,No,Dan,PAL,2020-11-07,38.96S,38.96,111
Kalimari Desert,Three Lap,Yes,Penev,PAL,1999-06-14,2M 9.46S,129.46,54
Kalimari Desert,Three Lap,Yes,Penev,PAL,1999-08-07,2M 8.01S,128.01,469
Kalimari Desert,Three Lap,Yes,Penev,PAL,2000-11-18,2M 6.08S,126.08,0
Kalimari Desert,Three Lap,Yes,Penev,PAL,2000-11-18,2M 5.91S,125.91,1361
Kalimari Desert,Three Lap,Yes,Pobre,NTSC,2004-08-10,2M 5.7S,125.7,36
Kalimari Desert,Three Lap,Yes,Steven G,NTSC,2004-09-15,2M 5.45S,125.45,243
Kalimari Desert,Three Lap,Yes,Karlo,NTSC,2005-05-16,2M 5.42S,125.42,182
Kalimari Desert,Three Lap,Yes,Karlo,NTSC,2005-11-14,2M 5.16S,125.16,1559
Kalimari Desert,Three Lap,Yes,VAJ,PAL,2010-02-20,2M 5.14S,125.14,1
Kalimari Desert,Three Lap,Yes,VAJ,PAL,2010-02-21,2M 4.71S,124.71,1
Kalimari Desert,Three Lap,Yes,Karlo,NTSC,2010-02-22,2M 4.57S,124.57,298
Kalimari Desert,Three Lap,Yes,VAJ,PAL,2010-12-17,2M 4.56S,124.56,579
Kalimari Desert,Three Lap,Yes,VAJ,PAL,2012-07-18,2M 3.97S,123.97,9
Kalimari Desert,Three Lap,Yes,VAJ,PAL,2012-07-27,2M 3.73S,123.73,954
Kalimari Desert,Three Lap,Yes,abney317,PAL,2015-03-08,2M 3.11S,123.11,53
Kalimari Desert,Three Lap,Yes,abney317,NTSC,2015-04-30,2M 3.09S,123.09,345
Kalimari Desert,Three Lap,Yes,abney317,PAL,2016-04-09,2M 2.82S,122.82,613
Kalimari Desert,Three Lap,Yes,abney317,PAL,2017-12-13,2M 2.46S,122.46,768
Kalimari Desert,Three Lap,Yes,abney317,PAL,2020-01-20,2M 1.92S,121.92,403
Kalimari Desert,Single Lap,Yes,Gregg G,NTSC,1997-03-10,42.25S,42.25,31
Kalimari Desert,Single Lap,Yes,Booth,NTSC,1997-04-10,41.76S,41.76,47
Kalimari Desert,Single Lap,Yes,Launspach,NTSC,1997-05-27,41.51S,41.51,95
Kalimari Desert,Single Lap,Yes,Booth,NTSC,1997-08-30,40.71S,40.71,195
Kalimari Desert,Single Lap,Yes,Booth,NTSC,1998-03-13,40.46S,40.46,0
Kalimari Desert,Single Lap,Yes,Booth,NTSC,1998-03-13,40.3S,40.3,118
Kalimari Desert,Single Lap,Yes,Booth,NTSC,1998-07-09,40.2S,40.2,55
Kalimari Desert,Single Lap,Yes,Penev,PAL,1998-09-02,40.15S,40.15,27
Kalimari Desert,Single Lap,Yes,Penev,PAL,1998-09-29,40.11S,40.11,2
Kalimari Desert,Single Lap,Yes,Penev,PAL,1998-10-01,40.08S,40.08,1
Kalimari Desert,Single Lap,Yes,Penev,PAL,1998-10-02,40.07S,40.07,0
Kalimari Desert,Single Lap,Yes,Penev,PAL,1998-10-02,39.97S,39.97,1
Kalimari Desert,Single Lap,Yes,Penev,PAL,1998-10-03,39.95S,39.95,6
Kalimari Desert,Single Lap,Yes,Penev,PAL,1998-10-09,39.92S,39.92,1
Kalimari Desert,Single Lap,Yes,Penev,PAL,1998-10-10,39.91S,39.91,7
Kalimari Desert,Single Lap,Yes,Penev,PAL,1998-10-17,39.88S,39.88,7
Kalimari Desert,Single Lap,Yes,Penev,PAL,1998-10-24,39.72S,39.72,218
Kalimari Desert,Single Lap,Yes,Penev,PAL,1999-05-30,39.63S,39.63,27
Kalimari Desert,Single Lap,Yes,Peter E,NTSC,1999-06-26,39.62S,39.62,42
Kalimari Desert,Single Lap,Yes,Penev,PAL,1999-08-07,39.52S,39.52,206
Kalimari Desert,Single Lap,Yes,Zwartjes,PAL,2000-02-29,39.51S,39.51,7
Kalimari Desert,Single Lap,Yes,Zwartjes,PAL,2000-03-07,39.48S,39.48,177
Kalimari Desert,Single Lap,Yes,Penev,PAL,2000-08-31,39.45S,39.45,164
Kalimari Desert,Single Lap,Yes,Penev,PAL,2001-02-11,39.43S,39.43,816
Kalimari Desert,Single Lap,Yes,MJ,PAL,2003-05-08,39.4S,39.4,399
Kalimari Desert,Single Lap,Yes,Troy,NTSC,2004-06-10,39.39S,39.39,8
Kalimari Desert,Single Lap,Yes,MJ,PAL,2004-06-18,39.37S,39.37,9
Kalimari Desert,Single Lap,Yes,MJ,PAL,2004-06-27,39.31S,39.31,45
Kalimari Desert,Single Lap,Yes,Troy,NTSC,2004-08-11,39.28S,39.28,25
Kalimari Desert,Single Lap,Yes,MJ,PAL,2004-09-05,39.23S,39.23,1605
Kalimari Desert,Single Lap,Yes,MJ,PAL,2009-01-27,39.18S,39.18,826
Kalimari Desert,Single Lap,Yes,MR,PAL,2011-04-25,39.18S,39.18,8
Kalimari Desert,Single Lap,Yes,MJ,PAL,2011-05-03,39.14S,39.14,852
Kalimari Desert,Single Lap,Yes,MR,PAL,2013-04-12,39.14S,39.14,142
Kalimari Desert,Single Lap,Yes,MR,PAL,2013-09-01,39.13S,39.13,31
Kalimari Desert,Single Lap,Yes,MJ,PAL,2013-10-02,39.11S,39.11,2
Kalimari Desert,Single Lap,Yes,MR,PAL,2013-10-04,39.11S,39.11,0
Kalimari Desert,Single Lap,Yes,MR,PAL,2013-10-04,39.1S,39.1,11
Kalimari Desert,Single Lap,Yes,MJ,PAL,2013-10-15,39.05S,39.05,51
Kalimari Desert,Single Lap,Yes,MR,PAL,2013-12-05,39.04S,39.04,1667
Kalimari Desert,Single Lap,Yes,MR,PAL,2018-06-29,39.03S,39.03,24
Kalimari Desert,Single Lap,Yes,MR,PAL,2018-07-23,39.02S,39.02,0
Kalimari Desert,Single Lap,Yes,MR,PAL,2018-07-23,39.01S,39.01,689
Kalimari Desert,Single Lap,Yes,Dan,PAL,2020-06-11,39.01S,39.01,0
Kalimari Desert,Single Lap,Yes,Dan,PAL,2020-06-11,38.99S,38.99,149
Kalimari Desert,Single Lap,Yes,MR,PAL,2020-09-20,38.99S,38.99,48
Kalimari Desert,Single Lap,Yes,Dan,PAL,2020-11-07,38.97S,38.97,0
Kalimari Desert,Single Lap,Yes,Dan,PAL,2020-11-07,38.96S,38.96,111
Toad's Turnpike,Three Lap,No,Gregg G,NTSC,1997-03-10,3M 10.12S,190.12,31
Toad's Turnpike,Three Lap,No,Booth,NTSC,1997-04-10,3M 6.53S,186.53,142
Toad's Turnpike,Three Lap,No,Booth,NTSC,1997-08-30,3M 5.27S,185.27,7
Toad's Turnpike,Three Lap,No,Booth,NTSC,1997-09-06,3M 4.78S,184.78,188
Toad's Turnpike,Three Lap,No,Jonathan,NTSC,1998-03-13,3M 3.25S,183.25,118
Toad's Turnpike,Three Lap,No,Booth,NTSC,1998-07-09,3M 2.9S,182.9,64
Toad's Turnpike,Three Lap,No,Penev,PAL,1998-09-11,3M 2.59S,182.59,2
Toad's Turnpike,Three Lap,No,Penev,PAL,1998-09-13,3M 2.4S,182.4,9
Toad's Turnpike,Three Lap,No,Penev,PAL,1998-09-22,3M 1.94S,181.94,27
Toad's Turnpike,Three Lap,No,Penev,PAL,1998-10-19,3M 1.91S,181.91,5
Toad's Turnpike,Three Lap,No,Penev,PAL,1998-10-24,3M 1.68S,181.68,97
Toad's Turnpike,Three Lap,No,Booth,NTSC,1999-01-29,3M 1.62S,181.62,0
Toad's Turnpike,Three Lap,No,Penev,PAL,1999-01-29,3M 1.27S,181.27,63
Toad's Turnpike,Three Lap,No,Penev,PAL,1999-04-02,3M 1.23S,181.23,26
Toad's Turnpike,Three Lap,No,Penev,PAL,1999-04-28,3M 1.03S,181.03,35
Toad's Turnpike,Three Lap,No,Sami,PAL,1999-06-02,3M 0.84S,180.84,154
Toad's Turnpike,Three Lap,No,Zwartjes,PAL,1999-11-03,3M 0.39S,180.39,91
Toad's Turnpike,Three Lap,No,Booth,NTSC,2000-02-02,3M 0.31S,180.31,13
Toad's Turnpike,Three Lap,No,Zwartjes,PAL,2000-02-15,3M 0.02S,180.02,17
Toad's Turnpike,Three Lap,No,Zwartjes,PAL,2000-03-03,2M 59.85S,179.85,1158
Toad's Turnpike,Three Lap,No,MJ,PAL,2003-05-05,2M 59.63S,179.63,466
Toad's Turnpike,Three Lap,No,Troy,NTSC,2004-08-13,2M 59.57S,179.57,31
Toad's Turnpike,Three Lap,No,MJ,PAL,2004-09-13,2M 59.42S,179.42000000000002,47
Toad's Turnpike,Three Lap,No,MJ,PAL,2004-10-30,2M 59.35S,179.35,0
Toad's Turnpike,Three Lap,No,MJ,PAL,2004-10-30,2M 59.25S,179.25,0
Toad's Turnpike,Three Lap,No,MJ,PAL,2004-10-30,2M 59.1S,179.1,1897
Toad's Turnpike,Three Lap,No,MJ,PAL,2010-01-09,2M 59.04S,179.04,0
Toad's Turnpike,Three Lap,No,MJ,PAL,2010-01-09,2M 58.92S,178.92000000000002,927
Toad's Turnpike,Three Lap,No,MR,PAL,2012-07-24,2M 58.88S,178.88,54
Toad's Turnpike,Three Lap,No,MJ,PAL,2012-09-16,2M 58.82S,178.82,151
Toad's Turnpike,Three Lap,No,MR,PAL,2013-02-14,2M 58.79S,178.79,402
Toad's Turnpike,Three Lap,No,MR,PAL,2014-03-23,2M 58.76S,178.76,128
Toad's Turnpike,Three Lap,No,MR,PAL,2014-07-29,2M 58.63S,178.63,917
Toad's Turnpike,Three Lap,No,MR,PAL,2017-01-31,2M 58.48S,178.48,331
Toad's Turnpike,Three Lap,No,MR,PAL,2017-12-28,2M 58.46S,178.46,0
Toad's Turnpike,Three Lap,No,MR,PAL,2017-12-28,2M 58.4S,178.4,0
Toad's Turnpike,Three Lap,No,MR,PAL,2017-12-28,2M 58.32S,178.32,376
Toad's Turnpike,Three Lap,No,MR,PAL,2019-01-08,2M 58.26S,178.26,16
Toad's Turnpike,Three Lap,No,Dan,PAL,2019-01-24,2M 58.22S,178.22,41
Toad's Turnpike,Three Lap,No,MR,PAL,2019-03-06,2M 58.21S,178.21,259
Toad's Turnpike,Three Lap,No,Dan,PAL,2019-07-23,2M 58.21S,178.21,120
Toad's Turnpike,Three Lap,No,MR,PAL,2019-11-20,2M 58.18S,178.18,204
Toad's Turnpike,Three Lap,No,Dan,PAL,2020-06-11,2M 58.14S,178.14,4
Toad's Turnpike,Three Lap,No,MR,PAL,2020-06-15,2M 58.12S,178.12,89
Toad's Turnpike,Three Lap,No,Dan,PAL,2020-09-12,2M 58.08S,178.07999999999998,1
Toad's Turnpike,Three Lap,No,Dan,PAL,2020-09-13,2M 58.05S,178.05,6
Toad's Turnpike,Three Lap,No,Dan,PAL,2020-09-19,2M 58S,178,0
Toad's Turnpike,Three Lap,No,MR,PAL,2020-09-19,2M 57.99S,177.99,1
Toad's Turnpike,Three Lap,No,Dan,PAL,2020-09-20,2M 57.94S,177.94,8
Toad's Turnpike,Three Lap,No,MR,PAL,2020-09-25,2M 57.94S,177.94,3
Toad's Turnpike,Three Lap,No,Dan,PAL,2020-09-28,2M 57.8S,177.8,151
Toad's Turnpike,Single Lap,No,Gregg G,NTSC,1997-03-10,1M 2.84S,62.84,31
Toad's Turnpike,Single Lap,No,Booth,NTSC,1997-04-10,1M 1.57S,61.57,47
Toad's Turnpike,Single Lap,No,Booth,NTSC,1997-05-27,1M 1.54S,61.54,95
Toad's Turnpike,Single Lap,No,Booth,NTSC,1997-08-30,1M 0.87S,60.87,7
Toad's Turnpike,Single Lap,No,Booth,NTSC,1997-09-06,1M 0.83S,60.83,188
Toad's Turnpike,Single Lap,No,Jonathan,NTSC,1998-03-13,1M 0.18S,60.18,118
Toad's Turnpike,Single Lap,No,Booth,NTSC,1998-07-09,1M 0.06S,60.06,64
Toad's Turnpike,Single Lap,No,Penev,PAL,1998-09-11,1M 0.03S,60.03,2
Toad's Turnpike,Single Lap,No,Penev,PAL,1998-09-13,1M 0S,60,9
Toad's Turnpike,Single Lap,No,Penev,PAL,1998-09-22,59.92S,59.92,119
Toad's Turnpike,Single Lap,No,Penev,PAL,1999-01-19,59.91S,59.91,10
Toad's Turnpike,Single Lap,No,Booth,NTSC,1999-02-03,59.84S,59.84,0
Toad's Turnpike,Single Lap,No,Penev,PAL,1999-01-29,59.83S,59.83,56
Toad's Turnpike,Single Lap,No,Peter E,NTSC,1999-03-26,59.75S,59.75,40
Toad's Turnpike,Single Lap,No,Booth,NTSC,1999-05-05,59.66S,59.66,34
Toad's Turnpike,Single Lap,No,Peter E,NTSC,1999-06-08,59.64S,59.64,148
Toad's Turnpike,Single Lap,No,Booth,NTSC,1999-06-22,59.64S,59.64,134
Toad's Turnpike,Single Lap,No,Zwartjes,PAL,1999-11-03,59.35S,59.35,118
Toad's Turnpike,Single Lap,No,Zwartjes,PAL,2000-02-29,59.32S,59.32,7
Toad's Turnpike,Single Lap,No,Zwartjes,PAL,2000-03-07,59.26S,59.26,1211
Toad's Turnpike,Single Lap,No,MJ,PAL,2003-05-04,59.26S,59.26,58
Toad's Turnpike,Single Lap,No,Sami,PAL,2003-07-01,59.19S,59.19,134
Toad's Turnpike,Single Lap,No,MJ,PAL,2003-11-12,59.14S,59.14,353
Toad's Turnpike,Single Lap,No,MJ,PAL,2004-10-30,59.04S,59.04,35
Toad's Turnpike,Single Lap,No,MJ,PAL,2004-12-04,59.03S,59.03,1862
Toad's Turnpike,Single Lap,No,MJ,PAL,2010-01-09,59S,59,925
Toad's Turnpike,Single Lap,No,MR,PAL,2012-07-22,58.97S,58.97,56
Toad's Turnpike,Single Lap,No,MJ,PAL,2012-09-16,58.85S,58.85,449
Toad's Turnpike,Single Lap,No,MR,PAL,2013-12-09,58.83S,58.83,1856
Toad's Turnpike,Single Lap,No,Dan,PAL,2018-12-30,58.83S,58.83,9
Toad's Turnpike,Single Lap,No,MR,PAL,2019-01-08,58.81S,58.81,194
Toad's Turnpike,Single Lap,No,Dan,PAL,2019-07-21,58.8S,58.8,17
Toad's Turnpike,Single Lap,No,MR,PAL,2019-08-07,58.76S,58.76,410
Toad's Turnpike,Single Lap,No,Dan,PAL,2019-11-17,58.76S,58.76,308
Toad's Turnpike,Single Lap,No,Dan,PAL,2020-09-20,58.75S,58.75,0
Toad's Turnpike,Single Lap,No,Dan,PAL,2020-09-20,58.69S,58.69,159
Toad's Turnpike,Three Lap,Yes,Wonn,NTSC,1997-03-12,3M 3.96S,183.96,5
Toad's Turnpike,Three Lap,Yes,Wonn,NTSC,1997-03-17,2M 33.51S,153.51,14
Toad's Turnpike,Three Lap,Yes,Wonn,NTSC,1997-03-31,2M 10.34S,130.34,85
Toad's Turnpike,Three Lap,Yes,Wonn,NTSC,1997-06-24,1M 55.65S,115.65,74
Toad's Turnpike,Three Lap,Yes,Jonathan,NTSC,1997-09-06,1M 54.99S,114.99000000000001,206
Toad's Turnpike,Three Lap,Yes,Booth,NTSC,1998-03-31,1M 53.43S,113.43,175
Toad's Turnpike,Three Lap,Yes,Penev,PAL,1998-09-22,1M 53.26S,113.25999999999999,8
Toad's Turnpike,Three Lap,Yes,Penev,PAL,1998-09-30,1M 52.61S,112.61,18
Toad's Turnpike,Three Lap,Yes,Wonn,NTSC,1998-10-18,1M 52.52S,112.52000000000001,108
Toad's Turnpike,Three Lap,Yes,Mike S,NTSC,1999-02-03,1M 52.32S,112.32,51
Toad's Turnpike,Three Lap,Yes,Myles,NTSC,1999-03-26,1M 52.04S,112.03999999999999,23
Toad's Turnpike,Three Lap,Yes,Penev,PAL,1999-04-18,1M 52S,112,0
Toad's Turnpike,Three Lap,Yes,Penev,PAL,1999-04-18,1M 51.89S,111.89,0
Toad's Turnpike,Three Lap,Yes,Penev,PAL,1999-04-18,1M 51.87S,111.87,0
Toad's Turnpike,Three Lap,Yes,Penev,PAL,1999-04-18,1M 51.77S,111.77000000000001,30
Toad's Turnpike,Three Lap,Yes,Penev,PAL,1999-05-18,1M 51.71S,111.71000000000001,0
Toad's Turnpike,Three Lap,Yes,Penev,PAL,1999-05-18,1M 51.43S,111.43,166
Toad's Turnpike,Three Lap,Yes,Zwartjes,PAL,1999-10-31,1M 51.15S,111.15,179
Toad's Turnpike,Three Lap,Yes,Penev,PAL,2000-04-27,1M 51.1S,111.1,176
Toad's Turnpike,Three Lap,Yes,Booth,NTSC,2000-10-20,1M 51.08S,111.08,147
Toad's Turnpike,Three Lap,Yes,Ben M,PAL,2001-03-16,1M 51S,111,6
Toad's Turnpike,Three Lap,Yes,Booth,NTSC,2001-03-22,1M 50.95S,110.95,105
