category,medicine_name,therapeutic_area,common_name,active_substance,product_number,patient_safety,authorisation_status,atc_code,additional_monitoring,generic,biosimilar,conditional_approval,exceptional_circumstances,accelerated_assessment,orphan_medicine,marketing_authorisation_date,date_of_refusal_of_marketing_authorisation,marketing_authorisation_holder_company_name,pharmacotherapeutic_group,date_of_opinion,decision_date,revision_number,condition_indication,species,first_published,revision_date,url
human,Plenadren,Adrenal Insufficiency,hydrocortisone,hydrocortisone,002185,FALSE,authorised,H02AB09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2011-11-03,NA,Takeda Pharmaceuticals International AG Ireland Branch,Corticosteroids for systemic use,NA,2022-12-06,13,Treatment of adrenal insufficiency in adults.,NA,2018-05-15T14:03:00Z,2022-12-06T14:25:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/plenadren
human,Zytiga,Prostatic Neoplasms,abiraterone,abiraterone acetate,002321,FALSE,authorised,L02BX03,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2011-09-05,NA,Janssen-Cilag International N.V.,Endocrine therapy,2011-07-21,2022-06-28,26,Zytiga is indicated with prednisone or prednisolone for:the treatment of metastatic castration resistant prostate cancer in adult men who are asymptomatic or mildly symptomatic after failure of androgen deprivation therapy in whom chemotherapy is not yet clinically indicatedthe treatment of metastatic castration resistant prostate cancer in adult men whose disease has progressed on or after a docetaxel based chemotherapy regimen.,NA,2018-06-12T16:02:00Z,2022-12-06T12:41:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/zytiga
human,Nexavar,"Carcinoma, Hepatocellular;  Carcinoma, Renal Cell",sorafenib,sorafenib,000690,FALSE,authorised,L01EX02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2006-07-19,NA,Bayer AG,Antineoplastic agents,NA,2022-10-19,32,"Hepatocellular carcinomaNexavar is indicated for the treatment of hepatocellular carcinoma.Renal cell carcinomaNexavar is indicated for the treatment of patients with advanced renal cell carcinoma who have failed prior interferon-alpha or interleukin-2 based therapy or are considered unsuitable for such therapy.Differentiated thyroid carcinomaNexavar is indicated for the treatment of patients with progressive, locally advanced or metastatic, differentiated (papillary/follicular/Hürthle cell) thyroid carcinoma, refractory to radioactive iodine.",NA,2018-06-25T11:49:00Z,2022-12-06T12:15:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/nexavar
human,Esbriet,Idiopathic Pulmonary Fibrosis;  Lung Diseases;  Respiratory Tract Diseases,pirfenidone,pirfenidone,002154,FALSE,authorised,L04AX05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2011-02-27,NA,Roche Registration GmbH,"Immunosuppressants, Immunosuppressants",2010-12-16,2022-08-05,32,Esbriet is indicated in adults for the treatment of mild to moderate idiopathic pulmonary fibrosis.,NA,2018-04-17T11:01:00Z,2022-12-06T12:10:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/esbriet
human,Steglatro,"Diabetes Mellitus, Type 2",ertugliflozin,ertugliflozin l-pyroglutamic acid,004315,FALSE,authorised,A10BK04,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-03-21,NA,Merck Sharp & Dohme B.V.,"Sodium-glucose co-transporter 2 (SGLT2) inhibitors, Drugs used in diabetes",2018-01-25,2022-12-05,8,Steglatro is indicated in adults aged 18 years and older with type 2 diabetes mellitus as an adjunct to diet and exercise to improve glycaemic control:as monotherapy in patients for whom the use of metformin is considered inappropriate due to intolerance or contraindications.in addition to other medicinal products for the treatment of diabetes.,NA,2018-04-26T12:07:00Z,2022-12-06T09:54:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/steglatro
human,Ngenla,Growth and Development,somatrogon,somatrogon,005633,FALSE,authorised,H01AC08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2022-02-14,NA,Pfizer Europe MA EEIG,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,2021-12-16,2022-12-05,4,Indicated for the long-term treatment of paediatric patients with growth disturbance due to insufficient secretion of growth hormone,NA,2021-12-14T14:33:00Z,2022-12-06T09:46:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/ngenla
human,Bimzelx,Psoriasis,bimekizumab,bimekizumab,005316,FALSE,authorised,L04AC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021-08-20,NA,UCB Pharma S.A.  ,Immunosuppressants,2021-06-24,2022-12-05,2,Bimzelx is indicated for the treatment of moderate to severe plaque psoriasis in adults who are candidates for systemic therapy.,NA,2021-08-24T09:38:00Z,2022-12-05T15:50:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/bimzelx
human,Striascan,Radionuclide Imaging;  Dementia;  Movement Disorders,ioflupane (123l),ioflupane (123l),004745,FALSE,authorised,V09AB03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2019-06-25,NA,CIS bio international,Diagnostic radiopharmaceuticals,2019-06-25,2022-12-05,2,"This medicinal product is for diagnostic use only.Striascan is indicated for detecting loss of functional dopaminergic neuron terminals in the striatum:In adult patients with clinically uncertain parkinsonian syndromes, for example those with early symptoms, in order to help differentiate essential tremor from parkinsonian syndromes related to idiopathic Parkinson’s disease, multiple system atrophy and progressive supranuclear palsy. Striascan is unable to discriminate between Parkinson's disease, multiple system atrophy and progressive supranuclear palsy.In adult patients, to help differentiate probable dementia with Lewy bodies from Alzheimer’s disease. Striascan is unable to discriminate between dementia with Lewy bodies and Parkinson’s disease dementia.",NA,2019-08-02T13:40:00Z,2022-12-05T13:07:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/striascan
human,Nerlynx,Breast Neoplasms,neratinib,neratinib,004030,FALSE,authorised,L01EH02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-08-31,NA,Pierre Fabre Medicament,Antineoplastic agents,2018-06-28,2022-11-10,12,Nerlynx is indicated for the extended adjuvant treatment of adult patients with early stage hormone receptor positive HER2-overexpressed/amplified breast cancer and who are less than one year from the completion of prior adjuvant trastuzumab based therapy.,NA,2018-08-31T12:02:00Z,2022-12-05T12:36:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/nerlynx
human,Cabometyx,"Carcinoma, Renal Cell;  Carcinomas, Hepatocellular",cabozantinib,cabozantinib (s)-malate,004163,FALSE,authorised,L01EX07,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2016-09-09,NA,Ipsen Pharma,Antineoplastic agents,2016-07-21,2022-09-29,15,"Renal Cell Carcinoma (RCC)Cabometyx is indicated as monotherapy for the treatment of advanced renal cell carcinoma (RCC):in treatment-naïve adults with intermediate or poor risk,in adults following prior vascular endothelial growth factor (VEGF)-targeted therapy.Cabometyx, in combination with nivolumab, is indicated for the first-line treatment of advanced renal cell carcinoma in adults.Hepatocellular Carcinoma (HCC)Cabometyx is indicated as monotherapy for the treatment of hepatocellular carcinoma (HCC) in adults who have previously been treated with sorafenib.",NA,2018-05-08T12:04:00Z,2022-12-05T12:36:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/cabometyx
human,Gilenya,Multiple Sclerosis,fingolimod,fingolimod hydrochloride ,002202,FALSE,authorised,L04AA27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2011-03-17,NA,Novartis Europharm Limited,Immunosuppressants,2011-01-20,2022-12-02,33,"Gilenya is indicated as single disease modifying therapy in highly active relapsing remitting multiple sclerosis for the following groups of adult patients and paediatric patients aged 10 years and older:Patients with highly active disease despite a full and adequate course of treatment with at least one disease modifying therapy (for exceptions and information about washout periods see sections 4.4 and 5.1).orPatients with rapidly evolving severe relapsing remitting multiple sclerosis defined by 2 or more disabling relapses in one year, and with 1 or more Gadolinium enhancing lesions on brain MRI or a significant increase in T2 lesion load as compared to a previous recent MRI.",NA,2018-07-02T11:01:00Z,2022-12-05T12:25:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/gilenya
human,Pyrukynd,"Genetic Diseases, Inborn;  Anemia, Hemolytic",mitapivat,mitapivat sulfate,005540,FALSE,authorised,B06AX04,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2022-11-09,NA,Agios Netherlands B.V.,Other hematological agents,2022-09-15,NA,NA,Pyrukynd is indicated for the treatment of pyruvate kinase deficiency (PK deficiency) in adult patients (see section 4.4).,NA,2022-09-14T16:05:00Z,2022-12-05T12:17:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/pyrukynd
human,Hulio,"Hidradenitis Suppurativa;  Psoriasis;  Uveitis;  Arthritis, Rheumatoid;  Spondylitis, Ankylosing;  Crohn Disease;  Colitis, Ulcerative;  Arthritis, Psoriatic",adalimumab,adalimumab,004429,FALSE,authorised,L04AB04,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2018-09-17,NA,Viatris Limited,"Immunosuppressants, Tumor necrosis factor alpha (TNF-α) inhibitors",NA,2022-12-05,13,NA,NA,2018-09-17T13:10:00Z,2022-12-05T12:02:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/hulio
human,Efavirenz/Emtricitabine/Tenofovir disoproxil Krka,HIV Infections,"efavirenz, emtricitabine, tenofovir disoproxil","efavirenz, emtricitabine, tenofovir disoproxil succinate",004274,FALSE,authorised,J05AR06,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2018-02-08,NA,"KRKA, d.d., Novo mesto",Antivirals for systemic use,2017-12-14,2022-11-07,9,"Efavirenz/Emtricitabine/Tenofovir disoproxil Krka is a fixed-dose combination of efavirenz, emtricitabine and tenofovir disoproxil. It is indicated for the treatment of human immunodeficiency virus-1 (HIV-1) infection in adults aged 18 years and over with virologic suppression to HIV-1 RNA levels of < 50 copies/ml on their current combination antiretroviral therapy for more than three months. Patients must not have experienced virological failure on any prior antiretroviral therapy and must be known not to have harboured virus strains with mutations conferring significant resistance to any of the three components contained in Efavirenz/Emtricitabine/Tenofovir disoproxil Krka prior to initiation of their first antiretroviral treatment regimen.The demonstration of the benefit of efavirenz/emtricitabine/tenofovir disoproxil is primarily based on 48-week data from a clinical study in which patients with stable virologic suppression on a combination antiretroviral therapy changed to efavirenz/emtricitabine/tenofovir disoproxil.No data are currently available from clinical studies with efavirenz/emtricitabine/tenofovir disoproxil in treatment-naïve or in heavily pretreated patients.No data are available to support the combination of efavirenz/emtricitabine/tenofovir disoproxil and other antiretroviral agents.",NA,2018-02-08T13:05:00Z,2022-12-05T10:39:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/efavirenz-emtricitabine-tenofovir-disoproxil-krka
human,Trumenba,"Meningitis, Meningococcal","meningococcal group b vaccine (recombinant, adsorbed)",neisseria meningitidis serogroup b fhbp (recombinant lipidated fhbp (factor h binding protein)) subfamily a; neisseria meningitidis serogroup b fhbp (recombinant lipidated fhbp (factor h binding protein)) subfamily b,004051,FALSE,authorised,J07AH09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017-05-24,NA,Pfizer Europe MA EEIG,"Bacterial vaccines, Meningococcal vaccines",2017-02-23,2022-11-23,14,Trumenba is indicated for active immunisation of individuals 10 years and older to prevent invasive meningococcal disease caused by Neisseria meningitidis serogroup B.The use of this vaccine should be in accordance with official recommendations.,NA,2018-04-11T14:00:00Z,2022-12-02T14:40:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/trumenba
human,Xalkori,"Carcinoma, Non-Small-Cell Lung",crizotinib,crizotinib,002489,FALSE,authorised,L01ED01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2012-10-23,NA,Pfizer Europe MA EEIG,Antineoplastic agents,2012-07-19,2022-10-28,33,XALKORI as monotherapy is indicated for:The first‑line treatment of adults with anaplastic lymphoma kinase (ALK)‑positive advanced non‑small cell lung cancer (NSCLC)The treatment of adults with previously treated anaplastic lymphoma kinase (ALK)‑positive advanced non‑small cell lung cancer (NSCLC)The treatment of adults with ROS1‑positive advanced non‑small cell lung cancer (NSCLC)The treatment of paediatric patients (age ≥6 to,NA,2018-08-31T14:47:00Z,2022-12-02T12:22:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/xalkori
human,Macugen,Wet Macular Degeneration,pegaptanib,pegaptanib,000620,FALSE,withdrawn,S01LA03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2006-01-31,NA,PharmaSwiss Ceska Republika s.r.o,Ophthalmologicals,NA,2016-07-20,15,Macugen is indicated for the treatment of neovascular (wet) age-related macular degeneration (AMD).,NA,2016-07-20T00:00:00Z,2022-12-02T10:00:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/macugen
human,Mysildecard,"Hypertension, Pulmonary",sildenafil,sildenafil citrate,004186,FALSE,authorised,G04BE03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2016-09-15,NA,Viatris Limited,Urologicals,2016-07-21,2022-11-30,7,"AdultsTreatment of adult patients with pulmonary arterial hypertension classified as WHO functional class II and III, to improve exercise capacity. Efficacy has been shown in primary pulmonary hypertension and pulmonary hypertension associated with connective tissue disease.Paediatric populationTreatment of paediatric patients aged 1 year to 17 years old with pulmonary arterial hypertension. Efficacy in terms of improvement of exercise capacity or pulmonary haemodynamics has been shown in primary pulmonary hypertension and pulmonary hypertension associated with congenital heart disease (see section 5.1).",NA,2016-09-15T10:29:00Z,2022-11-30T18:17:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/mysildecard
human,Kevzara,"Arthritis, Rheumatoid",sarilumab,sarilumab,004254,FALSE,authorised,L04AC14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017-06-23,NA,Sanofi Winthrop Industrie,Immunosuppressants,2017-04-21,2022-11-18,9,"Kevzara in combination with methotrexate (MTX) is indicated for the treatment of moderately to severely active rheumatoid arthritis (RA) in adult patients who have responded inadequately to, or who are intolerant to one or more disease modifying anti rheumatic drugs (DMARDs). Kevzara can be given as monotherapy in case of intolerance to MTX or when treatment with MTX is inappropriate.",NA,2017-08-24T18:14:00Z,2022-11-30T15:56:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/kevzara
human,Uplizna,Neuromyelitis Optica,inebilizumab,inebilizumab,005818,FALSE,authorised,L04AA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-04-25,NA,Horizon Therapeutics Ireland DAC,Immunosuppressants,2021-11-11,2022-06-29,1,Uplizna is indicated as monotherapy for the treatment of adult patients with neuromyelitis optica spectrum disorders (NMOSD) who are anti-aquaporin 4 immunoglobulin G (AQP4-IgG) seropositive (see section 5.1).,NA,2021-11-11T14:39:00Z,2022-11-30T15:45:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/uplizna
human,VidPrevtyn Beta,COVID-19 virus infection,"covid-19 vaccine (recombinant, adjuvanted)","sars-cov-2 prefusion spike delta tm protein, recombinant (b.1.351 strain)",005754,FALSE,authorised,J07BX03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-11-10,NA,Sanofi Pasteur,"Vaccines,",2022-11-10,2022-11-10,NA,VidPrevtyn Beta is indicated as a booster for active immunisation to prevent COVID-19 in adults who have previously received an mRNA or adenoviral vector COVID-19 vaccine (see sections 4.2 and 5.1 in product information document).The use of this vaccine should be in accordance with official recommendations.,NA,2022-11-11T15:45:00Z,2022-11-30T15:20:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/vidprevtyn-beta
human,Zynteglo,beta-Thalassemia,betibeglogene autotemcel,autologous cd34+ cell enriched population that contains hematopoietic stem cells transduced with lentiglobin bb305 lentiviral vector encoding the beta-a-t87q-globin gene,003691,TRUE,withdrawn,B06A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2019-05-29,NA,bluebird bio (Netherlands) B.V.,Other hematological agents,2019-03-28,2021-12-09,5,"Zynteglo is indicated for the treatment of patients 12 years and older with transfusion-dependent β thalassaemia (TDT) who do not have a β0/β0 genotype, for whom haematopoietic stem cell (HSC) transplantation is appropriate but a human leukocyte antigen (HLA)-matched related HSC donor is not available.",NA,2019-06-03T11:40:00Z,2022-11-30T14:58:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/zynteglo
human,Tyverb,Breast Neoplasms,lapatinib,lapatinib,000795,FALSE,authorised,L01EH01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2008-06-10,NA,Novartis Europharm Limited,Protein kinase inhibitors,NA,2022-10-27,34,"Tyverb is indicated for the treatment of patients with breast cancer, whose tumours overexpress HER2 (ErbB2):in combination with capecitabine for patients with advanced or metastatic disease with progression following prior therapy, which must have included anthracyclines and taxanes and therapy with trastuzumab in the metastatic setting;in combination with trastuzumab for patients with hormone-receptor-negative metastatic disease that has progressed on prior trastuzumab therapy or therapies in combination with chemotherapy;in combination with an aromatase inhibitor for post-menopausal women with hormone-receptor-positive metastatic disease, not currently intended for chemotherapy. The patients in the registration study had not previously been treated with trastuzumab or an aromatase inhibitor. No data are available on the efficacy of this combination relative to trastuzumab in combination with an aromatase inhibitor in this patient population.",NA,2018-07-30T12:00:00Z,2022-11-30T13:36:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/tyverb
human,Tecfidera,Multiple Sclerosis,dimethyl fumarate,dimethyl fumarate,002601,FALSE,authorised,L04AX07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2014-01-30,NA,Biogen Netherlands B.V.,Immunosuppressants,2013-03-21,2022-05-13,26,"Tecfidera is indicated for the treatment of adult and paediatric patients aged 13 years and older with relapsing remitting multiple sclerosis (RRMS).,",NA,2017-11-09T18:45:00Z,2022-11-30T12:40:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/tecfidera
human,Lacosamide Accord,Epilepsy,lacosamide,lacosamide,004443,FALSE,authorised,N03AX18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2017-09-18,NA,Accord Healthcare S.L.U.,"Antiepileptics,",2017-07-20,2022-11-22,11,"Lacosamide Accord is indicated as monotherapy in the treatment of partial-onset seizures with or without secondary generalisation in adults, adolescents and children from 4 years of age with epilepsy.Lacosamide Accord is indicated as adjunctive therapy•         in the treatment of partial-onset seizures with or without secondary generalisation in adults, adolescents and children from 4 years of age with epilepsy.•         in the treatment of primary generalised tonic-clonic seizures in adults, adolescents and children from 4 years of age with idiopathic generalised epilepsy.",NA,2018-04-04T12:01:00Z,2022-11-30T11:10:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord
human,Zeposia,"Multiple Sclerosis, Relapsing-Remitting;  Colitis, Ulcerative",ozanimod,ozanimod hydrochloride,004835,FALSE,authorised,L04AA38,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020-05-20,NA,Bristol-Myers Squibb Pharma EEIG,Immunosuppressants,2020-03-26,2022-11-22,4,"Multiple sclerosisZeposia is indicated for the treatment of adult patients with relapsing remitting multiple sclerosis (RRMS) with active disease as defined by clinical or imaging features.Ulcerative colitisZeposia is indicated for the treatment of adult patients with moderately to severely active ulcerative colitis (UC) who have had an inadequate response, lost response, or were intolerant to either conventional therapy or a biologic agent.",NA,2020-05-27T16:46:00Z,2022-11-29T18:22:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/zeposia
human,Vyepti,Migraine Disorders,eptinezumab,eptinezumab,005287,FALSE,authorised,N02CD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-01-24,NA,H. Lundbeck A/S,Analgesics,2021-11-11,2022-11-28,2,Vyepti is indicated for the prophylaxis of migraine in adults who have at least 4 migraine days per month.,NA,2021-11-11T14:58:00Z,2022-11-29T18:05:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/vyepti
human,Rozlytrek,"Cancer;  Carcinoma, Non-Small-Cell Lung",entrectinib,entrectinib,004936,FALSE,authorised,L01EX14,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2020-07-31,NA,Roche Registration GmbH ,Antineoplastic agents,2020-05-28,2022-09-08,5,"Rozlytrek as monotherapy is indicated for the treatment of adult and paediatric patients 12 years of age and older with solid tumours expressing a neurotrophic tyrosine receptor kinase (NTRK) gene fusion,who have a disease that is locally advanced, metastatic or where surgical resection is likely to result in severe morbidity, andwho have not received a prior NTRK inhibitorwho have no satisfactory treatment options.Rozlytrek as monotherapy is indicated for the treatment of adult patients with ROS1 positive, advanced non small cell lung cancer (NSCLC) not previously treated with ROS1 inhibitors.",NA,2020-09-11T15:34:00Z,2022-11-29T16:30:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/rozlytrek
human,Lumykras,"Carcinoma, Non-Small-Cell Lung",sotorasib,sotorasib,005522,FALSE,authorised,L01XX73,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2022-01-06,NA,Amgen Europe BV,Antineoplastic agents,2021-11-11,2022-09-15,1,Lumykras as monotherapy is indicated for the treatment of adults with advanced non-small cell lung cancer (NSCLC) with KRAS G12C mutation and who have progressed after at least one prior line of systemic therapy.,NA,2021-11-10T11:46:00Z,2022-11-29T16:22:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/lumykras
human,Kaletra,HIV Infections,"lopinavir, ritonavir","lopinavir, ritonavir",000368,FALSE,authorised,J05AR10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2001-03-19,NA,AbbVie Deutschland GmbH  Co. KG,"Antivirals for systemic use, Protease inhibitors",2000-12-14,2022-10-27,60,"Kaletra is indicated in combination with other antiretroviral medicinal products for the treatment of human immunodeficiency virus (HIV-1) infected adults, adolescents and children aged from 14 days and older.The choice of Kaletra to treat protease inhibitor experienced HIV-1 infected patients should be based on individual viral resistance testing and treatment history of patients.",NA,2018-05-23T11:36:00Z,2022-11-29T13:19:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/kaletra
human,Cevenfacta,Hemophilia A;  Hemophilia B,eptacog beta (activated),eptacog beta (activated),005655,FALSE,authorised,B02BD08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2022-07-15,NA,Laboratoire Francais du Fractionnement et des Biotechnologies,Antihemorrhagics,2022-05-19,2022-05-19,NA,CEVENFACTA is indicated in adults and adolescents (12 years of age and older) for the treatment of bleeding episodes and for the prevention of bleeding in those undergoing surgery or invasive procedures in the following patient groups:in patients with congenital haemophilia with high-responding inhibitors to coagulation factors VIII or IX (i.e. ≥5 Bethesda Units (BU)); in patients with congenital haemophilia with low titre inhibitors (BU,NA,2022-05-17T09:27:00Z,2022-11-29T12:10:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/cevenfacta
human,Ximluci,Wet Macular Degeneration;  Macular Edema;  Diabetic Retinopathy;  Diabetes Complications,ranibizumab,ranibizumab,005617,FALSE,authorised,S01LA04,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2022-11-09,NA,STADA Arzneimittel AG,Ophthalmologicals,2022-09-15,2022-11-09,NA,"Ximluci is indicated in adults for:, , , 	The treatment of neovascular (wet) age-related macular degeneration (AMD), 	The treatment of visual impairment due to diabetic macular oedema (DME), 	The treatment of proliferative diabetic retinopathy (PDR), 	The treatment of visual impairment due to macular oedema secondary to retinal vein occlusion (branch RVO or central RVO), 	The treatment of visual impairment due to choroidal neovascularisation (CNV), ,",NA,2022-09-14T18:10:00Z,2022-11-29T11:57:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/ximluci
human,Recarbrio,Gram-Negative Bacterial Infections,"imipenem, cilastatin, relebactam","imipenem monohydrate, cilastatin sodium, relebactam monohydrate",004808,FALSE,authorised,J01DH56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2020-02-13,NA,Merck Sharp & Dohme B.V. ,"Antibacterials for systemic use, , Carbapenems",2019-12-12,2022-11-28,5,"Recarbrio is indicated for:- Treatment of hospital-acquired pneumonia (HAP), including ventilator associated pneumonia (VAP), in adults (see sections 4.4 and 5.1).- Treatment of bacteraemia that occurs in association with, or is suspected to be associated with HAP or VAP, in adults.- Treatment of infections due to aerobic Gram-negative organisms in adults with limited treatment options (see sections 4.2, 4.4, and 5.1).Consideration should be given to official guidance on the appropriate use of antibacterial agents.",NA,2020-02-26T17:00:00Z,2022-11-29T11:49:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/recarbrio
human,Tagrisso,"Carcinoma, Non-Small-Cell Lung",osimertinib,osimertinib mesilate,004124,FALSE,authorised,L01XE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2016-02-01,NA,AstraZeneca AB,"Other antineoplastic agents, Protein kinase inhibitors",2015-12-17,2022-10-06,17,TAGRISSO as monotherapy is indicated for:- the adjuvant treatment after complete tumour resection in adult patients with stage IB-IIIA non-small cell lung cancer (NSCLC) whose tumours have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations- the first-line treatment of adult patients NSCLC with activating EGFR mutations.- the treatment of adult patients with locally advanced or metastatic EGFR T790M mutation-positive NSCLC.TAGRISSO as monotherapy is indicated for:- the adjuvant treatment after complete tumour resection in adult patients with stage IB-IIIA non-small cell lung cancer (NSCLC) whose tumours have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations.- the first-line treatment of adult patients with locally advanced or metastatic NSCLC with activating EGFR mutations.- the treatment of adult patients with locally advanced or metastatic EGFR T790M mutation-positive NSCLC.,NA,2018-08-31T11:58:00Z,2022-11-29T09:52:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/tagrisso
human,Vaxneuvance,Pneumococcal Infections,pneumococcal polysaccharide conjugate vaccine (adsorbed),pneumococcal polysaccharide conjugate vaccine (adsorbed),005477,FALSE,authorised,J07AL02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021-12-13,NA,Merck Sharp & Dohme B.V. ,"pneumococcus, purified polysaccharides antigen conjugated",2021-10-14,2022-10-21,3,"Vaxneuvance is indicated for active immunisation for the prevention of invasive disease, pneumonia and acute otitis media caused by Streptococcus pneumoniae in infants, children and adolescents from 6 weeks to less than 18 years of age.Vaxneuvance is indicated for active immunisation for the prevention of invasive disease and pneumonia caused by Streptococcus pneumoniae in individuals 18 years of age and older. See sections 4.4 and 5.1 for information on protection against specific pneumococcal serotypes.The use of Vaxneuvance should be in accordance with official recommendations.",NA,2021-10-12T10:16:00Z,2022-11-29T09:20:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/vaxneuvance
human,Intelence,HIV Infections,etravirine,etravirine,000900,FALSE,authorised,J05AG04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2008-08-28,NA,Janssen-Cilag International NV,"Non-nucleoside reverse transcriptase inhibitors, Antivirals for systemic use",NA,2022-10-07,30,"Intelence, in combination with a boosted protease inhibitor and other antiretroviral medicinal products, is indicated for the treatment of human-immunodeficiency-virus-type-1 (HIV-1) infection in antiretroviral-treatment-experienced adult patients and in antiretroviral-treatment-experienced paediatric patients from six years of age.This indication is based on week-48 analyses from two phase-III trials in highly pretreated patients where Intelence was investigated in combination with an optimised background regimen (OBR) which included darunavir/ritonavir. The indication in paediatric patients is based on 48-week analyses of a single-arm, phase-II trial in antiretroviral-treatment-experienced paediatric patients.",NA,2017-07-13T10:40:00Z,2022-11-28T16:10:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/intelence
